Bound,EpsThisIter,J,AvgNormIw,AvgVanillaIw,AvgRet,eRenyi2,MinNormIw,VarJ,VanillaAvgRet,VarDiscRet,VarRet,AvgEpLen,BatchSize,ESSClassic,ESSRenyi,VarNormIw,MaxVanillaIw,MinVanillaIw,IterType,Delta,VarVanillaIw,MaxNormIw,AvgDiscRet
4086.0479,100,4659.2163,0.009999998,1.0,4659.216489740372,1.0,0.01,16.709084,4659.216489740372,282.01461589013235,282.01461589013235,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4659.216489740372
4250.6357,100,4655.935,0.0049999994,1.0,4652.653423623245,1.0,0.005,45.674896,4652.653423623245,3910.7708408468006,3910.7708408468006,499.42,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4652.653423623245
4325.1353,100,4656.061,0.0033333336,1.0,4656.313138106383,1.0,0.0033333334,39.159637,4656.313138106383,432.2652465803434,432.2652465803434,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4656.313138106383
4368.846,100,4655.4365,0.0024999997,1.0,4653.563334055067,1.0,0.0025,35.668427,4653.563334055067,488.72220247321496,488.72220247321496,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4653.563334055067
4399.128,100,4655.8423,0.0020000003,1.0010833,4653.416363032186,1.0029706,0.0014845137,31.666191,4653.416363032186,2228.0310201825773,2228.0310201825773,499.63,500,498.5282835650242,498.51911095073444,1.1832044e-08,1.1402081,0.74306095,1,0.4,0.0029644235,0.0022779487,4653.416363032186
4084.0051,100,4657.179,0.009999998,1.0,4657.17927649619,1.0,0.01,21.261494,4657.17927649619,456.616847219965,456.616847219965,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4657.17927649619
4248.5586,100,4653.854,0.0049999994,1.0,4650.528927934802,1.0,0.005,37.263912,4650.528927934802,2326.296885559687,2326.296885559687,499.6,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4650.528927934802
4322.8633,100,4653.7856,0.0033333336,1.0,4653.649009207435,1.0,0.0033333334,32.766342,4653.649009207435,448.1549127424645,448.1549127424645,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4653.649009207435
4368.421,100,4655.008,0.0024999997,1.0,4658.67507967804,1.0,0.0025,29.71646,4658.67507967804,296.4070353230274,296.4070353230274,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4658.67507967804
4396.6123,100,4653.7275,0.002,0.999099,4639.864601859421,1.0061271,0.0012593359,54.911263,4639.864601859421,29253.6196589652,29253.6196589652,498.19,500,496.8808741999174,496.95509695135286,2.515954e-08,1.1907048,0.6291006,1,0.4,0.0062785554,0.0023835571,4639.864601859421
4085.59,100,4658.6426,0.009999998,1.0,4658.642675066002,1.0,0.01,15.557591,4658.642675066002,244.4833798378955,244.4833798378955,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4658.642675066002
4252.2847,100,4657.5684,0.0049999994,1.0,4656.495327441044,1.0,0.005,17.58261,4656.495327441044,377.7293645888522,377.7293645888522,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4656.495327441044
4326.5444,100,4657.457,0.0033333336,1.0,4657.230866652561,1.0,0.0033333334,18.89416,4657.230866652561,457.165897282564,457.165897282564,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4657.230866652561
4371.1343,100,4657.7134,0.0024999997,1.0,4658.485852766906,1.0,0.0025,18.15462,4658.485852766906,249.08894667432622,249.08894667432622,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4658.485852766906
4401.8457,100,4658.2983,0.002,0.99926865,4659.349812672061,1.0010053,0.0016523997,18.71169,4659.349812672061,599.4125655881626,599.4125655881626,500.0,500,499.47343241793016,499.49785882908037,4.2252277e-09,1.0559102,0.8255956,1,0.4,0.0010547626,0.002113366,4659.349812672061
4085.6328,100,4658.8096,0.009999998,1.0,4658.809527598319,1.0,0.01,17.789577,4658.809527598319,319.6656298782538,319.6656298782538,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4658.809527598319
4252.369,100,4657.666,0.0049999994,1.0,4656.5232733603,1.0,0.005,24.242867,4656.5232733603,865.0014299602265,865.0014299602265,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4656.5232733603
4326.3906,100,4657.3145,0.0033333336,1.0,4656.610107035378,1.0,0.0033333334,22.856503,4656.610107035378,395.03247736045694,395.03247736045694,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4656.610107035378
4370.37,100,4656.9585,0.0024999997,1.0,4655.892596849305,1.0,0.0025,23.557077,4655.892596849305,657.54423467612,657.54423467612,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4655.892596849305
4400.4326,100,4657.059,0.002,0.99661684,4654.47078298474,1.0022969,0.0014778204,21.379261,4654.47078298474,410.8659800640462,410.8659800640462,500.0,500,498.5781233300705,498.8541695905125,1.1429852e-08,1.1020069,0.7364104,1,0.4,0.002838161,0.0022114958,4654.47078298474
4069.397,100,4642.559,0.009999998,1.0,4642.559022841993,1.0,0.01,148.76064,4642.559022841993,22353.260969192426,22353.260969192426,498.43,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4642.559022841993
4245.4795,100,4650.7773,0.0049999994,1.0,4658.995761225979,1.0,0.005,106.06242,4658.995761225979,236.02646022612822,236.02646022612822,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4658.995761225979
4322.0645,100,4652.989,0.0033333336,1.0,4657.410107121707,1.0,0.0033333334,87.37866,4657.410107121707,381.0983015667627,381.0983015667627,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4657.410107121707
4367.5425,100,4654.132,0.0024999997,1.0,4657.564183497132,1.0,0.0025,76.174164,4657.564183497132,292.13704179976736,292.13704179976736,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4657.564183497132
4399.758,100,4656.768,0.002,1.0057237,4657.004050132073,1.0052899,0.0007372525,30.585358,4657.004050132073,492.10798903282557,492.10798903282557,500.0,500,497.3489996316752,497.3689618489685,2.1363286e-08,1.1048207,0.37073618,1,0.4,0.005402135,0.002197066,4657.004050132073
4079.003,100,4652.182,0.009999998,1.0,4652.181966220936,1.0,0.01,75.85886,4652.181966220936,5812.692142237006,5812.692142237006,499.25,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4652.181966220936
4248.878,100,4654.177,0.0049999994,1.0,4656.17154529586,1.0,0.005,56.282352,4656.17154529586,578.668476968543,578.668476968543,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4656.17154529586
4324.7334,100,4655.6587,0.0033333336,1.0,4658.621132770832,1.0,0.0033333334,47.26249,4658.621132770832,356.2179166941674,356.2179166941674,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4658.621132770832
4370.52,100,4657.11,0.0024999997,1.0,4661.4660790065755,1.0,0.0025,42.085995,4661.4660790065755,362.0168780669437,362.0168780669437,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4661.4660790065755
4400.4453,100,4657.511,0.002,1.0037913,4650.34387610142,1.0057207,0.0009878977,31.247166,4650.34387610142,4347.023075438178,4347.023075438178,499.51,500,496.8526944845145,497.155903025829,2.5388537e-08,1.1415913,0.49582162,1,0.4,0.0063953544,0.0022745589,4650.34387610142
4070.7295,100,4643.862,0.009999998,1.0,4643.86213886723,1.0,0.01,122.340225,4643.86213886723,15118.315052967397,15118.315052967397,498.72,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4643.86213886723
4236.3013,100,4641.5923,0.0049999994,1.0,4639.322598018599,1.0,0.005,156.51387,4639.322598018599,34359.337741983465,34359.337741983465,498.06,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4639.322598018599
4314.902,100,4645.821,0.0033333336,1.0,4654.277030378892,1.0,0.0033333334,135.05911,4654.277030378892,5679.232806226035,5679.232806226035,499.25,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4654.277030378892
4361.583,100,4648.167,0.0024999997,1.0,4655.2084477263525,1.0,0.0025,117.7063,4655.2084477263525,636.4616133886245,636.4616133886245,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4655.2084477263525
4395.5806,100,4653.448,0.0019999999,1.0003515,4656.6086726947215,1.0120453,0.0011239619,65.44671,4656.6086726947215,381.9225814699916,381.9225814699916,500.0,500,493.69875377399876,494.04904865936186,5.115597e-08,1.2112801,0.5621785,1,0.4,0.012797984,0.002421709,4656.6086726947215
4086.0881,100,4659.1387,0.009999998,1.0,4659.138915226505,1.0,0.01,13.964045,4659.138915226505,196.96404604657377,196.96404604657377,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4659.138915226505
4253.327,100,4658.625,0.0049999994,1.0,4658.111096560479,1.0,0.005,15.623423,4658.111096560479,295.61638145420505,295.61638145420505,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4658.111096560479
4325.1436,100,4656.068,0.0033333336,1.0,4650.953861750575,1.0,0.0033333334,56.065334,4650.953861750575,8992.475293602593,8992.475293602593,499.12,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4650.953861750575
4369.9204,100,4656.5093,0.0024999997,1.0,4657.835523797211,1.0,0.0025,49.6356,4657.835523797211,426.73045317329417,426.73045317329417,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4657.835523797211
4401.0674,100,4657.824,0.002,1.0001464,4658.176074378324,1.0033104,0.0012682821,31.382242,4658.176074378324,388.6374256643871,388.6374256643871,500.0,500,498.16726643911943,498.3502404478506,1.4745415e-08,1.1169593,0.6342339,1,0.4,0.0036874332,0.0022335916,4658.176074378324
4084.6604,100,4657.78,0.009999998,1.0,4657.77968020594,1.0,0.01,19.372408,4657.77968020594,379.08143171350537,379.08143171350537,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4657.77968020594
4251.373,100,4656.637,0.0049999994,1.0,4655.495153297021,1.0,0.005,22.387756,4655.495153297021,630.8320931540062,630.8320931540062,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4655.495153297021
4326.8135,100,4657.7114,0.0033333336,1.0,4659.857817753531,1.0,0.0033333334,20.289816,4659.857817753531,227.97327162846005,227.97327162846005,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4659.857817753531
4371.538,100,4658.106,0.0024999997,1.0,4659.292658223445,1.0,0.0025,20.989838,4659.292658223445,530.6951179544027,530.6951179544027,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4659.292658223445
4400.5654,100,4657.2725,0.002,0.9974257,4649.827535934837,1.0030401,0.0015077926,37.33842,4649.827535934837,9226.990141628015,9226.990141628015,499.02,500,498.33619034727116,498.4845693721618,1.3381758e-08,1.1077834,0.7519555,1,0.4,0.003328237,0.0022212851,4649.827535934837
4088.9192,100,4662.0923,0.009999998,1.0,4662.092326214941,1.0,0.01,16.7006,4662.092326214941,281.72758647456845,281.72758647456845,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4662.092326214941
4254.565,100,4659.8594,0.0049999994,1.0,4657.626859262626,1.0,0.005,19.015314,4657.626859262626,438.6713956358838,438.6713956358838,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4657.626859262626
4328.1934,100,4659.1147,0.0033333336,1.0,4657.625114814877,1.0,0.0033333334,21.023586,4657.625114814877,605.5363036454969,605.5363036454969,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4657.625114814877
4372.613,100,4659.199,0.0024999997,1.0,4659.45290081554,1.0,0.0025,19.994675,4659.45290081554,275.8467168818109,275.8467168818109,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4659.45290081554
4402.9023,100,4659.328,0.002,0.9998813,4658.842403688237,1.0007429,0.0016142515,18.784338,4658.842403688237,278.6114044350206,278.6114044350206,500.0,500,499.57151634052656,499.6288196082355,3.4378096e-09,1.0755426,0.80703,1,0.4,0.00085924845,0.0021513405,4658.842403688237
4087.5242,100,4660.6846,0.009999998,1.0,4660.684857805087,1.0,0.01,15.809978,4660.684857805087,252.4801625456253,252.4801625456253,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4660.684857805087
4255.2007,100,4660.4863,0.0049999994,1.0,4660.287381518188,1.0,0.005,14.711576,4660.287381518188,184.67284590689124,184.67284590689124,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4660.287381518188
4329.2646,100,4660.179,0.0033333336,1.0,4659.56500051626,1.0,0.0033333334,15.022743,4659.56500051626,246.0824781385586,246.0824781385586,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4659.56500051626
4373.173,100,4659.759,0.0024999997,1.0,4658.497789349578,1.0,0.0025,15.706658,4658.497789349578,310.73599049402554,310.73599049402554,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4658.497789349578
4403.0205,100,4659.438,0.002,0.99950707,4657.311499746112,1.0006803,0.0017338018,16.19784,4657.311499746112,355.2166314086792,355.2166314086792,500.0,500,499.63130458282006,499.6600675576268,2.9570397e-09,1.0711008,0.86647356,1,0.4,0.0007385313,0.0021432582,4657.311499746112
4068.5571,100,4641.7217,0.009999998,1.0,4641.722259218698,1.0,0.01,174.52121,4641.722259218698,30765.299969663876,30765.299969663876,498.16,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4641.722259218698
4246.173,100,4651.464,0.0049999994,1.0,4661.205323476433,1.0,0.005,124.26266,4661.205323476433,237.3503563121567,237.3503563121567,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4661.205323476433
4323.3613,100,4654.286,0.0033333336,1.0,4659.931164870727,1.0,0.0033333334,101.93147,4659.931164870727,242.27267623307253,242.27267623307253,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4659.931164870727
4368.3794,100,4654.9688,0.0024999997,1.0,4657.015000431125,1.0,0.0025,88.79861,4657.015000431125,368.80177425623964,368.80177425623964,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4657.015000431125
4400.3174,100,4657.206,0.002,0.99164367,4660.118734574867,1.0043385,0.0014016584,58.17292,4660.118734574867,350.9217939886354,350.9217939886354,500.0,500,497.2098887992204,497.8401192070934,2.2491099e-08,1.1728466,0.6949729,1,0.4,0.0055291955,0.0023654597,4660.118734574867
4088.174,100,4661.309,0.009999998,1.0,4661.309803445101,1.0,0.01,14.073554,4661.309803445101,200.06620536652048,200.06620536652048,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4661.309803445101
4255.028,100,4660.32,0.0049999994,1.0,4659.330407810991,1.0,0.005,16.844372,4659.330407810991,371.1528291678004,371.1528291678004,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4659.330407810991
4320.467,100,4651.3906,0.0033333336,1.0,4633.532531248205,1.0,0.0033333334,147.34267,4633.532531248205,64731.044708783425,64731.044708783425,497.29,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4633.532531248205
4366.7163,100,4653.3047,0.0024999997,1.0,4659.045161381348,1.0,0.0025,127.91655,4659.045161381348,279.8612027510094,279.8612027510094,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4659.045161381348
4400.491,100,4657.891,0.002,1.0016906,4659.419013653936,1.0083462,0.00068411895,42.340466,4659.419013653936,256.21691105511286,256.21691105511286,500.0,500,495.5611567969059,495.8614412443825,3.589997e-08,1.1365663,0.34263778,1,0.4,0.009005365,0.002269296,4659.419013653936
4085.7903,100,4658.927,0.009999998,1.0,4658.926982325541,1.0,0.01,17.187286,4658.926982325541,298.3867483910547,298.3867483910547,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4658.926982325541
4253.6416,100,4658.91,0.0049999994,1.0,4658.893936978911,1.0,0.005,16.627636,4658.893936978911,260.1546511026074,260.1546511026074,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4658.893936978911
4328.0947,100,4658.995,0.0033333336,1.0,4659.164206824189,1.0,0.0033333334,18.05045,4659.164206824189,428.74470801907796,428.74470801907796,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4659.164206824189
4373.195,100,4659.782,0.0024999997,1.0,4662.144513982843,1.0,0.0025,17.501871,4662.144513982843,242.794944490832,242.794944490832,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4662.144513982843
4403.8203,100,4660.279,0.002,1.0015019,4661.047600860014,1.0009923,0.0014367609,16.839895,4661.047600860014,258.24102469375987,258.24102469375987,500.0,500,499.37027785772193,499.5043427766237,5.0537796e-09,1.0639842,0.71945935,1,0.4,0.0012672428,0.002124777,4661.047600860014
4087.691,100,4660.8564,0.009999998,1.0,4660.856668538577,1.0,0.01,18.10377,4660.856668538577,331.0568747513508,331.0568747513508,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4660.856668538577
4254.1846,100,4659.4736,0.0049999994,1.0,4658.091308911696,1.0,0.005,17.42627,4658.091308911696,278.5654090554079,278.5654090554079,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4658.091308911696
4325.185,100,4656.1025,0.0033333336,1.0,4649.358600743077,1.0,0.0033333334,71.690865,4649.358600743077,14892.089854553944,14892.089854553944,498.73,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4649.358600743077
4370.4316,100,4657.0146,0.0024999997,1.0,4659.752695567653,1.0,0.0025,62.52124,4659.752695567653,208.9837696136629,208.9837696136629,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4659.752695567653
4402.2637,100,4659.0776,0.002,1.0005577,4661.700238704059,1.003763,0.0012036104,36.1241,4661.700238704059,183.03472899287385,183.03472899287385,500.0,500,497.94465446433236,498.12557317699134,1.654365e-08,1.190273,0.6021408,1,0.4,0.004140526,0.0023792195,4661.700238704059
4084.1165,100,4657.2896,0.009999998,1.0,4657.28977967586,1.0,0.01,19.560925,4657.28977967586,386.4948571284277,386.4948571284277,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4657.28977967586
4252.956,100,4658.255,0.0049999994,1.0,4659.219853128542,1.0,0.005,19.127739,4659.219853128542,350.7566429406991,350.7566429406991,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4659.219853128542
4327.7207,100,4658.646,0.0033333336,1.0,4659.428574536807,1.0,0.0033333334,18.521065,4659.428574536807,299.424536921384,299.424536921384,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4659.428574536807
4372.4473,100,4659.0366,0.0024999997,1.0,4660.208758511211,1.0,0.0025,17.789911,4660.208758511211,237.37707330534522,237.37707330534522,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4660.208758511211
4402.596,100,4659.03,0.002,1.0048118,4658.001065937161,1.0007818,0.0017818678,18.509249,4658.001065937161,542.9349081896193,542.9349081896193,500.0,500,499.61183498896077,499.6094180865512,3.1141487e-09,1.0838053,0.8952208,1,0.4,0.00078604755,0.0021572306,4658.001065937161
4069.7534,100,4642.929,0.009999998,1.0,4642.929135425457,1.0,0.01,192.7754,4642.929135425457,37537.72803062532,37537.72803062532,497.94,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4642.929135425457
4244.5376,100,4649.834,0.0049999994,1.0,4656.7386120630745,1.0,0.005,137.69374,4656.7386120630745,668.113417148585,668.113417148585,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4656.7386120630745
4322.963,100,4653.886,0.0033333336,1.0,4661.991106750869,1.0,0.0033333334,112.976906,4661.991106750869,276.45226858596016,276.45226858596016,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4661.991106750869
4368.9814,100,4655.5693,0.0024999997,1.0,4660.618243633248,1.0,0.0025,98.345375,4660.618243633248,365.57481922958266,365.57481922958266,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4660.618243633248
4400.784,100,4657.8164,0.002,0.9963971,4658.873285908285,1.0054694,0.0011526583,60.922256,4658.873285908285,331.10052111380503,331.10052111380503,500.0,500,497.0479142213278,497.2801553241696,2.3804114e-08,1.187829,0.57425267,1,0.4,0.005908224,0.0023842482,4658.873285908285
4088.017,100,4661.1685,0.009999998,1.0,4661.168737510854,1.0,0.01,17.159761,4661.168737510854,297.43240207194447,297.43240207194447,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4661.168737510854
4254.886,100,4660.1846,0.0049999994,1.0,4659.201930507527,1.0,0.005,17.824253,4659.201930507527,342.4406465732035,342.4406465732035,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4659.201930507527
4328.973,100,4659.898,0.0033333336,1.0,4659.323056157488,1.0,0.0033333334,17.878078,4659.323056157488,326.23577368620806,326.23577368620806,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4659.323056157488
4373.0737,100,4659.663,0.0024999997,1.0,4658.960491812271,1.0,0.0025,17.645615,4658.960491812271,288.82272350277384,288.82272350277384,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4658.960491812271
4403.6514,100,4660.089,0.002,1.0005941,4660.72545258022,1.0008157,0.0016916746,17.009817,4660.72545258022,279.1066417557597,279.1066417557597,500.0,500,499.53053969385974,499.5924578679573,3.7662335e-09,1.0604364,0.8463398,1,0.4,0.00094267755,0.0021196133,4660.72545258022
4069.5466,100,4642.711,0.009999998,1.0,4642.711268693542,1.0,0.01,194.39381,4642.711268693542,38170.67050125159,38170.67050125159,497.93,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4642.711268693542
4246.0996,100,4651.3936,0.0049999994,1.0,4660.076260926023,1.0,0.005,138.44676,4660.076260926023,399.26313042959225,399.26313042959225,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4660.076260926023
4322.256,100,4653.177,0.0033333336,1.0,4656.744167405861,1.0,0.0033333334,113.66383,4656.744167405861,408.40006588744615,408.40006588744615,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4656.744167405861
4368.414,100,4655.0,0.0024999997,1.0,4660.468597492159,1.0,0.0025,98.93431,4660.468597492159,357.2943587608883,357.2943587608883,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4660.468597492159
4400.6196,100,4657.6836,0.002,1.0086738,4659.454522939978,1.0057337,0.0010215128,54.96913,4659.454522939978,298.63867420487713,298.63867420487713,500.0,500,496.9461137930544,497.1494799036496,2.4630506e-08,1.1782233,0.5151866,1,0.4,0.00626491,0.0023361829,4659.454522939978
4086.7087,100,4659.83,0.009999998,1.0,4659.830731295824,1.0,0.01,15.789075,4659.830731295824,251.81302366070153,251.81302366070153,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4659.830731295824
4256.8345,100,4662.1147,0.0049999994,1.0,4664.399691542587,1.0,0.005,14.5899105,4664.399691542587,167.67498905162273,167.67498905162273,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4664.399691542587
4331.096,100,4662.0063,0.0033333336,1.0,4661.789650066534,1.0,0.0033333334,14.435014,4661.789650066534,201.32051413896025,201.32051413896025,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4661.789650066534
4374.378,100,4660.959,0.0024999997,1.0,4657.818360552188,1.0,0.0025,14.920276,4657.818360552188,254.74044692029915,254.74044692029915,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4657.818360552188
4404.073,100,4660.4634,0.0019999999,1.0005459,4657.767847996709,1.0005026,0.0017537229,16.784033,4657.767847996709,579.821511639552,579.821511639552,500.0,500,499.74043571355895,499.7488330507109,2.081952e-09,1.0458902,0.8773401,1,0.4,0.0005210564,0.0020906392,4657.767847996709
4088.1958,100,4661.3506,0.009999998,1.0,4661.3509380338355,1.0,0.01,14.710078,4661.3509380338355,218.57213759230973,218.57213759230973,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4661.3509380338355
4251.123,100,4656.405,0.0049999994,1.0,4651.458955333641,1.0,0.005,68.28813,4651.458955333641,9152.750955402818,9152.750955402818,499.03,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4651.458955333641
4326.538,100,4657.4565,0.0033333336,1.0,4659.560334019776,1.0,0.0033333334,56.52971,4659.560334019776,256.21011510289367,256.21011510289367,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4659.560334019776
4371.9985,100,4658.585,0.0024999997,1.0,4661.970105868133,1.0,0.0025,49.610798,4661.970105868133,245.274216067842,245.274216067842,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4661.970105868133
4403.2524,100,4659.8,0.002,1.0028646,4662.3548261306105,1.0016875,0.001586529,36.94283,4662.3548261306105,275.37666954514856,275.37666954514856,500.0,500,499.24923718882474,499.15765812297,6.026674e-09,1.096916,0.7955369,1,0.4,0.0015153127,0.0021875654,4662.3548261306105
4087.3828,100,4660.542,0.009999998,1.0,4660.542219648274,1.0,0.01,18.678917,4660.542219648274,352.4261581422609,352.4261581422609,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4660.542219648274
4255.623,100,4660.918,0.0049999994,1.0,4661.293840059949,1.0,0.005,17.860441,4661.293840059949,291.72377680116875,291.72377680116875,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4661.293840059949
4329.004,100,4659.928,0.0033333336,1.0,4657.947283390661,1.0,0.0033333334,18.873882,4657.947283390661,429.0869412122123,429.0869412122123,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4657.947283390661
4373.7803,100,4660.369,0.0024999997,1.0,4661.6959843128,1.0,0.0025,17.911552,4661.6959843128,214.42430730687897,214.42430730687897,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4661.6959843128
