Bound,EpsThisIter,J,AvgNormIw,AvgVanillaIw,AvgRet,eRenyi2,MinNormIw,VarJ,VanillaAvgRet,VarDiscRet,VarRet,AvgEpLen,BatchSize,ESSClassic,ESSRenyi,VarNormIw,MaxVanillaIw,MinVanillaIw,IterType,Delta,VarVanillaIw,MaxNormIw,AvgDiscRet
4376.9473,100,4663.532,0.0024999997,1.0,4663.57234932341,1.0,0.0025,13.941974,4663.57234932341,182.48013683294394,182.48013683294394,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4663.57234932341
4406.92,100,4663.283,0.002,1.0002443,4661.97165502027,1.0002623,0.0018398765,14.64944,4661.97165502027,311.46089779925563,311.46089779925563,500.0,500,499.8632381356047,499.8689041627457,1.097009e-09,1.0402982,0.9201629,1,0.4,0.0002743863,0.0020800885,4661.97165502027
4088.1587,100,4661.3247,0.009999998,1.0,4661.324558088085,1.0,0.01,14.343705,4661.324558088085,207.820140081891,207.820140081891,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4661.324558088085
4258.044,100,4663.336,0.0049999994,1.0,4665.348386822251,1.0,0.005,14.502849,4665.348386822251,208.91759907828765,208.91759907828765,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4665.348386822251
4331.856,100,4662.776,0.0033333336,1.0,4661.653760819488,1.0,0.0033333334,14.660282,4661.653760819488,224.4636492168791,224.4636492168791,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4661.653760819488
4376.6196,100,4663.205,0.0024999997,1.0,4664.494142273359,1.0,0.0025,14.503965,4664.494142273359,196.43760192112924,196.43760192112924,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4664.494142273359
4406.6177,100,4662.988,0.0019999999,0.99969834,4661.692655974977,1.0003146,0.0017881322,14.066094,4661.692655974977,166.98885316107354,166.98885316107354,500.0,500,499.83714339668825,499.8427528113521,1.3062617e-09,1.0532602,0.89379644,1,0.4,0.00032636846,0.002107156,4661.692655974977
4091.132,100,4664.3086,0.009999998,1.0,4664.308424003958,1.0,0.01,14.178811,4664.308424003958,203.06936157773075,203.06936157773075,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4664.308424003958
4258.7954,100,4664.0923,0.0049999994,1.0,4663.876494018564,1.0,0.005,14.177327,4663.876494018564,202.8898201917927,202.8898201917927,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4663.876494018564
4332.813,100,4663.737,0.0033333336,1.0,4663.025502385267,1.0,0.0033333334,13.709375,4663.025502385267,162.71595946172914,162.71595946172914,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4663.025502385267
4376.6167,100,4663.205,0.0024999997,1.0,4661.6099687747455,1.0,0.0025,14.33068,4661.6099687747455,256.8079981271292,256.8079981271292,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4661.6099687747455
4406.6035,100,4662.99,0.002,0.9990478,4661.631590135657,1.0004246,0.0018568938,14.408983,4661.631590135657,239.37112189710285,239.37112189710285,500.0,500,499.7767970866633,499.78777836959927,1.7900204e-09,1.0723866,0.92756283,1,0.4,0.0004466532,0.0021468175,4661.631590135657
4091.1367,100,4664.2725,0.009999998,1.0,4664.272693297526,1.0,0.01,11.976564,4664.272693297526,144.887387474024,144.887387474024,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4664.272693297526
4258.183,100,4663.463,0.0049999994,1.0,4662.6532935336345,1.0,0.005,13.762531,4662.6532935336345,236.4287514552257,236.4287514552257,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4662.6532935336345
4332.2744,100,4663.193,0.0033333336,1.0,4662.651774391149,1.0,0.0033333334,13.632866,4662.651774391149,180.11303056570424,180.11303056570424,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4662.651774391149
4376.4233,100,4663.007,0.0024999997,1.0,4662.448823993149,1.0,0.0025,13.649533,4662.448823993149,189.150738815523,189.150738815523,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4662.448823993149
4406.661,100,4663.042,0.002,1.0003766,4662.703624026468,1.0004091,0.0017690897,13.509085,4662.703624026468,191.10070842621806,191.10070842621806,500.0,500,499.77965484996594,499.7955205170614,1.7666582e-09,1.0489842,0.884878,1,0.4,0.00044199725,0.0020971785,4662.703624026468
4089.8213,100,4662.9507,0.009999998,1.0,4662.950874555907,1.0,0.01,15.493523,4662.950874555907,242.47353496189237,242.47353496189237,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4662.950874555907
4257.988,100,4663.282,0.0049999994,1.0,4663.613197089013,1.0,0.005,14.418652,4663.613197089013,177.2996832124558,177.2996832124558,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4663.613197089013
4333.32,100,4664.241,0.0033333336,1.0,4666.157995900604,1.0,0.0033333334,13.600827,4666.157995900604,134.9877388612257,134.9877388612257,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4666.157995900604
4377.733,100,4664.3203,0.0024999997,1.0,4664.561220513922,1.0,0.0025,13.358587,4664.561220513922,160.38687893180392,160.38687893180392,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4664.561220513922
4407.9893,100,4664.3726,0.002,0.9996814,4664.10376566137,1.0004036,0.0018108397,13.159355,4664.10376566137,173.21619974453634,173.21619974453634,500.0,500,499.7771123658023,499.7982601036178,1.787548e-09,1.0551909,0.9051314,1,0.4,0.00044660232,0.0021110545,4664.10376566137
4089.3394,100,4662.4805,0.009999998,1.0,4662.480691986835,1.0,0.01,13.440065,4662.480691986835,182.46036734987763,182.46036734987763,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4662.480691986835
4256.7324,100,4662.0254,0.0049999994,1.0,4661.570260573639,1.0,0.005,15.685844,4661.570260573639,314.1839973725158,314.1839973725158,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4661.570260573639
4331.6553,100,4662.577,0.0033333336,1.0,4663.678807189379,1.0,0.0033333334,14.6867485,4663.678807189379,154.73580602700022,154.73580602700022,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4663.678807189379
4376.2065,100,4662.797,0.0024999997,1.0,4663.459070303514,1.0,0.0025,14.668437,4663.459070303514,215.1173972524124,215.1173972524124,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4663.459070303514
4406.6016,100,4662.99,0.002,1.0009856,4663.248456575984,1.0004283,0.0017852007,14.687074,4663.248456575984,255.11139102252292,255.11139102252292,500.0,500,499.7420379664464,499.78593220062294,2.0689568e-09,1.065689,0.89348006,1,0.4,0.00051825936,0.0021292793,4663.248456575984
4088.8086,100,4661.9263,0.009999998,1.0,4661.926480917353,1.0,0.01,15.027016,4661.926480917353,228.09218642829362,228.09218642829362,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4661.926480917353
4255.4775,100,4660.733,0.0049999994,1.0,4659.539017109642,1.0,0.005,16.539265,4659.539017109642,321.65034814089546,321.65034814089546,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4659.539017109642
4330.651,100,4661.566,0.0033333336,1.0,4663.231638592386,1.0,0.0033333334,15.705977,4663.231638592386,190.68227157027812,190.68227157027812,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4663.231638592386
4375.3486,100,4661.929,0.0024999997,1.0,4663.0200874036445,1.0,0.0025,15.515476,4663.0200874036445,223.53538441261966,223.53538441261966,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4663.0200874036445
4405.6074,100,4661.9697,0.002,0.99995255,4661.719060557381,1.000287,0.0018452766,14.918542,4661.719060557381,170.60569904550812,170.60569904550812,500.0,500,499.85766793328094,499.8565132041221,1.141815e-09,1.0624988,0.92259455,1,0.4,0.0002854267,0.0021250984,4661.719060557381
4089.9158,100,4663.057,0.009999998,1.0,4663.056851420856,1.0,0.01,13.748421,4663.056851420856,190.92832005813486,190.92832005813486,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4663.056851420856
4257.452,100,4662.743,0.0049999994,1.0,4662.429586247193,1.0,0.005,13.93046,4662.429586247193,200.90831351732047,200.90831351732047,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4662.429586247193
4331.1265,100,4662.0454,0.0033333336,1.0,4660.649130864898,1.0,0.0033333334,14.882001,4660.649130864898,276.14458522355517,276.14458522355517,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4660.649130864898
4375.381,100,4661.965,0.0024999997,1.0,4661.724598864534,1.0,0.0025,14.819364,4661.724598864534,216.1163217708641,216.1163217708641,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4661.724598864534
4406.52,100,4662.9165,0.0019999999,0.9996101,4666.059243507482,1.000528,0.0018407272,14.454136,4666.059243507482,177.72832879246366,177.72832879246366,500.0,500,499.6811112431493,499.73615033509327,2.557269e-09,1.0708349,0.9200047,1,0.4,0.00063881883,0.002142505,4666.059243507482
4088.566,100,4661.7397,0.009999998,1.0,4661.739883927865,1.0,0.01,16.069706,4661.739883927865,260.8440504315569,260.8440504315569,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4661.739883927865
4257.655,100,4662.95,0.0049999994,1.0,4664.161044986379,1.0,0.005,14.856232,4664.161044986379,182.0693906544656,182.0693906544656,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4664.161044986379
4332.2725,100,4663.1943,0.0033333336,1.0,4663.682379059256,1.0,0.0033333334,14.155341,4663.682379059256,160.95810630213242,160.95810630213242,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4663.682379059256
4376.507,100,4663.096,0.0024999997,1.0,4662.802158128788,1.0,0.0025,14.7059765,4662.802158128788,266.49150803841013,266.49150803841013,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4662.802158128788
4407.2886,100,4663.706,0.002,0.9996394,4665.305138867397,1.0006584,0.0017191174,14.117622,4665.305138867397,160.9823927099774,160.9823927099774,500.0,500,499.5999279952756,499.67102014490837,3.2093377e-09,1.0573577,0.85924876,1,0.4,0.00080175593,0.0021154783,4665.305138867397
4087.317,100,4660.443,0.009999998,1.0,4660.442623847908,1.0,0.01,19.081154,4660.442623847908,367.7684494236077,367.7684494236077,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4660.442623847908
4256.4014,100,4661.6978,0.0049999994,1.0,4662.953147817454,1.0,0.005,16.807924,4662.953147817454,199.76866852682315,199.76866852682315,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4662.953147817454
4331.61,100,4662.5327,0.0033333336,1.0,4664.201023128203,1.0,0.0033333334,15.481818,4664.201023128203,151.38381765193202,151.38381765193202,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4664.201023128203
4376.471,100,4663.059,0.0024999997,1.0,4664.637718907613,1.0,0.0025,15.033111,4664.637718907613,183.42724306314358,183.42724306314358,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4664.637718907613
4407.176,100,4663.5557,0.0019999999,0.9987592,4665.034744730898,1.0003682,0.0018495828,14.31589,4665.034744730898,153.1747349987139,153.1747349987139,500.0,500,499.7773231061825,499.81594902675823,1.7856662e-09,1.0506184,0.92364395,1,0.4,0.00044530947,0.0021038472,4665.034744730898
4090.4795,100,4663.644,0.009999998,1.0,4663.6439764787365,1.0,0.01,13.110688,4663.6439764787365,173.62639523832163,173.62639523832163,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4663.6439764787365
4258.0986,100,4663.397,0.0049999994,1.0,4663.1503987912265,1.0,0.005,14.341414,4663.1503987912265,241.75835827888585,241.75835827888585,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4663.1503987912265
4331.574,100,4662.4995,0.0033333336,1.0,4660.703763235509,1.0,0.0033333334,16.364107,4660.703763235509,391.07379117240356,391.07379117240356,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4660.703763235509
4376.726,100,4663.316,0.0024999997,1.0,4665.765657108569,1.0,0.0025,15.32265,4665.765657108569,129.07115288822155,129.07115288822155,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4665.765657108569
4406.811,100,4663.2227,0.002,1.0012637,4662.081432046523,1.0006089,0.0017727269,15.176658,4662.081432046523,278.88284518703654,278.88284518703654,500.0,500,499.6680349916886,499.69572475408984,2.6631328e-09,1.0548395,0.8874836,1,0.4,0.000667467,0.0021070163,4662.081432046523
4090.4653,100,4663.642,0.009999998,1.0,4663.6415997982585,1.0,0.01,12.301625,4663.6415997982585,152.85804968613522,152.85804968613522,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4663.6415997982585
4259.2944,100,4664.592,0.0049999994,1.0,4665.541732861426,1.0,0.005,12.31931,4665.541732861426,151.9144448170663,151.9144448170663,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4665.541732861426
4332.2607,100,4663.1846,0.0033333336,1.0,4660.369324389126,1.0,0.0033333334,13.489176,4660.369324389126,232.78540347819114,232.78540347819114,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4660.369324389126
4376.4404,100,4663.0303,0.0024999997,1.0,4662.568780589664,1.0,0.0025,14.192963,4662.568780589664,262.2254819227477,262.2254819227477,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4662.568780589664
4406.9272,100,4663.2964,0.002,0.9992775,4664.015244281039,1.0002791,0.0018585328,14.027458,4664.015244281039,195.0535860635983,195.0535860635983,500.0,500,499.8507794139796,499.8605044554555,1.196479e-09,1.042068,0.92859495,1,0.4,0.00029868764,0.002085643,4664.015244281039
4090.0137,100,4663.176,0.009999998,1.0,4663.175759093437,1.0,0.01,14.312008,4663.175759093437,206.9027779167571,206.9027779167571,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4663.175759093437
4258.086,100,4663.373,0.0049999994,1.0,4663.570718789869,1.0,0.005,14.32804,4663.570718789869,207.75201140634286,207.75201140634286,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4663.570718789869
4332.3394,100,4663.255,0.0033333336,1.0,4663.018205056774,1.0,0.0033333334,13.38271,4663.018205056774,127.90056196544771,127.90056196544771,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4663.018205056774
4376.5776,100,4663.165,0.0024999997,1.0,4662.895918303408,1.0,0.0025,14.407077,4662.895918303408,295.8266916262918,295.8266916262918,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4662.895918303408
4406.7363,100,4663.117,0.002,0.9990587,4662.409195685728,1.0003846,0.0018649529,14.497227,4662.409195685728,244.01983553553978,244.01983553553978,500.0,500,499.79754051609785,499.8077893342504,1.6236053e-09,1.0668623,0.9315987,1,0.4,0.0004051375,0.002135735,4662.409195685728
4092.5686,100,4665.7266,0.009999998,1.0,4665.726655939115,1.0,0.01,12.199851,4665.726655939115,150.3402000096674,150.3402000096674,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4665.726655939115
4260.3096,100,4665.5933,0.0049999994,1.0,4665.460909721998,1.0,0.005,12.026174,4665.460909721998,141.80414535097572,141.80414535097572,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4665.460909721998
4333.5645,100,4664.4775,0.0033333336,1.0,4662.2455351309945,1.0,0.0033333334,12.662705,4662.2455351309945,186.16230539642828,186.16230539642828,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4662.2455351309945
4377.9683,100,4664.5576,0.0024999997,1.0,4664.800312824357,1.0,0.0025,12.694152,4664.800312824357,165.107173535273,165.107173535273,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4664.800312824357
4407.7,100,4664.0615,0.002,1.0005774,4661.809418782774,1.0002191,0.0019040199,13.353475,4661.809418782774,251.3495660787206,251.3495660787206,500.0,500,499.88817952598686,499.8904706615119,8.957442e-10,1.0416509,0.9525596,1,0.4,0.0002241947,0.0020820997,4661.809418782774
4088.7427,100,4661.905,0.009999998,1.0,4661.9047222541685,1.0,0.01,16.479675,4661.9047222541685,274.32345926228254,274.32345926228254,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4661.9047222541685
4257.5527,100,4662.851,0.0049999994,1.0,4663.797651720938,1.0,0.005,15.376787,4663.797651720938,201.53537483516237,201.53537483516237,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4663.797651720938
4331.3076,100,4662.2324,0.0033333336,1.0,4660.9942813089165,1.0,0.0033333334,15.353266,4660.9942813089165,234.32149769689696,234.32149769689696,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4660.9942813089165
4376.088,100,4662.6772,0.0024999997,1.0,4664.012642696114,1.0,0.0025,15.023114,4664.012642696114,195.18224608934764,195.18224608934764,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4664.012642696114
4406.3555,100,4662.7617,0.002,1.0014087,4662.387540150256,1.0005703,0.001787131,15.143108,4662.387540150256,277.3123265699902,277.3123265699902,500.0,500,499.714388450858,499.7150139061776,2.2908293e-09,1.0558838,0.89482427,1,0.4,0.00057432207,0.0021087967,4662.387540150256
4091.4316,100,4664.607,0.009999998,1.0,4664.607354584381,1.0,0.01,12.116459,4664.607354584381,148.29140777954316,148.29140777954316,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4664.607354584381
4257.463,100,4662.759,0.0049999994,1.0,4660.910888978491,1.0,0.005,13.785998,4660.910888978491,228.75398372700815,228.75398372700815,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4660.910888978491
4331.895,100,4662.818,0.0033333336,1.0,4662.93586705237,1.0,0.0033333334,13.491399,4662.93586705237,167.60116167432378,167.60116167432378,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4662.93586705237
4376.219,100,4662.8066,0.0024999997,1.0,4662.77260862024,1.0,0.0025,14.015719,4662.77260862024,242.1280470774799,242.1280470774799,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4662.77260862024
4406.812,100,4663.197,0.002,0.99964136,4664.228968951915,1.0004144,0.0018229159,13.907404,4664.228968951915,208.13322917173141,208.13322917173141,500.0,500,499.7729766577862,499.792900071067,1.8199484e-09,1.046978,0.911131,1,0.4,0.00045466094,0.0020947072,4664.228968951915
4092.04,100,4665.2183,0.009999998,1.0,4665.218694097206,1.0,0.01,13.647946,4665.218694097206,188.14824389660586,188.14824389660586,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4665.218694097206
4258.0327,100,4663.331,0.0049999994,1.0,4661.443142930776,1.0,0.005,15.374067,4661.443142930776,282.1515450168664,282.1515450168664,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4661.443142930776
4333.3477,100,4664.2725,0.0033333336,1.0,4666.15445449069,1.0,0.0033333334,14.436133,4666.15445449069,148.65355267595632,148.65355267595632,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4666.15445449069
4377.396,100,4663.9854,0.0024999997,1.0,4663.124289047012,1.0,0.0025,13.885759,4663.124289047012,146.5284458896317,146.5284458896317,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4663.124289047012
4407.617,100,4663.9824,0.002,1.0002816,4663.676417567962,1.0002517,0.0018814245,13.638162,4663.676417567962,170.69584526471832,170.69584526471832,500.0,500,499.88392548005885,499.87420625097803,9.295014e-10,1.0473611,0.94097716,1,0.4,0.00023250625,0.0020941326,4663.676417567962
4089.6284,100,4662.7734,0.009999998,1.0,4662.773506551947,1.0,0.01,13.160487,4662.773506551947,174.94863716368292,174.94863716368292,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4662.773506551947
4257.839,100,4663.1377,0.0049999994,1.0,4663.502722239743,1.0,0.005,13.464815,4663.502722239743,191.0491203038669,191.0491203038669,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4663.502722239743
4332.5957,100,4663.521,0.0033333336,1.0,4664.287604343197,1.0,0.0033333334,13.76532,4664.287604343197,207.03924441588077,207.03924441588077,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4664.287604343197
4377.081,100,4663.6704,0.0024999997,1.0,4664.117055190558,1.0,0.0025,13.821994,4664.117055190558,197.44618567719024,197.44618567719024,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4664.117055190558
4407.0767,100,4663.435,0.0019999999,1.0007998,4662.249122826876,1.000193,0.0019053533,14.113281,4662.249122826876,244.78178035332556,244.78178035332556,500.0,500,499.89412038566564,499.9035187009839,8.4884294e-10,1.050054,0.9534386,1,0.4,0.0002125504,0.0020984295,4662.249122826876
4091.6714,100,4664.8257,0.009999998,1.0,4664.82595328662,1.0,0.01,13.258228,4664.82595328662,177.5559091420935,177.5559091420935,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4664.82595328662
4258.087,100,4663.368,0.0049999994,1.0,4661.910793636094,1.0,0.005,14.8671465,4661.910793636094,264.68092538697005,264.68092538697005,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4661.910793636094
4332.2446,100,4663.17,0.0033333336,1.0,4662.772270593467,1.0,0.0033333334,14.776226,4662.772270593467,214.85788835592606,214.85788835592606,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4662.772270593467
4376.623,100,4663.213,0.0024999997,1.0,4663.343148050881,1.0,0.0025,14.526391,4663.343148050881,190.94033391478658,190.94033391478658,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4663.343148050881
4406.593,100,4662.969,0.002,0.9993766,4661.599903426329,1.0003353,0.0018434521,14.0770855,4661.599903426329,159.30178896065115,159.30178896065115,500.0,500,499.8180385519622,499.8323883404253,1.4599372e-09,1.0622735,0.92115146,1,0.4,0.00036452935,0.0021258723,4661.599903426329
4089.6807,100,4662.851,0.009999998,1.0,4662.851317470967,1.0,0.01,13.543974,4662.851317470967,185.29171583259122,185.29171583259122,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4662.851317470967
4258.253,100,4663.546,0.0049999994,1.0,4664.2413599411975,1.0,0.005,13.334606,4664.2413599411975,172.9475742989307,172.9475742989307,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4664.2413599411975
4333.24,100,4664.1636,0.0033333336,1.0,4665.398796373005,1.0,0.0033333334,12.801184,4665.398796373005,135.0503460797699,135.0503460797699,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4665.398796373005
4377.676,100,4664.2656,0.0024999997,1.0,4664.574439393696,1.0,0.0025,12.713512,4664.574439393696,156.36000535178948,156.36000535178948,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4664.574439393696
4408.3013,100,4664.657,0.002,1.0007335,4665.997990114101,1.0001725,0.0019157832,12.594931,4665.997990114101,153.3414138884847,153.3414138884847,500.0,500,499.90893350264525,499.9137669538519,7.2989925e-10,1.0421299,0.9585942,1,0.4,0.00018274256,0.002082732,4665.997990114101
4091.104,100,4664.2236,0.009999998,1.0,4664.224034015824,1.0,0.01,13.567971,4664.224034015824,185.94977545062977,185.94977545062977,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4664.224034015824
4258.761,100,4664.0566,0.0049999994,1.0,4663.890196528428,1.0,0.005,13.664678,4663.890196528428,191.2128658470373,191.2128658470373,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4663.890196528428
4333.8447,100,4664.767,0.0033333336,1.0,4666.185856796925,1.0,0.0033333334,13.478792,4666.185856796925,170.26861724613204,170.26861724613204,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4666.185856796925
4377.279,100,4663.8657,0.0024999997,1.0,4661.161917363074,1.0,0.0025,14.889931,4661.161917363074,335.4157138189259,335.4157138189259,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4661.161917363074
4407.4287,100,4663.8276,0.0019999999,0.9980455,4662.968110823813,1.0005293,0.0017489773,14.546172,4662.968110823813,216.50960084893063,216.50960084893063,500.0,500,499.6822170418205,499.7354953766498,2.5490567e-09,1.0501943,0.8727795,1,0.4,0.0006347756,0.0021045017,4662.968110823813
4092.4368,100,4665.6157,0.009999998,1.0,4665.615346586592,1.0,0.01,11.768488,4665.615346586592,139.89645926621216,139.89645926621216,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4665.615346586592
4259.9277,100,4665.2266,0.0049999994,1.0,4664.836940918471,1.0,0.005,12.686189,4664.836940918471,184.92798533830873,184.92798533830873,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4664.836940918471
4333.875,100,4664.8,0.0033333336,1.0,4663.945753185823,1.0,0.0033333334,13.055118,4663.945753185823,190.23857304629905,190.23857304629905,500.0,500,299.999969473632,500.0,5.4391416e-20,1.0,1.0,2,0.4,,0.0033333334,4663.945753185823
4377.9976,100,4664.587,0.0024999997,1.0,4663.950473932843,1.0,0.0025,13.099575,4663.950473932843,176.30934200014335,176.30934200014335,500.0,500,400.0,500.0,5.434597e-20,1.0,1.0,2,0.4,,0.0025,4663.950473932843
4408.11,100,4664.487,0.002,1.0005523,4663.626033662593,1.0003414,0.0018510288,13.381132,4663.626033662593,223.18041859056245,223.18041859056245,500.0,500,499.8229186418126,499.8293505597111,1.4206503e-09,1.0444957,0.9260255,1,0.4,0.00035555483,0.0020878385,4663.626033662593
4089.101,100,4662.276,0.009999998,1.0,4662.276246247052,1.0,0.01,15.54892,4662.276246247052,244.21125396525585,244.21125396525585,500.0,500,100.0,500.0,3.5044917e-18,1.0,1.0,2,0.4,,0.01,4662.276246247052
4258.7305,100,4664.0264,0.0049999994,1.0,4665.776381951047,1.0,0.005,13.917834,4665.776381951047,140.92728066976886,140.92728066976886,500.0,500,200.00000010221265,500.0,2.179301e-19,1.0,1.0,2,0.4,,0.005,4665.776381951047
