Bound,VarJ,VarNormIw,AvgVanillaIw,MinVanillaIw,MaxNormIw,AvgRet,BatchSize,ESSRenyi,MaxVanillaIw,Delta,eRenyi2,VarRet,VarVanillaIw,AvgEpLen,AvgNormIw,AvgDiscRet,VarDiscRet,IterType,J,ESSClassic,VanillaAvgRet,EpsThisIter,MinNormIw
1438.3004,610.7632,5.431875e-20,1.0,1.0,0.002,1743.900333311809,500,500.0,1.0,0.4,1.0,351670.8081188777,,189.81,0.0020000003,1743.900333311809,351670.8081188777,1,1692.328,500.00000664260017,1743.900333311809,100,0.002
1268.7805,782.346,3.5044917e-18,1.0,1.0,0.01,1840.7875136238931,500,500.0,1.0,0.4,1.0,618247.746502107,,199.99,0.009999998,1840.7875136238931,618247.746502107,2,1840.7875,100.0,1840.7875136238931,100,0.01
1356.2793,700.488,2.179301e-19,1.0,1.0,0.005,1680.7109279557296,500,500.0,1.0,0.4,1.0,360090.1774929435,,183.24,0.0049999994,1680.7109279557296,360090.1774929435,2,1760.7493,200.00000010221265,1680.7109279557296,100,0.005
1396.5996,668.1494,5.4391416e-20,1.0,1.0,0.0033333334,1659.0457829499483,500,500.0,1.0,0.4,1.0,354553.8473190137,,181.02,0.0033333336,1659.0457829499483,354553.8473190137,2,1726.848,299.999969473632,1659.0457829499483,100,0.0033333334
1455.4861,665.4238,5.434597e-20,1.0,1.0,0.0025,1785.414106713666,500,500.0,1.0,0.4,1.0,433648.83699965815,,194.22,0.0024999997,1785.414106713666,433648.83699965815,2,1741.4895,400.0,1785.414106713666,100,0.0025
1462.7435,652.4947,5.431875e-20,1.0,1.0,0.002,1626.8054283410372,500,500.0,1.0,0.4,1.0,350574.29844237084,,177.64,0.0020000003,1626.8054283410372,350574.29844237084,1,1718.5529,500.00000664260017,1626.8054283410372,100,0.002
1251.2839,512.32007,3.5044917e-18,1.0,1.0,0.01,1667.625701892658,500,500.0,1.0,0.4,1.0,265123.1271060502,,181.8,0.009999998,1667.625701892658,265123.1271060502,2,1667.6256,100.0,1667.625701892658,100,0.01
1374.9802,589.8155,2.179301e-19,1.0,1.0,0.005,1757.8825396362156,500,500.0,1.0,0.4,1.0,433555.0721809857,,191.52,0.0049999994,1757.8825396362156,433555.0721809857,2,1712.754,200.00000010221265,1757.8825396362156,100,0.005
1394.4863,632.4145,5.4391416e-20,1.0,1.0,0.0033333334,1746.6394056895492,500,500.0,1.0,0.4,1.0,508398.12031532463,,190.01,0.0033333336,1746.6394056895492,508398.12031532463,2,1724.0494,299.999969473632,1746.6394056895492,100,0.0033333334
1462.3486,667.03235,5.434597e-20,1.0,1.0,0.0025,1821.6283978366068,500,500.0,1.0,0.4,1.0,578528.6192218701,,198.11,0.0024999997,1821.6283978366068,578528.6192218701,2,1748.444,400.0,1821.6283978366068,100,0.0025
1481.1759,670.2337,5.431875e-20,1.0,1.0,0.002,1691.560313911285,500,500.0,1.0,0.4,1.0,468433.14107122703,,184.42,0.0020000003,1691.560313911285,468433.14107122703,1,1737.0674,500.00000664260017,1691.560313911285,100,0.002
1187.9424,600.3101,3.5044917e-18,1.0,1.0,0.01,1701.6124043937598,500,500.0,1.0,0.4,1.0,364012.32480343845,,185.11,0.009999998,1701.6124043937598,364012.32480343845,2,1701.6124,100.0,1701.6124043937598,100,0.01
1385.9479,663.2051,2.179301e-19,1.0,1.0,0.005,1818.4268915079626,500,500.0,1.0,0.4,1.0,517663.58726778155,,197.75,0.0049999994,1818.4268915079626,517663.58726778155,2,1760.0195,200.00000010221265,1818.4268915079626,100,0.005
1419.0066,652.276,5.4391416e-20,1.0,1.0,0.0033333334,1686.8663783870638,500,500.0,1.0,0.4,1.0,397113.50514774356,,183.83,0.0033333336,1686.8663783870638,397113.50514774356,2,1735.6353,299.999969473632,1686.8663783870638,100,0.0033333334
1483.207,654.2566,5.434597e-20,1.0,1.0,0.0025,1822.7566037012068,500,500.0,1.0,0.4,1.0,434467.0036027449,,198.36,0.0024999997,1822.7566037012068,434467.0036027449,2,1757.4155,400.0,1822.7566037012068,100,0.0025
1525.3269,660.1868,5.431875e-20,1.0,1.0,0.002,1823.268991573518,500,500.0,1.0,0.4,1.0,468239.0968057397,,198.49,0.0020000003,1823.268991573518,468239.0968057397,1,1770.5864,500.00000664260017,1823.268991573518,100,0.002
1177.8772,681.5945,3.5044917e-18,1.0,1.0,0.01,1749.6673469780858,500,500.0,1.0,0.4,1.0,469263.6193895867,,190.65,0.009999998,1749.6673469780858,469263.6193895867,2,1749.6674,100.0,1749.6673469780858,100,0.01
1339.7402,664.1351,2.179301e-19,1.0,1.0,0.005,1738.4466031128568,500,500.0,1.0,0.4,1.0,421734.20402219816,,189.19,0.0049999994,1738.4466031128568,421734.20402219816,2,1744.0569,200.00000010221265,1738.4466031128568,100,0.005
1449.4158,660.7349,5.4391416e-20,1.0,1.0,0.0033333334,1850.5028207420287,500,500.0,1.0,0.4,1.0,424249.7335450522,,200.97,0.0033333336,1850.5028207420287,424249.7335450522,2,1779.539,299.999969473632,1850.5028207420287,100,0.0033333334
1486.2732,667.49255,5.434597e-20,1.0,1.0,0.0025,1750.0556268151877,500,500.0,1.0,0.4,1.0,476587.433651223,,190.46,0.0024999997,1750.0556268151877,476587.433651223,2,1772.1682,400.0,1750.0556268151877,100,0.0025
1507.9346,651.9389,5.431875e-20,1.0,1.0,0.002,1729.561675653787,500,500.0,1.0,0.4,1.0,344933.2974365574,,188.29,0.0020000003,1729.561675653787,344933.2974365574,1,1763.6469,500.00000664260017,1729.561675653787,100,0.002
1226.4404,629.2011,3.5044917e-18,1.0,1.0,0.01,1742.6844022780977,500,500.0,1.0,0.4,1.0,399892.9385669164,,189.84,0.009999998,1742.6844022780977,399892.9385669164,2,1742.6844,100.0,1742.6844022780977,100,0.01
1355.6154,666.95825,2.179301e-19,1.0,1.0,0.005,1777.632033929765,500,500.0,1.0,0.4,1.0,498143.54787563893,,193.49,0.0049999994,1777.632033929765,498143.54787563893,2,1760.1582,200.00000010221265,1777.632033929765,100,0.005
1399.6455,670.63635,5.4391416e-20,1.0,1.0,0.0033333334,1669.543527578177,500,500.0,1.0,0.4,1.0,458705.52813738055,,182.29,0.0033333336,1669.543527578177,458705.52813738055,2,1729.9534,299.999969473632,1669.543527578177,100,0.0033333334
1479.4492,670.16254,5.434597e-20,1.0,1.0,0.0025,1872.1568218387156,500,500.0,1.0,0.4,1.0,436409.7180011182,,203.49,0.0024999997,1872.1568218387156,436409.7180011182,2,1765.5042,400.0,1872.1568218387156,100,0.0025
1491.8525,661.45154,5.431875e-20,1.0,1.0,0.002,1676.5231999221216,500,500.0,1.0,0.4,1.0,388671.5326906036,,182.61,0.0020000003,1676.5231999221216,388671.5326906036,1,1747.7079,500.00000664260017,1676.5231999221216,100,0.002
1252.2023,587.88477,3.5044917e-18,1.0,1.0,0.01,1785.147715068631,500,500.0,1.0,0.4,1.0,349099.5237909122,,194.09,0.009999998,1785.147715068631,349099.5237909122,2,1785.1476,100.0,1785.147715068631,100,0.01
1399.1732,594.3887,2.179301e-19,1.0,1.0,0.005,1766.8969826990785,500,500.0,1.0,0.4,1.0,364465.3987902152,,192.3,0.0049999994,1766.8969826990785,364465.3987902152,2,1776.0225,200.00000010221265,1766.8969826990785,100,0.005
1416.9836,571.4386,5.4391416e-20,1.0,1.0,0.0033333334,1621.9947052539233,500,500.0,1.0,0.4,1.0,259812.24488644995,,176.97,0.0033333336,1621.9947052539233,259812.24488644995,2,1724.6798,299.999969473632,1621.9947052539233,100,0.0033333334
1469.4956,599.2615,5.434597e-20,1.0,1.0,0.0025,1769.8333428645242,500,500.0,1.0,0.4,1.0,459901.00614215457,,192.61,0.0024999997,1769.8333428645242,459901.00614215457,2,1735.9683,400.0,1769.8333428645242,100,0.0025
1493.9521,597.992,5.431875e-20,1.0,1.0,0.002,1717.5900340542896,500,500.0,1.0,0.4,1.0,354792.3408421398,,187.28,0.0020000003,1717.5900340542896,354792.3408421398,1,1732.2926,500.00000664260017,1717.5900340542896,100,0.002
1142.4152,629.69293,3.5044917e-18,1.0,1.0,0.01,1714.7308158842468,500,500.0,1.0,0.4,1.0,400518.3708979291,,186.62,0.009999998,1714.7308158842468,400518.3708979291,2,1714.7307,100.0,1714.7308158842468,100,0.01
1302.7434,621.03925,2.179301e-19,1.0,1.0,0.005,1700.1326169977608,500,500.0,1.0,0.4,1.0,378545.23954086064,,185.31,0.0049999994,1700.1326169977608,378545.23954086064,2,1707.4316,200.00000010221265,1700.1326169977608,100,0.005
1355.0476,590.7863,5.4391416e-20,1.0,1.0,0.0033333334,1641.5590930390492,500,500.0,1.0,0.4,1.0,275568.9586146471,,178.83,0.0033333336,1641.5590930390492,275568.9586146471,2,1685.4741,299.999969473632,1641.5590930390492,100,0.0033333334
1417.4407,625.0398,5.434597e-20,1.0,1.0,0.0025,1757.971480759865,500,500.0,1.0,0.4,1.0,516840.0120430268,,191.47,0.0024999997,1757.971480759865,516840.0120430268,2,1703.5984,400.0,1757.971480759865,100,0.0025
1457.5294,635.28815,5.431875e-20,1.0,1.0,0.002,1752.9891797724858,500,500.0,1.0,0.4,1.0,457883.2550707252,,190.7,0.0020000003,1752.9891797724858,457883.2550707252,1,1713.4767,500.00000664260017,1752.9891797724858,100,0.002
1153.5256,587.3989,3.5044917e-18,1.0,1.0,0.01,1711.9751077047185,500,500.0,1.0,0.4,1.0,348522.70458095626,,186.43,0.009999998,1711.9751077047185,348522.70458095626,2,1711.9751,100.0,1711.9751077047185,100,0.01
1326.1174,611.5402,2.179301e-19,1.0,1.0,0.005,1748.636679743187,500,500.0,1.0,0.4,1.0,406316.59505750984,,190.33,0.0049999994,1748.636679743187,406316.59505750984,2,1730.3059,200.00000010221265,1748.636679743187,100,0.005
1410.1147,633.78424,5.4391416e-20,1.0,1.0,0.0033333334,1759.78782356242,500,500.0,1.0,0.4,1.0,461115.958255587,,191.71,0.0033333336,1759.78782356242,461115.958255587,2,1740.1333,299.999969473632,1759.78782356242,100,0.0033333334
1448.2164,621.72125,5.434597e-20,1.0,1.0,0.0025,1715.6839716505503,500,500.0,1.0,0.4,1.0,344095.0610208414,,186.86,0.0024999997,1715.6839716505503,344095.0610208414,2,1734.0209,400.0,1715.6839716505503,100,0.0025
1487.2305,638.18005,5.431875e-20,1.0,1.0,0.002,1778.2247779514264,500,500.0,1.0,0.4,1.0,493591.5012383584,,193.46,0.0020000003,1778.2247779514264,493591.5012383584,1,1742.8617,500.00000664260017,1778.2247779514264,100,0.002
1238.2009,570.76495,3.5044917e-18,1.0,1.0,0.01,1681.2159914949423,500,500.0,1.0,0.4,1.0,329063.2758619177,,183.14,0.009999998,1681.2159914949423,329063.2758619177,2,1681.2161,100.0,1681.2159914949423,100,0.01
1328.0178,624.4013,2.179301e-19,1.0,1.0,0.005,1782.9326153553232,500,500.0,1.0,0.4,1.0,453341.6404454091,,193.84,0.0049999994,1782.9326153553232,453341.6404454091,2,1732.0742,200.00000010221265,1782.9326153553232,100,0.005
1419.8419,651.5474,5.4391416e-20,1.0,1.0,0.0033333334,1785.1092622193112,500,500.0,1.0,0.4,1.0,496881.71611862286,,194.32,0.0033333336,1785.1092622193112,496881.71611862286,2,1749.7526,299.999969473632,1785.1092622193112,100,0.0033333334
1456.4202,635.2936,5.434597e-20,1.0,1.0,0.0025,1719.2662036999309,500,500.0,1.0,0.4,1.0,343588.64269494376,,187.14,0.0024999997,1719.2662036999309,343588.64269494376,2,1742.1311,400.0,1719.2662036999309,100,0.0025
1490.6301,644.46936,5.431875e-20,1.0,1.0,0.002,1762.3652495010292,500,500.0,1.0,0.4,1.0,466650.7395490451,,191.92,0.0020000003,1762.3652495010292,466650.7395490451,1,1746.1779,500.00000664260017,1762.3652495010292,100,0.002
1222.5457,630.6049,3.5044917e-18,1.0,1.0,0.01,1758.1878634799657,500,500.0,1.0,0.4,1.0,401679.42615050223,,191.39,0.009999998,1758.1878634799657,401679.42615050223,2,1758.1879,100.0,1758.1878634799657,100,0.01
1334.0743,644.6994,2.179301e-19,1.0,1.0,0.005,1667.47328971236,500,500.0,1.0,0.4,1.0,433835.6877465468,,181.87,0.0049999994,1667.47328971236,433835.6877465468,2,1712.8306,200.00000010221265,1667.47328971236,100,0.005
1384.8455,627.0298,5.4391416e-20,1.0,1.0,0.0033333334,1712.6696122160936,500,500.0,1.0,0.4,1.0,351741.96638684865,,186.58,0.0033333336,1712.6696122160936,351741.96638684865,2,1712.7771,299.999969473632,1712.6696122160936,100,0.0033333334
1433.3098,634.76715,5.434597e-20,1.0,1.0,0.0025,1739.528194883731,500,500.0,1.0,0.4,1.0,436041.7853453496,,189.33,0.0024999997,1739.528194883731,436041.7853453496,2,1719.4648,400.0,1739.528194883731,100,0.0025
1464.9489,625.59216,5.431875e-20,1.0,1.0,0.002,1726.6089758184412,500,500.0,1.0,0.4,1.0,348554.87248473684,,188.09,0.0020000003,1726.6089758184412,348554.87248473684,1,1720.8937,500.00000664260017,1726.6089758184412,100,0.002
1242.3279,566.8233,3.5044917e-18,1.0,1.0,0.01,1690.8759570694542,500,500.0,1.0,0.4,1.0,324534.0190537665,,184.29,0.009999998,1690.8759570694542,324534.0190537665,2,1690.8759,100.0,1690.8759570694542,100,0.01
1334.9645,602.38354,2.179301e-19,1.0,1.0,0.005,1705.6806381023362,500,500.0,1.0,0.4,1.0,408417.7176715384,,185.74,0.0049999994,1705.6806381023362,408417.7176715384,2,1698.2783,200.00000010221265,1705.6806381023362,100,0.005
1366.9036,628.9954,5.4391416e-20,1.0,1.0,0.0033333334,1691.7442620544266,500,500.0,1.0,0.4,1.0,465803.3334902042,,184.43,0.0033333336,1691.7442620544266,465803.3334902042,2,1696.1003,299.999969473632,1691.7442620544266,100,0.0033333334
1382.6682,596.0853,5.434597e-20,1.0,1.0,0.0025,1582.7428808849377,500,500.0,1.0,0.4,1.0,226997.8256431552,,172.75,0.0024999997,1582.7428808849377,226997.8256431552,2,1667.761,400.0,1582.7428808849377,100,0.0025
1407.8528,576.1281,5.431875e-20,1.0,1.0,0.002,1643.1929922822994,500,500.0,1.0,0.4,1.0,240266.79174727472,,179.09,0.0020000003,1643.1929922822994,240266.79174727472,1,1662.8475,500.00000664260017,1643.1929922822994,100,0.002
1223.157,627.78284,3.5044917e-18,1.0,1.0,0.01,1721.9673600871247,500,500.0,1.0,0.4,1.0,398092.28234416066,,187.4,0.009999998,1721.9673600871247,398092.28234416066,2,1721.9673,100.0,1721.9673600871247,100,0.01
1345.5338,656.0932,2.179301e-19,1.0,1.0,0.005,1778.739432578733,500,500.0,1.0,0.4,1.0,469892.7001197478,,193.55,0.0049999994,1778.739432578733,469892.7001197478,2,1750.3533,200.00000010221265,1778.739432578733,100,0.005
1392.9187,644.0885,5.4391416e-20,1.0,1.0,0.0033333334,1669.6503828683467,500,500.0,1.0,0.4,1.0,383122.4076663944,,181.91,0.0033333336,1669.6503828683467,383122.4076663944,2,1723.4524,299.999969473632,1669.6503828683467,100,0.0033333334
1426.0105,617.2274,5.434597e-20,1.0,1.0,0.0025,1678.6873184327283,500,500.0,1.0,0.4,1.0,280632.3394236737,,182.99,0.0024999997,1678.6873184327283,280632.3394236737,2,1712.2611,400.0,1678.6873184327283,100,0.0025
1452.953,624.9537,5.431875e-20,1.0,1.0,0.002,1695.8711934231608,500,500.0,1.0,0.4,1.0,433072.18671770906,,184.7,0.0020000003,1695.8711934231608,433072.18671770906,1,1708.9833,500.00000664260017,1695.8711934231608,100,0.002
1333.2009,826.9376,3.5044917e-18,1.0,1.0,0.01,1905.474110861003,500,500.0,1.0,0.4,1.0,690733.2010737209,,207.09,0.009999998,1905.474110861003,690733.2010737209,2,1905.4741,100.0,1905.474110861003,100,0.01
1367.8179,722.88214,2.179301e-19,1.0,1.0,0.005,1639.4778785671108,500,500.0,1.0,0.4,1.0,329206.4241840644,,178.85,0.0049999994,1639.4778785671108,329206.4241840644,2,1772.4761,200.00000010221265,1639.4778785671108,100,0.005
1504.7849,764.06836,5.4391416e-20,1.0,1.0,0.0033333334,1960.6086570332634,500,500.0,1.0,0.4,1.0,689584.0863460114,,213.2,0.0033333336,1960.6086570332634,689584.0863460114,2,1835.187,299.999969473632,1960.6086570332634,100,0.0033333334
1502.286,719.9599,5.434597e-20,1.0,1.0,0.0025,1648.1294472291054,500,500.0,1.0,0.4,1.0,298712.0630376477,,179.75,0.0024999997,1648.1294472291054,298712.0630376477,2,1788.4226,400.0,1648.1294472291054,100,0.0025
1553.0922,738.514,5.431875e-20,1.0,1.0,0.002,1891.7946550573463,500,500.0,1.0,0.4,1.0,651612.7147665162,,205.7,0.0020000003,1891.7946550573463,651612.7147665162,1,1809.097,500.00000664260017,1891.7946550573463,100,0.002
1265.035,446.5466,3.5044917e-18,1.0,1.0,0.01,1673.6508290461156,500,500.0,1.0,0.4,1.0,201418.02942181804,,182.03,0.009999998,1673.6508290461156,201418.02942181804,2,1673.6509,100.0,1673.6508290461156,100,0.01
1371.352,595.8905,2.179301e-19,1.0,1.0,0.005,1796.646833974692,500,500.0,1.0,0.4,1.0,508286.020787553,,195.46,0.0049999994,1796.646833974692,508286.020787553,2,1735.1488,200.00000010221265,1796.646833974692,100,0.005
1393.952,618.9822,5.4391416e-20,1.0,1.0,0.0033333334,1703.4465357795686,500,500.0,1.0,0.4,1.0,443005.7135142825,,185.61,0.0033333336,1703.4465357795686,443005.7135142825,2,1724.5814,299.999969473632,1703.4465357795686,100,0.0033333334
1449.4177,623.2761,5.434597e-20,1.0,1.0,0.0025,1769.2606767875766,500,500.0,1.0,0.4,1.0,407049.21943604463,,192.38,0.0024999997,1769.2606767875766,407049.21943604463,2,1735.7512,400.0,1769.2606767875766,100,0.0025
1497.8988,642.0128,5.431875e-20,1.0,1.0,0.002,1827.0106553365324,500,500.0,1.0,0.4,1.0,505400.9472893471,,198.4,0.0020000003,1827.0106553365324,505400.9472893471,1,1754.0033,500.00000664260017,1827.0106553365324,100,0.002
1265.5171,790.5664,3.5044917e-18,1.0,1.0,0.01,1836.776388334675,500,500.0,1.0,0.4,1.0,631308.3975938475,,200.07,0.009999998,1836.776388334675,631308.3975938475,2,1836.7762,100.0,1836.776388334675,100,0.01
1397.1417,714.2263,2.179301e-19,1.0,1.0,0.005,1765.389712219374,500,500.0,1.0,0.4,1.0,396661.70736918057,,192.16,0.0049999994,1765.389712219374,396661.70736918057,2,1801.083,200.00000010221265,1765.389712219374,100,0.005
1421.4989,687.5504,5.4391416e-20,1.0,1.0,0.0033333334,1651.7806817404128,500,500.0,1.0,0.4,1.0,386946.9986973346,,180.18,0.0033333336,1651.7806817404128,386946.9986973346,2,1751.3156,299.999969473632,1651.7806817404128,100,0.0033333334
1470.0215,662.3276,5.434597e-20,1.0,1.0,0.0025,1768.6584720967296,500,500.0,1.0,0.4,1.0,339706.0783975715,,192.45,0.0024999997,1768.6584720967296,339706.0783975715,2,1755.6511,400.0,1768.6584720967296,100,0.0025
1500.6191,666.42444,5.431875e-20,1.0,1.0,0.002,1757.8648970486195,500,500.0,1.0,0.4,1.0,470597.9473021907,,191.32,0.0020000003,1757.8648970486195,470597.9473021907,1,1756.094,500.00000664260017,1757.8648970486195,100,0.002
1369.4991,681.32043,3.5044917e-18,1.0,1.0,0.01,1857.2530387923166,500,500.0,1.0,0.4,1.0,468886.4842727051,,201.71,0.009999998,1857.2530387923166,468886.4842727051,2,1857.253,100.0,1857.2530387923166,100,0.01
1455.6558,621.89905,2.179301e-19,1.0,1.0,0.005,1743.8466760387712,500,500.0,1.0,0.4,1.0,305948.23873836035,,189.48,0.0049999994,1743.8466760387712,305948.23873836035,2,1800.5498,200.00000010221265,1743.8466760387712,100,0.005
1480.0798,610.91315,5.4391416e-20,1.0,1.0,0.0033333334,1726.645463704097,500,500.0,1.0,0.4,1.0,345946.1110703352,,187.87,0.0033333336,1726.645463704097,345946.1110703352,2,1775.915,299.999969473632,1726.645463704097,100,0.0033333334
1489.387,612.2502,5.434597e-20,1.0,1.0,0.0025,1654.6063486669862,500,500.0,1.0,0.4,1.0,372444.10204125784,,180.33,0.0024999997,1654.6063486669862,372444.10204125784,2,1745.5878,400.0,1654.6063486669862,100,0.0025
1501.3894,652.3056,5.431875e-20,1.0,1.0,0.002,1805.4310025430689,500,500.0,1.0,0.4,1.0,631562.0057126828,,196.31,0.0020000003,1805.4310025430689,631562.0057126828,1,1757.5566,500.00000664260017,1805.4310025430689,100,0.002
1177.1392,550.48206,3.5044917e-18,1.0,1.0,0.01,1682.2696374280724,500,500.0,1.0,0.4,1.0,306091.40831806074,,183.33,0.009999998,1682.2696374280724,306091.40831806074,2,1682.2697,100.0,1682.2696374280724,100,0.01
1302.4663,538.88464,2.179301e-19,1.0,1.0,0.005,1637.025625175912,500,500.0,1.0,0.4,1.0,279534.7083351335,,178.65,0.0049999994,1637.025625175912,279534.7083351335,2,1659.6475,200.00000010221265,1637.025625175912,100,0.005
1374.9119,568.90485,5.4391416e-20,1.0,1.0,0.0033333334,1724.175773970685,500,500.0,1.0,0.4,1.0,391301.9279861594,,187.75,0.0033333336,1724.175773970685,391301.9279861594,2,1681.1571,299.999969473632,1724.175773970685,100,0.0033333334
1420.4331,585.8241,5.434597e-20,1.0,1.0,0.0025,1728.668421430827,500,500.0,1.0,0.4,1.0,404149.84907990723,,188.03,0.0024999997,1728.668421430827,404149.84907990723,2,1693.0349,400.0,1728.668421430827,100,0.0025
1478.4209,644.7169,5.431875e-20,1.0,1.0,0.002,1899.808583990289,500,500.0,1.0,0.4,1.0,678116.9277550364,,206.56,0.0020000003,1899.808583990289,678116.9277550364,1,1734.3896,500.00000664260017,1899.808583990289,100,0.002
1230.8989,611.89856,3.5044917e-18,1.0,1.0,0.01,1695.0931521921527,500,500.0,1.0,0.4,1.0,378201.88913633476,,184.63,0.009999998,1695.0931521921527,378201.88913633476,2,1695.0931,100.0,1695.0931521921527,100,0.01
1327.2821,643.68524,2.179301e-19,1.0,1.0,0.005,1769.0862467713675,500,500.0,1.0,0.4,1.0,456064.7556968355,,192.63,0.0049999994,1769.0862467713675,456064.7556968355,2,1732.0897,200.00000010221265,1769.0862467713675,100,0.005
1390.7902,644.8123,5.4391416e-20,1.0,1.0,0.0033333334,1699.7632576305975,500,500.0,1.0,0.4,1.0,422212.9372553611,,185.12,0.0033333336,1699.7632576305975,422212.9372553611,2,1721.3142,299.999969473632,1699.7632576305975,100,0.0033333334
1441.4753,646.47015,5.434597e-20,1.0,1.0,0.0025,1746.9277456435655,500,500.0,1.0,0.4,1.0,428135.30661472573,,190.39,0.0024999997,1746.9277456435655,428135.30661472573,2,1727.7175,400.0,1746.9277456435655,100,0.0025
1468.3312,626.87067,5.431875e-20,1.0,1.0,0.002,1710.8981598637977,500,500.0,1.0,0.4,1.0,295871.4165261792,,186.3,0.0020000003,1710.8981598637977,295871.4165261792,1,1724.354,500.00000664260017,1710.8981598637977,100,0.002
1240.051,606.50104,3.5044917e-18,1.0,1.0,0.01,1725.4120500545032,500,500.0,1.0,0.4,1.0,371559.09953166463,,187.91,0.009999998,1725.4120500545032,371559.09953166463,2,1725.412,100.0,1725.4120500545032,100,0.01
1332.6711,594.55664,2.179301e-19,1.0,1.0,0.005,1650.0263565743826,500,500.0,1.0,0.4,1.0,339707.30740198976,,179.91,0.0049999994,1650.0263565743826,339707.30740198976,2,1687.7192,200.00000010221265,1650.0263565743826,100,0.005
1426.4993,619.5644,5.4391416e-20,1.0,1.0,0.0033333334,1773.7459626208126,500,500.0,1.0,0.4,1.0,444092.05527837755,,193.01,0.0033333336,1773.7459626208126,444092.05527837755,2,1716.3949,299.999969473632,1773.7459626208126,100,0.0033333334
1431.8867,615.2637,5.434597e-20,1.0,1.0,0.0025,1662.6026145889305,500,500.0,1.0,0.4,1.0,364088.241357826,,181.31,0.0024999997,1662.6026145889305,364088.241357826,2,1702.9465,400.0,1662.6026145889305,100,0.0025
1463.9307,642.5313,5.431875e-20,1.0,1.0,0.002,1787.7434422959805,500,500.0,1.0,0.4,1.0,549779.6839789493,,194.62,0.0020000003,1787.7434422959805,549779.6839789493,1,1719.906,500.00000664260017,1787.7434422959805,100,0.002
1238.5991,739.78986,3.5044917e-18,1.0,1.0,0.01,1809.8714128817155,500,500.0,1.0,0.4,1.0,552817.2439091308,,196.86,0.009999998,1809.8714128817155,552817.2439091308,2,1809.8713,100.0,1809.8714128817155,100,0.01
1335.4521,663.7064,2.179301e-19,1.0,1.0,0.005,1668.934146319498,500,500.0,1.0,0.4,1.0,327062.53379871434,,181.72,0.0049999994,1668.934146319498,327062.53379871434,2,1739.4026,200.00000010221265,1668.934146319498,100,0.005
1365.262,617.17584,5.4391416e-20,1.0,1.0,0.0033333334,1608.0195913296204,500,500.0,1.0,0.4,1.0,252725.08524173024,,175.3,0.0033333336,1608.0195913296204,252725.08524173024,2,1695.6085,299.999969473632,1608.0195913296204,100,0.0033333334
1413.5549,602.0005,5.434597e-20,1.0,1.0,0.0025,1711.7490877356167,500,500.0,1.0,0.4,1.0,309802.8665312943,,186.46,0.0024999997,1711.7490877356167,309802.8665312943,2,1699.6436,400.0,1711.7490877356167,100,0.0025
1441.5642,608.67444,5.431875e-20,1.0,1.0,0.002,1689.2263789498495,500,500.0,1.0,0.4,1.0,406785.1093044761,,184.06,0.0020000003,1689.2263789498495,406785.1093044761,1,1697.5602,500.00000664260017,1689.2263789498495,100,0.002
1209.9021,683.94995,3.5044917e-18,1.0,1.0,0.01,1759.3027767667807,500,500.0,1.0,0.4,1.0,472512.62448385905,,191.55,0.009999998,1759.3027767667807,472512.62448385905,2,1759.3027,100.0,1759.3027767667807,100,0.01
1280.8698,637.1487,2.179301e-19,1.0,1.0,0.005,1611.081708703429,500,500.0,1.0,0.4,1.0,336509.73504811816,,175.85,0.0049999994,1611.081708703429,336509.73504811816,2,1685.1923,200.00000010221265,1611.081708703429,100,0.005
1333.5286,579.806,5.4391416e-20,1.0,1.0,0.0033333334,1620.5850228989177,500,500.0,1.0,0.4,1.0,195783.17276924968,,176.61,0.0033333336,1620.5850228989177,195783.17276924968,2,1663.6565,299.999969473632,1620.5850228989177,100,0.0033333334
1359.7593,582.2765,5.434597e-20,1.0,1.0,0.0025,1591.6649839952315,500,500.0,1.0,0.4,1.0,347243.97021442966,,173.9,0.0024999997,1591.6649839952315,347243.97021442966,2,1645.6584,400.0,1591.6649839952315,100,0.0025
1400.5885,585.90204,5.431875e-20,1.0,1.0,0.002,1698.887544526188,500,500.0,1.0,0.4,1.0,361571.58978139743,,185.1,0.0020000003,1698.887544526188,361571.58978139743,1,1656.3046,500.00000664260017,1698.887544526188,100,0.002
1134.1335,490.49884,3.5044917e-18,1.0,1.0,0.01,1583.9313951678255,500,500.0,1.0,0.4,1.0,243019.3065219495,,172.98,0.009999998,1583.9313951678255,243019.3065219495,2,1583.9314,100.0,1583.9313951678255,100,0.01
1300.0013,492.12784,2.179301e-19,1.0,1.0,0.005,1652.181555172738,500,500.0,1.0,0.4,1.0,243900.47005839582,,180.16,0.0049999994,1652.181555172738,243900.47005839582,2,1618.0564,200.00000010221265,1652.181555172738,100,0.005
1367.8478,533.3807,5.4391416e-20,1.0,1.0,0.0033333334,1702.924039561492,500,500.0,1.0,0.4,1.0,367983.417801456,,185.57,0.0033333336,1702.924039561492,367983.417801456,2,1646.3457,299.999969473632,1702.924039561492,100,0.0033333334
1388.3752,575.94464,5.434597e-20,1.0,1.0,0.0025,1759.5102600156474,500,500.0,1.0,0.4,1.0,468444.0396734458,,191.33,0.0024999997,1759.5102600156474,468444.0396734458,2,1674.6368,400.0,1759.5102600156474,100,0.0025
