VarJ,AvgDiscRet,MinNormIw,ESSRenyi,Bound,MaxNormIw,Delta,VarVanillaIw,BatchSize,IterType,VarRet,AvgNormIw,AvgRet,VarDiscRet,MinVanillaIw,ESSClassic,EpsThisIter,eRenyi2,VarNormIw,AvgEpLen,VanillaAvgRet,AvgVanillaIw,J,MaxVanillaIw
57.6572,-568.149068259,0.01,400.0,-606.293,0.01,0.8,,400,2,3357.92716527,0.01,-568.149068259,3357.92716527,1.0,100.0,100,1.0,3.50449e-18,500.0,-568.149068259,1.0,-568.149,1.0
58.6715,-572.186385294,0.005,400.0,-598.442,0.005,0.8,,400,2,3588.07612893,0.005,-572.186385294,3588.07612893,1.0,200.000000102,100,1.0,2.1793e-19,500.0,-572.186385294,1.0,-570.168,1.0
65.3679,-570.689035327,0.00333333,400.0,-601.39,0.00333333,0.8,,400,2,5993.96277434,0.00333333,-570.689035327,5993.96277434,1.0,299.999969474,100,1.0,5.43914e-20,500.0,-570.689035327,1.0,-570.341,1.0
101.022,-562.406620335,1.80804e-08,140.05348794,-575.428,0.0297663,0.8,2.26671,400,1,3331.52266123,0.0025,-562.406620335,3331.52266123,7.60387e-06,131.346174854,100,2.85605,1.28157e-05,500.0,-562.406620335,1.0514,-529.987,12.5185
52.9746,-540.060111057,0.01,400.0,-574.619,0.01,0.8,,400,2,2834.65061415,0.01,-540.060111057,2834.65061415,1.0,100.0,100,1.0,3.50449e-18,500.0,-540.060111057,1.0,-540.06,1.0
52.3882,-528.160120532,0.005,400.0,-558.547,0.005,0.8,,400,2,2638.32385062,0.005,-528.160120532,2638.32385062,1.0,200.000000102,100,1.0,2.1793e-19,500.0,-528.160120532,1.0,-534.11,1.0
53.492,-548.338226583,0.00333333,400.0,-560.274,0.00333333,0.8,,400,2,2990.06258098,0.00333333,-548.338226583,2990.06258098,1.0,299.999969474,100,1.0,5.43914e-20,500.0,-548.338226583,1.0,-538.853,1.0
551.059,-535.317212374,2.58297e-10,26.3990614347,-507.384,0.540322,0.8,299.016,400,1,2246.15113045,0.0025,-535.317212374,2246.15113045,1.6349e-07,3.33000025965,100,15.1521,0.000746367,500.0,-535.317212374,1.58238,-435.172,341.998
50.9,-502.114867001,0.01,400.0,-534.089,0.01,0.8,,400,2,2616.9762443,0.01,-502.114867001,2616.9762443,1.0,100.0,100,1.0,3.50449e-18,500.0,-502.114867001,1.0,-502.115,1.0
47.0438,-515.131274656,0.005,400.0,-531.232,0.005,0.8,,400,2,1768.39678588,0.005,-515.131274656,1768.39678588,1.0,200.000000102,100,1.0,2.1793e-19,500.0,-515.131274656,1.0,-508.623,1.0
48.2471,-510.690889151,0.00333333,400.0,-528.185,0.00333333,0.8,,400,2,2580.06518888,0.00333333,-510.690889151,2580.06518888,1.0,299.999969474,100,1.0,5.43914e-20,500.0,-510.690889151,1.0,-509.312,1.0
380.058,-511.560275064,2.39042e-10,0.0817392451029,-1858.65,0.500041,0.8,1.39544e+11,500,,2246.15113045,0.0025,-535.317212374,2456.74643889,0.002924,2.66940031203,100,6117.01,0.000932621,500.0,-535.317212374,30580.4,-508.409,6.11658e+06
661.623,-545.486539218,2.39484e-11,29.4367464346,-509.753,0.516003,0.8,277.417,500,1,2311.42783951,0.002,-545.486539218,2311.42783951,1.70964e-08,3.65458737306,100,16.9856,0.000544347,500.0,-545.486539218,1.42777,-441.368,368.367
45.6071,-508.433081734,0.01,500.0,-539.348,0.01,0.8,,500,2,2101.01867819,0.01,-508.433081734,2101.01867819,1.0,100.0,100,1.0,3.50449e-18,500.0,-508.433081734,1.0,-508.433,1.0
45.6907,-514.443160711,0.005,500.0,-533.298,0.005,0.8,,500,2,2098.20127209,0.005,-514.443160711,2098.20127209,1.0,200.000000102,100,1.0,2.1793e-19,500.0,-514.443160711,1.0,-511.438,1.0
50.4665,-513.967852855,0.00333333,500.0,-531.481,0.00333333,0.8,,500,2,3495.99825385,0.00333333,-513.967852855,3495.99825385,1.0,299.999969474,100,1.0,5.43914e-20,500.0,-513.967852855,1.0,-512.281,1.0
50.4535,-519.495126446,0.0025,500.0,-531.073,0.0025,0.8,,500,2,2527.89776921,0.0025,-519.495126446,2527.89776921,1.0,400.0,100,1.0,5.4346e-20,500.0,-519.495126446,1.0,-514.085,1.0
125.48,-505.335487763,1.57998e-09,97.2985261525,-513.434,0.0446967,0.8,4.06722,500,1,2868.13547768,0.002,-505.335487763,2868.13547768,7.10965e-07,83.1725656297,100,5.13882,2.00866e-05,500.0,-505.335487763,0.899966,-478.989,20.1128
41.9144,-489.559496513,0.01,500.0,-520.128,0.01,0.8,,500,2,1774.5604754,0.01,-489.559496513,1774.5604754,1.0,100.0,100,1.0,3.50449e-18,500.0,-489.559496513,1.0,-489.559,1.0
43.8319,-479.227571812,0.005,500.0,-506.009,0.005,0.8,,500,2,2052.80310945,0.005,-479.227571812,2052.80310945,1.0,200.000000102,100,1.0,2.1793e-19,500.0,-479.227571812,1.0,-484.393,1.0
42.53,-483.52551118,0.00333333,500.0,-501.753,0.00333333,0.8,,500,2,1599.43237034,0.00333333,-483.52551118,1599.43237034,1.0,299.999969474,100,1.0,5.43914e-20,500.0,-483.52551118,1.0,-484.104,1.0
44.5447,-486.181152422,0.0025,500.0,-500.097,0.0025,0.8,,500,2,2532.62183521,0.0025,-486.181152422,2532.62183521,1.0,400.0,100,1.0,5.4346e-20,500.0,-486.181152422,1.0,-484.623,1.0
85.4263,-487.543858196,3.35696e-12,134.391856841,-491.027,0.0309719,0.8,3.65192,500,1,2057.15221356,0.002,-487.543858196,2057.15221356,1.84068e-09,124.051304654,100,3.72046,1.21467e-05,500.0,-487.543858196,1.09663,-464.332,16.9824
42.3103,-471.868699967,0.01,500.0,-502.805,0.01,0.8,,500,2,1808.24783214,0.01,-471.868699967,1808.24783214,1.0,100.0,100,1.0,3.50449e-18,500.0,-471.868699967,1.0,-471.869,1.0
42.2275,-471.483680363,0.005,500.0,-493.551,0.005,0.8,,500,2,1794.02443956,0.005,-471.483680363,1794.02443956,1.0,200.000000102,100,1.0,2.1793e-19,500.0,-471.483680363,1.0,-471.676,1.0
44.2959,-479.496849186,0.00333333,500.0,-492.144,0.00333333,0.8,,500,2,2302.31218804,0.00333333,-479.496849186,2302.31218804,1.0,299.999969474,100,1.0,5.43914e-20,500.0,-479.496849186,1.0,-474.283,1.0
45.2142,-473.198626415,0.0025,500.0,-489.48,0.0025,0.8,,500,2,2313.15293561,0.0025,-473.198626415,2313.15293561,1.0,400.0,100,1.0,5.4346e-20,500.0,-473.198626415,1.0,-474.012,1.0
86.384,-467.156573054,1.88211e-09,142.446659562,-476.645,0.0241488,0.8,2.25728,500,1,1799.80600829,0.002,-467.156573054,1799.80600829,8.83962e-07,140.719905729,100,3.51009,1.02331e-05,500.0,-467.156573054,0.939331,-450.148,11.3419
50.0141,-453.977000931,0.01,500.0,-487.316,0.01,0.8,,500,2,2526.67522098,0.01,-453.977000931,2526.67522098,1.0,100.0,100,1.0,3.50449e-18,500.0,-453.977000931,1.0,-453.977,1.0
46.4906,-451.538674232,0.005,500.0,-476.332,0.005,0.8,,500,2,1836.73437432,0.005,-451.538674232,1836.73437432,1.0,200.000000102,100,1.0,2.1793e-19,500.0,-451.538674232,1.0,-452.758,1.0
45.1439,-461.161229689,0.00333333,500.0,-474.807,0.00333333,0.8,,500,2,1761.71701654,0.00333333,-461.161229689,1761.71701654,1.0,299.999969474,100,1.0,5.43914e-20,500.0,-461.161229689,1.0,-455.559,1.0
44.8302,-457.692268029,0.0025,500.0,-472.762,0.0025,0.8,,500,2,1941.05848777,0.0025,-457.692268029,1941.05848777,1.0,400.0,100,1.0,5.4346e-20,500.0,-457.692268029,1.0,-456.092,1.0
75.5225,-455.878235183,4.93519e-07,198.667781349,-465.156,0.0169595,0.8,1.57473,500,1,2139.84728545,0.002,-455.878235183,2139.84728545,0.000234878,182.841682714,100,2.51676,6.95232e-06,500.0,-455.878235183,0.95185,-441.503,8.07145
44.2199,-441.112361933,0.01,500.0,-473.245,0.01,0.8,,500,2,1975.15048076,0.01,-441.112361933,1975.15048076,1.0,100.0,100,1.0,3.50449e-18,500.0,-441.112361933,1.0,-441.112,1.0
43.7691,-447.730128322,0.005,500.0,-467.143,0.005,0.8,,500,2,1872.90593469,0.005,-447.730128322,1872.90593469,1.0,200.000000102,100,1.0,2.1793e-19,500.0,-447.730128322,1.0,-444.421,1.0
42.3931,-440.73651965,0.00333333,500.0,-461.745,0.00333333,0.8,,500,2,1566.67876825,0.00333333,-440.73651965,1566.67876825,1.0,299.999969474,100,1.0,5.43914e-20,500.0,-440.73651965,1.0,-443.193,1.0
44.339,-447.838508844,0.0025,500.0,-460.421,0.0025,0.8,,500,2,2480.86022827,0.0025,-447.838508844,2480.86022827,1.0,400.0,100,1.0,5.4346e-20,500.0,-447.838508844,1.0,-444.354,1.0
48.34,-445.048046871,3.29214e-06,323.242137978,-454.611,0.00783212,0.8,0.639466,500,1,1487.2299268,0.002,-445.048046871,1487.2299268,0.00170856,313.999160443,100,1.54683,2.37419e-06,500.0,-445.048046871,1.03796,-436.739,4.06471
48.6423,-439.208280421,0.01,500.0,-469.22,0.01,0.8,,500,2,2389.97107274,0.01,-439.208280421,2389.97107274,1.0,100.0,100,1.0,3.50449e-18,500.0,-439.208280421,1.0,-439.208,1.0
48.8057,-446.052211325,0.005,500.0,-463.852,0.005,0.8,,500,2,2398.48536016,0.005,-446.052211325,2398.48536016,1.0,200.000000102,100,1.0,2.1793e-19,500.0,-446.052211325,1.0,-442.63,1.0
46.3867,-439.657416865,0.00333333,500.0,-458.967,0.00333333,0.8,,500,2,1702.31909535,0.00333333,-439.657416865,1702.31909535,1.0,299.999969474,100,1.0,5.43914e-20,500.0,-439.657416865,1.0,-441.639,1.0
45.4566,-439.055092695,0.0025,500.0,-455.999,0.0025,0.8,,500,2,1823.24292817,0.0025,-439.055092695,1823.24292817,1.0,400.0,100,1.0,5.4346e-20,500.0,-439.055092695,1.0,-440.993,1.0
204.023,-435.96747997,7.39419e-09,123.886388171,-447.566,0.310656,0.8,81.8441,500,1,1769.72464415,0.002,-435.96747997,1769.72464415,4.80342e-06,10.1238925761,100,4.03596,0.00019394,500.0,-435.96747997,1.29924,-420.602,201.808
43.6319,-440.128926851,0.01,500.0,-468.421,0.01,0.8,,500,2,1922.9710476,0.01,-440.128926851,1922.9710476,1.0,100.0,100,1.0,3.50449e-18,500.0,-440.128926851,1.0,-440.129,1.0
43.3472,-440.343093692,0.005,500.0,-460.635,0.005,0.8,,500,2,1872.92987579,0.005,-440.343093692,1872.92987579,1.0,200.000000102,100,1.0,2.1793e-19,500.0,-440.343093692,1.0,-440.236,1.0
42.3118,-435.98182754,0.00333333,500.0,-455.474,0.00333333,0.8,,500,2,1617.00734483,0.00333333,-435.98182754,1617.00734483,1.0,299.999969474,100,1.0,5.43914e-20,500.0,-435.98182754,1.0,-438.818,1.0
42.7413,-436.723926114,0.0025,500.0,-452.719,0.0025,0.8,,500,2,1952.65996782,0.0025,-436.723926114,1952.65996782,1.0,400.0,100,1.0,5.4346e-20,500.0,-436.723926114,1.0,-438.294,1.0
57.5037,-436.92862009,9.54946e-07,283.56637636,-448.557,0.0111554,0.8,0.900336,500,1,2575.62329966,0.002,-436.92862009,2575.62329966,0.000470447,259.662825723,100,1.76326,3.70972e-06,500.0,-436.92862009,0.985285,-428.126,5.49562
41.1387,-432.098919036,0.01,500.0,-458.939,0.01,0.8,,500,2,1709.49072412,0.01,-432.098919036,1709.49072412,1.0,100.0,100,1.0,3.50449e-18,500.0,-432.098919036,1.0,-432.099,1.0
40.5944,-427.347775887,0.005,500.0,-448.702,0.005,0.8,,500,2,1608.20209519,0.005,-427.347775887,1608.20209519,1.0,200.000000102,100,1.0,2.1793e-19,500.0,-427.347775887,1.0,-429.723,1.0
44.1671,-435.699340117,0.00333333,500.0,-449.464,0.00333333,0.8,,500,2,2558.17941807,0.00333333,-435.699340117,2558.17941807,1.0,299.999969474,100,1.0,5.43914e-20,500.0,-435.699340117,1.0,-431.715,1.0
42.4158,-433.925505902,0.0025,500.0,-447.639,0.0025,0.8,,500,2,1354.07396758,0.0025,-433.925505902,1354.07396758,1.0,400.0,100,1.0,5.4346e-20,500.0,-433.925505902,1.0,-432.268,1.0
50.7253,-434.867177445,2.94765e-05,301.783053138,-441.363,0.0109999,0.8,0.820484,500,1,2320.12381839,0.002,-434.867177445,2320.12381839,0.0148995,277.590769933,100,1.65682,3.21128e-06,500.0,-434.867177445,1.01094,-423.667,5.56015
40.4711,-430.367205109,0.01,500.0,-458.328,0.01,0.8,,500,2,1654.45198063,0.01,-430.367205109,1654.45198063,1.0,100.0,100,1.0,3.50449e-18,500.0,-430.367205109,1.0,-430.367,1.0
40.7723,-431.847704422,0.005,500.0,-453.287,0.005,0.8,,500,2,1702.78180339,0.005,-431.847704422,1702.78180339,1.0,200.000000102,100,1.0,2.1793e-19,500.0,-431.847704422,1.0,-431.107,1.0
43.0518,-431.837146599,0.00333333,500.0,-449.46,0.00333333,0.8,,500,2,2257.83310859,0.00333333,-431.837146599,2257.83310859,1.0,299.999969474,100,1.0,5.43914e-20,500.0,-431.837146599,1.0,-431.351,1.0
43.0283,-424.798493538,0.0025,500.0,-445.396,0.0025,0.8,,500,2,1831.49216332,0.0025,-424.798493538,1831.49216332,1.0,400.0,100,1.0,5.4346e-20,500.0,-424.798493538,1.0,-429.713,1.0
102.87,-430.513727062,4.76328e-08,205.227108879,-439.821,0.0681916,0.8,3.15259,500,1,2317.84879538,0.002,-430.513727062,2317.84879538,2.28066e-05,112.839453493,100,2.43633,1.37518e-05,500.0,-430.513727062,0.957599,-417.926,32.6501
39.8408,-417.793507901,0.01,500.0,-443.802,0.01,0.8,,500,2,1603.32077825,0.01,-417.793507901,1603.32077825,1.0,100.0,100,1.0,3.50449e-18,500.0,-417.793507901,1.0,-417.793,1.0
39.4003,-421.757216589,0.005,500.0,-438.166,0.005,0.8,,500,2,1524.87991684,0.005,-421.757216589,1524.87991684,1.0,200.000000102,100,1.0,2.1793e-19,500.0,-421.757216589,1.0,-419.775,1.0
41.6583,-422.89804324,0.00333333,500.0,-437.654,0.00333333,0.8,,500,2,2116.120035,0.00333333,-422.89804324,2116.120035,1.0,299.999969474,100,1.0,5.43914e-20,500.0,-422.89804324,1.0,-420.816,1.0
41.0082,-422.117267031,0.0025,500.0,-435.723,0.0025,0.8,,500,2,1534.52831593,0.0025,-422.117267031,1534.52831593,1.0,400.0,100,1.0,5.4346e-20,500.0,-422.117267031,1.0,-421.142,1.0
56.2062,-415.397486401,3.29872e-08,190.941767255,-426.714,0.0145837,0.8,1.56849,500,1,1384.6539331,0.002,-415.397486401,1384.6539331,1.5524e-05,180.701441812,100,2.6186,7.08215e-06,500.0,-415.397486401,0.941213,-405.609,6.86317
39.6546,-418.961353878,0.01,500.0,-445.371,0.01,0.8,,500,2,1588.36822281,0.01,-418.961353878,1588.36822281,1.0,100.0,100,1.0,3.50449e-18,500.0,-418.961353878,1.0,-418.961,1.0
43.3166,-420.587319525,0.005,500.0,-439.265,0.005,0.8,,500,2,2200.86026865,0.005,-420.587319525,2200.86026865,1.0,200.000000102,100,1.0,2.1793e-19,500.0,-420.587319525,1.0,-419.774,1.0
43.7358,-417.379592399,0.00333333,500.0,-435.619,0.00333333,0.8,,500,2,2001.98608495,0.00333333,-417.379592399,2001.98608495,1.0,299.999969474,100,1.0,5.43914e-20,500.0,-417.379592399,1.0,-418.976,1.0
42.8426,-415.374363203,0.0025,500.0,-432.489,0.0025,0.8,,500,2,1609.87804433,0.0025,-415.374363203,1609.87804433,1.0,400.0,100,1.0,5.4346e-20,500.0,-415.374363203,1.0,-418.076,1.0
57.8815,-420.194475759,4.4534e-06,216.747351058,-425.391,0.0144222,0.8,1.3748,500,1,1615.88048985,0.002,-420.194475759,1615.88048985,0.00225701,214.091533879,100,2.30683,5.3525e-06,500.0,-420.194475759,1.01361,-405.811,7.30927
41.3224,-412.546026475,0.01,500.0,-439.069,0.01,0.8,,500,2,1724.78513265,0.01,-412.546026475,1724.78513265,1.0,100.0,100,1.0,3.50449e-18,500.0,-412.546026475,1.0,-412.546,1.0
38.0938,-415.401002817,0.005,500.0,-432.732,0.005,0.8,,500,2,1202.69676338,0.005,-415.401002817,1202.69676338,1.0,200.000000102,100,1.0,2.1793e-19,500.0,-415.401002817,1.0,-413.974,1.0
39.5694,-420.422172264,0.00333333,500.0,-432.668,0.00333333,0.8,,500,2,1785.05892107,0.00333333,-420.422172264,1785.05892107,1.0,299.999969474,100,1.0,5.43914e-20,500.0,-420.422172264,1.0,-416.123,1.0
38.5884,-407.972190343,0.0025,500.0,-428.414,0.0025,0.8,,500,2,1221.43866693,0.0025,-407.972190343,1221.43866693,1.0,400.0,100,1.0,5.4346e-20,500.0,-407.972190343,1.0,-414.085,1.0
46.0699,-417.467842392,1.83299e-05,332.638206352,-424.944,0.0193288,0.8,0.63823,500,1,1290.69577132,0.002,-417.467842392,1290.69577132,0.00914763,304.995286515,100,1.50313,2.56261e-06,500.0,-417.467842392,0.998108,-409.231,9.64609
34.6204,-408.196217279,0.01,500.0,-432.485,0.01,0.8,,500,2,1210.676401,0.01,-408.196217279,1210.676401,1.0,100.0,100,1.0,3.50449e-18,500.0,-408.196217279,1.0,-408.196,1.0
38.978,-410.835687405,0.005,500.0,-428.562,0.005,0.8,,500,2,1855.06876705,0.005,-410.835687405,1855.06876705,1.0,200.000000102,100,1.0,2.1793e-19,500.0,-410.835687405,1.0,-409.516,1.0
37.0354,-409.32215966,0.00333333,500.0,-425.003,0.00333333,0.8,,500,2,1087.14879437,0.00333333,-409.32215966,1087.14879437,1.0,299.999969474,100,1.0,5.43914e-20,500.0,-409.32215966,1.0,-409.451,1.0
37.3782,-413.517872341,0.0025,500.0,-423.936,0.0025,0.8,,500,2,1476.0128492,0.0025,-413.517872341,1476.0128492,1.0,400.0,100,1.0,5.4346e-20,500.0,-413.517872341,1.0,-410.468,1.0
140.886,-414.127808548,3.77147e-05,196.355119151,-416.382,0.363853,0.8,176.646,500,1,919.594041084,0.002,-414.127808548,919.594041084,0.0308433,7.4740102746,100,2.54641,0.000264123,500.0,-414.127808548,1.63561,-397.16,297.561
37.4347,-410.035261051,0.01,500.0,-437.016,0.01,0.8,,500,2,1415.51138038,0.01,-410.035261051,1415.51138038,1.0,100.0,100,1.0,3.50449e-18,500.0,-410.035261051,1.0,-410.035,1.0
37.882,-413.418277398,0.005,500.0,-430.87,0.005,0.8,,500,2,1477.78547217,0.005,-413.418277398,1477.78547217,1.0,200.000000102,100,1.0,2.1793e-19,500.0,-413.418277398,1.0,-411.727,1.0
37.4636,-409.023445384,0.00333333,500.0,-426.456,0.00333333,0.8,,500,2,1349.09059279,0.00333333,-409.023445384,1349.09059279,1.0,299.999969474,100,1.0,5.43914e-20,500.0,-409.023445384,1.0,-410.826,1.0
37.7724,-408.147673477,0.0025,500.0,-423.693,0.0025,0.8,,500,2,1506.14065338,0.0025,-408.147673477,1506.14065338,1.0,400.0,100,1.0,5.4346e-20,500.0,-408.147673477,1.0,-410.156,1.0
43.4734,-407.399898605,1.88646e-06,298.445683158,-418.485,0.00697559,0.8,0.712659,500,1,1347.56750029,0.002,-407.399898605,1347.56750029,0.000964798,297.656020755,100,1.67535,2.72462e-06,500.0,-407.399898605,1.02286,-402.813,3.56754
41.1603,-413.205479942,0.01,500.0,-440.588,0.01,0.8,,500,2,1711.28542251,0.01,-413.205479942,1711.28542251,1.0,100.0,100,1.0,3.50449e-18,500.0,-413.205479942,1.0,-413.206,1.0
38.1697,-407.43804351,0.005,500.0,-429.684,0.005,0.8,,500,2,1215.20483713,0.005,-407.43804351,1215.20483713,1.0,200.000000102,100,1.0,2.1793e-19,500.0,-407.43804351,1.0,-410.322,1.0
40.0176,-411.458317871,0.00333333,500.0,-426.51,0.00333333,0.8,,500,2,1908.59805015,0.00333333,-411.458317871,1908.59805015,1.0,299.999969474,100,1.0,5.43914e-20,500.0,-411.458317871,1.0,-410.701,1.0
