Delta,MinVanillaIw,VarNormIw,MaxVanillaIw,ESSRenyi,AvgVanillaIw,MaxNormIw,VarRet,ESSClassic,AvgEpLen,J,IterType,AvgRet,AvgDiscRet,Bound,eRenyi2,VanillaAvgRet,VarJ,VarVanillaIw,EpsThisIter,AvgNormIw,BatchSize,VarDiscRet,MinNormIw
0.2,0.809553,2.54951e-06,1.9304,97.8506267037,1.00579,0.0191929,9354.10035706,97.5381200747,125.95,-90.8561,1,-92.779993998,-92.779993998,-175.196,1.02197,-92.779993998,91.057,0.025791,100,0.01,100,9354.10035706,0.00804895
0.2,0.172413,3.0653e-06,1.27963,97.6808420158,0.994376,0.0128686,4911.15868088,97.0547456999,111.3,-77.7874,1,-80.2553745709,-80.2553745709,-162.2,1.02374,-80.2553745709,61.0235,0.0303093,100,0.01,100,4911.15868088,0.00173388
0.2,0.92498,6.47593e-07,1.32632,99.1800621379,0.998085,0.0132887,6112.17936122,99.36299006,113.49,-81.2967,1,-82.0328032903,-82.0328032903,-165.068,1.00827,-82.0328032903,75.1096,0.00645115,100,0.01,100,6112.17936122,0.00926755
0.2,0.764812,1.66786e-06,1.47196,98.4390075608,1.02513,0.0143588,4947.10060358,98.3756755588,109.36,-77.4932,1,-78.9160663095,-78.9160663095,-161.581,1.01586,-78.9160663095,63.1889,0.0175274,100,0.01,100,4947.10060358,0.00746062
0.2,0.789567,1.32152e-06,1.40685,98.7331807953,1.00433,0.0140079,3770.7750097,98.7085910285,106.06,-74.4429,1,-75.5592626159,-75.5592626159,-158.405,1.01283,-75.5592626159,55.8099,0.0133298,100,0.01,100,3770.7750097,0.00786165
0.2,0.725994,6.0933e-07,1.27785,99.2946542321,1.01131,0.0126356,3815.09229679,99.4004039337,101.82,-72.1953,1,-72.7855065146,-72.7855065146,-155.919,1.0071,-72.7855065146,57.5516,0.00623193,100,0.01,100,3815.09229679,0.00717873
0.2,0.610072,1.50134e-06,1.14938,98.6066762743,1.00754,0.0114078,7142.10111098,98.5354315994,120.25,-86.1303,1,-87.4159731586,-87.4159731586,-170.145,1.01413,-87.4159731586,81.1754,0.0152406,100,0.01,100,7142.10111098,0.00605506
0.2,0.563501,1.60934e-06,1.15506,97.696199884,1.00452,0.0114986,2612.62057178,98.4317443486,103.5,-70.9031,1,-72.9118821272,-72.9118821272,-155.309,1.02358,-72.9118821272,39.7223,0.0162391,100,0.01,100,2612.62057178,0.00560967
0.2,0.621717,2.54073e-06,1.58122,96.9828361608,1.02279,0.0154598,3773.71828823,97.5464011429,105.51,-72.2261,1,-74.8065870094,-74.8065870094,-156.942,1.03111,-74.8065870094,49.0922,0.0265786,100,0.01,100,3773.71828823,0.00607863
0.2,0.628434,2.8034e-06,1.50512,97.7690619244,0.987347,0.015244,4947.48708161,97.2995714736,109.41,-76.6206,1,-78.6563997675,-78.6563997675,-160.996,1.02282,-78.6563997675,62.6496,0.0273291,100,0.01,100,4947.48708161,0.00636487
0.2,0.397202,2.60525e-06,1.18046,97.3601955884,1.01286,0.0116547,6126.36102315,97.4856638495,114.85,-80.2955,1,-82.8938046697,-82.8938046697,-164.847,1.02711,-82.8938046697,68.8928,0.0267268,100,0.01,100,6126.36102315,0.00392159
0.2,0.920968,1.51758e-06,1.64674,98.9879370441,1.00609,0.0163677,144.301266469,98.5198319483,91.28,-62.8776,1,-63.0993101345,-63.0993101345,-84.0871,1.01022,-63.0993101345,11.8087,0.0153613,100,0.01,100,144.301266469,0.00915391
0.2,0.568812,6.65132e-07,1.08655,99.2649154014,1.01292,0.010727,3800.60790414,99.3457837909,107.02,-75.6026,1,-76.196381299,-76.196381299,-159.339,1.00741,-76.196381299,59.9836,0.00682425,100,0.01,100,3800.60790414,0.00561559
0.2,0.114282,1.07684e-05,1.34101,90.5610741484,0.999245,0.0134203,6044.98005526,90.3662624076,116.27,-73.4165,1,-83.5817127451,-83.5817127451,-161.084,1.10423,-83.5817127451,42.2694,0.107522,100,0.01,100,6044.98005526,0.00114369
0.2,0.723112,4.74523e-06,2.70602,98.1376030938,1.01028,0.0267848,4931.1996772,95.513016038,109.74,-76.9106,1,-78.3572053128,-78.3572053128,-161.127,1.01898,-78.3572053128,65.3551,0.0484334,100,0.01,100,4931.1996772,0.00715751
0.2,0.859653,3.52426e-07,1.25477,99.4010654861,0.991737,0.0126523,7197.42938312,99.6523217795,118.89,-85.8668,1,-86.3930556618,-86.3930556618,-169.546,1.00603,-86.3930556618,82.651,0.00346625,100,0.01,100,7197.42938312,0.00866816
0.2,0.894069,3.36166e-06,1.98837,98.6317772833,1.03032,0.0192986,3794.3493233,96.7791189476,104.08,-72.939,1,-74.1321849062,-74.1321849062,-156.938,1.01387,-74.1321849062,55.1651,0.0356861,100,0.01,100,3794.3493233,0.00867757
0.2,0.764952,1.70232e-06,1.6627,98.4726690651,0.993801,0.0167307,8283.49149877,98.3426444514,122.53,-88.2118,1,-89.5626035689,-89.5626035689,-172.285,1.01551,-89.5626035689,85.4843,0.0168128,100,0.01,100,8283.49149877,0.00769723
0.2,0.803732,5.65007e-07,1.15018,99.4521517832,0.996511,0.0115421,2572.45491588,99.4437492776,100.31,-69.9889,1,-70.4489841357,-70.4489841357,-153.647,1.00551,-70.4489841357,47.7378,0.00561071,100,0.01,100,2572.45491588,0.00806547
0.2,0.876997,2.30347e-06,2.03157,97.835722309,0.99001,0.0205207,7220.16620415,97.7704329857,116.43,-83.1359,1,-85.0778141323,-85.0778141323,-167.482,1.02212,-85.0778141323,79.3784,0.0225768,100,0.01,100,7220.16620415,0.00885846
0.2,0.306807,4.99869e-06,1.71972,95.0519246393,1.02226,0.0168227,4984.71908545,95.2846299319,106.37,-71.9316,1,-76.20573411,-76.20573411,-157.503,1.05206,-76.20573411,51.4068,0.0522374,100,0.01,100,4984.71908545,0.00300125
0.2,0.61962,1.45688e-06,1.17642,97.722000593,1.01799,0.0115562,4962.39691501,98.5782504209,109.34,-76.7278,1,-78.5388441539,-78.5388441539,-161.123,1.02331,-78.5388441539,62.5437,0.0150978,100,0.01,100,4962.39691501,0.00608668
0.2,0.709029,4.53801e-06,1.97562,97.0977988015,0.987166,0.020013,8209.84990024,95.7005336503,123.94,-88.4598,1,-90.8948043966,-90.8948043966,-173.126,1.02989,-90.8948043966,82.5867,0.0442228,100,0.01,100,8209.84990024,0.00718247
0.2,0.914746,5.19592e-07,1.30927,99.4031385558,1.00626,0.0130113,3773.20245386,99.4882461648,105.19,-74.703,1,-75.2279893279,-75.2279893279,-158.381,1.006,-75.2279893279,58.3708,0.00526115,100,0.01,100,3773.20245386,0.00909057
0.2,0.831916,6.55165e-07,1.20521,99.3345493868,0.993035,0.0121366,2587.8037644,99.3555812818,99.01,-69.2922,1,-69.8490241592,-69.8490241592,-152.998,1.0067,-69.8490241592,47.0044,0.0064607,100,0.01,100,2587.8037644,0.00837751
0.2,0.935868,6.13653e-07,1.31354,99.4834776656,1.00335,0.0130916,2577.26544958,99.3961475101,102.13,-71.6803,1,-72.1302222247,-72.1302222247,-155.325,1.00519,-72.1302222247,48.222,0.00617767,100,0.01,100,2577.26544958,0.00932747
0.2,0.887859,7.95231e-07,1.25612,98.7733702839,0.984753,0.0127557,4943.04101942,99.2188644835,110.15,-78.028,1,-79.148454731,-79.148454731,-161.973,1.01242,-79.148454731,65.369,0.00771166,100,0.01,100,4943.04101942,0.00901605
0.2,0.079338,8.25258e-06,1.33429,94.2264321256,0.982491,0.0135807,6105.53177016,92.4470022155,112.04,-73.1131,1,-81.0617004134,-81.0617004134,-159.059,1.06127,-81.0617004134,53.9199,0.0796612,100,0.01,100,6105.53177016,0.000807519
0.2,0.362888,2.50467e-06,1.14078,97.3699483424,1.00073,0.0113995,4986.95736451,97.5803679858,107.7,-75.3944,1,-77.3365146652,-77.3365146652,-159.942,1.02701,-77.3365146652,64.2585,0.0250831,100,0.01,100,4986.95736451,0.00362624
0.2,0.791577,7.72661e-07,1.28625,99.1807070854,0.99992,0.0128635,3738.39284706,99.2408647083,107.5,-75.815,1,-76.5056480357,-76.5056480357,-159.587,1.00826,-76.5056480357,57.3999,0.00772537,100,0.01,100,3738.39284706,0.0079164
0.2,0.568619,1.78357e-06,1.4539,98.090519013,1.00931,0.014405,4983.55502428,98.264899177,105.98,-74.6357,1,-76.3449207023,-76.3449207023,-158.872,1.01947,-76.3449207023,63.2954,0.0181693,100,0.01,100,4983.55502428,0.00563375
0.2,0.830529,1.2029e-06,1.41179,98.1928119831,0.994622,0.0141943,6110.65082016,98.8231282736,113.96,-80.8145,1,-82.4907020186,-82.4907020186,-165.006,1.0184,-82.4907020186,71.5761,0.0119,100,0.01,100,6110.65082016,0.0083502
0.2,0.587659,1.71756e-06,1.29976,97.8907290499,1.02044,0.0127373,3779.70352834,98.3280359413,105.3,-73.0784,1,-74.8855988334,-74.8855988334,-157.394,1.02155,-74.8855988334,52.2873,0.0178849,100,0.01,100,3779.70352834,0.00575889
0.2,0.903717,7.94706e-07,1.26518,98.8770349035,0.992828,0.0127432,5024.61013432,99.2193782835,108.01,-76.631,1,-77.6765022476,-77.6765022476,-160.531,1.01136,-77.6765022476,66.3155,0.00783348,100,0.01,100,5024.61013432,0.00910245
0.2,0.537761,3.76966e-06,2.05444,97.0147572482,1.02549,0.0200337,9458.19216444,96.4023274665,122.97,-88.1429,1,-90.7376688717,-90.7376688717,-172.853,1.03077,-90.7376688717,91.014,0.0396432,100,0.01,100,9458.19216444,0.00524392
0.2,0.739393,1.47646e-06,1.31203,98.585063706,0.989171,0.013264,7246.11334271,98.5593526503,116.06,-83.3781,1,-84.5913507518,-84.5913507518,-167.403,1.01435,-84.5913507518,81.0684,0.0144466,100,0.01,100,7246.11334271,0.00747487
0.2,0.84486,7.92484e-07,1.30406,99.1235621301,0.996631,0.0130847,2593.73778899,99.2215333314,99.99,-69.5539,1,-70.3357768553,-70.3357768553,-153.35,1.00884,-70.3357768553,46.7291,0.00787153,100,0.01,100,2593.73778899,0.00847716
0.2,0.444772,4.21097e-06,1.87249,97.2910105586,0.987566,0.0189606,6057.12884264,95.9979554908,115.56,-81.0817,1,-83.3750711417,-83.3750711417,-165.663,1.02784,-83.3750711417,68.5577,0.041069,100,0.01,100,6057.12884264,0.00450372
0.2,0.93179,5.29771e-07,1.24931,99.5638876572,1.02252,0.012218,3771.88082021,99.4782605962,105.57,-74.4939,1,-74.8613200146,-74.8613200146,-158.105,1.00438,-74.8613200146,59.3771,0.00553896,100,0.01,100,3771.88082021,0.00911272
0.2,0.768165,8.64134e-07,1.20559,99.2089053526,0.999934,0.0120567,2562.01586355,99.1517672751,104.91,-72.9813,1,-73.6379314554,-73.6379314554,-156.734,1.00797,-73.6379314554,47.3332,0.00864019,100,0.01,100,2562.01586355,0.00768216
0.2,0.362169,5.47738e-06,1.41697,93.7905391346,1.00558,0.014091,7216.8514363,94.8563632657,116.75,-80.2693,1,-85.0314927495,-85.0314927495,-166.415,1.06621,-85.0314927495,67.1761,0.0553872,100,0.01,100,7216.8514363,0.00360158
0.2,0.782234,1.32628e-06,1.41925,98.5248881809,1.00429,0.0141319,3771.16921627,98.7039967865,105.76,-73.8189,1,-75.1425215301,-75.1425215301,-157.868,1.01497,-75.1425215301,54.8244,0.0133767,100,0.01,100,3771.16921627,0.00778897
0.2,0.890905,9.39761e-07,1.40308,98.8355732319,0.987674,0.0142059,6075.82224177,99.0782171473,115.13,-81.9336,1,-82.9931105392,-82.9931105392,-165.85,1.01178,-82.9931105392,74.2072,0.00916736,100,0.01,100,6075.82224177,0.00902024
0.2,0.454101,1.99053e-06,1.23094,97.7023785218,1.01648,0.0121098,6076.05913647,98.0674737895,114.29,-80.2184,1,-82.4368201667,-82.4368201667,-164.621,1.02352,-82.4368201667,71.826,0.020567,100,0.01,100,6076.05913647,0.00446736
0.2,0.309539,3.93497e-06,1.20692,97.0546600967,0.980757,0.012306,2610.31314378,96.2504483932,99.26,-67.5601,1,-70.1568435484,-70.1568435484,-152.245,1.03035,-70.1568435484,34.5021,0.0378499,100,0.01,100,2610.31314378,0.00315613
0.2,0.873996,1.64582e-07,1.06653,99.8111839678,1.00496,0.0106127,2569.03446336,99.8373175363,101.42,-71.3752,1,-71.5300146982,-71.5300146982,-154.881,1.00189,-71.5300146982,49.5613,0.00166217,100,0.01,100,2569.03446336,0.00869684
0.2,0.823548,9.45532e-06,3.38205,95.8739803413,1.02898,0.032868,9393.01034457,91.4404629975,125.12,-88.3965,1,-91.9637109345,-91.9637109345,-173.601,1.04304,-91.9637109345,87.2103,0.100113,100,0.01,100,9393.01034457,0.00800354
0.2,0.906017,1.18571e-06,1.3714,99.0206542491,1.0053,0.0136417,2585.31482227,98.839768986,101.94,-71.3631,1,-72.2190081832,-72.2190081832,-155.202,1.00989,-72.2190081832,46.4103,0.0119832,100,0.01,100,2585.31482227,0.00901239
0.2,0.922565,5.56842e-07,1.32317,99.3446428956,1.00526,0.0131625,3778.8466224,99.4517604845,105.52,-74.7703,1,-75.348290586,-75.348290586,-158.472,1.0066,-75.348290586,58.702,0.00562712,100,0.01,100,3778.8466224,0.00917741
0.2,0.678571,1.14601e-06,1.11799,98.8996968263,1.00597,0.0111136,2576.77515517,98.8781760493,102.6,-71.2696,1,-72.1900829691,-72.1900829691,-155.161,1.01113,-72.1900829691,43.4351,0.0115973,100,0.01,100,2576.77515517,0.00674545
0.2,0.415136,5.28668e-06,1.47583,95.0079694221,1.0062,0.0146674,6078.34120255,95.0265070691,113.71,-77.9643,1,-82.2460974738,-82.2460974738,-163.556,1.05254,-82.2460974738,60.4593,0.0535241,100,0.01,100,6078.34120255,0.00412578
0.2,0.332022,2.17887e-06,1.41491,97.4582074241,1.0129,0.0139689,3809.98934839,97.8884924857,100.48,-68.4581,1,-71.4597910826,-71.4597910826,-152.967,1.02608,-71.4597910826,47.858,0.0223543,100,0.01,100,3809.98934839,0.00327794
0.2,0.791841,9.63814e-07,1.48541,98.9719368589,1.00062,0.0148449,5001.6278678,99.0548538214,107.07,-75.8206,1,-76.7966527569,-76.7966527569,-159.681,1.01039,-76.7966527569,66.0307,0.00965015,100,0.01,100,5001.6278678,0.00791349
0.2,0.335318,4.90427e-06,1.37753,95.5651984702,0.995821,0.0138331,7092.71126623,95.3695837537,122.62,-85.3444,1,-89.0121076742,-89.0121076742,-170.686,1.04641,-89.0121076742,72.2639,0.0486337,100,0.01,100,7092.71126623,0.00336726
0.2,0.933152,6.05523e-07,1.26874,99.4432506245,1.0052,0.0126218,3784.98880905,99.4040989923,104.28,-73.3927,1,-73.8758592139,-73.8758592139,-157.054,1.0056,-73.8758592139,59.1711,0.00611833,100,0.01,100,3784.98880905,0.00928328
0.2,0.919766,1.4873e-06,1.66083,99.30912472,1.00707,0.0164917,1379.11195674,98.5489529966,99.91,-69.0126,1,-69.4648522052,-69.4648522052,-152.729,1.00696,-69.4648522052,34.1548,0.0150841,100,0.01,100,1379.11195674,0.00913308
0.2,0.656071,2.14656e-06,1.25629,97.5969822985,1.00391,0.012514,4987.14851426,97.9191179377,106.98,-75.1205,1,-77.0919889714,-77.0919889714,-159.57,1.02462,-77.0919889714,61.4936,0.0216337,100,0.01,100,4987.14851426,0.00653519
0.2,0.878678,6.50364e-07,1.24627,99.1856441433,0.990177,0.0125863,3799.80633229,99.3602587259,105.26,-73.9207,1,-74.6466831174,-74.6466831174,-157.691,1.00821,-74.6466831174,57.7086,0.00637649,100,0.01,100,3799.80633229,0.00887395
0.2,0.441442,3.27314e-06,1.28125,96.6411567712,0.993466,0.0128968,2592.75482986,96.8613243038,99.66,-67.1807,1,-70.3624855533,-70.3624855533,-152.045,1.03476,-70.3624855533,31.7638,0.032305,100,0.01,100,2592.75482986,0.00444346
0.2,0.347315,7.0622e-06,1.41883,93.0092040062,0.995774,0.0142486,6089.40045247,93.465330419,113.34,-75.7001,1,-82.0763045618,-82.0763045618,-162.207,1.07516,-82.0763045618,52.6215,0.0700264,100,0.01,100,6089.40045247,0.00348789
0.2,0.772073,5.42583e-07,1.50439,99.5695484074,1.00281,0.0150017,6087.54064578,99.4657101272,114.69,-82.5785,1,-82.9347712246,-82.9347712246,-166.186,1.00432,-82.9347712246,75.7948,0.00545639,100,0.01,100,6087.54064578,0.00769909
0.2,0.174318,7.48632e-06,1.43877,90.6170707033,1.05405,0.0136499,11490.2904638,93.0999418849,132.22,-91.6805,1,-98.6313978806,-98.6313978806,-179.322,1.10354,-98.6313978806,93.9307,0.0831745,100,0.01,100,11490.2904638,0.00165379
0.2,0.457014,2.2539e-06,1.20631,97.0878757513,1.01224,0.0119172,8301.79159433,97.8173321247,122.49,-87.3593,1,-89.9610623902,-89.9610623902,-172.03,1.02999,-89.9610623902,84.7599,0.023094,100,0.01,100,8301.79159433,0.00451488
0.2,0.318255,8.61539e-06,1.38887,93.1354551904,0.971132,0.0143016,9357.21382448,92.1410884533,125.85,-85.722,1,-92.6882156006,-92.6882156006,-172.17,1.0737,-92.6882156006,80.7018,0.0812515,100,0.01,100,9357.21382448,0.00327716
0.2,0.899793,8.41501e-07,1.3975,99.1337182424,0.998481,0.0139962,2551.48874278,99.1737613618,102.07,-71.1309,1,-71.9006723507,-71.9006723507,-154.923,1.00874,-71.9006723507,46.0108,0.00838947,100,0.01,100,2551.48874278,0.00901161
0.2,0.413499,2.21606e-06,1.20228,98.5137920469,0.98297,0.0122311,4952.27110492,97.8531922952,109.89,-77.1788,1,-78.735201388,-78.735201388,-161.234,1.01509,-78.735201388,65.2633,0.0214122,100,0.01,100,4952.27110492,0.00420663
0.2,0.979964,3.44183e-08,1.06706,99.9573889228,0.999925,0.0106714,1364.89057557,99.9659485427,98.4,-68.7638,1,-68.7998190996,-68.7998190996,-152.175,1.00043,-68.7998190996,36.2384,0.000344131,100,0.01,100,1364.89057557,0.00980037
0.2,0.356718,3.68186e-06,1.38975,96.503908079,1.00736,0.013796,4953.75398709,96.4831417409,109.71,-75.825,1,-78.8046163099,-78.8046163099,-160.75,1.03623,-78.8046163099,58.6924,0.0373623,100,0.01,100,4953.75398709,0.00354113
0.2,0.562526,2.37838e-06,1.18851,98.1021509922,0.978578,0.0121453,4972.16224479,97.6995663034,108.54,-76.4307,1,-78.0200140296,-78.0200140296,-160.661,1.01935,-78.0200140296,64.8956,0.0227757,100,0.01,100,4972.16224479,0.00574841
0.2,0.448769,3.67099e-06,1.28208,97.0677661637,0.969293,0.0132269,2589.76400326,96.4931729586,101.94,-69.6712,1,-72.0267367451,-72.0267367451,-154.35,1.03021,-72.0267367451,37.3328,0.0344901,100,0.01,100,2589.76400326,0.00462985
0.2,0.557238,1.24287e-06,1.16321,98.9416907919,0.997756,0.0116582,2567.07633722,98.7845108758,104.07,-72.5168,1,-73.4637002365,-73.4637002365,-156.389,1.0107,-73.4637002365,44.1464,0.0123729,100,0.01,100,2567.07633722,0.00558491
0.2,0.381684,4.63575e-06,1.87647,97.2171239469,0.985361,0.0190434,4966.07220151,95.6120055259,107.56,-74.6121,1,-76.9225202934,-76.9225202934,-159.226,1.02863,-76.9225202934,59.4494,0.0450102,100,0.01,100,4966.07220151,0.00387354
0.2,0.794656,3.47359e-07,1.09027,99.476151586,1.00376,0.0108619,7301.58589131,99.6573012875,116.53,-84.2843,1,-84.755399086,-84.755399086,-167.939,1.00527,-84.755399086,83.657,0.00349979,100,0.01,100,7301.58589131,0.00791676
0.2,0.903479,1.05801e-06,1.4271,98.7681601972,1.00353,0.0142207,4979.24650495,98.963387365,108.14,-76.4899,1,-77.630981698,-77.630981698,-160.437,1.01247,-77.630981698,65.3681,0.010655,100,0.01,100,4979.24650495,0.009003
0.2,0.933007,6.44956e-07,1.39036,99.4883859167,0.999414,0.0139117,2602.31999565,99.3655498131,98.6,-69.0704,1,-69.5197985673,-69.5197985673,-152.713,1.00514,-69.5197985673,47.9262,0.00644201,100,0.01,100,2602.31999565,0.00933554
0.2,0.927619,8.0745e-07,1.59392,99.41177335,1.00501,0.0158598,3767.0433189,99.2069509064,106.52,-75.1136,1,-75.6416831599,-75.6416831599,-158.788,1.00592,-75.6416831599,57.9384,0.00815556,100,0.01,100,3767.0433189,0.00922997
0.2,0.569562,3.25779e-06,1.33822,97.0858868902,0.993517,0.0134695,4929.62015405,96.8755789216,110.37,-76.5929,1,-79.0603739978,-79.0603739978,-161.264,1.03002,-79.0603739978,61.2714,0.0321568,100,0.01,100,4929.62015405,0.00573279
0.2,0.86442,4.23806e-07,1.29681,99.3476313442,0.990627,0.0130908,3816.09613393,99.5821821448,104.43,-73.9868,1,-74.5402439451,-74.5402439451,-157.689,1.00657,-74.5402439451,58.5863,0.00415899,100,0.01,100,3816.09613393,0.00872599
0.2,0.560895,2.78669e-06,1.62821,97.4997451685,1.00076,0.0162697,8286.04065571,97.3152171312,123.06,-87.7792,1,-90.0111654216,-90.0111654216,-172.271,1.02564,-90.0111654216,85.5626,0.0279094,100,0.01,100,8286.04065571,0.00560467
0.2,0.567096,6.78103e-07,1.1737,99.1777052193,0.998643,0.0117529,1370.31723624,99.3331629416,96.8,-66.3521,1,-67.0605056033,-67.0605056033,-150.124,1.00829,-67.0605056033,29.5013,0.00676263,100,0.01,100,1370.31723624,0.00567866
0.2,0.902716,5.9577e-07,1.25772,99.394729025,0.996145,0.0126258,2580.22886197,99.4136549031,103.11,-71.4937,1,-72.0265412012,-72.0265412012,-155.176,1.00609,-72.0265412012,47.7592,0.00591186,100,0.01,100,2580.22886197,0.00906209
