AvgEpLen,MinNormIw,MaxVanillaIw,J,VanillaAvgRet,VarDiscRet,VarNormIw,eRenyi2,AvgNormIw,VarRet,AvgRet,ESSRenyi,VarVanillaIw,MinVanillaIw,MaxNormIw,VarJ,Delta,Bound,EpsThisIter,IterType,AvgVanillaIw,BatchSize,AvgDiscRet,ESSClassic
500.0,0.01,1.0,4999.677,4999.67674816871,0.08543337999612895,3.5044917e-18,1.0,0.009999998,0.08543337999612895,4999.67674816871,500.0,,1.0,0.01,0.2908287,0.85,4789.635,100,2,1.0,500,4999.67674816871,100.0
500.0,0.005,1.0,4999.6826,4999.689063342277,0.08912686193198834,2.179301e-19,1.0,0.0049999994,0.08912686193198834,4999.689063342277,500.0,,1.0,0.005,0.2940268,0.85,4851.1606,100,2,1.0,500,4999.689063342277,200.00000010221265
500.0,0.0033333334,1.0,4999.6943,4999.717976393119,0.07008453053546473,5.4391416e-20,1.0,0.0033333336,0.07008453053546473,4999.717976393119,500.0,,1.0,0.0033333334,0.28466243,0.85,4878.427,100,2,1.0,500,4999.717976393119,299.999969473632
500.0,0.0025,1.0,4999.689,4999.67093870144,0.08416905025598677,5.434597e-20,1.0,0.0024999997,0.08416905025598677,4999.67093870144,500.0,,1.0,0.0025,0.28584853,0.85,4894.668,100,2,1.0,500,4999.67093870144,400.0
500.0,0.0019995512,1.0002074,4999.702,4999.752215419483,0.06262220081301613,2.063569e-14,1.0,0.002,0.06262220081301613,4999.752215419483,500.0,5.1591256e-09,0.99978185,0.0020004022,0.28001025,0.85,4905.7686,100,1,1.0000063,500,4999.752215419483,499.9998958225654
500.0,0.01,1.0,4999.7,4999.70040318193,0.07839528120546106,3.5044917e-18,1.0,0.009999998,0.07839528120546106,4999.70040318193,500.0,,1.0,0.01,0.27857,0.85,4789.658,100,2,1.0,500,4999.70040318193,100.0
495.01,0.005,1.0,4974.717,4949.734050132277,249973.21151896447,2.179301e-19,1.0,0.0049999994,249973.21151896447,4949.734050132277,500.0,,1.0,0.005,352.64847,0.85,4826.195,100,2,1.0,500,4949.734050132277,200.00000010221265
500.0,0.0033333334,1.0,4983.049,4999.711314822758,0.07146812891093743,5.4391416e-20,1.0,0.0033333336,0.07146812891093743,4999.711314822758,500.0,,1.0,0.0033333334,288.17728,0.85,4861.7812,100,2,1.0,500,4999.711314822758,299.999969473632
500.0,0.0025,1.0,4987.2207,4999.737461605317,0.061289113864647464,5.434597e-20,1.0,0.0024999997,0.061289113864647464,4999.737461605317,500.0,,1.0,0.0025,249.67346,0.85,4882.1997,100,2,1.0,500,4999.737461605317,400.0
500.0,0.0007008451,1.6237525,4992.9316,4999.683773146505,0.07473273648327493,1.2362727e-07,1.0328475,0.002,0.07473273648327493,4999.683773146505,484.0985610480332,0.030933987,0.35057655,0.0032460785,151.68785,0.85,4897.468,100,1,1.0004394,500,4999.683773146505,485.0390046288292
500.0,0.01,1.0,4999.7056,4999.705775702043,0.07032752423362659,3.5044917e-18,1.0,0.009999998,0.07032752423362659,4999.705775702043,500.0,,1.0,0.01,0.26385623,0.85,4789.6636,100,2,1.0,500,4999.705775702043,100.0
500.0,0.005,1.0,4999.685,4999.664918037316,0.09283336491812443,2.179301e-19,1.0,0.0049999994,0.09283336491812443,4999.664918037316,500.0,,1.0,0.005,0.2848992,0.85,4851.163,100,2,1.0,500,4999.664918037316,200.00000010221265
500.0,0.0033333334,1.0,4999.6934,4999.708675727435,0.07743755955687387,5.4391416e-20,1.0,0.0033333336,0.07743755955687387,4999.708675727435,500.0,,1.0,0.0033333334,0.28246278,0.85,4878.426,100,2,1.0,500,4999.708675727435,299.999969473632
500.0,0.0025,1.0,4999.703,4999.734421780966,0.06423245329532527,5.434597e-20,1.0,0.0024999997,0.06423245329532527,4999.734421780966,500.0,,1.0,0.0025,0.27578348,0.85,4894.682,100,2,1.0,500,4999.734421780966,400.0
500.0,0.001997979,1.0004581,4999.6943,4999.654456473785,0.0796014822427471,1.5915828e-13,1.0,0.002,0.0796014822427471,4999.654456473785,500.0,3.979078e-08,0.99898905,0.002000917,0.2774576,0.85,4905.7607,100,1,0.99999964,500,4999.654456473785,499.9998963293127
500.0,0.01,1.0,4999.7114,4999.711456784088,0.08033816401633456,3.5044917e-18,1.0,0.009999998,0.08033816401633456,4999.711456784088,500.0,,1.0,0.01,0.28204146,0.85,4789.6694,100,2,1.0,500,4999.711456784088,100.0
500.0,0.005,1.0,4999.6963,4999.681609406677,0.08013682766002217,2.179301e-19,1.0,0.0049999994,0.08013682766002217,4999.681609406677,500.0,,1.0,0.005,0.28223777,0.85,4851.1743,100,2,1.0,500,4999.681609406677,200.00000010221265
500.0,0.0033333334,1.0,4999.6973,4999.699010575407,0.07326235382864756,5.4391416e-20,1.0,0.0033333336,0.07326235382864756,4999.699010575407,500.0,,1.0,0.0033333334,0.2780047,0.85,4878.4297,100,2,1.0,500,4999.699010575407,299.999969473632
500.0,0.0025,1.0,4999.6973,4999.697735751664,0.07753591507030097,5.434597e-20,1.0,0.0024999997,0.07753591507030097,4999.697735751664,500.0,,1.0,0.0025,0.27776718,0.85,4894.6763,100,2,1.0,500,4999.697735751664,400.0
500.0,0.0019983265,1.0003446,4999.696,4999.685719542919,0.0988907884720634,1.0975707e-13,1.0,0.002,0.0988907884720634,4999.685719542919,500.0,2.7439881e-08,0.999179,0.0020006578,0.2851527,0.85,4905.762,100,1,1.0000157,500,4999.685719542919,499.9999733568941
500.0,0.01,1.0,4999.6895,4999.689582267609,0.07886317271614167,3.5044917e-18,1.0,0.009999998,0.07886317271614167,4999.689582267609,500.0,,1.0,0.01,0.27943182,0.85,4789.6475,100,2,1.0,500,4999.689582267609,100.0
500.0,0.005,1.0,4999.7173,4999.745107331375,0.08280902592162633,2.179301e-19,1.0,0.0049999994,0.08280902592162633,4999.745107331375,500.0,,1.0,0.005,0.28426036,0.85,4851.1953,100,2,1.0,500,4999.745107331375,200.00000010221265
500.0,0.0033333334,1.0,4999.7173,4999.718090772485,0.0698796563871818,5.4391416e-20,1.0,0.0033333336,0.0698796563871818,4999.718090772485,500.0,,1.0,0.0033333334,0.2773635,0.85,4878.4497,100,2,1.0,500,4999.718090772485,299.999969473632
500.0,0.0025,1.0,4999.715,4999.70817225524,0.0869215585286185,5.434597e-20,1.0,0.0024999997,0.0869215585286185,4999.70817225524,500.0,,1.0,0.0025,0.28147718,0.85,4894.694,100,2,1.0,500,4999.70817225524,400.0
500.0,0.0019914343,1.0047457,4999.7295,4999.782356823481,0.055188543257976314,5.715779e-12,1.0000012,0.002,0.055188543257976314,4999.782356823481,499.9994039542628,1.4287905e-06,0.99566174,0.0020096032,0.27379814,0.85,4905.796,100,1,0.9999443,500,4999.782356823481,499.99927524079783
500.0,0.01,1.0,4999.683,4999.683379296208,0.0857892803045126,3.5044917e-18,1.0,0.009999998,0.0857892803045126,4999.683379296208,500.0,,1.0,0.01,0.29144624,0.85,4789.641,100,2,1.0,500,4999.683379296208,100.0
500.0,0.005,1.0,4999.699,4999.715980082487,0.06581589771392307,2.179301e-19,1.0,0.0049999994,0.06581589771392307,4999.715980082487,500.0,,1.0,0.005,0.27442682,0.85,4851.1772,100,2,1.0,500,4999.715980082487,200.00000010221265
500.0,0.0033333334,1.0,4999.712,4999.7353038608,0.05890352388824117,5.4391416e-20,1.0,0.0033333336,0.05890352388824117,4999.7353038608,500.0,,1.0,0.0033333334,0.26443863,0.85,4878.4443,100,2,1.0,500,4999.7353038608,299.999969473632
500.0,0.0025,1.0,4999.705,4999.6864021757565,0.07863725911481602,5.434597e-20,1.0,0.0024999997,0.07863725911481602,4999.6864021757565,500.0,,1.0,0.0025,0.26837796,0.85,4894.684,100,2,1.0,500,4999.6864021757565,400.0
500.0,0.0019848687,1.0054294,4999.705,4999.701015033015,0.08269127465919737,1.2356416e-11,1.000003,0.002,0.08269127465919737,4999.701015033015,499.9985098883215,3.0888048e-06,0.9923859,0.0020109569,0.27185488,0.85,4905.7715,100,1,0.99995124,500,4999.701015033015,499.9984952528638
500.0,0.01,1.0,4999.7046,4999.704782632874,0.07681415331256368,3.5044917e-18,1.0,0.009999998,0.07681415331256368,4999.704782632874,500.0,,1.0,0.01,0.27575094,0.85,4789.6626,100,2,1.0,500,4999.704782632874,100.0
500.0,0.005,1.0,4999.704,4999.704021523768,0.06840544416432724,2.179301e-19,1.0,0.0049999994,0.06840544416432724,4999.704021523768,500.0,,1.0,0.005,0.26810136,0.85,4851.182,100,2,1.0,500,4999.704021523768,200.00000010221265
500.0,0.0033333334,1.0,4999.705,4999.707084837306,0.07103984339648824,5.4391416e-20,1.0,0.0033333336,0.07103984339648824,4999.707084837306,500.0,,1.0,0.0033333334,0.2671383,0.85,4878.4375,100,2,1.0,500,4999.707084837306,299.999969473632
500.0,0.0025,1.0,4999.711,4999.727332259431,0.0841889528282617,5.434597e-20,1.0,0.0024999997,0.0841889528282617,4999.727332259431,500.0,,1.0,0.0025,0.27285638,0.85,4894.69,100,2,1.0,500,4999.727332259431,400.0
500.0,0.002,1.0,4999.715,4999.726855000945,0.07942457799701566,5.431875e-20,1.0,0.0020000003,0.07942457799701566,4999.726855000945,500.0,,1.0,0.002,0.27445418,0.85,4905.7812,100,1,1.0,500,4999.726855000945,500.00000664260017
500.0,0.01,1.0,4999.6904,4999.690499656144,0.07215324823833424,3.5044917e-18,1.0,0.009999998,0.07215324823833424,4999.690499656144,500.0,,1.0,0.01,0.26728857,0.85,4789.6484,100,2,1.0,500,4999.690499656144,100.0
500.0,0.005,1.0,4999.7134,4999.736074549144,0.07558569273286371,2.179301e-19,1.0,0.0049999994,0.07558569273286371,4999.736074549144,500.0,,1.0,0.005,0.27138498,0.85,4851.1914,100,2,1.0,500,4999.736074549144,200.00000010221265
500.0,0.0033333334,1.0,4999.726,4999.750527009578,0.06600811846907778,5.4391416e-20,1.0,0.0033333336,0.06600811846907778,4999.750527009578,500.0,,1.0,0.0033333334,0.26681873,0.85,4878.4585,100,2,1.0,500,4999.750527009578,299.999969473632
500.0,0.0025,1.0,4999.7227,4999.713403232349,0.07138525927527598,5.434597e-20,1.0,0.0024999997,0.07138525927527598,4999.713403232349,500.0,,1.0,0.0025,0.26663148,0.85,4894.7017,100,2,1.0,500,4999.713403232349,400.0
500.0,0.001963154,1.0116262,4999.7153,4999.681486217591,0.07824282913016171,5.888767e-11,1.000014,0.002,0.07824282913016171,4999.681486217591,499.9930263538261,1.4714374e-05,0.9813262,0.0020237695,0.26919717,0.85,4905.7812,100,1,0.99974453,500,4999.681486217591,499.9926471236074
500.0,0.01,1.0,4999.696,4999.695804718267,0.08894193248227845,3.5044917e-18,1.0,0.009999998,0.08894193248227845,4999.695804718267,500.0,,1.0,0.01,0.296725,0.85,4789.654,100,2,1.0,500,4999.695804718267,100.0
500.0,0.005,1.0,4999.701,4999.7058795905195,0.07940737963512676,2.179301e-19,1.0,0.0049999994,0.07940737963512676,4999.7058795905195,500.0,,1.0,0.005,0.28871632,0.85,4851.179,100,2,1.0,500,4999.7058795905195,200.00000010221265
500.0,0.0033333334,1.0,4999.7,4999.697628131005,0.08359084595145916,5.4391416e-20,1.0,0.0033333336,0.08359084595145916,4999.697628131005,500.0,,1.0,0.0033333334,0.28837398,0.85,4878.4326,100,2,1.0,500,4999.697628131005,299.999969473632
500.0,0.0025,1.0,4999.711,4999.743784813719,0.07056575743932941,5.434597e-20,1.0,0.0024999997,0.07056575743932941,4999.743784813719,500.0,,1.0,0.0025,0.28319603,0.85,4894.69,100,2,1.0,500,4999.743784813719,400.0
495.01,0.0011418031,1.5883751,4992.194,4949.720937423278,249971.8878730717,9.110908e-08,1.0243546,0.002,249971.8878730717,4949.720937423278,488.1122330051441,0.022542147,0.56794727,0.0031932746,167.8902,0.85,4897.123,100,1,0.99482524,500,4949.720937423278,488.8867500366349
500.0,0.01,1.0,4999.721,4999.721425514801,0.0636550198766793,3.5044917e-18,1.0,0.009999998,0.0636550198766793,4999.721425514801,500.0,,1.0,0.01,0.25103292,0.85,4789.679,100,2,1.0,500,4999.721425514801,100.0
500.0,0.005,1.0,4999.71,4999.698456355678,0.07795876401860276,2.179301e-19,1.0,0.0049999994,0.07795876401860276,4999.698456355678,500.0,,1.0,0.005,0.26500744,0.85,4851.188,100,2,1.0,500,4999.698456355678,200.00000010221265
500.0,0.0033333334,1.0,4999.724,4999.752879251447,0.07973728580794888,5.4391416e-20,1.0,0.0033333336,0.07973728580794888,4999.752879251447,500.0,,1.0,0.0033333334,0.27118406,0.85,4878.4565,100,2,1.0,500,4999.752879251447,299.999969473632
500.0,0.0025,1.0,4999.7163,4999.693795186646,0.08510507484778947,5.434597e-20,1.0,0.0024999997,0.08510507484778947,4999.693795186646,500.0,,1.0,0.0025,0.2763934,0.85,4894.6953,100,2,1.0,500,4999.693795186646,400.0
500.0,0.002,1.0,4999.7134,4999.696609245877,0.0856339546490318,5.431875e-20,1.0,0.0020000003,0.0856339546490318,4999.696609245877,500.0,,1.0,0.002,0.27952647,0.85,4905.78,100,1,1.0,500,4999.696609245877,500.00000664260017
500.0,0.01,1.0,4999.758,4999.7581035799485,0.05586886231524111,3.5044917e-18,1.0,0.009999998,0.05586886231524111,4999.7581035799485,500.0,,1.0,0.01,0.23520981,0.85,4789.716,100,2,1.0,500,4999.7581035799485,100.0
500.0,0.005,1.0,4999.7227,4999.68709177362,0.0880953418901947,2.179301e-19,1.0,0.0049999994,0.0880953418901947,4999.68709177362,500.0,,1.0,0.005,0.26931024,0.85,4851.2007,100,2,1.0,500,4999.68709177362,200.00000010221265
500.0,0.0033333334,1.0,4999.7173,4999.705771670297,0.07044708811624412,5.4391416e-20,1.0,0.0033333336,0.07044708811624412,4999.705771670297,500.0,,1.0,0.0033333334,0.26768965,0.85,4878.4497,100,2,1.0,500,4999.705771670297,299.999969473632
500.0,0.0025,1.0,4999.7197,4999.726302951522,0.07339017709759577,5.434597e-20,1.0,0.0024999997,0.07339017709759577,4999.726302951522,500.0,,1.0,0.0025,0.26817796,0.85,4894.6987,100,2,1.0,500,4999.726302951522,400.0
500.0,0.002,1.0,4999.7153,4999.697962927527,0.07760969093914814,5.431875e-20,1.0,0.0020000003,0.07760969093914814,4999.697962927527,500.0,,1.0,0.002,0.27013722,0.85,4905.7817,100,1,1.0,500,4999.697962927527,500.00000664260017
500.0,0.01,1.0,4999.7046,4999.704748368573,0.0823193884180405,3.5044917e-18,1.0,0.009999998,0.0823193884180405,4999.704748368573,500.0,,1.0,0.01,0.28547597,0.85,4789.6626,100,2,1.0,500,4999.704748368573,100.0
500.0,0.005,1.0,4999.7217,4999.738784507689,0.074028950615192,2.179301e-19,1.0,0.0049999994,0.074028950615192,4999.738784507689,500.0,,1.0,0.005,0.27871686,0.85,4851.1997,100,2,1.0,500,4999.738784507689,200.00000010221265
500.0,0.0033333334,1.0,4999.725,4999.732076951594,0.07852067257701431,5.4391416e-20,1.0,0.0033333336,0.07852067257701431,4999.732076951594,500.0,,1.0,0.0033333334,0.27879,0.85,4878.4575,100,2,1.0,500,4999.732076951594,299.999969473632
500.0,0.0025,1.0,4999.736,4999.76823799233,0.06199322838941861,5.434597e-20,1.0,0.0024999997,0.06199322838941861,4999.76823799233,500.0,,1.0,0.0025,0.27199757,0.85,4894.715,100,2,1.0,500,4999.76823799233,400.0
500.0,0.0019919567,1.0037744,4999.7227,4999.665613364281,0.08566207496633113,4.1444114e-12,1.0000007,0.002,0.08566207496633113,4999.665613364281,499.99964237238714,1.0360653e-06,0.9959577,0.0020075904,0.27725157,0.85,4905.789,100,1,0.99997926,500,4999.665613364281,499.9994705949961
500.0,0.01,1.0,4999.7427,4999.7432693447045,0.07446115982632331,3.5044917e-18,1.0,0.009999998,0.07446115982632331,4999.7432693447045,500.0,,1.0,0.01,0.2715196,0.85,4789.7007,100,2,1.0,500,4999.7432693447045,100.0
500.0,0.005,1.0,4999.715,4999.687309312912,0.07549974283742783,2.179301e-19,1.0,0.0049999994,0.07549974283742783,4999.687309312912,500.0,,1.0,0.005,0.27388698,0.85,4851.193,100,2,1.0,500,4999.687309312912,200.00000010221265
500.0,0.0033333334,1.0,4999.723,4999.738113352693,0.08059563536353616,5.4391416e-20,1.0,0.0033333336,0.08059563536353616,4999.738113352693,500.0,,1.0,0.0033333334,0.2769918,0.85,4878.4556,100,2,1.0,500,4999.738113352693,299.999969473632
500.0,0.0025,1.0,4999.712,4999.677824999988,0.08144860413309835,5.434597e-20,1.0,0.0024999997,0.08144860413309835,4999.677824999988,500.0,,1.0,0.0025,0.27943033,0.85,4894.691,100,2,1.0,500,4999.677824999988,400.0
500.0,0.001988109,1.0049076,4999.7075,4999.687052595676,0.06848381844703358,1.2337295e-11,1.0000027,0.002,0.06848381844703358,4999.687052595676,499.99862909692894,3.0846236e-06,0.99410313,0.0020097168,0.275717,0.85,4905.774,100,1,1.000049,500,4999.687052595676,499.9984597762603
500.0,0.01,1.0,4999.67,4999.669590313849,0.0858413353167159,3.5044917e-18,1.0,0.009999998,0.0858413353167159,4999.669590313849,500.0,,1.0,0.01,0.29153416,0.85,4789.628,100,2,1.0,500,4999.669590313849,100.0
500.0,0.005,1.0,4999.691,4999.712272112086,0.10906542896755791,2.179301e-19,1.0,0.0049999994,0.10906542896755791,4999.712272112086,500.0,,1.0,0.005,0.3113336,0.85,4851.169,100,2,1.0,500,4999.712272112086,200.00000010221265
500.0,0.0033333334,1.0,4999.6934,4999.697398752413,0.06016212687263197,5.4391416e-20,1.0,0.0033333336,0.06016212687263197,4999.697398752413,500.0,,1.0,0.0033333334,0.2906633,0.85,4878.426,100,2,1.0,500,4999.697398752413,299.999969473632
500.0,0.0025,1.0,4999.6797,4999.638226133302,0.11970073281580759,5.434597e-20,1.0,0.0024999997,0.11970073281580759,4999.638226133302,500.0,,1.0,0.0025,0.30586424,0.85,4894.6587,100,2,1.0,500,4999.638226133302,400.0
500.0,0.002,1.0,4999.6865,4999.711509254165,0.06341091936317222,5.431875e-20,1.0,0.0020000003,0.06341091936317222,4999.711509254165,500.0,,1.0,0.002,0.2959102,0.85,4905.753,100,1,1.0,500,4999.711509254165,500.00000664260017
