AvgEpLen,MinNormIw,MaxVanillaIw,J,VanillaAvgRet,VarDiscRet,VarNormIw,eRenyi2,AvgNormIw,VarRet,AvgRet,ESSRenyi,VarVanillaIw,MinVanillaIw,MaxNormIw,VarJ,Delta,Bound,EpsThisIter,IterType,AvgVanillaIw,BatchSize,AvgDiscRet,ESSClassic
500.0,0.0033333334,1.0,4999.729,4999.745456099394,0.056974727950270906,5.4391416e-20,1.0,0.0033333336,0.056974727950270906,4999.745456099394,500.0,,1.0,0.0033333334,0.24421889,0.85,4878.4614,100,2,1.0,500,4999.745456099394,299.999969473632
500.0,0.0025,1.0,4999.7183,4999.684832723592,0.10445851805986285,5.434597e-20,1.0,0.0024999997,0.10445851805986285,4999.684832723592,500.0,,1.0,0.0025,0.26635864,0.85,4894.6973,100,2,1.0,500,4999.684832723592,400.0
500.0,0.0019892135,1.0074042,4999.722,4999.734656141033,0.07400536523973393,1.4357486e-11,1.0000035,0.002,0.07400536523973393,4999.734656141033,499.9982714712772,3.589802e-06,0.99466527,0.0020146898,0.2670558,0.85,4905.7886,100,1,1.0000589,500,4999.734656141033,499.9981968959324
499.04,0.01,1.0,4989.944,4989.943809203138,5151.502586869287,3.5044917e-18,1.0,0.009999998,5151.502586869287,4989.943809203138,500.0,,1.0,0.01,71.41422,0.85,4779.902,100,2,1.0,500,4989.943809203138,100.0
500.0,0.005,1.0,4994.8296,4999.715599296164,0.09564488505059374,2.179301e-19,1.0,0.0049999994,0.09564488505059374,4999.715599296164,500.0,,1.0,0.005,50.73376,0.85,4846.3076,100,2,1.0,500,4999.715599296164,200.00000010221265
499.07,0.0033333334,1.0,4993.3228,4990.307207071063,8839.104538254976,5.4391416e-20,1.0,0.0033333336,8839.104538254976,4990.307207071063,500.0,,1.0,0.0033333334,68.098404,0.85,4872.055,100,2,1.0,500,4990.307207071063,299.999969473632
500.0,0.0025,1.0,4994.9175,4999.704427692598,0.08191009865124717,5.434597e-20,1.0,0.0024999997,0.08191009865124717,4999.704427692598,500.0,,1.0,0.0025,59.039837,0.85,4889.8965,100,2,1.0,500,4999.704427692598,400.0
500.0,0.000647651,1.180079,4998.29,4999.7079001812435,0.06754721568193142,6.455361e-08,1.0182059,0.002,0.06754721568193142,4999.7079001812435,491.05982323595975,0.016348843,0.32592994,0.002344919,19.398241,0.85,4903.5054,100,1,1.0064987,500,4999.7079001812435,492.07449649302816
500.0,0.01,1.0,4999.743,4999.743222584261,0.07115825255236519,3.5044917e-18,1.0,0.009999998,0.07115825255236519,4999.743222584261,500.0,,1.0,0.01,0.2654186,0.85,4789.701,100,2,1.0,500,4999.743222584261,100.0
500.0,0.005,1.0,4999.712,4999.681089364135,0.09275148692315933,2.179301e-19,1.0,0.0049999994,0.09275148692315933,4999.681089364135,500.0,,1.0,0.005,0.28652176,0.85,4851.19,100,2,1.0,500,4999.681089364135,200.00000010221265
500.0,0.0033333334,1.0,4999.712,4999.7099218212525,0.06552711737942848,5.4391416e-20,1.0,0.0033333336,0.06552711737942848,4999.7099218212525,500.0,,1.0,0.0033333334,0.27632558,0.85,4878.4443,100,2,1.0,500,4999.7099218212525,299.999969473632
500.0,0.0025,1.0,4999.704,4999.682936465349,0.07818038989105441,5.434597e-20,1.0,0.0024999997,0.07818038989105441,4999.682936465349,500.0,,1.0,0.0025,0.27707168,0.85,4894.683,100,2,1.0,500,4999.682936465349,400.0
500.0,0.0019818323,1.0043026,4999.7,4999.678394035237,0.09526374084492613,1.039529e-11,1.0000025,0.002,0.09526374084492613,4999.678394035237,499.9987483055932,2.5989427e-06,0.990938,0.0020085608,0.2832782,0.85,4905.7666,100,1,1.000022,500,4999.678394035237,499.99872941228284
500.0,0.01,1.0,4999.7256,4999.725256028124,0.060691185757344855,3.5044917e-18,1.0,0.009999998,0.060691185757344855,4999.725256028124,500.0,,1.0,0.01,0.24511983,0.85,4789.6836,100,2,1.0,500,4999.725256028124,100.0
500.0,0.005,1.0,4999.7183,4999.711509723068,0.08785023797631245,2.179301e-19,1.0,0.0049999994,0.08785023797631245,4999.711509723068,500.0,,1.0,0.005,0.27123713,0.85,4851.1963,100,2,1.0,500,4999.711509723068,200.00000010221265
500.0,0.0033333334,1.0,4999.708,4999.688094841202,0.076980004300105,5.4391416e-20,1.0,0.0033333336,0.076980004300105,4999.688094841202,500.0,,1.0,0.0033333334,0.2732292,0.85,4878.4404,100,2,1.0,500,4999.688094841202,299.999969473632
500.0,0.0025,1.0,4999.702,4999.684211458876,0.0897310055271875,5.434597e-20,1.0,0.0024999997,0.0897310055271875,4999.684211458876,500.0,,1.0,0.0025,0.27983582,0.85,4894.681,100,2,1.0,500,4999.684211458876,400.0
500.0,0.0019870868,1.0024964,4999.7095,4999.734540877083,0.14045237570544336,6.203435e-12,1.0000012,0.002,0.14045237570544336,4999.734540877083,499.9994039542628,1.5509544e-06,0.9935744,0.0020049303,0.3005676,0.85,4905.776,100,1,1.0000311,500,4999.734540877083,499.9991473909198
500.0,0.01,1.0,4999.6875,4999.687609073528,0.11440050925261737,3.5044917e-18,1.0,0.009999998,0.11440050925261737,4999.687609073528,500.0,,1.0,0.01,0.33653742,0.85,4789.6455,100,2,1.0,500,4999.687609073528,100.0
500.0,0.005,1.0,4999.6934,4999.6991046625635,0.07882766171210234,2.179301e-19,1.0,0.0049999994,0.07882766171210234,4999.6991046625635,500.0,,1.0,0.005,0.3093243,0.85,4851.1714,100,2,1.0,500,4999.6991046625635,200.00000010221265
497.59,0.0033333334,1.0,4991.631,4975.5051301944195,58655.655608414876,5.4391416e-20,1.0,0.0033333336,58655.655608414876,4975.5051301944195,500.0,,1.0,0.0033333334,139.59386,0.85,4870.3633,100,2,1.0,500,4975.5051301944195,299.999969473632
500.0,0.0025,1.0,4993.6465,4999.695137603814,0.09158036349998315,5.434597e-20,1.0,0.0024999997,0.09158036349998315,4999.695137603814,500.0,,1.0,0.0025,120.94234,0.85,4888.6255,100,2,1.0,500,4999.695137603814,400.0
500.0,0.00068383635,1.2178428,4998.0503,4999.699487544235,0.06713313778933021,8.888402e-08,1.0224661,0.002,0.06713313778933021,4999.699487544235,489.0137852485004,0.021966405,0.33995372,0.0024497604,37.046707,0.85,4903.0674,100,1,0.99425465,500,4999.699487544235,489.1522740258598
500.0,0.01,1.0,4999.7305,4999.73039236028,0.08017661768817198,3.5044917e-18,1.0,0.009999998,0.08017661768817198,4999.73039236028,500.0,,1.0,0.01,0.28172198,0.85,4789.6885,100,2,1.0,500,4999.73039236028,100.0
500.0,0.005,1.0,4999.7334,4999.7368607126755,0.0757866766178649,2.179301e-19,1.0,0.0049999994,0.0757866766178649,4999.7368607126755,500.0,,1.0,0.005,0.27787217,0.85,4851.2114,100,2,1.0,500,4999.7368607126755,200.00000010221265
500.0,0.0033333334,1.0,4999.7334,4999.732153699175,0.06658850557896162,5.4391416e-20,1.0,0.0033333336,0.06658850557896162,4999.732153699175,500.0,,1.0,0.0033333334,0.27101773,0.85,4878.466,100,2,1.0,500,4999.732153699175,299.999969473632
500.0,0.0025,1.0,4999.7363,4999.745647432338,0.06572470004632612,5.434597e-20,1.0,0.0024999997,0.06572470004632612,4999.745647432338,500.0,,1.0,0.0025,0.2671789,0.85,4894.7153,100,2,1.0,500,4999.745647432338,400.0
500.0,0.002,1.0,4999.7363,4999.734484841259,0.10282606807161365,5.431875e-20,1.0,0.0020000003,0.10282606807161365,4999.734484841259,500.0,,1.0,0.002,0.2783294,0.85,4905.8027,100,1,1.0,500,4999.734484841259,500.00000664260017
500.0,0.01,1.0,4999.726,4999.72638590296,0.06314993113652279,3.5044917e-18,1.0,0.009999998,0.06314993113652279,4999.72638590296,500.0,,1.0,0.01,0.25003797,0.85,4789.684,100,2,1.0,500,4999.72638590296,100.0
500.0,0.005,1.0,4999.705,4999.6841332837885,0.1081543175748911,2.179301e-19,1.0,0.0049999994,0.1081543175748911,4999.6841332837885,500.0,,1.0,0.005,0.2919763,0.85,4851.183,100,2,1.0,500,4999.6841332837885,200.00000010221265
500.0,0.0033333334,1.0,4999.7065,4999.708329865443,0.09365266210347575,5.4391416e-20,1.0,0.0033333336,0.09365266210347575,4999.708329865443,500.0,,1.0,0.0033333334,0.29621008,0.85,4878.439,100,2,1.0,500,4999.708329865443,299.999969473632
500.0,0.0025,1.0,4999.709,4999.718255877521,0.07095190862652785,5.434597e-20,1.0,0.0024999997,0.07095190862652785,4999.718255877521,500.0,,1.0,0.0025,0.2887741,0.85,4894.688,100,2,1.0,500,4999.718255877521,400.0
500.0,0.002,1.0,4999.7065,4999.692298738642,0.08381620310686785,5.431875e-20,1.0,0.0020000003,0.08381620310686785,4999.692298738642,500.0,,1.0,0.002,0.28870845,0.85,4905.773,100,1,1.0,500,4999.692298738642,500.00000664260017
500.0,0.01,1.0,4999.7715,4999.7714895451445,0.056486922293662215,3.5044917e-18,1.0,0.009999998,0.056486922293662215,4999.7714895451445,500.0,,1.0,0.01,0.2364665,0.85,4789.7295,100,2,1.0,500,4999.7714895451445,100.0
500.0,0.005,1.0,4999.7563,4999.7415355191615,0.07392049819309134,2.179301e-19,1.0,0.0049999994,0.07392049819309134,4999.7415355191615,500.0,,1.0,0.005,0.2545061,0.85,4851.2344,100,2,1.0,500,4999.7415355191615,200.00000010221265
500.0,0.0033333334,1.0,4999.744,4999.719407940644,0.07100311924952314,5.4391416e-20,1.0,0.0033333336,0.07100311924952314,4999.719407940644,500.0,,1.0,0.0033333334,0.25869521,0.85,4878.4766,100,2,1.0,500,4999.719407940644,299.999969473632
500.0,0.0025,1.0,4999.739,4999.722841040935,0.07250960980488363,5.434597e-20,1.0,0.0024999997,0.07250960980488363,4999.722841040935,500.0,,1.0,0.0025,0.26119754,0.85,4894.718,100,2,1.0,500,4999.722841040935,400.0
500.0,0.002,1.0,4999.745,4999.765646322499,0.0632313955772598,5.431875e-20,1.0,0.0020000003,0.0632313955772598,4999.765646322499,500.0,,1.0,0.002,0.25926006,0.85,4905.8115,100,1,1.0,500,4999.765646322499,500.00000664260017
500.0,0.01,1.0,4999.692,4999.691460375196,0.09493544487695399,3.5044917e-18,1.0,0.009999998,0.09493544487695399,4999.691460375196,500.0,,1.0,0.01,0.30655763,0.85,4789.65,100,2,1.0,500,4999.691460375196,100.0
499.44,0.005,1.0,4996.8,4993.907876701532,2475.885886024517,2.179301e-19,1.0,0.0049999994,2475.885886024517,4993.907876701532,500.0,,1.0,0.005,35.127945,0.85,4848.278,100,2,1.0,500,4993.907876701532,200.00000010221265
500.0,0.0033333334,1.0,4997.7764,4999.728952091824,0.049951202703356894,5.4391416e-20,1.0,0.0033333336,0.049951202703356894,4999.728952091824,500.0,,1.0,0.0033333334,28.715359,0.85,4876.509,100,2,1.0,500,4999.728952091824,299.999969473632
500.0,0.0025,1.0,4998.2607,4999.715995126108,0.0688252235766259,5.434597e-20,1.0,0.0024999997,0.0688252235766259,4999.715995126108,500.0,,1.0,0.0025,24.882751,0.85,4893.2397,100,2,1.0,500,4999.715995126108,400.0
500.0,0.00089144736,1.0611452,4999.126,4999.714971097245,0.08788680835894237,1.7625286e-08,1.0045482,0.002,0.08788680835894237,4999.714971097245,497.7362001841514,0.0044254274,0.44668895,0.0021177041,10.326833,0.85,4904.979,100,1,1.0021657,500,4999.714971097245,497.8108193049592
500.0,0.01,1.0,4999.7446,4999.744510515493,0.06881930537813752,3.5044917e-18,1.0,0.009999998,0.06881930537813752,4999.744510515493,500.0,,1.0,0.01,0.2610126,0.85,4789.7026,100,2,1.0,500,4999.744510515493,100.0
500.0,0.005,1.0,4999.703,4999.662330421117,0.10003085415421084,2.179301e-19,1.0,0.0049999994,0.10003085415421084,4999.662330421117,500.0,,1.0,0.005,0.29200807,0.85,4851.181,100,2,1.0,500,4999.662330421117,200.00000010221265
500.0,0.0033333334,1.0,4999.717,4999.74120261582,0.06330267322316678,5.4391416e-20,1.0,0.0033333336,0.06330267322316678,4999.74120261582,500.0,,1.0,0.0033333334,0.2793793,0.85,4878.449,100,2,1.0,500,4999.74120261582,299.999969473632
500.0,0.0025,1.0,4999.7305,4999.774727566316,0.05931141065613269,5.434597e-20,1.0,0.0024999997,0.05931141065613269,4999.774727566316,500.0,,1.0,0.0025,0.27178153,0.85,4894.7095,100,2,1.0,500,4999.774727566316,400.0
500.0,0.002,1.0,4999.74,4999.776669256338,0.048007088636872926,5.431875e-20,1.0,0.0020000003,0.048007088636872926,4999.776669256338,500.0,,1.0,0.002,0.26255584,0.85,4905.8066,100,1,1.0,500,4999.776669256338,500.00000664260017
500.0,0.01,1.0,4999.7495,4999.749323487507,0.07736144668499814,3.5044917e-18,1.0,0.009999998,0.07736144668499814,4999.749323487507,500.0,,1.0,0.01,0.27672133,0.85,4789.7075,100,2,1.0,500,4999.749323487507,100.0
500.0,0.005,1.0,4999.7246,4999.6999712073475,0.070883031102298,2.179301e-19,1.0,0.0049999994,0.070883031102298,4999.6999712073475,500.0,,1.0,0.005,0.27200732,0.85,4851.2026,100,2,1.0,500,4999.6999712073475,200.00000010221265
495.01,0.0033333334,1.0,4983.059,4949.729408656396,249972.7450332084,5.4391416e-20,1.0,0.0033333336,249972.7450332084,4949.729408656396,500.0,,1.0,0.0033333334,288.17786,0.85,4861.7915,100,2,1.0,500,4949.729408656396,299.999969473632
500.0,0.0025,1.0,4987.2305,4999.743789431954,0.06248879167288962,5.434597e-20,1.0,0.0024999997,0.06248879167288962,4999.743789431954,500.0,,1.0,0.0025,249.67397,0.85,4882.2095,100,2,1.0,500,4999.743789431954,400.0
500.0,0.0016547051,1.4946089,4991.2866,4999.690624250725,0.09894154521597075,5.935147e-08,1.0145483,0.002,0.09894154521597075,4999.690624250725,492.8301581736197,0.014723286,0.8241518,0.0030008268,188.39862,0.85,4896.6724,100,1,0.99613136,500,4999.690624250725,492.7039511868334
500.0,0.01,1.0,4999.7554,4999.754895267808,0.06603443692371673,3.5044917e-18,1.0,0.009999998,0.06603443692371673,4999.754895267808,500.0,,1.0,0.01,0.25572428,0.85,4789.7134,100,2,1.0,500,4999.754895267808,100.0
494.57,0.005,1.0,4972.4897,4945.224436604959,251544.28370921197,2.179301e-19,1.0,0.0049999994,251544.28370921197,4945.224436604959,500.0,,1.0,0.005,353.91785,0.85,4823.968,100,2,1.0,500,4945.224436604959,200.00000010221265
500.0,0.0033333334,1.0,4981.559,4999.696474060826,0.09357781894090024,5.4391416e-20,1.0,0.0033333336,0.09357781894090024,4999.696474060826,500.0,,1.0,0.0033333334,289.25723,0.85,4860.2915,100,2,1.0,500,4999.696474060826,299.999969473632
500.0,0.0025,1.0,4986.1143,4999.78067491907,0.04780780746168148,5.434597e-20,1.0,0.0024999997,0.04780780746168148,4999.78067491907,500.0,,1.0,0.0025,250.62839,0.85,4881.0933,100,2,1.0,500,4999.78067491907,400.0
495.01,0.0007640076,1.8879186,4985.84,4949.699286944463,249969.70121136756,2.7930963e-07,1.0671364,0.002,249969.70121136756,4949.699286944463,468.5436620545904,0.06902345,0.37979835,0.003797763,216.74998,0.85,4888.804,100,1,0.99422663,500,4949.699286944463,467.42616732933857
500.0,0.01,1.0,4999.7407,4999.740556894967,0.059991557539933855,3.5044917e-18,1.0,0.009999998,0.059991557539933855,4999.740556894967,500.0,,1.0,0.01,0.24370447,0.85,4789.6987,100,2,1.0,500,4999.740556894967,100.0
500.0,0.005,1.0,4999.733,4999.725365218853,0.0835312150661873,2.179301e-19,1.0,0.0049999994,0.0835312150661873,4999.725365218853,500.0,,1.0,0.005,0.26664883,0.85,4851.211,100,2,1.0,500,4999.725365218853,200.00000010221265
500.0,0.0033333334,1.0,4999.7285,4999.718880537709,0.061945762172626075,5.4391416e-20,1.0,0.0033333336,0.061945762172626075,4999.718880537709,500.0,,1.0,0.0033333334,0.26055095,0.85,4878.461,100,2,1.0,500,4999.718880537709,299.999969473632
500.0,0.0025,1.0,4999.729,4999.7302576231605,0.06324336348026968,5.434597e-20,1.0,0.0024999997,0.06324336348026968,4999.7302576231605,500.0,,1.0,0.0025,0.25801122,0.85,4894.708,100,2,1.0,500,4999.7302576231605,400.0
500.0,0.002,1.0,4999.7236,4999.702849985654,0.09657084614502874,5.431875e-20,1.0,0.0020000003,0.09657084614502874,4999.702849985654,500.0,,1.0,0.002,0.26922968,0.85,4905.79,100,1,1.0,500,4999.702849985654,500.00000664260017
500.0,0.01,1.0,4999.7217,4999.721722730067,0.08342466734119894,3.5044917e-18,1.0,0.009999998,0.08342466734119894,4999.721722730067,500.0,,1.0,0.01,0.28740215,0.85,4789.6797,100,2,1.0,500,4999.721722730067,100.0
500.0,0.005,1.0,4999.7144,4999.707361442579,0.058685720004521894,2.179301e-19,1.0,0.0049999994,0.058685720004521894,4999.707361442579,500.0,,1.0,0.005,0.26532847,0.85,4851.1924,100,2,1.0,500,4999.707361442579,200.00000010221265
500.0,0.0033333334,1.0,4999.704,4999.683504756402,0.10204082839179258,5.4391416e-20,1.0,0.0033333336,0.10204082839179258,4999.683504756402,500.0,,1.0,0.0033333334,0.28428414,0.85,4878.4365,100,2,1.0,500,4999.683504756402,299.999969473632
500.0,0.0025,1.0,4999.7065,4999.713847214912,0.08201108081970232,5.434597e-20,1.0,0.0024999997,0.08201108081970232,4999.713847214912,500.0,,1.0,0.0025,0.2844793,0.85,4894.6855,100,2,1.0,500,4999.713847214912,400.0
500.0,0.0019960243,1.001209,4999.7017,4999.678653560011,0.07601349232563448,9.319172e-13,1.0000021,0.002,0.07601349232563448,4999.678653560011,499.9989271186962,2.3297721e-07,0.998007,0.0020024283,0.28262544,0.85,4905.768,100,1,0.9999949,500,4999.678653560011,499.9998270436249
500.0,0.01,1.0,4999.7393,4999.739270893213,0.07056994259290676,3.5044917e-18,1.0,0.009999998,0.07056994259290676,4999.739270893213,500.0,,1.0,0.01,0.26431298,0.85,4789.6973,100,2,1.0,500,4999.739270893213,100.0
500.0,0.005,1.0,4999.705,4999.67106907239,0.1043486203022272,2.179301e-19,1.0,0.0049999994,0.1043486203022272,4999.67106907239,500.0,,1.0,0.005,0.29621828,0.85,4851.183,100,2,1.0,500,4999.67106907239,200.00000010221265
500.0,0.0033333334,1.0,4999.7095,4999.719549047372,0.075594642564949,5.4391416e-20,1.0,0.0033333336,0.075594642564949,4999.719549047372,500.0,,1.0,0.0033333334,0.28894177,0.85,4878.442,100,2,1.0,500,4999.719549047372,299.999969473632
500.0,0.0025,1.0,4999.701,4999.674810373825,0.12534427578964613,5.434597e-20,1.0,0.0024999997,0.12534427578964613,4999.674810373825,500.0,,1.0,0.0025,0.3063807,0.85,4894.68,100,2,1.0,500,4999.674810373825,400.0
500.0,0.002,1.0,4999.7085,4999.7356557064995,0.05502639919350518,5.431875e-20,1.0,0.0020000003,0.05502639919350518,4999.7356557064995,500.0,,1.0,0.002,0.29356354,0.85,4905.775,100,1,1.0,500,4999.7356557064995,500.00000664260017
500.0,0.01,1.0,4999.679,4999.6788242578805,0.07616195615590196,3.5044917e-18,1.0,0.009999998,0.07616195615590196,4999.6788242578805,500.0,,1.0,0.01,0.27460027,0.85,4789.637,100,2,1.0,500,4999.6788242578805,100.0
500.0,0.005,1.0,4999.6704,4999.662250010905,0.10282722919521588,2.179301e-19,1.0,0.0049999994,0.10282722919521588,4999.662250010905,500.0,,1.0,0.005,0.29778066,0.85,4851.1484,100,2,1.0,500,4999.662250010905,200.00000010221265
495.01,0.0033333334,1.0,4983.012,4949.694319720618,249969.2137362191,5.4391416e-20,1.0,0.0033333336,249969.2137362191,4949.694319720618,500.0,,1.0,0.0033333334,288.17517,0.85,4861.7446,100,2,1.0,500,4949.694319720618,299.999969473632
495.01,0.0025,1.0,4974.702,4949.773688233843,249977.19818137216,5.434597e-20,1.0,0.0024999997,249977.19818137216,4949.773688233843,500.0,,1.0,0.0025,352.64743,0.85,4869.681,100,2,1.0,500,4949.773688233843,400.0
500.0,0.0001911727,2.013068,4988.2363,4999.717642144378,0.07910418075148083,3.5649194e-07,1.0845914,0.002,0.07910418075148083,4999.717642144378,461.00310698409754,0.0885221,0.09526357,0.0040397774,181.36931,0.85,4890.41,100,1,0.99662316,500,4999.717642144378,459.16014186059147
500.0,0.01,1.0,4999.7183,4999.718584932635,0.07724592207292848,3.5044917e-18,1.0,0.009999998,0.07724592207292848,4999.718584932635,500.0,,1.0,0.01,0.27656755,0.85,4789.6763,100,2,1.0,500,4999.718584932635,100.0
500.0,0.005,1.0,4999.704,4999.6899203101975,0.12619981599182553,2.179301e-19,1.0,0.0049999994,0.12619981599182553,4999.6899203101975,500.0,,1.0,0.005,0.31767952,0.85,4851.182,100,2,1.0,500,4999.6899203101975,200.00000010221265
500.0,0.0033333334,1.0,4999.709,4999.717704837404,0.07206218889692691,5.4391416e-20,1.0,0.0033333336,0.07206218889692691,4999.717704837404,500.0,,1.0,0.0033333334,0.3018297,0.85,4878.4414,100,2,1.0,500,4999.717704837404,299.999969473632
500.0,0.0025,1.0,4999.7207,4999.757379127476,0.06896968084552067,5.434597e-20,1.0,0.0024999997,0.06896968084552067,4999.757379127476,500.0,,1.0,0.0025,0.2929826,0.85,4894.6997,100,2,1.0,500,4999.757379127476,400.0
495.01,0.00041386002,1.5265435,4993.863,4949.699606649477,249969.75889985272,1.8235865e-07,1.0415312,0.002,249969.75889985272,4949.699606649477,480.06242877272365,0.044891752,0.20534,0.003076728,131.13994,0.85,4897.9985,100,1,0.9923162,500,4949.699606649477,478.2408026891034
495.01,0.01,1.0,4949.691,4949.69154386404,249968.94703285073,3.5044917e-18,1.0,0.009999998,249968.94703285073,4949.69154386404,500.0,,1.0,0.01,497.4628,0.85,4739.649,100,2,1.0,500,4949.69154386404,100.0
500.0,0.005,1.0,4974.7373,4999.78417643348,0.051890800179348405,2.179301e-19,1.0,0.0049999994,0.051890800179348405,4999.78417643348,500.0,,1.0,0.005,352.6499,0.85,4826.2153,100,2,1.0,500,4999.78417643348,200.00000010221265
500.0,0.0033333334,1.0,4983.062,4999.710288618262,0.08815629089590411,5.4391416e-20,1.0,0.0033333336,0.08815629089590411,4999.710288618262,500.0,,1.0,0.0033333334,288.17804,0.85,4861.7944,100,2,1.0,500,4999.710288618262,299.999969473632
500.0,0.0025,1.0,4987.2314,4999.741020291735,0.07937181177743713,5.434597e-20,1.0,0.0024999997,0.07937181177743713,4999.741020291735,500.0,,1.0,0.0025,249.67407,0.85,4882.2104,100,2,1.0,500,4999.741020291735,400.0
500.0,0.0004359002,1.8396996,4992.811,4999.668213553609,0.07909333525384789,1.4882784e-07,1.031235,0.002,0.07909333525384789,4999.668213553609,484.8555468702496,0.036478534,0.21580608,0.0037159538,154.59053,0.85,4897.422,100,1,0.9901628,500,4999.668213553609,482.0984582767999
500.0,0.01,1.0,4999.7324,4999.73230519567,0.06452873334038853,3.5044917e-18,1.0,0.009999998,0.06452873334038853,4999.73230519567,500.0,,1.0,0.01,0.25275952,0.85,4789.6904,100,2,1.0,500,4999.73230519567,100.0
500.0,0.005,1.0,4999.709,4999.684689082746,0.0955806245858114,2.179301e-19,1.0,0.0049999994,0.0955806245858114,4999.684689082746,500.0,,1.0,0.005,0.28252056,0.85,4851.187,100,2,1.0,500,4999.684689082746,200.00000010221265
500.0,0.0033333334,1.0,4999.7095,4999.711028392406,0.07161671545637255,5.4391416e-20,1.0,0.0033333336,0.07161671545637255,4999.711028392406,500.0,,1.0,0.0033333334,0.27721485,0.85,4878.442,100,2,1.0,500,4999.711028392406,299.999969473632
500.0,0.0025,1.0,4999.709,4999.709618716076,0.09772014551106224,5.434597e-20,1.0,0.0024999997,0.09772014551106224,4999.709618716076,500.0,,1.0,0.0025,0.2860429,0.85,4894.688,100,2,1.0,500,4999.709618716076,400.0
500.0,0.002,1.0,4999.711,4999.71644907185,0.06275376741092069,5.431875e-20,1.0,0.0020000003,0.06275376741092069,4999.71644907185,500.0,,1.0,0.002,0.27908695,0.85,4905.7773,100,1,1.0,500,4999.71644907185,500.00000664260017
500.0,0.01,1.0,4999.7305,4999.73083050583,0.06859437554567524,3.5044917e-18,1.0,0.009999998,0.06859437554567524,4999.73083050583,500.0,,1.0,0.01,0.2605931,0.85,4789.6885,100,2,1.0,500,4999.73083050583,100.0
500.0,0.005,1.0,4999.751,4999.77096564428,0.06697109506265846,2.179301e-19,1.0,0.0049999994,0.06697109506265846,4999.77096564428,500.0,,1.0,0.005,0.25981912,0.85,4851.229,100,2,1.0,500,4999.77096564428,200.00000010221265
500.0,0.0033333334,1.0,4999.75,4999.747873703725,0.05574144171742029,5.4391416e-20,1.0,0.0033333336,0.05574144171742029,4999.747873703725,500.0,,1.0,0.0033333334,0.25179818,0.85,4878.4824,100,2,1.0,500,4999.747873703725,299.999969473632
500.0,0.0025,1.0,4999.747,4999.738141135223,0.06012940761860188,5.434597e-20,1.0,0.0024999997,0.06012940761860188,4999.738141135223,500.0,,1.0,0.0025,0.2499175,0.85,4894.726,100,2,1.0,500,4999.738141135223,400.0
500.0,0.002,1.0,4999.7456,4999.737824674315,0.06914295762248442,5.431875e-20,1.0,0.0020000003,0.06914295762248442,4999.737824674315,500.0,,1.0,0.002,0.25233054,0.85,4905.812,100,1,1.0,500,4999.737824674315,500.00000664260017
500.0,0.01,1.0,4999.741,4999.741466907826,0.10641814971670058,3.5044917e-18,1.0,0.009999998,0.10641814971670058,4999.741466907826,500.0,,1.0,0.01,0.32457504,0.85,4789.699,100,2,1.0,500,4999.741466907826,100.0
500.0,0.005,1.0,4999.7295,4999.717782994049,0.09883624762274852,2.179301e-19,1.0,0.0049999994,0.09883624762274852,4999.717782994049,500.0,,1.0,0.005,0.31896323,0.85,4851.2075,100,2,1.0,500,4999.717782994049,200.00000010221265
500.0,0.0033333334,1.0,4999.723,4999.71020190413,0.06517441836399185,5.4391416e-20,1.0,0.0033333336,0.06517441836399185,4999.71020190413,500.0,,1.0,0.0033333334,0.29903185,0.85,4878.4556,100,2,1.0,500,4999.71020190413,299.999969473632
500.0,0.0025,1.0,4999.7266,4999.738300049883,0.07105840473554843,5.434597e-20,1.0,0.0024999997,0.07105840473554843,4999.738300049883,500.0,,1.0,0.0025,0.29102933,0.85,4894.7056,100,2,1.0,500,4999.738300049883,400.0
500.0,0.001999793,1.0000308,4999.721,4999.693952902073,0.07796766813316634,1.5330185e-15,1.0,0.002,0.07796766813316634,4999.693952902073,500.0,3.8316786e-10,0.9998944,0.002000066,0.2887352,0.85,4905.7876,100,1,0.9999978,500,4999.693952902073,499.99994185745226
500.0,0.01,1.0,4999.728,4999.728289446599,0.07501299242386177,3.5044917e-18,1.0,0.009999998,0.07501299242386177,4999.728289446599,500.0,,1.0,0.01,0.2725271,0.85,4789.686,100,2,1.0,500,4999.728289446599,100.0
500.0,0.005,1.0,4999.748,4999.768653871863,0.05642698807601983,2.179301e-19,1.0,0.0049999994,0.05642698807601983,4999.768653871863,500.0,,1.0,0.005,0.2558729,0.85,4851.226,100,2,1.0,500,4999.768653871863,200.00000010221265
500.0,0.0033333334,1.0,4999.742,4999.728901987598,0.08993761719697867,5.4391416e-20,1.0,0.0033333336,0.08993761719697867,4999.728901987598,500.0,,1.0,0.0033333334,0.2709496,0.85,4878.4746,100,2,1.0,500,4999.728901987598,299.999969473632
500.0,0.0025,1.0,4999.743,4999.748307327587,0.0644425847819741,5.434597e-20,1.0,0.0024999997,0.0644425847819741,4999.748307327587,500.0,,1.0,0.0025,0.26649415,0.85,4894.722,100,2,1.0,500,4999.748307327587,400.0
500.0,0.001999801,1.0000362,4999.7397,4999.7205170366615,0.0767618499833574,2.054732e-15,1.0,0.002,0.0767618499833574,4999.7205170366615,500.0,5.135176e-10,0.9999002,0.0020000732,0.26850793,0.85,4905.806,100,1,0.9999997,500,4999.7205170366615,499.9999573644805
