AvgRet,Delta,MinVanillaIw,ESSClassic,Bound,AvgDiscRet,VarNormIw,BatchSize,VarJ,MinNormIw,MaxNormIw,AvgVanillaIw,ESSRenyi,EpsThisIter,VanillaAvgRet,IterType,VarVanillaIw,VarRet,J,AvgEpLen,eRenyi2,MaxVanillaIw,AvgNormIw,VarDiscRet
-649.23073099,0.2,0.344861,93.7908335185,-859.956,-649.23073099,6.6871e-06,100,85.2998,0.00344025,0.0182911,1.00243,93.3411045187,100,-649.23073099,1,0.0671965,10565.9719108,-633.597,500.0,1.07134,1.83355,0.01,10565.9719108
-633.103329686,0.2,0.173852,88.1253538919,-811.219,-633.103329686,1.36108e-05,100,71.8976,0.00176797,0.0230831,0.98334,91.1405486833,100,-633.103329686,1,0.131611,7512.35764491,-612.555,500.0,1.09721,2.26985,0.01,7512.35764491
-646.620518383,0.2,0.380921,94.2310275111,-1027.02,-646.620518383,6.18404e-06,100,140.931,0.00389853,0.0142615,0.977089,95.2109675811,100,-646.620518383,1,0.0590392,56146.0552076,-625.279,500.0,1.0503,1.39348,0.01,56146.0552076
-615.086237176,0.2,0.467201,96.3037936862,-782.583,-615.086237176,3.87685e-06,100,61.8634,0.00453461,0.0147453,1.0303,95.8834156803,100,-615.086237176,1,0.0411536,4491.17564472,-607.825,500.0,1.04293,1.51921,0.01,4491.17564472
-613.969682825,0.2,0.569837,95.7747033161,-827.399,-613.969682825,4.45624e-06,100,66.1574,0.00566266,0.0177601,1.00631,96.2891421773,100,-613.969682825,1,0.0451262,5757.57601504,-605.559,500.0,1.03854,1.78721,0.01,5757.57601504
-607.209593609,0.2,0.450562,95.2522246204,-880.273,-607.209593609,5.03477e-06,100,76.0939,0.00445878,0.0152991,1.01051,96.0923556099,100,-607.209593609,1,0.0514111,10012.037199,-595.589,500.0,1.04067,1.54599,0.01,10012.037199
-591.752439626,0.2,0.430051,94.6634213044,-742.72,-591.752439626,5.69437e-06,100,54.6246,0.0042751,0.0167747,1.00594,95.1489140448,100,-591.752439626,1,0.0576226,3931.37004956,-583.199,500.0,1.05098,1.68743,0.01,3931.37004956
-591.472571046,0.2,0.518637,96.0619767314,-736.426,-591.472571046,4.14088e-06,100,54.19,0.00520379,0.0173633,0.996651,96.3674804235,100,-591.472571046,1,0.0411319,2990.18756133,-585.946,500.0,1.03769,1.73051,0.01,2990.18756133
-584.331570449,0.2,0.384559,94.4587024276,-726.519,-584.331570449,5.92565e-06,100,49.6935,0.00383073,0.0156698,1.00388,95.3696437051,100,-584.331570449,1,0.0597173,2506.61274339,-577.151,500.0,1.04855,1.57306,0.01,2506.61274339
-597.724443126,0.2,0.388653,96.1065245792,-982.613,-597.724443126,4.09211e-06,100,81.1308,0.00394237,0.0150846,0.985836,97.5902720207,100,-597.724443126,1,0.0397702,22632.0089874,-585.772,500.0,1.02469,1.4871,0.01,22632.0089874
-595.472287148,0.2,0.241924,97.1314585482,-977.485,-595.472287148,2.98308e-06,100,63.6205,0.00245254,0.0127021,0.98642,97.4386005913,100,-595.472287148,1,0.0290261,22415.9039433,-580.58,500.0,1.02629,1.25296,0.01,22415.9039433
-582.954390309,0.2,0.379328,95.210623396,-754.234,-582.954390309,5.08107e-06,100,56.9169,0.00388633,0.0146786,0.976059,95.2609629608,100,-582.954390309,1,0.0484069,3829.61259066,-574.347,500.0,1.04975,1.43272,0.01,3829.61259066
-585.552943863,0.2,0.213228,94.8268733764,-739.844,-585.552943863,5.51048e-06,100,58.424,0.0021639,0.0154703,0.98539,95.7646287906,100,-585.552943863,1,0.0535064,3935.29839418,-577.029,500.0,1.04423,1.52443,0.01,3935.29839418
-564.750238695,0.2,0.712394,97.5258428008,-701.341,-564.750238695,2.56253e-06,100,48.5408,0.00699266,0.0143051,1.01877,97.405710083,100,-564.750238695,1,0.0265966,2366.17685646,-561.048,500.0,1.02663,1.45737,0.01,2366.17685646
-569.101603733,0.2,0.412576,95.5568457923,-740.683,-569.101603733,4.69674e-06,100,45.9667,0.00435097,0.0138162,0.94824,96.9298751396,100,-569.101603733,1,0.0422311,2986.34123669,-563.156,500.0,1.03167,1.3101,0.01,2986.34123669
-566.819693902,0.2,0.587428,97.9577209323,-707.596,-566.819693902,2.10594e-06,100,44.5596,0.00592609,0.0137808,0.991257,98.034577239,100,-566.819693902,1,0.0206928,2072.47995104,-563.978,500.0,1.02005,1.36603,0.01,2072.47995104
-569.906360523,0.2,0.312701,9.39105507237,-706.709,-569.906360523,0.000974589,100,262.296,0.00225455,0.317587,1.38697,69.815319074,100,-569.906360523,1,18.7482,2607.82644318,-528.561,500.0,1.43235,44.0485,0.01,2607.82644318
-547.868475276,0.2,0.325775,92.2605871556,-681.051,-547.868475276,8.47338e-06,100,51.8521,0.00334144,0.0164817,0.974953,94.0553015853,100,-547.868475276,1,0.0805422,2853.15183984,-539.494,500.0,1.0632,1.60688,0.01,2853.15183984
-541.924762507,0.2,0.364933,93.4607540537,-674.48,-541.924762507,7.06747e-06,100,50.6622,0.00372366,0.0163025,0.98004,94.6315171634,100,-541.924762507,1,0.0678816,2640.29569269,-534.235,500.0,1.05673,1.59771,0.01,2640.29569269
-542.078010076,0.2,0.265523,94.1114820097,-673.115,-542.078010076,6.32014e-06,100,46.3129,0.00267777,0.018736,0.991582,95.9316734209,100,-542.078010076,1,0.0621418,2224.31519291,-536.204,500.0,1.04241,1.85783,0.01,2224.31519291
-545.401673026,0.2,0.370877,95.6230784256,-691.191,-545.401673026,4.62348e-06,100,49.1999,0.00366222,0.0143795,1.01271,96.158886802,100,-545.401673026,1,0.0474176,2567.3699023,-539.48,500.0,1.03995,1.45623,0.01,2567.3699023
-539.645622285,0.2,0.557493,95.0386197748,-687.095,-539.645622285,5.27313e-06,100,53.6802,0.0056006,0.0157023,0.995416,96.0335676415,100,-539.645622285,1,0.052249,2890.96679034,-533.565,500.0,1.0413,1.56303,0.01,2890.96679034
-532.046193463,0.2,0.599779,91.2892620225,-662.752,-532.046193463,9.63826e-06,100,55.262,0.00601777,0.0263436,0.996681,94.0601845119,100,-532.046193463,1,0.0957438,2282.45865375,-524.024,500.0,1.06315,2.62562,0.01,2282.45865375
-528.592614831,0.2,0.602464,95.1692352423,-661.223,-528.592614831,5.12725e-06,100,46.9942,0.00606164,0.0214925,0.993896,96.4628926513,100,-528.592614831,1,0.0506485,2156.46674774,-523.899,500.0,1.03667,2.13613,0.01,2156.46674774
-537.096025197,0.2,0.484896,97.2031414533,-725.128,-537.096025197,2.90639e-06,100,54.1345,0.00488296,0.0128008,0.993037,97.4514256466,100,-537.096025197,1,0.0286606,4061.67128527,-531.936,500.0,1.02615,1.27116,0.01,4061.67128527
-530.248766456,0.2,0.349425,95.6707720148,-663.992,-530.248766456,4.57085e-06,100,47.608,0.00355702,0.014106,0.982352,96.0371188388,100,-530.248766456,1,0.0441094,2507.34142474,-524.58,500.0,1.04126,1.3857,0.01,2507.34142474
-513.166035712,0.2,0.337731,92.0055850058,-635.677,-513.166035712,8.77681e-06,100,53.2831,0.00323819,0.0229972,1.04296,93.5760169156,100,-513.166035712,1,0.0954718,2282.91030383,-504.998,500.0,1.06865,2.39852,0.01,2282.91030383
-525.909415952,0.2,0.602698,95.8250493641,-662.651,-525.909415952,4.40082e-06,100,48.0776,0.00606186,0.0151123,0.994246,95.5372813823,100,-525.909415952,1,0.0435032,2323.06773034,-519.977,500.0,1.04671,1.50254,0.01,2323.06773034
-507.676708708,0.2,0.442385,95.7734428195,-626.691,-507.676708708,4.45763e-06,100,46.1553,0.00437042,0.0153107,1.01223,96.5759692011,100,-507.676708708,1,0.0456729,1996.03414928,-503.315,500.0,1.03545,1.54979,0.01,1996.03414928
-510.586637901,0.2,0.509243,94.2636233577,-630.786,-510.586637901,6.14694e-06,100,49.2244,0.00504536,0.0188645,1.00933,95.9514796137,100,-510.586637901,1,0.0626217,2336.71333915,-505.582,500.0,1.04219,1.90405,0.01,2336.71333915
-502.888436827,0.2,0.383447,94.3226632864,-615.74,-502.888436827,6.07985e-06,100,43.8074,0.00379327,0.0169613,1.01086,94.338641053,100,-502.888436827,1,0.0621265,1831.95639555,-496.194,500.0,1.06001,1.71456,0.01,1831.95639555
-501.033495695,0.2,0.598432,97.0689190494,-622.433,-501.033495695,3.05008e-06,100,41.7984,0.00586591,0.0130953,1.02019,96.8118234815,100,-501.033495695,1,0.0317447,1893.33903252,-497.024,500.0,1.03293,1.33596,0.01,1893.33903252
-503.268273399,0.2,0.522167,95.5841024598,-647.085,-503.268273399,4.66657e-06,100,44.0196,0.00518278,0.0143791,1.0075,96.4518235754,100,-503.268273399,1,0.0473687,2360.91346907,-497.801,500.0,1.03679,1.4487,0.01,2360.91346907
-499.483979702,0.2,0.56915,97.5571675219,-619.553,-499.483979702,2.5293e-06,100,41.2094,0.00553074,0.0126149,1.02907,97.0055354368,100,-499.483979702,1,0.0267848,1753.19517988,-495.936,500.0,1.03087,1.29816,0.01,1753.19517988
-490.515076286,0.2,0.368654,95.567068661,-605.012,-490.515076286,4.68541e-06,100,43.3721,0.0035804,0.0171618,1.02965,96.0791814665,100,-490.515076286,1,0.0496734,1797.86388688,-485.784,500.0,1.04081,1.76705,0.01,1797.86388688
-489.440783234,0.2,0.648631,95.3821151388,-605.407,-489.440783234,4.89038e-06,100,48.5521,0.00659819,0.0194065,0.983044,96.2025897126,100,-489.440783234,1,0.0472594,2288.16038918,-484.954,500.0,1.03947,1.90774,0.01,2288.16038918
-499.801592643,0.2,0.432457,94.3542711443,-624.002,-499.801592643,6.04397e-06,100,44.9712,0.0042987,0.0153526,1.00602,95.559972979,100,-499.801592643,1,0.0611692,2084.71619335,-494.15,500.0,1.04646,1.5445,0.01,2084.71619335
-493.838896748,0.2,0.217876,93.6137529757,-606.995,-493.838896748,6.89081e-06,100,42.2936,0.00224018,0.0153244,0.972583,94.7486958315,100,-493.838896748,1,0.0651814,1837.3770086,-487.3,500.0,1.05542,1.49043,0.01,1837.3770086
-482.277126713,0.2,0.713008,97.3169442904,-603.859,-482.277126713,2.78488e-06,100,43.5497,0.00715826,0.0176529,0.996064,97.6707880721,100,-482.277126713,1,0.02763,1690.91585349,-479.557,500.0,1.02385,1.75834,0.01,1690.91585349
-481.177505941,0.2,0.587518,96.2942447969,-595.236,-481.177505941,3.88724e-06,100,36.2725,0.00588441,0.0161991,0.998432,97.210905142,100,-481.177505941,1,0.0387506,1351.69689646,-477.847,500.0,1.02869,1.61737,0.01,1351.69689646
-476.382701764,0.2,0.596665,96.240130098,-597.364,-476.382701764,3.94622e-06,100,44.5516,0.00585903,0.0174022,1.01837,96.8580008517,100,-476.382701764,1,0.0409252,2108.06099448,-472.472,500.0,1.03244,1.77218,0.01,2108.06099448
-480.524151169,0.2,0.374639,93.4117733467,-598.672,-480.524151169,7.12415e-06,100,44.9165,0.00379865,0.0155378,0.986244,95.1979907735,100,-480.524151169,1,0.069295,1953.84113876,-474.674,500.0,1.05044,1.5324,0.01,1953.84113876
-479.39477575,0.2,0.702044,98.5051289649,-591.915,-479.39477575,1.53288e-06,100,37.4692,0.00708042,0.0132769,0.991529,98.2343687166,100,-479.39477575,1,0.0150702,1416.12990085,-477.39,500.0,1.01797,1.31644,0.01,1416.12990085
-478.219394698,0.2,0.38708,95.2292427568,-592.513,-478.219394698,5.06037e-06,100,43.1331,0.00386074,0.015486,1.0026,96.1696461849,100,-478.219394698,1,0.0508676,1802.41343301,-473.563,500.0,1.03983,1.55264,0.01,1802.41343301
-475.178985926,0.2,0.530622,96.5282063527,-593.339,-475.178985926,3.63298e-06,100,39.2778,0.00540494,0.0144488,0.981736,96.967780201,100,-475.178985926,1,0.0350148,1683.66254118,-471.448,500.0,1.03127,1.41849,0.01,1683.66254118
-473.054244188,0.2,0.341834,96.1585640872,-594.384,-473.054244188,4.03524e-06,100,50.432,0.00345572,0.0186175,0.989185,97.033744891,100,-473.054244188,1,0.0394843,2385.29979974,-469.326,500.0,1.03057,1.84161,0.01,2385.29979974
-464.517899087,0.2,0.310647,95.6886221737,-575.943,-464.517899087,4.55112e-06,100,39.3397,0.00308614,0.0161201,1.00659,96.4978911885,100,-464.517899087,1,0.046113,1615.21241366,-460.272,500.0,1.03629,1.62263,0.01,1615.21241366
-471.54303537,0.2,0.650315,97.4518988761,-582.63,-471.54303537,2.64111e-06,100,33.5716,0.00647373,0.0146927,1.00454,97.6459577876,100,-471.54303537,1,0.0266517,1074.51877097,-468.851,500.0,1.02411,1.47594,0.01,1074.51877097
-469.456032267,0.2,0.364893,96.2188503392,-580.99,-469.456032267,3.96944e-06,100,35.6619,0.00374046,0.0134516,0.975529,97.1518436492,100,-469.456032267,1,0.0377754,1309.83416,-466.089,500.0,1.02932,1.31224,0.01,1309.83416
-460.746629893,0.2,0.377627,96.7866508031,-569.463,-460.746629893,3.35357e-06,100,36.3791,0.00378529,0.0134526,0.997616,96.7574418993,100,-460.746629893,1,0.033376,1368.72172354,-457.07,500.0,1.03351,1.34205,0.01,1368.72172354
-465.871522684,0.2,0.636186,97.5423755785,-585.932,-465.871522684,2.545e-06,100,39.5307,0.00634783,0.0161748,1.00221,97.8535031126,100,-465.871522684,1,0.0255626,1435.45960435,-463.215,500.0,1.02194,1.62106,0.01,1435.45960435
-459.685944485,0.2,0.541186,92.0797540731,-568.801,-459.685944485,8.68837e-06,100,46.0389,0.00530639,0.021265,1.01988,95.2657122237,100,-459.685944485,1,0.0903719,1729.47651939,-454.349,500.0,1.0497,2.16877,0.01,1729.47651939
-457.139571273,0.2,0.42502,95.4784398023,-573.463,-457.139571273,4.78354e-06,100,41.9657,0.00411439,0.0168573,1.03301,95.7005524515,100,-457.139571273,1,0.0510456,2003.69295281,-451.847,500.0,1.04493,1.74137,0.01,2003.69295281
-459.427880332,0.2,0.451293,97.9433603666,-576.531,-459.427880332,2.12103e-06,100,42.0754,0.00456117,0.0135049,0.989423,98.1460194132,100,-459.427880332,1,0.020764,1877.08403083,-457.174,500.0,1.01889,1.33621,0.01,1877.08403083
-461.347772855,0.2,0.455888,93.6517983846,-576.205,-461.347772855,6.84695e-06,100,40.8751,0.00450756,0.0197621,1.01139,94.9737205206,100,-461.347772855,1,0.0700375,1754.50086369,-455.108,500.0,1.05292,1.9987,0.01,1754.50086369
-449.981501199,0.2,0.498946,97.8020588447,-565.582,-449.981501199,2.27003e-06,100,39.3009,0.00484505,0.0147267,1.02981,98.1867665349,100,-449.981501199,1,0.0240737,1750.25672353,-447.693,500.0,1.01847,1.51656,0.01,1750.25672353
-452.089488357,0.2,0.748008,98.8001047602,-561.543,-452.089488357,1.22671e-06,100,37.6059,0.00760819,0.0126097,0.983162,98.4852706041,100,-452.089488357,1,0.0118575,1447.04403551,-450.331,500.0,1.01538,1.23974,0.01,1447.04403551
-447.415798446,0.2,0.575461,96.6574868817,-557.646,-447.415798446,3.49305e-06,100,38.4348,0.00576767,0.0152137,0.997736,97.5159076698,100,-447.415798446,1,0.0347725,1407.77930663,-444.524,500.0,1.02547,1.51792,0.01,1407.77930663
-447.687932061,0.2,0.509745,97.0627326802,-572.047,-447.687932061,3.05674e-06,100,40.67,0.00514076,0.0153719,0.991574,97.2363712319,100,-447.687932061,1,0.0300544,2009.62030568,-443.956,500.0,1.02842,1.52423,0.01,2009.62030568
-452.201902793,0.2,0.436878,96.8740043104,-566.569,-452.201902793,3.25944e-06,100,40.3793,0.00433147,0.0144404,1.00861,97.3385611693,100,-452.201902793,1,0.0331584,1675.16673351,-449.111,500.0,1.02734,1.45648,0.01,1675.16673351
-445.022950429,0.2,0.263924,93.5714198631,-555.568,-445.022950429,6.93964e-06,100,47.5146,0.00264931,0.0162445,0.9962,94.8584412749,100,-445.022950429,1,0.06887,2262.19581314,-438.825,500.0,1.0542,1.61828,0.01,2262.19581314
-446.127502624,0.2,0.548748,92.5700856246,-550.867,-446.127502624,8.10733e-06,100,38.205,0.00539484,0.0254601,1.01717,95.6681372809,100,-446.127502624,1,0.0838817,1308.50467971,-441.509,500.0,1.04528,2.58973,0.01,1308.50467971
-445.274692865,0.2,0.660865,96.9519045837,-558.664,-445.274692865,3.17571e-06,100,42.7621,0.00656027,0.0167709,1.00737,97.3890865954,100,-445.274692865,1,0.0322272,1886.36352732,-442.148,500.0,1.02681,1.68946,0.01,1886.36352732
-439.067187212,0.2,0.708701,97.8214275064,-545.463,-439.067187212,2.24958e-06,100,38.4865,0.00701886,0.0133462,1.00971,98.0633540614,100,-439.067187212,1,0.0229347,1397.7279367,-436.968,500.0,1.01975,1.34758,0.01,1397.7279367
-432.054683545,0.2,0.647903,97.1305819982,-535.758,-432.054683545,2.98403e-06,100,39.5684,0.00646753,0.0143545,1.00178,96.8742309548,100,-432.054683545,1,0.0299465,1548.7914723,-428.649,500.0,1.03227,1.438,0.01,1548.7914723
-433.173080038,0.2,0.585883,95.3150168641,-531.953,-433.173080038,4.96493e-06,100,42.9281,0.00597151,0.0166138,0.981131,95.7094950446,100,-433.173080038,1,0.0477934,1429.24611609,-428.885,500.0,1.04483,1.63003,0.01,1429.24611609
-439.362471877,0.2,0.453863,96.7578950751,-553.37,-439.362471877,3.38461e-06,100,45.9564,0.00465807,0.0138533,0.974359,97.1524512365,100,-439.362471877,1,0.0321326,1916.54466613,-436.112,500.0,1.02931,1.34981,0.01,1916.54466613
-433.861507262,0.2,0.590522,98.2095934826,-547.424,-433.861507262,1.84151e-06,100,38.8044,0.00584186,0.0139519,1.01085,98.4463434141,100,-433.861507262,1,0.0188167,1559.7321573,-431.993,500.0,1.01578,1.41032,0.01,1559.7321573
-434.68863616,0.2,0.575812,98.1232333156,-542.772,-434.68863616,1.93201e-06,100,38.6392,0.00590015,0.0125846,0.975928,98.3717189376,100,-434.68863616,1,0.0184011,1495.47733204,-432.878,500.0,1.01655,1.22816,0.01,1495.47733204
