MaxNormIw,VarNormIw,VarVanillaIw,MinNormIw,ESSClassic,AvgNormIw,AvgDiscRet,AvgRet,VarRet,Delta,AvgVanillaIw,Bound,eRenyi2,MaxVanillaIw,BatchSize,AvgEpLen,VarDiscRet,IterType,J,ESSRenyi,MinVanillaIw,EpsThisIter,VarJ,VanillaAvgRet
nan,nan,nan,nan,nan,nan,-106.805314614,-107.814546811,12.3857435138,1.0,inf,nan,1.17535e-10,inf,400,15.69,3.62892773854,,nan,3.40323367764e+12,0.0377978,100,nan,-107.814546811
1.0,0.0025,52314.2,,1.0,0.0025,-107.396771689,-107.396771689,6.97113157969,1.0,11.4361,-104.628,446459.0,4574.46,400,15.41,6.97113157969,1,-104.628,0.000895939810764,,100,1.04483e-07,-107.396771689
0.01,3.50449e-18,,0.01,100.0,0.01,-106.754996473,-106.754996473,5.06870964075,1.0,1.0,-106.755,1.0,1.0,400,15.2,5.06870964075,2,-106.755,400.0,1.0,100,2.24009,-106.754996473
0.005,2.1793e-19,,0.005,200.000000102,0.005,-106.903828247,-106.903828247,4.46860358665,1.0,1.0,-106.829,1.0,1.0,400,15.23,4.46860358665,2,-106.829,400.0,1.0,100,2.17405,-106.903828247
0.00333333,5.43914e-20,,0.00333333,299.999969474,0.00333333,-106.989454427,-106.989454427,4.40135186191,1.0,1.0,-106.883,1.0,1.0,400,15.09,4.40135186191,2,-106.883,400.0,1.0,100,2.14689,-106.989454427
nan,nan,nan,nan,nan,nan,-106.877628702,-107.396771689,6.97113157969,1.0,inf,nan,nan,inf,500,15.41,4.06288211661,,nan,nan,0.000218605,100,nan,-107.396771689
0.999981,0.00199992,0.216723,,1.00003829505,0.002,-107.228551152,-107.228551152,7.40469943634,1.0,0.0208198,-103.582,inf,10.4097,500,15.59,7.40469943634,1,-103.582,,,100,9.28295e-05,-107.228551152
0.01,3.50449e-18,,0.01,100.0,0.01,-107.472832363,-107.472832363,7.96048349794,1.0,1.0,-107.473,1.0,1.0,500,15.73,7.96048349794,2,-107.473,500.0,1.0,100,2.80729,-107.472832363
0.005,2.1793e-19,,0.005,200.000000102,0.005,-107.923272554,-107.923272554,7.66844562402,1.0,1.0,-107.698,1.0,1.0,500,15.7,7.66844562402,2,-107.698,500.0,1.0,100,2.79053,-107.923272554
0.00333333,5.43914e-20,,0.00333333,299.999969474,0.00333333,-107.377572802,-107.377572802,6.57590523512,1.0,1.0,-107.591,1.0,1.0,500,15.57,6.57590523512,2,-107.591,500.0,1.0,100,2.7174,-107.377572802
0.0025,5.4346e-20,,0.0025,400.0,0.0025,-107.426655959,-107.426655959,7.73446549136,1.0,1.0,-107.55,1.0,1.0,500,16.3,7.73446549136,2,-107.55,500.0,1.0,100,2.73085,-107.426655959
1.0,0.002,,,inf,0.002,-107.99046632,-107.99046632,11.079652677,1.0,4.5428e-40,-105.162,1.76646e+09,2.2714e-37,500,16.36,11.079652677,1,-105.162,2.83051810456e-07,,100,,-107.99046632
0.01,3.50449e-18,,0.01,100.0,0.01,-106.472570279,-106.472570279,3.32416067218,1.0,1.0,-106.473,1.0,1.0,500,15.17,3.32416067218,2,-106.473,500.0,1.0,100,1.81409,-106.472570279
0.005,2.1793e-19,,0.005,200.000000102,0.005,-106.718508306,-106.718508306,4.09342457458,1.0,1.0,-106.596,1.0,1.0,500,14.98,4.09342457458,2,-106.596,500.0,1.0,100,1.92011,-106.718508306
0.00333333,5.43914e-20,,0.00333333,299.999969474,0.00333333,-106.58575679,-106.58575679,3.35553286607,1.0,1.0,-106.592,1.0,1.0,500,14.83,3.35553286607,2,-106.592,500.0,1.0,100,1.88818,-106.58575679
0.0025,5.4346e-20,,0.0025,400.0,0.0025,-106.929711617,-106.929711617,3.79872298062,1.0,1.0,-106.677,1.0,1.0,500,15.19,3.79872298062,2,-106.677,500.0,1.0,100,1.90669,-106.929711617
1.0,0.002,,,inf,0.002,-106.64080075,-106.64080075,2.92418974606,1.0,7.69452e-36,-104.121,8.71389e+11,3.84726e-33,500,14.85,2.92418974606,1,-104.121,5.73796286397e-10,,100,,-106.64080075
0.01,3.50449e-18,,0.01,100.0,0.01,-106.814450008,-106.814450008,3.51411969223,1.0,1.0,-106.814,1.0,1.0,500,15.28,3.51411969223,2,-106.814,500.0,1.0,100,1.8652,-106.814450008
0.005,2.1793e-19,,0.005,200.000000102,0.005,-106.351877133,-106.351877133,3.21018939699,1.0,1.0,-106.583,1.0,1.0,500,15.21,3.21018939699,2,-106.583,500.0,1.0,100,1.83903,-106.351877133
0.00333333,5.43914e-20,,0.00333333,299.999969474,0.00333333,-106.663090989,-106.663090989,3.23808445125,1.0,1.0,-106.61,1.0,1.0,500,15.39,3.23808445125,2,-106.61,500.0,1.0,100,1.82337,-106.663090989
0.0025,5.4346e-20,,0.0025,400.0,0.0025,-106.48303167,-106.48303167,4.10929723591,1.0,1.0,-106.578,1.0,1.0,500,15.21,4.10929723591,2,-106.578,500.0,1.0,100,1.87445,-106.48303167
0.999998,0.00199999,3.65996e-34,,1.00000445513,0.002,-106.83308271,-106.83308271,4.32104405545,1.0,8.55567e-19,-103.261,3.01968e+07,4.27783e-16,500,14.87,4.32104405545,1,-103.261,1.65580612391e-05,,100,0.000299578,-106.83308271
0.01,3.50449e-18,,0.01,100.0,0.01,-107.125944828,-107.125944828,4.08621564102,1.0,1.0,-107.126,1.0,1.0,500,15.1,4.08621564102,2,-107.126,500.0,1.0,100,2.01131,-107.125944828
0.005,2.1793e-19,,0.005,200.000000102,0.005,-106.776450317,-106.776450317,4.3249908367,1.0,1.0,-106.951,1.0,1.0,500,14.99,4.3249908367,2,-106.951,500.0,1.0,100,2.04795,-106.776450317
0.00333333,5.43914e-20,,0.00333333,299.999969474,0.00333333,-106.731275238,-106.731275238,3.75420177756,1.0,1.0,-106.878,1.0,1.0,500,15.24,3.75420177756,2,-106.878,500.0,1.0,100,2.01139,-106.731275238
0.0025,5.4346e-20,,0.0025,400.0,0.0025,-106.930412016,-106.930412016,3.24632349749,1.0,1.0,-106.891,1.0,1.0,500,14.88,3.24632349749,2,-106.891,500.0,1.0,100,1.95915,-106.930412016
0.193073,8.11447e-05,10.9293,0.000204933,23.5342916541,0.002,-106.392695286,-106.392695286,2.96237926269,1.0,0.733999,-106.313,inf,70.8578,500,16.15,2.96237926269,1,-106.313,,0.0752104,100,5.24983,-106.392695286
0.01,3.50449e-18,,0.01,100.0,0.01,-106.759131683,-106.759131683,3.91593007557,1.0,1.0,-106.759,1.0,1.0,500,15.05,3.91593007557,2,-106.759,500.0,1.0,100,1.96895,-106.759131683
0.005,2.1793e-19,,0.005,200.000000102,0.005,-106.719219513,-106.719219513,3.73468444444,1.0,1.0,-106.739,1.0,1.0,500,14.97,3.73468444444,2,-106.739,500.0,1.0,100,1.94614,-106.719219513
0.00333333,5.43914e-20,,0.00333333,299.999969474,0.00333333,-106.615684286,-106.615684286,4.43618441021,1.0,1.0,-106.698,1.0,1.0,500,14.94,4.43618441021,2,-106.698,500.0,1.0,100,1.99807,-106.615684286
0.0025,5.4346e-20,,0.0025,400.0,0.0025,-106.84716061,-106.84716061,4.13103518833,1.0,1.0,-106.735,1.0,1.0,500,14.94,4.13103518833,2,-106.735,500.0,1.0,100,2.0052,-106.84716061
0.120329,6.714e-05,5.81616,7.22006e-08,28.1667662774,0.002,-106.612984828,-106.612984828,4.02865260981,1.0,0.588651,-105.99,1.00013,35.4159,500,14.85,4.02865260981,1,-105.99,499.933966776,2.12505e-05,100,7.26912,-106.612984828
0.01,3.50449e-18,,0.01,100.0,0.01,-106.64297074,-106.64297074,3.85646405602,1.0,1.0,-106.643,1.0,1.0,500,15.17,3.85646405602,2,-106.643,500.0,1.0,100,1.95394,-106.64297074
0.005,2.1793e-19,,0.005,200.000000102,0.005,-106.831842354,-106.831842354,3.79131396549,1.0,1.0,-106.737,1.0,1.0,500,15.17,3.79131396549,2,-106.737,500.0,1.0,100,1.94797,-106.831842354
0.00333333,5.43914e-20,,0.00333333,299.999969474,0.00333333,-106.91113949,-106.91113949,2.86042521561,1.0,1.0,-106.795,1.0,1.0,500,15.17,2.86042521561,2,-106.795,500.0,1.0,100,1.86557,-106.91113949
0.0025,5.4346e-20,,0.0025,400.0,0.0025,-106.381181336,-106.381181336,3.28201406985,1.0,1.0,-106.692,1.0,1.0,500,14.7,3.28201406985,2,-106.692,500.0,1.0,100,1.85869,-106.381181336
0.0348529,7.69207e-06,2.59719,0.000141571,171.281448757,0.002,-106.703956394,-106.703956394,3.14303863048,1.0,1.16214,-106.415,inf,20.252,500,14.8,3.14303863048,1,-106.415,,0.0822631,100,2.64809,-106.703956394
0.01,3.50449e-18,,0.01,100.0,0.01,-106.537760449,-106.537760449,5.87709527574,1.0,1.0,-106.538,1.0,1.0,500,15.0,5.87709527574,2,-106.538,500.0,1.0,100,2.41212,-106.537760449
0.005,2.1793e-19,,0.005,200.000000102,0.005,-106.347995417,-106.347995417,3.21972043075,1.0,1.0,-106.443,1.0,1.0,500,15.05,3.21972043075,2,-106.443,500.0,1.0,100,2.12413,-106.347995417
0.00333333,5.43914e-20,,0.00333333,299.999969474,0.00333333,-106.845913465,-106.845913465,4.61311822483,1.0,1.0,-106.577,1.0,1.0,500,14.89,4.61311822483,2,-106.577,500.0,1.0,100,2.13691,-106.845913465
0.0025,5.4346e-20,,0.0025,400.0,0.0025,-106.602681366,-106.602681366,5.81112388126,1.0,1.0,-106.584,1.0,1.0,500,15.54,5.81112388126,2,-106.584,500.0,1.0,100,2.20526,-106.602681366
0.0788771,5.17346e-05,12.7689,1.49309e-11,35.9511248628,0.002,-106.567207178,-106.567207178,2.7330667122,1.0,0.993609,-105.832,inf,39.1865,500,15.36,2.7330667122,1,-105.832,,7.41776e-09,100,6.12188,-106.567207178
0.01,3.50449e-18,,0.01,100.0,0.01,-106.434894406,-106.434894406,4.0362459331,1.0,1.0,-106.435,1.0,1.0,500,15.05,4.0362459331,2,-106.435,500.0,1.0,100,1.99897,-106.434894406
0.005,2.1793e-19,,0.005,200.000000102,0.005,-106.485352968,-106.485352968,3.97109351773,1.0,1.0,-106.46,1.0,1.0,500,15.72,3.97109351773,2,-106.46,500.0,1.0,100,1.99105,-106.485352968
0.00333333,5.43914e-20,,0.00333333,299.999969474,0.00333333,-106.822727599,-106.822727599,4.28455546289,1.0,1.0,-106.581,1.0,1.0,500,14.85,4.28455546289,2,-106.581,500.0,1.0,100,2.02138,-106.822727599
0.0025,5.4346e-20,,0.0025,400.0,0.0025,-106.643821823,-106.643821823,4.01757519132,1.0,1.0,-106.597,1.0,1.0,500,15.06,4.01757519132,2,-106.597,500.0,1.0,100,2.01484,-106.643821823
1.0,0.002,1.75369e-22,,1.0,0.002,-106.787892525,-106.787892525,4.38785049814,1.0,5.92231e-13,-102.811,41222.2,2.96116e-10,500,14.87,4.38785049814,1,-102.811,0.0121293914201,,100,1.10554e-06,-106.787892525
0.01,3.50449e-18,,0.01,100.0,0.01,-106.756640458,-106.756640458,4.04609797065,1.0,1.0,-106.757,1.0,1.0,500,15.04,4.04609797065,2,-106.757,500.0,1.0,100,2.00141,-106.756640458
0.005,2.1793e-19,,0.005,200.000000102,0.005,-106.849710709,-106.849710709,3.80688578115,1.0,1.0,-106.803,1.0,1.0,500,15.26,3.80688578115,2,-106.803,500.0,1.0,100,1.97215,-106.849710709
0.00333333,5.43914e-20,,0.00333333,299.999969474,0.00333333,-106.701378316,-106.701378316,4.06610031445,1.0,1.0,-106.769,1.0,1.0,500,14.79,4.06610031445,2,-106.769,500.0,1.0,100,1.9842,-106.701378316
0.0025,5.4346e-20,,0.0025,400.0,0.0025,-106.590407116,-106.590407116,4.29514219548,1.0,1.0,-106.725,1.0,1.0,500,15.02,4.29514219548,2,-106.725,500.0,1.0,100,2.00545,-106.590407116
0.0217794,2.50236e-06,0.561615,8.93518e-05,307.817450121,0.002,-106.627386348,-106.627386348,4.24080894672,1.0,0.947489,-106.583,6.39655e+12,10.3179,500,15.89,4.24080894672,1,-106.583,7.8167117093e-11,0.0423299,100,2.21058,-106.627386348
0.01,3.50449e-18,,0.01,100.0,0.01,-106.55744739,-106.55744739,3.553459182,1.0,1.0,-106.557,1.0,1.0,500,14.76,3.553459182,2,-106.557,500.0,1.0,100,1.87561,-106.55744739
0.005,2.1793e-19,,0.005,200.000000102,0.005,-106.654084645,-106.654084645,3.31587441949,1.0,1.0,-106.606,1.0,1.0,500,15.03,3.31587441949,2,-106.606,500.0,1.0,100,1.84463,-106.654084645
0.00333333,5.43914e-20,,0.00333333,299.999969474,0.00333333,-106.828298919,-106.828298919,2.89487125003,1.0,1.0,-106.68,1.0,1.0,500,14.91,2.89487125003,2,-106.68,500.0,1.0,100,1.79854,-106.828298919
0.0025,5.4346e-20,,0.0025,400.0,0.0025,-106.747859722,-106.747859722,3.6737953419,1.0,1.0,-106.697,1.0,1.0,500,14.95,3.6737953419,2,-106.697,500.0,1.0,100,1.82652,-106.747859722
0.0277244,5.22677e-06,1.39054,0.000203971,217.006325931,0.002,-106.475117202,-106.475117202,3.3450960627,1.0,1.03158,-106.401,2.00019e+35,14.3,500,15.56,3.3450960627,1,-106.401,2.49975877026e-33,0.105207,100,3.54236,-106.475117202
0.01,3.50449e-18,,0.01,100.0,0.01,-106.27965809,-106.27965809,3.64601865699,1.0,1.0,-106.28,1.0,1.0,500,15.46,3.64601865699,2,-106.28,500.0,1.0,100,1.89988,-106.27965809
0.005,2.1793e-19,,0.005,200.000000102,0.005,-106.745583209,-106.745583209,2.87367222751,1.0,1.0,-106.513,1.0,1.0,500,15.23,2.87367222751,2,-106.513,500.0,1.0,100,1.8115,-106.745583209
0.00333333,5.43914e-20,,0.00333333,299.999969474,0.00333333,-106.916850852,-106.916850852,3.65850331842,1.0,1.0,-106.647,1.0,1.0,500,14.92,3.65850331842,2,-106.647,500.0,1.0,100,1.85238,-106.916850852
0.0025,5.4346e-20,,0.0025,400.0,0.0025,-106.628746992,-106.628746992,3.69504303318,1.0,1.0,-106.643,1.0,1.0,500,15.1,3.69504303318,2,-106.643,500.0,1.0,100,1.86763,-106.628746992
0.263334,0.000326856,61.8306,,6.05689462534,0.002,-106.715749649,-106.715749649,3.45596047383,1.0,0.869868,-105.637,1.0,114.533,500,15.12,3.45596047383,1,-105.637,499.999642372,,100,18.5604,-106.715749649
0.01,3.50449e-18,,0.01,100.0,0.01,-106.90297659,-106.90297659,2.94648681606,1.0,1.0,-106.903,1.0,1.0,500,15.1,2.94648681606,2,-106.903,500.0,1.0,100,1.70793,-106.90297659
0.005,2.1793e-19,,0.005,200.000000102,0.005,-106.503774272,-106.503774272,3.85370274501,1.0,1.0,-106.703,1.0,1.0,500,15.1,3.85370274501,2,-106.703,500.0,1.0,100,1.84552,-106.503774272
0.00333333,5.43914e-20,,0.00333333,299.999969474,0.00333333,-107.075468787,-107.075468787,5.22391790437,1.0,1.0,-106.827,1.0,1.0,500,14.89,5.22391790437,2,-106.827,500.0,1.0,100,2.00631,-107.075468787
0.0025,5.4346e-20,,0.0025,400.0,0.0025,-107.01842147,-107.01842147,3.94992761439,1.0,1.0,-106.875,1.0,1.0,500,15.36,3.94992761439,2,-106.875,500.0,1.0,100,2.00085,-107.01842147
1.0,0.002,,,inf,0.002,-106.81468266,-106.81468266,3.73742756417,1.0,1.80817e-27,-104.204,476888.0,9.04083e-25,500,14.86,3.73742756417,1,-104.204,0.00104846414092,,100,,-106.81468266
0.01,3.50449e-18,,0.01,100.0,0.01,-106.995463527,-106.995463527,4.66149501699,1.0,1.0,-106.995,1.0,1.0,500,15.4,4.66149501699,2,-106.995,500.0,1.0,100,2.14823,-106.995463527
0.005,2.1793e-19,,0.005,200.000000102,0.005,-106.834889388,-106.834889388,3.45428501274,1.0,1.0,-106.915,1.0,1.0,500,15.56,3.45428501274,2,-106.915,500.0,1.0,100,2.00593,-106.834889388
0.00333333,5.43914e-20,,0.00333333,299.999969474,0.00333333,-106.383906392,-106.383906392,3.9839040009,1.0,1.0,-106.738,1.0,1.0,500,14.97,3.9839040009,2,-106.738,500.0,1.0,100,2.01492,-106.383906392
0.0025,5.4346e-20,,0.0025,400.0,0.0025,-106.414099324,-106.414099324,3.26575791173,1.0,1.0,-106.657,1.0,1.0,500,14.53,3.26575791173,2,-106.657,500.0,1.0,100,1.96797,-106.414099324
0.0528828,7.51922e-06,2.10238,1.93985e-05,173.849874262,0.002,-106.64513446,-106.64513446,3.08673452795,1.0,1.05755,-106.301,inf,27.963,500,15.04,3.08673452795,1,-106.301,,0.0102574,100,3.88181,-106.64513446
0.01,3.50449e-18,,0.01,100.0,0.01,-107.215522987,-107.215522987,3.86247353484,1.0,1.0,-107.216,1.0,1.0,500,15.03,3.86247353484,2,-107.216,500.0,1.0,100,1.95547,-107.215522987
0.005,2.1793e-19,,0.005,200.000000102,0.005,-107.158613838,-107.158613838,3.9019751467,1.0,1.0,-107.187,1.0,1.0,500,14.91,3.9019751467,2,-107.187,500.0,1.0,100,1.96067,-107.158613838
0.00333333,5.43914e-20,,0.00333333,299.999969474,0.00333333,-106.410734323,-106.410734323,3.31956058243,1.0,1.0,-106.928,1.0,1.0,500,15.01,3.31956058243,2,-106.928,500.0,1.0,100,1.94736,-106.410734323
0.0025,5.4346e-20,,0.0025,400.0,0.0025,-106.766568997,-106.766568997,3.52537326188,1.0,1.0,-106.888,1.0,1.0,500,15.19,3.52537326188,2,-106.888,500.0,1.0,100,1.92914,-106.766568997
0.999969,0.00199988,1.54944e-28,,1.00006154628,0.002,-106.224690816,-106.224690816,3.33185231007,1.0,5.56693e-16,-104.843,4.25449e+09,2.78338e-13,500,14.85,3.33185231007,1,-104.843,1.17522776027e-07,,100,0.000308753,-106.224690816
0.01,3.50449e-18,,0.01,100.0,0.01,-106.750700689,-106.750700689,4.64802561921,1.0,1.0,-106.751,1.0,1.0,500,14.99,4.64802561921,2,-106.751,500.0,1.0,100,2.14512,-106.750700689
0.005,2.1793e-19,,0.005,200.000000102,0.005,-106.594102185,-106.594102185,3.79950154541,1.0,1.0,-106.672,1.0,1.0,500,15.09,3.79950154541,2,-106.672,500.0,1.0,100,2.04638,-106.594102185
0.00333333,5.43914e-20,,0.00333333,299.999969474,0.00333333,-106.529591918,-106.529591918,3.43736523024,1.0,1.0,-106.625,1.0,1.0,500,15.43,3.43736523024,2,-106.625,500.0,1.0,100,1.98258,-106.529591918
0.0025,5.4346e-20,,0.0025,400.0,0.0025,-106.304833383,-106.304833383,3.02955153704,1.0,1.0,-106.545,1.0,1.0,500,15.49,3.02955153704,2,-106.545,500.0,1.0,100,1.92795,-106.304833383
0.75523,0.00117133,2599.33,,1.70505319233,0.002,-106.375484249,-106.375484249,3.53589448307,1.0,2.97935,-105.403,644.589,1125.05,500,14.46,3.53589448307,1,-105.403,0.775687499444,,100,4.36559,-106.375484249
0.01,3.50449e-18,,0.01,100.0,0.01,-106.976315794,-106.976315794,3.90599980717,1.0,1.0,-106.976,1.0,1.0,500,15.06,3.90599980717,2,-106.976,500.0,1.0,100,1.96645,-106.976315794
0.005,2.1793e-19,,0.005,200.000000102,0.005,-106.455978267,-106.455978267,3.19189981581,1.0,1.0,-106.716,1.0,1.0,500,15.09,3.19189981581,2,-106.716,500.0,1.0,100,1.89239,-106.455978267
0.00333333,5.43914e-20,,0.00333333,299.999969474,0.00333333,-107.037734254,-107.037734254,4.2918327108,1.0,1.0,-106.823,1.0,1.0,500,15.13,4.2918327108,2,-106.823,500.0,1.0,100,1.9562,-107.037734254
0.0025,5.4346e-20,,0.0025,400.0,0.0025,-106.768387065,-106.768387065,4.65712523889,1.0,1.0,-106.81,1.0,1.0,500,15.84,4.65712523889,2,-106.81,500.0,1.0,100,2.0058,-106.768387065
0.00200008,2.77579e-16,6.94009e-11,0.00199998,499.999666196,0.002,-106.40808753,-106.40808753,4.02329426351,1.0,1.0,-106.729,1.00001,1.00004,500,14.66,4.02329426351,1,-106.729,499.996185332,0.99999,100,2.01022,-106.40808753
0.01,3.50449e-18,,0.01,100.0,0.01,-106.795439674,-106.795439674,3.55829744995,1.0,1.0,-106.795,1.0,1.0,500,15.25,3.55829744995,2,-106.795,500.0,1.0,100,1.87689,-106.795439674
0.005,2.1793e-19,,0.005,200.000000102,0.005,-106.626940741,-106.626940741,3.85250022838,1.0,1.0,-106.711,1.0,1.0,500,14.74,3.85250022838,2,-106.711,500.0,1.0,100,1.91714,-106.626940741
0.00333333,5.43914e-20,,0.00333333,299.999969474,0.00333333,-107.05710817,-107.05710817,3.62231194584,1.0,1.0,-106.826,1.0,1.0,500,14.96,3.62231194584,2,-106.826,500.0,1.0,100,1.91631,-107.05710817
0.0025,5.4346e-20,,0.0025,400.0,0.0025,-106.649415739,-106.649415739,3.37762205668,1.0,1.0,-106.782,1.0,1.0,500,14.98,3.37762205668,2,-106.782,500.0,1.0,100,1.89632,-106.649415739
0.00200041,1.84761e-14,4.61902e-09,0.00199954,500.000128955,0.002,-106.86301766,-106.86301766,4.10026597172,1.0,1.00001,-106.798,1.0,1.00021,500,14.87,4.10026597172,1,-106.798,500.0,0.999778,100,1.92086,-106.86301766
0.01,3.50449e-18,,0.01,100.0,0.01,-106.592816439,-106.592816439,3.33261733909,1.0,1.0,-106.593,1.0,1.0,500,15.62,3.33261733909,2,-106.593,500.0,1.0,100,1.81639,-106.592816439
0.005,2.1793e-19,,0.005,200.000000102,0.005,-106.666469893,-106.666469893,4.33310235337,1.0,1.0,-106.63,1.0,1.0,500,15.56,4.33310235337,2,-106.63,500.0,1.0,100,1.9483,-106.666469893
0.00333333,5.43914e-20,,0.00333333,299.999969474,0.00333333,-106.896288664,-106.896288664,3.68652277068,1.0,1.0,-106.719,1.0,1.0,500,14.81,3.68652277068,2,-106.719,500.0,1.0,100,1.93983,-106.896288664
0.0025,5.4346e-20,,0.0025,400.0,0.0025,-106.72144699,-106.72144699,3.50716183572,1.0,1.0,-106.719,1.0,1.0,500,15.28,3.50716183572,2,-106.719,500.0,1.0,100,1.921,-106.72144699
0.002,5.43187e-20,,0.002,500.000006643,0.002,-106.507181525,-106.507181525,3.31528317057,1.0,1.0,-106.677,1.0,1.0,500,14.54,3.31528317057,1,-106.677,500.0,1.0,100,1.90153,-106.507181525
0.01,3.50449e-18,,0.01,100.0,0.01,-106.999760723,-106.999760723,4.43505946425,1.0,1.0,-107.0,1.0,1.0,500,15.49,4.43505946425,2,-107.0,500.0,1.0,100,2.0954,-106.999760723
0.005,2.1793e-19,,0.005,200.000000102,0.005,-106.463826391,-106.463826391,3.56382327689,1.0,1.0,-106.732,1.0,1.0,500,15.53,3.56382327689,2,-106.732,500.0,1.0,100,2.0078,-106.463826391
0.00333333,5.43914e-20,,0.00333333,299.999969474,0.00333333,-106.826131163,-106.826131163,3.79343828731,1.0,1.0,-106.763,1.0,1.0,500,15.29,3.79343828731,2,-106.763,500.0,1.0,100,1.98527,-106.826131163
0.0025,5.4346e-20,,0.0025,400.0,0.0025,-106.673282698,-106.673282698,3.13119234929,1.0,1.0,-106.741,1.0,1.0,500,14.64,3.13119234929,2,-106.741,500.0,1.0,100,1.93196,-106.673282698
0.002,5.43187e-20,,0.002,500.000006643,0.002,-106.525946583,-106.525946583,3.74302535741,1.0,1.0,-106.698,1.0,1.0,500,15.16,3.74302535741,1,-106.698,500.0,1.0,100,1.93248,-106.525946583
0.01,3.50449e-18,,0.01,100.0,0.01,-106.823425502,-106.823425502,4.32335248418,1.0,1.0,-106.823,1.0,1.0,500,15.35,4.32335248418,2,-106.823,500.0,1.0,100,2.06884,-106.823425502
0.005,2.1793e-19,,0.005,200.000000102,0.005,-106.787918202,-106.787918202,3.26772485884,1.0,1.0,-106.806,1.0,1.0,500,14.59,3.26772485884,2,-106.806,500.0,1.0,100,1.93853,-106.787918202
0.00333333,5.43914e-20,,0.00333333,299.999969474,0.00333333,-106.611408056,-106.611408056,3.44511277976,1.0,1.0,-106.741,1.0,1.0,500,15.52,3.44511277976,2,-106.741,500.0,1.0,100,1.91064,-106.611408056
0.0025,5.4346e-20,,0.0025,400.0,0.0025,-106.536856818,-106.536856818,4.06457355646,1.0,1.0,-106.69,1.0,1.0,500,14.65,4.06457355646,2,-106.69,500.0,1.0,100,1.93693,-106.536856818
0.002,5.43187e-20,,0.002,500.000006643,0.002,-106.703442939,-106.703442939,3.36589327342,1.0,1.0,-106.693,1.0,1.0,500,15.21,3.36589327342,1,-106.693,500.0,1.0,100,1.91516,-106.703442939
0.01,3.50449e-18,,0.01,100.0,0.01,-106.757897988,-106.757897988,3.73787255957,1.0,1.0,-106.758,1.0,1.0,500,15.17,3.73787255957,2,-106.758,500.0,1.0,100,1.92367,-106.757897988
0.005,2.1793e-19,,0.005,200.000000102,0.005,-106.478918251,-106.478918251,3.30217163486,1.0,1.0,-106.618,1.0,1.0,500,14.87,3.30217163486,2,-106.618,500.0,1.0,100,1.87197,-106.478918251
0.00333333,5.43914e-20,,0.00333333,299.999969474,0.00333333,-106.693172159,-106.693172159,3.52648604493,1.0,1.0,-106.643,1.0,1.0,500,15.04,3.52648604493,2,-106.643,500.0,1.0,100,1.87114,-106.693172159
