VarVanillaIw,AvgDiscRet,Delta,VarDiscRet,IterType,AvgRet,MaxVanillaIw,Bound,ESSRenyi,VanillaAvgRet,AvgNormIw,AvgVanillaIw,VarRet,MaxNormIw,EpsThisIter,ESSClassic,BatchSize,MinVanillaIw,MinNormIw,AvgEpLen,VarJ,J,VarNormIw,eRenyi2
,-1137.35805951,0.6,900.962441586,2,-1137.35805951,1.0,-1222.72,400.0,-1137.35805951,0.005,1.0,900.962441586,0.005,100,200.000000102,400,1.0,0.005,500.0,71.5546,-1129.95,2.1793e-19,1.0
,-1118.6254707,0.6,12140.7457675,2,-1118.6254707,1.0,-1206.05,400.0,-1118.6254707,0.00333333,1.0,12140.7457675,0.00333333,100,299.999969474,400,1.0,0.00333333,500.0,86.3036,-1126.17,5.43914e-20,1.0
92.9752,-1099.94348279,0.6,15561.7758783,1,-1099.94348279,190.236,-1121.69,80.991367533,-1099.94348279,0.0025,1.3751,15561.7758783,0.345858,100,7.99251744297,400,0.000562404,1.02248e-06,500.0,917.765,-967.961,0.000307311,4.9388
,-1062.64961155,0.6,44265.1711723,2,-1062.64961155,1.0,-1222.79,400.0,-1062.64961155,0.01,1.0,44265.1711723,0.01,100,100.0,400,1.0,0.01,500.0,209.338,-1062.65,3.50449e-18,1.0
,-995.985393395,0.6,39507.9435435,2,-995.985393395,1.0,-1142.55,400.0,-995.985393395,0.005,1.0,39507.9435435,0.005,100,200.000000102,400,1.0,0.005,500.0,206.346,-1029.32,2.1793e-19,1.0
,-1045.93158562,0.6,62484.6139306,2,-1045.93158562,1.0,-1127.57,400.0,-1045.93158562,0.00333333,1.0,62484.6139306,0.00333333,100,299.999969474,400,1.0,0.00333333,500.0,221.511,-1034.86,5.43914e-20,1.0
4.90426,-1024.72555174,0.6,58805.7892314,1,-1024.72555174,16.9324,-942.309,72.1926098302,-1024.72555174,0.0025,1.02244,58805.7892314,0.0414021,100,70.42697712,400,2.56542e-15,6.27281e-18,500.0,368.672,-753.308,2.93211e-05,5.54073
,-775.870984077,0.6,49564.1124717,2,-775.870984077,1.0,-935.891,400.0,-775.870984077,0.01,1.0,49564.1124717,0.01,100,100.0,400,1.0,0.01,500.0,221.514,-775.871,3.50449e-18,1.0
,-866.955768582,0.6,86275.3823088,2,-866.955768582,1.0,-934.637,400.0,-866.955768582,0.005,1.0,86275.3823088,0.005,100,200.000000102,400,1.0,0.005,500.0,263.277,-821.413,2.1793e-19,1.0
,-798.735382761,0.6,63368.9033774,2,-798.735382761,1.0,-906.301,400.0,-798.735382761,0.00333333,1.0,63368.9033774,0.00333333,100,299.999969474,400,1.0,0.00333333,500.0,259.299,-813.854,5.43914e-20,1.0
1.50624,-799.451063165,0.6,46760.8457274,1,-799.451063165,6.1969,-796.978,172.920736596,-799.451063165,0.0025,1.00619,46760.8457274,0.015397,100,161.027041885,400,1.77363e-06,4.40682e-09,500.0,162.341,-675.211,9.29859e-06,2.3132
,-676.309260075,0.6,14468.4299801,2,-676.309260075,1.0,-778.86,400.0,-676.309260075,0.01,1.0,14468.4299801,0.01,100,100.0,400,1.0,0.01,500.0,119.682,-676.309,3.50449e-18,1.0
,-660.55159962,0.6,25187.1933667,2,-660.55159962,1.0,-781.656,400.0,-660.55159962,0.005,1.0,25187.1933667,0.005,100,200.000000102,400,1.0,0.005,500.0,140.327,-668.43,2.1793e-19,1.0
,-701.396545035,0.6,44704.8483458,2,-701.396545035,1.0,-771.867,400.0,-701.396545035,0.00333333,1.0,44704.8483458,0.00333333,100,299.999969474,400,1.0,0.00333333,500.0,167.696,-679.419,5.43914e-20,1.0
0.398877,-663.872071753,0.6,7579.72700433,1,-663.872071753,3.09329,-736.237,277.147762193,-663.872071753,0.0025,0.976032,7579.72700433,0.00792311,100,282.154961474,400,0.0113843,2.91596e-05,500.0,95.2465,-640.053,2.61692e-06,1.44327
,-645.113897601,0.6,24606.3282547,2,-645.113897601,1.0,-805.136,400.0,-645.113897601,0.01,1.0,24606.3282547,0.01,100,100.0,400,1.0,0.01,500.0,156.078,-645.114,3.50449e-18,1.0
,-636.261934635,0.6,7489.30575345,2,-636.261934635,1.0,-753.841,400.0,-636.261934635,0.005,1.0,7489.30575345,0.005,100,200.000000102,400,1.0,0.005,500.0,126.123,-640.688,2.1793e-19,1.0
,-638.032684119,0.6,5502.60075271,2,-638.032684119,1.0,-732.192,400.0,-638.032684119,0.00333333,1.0,5502.60075271,0.00333333,100,299.999969474,400,1.0,0.00333333,500.0,111.454,-639.803,5.43914e-20,1.0
0.399789,-637.915711507,0.6,24627.2557302,1,-637.915711507,3.46133,-702.657,298.449972872,-637.915711507,0.0025,0.997373,24627.2557302,0.00867612,100,285.532069609,400,0.0278957,6.9923e-05,500.0,75.3567,-610.029,2.51186e-06,1.34026
,-643.66786177,0.6,25780.8072063,2,-643.66786177,1.0,-803.77,400.0,-643.66786177,0.01,1.0,25780.8072063,0.01,100,100.0,400,1.0,0.01,500.0,159.759,-643.668,3.50449e-18,1.0
,-628.726252722,0.6,6761.75346384,2,-628.726252722,1.0,-749.406,400.0,-628.726252722,0.005,1.0,6761.75346384,0.005,100,200.000000102,400,1.0,0.005,500.0,127.139,-636.197,2.1793e-19,1.0
,-625.68861208,0.6,21122.1393681,2,-625.68861208,1.0,-725.129,400.0,-625.68861208,0.00333333,1.0,21122.1393681,0.00333333,100,299.999969474,400,1.0,0.00333333,500.0,133.308,-632.694,5.43914e-20,1.0
0.165384,-624.944257624,0.6,5527.17740479,1,-624.944257624,2.28659,-704.186,344.245468461,-624.944257624,0.0025,0.9706,5527.17740479,0.00588963,100,340.391831612,400,0.129292,0.000333021,500.0,97.255,-617.895,1.09722e-06,1.16196
,-617.43194224,0.6,5033.73429982,2,-617.43194224,1.0,-708.926,400.0,-617.43194224,0.01,1.0,5033.73429982,0.01,100,100.0,400,1.0,0.01,500.0,70.5932,-617.432,3.50449e-18,1.0
,-649.915556199,0.6,58801.5342706,2,-649.915556199,1.0,-746.888,400.0,-649.915556199,0.005,1.0,58801.5342706,0.005,100,200.000000102,400,1.0,0.005,500.0,178.5,-633.674,2.1793e-19,1.0
,-600.263542922,0.6,5354.41906893,2,-600.263542922,1.0,-714.976,400.0,-600.263542922,0.00333333,1.0,5354.41906893,0.00333333,100,299.999969474,400,1.0,0.00333333,500.0,152.501,-622.537,5.43914e-20,1.0
0.255042,-627.170515308,0.6,21397.733657,1,-627.170515308,2.77439,-691.261,321.460030935,-627.170515308,0.0025,0.991005,21397.733657,0.00699893,100,317.701599873,400,0.0649805,0.000163926,500.0,83.0962,-601.961,1.62308e-06,1.24432
,-599.127839104,0.6,4010.50053673,2,-599.127839104,1.0,-679.563,400.0,-599.127839104,0.01,1.0,4010.50053673,0.01,100,100.0,400,1.0,0.01,500.0,63.0111,-599.128,3.50449e-18,1.0
,-604.883233338,0.6,3310.16282906,2,-604.883233338,1.0,-658.882,400.0,-604.883233338,0.005,1.0,3310.16282906,0.005,100,200.000000102,400,1.0,0.005,500.0,60.2662,-602.005,2.1793e-19,1.0
,-602.50091998,0.6,2351.79561496,2,-602.50091998,1.0,-648.61,400.0,-602.50091998,0.00333333,1.0,2351.79561496,0.00333333,100,299.999969474,400,1.0,0.00333333,500.0,56.5463,-602.171,5.43914e-20,1.0
0.383638,-594.887296477,0.6,2798.3355795,1,-594.887296477,4.26095,-633.512,305.065195322,-594.887296477,0.0025,1.04397,2798.3355795,0.0102037,100,296.050737342,400,0.0302113,7.23468e-05,500.0,54.6218,-587.46,2.2e-06,1.3112
,-588.980869795,0.6,1928.27319913,2,-588.980869795,1.0,-646.67,400.0,-588.980869795,0.01,1.0,1928.27319913,0.01,100,100.0,400,1.0,0.01,500.0,43.692,-588.981,3.50449e-18,1.0
,-596.110821873,0.6,3710.26194896,2,-596.110821873,1.0,-642.288,400.0,-596.110821873,0.005,1.0,3710.26194896,0.005,100,200.000000102,400,1.0,0.005,500.0,52.9508,-592.546,2.1793e-19,1.0
,-602.797058757,0.6,22179.5506618,2,-602.797058757,1.0,-688.358,400.0,-602.797058757,0.00333333,1.0,22179.5506618,0.00333333,100,299.999969474,400,1.0,0.00333333,500.0,95.9781,-595.963,5.43914e-20,1.0
0.09267,-604.18956561,0.6,21538.4584521,1,-604.18956561,2.20188,-673.733,366.164816133,-604.18956561,0.0025,0.989943,21538.4584521,0.00556061,100,365.521765084,400,0.151915,0.000383646,500.0,88.3456,-590.101,5.91016e-07,1.0924
,-579.388425422,0.6,2450.50951631,2,-579.388425422,1.0,-639.18,400.0,-579.388425422,0.01,1.0,2450.50951631,0.01,100,100.0,400,1.0,0.01,500.0,49.2545,-579.388,3.50449e-18,1.0
,-581.075895655,0.6,3079.65044588,2,-581.075895655,1.0,-628.681,400.0,-581.075895655,0.005,1.0,3079.65044588,0.005,100,200.000000102,400,1.0,0.005,500.0,52.3272,-580.232,2.1793e-19,1.0
,-590.703659203,0.6,3099.82190969,2,-590.703659203,1.0,-624.125,400.0,-590.703659203,0.00333333,1.0,3099.82190969,0.00333333,100,299.999969474,400,1.0,0.00333333,500.0,53.5979,-583.723,5.43914e-20,1.0
0.420994,-587.495002863,0.6,2847.04628757,1,-587.495002863,4.51377,-612.789,288.619395362,-587.495002863,0.0025,0.999196,2847.04628757,0.0112935,100,281.567631135,400,0.0466498,0.000116718,500.0,59.5002,-571.597,2.63545e-06,1.38591
,-571.79053195,0.6,2366.34627812,2,-571.79053195,1.0,-627.661,400.0,-571.79053195,0.01,1.0,2366.34627812,0.01,100,100.0,400,1.0,0.01,500.0,48.4013,-571.79,3.50449e-18,1.0
,-581.101820339,0.6,2417.39282053,2,-581.101820339,1.0,-619.63,400.0,-581.101820339,0.005,1.0,2417.39282053,0.005,100,200.000000102,400,1.0,0.005,500.0,48.8838,-576.446,2.1793e-19,1.0
,-580.88184339,0.6,3329.59818132,2,-580.88184339,1.0,-617.798,400.0,-580.88184339,0.00333333,1.0,3329.59818132,0.00333333,100,299.999969474,400,1.0,0.00333333,500.0,51.9252,-577.925,5.43914e-20,1.0
0.375869,-567.691273573,0.6,2450.92653256,1,-567.691273573,6.59215,-605.535,306.439745511,-567.691273573,0.0025,1.03181,2450.92653256,0.0159723,100,295.820917171,400,0.17812,0.000431573,500.0,62.3486,-566.083,2.20657e-06,1.30531
,-571.345521197,0.6,2699.4902306,2,-571.345521197,1.0,-629.254,400.0,-571.345521197,0.01,1.0,2699.4902306,0.01,100,100.0,400,1.0,0.01,500.0,51.6962,-571.346,3.50449e-18,1.0
,-573.553466382,0.6,1862.55003332,2,-573.553466382,1.0,-613.397,400.0,-573.553466382,0.005,1.0,1862.55003332,0.005,100,200.000000102,400,1.0,0.005,500.0,47.5334,-572.45,2.1793e-19,1.0
,-566.04730481,0.6,2233.03108597,2,-566.04730481,1.0,-603.749,400.0,-566.04730481,0.00333333,1.0,2233.03108597,0.00333333,100,299.999969474,400,1.0,0.00333333,500.0,47.4583,-570.315,5.43914e-20,1.0
0.50826,-570.068525399,0.6,2557.98420697,1,-570.068525399,4.13902,-593.322,269.463599754,-570.068525399,0.0025,1.02343,2557.98420697,0.0101107,100,269.534214199,400,0.0162758,3.9758e-05,500.0,65.8006,-557.743,3.03284e-06,1.48443
,-561.833309407,0.6,1844.78185444,2,-561.833309407,1.0,-616.763,400.0,-561.833309407,0.01,1.0,1844.78185444,0.01,100,100.0,400,1.0,0.01,500.0,42.7356,-561.833,3.50449e-18,1.0
,-556.775546314,0.6,4317.37520095,2,-556.775546314,1.0,-615.373,400.0,-556.775546314,0.005,1.0,4317.37520095,0.005,100,200.000000102,400,1.0,0.005,500.0,55.2871,-559.304,2.1793e-19,1.0
,-562.163576085,0.6,2171.724921,2,-562.163576085,1.0,-606.037,400.0,-562.163576085,0.00333333,1.0,2171.724921,0.00333333,100,299.999969474,400,1.0,0.00333333,500.0,52.5001,-560.257,5.43914e-20,1.0
0.306456,-554.781325281,0.6,2461.29377129,1,-554.781325281,4.95674,-593.344,306.142152177,-554.781325281,0.0025,1.0146,2461.29377129,0.0122135,100,308.414416458,400,0.124452,0.000306652,500.0,56.0847,-548.026,1.86063e-06,1.30658
,-549.385476384,0.6,2548.32311967,2,-549.385476384,1.0,-605.896,400.0,-549.385476384,0.01,1.0,2548.32311967,0.01,100,100.0,400,1.0,0.01,500.0,50.2279,-549.385,3.50449e-18,1.0
,-545.288015655,0.6,2089.79012332,2,-545.288015655,1.0,-587.296,400.0,-545.288015655,0.005,1.0,2089.79012332,0.005,100,200.000000102,400,1.0,0.005,500.0,47.959,-547.337,2.1793e-19,1.0
,-552.440196901,0.6,3127.81156878,2,-552.440196901,1.0,-590.782,400.0,-552.440196901,0.00333333,1.0,3127.81156878,0.00333333,100,299.999969474,400,1.0,0.00333333,500.0,50.7084,-549.038,5.43914e-20,1.0
0.503216,-547.358999321,0.6,2597.85355648,1,-547.358999321,3.30252,-577.972,274.870436801,-547.358999321,0.0025,1.03737,2597.85355648,0.00795886,100,272.768830035,400,0.0510479,0.000123022,500.0,57.7964,-534.362,2.92257e-06,1.45523
,-546.584392815,0.6,7562.42247235,2,-546.584392815,1.0,-648.646,400.0,-546.584392815,0.01,1.0,7562.42247235,0.01,100,100.0,400,1.0,0.01,500.0,86.5263,-546.584,3.50449e-18,1.0
,-536.198729739,0.6,1819.50161107,2,-536.198729739,1.0,-613.56,400.0,-536.198729739,0.005,1.0,1819.50161107,0.005,100,200.000000102,400,1.0,0.005,500.0,68.3448,-541.392,2.1793e-19,1.0
,-543.642787191,0.6,2035.85521698,2,-543.642787191,1.0,-601.067,400.0,-543.642787191,0.00333333,1.0,2035.85521698,0.00333333,100,299.999969474,400,1.0,0.00333333,500.0,61.5384,-542.142,5.43914e-20,1.0
0.142239,-541.758160742,0.6,2424.52121208,1,-541.758160742,2.18397,-589.513,350.340788011,-541.758160742,0.0025,1.00077,2424.52121208,0.00545572,100,350.36573914,400,0.122068,0.000304934,500.0,51.3679,-534.985,8.87624e-07,1.14175
,-549.675491473,0.6,2311.72923097,2,-549.675491473,1.0,-604.592,400.0,-549.675491473,0.01,1.0,2311.72923097,0.01,100,100.0,400,1.0,0.01,500.0,47.8394,-549.675,3.50449e-18,1.0
,-536.714065916,0.6,2193.46076961,2,-536.714065916,1.0,-582.027,400.0,-536.714065916,0.005,1.0,2193.46076961,0.005,100,200.000000102,400,1.0,0.005,500.0,47.6662,-543.195,2.1793e-19,1.0
,-536.184677483,0.6,2244.16115209,2,-536.184677483,1.0,-572.564,400.0,-536.184677483,0.00333333,1.0,2244.16115209,0.00333333,100,299.999969474,400,1.0,0.00333333,500.0,47.6047,-540.858,5.43914e-20,1.0
0.295639,-530.952729379,0.6,1781.92869872,1,-530.952729379,3.66494,-562.447,307.158961733,-530.952729379,0.0025,0.971583,1781.92869872,0.00943033,100,304.784405527,400,0.149868,0.000385629,500.0,52.1341,-531.113,1.95741e-06,1.30226
,-530.569747874,0.6,2128.68669791,2,-530.569747874,1.0,-586.085,400.0,-530.569747874,0.01,1.0,2128.68669791,0.01,100,100.0,400,1.0,0.01,500.0,45.9064,-530.57,3.50449e-18,1.0
,-530.406048972,0.6,2210.33506139,2,-530.406048972,1.0,-569.743,400.0,-530.406048972,0.005,1.0,2210.33506139,0.005,100,200.000000102,400,1.0,0.005,500.0,46.3446,-530.488,2.1793e-19,1.0
,-524.002993273,0.6,1917.83334319,2,-524.002993273,1.0,-560.378,400.0,-524.002993273,0.00333333,1.0,1917.83334319,0.00333333,100,299.999969474,400,1.0,0.00333333,500.0,45.5424,-528.326,5.43914e-20,1.0
0.827677,-534.126044327,0.6,1708.10572603,1,-534.126044327,5.80281,-551.175,236.135218431,-534.126044327,0.0025,1.00128,1708.10572603,0.0144885,100,219.358918183,400,0.00903638,2.25621e-05,500.0,61.6888,-515.048,5.15975e-06,1.69394
,-521.867313142,0.6,2153.72732454,2,-521.867313142,1.0,-574.018,400.0,-521.867313142,0.01,1.0,2153.72732454,0.01,100,100.0,400,1.0,0.01,500.0,46.1756,-521.867,3.50449e-18,1.0
,-522.240048817,0.6,1946.54050216,2,-522.240048817,1.0,-558.93,400.0,-522.240048817,0.005,1.0,1946.54050216,0.005,100,200.000000102,400,1.0,0.005,500.0,45.0518,-522.054,2.1793e-19,1.0
,-523.593028618,0.6,2192.10458485,2,-523.593028618,1.0,-552.676,400.0,-523.593028618,0.00333333,1.0,2192.10458485,0.00333333,100,299.999969474,400,1.0,0.00333333,500.0,45.5745,-522.567,5.43914e-20,1.0
0.616991,-520.515105819,0.6,1707.27563761,1,-520.515105819,5.07158,-543.135,264.669275727,-520.515105819,0.0025,1.00292,1707.27563761,0.012642,100,248.159378895,400,0.0419711,0.000104622,500.0,57.1153,-511.078,3.83375e-06,1.51132
,-512.217688367,0.6,2115.53251504,2,-512.217688367,1.0,-562.128,400.0,-512.217688367,0.01,1.0,2115.53251504,0.01,100,100.0,400,1.0,0.01,500.0,45.7644,-512.218,3.50449e-18,1.0
,-511.661768354,0.6,2593.43437511,2,-511.661768354,1.0,-551.815,400.0,-511.661768354,0.005,1.0,2593.43437511,0.005,100,200.000000102,400,1.0,0.005,500.0,48.2806,-511.94,2.1793e-19,1.0
,-510.721445849,0.6,2315.90508119,2,-510.721445849,1.0,-544.092,400.0,-510.721445849,0.00333333,1.0,2315.90508119,0.00333333,100,299.999969474,400,1.0,0.00333333,500.0,48.1517,-511.534,5.43914e-20,1.0
0.414363,-517.428227904,0.6,1939.3297253,1,-517.428227904,3.98777,-536.989,282.698761951,-517.428227904,0.0025,0.998902,1939.3297253,0.00998038,100,282.838452518,400,0.0220953,5.52991e-05,500.0,54.3936,-503.45,2.59546e-06,1.41493
,-515.370976555,0.6,2226.42479234,2,-515.370976555,1.0,-567.442,400.0,-515.370976555,0.01,1.0,2226.42479234,0.01,100,100.0,400,1.0,0.01,500.0,46.9485,-515.371,3.50449e-18,1.0
,-512.56987105,0.6,1618.22768093,2,-512.56987105,1.0,-550.79,400.0,-512.56987105,0.005,1.0,1618.22768093,0.005,100,200.000000102,400,1.0,0.005,500.0,43.647,-513.97,2.1793e-19,1.0
,-510.400838284,0.6,1542.57891593,2,-510.400838284,1.0,-542.844,400.0,-510.400838284,0.00333333,1.0,1542.57891593,0.00333333,100,299.999969474,400,1.0,0.00333333,500.0,42.2129,-512.781,5.43914e-20,1.0
0.221875,-502.971194188,0.6,1281.97070689,1,-502.971194188,3.00037,-533.69,327.584763687,-502.971194188,0.0025,1.00288,1281.97070689,0.0074794,100,327.854845646,400,0.178388,0.00044469,500.0,44.9677,-504.921,1.37877e-06,1.22106
,-507.505363309,0.6,2044.48629355,2,-507.505363309,1.0,-559.785,400.0,-507.505363309,0.01,1.0,2044.48629355,0.01,100,100.0,400,1.0,0.01,500.0,44.9893,-507.505,3.50449e-18,1.0
,-504.21830612,0.6,1552.0783737,2,-504.21830612,1.0,-542.829,400.0,-504.21830612,0.005,1.0,1552.0783737,0.005,100,200.000000102,400,1.0,0.005,500.0,42.2256,-505.862,2.1793e-19,1.0
,-508.967009553,0.6,1969.21557984,2,-508.967009553,1.0,-537.081,400.0,-508.967009553,0.00333333,1.0,1969.21557984,0.00333333,100,299.999969474,400,1.0,0.00333333,500.0,42.9028,-506.897,5.43914e-20,1.0
0.597285,-504.933600009,0.6,1380.33268005,1,-504.933600009,4.39937,-527.416,261.10325873,-504.933600009,0.0025,0.979344,1380.33268005,0.0112304,100,246.732588783,400,0.0187988,4.79883e-05,500.0,51.1462,-495.062,3.89216e-06,1.53196
,-497.401460142,0.6,1529.45569624,2,-497.401460142,1.0,-547.691,400.0,-497.401460142,0.01,1.0,1529.45569624,0.01,100,100.0,400,1.0,0.01,500.0,38.9122,-497.401,3.50449e-18,1.0
,-498.247795016,0.6,1846.01281921,2,-498.247795016,1.0,-533.385,400.0,-498.247795016,0.005,1.0,1846.01281921,0.005,100,200.000000102,400,1.0,0.005,500.0,40.8783,-497.825,2.1793e-19,1.0
,-493.103520118,0.6,1375.08106365,2,-493.103520118,1.0,-525.286,400.0,-493.103520118,0.00333333,1.0,1375.08106365,0.00333333,100,299.999969474,400,1.0,0.00333333,500.0,39.658,-496.251,5.43914e-20,1.0
0.308407,-500.31552121,0.6,1542.56074953,1,-500.31552121,7.63008,-520.52,328.858882016,-500.31552121,0.0025,1.02883,1542.56074953,0.0185407,100,309.924502665,400,0.278438,0.000676589,500.0,54.7415,-492.788,1.82103e-06,1.21633
,-494.29466642,0.6,2050.11413404,2,-494.29466642,1.0,-549.883,400.0,-494.29466642,0.01,1.0,2050.11413404,0.01,100,100.0,400,1.0,0.01,500.0,45.0512,-494.295,3.50449e-18,1.0
,-504.101566866,0.6,1890.43329186,2,-504.101566866,1.0,-538.505,400.0,-504.101566866,0.005,1.0,1890.43329186,0.005,100,200.000000102,400,1.0,0.005,500.0,44.4366,-499.198,2.1793e-19,1.0
,-486.132082146,0.6,1869.04935901,2,-486.132082146,1.0,-526.937,400.0,-486.132082146,0.00333333,1.0,1869.04935901,0.00333333,100,299.999969474,400,1.0,0.00333333,500.0,44.3975,-494.843,5.43914e-20,1.0
0.243859,-489.971989778,0.6,2111.46862313,1,-489.971989778,2.8832,-519.236,320.307576846,-489.971989778,0.0025,0.97321,2111.46862313,0.00740641,100,318.262114244,400,0.106875,0.000274543,500.0,49.7567,-488.176,1.60918e-06,1.2488
,-494.593131516,0.6,1942.45423658,2,-494.593131516,1.0,-544.936,400.0,-494.593131516,0.01,1.0,1942.45423658,0.01,100,100.0,400,1.0,0.01,500.0,43.8524,-494.593,3.50449e-18,1.0
,-489.864389603,0.6,1360.35402198,2,-489.864389603,1.0,-527.827,400.0,-489.864389603,0.005,1.0,1360.35402198,0.005,100,200.000000102,400,1.0,0.005,500.0,40.5028,-492.229,2.1793e-19,1.0
