Delta,Bound,VanillaAvgRet,ESSClassic,AvgVanillaIw,AvgEpLen,MinNormIw,BatchSize,ESSRenyi,EpsThisIter,VarRet,VarJ,IterType,VarDiscRet,MaxNormIw,eRenyi2,VarNormIw,AvgRet,AvgDiscRet,MaxVanillaIw,AvgNormIw,VarVanillaIw,J,MinVanillaIw
0.35,4318.436,4999.821691339314,100.0,1.0,500.0,0.01,200,200.0,100,0.02739381768946878,0.16467579,2,0.02739381768946878,0.01,1.0,3.5044917e-18,4999.821691339314,4999.821691339314,1.0,0.009999998,,4999.8213,1.0
0.35,4517.9927,4999.7865873083665,199.99996452664868,1.000059,500.0,0.004979885,200,199.99995231629555,100,0.06104450275072005,0.2097317,1,0.06104450275072005,0.0050029666,1.0000002,8.026905e-12,4999.7865873083665,4999.7865873083665,1.0006524,0.005,3.211166e-07,4999.8047,0.9960358
0.35,4318.4375,4999.822823895802,100.0,1.0,500.0,0.01,200,200.0,100,0.03399427277403839,0.18346928,2,0.03399427277403839,0.01,1.0,3.5044917e-18,4999.822823895802,4999.822823895802,1.0,0.009999998,,4999.8228,1.0
0.35,4518.019,4999.8385568447275,200.00002209843993,1.0000098,500.0,0.004997643,200,200.0,100,0.0232676775074251,0.16854812,1,0.0232676775074251,0.00500236,1.0,6.272846e-13,4999.8385568447275,4999.8385568447275,1.0004817,0.0049999994,2.5092241e-08,4999.831,0.9995384
0.35,4318.416,4999.801431323763,100.0,1.0,500.0,0.01,200,200.0,100,0.029668145350266507,0.17138167,2,0.029668145350266507,0.01,1.0,3.5044917e-18,4999.801431323763,4999.801431323763,1.0,0.009999998,,4999.8013,1.0
0.35,4517.9917,4999.804789188702,199.99978939993557,0.9999693,500.0,0.004981172,200,199.9998807907815,100,0.03858493739923788,0.18370603,1,0.03858493739923788,0.0050081653,1.0000006,1.9859373e-11,4999.804789188702,4999.804789188702,1.0016023,0.005,7.9432834e-07,4999.8037,0.99620384
0.35,4318.3877,4999.772711667861,100.0,1.0,500.0,0.01,200,200.0,100,0.04077722964189708,0.20092016,2,0.04077722964189708,0.01,1.0,3.5044917e-18,4999.772711667861,4999.772711667861,1.0,0.009999998,,4999.7725,1.0
0.35,4517.989,4999.828304975554,199.99991579145774,1.0000075,500.0,0.0049917544,200,199.99995231629555,100,0.027943497108787428,0.18648644,1,0.027943497108787428,0.0050057145,1.0000002,6.942871e-12,4999.828304975554,4999.828304975554,1.0011504,0.005,2.7771938e-07,4999.801,0.9983583
0.35,4318.427,4999.811969933139,100.0,1.0,500.0,0.01,200,200.0,100,0.03577000379603487,0.18818988,2,0.03577000379603487,0.01,1.0,3.5044917e-18,4999.811969933139,4999.811969933139,1.0,0.009999998,,4999.812,1.0
0.35,4494.301,4949.82568749271,198.5944177971519,1.0030919,495.01,0.0044753724,200,199.053449380898,100,249982.4220487985,318.39996,1,249982.4220487985,0.0072221565,1.0047553,1.7783275e-07,4949.82568749271,4949.82568749271,1.4488974,0.005,0.007157364,4977.257,0.89784193
0.35,4318.406,4999.791068374286,100.0,1.0,500.0,0.01,200,200.0,100,0.047236789852643006,0.21627635,2,0.047236789852643006,0.01,1.0,3.5044917e-18,4999.791068374286,4999.791068374286,1.0,0.009999998,,4999.791,1.0
0.35,4518.002,4999.835636318456,199.99996158590986,1.0000218,500.0,0.00499739,200,199.99997615814493,100,0.019839767989838195,0.18363398,1,0.019839767989838195,0.005006653,1.0000001,2.1046103e-12,4999.835636318456,4999.835636318456,1.0013524,0.005,8.418884e-08,4999.814,0.9994998
0.35,4318.4287,4999.814030905141,100.0,1.0,500.0,0.01,200,200.0,100,0.027631035491031353,0.16536798,2,0.027631035491031353,0.01,1.0,3.5044917e-18,4999.814030905141,4999.814030905141,1.0,0.009999998,,4999.814,1.0
0.35,4470.3584,4899.825406113345,198.15754559481906,1.000203,490.02,0.0038483657,200,198.2468665770981,100,494914.257683308,454.54724,1,494914.257683308,0.008435161,1.0088432,2.3361375e-07,4899.825406113345,4899.825406113345,1.6873746,0.005,0.009348345,4954.296,0.7698294
0.35,4318.4326,4999.817552046599,100.0,1.0,500.0,0.01,200,200.0,100,0.020160737420143054,0.141258,2,0.020160737420143054,0.01,1.0,3.5044917e-18,4999.817552046599,4999.817552046599,1.0,0.009999998,,4999.818,1.0
0.35,4517.986,4999.776301377741,199.99999814669306,0.9999976,500.0,0.0049969326,200,200.0,100,0.05442723424881479,0.1932161,1,0.05442723424881479,0.0050019217,1.0,8.9752175e-13,4999.776301377741,4999.776301377741,1.000382,0.005,3.590085e-08,4999.798,0.99938416
0.35,4318.4346,4999.820351041582,100.0,1.0,500.0,0.01,200,200.0,100,0.03456609615606051,0.18498445,2,0.03456609615606051,0.01,1.0,3.5044917e-18,4999.820351041582,4999.820351041582,1.0,0.009999998,,4999.82,1.0
0.35,4517.9863,4999.775775357386,199.99994245609176,0.9999924,500.0,0.0049937973,200,199.99997615814493,100,0.04291503873189627,0.1970652,1,0.04291503873189627,0.0050066425,1.0000001,4.122436e-12,4999.775775357386,4999.775775357386,1.0013208,0.005,1.6489459e-07,4999.7983,0.9987518
0.35,4318.4287,4999.814133524593,100.0,1.0,500.0,0.01,200,200.0,100,0.04108069526361582,0.20165075,2,0.04108069526361582,0.01,1.0,3.5044917e-18,4999.814133524593,4999.814133524593,1.0,0.009999998,,4999.814,1.0
0.35,4518.011,4999.8309308341395,199.99999355979256,0.9999731,500.0,0.0049914983,200,199.99997615814493,100,0.030321115479171903,0.18812057,1,0.030321115479171903,0.0050037173,1.0000001,5.5232863e-12,4999.8309308341395,4999.8309308341395,1.0007166,0.005,2.2091902e-07,4999.823,0.99827284
0.35,4318.411,4999.795866894305,100.0,1.0,500.0,0.01,200,200.0,100,0.040267194729142586,0.19967332,2,0.040267194729142586,0.01,1.0,3.5044917e-18,4999.795866894305,4999.795866894305,1.0,0.009999998,,4999.796,1.0
0.35,4517.9883,4999.80392292071,199.99995858621497,0.99999505,500.0,0.00499306,200,199.99997615814493,100,0.041119151490398964,0.2007145,1,0.041119151490398964,0.005003463,1.0000001,3.339137e-12,4999.80392292071,4999.80392292071,1.0006876,0.005,1.3356434e-07,4999.8003,0.99860704
0.35,4314.117,4995.50236262474,100.0,1.0,499.58,0.01,200,200.0,100,1849.4224834836093,42.78937,2,1849.4224834836093,0.01,1.0,3.5044917e-18,4995.50236262474,4995.50236262474,1.0,0.009999998,,4995.5024,1.0
0.35,4516.076,4999.8036837071495,199.78613754610507,1.0001521,500.0,0.003940541,200,199.8172286039498,100,0.04255419436892964,23.931637,1,0.04255419436892964,0.00517397,1.0009147,2.689375e-08,4999.8036837071495,4999.8036837071495,1.0349514,0.005,0.0010760773,4998.1084,0.78822803
0.35,4318.42,4999.805503919113,100.0,1.0,500.0,0.01,200,200.0,100,0.03253029871714024,0.1794719,2,0.03253029871714024,0.01,1.0,3.5044917e-18,4999.805503919113,4999.805503919113,1.0,0.009999998,,4999.805,1.0
0.35,4517.9995,4999.816917523542,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.02935446682792407,0.17511512,1,0.02935446682792407,0.005,1.0,2.179301e-19,4999.816917523542,4999.816917523542,1.0,0.0049999994,,4999.8115,1.0
0.35,4318.4116,4999.797097228012,100.0,1.0,500.0,0.01,200,200.0,100,0.06372104923744074,0.25117445,2,0.06372104923744074,0.01,1.0,3.5044917e-18,4999.797097228012,4999.797097228012,1.0,0.009999998,,4999.797,1.0
0.35,4517.995,4999.8167880287065,199.99983709636686,0.9999965,500.0,0.0049854326,200,199.99954700572573,100,0.02663861855973486,0.2115164,1,0.02663861855973486,0.005004877,1.0000023,1.5829582e-11,4999.8167880287065,4999.8167880287065,1.0009719,0.005,6.331717e-07,4999.8076,0.99708307
0.35,4318.3994,4999.784872111621,100.0,1.0,500.0,0.01,200,200.0,100,0.04656308939011445,0.21471903,2,0.04656308939011445,0.01,1.0,3.5044917e-18,4999.784872111621,4999.784872111621,1.0,0.009999998,,4999.7847,1.0
0.35,4497.074,4949.804102254989,197.2599347851138,0.99931234,495.01,0.003149083,200,197.00620649042372,100,249980.2467234917,243.8602,1,249980.2467234917,0.0063963807,1.0151964,3.4900808e-07,4949.804102254989,4949.804102254989,1.2783965,0.005,0.01394113,4982.533,0.6293835
0.35,4318.445,4999.830005977114,100.0,1.0,500.0,0.01,200,200.0,100,0.03312292432616948,0.18111314,2,0.03312292432616948,0.01,1.0,3.5044917e-18,4999.830005977114,4999.830005977114,1.0,0.009999998,,4999.83,1.0
0.35,4517.987,4999.767855062291,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.06078967451691463,0.2178413,1,0.06078967451691463,0.005,1.0,2.179301e-19,4999.767855062291,4999.767855062291,1.0,0.0049999994,,4999.799,1.0
0.35,4318.423,4999.808407287921,100.0,1.0,500.0,0.01,200,200.0,100,0.04759306055351068,0.21704532,2,0.04759306055351068,0.01,1.0,3.5044917e-18,4999.808407287921,4999.808407287921,1.0,0.009999998,,4999.808,1.0
0.35,4517.982,4999.7792878227865,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.039121409194867396,0.20767774,1,0.039121409194867396,0.005,1.0,2.179301e-19,4999.7792878227865,4999.7792878227865,1.0,0.0049999994,,4999.794,1.0
0.35,4318.4097,4999.795394558895,100.0,1.0,500.0,0.01,200,200.0,100,0.03953520148063701,0.1978477,2,0.03953520148063701,0.01,1.0,3.5044917e-18,4999.795394558895,4999.795394558895,1.0,0.009999998,,4999.795,1.0
0.35,4496.0903,4949.808124373764,197.5143490482382,1.0020316,495.01,0.0034023935,200,197.6860065042183,100,249980.6677121927,269.51462,1,249980.6677121927,0.007105753,1.0117054,3.1619624e-07,4949.808124373764,4949.808124373764,1.4240377,0.005,0.01269929,4980.714,0.68186116
0.35,4318.4033,4999.788674062721,100.0,1.0,500.0,0.01,200,200.0,100,0.03772299542859067,0.19323446,2,0.03772299542859067,0.01,1.0,3.5044917e-18,4999.788674062721,4999.788674062721,1.0,0.009999998,,4999.7886,1.0
0.35,4517.995,4999.825227531269,199.99993288693983,1.0000839,500.0,0.0049948064,200,199.99957084747848,100,0.02903004845840653,0.18264313,1,0.02903004845840653,0.0050178366,1.0000021,8.890973e-12,4999.825227531269,4999.825227531269,1.0036515,0.005,3.5569568e-07,4999.8076,0.99904513
0.35,4318.432,4999.8170368585925,100.0,1.0,500.0,0.01,200,200.0,100,0.02845891898890934,0.16785224,2,0.02845891898890934,0.01,1.0,3.5044917e-18,4999.8170368585925,4999.8170368585925,1.0,0.009999998,,4999.8174,1.0
0.35,4518.0005,4999.807500816792,200.00000361011544,0.9999716,500.0,0.004997651,200,200.0,100,0.03481195845598904,0.17705478,1,0.03481195845598904,0.005001983,1.0,6.6855007e-13,4999.807500816792,4999.807500816792,1.0003682,0.005,2.6740278e-08,4999.8125,0.9995018
0.35,4318.409,4999.794856020747,100.0,1.0,500.0,0.01,200,200.0,100,0.042679022706153466,0.20554781,2,0.042679022706153466,0.01,1.0,3.5044917e-18,4999.794856020747,4999.794856020747,1.0,0.009999998,,4999.7944,1.0
0.35,4517.988,4999.803513732228,200.0000083508478,1.0000037,500.0,0.00499781,200,200.0,100,0.03438208027686676,0.19534177,1,0.03438208027686676,0.0050036106,1.0,7.084309e-13,4999.803513732228,4999.803513732228,1.0007257,0.005,2.8337437e-08,4999.8,0.9995656
0.35,4318.4385,4999.823703086696,100.0,1.0,500.0,0.01,200,200.0,100,0.03290442880716922,0.18048634,2,0.03290442880716922,0.01,1.0,3.5044917e-18,4999.823703086696,4999.823703086696,1.0,0.009999998,,4999.8237,1.0
0.35,4518.018,4999.836170898017,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.028274532637584036,0.17413558,1,0.028274532637584036,0.005,1.0,2.179301e-19,4999.836170898017,4999.836170898017,1.0,0.0049999994,,4999.83,1.0
0.35,4318.435,4999.820359796736,100.0,1.0,500.0,0.01,200,200.0,100,0.03832489045800023,0.19475624,2,0.03832489045800023,0.01,1.0,3.5044917e-18,4999.820359796736,4999.820359796736,1.0,0.009999998,,4999.8203,1.0
0.35,4517.997,4999.798189138132,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.030575282710702815,0.184985,1,0.030575282710702815,0.005,1.0,2.179301e-19,4999.798189138132,4999.798189138132,1.0,0.0049999994,,4999.809,1.0
0.35,4318.408,4999.793617153951,100.0,1.0,500.0,0.01,200,200.0,100,0.04078507476460655,0.2009447,2,0.04078507476460655,0.01,1.0,3.5044917e-18,4999.793617153951,4999.793617153951,1.0,0.009999998,,4999.7935,1.0
0.35,4517.989,4999.806721555681,199.99999518383677,0.9999993,500.0,0.0049990565,200,200.0,100,0.04059549498298165,0.20081438,1,0.04059549498298165,0.0050004087,1.0,5.707338e-14,4999.806721555681,4999.806721555681,1.0000811,0.005,2.2829492e-09,4999.801,0.9998106
0.35,4318.4463,4999.831576897449,100.0,1.0,500.0,0.01,200,200.0,100,0.0267389831207045,0.16271216,2,0.0267389831207045,0.01,1.0,3.5044917e-18,4999.831576897449,4999.831576897449,1.0,0.009999998,,4999.8315,1.0
0.35,4518.0093,4999.810770998966,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.03010395663313204,0.1680793,1,0.03010395663313204,0.005,1.0,2.179301e-19,4999.810770998966,4999.810770998966,1.0,0.0049999994,,4999.8213,1.0
0.35,4318.4336,4999.818916099155,100.0,1.0,500.0,0.01,200,200.0,100,0.030498703259897796,0.17377368,2,0.030498703259897796,0.01,1.0,3.5044917e-18,4999.818916099155,4999.818916099155,1.0,0.009999998,,4999.819,1.0
0.35,4518.0024,4999.808783038147,199.99997661290382,1.0000105,500.0,0.0049863067,200,199.99997615814493,100,0.04102100542521058,0.18816322,1,0.04102100542521058,0.005003953,1.0000001,4.059269e-12,4999.808783038147,4999.808783038147,1.0008011,0.005,1.6237327e-07,4999.8145,0.99727184
0.35,4318.3833,4999.768750990601,100.0,1.0,500.0,0.01,200,200.0,100,0.036815290751116586,0.19091555,2,0.036815290751116586,0.01,1.0,3.5044917e-18,4999.768750990601,4999.768750990601,1.0,0.009999998,,4999.7686,1.0
0.35,4517.987,4999.829577161902,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.028966889366973815,0.18299645,1,0.028966889366973815,0.005,1.0,2.179301e-19,4999.829577161902,4999.829577161902,1.0,0.0049999994,,4999.799,1.0
0.35,4318.4463,4999.83164870579,100.0,1.0,500.0,0.01,200,200.0,100,0.030393532933077665,0.17346065,2,0.030393532933077665,0.01,1.0,3.5044917e-18,4999.83164870579,4999.83164870579,1.0,0.009999998,,4999.8315,1.0
0.35,4518.02,4999.832189268007,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.03710247694706268,0.18279126,1,0.03710247694706268,0.005,1.0,2.179301e-19,4999.832189268007,4999.832189268007,1.0,0.0049999994,,4999.832,1.0
0.35,4318.4453,4999.830706446788,100.0,1.0,500.0,0.01,200,200.0,100,0.030895194865197224,0.17488386,2,0.030895194865197224,0.01,1.0,3.5044917e-18,4999.830706446788,4999.830706446788,1.0,0.009999998,,4999.8306,1.0
0.35,4518.015,4999.8233007823765,199.99987251408675,1.0000361,500.0,0.0049928124,200,199.99990463261383,100,0.024522903828364265,0.16561419,1,0.024522903828364265,0.0050165923,1.0000005,1.791515e-11,4999.8233007823765,4999.8233007823765,1.0033548,0.005,7.166639e-07,4999.827,0.9985986
0.35,4318.44,4999.825274406069,100.0,1.0,500.0,0.01,200,200.0,100,0.034115083914196646,0.18374796,2,0.034115083914196646,0.01,1.0,3.5044917e-18,4999.825274406069,4999.825274406069,1.0,0.009999998,,4999.825,1.0
0.35,4518.005,4999.8085873591735,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.038882235489061674,0.19024862,1,0.038882235489061674,0.005,1.0,2.179301e-19,4999.8085873591735,4999.8085873591735,1.0,0.0049999994,,4999.817,1.0
0.35,4318.4033,4999.787760510116,100.0,1.0,500.0,0.01,200,200.0,100,0.034249779694838306,0.18412147,2,0.034249779694838306,0.01,1.0,3.5044917e-18,4999.787760510116,4999.787760510116,1.0,0.009999998,,4999.788,1.0
0.35,4513.3066,4985.305519830854,198.33548622643087,0.99126124,498.56,0.0022439302,200,198.82229791153358,100,21028.14384001913,46.030464,1,21028.14384001913,0.005497741,1.0059234,2.1086643e-07,4985.305519830854,4985.305519830854,1.0899395,0.005,0.008287884,4996.5435,0.44486418
0.35,4318.436,4999.821940192851,100.0,1.0,500.0,0.01,200,200.0,100,0.027156872603187884,0.1639725,2,0.027156872603187884,0.01,1.0,3.5044917e-18,4999.821940192851,4999.821940192851,1.0,0.009999998,,4999.8213,1.0
0.35,4518.015,4999.83164982319,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.030238144632141004,0.16863123,1,0.030238144632141004,0.005,1.0,2.179301e-19,4999.83164982319,4999.83164982319,1.0,0.0049999994,,4999.827,1.0
0.35,4318.4185,4999.804277576255,100.0,1.0,500.0,0.01,200,200.0,100,0.03279103354830117,0.18019983,2,0.03279103354830117,0.01,1.0,3.5044917e-18,4999.804277576255,4999.804277576255,1.0,0.009999998,,4999.8037,1.0
0.35,4494.6406,4949.833021585632,198.69768143256147,1.0015461,495.01,0.0039850427,200,198.76583607935555,100,249983.16753930008,308.73227,1,249983.16753930008,0.006708373,1.0062091,1.6468564e-07,4949.833021585632,4949.833021585632,1.343749,0.0049999994,0.006607813,4977.9463,0.79824084
0.35,4268.4453,4949.830334871261,100.0,1.0,495.01,0.01,200,200.0,100,249982.8925700997,497.47665,2,249982.8925700997,0.01,1.0,3.5044917e-18,4949.830334871261,4949.830334871261,1.0,0.009999998,,4949.8306,1.0
0.35,4494.354,4999.810856715886,198.89216082482213,1.0026928,500.0,0.004384923,200,199.01984846595835,100,0.029570749914163634,317.1273,1,0.029570749914163634,0.007319507,1.0049249,1.3994709e-07,4999.810856715886,4999.810856715886,1.4678435,0.005000001,0.0056280727,4977.351,0.87934613
0.35,4318.372,4999.756875103935,100.0,1.0,500.0,0.01,200,200.0,100,0.056966746725715514,0.23749426,2,0.056966746725715514,0.01,1.0,3.5044917e-18,4999.756875103935,4999.756875103935,1.0,0.009999998,,4999.757,1.0
0.35,4517.9683,4999.803115559485,199.99980653740727,0.99996793,500.0,0.0049823145,200,199.9998807907815,100,0.03082203072431683,0.20955965,1,0.03082203072431683,0.005008307,1.0000006,1.9979022e-11,4999.803115559485,4999.803115559485,1.0016292,0.005,7.9911223e-07,4999.7803,0.99643093
0.35,4318.422,4999.807389278952,100.0,1.0,500.0,0.01,200,200.0,100,0.05286693883659019,0.22878909,2,0.05286693883659019,0.01,1.0,3.5044917e-18,4999.807389278952,4999.807389278952,1.0,0.009999998,,4999.807,1.0
0.35,4517.9937,4999.803618335345,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.04011648067706254,0.21455501,1,0.04011648067706254,0.005,1.0,2.179301e-19,4999.803618335345,4999.803618335345,1.0,0.0049999994,,4999.8057,1.0
0.35,4318.423,4999.808181195304,100.0,1.0,500.0,0.01,200,200.0,100,0.024045049360600822,0.15428923,2,0.024045049360600822,0.01,1.0,3.5044917e-18,4999.808181195304,4999.808181195304,1.0,0.009999998,,4999.808,1.0
0.35,4518.0093,4999.83407376421,199.99999570545805,1.0000116,500.0,0.004996111,200,199.99997615814493,100,0.02777754490706612,0.16065474,1,0.02777754490706612,0.0050067874,1.0000001,4.0713457e-12,4999.83407376421,4999.83407376421,1.001369,0.005,1.6285769e-07,4999.8213,0.9992338
0.35,4318.4097,4999.794753798034,100.0,1.0,500.0,0.01,200,200.0,100,0.03693905728174864,0.19125226,2,0.03693905728174864,0.01,1.0,3.5044917e-18,4999.794753798034,4999.794753798034,1.0,0.009999998,,4999.795,1.0
0.35,4476.626,4899.841768430811,192.45324484225642,0.9787436,490.02,0.0020014036,200,193.49142753016454,100,494917.55132162385,333.18616,1,494917.55132162385,0.006918738,1.0336375,9.852631e-07,4899.841768430811,4899.841768430811,1.3543341,0.005,0.03775288,4966.4746,0.39177218
0.35,4318.425,4999.809919566045,100.0,1.0,500.0,0.01,200,200.0,100,0.0413653449460197,0.20233469,2,0.0413653449460197,0.01,1.0,3.5044917e-18,4999.809919566045,4999.809919566045,1.0,0.009999998,,4999.81,1.0
0.35,4517.984,4999.7818301582,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.04481646148873307,0.20700203,1,0.04481646148873307,0.005,1.0,2.179301e-19,4999.7818301582,4999.7818301582,1.0,0.0049999994,,4999.796,1.0
0.35,4318.4326,4999.817792367834,100.0,1.0,500.0,0.01,200,200.0,100,0.038164676532432454,0.19435048,2,0.038164676532432454,0.01,1.0,3.5044917e-18,4999.817792367834,4999.817792367834,1.0,0.009999998,,4999.818,1.0
0.35,4517.9937,4999.793455010085,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.03609141395277756,0.19209658,1,0.03609141395277756,0.005,1.0,2.179301e-19,4999.793455010085,4999.793455010085,1.0,0.0049999994,,4999.8057,1.0
0.35,4318.431,4999.816756120297,100.0,1.0,500.0,0.01,200,200.0,100,0.035351926132071915,0.18708993,2,0.035351926132071915,0.01,1.0,3.5044917e-18,4999.816756120297,4999.816756120297,1.0,0.009999998,,4999.8164,1.0
0.35,4518.014,4999.834373429123,199.9999608725426,0.9999736,500.0,0.0049925065,200,199.99995231629555,100,0.03156692028271408,0.18217447,1,0.03156692028271408,0.005005891,1.0000002,6.2490794e-12,4999.834373429123,4999.834373429123,1.0011518,0.005,2.4995094e-07,4999.826,0.99847496
0.35,4318.4287,4999.814152930972,100.0,1.0,500.0,0.01,200,200.0,100,0.03407457821397093,0.18369918,2,0.03407457821397093,0.01,1.0,3.5044917e-18,4999.814152930972,4999.814152930972,1.0,0.009999998,,4999.814,1.0
0.35,4518.0005,4999.810272033508,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.04997042765988187,0.20398538,1,0.04997042765988187,0.005,1.0,2.179301e-19,4999.810272033508,4999.810272033508,1.0,0.0049999994,,4999.8125,1.0
0.35,4268.4155,4949.800877795688,100.0,1.0,495.01,0.01,200,200.0,100,249979.92939692008,497.47375,2,249979.92939692008,0.01,1.0,3.5044917e-18,4949.800877795688,4949.800877795688,1.0,0.009999998,,4949.801,1.0
0.35,4495.9575,4999.796262952529,198.22515206011428,1.0120893,500.0,0.0033188597,200,197.88788628451846,100,0.034615587324012376,274.8542,1,0.034615587324012376,0.006097537,1.0106733,2.2496808e-07,4999.796262952529,4999.796262952529,1.2342503,0.005,0.009217613,4980.334,0.67179644
0.35,4318.4126,4999.798019554799,100.0,1.0,500.0,0.01,200,200.0,100,0.03990009721427819,0.19875957,2,0.03990009721427819,0.01,1.0,3.5044917e-18,4999.798019554799,4999.798019554799,1.0,0.009999998,,4999.798,1.0
0.35,4517.9927,4999.810358502728,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.030007176448147203,0.18612969,1,0.030007176448147203,0.005,1.0,2.179301e-19,4999.810358502728,4999.810358502728,1.0,0.0049999994,,4999.8047,1.0
0.35,4318.416,4999.8010406527565,100.0,1.0,500.0,0.01,200,200.0,100,0.03292159638525314,0.18053499,2,0.03292159638525314,0.01,1.0,3.5044917e-18,4999.8010406527565,4999.8010406527565,1.0,0.009999998,,4999.8013,1.0
0.35,4517.9883,4999.7991177309505,199.9999108347319,0.9999783,500.0,0.004987191,200,199.99995231629555,100,0.03740253241768212,0.18651204,1,0.03740253241768212,0.005007854,1.0000002,8.166423e-12,4999.7991177309505,4999.7991177309505,1.0015491,0.005,3.2664056e-07,4999.8003,0.9974166
0.35,4268.4434,4949.8282389433125,100.0,1.0,495.01,0.01,200,200.0,100,249982.6805905985,497.4765,2,249982.6805905985,0.01,1.0,3.5044917e-18,4949.8282389433125,4949.8282389433125,1.0,0.009999998,,4949.8286,1.0
0.35,4499.2324,4999.819651052655,196.42675880038536,1.0082892,500.0,0.0023262564,200,195.99576588240942,100,0.04017986026328013,196.22354,1,0.04017986026328013,0.006492858,1.0204302,4.5706776e-07,4999.819651052655,4999.819651052655,1.3093357,0.005,0.018587068,4985.9414,0.46910784
0.35,4318.419,4999.804430627962,100.0,1.0,500.0,0.01,200,200.0,100,0.047298444148233185,0.21638495,2,0.047298444148233185,0.01,1.0,3.5044917e-18,4999.804430627962,4999.804430627962,1.0,0.009999998,,4999.804,1.0
0.35,4517.996,4999.810856376865,199.9999786273938,1.0000024,500.0,0.004993747,200,200.0,100,0.03364466809124192,0.20013668,1,0.03364466809124192,0.0050034006,1.0,2.7434918e-12,4999.810856376865,4999.810856376865,1.0006826,0.005,1.0973922e-07,4999.808,0.9987518
0.35,4318.4453,4999.830341389142,100.0,1.0,500.0,0.01,200,200.0,100,0.024637448531607885,0.15616326,2,0.024637448531607885,0.01,1.0,3.5044917e-18,4999.830341389142,4999.830341389142,1.0,0.009999998,,4999.8306,1.0
0.35,4518.0044,4999.802854788999,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.04148949919835409,0.18144396,1,0.04148949919835409,0.005,1.0,2.179301e-19,4999.802854788999,4999.802854788999,1.0,0.0049999994,,4999.8164,1.0
0.35,4318.441,4999.8263787988,100.0,1.0,500.0,0.01,200,200.0,100,0.026797364226550543,0.16288786,2,0.026797364226550543,0.01,1.0,3.5044917e-18,4999.8263787988,4999.8263787988,1.0,0.009999998,,4999.826,1.0
0.35,4518.0093,4999.815847682541,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.02890598924034836,0.16614093,1,0.02890598924034836,0.005,1.0,2.179301e-19,4999.815847682541,4999.815847682541,1.0,0.0049999994,,4999.8213,1.0
0.35,4268.4194,4949.804990436336,100.0,1.0,495.01,0.01,200,200.0,100,249980.33594724,497.47424,2,249980.33594724,0.01,1.0,3.5044917e-18,4949.804990436336,4949.804990436336,1.0,0.009999998,,4949.8047,1.0
0.35,4497.0957,4999.8044383905,197.2072890691261,1.0120696,500.0,0.0031425415,200,197.05327111618195,100,0.03900139508403201,244.59564,1,0.03900139508403201,0.006479774,1.014954,3.558127e-07,4999.8044383905,4999.8044383905,1.3115964,0.005,0.01457814,4982.497,0.6360941
0.35,4318.439,4999.824728669843,100.0,1.0,500.0,0.01,200,200.0,100,0.031161435186367915,0.17565592,2,0.031161435186367915,0.01,1.0,3.5044917e-18,4999.824728669843,4999.824728669843,1.0,0.009999998,,4999.824,1.0
0.35,4517.988,4999.773971533903,199.99982198903263,0.9999509,500.0,0.004984919,200,199.99990463261383,100,0.04311644865669801,0.19329287,1,0.04311644865669801,0.0050078146,1.0000005,1.6298716e-11,4999.773971533903,4999.773971533903,1.0015137,0.005,6.5188374e-07,4999.8,0.99693483
0.35,4318.429,4999.814925900324,100.0,1.0,500.0,0.01,200,200.0,100,0.03925470657786574,0.19712529,2,0.03925470657786574,0.01,1.0,3.5044917e-18,4999.814925900324,4999.814925900324,1.0,0.009999998,,4999.8145,1.0
0.35,4517.9976,4999.803721258609,199.99988660993594,0.99997956,500.0,0.004988015,200,199.99992847445185,100,0.032419658658742856,0.18838845,1,0.032419658658742856,0.0050088656,1.0000004,1.1709202e-11,4999.803721258609,4999.803721258609,1.0017526,0.005,4.6835032e-07,4999.8096,0.9975826
0.35,4318.411,4999.796614822818,100.0,1.0,500.0,0.01,200,200.0,100,0.043767880326728556,0.20814584,2,0.043767880326728556,0.01,1.0,3.5044917e-18,4999.796614822818,4999.796614822818,1.0,0.009999998,,4999.7964,1.0
0.35,4517.989,4999.803322314132,199.99998794241608,0.9999916,500.0,0.0049979542,200,200.0,100,0.04076527698719192,0.20457877,1,0.04076527698719192,0.0050016916,1.0,3.0731112e-13,4999.803322314132,4999.803322314132,1.00033,0.005,1.2292934e-08,4999.801,0.99958247
