Delta,Bound,VanillaAvgRet,ESSClassic,AvgVanillaIw,AvgEpLen,MinNormIw,BatchSize,ESSRenyi,EpsThisIter,VarRet,VarJ,IterType,VarDiscRet,MaxNormIw,eRenyi2,VarNormIw,AvgRet,AvgDiscRet,MaxVanillaIw,AvgNormIw,VarVanillaIw,J,MinVanillaIw
0.35,4318.411,4999.795985039545,100.0,1.0,500.0,0.01,200,200.0,100,0.03381131428826969,0.18294771,2,0.03381131428826969,0.01,1.0,3.5044917e-18,4999.795985039545,4999.795985039545,1.0,0.009999998,,4999.7964,1.0
0.35,4517.9756,4999.777711530629,199.99985181181268,0.9999701,500.0,0.0049809664,200,199.99990463261383,100,0.06209150405986666,0.2178969,1,0.06209150405986666,0.0050064554,1.0000005,1.5725567e-11,4999.777711530629,4999.777711530629,1.0012611,0.005,6.2898863e-07,4999.7876,0.9961635
0.35,4268.4224,4949.807914772035,100.0,1.0,495.01,0.01,200,200.0,100,249980.63967577627,497.47446,2,249980.63967577627,0.01,1.0,3.5044917e-18,4949.807914772035,4949.807914772035,1.0,0.009999998,,4949.8076,1.0
0.35,4500.241,4999.804059435473,194.283335583411,0.97227645,500.0,0.0014131397,200,195.669162542801,100,0.0389740819111143,176.12325,1,0.0389740819111143,0.006411908,1.0221335,7.3930477e-07,4999.804059435473,4999.804059435473,1.2468295,0.005,0.027955228,4987.3564,0.2747925
0.35,4318.428,4999.8137110597945,100.0,1.0,500.0,0.01,200,200.0,100,0.04050657974130198,0.20025982,2,0.04050657974130198,0.01,1.0,3.5044917e-18,4999.8137110597945,4999.8137110597945,1.0,0.009999998,,4999.8135,1.0
0.35,4517.979,4999.767240048529,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.06549535753203489,0.23024215,1,0.06549535753203489,0.005,1.0,2.179301e-19,4999.767240048529,4999.767240048529,1.0,0.0049999994,,4999.791,1.0
0.35,4318.432,4999.81744970752,100.0,1.0,500.0,0.01,200,200.0,100,0.026403942932318944,0.16168608,2,0.026403942932318944,0.01,1.0,3.5044917e-18,4999.81744970752,4999.81744970752,1.0,0.009999998,,4999.8174,1.0
0.35,4517.9985,4999.803845048378,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.035206985970058315,0.17478965,1,0.035206985970058315,0.005,1.0,2.179301e-19,4999.803845048378,4999.803845048378,1.0,0.0049999994,,4999.8105,1.0
0.35,4318.4067,4999.792122494406,100.0,1.0,500.0,0.01,200,200.0,100,0.052394838950061036,0.22777006,2,0.052394838950061036,0.01,1.0,3.5044917e-18,4999.792122494406,4999.792122494406,1.0,0.009999998,,4999.792,1.0
0.35,4518.004,4999.839182610003,199.9996691499519,1.0000701,500.0,0.004973532,200,199.99978542350902,100,0.03785373895315659,0.2123876,1,0.03785373895315659,0.0050107883,1.0000011,4.2078962e-11,4999.839182610003,4999.839182610003,1.0022279,0.005,1.6833897e-06,4999.8164,0.9947761
0.35,4318.4346,4999.819920380759,100.0,1.0,500.0,0.01,200,200.0,100,0.03336048780020472,0.18174542,2,0.03336048780020472,0.01,1.0,3.5044917e-18,4999.819920380759,4999.819920380759,1.0,0.009999998,,4999.82,1.0
0.35,4518.0024,4999.807174461256,199.99985258806768,1.0000079,500.0,0.004980746,200,199.99990463261383,100,0.048661617703707395,0.20143816,1,0.048661617703707395,0.0050088144,1.0000005,1.5399099e-11,4999.807174461256,4999.807174461256,1.0017707,0.005,6.159773e-07,4999.8145,0.99615705
0.35,4318.401,4999.7858745802405,100.0,1.0,500.0,0.01,200,200.0,100,0.04217225394526729,0.204333,2,0.04217225394526729,0.01,1.0,3.5044917e-18,4999.7858745802405,4999.7858745802405,1.0,0.009999998,,4999.786,1.0
0.35,4517.986,4999.809376263959,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.036243019150688914,0.19736737,1,0.036243019150688914,0.005,1.0,2.179301e-19,4999.809376263959,4999.809376263959,1.0,0.0049999994,,4999.798,1.0
0.35,4318.421,4999.805720077189,100.0,1.0,500.0,0.01,200,200.0,100,0.06202180498643569,0.24780616,2,0.06202180498643569,0.01,1.0,3.5044917e-18,4999.805720077189,4999.805720077189,1.0,0.009999998,,4999.806,1.0
0.35,4517.986,4999.789628208063,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.03873198844302981,0.22347067,1,0.03873198844302981,0.005,1.0,2.179301e-19,4999.789628208063,4999.789628208063,1.0,0.0049999994,,4999.798,1.0
0.35,4318.477,4999.862410476625,100.0,1.0,500.0,0.01,200,200.0,100,0.02675558263972509,0.16275959,2,0.02675558263972509,0.01,1.0,3.5044917e-18,4999.862410476625,4999.862410476625,1.0,0.009999998,,4999.8623,1.0
0.35,4497.068,4949.803122103054,197.3744565836117,1.006452,495.01,0.002289785,200,197.06627917179432,100,249980.15342545326,245.57281,1,249980.15342545326,0.006129405,1.014887,3.342315e-07,4949.803122103054,4949.803122103054,1.2337903,0.005,0.013542331,4982.453,0.46091172
0.35,4318.464,4999.849589829346,100.0,1.0,500.0,0.01,200,200.0,100,0.02492950973575163,0.15711732,2,0.02492950973575163,0.01,1.0,3.5044917e-18,4999.849589829346,4999.849589829346,1.0,0.009999998,,4999.849,1.0
0.35,4518.0215,4999.816322733739,199.99995815985105,1.0000008,500.0,0.004999214,200,200.0,100,0.03744076929984249,0.17649996,1,0.03744076929984249,0.0050002118,1.0,2.7126306e-14,4999.816322733739,4999.816322733739,1.0000432,0.005,1.0852148e-09,4999.8335,0.9998436
0.35,4318.442,4999.827213682318,100.0,1.0,500.0,0.01,200,200.0,100,0.035905986170183396,0.188556,2,0.035905986170183396,0.01,1.0,3.5044917e-18,4999.827213682318,4999.827213682318,1.0,0.009999998,,4999.827,1.0
0.35,4518.017,4999.829528539634,199.9999766718285,1.0000001,500.0,0.004999961,200,200.0,100,0.027945777427794905,0.1777863,1,0.027945777427794905,0.005000033,1.0,1.2540024e-16,4999.829528539634,4999.829528539634,1.0000067,0.005,5.0206627e-12,4999.829,0.9999922
0.35,4318.442,4999.827159621157,100.0,1.0,500.0,0.01,200,200.0,100,0.03277886490739894,0.18015374,2,0.03277886490739894,0.01,1.0,3.5044917e-18,4999.827159621157,4999.827159621157,1.0,0.009999998,,4999.827,1.0
0.35,4517.996,4999.788529126607,199.99997789231918,0.99999315,500.0,0.0049986015,200,200.0,100,0.04110692687645209,0.19220848,1,0.04110692687645209,0.0050006835,1.0,9.540075e-14,4999.788529126607,4999.788529126607,1.0001298,0.005,3.815976e-09,4999.808,0.9997135
0.35,4318.4287,4999.81350724489,100.0,1.0,500.0,0.01,200,200.0,100,0.027489447744219447,0.16495427,2,0.027489447744219447,0.01,1.0,3.5044917e-18,4999.81350724489,4999.81350724489,1.0,0.009999998,,4999.8135,1.0
0.35,4518.0054,4999.820833750806,200.0000087775017,0.99999785,500.0,0.0049993335,200,200.0,100,0.03067790613357338,0.16970137,1,0.03067790613357338,0.00500019,1.0,1.9873023e-14,4999.820833750806,4999.820833750806,1.0000359,0.005,7.947991e-10,4999.8174,0.9998646
0.35,4318.417,4999.801898408597,100.0,1.0,500.0,0.01,200,200.0,100,0.03760452308394356,0.19294736,2,0.03760452308394356,0.01,1.0,3.5044917e-18,4999.801898408597,4999.801898408597,1.0,0.009999998,,4999.8022,1.0
0.35,4517.9766,4999.774918129924,199.9999268688797,0.999963,500.0,0.004989662,200,199.99995231629555,100,0.05491304060304546,0.21432503,1,0.05491304060304546,0.0050058984,1.0000002,8.976379e-12,4999.774918129924,4999.774918129924,1.0011426,0.005,3.590274e-07,4999.7886,0.99789554
0.35,4317.327,4998.7127925017985,100.0,1.0,499.9,0.01,200,200.0,100,121.23142741999774,10.9553175,2,121.23142741999774,0.01,1.0,3.5044917e-18,4998.7127925017985,4998.7127925017985,1.0,0.009999998,,4998.7124,1.0
0.35,4517.4546,4999.792388887962,199.98933524032807,0.9994232,500.0,0.0047779884,200,199.9909881837924,100,0.04017054494502811,7.423639,1,0.04017054494502811,0.0050557377,1.0000451,1.3418463e-09,4999.792388887962,4999.792388887962,1.0105643,0.005,5.3611926e-05,4999.2773,0.95504653
0.35,4318.4297,4999.815462422695,100.0,1.0,500.0,0.01,200,200.0,100,0.04644018661275807,0.21440716,2,0.04644018661275807,0.01,1.0,3.5044917e-18,4999.815462422695,4999.815462422695,1.0,0.009999998,,4999.815,1.0
0.35,4517.9946,4999.796824040578,199.99993325851523,0.9999823,500.0,0.004992349,200,200.0,100,0.04464797869480936,0.21250097,1,0.04464797869480936,0.005002221,1.0,2.1291963e-12,4999.796824040578,4999.796824040578,1.0004265,0.005000001,8.516489e-08,4999.8066,0.9984522
0.35,4268.4365,4949.821705863626,100.0,1.0,495.01,0.01,200,200.0,100,249982.01823085084,497.4758,2,249982.01823085084,0.01,1.0,3.5044917e-18,4949.821705863626,4949.821705863626,1.0,0.009999998,,4949.822,1.0
0.35,4496.403,4999.842234845057,197.26364268427284,1.0077053,500.0,0.0028245773,200,197.53241311281855,100,0.027817475189067315,263.00262,1,0.027817475189067315,0.0062033096,1.0124921,3.4853022e-07,4999.842234845057,4999.842234845057,1.2502217,0.005,0.014156881,4981.215,0.56926835
0.35,4318.437,4999.822118895666,100.0,1.0,500.0,0.01,200,200.0,100,0.026232518778700895,0.16116907,2,0.026232518778700895,0.01,1.0,3.5044917e-18,4999.822118895666,4999.822118895666,1.0,0.009999998,,4999.8223,1.0
0.35,4495.0757,4949.796680382596,198.25732519034815,0.9993676,495.01,0.0032410093,200,198.42083788172488,100,249979.51415056197,296.59756,1,249979.51415056197,0.006233025,1.0079587,2.2085491e-07,4949.796680382596,4949.796680382596,1.2458166,0.005,0.008823027,4978.8013,0.6477919
0.35,4318.387,4999.7723685194605,100.0,1.0,500.0,0.01,200,200.0,100,0.05951917042755953,0.24273685,2,0.05951917042755953,0.01,1.0,3.5044917e-18,4999.7723685194605,4999.7723685194605,1.0,0.009999998,,4999.7725,1.0
0.35,4517.9775,4999.80548405526,199.9999059743791,0.9999672,500.0,0.0049826116,200,199.99995231629555,100,0.03750572891133414,0.21960111,1,0.03750572891133414,0.0050047943,1.0000002,1.17108285e-11,4999.80548405526,4999.80548405526,1.000926,0.005,4.6840626e-07,4999.7896,0.99648964
0.35,4318.457,4999.842014394543,100.0,1.0,500.0,0.01,200,200.0,100,0.0235561179892418,0.1527272,2,0.0235561179892418,0.01,1.0,3.5044917e-18,4999.842014394543,4999.842014394543,1.0,0.009999998,,4999.842,1.0
0.35,4518.02,4999.821651849117,199.99988457726192,1.0000266,500.0,0.00499149,200,199.99990463261383,100,0.035005882092779335,0.17050867,1,0.035005882092779335,0.0050104815,1.0000005,1.3766048e-11,4999.821651849117,4999.821651849117,1.0021229,0.005,5.5066715e-07,4999.832,0.9983245
0.35,4318.4062,4999.791411182245,100.0,1.0,500.0,0.01,200,200.0,100,0.08005578956804027,0.2815309,2,0.08005578956804027,0.01,1.0,3.5044917e-18,4999.791411182245,4999.791411182245,1.0,0.009999998,,4999.7915,1.0
0.35,4517.993,4999.81873454694,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.030092049889627413,0.2339117,1,0.030092049889627413,0.005,1.0,2.179301e-19,4999.81873454694,4999.81873454694,1.0,0.0049999994,,4999.805,1.0
0.35,4318.413,4999.798001077108,100.0,1.0,500.0,0.01,200,200.0,100,0.05874209095426616,0.24113776,2,0.05874209095426616,0.01,1.0,3.5044917e-18,4999.798001077108,4999.798001077108,1.0,0.009999998,,4999.7983,1.0
0.35,4517.98,4999.785750122341,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.042490148581502636,0.22392985,1,0.042490148581502636,0.005,1.0,2.179301e-19,4999.785750122341,4999.785750122341,1.0,0.0049999994,,4999.792,1.0
0.35,4318.4404,4999.82535119167,100.0,1.0,500.0,0.01,200,200.0,100,0.026352878366653773,0.16152497,2,0.026352878366653773,0.01,1.0,3.5044917e-18,4999.82535119167,4999.82535119167,1.0,0.009999998,,4999.8257,1.0
0.35,4517.996,4999.7894352261765,199.99986933571043,0.99993443,500.0,0.0049862047,200,199.99985694895486,100,0.04866443327760275,0.19345427,1,0.04866443327760275,0.0050104544,1.0000007,1.9337282e-11,4999.7894352261765,4999.7894352261765,1.0020252,0.005,7.73393e-07,4999.808,0.9971756
0.35,4318.396,4999.7810466983,100.0,1.0,500.0,0.01,200,200.0,100,0.04751884520832404,0.21688354,2,0.04751884520832404,0.01,1.0,3.5044917e-18,4999.7810466983,4999.7810466983,1.0,0.009999998,,4999.781,1.0
0.35,4496.0186,4949.7859892810375,197.48488247329567,1.0029845,495.01,0.0024825092,200,197.73400245617427,100,249978.4232601096,271.17346,1,249978.4232601096,0.006417009,1.0114598,3.199943e-07,4949.7859892810375,4949.7859892810375,1.287232,0.005,0.012876288,4980.5835,0.49798366
0.35,4318.432,4999.817317019634,100.0,1.0,500.0,0.01,200,200.0,100,0.04959776100536178,0.22159904,2,0.04959776100536178,0.01,1.0,3.5044917e-18,4999.817317019634,4999.817317019634,1.0,0.009999998,,4999.8174,1.0
0.35,4518.012,4999.831195304696,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.030100881924516876,0.19875705,1,0.030100881924516876,0.005,1.0,2.179301e-19,4999.831195304696,4999.831195304696,1.0,0.0049999994,,4999.824,1.0
0.35,4318.439,4999.823840191608,100.0,1.0,500.0,0.01,200,200.0,100,0.026895595048808132,0.16316427,2,0.026895595048808132,0.01,1.0,3.5044917e-18,4999.823840191608,4999.823840191608,1.0,0.009999998,,4999.824,1.0
0.35,4518.0186,4999.836921259874,199.9991823382732,1.000098,500.0,0.0049623675,200,199.99952316397867,100,0.025346708360936422,0.16082393,1,0.025346708360936422,0.0050246734,1.0000024,9.849713e-11,4999.836921259874,4999.836921259874,1.0050331,0.005,3.9406614e-06,4999.831,0.9925707
0.35,4318.4023,4999.787761953142,100.0,1.0,500.0,0.01,200,200.0,100,0.04234445664196074,0.20475851,2,0.04234445664196074,0.01,1.0,3.5044917e-18,4999.787761953142,4999.787761953142,1.0,0.009999998,,4999.7876,1.0
0.35,4517.9897,4999.815583482872,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.026355227422065697,0.18493767,1,0.026355227422065697,0.005,1.0,2.179301e-19,4999.815583482872,4999.815583482872,1.0,0.0049999994,,4999.802,1.0
0.35,4318.4272,4999.81239271198,100.0,1.0,500.0,0.01,200,200.0,100,0.03754909413188479,0.1928,2,0.03754909413188479,0.01,1.0,3.5044917e-18,4999.81239271198,4999.81239271198,1.0,0.009999998,,4999.8125,1.0
0.35,4518.015,4999.84183921314,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.026613970149168498,0.17882384,1,0.026613970149168498,0.005,1.0,2.179301e-19,4999.84183921314,4999.84183921314,1.0,0.0049999994,,4999.827,1.0
0.35,4318.4395,4999.825101009792,100.0,1.0,500.0,0.01,200,200.0,100,0.03586183937623451,0.18839325,2,0.03586183937623451,0.01,1.0,3.5044917e-18,4999.825101009792,4999.825101009792,1.0,0.009999998,,4999.8247,1.0
0.35,4518.0103,4999.817577620223,199.9997831184172,1.0000743,500.0,0.0049790824,200,199.9998331071339,100,0.035535198003800235,0.18783048,1,0.035535198003800235,0.005011433,1.0000008,2.4112969e-11,4999.817577620223,4999.817577620223,1.002361,0.005,9.646587e-07,4999.8223,0.9958905
0.35,4318.4595,4999.844718267411,100.0,1.0,500.0,0.01,200,200.0,100,0.02509198995155804,0.15761547,2,0.02509198995155804,0.01,1.0,3.5044917e-18,4999.844718267411,4999.844718267411,1.0,0.009999998,,4999.8447,1.0
0.35,4518.0015,4999.782310748854,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.04415288479551721,0.18774861,1,0.04415288479551721,0.005,1.0,2.179301e-19,4999.782310748854,4999.782310748854,1.0,0.0049999994,,4999.8135,1.0
0.35,4318.4214,4999.8067591727995,100.0,1.0,500.0,0.01,200,200.0,100,0.03944321344205249,0.19758749,2,0.03944321344205249,0.01,1.0,3.5044917e-18,4999.8067591727995,4999.8067591727995,1.0,0.009999998,,4999.8066,1.0
0.35,4517.986,4999.788216294678,199.99986759268793,0.9999292,500.0,0.004962644,200,199.99995231629555,100,0.06974807349062097,0.2321618,1,0.06974807349062097,0.005004895,1.0000002,1.9723643e-11,4999.788216294678,4999.788216294678,1.0009081,0.0049999994,7.8883244e-07,4999.798,0.9924586
0.35,4318.4517,4999.83719924298,100.0,1.0,500.0,0.01,200,200.0,100,0.03094111303079855,0.1750281,2,0.03094111303079855,0.01,1.0,3.5044917e-18,4999.83719924298,4999.83719924298,1.0,0.009999998,,4999.837,1.0
0.35,4518.016,4999.818199997162,199.99991197659077,1.0000207,500.0,0.0049880208,200,199.99995231629555,100,0.03921932836673912,0.18650995,1,0.03921932836673912,0.0050057056,1.0000002,9.241727e-12,4999.818199997162,4999.818199997162,1.0011619,0.005,3.6968504e-07,4999.828,0.9976248
0.35,4268.46,4949.845653362809,100.0,1.0,495.01,0.01,200,200.0,100,249984.43041601364,497.47824,2,249984.43041601364,0.01,1.0,3.5044917e-18,4949.845653362809,4949.845653362809,1.0,0.009999998,,4949.845,1.0
0.35,4448.239,4899.824897987882,196.23482714102036,1.0085975,490.02,0.0033282617,200,196.12269592115166,100,494914.155229635,528.60596,1,494914.155229635,0.0075143254,1.0197698,4.820874e-07,4899.824897987882,4899.824897987882,1.5157859,0.005,0.019616498,4934.79,0.6713753
0.35,4318.446,4999.831340239112,100.0,1.0,500.0,0.01,200,200.0,100,0.04621461934736005,0.21388999,2,0.04621461934736005,0.01,1.0,3.5044917e-18,4999.831340239112,4999.831340239112,1.0,0.009999998,,4999.831,1.0
0.35,4518.005,4999.802513551781,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.040820202943155075,0.2080583,1,0.040820202943155075,0.005,1.0,2.179301e-19,4999.802513551781,4999.802513551781,1.0,0.0049999994,,4999.817,1.0
0.35,4318.441,4999.826013147537,100.0,1.0,500.0,0.01,200,200.0,100,0.03725748383306606,0.19206731,2,0.03725748383306606,0.01,1.0,3.5044917e-18,4999.826013147537,4999.826013147537,1.0,0.009999998,,4999.826,1.0
0.35,4518.0063,4999.809200557258,199.99977754965516,0.99997604,500.0,0.004969647,200,199.9998807907815,100,0.06581716779887262,0.22545026,1,0.06581716779887262,0.005010775,1.0000006,2.9273174e-11,4999.809200557258,4999.809200557258,1.002131,0.0049999994,1.1708759e-06,4999.8184,0.9939056
0.35,4318.4263,4999.811297027354,100.0,1.0,500.0,0.01,200,200.0,100,0.03482448680915122,0.18568182,2,0.03482448680915122,0.01,1.0,3.5044917e-18,4999.811297027354,4999.811297027354,1.0,0.009999998,,4999.8115,1.0
0.35,4518.008,4999.827607460465,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.032227002561897505,0.18236946,1,0.032227002561897505,0.005,1.0,2.179301e-19,4999.827607460465,4999.827607460465,1.0,0.0049999994,,4999.82,1.0
0.35,4318.4443,4999.829444803876,100.0,1.0,500.0,0.01,200,200.0,100,0.045573149817839595,0.21239908,2,0.045573149817839595,0.01,1.0,3.5044917e-18,4999.829444803876,4999.829444803876,1.0,0.009999998,,4999.8296,1.0
0.35,4517.988,4999.768727259069,199.99974455051998,0.9999614,500.0,0.00497623,200,199.99992847445185,100,0.07308842386160005,0.2437552,1,0.07308842386160005,0.005008603,1.0000004,2.5538197e-11,4999.768727259069,4999.768727259069,1.0016819,0.005000001,1.0214437e-06,4999.8,0.9952076
0.35,4318.405,4999.790230938127,100.0,1.0,500.0,0.01,200,200.0,100,0.045525157439159254,0.21228948,2,0.045525157439159254,0.01,1.0,3.5044917e-18,4999.790230938127,4999.790230938127,1.0,0.009999998,,4999.79,1.0
0.35,4517.994,4999.821616187997,199.99996414423316,0.999987,500.0,0.004996395,200,200.0,100,0.027571181671441437,0.19082351,1,0.027571181671441437,0.0050022523,1.0,1.3767748e-12,4999.821616187997,4999.821616187997,1.0004375,0.005,5.507069e-08,4999.806,0.9992661
0.35,4318.431,4999.816828379756,100.0,1.0,500.0,0.01,200,200.0,100,0.041548664935101905,0.20280974,2,0.041548664935101905,0.01,1.0,3.5044917e-18,4999.816828379756,4999.816828379756,1.0,0.009999998,,4999.8164,1.0
0.35,4518.0015,4999.80940475166,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.04429863594208094,0.20617019,1,0.04429863594208094,0.005,1.0,2.179301e-19,4999.80940475166,4999.80940475166,1.0,0.0049999994,,4999.8135,1.0
0.35,4318.4146,4999.799951700536,100.0,1.0,500.0,0.01,200,200.0,100,0.029894403498214223,0.17204504,2,0.029894403498214223,0.01,1.0,3.5044917e-18,4999.799951700536,4999.799951700536,1.0,0.009999998,,4999.8,1.0
0.35,4517.9937,4999.8111995352665,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.03691952425450797,0.18195792,1,0.03691952425450797,0.005,1.0,2.179301e-19,4999.8111995352665,4999.8111995352665,1.0,0.0049999994,,4999.8057,1.0
0.35,4218.453,4899.837667801609,100.0,1.0,490.02,0.01,200,200.0,100,494916.73518044397,699.9768,2,494916.73518044397,0.01,1.0,3.5044917e-18,4899.837667801609,4899.837667801609,1.0,0.009999998,,4899.838,1.0
0.35,4484.7144,4999.792472036556,190.22509922778835,1.0208036,500.0,0.0012716557,200,190.18942632048564,100,0.06043095271784392,210.34052,1,0.06043095271784392,0.0074564177,1.0515832,1.2911079e-06,4999.792472036556,4999.792472036556,1.5223076,0.005,0.05381545,4978.797,0.25962213
0.35,4318.427,4999.811981918158,100.0,1.0,500.0,0.01,200,200.0,100,0.042359726517784954,0.2047821,2,0.042359726517784954,0.01,1.0,3.5044917e-18,4999.811981918158,4999.811981918158,1.0,0.009999998,,4999.812,1.0
0.35,4518.0083,4999.827460791573,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.03194158678986484,0.19193523,1,0.03194158678986484,0.005,1.0,2.179301e-19,4999.827460791573,4999.827460791573,1.0,0.0049999994,,4999.8203,1.0
0.35,4318.3735,4999.758824444729,100.0,1.0,500.0,0.01,200,200.0,100,0.09782981002659515,0.31118798,2,0.09782981002659515,0.01,1.0,3.5044917e-18,4999.758824444729,4999.758824444729,1.0,0.009999998,,4999.759,1.0
0.35,4517.9683,4999.800497500211,199.99949993494263,0.9998603,500.0,0.0049639363,200,199.9998331071339,100,0.05282577875342087,0.27284458,1,0.05282577875342087,0.0050078854,1.0000008,6.0204154e-11,4999.800497500211,4999.800497500211,1.0014372,0.005,2.4074916e-06,4999.7803,0.9926486
0.35,4318.4214,4999.80625439852,100.0,1.0,500.0,0.01,200,200.0,100,0.038462486321501815,0.1951346,2,0.038462486321501815,0.01,1.0,3.5044917e-18,4999.80625439852,4999.80625439852,1.0,0.009999998,,4999.8066,1.0
0.35,4517.999,4999.815242512213,199.9998619233876,1.0000644,500.0,0.0049821776,200,199.99992847445185,100,0.04167948317532874,0.19906192,1,0.04167948317532874,0.005006179,1.0000004,1.4218953e-11,4999.815242512213,4999.815242512213,1.0013003,0.005,5.6882897e-07,4999.811,0.9964997
0.35,4311.254,4992.639128872731,100.0,1.0,499.3,0.01,200,200.0,100,5081.503350770795,70.92735,2,5081.503350770795,0.01,1.0,3.5044917e-18,4992.639128872731,4992.639128872731,1.0,0.009999998,,4992.639,1.0
0.35,4515.1123,4999.790421633604,199.51972339094308,1.0007333,500.0,0.0032758105,200,199.56730245387183,100,0.042203896343504785,32.999855,1,0.042203896343504785,0.005308559,1.0021682,6.048348e-08,4999.790421633604,4999.790421633604,1.0624903,0.005,0.0024228885,4997.4463,0.6556425
0.35,4318.423,4999.808275113729,100.0,1.0,500.0,0.01,200,200.0,100,0.03931054323233519,0.19728605,2,0.03931054323233519,0.01,1.0,3.5044917e-18,4999.808275113729,4999.808275113729,1.0,0.009999998,,4999.808,1.0
0.35,4518.0054,4999.825776319714,199.99996451183836,0.99999166,500.0,0.00499523,200,200.0,100,0.03054991518281005,0.1861542,1,0.03054991518281005,0.0050033266,1.0,1.7962602e-12,4999.825776319714,4999.825776319714,1.000657,0.005,7.184771e-08,4999.8174,0.9990377
0.35,4318.401,4999.786517045806,100.0,1.0,500.0,0.01,200,200.0,100,0.05377288785753083,0.23073766,2,0.05377288785753083,0.01,1.0,3.5044917e-18,4999.786517045806,4999.786517045806,1.0,0.009999998,,4999.786,1.0
0.35,4517.98,4999.797292239292,199.9999070395771,0.9999527,500.0,0.004986333,200,199.99992847445185,100,0.04184572146869052,0.21747178,1,0.04184572146869052,0.0050055953,1.0000004,1.3388942e-11,4999.797292239292,4999.797292239292,1.0010717,0.005,5.355057e-07,4999.792,0.9972195
0.35,4318.4526,4999.837969727058,100.0,1.0,500.0,0.01,200,200.0,100,0.025075807247972953,0.15756379,2,0.025075807247972953,0.01,1.0,3.5044917e-18,4999.837969727058,4999.837969727058,1.0,0.009999998,,4999.838,1.0
0.35,4518.004,4999.792745211023,199.99998360476266,0.99999267,500.0,0.004996262,200,200.0,100,0.056336787815827925,0.20195475,1,0.056336787815827925,0.005001456,1.0,9.846628e-13,4999.792745211023,4999.792745211023,1.0002838,0.005,3.9386073e-08,4999.816,0.9992451
0.35,4318.449,4999.834658314758,100.0,1.0,500.0,0.01,200,200.0,100,0.029687384453505328,0.17144689,2,0.029687384453505328,0.01,1.0,3.5044917e-18,4999.834658314758,4999.834658314758,1.0,0.009999998,,4999.8345,1.0
0.35,4518.008,4999.804249356712,199.9999823842317,0.99999964,500.0,0.0049995007,200,200.0,100,0.03993765147583853,0.1862622,1,0.03993765147583853,0.0050002923,1.0,2.045758e-14,4999.804249356712,4999.804249356712,1.000058,0.005,8.1831414e-10,4999.82,0.9998998
0.35,4318.4497,4999.835097435369,100.0,1.0,500.0,0.01,200,200.0,100,0.023849851746882637,0.15366088,2,0.023849851746882637,0.01,1.0,3.5044917e-18,4999.835097435369,4999.835097435369,1.0,0.009999998,,4999.835,1.0
0.35,4518.0273,4999.842409737097,199.9999786273938,1.0000024,500.0,0.004999003,200,200.0,100,0.03208519986741909,0.16642837,1,0.03208519986741909,0.0050005545,1.0,1.07547746e-13,4999.842409737097,4999.842409737097,1.0001134,0.005,4.3020973e-09,4999.8394,0.99980307
0.35,4318.406,4999.791170514532,100.0,1.0,500.0,0.01,200,200.0,100,0.051054740077118986,0.22481832,2,0.051054740077118986,0.01,1.0,3.5044917e-18,4999.791170514532,4999.791170514532,1.0,0.009999998,,4999.791,1.0
0.35,4518.003,4999.8391316625075,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.02621179634912067,0.19703774,1,0.02621179634912067,0.005,1.0,2.179301e-19,4999.8391316625075,4999.8391316625075,1.0,0.0049999994,,4999.815,1.0
0.35,4318.408,4999.793156933636,100.0,1.0,500.0,0.01,200,200.0,100,0.03825358866732908,0.19463108,2,0.03825358866732908,0.01,1.0,3.5044917e-18,4999.793156933636,4999.793156933636,1.0,0.009999998,,4999.7935,1.0
0.35,4517.9956,4999.8213860867445,199.99996051999437,1.0000364,500.0,0.004989359,200,199.99997615814493,100,0.03917063979386946,0.1961848,1,0.03917063979386946,0.0050040907,1.0000001,5.7903443e-12,4999.8213860867445,4999.8213860867445,1.0008545,0.005,2.3162939e-07,4999.8076,0.99790806
0.35,4318.419,4999.804481986352,100.0,1.0,500.0,0.01,200,200.0,100,0.048006800346819076,0.21798895,2,0.048006800346819076,0.01,1.0,3.5044917e-18,4999.804481986352,4999.804481986352,1.0,0.009999998,,4999.804,1.0
0.35,4518.0015,4999.822569926487,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.032212571079777055,0.19947329,1,0.032212571079777055,0.005,1.0,2.179301e-19,4999.822569926487,4999.822569926487,1.0,0.0049999994,,4999.8135,1.0
