AvgEpLen,VarJ,VarVanillaIw,eRenyi2,IterType,VarDiscRet,EpsThisIter,MinNormIw,BatchSize,AvgDiscRet,VarRet,AvgNormIw,ESSRenyi,AvgVanillaIw,VarNormIw,AvgRet,Bound,MaxNormIw,ESSClassic,VanillaAvgRet,MaxVanillaIw,Delta,MinVanillaIw,J
274.58,77.2378,,1.0,2,6025.93770751,100,0.01,500,-26.1005588651,6025.93770751,0.01,500.0,1.0,3.50449e-18,-26.1005588651,-32.0036,0.01,100.0,-26.1005588651,1.0,0.8,1.0,-26.1006
224.19,76.486,,1.0,2,5672.72874887,100,0.005,500,-41.4978658744,5672.72874887,0.005,500.0,1.0,2.1793e-19,-41.4978658744,-37.9733,0.005,200.000000102,-41.4978658744,1.0,0.8,1.0,-33.7992
249.52,76.8279,,1.0,2,6066.86129637,100,0.00333333,500,-32.486207277,6066.86129637,0.00333333,500.0,1.0,5.43914e-20,-32.486207277,-36.7697,0.00333333,299.999969474,-32.486207277,1.0,0.8,1.0,-33.3615
225.89,76.4049,,1.0,2,5670.04690589,100,0.0025,500,-39.6786444556,5670.04690589,0.0025,500.0,1.0,5.4346e-20,-39.6786444556,-37.8923,0.0025,400.0,-39.6786444556,1.0,0.8,1.0,-34.9408
191.32,75.8173,3.84886e-12,1.0,1,5195.30379758,100,0.00199998,500,-52.5162693696,5195.30379758,0.002,500.0,1.0,1.53554e-17,-52.5162693696,-41.0958,0.00200002,500.000030907,-52.5162693696,1.00001,0.8,0.99999,-38.4559
219.67,73.5466,,1.0,2,5463.74621518,100,0.01,500,-43.0846774551,5463.74621518,0.01,500.0,1.0,3.50449e-18,-43.0846774551,-49.0553,0.01,100.0,-43.0846774551,1.0,0.8,1.0,-43.0847
263.67,74.8345,,1.0,2,5736.1628686,100,0.005,500,-28.0853113351,5736.1628686,0.005,500.0,1.0,2.1793e-19,-28.0853113351,-39.8069,0.005,200.000000102,-28.0853113351,1.0,0.8,1.0,-35.585
196.05,74.0348,,1.0,2,5148.68916326,100,0.00333333,500,-50.3765088044,5148.68916326,0.00333333,500.0,1.0,5.43914e-20,-50.3765088044,-43.9627,0.00333333,299.999969474,-50.3765088044,1.0,0.8,1.0,-40.5155
240.21,74.1402,,1.0,2,5578.79319354,100,0.0025,500,-35.2773092661,5578.79319354,0.0025,500.0,1.0,5.4346e-20,-35.2773092661,-42.1913,0.0025,400.0,-35.2773092661,1.0,0.8,1.0,-39.2059
200.91,74.0242,,1.0,1,5381.96527555,100,0.002,500,-49.3729692757,5381.96527555,0.002,500.0,1.0,5.43187e-20,-49.3729692757,-43.9095,0.002,500.000006643,-49.3729692757,1.0,0.8,1.0,-41.2394
236.09,75.9389,,1.0,2,5824.95852302,100,0.01,500,-34.5962723707,5824.95852302,0.01,500.0,1.0,3.50449e-18,-34.5962723707,-40.3162,0.01,100.0,-34.5962723707,1.0,0.8,1.0,-34.5963
205.43,75.0886,,1.0,2,5473.9218666,100,0.005,500,-48.0656915051,5473.9218666,0.005,500.0,1.0,2.1793e-19,-48.0656915051,-45.3756,0.005,200.000000102,-48.0656915051,1.0,0.8,1.0,-41.331
250.35,75.8139,,1.0,2,5974.17797535,100,0.00333333,500,-32.480365706,5974.17797535,0.00333333,500.0,1.0,5.43914e-20,-32.480365706,-41.7101,0.00333333,299.999969474,-32.480365706,1.0,0.8,1.0,-38.3808
212.95,75.2756,,1.0,2,5447.23161937,100,0.0025,500,-44.6702442626,5447.23161937,0.0025,500.0,1.0,5.4346e-20,-44.6702442626,-42.8919,0.0025,400.0,-44.6702442626,1.0,0.8,1.0,-39.9531
236.05,75.5211,2.66435e-09,1.00001,1,5907.9480751,100,0.00199941,500,-38.1970174634,5907.9480751,0.002,499.996185332,1.0,1.06586e-14,-38.1970174634,-42.2445,0.00200058,500.000050163,-38.1970174634,1.0003,0.8,0.999709,-39.6016
187.5,71.104,,1.0,2,5106.84730854,100,0.01,500,-53.7787658,5106.84730854,0.01,500.0,1.0,3.50449e-18,-53.7787658,-59.3911,0.01,100.0,-53.7787658,1.0,0.8,1.0,-53.7788
240.09,74.0593,,1.0,2,5836.8309555,100,0.005,500,-37.3275102261,5836.8309555,0.005,500.0,1.0,2.1793e-19,-37.3275102261,-49.5216,0.005,200.000000102,-37.3275102261,1.0,0.8,1.0,-45.5531
196.42,73.3459,,1.0,2,5198.57546126,100,0.00333333,500,-51.3908125064,5198.57546126,0.00333333,500.0,1.0,5.43914e-20,-51.3908125064,-50.8766,0.00333333,299.999969474,-51.3908125064,1.0,0.8,1.0,-47.499
199.12,73.299,,1.0,2,5401.6399238,100,0.0025,500,-49.9485367999,5401.6399238,0.0025,500.0,1.0,5.4346e-20,-49.9485367999,-51.0364,0.0025,400.0,-49.9485367999,1.0,0.8,1.0,-48.1114
197.18,72.9407,6.34217e-08,1.0,1,5158.54054669,100,0.00199727,500,-50.0741072715,5158.54054669,0.002,500.0,0.999995,2.53686e-13,-50.0741072715,-51.1187,0.00200157,499.999974129,-50.0741072715,1.00078,0.8,0.998628,-48.5025
218.58,74.784,,1.0,2,5649.14131919,100,0.01,500,-44.4517260004,5649.14131919,0.01,500.0,1.0,3.50449e-18,-44.4517260004,-50.4528,0.01,100.0,-44.4517260004,1.0,0.8,1.0,-44.4517
258.98,75.2025,,1.0,2,5674.42638503,100,0.005,500,-30.2748426108,5674.42638503,0.005,500.0,1.0,2.1793e-19,-30.2748426108,-41.6067,0.005,200.000000102,-30.2748426108,1.0,0.8,1.0,-37.3633
235.64,75.6387,,1.0,2,5911.90087444,100,0.00333333,500,-37.072497806,5911.90087444,0.00333333,500.0,1.0,5.43914e-20,-37.072497806,-40.7311,0.00333333,299.999969474,-37.072497806,1.0,0.8,1.0,-37.2664
228.15,75.228,,1.0,2,5519.87135294,100,0.0025,500,-40.6678165866,5519.87135294,0.0025,500.0,1.0,5.4346e-20,-40.6678165866,-41.1173,0.0025,400.0,-40.6678165866,1.0,0.8,1.0,-38.1167
235.5,75.142,,1.0,1,5648.068552,100,0.002,500,-36.187420392,5648.068552,0.002,500.0,1.0,5.43187e-20,-36.187420392,-40.4267,0.002,500.000006643,-36.187420392,1.0,0.8,1.0,-37.7309
251.53,78.8611,,1.0,2,6281.88896231,100,0.01,500,-31.8829134613,6281.88896231,0.01,500.0,1.0,3.50449e-18,-31.8829134613,-37.7717,0.01,100.0,-31.8829134613,1.0,0.8,1.0,-31.8829
195.84,76.2862,,1.0,2,5282.94000836,100,0.005,500,-51.3758979099,5282.94000836,0.005,500.0,1.0,2.1793e-19,-51.3758979099,-45.7934,0.005,200.000000102,-51.3758979099,1.0,0.8,1.0,-41.6294
224.07,75.5208,,1.0,2,5526.26144253,100,0.00333333,500,-41.6114299949,5526.26144253,0.00333333,500.0,1.0,5.43914e-20,-41.6114299949,-45.0233,0.00333333,299.999969474,-41.6114299949,1.0,0.8,1.0,-41.6234
217.23,74.9882,,1.0,2,5436.93373995,100,0.0025,500,-42.108881667,5436.93373995,0.0025,500.0,1.0,5.4346e-20,-42.108881667,-44.6892,0.0025,400.0,-42.108881667,1.0,0.8,1.0,-41.7448
231.51,75.0881,,1.0,1,5745.41206796,100,0.002,500,-38.1707018935,5745.41206796,0.002,500.0,1.0,5.43187e-20,-38.1707018935,-43.6635,0.002,500.000006643,-38.1707018935,1.0,0.8,1.0,-41.03
244.78,75.5296,,1.0,2,5762.34047545,100,0.01,500,-33.9784487474,5762.34047545,0.01,500.0,1.0,3.50449e-18,-33.9784487474,-39.6852,0.01,100.0,-33.9784487474,1.0,0.8,1.0,-33.9784
230.62,75.18,,1.0,2,5651.52353886,100,0.005,500,-36.9279832616,5651.52353886,0.005,500.0,1.0,2.1793e-19,-36.9279832616,-39.4885,0.005,200.000000102,-36.9279832616,1.0,0.8,1.0,-35.4532
212.3,74.3313,,1.0,2,5268.61785333,100,0.00333333,500,-44.569963684,5268.61785333,0.00333333,500.0,1.0,5.43914e-20,-44.569963684,-41.7869,0.00333333,299.999969474,-44.569963684,1.0,0.8,1.0,-38.4921
239.49,74.6277,,1.0,2,5752.9467493,100,0.0025,500,-35.5887505526,5752.9467493,0.0025,500.0,1.0,5.4346e-20,-35.5887505526,-40.6197,0.0025,400.0,-35.5887505526,1.0,0.8,1.0,-37.7663
183.7,73.9316,4.38754e-12,1.0,1,4852.15632694,100,0.00199997,500,-55.3943286199,4852.15632694,0.002,500.0,1.0,1.7707e-17,-55.3943286199,-43.889,0.00200002,500.000006643,-55.3943286199,1.00001,0.8,0.999987,-41.2919
235.55,75.1048,,1.0,2,5697.70915067,100,0.01,500,-35.3133649975,5697.70915067,0.01,500.0,1.0,3.50449e-18,-35.3133649975,-40.8996,0.01,100.0,-35.3133649975,1.0,0.8,1.0,-35.3134
192.44,73.2049,,1.0,2,4991.67221503,100,0.005,500,-51.7713155141,4991.67221503,0.005,500.0,1.0,2.1793e-19,-51.7713155141,-47.5447,0.005,200.000000102,-51.7713155141,1.0,0.8,1.0,-43.5423
212.68,73.2212,,1.0,2,5419.4499286,100,0.00333333,500,-44.6870897795,5419.4499286,0.00333333,500.0,1.0,5.43914e-20,-44.6870897795,-47.2134,0.00333333,299.999969474,-44.6870897795,1.0,0.8,1.0,-43.9239
200.62,73.0992,,1.0,2,5300.00588263,100,0.0025,500,-51.4883698588,5300.00588263,0.0025,500.0,1.0,5.4346e-20,-51.4883698588,-48.8479,0.0025,400.0,-51.4883698588,1.0,0.8,1.0,-45.815
217.89,73.2894,,1.0,1,5533.56154378,100,0.002,500,-43.450410536,5533.56154378,0.002,500.0,1.0,5.43187e-20,-43.450410536,-48.0548,0.002,500.000006643,-43.450410536,1.0,0.8,1.0,-45.3421
222.45,74.9223,,1.0,2,5670.04742394,100,0.01,500,-41.6728363675,5670.04742394,0.01,500.0,1.0,3.50449e-18,-41.6728363675,-47.3252,0.01,100.0,-41.6728363675,1.0,0.8,1.0,-41.6728
195.79,73.4842,,1.0,2,5183.24344036,100,0.005,500,-52.1695713736,5183.24344036,0.005,500.0,1.0,2.1793e-19,-52.1695713736,-50.993,0.005,200.000000102,-52.1695713736,1.0,0.8,1.0,-46.9212
248.84,75.109,,1.0,2,6021.87015149,100,0.00333333,500,-31.3046115831,6021.87015149,0.00333333,500.0,1.0,5.43914e-20,-31.3046115831,-45.0403,0.00333333,299.999969474,-31.3046115831,1.0,0.8,1.0,-41.7157
201.07,74.7131,,1.0,2,5411.40699886,100,0.0025,500,-49.6138675165,5411.40699886,0.0025,500.0,1.0,5.4346e-20,-49.6138675165,-46.6448,0.0025,400.0,-49.6138675165,1.0,0.8,1.0,-43.6902
217.76,74.6306,,1.0,1,5570.17883727,100,0.002,500,-40.953957944,5570.17883727,0.002,500.0,1.0,5.43187e-20,-40.953957944,-45.7857,0.002,500.000006643,-40.953957944,1.0,0.8,1.0,-43.143
263.47,74.8194,,1.0,2,5654.48610894,100,0.01,500,-27.8992457826,5654.48610894,0.01,500.0,1.0,3.50449e-18,-27.8992457826,-33.768,0.01,100.0,-27.8992457826,1.0,0.8,1.0,-27.8992
272.35,75.7092,,1.0,2,5922.67206174,100,0.005,500,-25.7148817875,5922.67206174,0.005,500.0,1.0,2.1793e-19,-25.7148817875,-30.9569,0.005,200.000000102,-25.7148817875,1.0,0.8,1.0,-26.8071
230.24,76.2006,,1.0,2,5937.60836307,100,0.00333333,500,-37.595821399,5937.60836307,0.00333333,500.0,1.0,5.43914e-20,-37.595821399,-33.7916,0.00333333,299.999969474,-37.595821399,1.0,0.8,1.0,-30.4033
222.3,76.1783,,1.0,2,5758.3397226,100,0.0025,500,-41.4880691247,5758.3397226,0.0025,500.0,1.0,5.4346e-20,-41.4880691247,-36.1089,0.0025,400.0,-41.4880691247,1.0,0.8,1.0,-33.1745
223.73,76.1401,,1.0,1,5759.55017802,100,0.002,500,-42.669810294,5759.55017802,0.002,500.0,1.0,5.43187e-20,-42.669810294,-37.7522,0.002,500.000006643,-42.669810294,1.0,0.8,1.0,-35.0736
209.39,73.1551,,1.0,2,5405.72991771,100,0.01,500,-45.795683391,5405.72991771,0.01,500.0,1.0,3.50449e-18,-45.795683391,-51.544,0.01,100.0,-45.795683391,1.0,0.8,1.0,-45.7957
243.5,74.7409,,1.0,2,5809.9896113,100,0.005,500,-34.0605367235,5809.9896113,0.005,500.0,1.0,2.1793e-19,-34.0605367235,-43.9928,0.005,200.000000102,-34.0605367235,1.0,0.8,1.0,-39.9281
217.56,74.4062,,1.0,2,5488.88469158,100,0.00333333,500,-41.8384099332,5488.88469158,0.00333333,500.0,1.0,5.43914e-20,-41.8384099332,-43.8837,0.00333333,299.999969474,-41.8384099332,1.0,0.8,1.0,-40.5649
218.82,74.1193,,1.0,2,5418.35314628,100,0.0025,500,-42.0634843027,5418.35314628,0.0025,500.0,1.0,5.4346e-20,-42.0634843027,-43.8137,0.0025,400.0,-42.0634843027,1.0,0.8,1.0,-40.9395
271.43,74.9128,,1.0,1,5974.52179935,100,0.002,500,-26.3569088132,5974.52179935,0.002,500.0,1.0,5.43187e-20,-26.3569088132,-40.5938,0.002,500.000006643,-26.3569088132,1.0,0.8,1.0,-38.023
239.57,75.6457,,1.0,2,5780.07871114,100,0.01,500,-36.8269021789,5780.07871114,0.01,500.0,1.0,3.50449e-18,-36.8269021789,-42.6676,0.01,100.0,-36.8269021789,1.0,0.8,1.0,-36.8269
216.55,75.0608,,1.0,2,5581.05780538,100,0.005,500,-43.265875015,5581.05780538,0.005,500.0,1.0,2.1793e-19,-43.265875015,-44.2232,0.005,200.000000102,-43.265875015,1.0,0.8,1.0,-40.0464
239.45,75.462,,1.0,2,5851.67888861,100,0.00333333,500,-34.2829655797,5851.67888861,0.00333333,500.0,1.0,5.43914e-20,-34.2829655797,-41.5356,0.00333333,299.999969474,-34.2829655797,1.0,0.8,1.0,-38.1252
222.18,74.8015,,1.0,2,5333.05655064,100,0.0025,500,-42.9959195583,5333.05655064,0.0025,500.0,1.0,5.4346e-20,-42.9959195583,-42.2963,0.0025,400.0,-42.9959195583,1.0,0.8,1.0,-39.3429
231.94,74.9683,,1.0,1,5776.29593697,100,0.002,500,-37.9191517886,5776.29593697,0.002,500.0,1.0,5.43187e-20,-37.9191517886,-41.6998,0.002,500.000006643,-37.9191517886,1.0,0.8,1.0,-39.0582
218.56,74.9252,,1.0,2,5670.49326197,100,0.01,500,-43.6472931195,5670.49326197,0.01,500.0,1.0,3.50449e-18,-43.6472931195,-49.3753,0.01,100.0,-43.6472931195,1.0,0.8,1.0,-43.6473
235.31,74.7335,,1.0,2,5589.19168074,100,0.005,500,-36.8493828591,5589.19168074,0.005,500.0,1.0,2.1793e-19,-36.8493828591,-44.3358,0.005,200.000000102,-36.8493828591,1.0,0.8,1.0,-40.2483
251.07,74.7778,,1.0,2,5610.10902383,100,0.00333333,500,-31.5050735247,5610.10902383,0.00333333,500.0,1.0,5.43914e-20,-31.5050735247,-40.7349,0.00333333,299.999969474,-31.5050735247,1.0,0.8,1.0,-37.3339
208.91,74.6597,,1.0,2,5525.15901944,100,0.0025,500,-45.5975144703,5525.15901944,0.0025,500.0,1.0,5.4346e-20,-45.5975144703,-42.3451,0.0025,400.0,-45.5975144703,1.0,0.8,1.0,-39.3998
196.05,74.5496,,1.0,1,5444.47653006,100,0.002,500,-50.6867086375,5444.47653006,0.002,500.0,1.0,5.43187e-20,-50.6867086375,-44.3122,0.002,500.000006643,-50.6867086375,1.0,0.8,1.0,-41.6572
209.36,73.3364,,1.0,2,5432.55746574,100,0.01,500,-47.2563147529,5432.55746574,0.01,500.0,1.0,3.50449e-18,-47.2563147529,-53.1912,0.01,100.0,-47.2563147529,1.0,0.8,1.0,-47.2563
244.69,75.089,,1.0,2,5875.53029233,100,0.005,500,-34.4730239219,5875.53029233,0.005,500.0,1.0,2.1793e-19,-34.4730239219,-45.0613,0.005,200.000000102,-34.4730239219,1.0,0.8,1.0,-40.8647
205.56,74.6777,,1.0,2,5473.80561145,100,0.00333333,500,-48.0595749884,5473.80561145,0.00333333,500.0,1.0,5.43914e-20,-48.0595749884,-46.6895,0.00333333,299.999969474,-48.0595749884,1.0,0.8,1.0,-43.263
227.82,75.0576,,1.0,2,5858.19784332,100,0.0025,500,-40.7694375389,5858.19784332,0.0025,500.0,1.0,5.4346e-20,-40.7694375389,-45.607,0.0025,400.0,-40.7694375389,1.0,0.8,1.0,-42.6396
230.61,75.1599,,1.0,1,5762.05461946,100,0.002,500,-39.8875175768,5762.05461946,0.002,500.0,1.0,5.43187e-20,-39.8875175768,-44.7433,0.002,500.000006643,-39.8875175768,1.0,0.8,1.0,-42.0892
235.76,75.2502,,1.0,2,5719.7850102,100,0.01,500,-38.4547793831,5719.7850102,0.01,500.0,1.0,3.50449e-18,-38.4547793831,-44.6487,0.01,100.0,-38.4547793831,1.0,0.8,1.0,-38.4548
213.63,74.5017,,1.0,2,5473.58737534,100,0.005,500,-44.711906225,5473.58737534,0.005,500.0,1.0,2.1793e-19,-44.711906225,-45.9631,0.005,200.000000102,-44.711906225,1.0,0.8,1.0,-41.5833
235.75,75.3346,,1.0,2,5966.44439226,100,0.00333333,500,-36.3740213627,5966.44439226,0.00333333,500.0,1.0,5.43914e-20,-36.3740213627,-43.423,0.00333333,299.999969474,-36.3740213627,1.0,0.8,1.0,-39.8469
259.06,75.8976,,1.0,2,6012.78058532,100,0.0025,500,-30.6622434613,6012.78058532,0.0025,500.0,1.0,5.4346e-20,-30.6622434613,-40.6477,0.0025,400.0,-30.6622434613,1.0,0.8,1.0,-37.5507
262.29,76.078,1.24804e-11,1.00001,1,5887.1351125,100,0.00199997,500,-28.2461999865,5887.1351125,0.002,499.996185332,1.0,4.98959e-17,-28.2461999865,-38.4598,0.00200006,499.999860308,-28.2461999865,1.00003,0.8,0.999986,-35.6898
214.15,74.8242,,1.0,2,5655.2098965,100,0.01,500,-45.1343399542,5655.2098965,0.01,500.0,1.0,3.50449e-18,-45.1343399542,-51.0139,0.01,100.0,-45.1343399542,1.0,0.8,1.0,-45.1343
271.22,76.9516,,1.0,2,6130.98702786,100,0.005,500,-26.4388236903,6130.98702786,0.005,500.0,1.0,2.1793e-19,-26.4388236903,-39.9441,0.005,200.000000102,-26.4388236903,1.0,0.8,1.0,-35.7866
271.57,76.8122,,1.0,2,5852.4329386,100,0.00333333,500,-26.0382321864,5852.4329386,0.00333333,500.0,1.0,5.43914e-20,-26.0382321864,-35.9317,0.00333333,299.999969474,-26.0382321864,1.0,0.8,1.0,-32.5371
225.93,76.4561,,1.0,2,5710.35781126,100,0.0025,500,-38.7022430713,5710.35781126,0.0025,500.0,1.0,5.4346e-20,-38.7022430713,-37.0253,0.0025,400.0,-38.7022430713,1.0,0.8,1.0,-34.0784
226.21,76.2613,3.69129e-12,1.0,1,5722.02040121,100,0.00199998,500,-40.4042047559,5722.02040121,0.002,500.0,1.0,1.48924e-17,-40.4042047559,-37.9793,0.00200003,500.000006643,-40.4042047559,1.00001,0.8,0.99999,-35.3436
240.1,76.3177,,1.0,2,5883.21982107,100,0.01,500,-35.7156017034,5883.21982107,0.01,500.0,1.0,3.50449e-18,-35.7156017034,-41.1682,0.01,100.0,-35.7156017034,1.0,0.8,1.0,-35.7156
249.2,76.4483,,1.0,2,5917.90231528,100,0.005,500,-32.3737958302,5917.90231528,0.005,500.0,1.0,2.1793e-19,-32.3737958302,-38.0952,0.005,200.000000102,-32.3737958302,1.0,0.8,1.0,-34.0447
200.41,75.6259,,1.0,2,5354.42366607,100,0.00333333,500,-49.9320472856,5354.42366607,0.00333333,500.0,1.0,5.43914e-20,-49.9320472856,-42.9297,0.00333333,299.999969474,-49.9320472856,1.0,0.8,1.0,-39.3405
245.93,75.9795,,1.0,2,5962.79551568,100,0.0025,500,-32.9617557162,5962.79551568,0.0025,500.0,1.0,5.4346e-20,-32.9617557162,-40.8542,0.0025,400.0,-32.9617557162,1.0,0.8,1.0,-37.7458
235.01,75.9929,,1.0,1,5841.35095696,100,0.002,500,-37.3533065596,5841.35095696,0.002,500.0,1.0,5.43187e-20,-37.3533065596,-40.4475,0.002,500.000006643,-37.3533065596,1.0,0.8,1.0,-37.6673
207.94,73.9758,,1.0,2,5527.69104387,100,0.01,500,-46.5377169913,5527.69104387,0.01,500.0,1.0,3.50449e-18,-46.5377169913,-52.4355,0.01,100.0,-46.5377169913,1.0,0.8,1.0,-46.5377
231.06,74.3738,,1.0,2,5615.03716707,100,0.005,500,-38.5834006349,5615.03716707,0.005,500.0,1.0,2.1793e-19,-38.5834006349,-46.7309,0.005,200.000000102,-38.5834006349,1.0,0.8,1.0,-42.5606
212.93,73.9432,,1.0,2,5392.48956522,100,0.00333333,500,-43.960342433,5392.48956522,0.00333333,500.0,1.0,5.43914e-20,-43.960342433,-46.4322,0.00333333,299.999969474,-43.960342433,1.0,0.8,1.0,-43.0272
204.45,73.5372,,1.0,2,5263.31574298,100,0.0025,500,-47.8454130807,5263.31574298,0.0025,500.0,1.0,5.4346e-20,-47.8454130807,-47.2341,0.0025,400.0,-47.8454130807,1.0,0.8,1.0,-44.2317
199.77,73.3932,,1.0,1,5329.22297749,100,0.002,500,-49.9267229435,5329.22297749,0.002,500.0,1.0,5.43187e-20,-49.9267229435,-48.0561,0.002,500.000006643,-49.9267229435,1.0,0.8,1.0,-45.3707
179.24,69.8244,,1.0,2,4924.69014758,100,0.01,500,-57.4385468315,4924.69014758,0.01,500.0,1.0,3.50449e-18,-57.4385468315,-63.2193,0.01,100.0,-57.4385468315,1.0,0.8,1.0,-57.4385
217.48,73.185,,1.0,2,5769.38327447,100,0.005,500,-41.6305156364,5769.38327447,0.005,500.0,1.0,2.1793e-19,-41.6305156364,-53.6221,0.005,200.000000102,-41.6305156364,1.0,0.8,1.0,-49.5345
196.66,72.6502,,1.0,2,5173.07114628,100,0.00333333,500,-50.5819178041,5173.07114628,0.00333333,500.0,1.0,5.43914e-20,-50.5819178041,-53.2212,0.00333333,299.999969474,-50.5819178041,1.0,0.8,1.0,-49.8837
186.19,72.1914,,1.0,2,5049.65202195,100,0.0025,500,-54.0628877084,5049.65202195,0.0025,500.0,1.0,5.4346e-20,-54.0628877084,-53.8188,0.0025,400.0,-54.0628877084,1.0,0.8,1.0,-50.9285
231.13,72.8553,,1.0,1,5637.56125677,100,0.002,500,-39.1023865917,5637.56125677,0.002,500.0,1.0,5.43187e-20,-39.1023865917,-51.1485,0.002,500.000006643,-39.1023865917,1.0,0.8,1.0,-48.5632
203.8,73.2962,,1.0,2,5426.59466254,100,0.01,500,-47.9460291396,5426.59466254,0.01,500.0,1.0,3.50449e-18,-47.9460291396,-53.5778,0.01,100.0,-47.9460291396,1.0,0.8,1.0,-47.946
217.99,74.099,,1.0,2,5655.02708171,100,0.005,500,-43.3584945972,5655.02708171,0.005,500.0,1.0,2.1793e-19,-43.3584945972,-49.6822,0.005,200.000000102,-43.3584945972,1.0,0.8,1.0,-45.6523
257.13,75.4803,,1.0,2,5987.21988065,100,0.00333333,500,-29.0776239505,5987.21988065,0.00333333,500.0,1.0,5.43914e-20,-29.0776239505,-43.5121,0.00333333,299.999969474,-29.0776239505,1.0,0.8,1.0,-40.1274
248.85,75.6979,,1.0,2,5839.51355247,100,0.0025,500,-32.1479249506,5839.51355247,0.0025,500.0,1.0,5.4346e-20,-32.1479249506,-41.0638,0.0025,400.0,-32.1479249506,1.0,0.8,1.0,-38.1325
214.58,75.3429,4.57347e-12,1.00001,1,5482.46702222,100,0.00199997,500,-44.6889656753,5482.46702222,0.002,499.996185332,1.0,1.82862e-17,-44.6889656753,-42.0656,0.00200002,500.000079435,-44.6889656753,1.00001,0.8,0.999986,-39.4438
235.18,74.0615,,1.0,2,5540.51086255,100,0.01,500,-38.4566466214,5540.51086255,0.01,500.0,1.0,3.50449e-18,-38.4566466214,-44.4775,0.01,100.0,-38.4566466214,1.0,0.8,1.0,-38.4566
227.98,74.0553,,1.0,2,5538.36911233,100,0.005,500,-39.2124050027,5538.36911233,0.005,500.0,1.0,2.1793e-19,-39.2124050027,-43.0919,0.005,200.000000102,-39.2124050027,1.0,0.8,1.0,-38.8345
221.05,74.3166,,1.0,2,5650.89355646,100,0.00333333,500,-41.8595869461,5650.89355646,0.00333333,500.0,1.0,5.43914e-20,-41.8595869461,-43.319,0.00333333,299.999969474,-41.8595869461,1.0,0.8,1.0,-39.8429
221.86,74.3229,,1.0,2,5579.44740845,100,0.0025,500,-41.8668222113,5579.44740845,0.0025,500.0,1.0,5.4346e-20,-41.8668222113,-43.3593,0.0025,400.0,-41.8668222113,1.0,0.8,1.0,-40.3489
226.51,74.5334,,1.0,1,5737.82565728,100,0.002,500,-39.9939046607,5737.82565728,0.002,500.0,1.0,5.43187e-20,-39.9939046607,-42.9705,0.002,500.000006643,-39.9939046607,1.0,0.8,1.0,-40.2779
244.06,75.2062,,1.0,2,5713.10402515,100,0.01,500,-34.1687059605,5713.10402515,0.01,500.0,1.0,3.50449e-18,-34.1687059605,-39.9547,0.01,100.0,-34.1687059605,1.0,0.8,1.0,-34.1687
248.71,75.6676,,1.0,2,5852.00711957,100,0.005,500,-32.3135223267,5852.00711957,0.005,500.0,1.0,2.1793e-19,-32.3135223267,-37.9015,0.005,200.000000102,-32.3135223267,1.0,0.8,1.0,-33.2411
227.23,75.4269,,1.0,2,5646.2857314,100,0.00333333,500,-39.5638304851,5646.2857314,0.00333333,500.0,1.0,5.43914e-20,-39.5638304851,-39.1539,0.00333333,299.999969474,-39.5638304851,1.0,0.8,1.0,-35.3487
217.71,75.1432,,1.0,2,5522.7889297,100,0.0025,500,-43.5790038511,5522.7889297,0.0025,500.0,1.0,5.4346e-20,-43.5790038511,-40.7017,0.0025,400.0,-43.5790038511,1.0,0.8,1.0,-37.4063
227.86,75.0367,,1.0,1,5613.31011489,100,0.002,500,-40.8274616333,5613.31011489,0.002,500.0,1.0,5.43187e-20,-40.8274616333,-41.038,0.002,500.000006643,-40.8274616333,1.0,0.8,1.0,-38.0905
210.59,74.0438,,1.0,2,5537.85686351,100,0.01,500,-45.7282142888,5537.85686351,0.01,500.0,1.0,3.50449e-18,-45.7282142888,-51.7415,0.01,100.0,-45.7282142888,1.0,0.8,1.0,-45.7282
240.24,74.5433,,1.0,2,5640.21750341,100,0.005,500,-36.0214534474,5640.21750341,0.005,500.0,1.0,2.1793e-19,-36.0214534474,-45.1269,0.005,200.000000102,-36.0214534474,1.0,0.8,1.0,-40.8748
199.74,73.717,,1.0,2,5193.55002288,100,0.00333333,500,-49.3210543393,5193.55002288,0.00333333,500.0,1.0,5.43914e-20,-49.3210543393,-47.162,0.00333333,299.999969474,-49.3210543393,1.0,0.8,1.0,-43.6902
240.95,73.9663,,1.0,2,5570.67230829,100,0.0025,500,-34.2728625578,5570.67230829,0.0025,500.0,1.0,5.4346e-20,-34.2728625578,-44.3425,0.0025,400.0,-34.2728625578,1.0,0.8,1.0,-41.3359
226.95,74.2273,,1.0,1,5721.54020166,100,0.002,500,-41.6388669259,5721.54020166,0.002,500.0,1.0,5.43187e-20,-41.6388669259,-44.0857,0.002,500.000006643,-41.6388669259,1.0,0.8,1.0,-41.3965
256.96,77.2463,,1.0,2,6027.25616267,100,0.01,500,-29.9716444651,6027.25616267,0.01,500.0,1.0,3.50449e-18,-29.9716444651,-35.7363,0.01,100.0,-29.9716444651,1.0,0.8,1.0,-29.9716
215.25,75.9854,,1.0,2,5502.08677187,100,0.005,500,-46.3125996541,5502.08677187,0.005,500.0,1.0,2.1793e-19,-46.3125996541,-42.2183,0.005,200.000000102,-46.3125996541,1.0,0.8,1.0,-38.1421
200.21,74.81,,1.0,2,5204.21496457,100,0.00333333,500,-49.7523109406,5204.21496457,0.00333333,500.0,1.0,5.43914e-20,-49.7523109406,-45.3404,0.00333333,299.999969474,-49.7523109406,1.0,0.8,1.0,-42.0122
