AvgRet,BatchSize,VanillaAvgRet,eRenyi2,VarNormIw,EpsThisIter,AvgNormIw,AvgDiscRet,Bound,AvgEpLen,MinNormIw,ESSClassic,VarDiscRet,AvgVanillaIw,VarVanillaIw,IterType,Delta,ESSRenyi,MinVanillaIw,VarJ,VarRet,MaxVanillaIw,J,MaxNormIw
-1024.15633376,100,-1024.15633376,1.0514,6.0207e-06,100,0.01,-1024.15633376,-1601.61,500.0,0.00373127,94.3748083417,61264.1122387,0.977384,0.0575146,1,0.1,95.1115870125,0.364689,277.824,61264.1122387,1.61417,-998.541,0.0165152
-1059.11776425,100,-1059.11776425,1.08067,8.51818e-06,100,0.01,-1059.11776425,-1620.64,500.0,0.00274104,92.2228493779,104953.099043,0.985493,0.0827282,1,0.1,92.5347884849,0.270127,297.018,104953.099043,1.6289,-1009.23,0.0165288
-1058.32900184,100,-1058.32900184,1.08518,1.02404e-05,100,0.01,-1058.32900184,-1625.9,500.0,0.00191929,90.7951688021,115400.348008,0.974408,0.0972297,1,0.1,92.1508602815,0.187018,338.772,115400.348008,1.73339,-1012.88,0.0177892
-1000.07514294,100,-1000.07514294,1.07644,1.05364e-05,100,0.01,-1000.07514294,-1571.63,500.0,0.00366469,90.5542840921,69747.7056789,0.989876,0.103241,1,0.1,92.8991355514,0.362759,268.765,69747.7056789,1.84845,-960.883,0.0186736
-953.052213363,100,-953.052213363,1.08683,1.30676e-05,100,0.01,-953.052213363,-1518.15,500.0,0.00248861,88.5450031184,62217.1474563,0.982809,0.126222,1,0.1,92.011001033,0.244583,270.123,62217.1474563,1.67973,-904.879,0.0170911
-976.253858885,100,-976.253858885,1.14805,2.09841e-05,100,0.01,-976.253858885,-1526.03,500.0,0.00113376,82.7990613501,87473.3251638,0.943796,0.186916,1,0.1,87.1044591073,0.107003,285.935,87473.3251638,2.02224,-895.948,0.0214266
-861.560545922,100,-861.560545922,1.09823,1.09302e-05,100,0.01,-861.560545922,-1426.29,500.0,0.00368935,90.2356909461,80805.2292419,1.01209,0.11196,1,0.1,91.0557061402,0.373394,256.393,80805.2292419,1.83948,-809.681,0.0181751
-875.47879781,100,-875.47879781,1.14046,2.21314e-05,100,0.01,-875.47879781,-1425.96,500.0,0.000824255,82.0276297161,89684.5612637,0.964666,0.205951,1,0.1,87.6835767958,0.0795131,255.299,89684.5612637,3.10656,-797.361,0.0322035
-784.019016277,100,-784.019016277,1.0517,5.38466e-06,100,0.01,-784.019016277,-1357.38,500.0,0.00261493,94.9390013803,46848.4783123,0.996607,0.0534818,1,0.1,95.0840312798,0.260606,185.827,46848.4783123,1.44636,-754.179,0.0145129
-766.294322635,100,-766.294322635,1.04464,5.02157e-06,100,0.01,-766.294322635,-1338.58,500.0,0.0034735,95.2641011527,54696.3806939,1.0117,0.0513975,1,0.1,95.7271230698,0.351414,190.807,54696.3806939,1.39222,-737.724,0.0137613
-755.401766248,100,-755.401766248,1.04895,6.64852e-06,100,0.01,-755.401766248,-1329.43,500.0,0.0048,93.8244410978,54059.8402233,0.965589,0.0619882,1,0.1,95.3332375676,0.463483,220.652,54059.8402233,1.40127,-727.262,0.0145121
-763.583964577,100,-763.583964577,1.06337,7.79955e-06,100,0.01,-763.583964577,-1332.36,500.0,0.00355685,92.8319139534,91526.6732192,0.980344,0.0749595,1,0.1,94.0409299512,0.348694,233.537,91526.6732192,1.71813,-725.439,0.0175258
-729.681816696,100,-729.681816696,1.03946,4.0657e-06,100,0.01,-729.681816696,-1305.46,500.0,0.00475947,96.1307280466,64104.1128403,0.983438,0.0393215,1,0.1,96.2037702309,0.468064,192.246,64104.1128403,1.62754,-705.834,0.0165495
-703.785043706,100,-703.785043706,1.04236,6.40731e-06,100,0.01,-703.785043706,-1278.21,500.0,0.00409462,94.0351651158,50842.1397384,0.970194,0.0603104,1,0.1,95.9361167582,0.397258,166.504,50842.1397384,1.51894,-677.822,0.015656
-671.926916478,100,-671.926916478,1.0374,4.71718e-06,100,0.01,-671.926916478,-1246.26,500.0,0.00221851,95.5383627499,30589.2296812,0.985582,0.0458214,1,0.1,96.3952645639,0.218652,109.431,30589.2296812,1.3732,-647.593,0.0139328
-651.819932545,100,-651.819932545,1.01618,1.51449e-06,100,0.01,-651.819932545,-1234.22,500.0,0.00544545,98.5228286637,25366.0571021,1.01227,0.0155188,1,0.1,98.4077125033,0.551226,111.028,25366.0571021,1.27015,-641.442,0.0125476
-659.693532797,100,-659.693532797,1.04619,4.7793e-06,100,0.01,-659.693532797,-948.811,500.0,0.00490335,95.4822387349,8452.76320641,1.00511,0.0482824,1,0.1,95.5847446957,0.492839,77.7739,8452.76320641,1.38953,-645.619,0.0138247
-637.162655281,100,-637.162655281,1.01257,1.59355e-06,100,0.01,-637.162655281,-1221.66,500.0,0.00627163,98.446887504,23786.5104011,1.01249,0.0163361,1,0.1,98.7582183651,0.634998,131.231,23786.5104011,1.31759,-629.667,0.0130133
-627.629961138,100,-627.629961138,1.0257,3.53919e-06,100,0.01,-627.629961138,-929.696,500.0,0.00442607,96.6148099035,5465.60348235,0.979179,0.0339335,1,0.1,97.4940113751,0.433391,59.2865,5465.60348235,1.33206,-619.197,0.0136039
-635.869103833,100,-635.869103833,1.01783,2.05382e-06,100,0.01,-635.869103833,-1218.3,500.0,0.00607475,98.0072532309,23890.8626061,1.00356,0.0206847,1,0.1,98.2486353588,0.609638,118.104,23890.8626061,1.31453,-625.083,0.0130987
-631.907261492,100,-631.907261492,1.02145,2.83333e-06,100,0.01,-631.907261492,-1211.7,500.0,0.00417585,97.2715310363,24945.330891,0.996047,0.0281098,1,0.1,97.9001427899,0.415935,95.1051,24945.330891,1.40771,-617.21,0.014133
-615.125274432,100,-615.125274432,1.01462,1.79032e-06,100,0.01,-615.125274432,-910.182,500.0,0.00595218,98.2585140734,5190.77248197,0.996081,0.0177631,1,0.1,98.5588747902,0.592885,65.4292,5190.77248197,1.37471,-610.708,0.0138012
-609.785025595,100,-609.785025595,1.01579,1.61397e-06,100,0.01,-609.785025595,-897.414,500.0,0.00660853,98.4273174361,5457.98390368,1.00754,0.0163839,1,0.1,98.4454422583,0.665834,67.9356,5457.98390368,1.25167,-605.276,0.012423
-598.531843604,100,-598.531843604,1.01333,1.79725e-06,100,0.01,-598.531843604,-826.371,500.0,0.00592158,98.251821909,3549.99080217,0.986255,0.0174818,1,0.1,98.6841304997,0.584019,55.1351,3549.99080217,1.23313,-595.34,0.0125032
-606.154944514,100,-606.154944514,1.01411,1.36223e-06,100,0.01,-606.154944514,-911.584,500.0,0.00575313,98.6693514146,7361.40827989,0.998119,0.0135711,1,0.1,98.6090640882,0.574231,75.4109,7361.40827989,1.28128,-601.482,0.012837
-593.157859801,100,-593.157859801,1.01368,1.48942e-06,100,0.01,-593.157859801,-819.87,500.0,0.00613143,98.5468830303,3129.67462159,1.01136,0.0152344,1,0.1,98.6508347551,0.620106,52.5512,3129.67462159,1.34552,-589.861,0.0133041
-608.187830191,100,-608.187830191,1.00734,7.70705e-07,100,0.01,-608.187830191,-1193.93,500.0,0.00680297,99.2427725806,22726.7737129,0.991719,0.00757994,1,0.1,99.2716347485,0.674664,125.844,22726.7737129,1.14571,-603.687,0.0115527
-607.107766772,100,-607.107766772,1.01539,2.14632e-06,100,0.01,-607.107766772,-1188.82,500.0,0.00503945,97.9193219308,21939.7705904,1.00441,0.0216528,1,0.1,98.4841259275,0.506165,86.7422,21939.7705904,1.29341,-596.274,0.0128774
-599.012216126,100,-599.012216126,1.01745,1.80572e-06,100,0.01,-599.012216126,-939.373,500.0,0.00728162,98.2437472365,8436.59788206,1.01757,0.0186972,1,0.1,98.2853795277,0.740954,78.706,8436.59788206,1.43106,-592.887,0.0140636
-588.235276414,100,-588.235276414,1.01018,1.07112e-06,100,0.01,-588.235276414,-815.294,500.0,0.0082283,98.950772223,2747.49755619,0.987504,0.0104452,1,0.1,98.9918502853,0.812548,51.6064,2747.49755619,1.55575,-585.905,0.0157544
-585.927157956,100,-585.927157956,1.01714,2.09665e-06,100,0.01,-585.927157956,-791.549,500.0,0.00704014,97.9665243957,2713.94423227,0.996583,0.0208235,1,0.1,98.3152256017,0.701609,50.3506,2713.94423227,1.5849,-582.384,0.0159033
-583.856791533,100,-583.856791533,1.01777,2.06283e-06,100,0.01,-583.856791533,-797.879,500.0,0.00475387,97.9986722896,3008.87544468,0.99515,0.0204286,1,0.1,98.2542856343,0.473081,55.1272,3008.87544468,1.30272,-580.017,0.0130907
-582.569781427,100,-582.569781427,1.01721,2.50056e-06,100,0.01,-582.569781427,-828.26,500.0,0.00565604,97.5842455901,3091.66622475,0.980523,0.024041,1,0.1,98.3081166524,0.554588,55.8909,3091.66622475,1.47295,-578.327,0.0150221
-578.606659716,100,-578.606659716,1.01592,2.25489e-06,100,0.01,-578.606659716,-799.486,500.0,0.00323267,97.816425142,2898.44513845,0.99115,0.0221516,1,0.1,98.4330703635,0.320406,52.3677,2898.44513845,1.21862,-574.93,0.012295
-572.998097655,100,-572.998097655,1.03088,3.37837e-06,100,0.01,-572.998097655,-801.762,500.0,0.0056837,96.7636559756,3679.16327809,1.01608,0.0348787,1,0.1,97.004649248,0.577509,63.8199,3679.16327809,1.6316,-565.968,0.0160578
-570.974972075,100,-570.974972075,1.02744,3.80364e-06,100,0.01,-570.974972075,-780.485,500.0,0.00622025,96.371045369,2964.56115418,0.989959,0.0372764,1,0.1,97.3290405535,0.615779,55.5754,2964.56115418,1.54847,-565.117,0.0156417
-594.589703515,100,-594.589703515,1.01015,1.22518e-06,100,0.01,-594.589703515,-1179.61,500.0,0.00627311,98.8015912035,22667.8560485,1.00169,0.0122933,1,0.1,98.9951913869,0.628372,119.122,22667.8560485,1.22329,-588.629,0.0122123
-568.173019163,100,-568.173019163,1.03409,4.25346e-06,100,0.01,-568.173019163,-781.921,500.0,0.00579882,95.9591961726,3639.95257234,0.996086,0.0422023,1,0.1,96.7032105606,0.577612,57.1149,3639.95257234,1.66842,-560.814,0.0167498
-574.340859358,100,-574.340859358,1.01126,1.56532e-06,100,0.01,-574.340859358,-858.688,500.0,0.00706977,98.4740012358,4057.07802146,0.968429,0.0146804,1,0.1,98.886254628,0.684657,59.9862,4057.07802146,1.25065,-571.147,0.0129142
-560.989618513,100,-560.989618513,1.01703,1.92666e-06,100,0.01,-560.989618513,-771.77,500.0,0.00592493,98.1282685795,2635.28081031,0.979873,0.0184989,1,0.1,98.3256546891,0.580568,48.6406,2635.28081031,1.27246,-557.225,0.012986
-559.66078044,100,-559.66078044,1.01122,1.358e-06,100,0.01,-559.66078044,-786.054,500.0,0.0065702,98.6734223029,2856.80154066,0.996014,0.0134719,1,0.1,98.8899966249,0.654402,52.5226,2856.80154066,1.21851,-557.095,0.0122338
-556.979230172,100,-556.979230172,1.02351,2.72266e-06,100,0.01,-556.979230172,-773.508,500.0,0.00710403,97.3753174122,3656.36900747,0.997885,0.0271116,1,0.1,97.7028223214,0.708901,60.4042,3656.36900747,1.66613,-551.856,0.0166966
-561.374418305,100,-561.374418305,1.01149,1.70214e-06,100,0.01,-561.374418305,-832.039,500.0,0.00517292,98.3428138005,3000.1672339,0.978351,0.0162923,1,0.1,98.8640066697,0.506093,46.0832,3000.1672339,1.26992,-557.763,0.0129802
-555.94681081,100,-555.94681081,1.02341,3.35748e-06,100,0.01,-555.94681081,-826.508,500.0,0.00471002,96.7830351867,4243.51545397,0.979298,0.0321991,1,0.1,97.7127804248,0.461251,58.4934,4243.51545397,1.31542,-549.254,0.0134323
-554.62468995,100,-554.62468995,1.01845,1.77422e-06,100,0.01,-554.62468995,-773.932,500.0,0.00674215,98.2738686753,2837.80256605,1.01032,0.0181103,1,0.1,98.1881916305,0.681172,50.2814,2837.80256605,1.27905,-550.599,0.0126599
-549.3073064,100,-549.3073064,1.01747,1.73079e-06,100,0.01,-549.3073064,-755.774,500.0,0.00555439,98.3153997938,2353.09311718,0.999839,0.0173024,1,0.1,98.2831800904,0.55535,45.9253,2353.09311718,1.22297,-545.622,0.0122317
-546.329910327,100,-546.329910327,1.0167,2.17646e-06,100,0.01,-546.329910327,-745.439,500.0,0.004862,97.8907519533,2436.740934,0.998412,0.0216956,1,0.1,98.3576356482,0.485427,48.3058,2436.740934,1.24742,-542.869,0.0124941
-543.992681116,100,-543.992681116,1.01415,2.43654e-06,100,0.01,-543.992681116,-742.152,500.0,0.00741743,97.6446290048,1971.98553869,1.02177,0.0254379,1,0.1,98.6051810516,0.757893,45.7975,1971.98553869,1.61542,-541.195,0.0158099
-540.354382721,100,-540.354382721,1.01341,1.35395e-06,100,0.01,-540.354382721,-738.307,500.0,0.00735167,98.6773059419,2312.04237403,0.998523,0.0134995,1,0.1,98.677200255,0.734081,49.1096,2312.04237403,1.33455,-537.727,0.0133653
-542.010184038,100,-542.010184038,1.01218,1.48626e-06,100,0.01,-542.010184038,-749.213,500.0,0.00782369,98.5499277409,2532.76718483,1.01215,0.0152258,1,0.1,98.7965548553,0.791871,49.4024,2532.76718483,1.5601,-539.434,0.0154138
-537.674197546,100,-537.674197546,1.03643,4.30278e-06,100,0.01,-537.674197546,-731.234,500.0,0.00425297,95.9143070781,2990.11603811,0.962528,0.0398636,1,0.1,96.484971841,0.40936,56.7343,2990.11603811,1.48274,-531.003,0.0154046
-542.973254383,100,-542.973254383,1.01421,1.64318e-06,100,0.01,-542.973254383,-917.545,500.0,0.00444587,98.3992684226,7709.20777024,0.981958,0.0158442,1,0.1,98.5987138667,0.436565,57.7624,7709.20777024,1.21556,-536.436,0.012379
-537.784683751,100,-537.784683751,1.01772,2.08606e-06,100,0.01,-537.784683751,-731.634,500.0,0.00659331,97.9765743989,2012.81501437,0.98569,0.0202678,1,0.1,98.2587510775,0.649896,45.4786,2012.81501437,1.44108,-534.332,0.01462
-536.289996451,100,-536.289996451,1.03863,6.54763e-06,100,0.01,-536.289996451,-738.331,500.0,0.00615868,93.9124517311,2746.60849712,1.05387,0.0727214,1,0.1,96.2811297039,0.649047,53.9198,2746.60849712,2.19785,-528.41,0.020855
-529.392300762,100,-529.392300762,1.0138,1.36484e-06,100,0.01,-529.392300762,-735.053,500.0,0.00613073,98.6668106886,2958.09966684,0.988753,0.0133431,1,0.1,98.638619959,0.606178,53.5734,2958.09966684,1.29423,-526.56,0.0130895
-533.364520671,100,-533.364520671,1.01544,1.60701e-06,100,0.01,-533.364520671,-731.653,500.0,0.00654524,98.4339856939,2590.9237622,1.00247,0.0161495,1,0.1,98.4795937319,0.65614,49.629,2590.9237622,1.27339,-530.319,0.0127026
-529.874313126,100,-529.874313126,1.02008,3.05123e-06,100,0.01,-529.874313126,-728.464,500.0,0.00603601,97.067862326,1975.50084846,1.00476,0.0308035,1,0.1,98.0319422135,0.606474,44.8831,1975.50084846,1.79583,-525.977,0.0178732
-527.178282793,100,-527.178282793,1.02384,2.79679e-06,100,0.01,-527.178282793,-728.435,500.0,0.0060761,97.3057919427,2498.48731344,1.00406,0.0281954,1,0.1,97.671652357,0.610076,48.9505,2498.48731344,1.41288,-522.421,0.0140717
-518.999454434,100,-518.999454434,1.01588,1.56995e-06,100,0.01,-518.999454434,-712.154,500.0,0.00610358,98.4695784725,2475.85236611,1.00267,0.0157835,1,0.1,98.4371246755,0.611988,47.7932,2475.85236611,1.24393,-515.94,0.0124062
-509.913286976,100,-509.913286976,1.01169,1.81059e-06,100,0.01,-509.913286976,-692.552,500.0,0.00536269,98.2390768924,1689.11430767,0.986433,0.017618,1,0.1,98.8447269901,0.528993,40.5723,1689.11430767,1.18742,-507.753,0.0120375
-515.938932315,100,-515.938932315,1.01111,1.32278e-06,100,0.01,-515.938932315,-730.365,500.0,0.00661068,98.7073457696,2249.40856792,1.00731,0.0134218,1,0.1,98.9011543527,0.665899,49.9411,2249.40856792,1.24195,-513.597,0.0123294
-518.375133333,100,-518.375133333,1.02067,2.43985e-06,100,0.01,-518.375133333,-721.069,500.0,0.00653321,97.6414852447,2278.97538986,0.972137,0.0230578,1,0.1,97.9746597122,0.635117,47.724,2278.97538986,1.362,-514.294,0.0140104
-515.934348546,100,-515.934348546,1.01188,1.3815e-06,100,0.01,-515.934348546,-703.438,500.0,0.00704912,98.6507396894,2318.31723049,0.998552,0.013775,1,0.1,98.8258623192,0.703891,48.4413,2318.31723049,1.23201,-513.764,0.012338
-509.292011561,100,-509.292011561,1.02064,2.43426e-06,100,0.01,-509.292011561,-689.628,500.0,0.0057797,97.6468062596,2264.13802459,0.978579,0.0233109,1,0.1,97.977989721,0.565589,47.7098,2264.13802459,1.30627,-505.625,0.0133486
-516.780477312,100,-516.780477312,1.01446,1.38489e-06,100,0.01,-516.780477312,-720.036,500.0,0.00593069,98.6474896255,3051.08958378,0.989997,0.0135732,1,0.1,98.5750891965,0.587137,54.0866,3051.08958378,1.22871,-513.748,0.0124113
-512.102645291,100,-512.102645291,1.03004,4.59737e-06,100,0.01,-512.102645291,-690.754,500.0,0.00399638,95.6467239278,1826.16578592,0.973468,0.0435666,1,0.1,97.083268909,0.389035,43.4458,1826.16578592,1.53355,-506.743,0.0157534
-503.766806027,100,-503.766806027,1.01917,2.15624e-06,100,0.01,-503.766806027,-690.488,500.0,0.00551126,97.9099442463,2109.65130772,0.991861,0.0212128,1,0.1,98.1191680172,0.54664,44.7479,2109.65130772,1.29133,-500.129,0.0130193
-509.148793772,100,-509.148793772,1.01977,2.90016e-06,100,0.01,-509.148793772,-685.348,500.0,0.00478208,97.2089644599,1801.4870301,0.95017,0.0261833,1,0.1,98.0615657618,0.454379,40.9298,1801.4870301,1.27656,-505.559,0.0134351
-489.090128574,100,-489.090128574,1.02359,2.78438e-06,100,0.01,-489.090128574,-669.161,500.0,0.00605271,97.3174031414,2033.31108224,1.01183,0.0285065,1,0.1,97.6953237868,0.612431,42.3979,2033.31108224,1.36713,-484.788,0.0135114
