MaxNormIw,VarVanillaIw,MinVanillaIw,ESSRenyi,AvgDiscRet,eRenyi2,AvgRet,BatchSize,VarNormIw,VarJ,AvgNormIw,VarDiscRet,MinNormIw,EpsThisIter,AvgEpLen,IterType,Bound,MaxVanillaIw,Delta,VanillaAvgRet,ESSClassic,J,VarRet,AvgVanillaIw
0.0124609,0.0125487,0.622669,99.0066649978,-107.296412238,1.01003,-107.296412238,100,1.28486e-06,2.73878,0.01,8.13969795782,0.00630065,100,17.2,1,-118.737,1.23146,0.5,-107.296412238,98.7439681653,-107.179,8.13969795782,0.988262
0.012498,0.00547612,0.785719,99.5241387272,-107.089631846,1.00478,-107.089631846,100,5.4319e-07,2.47345,0.01,6.3706995908,0.00782539,100,15.55,1,-118.375,1.25487,0.5,-107.089631846,99.4650804715,-107.036,6.3706995908,1.00406
0.0110893,0.00478914,0.727129,99.3677197958,-106.847587846,1.00636,-106.847587846,100,4.66368e-07,1.97452,0.01,4.37610544873,0.00717542,100,15.71,1,-118.298,1.12374,0.5,-106.847587846,99.5404250798,-106.773,4.37610544873,1.01336
0.0125781,0.0220387,0.574114,98.4357500993,-107.295433548,1.01589,-107.295433548,100,2.23637e-06,2.52738,0.01,7.34235255971,0.00578333,100,15.41,1,-118.923,1.24864,0.5,-107.295433548,97.8339454501,-107.112,7.34235255971,0.992706
0.0108603,0.00392527,0.748192,99.6086239522,-107.037146708,1.00393,-107.037146708,100,3.91868e-07,2.33236,0.01,5.75715683333,0.00747564,100,17.52,1,-118.502,1.08694,0.5,-107.037146708,99.6135708477,-106.991,5.75715683333,1.00084
0.0131587,0.00631276,0.82035,99.4663615701,-107.085752524,1.00537,-107.085752524,100,6.31458e-07,2.18058,0.01,5.03306314142,0.00820468,100,16.25,1,-118.427,1.31568,0.5,-107.085752524,99.3787090021,-107.024,5.03306314142,0.999856
0.011628,0.00162254,0.942189,99.8196641195,-106.569320186,1.00181,-106.569320186,100,1.63216e-07,1.86141,0.01,3.52464040242,0.00944977,100,15.41,1,-117.864,1.15937,0.5,-106.569320186,99.8386852254,-106.549,3.52464040242,0.997049
0.0109639,0.00198946,0.872914,99.7977303253,-106.591414809,1.00203,-106.591414809,100,1.98704e-07,2.14401,0.01,4.72884662836,0.00872384,100,16.7,1,-117.835,1.09706,0.5,-106.591414809,99.8036508298,-106.568,4.72884662836,1.00061
0.0108284,0.00330649,0.783896,99.7022105592,-106.734673368,1.00299,-106.734673368,100,3.3168e-07,2.11876,0.01,4.75160520499,0.00785117,100,15.51,1,-118.033,1.08115,0.5,-106.734673368,99.6727270799,-106.7,4.75160520499,0.998444
0.0117927,0.0105636,0.600058,99.1782328779,-107.152051858,1.00829,-107.152051858,100,1.06767e-06,2.46759,0.01,6.80044636351,0.00603263,100,15.51,1,-118.583,1.173,0.5,-107.152051858,98.9540427797,-107.054,6.80044636351,0.994687
0.0116833,0.0183168,0.57287,98.8744010122,-106.709370712,1.01138,-106.709370712,100,1.94046e-06,2.4032,0.01,6.71049618797,0.00589635,100,18.13,1,-118.12,1.13511,0.5,-106.709370712,98.1151217673,-106.577,6.71049618797,0.971566
0.0109965,0.00279115,0.734424,99.8130128982,-106.639865508,1.00187,-106.639865508,100,2.8126e-07,1.81122,0.01,3.38862376925,0.00737241,100,15.41,1,-117.809,1.09544,0.5,-106.639865508,99.7223521415,-106.618,3.38862376925,0.99618
0.0114774,0.00901553,0.659311,99.133472222,-106.961787883,1.00874,-106.961787883,100,9.16102e-07,2.29875,0.01,5.8244271239,0.0066461,100,16.18,1,-118.347,1.13859,0.5,-106.961787883,99.1012157004,-106.864,5.8244271239,0.992028
0.011006,0.00106703,0.918373,99.8817651358,-106.724435264,1.00118,-106.724435264,100,1.06707e-07,2.07623,0.01,4.37267823309,0.00918391,100,16.38,1,-118.163,1.10057,0.5,-106.724435264,99.8944525629,-106.711,4.37267823309,0.99998
0.0117939,0.00438344,0.777595,99.5993399944,-106.714976408,1.00402,-106.714976408,100,4.37528e-07,1.82909,0.01,3.63652442042,0.00776871,100,16.98,1,-118.079,1.18049,0.5,-106.714976408,99.5687282005,-106.67,3.63652442042,1.00093
0.0112283,0.00171988,0.85515,99.8475495083,-107.250814492,1.00153,-107.250814492,100,1.72898e-07,2.29277,0.01,5.4488370062,0.00857407,100,17.3,1,-118.692,1.11987,0.5,-107.250814492,99.8291449552,-107.233,5.4488370062,0.997367
0.0115026,0.00456464,0.796607,99.546944707,-107.000461888,1.00455,-107.000461888,100,4.62423e-07,2.16599,0.01,4.81852439599,0.00801789,100,16.56,1,-118.315,1.14283,0.5,-107.000461888,99.5442772181,-106.949,4.81852439599,0.993536
0.0143454,0.0133808,0.747389,98.7592415256,-106.661428701,1.01256,-106.661428701,100,1.36638e-06,3.29259,0.01,7.38201299568,0.00755252,100,18.01,1,-117.786,1.4196,0.5,-106.661428701,98.6653338184,-106.531,7.38201299568,0.989589
0.0147848,0.0150533,0.568444,99.1432085324,-106.864978763,1.00864,-106.864978763,100,1.47769e-06,2.30488,0.01,5.43505687624,0.005632,100,17.04,1,-118.149,1.49224,0.5,-106.864978763,98.5582161126,-106.768,5.43505687624,1.00931
0.010963,0.00271475,0.840577,99.787259656,-107.408854955,1.00213,-107.408854955,100,2.70647e-07,2.29017,0.01,5.29666097779,0.00839293,100,17.27,1,-118.774,1.09798,0.5,-107.408854955,99.7327805954,-107.386,5.29666097779,1.00153
0.0106657,0.00354662,0.645421,99.732994605,-106.692327232,1.00268,-106.692327232,100,3.55657e-07,2.00604,0.01,4.22812761685,0.00646326,100,15.58,1,-117.905,1.06508,0.5,-106.692327232,99.6491342434,-106.661,4.22812761685,0.9986
0.0117616,0.00742301,0.591161,99.4688737638,-106.729858934,1.00534,-106.729858934,100,7.33543e-07,1.95026,0.01,4.26620231378,0.00587664,100,15.81,1,-117.934,1.18316,0.5,-106.729858934,99.2790454652,-106.665,4.26620231378,1.00595
0.0129765,0.0134784,0.591895,99.1247802852,-106.65266757,1.00883,-106.65266757,100,1.37378e-06,2.14329,0.01,5.13148655146,0.00597563,100,18.61,1,-117.979,1.28534,0.5,-106.65266757,98.6582152539,-106.548,5.13148655146,0.990514
0.0109829,0.00171087,0.879387,99.8032633349,-106.965851005,1.00197,-106.965851005,100,1.72533e-07,2.3118,0.01,5.468337025,0.00883095,100,17.54,1,-118.268,1.09367,0.5,-106.965851005,99.829465067,-106.944,5.468337025,0.995801
0.0119341,0.0026244,0.863662,99.7590757471,-107.068164387,1.00242,-107.068164387,100,2.63743e-07,2.10516,0.01,4.43049176146,0.00865803,100,16.71,1,-118.325,1.19046,0.5,-107.068164387,99.7395762752,-107.041,4.43049176146,0.997527
0.0113272,0.00380017,0.756507,99.6520272277,-106.772397852,1.00349,-106.772397852,100,3.88362e-07,2.1263,0.01,4.6602678272,0.00764767,100,17.82,1,-118.323,1.12048,0.5,-106.772397852,99.6169765369,-106.733,4.6602678272,0.989199
0.0114733,0.0080223,0.570619,99.350549373,-106.916109898,1.00654,-106.916109898,100,7.89338e-07,2.03586,0.01,4.24209636301,0.00566016,100,15.8,1,-118.108,1.15666,0.5,-106.916109898,99.2246415897,-106.844,4.24209636301,1.00813
0.0148275,0.00650085,0.829416,99.5713093984,-107.192710411,1.00431,-107.192710411,100,6.4394e-07,2.16135,0.01,4.74332509995,0.00825486,100,16.55,1,-118.497,1.48981,0.5,-107.192710411,99.3665142543,-107.149,4.74332509995,1.00476
0.0107546,0.00167908,0.83153,99.8391715616,-106.690750573,1.00161,-106.690750573,100,1.68219e-07,2.27634,0.01,5.17640016825,0.008323,100,19.34,1,-117.911,1.07446,0.5,-106.690750573,99.8337404149,-106.673,5.17640016825,0.999075
0.010758,0.00090323,0.91318,99.9028554449,-106.442769748,1.00097,-106.442769748,100,9.06701e-08,1.96864,0.01,3.93740117203,0.00914933,100,16.48,1,-117.585,1.07374,0.5,-106.442769748,99.9102887694,-106.43,3.93740117203,0.998084
0.012237,0.00403365,0.888803,99.5880478311,-106.687966481,1.00414,-106.687966481,100,4.06164e-07,1.91093,0.01,3.78460789395,0.00891882,100,15.39,1,-117.82,1.21948,0.5,-106.687966481,99.5995327504,-106.641,3.78460789395,0.996548
0.0120103,0.0020115,0.897874,99.8092482248,-106.640241597,1.00191,-106.640241597,100,2.02462e-07,1.97557,0.01,3.86860107152,0.00900797,100,17.89,1,-117.968,1.19713,0.5,-106.640241597,99.7999510027,-106.619,3.86860107152,0.996754
0.0107096,0.00243801,0.786187,99.8170747887,-106.796544411,1.00183,-106.796544411,100,2.45483e-07,1.9985,0.01,4.12442565754,0.00788894,100,16.12,1,-118.089,1.06728,0.5,-106.796544411,99.7575809551,-106.776,4.12442565754,0.996568
0.0111321,0.00322675,0.702127,99.7537255697,-106.433756451,1.00247,-106.433756451,100,3.24052e-07,2.10536,0.01,4.70727469456,0.00703623,100,16.7,1,-117.635,1.11084,0.5,-106.433756451,99.6801980788,-106.404,4.70727469456,0.997873
0.0124726,0.00439685,0.811648,99.6116992752,-107.197560776,1.0039,-107.197560776,100,4.32414e-07,2.13522,0.01,4.68600813912,0.00804909,100,15.92,1,-118.511,1.25771,0.5,-107.197560776,99.5737195353,-107.152,4.68600813912,1.00837
0.0117602,0.00865137,0.413431,99.3530792544,-107.141649263,1.00651,-107.141649263,100,8.48654e-07,1.95176,0.01,4.45757065773,0.00409474,100,16.27,1,-118.575,1.18739,0.5,-107.141649263,99.1668631875,-107.057,4.45757065773,1.00966
0.0113881,0.006714,0.719138,99.5531588154,-107.042273569,1.00449,-107.042273569,100,6.79741e-07,2.1617,0.01,4.97562347028,0.00723591,100,15.82,1,-118.359,1.13181,0.5,-107.042273569,99.3315262124,-106.991,4.97562347028,0.993846
0.0125571,0.0051505,0.772523,99.5363612438,-106.707288747,1.00466,-106.707288747,100,5.16927e-07,1.88952,0.01,3.62178829404,0.00773929,100,17.86,1,-117.903,1.25343,0.5,-106.707288747,99.4908233956,-106.653,3.62178829404,0.998183
0.0184278,0.0227285,0.772085,98.5059950081,-106.293755894,1.01517,-106.293755894,100,2.20766e-06,3.35548,0.01,7.30606602537,0.00760931,100,18.08,1,-117.523,1.8698,0.5,-106.293755894,97.8611674484,-106.132,7.30606602537,1.01466
0.0113057,0.0028139,0.844017,99.7694930381,-106.650630134,1.00231,-106.650630134,100,2.79407e-07,1.8115,0.01,3.35068976286,0.00841038,100,16.06,1,-117.813,1.13457,0.5,-106.650630134,99.7241350356,-106.625,3.35068976286,1.00354
0.0112051,0.00538429,0.746158,99.4944747089,-107.082451726,1.00508,-107.082451726,100,5.33084e-07,2.06838,0.01,4.66053014756,0.00742445,100,16.72,1,-118.578,1.12612,0.5,-107.082451726,99.4750107646,-107.023,4.66053014756,1.005
0.0111656,0.00197914,0.850275,99.7839717019,-106.216612296,1.00216,-106.216612296,100,1.95411e-07,2.46322,0.01,5.86789479316,0.00844881,100,19.68,1,-117.421,1.12369,0.5,-106.216612296,99.8069192139,-106.194,5.86789479316,1.00638
0.0131916,0.00645469,0.903489,99.4326302671,-106.986542925,1.00571,-106.986542925,100,6.37637e-07,1.83763,0.01,3.4833904935,0.00897991,100,16.03,1,-118.219,1.32724,0.5,-106.986542925,99.3727081725,-106.955,3.4833904935,1.00612
0.0626799,0.877901,0.0972131,100.0,-106.680397019,1.0,-106.680397019,100,0.00014183,2.18406,0.01,4.28777683444,0.00123562,100,17.97,1,-117.488,4.93137,0.5,-106.680397019,41.5953781217,-106.254,4.28777683444,0.786754
0.0127534,0.00345076,0.922825,99.6819274245,-106.614355726,1.00319,-106.614355726,100,3.43433e-07,2.04472,0.01,4.20602127196,0.00920625,100,15.9,1,-117.84,1.27839,0.5,-106.614355726,99.6611145874,-106.58,4.20602127196,1.00239
0.0119126,0.00378327,0.751339,99.6627063473,-106.620986648,1.00338,-106.620986648,100,3.83302e-07,2.21239,0.01,5.15691297448,0.00756264,100,16.52,1,-117.97,1.1835,0.5,-106.620986648,99.6219587877,-106.582,5.15691297448,0.993489
0.015407,0.018444,0.811233,98.5812057295,-106.152449585,1.01439,-106.152449585,100,1.80714e-06,4.63367,0.01,11.4570745787,0.00802995,100,19.03,1,-117.263,1.55651,0.5,-106.152449585,98.2424001823,-106.015,11.4570745787,1.01026
0.0129086,0.00389266,0.833715,99.6958474959,-106.563544238,1.00305,-106.563544238,100,3.88138e-07,2.14695,0.01,4.61397208157,0.00832505,100,18.14,1,-117.731,1.29274,0.5,-106.563544238,99.6172339911,-106.528,4.61397208157,1.00145
0.0111102,0.000426868,0.966473,99.9462535918,-106.816150611,1.00054,-106.816150611,100,4.27869e-08,2.18173,0.01,4.8313710605,0.00967605,100,16.38,1,-118.188,1.10973,0.5,-106.816150611,99.9576589205,-106.81,4.8313710605,0.99883
0.0106555,0.00211955,0.8097,99.7336941938,-106.676296322,1.00267,-106.676296322,100,2.09149e-07,1.94838,0.01,3.96068843617,0.00804323,100,17.32,1,-117.992,1.07267,0.5,-106.676296322,99.7933720983,-106.645,3.96068843617,1.00668
0.0103356,0.000313149,0.930376,99.9698848845,-106.250568996,1.0003,-106.250568996,100,3.14164e-08,1.7925,0.01,3.24550668098,0.00931882,100,16.52,1,-117.358,1.03189,0.5,-106.250568996,99.9688748025,-106.247,3.24550668098,0.998384
0.0110927,0.00274632,0.793953,99.7474033725,-106.674528453,1.00253,-106.674528453,100,2.72716e-07,2.09056,0.01,4.57461486951,0.00791178,100,15.92,1,-118.051,1.11316,0.5,-106.674528453,99.7307393215,-106.644,4.57461486951,1.00351
0.0114392,0.010778,0.581052,99.1498528166,-106.937129059,1.00857,-106.937129059,100,1.09642e-06,2.12659,0.01,5.40013411541,0.00586048,100,16.26,1,-118.323,1.13417,0.5,-106.937129059,98.9261707102,-106.832,5.40013411541,0.991474
0.0118878,0.00369205,0.869578,99.6364507099,-106.637612142,1.00365,-106.637612142,100,3.70179e-07,2.03479,0.01,4.28210278413,0.00870724,100,15.82,1,-117.933,1.18722,0.5,-106.637612142,99.6348708583,-106.598,4.28210278413,0.998684
0.0115422,0.00219639,0.830988,99.7450075523,-106.483594659,1.00256,-106.483594659,100,2.18292e-07,1.97027,0.01,3.9504678143,0.00828436,100,16.41,1,-117.69,1.15777,0.5,-106.483594659,99.7843931171,-106.456,3.9504678143,1.00308
0.0129513,0.00515488,0.85288,99.600782738,-106.683574359,1.00401,-106.683574359,100,5.17813e-07,1.82611,0.01,3.43422697857,0.00854801,100,16.01,1,-117.776,1.29222,0.5,-106.683574359,99.4899786183,-106.64,3.43422697857,0.997752
0.0113929,0.00254347,0.901254,99.656229934,-106.854375462,1.00345,-106.854375462,100,2.5668e-07,2.67529,0.01,6.7783986464,0.00905376,100,16.87,1,-118.201,1.1341,0.5,-106.854375462,99.7465341749,-106.816,6.7783986464,0.995447
0.0124675,0.00344854,0.900666,99.6405810901,-106.662840703,1.00361,-106.662840703,100,3.43086e-07,1.88898,0.01,3.47993444452,0.00898355,100,17.47,1,-117.863,1.24996,0.5,-106.662840703,99.6615131381,-106.624,3.47993444452,1.00257
0.0111093,0.00387151,0.777128,99.5661447894,-106.976246387,1.00436,-106.976246387,100,3.84715e-07,1.99719,0.01,4.27612833242,0.00774679,100,16.23,1,-118.202,1.11444,0.5,-106.976246387,99.6205572916,-106.93,4.27612833242,1.00316
0.0125756,0.00220481,0.938341,99.8025983915,-107.130685303,1.00198,-107.130685303,100,2.21516e-07,2.19462,0.01,4.86887335832,0.00940541,100,17.11,1,-118.388,1.25462,0.5,-107.130685303,99.7811734403,-107.108,4.86887335832,0.997661
0.0117895,0.00220193,0.90966,99.769801556,-106.554408887,1.00231,-106.554408887,100,2.194e-07,2.02892,0.01,4.22963024196,0.00908021,100,17.58,1,-117.713,1.18108,0.5,-106.554408887,99.7832690655,-106.529,4.22963024196,1.00181
0.0106035,0.000620997,0.893974,99.9223240048,-106.709783907,1.00078,-106.709783907,100,6.12792e-08,1.94801,0.01,3.86505728986,0.00888049,100,17.26,1,-117.943,1.06742,0.5,-106.709783907,99.9393742368,-106.701,3.86505728986,1.00667
0.0110744,0.00609954,0.67437,99.5562779759,-106.605689003,1.00446,-106.605689003,100,6.14464e-07,2.3608,0.01,5.43021639613,0.00676859,100,16.12,1,-117.771,1.10337,0.5,-106.605689003,99.3953511298,-106.556,5.43021639613,0.996323
0.0108367,0.00349056,0.793862,99.6191636373,-106.74443674,1.00382,-106.74443674,100,3.45683e-07,2.83621,0.01,7.84118333061,0.00790018,100,16.86,1,-117.904,1.08894,0.5,-106.74443674,99.6589300101,-106.702,7.84118333061,1.00487
0.0177481,0.0169202,0.414405,99.1566386397,-106.754462427,1.00851,-106.754462427,100,1.65681e-06,2.17026,0.01,5.41341880105,0.00410071,100,16.8,1,-118.167,1.79357,0.5,-106.754462427,98.3862299391,-106.643,5.41341880105,1.01057
0.0108636,0.00089905,0.908635,99.9253830195,-106.740951396,1.00075,-106.740951396,100,8.97812e-08,2.02857,0.01,4.16122428856,0.00908009,100,17.59,1,-118.05,1.08711,0.5,-106.740951396,99.9112188787,-106.732,4.16122428856,1.00069
0.0110454,0.00208007,0.820468,99.776625035,-106.40121159,1.00224,-106.40121159,100,2.09941e-07,1.98732,0.01,4.07899933109,0.00824273,100,16.38,1,-117.564,1.09944,0.5,-106.40121159,99.7925658541,-106.372,4.07899933109,0.995385
0.0107635,0.00174414,0.804378,99.794584145,-106.818074183,1.00206,-106.818074183,100,1.72397e-07,2.57745,0.01,6.57627389988,0.00799714,100,16.51,1,-118.024,1.08263,0.5,-106.818074183,99.8296051089,-106.795,6.57627389988,1.00583
0.013402,0.0056197,0.840484,99.525803647,-106.609732814,1.00476,-106.609732814,100,5.61756e-07,1.93004,0.01,3.97729672919,0.00840323,100,16.52,1,-117.858,1.34045,0.5,-106.609732814,99.44693374,-106.556,3.97729672919,1.00019
0.0113915,0.00358455,0.833197,99.6192582798,-106.323186206,1.00382,-106.323186206,100,3.62657e-07,2.22801,0.01,5.02940946642,0.00838067,100,18.21,1,-117.537,1.13253,0.5,-106.323186206,99.6422422536,-106.281,5.02940946642,0.994189
0.0117339,0.00241672,0.842906,99.7698608866,-106.794148965,1.00231,-106.794148965,100,2.39608e-07,2.15606,0.01,4.86395740124,0.00839298,100,16.27,1,-118.143,1.17843,0.5,-106.794148965,99.763345495,-106.767,4.86395740124,1.0043
0.0109485,0.000992548,0.882481,99.8759261338,-106.73533207,1.00124,-106.73533207,100,9.90022e-08,1.759,0.01,3.13799767684,0.00881358,100,16.03,1,-118.016,1.09624,0.5,-106.73533207,99.9020866736,-106.723,3.13799767684,1.00127
0.0135283,0.00951715,0.763759,99.3392547301,-106.755220584,1.00665,-106.755220584,100,9.70131e-07,1.85606,0.01,3.62828698883,0.00771113,100,15.95,1,-118.037,1.33993,0.5,-106.755220584,99.0486944956,-106.682,3.62828698883,0.990463
0.0117126,0.00514345,0.82606,99.4965516767,-106.603697148,1.00506,-106.603697148,100,5.17201e-07,2.47829,0.01,6.11946334313,0.0082835,100,17.01,1,-117.887,1.16802,0.5,-106.603697148,99.4905727556,-106.546,6.11946334313,0.997235
0.0125853,0.00614003,0.73107,99.5006232572,-106.818198118,1.00502,-106.818198118,100,6.22515e-07,2.63196,0.01,6.6588721102,0.00736121,100,17.6,1,-118.015,1.24989,0.5,-106.818198118,99.3874767554,-106.763,6.6588721102,0.993139
0.0110617,0.00115074,0.948678,99.8614802141,-106.587096708,1.00139,-106.587096708,100,1.16065e-07,1.90663,0.01,3.71060853791,0.00952755,100,16.49,1,-117.888,1.10143,0.5,-106.587096708,99.8852045317,-106.579,3.71060853791,0.995721
0.0107021,0.000965465,0.910318,99.9028911383,-106.752008861,1.00097,-106.752008861,100,9.72025e-08,1.93387,0.01,3.75995670714,0.00913406,100,15.78,1,-117.876,1.0666,0.5,-106.752008861,99.9038923494,-106.741,3.75995670714,0.99662
0.0108286,0.00255106,0.860672,99.7636196965,-106.69852539,1.00237,-106.69852539,100,2.53788e-07,2.14859,0.01,4.70581393294,0.00858445,100,15.86,1,-117.922,1.08567,0.5,-106.69852539,99.74938004,-106.672,4.70581393294,1.00259
0.0113998,0.00290919,0.868874,99.7645095523,-106.668333582,1.00236,-106.668333582,100,2.89867e-07,2.16041,0.01,4.77841408413,0.00867301,100,18.84,1,-117.863,1.14205,0.5,-106.668333582,99.7138470076,-106.641,4.77841408413,1.00181
0.0108954,0.00222151,0.889072,99.8301415907,-106.523494174,1.0017,-106.523494174,100,2.2251e-07,1.99096,0.01,4.02724507857,0.00889789,100,16.51,1,-117.74,1.08866,0.5,-106.523494174,99.7802185755,-106.504,4.02724507857,0.999194
0.0115611,0.00375752,0.765551,99.6109659117,-106.22889409,1.00391,-106.22889409,100,3.81902e-07,2.13749,0.01,4.59493179537,0.00771791,100,19.46,1,-117.481,1.14677,0.5,-106.22889409,99.6233456141,-106.185,4.59493179537,0.991916
0.0110201,0.00874871,0.464856,99.4636372217,-106.94294139,1.00539,-106.94294139,100,9.05056e-07,1.94972,0.01,4.4523258289,0.00472807,100,15.56,1,-118.539,1.08348,0.5,-106.94294139,99.1119642162,-106.869,4.4523258289,0.983182
0.0112954,0.00477682,0.811814,99.613733824,-106.389893966,1.00388,-106.389893966,100,4.73043e-07,2.4514,0.01,5.79468506595,0.00807863,100,16.1,1,-117.58,1.13507,0.5,-106.389893966,99.5338277198,-106.346,5.79468506595,1.00489
0.0111321,0.00322868,0.842957,99.5924934453,-106.821544042,1.00409,-106.821544042,100,3.21318e-07,2.27567,0.01,5.25117236977,0.00840931,100,17.19,1,-118.231,1.11589,0.5,-106.821544042,99.682918084,-106.776,5.25117236977,1.00241
0.0109404,0.00903581,0.36707,99.4906514268,-106.764595438,1.00512,-106.764595438,100,9.02648e-07,2.30531,0.01,5.9184453079,0.00366881,100,17.48,1,-118.16,1.09461,0.5,-106.764595438,99.1142946744,-106.687,5.9184453079,1.00052
0.0109282,0.000761724,0.930311,99.8766277294,-106.472479094,1.00124,-106.472479094,100,7.56641e-08,1.85895,0.01,3.48176470797,0.00927201,100,17.37,1,-117.609,1.09649,0.5,-106.472479094,99.9251664966,-106.459,3.48176470797,1.00335
