eRenyi2,MinNormIw,AvgDiscRet,VanillaAvgRet,ESSClassic,MinVanillaIw,VarJ,VarVanillaIw,ESSRenyi,MaxVanillaIw,MaxNormIw,AvgNormIw,BatchSize,IterType,EpsThisIter,Delta,VarDiscRet,AvgEpLen,VarNormIw,Bound,J,VarRet,AvgVanillaIw,AvgRet
1.28375,3.58418e-05,-102.27512881,-102.27512881,160.300047771,0.00712184,8.8532,0.245685,155.794029517,1.91714,0.00964829,0.005,200,1,100,0.6,45.1295307826,32.99,6.22262e-06,-109.324,-101.705,45.1295307826,0.993511,-102.27512881
1.0,0.01,-102.002201945,-102.002201945,100.0,1.0,7.88893,,200.0,1.0,0.01,0.01,200,2,100,0.6,62.8637878309,38.07,3.50449e-18,-112.0,-102.002,62.8637878309,1.0,-102.002201945
1.31941,0.000161951,-102.338698157,-102.338698157,144.295374343,0.0313919,9.56187,0.364439,151.582922028,2.57434,0.013281,0.005,200,1,100,0.6,49.2211056717,34.7,9.69964e-06,-108.476,-100.355,49.2211056717,0.96918,-102.338698157
1.0,0.01,-101.249113159,-101.249113159,100.0,1.0,6.22207,,200.0,1.0,0.01,0.01,200,2,100,0.6,39.1051631214,40.1,3.50449e-18,-110.654,-101.249,39.1051631214,1.0,-101.249113159
1.06332,0.00200299,-100.961179924,-100.961179924,189.005542465,0.406699,7.49896,0.0602562,188.090462982,2.13259,0.010503,0.005,200,1,100,0.6,62.9205620421,41.95,1.46155e-06,-107.578,-100.72,62.9205620421,1.01523,-100.961179924
1.0,0.01,-99.9054280892,-99.9054280892,100.0,1.0,17.4029,,200.0,1.0,0.01,0.01,200,2,100,0.6,305.918436534,44.43,3.50449e-18,-109.711,-99.9054,305.918436534,1.0,-99.9054280892
48.741,1.39279e-13,-99.9777934658,-99.9777934658,1.43905827104,5.88843e-11,323.345,619.666,4.10332025923,351.732,0.831953,0.005,200,1,100,0.6,210.162249465,43.65,0.00346683,-18.5601,29.8485,210.162249465,2.11389,-99.9777934658
1.0,0.01,-96.5873392063,-96.5873392063,100.0,1.0,27.772,,200.0,1.0,0.01,0.01,200,2,100,0.6,779.072464557,60.68,3.50449e-18,-108.048,-96.5873,779.072464557,1.0,-96.5873392063
1.09287e-41,8.84286e-14,-97.5895511045,-99.9777934658,2.59914063488,0.00284308,24.4681,1.97255e+18,2.745059032e+43,1.69825e+10,0.528208,0.005,300,,100,0.6,437.374919775,43.65,0.00190825,-inf,-100.17,210.162249465,1.60755e+08,-99.9777934658
6.60247,1.70533e-05,-99.7136778405,-99.7136778405,31.7276711346,0.00520734,341.105,8.78938,45.4375314974,45.4671,0.148899,0.00333333,300,1,100,0.6,59.4356486682,40.81,9.42639e-05,-84.7632,-70.2159,59.4356486682,1.01785,-99.7136778405
1.0,0.01,-99.7643816058,-99.7643816058,100.0,1.0,8.43642,,300.0,1.0,0.01,0.01,300,2,100,0.6,71.8920930464,47.02,3.50449e-18,-109.499,-99.7644,71.8920930464,1.0,-99.7643816058
1.0,0.005,-99.4679048236,-99.4679048236,200.000000102,1.0,9.08695,,300.0,1.0,0.005,0.005,300,2,100,0.6,94.8768099875,50.17,2.1793e-19,-107.503,-99.6161,94.8768099875,1.0,-99.4679048236
5.93268,1.26559e-05,-99.5121696037,-99.7136778405,42.1115565994,0.0219939,42.8951,206.185,67.4231692396,192.037,0.110503,0.00333333,400,,100,0.6,139.860718085,40.81,6.82713e-05,-118.437,-98.0504,59.4356486682,5.7928,-99.7136778405
6.55706,4.21688e-06,-100.796846923,-100.796846923,49.009561565,0.00184437,310.538,8.58411,61.0029605526,48.5247,0.110945,0.0025,400,1,100,0.6,54.9894248248,38.88,4.48726e-05,-90.5222,-77.9672,54.9894248248,1.09344,-100.796846923
1.0,0.01,-102.328594348,-102.328594348,100.0,1.0,15.3819,,400.0,1.0,0.01,0.01,400,2,100,0.6,238.993617876,50.28,3.50449e-18,-120.646,-102.329,238.993617876,1.0,-102.328594348
1.0,0.005,-100.884202512,-100.884202512,200.000000102,1.0,12.9125,,400.0,1.0,0.005,0.005,400,2,100,0.6,96.7842894318,45.36,2.1793e-19,-114.559,-101.606,96.7842894318,1.0,-100.884202512
1.0,0.00333333,-99.9460383293,-99.9460383293,299.999969474,1.0,12.8871,,400.0,1.0,0.00333333,0.00333333,400,2,100,0.6,164.578850225,49.13,5.43914e-20,-111.629,-101.053,164.578850225,1.0,-99.9460383293
12.463,5.73243e-06,-100.262802835,-100.796846923,28.0696602046,0.020608,23.2491,1072.97,40.1188303643,542.19,0.150818,0.0025,500,,100,0.6,150.873336985,38.88,8.30217e-05,-132.226,-99.8926,54.9894248248,8.98749,-100.796846923
9.24632,3.99062e-08,-100.869666057,-100.869666057,38.1751835148,2.04229e-05,400.903,12.6994,54.0755631238,68.3034,0.133464,0.002,500,1,100,0.6,55.8661312569,39.89,4.8487e-05,-88.5781,-75.2432,55.8661312569,1.02355,-100.869666057
1.0,0.01,-98.5002005913,-98.5002005913,100.0,1.0,18.1465,,500.0,1.0,0.01,0.01,500,2,100,0.6,332.621531845,56.8,3.50449e-18,-108.689,-98.5002,332.621531845,1.0,-98.5002005913
1.0,0.005,-98.7250537057,-98.7250537057,200.000000102,1.0,17.62,,500.0,1.0,0.005,0.005,500,2,100,0.6,294.552253576,54.7,2.1793e-19,-107.718,-98.6126,294.552253576,1.0,-98.7250537057
1.0,0.00333333,-99.0896823422,-99.0896823422,299.999969474,1.0,15.6476,,500.0,1.0,0.00333333,0.00333333,500,2,100,0.6,114.604498649,47.85,5.43914e-20,-106.206,-98.7717,114.604498649,1.0,-99.0896823422
1.0,0.0025,-99.9595843733,-99.9595843733,400.0,1.0,13.9197,,500.0,1.0,0.0025,0.0025,500,2,100,0.6,39.8356795459,44.21,5.4346e-20,-105.507,-99.0686,39.8356795459,1.0,-99.9595843733
54.0277,,-98.098907031,-98.098907031,10.6403474548,,382.335,92.3194,9.25451817224,140.537,0.198584,0.002,500,1,100,0.6,279.852921858,50.03,0.000184332,-76.7034,-34.3761,279.852921858,1.41539,-98.098907031
1.0,0.01,-88.0234753983,-88.0234753983,100.0,1.0,38.5157,,500.0,1.0,0.01,0.01,500,2,100,0.6,1498.44447177,101.87,3.50449e-18,-99.8547,-88.0235,1498.44447177,1.0,-88.0234753983
1.0,0.005,-92.5997729959,-92.5997729959,200.000000102,1.0,37.3071,,500.0,1.0,0.005,0.005,500,2,100,0.6,1302.73549771,105.17,2.1793e-19,-99.4955,-90.3116,1302.73549771,1.0,-92.5997729959
1.0,0.00333333,-91.1192939691,-91.1192939691,299.999969474,1.0,37.3397,,500.0,1.0,0.00333333,0.00333333,500,2,100,0.6,1412.820765,113.73,5.43914e-20,-98.0794,-90.5808,1412.820765,1.0,-91.1192939691
1.0,0.0025,-92.4904783668,-92.4904783668,400.0,1.0,35.7374,,500.0,1.0,0.0025,0.0025,500,2,100,0.6,932.460576801,108.79,5.4346e-20,-97.5522,-91.0583,932.460576801,1.0,-92.4904783668
106.847,,-89.8031876973,-89.8031876973,2.51105677006,,382.188,264.015,4.67957386288,328.416,0.569558,0.002,500,1,100,0.6,1634.29284494,105.28,0.000794066,67.5619,127.601,1634.29284494,1.15323,-89.8031876973
1.0,0.01,-69.439563438,-69.439563438,100.0,1.0,61.7751,,500.0,1.0,0.01,0.01,500,2,100,0.6,3854.70823735,157.11,3.50449e-18,-80.3545,-69.4396,3854.70823735,1.0,-69.439563438
1.0,0.005,-58.5470578489,-58.5470578489,200.000000102,1.0,67.3633,,500.0,1.0,0.005,0.005,500,2,100,0.6,5252.67921945,179.86,2.1793e-19,-71.7427,-63.9933,5252.67921945,1.0,-58.5470578489
1.0,0.00333333,-66.1669181998,-66.1669181998,299.999969474,1.0,65.3001,,500.0,1.0,0.00333333,0.00333333,500,2,100,0.6,3751.02555584,157.52,5.43914e-20,-71.0452,-64.7178,3751.02555584,1.0,-66.1669181998
1.0,0.0025,-53.9819137659,-53.9819137659,400.0,1.0,67.0461,,500.0,1.0,0.0025,0.0025,500,2,100,0.6,5153.52650998,193.26,5.4346e-20,-67.9385,-62.0339,5153.52650998,1.0,-53.9819137659
108.772,2.98203e-37,-59.6140613748,-59.6140613748,1.79345003604,1.71085e-34,306.523,366.482,4.59678947194,417.93,0.728453,0.002,500,1,100,0.6,4507.43692396,185.89,0.0011134,18.0131,73.0935,4507.43692396,1.14744,-59.6140613748
1.0,0.01,-60.0053998054,-60.0053998054,100.0,1.0,65.5904,,500.0,1.0,0.01,0.01,500,2,100,0.6,4345.55641542,171.25,3.50449e-18,-70.5047,-60.0054,4345.55641542,1.0,-60.0053998054
1.0,0.005,-67.8093952377,-67.8093952377,200.000000102,1.0,65.5266,,500.0,1.0,0.005,0.005,500,2,100,0.6,4297.88738705,140.89,2.1793e-19,-71.8732,-63.9074,4297.88738705,1.0,-67.8093952377
1.0,0.00333333,-48.5304629561,-48.5304629561,299.999969474,1.0,69.1434,,500.0,1.0,0.00333333,0.00333333,500,2,100,0.6,5653.88595505,202.22,5.43914e-20,-65.2858,-58.7818,5653.88595505,1.0,-48.5304629561
1.0,0.0025,-61.1030855968,-61.1030855968,400.0,1.0,69.2177,,500.0,1.0,0.0025,0.0025,500,2,100,0.6,4866.56707725,166.35,5.4346e-20,-64.9947,-59.3621,4866.56707725,1.0,-61.1030855968
58.5587,,-56.6510473518,-56.6510473518,7.532186214,,252.702,85.241,8.53844027675,133.917,0.234804,0.002,500,1,100,0.6,5097.47398039,172.76,0.000262051,3.66133,42.2138,5097.47398039,1.14067,-56.6510473518
1.0,0.01,-42.9294642752,-42.9294642752,100.0,1.0,75.8801,,500.0,1.0,0.01,0.01,500,2,100,0.6,5815.9434492,214.61,3.50449e-18,-52.1805,-42.9295,5815.9434492,1.0,-42.9294642752
1.0,0.005,-28.3161561233,-28.3161561233,200.000000102,1.0,76.754,,500.0,1.0,0.005,0.005,500,2,100,0.6,5977.5547062,268.87,2.1793e-19,-42.7223,-35.6228,5977.5547062,1.0,-28.3161561233
1.0,0.00333333,-36.0086601059,-36.0086601059,299.999969474,1.0,76.8945,,500.0,1.0,0.00333333,0.00333333,500,2,100,0.6,6015.99524503,243.76,5.43914e-20,-42.1097,-35.7514,6015.99524503,1.0,-36.0086601059
1.0,0.0025,-33.3634730448,-33.3634730448,400.0,1.0,77.2338,,500.0,1.0,0.0025,0.0025,500,2,100,0.6,6179.4780512,246.09,5.4346e-20,-40.6609,-35.1544,6179.4780512,1.0,-33.3634730448
2.74698,2.88993e-07,-34.4757107851,-34.4757107851,216.602165012,0.000140403,123.24,1.23778,182.017915965,11.6692,0.0240188,0.002,500,1,100,0.6,5653.95580595,251.96,5.24401e-06,-33.3145,-25.1516,5653.95580595,0.971671,-34.4757107851
1.0,0.01,-32.4365426753,-32.4365426753,100.0,1.0,79.0901,,500.0,1.0,0.01,0.01,500,2,100,0.6,6318.42147068,250.13,3.50449e-18,-42.0059,-32.4365,6318.42147068,1.0,-32.4365426753
1.0,0.005,-47.0013381372,-47.0013381372,200.000000102,1.0,76.9915,,500.0,1.0,0.005,0.005,500,2,100,0.6,5549.58246625,201.92,2.1793e-19,-46.6042,-39.7189,5549.58246625,1.0,-47.0013381372
1.0,0.00333333,-29.8095173317,-29.8095173317,299.999969474,1.0,77.4289,,500.0,1.0,0.00333333,0.00333333,500,2,100,0.6,6126.1289297,254.58,5.43914e-20,-42.0376,-36.4158,6126.1289297,1.0,-29.8095173317
1.0,0.0025,-50.3213539277,-50.3213539277,400.0,1.0,76.6641,,500.0,1.0,0.0025,0.0025,500,2,100,0.6,5433.14413972,201.31,5.4346e-20,-44.7608,-39.8922,5433.14413972,1.0,-50.3213539277
58.2891,,-28.9333539244,-28.9333539244,6.31993234173,,191.474,54.348,8.57793917551,151.399,0.36338,0.002,500,1,100,0.6,6849.01001032,254.23,0.000313085,-7.20216,26.0442,6849.01001032,0.833279,-28.9333539244
1.0,0.01,-23.9076899866,-23.9076899866,100.0,1.0,74.2376,,500.0,1.0,0.01,0.01,500,2,100,0.6,5566.8918478,280.78,3.50449e-18,-34.2364,-23.9077,5566.8918478,1.0,-23.9076899866
1.0,0.005,-44.6883075977,-44.6883075977,200.000000102,1.0,74.3182,,500.0,1.0,0.005,0.005,500,2,100,0.6,5372.97462726,223.41,2.1793e-19,-41.6015,-34.298,5372.97462726,1.0,-44.6883075977
