MaxNormIw,IterType,VarNormIw,MaxVanillaIw,EpsThisIter,AvgRet,AvgVanillaIw,MinVanillaIw,MinNormIw,VanillaAvgRet,AvgEpLen,VarVanillaIw,ESSClassic,Bound,AvgDiscRet,VarDiscRet,eRenyi2,ESSRenyi,Delta,VarRet,BatchSize,J,VarJ,AvgNormIw
0.005,2,2.1793e-19,1.0,100,340.799975912,1.0,1.0,0.005,340.799975912,36.82,,200.000000102,241.605,340.799975912,35942.8867987,1.0,500.0,0.4,35942.8867987,500,348.493,177.696,0.005
0.00333333,2,5.43914e-20,1.0,100,341.077729997,1.0,1.0,0.00333333,341.077729997,36.87,,299.999969474,258.747,341.077729997,28381.7310739,1.0,500.0,0.4,28381.7310739,500,346.021,174.438,0.00333333
0.0025,2,5.4346e-20,1.0,100,327.454420027,1.0,1.0,0.0025,327.454420027,35.36,,400.0,265.798,327.454420027,17014.9449185,1.0,500.0,0.4,17014.9449185,500,341.38,164.613,0.0025
0.651135,1,0.000861856,969.175,100,314.392551384,2.97688,5.9676e-10,4.0093e-13,314.392551384,33.97,1909.4,2.31446035934,582.185,314.392551384,22388.0580002,33.3163,15.0076691718,0.4,22388.0580002,500,972.387,3896.98,0.002
0.01,2,3.50449e-18,1.0,100,433.914451794,1.0,1.0,0.01,433.914451794,46.81,,100.0,331.024,433.914451794,21931.4699403,1.0,500.0,0.4,21931.4699403,500,433.914,147.35,0.01
0.005,2,2.1793e-19,1.0,100,470.541310841,1.0,1.0,0.005,470.541310841,50.8,,200.000000102,360.02,470.541310841,38471.0893572,1.0,500.0,0.4,38471.0893572,500,452.228,173.881,0.005
0.00333333,2,5.43914e-20,1.0,100,436.521749877,1.0,1.0,0.00333333,436.521749877,47.1,,299.999969474,357.128,436.521749877,32590.5597552,1.0,500.0,0.4,32590.5597552,500,446.993,175.972,0.00333333
0.0025,2,5.4346e-20,1.0,100,459.703506223,1.0,1.0,0.0025,459.703506223,49.59,,400.0,361.551,459.703506223,48110.7616644,1.0,500.0,0.4,48110.7616644,500,450.17,187.516,0.0025
0.378838,1,0.000306406,261.076,100,417.102594018,1.3783,3.43457e-11,4.98377e-14,417.102594018,45.04,145.521,6.45591357605,512.571,417.102594018,28848.5492196,14.2474,35.0940371704,0.4,28848.5492196,500,811.755,1952.24,0.002
0.01,2,3.50449e-18,1.0,100,524.199669827,1.0,1.0,0.01,524.199669827,56.56,,100.0,293.446,524.199669827,59436.5793877,1.0,500.0,0.4,59436.5793877,500,524.2,242.574,0.01
0.005,2,2.1793e-19,1.0,100,540.382469191,1.0,1.0,0.005,540.382469191,58.32,,200.000000102,369.123,540.382469191,52575.278298,1.0,500.0,0.4,52575.278298,500,532.291,235.608,0.005
0.00333333,2,5.43914e-20,1.0,100,556.347111933,1.0,1.0,0.00333333,556.347111933,60.06,,299.999969474,407.084,556.347111933,66054.8901772,1.0,500.0,0.4,66054.8901772,500,540.31,242.764,0.00333333
0.0025,2,5.4346e-20,1.0,100,550.67601244,1.0,1.0,0.0025,550.67601244,59.43,,400.0,427.524,550.67601244,69137.1904832,1.0,500.0,0.4,69137.1904832,500,542.901,247.654,0.0025
0.0998078,1,3.50862e-05,51.6252,100,507.011883306,1.03449,2.23558e-07,4.32208e-10,507.011883306,54.69,9.38707,51.2609620321,544.526,507.011883306,46512.1196643,4.9489,101.032616283,0.4,46512.1196643,500,774.098,972.432,0.002
0.01,2,3.50449e-18,1.0,100,678.0146453,1.0,1.0,0.01,678.0146453,73.16,,100.0,481.879,678.0146453,76955.0066281,1.0,500.0,0.4,76955.0066281,500,678.015,276.017,0.01
0.005,2,2.1793e-19,1.0,100,694.424463728,1.0,1.0,0.005,694.424463728,74.94,,200.000000102,516.283,694.424463728,122391.944157,1.0,500.0,0.4,122391.944157,500,686.22,314.236,0.005
0.00333333,2,5.43914e-20,1.0,100,622.622130295,1.0,1.0,0.00333333,622.622130295,67.16,,299.999969474,526.268,622.622130295,62484.3697545,1.0,500.0,0.4,62484.3697545,500,665.02,295.547,0.00333333
0.0025,2,5.4346e-20,1.0,100,696.885878831,1.0,1.0,0.0025,696.885878831,75.2,,400.0,552.824,696.885878831,102536.16019,1.0,500.0,0.4,102536.16019,500,672.987,301.793,0.0025
0.549231,1,0.000624407,523.917,100,694.440152895,1.90782,6.54158e-20,6.85764e-23,694.440152895,74.98,568.177,3.18898715923,966.917,694.440152895,75264.989426,32.5639,15.3544262233,0.4,75264.989426,500,1580.23,4755.24,0.002
0.01,2,3.50449e-18,1.0,100,846.334129714,1.0,1.0,0.01,846.334129714,91.43,,100.0,595.154,846.334129714,97712.9400984,1.0,500.0,0.4,97712.9400984,500,846.334,311.024,0.01
0.005,2,2.1793e-19,1.0,100,906.516922963,1.0,1.0,0.005,906.516922963,97.86,,200.000000102,698.814,906.516922963,116119.162308,1.0,500.0,0.4,116119.162308,500,876.426,326.73,0.005
0.00333333,2,5.43914e-20,1.0,100,942.146191714,1.0,1.0,0.00333333,942.146191714,101.67,,299.999969474,751.368,942.146191714,124265.655344,1.0,500.0,0.4,124265.655344,500,898.332,336.357,0.00333333
0.0025,2,5.4346e-20,1.0,100,898.893539011,1.0,1.0,0.0025,898.893539011,97.09,,400.0,771.198,898.893539011,95221.9674579,1.0,500.0,0.4,95221.9674579,500,898.473,329.271,0.0025
0.500365,1,0.000509923,521.695,100,833.55917497,2.08526,1.21639e-12,1.16666e-15,833.55917497,90.06,554.325,3.89938039365,1061.38,833.55917497,95273.086779,22.7801,21.9489543468,0.4,95273.086779,500,1604.71,5047.46,0.002
0.01,2,3.50449e-18,1.0,100,972.142635064,1.0,1.0,0.01,972.142635064,105.02,,100.0,672.467,972.142635064,134572.529869,1.0,500.0,0.4,134572.529869,500,972.143,365.002,0.01
0.005,2,2.1793e-19,1.0,100,1012.98484381,1.0,1.0,0.005,1012.98484381,109.38,,200.000000102,780.661,1012.98484381,116754.094495,1.0,500.0,0.4,116754.094495,500,992.564,353.304,0.005
0.00333333,2,5.43914e-20,1.0,100,1069.97303452,1.0,1.0,0.00333333,1069.97303452,115.71,,299.999969474,845.349,1069.97303452,109948.00155,1.0,500.0,0.4,109948.00155,500,1018.37,347.606,0.00333333
0.0025,2,5.4346e-20,1.0,100,1029.38811219,1.0,1.0,0.0025,1029.38811219,111.26,,400.0,871.285,1029.38811219,134668.781058,1.0,500.0,0.4,134668.781058,500,1021.12,352.102,0.0025
0.240072,1,0.000232275,239.345,100,1070.7263869,1.99395,3.00016e-05,3.00927e-08,1070.7263869,115.74,230.872,8.48137480482,1123.55,1070.7263869,119260.320608,7.49503,66.7108489299,0.4,119260.320608,500,1490.46,3486.35,0.002
0.01,2,3.50449e-18,1.0,100,1092.41482302,1.0,1.0,0.01,1092.41482302,117.96,,100.0,805.802,1092.41482302,78526.4869113,1.0,500.0,0.4,78526.4869113,500,1092.41,278.821,0.01
0.005,2,2.1793e-19,1.0,100,1081.12444339,1.0,1.0,0.005,1081.12444339,117.01,,200.000000102,884.104,1081.12444339,83551.6539121,1.0,500.0,0.4,83551.6539121,500,1086.77,283.303,0.005
0.00333333,2,5.43914e-20,1.0,100,1084.65558647,1.0,1.0,0.00333333,1084.65558647,117.25,,299.999969474,920.589,1084.65558647,73306.4328032,1.0,500.0,0.4,73306.4328032,500,1086.06,278.746,0.00333333
0.0025,2,5.4346e-20,1.0,100,1137.78115931,1.0,1.0,0.0025,1137.78115931,122.82,,400.0,952.887,1137.78115931,117852.421662,1.0,500.0,0.4,117852.421662,500,1098.99,296.554,0.0025
0.0742076,1,1.86322e-05,43.7449,100,1082.37292262,1.17899,1.977e-05,3.35372e-08,1082.37292262,116.94,6.47474,88.5153035719,1036.19,1082.37292262,86432.5655052,3.44766,145.025732422,0.4,86432.5655052,500,1278.84,1929.99,0.002
0.01,2,3.50449e-18,1.0,100,1174.71375623,1.0,1.0,0.01,1174.71375623,127.02,,100.0,866.13,1174.71375623,102271.90392,1.0,500.0,0.4,102271.90392,500,1174.71,318.197,0.01
0.005,2,2.1793e-19,1.0,100,1137.39450008,1.0,1.0,0.005,1137.39450008,122.99,,200.000000102,937.853,1137.39450008,70978.6229252,1.0,500.0,0.4,70978.6229252,500,1156.05,293.44,0.005
0.00333333,2,5.43914e-20,1.0,100,1169.15260497,1.0,1.0,0.00333333,1169.15260497,126.47,,299.999969474,982.259,1169.15260497,108128.081219,1.0,500.0,0.4,108128.081219,500,1160.42,305.164,0.00333333
0.0025,2,5.4346e-20,1.0,100,1101.0431501,1.0,1.0,0.0025,1101.0431501,119.2,,400.0,991.284,1101.0431501,121936.515198,1.0,500.0,0.4,121936.515198,500,1145.58,317.308,0.0025
0.0088867,1,2.42466e-06,4.51257,100,1030.14424304,1.01558,0.0114424,2.25338e-05,1030.14424304,111.51,0.625199,311.535633071,1024.52,1030.14424304,91925.5124313,1.58365,315.725830734,0.4,91925.5124313,500,1198.18,424.941,0.002
0.01,2,3.50449e-18,1.0,100,1169.7996473,1.0,1.0,0.01,1169.7996473,126.4,,100.0,895.619,1169.7996473,95646.1449449,1.0,500.0,0.4,95646.1449449,500,1169.8,307.717,0.01
0.005,2,2.1793e-19,1.0,100,1199.07009649,1.0,1.0,0.005,1199.07009649,129.87,,200.000000102,990.56,1199.07009649,73370.1630916,1.0,500.0,0.4,73370.1630916,500,1184.43,289.616,0.005
0.00333333,2,5.43914e-20,1.0,100,1186.52295993,1.0,1.0,0.00333333,1186.52295993,128.25,,299.999969474,1026.83,1186.52295993,120062.124636,1.0,500.0,0.4,120062.124636,500,1185.13,309.095,0.00333333
0.0025,2,5.4346e-20,1.0,100,1153.5031399,1.0,1.0,0.0025,1153.5031399,124.71,,400.0,1015.96,1153.5031399,123276.627962,1.0,500.0,0.4,123276.627962,500,1177.22,319.927,0.0025
0.124534,1,3.8228e-05,71.2156,100,1209.73764882,1.14371,0.00153684,2.68746e-06,1209.73764882,130.77,12.5013,47.4478415531,1104.1,1209.73764882,106285.271082,4.22388,118.374459973,0.4,106285.271082,500,1400.54,2398.27,0.002
0.01,2,3.50449e-18,1.0,100,1226.3947287,1.0,1.0,0.01,1226.3947287,132.64,,100.0,943.277,1226.3947287,106388.126913,1.0,500.0,0.4,106388.126913,500,1226.39,324.537,0.01
0.005,2,2.1793e-19,1.0,100,1206.89997344,1.0,1.0,0.005,1206.89997344,130.32,,200.000000102,1016.45,1206.89997344,75864.2681676,1.0,500.0,0.4,75864.2681676,500,1216.65,300.516,0.005
0.00333333,2,5.43914e-20,1.0,100,1152.66919405,1.0,1.0,0.00333333,1152.66919405,124.82,,299.999969474,1031.86,1152.66919405,104191.282078,1.0,500.0,0.4,104191.282078,500,1195.32,309.03,0.00333333
0.0025,2,5.4346e-20,1.0,100,1175.97585938,1.0,1.0,0.0025,1175.97585938,127.32,,400.0,1048.93,1175.97585938,103717.405001,1.0,500.0,0.4,103717.405001,500,1190.48,312.033,0.0025
0.0163175,1,5.10127e-06,7.94255,100,1245.54611882,0.973499,0.00162005,3.3283e-06,1245.54611882,134.67,1.20862,219.996340581,1107.93,1245.54611882,123423.319625,2.13932,233.718928613,0.4,123423.319625,500,1293.12,579.733,0.002
0.01,2,3.50449e-18,1.0,100,1248.713564,1.0,1.0,0.01,1248.713564,135.1,,100.0,890.668,1248.713564,133732.177984,1.0,500.0,0.4,133732.177984,500,1248.71,363.861,0.01
0.005,2,2.1793e-19,1.0,100,1216.64074197,1.0,1.0,0.005,1216.64074197,131.68,,200.000000102,979.501,1216.64074197,103936.66941,1.0,500.0,0.4,103936.66941,500,1232.68,343.37,0.005
0.00333333,2,5.43914e-20,1.0,100,1251.29242861,1.0,1.0,0.00333333,1251.29242861,135.39,,299.999969474,1032.16,1251.29242861,110871.619852,1.0,500.0,0.4,110871.619852,500,1238.88,339.51,0.00333333
0.0025,2,5.4346e-20,1.0,100,1252.98602337,1.0,1.0,0.0025,1252.98602337,135.25,,400.0,1063.39,1252.98602337,120391.675545,1.0,500.0,0.4,120391.675545,500,1242.41,341.005,0.0025
0.565087,1,0.000640638,555.721,100,1239.95906638,1.96685,0.000104014,1.05767e-07,1239.95906638,133.95,619.577,3.10869764357,1499.65,1239.95906638,104263.873596,19.4889,25.6556482033,0.4,104263.873596,500,2206.53,9127.37,0.002
0.01,2,3.50449e-18,1.0,100,1277.57993305,1.0,1.0,0.01,1277.57993305,138.26,,100.0,981.553,1277.57993305,116686.316852,1.0,500.0,0.4,116686.316852,500,1277.58,339.882,0.01
0.005,2,2.1793e-19,1.0,100,1273.95932361,1.0,1.0,0.005,1273.95932361,137.73,,200.000000102,1057.82,1273.95932361,136877.353152,1.0,500.0,0.4,136877.353152,500,1275.77,354.284,0.005
0.00333333,2,5.43914e-20,1.0,100,1300.83954796,1.0,1.0,0.00333333,1300.83954796,140.62,,299.999969474,1106.17,1300.83954796,161224.673863,1.0,500.0,0.4,161224.673863,500,1284.13,370.165,0.00333333
0.0025,2,5.4346e-20,1.0,100,1257.3983652,1.0,1.0,0.0025,1257.3983652,135.99,,400.0,1123.33,1257.3983652,133803.282143,1.0,500.0,0.4,133803.282143,500,1277.44,368.805,0.0025
0.648195,1,0.000841157,756.474,100,1285.52500467,2.33409,0.000323507,2.77202e-07,1285.52500467,138.88,1145.65,2.37114681296,1535.39,1285.52500467,126934.216919,8.76438,57.0490732279,0.4,126934.216919,500,1943.47,4732.98,0.002
0.01,2,3.50449e-18,1.0,100,1319.66562253,1.0,1.0,0.01,1319.66562253,142.69,,100.0,1027.09,1319.66562253,140867.681914,1.0,500.0,0.4,140867.681914,500,1319.67,373.442,0.01
0.005,2,2.1793e-19,1.0,100,1266.78707535,1.0,1.0,0.005,1266.78707535,137.18,,200.000000102,1086.35,1266.78707535,116231.163282,1.0,500.0,0.4,116231.163282,500,1293.23,357.719,0.005
0.00333333,2,5.43914e-20,1.0,100,1315.15548056,1.0,1.0,0.00333333,1315.15548056,142.36,,299.999969474,1115.43,1315.15548056,140577.386798,1.0,500.0,0.4,140577.386798,500,1300.54,363.051,0.00333333
0.0025,2,5.4346e-20,1.0,100,1251.62948624,1.0,1.0,0.0025,1251.62948624,135.55,,400.0,1113.89,1251.62948624,137851.539135,1.0,500.0,0.4,137851.539135,500,1288.31,365.269,0.0025
0.643254,1,0.000831792,924.237,100,1345.72912847,2.87363,1.63471e-06,1.13773e-09,1345.72912847,145.63,1717.18,2.39771346671,1605.38,1345.72912847,110252.321857,20.8562,23.9737377536,0.4,110252.321857,500,2317.84,7724.72,0.002
0.01,2,3.50449e-18,1.0,100,1343.97401114,1.0,1.0,0.01,1343.97401114,145.19,,100.0,1025.82,1343.97401114,143373.109938,1.0,500.0,0.4,143373.109938,500,1343.97,376.748,0.01
0.005,2,2.1793e-19,1.0,100,1311.06248801,1.0,1.0,0.005,1311.06248801,141.62,,200.000000102,1102.55,1311.06248801,85536.614735,1.0,500.0,0.4,85536.614735,500,1327.52,337.018,0.005
0.00333333,2,5.43914e-20,1.0,100,1337.88305533,1.0,1.0,0.00333333,1337.88305533,144.71,,299.999969474,1147.05,1337.88305533,117617.72807,1.0,500.0,0.4,117617.72807,500,1330.97,338.465,0.00333333
0.0025,2,5.4346e-20,1.0,100,1359.7014111,1.0,1.0,0.0025,1359.7014111,146.84,,400.0,1178.87,1359.7014111,129691.764485,1.0,500.0,0.4,129691.764485,500,1338.16,343.762,0.0025
0.163312,1,8.64596e-05,130.824,100,1355.72499667,1.60214,0.0028118,3.51006e-06,1355.72499667,146.52,55.4823,22.1516483043,1269.77,1355.72499667,123916.822559,4.04587,123.582921312,0.4,123916.822559,500,1577.06,2609.27,0.002
0.01,2,3.50449e-18,1.0,100,1259.70866965,1.0,1.0,0.01,1259.70866965,136.34,,100.0,886.088,1259.70866965,141309.008905,1.0,500.0,0.4,141309.008905,500,1259.71,374.027,0.01
0.005,2,2.1793e-19,1.0,100,1295.97698966,1.0,1.0,0.005,1295.97698966,140.15,,200.000000102,998.077,1295.97698966,137055.664202,1.0,500.0,0.4,137055.664202,500,1277.84,371.644,0.005
0.00333333,2,5.43914e-20,1.0,100,1307.37109607,1.0,1.0,0.00333333,1307.37109607,141.32,,299.999969474,1059.26,1307.37109607,132287.493106,1.0,500.0,0.4,132287.493106,500,1287.69,368.684,0.00333333
0.0025,2,5.4346e-20,1.0,100,1290.08347188,1.0,1.0,0.0025,1290.08347188,139.44,,400.0,1085.87,1290.08347188,134834.026902,1.0,500.0,0.4,134834.026902,500,1288.29,367.857,0.0025
0.718908,1,0.0010349,1217.44,100,1309.77274395,3.38692,0.000216522,1.27858e-07,1309.77274395,141.52,2967.9,1.92895280287,1890.19,1309.77274395,111233.502049,22.1488,22.5746176436,0.4,111233.502049,500,2742.23,9136.36,0.002
0.01,2,3.50449e-18,1.0,100,1285.25033104,1.0,1.0,0.01,1285.25033104,138.83,,100.0,1002.38,1285.25033104,84704.6303387,1.0,500.0,0.4,84704.6303387,500,1285.25,289.582,0.01
0.005,2,2.1793e-19,1.0,100,1285.81666795,1.0,1.0,0.005,1285.81666795,138.91,,200.000000102,967.475,1285.81666795,158097.238324,1.0,500.0,0.4,158097.238324,500,1285.53,346.68,0.005
0.00333333,2,5.43914e-20,1.0,100,1273.1239562,1.0,1.0,0.00333333,1273.1239562,137.56,,299.999969474,1021.7,1273.1239562,83480.8027874,1.0,500.0,0.4,83480.8027874,500,1281.4,328.188,0.00333333
0.0025,2,5.4346e-20,1.0,100,1288.38632596,1.0,1.0,0.0025,1288.38632596,139.37,,400.0,1058.24,1288.38632596,91344.0977287,1.0,500.0,0.4,91344.0977287,500,1283.14,321.555,0.0025
0.00547977,1,8.33083e-07,2.75733,100,1315.48708449,1.00637,0.147319,0.000292775,1315.48708449,142.25,0.210931,413.957379369,1101.47,1315.48708449,138423.882228,1.21191,412.573064355,0.4,138423.882228,500,1322.92,396.212,0.002
0.01,2,3.50449e-18,1.0,100,1312.84014725,1.0,1.0,0.01,1312.84014725,141.98,,100.0,920.492,1312.84014725,155971.517013,1.0,500.0,0.4,155971.517013,500,1312.84,392.953,0.01
0.005,2,2.1793e-19,1.0,100,1305.6409203,1.0,1.0,0.005,1305.6409203,141.14,,200.000000102,1031.81,1305.6409203,72471.2580405,1.0,500.0,0.4,72471.2580405,500,1309.24,336.292,0.005
0.00333333,2,5.43914e-20,1.0,100,1280.80387471,1.0,1.0,0.00333333,1280.80387471,138.67,,299.999969474,1073.24,1280.80387471,102637.400757,1.0,500.0,0.4,102637.400757,500,1299.76,330.824,0.00333333
0.0025,2,5.4346e-20,1.0,100,1303.30774874,1.0,1.0,0.0025,1303.30774874,140.93,,400.0,1104.47,1303.30774874,70557.9923237,1.0,500.0,0.4,70557.9923237,500,1300.65,315.514,0.0025
0.00930404,1,1.12125e-06,4.43424,100,1312.38847506,0.953187,0.0294147,6.17187e-05,1312.38847506,141.88,0.254683,390.700633803,1145.76,1312.38847506,121696.844077,1.25461,398.530238832,0.4,121696.844077,500,1342.29,447.821,0.002
0.01,2,3.50449e-18,1.0,100,1239.47916416,1.0,1.0,0.01,1239.47916416,134.17,,100.0,981.188,1239.47916416,64957.7259816,1.0,500.0,0.4,64957.7259816,500,1239.48,253.59,0.01
0.005,2,2.1793e-19,1.0,100,1303.39053044,1.0,1.0,0.005,1303.39053044,141.07,,200.000000102,1083.92,1303.39053044,74356.9839438,1.0,500.0,0.4,74356.9839438,500,1271.43,264.541,0.005
0.00333333,2,5.43914e-20,1.0,100,1360.60868961,1.0,1.0,0.00333333,1360.60868961,146.94,,299.999969474,1107.84,1360.60868961,125697.592795,1.0,500.0,0.4,125697.592795,500,1301.16,299.837,0.00333333
0.0025,2,5.4346e-20,1.0,100,1283.57442612,1.0,1.0,0.0025,1283.57442612,138.9,,400.0,1118.65,1283.57442612,128748.642344,1.0,500.0,0.4,128748.642344,500,1296.76,315.198,0.0025
0.0169521,1,2.82667e-06,8.24841,100,1317.50429435,0.973144,0.0743231,0.000152748,1317.50429435,142.26,0.669221,293.211386403,1158.28,1317.50429435,137149.326804,1.52674,327.495911478,0.4,137149.326804,500,1364.98,772.429,0.002
0.01,2,3.50449e-18,1.0,100,1392.6217324,1.0,1.0,0.01,1392.6217324,150.3,,100.0,1051.11,1392.6217324,168312.428057,1.0,500.0,0.4,168312.428057,500,1392.62,408.203,0.01
0.005,2,2.1793e-19,1.0,100,1367.50713882,1.0,1.0,0.005,1367.50713882,148.05,,200.000000102,1138.58,1367.50713882,132179.879637,1.0,500.0,0.4,132179.879637,500,1380.06,385.877,0.005
0.00333333,2,5.43914e-20,1.0,100,1322.78704347,1.0,1.0,0.00333333,1322.78704347,143.21,,299.999969474,1163.8,1322.78704347,138249.825841,1.0,500.0,0.4,138249.825841,500,1360.97,381.601,0.00333333
0.0025,2,5.4346e-20,1.0,100,1356.71615435,1.0,1.0,0.0025,1356.71615435,146.73,,400.0,1189.15,1356.71615435,122360.741372,1.0,500.0,0.4,122360.741372,500,1359.91,373.5,0.0025
0.2237,1,0.000140006,167.85,100,1333.73722825,1.50067,0.000598529,7.97683e-07,1333.73722825,143.94,78.8233,13.9154123293,1312.13,1333.73722825,122421.894025,6.12078,81.6889861001,0.4,122421.894025,500,1701.96,2687.13,0.002
0.01,2,3.50449e-18,1.0,100,1281.43455476,1.0,1.0,0.01,1281.43455476,138.76,,100.0,991.232,1281.43455476,87708.156952,1.0,500.0,0.4,87708.156952,500,1281.43,294.671,0.01
0.005,2,2.1793e-19,1.0,100,1306.18002983,1.0,1.0,0.005,1306.18002983,141.23,,200.000000102,1063.45,1306.18002983,110156.891559,1.0,500.0,0.4,110156.891559,500,1293.81,313.203,0.005
0.00333333,2,5.43914e-20,1.0,100,1342.49908692,1.0,1.0,0.00333333,1342.49908692,145.05,,299.999969474,1121.95,1342.49908692,83934.9224984,1.0,500.0,0.4,83934.9224984,500,1310.04,305.979,0.00333333
0.0025,2,5.4346e-20,1.0,100,1346.50987145,1.0,1.0,0.0025,1346.50987145,145.5,,400.0,1109.93,1346.50987145,197201.989919,1.0,500.0,0.4,197201.989919,500,1319.16,345.361,0.0025
0.0589471,1,1.35922e-05,30.6166,100,1306.12224896,1.03878,0.00161969,3.11844e-06,1306.12224896,141.26,3.6667,113.863066328,1178.62,1306.12224896,130208.106997,3.08981,161.822315925,0.4,130208.106997,500,1507.56,1973.25,0.002
0.01,2,3.50449e-18,1.0,100,1274.30357574,1.0,1.0,0.01,1274.30357574,137.81,,100.0,918.686,1274.30357574,84858.231241,1.0,500.0,0.4,84858.231241,500,1274.3,289.844,0.01
0.005,2,2.1793e-19,1.0,100,1366.26726172,1.0,1.0,0.005,1366.26726172,147.65,,200.000000102,1068.83,1366.26726172,147496.476911,1.0,500.0,0.4,147496.476911,500,1320.29,342.242,0.005
0.00333333,2,5.43914e-20,1.0,100,1279.17495858,1.0,1.0,0.00333333,1279.17495858,138.27,,299.999969474,1083.91,1279.17495858,96615.1163994,1.0,500.0,0.4,96615.1163994,500,1306.58,332.182,0.00333333
0.0025,2,5.4346e-20,1.0,100,1293.86455077,1.0,1.0,0.0025,1293.86455077,139.92,,400.0,1110.56,1293.86455077,115066.032513,1.0,500.0,0.4,115066.032513,500,1303.4,333.569,0.0025
0.602553,1,0.000726674,671.784,100,1361.08238826,2.22979,2.70569e-05,2.42686e-08,1361.08238826,147.26,903.249,2.74265571544,1652.06,1361.08238826,133011.201216,10.3299,48.4030013687,0.4,133011.201216,500,2206.42,7880.05,0.002
