AvgEpLen,MinVanillaIw,AvgDiscRet,VarDiscRet,VarVanillaIw,AvgRet,eRenyi2,Delta,EpsThisIter,MaxNormIw,VarNormIw,AvgVanillaIw,ESSClassic,VarJ,MinNormIw,J,ESSRenyi,Bound,VanillaAvgRet,MaxVanillaIw,IterType,VarRet,BatchSize,AvgNormIw
128.12,0.0557963,-93.706038852,9287.07257181,0.541579,-93.706038852,1.4744,0.5,100,0.0235907,5.30059e-05,1.01081,65.5841830465,53.5686,0.000551997,-76.8969,67.8240057425,-127.548,-93.706038852,2.38456,1,9287.07257181,100,0.01
104.27,0.30543,-73.2831182434,2600.66464273,0.0790651,-73.2831182434,1.06302,0.5,100,0.0141624,8.14688e-06,0.985137,92.5365078037,38.7965,0.00310039,-71.0512,94.0718085497,-114.059,-73.2831182434,1.39519,1,2600.66464273,100,0.01
130.01,0.157227,-95.6741031417,9259.54228492,0.236066,-95.6741031417,1.27536,0.5,100,0.0233605,2.61419e-05,0.950272,79.4404232897,76.5959,0.00165455,-86.2942,78.4091535771,-133.403,-95.6741031417,2.21989,1,9259.54228492,100,0.01
135.52,0.801911,-100.59833987,11356.8659803,0.0496038,-100.59833987,1.07707,0.5,100,0.0189088,5.03251e-06,0.992808,95.2542679224,96.2001,0.00807719,-96.5819,92.8447846883,-139.874,-100.59833987,1.87728,1,11356.8659803,100,0.01
135.11,0.00756289,-100.675156779,11337.881226,0.239391,-100.675156779,1.18123,0.5,100,0.0273008,2.55128e-05,0.968667,79.8354659126,101.579,7.80752e-05,-94.4956,84.6577096259,-139.836,-100.675156779,2.64454,1,11337.881226,100,0.01
111.3,0.694188,-78.6879113321,3753.11631133,0.0312869,-78.6879113321,1.0356,0.5,100,0.0155761,3.04045e-06,1.01441,97.0779275432,53.2865,0.0068433,-77.1245,96.5625732038,-119.574,-78.6879113321,1.58005,1,3753.11631133,100,0.01
122.67,0.0816783,-88.5822874385,7050.9832741,0.154466,-88.5822874385,1.17765,0.5,100,0.0168251,1.68965e-05,0.956131,85.6696085752,67.9873,0.000854258,-82.6707,84.9147801036,-127.939,-88.5822874385,1.6087,1,7050.9832741,100,0.01
110.98,0.885863,-78.4751249053,3737.27691058,0.00990555,-78.4751249053,1.01801,0.5,100,0.0139571,1.02302e-06,0.984005,98.9973914851,55.7416,0.00900263,-77.5993,98.2304691219,-119.687,-78.4751249053,1.37339,1,3737.27691058,100,0.01
119.05,0.366823,-85.5101140969,6012.74133252,0.188819,-85.5101140969,1.11564,0.5,100,0.0269695,1.67397e-05,1.06206,85.7836961801,62.125,0.00345388,-80.4017,89.63451153,-124.462,-85.5101140969,2.86432,1,6012.74133252,100,0.01
117.18,0.197541,-84.3939710221,6007.65239155,0.0794673,-84.3939710221,1.05884,0.5,100,0.0202486,8.12055e-06,0.989239,92.5588997203,68.1469,0.00199689,-81.5426,94.4428338587,-124.466,-84.3939710221,2.00307,1,6007.65239155,100,0.01
114.36,0.770086,-81.7388125116,4871.59863329,0.0475018,-81.7388125116,1.04775,0.5,100,0.0187403,4.79573e-06,0.99524,95.4674943407,61.2578,0.00773769,-79.5821,95.4422571254,-122.281,-81.7388125116,1.86511,1,4871.59863329,100,0.01
122.58,0.640005,-88.9593775812,7106.38093231,0.045939,-88.9593775812,1.06721,0.5,100,0.0235416,4.82585e-06,0.975672,95.4402865527,74.6789,0.00655964,-85.7521,93.7023472703,-128.844,-88.9593775812,2.29689,1,7106.38093231,100,0.01
113.16,0.18095,-80.6631332202,4869.8549026,0.142446,-80.6631332202,1.14853,0.5,100,0.0160188,1.43382e-05,0.996729,87.5696462204,48.7429,0.00181544,-75.11,87.0681600452,-119.815,-80.6631332202,1.59664,1,4869.8549026,100,0.01
112.47,0.168103,-79.6417597376,3740.1580198,0.088313,-79.6417597376,1.08992,0.5,100,0.0144936,9.1834e-06,0.980642,91.6661107747,44.0061,0.00171421,-74.6743,91.7499498518,-118.224,-79.6417597376,1.4213,1,3740.1580198,100,0.01
122.25,0.0325538,-87.9318367705,7084.66111188,0.249998,-87.9318367705,1.22758,0.5,100,0.0184464,2.54885e-05,0.990368,79.8507875469,58.6498,0.000328704,-79.9094,81.4607807588,-126.127,-87.9318367705,1.82688,1,7084.66111188,100,0.01
130.97,0.089567,-95.7924607259,9238.29654737,0.420585,-95.7924607259,1.22534,0.5,100,0.0403947,3.85707e-05,1.04424,72.3667603877,74.0112,0.000857728,-86.5801,81.609930084,-132.756,-95.7924607259,4.21815,1,9238.29654737,100,0.01
112.6,0.0308854,-80.2348534508,4898.75568508,0.190741,-80.2348534508,1.17544,0.5,100,0.0173972,2.17002e-05,0.937542,82.3159390101,34.3406,0.00032943,-70.7481,85.0745890236,-115.974,-80.2348534508,1.63106,1,4898.75568508,100,0.01
121.67,0.0119855,-88.1962391628,7128.69794375,0.213253,-88.1962391628,1.20275,0.5,100,0.0183958,2.37337e-05,0.947906,80.9740768188,67.3282,0.000126442,-82.0841,83.1427011094,-127.832,-88.1962391628,1.74375,1,7128.69794375,100,0.01
124.78,0.187828,-90.8498981246,8228.58239108,0.203178,-90.8498981246,1.21315,0.5,100,0.0187278,1.85277e-05,1.0472,84.5005917082,68.7029,0.00179362,-81.4306,82.4298738486,-127.376,-90.8498981246,1.96117,1,8228.58239108,100,0.01
127.71,0.158005,-93.2881921984,9322.64262576,0.196371,-93.2881921984,1.20833,0.5,100,0.0189487,1.9055e-05,1.01516,84.1294355192,76.8115,0.00155645,-85.8566,82.7590262017,-131.71,-93.2881921984,1.9236,1,9322.64262576,100,0.01
117.04,0.162784,-83.396058208,4846.26652334,0.112008,-83.396058208,1.08283,0.5,100,0.017514,1.10961e-05,1.0047,90.1021243546,53.5778,0.00162022,-78.9249,92.3504208862,-122.332,-83.396058208,1.75963,1,4846.26652334,100,0.01
105.62,0.252294,-74.0597692432,2583.86026583,0.0624178,-74.0597692432,1.07142,0.5,100,0.0133905,6.04435e-06,1.0162,94.3539599697,31.2067,0.00248272,-70.4764,93.3338139877,-113.654,-74.0597692432,1.36075,1,2583.86026583,100,0.01
123.65,0.800355,-89.6651623601,7076.06574323,0.0644242,-89.6651623601,1.05752,0.5,100,0.0240183,6.60387e-06,0.987701,93.8633786148,76.064,0.00810322,-87.1373,94.5609631082,-130.034,-89.6651623601,2.37229,1,7076.06574323,100,0.01
113.88,0.0173219,-81.8862771162,6079.58814503,0.314173,-81.8862771162,1.30333,0.5,100,0.0262418,3.33717e-05,0.970276,75.1665210329,47.0173,0.000178526,-72.8345,76.7267597559,-120.456,-81.8862771162,2.54618,1,6079.58814503,100,0.01
109.52,0.373191,-77.6820657985,3712.23809335,0.0502912,-77.6820657985,1.04971,0.5,100,0.0127989,4.94671e-06,1.00829,95.3313906628,53.3079,0.00370121,-74.9644,95.2643057867,-117.703,-77.6820657985,1.2905,1,3712.23809335,100,0.01
124.42,0.109799,-90.6288978957,8229.80943105,0.185335,-90.6288978957,1.20857,0.5,100,0.0194756,1.78088e-05,1.02014,85.0118612574,64.9866,0.00107631,-80.6478,82.7421858293,-126.506,-90.6288978957,1.98679,1,8229.80943105,100,0.01
138.93,0.123127,-102.942431577,11181.4520105,0.12528,-102.942431577,1.12937,0.5,100,0.0211815,1.19725e-05,1.02294,89.4032284258,97.5262,0.00120366,-97.3043,88.5446158948,-141.635,-102.942431577,2.16674,1,11181.4520105,100,0.01
112.87,0.506321,-80.0635041521,4876.12591255,0.0544537,-80.0635041521,1.05737,0.5,100,0.0174249,5.61503e-06,0.984777,94.7338700238,60.7719,0.00514148,-77.6643,94.5743532448,-120.556,-80.0635041521,1.71597,1,4876.12591255,100,0.01
112.94,0.334879,-80.9762614498,4884.81438243,0.035578,-80.9762614498,1.02927,0.5,100,0.0140428,3.4827e-06,1.01073,96.6670662341,65.4057,0.00331326,-79.5051,97.1565357704,-121.825,-80.9762614498,1.41935,1,4884.81438243,100,0.01
116.7,0.137502,-83.7907348843,6008.78270488,0.101558,-83.7907348843,1.09148,0.5,100,0.0222591,1.0257e-05,0.995052,90.7816145996,64.5343,0.00138185,-79.1061,91.6190983796,-122.687,-83.7907348843,2.2149,1,6008.78270488,100,0.01
113.27,0.120147,-80.7776720051,4870.31658665,0.122467,-80.7776720051,1.13057,0.5,100,0.0188696,1.14424e-05,1.03455,89.8247164991,46.7012,0.00116135,-74.1373,88.4507862619,-118.491,-80.7776720051,1.95215,1,4870.31658665,100,0.01
115.72,0.456128,-83.138598336,6048.91254621,0.110791,-83.138598336,1.09867,0.5,100,0.0205388,1.06811e-05,1.01846,90.4369371449,62.1155,0.0044786,-78.9216,91.018884073,-122.645,-83.138598336,2.0918,1,6048.91254621,100,0.01
113.89,0.691703,-81.3269143566,4906.7643918,0.0391085,-81.3269143566,1.03687,0.5,100,0.0156711,3.86233e-06,1.00626,96.3171136905,61.6445,0.00687399,-79.675,96.4442718865,-122.15,-81.3269143566,1.57692,1,4906.7643918,100,0.01
117.91,0.0736428,-84.8605707109,5995.36020335,0.274156,-84.8605707109,1.23934,0.5,100,0.0171058,2.96343e-05,0.961837,77.3168400154,46.126,0.000765648,-74.994,80.6880805468,-121.433,-84.8605707109,1.6453,1,5995.36020335,100,0.01
109.0,0.553823,-77.1667895482,3736.63290372,0.0390032,-77.1667895482,1.04798,0.5,100,0.0132351,3.75332e-06,1.01939,96.4173751423,51.4551,0.00543287,-75.3999,95.4218682016,-118.102,-77.1667895482,1.34918,1,3736.63290372,100,0.01
130.98,0.532495,-95.8471505949,9160.75273206,0.0901816,-95.8471505949,1.06481,0.5,100,0.0277131,8.80735e-06,1.0119,91.9800121852,84.817,0.00526235,-92.8753,93.9131704235,-135.919,-95.8471505949,2.80428,1,9160.75273206,100,0.01
125.14,0.00756525,-90.8652773318,8229.5805183,0.420242,-90.8652773318,1.34355,0.5,100,0.0303313,4.18498e-05,1.00208,70.7057129551,56.0519,7.54953e-05,-75.9405,74.429783455,-124.292,-90.8652773318,3.03944,1,8229.5805183,100,0.01
118.53,0.407441,-84.6693161255,6004.7056744,0.072259,-84.6693161255,1.04942,0.5,100,0.0299697,7.23006e-06,0.999712,93.3203789705,68.8063,0.00407558,-82.4359,95.2906346819,-125.16,-84.6693161255,2.9961,1,6004.7056744,100,0.01
110.62,0.352825,-78.2045318636,3808.29991965,0.0540824,-78.2045318636,1.05257,0.5,100,0.0145169,5.42046e-06,0.998872,94.9070864791,48.1514,0.00353223,-75.8079,95.0053869858,-118.6,-78.2045318636,1.45005,1,3808.29991965,100,0.01
127.69,6.63616e-06,-92.7748809361,8104.73510688,0.557163,-92.7748809361,1.39469,0.5,100,0.0310515,4.99013e-05,1.05666,66.9333771802,68.6158,6.28032e-08,-82.1917,71.7005009868,-131.455,-92.7748809361,3.28109,1,8104.73510688,100,0.01
116.13,0.00555888,-82.9320674977,4843.55481111,0.121454,-82.9320674977,1.11173,0.5,100,0.0205202,1.19903e-05,1.00645,89.3891997695,50.1559,5.52327e-05,-77.8462,89.9502950194,-121.829,-82.9320674977,2.06525,1,4843.55481111,100,0.01
128.73,0.00256879,-94.1326741695,9257.97527844,0.363442,-94.1326741695,1.3657,0.5,100,0.019881,3.5858e-05,1.00676,73.8010233274,45.604,2.55154e-05,-74.7254,73.2223567231,-123.474,-94.1326741695,2.00153,1,9257.97527844,100,0.01
107.01,0.743467,-74.9772127198,2561.52167489,0.0323603,-74.9772127198,1.02562,0.5,100,0.0179931,3.10658e-06,1.02062,97.0162458847,45.2176,0.00728444,-73.8445,97.5022269996,-116.09,-74.9772127198,1.83641,1,2561.52167489,100,0.01
122.44,0.827569,-88.279857147,7100.12227701,0.0719924,-88.279857147,1.04688,0.5,100,0.0240662,6.85615e-06,1.02471,93.6438291787,76.4754,0.00807609,-86.1667,95.5219529703,-128.847,-88.279857147,2.4661,1,7100.12227701,100,0.01
108.68,0.844083,-76.9366224998,3756.84962255,0.0457925,-76.9366224998,1.03634,0.5,100,0.0228583,4.55158e-06,1.00304,95.6882506609,53.6407,0.00841529,-75.2371,96.4933512641,-117.697,-76.9366224998,2.29277,1,3756.84962255,100,0.01
127.31,0.0511115,-93.0191540647,8125.94708593,0.39971,-93.0191540647,1.37191,0.5,100,0.0225471,3.98322e-05,1.00174,71.7185908067,54.4786,0.000510227,-79.3639,72.8910167986,-128.221,-93.0191540647,2.25863,1,8125.94708593,100,0.01
126.67,0.195047,-92.1511166763,8138.48149117,0.181012,-92.1511166763,1.13856,0.5,100,0.032071,1.81083e-05,0.999804,84.7980711594,73.7693,0.00195085,-84.4654,87.8299246736,-128.975,-92.1511166763,3.20647,1,8138.48149117,100,0.01
130.16,4.40146e-05,-94.7562129031,9209.17885556,0.387845,-94.7562129031,1.37737,0.5,100,0.0233567,4.14569e-05,0.967232,70.9006893641,74.1357,4.55057e-07,-84.5134,72.6021896092,-133.47,-94.7562129031,2.25913,1,9209.17885556,100,0.01
126.53,0.0985095,-91.8406484145,8152.89515469,0.306569,-91.8406484145,1.2742,0.5,100,0.0200288,2.87502e-05,1.03263,77.8436272846,56.4088,0.00095397,-80.4143,78.4804854286,-127.502,-91.8406484145,2.06823,1,8152.89515469,100,0.01
110.73,0.620163,-78.7238909854,3715.46247053,0.0194153,-78.7238909854,1.02521,0.5,100,0.0131817,1.96716e-06,0.993464,98.0896990683,53.5714,0.00624243,-77.5739,97.5413296775,-119.81,-78.7238909854,1.30955,1,3715.46247053,100,0.01
125.73,0.553315,-91.7742651191,8197.25033673,0.0490727,-91.7742651191,1.07313,0.5,100,0.0165597,4.68439e-06,1.02351,95.5679687644,81.0404,0.00540603,-88.4746,93.1854885563,-131.687,-91.7742651191,1.69491,1,8197.25033673,100,0.01
120.94,0.588797,-86.7599968909,6107.37562177,0.025847,-86.7599968909,1.03659,0.5,100,0.014875,2.54964e-06,1.00685,97.5379872701,72.0639,0.00584791,-85.2075,96.4697483228,-127.677,-86.7599968909,1.49769,1,6107.37562177,100,0.01
124.0,0.0020747,-90.307232222,8251.1636324,0.425875,-90.307232222,1.42648,0.5,100,0.0252823,5.88589e-05,0.850619,63.1830581149,77.4884,2.43904e-05,-79.3674,70.1024869537,-129.189,-90.307232222,2.15056,1,8251.1636324,100,0.01
120.1,0.0113708,-87.0562861556,7146.69087661,0.322922,-87.0562861556,1.29987,0.5,100,0.0212375,3.97821e-05,0.900959,71.7440790871,54.0676,0.000126207,-75.5306,76.9305363388,-123.09,-87.0562861556,1.91341,1,7146.69087661,100,0.01
141.74,0.104398,-105.385066983,12268.0345659,0.138283,-105.385066983,1.12899,0.5,100,0.0147096,1.38187e-05,1.00035,87.9658690582,101.931,0.00104361,-97.0372,88.5746647304,-141.36,-105.385066983,1.47147,1,12268.0345659,100,0.01
121.39,0.638953,-87.9240669121,7119.35448423,0.0706446,-87.9240669121,1.06556,0.5,100,0.0223416,6.67964e-06,1.0284,93.7973241886,73.5749,0.00621307,-85.0639,93.8471686343,-128.123,-87.9240669121,2.29761,1,7119.35448423,100,0.01
116.14,0.613986,-82.9474257995,4906.2680336,0.0926629,-82.9474257995,1.06533,0.5,100,0.0232232,8.42568e-06,1.0487,92.300783661,55.6289,0.00585475,-79.9124,93.8672262186,-122.968,-82.9474257995,2.43541,1,4906.2680336,100,0.01
113.72,0.852496,-81.4121881852,4902.86324577,0.0224843,-81.4121881852,1.03155,0.5,100,0.0175943,2.31444e-06,0.985637,97.7600180269,62.836,0.00864919,-79.8971,96.9416479695,-122.262,-81.4121881852,1.73416,1,4902.86324577,100,0.01
108.78,0.454973,-76.9890673706,3733.73094359,0.116028,-76.9890673706,1.05946,0.5,100,0.023538,1.0381e-05,1.05721,90.6805752924,45.7274,0.00430353,-73.9236,94.3875968294,-116.86,-76.9890673706,2.48845,1,3733.73094359,100,0.01
122.85,0.835391,-88.4471358214,7112.7230349,0.0389727,-88.4471358214,1.044,0.5,100,0.0178261,3.8152e-06,1.0107,96.3604495906,74.6548,0.00826548,-86.2953,95.7851097835,-128.917,-88.4471358214,1.80168,1,7112.7230349,100,0.01
105.68,0.847967,-73.979418038,2559.29533837,0.0556256,-73.979418038,1.03202,0.5,100,0.024297,5.57904e-06,0.998522,94.7658766178,44.3802,0.00849222,-72.5885,96.8975957438,-114.964,-73.979418038,2.42611,1,2559.29533837,100,0.01
116.97,0.444404,-84.2883171524,6003.53919176,0.0894594,-84.2883171524,1.06992,0.5,100,0.0265467,8.93368e-06,1.00069,91.8743360403,65.7093,0.004441,-81.1074,93.4653221768,-124.255,-84.2883171524,2.65649,1,6003.53919176,100,0.01
115.3,0.348849,-82.2945434035,4888.68578521,0.0894418,-82.2945434035,1.08473,0.5,100,0.0167595,7.9678e-06,1.0595,92.6885999302,52.5706,0.00329258,-78.3036,92.188968853,-121.749,-82.2945434035,1.77567,1,4888.68578521,100,0.01
110.88,0.653483,-79.1795374343,3763.73233952,0.0152815,-79.1795374343,1.01794,0.5,100,0.0137384,1.5761e-06,0.984672,98.4636399966,56.8326,0.00663656,-78.3708,98.2378084391,-120.457,-79.1795374343,1.35278,1,3763.73233952,100,0.01
122.01,0.00091727,-88.3475333983,7091.74209875,0.358277,-88.3475333983,1.39878,0.5,100,0.0204386,3.17878e-05,1.06164,76.0630143291,33.1329,8.64008e-06,-72.861,71.4911027385,-122.196,-88.3475333983,2.16986,1,7091.74209875,100,0.01
115.84,0.200692,-83.2734845158,6075.74013265,0.115186,-83.2734845158,1.1135,0.5,100,0.017891,1.25263e-05,0.958933,88.9671709298,63.971,0.00209286,-79.4733,89.8070113551,-123.491,-83.2734845158,1.71563,1,6075.74013265,100,0.01
124.46,0.415763,-90.6825398016,8205.17432657,0.340816,-90.6825398016,1.15221,0.5,100,0.0545284,3.08727e-05,1.05068,76.590788903,77.685,0.00395707,-84.9828,86.7898783933,-129.759,-90.6825398016,5.72922,1,8205.17432657,100,0.01
142.72,0.1424,-106.373135588,12183.9770293,0.158662,-106.373135588,1.16813,0.5,100,0.0178463,1.7006e-05,0.965907,85.5900919933,104.687,0.00147427,-100.682,85.6070907088,-145.767,-106.373135588,1.72379,1,12183.9770293,100,0.01
106.85,0.181965,-75.5901350439,3775.80861411,0.0658951,-75.5901350439,1.05073,0.5,100,0.0192219,6.78383e-06,0.985573,93.7066452245,48.2435,0.00184628,-72.8858,95.1717346367,-115.631,-75.5901350439,1.89446,1,3775.80861411,100,0.01
115.42,0.846032,-82.1511934121,4844.87723992,0.0185114,-82.1511934121,1.03399,0.5,100,0.0147648,1.89928e-06,0.987248,98.1544380609,62.3364,0.0085696,-80.4928,96.7127317787,-122.899,-82.1511934121,1.45765,1,4844.87723992,100,0.01
127.81,0.733286,-93.2986031993,8135.97920784,0.0328363,-93.2986031993,1.04637,0.5,100,0.0183451,3.29798e-06,0.997821,96.8382273308,81.9219,0.00734887,-91.1039,95.5687368877,-133.774,-93.2986031993,1.83051,1,8135.97920784,100,0.01
115.96,0.540701,-83.2748207961,6052.79204076,0.061641,-83.2748207961,1.0748,0.5,100,0.0202041,6.48315e-06,0.975083,93.9688193684,67.0825,0.00554518,-80.0966,93.0406160289,-123.342,-83.2748207961,1.97007,1,6052.79204076,100,0.01
114.7,0.314946,-81.0414097525,3687.58791436,0.100484,-81.0414097525,1.08946,0.5,100,0.0155424,9.10815e-06,1.05035,91.7287610131,43.5967,0.00299849,-77.3981,91.7885610943,-120.938,-81.0414097525,1.6325,1,3687.58791436,100,0.01
125.75,0.0516371,-91.4519013257,8180.37360863,0.40806,-91.4519013257,1.31486,0.5,100,0.0226029,3.64714e-05,1.05776,73.4718125784,54.8467,0.000488175,-78.8578,76.0536630857,-126.69,-91.4519013257,2.39084,1,8180.37360863,100,0.01
143.62,3.11354e-05,-106.846446417,12127.2962307,0.412958,-106.846446417,1.41092,0.5,100,0.0295977,4.42441e-05,0.966107,69.5402371212,101.876,3.22277e-07,-95.1799,70.8757873566,-144.729,-106.846446417,2.85945,1,12127.2962307,100,0.01
113.23,0.790212,-80.6737042575,4907.06201377,0.0278442,-80.6737042575,1.02547,0.5,100,0.0180443,2.82219e-06,0.993286,97.2819635893,64.6138,0.00795554,-79.5435,97.51596435,-121.778,-80.6737042575,1.79231,1,4907.06201377,100,0.01
130.97,0.0376736,-96.6669916795,10390.3971531,0.281612,-96.6669916795,1.28201,0.5,100,0.026099,3.08897e-05,0.954815,76.5809454722,76.593,0.000394564,-84.0851,78.0025939469,-131.316,-96.6669916795,2.49197,1,10390.3971531,100,0.01
