VanillaAvgRet,VarRet,MinNormIw,MaxVanillaIw,ESSClassic,BatchSize,MinVanillaIw,Bound,MaxNormIw,VarJ,AvgRet,SamplesThisIter,ESSRenyi,AvgDiscRet,renyi2,AvgEpLen,AvgNormIw,EpsThisIter,VarVanillaIw,VarDiscRet,delta,AvgVanillaIw,IterType,VarNormIw,J
268.906528568,10311.6191754,,1.41272e+06,8.08885271983,100,,516.729,0.0257369,3252.43,268.906528568,50000,nan,268.906528568,nan,29.1205591147,3.23562e-06,1717,9.6416e+07,10311.6191754,0.4,177.605,1,3.20002e-08,101237.0
274.116321088,9945.69238792,,45690.5,8.82027423326,100,,420.44,0.0170386,6405.8,274.116321088,50000,nan,274.116321088,nan,29.6912114014,3.29902e-06,1684,128141.0,9945.69238792,0.4,8.84659,1,1.782e-08,90666.2
280.277790663,8899.93153612,,20604.7,13.6766290225,100,,430.622,0.0079142,3760.3,280.277790663,50000,nan,280.277790663,nan,30.3214069133,3.36905e-06,1649,34588.8,8899.93153612,0.4,8.77133,1,5.10291e-09,88987.0
286.69978833,8063.1431177,,124151.0,12.2838333598,100,,447.463,0.0143881,3494.16,286.69978833,50000,nan,286.69978833,nan,31.0366232154,3.44851e-06,1611,923534.0,8063.1431177,0.4,29.7564,1,1.24038e-08,91302.9
298.567688785,11407.990517,,1.83817e+07,6.42175240827,100,,518.109,0.0417866,4974.62,298.567688785,50000,nan,298.567688785,nan,32.2997416021,3.58886e-06,1548,1.88842e+10,11407.990517,0.4,1578.72,1,9.75892e-08,114706.0
298.480021045,12511.040421,,789675.0,7.31193007812,100,,483.767,0.0272291,6470.62,298.480021045,50000,nan,298.480021045,nan,32.2997416021,3.58886e-06,1548,3.07251e+07,12511.040421,0.4,104.081,1,3.65313e-08,110491.0
301.886404342,8722.3722187,,6.67669e+18,9.95270216917,100,,497.121,0.0935215,2261.47,301.886404342,50000,nan,301.886404342,nan,32.637075718,3.62634e-06,1532,inf,8722.3722187,0.4,2.58892e+14,1,3.18665e-07,120027.0
283.484538359,8260.556508,,14316.5,10.1221276408,100,,451.284,0.00270016,4650.0,283.484538359,50000,nan,283.484538359,nan,30.6748466258,3.40832e-06,1630,75849.2,8260.556508,0.4,18.0712,1,2.69808e-09,95390.7
290.190220788,8284.87827775,,43272.1,11.4042949795,100,,436.813,0.013902,3905.76,290.190220788,50000,nan,290.190220788,nan,31.3873195229,3.48748e-06,1593,84268.5,8284.87827775,0.4,10.8553,1,8.69768e-09,91405.0
315.382724563,11014.1096903,,4.45918e+12,9.99988134512,100,,515.488,0.099515,5895.13,315.382724563,50000,nan,315.382724563,nan,34.1064120055,3.7896e-06,1466,7.53519e+20,11014.1096903,0.4,1.69809e+08,1,3.75285e-07,121850.0
298.371397787,13398.9247184,,31132.0,39.4288769291,100,,503.939,0.00739005,4212.22,298.371397787,50000,nan,298.371397787,nan,32.2788896062,3.58654e-06,1549,152103.0,13398.9247184,0.4,15.109,1,8.5707e-09,103139.0
303.26214735,13469.5570504,,3.51975e+12,9.96160827774,100,,601.428,0.0918797,4906.37,303.26214735,50000,nan,303.26214735,nan,32.8083989501,3.64538e-06,1524,4.53336e+20,13469.5570504,0.4,1.39648e+08,1,3.08912e-07,135857.0
334.425728995,21942.0581301,,1.05303e+07,10.8181857145,100,,648.388,0.0538804,6895.07,334.425728995,50000,nan,334.425728995,nan,36.1532899494,4.01703e-06,1383,4.7534e+09,21942.0581301,0.4,785.083,1,1.24447e-07,137260.0
325.759746457,16091.9120165,4.30759e-42,1455.64,10.7148571356,100,5.0455e-36,499.196,0.00124291,6718.46,325.759746457,50000,nan,325.759746457,nan,35.2360817477,3.91512e-06,1419,1320.3,16091.9120165,0.4,4.58522,1,9.62596e-10,106788.0
316.888490019,14369.4860488,,1.05363e+06,9.44842171853,100,,558.547,0.0335831,4400.66,316.888490019,50000,nan,316.888490019,nan,34.2935528121,3.81039e-06,1458,4.8407e+07,14369.4860488,0.4,119.547,1,4.91783e-08,115803.0
304.606545224,8311.46789471,,23507.2,10.5967348308,100,,437.129,0.00924054,5994.92,304.606545224,50000,nan,304.606545224,nan,32.9380764163,3.65979e-06,1518,34300.1,8311.46789471,0.4,9.31022,1,5.30013e-09,95370.5
309.277586477,11427.5666227,,54374.0,18.9932351858,100,,477.205,0.00877069,6105.3,309.277586477,50000,nan,309.277586477,nan,33.4672021419,3.71858e-06,1494,468489.0,11427.5666227,0.4,23.0534,1,1.21895e-08,105087.0
340.235872339,23786.6303903,,8.00434e+10,9.60540765551,100,,739.328,0.0724681,5351.93,340.235872339,50000,nan,340.235872339,nan,36.7917586461,4.08797e-06,1359,2.72655e+17,23786.6303903,0.4,4.5153e+06,1,2.23489e-07,171125.0
338.569496018,27576.8056355,,2.69172e+16,9.04748393135,100,,862.836,0.0718978,4802.59,338.569496018,50000,nan,338.569496018,nan,36.63003663,4.07e-06,1365,3.25911e+28,27576.8056355,0.4,1.52373e+12,1,2.32525e-07,196281.0
268.383048643,19647.424551,,17300.6,27.2335630092,100,,480.099,0.006733,6278.7,268.383048643,50000,nan,268.383048643,nan,29.0866783013,3.23185e-06,1719,31033.5,19647.424551,0.4,8.30435,1,4.70027e-09,102871.0
291.977392432,21648.8736915,,6.60152e+11,9.1596872906,100,,708.944,0.0626051,5883.93,291.977392432,50000,nan,291.977392432,nan,31.6255534472,3.51395e-06,1581,1.67174e+19,21648.8736915,0.4,3.70536e+07,1,1.50349e-07,159904.0
293.797376822,19526.3600912,,1.48006e+11,9.99942057049,100,,620.274,0.0987293,6537.36,293.797376822,50000,nan,293.797376822,nan,31.8066157761,3.53407e-06,1572,7.74187e+17,19526.3600912,0.4,5.29796e+06,1,3.44491e-07,133266.0
302.067415768,21279.9182427,,183645.0,11.9611388896,100,,571.04,0.0216779,6540.12,302.067415768,50000,nan,302.067415768,nan,32.7011118378,3.63346e-06,1529,1.43475e+06,21279.9182427,0.4,30.7809,1,1.99919e-08,125276.0
319.657921013,18946.4962075,,2.07752e+08,9.88666132886,100,,576.225,0.0842959,5829.75,319.657921013,50000,nan,319.657921013,nan,34.5781466113,3.84202e-06,1446,1.67729e+12,18946.4962075,0.4,9468.86,1,2.76141e-07,131059.0
