AvgNormIw,VarDiscRet,AvgDiscRet,J,VarRet,AvgRet,VarJ,MaxNormIw,Bound,MinNormIw,EpsThisIter,VanillaAvgRet,Delta,VarVanillaIw,ESSClassic,ESSRenyi,BatchSize,IterType,VarNormIw,AvgEpLen,AvgVanillaIw,MinVanillaIw,MaxVanillaIw,eRenyi2
0.01,16498.8377502,-1149.04800849,-1138.86,16498.8377502,-1149.04800849,77.6113,0.0119571,-1535.17,0.00361445,100,-1149.04800849,0.2,0.0259147,97.4257877041,97.9179013004,100,1,2.66889e-06,500.0,0.985389,0.356164,1.17824,1.02126
0.01,7934.4218792,-1144.66285984,-1140.02,7934.4218792,-1144.66285984,53.3593,0.0119935,-1534.5,0.00562731,100,-1144.66285984,0.2,0.0119451,98.8223068727,98.9962194635,100,1,1.20377e-06,500.0,0.996147,0.560563,1.19473,1.01014
0.01,5925.43148935,-1128.62720407,-1119.8,5925.43148935,-1128.62720407,144.406,0.0304908,-1440.78,0.00614864,100,-1128.62720407,0.2,0.0689669,93.5581985458,96.3003397705,100,1,6.95489e-06,500.0,0.995807,0.612286,3.0363,1.03842
0.01,7527.63281525,-1137.33962474,-1134.02,7527.63281525,-1137.33962474,79.8075,0.0135983,-1511.1,0.00749194,100,-1137.33962474,0.2,0.0121453,98.8138973443,99.101581919,100,1,1.21245e-06,500.0,1.00086,0.749836,1.361,1.00907
0.01,6168.663353,-1139.39276741,-1136.16,6168.663353,-1139.39276741,52.1318,0.0114288,-1509.85,0.00580757,100,-1139.39276741,0.2,0.00836472,99.168953625,99.2704012338,100,1,8.4646e-07,500.0,0.994083,0.57732,1.13612,1.00735
0.01,14827.6368783,-1140.00947928,-1131.77,14827.6368783,-1140.00947928,94.3184,0.0126768,-1527.31,0.00464651,100,-1140.00947928,0.2,0.0173735,98.3294292963,98.3182907172,100,1,1.71609e-06,500.0,1.00617,0.46752,1.27551,1.0171
0.01,2010.13340927,-1126.53418046,-1123.04,2010.13340927,-1126.53418046,64.2463,0.0157909,-1360.85,0.00813428,100,-1126.53418046,0.2,0.0196051,98.0837349038,98.4087630476,100,1,1.97348e-06,500.0,0.996707,0.81075,1.57389,1.01617
0.01,15032.1970932,-1136.37905648,-1127.88,15032.1970932,-1136.37905648,120.949,0.0162688,-1523.74,0.00613022,100,-1136.37905648,0.2,0.0244625,97.6685437952,97.9295266709,100,1,2.41123e-06,500.0,1.00724,0.617458,1.63866,1.02114
0.01,8801.65673507,-1139.92403358,-1137.88,8801.65673507,-1139.92403358,74.55,0.0115087,-1534.87,0.00726922,100,-1139.92403358,0.2,0.00672828,99.3264714556,99.5330661829,100,1,6.84928e-07,500.0,0.991128,0.720472,1.14066,1.00469
0.01,5091.2490185,-1128.46856725,-1113.48,5091.2490185,-1128.46856725,183.087,0.034339,-1425.63,0.00430286,100,-1128.46856725,0.2,0.102592,90.0949894931,93.3451137575,100,1,1.1105e-05,500.0,0.961164,0.413575,3.30054,1.07129
0.01,5487.61618246,-1120.46909249,-1113.41,5487.61618246,-1120.46909249,109.776,0.0163189,-1358.16,0.00757142,100,-1120.46909249,0.2,0.0266455,97.3121806159,97.0017888757,100,1,2.78994e-06,500.0,0.977269,0.739932,1.59479,1.03091
0.01,5377.69372935,-1117.88902385,-1109.98,5377.69372935,-1117.88902385,105.572,0.0162004,-1359.19,0.00622892,100,-1117.88902385,0.2,0.0340959,96.7394374056,96.5370588321,100,1,3.40452e-06,500.0,1.00074,0.623356,1.62125,1.03587
0.01,14068.8826461,-1128.40391041,-1124.8,14068.8826461,-1128.40391041,118.505,0.0122824,-1518.88,0.00674482,100,-1128.40391041,0.2,0.00904751,99.1166614434,99.0423763914,100,1,9.00214e-07,500.0,1.00252,0.676179,1.23134,1.00967
0.01,25512.8592041,-1143.92895522,-1134.81,25512.8592041,-1143.92895522,143.36,0.0129759,-1530.32,0.00465669,100,-1143.92895522,0.2,0.0195381,98.1199943565,97.9300296991,100,1,1.93536e-06,500.0,1.00475,0.467883,1.30375,1.02114
0.01,21204.1760013,-1124.22068155,-1103.7,21204.1760013,-1124.22068155,171.669,0.0202289,-1505.04,0.00214261,100,-1124.22068155,0.2,0.0681515,93.5959102057,95.1300203163,100,1,6.91143e-06,500.0,0.99301,0.212764,2.00875,1.05119
0.01,19478.3425676,-1118.67072882,-1111.16,19478.3425676,-1118.67072882,140.982,0.0125582,-1507.41,0.00599826,100,-1118.67072882,0.2,0.0176138,98.3879840499,98.0827544243,100,1,1.65498e-06,500.0,1.03164,0.618807,1.29556,1.01955
0.01,53959.4407025,-1144.10889986,-1098.62,53959.4407025,-1144.10889986,243.808,0.0510434,-1512.6,0.00027364,100,-1144.10889986,0.2,0.323247,74.6904557786,89.7400572592,100,1,3.42282e-05,500.0,0.971797,0.0265922,4.96038,1.11433
0.01,32130.823182,-1128.14501656,-1118.0,32130.823182,-1128.14501656,170.428,0.0147813,-1515.56,0.00600506,100,-1128.14501656,0.2,0.0339971,96.7200637198,97.3967982833,100,1,3.42538e-06,500.0,0.996247,0.598252,1.47258,1.02673
0.01,15518.4195082,-1090.03077797,-1059.9,15518.4195082,-1090.03077797,182.369,0.0196151,-1349.46,0.00344329,100,-1090.03077797,0.2,0.131006,88.8541857582,88.2712082567,100,1,1.26706e-05,500.0,1.01682,0.350122,1.99451,1.13287
0.01,35293.1488155,-1086.82011693,-1065.67,35293.1488155,-1086.82011693,209.246,0.01634,-1469.57,0.0039962,100,-1086.82011693,0.2,0.0708323,93.5338695505,94.0675045783,100,1,6.98297e-06,500.0,1.00715,0.402478,1.64568,1.06307
0.01,44997.9395882,-1065.44550421,-1022.17,44997.9395882,-1065.44550421,286.764,0.0368132,-1437.94,0.0039517,100,-1065.44550421,0.2,0.214397,82.6476930226,88.8341699145,100,1,2.12076e-05,500.0,1.00546,0.397327,3.70141,1.12569
0.01,91177.0093627,-1090.17232762,-1046.09,91177.0093627,-1090.17232762,324.344,0.0195318,-1461.43,0.00260216,100,-1090.17232762,0.2,0.122249,88.8034511284,89.3981557265,100,1,1.27356e-05,500.0,0.979744,0.254945,1.91362,1.11859
0.01,86260.6547737,-1015.62076135,-874.644,86260.6547737,-1015.62076135,332.423,0.0397164,-1354.13,1.89145e-05,100,-1015.62076135,0.2,0.657675,62.8312782191,66.8931896536,100,1,5.9754e-05,500.0,1.04911,0.00198435,4.16669,1.49492
0.01,82717.2592045,-901.665850485,-849.112,82717.2592045,-901.665850485,287.289,0.0218624,-1268.03,0.00209259,100,-901.665850485,0.2,0.14704,88.7841043287,88.0186987356,100,1,1.27604e-05,500.0,1.07346,0.224631,2.34684,1.13612
0.01,140974.279656,-977.57135636,-884.071,140974.279656,-977.57135636,307.864,0.0248309,-1322.87,0.000223271,100,-977.57135636,0.2,0.286691,79.1485282621,80.033377262,100,1,2.66108e-05,500.0,1.03795,0.0231745,2.57733,1.24948
0.01,42083.8631395,-808.931513757,-746.404,42083.8631395,-808.931513757,170.273,0.0195529,-1039.38,0.000388488,100,-808.931513757,0.2,0.276163,79.4779009646,76.6573739588,100,1,2.6082e-05,500.0,1.02899,0.0399752,2.01198,1.30451
0.01,96992.8475149,-786.497541988,-726.199,96992.8475149,-786.497541988,229.418,0.0232117,-1146.47,0.00157544,100,-786.497541988,0.2,0.208082,83.5384710429,87.1033014099,100,1,1.99044e-05,500.0,1.02245,0.161081,2.37329,1.14806
0.01,26725.7200409,-716.844152452,-677.427,26725.7200409,-716.844152452,112.947,0.0184704,-961.9,0.00222199,100,-716.844152452,0.2,0.165829,86.8224352519,87.4279342437,100,1,1.53309e-05,500.0,1.04003,0.231094,1.92097,1.1438
0.01,66160.1986469,-718.729952053,-681.089,66160.1986469,-718.729952053,155.237,0.014933,-1091.6,0.00242686,100,-718.729952053,0.2,0.0890813,91.8052145952,91.2761732159,100,1,9.01646e-06,500.0,0.993974,0.241224,1.4843,1.09558
0.01,11401.5553529,-660.746808822,-645.031,11401.5553529,-660.746808822,98.2046,0.0186412,-877.086,0.00271349,100,-660.746808822,0.2,0.0777533,92.7971129641,93.711401867,100,1,7.8404e-06,500.0,0.995841,0.27022,1.85637,1.06711
0.01,18634.7526446,-678.534352633,-644.097,18634.7526446,-678.534352633,91.4943,0.0191948,-916.739,0.000835824,100,-678.534352633,0.2,0.159046,85.9856177843,88.7136084299,100,1,1.64632e-05,500.0,0.98289,0.0821524,1.88663,1.12722
0.01,8844.21480017,-623.122899814,-614.995,8844.21480017,-623.122899814,80.0322,0.013716,-841.481,0.00407871,100,-623.122899814,0.2,0.0343002,96.6316352238,96.6282992118,100,1,3.52098e-06,500.0,0.987,0.402569,1.35377,1.03489
0.01,23460.0463977,-633.816749718,-623.294,23460.0463977,-633.816749718,116.463,0.0134017,-1020.53,0.00604941,100,-633.816749718,0.2,0.0269937,97.4227420982,97.4875984843,100,1,2.67215e-06,500.0,1.00508,0.608014,1.34698,1.02577
0.01,24401.2561149,-622.529256131,-606.511,24401.2561149,-622.529256131,97.3025,0.0133422,-1006.19,0.00481168,100,-622.529256131,0.2,0.0389105,96.4020014149,96.437209189,100,1,3.77e-06,500.0,1.01593,0.488832,1.35547,1.03694
0.01,6656.00106272,-611.222797174,-600.427,6656.00106272,-611.222797174,63.3709,0.0144892,-821.419,0.00329766,100,-611.222797174,0.2,0.0547475,94.6183834465,95.4628937659,100,1,5.74518e-06,500.0,0.976181,0.321912,1.41441,1.04753
0.01,6637.99132629,-611.134306818,-598.546,6637.99132629,-611.134306818,67.9806,0.0152665,-812.903,0.00318251,100,-611.134306818,0.2,0.0666264,93.3074664848,94.4219131208,100,1,7.24502e-06,500.0,0.958967,0.305193,1.464,1.05908
0.01,22620.7410563,-605.552622205,-594.563,22620.7410563,-605.552622205,110.669,0.0157721,-991.892,0.00362583,100,-605.552622205,0.2,0.0387615,96.1966293058,97.4515954625,100,1,3.99368e-06,500.0,0.985176,0.357208,1.55383,1.02615
0.01,3271.86476172,-594.351146289,-587.463,3271.86476172,-594.351146289,52.9888,0.0147177,-743.245,0.00424485,100,-594.351146289,0.2,0.0492002,95.30731429,95.6887189147,100,1,4.97347e-06,500.0,0.994612,0.422198,1.46384,1.04506
0.01,3321.77986988,-581.881621969,-575.291,3321.77986988,-581.881621969,53.5872,0.0157039,-725.244,0.00516168,100,-581.881621969,0.2,0.0481953,95.8385449653,95.680227645,100,1,4.38604e-06,500.0,1.04825,0.541075,1.64616,1.04515
0.01,8108.98083482,-595.303675872,-587.252,8108.98083482,-595.303675872,62.7678,0.0130859,-842.642,0.00335262,100,-595.303675872,0.2,0.0373434,96.4017322304,97.4504520465,100,1,3.77028e-06,500.0,0.995223,0.33366,1.30234,1.02616
0.01,3430.71481761,-571.238958986,-565.479,3430.71481761,-571.238958986,51.1736,0.0188593,-750.15,0.00455171,100,-571.238958986,0.2,0.0528303,94.8441324538,97.031443983,100,1,5.49104e-06,500.0,0.980877,0.446467,1.84986,1.03059
0.01,3193.6537406,-574.793518849,-570.885,3193.6537406,-574.793518849,49.6289,0.0148962,-759.216,0.00544388,100,-574.793518849,0.2,0.0249352,97.6876699052,98.0581154451,100,1,2.39097e-06,500.0,1.02122,0.555939,1.52123,1.0198
0.01,2568.40192377,-578.151948845,-571.612,2568.40192377,-578.151948845,57.1113,0.0308872,-714.626,0.00533725,100,-578.151948845,0.2,0.110208,90.3659119075,95.1646519572,100,1,1.07689e-05,500.0,1.01163,0.539932,3.12464,1.05081
0.01,4244.14158882,-573.758636392,-571.463,4244.14158882,-573.758636392,61.4333,0.0118677,-769.981,0.00641438,100,-573.758636392,0.2,0.0151261,98.5133558676,98.8348396071,100,1,1.52431e-06,500.0,0.996154,0.638972,1.1822,1.01179
0.01,4069.71495441,-574.926755922,-570.029,4069.71495441,-574.926755922,56.8618,0.0140958,-762.218,0.00527394,100,-574.926755922,0.2,0.0280515,97.3021203294,97.5865823289,100,1,2.80068e-06,500.0,1.0008,0.527815,1.41071,1.02473
0.01,6755.14372241,-585.66664337,-576.307,6755.14372241,-585.66664337,60.8513,0.0141818,-805.781,0.004003,100,-585.66664337,0.2,0.037749,96.2427007559,96.3921631084,100,1,3.94342e-06,500.0,0.978399,0.391653,1.38755,1.03743
0.01,2093.104248,-565.957927654,-561.481,2093.104248,-565.957927654,44.9902,0.014381,-701.003,0.00401562,100,-565.957927654,0.2,0.0372174,96.6463776385,96.9259328329,100,1,3.50502e-06,500.0,1.03045,0.41379,1.48189,1.03172
0.01,3951.81746725,-564.756386545,-556.49,3951.81746725,-564.756386545,52.9874,0.0171187,-733.048,0.0027202,100,-564.756386545,0.2,0.0621482,94.197112088,95.9567699641,100,1,6.22257e-06,500.0,0.999377,0.27185,1.7108,1.04214
0.01,5983.35717332,-563.804522293,-557.845,5983.35717332,-563.804522293,56.3841,0.0131796,-797.618,0.00434856,100,-563.804522293,0.2,0.028852,97.2286737375,97.8143322825,100,1,2.87911e-06,500.0,1.00106,0.435316,1.31936,1.02235
0.01,3705.36063601,-567.3692891,-563.466,3705.36063601,-567.3692891,51.1718,0.0128388,-747.708,0.00356928,100,-567.3692891,0.2,0.0170483,98.3216750071,98.2844698009,100,1,1.72423e-06,500.0,0.994357,0.354914,1.27664,1.01745
0.01,1720.22070551,-554.210605598,-551.699,1720.22070551,-554.210605598,41.4316,0.0130922,-684.532,0.00649765,100,-554.210605598,0.2,0.0183424,98.1795173185,98.1000285812,100,1,1.87298e-06,500.0,0.989604,0.643011,1.29561,1.01937
0.01,2574.16451095,-561.836777931,-554.99,2574.16451095,-561.836777931,51.4977,0.0147991,-701.83,0.00452045,100,-561.836777931,0.2,0.0585689,94.2161573392,95.106853104,100,1,6.2009e-06,500.0,0.971865,0.439326,1.43828,1.05145
0.01,2294.58387084,-551.824053783,-545.4,2294.58387084,-551.824053783,49.3473,0.0152459,-676.002,0.00457501,100,-551.824053783,0.2,0.0602488,94.5631462697,95.108211763,100,1,5.80752e-06,500.0,1.01854,0.465983,1.55286,1.05143
0.01,1799.9112893,-546.938498632,-543.809,1799.9112893,-546.938498632,42.1665,0.0132446,-681.162,0.00578639,100,-546.938498632,0.2,0.0255821,97.5454910837,97.6563249424,100,1,2.54169e-06,500.0,1.00324,0.580517,1.32875,1.024
0.01,1740.8140955,-545.303859256,-540.444,1740.8140955,-545.303859256,43.5894,0.0175163,-678.436,0.00635907,100,-545.303859256,0.2,0.0380699,96.4530460994,96.4964148336,100,1,3.71452e-06,500.0,1.01237,0.643774,1.7733,1.03631
0.01,2559.19395999,-540.098355503,-535.57,2559.19395999,-540.098355503,52.7354,0.0170024,-677.255,0.00705475,100,-540.098355503,0.2,0.0391512,96.3567119798,96.7997358856,100,1,3.8192e-06,500.0,1.01248,0.714279,1.72146,1.03306
0.01,1805.31516897,-553.820932321,-551.322,1805.31516897,-553.820932321,42.6514,0.0135588,-686.417,0.0057902,100,-553.820932321,0.2,0.0239835,97.620597714,98.1813998122,100,1,2.46202e-06,500.0,0.986986,0.571484,1.33823,1.01852
0.01,2753.20655562,-533.640003108,-528.631,2753.20655562,-533.640003108,50.0161,0.0158336,-665.354,0.00466377,100,-533.640003108,0.2,0.0380671,96.2920145208,96.5254062737,100,1,3.8897e-06,500.0,0.989275,0.461375,1.56638,1.036
0.01,2072.75289792,-535.121233412,-529.325,2072.75289792,-535.121233412,45.5493,0.0199463,-663.279,0.00345838,100,-535.121233412,0.2,0.0610251,94.3366332037,95.6622787001,100,1,6.06399e-06,500.0,1.00317,0.346934,2.00095,1.04534
0.01,1960.99114664,-534.380775922,-531.48,1960.99114664,-534.380775922,44.0939,0.0136837,-663.875,0.00650914,100,-534.380775922,0.2,0.0224908,97.7760976946,97.8281577266,100,1,2.29748e-06,500.0,0.989411,0.644021,1.35388,1.0222
0.01,1856.468364,-533.383796893,-529.646,1856.468364,-533.383796893,48.1678,0.0171785,-660.395,0.00695835,100,-533.383796893,0.2,0.0385648,96.4380237001,97.1180445169,100,1,3.73083e-06,500.0,1.0167,0.707454,1.74654,1.02967
0.01,1713.59100409,-531.436239035,-529.34,1713.59100409,-531.436239035,41.0614,0.0129005,-667.213,0.0077211,100,-531.436239035,0.2,0.0137089,98.6835928509,98.5405010518,100,1,1.34746e-06,500.0,1.00866,0.778793,1.30122,1.01481
0.01,1917.67233048,-522.223455104,-519.117,1917.67233048,-522.223455104,44.2567,0.012673,-648.363,0.00472125,100,-522.223455104,0.2,0.0276154,97.3498402996,97.6996247782,100,1,2.7498e-06,500.0,1.00213,0.473132,1.27001,1.02355
0.01,2331.68364327,-527.031118892,-521.27,2331.68364327,-527.031118892,46.7642,0.0141379,-655.203,0.00535187,100,-527.031118892,0.2,0.0487158,95.5001238048,95.7934118368,100,1,4.75948e-06,500.0,1.01171,0.541453,1.43034,1.04391
0.01,1816.20301921,-519.928343634,-516.508,1816.20301921,-519.928343634,41.634,0.014068,-645.128,0.00707807,100,-519.928343634,0.2,0.0236218,97.7666113687,97.4138655823,100,1,2.30746e-06,500.0,1.01179,0.71615,1.42338,1.02655
0.01,2572.24141165,-520.462662244,-518.029,2572.24141165,-520.462662244,47.0614,0.0126698,-668.384,0.00643613,100,-520.462662244,0.2,0.0164467,98.4593520462,98.4324697531,100,1,1.58058e-06,500.0,1.02007,0.656532,1.29241,1.01592
0.01,2077.43259819,-516.78459223,-513.138,2077.43259819,-516.78459223,44.6751,0.0156897,-645.879,0.00685787,100,-516.78459223,0.2,0.034168,96.7293251391,97.1882898221,100,1,3.41545e-06,500.0,1.0002,0.685923,1.56928,1.02893
0.01,1840.16218234,-508.846777997,-503.112,1840.16218234,-508.846777997,43.8595,0.0175918,-626.647,0.00359514,100,-508.846777997,0.2,0.0687907,93.557253204,95.415280034,100,1,6.95599e-06,500.0,0.994456,0.357521,1.74942,1.04805
0.01,2115.84041194,-514.158592831,-507.166,2115.84041194,-514.158592831,48.8608,0.0182248,-635.956,0.0038476,100,-514.158592831,0.2,0.0782735,92.047426325,94.4652744221,100,1,8.72689e-06,500.0,0.947061,0.364391,1.726,1.05859
0.01,1955.23245752,-512.318207052,-509.275,1955.23245752,-512.318207052,42.0843,0.0136026,-647.482,0.00658086,100,-512.318207052,0.2,0.0203164,98.0073723292,97.879752448,100,1,2.05366e-06,500.0,0.994624,0.654548,1.35295,1.02166
0.01,2413.48496086,-497.824892285,-487.637,2413.48496086,-497.824892285,55.2407,0.0179811,-617.95,0.00311256,100,-497.824892285,0.2,0.120125,90.0315077226,91.902928706,100,1,1.1184e-05,500.0,1.03638,0.322578,1.86352,1.0881
0.01,1591.52673379,-502.959670196,-499.888,1591.52673379,-502.959670196,39.8056,0.0138759,-625.473,0.00423203,100,-502.959670196,0.2,0.024176,97.6145068603,97.5925086775,100,1,2.46849e-06,500.0,0.989638,0.418818,1.37322,1.02467
0.01,1302.72951664,-498.908584225,-495.66,1302.72951664,-498.908584225,37.499,0.0152946,-613.413,0.00481751,100,-498.908584225,0.2,0.0325476,96.8722570602,97.1531713498,100,1,3.26135e-06,500.0,0.998989,0.481264,1.52791,1.0293
0.01,1953.02883898,-502.266233116,-495.862,1953.02883898,-502.266233116,43.4988,0.023071,-618.803,0.00417446,100,-502.266233116,0.2,0.086213,91.8949242249,94.9042659815,100,1,8.90907e-06,500.0,0.983717,0.410649,2.26953,1.05369
0.01,1988.18537728,-492.894731792,-489.669,1988.18537728,-492.894731792,44.1739,0.0160506,-614.083,0.00653308,100,-492.894731792,0.2,0.0293239,97.1685648509,97.3413284829,100,1,2.94338e-06,500.0,0.99813,0.652087,1.60206,1.02731
0.01,1628.84187717,-498.064267313,-494.04,1628.84187717,-498.064267313,40.2911,0.015072,-618.664,0.00390956,100,-498.064267313,0.2,0.0363422,96.3309096887,96.7766750508,100,1,3.84734e-06,500.0,0.971909,0.379974,1.46486,1.03331
0.01,1962.62366074,-483.010039284,-475.698,1962.62366074,-483.010039284,43.1482,0.01844,-595.681,0.00279425,100,-483.010039284,0.2,0.0831618,92.6796185406,94.1112271897,100,1,7.97838e-06,500.0,1.02095,0.285279,1.88263,1.06257
0.01,1806.56761546,-485.2854604,-480.792,1806.56761546,-485.2854604,44.1176,0.019989,-601.893,0.0063501,100,-485.2854604,0.2,0.0545878,94.8351172989,96.1442618712,100,1,5.5012e-06,500.0,0.996137,0.632556,1.99118,1.0401
0.01,2082.92837676,-492.418606364,-489.734,2082.92837676,-492.418606364,45.645,0.0148206,-612.695,0.00441305,100,-492.418606364,0.2,0.0248133,97.5430430514,97.7404347619,100,1,2.54432e-06,500.0,0.987544,0.435808,1.4636,1.02312
0.01,2140.64679784,-494.304932139,-491.791,2140.64679784,-494.304932139,47.4275,0.0128343,-614.297,0.00479103,100,-494.304932139,0.2,0.0237877,97.7358032541,97.9989018563,100,1,2.34007e-06,500.0,1.00824,0.483049,1.294,1.02042
0.01,2134.3166543,-487.865470196,-483.057,2134.3166543,-487.865470196,43.6012,0.0133276,-616.461,0.00346211,100,-487.865470196,0.2,0.038573,96.456089215,96.3923957106,100,1,3.71121e-06,500.0,1.01949,0.352959,1.35873,1.03743
0.01,1358.76550103,-478.277628335,-477.413,1358.76550103,-478.277628335,36.5305,0.0123286,-591.117,0.00786921,100,-478.277628335,0.2,0.00930728,99.0915362964,99.2592657453,100,1,9.26075e-07,500.0,1.00251,0.788896,1.23595,1.00746
0.01,2018.18900973,-478.170616887,-474.751,2018.18900973,-478.170616887,44.9337,0.0152465,-592.407,0.00604529,100,-478.170616887,0.2,0.0292853,97.1075528953,97.1345755962,100,1,3.00869e-06,500.0,0.986589,0.596422,1.5042,1.0295
0.01,1819.81649114,-478.476910913,-475.416,1819.81649114,-478.476910913,41.3041,0.0144341,-595.756,0.00634781,100,-478.476910913,0.2,0.0311287,96.8701768327,97.4513577204,100,1,3.26354e-06,500.0,0.976645,0.619956,1.4097,1.02615
0.01,1873.68210958,-478.493851614,-474.834,1873.68210958,-478.493851614,43.9371,0.0157263,-591.181,0.00338104,100,-478.493851614,0.2,0.0407068,96.3168855518,97.0021029475,100,1,3.86259e-06,500.0,1.02658,0.347092,1.61443,1.03091
0.01,1955.22219559,-468.457938281,-464.799,1955.22219559,-468.457938281,44.0531,0.0163828,-587.276,0.00578422,100,-468.457938281,0.2,0.0287273,97.3215423485,97.1499984307,100,1,2.78e-06,500.0,1.01654,0.58799,1.66538,1.02934
0.01,1419.62712518,-472.466371139,-468.719,1419.62712518,-472.466371139,36.7828,0.0131657,-583.742,0.0054293,100,-472.466371139,0.2,0.0394601,96.1626804571,96.5908258723,100,1,4.03076e-06,500.0,0.989432,0.537192,1.30266,1.0353
0.01,1503.85310248,-477.445066392,-476.072,1503.85310248,-477.445066392,39.6212,0.0136503,-593.111,0.0069567,100,-477.445066392,0.2,0.0141627,98.5873501622,98.8036182495,100,1,1.4474e-06,500.0,0.989188,0.688148,1.35028,1.01211
0.01,1684.46522268,-474.17878768,-467.61,1684.46522268,-474.17878768,40.5638,0.0200385,-592.593,0.00460789,100,-474.17878768,0.2,0.0970247,91.6871042732,94.918548295,100,1,9.15818e-06,500.0,1.02929,0.474285,2.06253,1.05353
0.01,1596.99167104,-460.351936591,-457.629,1596.99167104,-460.351936591,39.3081,0.0135409,-575.613,0.0063332,100,-460.351936591,0.2,0.0251574,97.5582641864,97.6251732727,100,1,2.52814e-06,500.0,0.997546,0.631766,1.35076,1.02433
0.01,1249.39080129,-459.001502042,-457.605,1249.39080129,-459.001502042,35.5227,0.0135485,-566.286,0.006521,100,-459.001502042,0.2,0.0120751,98.8057296682,98.6918744873,100,1,1.22092e-06,500.0,0.994495,0.64851,1.34739,1.01325
0.01,1578.97664234,-463.593195936,-460.683,1578.97664234,-463.593195936,38.77,0.0184077,-579.374,0.00623265,100,-463.593195936,0.2,0.0359153,96.5731860546,97.5533763081,100,1,3.58425e-06,500.0,1.00101,0.623897,1.84264,1.02508
0.01,1372.0804306,-461.798130186,-459.445,1372.0804306,-461.798130186,37.0219,0.0145394,-573.359,0.00561767,100,-461.798130186,0.2,0.0256153,97.5602564071,97.9103011492,100,1,2.52603e-06,500.0,1.007,0.565702,1.46412,1.02134
0.01,1724.46933763,-467.254802256,-463.591,1724.46933763,-467.254802256,40.8154,0.0145518,-589.894,0.00631016,100,-467.254802256,0.2,0.031375,97.0396452998,97.1958683858,100,1,3.08147e-06,500.0,1.00905,0.636727,1.46835,1.02885
0.01,1992.08163254,-465.517544976,-460.98,1992.08163254,-465.517544976,43.7371,0.014432,-582.816,0.00406363,100,-465.517544976,0.2,0.0389867,96.2015461101,96.233149091,100,1,3.9883e-06,500.0,0.9887,0.401771,1.4269,1.03914
