InitialReturnMean,Bound,TimestepsSoFar,StdIW,MeanIWNorm,InitialReturnStd,InitialBound,InitialReturnMax,StdIWNorm,Weights,TimeElapsed,EpRewMean,Iteration,ReturnStepMax,EmpiricalD2,MeanIW,InitialReturnMin,MaxIW,EpLenMean,MeanEntropy,EpThisIter,MaxIWNorm,EpisodesSoFar,ReturnStepMaxmin,ESSClassic,J_sample_variance,MinIW,ReturnMeanIW,EntropyCoefficient,ESSRenyi,MinIWNorm
-1.5258789e-05,-19.972166,122224,0.80013657,0.010420847,96.419685,-27.490255,256.03876,0.008001367,[-0.671  0.84  -1.914 -2.014 -1.032],292.12129497528076,959.9714473495708,22,10.0,1.4034,1.0420846,-140.85657,4.7728357,97.02,0.38877445,100,0.047728356,2200,9.789171,62.910786,12742.181,0.17705056,13.288656,10.0,71.25552,0.0017705056
-3.90625e-05,-36.413754,132834,2.852358,0.016098663,113.50597,-73.707504,278.48798,0.02852358,[-0.669  0.867 -1.898 -2.004 -1.03 ],312.0341637134552,1050.7833447321393,23,10.0,3.723574,1.6098664,-633.5622,16.466024,106.1,0.3908451,100,0.16466025,2300,9.807444,24.158857,363269.56,0.055654056,109.40988,10.0,26.855919,0.00055654056
-6.1035156e-05,-20.884457,143504,0.70897216,0.011014249,86.704445,-26.359074,247.13281,0.007089721,[-0.609  0.844 -1.89  -1.982 -1.028],331.70400881767273,1056.7963670941933,24,10.0,1.4823675,1.1014248,-152.19888,5.464526,106.7,0.3816164,100,0.05464526,2400,9.808773,70.704735,12750.858,0.25276557,12.150778,10.0,67.459656,0.0025276556
4.0893556e-05,-26.146915,154617,0.60840183,0.00964834,93.476585,-34.99922,316.92657,0.0060840184,[-0.585  0.842 -1.886 -1.989 -1.037],350.42332911491394,1101.0887083086707,25,10.0,1.4073226,0.96483403,-144.50403,3.777035,111.13,0.39265603,100,0.03777035,2500,9.816263,71.54986,22541.658,0.22336377,15.973506,10.0,71.05691,0.0022336377
-4.272461e-06,638.9487,165839,54.36321,0.061775617,92.458405,-23.376995,222.93256,0.54363203,[-0.558  0.831 -1.881 -1.986 -1.026],371.0589084625244,1111.9825640609624,26,10.0,175.43608,6.1775627,-168.36841,546.9308,112.22,0.4857732,100,5.469308,2600,9.817936,1.2748293,94624344.0,0.00072138413,995.7328,10.0,0.57000816,7.213841e-06
1.7089844e-05,451.0124,177861,24.357277,0.029259484,105.56659,-29.585678,281.22937,0.24357277,[-0.581  0.884 -1.893 -1.888 -0.933],396.9141664505005,1191.9494089938964,27,10.0,53.10749,2.9259489,-196.21698,244.96873,120.22,0.3848644,100,2.4496872,2700,9.8295,1.4225049,47478028.0,9.379564e-05,698.1698,10.0,1.8829736,9.3795643e-07
-5.7983398e-05,-72.260086,189433,0.23154418,0.010493842,105.94768,-75.48209,250.41571,0.0023154416,[-0.663  0.959 -1.892 -1.875 -1.034],416.88493633270264,1146.9637376684034,28,10.0,1.0498605,1.0493841,-647.7323,1.7057831,115.72,0.38004276,100,0.01705783,2800,9.8231125,95.357475,11998.818,0.6227519,5.2238426,10.0,95.250755,0.006227519
-2.8686523e-05,-68.86543,200619,0.2945663,0.010343036,104.485886,-72.764435,271.81537,0.0029456632,[-0.673  0.978 -1.893 -1.872 -1.039],434.88735938072205,1108.36765298453,29,10.0,1.051819,1.0343035,-625.14923,2.730206,111.86,0.38175216,100,0.02730206,2900,9.817081,92.4976,11611.151,0.574594,5.8405743,10.0,95.073395,0.00574594
-6.408691e-05,-11.133626,212109,0.62044716,0.010837439,81.57466,-18.95601,185.94458,0.006204471,[-0.676  0.992 -1.906 -1.868 -1.037],454.1464521884918,1138.7731005953262,30,10.0,1.3797688,1.0837439,-165.2868,4.1916842,114.9,0.36117363,100,0.04191684,3000,9.82202,75.31482,12069.624,0.13801634,12.005164,10.0,72.47591,0.0013801634
4.0893556e-05,0.9687023,224713,1.4518641,0.010225589,96.595024,-23.512613,221.46973,0.014518642,[-0.669  1.002 -1.908 -1.912 -1.058],475.5488500595093,1250.1745396454207,31,10.0,2.8634338,1.0225589,-211.08978,11.821128,126.04,0.39077282,100,0.11821128,3100,9.837776,33.157276,87823.0,0.077180676,42.960014,10.0,34.923103,0.00077180675
-3.4179688e-05,-77.56877,236880,0.12862976,0.010096293,106.58514,-79.0163,170.568,0.0012862976,[-0.676  1.047 -1.915 -1.882 -1.028],499.2147307395935,1206.4403441333352,32,10.0,1.017485,1.0096294,-677.0716,1.2714105,121.67,0.3875925,100,0.012714105,3200,9.831388,98.402794,11754.634,0.7425499,2.201127,10.0,98.28155,0.0074254987
-3.4179688e-05,52.13595,248844,10.661552,0.022022448,74.575035,-21.876831,210.27008,0.106615536,[-0.683  1.059 -1.915 -1.882 -1.031],519.4251101016998,1186.1465274649254,33,10.0,16.088444,2.2022448,-146.7807,105.69159,119.64,0.41813973,100,1.0569159,3300,9.828629,4.092084,2148118.2,0.015114272,151.24976,10.0,6.2156415,0.00015114271
-9.155274e-06,-74.29938,262073,0.37502328,0.009551237,135.88313,-80.87466,233.59888,0.0037502325,[-0.681  1.128 -1.89  -1.847 -1.001],543.498345375061,1312.6199850360092,34,10.0,1.144958,0.9551237,-694.4797,1.96259,132.29,0.40603042,100,0.019625898,3400,9.844618,86.64242,21300.691,0.21980508,12.652588,10.0,87.33945,0.0021980507
9.82666e-05,-78.72717,275144,0.1374081,0.010095495,120.24154,-81.479126,186.21136,0.0013740809,[-0.675  1.137 -1.895 -1.855 -1.013],567.2407908439636,1296.8272273423513,35,10.0,1.0212419,1.0095496,-698.4273,1.4895563,130.71,0.40063438,100,0.014895563,3500,9.842852,98.181145,13841.784,0.6789851,3.7097483,10.0,97.91999,0.006789851
5.7373047e-05,-80.02587,288571,0.1317863,0.010191549,122.14233,-81.15381,237.57184,0.001317863,[-0.681  1.151 -1.908 -1.86  -1.018],590.1561255455017,1332.4164926900232,36,10.0,1.0160935,1.0191548,-695.3302,1.4666157,134.27,0.40446097,100,0.014666157,3600,9.846853,98.355415,15260.431,0.7712399,1.7722538,10.0,98.41614,0.0077123987
-4.272461e-06,-79.145805,301619,0.14201424,0.009616986,148.02028,-81.683304,238.59467,0.0014201424,[-0.678  1.153 -1.922 -1.86  -1.014],611.7512595653534,1294.5000346061465,37,10.0,1.0288017,0.9616987,-699.9654,1.4165308,130.48,0.40136242,100,0.014165308,3700,9.842157,97.86592,20497.133,0.6767367,3.7942638,10.0,97.20046,0.006767367
-9.2773436e-05,-61.80677,315478,2.7382822,0.01573748,110.88488,-85.22033,199.3518,0.027382819,[-0.675  1.15  -1.935 -1.871 -1.018],635.7714664936066,1375.62126012039,38,10.0,2.4642105,1.573748,-728.59143,18.69646,138.59,0.45286015,100,0.1869646,3800,9.851707,24.829222,166651.0,0.069952205,73.74219,10.0,40.580948,0.00069952203
-1.8310546e-06,-81.50705,329004,0.20152722,0.009622456,138.83916,-82.867546,225.68628,0.0020152722,[-0.675  1.138 -1.93  -1.863 -0.966],655.8805294036865,1342.27734620121,39,10.0,1.0314643,0.9622456,-713.58655,1.5263526,135.26,0.4526356,100,0.015263526,3900,9.847401,95.79802,18985.305,0.61054254,2.7270303,10.0,96.94955,0.0061054253
2.8686523e-05,-71.17883,342148,0.41141245,0.010301842,180.9951,-80.50455,256.57495,0.0041141245,[-0.671  1.142 -1.935 -1.864 -0.966],676.5598635673523,1304.1144193795155,40,10.0,1.1567044,1.0301843,-694.27466,2.1454775,131.44,0.4348156,100,0.021454776,4000,9.843525,86.24505,34521.863,0.34808698,15.9239435,10.0,86.45251,0.0034808698
-3.173828e-05,-77.30021,355091,0.2947852,0.009415767,106.65395,-80.51778,286.47076,0.0029478522,[-0.661  1.14  -1.955 -1.872 -0.984],696.9354000091553,1284.0087206726018,41,10.0,1.1020212,0.94157684,-692.9271,1.9295651,129.43,0.435212,100,0.01929565,4100,9.841005,91.07331,14346.187,0.48263282,7.4375114,10.0,90.742355,0.0048263283
1.2207031e-05,-81.62628,368378,0.12831703,0.009974343,111.00837,-83.01342,264.71747,0.0012831703,[-0.651  1.142 -1.958 -1.871 -0.984],722.5540883541107,1318.4184147753433,42,10.0,1.015538,0.9974343,-713.33673,1.3910323,132.87,0.4300025,100,0.013910323,4200,9.845276,98.37192,12434.009,0.7259815,2.1153746,10.0,98.46998,0.0072598145
-6.286621e-05,-68.54813,381529,0.70353407,0.010815578,178.15068,-80.88385,237.32953,0.007035341,[-0.653  1.15  -1.966 -1.873 -0.989],746.7174575328827,1304.8093944347845,43,10.0,1.3031949,1.0815576,-695.5229,4.495044,131.51,0.40053523,100,0.04495044,4300,9.843534,70.267784,37776.836,0.24119261,24.690285,10.0,76.7345,0.002411926
-7.3242186e-06,-82.09127,395878,0.22816616,0.010104486,140.22342,-86.01764,199.85132,0.0022816614,[-0.655  1.168 -1.984 -1.89  -1.018],771.44171667099,1424.6048883462565,44,10.0,1.0460316,1.0104487,-735.0346,1.559965,143.49,0.3973159,100,0.015599649,4400,9.856554,95.148506,20043.295,0.43970573,6.0072107,10.0,95.5994,0.004397057
-3.0517579e-06,-75.360016,409988,0.36303422,0.01038946,111.22121,-84.66491,227.63965,0.0036303424,[-0.655  1.178 -1.997 -1.902 -1.022],793.8233451843262,1400.7017227760173,45,10.0,1.0917264,1.038946,-723.72675,2.1666508,141.1,0.40175593,100,0.021666508,4500,9.85408,89.11876,15719.622,0.37139544,13.236542,10.0,91.59804,0.0037139542
3.601074e-05,-84.966125,423924,0.07892402,0.010040716,110.811295,-85.852646,191.23834,0.00078924024,[-0.656  1.198 -2.013 -1.923 -1.017],817.5968534946442,1383.3209819287163,46,10.0,1.0065476,1.0040716,-733.7874,1.2068068,139.36,0.4013859,100,0.012068068,4600,9.852518,99.38594,13049.303,0.7816776,1.1839845,10.0,99.3495,0.007816776
1.8310548e-05,-79.957794,437459,0.11379976,0.0098283,129.67542,-82.829666,211.84985,0.0011379975,[-0.66   1.21  -2.015 -1.934 -1.018],838.7003471851349,1343.220520446868,47,10.0,1.0169209,0.98283005,-709.07446,1.2897323,135.35,0.39656004,100,0.012897323,4700,9.848139,98.67704,16325.504,0.7450193,3.6517951,10.0,98.33606,0.007450193
1.2207031e-06,-84.098595,452120,0.20698123,0.01022501,145.85356,-86.60605,199.12103,0.002069812,[-0.664  1.221 -2.032 -1.943 -1.022],862.1436369419098,1455.814365779395,48,10.0,1.042573,1.022501,-739.5144,1.6756226,146.61,0.38547212,100,0.016756225,4800,9.859747,96.06366,22054.17,0.5682564,4.5261936,10.0,95.91655,0.005682564
-8.850098e-05,-78.51033,466164,0.32881916,0.010775746,112.37818,-83.80065,187.18335,0.0032881913,[-0.663  1.223 -2.041 -1.94  -1.033],887.2203321456909,1394.1142744041458,49,10.0,1.1081805,1.0775746,-715.70233,1.8227082,140.44,0.36807615,100,0.018227082,4900,9.853571,91.48168,12662.829,0.4982343,10.08375,10.0,90.23801,0.004982343
3.540039e-05,-84.02641,481874,0.396098,0.010327454,118.14259,-87.25785,208.42377,0.00396098,[-0.66   1.226 -2.052 -1.943 -1.051],914.4926385879517,1560.7053955554213,50,10.0,1.1033192,1.0327452,-742.511,2.72733,157.1,0.35585156,100,0.0272733,5000,9.869013,87.176186,16092.6045,0.4125907,7.9361286,10.0,90.635605,0.004125907
2.0141602e-05,-83.88523,496173,0.1127407,0.009878797,148.01158,-85.085884,181.7096,0.0011274071,[-0.669  1.242 -2.057 -1.938 -1.063],937.3232061862946,1419.6184828016496,51,10.0,1.0110042,0.9878798,-723.7786,1.3409607,142.99,0.35522598,100,0.013409607,5100,9.8562355,98.71434,22306.373,0.7144288,1.6933234,10.0,98.91156,0.0071442877
-6.958008e-05,-52.196266,510850,0.25783896,0.010057799,89.528755,-53.738026,220.6101,0.0025783896,[-0.674  1.251 -2.067 -1.939 -1.064],961.8205771446228,1457.4104474881842,52,10.0,1.0656922,1.0057799,-467.77264,1.6728765,146.77,0.34591982,100,0.016728764,5200,9.859837,93.83336,8447.781,0.53243583,3.486578,10.0,93.835724,0.005324358
9.765625e-06,-85.89344,526353,0.1744542,0.010294673,148.43327,-87.80492,203.79956,0.001744542,[-0.666  1.248 -2.084 -1.929 -1.073],986.0050446987152,1540.0226523406554,53,10.0,1.0317645,1.0294672,-745.1684,1.4874252,155.03,0.3365585,100,0.014874252,5300,9.867477,97.208466,22396.24,0.64127934,3.4432454,10.0,96.92134,0.0064127934
4.5776367e-05,-88.98447,541643,0.10994,0.010142027,113.2953,-89.77386,191.81537,0.0010994,[-0.666  1.244 -2.091 -1.93  -1.082],1010.656464099884,1518.7129527975312,54,10.0,1.0117898,1.0142026,-760.4807,1.4490017,152.9,0.33920124,100,0.014490017,5400,9.865496,98.83857,13326.387,0.7499536,1.3104473,10.0,98.834755,0.007499536
-1.6479493e-05,-13.141692,556828,0.74879754,0.01149714,66.1549,-17.244411,168.49554,0.0074879755,[-0.666  1.248 -2.096 -1.94  -1.08 ],1034.648782491684,1508.240332095891,55,10.0,1.4709204,1.149714,-124.33569,4.0512333,151.85,0.31591156,100,0.04051233,5500,9.864933,70.2159,7973.346,0.19834407,8.727334,10.0,67.98464,0.0019834407
3.7231446e-05,-86.5555,571698,0.16688247,0.010191355,129.42899,-88.83774,178.32275,0.0016688247,[-0.655  1.254 -2.112 -1.96  -1.103],1056.5712985992432,1476.7338496231228,56,10.0,1.0273656,1.0191355,-751.1515,1.615977,148.7,0.31578982,100,0.016159771,5600,9.861982,97.38864,16819.11,0.6841086,3.5337718,10.0,97.336334,0.006841086
3.7841797e-05,-84.92844,587932,0.36020303,0.009867945,139.54384,-89.64362,207.69818,0.0036020302,[-0.651  1.254 -2.116 -1.952 -1.103],1084.3593528270721,1613.1419264324652,57,10.0,1.0994903,0.98679453,-757.72156,2.75604,162.34,0.30739784,100,0.0275604,5700,9.873695,88.2424,21932.795,0.34464622,9.306141,10.0,90.95123,0.003446462
-5.7373047e-05,14.199619,603552,2.5512803,0.011436463,76.80273,-20.165457,189.74872,0.025512805,[-0.644  1.252 -2.117 -1.966 -1.112],1110.028894662857,1551.7351487296721,58,10.0,5.9630494,1.1436464,-128.1336,16.998913,156.2,0.33804554,100,0.16998912,5800,9.868633,16.731913,187774.22,0.028816296,67.56823,10.0,16.769943,0.00028816296
1.4038086e-05,-89.529236,619260,0.11876398,0.009924335,109.814735,-90.54894,224.8186,0.0011876399,[-0.605  1.223 -2.117 -2.009 -1.081],1133.7620868682861,1560.5380364350606,59,10.0,1.0117404,0.9924335,-766.9304,1.3426467,157.08,0.33388883,100,0.013426467,5900,9.869413,98.58811,12260.961,0.71513677,1.6110635,10.0,98.83958,0.0071513676
-4.5776367e-05,-12.941794,635070,0.598696,0.009588871,73.05797,-23.136324,216.16882,0.00598696,[-0.606  1.228 -2.12  -2.018 -1.085],1156.3793406486511,1570.757582465858,60,10.0,1.4701642,0.9588871,-169.36151,3.080064,158.1,0.33786803,100,0.03080064,6000,9.870514,71.951126,4953.6387,0.14591227,15.780748,10.0,68.019615,0.0014591228
2.0141602e-05,2.5476239,651611,1.9783678,0.010681362,75.09793,-16.300701,160.68164,0.019783678,[-0.595  1.243 -2.128 -2.024 -1.081],1184.655861377716,1643.843270953987,61,10.0,3.884203,1.0681362,-140.23517,19.02561,165.41,0.39011738,100,0.19025609,6100,9.876059,22.570679,71040.27,0.05598031,37.431362,10.0,25.745308,0.0005598031
4.8828124e-06,-86.94991,667292,0.055705886,0.00994624,151.37701,-87.86093,209.14099,0.00055705884,[-0.578  1.241 -2.13  -2.03  -1.029],1209.7017073631287,1557.8188558626714,62,10.0,1.0039029,0.9946241,-749.2345,1.1295261,156.81,0.38803765,100,0.011295261,6200,9.868938,99.68731,22067.316,0.85579735,1.1107125,10.0,99.61123,0.008557973
-2.746582e-05,-16.74243,684126,0.34852722,0.009300086,68.336685,-18.703121,184.39325,0.003485272,[-0.578  1.241 -2.14  -2.033 -1.031],1239.26020860672,1673.1124772140322,63,10.0,1.159407,0.93000853,-160.90729,2.0670753,168.34,0.37391782,100,0.020670753,6300,9.877853,87.685234,4072.7668,0.2594572,3.835313,10.0,86.250984,0.002594572
7.080078e-05,-89.506905,701020,0.1617685,0.010194843,147.92653,-91.93982,211.95349,0.0016176848,[-0.575  1.253 -2.13  -2.035 -1.045],1269.0473523139954,1679.215983034095,64,10.0,1.0234133,1.0194843,-781.2163,1.4009223,168.94,0.3675136,100,0.014009222,6400,9.879517,97.544014,21354.672,0.56789064,3.6106348,10.0,97.712234,0.005678906
5.5541994e-05,-74.76285,718128,0.16271986,0.009789317,99.240685,-75.77626,165.62543,0.0016271985,[-0.579  1.265 -2.14  -2.039 -1.051],1299.9484596252441,1700.5182731456152,65,10.0,1.0221782,0.9789317,-648.7183,1.3958408,171.08,0.36727598,100,0.013958408,6500,9.879875,97.311325,10568.3545,0.669901,1.8920541,10.0,97.8303,0.00669901
-1.15966795e-05,-84.19437,734655,0.31527993,0.010353788,159.06505,-90.59385,203.92279,0.0031527993,[-0.578  1.271 -2.145 -2.039 -1.052],1324.1213929653168,1642.4256324176101,66,10.0,1.0886018,1.0353789,-769.68353,1.8370857,165.27,0.36350435,100,0.018370857,6600,9.875742,91.51438,24591.932,0.47948527,10.524671,10.0,91.860954,0.004794853
,-89.62977,751450,0.16429983,0.00984522,155.59323,-91.58286,204.6601,0.0016429982,[-0.571  1.262 -2.161 -2.053 -1.055],1349.9249963760376,1669.2182911646098,67,10.0,1.0240812,0.98452204,-777.45087,1.5384965,167.95,0.36183882,100,0.015384965,6700,9.87764,97.29049,24240.104,0.6217312,3.1094046,10.0,97.648506,0.006217312
-6.1035157e-06,316.1108,769108,31.472383,0.03591045,75.95579,-19.311474,187.2215,0.31472382,[-0.569  1.267 -2.17  -2.057 -1.057],1377.6707952022552,1755.6157053112534,68,10.0,143.5825,3.5910456,-161.46637,316.58786,176.58,0.286996,100,3.1658785,6800,9.884733,1.2851831,35143290.0,2.0915708e-05,587.99994,10.0,0.6964637,2.0915708e-07
2.5024414e-05,-11.522736,786682,0.617286,0.0104398355,66.7679,-16.743637,160.14453,0.0061728605,[-0.494  1.213 -2.166 -2.06  -1.132],1406.049087524414,1747.1436041650481,69,10.0,1.3792914,1.0439837,-157.5553,3.3665023,175.74,0.29471165,100,0.033665024,6900,9.883375,74.095406,8136.8687,0.1415121,8.56502,10.0,72.50099,0.0014151209
3.90625e-05,-95.98727,804998,0.10907619,0.009964035,131.89943,-96.67778,161.73535,0.0010907617,[-0.495  1.221 -2.183 -2.113 -1.124],1434.5059750080109,1821.36224684812,70,10.0,1.0119199,0.99640346,-813.43414,1.2997364,183.16,0.29419157,100,0.012997364,7000,9.888319,98.81582,17701.812,0.75619715,1.2877481,10.0,98.82205,0.0075619714
-0.00010192871,273.2563,823309,34.488926,0.05173055,65.142815,-13.516174,128.06311,0.34488922,[-0.494  1.223 -2.184 -2.111 -1.125],1462.0352835655212,1820.852361976716,71,10.0,166.55865,5.1730547,-134.3789,336.30145,183.11,0.29723477,100,3.3630145,7100,9.888176,2.2002523,17944030.0,3.5385263e-05,482.68677,10.0,0.6003891,3.538526e-07
-3.8452148e-05,-11.270117,842409,0.5665604,0.009799258,72.01386,-16.985718,162.9566,0.0056656036,[-0.44   1.189 -2.19  -2.208 -1.122],1496.5671396255493,1899.8577803603673,72,10.0,1.3155072,0.9799259,-118.2359,4.8778467,191.0,0.3049624,100,0.048778467,7200,9.893913,74.94699,5183.005,0.2925223,8.571229,10.0,76.01631,0.002925223
