ReturnStepMax,ReturnStepMaxmin,Bound,MinIW,Iteration,EpRewMean,MeanD2w0t,EmpiricalD2,InitialReturnMin,MaxD2w0t,EpThisIter,StdD2w0t,J_sample_variance,Weights,MeanEntropy,InitialReturnMean,EpisodesSoFar,InitialBound,StdIW,InitialReturnStd,EpLenMean,MinD2w0t,ReturnMeanIW,MaxIW,TimeElapsed,TimestepsSoFar,MeanIW,InitialReturnMax
9.568476,9.136954,-571.4357,0.0158576,11,224.76349943307096,0.14326775,14.832822,-194.68817,480.23172,100,3.0430229,115387.62,[-1.209  0.276 -0.137 -1.869 -0.234],1.088986,-1.4801026e-05,1100,-857.9023,0.5375339,106.0434,23.49,,-345.57144,35.308697,68.08069276809692,16161,0.49281296,315.26672
9.703536,9.407075,-695.5954,0.038133,12,333.21936839405464,0.1505077,9.96645,-261.28534,165.69115,100,1.6857858,329545.0,[-1.061  0.572 -0.213 -2.104 -0.33 ],1.0571383,1.9683837e-05,1200,-803.4261,0.8996837,137.96446,34.34,,-506.0189,9.520039,77.33030724525452,19595,0.77558917,373.30167
9.76565,9.531301,-664.7534,0.05762586,13,425.00094532011957,0.15396625,3.833386,-332.2776,22.616165,100,0.6633197,286280.38,[-0.971  0.709 -0.281 -2.135 -0.362],1.080191,-3.3569336e-06,1300,-750.30927,0.95277274,143.5265,43.52,,-503.97418,9.296948,87.76748609542847,23947,0.83510065,336.45776
9.764276,9.528552,-734.4777,0.22375488,14,422.10959471475786,0.12501125,2.1185665,-326.60297,5.8588963,100,0.42771605,163279.97,[-0.955  0.82  -0.277 -2.082 -0.339],1.1429547,-1.8310546e-06,1400,-755.9647,0.6842819,162.1198,43.23,,-590.551,6.0737667,97.73859810829163,28270,0.92350155,345.55377
9.778794,9.557589,-674.74817,0.007068443,15,451.0955648284167,0.17410244,4.6184683,-341.4098,20.754448,100,0.70528466,273312.62,[-0.879  0.8   -0.408 -2.119 -0.276],1.1099714,3.9978026e-05,1500,-743.3929,0.7840073,176.40668,46.13,,-510.9935,6.8940163,107.61946845054626,32883,0.81141704,346.59033
9.767009,9.5340185,-670.3651,0.0010945773,16,427.3066100613097,0.1988553,5.256657,-333.4098,19.231464,100,0.8080772,365007.22,[-0.947  0.718 -0.439 -2.185 -0.309],1.0106214,2.0751953e-05,1600,-746.9424,1.0027157,149.65054,43.75,,-491.06332,8.129198,117.09409499168396,37258,0.78440166,281.48572
9.730548,9.461096,-682.1121,0.08612568,17,368.3012345994698,0.14450762,2.7541714,-288.2153,7.343912,100,0.5563353,134901.9,[-0.982  0.612 -0.532 -2.156 -0.408],1.09424,-1.5258789e-05,1700,-774.5538,0.4615791,128.31078,37.85,,-518.4891,4.2786975,125.50335454940796,41043,0.7560253,249.59528
9.756558,9.513118,-540.27673,0.015580903,18,409.1900480840761,0.19882734,14.580065,-319.38712,200.89359,100,2.0504837,181700.48,[-0.965  0.577 -0.566 -2.261 -0.325],1.0408639,-1.9683837e-05,1800,-763.81854,0.83394945,151.99272,41.94,,-348.70273,13.893708,133.81678104400635,45237,0.61512494,392.89926
9.791542,9.583084,-641.0414,0.018452963,19,479.7854724547433,0.21343553,13.534146,-354.22418,83.19025,100,1.454357,434616.12,[-0.819  0.657 -0.596 -2.334 -0.378],1.0504073,1.5258789e-06,1900,-721.11743,1.2024091,155.37645,49.0,,-463.9343,11.587781,139.7770938873291,50137,0.80986655,301.27618
9.835023,9.670046,-546.09534,0.019166175,20,610.4594987560768,0.25562468,4.0967946,-429.1127,18.53606,100,0.82295626,100138.02,[-0.69   0.697 -0.603 -2.402 -0.369],1.0419923,-1.8920899e-05,2000,-654.6556,0.5983523,149.74101,62.07,,-362.0612,5.3570523,145.97820568084717,56344,0.70411557,332.52658
9.831035,9.662069,-522.3451,0.011831179,21,596.2521308600665,0.24301857,8.755708,-425.04553,46.656624,100,1.0815055,280811.88,[-0.654  0.705 -0.611 -2.635 -0.377],1.0004557,-2.8076172e-05,2100,-658.6272,1.1209829,135.3172,60.65,,-333.89786,19.896135,152.634215593338,62409,0.7026591,349.78436
9.850728,9.701456,-540.4105,0.0021794045,22,678.0254075902692,0.31058168,9.627658,-435.82303,50.56556,100,1.1823518,258712.95,[-0.521  0.698 -0.595 -2.62  -0.419],0.9868242,-2.5634765e-05,2200,-632.71185,0.8707035,164.45631,68.83,,-361.6302,6.9202113,159.60838294029236,69292,0.6909917,460.0818
9.815619,9.63124,-514.9918,0.0011423184,23,544.0795337180184,0.26091897,9.745446,-399.3749,40.287426,100,1.1451718,188063.73,[-0.57   0.621 -0.566 -2.452 -0.432],0.92268693,1.0375977e-05,2300,-693.22626,0.91100883,163.48692,55.43,,-318.71133,18.338223,165.76569533348083,74835,0.61441845,413.61307
9.852339,9.704679,-499.74133,0.008299459,24,684.9344670252109,0.40672535,13.881776,-466.07892,46.54484,100,1.6945268,147924.4,[-0.471  0.65  -0.565 -2.456 -0.496],0.89585954,-1.8920899e-05,2400,-631.7878,0.6342363,183.69598,69.52,,-297.9863,9.781134,172.60357475280762,81787,0.5734658,413.77118
9.843967,9.687935,-503.4392,0.0012840363,25,645.9608640614706,0.37758783,18.922373,-430.58908,54.699963,100,1.8453048,183821.95,[-0.511  0.555 -0.578 -2.462 -0.523],0.8688359,2.7160644e-05,2500,-645.1364,1.207086,170.71677,65.62,,-305.08954,37.751423,181.94623231887817,88349,0.69826657,355.1033
9.859424,9.718847,-519.58234,0.003363617,26,718.554410739567,0.40101743,15.103772,-479.93274,107.7347,100,1.9537641,277497.0,[-0.432  0.612 -0.589 -2.431 -0.55 ],0.81938404,-2.6550293e-05,2600,-618.50024,1.2934558,193.31416,72.88,,-325.85413,14.870909,189.06721138954163,95637,0.7147156,384.50842
9.881153,9.762306,-509.4411,0.0034661328,27,857.5848040096412,0.3999723,3.6864326,-528.0031,18.668283,100,1.1246841,100612.305,[-0.335  0.617 -0.598 -2.448 -0.599],0.73653245,-2.0141602e-05,2700,-563.3633,0.8130785,188.99539,86.79,,-333.41483,7.7456236,198.06041502952576,104316,0.81125987,363.71918
9.888581,9.777163,-478.9464,0.014513369,28,914.7918833325894,0.4084724,6.575079,-563.1153,16.971247,100,1.1175925,170464.08,[-0.313  0.613 -0.619 -2.441 -0.682],0.7587765,8.544922e-06,2800,-538.79004,0.8901916,181.36313,92.51,,-312.27167,11.669357,211.78526997566223,113567,0.75013846,316.76672
9.874338,9.748676,-485.53058,0.018983752,29,808.1155525356158,0.35116452,10.333003,-493.33957,70.34346,100,1.3825786,155071.78,[-0.335  0.549 -0.687 -2.282 -0.66 ],0.7714843,-1.8310546e-06,2900,-566.851,0.82001275,143.75043,81.84,,-312.29678,8.212745,226.15967345237732,121751,0.7790786,300.07837
9.864746,9.729493,-527.4883,0.026196577,30,751.2003041741467,0.2564269,4.17875,-493.26816,21.975777,100,0.83661276,143892.88,[-0.269  0.57  -0.71  -2.319 -0.647],0.76024336,-4.272461e-06,3000,-604.49304,0.8148594,204.09306,76.15,,-376.17703,5.1517496,237.6614327430725,129366,0.8072175,306.18234
9.884225,9.76845,-453.62537,0.0057217735,31,880.0904153057787,0.46334586,9.414106,-543.84607,27.771124,100,1.4134829,232004.39,[-0.341  0.608 -0.774 -2.313 -0.659],0.70187455,6.713867e-06,3100,-548.05396,1.1553829,179.56941,89.04,,-268.0717,9.986224,254.0074679851532,138270,0.70261943,367.32684
9.900334,9.800669,-414.17126,0.001537197,32,1030.6242806290772,0.56817865,13.067208,-517.0811,54.14961,100,2.0196538,132435.47,[-0.3    0.659 -0.772 -2.37  -0.717],0.67206836,1.3122559e-05,3200,-491.3211,1.0075421,145.41225,104.1,,-233.41756,13.265228,271.5219407081604,148680,0.6865661,340.55493
9.889502,9.779004,-499.34088,0.060551636,33,923.8766694713103,0.26545826,2.044962,-558.77435,4.5192337,100,0.58513665,131390.38,[-0.349  0.61  -0.786 -2.359 -0.747],0.63328594,-2.380371e-05,3300,-543.7904,0.77902716,190.00095,93.42,,-361.228,5.729271,287.80994939804077,158022,0.89422977,374.6812
9.888136,9.776272,-452.6127,0.0007974531,34,910.1033292735258,0.35143602,3.5915687,-566.8682,24.289286,100,1.0727524,88220.62,[-0.329  0.619 -0.811 -2.427 -0.786],0.60522467,-8.544922e-06,3400,-535.22266,0.6112828,168.73909,92.04,,-292.41086,3.9773023,304.2808072566986,167226,0.7218947,331.84772
9.8939295,9.787859,-464.82874,0.00085540034,35,960.5016505103532,0.5053562,14.843578,-576.31287,41.210495,100,1.7121568,177972.1,[-0.379  0.69  -0.842 -2.405 -0.814],0.5791154,-2.2583008e-05,3500,-516.53687,1.2211539,165.6438,97.08,,-286.62402,15.580614,320.86400723457336,176934,0.84865344,321.18854
9.906202,9.812405,-399.70276,0.0020887763,36,1092.8515851860698,0.51509345,7.5086503,-611.8788,58.941883,100,1.4938788,83470.28,[-0.341  0.743 -0.87  -2.502 -0.84 ],0.61137724,-1.739502e-05,3600,-472.84253,0.7261196,159.78535,110.32,,-234.04605,8.133588,337.34231901168823,187966,0.69343126,330.63562
9.891503,9.783007,-399.91528,0.008325814,37,939.7910211845632,0.50468975,14.383563,-576.5827,45.29767,100,1.7754906,124883.445,[-0.38   0.738 -0.894 -2.41  -0.808],0.56965023,1.3427734e-05,3700,-526.1078,1.0447041,179.8956,95.01,,-218.64844,23.867222,355.35221815109253,197467,0.6413184,344.58405
9.911836,9.823671,-395.4425,0.012982073,38,1171.676979361586,0.49627954,3.440037,-658.21796,15.776632,100,1.0927235,88624.02,[-0.32   0.751 -0.94  -2.425 -0.849],0.5278178,-9.155273e-07,3800,-446.87585,0.71656203,162.50775,118.21,,-235.86482,6.427152,371.8694043159485,209288,0.7158073,280.9112
9.91359,9.827181,-331.73163,0.009693099,39,1189.5307447076266,0.47528347,7.274944,-417.22632,14.567412,100,1.1167675,55943.59,[-0.321  0.769 -0.982 -2.339 -0.891],0.51960707,-1.0986329e-05,3900,-442.98962,0.80639994,147.71297,119.99,,-178.73343,8.352648,389.3452169895172,221287,0.6788786,285.41815
9.926921,9.853842,-345.57043,0.045942083,40,1414.9819272953434,0.3990414,2.1894124,-710.6765,5.773117,100,0.67626816,53356.26,[-0.304  0.832 -1.112 -2.455 -0.899],0.53222275,-4.5166016e-05,4000,-396.24866,0.535715,188.185,142.54,,-211.64365,3.7992778,410.57131576538086,235541,0.82669365,261.9521
9.934612,9.869225,-314.64584,0.027486077,41,1590.1315050730343,0.6292584,4.058835,-750.2617,13.83464,100,1.0828404,48236.086,[-0.314  0.901 -1.175 -2.515 -0.887],0.5718339,-3.8452148e-05,4100,-357.52856,0.6179375,176.28474,160.06,,-169.35197,5.917576,434.0929138660431,251547,0.7660093,225.81396
9.936752,9.873505,-313.64575,0.0071893265,42,1640.1564061555484,0.8444464,9.532184,-765.207,46.15866,100,1.825792,73161.664,[-0.315  0.958 -1.309 -2.578 -0.847],0.54706085,5.065918e-05,4200,-342.83865,0.9844244,162.1562,165.06,,-160.78427,10.947334,458.4842064380646,268053,0.8091946,224.09949
9.942815,9.88563,-314.5724,0.031407416,43,1797.5579189909886,0.5279053,3.2639523,-766.2322,5.909771,100,0.79040325,60893.38,[-0.28   0.978 -1.304 -2.522 -0.872],0.5418035,1.8310548e-05,4300,-342.4904,0.79295915,216.57,180.79,,-184.50809,11.835093,484.08397698402405,286132,0.9123485,226.98547
9.950561,9.901121,-260.7769,9.570007e-05,44,2120.4590820824624,1.9045731,30.760086,-801.82324,123.068405,100,5.5352044,34651.152,[-0.249  0.973 -1.394 -2.465 -0.877],0.4955439,4.486084e-05,4400,-297.78247,1.0059675,212.60275,213.1,,-105.90055,19.751278,514.7957463264465,307442,0.7578325,181.3872
9.945882,9.891764,-263.77063,0.0022507198,45,1928.5014857991528,0.83822185,12.3855715,-798.8588,23.118454,100,1.7456957,51559.023,[-0.292  0.958 -1.42  -2.467 -0.923],0.4968252,-2.1972657e-05,4500,-300.2259,1.1444907,159.24812,193.9,,-123.49547,32.24073,541.0142211914062,326832,0.8893548,183.85553
9.948342,9.896685,-278.20245,0.001682804,46,2034.730224874091,1.3970407,15.888179,-802.95624,60.952713,100,3.3511057,57740.723,[-0.26   0.994 -1.461 -2.468 -0.922],0.4559721,-4.8828124e-06,4600,-306.3827,0.9873144,203.31435,204.53,,-128.96275,11.8176985,569.2351670265198,347285,0.8056037,190.16132
9.951778,9.903557,-268.51105,0.0070962706,47,2142.612023314977,0.8742494,3.4172199,-804.1241,10.477042,100,1.2394115,42699.375,[-0.219  0.971 -1.521 -2.497 -0.963],0.42358539,-1.586914e-05,4700,-305.59802,0.8438978,224.81342,215.3,,-130.91199,8.321846,600.2249727249146,368815,0.8259119,189.21722
9.95755,9.9151,-200.18103,0.00397526,48,2443.3734474396156,1.343493,16.70246,-686.2202,67.17093,100,2.929005,15780.172,[-0.235  0.992 -1.568 -2.461 -0.995],0.39243105,-6.225586e-05,4800,-242.19286,1.2298181,144.28152,245.38,,-62.81603,15.319185,635.5745918750763,393353,0.87862015,125.121704
9.966302,9.932604,-170.00891,0.0043034223,49,2918.5143743238086,1.434526,18.721375,-905.2366,48.68335,100,2.982623,13705.056,[-0.194  0.97  -1.637 -2.46  -1.026],0.38552368,1.586914e-05,4900,-196.12433,1.3913648,106.47384,292.84,,-38.507553,50.069,679.6746556758881,422637,0.94258094,78.12213
9.965999,9.931997,-192.24826,0.010329075,50,2917.1281596515287,1.1967984,7.0253124,-884.0726,14.172275,100,1.4983956,35541.613,[-0.159  0.975 -1.645 -2.456 -1.033],0.36452907,-3.601074e-05,5000,-217.25507,0.7481624,178.95201,292.71,,-60.96945,8.111412,722.4290034770966,451908,0.7651976,99.250916
9.973335,9.946671,-177.73334,0.03411186,51,3462.505875511055,1.0461417,2.1512442,-914.35315,7.084473,100,0.85666645,20171.629,[-0.139  0.999 -1.676 -2.449 -1.054],0.36499667,5.6762696e-05,5100,-197.7727,0.51767534,188.76805,347.18,,-49.668724,4.973087,775.0173206329346,486626,0.8566935,78.97162
9.977539,9.955078,-166.49635,0.055437,52,3660.6197967476664,0.97011435,2.370808,-917.36475,4.8347282,100,0.67384773,18582.45,[-0.14   1.042 -1.739 -2.467 -1.054],0.35267022,2.9907227e-05,5200,-185.2493,0.82781965,156.07199,366.89,,-42.4591,20.977928,823.4160623550415,523315,0.98076975,66.020935
9.981896,9.963793,-148.35646,0.009460489,53,3992.908258277625,1.3310994,5.4273753,-737.05383,13.829736,100,1.238019,8473.12,[-0.123  1.036 -1.832 -2.479 -1.066],0.33828986,1.2207031e-05,5300,-169.84137,0.7862478,150.77399,400.02,,-23.008139,17.375664,885.4230377674103,563317,0.9795211,50.121826
9.988868,9.9777355,-136.08604,0.019597907,54,4555.344845259938,1.2927858,3.5313444,-964.0845,8.526523,100,0.8121282,9156.889,[-0.103  1.043 -1.988 -2.488 -1.081],0.33179325,3.90625e-05,5400,-139.79155,0.6496608,108.25873,456.05,,-12.718254,14.954023,957.1659891605377,608922,0.9918003,19.303528
9.99103,9.9820595,-145.7431,0.04038778,55,4541.443644457382,1.0892166,1.4137138,-936.63873,1.8015937,100,0.36939523,9568.686,[-0.082  1.021 -2.011 -2.478 -1.087],0.3194345,-1.2817382e-05,5500,-157.59842,0.43841237,155.16025,454.56,,-21.72802,4.661165,1025.8819394111633,654378,0.98987776,36.861816
9.993171,9.986341,-129.36786,0.1624779,56,4792.530125884026,1.0583434,1.4441845,-769.38965,2.297461,100,0.26393005,4764.5015,[-0.086  1.029 -2.114 -2.49  -1.1  ],0.316042,7.263184e-05,5600,-130.83386,0.2928285,77.541405,479.59,,-7.2182026,5.7603636,1099.0909860134125,702337,0.9849291,9.869202
9.993122,9.986244,-127.0654,0.099265024,57,4748.135967006802,1.07949,1.4968115,-557.6742,2.2644463,100,0.29819444,779.5917,[-0.076  1.027 -2.14  -2.476 -1.103],0.3139648,-7.93457e-06,5700,-132.26765,0.32667634,65.3628,475.15,,-4.2584867,2.4985843,1171.4276156425476,749852,0.96935874,11.305725
9.997695,9.99539,-124.2494,0.36464986,58,4937.154279288319,1.031158,1.1317797,-348.6911,1.4578344,100,0.12578835,383.3148,[-0.066  1.036 -2.243 -2.485 -1.105],0.30935812,1.15966795e-05,5800,-125.33529,0.20224184,35.067554,493.84,,-2.2314386,3.343357,1241.0538537502289,799236,0.9759877,3.8692627
9.994388,9.988775,-131.33553,0.14810933,59,4850.074771118781,1.0482368,1.3495941,-972.45447,2.219474,100,0.2262768,8806.79,[-0.072  1.029 -2.264 -2.481 -1.11 ],0.30886257,-5.3100586e-05,5900,-132.0387,0.23474179,97.771645,485.29,,-9.432826,2.2472048,1313.1998980045319,847765,0.9761519,10.936951
9.996811,9.993622,-134.30453,0.21186541,60,4856.543347505609,1.0934256,1.2553704,-786.7121,1.4336963,100,0.2023453,5892.637,[-0.063  1.032 -2.29  -2.491 -1.11 ],0.29745382,-2.9296874e-05,6000,-137.9076,0.34820127,111.272606,485.82,,-11.107423,3.6300635,1387.2078552246094,896347,0.975765,16.532288
9.997929,9.995857,-131.55188,0.86015856,61,4931.367040147351,0.9885824,1.004198,-973.30597,1.0058722,100,0.115652815,9557.764,[-0.059  1.006 -2.305 -2.464 -1.122],0.2958921,-4.333496e-05,6100,-131.58176,0.043093372,97.82468,493.25,,-9.88069,1.1695279,1460.7896661758423,945672,1.0077968,10.092712
9.997397,9.994795,-131.63405,0.4800833,62,4919.3116955069845,0.989218,1.018284,-973.1572,1.0785949,100,0.12590678,9666.691,[-0.058  1.004 -2.305 -2.465 -1.123],0.29626414,4.5166016e-05,6200,-131.6716,0.06613449,97.815025,492.07,,-9.973628,1.542038,1535.0121960639954,994879,0.99814,10.239014
9.998434,9.996868,-121.85199,0.42203948,63,4981.1070542868365,1.0060145,1.035173,-26.8526,1.1553711,100,0.0626663,1.3576742,[-0.055  1.003 -2.305 -2.465 -1.123],0.2961093,-5.493164e-05,6300,-121.97058,0.095710285,2.704979,498.2,,-0.15782759,1.314003,1610.7972700595856,1044699,0.9956412,0.41784668
9.998465,9.996929,-124.91051,0.3075352,64,4933.3319682998645,1.0768405,1.2865809,-454.253,2.7159166,100,0.18335718,520.5902,[-0.051  1.003 -2.305 -2.464 -1.123],0.2940354,7.3242186e-06,6400,-126.89873,0.30975574,46.09419,493.42,,-2.5417056,5.1166368,1684.6276471614838,1094041,1.0001899,5.3477173
9.99711,9.994221,-141.219,0.35399368,65,4867.586115335301,0.9958979,1.0661979,-973.32275,1.2127047,100,0.1652013,18586.074,[-0.061  1.001 -2.355 -2.458 -1.125],0.29190427,-6.8969726e-05,6500,-141.45439,0.14183345,137.64162,486.91,,-19.41146,1.5517987,1759.4036424160004,1142732,0.9892316,20.058777
9.998569,9.997137,-121.731804,1.0,66,4992.86776325559,0.99874,1.0,-4.635193,1.0,100,0.035473164,0.23424307,[-0.056  0.992 -2.369 -2.444 -1.127],0.29190427,5.0048828e-05,6600,-121.731804,,0.48155445,499.37,,-0.07944392,1.0,1835.3929057121277,1192669,1.0,0.16589355
9.997106,9.994211,-131.85728,0.1448637,67,4878.679661267017,1.0010463,1.094245,-982.44696,1.4382682,100,0.16277692,9834.051,[-0.056  0.992 -2.369 -2.444 -1.127],0.28964692,4.5776367e-05,6700,-132.32953,0.18663388,98.81157,488.02,,-10.082518,1.8555012,1907.5053238868713,1241471,0.99163216,10.932739
9.998347,9.996695,-131.37175,0.63066775,68,4944.772219137539,0.99520314,1.0130752,-973.42065,1.024128,100,0.10435659,9268.632,[-0.049  0.993 -2.369 -2.444 -1.129],0.28976044,-3.2958986e-05,6800,-131.51385,0.07536861,97.833115,494.57,,-9.649761,1.2456794,1980.710578918457,1290928,1.0003306,9.974304
9.998218,9.996435,-124.47679,0.14598492,69,4952.399200182995,1.0284292,1.1144285,-450.1681,1.5514251,100,0.11083559,625.209,[-0.048  0.992 -2.382 -2.448 -1.129],0.28833023,3.0517578e-05,6900,-126.21777,0.19771583,45.24436,495.34,,-2.4946568,1.8569317,2057.1295399665833,1340462,1.011318,4.696594
9.998809,9.997618,-131.45097,0.80161786,70,4949.499045191504,0.99489224,1.0106099,-973.465,1.0244784,100,0.09985112,9418.966,[-0.042  0.998 -2.43  -2.46  -1.131],0.28771308,0.00011657715,7000,-131.521,0.06511869,97.836945,495.02,,-9.73728,1.4552832,2132.7347223758698,1389964,1.0018821,9.939331
0.017731667,0.016656876,-0.2853344,1.0,71,4999.3476704764125,1.0,1.0,-0.30889893,1.0,100,,0.008668117,[-0.043  0.997 -2.435 -2.463 -1.131],0.28771308,-1.8310548e-05,7100,-0.2853344,,0.09263493,500.0,1.0,-0.06959362,1.0,2207.4400913715363,1439964,1.0,0.118652344
0.018810272,0.017831802,-0.30118442,1.0,72,4999.39275534528,1.0,1.0,-0.21350098,1.0,100,,0.0074169063,[-0.043  0.997 -2.435 -2.463 -1.131],0.28771308,-2.2583008e-05,7200,-0.30118442,,0.08568853,500.0,1.0,-0.07232026,1.0,2281.5741872787476,1489964,1.0,0.1126709
9.998786,9.997572,-131.59238,0.81746036,73,4949.384701911996,0.9933252,1.0068309,-983.33044,1.0091577,100,0.09975191,9708.133,[-0.043  0.997 -2.435 -2.463 -1.131],0.28518307,2.4414063e-05,7300,-131.63345,0.055467937,98.82847,495.01,,-9.898451,1.2323352,2355.00994181633,1539465,1.0017724,10.039307
9.99852,9.99704,-131.93155,0.7481584,74,4928.159594128248,0.99215156,1.0207384,-972.9573,1.1118393,100,0.11948097,9621.536,[-0.044  0.997 -2.435 -2.462 -1.134],0.2849139,7.5683594e-05,7400,-131.99718,0.07777599,97.90899,492.9,,-10.243246,1.8708279,2429.0587286949158,1588755,0.9978923,10.436279
9.998825,9.99765,-127.668724,0.30864027,75,4951.801177364074,1.1098182,1.4319372,-771.3273,3.797209,100,0.24501282,2671.5247,[-0.047  0.995 -2.436 -2.461 -1.134],0.28356063,5.2490235e-05,7500,-129.49553,0.29792538,77.52138,495.25,,-5.210872,4.4462714,2503.099711894989,1638280,0.99100924,7.9000854
9.998033,9.996065,-121.67644,1.0,76,4990.301022446398,0.99828,1.0,-2.0099487,1.0,100,0.041436445,0.111278266,[-0.06   0.988 -2.468 -2.453 -1.135],0.28356063,4.8828126e-05,7600,-121.67644,,0.33191147,499.14,,-0.030594967,1.0,2579.314601659775,1688194,1.0,0.17193604
9.998295,9.99659,-121.85835,0.29988158,77,4968.534476050478,1.0131211,1.073965,-29.588135,1.3745862,100,0.08716707,1.1436168,[-0.06   0.988 -2.468 -2.453 -1.135],0.2833521,-2.1362304e-05,7700,-122.044685,0.12017383,3.0718281,496.95,,-0.13027188,1.6264942,2652.9801063537598,1737889,1.0022434,0.5078125
9.998471,9.9969425,-121.72281,1.0,78,4989.917256847832,0.99816,1.0,-4.7979126,1.0,100,0.04285567,0.3148538,[-0.054  0.988 -2.468 -2.454 -1.136],0.2833521,2.6245118e-05,7800,-121.72281,,0.55830306,499.08,,-0.07163412,1.0,2728.2914021015167,1787797,1.0,0.17340088
9.998897,9.997793,-121.71164,1.0,79,4997.128492889708,0.99956,1.0,-1.630188,1.0,100,0.020972427,0.033425327,[-0.054  0.988 -2.468 -2.454 -1.136],0.2833521,3.2958986e-05,7900,-121.71164,,0.18190956,499.78,,-0.05528237,1.0,2802.4463410377502,1837775,1.0,0.11407471
9.997004,9.994007,-152.05435,0.18341844,80,4773.061660391682,1.1147118,1.3333347,-947.8559,1.3950472,100,0.26103503,21968.145,[-0.054  0.988 -2.468 -2.454 -1.136],0.2666867,-1.0375977e-05,8000,-156.92978,0.48592472,175.32278,477.46,,-28.40815,5.563618,2873.2959382534027,1885521,1.0516846,35.53705
9.998293,9.996586,-131.63028,0.88079405,81,4941.238804253942,0.9892165,1.0015627,-983.2688,1.0017911,100,0.10697928,9828.527,[-0.055  0.989 -2.52  -2.449 -1.152],0.2655101,5.432129e-05,8100,-131.64009,0.027582634,98.823265,494.22,,-9.971362,1.0952172,2949.1353883743286,1934943,0.9977331,10.115967
