MaxD2w0t,InitialReturnMax,J_sample_variance,StdD2w0t,MinIW,MeanIW,ReturnMeanIW,Weights,EpLenMean,EpisodesSoFar,MinD2w0t,ReturnStepMaxmin,EmpiricalD2,InitialReturnMin,TimestepsSoFar,StdIW,InitialBound,EpThisIter,MeanEntropy,Iteration,InitialReturnMean,MaxIW,Bound,TimeElapsed,ReturnStepMax,MeanD2w0t,EpRewMean,InitialReturnStd
1.2226304,29.686157,23149.82,0.19440871,0.17543063,0.9931802,-26.49786,[ 0.009  0.486 -2.909 -2.047 -0.968],485.05,5500,,9.99667,1.1883347,-963.67664,2035009,0.28916574,-151.2573,100,0.442143,55,-3.90625e-05,2.453779,-149.25943,3308.5761988162994,10.0,1.0616485,4849.583828232813,168.30698
1.1060144,0.42700195,2.6905458,0.06423974,0.50157815,0.9930628,-0.14979199,[ 0.007  0.492 -2.947 -2.069 -0.977],498.02,5600,,9.996504,1.0192693,-31.246033,2084811,0.089616634,-121.97867,100,0.441673,56,9.765625e-06,1.2207723,-121.87594,3381.0802776813507,10.0,1.0035789,4979.210418219454,3.1442451
1.0,10.016235,9866.024,0.09939881,0.99998873,1.0000004,-9.967204,[ 0.011  0.493 -2.947 -2.068 -0.977],495.01,5700,,9.997656,1.0,-983.34595,2134312,8.308078e-06,-131.63698,100,0.441673,57,-7.385254e-05,1.0000378,-131.63698,3451.8657987117767,10.0,0.99002,4949.405481845002,98.83001
1.0239277,29.777832,28322.658,0.1718046,0.6607388,0.99702185,-29.431068,[ 0.011  0.493 -2.947 -2.068 -0.977],485.04,5800,,9.996874,1.015506,-963.59094,2182816,0.0921482,-151.35306,100,0.4404468,58,2.1972657e-05,1.3921502,-151.20676,3521.2723994255066,10.0,0.97789407,4849.526820676834,168.87704
1.0,0.08691406,0.003174124,,1.0,1.0,-0.049404502,[ 0.01   0.487 -2.946 -2.058 -0.978],500.0,5900,1.0,0.017849922,1.0,-0.16778564,2232816,,-121.719185,100,0.4404468,59,0.00010864258,1.0,-121.719185,3593.9130852222443,10.0,1.0,4999.398043423871,0.05605285
1.0125221,10.022217,9630.347,0.099944055,0.7907585,1.001407,-9.843702,[ 0.01   0.487 -2.946 -2.058 -0.978],495.01,6000,,9.997648,1.0100749,-983.349,2282317,0.06698518,-131.63356,100,0.4373417,60,-6.652832e-05,1.3199228,-131.5732,3664.586433172226,10.0,0.99500805,4949.401501257696,98.83031
1.012616,9.911133,9142.422,0.09979192,0.7178694,0.99885845,-9.591321,[ 0.009  0.486 -2.946 -2.057 -0.982],495.02,6100,,9.997778,1.0088894,-973.4736,2331819,0.06453948,-131.53357,100,0.43733007,61,-2.8076172e-05,1.2294571,-131.3225,3735.4405558109283,10.0,0.9945876,4949.5322455143105,97.83778
1.0,0.07537842,0.0031994805,,1.0,1.0,-0.049317908,[ 0.01   0.488 -2.969 -2.063 -0.982],500.0,6200,1.0,0.018170357,1.0,-0.19824219,2381819,,-121.71909,100,0.43733007,62,3.3569337e-05,1.0,-121.71909,3808.4531688690186,10.0,1.0,4999.425368872815,0.056275446
1.0,0.07659912,0.002820935,,1.0,1.0,-0.048375264,[ 0.01   0.488 -2.969 -2.063 -0.982],500.0,6300,1.0,0.013708115,1.0,-0.16967773,2431819,,-121.718155,100,0.43733007,63,-2.8686523e-05,1.0,-121.718155,3880.148558616638,10.0,1.0,4999.424665637506,0.052849375
1.1496753,19.742859,15208.348,0.15422787,0.30720207,1.004319,-17.528252,[ 0.01   0.488 -2.969 -2.063 -0.982],490.04,6400,,9.9973545,1.1345074,-963.6426,2480823,0.23345178,-141.3448,100,0.42766413,64,-2.2583008e-05,2.1675024,-140.00214,3949.790904045105,10.0,1.0463123,4899.634623423979,137.66312
1.0259471,0.23760986,1.555046,0.049320552,0.716531,1.0000376,-0.15836088,[ 0.009  0.485 -2.993 -2.071 -0.991],498.79,6500,,9.997847,1.0053095,-15.733948,2530702,0.041568436,-121.86213,100,0.4276466,65,-0.00010864258,1.1011546,-121.843094,4022.2737848758698,10.0,0.99971104,4987.239196521392,1.5824808
1.0,10.022827,9866.078,0.09939977,1.0,1.0,-9.970182,[ 0.011  0.486 -2.993 -2.071 -0.991],495.01,6600,,9.997765,1.0,-983.3484,2580203,,-131.63995,100,0.4276466,66,-9.2773436e-05,1.0,-131.63995,4093.2276792526245,10.0,0.99002,4949.424990348444,98.830246
1.022056,10.011902,9429.014,0.10047158,0.6528258,1.00288,-9.740526,[ 0.011  0.486 -2.993 -2.071 -0.991],495.01,6700,,9.997892,1.0185859,-983.36096,2629704,0.09737757,-131.63374,100,0.42349508,67,-0.000100097655,1.3562331,-131.52101,4163.47652888298,10.0,0.9992435,4949.455812203911,98.8315
1.0,0.09320068,0.0046545044,,1.0,1.0,-0.06173728,[ 0.01   0.486 -2.993 -2.071 -0.995],500.0,6800,1.0,0.018381119,1.0,-0.24963379,2679704,,-121.731514,100,0.42349508,68,2.4414062e-06,1.0,-121.731514,4234.935395479202,10.0,1.0,4999.42807660502,0.06788056
1.0,0.14556885,0.3808942,0.03575354,0.99999857,1.0,-0.099896826,[ 0.01   0.486 -2.993 -2.071 -0.995],499.36,6900,,9.997831,1.0,-6.0735474,2729640,3.0408407e-07,-121.76968,100,0.42349508,69,4.8217775e-05,1.0000014,-121.76968,4306.120312213898,10.0,0.99872,4992.936092553865,0.6140757
1.0044678,10.021057,9796.91,0.09954375,0.88097566,1.0009032,-9.9356575,[ 0.01   0.486 -2.993 -2.071 -0.995],495.01,7000,,9.997826,1.0028378,-983.35046,2779141,0.036892783,-131.64084,100,0.42188087,70,-1.8920899e-05,1.1443683,-131.62175,4376.679814815521,10.0,0.9914119,4949.440770857108,98.83046
1.0,0.09136963,0.0043483838,,1.0,1.0,-0.06221215,[ 0.01   0.486 -2.993 -2.07  -0.997],500.0,7100,1.0,0.018527031,1.0,-0.269104,2829141,,-121.73199,100,0.42188087,71,-4.760742e-05,1.0,-121.73199,4448.692560911179,10.0,1.0,4999.450124866182,0.065610066
1.1255678,10.429626,8687.935,0.12375086,0.38178128,1.0016118,-9.551416,[ 0.01   0.486 -2.993 -2.07  -0.997],492.85,7200,,9.99749,1.0607926,-972.95624,2878426,0.17353447,-132.0388,100,0.41603482,72,1.4648437e-05,1.7479962,-131.53177,4518.626340150833,10.0,1.0142845,4927.762801912832,97.92403
1.0,0.08117676,0.0038562685,,1.0,1.0,-0.053266257,[ 0.014  0.484 -2.989 -2.064 -1.003],500.0,7300,1.0,0.014614105,1.0,-0.19812012,2928426,,-121.723045,100,0.41603482,73,-3.601074e-05,1.0,-121.723045,4591.266956090927,10.0,1.0,4999.431841793099,0.06178623
1.0,0.09106445,0.005318411,,1.0,1.0,-0.057268187,[ 0.014  0.484 -2.989 -2.064 -1.003],500.0,7400,1.0,0.016691208,1.0,-0.2758789,2978426,,-121.72704,100,0.41603482,74,-1.0986329e-05,1.0,-121.72704,4662.362371683121,10.0,1.0,4999.422335250057,0.072558835
1.0384239,10.133484,9868.598,0.10906408,0.6270617,0.99695486,-10.022825,[ 0.014  0.484 -2.989 -2.064 -1.003],494.01,7500,,9.997477,1.004766,-983.2403,3027827,0.05087312,-131.73363,100,0.415533,75,3.601074e-05,1.131443,-131.70805,4733.058425188065,10.0,0.9900573,4939.354167424255,98.82602
1.0,0.08166504,0.0047870334,,1.0,1.0,-0.052647937,[ 0.016  0.484 -2.989 -2.064 -1.003],500.0,7600,1.0,0.018580437,1.0,-0.21166992,3077827,,-121.72243,100,0.415533,76,3.2958986e-05,1.0,-121.72243,4804.2260110378265,10.0,1.0,4999.429962915337,0.06883812
1.0209296,19.745117,18312.877,0.14071581,0.66700846,0.9972436,-19.229088,[ 0.016  0.484 -2.989 -2.064 -1.003],490.04,7700,,9.997437,1.012785,-973.6266,3126831,0.07840244,-141.34538,100,0.41318122,77,-9.765625e-06,1.2750146,-140.99629,4873.796178817749,10.0,0.9866411,4899.653638568362,137.67787
1.0,0.074645996,0.004445604,,1.0,1.0,-0.051115274,[ 0.015  0.485 -3.019 -2.065 -1.006],500.0,7800,1.0,0.017494202,1.0,-0.28094482,3176831,,-121.720894,100,0.41318122,78,-2.4414062e-06,1.0,-121.720894,4946.058874130249,10.0,1.0,4999.464660950396,0.066332124
1.0119169,10.002747,9614.056,0.09994154,0.7474592,1.0044036,-9.834376,[ 0.015  0.485 -3.019 -2.065 -1.006],495.01,7900,,9.997934,1.0099131,-983.3639,3226332,0.07223402,-131.63281,100,0.41032687,79,-9.765625e-06,1.3755844,-131.56593,5016.773111104965,10.0,0.994995,4949.464133194509,98.83181
1.0,0.08416748,0.0035756682,,1.0,1.0,-0.060343556,[ 0.014  0.483 -3.019 -2.062 -1.009],500.0,8000,1.0,0.018149376,1.0,-0.16827393,3276332,,-121.73012,100,0.41032687,80,7.202148e-05,1.0,-121.73012,5088.264872550964,10.0,1.0,4999.453320595319,0.059498772
1.0585123,9.910278,8929.803,0.10116504,0.5534761,0.996347,-9.482435,[ 0.014  0.483 -3.019 -2.062 -1.009],495.02,8100,,9.997953,1.0293231,-973.48016,3325834,0.11523909,-131.53757,100,0.4086719,81,-1.2207031e-05,1.3947881,-131.3484,5158.44170498848,10.0,1.0046506,4949.572043294901,97.838455
