MeanIW,TimestepsSoFar,ReturnStepMaxmin,EpisodesSoFar,EpLenMean,MinIW,InitialBound,J_sample_variance,MinD2w0t,Bound,MaxD2w0t,MeanD2w0t,StdIW,InitialReturnMean,EpThisIter,InitialReturnStd,StdD2w0t,MeanEntropy,MaxIW,EpRewMean,EntropyCoefficient,ReturnMeanIW,InitialReturnMax,ReturnStepMax,EmpiricalD2,InitialReturnMin,Weights,Iteration,TimeElapsed
0.6553821,41567,9.652395,1100,58.91,0.023395149,-662.2077,215355.45,,-506.11118,65.26789,0.28287616,0.8850688,1.5563965e-05,100,138.29617,1.5929565,0.8344276,12.654933,578.8611848774501,10.0,-315.2014,331.1401,9.999998,17.57718,-423.85104,[-0.509  0.353 -1.656 -1.969 -0.589],11,130.01431035995483
0.9465047,48211,9.691994,1200,66.44,0.019456051,-627.1992,215758.39,,-582.42456,9.780401,0.21670434,1.101012,2.6855469e-05,100,154.70602,0.61980766,0.81002146,17.107454,654.1678528125952,10.0,-435.91412,308.0852,10.0,3.378486,-451.2022,[-0.405  0.381 -1.651 -1.989 -0.585],12,146.2446687221527
0.6453375,56424,9.750456,1300,82.13,0.0011988755,-569.1514,267530.53,,-485.96994,39.87974,0.47857574,1.050102,2.7465821e-06,100,172.62718,1.642533,0.7497151,11.1712675,811.0518346695222,10.0,-294.16763,363.22382,10.0,13.847395,-524.7823,[-0.419  0.47  -1.683 -1.958 -0.609],13,164.064621925354
0.79365975,63386,9.705769,1400,69.62,0.00043712952,-613.2465,121277.75,,-523.99744,25.074104,0.21106736,0.6764071,-1.953125e-05,100,142.3562,0.62495446,0.71110624,3.6228776,685.9576446554433,10.0,-378.98233,320.10843,10.0,2.8726792,-467.42462,[-0.452  0.391 -1.705 -1.949 -0.669],14,181.21893548965454
0.8353324,69531,9.667012,1500,61.45,0.005159509,-639.1928,219151.95,,-582.84485,6.916031,0.24263449,0.91086036,3.0517577e-07,100,103.68173,0.7085834,0.6125479,8.852179,604.2686975202099,10.0,-417.288,232.54187,9.999999,3.2341404,-436.13977,[-0.587  0.497 -1.759 -2.01  -0.708],15,198.13532137870789
0.44634074,77040,9.727179,1600,75.09,0.0018864259,-586.4169,83620.27,,-361.69656,60.466263,0.46771514,0.66254634,-1.1291504e-05,100,107.03479,2.446847,0.5809899,13.032494,740.6566482870164,10.0,-158.08005,380.8602,10.0,30.037605,-164.20438,[-0.629  0.561 -1.799 -2.05  -0.806],16,214.09279608726501
0.8497163,85360,9.754112,1700,83.2,0.040359594,-549.1923,232269.61,,-499.9626,11.073713,0.326241,1.1353937,1.5258789e-06,100,102.88169,0.8750975,0.61552805,11.6233425,821.7704467271146,10.0,-338.47607,330.4525,10.0,5.9621816,-189.92041,[-0.549  0.591 -1.802 -2.058 -0.838],17,231.9253270626068
0.5254068,94356,9.772399,1800,89.96,0.0018731894,-526.5811,86441.555,,-368.63867,53.896294,0.5447587,0.8371556,-9.155273e-07,100,129.21306,1.8913015,0.5412043,17.449053,889.3616370555673,10.0,-165.88657,332.1942,9.999999,15.054132,-570.56177,[-0.546  0.656 -1.823 -2.026 -0.803],18,251.5934374332428
0.8728719,103679,9.780659,1900,93.23,0.023381084,-513.88947,96868.14,,-476.18475,3.6318066,0.26162857,0.7322064,-8.544922e-06,100,138.74919,0.5645971,0.48926294,5.504184,922.074926663188,10.0,-340.12485,280.64417,10.0,1.9807242,-573.91846,[-0.473  0.651 -1.81  -2.051 -0.878],19,268.44758796691895
0.82219917,113552,9.793125,2000,98.73,0.0089710355,-493.9615,140887.83,,-429.10544,34.02869,0.48204312,1.3767377,-7.385254e-05,100,120.25461,1.3952051,0.47687054,17.55708,977.0865622539651,10.0,-253.8284,304.66962,10.0,11.625781,-605.55255,[-0.471  0.673 -1.823 -2.103 -0.93 ],20,293.1742420196533
0.91602516,124399,9.811691,2100,108.47,0.027874472,-463.9305,106411.8,,-429.95706,12.018003,0.45025125,1.2409979,6.1035155e-07,100,133.70253,1.0295684,0.5044698,14.158346,1074.485754095672,10.0,-271.6946,286.0572,10.0,5.9580226,-636.7463,[-0.455  0.739 -1.83  -2.065 -0.942],21,313.59026741981506
0.77978575,136197,9.82654,2200,117.98,0.0043122387,-437.16476,96063.2,,-391.00702,12.989695,0.5278811,0.9013563,6.958008e-05,100,141.438,1.150111,0.45410028,9.110485,1169.5658712460827,10.0,-230.71187,253.29962,10.0,5.1628633,-663.92365,[-0.456  0.808 -1.826 -2.043 -0.914],22,335.8110189437866
0.77817357,148605,9.835009,2300,124.08,0.012776893,-412.22064,54455.78,,-379.93356,17.98184,0.5385827,0.72376835,4.5166016e-05,100,98.441025,1.1511558,0.48722285,10.062244,1230.5623471453625,10.0,-222.10498,248.1189,10.0,5.049935,-265.47006,[-0.498  0.834 -1.82  -1.978 -0.965],23,357.7094728946686
0.68674266,159273,9.808268,2400,106.68,0.0027585498,-463.2836,214234.62,,-375.00626,48.756203,0.6121981,1.2458965,-3.0212403e-05,100,96.51057,2.334299,0.45969632,16.815907,1056.571392327597,10.0,-194.60864,285.66266,10.0,25.134354,-173.61493,[-0.507  0.8   -1.841 -2.04  -0.932],24,378.0303409099579
0.5805339,171914,9.8382,2500,126.41,0.0049424833,-414.11594,47262.566,,-280.38702,57.13271,0.6269342,0.7940995,5.4931643e-06,100,136.56873,2.1745212,0.4639524,33.788986,1253.8709353236625,10.0,-121.89773,262.9289,10.0,19.598425,-688.24335,[-0.448  0.818 -1.843 -2.071 -0.959],25,402.8178071975708
0.85905045,185220,9.846033,2600,133.06,0.0143738,-390.10797,84758.46,,-339.26077,8.785398,0.47064444,1.0863378,8.4228515e-05,100,115.756386,0.9150474,0.49176124,9.110161,1320.354042485904,10.0,-197.40346,224.92493,10.0,5.1762486,-702.5304,[-0.382  0.804 -1.855 -2.101 -0.955],26,427.37078642845154
0.74689585,200733,9.8673935,2700,155.13,0.0033861273,-350.24756,79302.19,,-277.0221,43.959686,0.8031053,1.288394,-6.286621e-05,100,130.16782,2.304285,0.45914173,16.862164,1541.010247837602,10.0,-125.88315,221.97833,10.0,18.942978,-723.6739,[-0.367  0.848 -1.859 -2.093 -0.927],27,454.8338918685913
0.7218755,218276,9.882175,2800,175.43,0.0043839137,-308.68124,31526.627,,-258.69016,94.20925,1.2196733,1.1166564,8.850097e-06,100,120.45542,3.1880958,0.40322605,18.570196,1743.9588953631087,10.0,-98.94739,197.24896,10.0,19.401707,-795.9741,[-0.309  0.84  -1.872 -2.092 -0.96 ],28,485.64330315589905
0.6475288,237518,9.892519,2900,192.42,0.0041809664,-277.21692,12332.259,,-207.41336,70.81118,1.1596236,0.7466361,6.1035156e-05,100,83.425026,3.4888806,0.39354843,13.721848,1913.8518746203472,10.0,-61.38256,157.39648,10.0,27.614452,-225.40607,[-0.266  0.84  -1.893 -2.093 -1.016],29,517.027595281601
0.9501839,259821,9.906958,3000,223.03,0.052440915,-246.25522,25788.795,,-228.71423,3.6979375,0.61032057,1.2544208,-3.7841797e-05,100,124.04267,0.7214011,0.36636668,31.180967,2219.913178267139,10.0,-103.80575,125.524475,10.0,2.3942046,-860.2837,[-0.215  0.823 -1.897 -2.104 -1.025],30,550.8335206508636
0.9608045,284617,9.916683,3100,247.96,0.036874972,-215.94348,16682.97,,-192.84491,4.549798,0.6572942,1.2990848,-3.479004e-05,100,67.9032,0.74508655,0.35533684,15.853836,2469.256379960005,10.0,-70.546,101.96991,10.0,3.1824262,-239.60205,[-0.199  0.831 -1.908 -2.096 -1.053],31,589.3645114898682
0.8876803,312507,9.926012,3200,278.9,0.016957559,-189.14722,8238.497,,-164.46588,50.325584,1.5016384,1.1797725,2.380371e-05,100,55.664425,3.1582613,0.36914614,15.018423,2778.6606892148825,10.0,-34.702576,74.596985,10.0,21.135323,-187.01459,[-0.178  0.843 -1.92  -2.121 -1.064],32,631.1734175682068
0.8755649,342459,9.935488,3300,299.52,0.0026704227,-208.47156,25364.244,,-180.54604,79.72825,1.7942591,1.7676184,-1.2207031e-05,100,177.51082,3.821882,0.34215745,92.589325,2985.5137455710956,10.0,-50.832333,93.59497,10.0,20.340687,-899.7319,[-0.146  0.853 -1.917 -2.123 -1.05 ],33,678.3345601558685
1.0568386,380524,9.959963,3400,380.65,0.121953264,-173.7044,14907.314,,-163.35039,2.0370317,1.0057622,0.67891747,2.4414062e-06,100,159.26318,0.59791505,0.3187551,7.422229,3798.8241319878307,10.0,-40.999443,57.382263,10.0,1.7272111,-935.9846,[-0.113  0.849 -1.949 -2.133 -1.077],34,733.0897574424744
1.0573869,419370,9.960054,3500,388.46,0.011437029,-170.08945,18761.01,,-158.04538,9.557556,1.3077242,0.9193915,-5.4931643e-06,100,162.8647,1.132645,0.3056625,14.617515,3876.782023137017,10.0,-34.443043,53.516907,10.0,5.1120043,-929.85895,[-0.107  0.843 -2.008 -2.114 -1.1  ],35,787.0547251701355
1.0245343,463824,9.975813,3600,444.54,0.019244347,-145.5039,10016.779,,-137.56018,7.300493,1.2000977,0.6707753,,100,128.01628,0.7258102,0.30285642,15.978348,4439.943903393406,10.0,-16.93847,28.037476,10.0,3.1409814,-945.4778,[-0.09   0.871 -2.062 -2.129 -1.113],36,849.2578966617584
0.96066093,510226,9.980318,3700,464.02,0.06748851,-132.01799,9949.43,,-130.32458,5.5283527,1.1545064,0.37110817,3.540039e-05,100,98.78258,0.5493338,0.30090278,4.767914,4635.546953377853,10.0,-10.87016,14.287964,10.0,2.375235,-979.0751,[-0.075  0.888 -2.153 -2.139 -1.116],37,909.5222504138947
0.9768595,558444,9.991438,3800,482.18,0.20813988,-129.95692,983.2527,,-125.02862,1.3355867,1.0520186,0.2801159,-5.4931643e-06,100,72.331894,0.20974207,0.2917203,2.5035598,4819.641515711234,10.0,-5.1062374,11.659668,10.0,1.1816647,-540.2614,[-0.06   0.888 -2.153 -2.138 -1.118],38,978.3898305892944
1.0047159,607085,9.993814,3900,486.41,0.32914636,-138.62778,16414.045,,-137.4284,1.3322734,1.0124004,0.1948858,5.9204103e-05,100,136.96089,0.17355628,0.28697902,1.894625,4862.496289598708,10.0,-18.241482,20.13794,10.0,1.1139041,-973.247,[-0.061  0.901 -2.218 -2.154 -1.127],39,1046.108395576477
0.93355435,656529,9.996405,4000,494.44,0.08219702,-126.8877,1508.6919,,-124.2162,2.9413836,1.1488653,0.34522286,1.0986329e-05,100,79.90723,0.21733586,0.27633145,5.464987,4943.4032420258745,10.0,-3.9256995,8.2126465,10.0,1.4959996,-795.05035,[-0.056  0.907 -2.263 -2.164 -1.132],40,1113.741601228714
1.0165257,705731,9.991476,4100,492.02,0.40975437,-119.61278,7.0485034,,-119.45471,1.368784,1.0076586,0.12809382,-3.967285e-05,100,4.092152,0.13525006,0.2770928,2.0206225,4917.998843868971,10.0,-0.45791453,1.0699463,10.0,1.101685,-36.170166,[-0.066  0.892 -2.272 -2.153 -1.143],41,1184.452362537384
0.9946605,753583,9.991438,4200,478.52,0.36417443,-149.04791,27602.623,,-148.67488,1.223429,0.98616576,0.16894247,2.4414062e-06,100,168.76866,0.21068949,0.27285466,2.1874843,4783.053741329421,10.0,-29.453138,30.51654,10.0,1.0807023,-962.85516,[-0.06   0.892 -2.272 -2.154 -1.142],42,1253.0299820899963
1.0019796,802661,9.993549,4300,490.78,0.3620088,-127.08185,2532.638,,-124.97674,1.1615137,1.0284259,0.22810711,4.272461e-05,100,77.50685,0.14403176,0.26648667,2.0826654,4906.113318710273,10.0,-5.3092866,8.408142,10.0,1.0936539,-770.83374,[-0.056  0.882 -2.271 -2.139 -1.146],43,1318.613320350647
1.0059696,852356,9.994604,4400,496.95,0.39595443,-119.20245,0.8190478,,-119.139244,1.1665051,1.0043044,0.092464045,3.234863e-05,100,1.4122719,0.080849566,0.2670904,1.3341653,4968.049001320879,10.0,-0.096321866,0.4081421,10.0,1.0400264,-11.49939,[-0.053  0.869 -2.319 -2.126 -1.152],44,1387.0374989509583
0.9995367,901066,9.99453,4500,487.1,0.49390668,-138.72183,17556.705,,-138.10272,1.19718,0.994896,0.15370713,4.8217775e-05,100,136.9374,0.16307853,0.2652299,1.7138996,4869.561402244794,10.0,-18.872547,19.936035,10.0,1.0525783,-963.4537,[-0.049  0.869 -2.319 -2.126 -1.152],45,1447.6835551261902
0.9959544,950863,9.99548,4600,497.97,0.46940768,-119.15959,0.56915927,,-119.11281,1.1290755,1.0024843,0.08181166,6.8359375e-05,100,1.17554,0.06502551,0.26619822,1.3021002,4978.465035342617,10.0,-0.07422274,0.315979,10.0,1.0234009,-10.722351,[-0.046  0.864 -2.352 -2.128 -1.154],46,1517.4371383190155
1.000778,999378,9.995445,4700,485.15,0.18726206,-139.6351,10777.952,,-134.96443,3.3099127,1.0926678,0.3442926,-1.2817382e-05,100,123.576126,0.2570264,0.26578468,5.548347,4850.288109686587,10.0,-14.713696,20.803528,10.0,1.3625866,-972.576,[-0.043  0.864 -2.352 -2.128 -1.153],47,1587.4064409732819
0.9817873,1048078,9.993696,4800,487.0,0.3602402,-138.89662,16728.09,,-138.0687,1.2448671,1.030812,0.22263083,-0.00010314942,100,138.32915,0.1727456,0.26136017,2.2401428,4868.351850899636,10.0,-18.3503,20.148132,10.0,1.1288419,-973.2318,[-0.052  0.848 -2.393 -2.121 -1.153],48,1650.5298800468445
0.9968478,1097795,9.995735,4900,497.17,0.33173326,-119.31431,0.9773418,,-119.20119,1.2296429,1.009271,0.107575305,2.2583008e-05,100,2.0918925,0.08055431,0.26195335,1.5914717,4970.524258819335,10.0,-0.09141486,0.41906738,10.0,1.0555536,-18.984436,[-0.048  0.832 -2.387 -2.094 -1.158],49,1717.3291292190552
1.0047797,1146598,9.995956,5000,488.03,0.2844968,-139.09703,18634.467,,-138.75214,1.178319,0.997508,0.14248729,5.4931643e-06,100,138.34981,0.15763648,0.2600952,1.6355013,4879.202538321014,10.0,-19.505054,20.193665,10.0,1.0586051,-973.1819,[-0.043  0.832 -2.387 -2.094 -1.157],50,1780.1379780769348
0.9992442,1195600,9.99696,5100,490.02,0.66533965,-138.96275,18813.629,,-138.76108,1.04241,0.99168813,0.102999456,-2.1362304e-05,100,139.05496,0.14171176,0.2584133,1.4298491,4899.351623648224,10.0,-19.524523,19.992249,10.0,1.0240469,-973.3846,[-0.038  0.823 -2.386 -2.08  -1.159],51,1847.3040540218353
1.003053,1245505,9.997711,5200,499.05,0.5668714,-119.2269,0.4231481,,-119.19519,1.0484147,1.0015584,0.060459737,3.0517578e-05,100,1.0683231,0.043982822,0.25955042,1.2788863,4989.815797157093,10.0,-0.09955098,0.1951294,10.0,1.0110205,-10.608154,[-0.039  0.815 -2.385 -2.067 -1.161],52,1917.113958120346
0.9995339,1294898,9.996769,5300,493.93,0.39953095,-124.2102,390.36768,,-122.14368,1.1981966,1.0489597,0.24792072,5.6152345e-05,100,49.09948,0.12318071,0.25891295,2.2543006,4938.393069309408,10.0,-2.1693993,5.248108,10.0,1.1197339,-488.22876,[-0.037  0.815 -2.385 -2.067 -1.159],53,1979.4817671775818
1.0032635,1344304,9.996885,5400,494.06,0.52547467,-128.98476,9334.956,,-128.8414,1.081161,0.99693424,0.09705659,-2.380371e-05,100,97.831795,0.1097792,0.25927007,1.4072406,4939.720394361732,10.0,-9.696777,10.008484,10.0,1.0248909,-973.3906,[-0.037  0.801 -2.401 -2.068 -1.16 ],54,2045.7718551158905
0.9907889,1394070,9.995638,5500,497.66,0.3993281,-119.218254,0.2035637,,-119.13434,1.1290942,1.0026379,0.0917899,2.3193359e-05,100,0.9717253,0.06990861,0.26070386,1.2872158,4975.403738736604,10.0,-0.030070577,0.30822754,10.0,1.0243329,-6.2008667,[-0.034  0.801 -2.422 -2.073 -1.16 ],55,2114.165427207947
0.97097594,1443035,9.996859,5600,489.65,0.09583203,-136.67516,11903.338,,-134.98584,25.87484,1.2335371,0.6478867,4.272461e-06,100,124.03824,1.021073,0.2583914,16.287558,4895.6217357917585,10.0,-14.789286,17.710876,10.0,2.2365692,-975.6611,[-0.031  0.801 -2.422 -2.073 -1.158],56,2178.6053409576416
1.004972,1491885,9.9927845,5700,488.5,0.43724933,-129.45259,9871.182,,-129.30067,1.3353559,0.9999837,0.14010105,4.760742e-05,100,98.78754,0.15817526,0.25903127,1.8351783,4883.127795785303,10.0,-10.123801,10.669861,10.0,1.0893921,-982.70435,[-0.049  0.795 -2.441 -2.071 -1.161],57,2242.48087477684
1.0041747,1541416,9.996132,5800,495.31,0.2132201,-119.63537,1.9669889,,-119.384575,1.4962136,1.0186493,0.15540917,3.112793e-05,100,3.335367,0.112246744,0.25967473,2.050465,4952.0279337642505,10.0,-0.19962658,0.69763184,10.0,1.1075377,-29.43158,[-0.043  0.794 -2.442 -2.07  -1.16 ],58,2308.219472885132
0.9960616,1590820,9.996862,5900,494.04,0.7359673,-129.09074,9640.6045,,-129.01932,1.0177826,0.9920623,0.06590459,3.967285e-05,100,98.82324,0.10899802,0.25875226,1.2678804,4939.513343100159,10.0,-9.890464,10.124573,10.0,1.0088758,-983.2559,[-0.037  0.794 -2.443 -2.07  -1.159],59,2371.844417333603
0.9877225,1640497,9.996052,6000,496.77,0.28888863,-119.400276,1.1137681,,-119.272415,1.2518009,1.0094835,0.12320607,-1.4648437e-05,100,2.0533328,0.08625612,0.25936323,1.5963739,4966.607335396303,10.0,-0.1286934,0.45892334,10.0,1.0566167,-13.583191,[-0.035  0.789 -2.444 -2.063 -1.16 ],60,2438.8514947891235
0.9985261,1689495,9.996887,6100,489.98,0.42007315,-136.7346,12467.307,,-135.1499,2.375534,1.0603011,0.26262933,-0.00011962891,100,124.51289,0.19260162,0.25845927,3.6433945,4898.923256125917,10.0,-15.413032,17.768433,10.0,1.2350241,-975.6166,[-0.03   0.788 -2.444 -2.063 -1.16 ],61,2501.9268851280212
1.000347,1739445,9.996534,6200,499.5,0.9245559,-119.10823,0.058476657,,-119.10282,1.0011139,0.9992747,0.018151827,1.0375977e-05,100,0.24825129,0.031616267,0.25916448,1.0787119,4994.018374055951,10.0,-0.0215954,0.14605713,10.0,1.0006198,-2.031067,[-0.039  0.781 -2.481 -2.051 -1.16 ],62,2569.0042958259583
1.0155993,1789091,9.996571,6300,496.46,0.28029582,-119.507416,0.7281901,,-119.27502,1.2581856,1.0103978,0.12830594,7.3242186e-06,100,2.8394458,0.0904265,0.26001742,1.6595782,4963.635812732226,10.0,-0.12131545,0.56365967,10.0,1.0603566,-25.488647,[-0.039  0.781 -2.481 -2.051 -1.16 ],63,2634.5910391807556
1.0026709,1837954,9.996975,6400,488.63,0.44997174,-138.93645,18363.371,,-138.60437,1.0621786,0.99035877,0.12879981,-4.272461e-06,100,137.64853,0.15133719,0.25560734,1.5324799,4885.446769200579,10.0,-19.34428,19.97882,10.0,1.0294774,-963.4318,[-0.033  0.78  -2.481 -2.052 -1.159],64,2696.130101442337
0.99461424,1887344,9.997082,6500,493.9,0.41016018,-129.05652,8799.772,,-128.72533,1.1261401,1.0038447,0.12366085,1.3427734e-05,100,97.83194,0.112515934,0.25479206,1.4321635,4938.163589064511,10.0,-9.43205,10.031189,10.0,1.039758,-973.362,[-0.031  0.781 -2.496 -2.055 -1.163],65,2768.134139060974
0.9902061,1936553,9.996664,6600,492.09,0.23908524,-129.52109,9844.661,,-129.24522,1.2380233,0.99740326,0.121927835,-4.272461e-05,100,98.862114,0.12833735,0.2533038,1.4861139,4919.964197445835,10.0,-10.030585,10.522461,10.0,1.0425402,-982.8646,[-0.028  0.779 -2.536 -2.058 -1.164],66,2838.686698913574
0.99975467,1986553,0.016365051,6700,500.0,0.974608,-119.20308,0.0061439807,1.0,-119.19964,1.0000006,1.0,0.0070823906,0.00014099121,100,0.07795811,6.188788e-08,0.2536524,1.0280827,4999.438656197992,10.0,-0.06638356,0.11071777,10.0,1.0,-0.18121338,[-0.023  0.778 -2.536 -2.058 -1.166],67,2904.5573909282684
1.0000262,2036553,0.016774178,6800,500.0,0.99271744,-119.18409,0.005285853,1.0,-119.18369,1.0,1.0,0.0015577686,2.4414063e-05,100,0.072325,,0.253694,1.0057747,4999.43284475865,10.0,-0.050854273,0.09423828,10.0,1.0,-0.25689697,[-0.023  0.778 -2.536 -2.058 -1.165],68,2964.6435067653656
1.0076779,2085555,9.997572,6900,490.02,0.73631907,-139.01247,19156.963,,-138.90549,1.036146,0.9859324,0.0840553,-3.173828e-05,100,139.06134,0.14077166,0.2521949,1.5470599,4899.485678558519,10.0,-19.686487,19.956177,10.0,1.012795,-973.4293,[-0.023  0.778 -2.536 -2.058 -1.165],69,3029.4887783527374
0.9989933,2135555,0.0153512955,7000,500.0,0.9485626,-119.20183,0.004803329,1.000001,-119.19777,1.0004783,1.00024,0.014660189,2.380371e-05,100,0.06889893,0.0001377711,0.25289804,1.0524242,4999.471894512725,10.0,-0.054081865,0.08618164,10.0,1.0004772,-0.21331787,[-0.024  0.773 -2.536 -2.05  -1.167],70,3093.8390073776245
1.0008237,2185056,9.997934,7100,495.01,0.8815625,-129.11223,9845.591,,-129.09984,1.002313,0.99095696,0.031731732,2.0141602e-05,100,98.83096,0.09949607,0.25423324,1.144406,4949.470586700817,10.0,-9.961179,10.035461,10.0,1.0019106,-983.35547,[-0.024  0.773 -2.536 -2.05  -1.166],71,3169.6863186359406
0.99950063,2234557,9.998022,7200,495.01,0.75522816,-129.09,9700.025,,-129.04402,1.0083292,0.9932664,0.054281596,-3.967285e-05,100,98.83229,0.099743895,0.25491422,1.2164195,4949.49270294663,10.0,-9.878097,10.0182495,10.0,1.0063154,-983.3688,[-0.025  0.772 -2.536 -2.05  -1.165],72,3243.03440618515
0.98712885,2284060,9.997519,7300,495.03,0.3643942,-126.790825,2377.6626,,-124.95563,2.867147,1.0932791,0.35010874,9.521484e-05,100,75.96385,0.18239036,0.24971583,6.5212994,4949.568226497079,10.0,-4.9874744,7.7473755,10.0,1.3055751,-755.82794,[-0.025  0.767 -2.536 -2.042 -1.164],73,3325.728380203247
0.96648115,2332805,9.996738,7400,487.45,0.30590117,-139.2632,15145.639,,-137.83943,1.4269586,1.0626167,0.30242923,-3.6621093e-06,100,137.65036,0.1811253,0.24715964,3.2275875,4873.585923573147,10.0,-17.672071,20.207397,10.0,1.2012956,-963.1976,[-0.035  0.767 -2.56  -2.052 -1.169],74,3409.90532040596
1.0076154,2382130,9.997047,7500,493.25,0.43060628,-129.34238,9798.817,,-129.25374,1.1229143,0.9942624,0.10344762,5.126953e-05,100,98.82449,0.11709482,0.24584948,1.2972857,4931.659019366945,10.0,-9.996408,10.234985,10.0,1.0246147,-983.1386,[-0.029  0.75  -2.538 -2.019 -1.172],75,3477.5404653549194
1.0144678,2431499,9.997528,7600,493.69,0.39916384,-129.2484,7770.061,,-128.48856,1.1128819,1.0148606,0.16885814,2.8686523e-05,100,97.83673,0.11614092,0.24222042,1.7257711,4936.172101190344,10.0,-8.911163,10.111938,10.0,1.0592119,-973.2867,[-0.026  0.748 -2.539 -2.017 -1.173],76,3550.8084404468536
0.99764377,2481499,0.017672539,7700,500.0,0.94280493,-119.30006,0.0037430988,1.0000012,-119.295815,1.0005972,1.0002922,0.01772954,4.333496e-05,100,0.06089343,0.00017229737,0.24300905,1.0716821,4999.491383477925,10.0,-0.052536763,0.07611084,10.0,1.0005964,-0.22894287,[-0.023  0.753 -2.574 -2.03  -1.177],77,3627.1891248226166
0.99144924,2530980,9.997616,7800,494.81,0.41232187,-129.1001,6710.644,,-128.13751,1.1172447,1.039866,0.23135285,1.7700195e-05,100,97.83742,0.11053095,0.23746635,2.6249685,4947.390039725567,10.0,-8.222375,9.937561,10.0,1.1014818,-973.46844,[-0.023  0.753 -2.574 -2.03  -1.176],78,3706.8394429683685
