EpLenMean,Bound,InitialReturnMean,MinIW,EpisodesSoFar,EpRewMean,MaxD2w0t,J_sample_variance,InitialReturnStd,InitialReturnMax,InitialBound,ReturnStepMaxmin,Iteration,MeanEntropy,TimeElapsed,MeanIW,ReturnStepMax,TimestepsSoFar,ReturnMeanIW,MinD2w0t,EmpiricalD2,MeanD2w0t,StdD2w0t,Weights,MaxIW,StdIW,InitialReturnMin,EpThisIter
5.72,-756.8894,1.4495849e-06,0.060592577,5600,47.173540862668325,4.2788815,208462.7,16.517857,58.490074,-819.7317,6.49426,56,-1.7314277,178.333425283432,0.90877813,8.247123,29126,-702.2762,,1.4583286,0.013622127,0.12914833,[-0.527 -0.233 -0.651  1.4   -3.044],2.9649868,0.5802092,-36.178505,100
5.86,-637.85394,-5.7983398e-06,0.0097826505,5700,48.57088182246153,179.69138,255656.53,18.28521,57.099594,-822.7748,6.577094,57,-1.7373048,180.79138922691345,0.69133633,8.288546,29712,-533.44836,,13.804368,0.039928216,1.3141414,[-0.514 -0.273 -0.596  1.433 -3.15 ],3.9808912,0.64084756,-37.480114,100
5.49,-742.9845,-2.822876e-06,0.0033992473,5800,44.87220851484543,105.72123,808820.2,16.906128,69.58623,-815.86487,6.3468914,58,-1.6858361,184.04543590545654,0.8086549,8.173444,30261,-615.0681,,11.666773,0.03617916,0.89681417,[-0.52  -0.278 -0.591  1.465 -3.156],10.245029,1.2079527,-33.96406,100
5.76,-803.56537,9.3460085e-07,0.47481897,5900,47.57434439902092,1.4981799,27281.355,17.851797,39.9472,-817.01337,6.5188723,59,-1.708378,186.40632319450378,0.98058623,8.259435,30837,-759.1722,,1.0600452,0.011818281,0.1096086,[-0.511 -0.333 -0.541  1.525 -3.105],1.7368374,0.20769924,-36.536953,100
5.68,-728.81396,-6.4849854e-07,0.0030544905,6000,46.77428883619262,6.63281,508404.8,18.528988,58.8685,-818.8687,6.4698277,60,-1.7225636,189.54033279418945,0.85942686,8.23491,31405,-662.92334,,2.104589,0.015323037,0.15512873,[-0.512 -0.317 -0.553  1.519 -3.127],7.256238,0.9060315,-35.756786,100
5.55,-776.5435,3.2043456e-06,0.030318385,6100,45.47306292658297,25.350655,416378.66,18.032412,51.068996,-813.9878,6.386695,61,-1.710914,193.5088984966278,0.90325797,8.193344,31960,-695.95264,,4.126284,0.018939784,0.32511535,[-0.619 -0.242 -0.481  1.452 -3.141],5.944998,0.8217012,-34.519737,100
5.66,-732.65173,5.722046e-07,0.045285527,6200,46.57149536191449,11.475548,348762.5,14.8925085,58.97067,-818.2925,6.456361,62,-1.7080083,195.92365956306458,0.85287094,8.228179,32526,-657.99115,,2.6547272,0.015633497,0.1867768,[-0.64  -0.237 -0.493  1.472 -3.13 ],4.7713714,0.74681056,-25.74224,100
5.93,-661.9132,-5.722046e-07,0.0054592416,6300,49.2724106056764,152.83849,632718.75,19.249493,74.26132,-827.5471,6.6180143,63,-1.7186613,198.76215934753418,0.73814094,8.309007,33119,-570.4254,,9.904886,0.031975742,0.9476657,[-0.64  -0.232 -0.494  1.487 -3.127],7.398452,0.998618,-28.251633,100
5.89,-619.4553,3.1280517e-06,0.000806964,6400,48.87073567557845,258.76187,575918.56,17.72425,56.87324,-823.38983,6.5944796,64,-1.7763501,202.76681232452393,0.64018893,8.297239,33708,-494.46713,,23.86935,0.06278685,2.2118092,[-0.653 -0.201 -0.521  1.439 -3.137],7.87189,0.9495434,-37.780144,100
5.47,-755.16174,-1.5640259e-06,0.062080916,6500,44.67222520110288,5.1093016,308849.47,15.576523,60.8471,-813.67896,6.3335533,65,-1.8027521,206.75673532485962,0.9082336,8.166769,34255,-696.9908,,1.7068475,0.012958931,0.13247931,[-0.676 -0.284 -0.499  1.529 -3.195],5.9739943,0.70829195,-33.791775,100
5.89,-779.35614,-2.1362305e-06,0.015438383,6600,48.8724354991801,44.318485,526594.4,17.23003,65.742584,-825.0895,6.595063,66,-1.8072798,210.06467747688293,0.8872963,8.297527,34844,-688.89594,,5.790852,0.023127971,0.44372484,[-0.673 -0.269 -0.498  1.531 -3.222],5.5119867,0.91616553,-37.789764,100
5.59,-597.02783,-2.2888183e-07,0.0052881483,6700,45.87543565931342,268.0393,317509.28,15.945625,59.700726,-816.72266,6.4133987,67,-1.8057517,213.8063497543335,0.65153694,8.206697,35403,-498.48056,,13.194096,0.037990153,1.6808882,[-0.662 -0.268 -0.5    1.551 -3.226],5.266899,0.71413416,-25.058094,100
5.48,-733.6388,-3.890991e-06,0.004649558,6800,44.77175378373568,65.29839,372553.12,16.713028,60.751366,-813.94556,6.340065,68,-1.8026665,216.13305854797363,0.8414426,8.170029,35951,-643.9324,,8.503763,0.028060675,0.7071824,[-0.665 -0.275 -0.504  1.532 -3.225],5.766528,0.78318477,-23.982353,100
5.57,-720.0236,3.1280517e-06,0.006434872,6900,45.67474992138969,143.06277,731192.8,13.396517,32.465687,-810.5683,6.400275,69,-1.8065729,218.26009249687195,0.8181941,8.200135,36508,-628.15845,,11.774253,0.035175584,0.97930133,[-0.664 -0.278 -0.51   1.512 -3.222],7.0462694,1.0878344,-24.906063,100
5.24,-728.38763,1.6784668e-06,0.009320922,7000,42.374592045636874,20.693052,632611.94,16.598444,63.027527,-807.5055,6.173519,70,-1.8108792,220.26324892044067,0.861845,8.086755,37032,-655.5176,,4.513069,0.018790489,0.29952076,[-0.658 -0.275 -0.498  1.533 -3.225],6.4670773,1.0246623,-31.56784,100
5.92,-761.27454,6.1035155e-07,0.00073303434,7100,49.17338290391802,104.04927,496906.78,17.162266,56.54424,-824.0426,6.6126337,71,-1.8143817,222.71326398849487,0.8509845,8.306314,37624,-658.25476,,11.39358,0.034951124,0.96172047,[-0.65  -0.29  -0.48   1.564 -3.23 ],5.5443387,0.8975994,-28.198017,100
5.48,-770.57825,-7.6293944e-08,0.0052427864,7200,44.773333781435475,9.384399,653953.0,16.329018,51.73014,-812.2164,6.3406525,72,-1.8106146,224.9580888748169,0.93015546,8.170317,38172,-712.31903,,2.3577302,0.014446697,0.16742396,[-0.657 -0.291 -0.492  1.541 -3.233],9.824888,1.0522728,-33.872864,100
5.54,-799.58997,4.2533875e-06,0.13937965,7300,45.37465799290674,1.977216,173616.83,15.600254,41.987015,-811.8621,6.380747,73,-1.8229612,226.76804447174072,0.98003924,8.190372,38726,-753.55194,,1.3158712,0.0119334385,0.11394449,[-0.655 -0.295 -0.502  1.528 -3.23 ],3.2977018,0.534622,-34.467567,100
5.92,-675.7482,-2.9754638e-06,0.0017252491,7400,49.17426995888782,304.50775,586527.7,17.05588,65.53352,-825.73724,6.612932,74,-1.8228962,228.80473446846008,0.7293282,8.306465,39318,-562.36505,,16.31773,0.04538245,1.8189843,[-0.66  -0.299 -0.523  1.522 -3.242],7.5898485,0.9713653,-28.19815,100
5.72,-753.30023,-4.7683716e-07,0.0014100356,7500,47.17425725891173,164.5917,577074.56,15.725492,67.40668,-821.3989,6.494499,75,-1.8407987,232.72344207763672,0.8509839,8.247248,39890,-654.65466,,11.321499,0.034633514,1.2124346,[-0.663 -0.305 -0.528  1.501 -3.242],9.1301,0.97380453,-36.191105,100
5.65,-794.3943,-8.392334e-07,0.30995703,7600,46.47534006626422,1.3802309,48463.273,16.377205,68.08839,-819.8163,6.4514523,76,-1.8648925,234.98679971694946,0.9650574,8.225724,40455,-744.78644,,1.0732813,0.011559826,0.10821104,[-0.656 -0.312 -0.525  1.481 -3.26 ],2.1078067,0.27808955,-25.625736,100
5.36,-714.29663,-4.8065185e-06,0.006187547,7700,43.57413055368619,91.1819,646024.5,16.208918,52.892212,-809.08966,6.259013,77,-1.8730509,237.23005533218384,0.8071359,8.129502,40991,-615.2596,,9.242937,0.029325908,0.80900055,[-0.664 -0.325 -0.537  1.487 -3.284],8.865413,1.0368973,-32.730087,100
5.66,-792.0691,7.05719e-06,0.17317761,7800,46.57433838733651,1.9677942,26462.895,16.201385,67.96119,-820.0303,6.457366,78,-1.8808755,239.58283114433289,0.9575497,8.228682,41557,-739.61017,,1.0616919,0.011772732,0.11031079,[-0.663 -0.329 -0.529  1.512 -3.292],1.6481466,0.20592937,-35.60421,100
5.43,-710.54663,-3.1661987e-06,0.005156147,7900,44.27159674005901,96.74196,532339.1,16.550493,43.093662,-809.04626,6.3062983,79,-1.8808796,241.75098943710327,0.81547874,8.153149,42100,-623.4832,,7.2735767,0.025122944,0.6589705,[-0.669 -0.365 -0.558  1.537 -3.3  ],6.8296146,0.93265086,-33.393402,100
6.09,-787.60315,-1.8692017e-06,0.034936946,8000,50.87117661562885,7.560646,294605.0,19.920965,54.991764,-827.4017,6.7064676,80,-1.8811983,244.1155242919922,0.9285729,8.353231,42709,-725.88086,,2.0250263,0.015121716,0.15867642,[-0.675 -0.365 -0.568  1.517 -3.3  ],4.880145,0.6752976,-39.64707,100
