EpisodesSoFar,InitialReturnStd,StdD2w0t,EpThisIter,MaxIW,J_sample_variance,MeanD2w0t,EmpiricalD2,StdIW,InitialBound,TimeElapsed,MeanEntropy,InitialReturnMin,EpLenMean,MinIW,Iteration,ReturnStepMax,InitialReturnMean,ReturnMeanIW,ReturnStepMaxmin,MaxD2w0t,TimestepsSoFar,Bound,Weights,InitialReturnMax,EpRewMean,MinD2w0t,MeanIW
16400,94.601494,0.84411067,100,6.559725,282554.38,0.12576658,6.38333,0.777896,-776.29315,1119.4260845184326,-1.8027333,-255.2671,36.71,0.011557193,164,9.72383,1.373291e-05,-532.2777,9.44766,94.701805,345310,-678.17883,[-1.32   0.885  0.064 -0.946 -3.242],234.74551,356.96164888411363,,0.81571937
16500,90.90369,0.4760095,100,5.523821,88238.17,0.09181086,2.7678869,0.42037192,-768.02594,1128.2822952270508,-1.7890794,-155.831,38.04,0.010863865,165,9.733679,1.0681152e-05,-601.71985,9.467358,37.902367,349114,-724.0346,[-1.347  0.895  0.048 -0.946 -3.222],229.75043,370.26905932177374,,0.9065139
16600,89.97746,0.34273106,100,3.3690434,158787.27,0.08689951,1.7652915,0.56522006,-782.41675,1136.7368893623352,-1.7714124,-147.08122,35.53,0.17858168,166,9.71468,3.967285e-06,-633.92633,9.429359,8.088907,352667,-756.1345,[-1.34   0.904  0.041 -0.957 -3.208],232.91626,345.1625002126906,,0.9369245
16700,95.08118,1.9737527,100,11.65139,455067.2,0.18586278,17.96862,0.91455054,-786.6607,1144.7031180858612,-1.7695311,-261.87408,34.88,0.0008011333,167,9.709343,1.2512207e-05,-476.4879,9.418686,274.09125,356155,-654.2387,[-1.332  0.911  0.041 -0.958 -3.19 ],233.20422,338.6617727704334,,0.7068661
16800,98.23462,1.6236309,100,10.002953,358893.62,0.16421548,15.635686,0.81511563,-794.58264,1157.3992109298706,-1.77868,-252.07367,33.56,0.0004574257,168,9.698041,-6.2561035e-06,-384.69476,9.396082,250.5509,359511,-567.86584,[-1.351  0.923  0.025 -0.948 -3.188],233.16782,325.4662278419679,,0.5837808
16900,106.4648,0.5351444,100,2.4978883,125684.82,0.087622344,2.2629702,0.43413895,-782.6206,1171.5232570171356,-1.7731624,-277.6451,35.94,0.05146036,169,9.717923,-3.0517579e-06,-617.4569,9.435846,67.5076,363105,-739.51776,[-1.352  0.92   0.01  -0.968 -3.198],241.75308,349.26213364911234,,0.9007089
17000,105.20783,0.29771248,100,3.3072977,126510.29,0.07786311,1.4248996,0.49328804,-800.9406,1179.6920025348663,-1.8141046,-250.49019,33.52,0.064546,170,9.697789,8.239746e-06,-637.4538,9.395578,4.4376717,366457,-760.1837,[-1.341  0.928  0.007 -0.973 -3.192],316.65216,325.0698105117059,,0.9172943
17100,107.25356,1.1163027,100,9.136514,403304.78,0.16471326,7.8183045,0.85056794,-778.53436,1188.8407220840454,-1.8131939,-282.629,36.66,0.009359742,171,9.7234535,-9.002685e-06,-516.8261,9.446907,63.40431,370123,-683.4217,[-1.334  0.934  0.004 -0.974 -3.233],241.466,356.46169990535714,,0.75471205
17200,112.775154,0.41150886,100,5.8913283,297551.7,0.097047985,2.3046885,0.7419326,-793.3945,1197.3121016025543,-1.7968081,-270.6326,35.09,0.06919158,172,9.711356,1.8920899e-05,-593.7383,9.422712,11.062035,373632,-734.37195,[-1.334e+00  9.467e-01 -2.240e-03 -9.693e-01 -3.232e+00],330.57556,340.7714043876222,,0.8744481
17300,103.24519,1.0084486,100,35.365524,345808.0,0.15075943,7.6038747,0.9183311,-807.137,1205.8502442836761,-1.7997379,-254.48169,32.65,0.0031096686,173,9.689581,3.6621093e-06,-524.2109,9.379162,59.733692,376897,-715.7897,[-1.324  0.927  0.008 -0.958 -3.216],346.66428,316.36473735738105,,0.7806896
17400,116.77477,0.2848492,100,3.6672316,148719.22,0.08080997,1.4267206,0.5575956,-779.30707,1214.8763296604156,-1.8010491,-267.95456,37.68,0.16545,174,9.731027,-2.1362305e-06,-650.94073,9.462053,2.6494937,380665,-766.12714,[-1.316  0.909  0.019 -0.958 -3.219],328.8777,366.66489293887435,,0.97988665
17500,94.31755,1.4772812,100,8.870796,500365.53,0.16886769,14.470155,1.0667986,-789.39355,1223.1090898513794,-1.7998003,-250.35457,34.66,0.0050634146,175,9.707603,6.408691e-06,-513.41644,9.415207,173.42264,384131,-697.13666,[-1.314  0.911  0.02  -0.968 -3.22 ],253.99963,336.46547923090094,,0.78751945
17600,114.018196,1.1202949,100,7.3710685,233065.12,0.17643207,7.392567,0.81814927,-773.773,1232.910585641861,-1.8086647,-284.632,38.6,0.0119762765,176,9.737277,5.7983398e-06,-419.43112,9.474554,59.711365,387991,-603.1459,[-1.302  0.902  0.022 -0.981 -3.219],336.6765,375.8589011309275,,0.6813384
17700,116.1208,0.8894246,100,4.956984,236893.33,0.17988892,5.957618,0.63950175,-743.9137,1240.3642256259918,-1.8137578,-316.05435,43.34,0.0044652848,177,9.765743,-2.6550293e-05,-407.83224,9.5314865,29.051409,392325,-582.1823,[-1.33   0.914 -0.009 -1.005 -3.228],271.29913,423.24703978000105,,0.64022315
17800,114.84128,2.32059,100,12.813831,461234.78,0.21431129,24.941082,1.0635259,-763.14197,1248.8542733192444,-1.8329859,-293.59085,39.95,0.0014704241,178,9.745811,3.8146973e-06,-425.60883,9.491623,286.70325,396320,-622.1071,[-1.305  0.902  0.026 -0.983 -3.233],273.52036,389.3450693617393,,0.6896505
17900,104.20541,2.6192262,100,7.454632,274938.94,0.19423293,21.626104,0.76814306,-768.2212,1258.7924075126648,-1.8395828,-283.36945,38.16,0.0038550785,179,9.734281,2.7465821e-06,-421.17508,9.468561,391.71326,400136,-598.7253,[-1.297  0.9    0.015 -1.003 -3.252],216.53943,371.4600044706478,,0.66370845
18000,96.3804,0.3047488,100,5.522768,232193.44,0.083893925,1.8112314,0.730388,-780.9385,1268.6611459255219,-1.8427683,-152.82639,36.49,0.05766331,180,9.722205,-5.4931643e-06,-595.04565,9.44441,3.9265227,403785,-712.2384,[-1.319  0.907  0.004 -0.992 -3.259],286.01212,354.76311320206923,,0.8967541
18100,105.28436,0.8443635,100,4.4647865,237342.0,0.13915218,3.871703,0.67213106,-760.0599,1278.5096633434296,-1.8388661,-173.27466,39.65,0.0024200473,181,9.744075,-1.0070801e-05,-532.47266,9.48815,49.680782,407750,-677.728,[-1.324  0.914 -0.011 -1.009 -3.262],216.26007,386.3524458427775,,0.81194806
18200,103.44234,1.2671006,100,7.3412213,464901.66,0.21196793,11.293556,0.9537678,-760.6686,1287.5498099327087,-1.8515626,-295.10925,39.86,0.0028625461,182,9.745375,-4.272461e-06,-467.64624,9.490749,53.485836,411736,-657.66614,[-1.325  0.902 -0.008 -1.007 -3.258],255.0261,388.4504724267432,,0.7229204
18300,103.26077,1.2110394,100,12.175545,511201.66,0.15885127,12.099217,0.99419385,-771.03064,1296.8796718120575,-1.8489097,-291.04877,37.81,0.0010111495,183,9.73177,-6.408691e-06,-488.83194,9.463539,148.22765,415517,-649.91833,[-1.319e+00  9.062e-01  2.909e-03 -9.918e-01 -3.271e+00],232.96133,367.95801882860343,,0.74669516
18400,100.482414,1.0005245,100,4.552672,253276.0,0.16480182,7.5101075,0.7072166,-751.6045,1306.6249129772186,-1.8430992,-167.06781,41.16,0.0008581064,184,9.753727,-1.1291504e-05,-435.56476,9.507454,62.500782,419633,-582.9452,[-1.318  0.906 -0.015 -1.011 -3.268],228.46954,401.4632603865505,,0.69437265
18500,105.47777,2.1162412,100,9.660795,540037.06,0.20345926,20.18688,1.2692337,-737.15393,1317.4347970485687,-1.8493336,-191.5614,43.68,0.0013521903,185,9.767774,-1.2207031e-06,-446.6873,9.535547,255.41376,424001,-609.46387,[-1.344  0.922 -0.037 -1.014 -3.262],212.45981,426.65620501235725,,0.76813596
18600,103.00807,0.4671091,100,6.3802643,169097.98,0.11106865,2.5483973,0.6360644,-754.6635,1327.5102813243866,-1.8512179,-173.2885,40.89,0.023859307,186,9.751602,-1.0986329e-05,-578.6424,9.503204,17.2864,428090,-715.9807,[-1.326  0.916 -0.03  -1.027 -3.268],248.26907,398.7428675406614,,0.89229935
18700,109.092354,0.5615497,100,6.660285,492967.9,0.12254707,5.5887537,0.93347996,-749.6107,1336.5984535217285,-1.8522584,-316.8592,41.76,0.013168126,187,9.757117,-4.119873e-06,-550.9939,9.514235,29.116152,432266,-684.58167,[-1.322  0.924 -0.034 -1.028 -3.27 ],234.44821,407.45712692219735,,0.84069914
18800,101.02254,0.38589048,100,4.078096,133286.84,0.10563363,1.8954177,0.4873128,-753.07526,1346.3908433914185,-1.8547682,-180.30792,40.57,0.045404177,188,9.750119,1.7700195e-05,-543.6549,9.500238,6.8092217,436323,-667.8549,[-1.337  0.928 -0.036 -1.018 -3.271],199.64963,395.5622663744621,,0.8345133
18900,114.081894,0.5159126,100,5.960287,374047.56,0.12503761,3.2872362,0.93320864,-763.6075,1356.541207075119,-1.8685011,-294.02197,40.0,0.027191767,189,9.746393,6.1035157e-06,-555.29407,9.492786,11.271094,440323,-701.4078,[-1.346  0.943 -0.054 -1.028 -3.274],289.32523,389.85563446264996,,0.85309255
19000,103.21409,0.32663962,100,6.060465,186625.84,0.088062346,1.9288653,0.6197268,-770.259,1366.0220322608948,-1.8680836,-284.6468,38.32,0.028291736,190,9.735348,-4.577637e-06,-608.0751,9.4706955,10.039906,444155,-727.74084,[-1.34   0.95  -0.052 -1.021 -3.288],269.77612,373.0583451102456,,0.91451627
19100,95.02957,1.2361629,100,20.614967,645797.3,0.19191162,10.138503,1.0867301,-764.0045,1375.1001598834991,-1.8714147,-174.87598,38.35,0.010170853,191,9.7356825,1.6479493e-05,-440.2221,9.471365,55.250324,447990,-621.08777,[-1.356  0.951 -0.06  -1.019 -3.287],189.01746,373.36322906358674,,0.67490983
19200,123.87589,1.0956118,100,8.972237,550458.56,0.13325089,8.77845,1.0178615,-768.67163,1384.4329726696014,-1.8769543,-170.3348,39.74,0.0057230806,192,9.744903,-1.0528564e-05,-477.5287,9.489805,144.67801,451964,-622.57166,[-1.353  0.958 -0.056 -1.007 -3.29 ],323.76642,387.2622947521707,,0.73553085
19300,115.81728,0.58077294,100,7.6253405,470087.56,0.12409268,5.276262,0.9571698,-781.93604,1393.7996323108673,-1.8854673,-261.66415,36.72,0.019053994,193,9.723681,-2.166748e-05,-476.05276,9.447363,27.243042,455636,-620.7721,[-1.333  0.951 -0.051 -1.015 -3.296],278.7625,357.05348831519984,,0.7268086
19400,109.38047,2.60454,100,9.824921,343432.72,0.21154816,24.634377,0.9084378,-768.2098,1403.7186760902405,-1.8899828,-169.71484,39.23,0.00043135547,194,9.741437,-3.112793e-05,-434.3324,9.482874,348.8671,459559,-632.78186,[-1.344  0.957 -0.071 -1.036 -3.304],309.4104,382.1564353668629,,0.6917607
19500,129.77835,0.73911595,100,8.994325,235323.53,0.15238862,3.6085126,0.7161917,-752.4179,1413.4644916057587,-1.9033217,-307.18033,42.39,0.017593035,195,9.760658,4.8828124e-06,-507.876,9.521317,28.451538,463798,-662.1128,[-1.331  0.954 -0.075 -1.052 -3.309],284.04443,413.75416503102514,,0.81097704
19600,116.46972,0.40831742,100,5.2931223,115847.35,0.10740707,1.9461979,0.4814203,-747.51416,1423.6603803634644,-1.9049585,-309.96512,42.41,0.04377665,196,9.760784,1.2969971e-05,-572.34247,9.521568,15.710506,468039,-704.78735,[-1.324  0.937 -0.052 -1.045 -3.322],240.15573,413.95472337767836,,0.89531595
19700,111.90773,1.4450768,100,5.4736695,295580.53,0.19277304,9.957043,0.775748,-725.4559,1433.5300195217133,-1.9091756,-206.34761,46.16,0.0044623115,197,9.780322,2.3040771e-05,-398.877,9.560644,150.73494,472655,-553.2963,[-1.324  0.927 -0.044 -1.041 -3.324],228.09354,451.45952248483553,,0.6682975
19800,118.50548,0.4300134,100,8.610049,306180.38,0.11802413,3.2120376,0.9013292,-739.37195,1444.6479539871216,-1.918613,-332.24445,44.4,0.005378842,198,9.771817,1.8615723e-05,-535.50543,9.543634,17.009771,477095,-666.6643,[-1.353  0.941 -0.07  -1.046 -3.328],287.97812,433.86847089832327,,0.8816753
19900,119.126915,1.7851174,100,10.080486,314604.25,0.2060821,20.497225,0.86687577,-764.8322,1454.5376880168915,-1.9196718,-301.50278,39.78,0.0036677995,199,9.7452345,1.4648437e-05,-416.7366,9.490469,176.99538,481073,-601.87085,[-1.337  0.934 -0.061 -1.051 -3.337],271.31058,387.66535455485376,,0.67744523
20000,107.8209,1.4795495,100,11.699198,337139.7,0.17805308,16.410295,0.8139152,-744.6561,1464.4317908287048,-1.9191967,-99.02132,43.31,0.00052016415,200,9.765896,1.9378662e-05,-425.86996,9.531792,124.532455,485404,-608.66895,[-1.329  0.932 -0.065 -1.069 -3.339],297.36517,422.9608535154548,,0.67299104
20100,116.258835,1.2098824,100,5.932847,244968.22,0.1682316,6.735273,0.71038884,-762.2923,1474.129390001297,-1.9280622,-286.01022,40.4,0.0066539436,201,9.748739,-1.5716552e-05,-486.3445,9.4974785,67.48437,489444,-656.4131,[-1.34   0.931 -0.059 -1.051 -3.338],291.50558,393.84892670077863,,0.76081306
20200,115.06543,2.3774977,100,11.910669,262686.84,0.23896833,26.507563,0.8667964,-729.2172,1484.3983809947968,-1.9228475,-331.0545,45.6,0.0016271517,202,9.777816,-1.876831e-05,-307.5913,9.555632,273.3826,494004,-496.50394,[-1.36   0.931 -0.079 -1.059 -3.347],236.07684,445.86806909429527,,0.5391647
20300,113.24634,0.75034165,100,17.684277,608409.9,0.13750435,7.773353,1.1481731,-747.44476,1494.8897075653076,-1.9391232,-185.03929,42.93,0.0035366458,203,9.763634,3.5095214e-05,-512.85724,9.527267,52.33483,498297,-665.43054,[-1.364  0.929 -0.067 -1.035 -3.342],300.43625,419.1526881117362,,0.8160206
20400,114.57887,0.9922258,100,7.2784176,324723.88,0.18215556,6.6429706,0.87284076,-720.39124,1505.8850045204163,-1.9589894,-213.4744,47.39,0.0004700085,204,9.785843,-2.456665e-05,-430.03,9.571686,47.94277,503036,-593.38074,[-1.35   0.928 -0.066 -1.048 -3.358],249.22336,463.7508555682952,,0.7238175
20500,106.475365,1.0940756,100,9.342072,346785.06,0.15823139,12.136317,0.9102063,-751.49994,1515.9718208312988,-1.9533901,-168.93326,41.62,0.0068107303,205,9.756297,-2.8686523e-05,-428.7961,9.512594,90.14664,507198,-591.5385,[-1.322  0.918 -0.036 -1.038 -3.378],252.72131,406.0569944307266,,0.6866458
20600,108.66781,1.6207417,100,16.770334,918225.4,0.18652266,17.73345,1.4122658,-750.2059,1526.0203783512115,-1.954102,-309.02353,42.09,0.0003573519,206,9.759065,-7.6293945e-06,-516.01,9.518129,174.74074,511407,-686.8115,[-1.335  0.92  -0.038 -1.024 -3.372],278.33102,410.75897617033706,,0.8183542
20700,117.214516,2.3232512,100,7.6949263,378832.88,0.2021546,22.377468,0.94451225,-736.7604,1535.6977229118347,-1.954102,-185.35837,44.42,0.00561776,207,9.771691,-1.2512207e-05,-414.57095,9.543383,355.19717,515849,-588.9758,[-1.325  0.919 -0.04  -1.041 -3.373],236.33578,434.0581925640256,,0.6925075
20800,116.214,0.39845082,100,8.242691,411382.2,0.09808281,2.917919,0.8628922,-761.37506,1545.1594479084015,-1.9592953,-171.23329,40.99,0.022591708,208,9.752495,-6.408691e-06,-532.08374,9.50499,28.221418,519948,-659.92584,[-1.338  0.919 -0.038 -1.024 -3.373],345.8621,399.75473683888134,,0.8231208
20900,111.598015,1.8472376,100,9.150409,294579.47,0.20354368,11.521973,0.7984952,-738.00146,1555.3118793964386,-1.9540352,-192.35281,43.95,0.0019968322,209,9.769137,1.3275147e-05,-472.2442,9.538275,125.3554,524343,-633.5724,[-1.334  0.926 -0.042 -1.038 -3.378],237.8895,429.3533826097708,,0.7595883
21000,94.3648,1.5105207,100,8.135325,334479.28,0.15791321,13.432173,0.8672406,-757.96,1565.888825893402,-1.952086,-86.74272,39.92,0.010052925,210,9.74599,-1.3122559e-05,-445.79932,9.49198,160.32596,528335,-611.7057,[-1.361  0.931 -0.062 -1.046 -3.373],231.29282,389.05986905083415,,0.71404
21100,115.34432,1.1655734,100,10.424787,656751.44,0.20300156,9.572892,1.1346619,-745.02856,1576.3164048194885,-1.9528588,-186.61668,43.29,0.011706179,211,9.765713,1.2817382e-05,-410.3953,9.531425,53.15523,532664,-585.016,[-1.382  0.936 -0.069 -1.038 -3.371],276.17456,422.7576638956219,,0.6760083
21200,108.73577,1.9942982,100,12.93038,381258.22,0.21186845,22.698051,0.95750767,-753.87146,1585.9566876888275,-1.9569658,-306.35745,41.69,0.0014230896,212,9.756692,3.2043456e-06,-359.56802,9.513384,220.69022,536833,-555.4206,[-1.386  0.945 -0.071 -1.03  -3.372],307.64178,406.75630483243106,,0.6011766
21300,112.344536,1.9556159,100,11.570816,465519.8,0.16220278,15.588573,1.089352,-766.03644,1596.0443351268768,-1.9582686,-289.35007,39.27,0.0017624907,213,9.741833,1.7547607e-05,-485.46835,9.483665,264.33118,540760,-649.09076,[-1.386  0.94  -0.055 -1.007 -3.376],260.81628,382.56167229348495,,0.7801859
21400,111.52644,0.797004,100,5.7641306,241595.03,0.11733835,5.915539,0.73447406,-746.1853,1606.043799161911,-1.9576972,-186.77979,43.16,0.0054854555,214,9.765086,1.0070801e-05,-519.77026,9.530172,92.475845,545076,-651.9956,[-1.367  0.936 -0.049 -1.017 -3.377],305.99695,421.4609784930112,,0.83362305
21500,109.84474,0.34794402,100,8.679824,201255.84,0.092021756,2.2276196,0.7039068,-759.8401,1615.5660824775696,-1.9570111,-178.2267,40.53,0.04480818,215,9.749692,-6.1035155e-07,-608.4066,9.499384,17.171299,549129,-731.6426,[-1.353  0.939 -0.049 -1.027 -3.377],285.2384,395.15484169782934,,0.9388114
21600,109.10494,2.4130833,100,12.846914,279278.88,0.27458376,20.084501,0.7878527,-762.34705,1625.1277651786804,-1.9625694,-292.57266,39.64,0.00036050155,216,9.74428,-2.4414063e-05,-397.59973,9.48856,198.02817,553093,-600.48413,[-1.362  0.937 -0.05  -1.019 -3.376],244.475,386.2630229563207,,0.63143796
21700,100.87401,1.0351458,100,6.1441474,354467.8,0.17069805,8.454254,0.84108114,-778.558,1634.280147075653,-1.960027,-157.9379,37.36,0.0005666074,217,9.72863,-6.2561035e-06,-455.56082,9.45726,61.945385,556829,-629.49493,[-1.364  0.946 -0.05  -1.008 -3.381],321.19,363.4615071624654,,0.704043
21800,108.03557,0.3482533,100,6.3871875,224685.94,0.09405253,2.0575,0.6329892,-756.0005,1643.3049836158752,-1.9569497,-173.85077,41.1,0.08601907,218,9.753137,-2.2583008e-05,-596.1327,9.506273,13.939234,560939,-721.5504,[-1.365  0.938 -0.048 -1.017 -3.379],281.01495,400.85377560911445,,0.91232705
21900,115.60143,2.3153708,100,8.970275,526979.4,0.2164134,24.136814,0.96733594,-762.80164,1652.5860531330109,-1.9560351,-285.41382,40.26,3.0903364e-05,219,9.747943,3.173828e-05,-395.2421,9.495886,286.0594,564965,-584.4114,[-1.376  0.935 -0.052 -1.012 -3.376],292.1402,392.45210784107223,,0.61356306
22000,125.442505,0.5387371,100,12.542123,933266.25,0.13136886,3.8001585,1.2649885,-755.5898,1661.9929976463318,-1.9577625,-306.13913,42.29,0.038686708,220,9.760471,-4.577637e-06,-535.3687,9.520943,20.580553,569194,-675.5685,[-1.359  0.929 -0.047 -1.024 -3.375],332.77206,412.7701122120883,,0.8184489
22100,110.85129,1.6575607,100,14.665877,455278.88,0.15402488,13.692874,0.96688884,-765.19037,1670.4421482086182,-1.9589999,-163.97935,39.77,0.014028758,221,9.745143,2.166748e-05,-445.9421,9.490286,228.14105,573171,-611.1219,[-1.358  0.935 -0.046 -1.014 -3.377],294.81448,387.56420986039456,,0.71480805
22200,108.25055,0.4054764,100,4.16337,144902.62,0.09846297,2.3749619,0.5680061,-755.2434,1675.1046855449677,-1.9576849,-172.20526,40.83,0.018627418,222,9.751387,2.0446778e-05,-570.6261,9.502773,18.915401,577254,-696.1668,[-1.342  0.932 -0.042 -1.027 -3.378],240.75305,398.14899136699125,,0.8834058
22300,100.20767,0.3957448,100,4.55807,286216.78,0.09506478,3.1984406,0.73587817,-774.9543,1683.565339565277,-1.9342397,-149.70615,37.36,0.04869722,223,9.728598,-1.15966795e-05,-578.6538,9.457195,20.049017,580990,-708.48444,[-1.334  0.937 -0.044 -1.031 -3.376],258.7347,363.4603039767889,,0.8620928
22400,109.69977,2.0856445,100,12.959414,445749.8,0.21261984,18.74378,0.9591909,-763.6987,1689.8128530979156,-1.938555,-166.20078,40.04,0.0068488303,224,9.746581,-3.4484863e-05,-449.3784,9.493162,293.50348,584994,-642.9724,[-1.333  0.928 -0.046 -1.011 -3.353],304.30103,390.2529946126511,,0.71512896
22500,106.99889,0.3479184,100,3.8090405,207038.97,0.09322651,2.0133245,0.6630024,-776.41486,1698.604596376419,-1.938729,-266.00046,37.11,0.05118896,225,9.726785,7.171631e-06,-569.20056,9.453569,5.8619375,588705,-689.4204,[-1.342  0.935 -0.048 -1.    -3.358],247.6719,360.960864716572,,0.86133415
22600,118.84341,1.6278112,100,6.6304765,227144.81,0.18516797,18.071905,0.7407731,-767.3573,1708.0070683956146,-1.9404142,-289.47842,39.42,0.00050266733,226,9.742871,-5.9509275e-06,-359.18326,9.485743,164.46626,592647,-541.0188,[-1.354  0.937 -0.063 -1.009 -3.358],285.82925,384.0639066981395,,0.5936143
22700,103.09898,2.7845674,100,12.572193,366210.62,0.23171473,23.483557,0.8674612,-776.8976,1717.1209976673126,-1.9462886,-152.23471,37.81,0.0024439746,227,9.731854,-1.1291504e-05,-390.6824,9.463709,388.14633,596428,-598.6061,[-1.338  0.933 -0.061 -1.023 -3.359],336.91302,367.96133576655916,,0.6109866
22800,103.50895,0.6912126,100,4.9700923,269266.12,0.14814752,3.8009293,0.7979034,-743.53656,1727.3446192741394,-1.9453074,-186.1524,42.82,0.012799431,228,9.763102,-1.8310546e-06,-541.47614,9.526203,21.550186,600710,-689.11053,[-1.326  0.923 -0.056 -1.034 -3.365],244.09988,418.05581563340996,,0.8670704
22900,119.70164,1.4856974,100,8.855632,562617.44,0.16700783,13.864178,1.1721405,-761.3725,1736.1552047729492,-1.9492842,-180.5494,41.26,0.012106775,229,9.754398,-1.2969971e-05,-506.11484,9.508797,150.19426,604836,-677.0209,[-1.325  0.934 -0.059 -1.033 -3.364],358.3841,402.4663138157032,,0.8060322
23000,105.28563,1.0418676,100,24.31649,577418.3,0.14620277,11.589819,1.2230592,-759.74994,1745.9979810714722,-1.9518824,-169.88611,40.48,0.002873125,230,9.74931,6.5612794e-06,-463.9301,9.498619,77.00491,608884,-629.16327,[-1.319  0.934 -0.065 -1.051 -3.368],288.96173,394.6519003610799,,0.76155734
23100,121.91262,1.4979525,100,21.315666,548246.2,0.21429838,15.745684,1.0262032,-746.331,1752.025298833847,-1.9481639,-187.47342,43.59,0.004112211,231,9.767132,-2.166748e-05,-434.13644,9.534264,102.38096,613243,-605.51,[-1.311  0.937 -0.073 -1.069 -3.371],319.4717,425.7491425632821,,0.69290435
23200,127.66962,1.2669858,100,19.65437,500561.8,0.19038555,13.7407055,1.1961374,-724.4494,1762.7102437019348,-1.9524097,-351.08542,47.71,0.0061959676,232,9.787423,2.2125245e-05,-418.39703,9.574846,101.28705,618014,-585.06433,[-1.315  0.94  -0.068 -1.053 -3.367],320.88965,466.9576474785195,,0.7218788
23300,117.64042,0.3108969,100,5.275956,150672.86,0.091313966,1.4013016,0.5368927,-763.82513,1772.473449230194,-1.9619101,-297.17563,40.6,0.13484572,233,9.750112,-2.7313232e-05,-622.02686,9.500223,2.081404,622074,-742.13385,[-1.3    0.937 -0.064 -1.066 -3.371],351.84387,395.8543735889512,,0.9577225
23400,119.176765,0.76695096,100,6.7585278,570989.4,0.13252567,6.723993,1.0442673,-743.1211,1781.7053761482239,-1.9699714,-322.1734,44.52,0.009630883,234,9.772389,2.0599366e-05,-514.19006,9.544779,80.75084,626526,-660.4434,[-1.304  0.934 -0.066 -1.071 -3.381],375.99234,435.0665952040917,,0.8112947
23500,100.248314,0.898625,100,5.6259575,451646.75,0.14396356,10.034567,0.9613729,-749.0299,1791.3390879631042,-1.9716642,-179.99185,41.81,0.00807173,235,9.757261,-1.3427734e-05,-466.65155,9.514523,78.30679,630707,-617.6646,[-1.318  0.933 -0.076 -1.06  -3.389],250.21802,407.9509463119503,,0.7409641
23600,103.21708,0.44744328,100,10.076094,157572.12,0.10533628,2.6414192,0.5628429,-755.8566,1801.3821437358856,-1.975525,-163.75516,40.75,0.03782609,236,9.751018,1.586914e-05,-550.25336,9.502035,24.551378,634782,-682.49927,[-1.313  0.938 -0.084 -1.079 -3.391],253.72458,397.35380925016113,,0.8466754
23700,116.60528,2.4103143,100,5.180817,200248.14,0.27088133,20.12049,0.7609338,-735.0026,1811.4869043827057,-1.9736289,-198.45573,45.18,0.0029511296,237,9.775526,-1.7852783e-05,-341.46454,9.551052,244.01416,639300,-532.6043,[-1.327  0.937 -0.092 -1.081 -3.394],279.61746,441.6580545819808,,0.5888196
23800,106.31504,0.2901885,100,3.8832448,141577.98,0.08595309,1.3011338,0.51992697,-763.4342,1819.9855196475983,-1.9748536,-161.51163,40.56,0.22335109,238,9.749968,7.6293946e-07,-630.3735,9.499935,1.8718082,643356,-748.2618,[-1.347  0.95  -0.107 -1.076 -3.393],376.02957,395.45851829812256,,0.9663983
23900,112.93235,0.42131785,100,5.388809,304291.84,0.117870174,2.2822568,0.7734236,-749.6576,1829.2832961082458,-1.9696606,-313.21042,42.89,0.0672835,239,9.763416,-2.1057129e-05,-564.8066,9.526833,5.10293,647645,-702.4071,[-1.348  0.954 -0.117 -1.084 -3.394],345.62012,418.75272468917115,,0.8884664
24000,116.78516,0.30546921,100,3.3163328,66126.72,0.09698146,1.1801968,0.41993847,-728.9164,1839.0235612392426,-1.9700323,-204.27116,46.06,0.27054608,240,9.77978,-7.019043e-06,-600.4857,9.559561,1.8595316,652251,-714.0408,[-1.349  0.948 -0.114 -1.089 -3.388],258.501,450.45650315092234,,0.977952
24100,107.499115,1.9126773,100,16.67885,422902.25,0.25112358,14.797122,0.94343704,-736.5928,1848.4154052734375,-1.9680365,-111.98056,44.07,0.0005314714,241,9.769798,-2.2277833e-05,-453.35983,9.539597,179.00107,656658,-635.8241,[-1.354  0.955 -0.123 -1.096 -3.389],228.27661,430.5547439710033,,0.7389634
24200,123.86366,1.0147812,100,6.3265853,413921.66,0.1686938,10.366261,1.0060745,-720.3501,1858.695527791977,-1.969478,-136.09602,48.47,0.002877485,242,9.790557,-2.2583008e-05,-459.51367,9.581114,92.11562,661505,-622.90735,[-1.349  0.946 -0.124 -1.107 -3.387],325.4872,474.54802127197786,,0.78493154
24300,114.509384,2.161483,100,8.345896,333544.28,0.24301024,22.373873,0.965342,-714.28784,1868.9308478832245,-1.9680173,-131.4945,48.58,0.0011668144,243,9.790984,-8.850097e-06,-374.58496,9.581968,199.1313,666363,-548.2982,[-1.334  0.944 -0.119 -1.118 -3.388],250.00452,475.6457282729084,,0.679885
24400,125.69016,2.679829,100,25.22345,493100.2,0.29647663,22.802485,1.014745,-736.12585,1878.6882691383362,-1.969478,-337.17026,45.51,0.001936408,244,9.776966,-3.326416e-05,-399.2756,9.553932,314.72147,670914,-596.12146,[-1.35   0.949 -0.124 -1.105 -3.387],308.1738,444.949560659259,,0.65686935
