Bound,TimestepsSoFar,ReturnStepMaxmin,InitialReturnStd,MeanIW,EpThisIter,MinD2w0t,EmpiricalD2,InitialBound,MeanD2w0t,MinIW,EpisodesSoFar,ReturnStepMax,MaxD2w0t,StdD2w0t,Iteration,TimeElapsed,J_sample_variance,EpRewMean,Weights,MeanEntropy,InitialReturnMin,EpLenMean,MaxIW,InitialReturnMax,ReturnMeanIW,InitialReturnMean,StdIW
-872.9839,1643,7.6242237,34.368263,0.8754049,20,,1.4985416,-954.30963,0.018897297,0.16837138,220,9.999977,1.9600508,0.14611113,11,17.77110719680786,298680.75,74.46225043905017,[-1.052  0.967 -1.168 -0.307 -1.315],0.08078815,-71.46278,8.45,2.9123201,85.5513,-708.39777,-6.1035157e-06,0.64146256
-572.6741,1816,7.6783047,29.792915,0.3187058,20,,11.655881,-947.7393,0.05214523,2.9055316e-05,240,9.99999,33.24859,0.7345075,12,19.408120155334473,143874.89,76.45863439543982,[-1.089  0.884 -1.114 -0.169 -1.338],-0.13721165,-43.81403,8.65,4.558709,66.40275,-249.07034,3.2424928e-06,0.4516605
-520.7086,1976,7.4916124,29.06012,0.26653016,20,,14.604689,-944.4983,0.05678785,0.00026563485,260,9.999991,38.826218,0.85098815,13,21.166839122772217,58781.02,69.96641182090937,[-1.091  0.906 -1.081 -0.039 -1.556],-0.37664795,-57.458984,8.0,4.034761,72.479576,-200.51466,5.9127806e-06,0.30683535
-431.94373,2130,7.3942375,17.152054,0.26124215,20,,11.448721,-929.9339,0.044053778,0.0016778908,280,9.999989,72.78771,0.9276076,14,22.909286975860596,58696.855,66.96776809798085,[-1.014  0.911 -1.116 -0.178 -1.796],-0.45047936,-25.560936,7.7,2.8502994,48.627823,-199.19685,-1.335144e-06,0.29829195
-916.4405,2298,7.609312,31.4116,0.9555998,20,,1.013998,-950.397,0.016902937,0.77660966,300,9.999983,1.05561,0.12931708,15,24.55186152458191,14252.185,73.95904521918996,[-1.009  0.954 -1.109 -0.099 -1.869],-0.45227066,-61.11297,8.4,1.2115322,77.32329,-768.3958,-2.2888185e-06,0.12663504
-617.1579,2453,7.409333,26.432205,0.5095677,20,,6.019331,-925.9056,0.028490277,0.042097244,320,9.999938,26.772493,0.42612872,16,25.983394384384155,181858.97,67.46092021990694,[-1.013  0.932 -1.095 -0.078 -1.871],-0.47780287,-55.196297,7.75,2.6872401,39.452126,-397.9169,2.4795531e-06,0.52725685
-830.6116,2617,7.5518103,19.891298,0.8719406,20,,1.1822052,-933.1327,0.017127145,0.2992452,340,9.999969,1.4049007,0.13293692,17,27.650519371032715,245488.23,71.96229160447481,[-1.024  0.912 -1.113 -0.135 -1.897],-0.49951044,-39.888447,8.2,3.2382798,44.02317,-695.11053,-5.340576e-06,0.60843873
-698.4147,2769,7.3603973,23.48562,0.5785148,20,,10.0186205,-924.80115,0.037944593,0.05051632,360,9.999983,54.00214,0.73299056,18,28.920292139053345,123921.58,65.9694454406079,[-1.014  0.906 -1.104 -0.155 -1.918],-0.47790006,-43.984726,7.6,3.2604709,40.77252,-451.14282,-2.0980835e-06,0.4400197
-865.9383,2961,7.907014,38.305893,0.7661484,20,,5.773673,-979.0398,0.0334639,0.03679215,380,9.999999,23.21415,0.3902112,19,30.405810832977295,282631.06,85.95366223277581,[-1.08   0.878 -1.175 -0.215 -1.897],-0.46100494,-52.25688,9.6,4.355756,132.37228,-618.779,3.8146973e-07,0.6271658
-827.58234,3133,7.664549,23.787098,0.7783842,20,,2.7176049,-947.3455,0.022665057,0.06554887,400,9.999973,9.393745,0.20643933,20,31.777287006378174,164758.92,75.95745205498602,[-1.076  0.902 -1.173 -0.16  -1.88 ],-0.45110917,-33.80342,8.6,2.3781934,66.671326,-626.43207,-9.536743e-06,0.4731403
-533.11383,3295,7.5210114,25.7991,0.42406705,20,,4.4577556,-932.68225,0.029657941,0.016159972,420,9.999996,12.780222,0.3027701,21,33.09832692146301,131147.25,70.96008563269382,[-1.077  0.869 -1.175 -0.191 -1.87 ],-0.5948316,-58.495476,8.1,2.565396,45.04615,-332.4438,-5.722046e-07,0.43912187
-665.0774,3451,7.427292,18.280241,0.5542642,20,,9.113833,-921.339,0.03688188,0.08863802,440,9.999964,47.466602,0.62508935,22,34.92785048484802,195509.36,67.96629988214994,[-1.16   0.828 -1.215 -0.075 -2.014],-0.56499827,-45.975845,7.8,5.595592,29.732079,-435.8229,-3.2424928e-06,0.53315717
-603.45166,3621,7.639391,17.993645,0.41097412,20,,19.347628,-943.00574,0.06275032,0.0018030846,460,9.999994,76.11754,1.2043176,23,36.0842182636261,140029.08,74.96738662579394,[-1.165  0.798 -1.224 -0.124 -1.984],-0.60996974,-23.402374,8.5,5.3201203,58.82325,-318.51425,4.9591063e-06,0.45839357
-518.4804,3798,7.730382,23.014536,0.30210128,20,,14.327693,-940.3131,0.056305286,0.0056109037,480,9.999949,59.223976,0.89111966,24,37.71908617019653,62980.258,78.45671203205657,[-1.137  0.685 -1.113  0.055 -2.029],-0.61847043,-26.549648,8.85,1.872798,46.878372,-236.09612,-1.1444092e-06,0.30162567
-640.6925,3970,7.6648273,31.506008,0.5214891,20,,4.337392,-954.8425,0.030451104,0.23623326,500,9.999998,12.244068,0.29024032,25,39.503084897994995,64289.035,75.95874344579697,[-1.068  0.542 -1.011  0.232 -2.037],-0.5049072,-33.586,8.6,1.5350025,84.08946,-414.8753,3.8146973e-07,0.2975855
-884.37585,4141,7.6498804,26.889069,0.9117479,20,,1.1925232,-943.28955,0.0179272,0.22779007,520,9.999997,2.2353346,0.13702607,26,41.18509483337402,96079.445,75.4532288640969,[-1.105  0.499 -1.016  0.322 -1.924],-0.48937836,-52.765854,8.55,1.8516417,58.45234,-733.27826,-3.2424928e-06,0.36148858
-707.11707,4308,7.5943565,29.942905,0.60661125,20,,5.149329,-950.07275,0.029499725,0.0900581,540,9.999981,14.05636,0.320528,27,42.44773006439209,153845.77,73.45636041286306,[-1.098  0.475 -0.993  0.317 -1.908],-0.40121305,-41.01084,8.35,2.191856,77.83388,-483.34567,2.4795531e-06,0.45890334
-883.5165,4467,7.4731054,34.449966,0.89113396,20,,1.4608295,-954.89,0.017535461,0.29577005,560,9.999984,2.3130102,0.14017586,28,43.79185652732849,257841.19,69.45553235895066,[-1.107  0.545 -1.053  0.2   -1.82 ],-0.39983934,-56.785843,7.95,2.9586525,98.593796,-713.4744,,0.5976354
-762.47375,4627,7.4907913,24.544327,0.7447017,20,,1.4115946,-940.45197,0.019833105,0.030146992,580,9.999983,2.1182845,0.15726168,29,45.06247425079346,262257.03,69.96309981271469,[-1.141  0.543 -1.095  0.166 -1.819],-0.5633323,-37.91784,8.0,2.32181,63.58,-596.6252,1.335144e-06,0.6179678
-636.63153,4802,7.706786,27.64431,0.53329533,20,,5.0242395,-948.14734,0.030194657,0.053696062,600,9.999972,9.529572,0.29028866,30,46.714926958084106,313165.78,77.46706535833826,[-1.113  0.581 -1.09   0.139 -1.982],-0.51821256,-35.09103,8.75,3.2860093,65.42508,-424.0537,6.4849855e-06,0.6632363
-439.99365,4959,7.442526,24.319466,0.24947515,20,,9.985952,-931.08606,0.042723235,0.0006443794,620,9.999971,43.705082,0.66643953,31,48.61051607131958,27139.893,68.46180726084533,[-1.063  0.485 -0.983  0.269 -1.937],-0.7089985,-56.193203,7.85,2.4478483,47.415512,-189.45967,-1.9073487e-07,0.21383229
-825.76556,5109,7.3226004,24.573128,0.85278827,20,,1.1692127,-932.7124,0.016315207,0.11708233,640,9.999927,1.6873178,0.13258995,32,50.190311431884766,150029.66,64.959472860707,[-1.136  0.4   -0.97   0.435 -2.128],-0.80187595,-52.893963,7.5,1.7705714,59.450195,-678.7317,-3.0517579e-06,0.46968365
-568.2196,5265,7.42498,28.598866,0.3847918,20,,7.6681795,-943.0598,0.03910846,2.1607506e-05,660,9.999971,36.49562,0.5196392,33,51.79664993286133,187691.47,67.957311812492,[-1.16   0.371 -1.012  0.453 -2.221],-1.0259553,-35.90272,7.8,3.8034213,74.20688,-299.23206,5.722046e-07,0.5173016
-752.1488,5422,7.4436054,21.801666,0.7086405,20,,3.3541958,-935.36566,0.023686845,0.04467189,680,9.999985,20.135086,0.28854945,34,53.18782305717468,189947.23,68.46608626852472,[-1.114  0.437 -0.958  0.332 -2.445],-1.0768192,-26.861553,7.85,2.2769988,56.22287,-564.74457,5.722046e-07,0.5177332
-828.207,5578,7.424549,21.714218,0.80173767,20,,2.8585088,-934.8957,0.023960598,0.095477805,700,9.999983,7.5696983,0.22655275,35,54.656792640686035,136313.47,67.95567545389638,[-1.08   0.408 -0.899  0.313 -2.496],-0.99584943,-36.112907,7.8,3.1560013,56.61608,-637.1881,-3.0517579e-06,0.4540066
-633.56213,5744,7.581129,29.09189,0.51918125,20,,8.026629,-949.8533,0.03590831,0.005094844,720,10.0,31.242002,0.5476747,36,56.385252237319946,213774.97,72.96168110999525,[-0.978  0.397 -0.864  0.287 -2.415],-1.0423583,-40.58142,8.3,2.3883367,78.28348,-414.79932,5.722046e-07,0.5365532
-796.9261,5915,7.650573,25.831833,0.7202287,20,,8.902185,-947.1707,0.036745757,0.0063765226,740,9.999963,45.610924,0.6852896,37,58.031503200531006,196852.47,75.45604266448869,[-0.987  0.354 -0.833  0.379 -2.461],-1.0353974,-43.017296,8.55,5.007651,67.24081,-573.46063,-7.6293946e-07,0.52676404
-766.71027,6085,7.639367,24.237032,0.6876609,20,,7.8692718,-943.1472,0.036273,0.029470285,760,9.999969,33.395542,0.55393857,38,59.36685299873352,676134.2,74.96718009334207,[-0.988  0.35  -0.836  0.334 -2.454],-1.0418581,-23.279053,8.5,4.774783,58.968254,-546.15137,3.2424928e-06,1.0004572
-765.4035,6238,7.3772526,22.597628,0.70381254,20,,8.232062,-938.0404,0.03390258,0.034480534,780,10.0,39.8878,0.6496399,39,61.09123468399048,304929.12,66.46799113625197,[-1.022  0.357 -0.872  0.382 -2.461],-1.0522935,-34.670433,7.65,2.607687,66.88295,-556.5733,-1.9073486e-06,0.6728907
-718.79083,6417,7.7550373,25.23713,0.6169481,20,,9.869674,-944.74915,0.041509632,0.02828626,800,9.99999,38.936375,0.6239269,40,62.23943567276001,225989.3,79.4537471024374,[-1.017  0.328 -0.863  0.357 -2.471],-1.0232393,-46.744762,8.95,4.260346,54.831825,-489.88232,3.8146973e-06,0.58599275
-655.46533,6586,7.62368,30.850471,0.46501005,20,,15.094266,-963.95245,0.05573329,0.0009943563,820,9.999968,123.13955,1.383249,41,63.73089051246643,189338.53,74.45991294783838,[-1.033  0.273 -0.841  0.45  -2.442],-1.1140479,-32.19308,8.45,5.8010416,110.32102,-369.30893,-4.9591063e-06,0.51596725
-736.1859,6743,7.4410496,25.908512,0.6382536,20,,4.469692,-943.308,0.02974723,0.12393599,840,9.999897,9.809808,0.29144385,42,65.4509859085083,94231.99,68.45571102867383,[-1.172  0.271 -0.878  0.523 -2.533],-0.96983653,-26.736702,7.85,2.4445815,73.68042,-507.5836,-1.335144e-06,0.36868334
-643.289,6884,7.153387,18.59944,0.54065275,20,,4.6820655,-924.1253,0.023967791,0.037790522,860,9.999964,15.434705,0.31021315,43,66.78472805023193,125315.4,60.46556465582976,[-1.151  0.276 -0.864  0.49  -2.389],-0.9629304,-38.90734,7.05,1.8635815,54.72016,-423.81763,1.335144e-06,0.4274252
-659.24036,7056,7.6649,21.823769,0.50915676,20,,10.087842,-939.3556,0.039273694,0.007995552,880,10.0,34.924484,0.601832,44,68.33233070373535,187561.9,75.95907655192305,[-1.154  0.277 -0.852  0.538 -2.382],-0.97180194,-33.85907,8.6,6.5925913,49.190887,-403.85092,5.340576e-06,0.5135709
-748.3818,7189,6.9816246,22.881525,0.69005084,20,,4.8912883,-923.7679,0.023149958,0.07344107,900,9.99996,23.82456,0.354615,45,70.00039386749268,207837.42,56.463775669036146,[-1.14   0.28  -0.823  0.585 -2.391],-0.9361172,-44.902534,6.65,2.231078,67.49599,-542.633,4.577637e-06,0.54912406
-772.1061,7341,7.357687,19.124306,0.73386955,20,,4.52113,-924.5782,0.024819046,0.017626371,920,9.999998,14.581808,0.2907943,46,71.3737223148346,294174.28,65.95920649945501,[-1.139  0.294 -0.845  0.527 -2.355],-0.9627718,-34.27936,7.6,2.6857579,40.611866,-577.13525,,0.6627157
-736.74945,7504,7.537633,22.403711,0.6435567,20,,7.324228,-941.31757,0.032379955,0.022443563,940,9.9999895,28.984114,0.4977647,47,72.83986306190491,181308.38,71.46581396534928,[-1.14   0.283 -0.846  0.49  -2.382],-0.9556466,-29.647194,8.15,2.074355,62.15902,-511.70782,-6.4849855e-06,0.5060507
-628.71246,7651,7.2703276,24.180134,0.46375498,20,,9.871073,-927.2301,0.040741008,0.0058636433,960,9.999999,20.622303,0.5343744,48,74.33039331436157,700965.5,63.468450313999895,[-1.134  0.286 -0.829  0.534 -2.375],-1.1278414,-31.813004,7.35,3.6041553,52.11547,-362.55563,2.0980835e-06,0.99950564
-810.1654,7800,7.3069553,25.453661,0.74350494,20,,5.8051443,-940.3875,0.027184173,0.0008331084,980,9.999973,48.655457,0.5508274,49,75.88686847686768,200973.4,64.46831066961198,[-1.182  0.445 -0.857  0.359 -2.547],-1.1551427,-32.723747,7.45,2.0857503,77.53022,-588.6138,4.9591063e-06,0.5383288
-630.87054,7975,7.7050037,22.011253,0.4940352,20,,17.24172,-935.66974,0.05577494,0.0011355045,1000,9.999998,76.43112,1.2023509,50,77.30525803565979,210936.14,77.45937993078977,[-1.184  0.413 -0.874  0.338 -2.574],-1.1907624,-25.65097,8.75,7.7405596,38.965446,-383.09012,6.1035157e-06,0.5695784
-578.57996,8134,7.4748945,28.55409,0.44418877,20,,9.211169,-940.2455,0.03706695,0.04305785,1020,9.99997,32.54146,0.6005122,51,79.09654784202576,114614.17,69.4625881129596,[-1.188  0.443 -0.902  0.267 -2.61 ],-1.1878663,-47.119164,7.95,3.3421288,64.232834,-344.91122,-7.6293945e-06,0.4124556
-676.6915,8308,7.691059,18.30655,0.52986485,20,,12.38364,-935.3619,0.046353746,0.010247247,1040,9.999979,33.600082,0.71762174,52,80.68811368942261,124398.94,76.95601758211468,[-1.187  0.458 -0.923  0.211 -2.607],-1.1912942,-34.854492,8.7,3.3167715,39.32013,-416.9116,-5.722046e-06,0.4243324
-570.14044,8478,7.636302,26.127388,0.419645,20,,5.5552487,-946.94385,0.02991413,0.008209815,1060,9.999995,14.873458,0.3471115,53,82.08187055587769,120712.055,74.95426264037367,[-1.182  0.45  -0.92   0.258 -2.61 ],-1.194744,-42.510815,8.5,2.032142,67.595474,-330.40704,-2.670288e-06,0.40382862
-782.0802,8641,7.5353193,19.782127,0.71663237,20,,4.6606655,-932.7865,0.026479831,0.04878842,1080,9.9999895,18.648678,0.31472635,54,83.64870738983154,251352.95,71.456385307386,[-1.187  0.454 -0.917  0.293 -2.614],-1.1817304,-29.698448,8.15,3.2326665,44.389748,-571.4305,3.8146973e-06,0.5993379
-668.2396,8810,7.6247034,36.190723,0.5102637,20,,8.517257,-964.19226,0.03719306,0.039643094,1100,9.999982,34.55552,0.5415797,55,84.99418783187866,198625.1,74.46429527130496,[-1.183  0.443 -0.92   0.269 -2.601],-1.1999615,-41.708595,8.45,3.827797,110.656654,-403.23315,8.7738035e-06,0.53045374
-829.19385,8987,7.730932,28.26543,0.7707463,20,,3.0926187,-948.4457,0.024065051,0.07444722,1120,9.999989,12.875792,0.23945887,56,86.566659450531,111520.555,78.4593232232539,[-1.193  0.427 -0.902  0.334 -2.619],-1.1689452,-36.004944,8.85,2.8211908,64.4379,-616.5141,-5.340576e-06,0.39040732
-643.74536,9162,7.7034025,25.636532,0.478744,20,,10.237477,-951.6389,0.04221952,0.0041490886,1140,9.999953,30.670681,0.59894335,57,88.15632176399231,153806.22,77.45217709755696,[-1.202  0.42  -0.92   0.31  -2.588],-1.1775804,-25.539078,8.75,2.4029336,73.844696,-379.7587,4.3869018e-06,0.4630325
-504.5799,9308,7.2516603,15.777894,0.4089604,20,,5.0601416,-917.27515,0.027193647,0.003377574,1160,9.999999,12.097474,0.30898958,58,89.69947338104248,179620.9,62.96855145509868,[-1.216  0.398 -0.902  0.373 -2.597],-1.3239669,-31.541115,7.3,3.048216,34.39183,-318.6494,-1.7166137e-06,0.5124448
-732.32794,9471,7.537513,27.845528,0.6792642,20,,6.2247963,-937.3773,0.029951612,0.06250304,1180,9.999928,19.877861,0.38334092,59,91.38048648834229,430834.97,71.46506959837726,[-1.203  0.375 -0.884  0.431 -2.743],-1.3317515,-58.90385,8.15,4.624056,53.547752,-532.5656,4.005432e-06,0.81661695
-828.1048,9630,7.473957,30.690155,0.7248888,20,,9.134615,-958.05273,0.03729945,0.0016805107,1200,9.999937,31.456797,0.5882296,60,93.04077887535095,259309.42,69.45872641079322,[-1.19   0.406 -0.896  0.372 -2.751],-1.3140875,-47.02882,7.95,2.3355136,106.75543,-579.143,-1.9073486e-06,0.6085022
-890.1575,9782,7.3591843,22.880611,0.95188934,20,,1.1681267,-924.72986,0.015866602,0.31225592,1220,9.999964,1.4743183,0.1281218,61,94.56322264671326,105642.4,65.9647654685601,[-1.211  0.403 -0.914  0.416 -2.733],-1.3048384,-43.990295,7.6,1.7656213,40.735245,-758.8382,2.670288e-06,0.39690942
-603.5082,9924,7.1744623,19.17144,0.5045365,20,,4.345645,-928.99963,0.023213273,0.04313475,1240,9.9999895,21.394936,0.3129518,62,95.98608088493347,105479.77,60.96930453680011,[-1.223  0.405 -0.928  0.427 -2.724],-1.30261,-19.86652,7.1,2.1327286,63.163975,-394.21103,-5.722046e-07,0.39214236
-845.2972,10080,7.429178,23.131348,0.85745686,20,,3.0007033,-930.85443,0.021115847,0.012566846,1260,9.999996,11.265106,0.22418049,63,97.39395332336426,408692.97,67.97378149662053,[-1.226  0.411 -0.925  0.454 -2.722],-1.3409498,-36.0791,7.8,3.4126372,47.85196,-683.59143,-9.536743e-07,0.7571098
-518.31573,10253,7.678586,28.265501,0.34823692,20,,14.462858,-951.408,0.049014874,0.01977672,1280,9.999988,75.89664,1.0319105,64,98.91888093948364,98948.28,76.45983407532268,[-1.261  0.41  -0.955  0.427 -2.76 ],-1.3476638,-34.133163,8.65,3.0275729,74.96163,-269.36087,3.6239624e-06,0.3766888
-798.58813,10396,7.194233,12.428734,0.78358036,20,,6.212627,-905.2601,0.027615033,0.025434464,1300,10.0,22.064528,0.42769143,65,100.31199216842651,448729.06,61.46938916809514,[-1.257  0.433 -0.969  0.371 -2.767],-1.3057842,-20.435844,7.15,3.882374,17.391647,-618.0877,-1.1444092e-06,0.81105846
-633.33154,10553,7.44226,31.646639,0.43781167,20,,11.664837,-947.2552,0.043770302,0.016050179,1320,9.999967,48.57409,0.80228955,66,101.70166182518005,66172.37,68.46073870098769,[-1.266  0.429 -0.991  0.342 -2.725],-1.3359282,-46.067898,7.85,2.9264684,82.50868,-342.62372,-3.4332274e-06,0.31154838
-804.51843,10725,7.6675806,35.219624,0.77791405,20,,1.4599825,-961.75684,0.019446485,0.15207255,1340,9.999976,2.481867,0.15043314,67,103.13555335998535,158349.2,75.97049792761479,[-1.267  0.476 -1.032  0.267 -2.755],-1.3503329,-33.450172,8.6,2.4224834,100.96324,-626.7937,-3.2424928e-06,0.46225175
-748.7204,10899,7.688833,30.37563,0.64425665,20,,7.854904,-955.0777,0.035343982,0.0075375116,1360,9.999994,41.194553,0.60508674,68,104.74290728569031,217332.08,76.94640092110608,[-1.286  0.502 -1.057  0.266 -2.769],-1.3775362,-34.56556,8.7,2.4844267,83.088104,-514.3412,-6.866455e-06,0.5512907
-823.488,11052,7.377715,26.50052,0.7724508,20,,4.0433598,-952.6946,0.023591336,0.08855228,1380,9.99998,11.872938,0.26328468,69,106.13979458808899,450585.06,66.46967972262927,[-1.324  0.488 -1.058  0.315 -2.796],-1.3928139,-24.840092,7.65,8.869772,101.243286,-615.30756,-1.9073487e-07,0.8022314
-771.2801,11212,7.4908104,19.068901,0.70653856,20,,4.5665827,-927.43335,0.027546894,0.11933884,1400,9.999998,24.38256,0.35148975,70,107.48683834075928,213028.92,69.96322837981269,[-1.318  0.5   -1.047  0.332 -2.812],-1.3599505,-18.7313,8.0,7.730232,36.904037,-565.0926,-3.2424928e-06,0.5530493
-736.2632,11352,7.1326513,20.384233,0.6825896,20,,4.088627,-927.8965,0.022623505,0.096192904,1420,9.999961,11.721151,0.26200765,71,109.10158824920654,344831.56,59.96414169688883,[-1.343  0.525 -1.077  0.339 -2.779],-1.4038358,-28.597391,7.0,2.6608171,64.17165,-535.6214,2.670288e-06,0.7146812
-782.9829,11523,7.648843,24.3888,0.7191945,20,,3.6977935,-947.05615,0.024727508,0.07509743,1440,9.999997,16.33358,0.26570907,72,110.50735998153687,323096.8,75.44879426485976,[-1.384  0.532 -1.152  0.312 -2.823],-1.4183433,-33.300438,8.55,3.0019689,67.116135,-575.20026,-1.1444092e-06,0.6671365
-755.69385,11666,7.1941776,15.464351,0.68491733,20,,7.3328676,-915.83093,0.030223196,0.050433584,1460,9.999994,29.642015,0.50726163,73,111.98636436462402,368392.28,61.46916582320824,[-1.387  0.541 -1.145  0.328 -2.837],-1.4255651,-20.388222,7.15,7.407944,35.801407,-536.91425,-9.536743e-07,0.75002754
-598.58295,11814,7.2892656,23.227976,0.42369923,20,,13.141571,-936.0353,0.04820963,0.026879743,1480,9.999984,43.640545,0.8231433,74,113.32957577705383,116135.266,63.97022329297251,[-1.39   0.544 -1.142  0.358 -2.845],-1.4096947,-42.10653,7.4,1.9443662,69.26618,-333.79886,1.9073487e-07,0.40765265
-751.87225,11973,7.4746313,28.443686,0.66374975,20,,5.422819,-944.1093,0.027701166,0.012150996,1500,9.999967,17.396564,0.34039202,75,114.76055026054382,249288.47,69.46152407088512,[-1.383  0.39  -1.12   0.506 -2.829],-1.4239218,-57.005745,7.95,2.7992425,72.819214,-529.41864,-3.4332274e-06,0.5895174
-723.59753,12129,7.425617,27.721855,0.5987212,20,,9.310808,-953.70526,0.036192827,0.009896517,1520,9.99992,26.33726,0.54161316,76,116.0985414981842,206403.4,67.95959524919319,[-1.401  0.393 -1.125  0.534 -2.843],-1.4188583,-35.932186,7.8,2.526618,99.78805,-471.4824,-5.722046e-07,0.5500406
-555.0542,12283,7.392523,21.226948,0.4693673,20,,4.5722127,-925.41156,0.0248453,0.002799489,1540,9.999989,19.660828,0.30656767,77,117.36096334457397,155241.25,66.96117071580197,[-1.381  0.404 -1.12   0.492 -2.838],-1.4323447,-44.965683,7.7,2.089185,39.77076,-368.69345,3.8146973e-07,0.47587195
-793.68164,12420,7.072136,16.13288,0.7597048,20,,6.8054795,-912.6154,0.027746957,0.018325876,1560,9.999998,43.937607,0.5320244,78,118.98181223869324,223507.11,58.472054442329636,[-1.383  0.393 -1.11   0.53  -2.851],-1.424691,-27.272934,6.85,2.2490401,38.641346,-597.2663,-9.536743e-07,0.5758816
-835.95306,12559,7.114748,20.114138,0.8144411,20,,7.290274,-931.54315,0.02939514,0.02563387,1580,9.999987,31.161318,0.50477487,79,120.33910942077637,557210.2,59.473705322178375,[-1.381  0.392 -1.099  0.561 -2.844],-1.4291925,-28.115036,6.95,3.9745092,73.43977,-642.999,-3.8146973e-06,0.91153514
-667.4968,12696,7.07104,18.921675,0.56074387,20,,6.720324,-921.9345,0.027878052,0.029712833,1600,9.999978,25.925404,0.4511293,80,121.48788809776306,97855.984,58.46823082202526,[-1.385  0.398 -1.101  0.587 -2.848],-1.4316323,-17.50946,6.85,2.1202607,56.709602,-437.16617,5.340576e-06,0.38219666
-637.672,12840,7.213334,21.822626,0.532046,20,,5.737041,-925.75464,0.026443781,0.022941496,1620,9.999976,21.080208,0.39313355,81,122.76134538650513,138920.9,61.96791326953379,[-1.385  0.391 -1.103  0.565 -2.851],-1.4316124,-40.25524,7.2,2.4135458,53.401398,-416.8392,3.8146973e-06,0.44751734
