Iteration,InitialReturnMean,InitialReturnStd,TimestepsSoFar,MeanD2w0t,EpThisIter,StdIW,EntropyCoefficient,EmpiricalD2,MaxIW,TimeElapsed,ReturnStepMaxmin,MinD2w0t,Weights,ReturnStepMax,EpisodesSoFar,EpLenMean,J_sample_variance,InitialReturnMin,MeanEntropy,MeanIW,EpRewMean,StdD2w0t,MaxD2w0t,InitialReturnMax,ReturnMeanIW,MinIW,Bound,InitialBound
323,9.918213e-07,13.233307,164641,0.019308113,100,1.1045212,,4.442251,8.668602,2535.434324979782,6.2874594,,[-1.822  0.481 -1.833  1.61  -3.855],9.999993,32300,5.4,734056.56,-33.160156,-2.436261,0.7426592,43.97612380139303,0.26696107,16.000763,52.458042,-565.0762,0.0183467,-659.0359,-820.2385
324,9.536743e-07,13.188114,165163,0.018238487,100,0.9151351,,4.2663155,7.272682,2545.060267686844,6.159583,,[-1.823  0.479 -1.835  1.603 -3.855],9.999993,32400,5.22,504934.66,-31.427738,-2.4377592,0.9027448,42.176493020201775,0.26053134,16.340904,35.79514,-686.8552,0.0014269315,-774.98096,-810.91003
325,-2.479553e-07,12.669605,165667,0.017749984,100,0.5347451,,2.7718046,3.6638372,2555.063452720642,6.022794,,[-1.809  0.483 -1.815  1.608 -3.857],9.999999,32500,5.04,168672.75,-29.699463,-2.4433632,0.83307904,40.3774375607527,0.24704388,19.148699,46.78858,-629.5058,0.0191757,-713.934,-808.2739
326,-2.002716e-06,12.47968,166200,0.030582959,100,0.95617175,,9.6192255,6.2960753,2565.3178355693817,6.2388687,,[-1.84   0.487 -1.865  1.615 -3.862],10.0,32600,5.33,548563.0,-22.61074,-2.4443974,0.8517109,43.276587377859066,0.7019084,71.692566,43.987,-648.00494,0.004362943,-752.8453,-816.2109
327,1.0299683e-06,15.98635,166732,0.010841684,100,0.27371386,,1.0708603,2.1810846,2572.9042699337006,6.2318554,,[-1.839  0.482 -1.865  1.607 -3.863],9.99999,32700,5.32,45730.797,-32.342865,-2.4442737,0.9795686,43.17671039375321,0.10459589,1.157218,62.24927,-748.22156,0.40365696,-805.8332,-820.4311
328,-5.722046e-07,15.309412,167282,0.021060785,100,0.7504881,,4.933981,4.99633,2580.6476016044617,6.35437,,[-1.843  0.483 -1.869  1.604 -3.863],9.999998,32800,5.5,341006.88,-34.089417,-2.447474,0.7885896,44.974513553310736,0.33212778,22.566307,42.40036,-603.5448,0.027596287,-695.37476,-820.3572
329,1.7929077e-06,13.904467,167812,0.012235735,100,0.72616327,,1.5970567,4.451067,2586.4194560050964,6.216959,,[-1.837  0.478 -1.861  1.597 -3.867],9.99999,32900,5.3,320632.0,-22.301857,-2.4494271,0.95377165,42.97491829901358,0.12206058,2.9099216,44.28651,-728.1719,0.108309686,-788.51154,-815.4321
330,3.8146973e-06,13.717748,168335,0.010569907,100,0.09766969,,1.0174749,1.2489142,2595.156660079956,6.166851,,[-1.835  0.48  -1.858  1.602 -3.868],9.999987,33000,5.23,6108.3057,-21.631454,-2.4512248,0.9715544,42.276279960164956,0.10284589,1.3097818,72.01644,-739.7554,0.64196,-800.805,-820.05756
331,7.6293946e-07,14.055486,168873,0.011804012,100,0.5727576,,1.364382,3.0278382,2604.552312374115,6.27326,,[-1.837  0.486 -1.864  1.597 -3.87 ],9.999992,33100,5.38,197761.94,-23.06548,-2.4562533,0.9524648,43.77505019442475,0.1142941,1.8750517,52.58948,-728.40765,0.09928516,-788.0126,-819.73883
332,-4.272461e-06,13.798908,169433,0.011270312,100,0.18767923,,1.024315,1.6625555,2610.3035666942596,6.419323,,[-1.841  0.494 -1.872  1.587 -3.875],9.999992,33200,5.6,21801.154,-25.17957,-2.457096,0.9904387,45.97408415858556,0.1059025,1.0564121,41.385536,-763.0442,0.6726198,-815.41345,-822.60065
333,-4.234314e-06,11.7480135,169957,0.014493637,100,0.66966635,,1.8285774,5.7372303,2616.7660932540894,6.1749506,,[-1.842  0.495 -1.873  1.586 -3.876],9.999999,33300,5.24,272347.8,-21.758842,-2.4577506,0.9150931,42.37836295242758,0.15010306,4.8517027,44.82559,-697.03156,0.10004102,-758.8402,-813.8911
334,2.1362305e-06,13.7413845,170495,0.010951815,100,0.20628129,,1.0443381,1.7749964,2628.006338119507,6.2728148,,[-1.818  0.519 -1.831  1.561 -3.876],9.9999895,33400,5.38,26255.615,-23.073338,-2.4569662,0.98445576,43.773837964822505,0.105052575,1.2247397,52.575363,-753.4837,0.3884675,-809.55164,-819.7129
335,-7.2479247e-07,11.57975,170999,0.017596262,100,0.7906925,,3.9507017,5.12695,2636.2748618125916,6.022007,,[-1.822  0.522 -1.836  1.561 -3.876],9.999989,33500,5.04,371676.78,-19.827484,-2.4560506,0.86802596,40.375430111804974,0.2495039,14.634881,46.698193,-655.8139,0.022716582,-756.2774,-808.2228
336,-1.335144e-06,12.425082,171519,0.024230205,100,1.2182279,,6.960116,8.757314,2645.1892042160034,6.1448345,,[-1.82   0.521 -1.834  1.553 -3.875],9.999996,33600,5.2,895781.44,-31.24583,-2.4600136,0.8258877,41.976560228483635,0.47626567,40.928223,45.217983,-627.0047,0.0070731225,-724.28265,-812.79083
337,4.9209593e-06,13.118998,172070,0.011586218,100,0.50089246,,1.1825233,4.246463,2654.2561235427856,6.361389,,[-1.818  0.518 -1.826  1.565 -3.879],9.999964,33700,5.51,152933.23,-24.329134,-2.4617183,0.9585004,45.075523763678774,0.11012826,1.4945815,60.437607,-736.28125,0.26375037,-795.5843,-824.9944
338,-2.7656556e-06,11.5238285,172576,0.01128908,100,0.31764936,,1.194068,2.6551056,2661.445990085602,6.0387554,,[-1.82   0.518 -1.829  1.568 -3.881],9.999998,33800,5.06,60007.86,-29.909237,-2.4677696,0.9165944,40.578045469536406,0.11259047,1.6867985,37.340603,-693.3757,0.19264741,-747.09534,-806.4278
339,-2.0408631e-06,13.833923,173109,0.015002014,100,1.258564,,2.6998665,12.047191,2670.552749156952,6.238119,,[-1.798  0.508 -1.803  1.572 -3.887],9.999996,33900,5.33,906748.2,-32.47569,-2.4687498,0.8785409,43.27456748953536,0.16936338,6.358635,43.983017,-666.94763,0.066324726,-740.3083,-816.19385
340,-6.4849854e-07,14.477661,173632,0.02736767,100,1.139178,,7.8997364,7.4303007,2679.642906665802,6.1669903,,[-1.796  0.499 -1.793  1.586 -3.888],9.999998,34000,5.23,775005.56,-31.504692,-2.4717293,0.8778342,42.27667688159866,0.5983533,61.781433,71.97764,-668.06116,0.0020129199,-772.79285,-820.07556
341,2.670288e-06,12.7582445,174156,0.024640122,100,1.0506982,,6.981438,8.434082,2687.927256822586,6.173894,,[-1.789  0.521 -1.784  1.559 -3.891],9.999982,34100,5.24,666436.5,-31.62416,-2.472449,0.78644884,42.37556134775032,0.46290818,38.457336,53.928577,-597.2438,0.001763836,-710.20984,-816.13074
342,1.926422e-06,14.224942,174663,0.026821572,100,0.6365108,,8.17333,3.1610565,2696.7476274967194,6.046382,,[-1.788  0.523 -1.781  1.567 -3.891],9.999995,34200,5.07,244261.88,-29.968002,-2.4718862,0.6738241,40.67757078297748,0.59363884,66.51854,46.495132,-508.24673,0.0015102781,-630.14075,-809.1781
343,1.7356873e-06,12.925099,175162,0.022200542,100,0.9757111,,6.140166,7.1015406,2706.229736328125,5.9825373,,[-1.788  0.526 -1.78   1.576 -3.891],9.999976,34300,4.99,559031.3,-29.214214,-2.4719374,0.82394135,39.87637032905067,0.40070766,29.9782,38.014885,-619.82654,0.007682182,-721.3723,-804.3294
344,-6.8664554e-07,12.227416,175706,0.034857392,100,0.881615,,11.450858,6.548563,2713.2201702594757,6.314992,,[-1.788  0.528 -1.778  1.584 -3.891],9.9999895,34400,5.44,478275.88,-33.553917,-2.47189,0.73886865,44.37674062252937,0.83800167,80.181175,33.700855,-564.56744,0.0037278,-684.4908,-816.49896
345,9.3460085e-07,11.482511,176222,0.010527197,100,0.21182093,,1.0461745,1.8753761,2722.5185194015503,6.1147738,,[-1.788  0.533 -1.779  1.592 -3.891],9.999999,34500,5.16,26802.404,-30.869976,-2.4738421,0.96929234,41.576115946967946,0.10316824,1.5920589,45.554043,-736.35,0.2551821,-791.0285,-811.6719
346,-7.05719e-07,12.815546,176752,0.010608667,100,0.035341606,,1.0013539,1.0907387,2730.127871990204,6.217389,,[-1.783  0.545 -1.776  1.585 -3.893],9.999986,34600,5.3,1002.1418,-32.20179,-2.4744,0.9952734,42.97604826508792,0.10249732,1.0055506,35.03276,-759.77966,0.863738,-809.46796,-813.006
347,-8.5830686e-07,12.4190445,177293,0.014977788,100,0.9307521,,2.596551,5.2054844,2737.5925040245056,6.294466,,[-1.785  0.544 -1.779  1.586 -3.893],9.999996,34700,5.41,526728.56,-23.383629,-2.4735682,0.9034853,44.07652064396538,0.17068191,7.799741,33.99112,-691.2561,0.015042653,-763.44385,-815.77106
348,2.861023e-06,12.7453165,177828,0.011106089,100,0.3710403,,1.1312766,2.1653557,2744.020306110382,6.2527723,,[-1.784  0.544 -1.78   1.593 -3.892],9.999995,34800,5.35,84373.82,-32.68049,-2.474658,0.976425,43.476150699842904,0.107010774,1.3892691,34.525837,-746.9231,0.26665425,-798.7967,-814.2818
349,-2.4032593e-06,13.825314,178342,0.040896475,100,0.6441994,,10.869443,5.68876,2750.0785319805145,6.0996294,,[-1.785  0.547 -1.781  1.594 -3.894],9.999978,34900,5.14,241798.34,-30.648525,-2.502145,0.6256053,41.37599345040718,1.0414912,118.83996,36.607384,-470.38287,0.0010440749,-569.7601,-808.71173
350,-3.2424928e-06,11.124103,178844,0.02000365,100,0.9169611,,5.1558366,9.865282,2756.782245159149,6.006777,,[-1.844  0.506 -1.82   1.636 -3.921],9.999992,35000,5.02,492175.06,-29.526014,-2.501949,0.84389085,40.176991250899,0.34740537,29.756691,46.869316,-635.3876,0.012795787,-732.1609,-807.6522
351,1.9073486e-06,12.520084,179364,0.018040806,100,0.8440002,,4.0462704,6.474058,2766.515770673752,6.145075,,[-1.842  0.508 -1.817  1.644 -3.921],9.999994,35100,5.2,430312.12,-31.241772,-2.502002,0.7310318,41.977177909869624,0.26391843,25.663702,45.22259,-553.955,0.00786466,-650.8911,-812.80365
352,-5.340576e-07,11.523559,179890,0.010908552,100,0.26134,,1.0635809,1.9817858,2777.0682096481323,6.188843,,[-1.843  0.51  -1.817  1.652 -3.921],9.999996,35200,5.26,41175.105,-21.950783,-2.501761,0.9448232,42.576643846008956,0.10590024,1.3223158,53.760967,-720.2056,0.1904571,-776.2909,-816.6646
353,-9.155273e-07,11.422713,180400,0.021281844,100,0.99108803,,5.5630736,5.442855,2787.824954032898,6.0696564,,[-1.835  0.507 -1.795  1.652 -3.921],9.999998,35300,5.1,585125.8,-20.41352,-2.5009162,0.84115314,40.97761329166411,0.3409441,21.356285,55.217773,-635.81885,0.010296099,-745.82056,-812.2843
354,5.722046e-07,12.349728,180899,0.025165554,100,0.7227259,,7.2313433,5.469357,2793.9815781116486,5.9831963,,[-1.837  0.508 -1.795  1.661 -3.92 ],9.999988,35400,4.99,305412.56,-29.220993,-2.5011716,0.7474117,39.87804015233452,0.55429673,70.01835,37.960052,-561.4464,0.0048916982,-667.8609,-804.35333
355,-1.5258789e-06,14.331848,181428,0.034615763,100,0.96052825,,11.735558,9.420864,2803.4445235729218,6.2098446,,[-1.819  0.52  -1.788  1.641 -3.92 ],10.0,35500,5.29,551607.4,-22.196835,-2.5031254,0.7397677,42.87503954804261,0.75343466,45.77929,44.400764,-560.7776,0.0025976035,-682.74365,-815.182
356,3.4332277e-07,11.803243,181942,0.010304187,100,0.056157496,,1.0039964,1.1640886,2811.7040622234344,6.100362,,[-1.823  0.53  -1.799  1.623 -3.922],9.999995,35600,5.14,2074.387,-20.792469,-2.5041018,0.9946008,41.37791939637385,0.10110789,1.0251448,54.937664,-754.9328,0.77154255,-809.41833,-813.42786
357,2.4986266e-06,12.144346,182449,0.01229557,100,0.822459,,1.8164595,6.378132,2817.8624856472015,6.046274,,[-1.826  0.533 -1.801  1.621 -3.923],9.99999,35700,5.07,404999.8,-29.995565,-2.5066414,0.93761814,40.677284568775015,0.12915544,3.41644,27.892086,-709.7239,0.10222865,-767.6082,-804.10266
358,-2.002716e-06,12.363272,182970,0.014991831,100,0.90866303,,2.7776213,5.2854977,2824.8468058109283,6.152484,,[-1.822  0.534 -1.797  1.627 -3.925],9.999999,35800,5.21,497313.22,-31.345211,-2.5061016,0.9002858,42.0772230208194,0.1776749,8.470988,45.11193,-684.4834,0.020319186,-762.1028,-813.0731
359,-1.14440915e-07,12.456275,183476,0.036199432,100,1.3310647,,12.309003,12.097889,2832.5144906044006,6.0385942,,[-1.823  0.533 -1.795  1.635 -3.925],9.99994,35900,5.06,1049802.4,-29.896887,-2.50996,0.6787687,40.57748847507618,0.74655193,57.221428,37.35766,-509.4568,0.0031889668,-628.9924,-806.42865
360,5.340576e-07,12.183299,183991,0.013526116,100,1.0308552,,2.255167,9.32866,2841.6990575790405,6.1075935,,[-1.809  0.507 -1.742  1.661 -3.929],9.999973,36000,5.15,626103.5,-20.880112,-2.51191,0.94630826,41.47698340865352,0.14756057,4.743391,36.444187,-716.92944,0.06915637,-782.95087,-808.98676
361,-2.670288e-07,13.359864,184512,0.022999417,100,1.0174562,,6.16914,9.073166,2849.379190683365,6.152361,,[-1.806  0.508 -1.736  1.667 -3.931],9.999968,36100,5.21,625993.06,-31.33079,-2.4883335,0.83969104,42.076820216823045,0.4159461,29.386211,45.108288,-637.9565,0.040653918,-737.9077,-813.0793
362,-1.9454956e-06,14.225823,185015,0.032280643,100,0.88285565,,10.7244425,7.3767295,2857.914318084717,6.0158606,,[-1.808  0.519 -1.735  1.668 -3.907],9.999988,36200,5.03,459507.06,-19.699635,-2.4891934,0.7470911,40.27985693427226,0.7462619,62.139576,65.0686,-562.0443,0.01219286,-685.65393,-812.4658
363,-3.8146973e-07,11.079989,185523,0.010320613,100,0.14740115,,1.0265095,1.5810374,2866.4807782173157,6.05389,,[-1.809  0.515 -1.736  1.659 -3.908],9.999998,36300,5.08,13291.466,-20.222136,-2.4882944,0.9733251,40.77687740584495,0.10189149,1.1312617,37.1455,-737.21387,0.5822068,-787.5488,-806.9826
364,-7.4386594e-07,12.79876,186040,0.015919138,100,1.0548174,,3.0590372,7.8870244,2873.723102092743,6.1229954,,[-1.802  0.513 -1.727  1.66  -3.907],9.999992,36400,5.17,653093.3,-21.068295,-2.482406,0.9193775,41.677918607537606,0.20115337,15.012218,36.2889,-696.9887,0.03785738,-770.26337,-809.5676
365,1.0681152e-06,11.664912,186556,0.010403378,100,0.13566943,,1.0184276,1.5049689,2882.149031639099,6.11493,,[-1.797  0.511 -1.718  1.652 -3.901],9.999974,36500,5.16,11356.426,-30.868423,-2.4863129,0.9850441,41.576454205018635,0.10188687,1.223082,36.38776,-748.3599,0.46537343,-798.7477,-809.2491
366,-3.566742e-06,14.275525,187076,0.022841489,100,1.0784252,,6.071127,6.970604,2887.717510700226,6.145589,,[-1.802  0.504 -1.719  1.657 -3.905],9.999997,36600,5.2,685971.0,-31.220604,-2.4904912,0.8460224,41.97852016637132,0.4121702,34.24556,45.25408,-641.8853,0.0101638045,-741.3589,-812.8525
367,-2.3841858e-06,12.155608,187599,0.015874738,100,1.1649815,,3.1239784,10.252018,2897.4608097076416,6.1671963,,[-1.794  0.505 -1.709  1.645 -3.91 ],9.999998,36700,5.23,816950.4,-31.538641,-2.4921863,0.8634919,42.27721279738168,0.20259045,11.676413,35.712044,-656.2186,0.019556385,-730.53485,-811.17725
368,3.490448e-06,12.801426,188113,0.02802901,100,1.0800111,,8.556675,7.1697807,2903.904244184494,6.099597,,[-1.795  0.51  -1.705  1.649 -3.911],9.99998,36800,5.14,709710.8,-30.66262,-2.4929223,0.8096439,41.37591457232,0.5566398,45.833656,36.597168,-613.46747,0.0035628818,-722.18976,-808.6958
369,-5.340576e-07,11.707033,188613,0.012749649,100,0.872354,,2.063187,5.570215,2912.2305560112,5.9905577,,[-1.794  0.513 -1.705  1.657 -3.912],9.999997,36900,5.0,451180.44,-19.44548,-2.490443,0.9337459,39.97638357691987,0.14024055,5.040827,28.61256,-704.92554,0.10529986,-764.6165,-802.0067
370,1.9073487e-07,12.432016,189097,0.026417162,100,0.90985143,,8.446385,6.4942293,2920.07972073555,5.858529,,[-1.791  0.513 -1.7    1.664 -3.91 ],9.999967,37000,4.84,478103.62,-27.7742,-2.4846287,0.7670049,38.377560878454354,0.5502853,46.214622,39.421894,-571.97754,0.0031074777,-683.32935,-799.6103
371,-2.1743774e-06,13.073135,189616,0.010496704,100,0.21738316,,1.0373784,1.9361681,2928.9585225582123,6.1376066,,[-1.802  0.523 -1.731  1.648 -3.904],9.999993,37100,5.19,28020.268,-31.140701,-2.4853022,0.99039185,41.87706579927269,0.10250872,1.0929766,36.119102,-753.06506,0.6154083,-803.2239,-810.10516
372,2.0408631e-06,15.373173,190130,0.046987277,100,0.97115755,,16.80558,7.8287077,2937.3716135025024,6.0999928,,[-1.801  0.524 -1.73   1.646 -3.904],9.999977,37200,5.14,548003.8,-20.742218,-2.4772968,0.6907771,41.376920582354224,2.2914176,475.81973,54.918022,-520.4589,0.0030182928,-670.2499,-813.4613
373,-1.9073486e-08,11.416326,190641,0.016195225,100,0.991618,,3.4080677,5.492737,2947.258318424225,6.077778,,[-1.804  0.559 -1.737  1.609 -3.896],9.999998,37300,5.11,588279.4,-20.49271,-2.4775429,0.88228846,41.07871387117155,0.21336451,11.03449,36.863365,-667.9491,0.029098876,-745.512,-807.88196
374,5.340576e-07,12.418438,191152,0.027802302,100,0.8671771,,8.40473,4.613127,2953.898626089096,6.076952,,[-1.801  0.561 -1.733  1.616 -3.897],9.999996,37400,5.11,440446.22,-30.378262,-2.474367,0.797165,41.07659831750795,0.6028257,53.03984,46.047184,-601.18274,0.0033827028,-703.55304,-810.2864
375,-2.2125244e-06,14.127047,191682,0.06964675,100,1.2289009,,28.48625,9.625141,2965.5531051158905,6.217085,,[-1.809  0.546 -1.735  1.638 -3.893],9.999996,37500,5.3,895064.6,-32.184303,-2.4687502,0.7135539,42.97526304706289,2.4210827,269.53116,44.229717,-541.1275,0.0006460094,-693.2255,-815.44147
376,,11.980878,192181,0.017778447,100,1.1426175,,4.146271,7.6511197,2972.265662908554,5.982847,,[-1.806  0.524 -1.726  1.666 -3.888],9.999993,37600,4.99,767211.1,-19.345573,-2.4697137,0.9176972,39.877187104900415,0.26444098,15.932987,28.705288,-691.76874,0.028794017,-765.7237,-801.7227
377,-6.4849854e-07,10.713134,192680,0.024513906,100,0.8909434,,7.005356,5.920448,2980.000275850296,5.9830027,,[-1.804  0.52  -1.727  1.659 -3.889],9.999959,37700,4.99,472219.84,-29.244528,-2.4697306,0.79449344,39.87749143107086,0.4462332,33.955177,28.649471,-598.49994,0.005062821,-704.72595,-801.71295
378,-9.536743e-07,11.834832,193181,0.02647733,100,0.84733874,,8.025008,6.218541,2988.548928499222,5.9991665,,[-1.809  0.518 -1.734  1.672 -3.889],9.999956,37800,5.01,427930.8,-29.421791,-2.4690053,0.77889264,40.07780466368793,0.522888,44.29495,28.501072,-587.13074,0.0013772461,-690.9116,-802.3357
379,-1.0681152e-06,14.61483,193695,0.010577542,100,0.31302398,,1.1061668,2.026534,2996.30087018013,6.100402,,[-1.81   0.514 -1.734  1.664 -3.888],9.999978,37900,5.14,58456.465,-30.639832,-2.4745607,0.9830798,41.37798358514826,0.103893265,1.2475857,45.83474,-745.8866,0.35482216,-799.25775,-811.1912
380,1.0871887e-06,11.450904,194201,0.011954397,100,0.76427734,,1.6837926,6.2057505,3002.4174213409424,6.0392427,,[-1.81   0.517 -1.742  1.66  -3.893],9.999986,38000,5.06,351325.0,-29.911385,-2.4748042,0.91861576,40.579246873013844,0.12405587,3.3395753,37.343277,-694.93524,0.051273055,-752.4098,-806.449
381,2.5558472e-06,13.09081,194745,0.03741233,100,0.8036648,,12.556604,6.295541,3009.283886909485,6.314438,,[-1.807  0.522 -1.739  1.662 -3.894],9.999994,38100,5.44,392805.16,-23.664371,-2.4748032,0.7773628,44.37525166126492,0.8754168,100.1915,61.08597,-593.5773,0.0028070132,-721.73895,-823.3358
382,4.615784e-06,12.636973,195253,0.03426576,100,1.4020292,,10.940006,11.522997,3016.6452312469482,6.05416,,[-1.803  0.521 -1.737  1.651 -3.894],9.999999,38200,5.08,1113209.6,-30.08487,-2.4753911,0.7632389,40.77756136432305,0.78180325,70.02022,37.165733,-572.54364,0.00082429923,-675.8682,-807.0148
383,-2.2125244e-06,11.78972,195760,0.01778544,100,0.72177774,,4.0811524,4.6256633,3026.95627617836,6.0457764,,[-1.804  0.57  -1.732  1.606 -3.894],9.999992,38300,5.07,305691.84,-29.997705,-2.476578,0.8261072,40.67602535629467,0.26607764,26.186539,37.169865,-622.7192,0.010405239,-730.66376,-806.68494
384,1.0108947e-06,10.629485,196268,0.026861612,100,0.91138566,,8.178519,7.3493843,3035.863356113434,6.054369,,[-1.805  0.568 -1.733  1.598 -3.896],9.99999,38400,5.08,496373.12,-30.111866,-2.476615,0.75026774,40.778074479298645,0.63757426,74.57898,37.151623,-566.1463,0.0025733472,-670.05536,-806.99915
385,4.7683716e-07,10.05861,196767,0.01595866,100,0.8939021,,3.3989997,5.440264,3045.5467863082886,5.983287,,[-1.805  0.571 -1.731  1.606 -3.896],9.999998,38500,4.99,469227.2,-19.36736,-2.476614,0.86906385,39.87829756699558,0.21693714,13.579451,28.658985,-654.10046,0.013858278,-730.7904,-801.72156
386,3.2424928e-06,10.809324,197278,0.010745432,100,0.32979167,,1.1291573,2.3187206,3055.0627331733704,6.0780687,,[-1.805  0.568 -1.734  1.6   -3.896],9.999995,38600,5.11,64074.9,-30.398144,-2.474816,0.95123667,41.0794559400628,0.10603258,1.6233776,27.529366,-721.31836,0.36782375,-770.5015,-805.2784
387,-2.4032593e-06,11.728088,197788,0.010454023,100,0.34617767,,1.0897068,2.445195,3061.929020881653,6.0698566,,[-1.805  0.553 -1.731  1.608 -3.894],9.999996,38700,5.1,70315.54,-30.292814,-2.4738765,0.98302627,40.97812447721797,0.103073426,1.2201178,36.95515,-744.7323,0.43302158,-795.5932,-807.5891
388,1.14440915e-07,14.612069,198296,0.014713677,100,0.81440604,,2.728789,6.3239703,3069.5939950942993,6.0530643,,[-1.805  0.553 -1.732  1.606 -3.893],9.999996,38800,5.08,389877.22,-30.056393,-2.4735718,0.9001537,40.77477336954115,0.18159512,8.972497,55.500404,-681.6024,0.006729592,-763.5213,-811.69946
389,3.8146973e-06,13.292793,198813,0.011757868,100,0.4267538,,1.2565345,2.4704442,3077.241963624954,6.1227007,,[-1.804  0.55  -1.73   1.6   -3.892],9.999982,38900,5.17,108794.875,-30.94317,-2.480405,0.93175733,41.67713335672394,0.11828251,3.6711073,63.686325,-708.5682,0.06189836,-781.1138,-816.4109
390,2.0980835e-06,14.751689,199344,0.021663476,100,0.7075683,,5.4933124,4.3231363,3087.0614120960236,6.224037,,[-1.781  0.533 -1.708  1.611 -3.899],9.999992,39000,5.31,304497.5,-22.38739,-2.4794397,0.79379135,43.07479484449144,0.36812657,37.17129,62.37109,-604.9256,0.017231485,-721.50854,-820.1207
391,2.3460389e-06,15.590788,199876,0.022336913,100,1.1033957,,5.8863544,8.174997,3095.7093453407288,6.231722,,[-1.78   0.531 -1.707  1.604 -3.898],9.999994,39100,5.32,732347.0,-32.35288,-2.479747,0.78637487,43.1763693826278,0.36317554,28.014807,80.08766,-598.0857,0.02489129,-708.2699,-824.36
392,6.294251e-07,12.376441,200394,0.04040188,100,0.8291789,,14.176571,5.6243124,3101.558249235153,6.1299486,,[-1.781  0.528 -1.709  1.595 -3.899],9.999991,39200,5.18,413311.44,-21.170513,-2.4796977,0.7198599,41.77654722317057,1.2213359,171.01753,45.34126,-544.12897,0.0038222228,-663.4802,-812.24316
393,-3.3950805e-06,12.571088,200909,0.010557384,100,0.22751369,,1.0484741,2.0504842,3110.8290412425995,6.1072283,,[-1.79   0.493 -1.697  1.632 -3.899],9.999963,39300,5.15,30121.326,-30.764027,-2.4804726,0.9752427,41.47601721673764,0.103520535,1.1535308,36.47423,-740.02466,0.4705206,-790.71655,-808.9741
394,-3.414154e-06,14.846879,201439,0.023550175,100,0.7957032,,6.4428697,6.1995974,3116.353843688965,6.2164125,,[-1.802  0.496 -1.709  1.63  -3.899],9.9999895,39400,5.3,388207.2,-32.169655,-2.480262,0.7583456,42.97346373992216,0.43241045,29.913239,53.36155,-577.1108,0.0029823636,-696.1069,-817.6977
395,1.8692017e-06,11.85603,201945,0.010829287,100,0.5423539,,1.260972,3.8956141,3125.1606545448303,6.038761,,[-1.803  0.494 -1.711  1.621 -3.899],10.0,39500,5.06,172063.22,-29.904732,-2.479489,0.9433945,40.57806625675718,0.107793875,1.6121619,37.355118,-712.909,0.23554114,-765.558,-806.432
396,1.2016296e-06,15.4122505,202487,0.045380127,100,1.1962959,,16.136744,6.8097715,3130.6532621383667,6.3011456,,[-1.799  0.492 -1.706  1.626 -3.898],9.999994,39600,5.42,860329.0,-33.31687,-2.4894626,0.8220079,44.17608647316488,1.1619459,86.88723,61.24681,-627.6928,0.0019063522,-754.6273,-822.9022
397,6.67572e-07,12.169534,203004,0.011178659,100,0.46759063,,1.2613931,2.8280656,3140.973394870758,6.1220055,,[-1.808  0.47  -1.708  1.654 -3.909],9.999998,39700,5.17,130208.31,-30.956638,-2.500051,0.952121,41.67538002146236,0.11065338,2.4283218,36.25655,-722.9647,0.17762287,-780.0476,-809.51263
398,-9.536743e-08,13.511463,203517,0.030884054,100,0.9089477,,9.723927,6.343656,3148.055852651596,6.0920916,,[-1.809  0.457 -1.711  1.66  -3.919],9.9999895,39800,5.13,487741.7,-30.556986,-2.5016973,0.78704244,41.27618514112529,0.71707255,76.22501,45.91555,-595.6447,0.0012656576,-717.62585,-810.86066
399,9.536743e-07,13.071055,204047,0.0106674805,100,0.1821845,,1.0240792,1.7483833,3156.122935295105,6.2178383,,[-1.813  0.461 -1.716  1.668 -3.92 ],9.999998,39900,5.3,20819.834,-22.313862,-2.5039546,0.9866152,42.977271963153065,0.10306901,1.056677,44.26757,-753.27423,0.61950964,-805.7002,-815.4624
400,1.7166137e-06,15.684309,204560,0.034626905,100,0.98388255,,11.420462,5.5749264,3160.657845020294,6.092782,,[-1.816  0.462 -1.717  1.666 -3.923],9.999967,40000,5.13,564345.94,-30.52348,-2.51079,0.73207265,41.27790205167162,0.8920352,124.90194,55.048134,-551.2527,0.0034733978,-660.90344,-813.20264
401,3.3187866e-06,13.829929,205076,0.029692532,100,0.771657,,9.255387,4.3496656,3166.364856004715,6.114517,,[-1.826  0.435 -1.714  1.697 -3.93 ],9.99991,40100,5.16,349933.47,-30.841167,-2.5105472,0.7517806,41.57522599533913,0.63225645,51.342922,45.55905,-568.61255,0.008795624,-699.41736,-811.68616
402,2.1362305e-06,15.652107,205625,0.016539607,100,0.8738429,,3.2271323,6.438204,3172.034622192383,6.3482447,,[-1.827  0.436 -1.715  1.707 -3.929],9.999999,40200,5.49,469537.06,-33.98603,-2.5166643,0.90767807,44.87593181462433,0.21640675,18.73556,78.497604,-696.01855,0.017983064,-777.6968,-828.51544
403,1.4495849e-06,13.859804,206145,0.015731437,100,0.8378387,,3.0950754,5.4882493,3177.5550303459167,6.1452856,,[-1.83   0.431 -1.719  1.702 -3.936],9.999995,40300,5.2,419503.44,-31.22649,-2.5168042,0.87323576,41.977729883230566,0.19345295,9.340295,54.333107,-663.1873,0.029771214,-753.11743,-815.1091
