EpisodesSoFar,EpRewMean,MeanEntropy,ReturnStepMaxmin,StdIW,Iteration,MeanIW,InitialReturnMax,StdD2w0t,MeanD2w0t,Bound,InitialReturnStd,EpLenMean,MinD2w0t,MinIW,InitialBound,MaxIW,ReturnMeanIW,TimeElapsed,EmpiricalD2,Weights,J_sample_variance,InitialReturnMin,InitialReturnMean,ReturnStepMax,MaxD2w0t,TimestepsSoFar,EpThisIter
32800,176.61075558192562,-2.220648,8.919203,0.3064231,328,0.98124766,128.97481,0.20102404,0.039328344,-852.29114,61.426704,18.67,,0.18742147,-861.4013,2.8303113,-764.81366,1791.5182430744171,1.1589444,[-1.31   0.379 -0.578 -0.126 -3.643],58707.1,-140.50644,6.408691e-06,9.4596,2.5225596,401926,100
32900,196.60497164616052,-2.226779,9.023222,0.6519731,329,0.7956608,206.28587,0.5933995,0.07521847,-756.7803,69.607994,20.67,,0.02864169,-860.4562,10.984253,-607.84937,1797.819717168808,4.6436543,[-1.309  0.384 -0.577 -0.13  -3.639],267621.34,-127.34895,-9.155274e-06,9.511611,33.24877,403993,100
33000,190.90497677270926,-2.2189798,8.995522,0.5324952,330,0.8805617,258.64026,0.38909185,0.053538922,-811.0342,68.43736,20.1,,0.011142887,-867.5491,6.4165335,-680.55,1804.8710713386536,3.6674964,[-1.291  0.383 -0.578 -0.119 -3.646],175769.17,-94.42598,1.2512207e-05,9.497761,29.601881,406003,100
33100,178.3122338331326,-2.219669,8.929113,0.4669725,331,0.742895,202.3191,0.8621108,0.07922058,-729.97144,65.02961,18.84,,0.0049690134,-868.4764,3.3399715,-580.16315,1811.549292564392,5.5588284,[-1.275  0.387 -0.574 -0.126 -3.638],151756.75,-84.21904,-6.3323973e-06,9.464557,58.344204,407887,100
33200,180.9101894537642,-2.2223692,8.943474,0.9704103,332,0.818303,140.03398,0.6376711,0.07495474,-772.98773,67.17842,19.1,,0.006110723,-861.1513,12.480579,-622.9085,1818.059279680252,6.314081,[-1.262  0.395 -0.57  -0.128 -3.639],557901.3,-143.63382,6.5612794e-06,9.471737,49.888855,409797,100
33300,209.7992362715842,-2.2196684,9.081335,0.46808445,333,0.8358292,170.0335,0.53144693,0.06387099,-758.0656,67.91002,21.99,,0.005226781,-850.3334,5.2388515,-636.02356,1825.6247744560242,4.141002,[-1.28   0.399 -0.575 -0.145 -3.641],136141.7,-110.03087,9.536743e-06,9.540668,37.365097,411996,100
33400,191.10501241074425,-2.220011,8.996525,0.3439078,334,0.9518304,185.39337,0.21444294,0.043611314,-834.41394,68.19787,20.12,,0.06247107,-861.1154,2.1218023,-738.5265,1832.617998600006,1.1738985,[-1.293  0.393 -0.574 -0.139 -3.638],85298.516,-132.52536,-1.1749267e-05,9.498262,1.8979683,414008,100
33500,184.6076719676448,-2.222437,8.963293,0.9134981,335,0.78465164,129.68411,0.86289066,0.06503869,-742.0759,64.636375,19.47,,0.007185721,-858.14056,36.492794,-611.2464,1839.0950872898102,7.5065894,[-1.302  0.4   -0.578 -0.144 -3.639],542543.75,-137.15541,-3.2043456e-06,9.481647,150.44872,415955,100
33600,198.20857080770475,-2.2196715,9.031071,0.6972423,336,0.9046456,118.45007,0.37818322,0.056460317,-803.20154,65.02013,20.83,,0.01691837,-850.54834,5.031344,-696.46014,1846.234850883484,3.378239,[-1.304  0.397 -0.577 -0.127 -3.641],288650.38,-148.41304,1.2207031e-06,9.515535,22.125694,418038,100
33700,181.80267453595806,-2.2170854,8.947649,0.58049554,337,0.9200083,159.6956,0.30461589,0.053254623,-827.3603,63.32221,19.19,,0.08040248,-862.52057,5.440527,-718.1893,1853.441365480423,2.0347805,[-1.309  0.388 -0.574 -0.116 -3.639],232182.7,-87.32017,7.93457e-06,9.473824,10.111067,419957,100
33800,175.4117931868154,-2.2160919,8.912323,1.173654,338,0.81944346,204.76733,0.5616747,0.05742596,-752.36115,65.57512,18.55,,0.020368515,-870.0219,9.240034,-619.6526,1858.681367635727,5.4403386,[-1.304  0.378 -0.569 -0.113 -3.636],773930.8,-91.11508,-1.7700195e-05,9.4561615,89.00646,421812,100
33900,180.91255274642458,-2.2277546,8.943724,0.67098254,339,0.8180124,174.06448,0.84541845,0.057568677,-754.4642,65.73321,19.1,,0.015691167,-864.59314,5.3966722,-630.8488,1864.521436214447,5.8197827,[-1.3    0.383 -0.576 -0.13  -3.635],285396.38,-86.39792,1.8310546e-06,9.471862,148.27954,423722,100
34000,204.19902612639845,-2.2294955,9.057308,0.80482936,340,0.7325218,127.262054,1.775843,0.09727709,-701.57477,62.269485,21.43,,0.0058738096,-848.3647,10.712648,-542.55554,1870.9048340320587,14.870591,[-1.283  0.383 -0.562 -0.14  -3.647],370334.47,-163.33167,-1.1901855e-05,9.528654,278.53516,425865,100
34100,203.4995887819787,-2.23248,9.054274,0.7184427,341,0.7169814,141.78284,0.78334105,0.07331049,-677.6322,64.18766,21.36,,0.005674962,-850.38934,5.301662,-537.8328,1877.5264568328857,8.870727,[-1.287  0.385 -0.575 -0.157 -3.648],287385.06,-162.58778,5.7983398e-06,9.527137,88.66838,428001,100
34200,208.60115137893553,-2.232651,9.0764675,0.5872199,342,0.87033665,144.43138,0.3882546,0.056635536,-777.6475,64.81324,21.87,,0.0047060256,-848.201,4.7222524,-664.6493,1883.9023940563202,3.1267374,[-1.284  0.393 -0.579 -0.173 -3.652],212215.92,-100.09649,-9.994506e-06,9.538234,34.936176,430188,100
34300,229.59210816267833,-2.232637,9.156626,0.8090029,343,0.7118216,140.57455,1.1127672,0.12419674,-680.7011,60.935516,23.97,,0.002194991,-836.68066,8.352684,-517.57697,1890.3042550086975,10.495088,[-1.293  0.387 -0.58  -0.165 -3.652],363111.75,-117.30848,1.1444092e-05,9.578313,101.29038,432585,100
34400,221.59231331804062,-2.231431,9.127522,0.91079384,344,0.8854824,166.18188,0.55702984,0.08198231,-798.25037,59.447662,23.17,,0.006454964,-843.2719,6.0614295,-661.19806,1896.6333694458008,5.598609,[-1.292  0.378 -0.578 -0.17  -3.652],495432.38,-110.9922,-1.739502e-05,9.563761,39.795334,434902,100
34500,216.79754532602,-2.2297614,9.109526,0.8077473,345,0.7012084,207.41405,0.6455423,0.076272614,-660.1443,59.74507,22.69,,0.0059199943,-849.4958,6.4261756,-519.9506,1902.4869453907013,7.3427978,[-1.298  0.376 -0.585 -0.18  -3.65 ],392437.47,-97.98357,2.243042e-05,9.554763,59.11369,437171,100
34600,239.0911774803508,-2.2336805,9.188702,0.6957227,346,0.7323668,119.11369,0.796316,0.10435172,-690.02484,53.35893,24.92,,0.002775426,-828.979,6.971027,-530.54315,1910.1334159374237,7.4337926,[-1.296  0.377 -0.589 -0.195 -3.649],272950.06,-191.98141,5.9509275e-06,9.594351,44.819435,439663,100
34700,236.10298189873978,-2.2287884,9.1797695,0.9522181,347,0.7285289,197.43755,2.209585,0.11754517,-712.6908,52.36913,24.62,,0.007056306,-837.9078,6.478613,-528.09485,1916.5772428512573,18.016138,[-1.296  0.371 -0.588 -0.202 -3.653],531815.25,-104.865456,1.1901855e-05,9.589885,400.16064,442125,100
34800,257.1874333071842,-2.2341464,9.243357,0.93209046,348,0.6889572,149.8796,2.53438,0.13521086,-665.7909,43.278416,26.73,,0.0041860812,-821.64075,12.677951,-485.9709,1924.0364305973053,24.891174,[-1.298  0.379 -0.609 -0.222 -3.648],490768.28,-121.92961,-4.577637e-06,9.621678,380.26227,444798,100
34900,255.70126045775535,-2.2356207,9.240129,1.1452531,349,0.8618516,163.4618,0.34496525,0.06727677,-737.8904,43.406406,26.58,,0.019459572,-823.75903,8.777621,-626.3952,1932.0705833435059,3.6749003,[-1.294  0.388 -0.618 -0.242 -3.653],786410.7,-102.9539,-6.1035157e-06,9.620065,15.7696905,447456,100
35000,259.60096906025245,-2.2399654,9.251093,0.8219486,350,0.77572685,178.47404,0.533336,0.07524606,-690.82947,41.726624,26.97,,0.0034429922,-822.8295,6.646607,-552.91223,1939.6182761192322,5.578106,[-1.283  0.392 -0.616 -0.253 -3.655],372206.88,-114.897964,2.8991699e-06,9.625546,48.037174,450153,100
35100,259.0994410296596,-2.2424562,9.249588,0.689125,351,0.57221425,179.01176,2.1324272,0.10143763,-538.4603,43.21537,26.92,,0.004451872,-823.2259,7.9943333,-394.08652,1946.6860663890839,14.587332,[-1.29   0.383 -0.613 -0.238 -3.659],267270.94,-114.4198,1.5258789e-06,9.624794,434.3966,452845,100
35200,260.3984454049304,-2.244155,9.253122,0.86235994,352,0.7473901,178.34052,1.1314796,0.1004275,-702.95337,49.420948,27.05,,0.008461445,-822.7802,12.218322,-540.265,1953.6608350276947,12.379993,[-1.279  0.391 -0.617 -0.253 -3.662],449931.75,-123.99907,-1.4343262e-05,9.626561,175.42516,455550,100
35300,248.69505363983714,-2.2461507,9.219094,0.84933853,353,0.70692486,187.78102,0.6583041,0.08179587,-645.6139,54.395813,25.88,,0.01148597,-830.35077,5.224795,-508.32626,1960.7762703895569,6.9602337,[-1.28   0.38  -0.606 -0.234 -3.663],414081.94,-114.57861,-1.8310546e-06,9.609547,59.68916,458138,100
35400,268.7013435223888,-2.2477791,9.275564,0.2833883,354,0.95791453,274.89026,0.23691846,0.05752561,-795.3211,45.86431,27.88,,0.4509689,-825.0877,2.4567635,-690.5156,1967.9577977657318,1.0915174,[-1.274  0.39  -0.611 -0.247 -3.665],46683.023,-130.51646,-1.8310546e-06,9.637782,1.2899889,460926,100
35500,260.7006028511137,-2.246094,9.25411,0.9726551,355,0.6519934,108.221436,1.3072127,0.11374879,-621.90625,39.81225,27.08,,0.0055962666,-815.5987,9.70689,-462.41406,1975.1021738052368,15.365046,[-1.269  0.39  -0.605 -0.246 -3.667],543470.7,-133.88281,4.5776366e-07,9.627055,156.74252,463634,100
35600,251.59329044681436,-2.254936,9.22761,0.5875224,356,0.7250189,142.03627,1.5835466,0.12245412,-681.73474,52.196213,26.17,,0.002799365,-824.4752,5.5067244,-527.6765,1981.8795096874237,11.497002,[-1.274  0.387 -0.603 -0.229 -3.665],204977.4,-126.11443,1.8310546e-06,9.613805,180.61302,466251,100
35700,244.9036445297788,-2.2587717,9.208132,1.1280035,357,0.80642235,171.89684,0.74666584,0.087045245,-730.4515,45.140152,25.5,,0.013090196,-830.4875,12.820631,-581.53064,1988.6789915561676,10.002853,[-1.273  0.374 -0.585 -0.217 -3.674],738459.3,-121.31134,6.408691e-06,9.604066,87.40016,468801,100
35800,260.6007908027317,-2.2575293,9.253843,0.62441444,358,0.5200511,147.279,1.8351898,0.14890899,-539.78564,45.37382,27.07,,0.0019494673,-819.67786,10.103802,-356.84863,1995.796804189682,22.732916,[-1.265  0.379 -0.588 -0.233 -3.678],198320.48,-133.50357,-1.586914e-05,9.626922,157.61719,471508,100
35900,263.4999067848964,-2.2588422,9.261694,0.9764826,359,0.76803154,204.8505,0.9359175,0.10101973,-702.0198,46.795357,27.36,,0.0038096423,-823.0292,8.008223,-544.7299,2002.9809401035309,8.219066,[-1.271  0.384 -0.602 -0.253 -3.676],501164.5,-211.31293,1.4495849e-06,9.630847,144.50778,474244,100
36000,275.3025101727028,-2.2597115,9.292398,0.74015117,360,0.53454936,190.11,3.1944132,0.15453376,-568.8186,45.61967,28.54,,0.0029096024,-815.25555,9.621177,-372.20624,2010.3667330741882,28.243244,[-1.273  0.385 -0.61  -0.267 -3.678],315591.34,-41.967117,5.0354006e-06,9.646199,503.26266,477098,100
36100,256.8011549928293,-2.2605264,9.24325,0.6512167,361,0.7620911,162.3142,1.7670618,0.092693985,-684.048,37.34336,26.69,,0.0059406315,-822.75134,4.1002917,-547.7219,2017.6611771583557,9.351165,[-1.272  0.375 -0.599 -0.245 -3.679],244321.58,-112.981285,-7.6293945e-06,9.621625,352.17145,479767,100
36200,266.2080220342547,-2.25558,9.269499,0.9027192,362,0.7440026,167.48438,1.2185191,0.10698202,-669.13696,42.37771,27.63,,0.0011709963,-818.2439,7.9437733,-531.8435,2024.8371303081512,13.679383,[-1.264  0.385 -0.6   -0.257 -3.679],484664.12,-128.92188,-1.5716552e-05,9.634749,130.98802,482530,100
36300,254.70563526763536,-2.249786,9.237587,0.8156645,363,0.7280522,170.12091,0.719652,0.08315613,-660.68774,41.565277,26.48,,0.00041386555,-824.8045,6.103032,-518.1014,2031.901819229126,7.0584435,[-1.273  0.376 -0.599 -0.242 -3.674],377366.5,-120.09783,-3.517151e-05,9.6187935,81.39598,485178,100
36400,267.1965738103101,-2.2538886,9.271305,0.6854953,364,0.79960716,160.98865,0.7665979,0.08961162,-709.16425,48.704063,27.73,,0.0056754034,-817.45966,4.3538013,-567.284,2039.5451078414917,6.196598,[-1.255  0.377 -0.591 -0.252 -3.669],252484.08,-129.28348,1.815796e-05,9.635653,119.95115,487951,100
36500,266.10131388797413,-2.255845,9.268742,0.9635194,365,0.5932132,130.16504,1.3214213,0.10881607,-566.6748,40.138668,27.62,,0.0062188716,-814.838,7.930457,-407.17914,2046.8309407234192,13.42136,[-1.239  0.373 -0.583 -0.259 -3.673],477781.38,-102.38455,-1.3275147e-05,9.634371,239.5725,490713,100
36600,266.8028432808717,-2.2522204,9.2707,1.0774491,366,0.8400725,110.048874,1.0774877,0.1154023,-754.5525,37.248154,27.69,,0.008104736,-812.3516,5.871091,-602.8189,2054.6176614761353,9.625799,[-1.242  0.367 -0.577 -0.24  -3.675],657621.3,-129.65828,-1.3885498e-05,9.63535,133.86394,493482,100
36700,266.99759596482994,-2.2560854,9.270851,0.92707086,367,0.7386773,154.48618,0.47636506,0.08055588,-669.4074,40.368877,27.71,,0.007640805,-816.558,7.6423726,-529.29285,2062.7506153583527,5.608006,[-1.254  0.371 -0.586 -0.258 -3.671],505603.47,-120.681496,-3.2806397e-06,9.635426,35.66168,496253,100
36800,267.3968185583844,-2.261786,9.271847,0.81782943,368,0.76538736,122.60852,1.2680755,0.10227409,-695.1711,36.28987,27.75,,0.008897344,-813.20416,10.963329,-541.4089,2070.262389421463,9.673526,[-1.265  0.369 -0.588 -0.246 -3.675],367110.34,-44.628845,-9.155274e-06,9.635923,200.02605,499028,100
36900,257.1062145644363,-2.2619321,9.244478,0.8009635,369,0.6730407,197.98521,0.99466753,0.113196455,-655.5372,41.02478,26.72,,0.0036133488,-825.8087,5.5821366,-481.1117,2077.681883096695,9.765491,[-1.272  0.371 -0.584 -0.235 -3.681],371517.7,-113.00115,-6.408691e-06,9.622239,66.03136,501700,100
37000,251.5031739350439,-2.262925,9.228073,0.70529026,370,0.83250326,95.35646,0.65714496,0.087450616,-740.4119,45.805386,26.16,,0.0061319377,-819.49976,3.9058099,-610.357,2085.478848695755,4.9337797,[-1.273  0.376 -0.584 -0.224 -3.681],303372.16,-192.39621,-1.5258789e-06,9.614037,70.44487,504316,100
37100,245.99571302977358,-2.2610083,9.210911,1.081119,371,0.77146024,183.8292,0.7271938,0.09865454,-706.336,53.49637,25.61,,0.012788322,-831.4062,8.106479,-557.01117,2092.6518149375916,7.308874,[-1.275  0.381 -0.587 -0.218 -3.682],659957.94,-121.59093,6.408691e-06,9.605455,75.577965,506877,100
37200,257.79290979223117,-2.2615054,9.2454605,0.93365365,372,0.67782235,149.66539,2.0240898,0.14832793,-644.1341,48.587925,26.79,,0.0036099372,-821.6264,10.725874,-476.68347,2100.949786901474,17.389223,[-1.29   0.388 -0.598 -0.236 -3.68 ],492364.12,-122.06491,2.4108887e-05,9.62273,321.9754,509556,100
37300,261.404278155601,-2.2624125,9.256304,1.1523237,373,0.8002011,200.67078,0.8407785,0.10780483,-726.6079,46.008278,27.15,,0.01355433,-823.8905,9.583549,-577.2647,2107.9844262599945,7.90106,[-1.297  0.386 -0.609 -0.248 -3.68 ],780212.75,-116.02438,1.2054444e-05,9.628152,81.21651,512271,100
37400,264.29513794900305,-2.260812,9.2634945,0.9318769,374,0.6408095,175.95145,0.9249004,0.09938852,-607.76965,58.52133,27.44,,0.0046897847,-820.99005,6.7433634,-455.48187,2114.728486061096,11.736284,[-1.301  0.392 -0.611 -0.24  -3.681],516057.78,-201.31226,1.3122559e-05,9.631747,75.59502,515015,100
37500,251.50648189326887,-2.261701,9.228327,0.92481434,375,0.6860845,154.19707,1.434078,0.113423474,-660.5912,43.276352,26.16,,0.0058830795,-825.231,7.6309857,-494.78683,2122.0807332992554,14.610052,[-1.305  0.384 -0.604 -0.222 -3.68 ],507483.88,-117.52778,7.3242186e-06,9.614163,179.14255,517631,100
37600,249.99139127485248,-2.2624831,9.222717,0.95516515,376,0.69015014,156.46533,1.4160604,0.113960564,-665.3126,59.294476,26.01,,0.004417476,-827.13214,7.097039,-495.2839,2129.539967775345,16.522669,[-1.311  0.384 -0.602 -0.207 -3.681],544184.2,-200.05789,2.4108887e-05,9.611359,180.74768,520232,100
37700,246.79887715795113,-2.2649298,9.213619,0.87150115,377,0.7513946,112.72423,1.1523892,0.10291633,-684.3351,46.82199,25.69,,0.001779383,-823.8962,16.240324,-550.20276,2136.253306388855,12.725012,[-1.308  0.389 -0.61  -0.225 -3.681],451247.97,-122.71443,2.5939942e-06,9.60681,114.32155,522801,100
37800,249.90255410668343,-2.2712722,9.223274,0.87384665,378,0.60115576,193.05626,1.768537,0.13228983,-604.2517,58.645905,26.0,,0.001953193,-830.4345,13.942545,-420.9649,2143.809341907501,20.759127,[-1.326  0.39  -0.62  -0.214 -3.684],417487.5,-124.242744,1.4038086e-05,9.611637,197.64214,525401,100
37900,246.7046213952368,-2.2775578,9.213762,0.84918714,379,0.7106383,152.3197,1.0910492,0.090894006,-650.2623,53.42948,25.68,,0.00034405186,-828.1898,6.902821,-511.01578,2151.399361848831,11.486136,[-1.333  0.398 -0.636 -0.235 -3.69 ],408521.4,-197.9378,-1.4495849e-06,9.606881,109.15907,527969,100
38000,239.70940294719267,-2.28228,9.192106,1.2097265,380,0.886892,111.575806,0.5770568,0.090275966,-785.2083,49.08729,24.98,,0.0070276703,-827.67664,7.7155604,-657.73145,2157.6369926929474,5.4611974,[-1.322  0.405 -0.632 -0.251 -3.697],864704.25,-192.77359,-2.1057129e-05,9.596053,34.64873,530467,100
38100,238.79743272047781,-2.2878597,9.188225,0.55199385,381,0.5754088,98.48071,1.7197336,0.1738609,-600.99927,46.36894,24.89,,0.003031028,-826.62854,9.210289,-412.17035,2164.2333550453186,13.683422,[-1.319  0.409 -0.622 -0.244 -3.701],164932.52,-116.449615,-2.9754638e-06,9.594112,92.9374,532956,100
38200,253.20160784057163,-2.2941556,9.232939,0.82921404,382,0.908853,147.26656,0.29820985,0.065775804,-777.75604,53.892357,26.33,,0.021109529,-824.20386,5.822076,-664.39954,2171.415181159973,2.430126,[-1.303  0.412 -0.611 -0.235 -3.707],389236.7,-127.25869,2.2888184e-05,9.616469,9.272561,535589,100
38300,247.19935097525283,-2.295637,9.214876,0.8222032,383,0.8355803,151.90434,0.77594495,0.091265626,-741.91,53.072163,25.73,,0.01320141,-827.8475,7.3405337,-610.28534,2178.138877391815,5.969656,[-1.306  0.419 -0.626 -0.247 -3.713],392206.66,-131.75964,-1.5258789e-07,9.607438,71.08782,538162,100
38400,245.39691553332304,-2.300504,9.209154,0.9859572,384,0.7075977,196.16884,2.448334,0.14052264,-677.5488,53.221386,25.55,,8.833973e-06,-832.735,6.9568486,-522.49567,2184.919771194458,24.831886,[-1.29   0.425 -0.62  -0.252 -3.714],614591.56,-121.17299,-2.670288e-06,9.604577,317.4044,540717,100
38500,239.20373259509182,-2.2988977,9.190035,0.94323146,385,0.6898247,132.54214,2.0765326,0.11763541,-652.2615,55.937366,24.93,,0.0013791776,-830.4808,7.3918614,-494.57617,2192.1087970733643,18.125875,[-1.304  0.427 -0.626 -0.24  -3.719],488792.28,-125.3082,-1.4190674e-05,9.595017,347.55988,543210,100
38600,251.09160590337768,-2.2985637,9.226006,0.6829816,386,0.7445738,129.22243,1.372424,0.10757668,-678.2164,47.554157,26.12,,0.0010547946,-823.25397,10.478786,-538.5924,2198.920084953308,8.653644,[-1.298  0.426 -0.626 -0.252 -3.718],252277.31,-126.00241,1.3427734e-05,9.613003,219.16165,545822,100
38700,247.60306993166637,-2.3000264,9.216386,0.9600428,387,0.88488173,151.36739,0.30535796,0.06640476,-755.10474,51.335327,25.77,,0.0790901,-827.5029,16.539072,-647.0198,2206.4718239307404,2.1958573,[-1.293  0.412 -0.609 -0.237 -3.717],497613.22,-114.02511,-8.392334e-06,9.608192,7.530146,548399,100
38800,253.6903237080186,-2.2966623,9.23354,1.2366983,388,0.81605047,177.8328,0.4938135,0.07529289,-722.7317,54.98644,26.38,,0.011481452,-826.73676,11.6482315,-594.62225,2213.145534992218,5.756869,[-1.297  0.417 -0.611 -0.234 -3.719],837922.3,-127.50732,9.689331e-06,9.61677,53.77618,551037,100
38900,224.90749637393768,-2.301824,9.141064,1.0717857,389,0.74682736,170.25072,2.5928009,0.11900748,-703.82306,62.109493,23.5,,0.0022440287,-842.13245,12.675983,-548.3845,2219.741504907608,25.056223,[-1.302  0.413 -0.606 -0.221 -3.716],678957.5,-113.457146,1.121521e-05,9.570532,364.98755,553387,100
39000,238.89518541497034,-2.3034372,9.188372,0.8146323,390,0.7763642,145.65833,0.55169976,0.08016054,-709.5034,54.884983,24.9,,0.0012804564,-831.859,17.006584,-574.7068,2226.532901287079,6.691527,[-1.295  0.417 -0.611 -0.238 -3.721],413145.56,-115.97595,-4.272461e-06,9.594186,49.66201,555877,100
39100,233.80058052603133,-2.3271518,9.171843,1.025084,391,0.7528503,150.38388,1.595269,0.13948923,-712.80054,62.551376,24.39,,0.0070285345,-835.56793,8.598786,-546.4167,2234.0413699150085,12.705557,[-1.294  0.412 -0.605 -0.223 -3.722],582841.6,-111.37317,-6.2561035e-06,9.585921,142.41211,558316,100
39200,232.5997610125566,-2.326172,9.167681,1.098121,392,0.6366775,124.371826,2.7369864,0.16070637,-648.7439,54.636585,24.27,,0.0006559592,-833.08167,12.6977005,-458.36697,2240.637357711792,33.171047,[-1.3    0.407 -0.608 -0.23  -3.746],689027.94,-111.03696,-1.2969971e-05,9.58384,273.02838,560743,100
39300,239.90037521394208,-2.3271475,9.192033,0.714466,393,0.6830511,124.77202,0.76619273,0.110072345,-648.6474,47.63149,25.0,,0.010882665,-828.8604,5.2699723,-494.92694,2248.093777179718,6.822525,[-1.304  0.414 -0.622 -0.25  -3.745],288315.9,-117.257614,1.3809204e-05,9.596016,35.283443,563243,100
39400,259.199190219319,-2.3239958,9.249847,0.7485911,394,0.6884145,135.3668,0.84405845,0.11509003,-642.5968,37.805855,26.93,,0.0021110694,-818.97394,4.7352314,-485.20456,2255.1312172412872,6.7475524,[-1.303  0.405 -0.618 -0.253 -3.746],304207.75,-123.79088,-1.4343262e-05,9.624924,58.85861,565936,100
39500,244.49667353007126,-2.3242874,9.206341,0.67780125,395,0.7638746,184.94238,0.7160331,0.08854975,-700.81946,53.241875,25.46,,0.0024221125,-832.26373,7.566952,-555.0781,2261.5769860744476,6.135211,[-1.295  0.41  -0.614 -0.246 -3.743],258921.17,-196.19406,1.3427734e-05,9.60317,69.41939,568482,100
39600,244.09804847347368,-2.3239958,9.205202,0.631296,396,0.9530466,184.80466,0.24860252,0.056311343,-807.1269,48.278442,25.42,,0.17588452,-832.1963,5.3026314,-702.7922,2268.4679403305054,1.4361637,[-1.274  0.405 -0.599 -0.249 -3.743],227789.92,-120.50217,9.002685e-06,9.602601,3.8744352,571024,100
39700,259.19899087902604,-2.324163,9.249834,0.6352942,397,0.79922295,257.06482,0.38664237,0.074794225,-721.4319,49.692238,26.93,,0.005563179,-829.5006,3.9599535,-581.877,2275.5434472560883,2.7958643,[-1.278  0.4   -0.594 -0.244 -3.743],240685.95,-123.02211,7.019043e-06,9.624917,25.320248,573717,100
39800,239.51011427321956,-2.325897,9.191517,0.73769933,398,0.8188071,118.51494,0.6483411,0.08920411,-723.8162,48.23507,24.96,,0.027909063,-828.5021,4.1334143,-596.39886,2282.23033118248,4.018154,[-1.274  0.39  -0.581 -0.234 -3.743],299812.62,-107.87497,-5.264282e-06,9.595758,38.12716,576213,100
39900,259.3942741667655,-2.3249338,9.250044,0.84077626,399,0.71974874,135.53178,1.3544483,0.11386728,-666.9885,43.22825,26.95,,0.010010734,-819.13855,8.569761,-512.1049,2289.126908302307,13.031153,[-1.283  0.382 -0.584 -0.232 -3.745],388050.06,-114.68143,-9.765625e-06,9.625022,203.34018,578908,100
40000,255.30133247190662,-2.3254704,9.238989,0.764057,400,0.6996468,222.42116,0.7251074,0.091346174,-663.7517,47.810883,26.54,,0.010630934,-829.05945,5.9881926,-499.14957,2296.69860291481,8.013968,[-1.29   0.383 -0.585 -0.221 -3.744],331951.4,-129.19057,-4.119873e-06,9.619494,67.453316,581562,100
40100,274.48838078899934,-2.327093,9.289417,1.0694032,401,0.74259096,173.97733,0.94062173,0.09757569,-669.4612,55.726856,28.46,,0.021986298,-814.93835,7.4483337,-528.2773,2303.993194103241,9.859856,[-1.282  0.381 -0.584 -0.231 -3.745],684407.1,-134.31836,1.3427734e-05,9.644709,112.1393,584408,100
40200,247.40274167302206,-2.3261168,9.21575,0.5953209,402,0.8593963,194.28807,0.31163234,0.063468896,-757.3761,50.512615,25.75,,0.066719934,-831.3456,3.3922656,-631.10223,2311.4699523448944,2.361285,[-1.297  0.381 -0.592 -0.221 -3.746],218183.84,-122.92122,1.0223389e-05,9.607875,13.121116,586983,100
40300,250.79983374285322,-2.3290887,9.225748,0.6954097,403,0.9016173,161.07251,0.2711989,0.06128961,-764.4332,44.841637,26.09,,0.10900833,-826.2839,5.2457676,-655.9124,2319.4897763729095,1.5681274,[-1.316  0.382 -0.598 -0.22  -3.745],267768.62,-116.88904,1.335144e-05,9.612874,4.6907654,589592,100
40400,253.50095259479843,-2.3290372,9.233765,0.9249627,404,0.6918456,240.69133,0.7444129,0.08900814,-657.4322,53.909096,26.36,,0.004677274,-831.83826,7.916621,-491.30576,2327.245373725891,7.9528265,[-1.318  0.376 -0.596 -0.217 -3.748],494735.22,-118.30585,4.272461e-06,9.616882,94.55746,592228,100
40500,252.09557987595483,-2.3281379,9.2292595,0.5354162,405,0.47537085,207.79973,2.018631,0.12816371,-512.0383,45.139977,26.22,,0.0023102176,-829.5125,6.2436357,-329.08,2334.4972944259644,23.179808,[-1.312  0.376 -0.596 -0.229 -3.748],156763.3,-202.60776,1.0223389e-05,9.61463,257.0298,594850,100
40600,247.90084020327063,-2.3464718,9.217123,0.8007628,406,0.7828678,131.47656,1.1351856,0.09911119,-706.573,43.08264,25.8,,0.0003801837,-824.9655,10.2270775,-564.23395,2341.8288247585297,11.519184,[-1.317  0.37  -0.591 -0.212 -3.747],354817.78,-209.39973,-1.4038086e-05,9.6085615,98.72131,597430,100
40700,245.50393601799567,-2.347656,9.210012,0.97212166,407,0.7184447,99.99985,0.80454797,0.11336045,-662.2989,44.338833,25.56,,0.0036958845,-823.1531,6.9981833,-518.84033,2348.911699771881,6.368642,[-1.301  0.376 -0.577 -0.222 -3.765],494251.4,-112.81738,5.1879883e-06,9.605006,35.726677,599986,100
40800,258.6023157255514,-2.3479285,9.248407,1.0131999,408,0.797735,231.59845,1.1521703,0.11128862,-718.9016,56.825417,26.87,,0.00606382,-828.4822,6.9030685,-569.5277,2355.187495470047,9.089689,[-1.299  0.383 -0.578 -0.218 -3.767],558546.1,-122.07676,1.815796e-05,9.624204,162.63794,602673,100
40900,240.79593044380454,-2.3486285,9.19458,0.66704965,409,0.6721847,211.40364,1.047398,0.1233043,-666.6687,52.12496,25.09,,0.0017379614,-836.4329,6.3587513,-496.69992,2361.746913433075,9.907863,[-1.3    0.388 -0.578 -0.21  -3.767],285593.34,-117.63217,6.2561035e-06,9.59729,87.76404,605182,100
