ReturnStepMax,MaxD2w0t,MeanD2w0t,InitialReturnMax,InitialReturnMin,J_sample_variance,EpThisIter,MeanIW,MinD2w0t,StdIW,MinIW,TimestepsSoFar,MeanEntropy,Iteration,StdD2w0t,Bound,MaxIW,ReturnMeanIW,InitialReturnStd,EmpiricalD2,InitialReturnMean,Weights,EpRewMean,EpLenMean,TimeElapsed,InitialBound,EpisodesSoFar,ReturnStepMaxmin
10.0,23.967018,0.99257946,174.26147,-799.1588,71728.79,100,0.69305634,,0.8298488,0.0020338749,158065,0.12013799,28,1.828578,-255.29727,11.506769,-117.53683,192.34894,9.137569,6.1035155e-07,[-0.085  0.404 -1.14  -1.575 -1.287],2247.588759995026,225.8,378.43457412719727,-291.49887,2800,9.907871
10.0,77.33082,1.2708073,206.72217,-753.238,22411.223,100,0.75203854,,0.9441872,0.0022158658,174779,0.058615763,29,3.3570783,-280.69122,15.132086,-112.39303,153.68968,13.472416,-4.9438477e-05,[-0.104  0.38  -1.154 -1.541 -1.299],1660.9550847422722,167.14,410.188179731369,-345.64267,2900,9.875086
10.0,11.05139,0.7950298,187.27374,-776.30023,39297.652,100,0.92539376,,1.1792071,0.009298451,195167,0.026117152,30,1.1838475,-262.7603,15.940974,-123.636826,164.4021,3.9286644,-4.333496e-05,[-0.084  0.385 -1.169 -1.533 -1.36 ],2028.4498357225834,203.88,447.61923694610596,-304.11313,3000,9.898542
10.0,33.498226,0.9638635,187.37775,-776.27985,36857.28,100,0.8589767,,0.9184624,0.01918875,217125,0.036739923,31,1.7599323,-255.59909,11.770981,-119.03742,196.5229,6.388849,6.286621e-05,[-0.076  0.41  -1.202 -1.541 -1.393],2185.4603137253584,219.58,488.9321303367615,-304.49493,3100,9.905924
10.0,14.488791,0.96374303,97.324585,-856.7145,13728.833,100,0.9735765,,0.7240747,0.027589662,246654,0.03306587,32,1.1641281,-189.79008,8.669907,-62.21194,145.22197,5.04502,-1.2207031e-05,[-0.058  0.396 -1.296 -1.571 -1.382],2943.226789289629,295.29,542.6878671646118,-215.8067,3200,9.934622
10.0,7.346031,0.946203,79.87109,-617.14185,7037.781,100,0.9422989,,0.7216512,0.061027333,278357,0.023588844,33,0.86212444,-168.68176,8.192633,-41.643482,127.2588,2.90425,1.8310548e-05,[-0.043  0.407 -1.353 -1.606 -1.386],3161.2218164995134,317.03,599.4719560146332,-198.77678,3300,9.942919
10.0,4.6331196,1.1751072,36.52771,-674.8668,3298.4636,100,0.98519284,,0.9318209,0.04259775,319028,0.021254107,34,0.6922195,-143.3092,14.749867,-16.368904,106.51207,2.184224,-6.530762e-05,[-0.032  0.413 -1.457 -1.639 -1.395],4060.6193593011453,406.71,671.5128736495972,-156.68547,3400,9.9684105
10.0,1.6978012,1.0234426,27.87207,-460.64148,3878.8867,100,0.99104774,,0.4036897,0.14588758,362521,0.009669441,35,0.41347504,-141.02095,4.095326,-17.41134,80.721016,1.3988644,2.1972657e-05,[-0.028  0.434 -1.471 -1.642 -1.398],4344.655048221433,434.93,747.9519100189209,-148.54305,3500,9.97892
10.0,1.4457033,1.010736,55.052063,-938.33795,30970.281,100,1.0030618,,0.32626238,0.1748205,406818,-0.004186667,36,0.37251383,-168.49686,2.6464992,-45.101185,201.31958,1.2784768,3.7231446e-05,[-0.024  0.434 -1.517 -1.66  -1.409],4425.607009841326,442.97,825.4469780921936,-175.85843,3600,9.981823
10.0,1.3739494,0.96916187,19.684082,-663.43964,5954.302,100,0.9904034,,0.25928688,0.31890184,452237,-0.008285522,37,0.312857,-137.53014,2.238596,-15.219541,87.29178,1.1652814,7.93457e-05,[-0.023  0.431 -1.57  -1.652 -1.423],4537.530141136571,454.19,905.4739367961884,-140.44453,3700,9.981075
10.0,1.0823972,0.9581958,26.779846,-956.60815,13897.311,100,0.9878533,,0.14479256,0.43918228,499036,-0.012937012,38,0.2510176,-144.74442,1.6397545,-22.759909,131.04642,1.0480417,2.2888184e-05,[-0.02   0.424 -1.586 -1.652 -1.427],4676.967405927404,467.99,987.3494989871979,-147.90256,3800,9.987783
10.0,17.167446,1.4049716,28.583557,-964.8015,11959.827,100,0.9015684,,0.49174473,0.07929659,546442,-0.018628893,39,1.0138184,-142.34473,8.114095,-18.492805,138.81303,2.9858003,-8.544922e-05,[-0.019  0.427 -1.611 -1.657 -1.432],4738.372750689417,474.06,1069.5861313343048,-149.84842,3900,9.990952
10.0,10.109883,1.3225416,22.443909,-960.9689,9526.068,100,1.0214622,,0.8756939,0.0389051,591401,-0.024278343,40,0.9622474,-136.28786,20.91043,-12.708441,110.43184,3.305278,0.00010192871,[-0.031  0.432 -1.633 -1.664 -1.438],4491.232480495367,449.59,1147.2855460643768,-143.13638,4000,9.979612
10.0,1.1907136,0.99842983,9.823547,-708.7819,2959.316,100,0.99840766,,0.19722305,0.30197775,639519,-0.021154251,41,0.19971181,-129.08537,1.6919196,-6.9060507,71.9442,1.0734063,6.164551e-05,[-0.019  0.426 -1.646 -1.665 -1.443],4809.437617084719,481.18,1230.3726687431335,-131.06581,4100,9.9905205
10.0,1.7626817,1.0536414,31.439697,-951.97327,24878.701,100,1.009158,,0.33786952,0.17838655,686864,-0.032185566,42,0.26977158,-150.72087,2.8179574,-28.112318,167.00972,1.2976844,6.1035156e-05,[-0.018  0.419 -1.67  -1.662 -1.44 ],4732.335625723484,473.45,1312.2866683006287,-152.71014,4200,9.991241
10.0,1.3731142,1.0191247,2.3563843,-95.53308,74.79335,100,0.9954728,,0.16813487,0.2981736,735915,-0.034102518,43,0.15039876,-123.191605,1.7781409,-1.190985,12.488117,1.1093289,-5.3710937e-05,[-0.013  0.418 -1.684 -1.662 -1.451],4903.5557599655585,490.51,1397.05854845047,-123.76378,4300,9.99408
10.0,3.3367035,1.1860749,12.483459,-720.85046,1586.7759,100,0.97533077,,0.39432558,0.25778866,784975,-0.038540658,44,0.27233553,-129.43884,4.2373447,-5.5397983,87.787636,1.5107515,2.2583008e-05,[-0.009  0.42  -1.692 -1.662 -1.453],4904.900946935874,490.6,1481.476073026657,-133.98665,4400,9.995913
10.0,1.6073699,1.013422,3.1625366,-109.632935,106.94794,100,1.0062263,,0.19904119,0.22478038,833532,-0.041079707,45,0.18403974,-123.64875,1.8279874,-1.6932485,13.515861,1.1306539,-8.056641e-05,[-0.015  0.409 -1.707 -1.66  -1.457],4853.856627482204,485.57,1565.82634973526,-124.51633,4500,9.992813
10.0,1.1527435,1.0343817,8.409546,-640.99536,2063.045,100,0.9760579,,0.20939167,0.42187172,882660,-0.048922274,46,0.14128493,-127.95747,2.0815613,-5.551819,66.588234,1.1015468,1.4648437e-05,[-0.011  0.406 -1.717 -1.66  -1.46 ],4911.71589431067,491.28,1650.2163264751434,-129.91628,4600,9.995977
10.0,2.6029274,1.1635265,51.06897,-942.3259,29492.268,100,1.0183165,,0.49473107,0.058795895,929460,-0.063049935,47,0.35288703,-163.03984,4.2000904,-38.74875,203.22282,1.5291785,-2.9296874e-05,[-0.01   0.413 -1.731 -1.667 -1.468],4678.455172411976,468.0,1731.7348818778992,-172.46332,4700,9.993757
10.0,1.4167968,1.0199773,1.2509155,-52.884827,5.3836145,100,1.0154673,,0.18605207,0.2835398,978802,-0.06265461,48,0.12893091,-122.25269,1.9874454,-0.3769725,6.2344775,1.1073133,-0.000108032225,[-0.015  0.41  -1.78  -1.652 -1.482],4932.995125087413,493.42,1815.9157283306122,-122.74003,4800,9.99551
10.0,1.3415105,1.0151172,1.1306763,-83.17285,7.8415866,100,0.9944058,,0.13421018,0.32633752,1028380,-0.06268252,49,0.10050933,-122.14863,1.4617032,-0.325433,8.427819,1.0710995,-1.2207031e-05,[-0.011  0.409 -1.78  -1.652 -1.482],4956.80710250343,495.78,1892.0087730884552,-122.64635,4900,9.996397
10.0,1.0,0.99858,0.1928711,-6.7980957,0.48426107,100,1.0,,,1.0,1078309,-0.06268252,50,0.037655354,-121.775795,1.0,-0.106015496,0.69240296,1.0,7.6904296e-05,[-0.007  0.41  -1.78  -1.652 -1.482],4992.153998019181,499.29,1965.0283975601196,-121.775795,5000,9.997406
10.0,1.0668031,1.0014476,0.3493042,-16.913269,1.0605427,100,0.9941275,,0.068936996,0.5431767,1128126,-0.062777005,51,0.061163098,-121.84136,1.2014818,-0.13762496,1.7345182,1.0138501,-4.760742e-05,[-0.007  0.41  -1.78  -1.652 -1.482],4980.759732723,498.17,2036.9569528102875,-121.88991,5100,9.996637
10.0,1.8024647,1.0778866,12.161194,-706.4162,2325.4229,100,1.0061557,,0.34869117,0.21590807,1177041,-0.07019224,52,0.18297583,-129.63899,5.8896103,-6.9622746,84.70554,1.2386181,-3.173828e-05,[-0.006  0.41  -1.78  -1.652 -1.482],4890.388772276379,489.15,2107.542265176773,-133.67126,5200,9.995857
10.0,1.7347572,1.0443356,11.061523,-972.3606,8123.1597,100,0.983467,,0.23413596,0.18175258,1225932,-0.07276086,53,0.17774689,-131.38614,1.8905749,-9.195032,97.928925,1.1889676,3.90625e-05,[-0.011  0.415 -1.805 -1.663 -1.489],4887.75581990217,488.91,2179.8746581077576,-132.50703,5300,9.994923
10.0,1.0467153,1.0009011,9.892639,-963.6334,8164.656,100,1.0010481,,0.10001969,0.63225317,1275392,-0.0750749,54,0.10483428,-130.91545,1.4176288,-9.092343,96.8495,1.0239886,-5.1879884e-05,[-0.006  0.41  -1.803 -1.648 -1.492],4945.223749472042,494.6,2253.589566707611,-131.46736,5400,9.99728
10.0,1.0,0.99996,0.16223145,-0.35284424,0.0141496165,100,1.0,,,1.0,1325390,-0.0750749,55,0.0063244156,-121.73244,1.0,-0.06266325,0.11835973,1.0,2.4414063e-05,[-0.005  0.412 -1.82  -1.656 -1.494],4999.034283823554,499.98,2327.7768144607544,-121.73244,5500,9.997322
10.0,1.0939258,1.0199257,19.806946,-963.61285,16443.428,100,1.0117506,,0.19757806,0.3634473,1374394,-0.07993296,56,0.1472879,-140.41301,1.8242017,-18.25147,137.65903,1.080056,1.0986329e-05,[-0.005  0.412 -1.82  -1.656 -1.494],4899.595581195919,490.04,2398.361643075943,-141.36243,5600,9.99712
10.0,1.0000001,0.99002,10.063049,-983.3381,9865.741,100,1.0000008,,0.00010625851,0.9996849,1423895,-0.07994824,57,0.09939966,-131.651,1.0006677,-9.981216,98.82924,1.0,-2.2583008e-05,[-0.005  0.415 -1.833 -1.671 -1.499],4949.444982616592,495.01,2471.322117090225,-131.65106,5700,9.997782
10.0,1.0,0.99826,0.21331787,-9.267151,0.886055,100,1.0,,,1.0,1473808,-0.07994824,58,0.041676503,-121.80694,1.0,-0.13715933,0.9365878,1.0,-6.7749024e-05,[-0.005  0.415 -1.833 -1.671 -1.499],4990.654175477729,499.13,2543.1536939144135,-121.80694,5800,9.997841
10.0,1.8202568,1.0551003,3.7149048,-355.94543,315.1546,100,0.9861141,,0.23048848,0.21898091,1523409,-0.08081103,59,0.12226905,-124.10612,3.3708234,-1.8091959,35.774,1.1500875,-3.3569337e-05,[-0.005  0.415 -1.833 -1.671 -1.499],4959.415154057538,496.01,2614.5056536197662,-125.30448,5900,9.997652
10.0,1.2005081,1.0080788,0.75305176,-27.658447,2.232081,100,0.9849052,,0.13287793,0.37258548,1572943,-0.08117823,60,0.100833714,-122.0219,1.4016938,-0.24844211,3.4734387,1.052012,8.544922e-06,[-0.009  0.411 -1.845 -1.671 -1.5  ],4952.340526447831,495.34,2687.3520271778107,-122.26368,6000,9.996157
10.0,1.0385549,1.00458,9.8411255,-963.6989,8642.197,100,0.9773531,,0.10353428,0.5921218,1622446,-0.08495541,61,0.10101202,-131.1817,1.4412861,-9.330885,96.85543,1.0290974,1.2817382e-05,[-0.007  0.411 -1.845 -1.671 -1.5  ],4949.695679465838,495.03,2758.926804304123,-131.44022,6100,9.99799
10.0,1.064771,0.98808736,17.276978,-956.26404,11408.332,100,1.0044885,,0.10724375,0.4494328,1671199,-0.08703614,62,0.15829286,-137.22496,1.3847473,-15.324785,118.15385,1.0249027,-5.859375e-05,[-0.007  0.408 -1.85  -1.663 -1.504],4874.369852223723,487.53,2830.542645215988,-138.80328,6200,9.996605
10.0,1.0,0.99864,0.18463135,-6.3876953,0.42766044,100,0.99999857,,2.3063043e-05,0.9997761,1721131,-0.08703614,63,0.036853578,-121.77904,1.0000725,-0.109261036,0.6508099,1.0,1.2207031e-06,[-0.008  0.411 -1.869 -1.664 -1.506],4992.55612182391,499.32,2904.3592307567596,-121.77905,6300,9.997845
10.0,1.0435673,1.004672,9.89209,-963.64514,7962.4756,100,0.9940916,,0.11932597,0.5819453,1770595,-0.08999918,64,0.104987584,-130.84276,1.6055467,-8.975512,96.85062,1.0314038,-1.7700195e-05,[-0.008  0.411 -1.869 -1.664 -1.506],4945.675381274468,494.64,2976.179113149643,-131.46658,6400,9.997517
10.0,1.0,1.0,0.09680176,-0.23352051,0.005428246,100,1.0,1.0,,1.0,1820595,-0.08999918,65,,-121.72374,1.0,-0.05396466,0.073302455,1.0,-8.544922e-06,[-0.007  0.414 -1.886 -1.673 -1.509],4999.522984815191,500.0,3050.138820886612,-121.72374,6500,0.016122818
10.0,1.0,0.9994,0.13580322,-2.6610718,0.07978659,100,1.0,,,1.0,1870565,-0.08999918,66,0.024489408,-121.7348,1.0,-0.065028995,0.28104696,1.0,5.6762696e-05,[-0.007  0.414 -1.886 -1.673 -1.509],4996.384998667708,499.7,3122.2722532749176,-121.7348,6600,9.997955
10.0,1.0261204,0.9888581,10.249695,-983.1492,9861.086,100,1.0001643,,0.046423372,0.74006724,1919906,-0.09100503,67,0.11431022,-131.77234,1.1537966,-10.086177,98.825005,1.0052916,-7.385254e-05,[-0.007  0.414 -1.886 -1.673 -1.509],4933.26304988575,493.41,3193.693600177765,-131.80298,6700,9.997036
10.0,1.0828813,1.0012134,0.39074707,-16.946411,0.79959506,100,1.0028782,,0.07967223,0.45540804,1969680,-0.090947874,68,0.06801157,-121.85714,1.2020301,-0.1402565,1.9105222,1.0155463,,[-0.006  0.414 -1.886 -1.673 -1.51 ],4976.580140045213,497.74,3265.527952671051,-121.953026,6800,9.997158
10.0,1.0,0.99944,0.13586426,-2.375122,0.06540978,100,1.0,,,1.0,2019652,-0.090947874,69,0.02365755,-121.73944,1.0,-0.0696642,0.25447112,1.0,3.90625e-05,[-0.004  0.414 -1.886 -1.673 -1.51 ],4996.597261150695,499.72,3337.431710243225,-121.73944,6900,9.99803
10.0,1.0,1.0,0.1126709,-0.36114502,0.009290342,100,1.0,1.0,,1.0,2069652,-0.090947874,70,,-121.72729,1.0,-0.057506606,0.09590941,1.0,4.5166016e-05,[-0.004  0.414 -1.886 -1.673 -1.51 ],4999.458004138732,500.0,3409.5981016159058,-121.72729,7000,0.014937401
10.0,1.0,1.0,0.10662842,-0.35394287,0.0073937452,100,1.0,1.0,,1.0,2119652,-0.090947874,71,,-121.73178,1.0,-0.062003784,0.08554828,1.0,1.5258789e-05,[-0.004  0.414 -1.886 -1.673 -1.51 ],4999.485956999649,500.0,3481.3226544857025,-121.73178,7100,0.014156342
10.0,1.0,1.0,0.104003906,-0.25201416,0.0068535614,100,1.0,1.0,,1.0,2169652,-0.090947874,72,,-121.72626,1.0,-0.056480072,0.082374476,1.0,7.3242186e-06,[-0.004  0.414 -1.886 -1.673 -1.51 ],4999.497914858091,500.0,3553.7307693958282,-121.72626,7200,0.017507553
10.0,1.0739714,1.0016463,0.32891846,-20.687744,1.3038988,100,1.0070992,,0.06904276,0.50963634,2219511,-0.09112379,73,0.053681973,-121.86521,1.2311093,-0.16095904,2.081363,1.0114456,-7.6293945e-05,[-0.004  0.414 -1.886 -1.673 -1.51 ],4985.285934346702,498.59,3625.7884290218353,-121.92448,7300,9.997988
10.0,1.1218439,1.0057707,0.47613525,-37.22705,3.5732527,100,0.99021024,,0.09935496,0.41958383,2269323,-0.09048923,74,0.06358897,-121.9586,1.2109082,-0.22315526,3.7423403,1.0240115,5.3710937e-05,[-0.003  0.414 -1.886 -1.673 -1.51 ],4980.619272586269,498.12,3697.6866858005524,-122.07937,7400,9.998091
10.0,2.1139445,1.1001495,7.437195,-725.8686,1512.8281,100,1.0181384,,0.318572,0.37166142,2318854,-0.096700296,75,0.16561152,-126.70298,4.13698,-3.926022,72.952576,1.2568223,-6.713867e-05,[-1.432e-04  4.135e-01 -1.887e+00 -1.673e+00 -1.509e+00],4952.508280111473,495.31,3769.3679308891296,-129.04344,7500,9.9980545
10.0,1.0,0.99988,0.1159668,-0.5206299,0.01053707,100,1.0,,,1.0,2368848,-0.096700296,76,0.010953522,-121.7222,1.0,-0.052423704,0.10213796,1.0,-2.380371e-05,[-0.007  0.408 -1.897 -1.669 -1.516],4998.811021649994,499.94,3842.9435119628906,-121.7222,7600,9.998104
10.0,1.1971986,1.0096831,0.78063965,-46.735107,2.1738784,100,0.9808122,,0.13068773,0.2837629,2418463,-0.096869215,77,0.09268242,-121.974495,1.3891294,-0.19545816,4.966529,1.0494678,-4.5166016e-05,[-0.007  0.408 -1.897 -1.669 -1.516],4960.698585173555,496.15,3914.5152575969696,-122.34119,7700,9.9972
10.0,1.0745288,1.0018314,0.35266113,-24.06128,0.9803456,100,1.0080878,,0.074078456,0.400366,2468310,-0.09680165,78,0.055968102,-121.85559,1.2130177,-0.1430585,2.4199197,1.0122784,1.7089844e-05,[-0.004  0.408 -1.897 -1.669 -1.516],4984.094657112692,498.47,3986.5549669265747,-121.95609,7800,9.99799
10.0,1.0,0.99956,0.13043213,-1.9458618,0.047750425,100,1.0,,,1.0,2518288,-0.09680165,79,0.020971712,-121.72963,1.0,-0.05985072,0.21743117,1.0,-0.000100097655,[-1.874e-03  4.087e-01 -1.897e+00 -1.669e+00 -1.516e+00],4997.177837207517,499.78,4058.7369005680084,-121.72963,7900,9.997957
10.0,1.0,1.0,0.10522461,-0.32006836,0.00825095,100,1.0,1.0,,1.0,2568288,-0.09680165,80,,-121.72584,1.0,-0.05605933,0.090382636,1.0,-2.8076172e-05,[-1.874e-03  4.087e-01 -1.897e+00 -1.669e+00 -1.516e+00],4999.503821235224,500.0,4130.125902175903,-121.72584,8000,0.015510559
10.0,1.0,1.0,0.10803223,-0.23950195,0.006972295,100,1.0,1.0,,1.0,2618288,-0.09680165,81,,-121.73307,1.0,-0.063292064,0.08308415,1.0,-6.1035157e-06,[-1.874e-03  4.087e-01 -1.897e+00 -1.669e+00 -1.516e+00],4999.500706821209,500.0,4202.208301544189,-121.73307,8100,0.017542839
