ReturnStepMax,MinIW,ReturnStepMaxmin,MinIWNorm,TimestepsSoFar,StdIWNorm,MaxIW,ESSRenyi,ESSClassic,ReturnMeanIW,EpRewMean,MeanEntropy,EpLenMean,EntropyCoefficient,InitialReturnMax,InitialBound,Iteration,EmpiricalD2,EpThisIter,InitialReturnMean,MaxIWNorm,MeanIWNorm,MeanIW,Bound,InitialReturnMin,J_sample_variance,TimeElapsed,Weights,StdIW,EpisodesSoFar,InitialReturnStd
9.999878,0.33279517,8.152903,0.01663976,1753,0.027046407,2.505081,16.439798,15.526525,15.817679,98.93265565398413,1.2742925,10.9,10.0,128.98175,-21.723549,12,1.2165599,20,1.5258789e-06,0.12525405,0.05038767,1.0077533,-10.399997,-93.04866,4765.4097,15.43223237991333,[-0.655  1.901 -1.379 -1.702 -0.059],0.5409281,240,53.40075
9.999993,0.008608741,8.212159,0.00043043704,1978,0.46892104,43.244396,2.6986654,1.7704422,299.54367,102.44335318974792,1.088004,11.25,10.0,179.50995,-36.41791,13,7.411071,20,-5.340576e-06,2.1622198,0.1461344,2.9226882,176.59181,-85.373695,1499700.4,16.75210404396057,[-0.775  2.058 -1.549 -1.89  -0.145],9.37842,260,64.669266
9.999972,4.3303895e-05,8.935201,2.1651947e-06,2357,1.4349191,132.06303,0.33082038,1.1253433,1131.2238,179.4107702230222,0.89900607,18.95,10.0,219.22803,-49.158016,14,60.45577,20,1.6403199e-05,6.603152,0.35037285,7.0074563,673.39795,-157.14087,26362054.0,18.743444681167603,[-0.386  2.028 -1.24  -2.275 -0.331],28.698383,280,112.114784
9.999985,0.29616097,9.528154,0.0148080485,3222,0.07043543,7.0903234,14.5153675,7.5844197,180.22963,422.29603882601094,0.8661641,43.25,10.0,556.42993,-143.39452,15,1.37785,20,2.670288e-05,0.35451618,0.055051457,1.1010292,10.019383,-302.4802,805078.0,21.9722638130188,[-0.482  1.602 -1.205 -2.254 -0.52 ],1.4087085,300,196.94336
9.999999,0.5971621,9.636453,0.029858107,4349,0.021485187,2.4913292,16.262587,17.689413,75.723274,553.2570521409277,0.83332527,56.35,10.0,482.95135,-123.600044,16,1.2298167,20,,0.12456646,0.059447654,1.188953,-62.617836,-368.7069,116398.08,25.567505836486816,[-0.459  1.716 -1.348 -2.336 -0.553],0.42970374,320,214.46912
9.999999,0.5435822,9.621604,0.02717911,5429,0.022724975,2.388338,18.177519,17.253096,25.7151,529.783346130443,0.8483879,54.0,10.0,269.58588,-65.49588,17,1.1002601,20,-3.0517579e-06,0.11941691,0.05695281,1.1390561,-43.242832,-257.84186,45819.64,28.93704104423523,[-0.522  1.712 -1.456 -2.348 -0.586],0.45449945,340,162.70544
9.999999,0.2319905,9.701949,0.011599525,6814,0.1936453,18.333178,7.432401,3.295672,456.5872,682.1797948276305,0.8323376,69.25,10.0,478.42825,-122.539055,18,2.6909204,20,3.7384034e-05,0.9166589,0.08601308,1.7202613,249.98015,-407.14294,3088232.5,32.73017430305481,[-0.479  1.751 -1.539 -2.417 -0.571],3.8729062,360,235.11304
10.0,0.021297164,9.8033905,0.0010648583,8940,0.66789615,62.02318,2.873034,2.2184165,1365.4625,1052.5502062855023,0.78009045,106.3,10.0,366.48798,-110.84073,19,6.9612823,20,-3.2043456e-05,3.1011589,0.23590943,4.7181883,1058.858,-435.12567,26037634.0,38.35617017745972,[-0.501  1.791 -1.695 -2.56  -0.587],13.3579235,380,228.69055
9.999999,0.38480008,9.794396,0.019240005,10953,0.02885578,2.3856082,15.147419,15.189864,79.148056,996.15281804121,0.7482908,100.65,10.0,430.53375,-129.88844,20,1.320357,20,1.2207031e-05,0.11928041,0.051278003,1.02556,-71.583435,-502.77042,156276.06,43.7941460609436,[-0.5    1.814 -1.785 -2.696 -0.639],0.5771156,400,307.307
9.999999,0.5573841,9.839839,0.027869204,13575,0.009278998,1.3006902,18.837824,19.24704,18.70159,1300.5012973379785,0.7388913,131.1,10.0,268.42108,-104.30832,21,1.0616938,20,3.967285e-05,0.06503451,0.046913367,0.93826735,-89.097565,-408.20398,38877.72,49.77429986000061,[-0.513  1.803 -1.838 -2.701 -0.671],0.18557996,420,200.9766
9.999999,0.28051338,9.84879,0.014025669,16339,0.085747845,8.060942,10.944423,8.142926,150.06253,1371.551119228423,0.7366976,138.2,10.0,305.50452,-162.731,22,1.8274149,20,1.8310548e-05,0.40304708,0.07105994,1.4211986,-72.541855,-621.1901,249692.23,56.034679889678955,[-0.509  1.78  -1.874 -2.693 -0.68 ],1.7149569,440,286.1737
10.0,0.2939862,9.886036,0.01469931,20037,0.18356204,17.457216,7.9730887,2.9604185,175.3614,1838.4637140168343,0.72332674,184.9,10.0,250.14185,-192.09088,23,2.508438,20,-4.272461e-05,0.87286085,0.07651206,1.5302413,-133.30759,-728.3169,670023.75,64.3048906326294,[-0.531  1.798 -1.909 -2.78  -0.682],3.6712406,460,275.23834
9.999998,0.21201225,9.88695,0.0106006125,23802,0.2968746,28.054081,5.721602,3.607916,211.56685,1871.858828169557,0.77209467,188.25,10.0,191.10046,-161.8884,24,3.4955246,20,2.4414063e-05,1.4027041,0.13927853,2.7855706,-96.90755,-617.54504,1267137.9,72.63328552246094,[-0.55   1.741 -1.988 -2.757 -0.696],5.937492,480,197.37129
10.0,0.053509288,9.852398,0.0026754644,26645,0.8848727,77.42428,1.106265,2.05819,945.3836,1411.0092575759295,0.6903031,142.15,10.0,268.38617,-172.1581,25,18.078852,20,-4.8828126e-05,3.871214,0.29970255,5.9940515,187.45497,-656.8252,11546083.0,79.06257748603821,[-0.555  1.742 -2.018 -2.787 -0.647],17.697454,500,269.8844
10.0,0.66483855,9.899139,0.033241928,30823,0.016292932,1.7625635,19.051434,18.466755,9.526969,2078.4647462616063,0.68684596,208.9,10.0,110.50928,-145.1639,26,1.0497898,20,5.1879884e-05,0.08812817,0.056544274,1.1308854,-139.41127,-555.2701,16138.354,88.27918434143066,[-0.604  1.759 -2.037 -2.791 -0.729],0.32585862,520,137.50726
10.0,0.71016335,9.881287,0.035508167,34354,0.011272293,1.6827775,19.141706,19.144548,12.837585,1755.0201484947563,0.6791995,176.55,10.0,194.58167,-199.94958,27,1.0448389,20,-3.0517578e-05,0.08413888,0.053325832,1.0665165,-191.77434,-755.19257,62591.652,95.66859030723572,[-0.592  1.739 -2.053 -2.784 -0.732],0.22544585,540,254.53511
10.0,0.4551514,9.883987,0.022757571,37954,0.016604835,1.7345865,18.173325,18.057304,19.927559,1789.5586129565174,0.6669275,180.0,10.0,164.24414,-162.3163,28,1.100514,20,-1.2207031e-05,0.086729325,0.05062427,1.0124853,-150.80685,-617.4961,36683.4,103.3208339214325,[-0.595  1.736 -2.068 -2.793 -0.74 ],0.33209667,560,211.18996
10.0,0.34249967,9.895264,0.017124984,41939,0.032972455,2.8922772,15.908055,15.187456,39.303238,1982.0649955523654,0.64497757,199.25,10.0,140.60297,-82.34217,29,1.2572247,20,1.0681152e-05,0.14461386,0.058574237,1.1714847,-54.052002,-325.02386,20159.283,111.57439231872559,[-0.601  1.731 -2.084 -2.798 -0.752],0.65944916,580,141.9334
10.0,0.8083172,9.896885,0.04041586,46008,0.0067862375,1.3214157,19.686644,19.642544,4.143811,2024.0100562241907,0.63952166,203.45,10.0,163.7024,-217.35828,30,1.0159172,20,2.4414063e-05,0.06607079,0.050305456,1.0061091,-215.04321,-817.2315,39933.445,120.23753952980042,[-0.614  1.763 -2.15  -2.827 -0.774],0.13572475,600,198.39081
9.999999,0.5397638,9.897248,0.026988192,50073,0.015606081,1.5923166,18.010172,17.73213,14.640659,2022.0577264972603,0.6295355,203.25,10.0,157.25867,-94.905045,31,1.1104835,20,1.5258789e-05,0.07961583,0.04363805,0.87276095,-85.8137,-369.8963,8021.1284,128.72493815422058,[-0.618  1.768 -2.151 -2.83  -0.779],0.3121216,620,104.62934
10.0,0.8417244,9.882343,0.04208622,53624,0.0052962173,1.2217637,19.688372,19.791403,3.8217406,1765.0548323057708,0.6230316,177.55,10.0,147.7013,-209.80058,32,1.015828,20,5.1879884e-05,0.061088186,0.05158779,1.0317558,-207.74738,-789.0709,40114.33,136.1642255783081,[-0.607  1.752 -2.166 -2.832 -0.789],0.10592435,640,194.51897
10.0,0.88820475,9.905006,0.04441024,58034,0.005232626,1.3567903,19.845388,19.798122,3.2538872,2194.526395585287,0.62156576,220.5,10.0,139.42383,-221.84315,33,1.0077908,20,-6.1035157e-06,0.06783952,0.05181877,1.0363753,-219.49062,-832.80646,41355.29,144.97270846366882,[-0.607  1.754 -2.17  -2.833 -0.796],0.10465252,660,197.44899
9.999999,0.4514017,9.900464,0.022570087,62273,0.017866245,1.9610643,17.474728,17.27557,7.865026,2108.951527708793,0.62001526,211.95,10.0,75.711,-30.913603,34,1.1445099,20,7.324219e-05,0.09805322,0.044989567,0.89979136,-25.65644,-135.57715,1717.1549,153.52425122261047,[-0.604  1.743 -2.167 -2.827 -0.797],0.35732487,680,51.28334
10.0,0.05579769,9.910015,0.0027898846,66932,0.258588,24.022636,2.554644,1.5863816,104.72667,2319.0180768466557,0.6149899,232.95,10.0,91.77069,-22.627628,35,7.828879,20,1.2207031e-05,1.2011318,0.07590015,1.518003,30.216015,-105.26422,196490.22,163.0199956893921,[-0.601  1.763 -2.163 -2.83  -0.799],5.17176,700,56.660515
10.0,0.56384814,9.894957,0.028192407,70929,0.011732075,1.3794844,18.822044,18.87693,16.313171,1988.0027679494178,0.6062061,199.85,10.0,159.3302,-176.74872,36,1.0625838,20,-6.713867e-05,0.06897422,0.048099212,0.9619843,-166.15973,-667.8511,32436.648,171.29802083969116,[-0.62   1.79  -2.176 -2.74  -0.804],0.23464149,720,207.70476
10.0,0.7522166,9.896801,0.03761083,74982,0.0068092463,1.2191767,19.675241,19.626131,3.831562,2016.0428543261387,0.60255975,202.65,10.0,135.85205,-219.56027,37,1.016506,20,-3.967285e-05,0.060958833,0.04933513,0.9867026,-217.61955,-823.8561,41638.3,179.6141185760498,[-0.617  1.793 -2.187 -2.755 -0.813],0.13618493,740,197.8253
10.0,0.016132357,9.895969,0.00080661784,79046,0.53508115,49.4,1.327667,1.2726241,207.45174,2021.4304164409052,0.59114534,203.2,10.0,111.483215,-30.486141,38,15.064018,20,3.0517579e-06,2.47,0.1394862,2.7897236,71.65239,-133.32202,817550.2,187.60405683517456,[-0.614  1.793 -2.187 -2.755 -0.816],10.701622,760,74.8524
10.0,0.6893808,9.887833,0.034469042,82766,0.006437344,1.3246342,19.699306,19.670345,5.785328,1849.5678921331905,0.58875036,186.0,10.0,194.12244,-204.0462,39,1.0152642,20,-2.1362304e-05,0.06623171,0.0497259,0.994518,-199.88115,-766.65686,58602.285,195.41397976875305,[-0.53   1.699 -2.317 -2.657 -0.828],0.12874687,780,238.1486
10.0,0.067461036,9.920048,0.0033730518,88044,0.10621754,9.266828,6.7849727,7.676832,38.954678,2628.449737248818,0.5468694,263.9,10.0,83.80499,-20.849594,40,2.9476905,20,-3.6621095e-05,0.4633414,0.08383514,1.6767027,-1.4810629,-97.629944,24028.95,206.04787611961365,[-0.528  1.689 -2.326 -2.656 -0.83 ],2.124351,800,49.596676
10.0,0.80564797,9.905945,0.0402824,92486,0.0076133097,1.484585,19.589144,19.597483,3.9958725,2210.554677161447,0.5468139,222.1,10.0,130.73785,-143.26051,41,1.0209737,20,1.8310548e-05,0.074229255,0.05312276,1.0624552,-140.8168,-543.0823,21611.83,215.09414148330688,[-0.508  1.666 -2.313 -2.638 -0.872],0.15226619,820,141.18768
10.0,0.5341228,9.906887,0.026706142,96980,0.013925893,1.601188,18.09441,18.537624,10.522218,2236.538129238703,0.5331597,224.7,10.0,104.98584,-52.67265,42,1.1053138,20,-2.1362304e-05,0.0800594,0.04958155,0.99163115,-45.271843,-212.30005,3916.363,224.19709992408752,[-0.509  1.672 -2.323 -2.632 -0.872],0.27851787,840,72.00388
10.0,0.47615203,9.909914,0.023807602,101626,0.021631159,2.6015496,18.365128,17.184572,15.890413,2312.5355946121435,0.52286875,232.3,10.0,146.41394,-223.2644,43,1.0890205,20,1.2207031e-05,0.13007748,0.053441286,1.0688257,-217.43488,-834.7146,45027.66,233.40874099731445,[-0.512  1.674 -2.343 -2.643 -0.886],0.43262315,860,198.58006
10.0,0.09601771,9.909599,0.0048008855,106250,0.052568465,4.337499,10.104936,10.4874735,18.678665,2301.5488025806144,0.51363367,231.2,10.0,91.658875,-19.873144,44,1.9792309,20,-1.2207031e-05,0.21687496,0.05519665,1.1039331,-11.499523,-81.511536,7161.821,242.68818354606628,[-0.512  1.682 -2.34  -2.635 -0.896],1.0513693,880,50.992867
10.0,0.008469182,9.914745,0.0004234591,111150,1.1612014,107.21347,0.6945094,1.337447,341.8154,2439.55558631795,0.50697684,245.0,10.0,66.44922,-28.5672,45,28.797308,20,2.4414063e-05,5.3606734,0.31085676,6.2171354,166.02135,-123.06799,2193539.2,252.33064484596252,[-0.491  1.689 -2.333 -2.651 -0.905],23.22403,900,53.39542
10.0,0.4736599,9.930656,0.023682995,116969,0.024174318,2.1837401,17.098022,16.387728,20.161842,2899.4109103587807,0.49798623,290.95,10.0,84.619934,-88.92135,46,1.1697259,20,-1.5258789e-05,0.10918701,0.051490057,1.0298011,-76.513306,-343.20697,9093.069,264.01905584335327,[-0.53   1.776 -2.327 -2.607 -0.912],0.48348638,920,100.54192
10.0,0.5985756,9.900389,0.02992878,121159,0.014905067,1.7763368,18.85819,18.4599,16.711807,2084.5649788389865,0.5008169,209.5,10.0,138.73303,-184.51068,47,1.0605471,20,-7.93457e-05,0.088816844,0.0516029,1.032058,-173.42273,-691.9213,23938.967,272.4233636856079,[-0.523  1.776 -2.349 -2.621 -0.921],0.29810134,940,183.03844
10.0,0.3197288,9.905615,0.01598644,125583,0.12017322,11.894793,12.014224,6.578585,78.50058,2201.560146820496,0.5043533,221.2,10.0,186.66089,-173.18526,48,1.6646935,20,-4.8828126e-05,0.5947396,0.08413464,1.6826928,-146.3663,-650.67017,296451.1,281.38767886161804,[-0.516  1.76  -2.363 -2.623 -0.918],2.4034646,960,257.37247
10.0,0.9159776,9.921391,0.04579888,130957,0.002307693,1.1209549,19.96776,19.958353,0.5416832,2676.437827526145,0.50506014,268.7,10.0,112.18176,-232.9085,49,1.0016146,20,-2.4414063e-05,0.056047745,0.05051726,1.0103452,-232.55171,-868.8778,43500.25,291.75276589393616,[-0.514  1.787 -2.374 -2.601 -0.915],0.046153866,980,203.1039
10.0,0.012237402,9.9104805,0.0006118701,135662,1.1342597,104.58799,0.38230875,1.2098075,333.52368,2341.9699893524808,0.5082444,235.25,10.0,82.21167,-17.949728,50,52.31374,20,-6.1035156e-05,5.2293997,0.28780943,5.756189,172.24924,-83.98511,2317073.0,301.07687973976135,[-0.514  1.784 -2.373 -2.599 -0.914],22.685194,1000,48.51423
10.0,0.7677146,9.92985,0.03838573,141713,0.009708923,1.646346,19.40606,19.257215,5.714932,3014.887136108671,0.513861,302.55,10.0,75.3952,-169.8014,51,1.0306059,20,-9.155274e-06,0.0823173,0.04943526,0.98870516,-166.68637,-638.5855,20069.018,313.2550938129425,[-0.464  1.795 -2.386 -2.568 -0.911],0.19417848,1020,149.79594
10.0,0.016010111,9.934965,0.0008005056,147656,0.18203695,16.956085,4.087113,3.6542287,62.200657,2961.83590532713,0.50476104,297.15,10.0,67.1275,-21.865192,52,4.8934298,20,-4.8828126e-05,0.84780425,0.086070575,1.7214115,7.5129995,-98.60376,59128.96,324.84069991111755,[-0.464  1.793 -2.392 -2.572 -0.905],3.640739,1040,48.39599
10.0,0.3855734,9.937601,0.01927867,154124,0.013711275,1.5602144,18.528177,18.631687,10.818249,3223.908946981429,0.5040298,323.4,10.0,56.9776,-95.2242,53,1.079437,20,-9.155274e-06,0.07801072,0.050595544,1.0119107,-88.31978,-366.1408,4177.323,337.3682978153229,[-0.427  1.787 -2.415 -2.583 -0.914],0.2742255,1060,88.0375
10.0,0.3631832,9.920174,0.01815916,159196,0.02475016,1.9251148,17.56034,16.032862,21.25762,2525.8768593970262,0.5022568,253.6,10.0,119.322266,-133.02705,54,1.1389301,20,6.1035157e-06,0.09625574,0.049755935,0.9951186,-121.066216,-504.1507,13434.1455,347.39972591400146,[-0.424  1.784 -2.425 -2.597 -0.915],0.4950032,1080,157.03055
10.0,0.34446535,9.934553,0.017223267,165372,0.028360015,2.5491533,16.528074,15.123268,9.33207,3077.8942729960727,0.50730103,308.8,10.0,53.633423,-34.46436,55,1.2100623,20,-1.8310548e-05,0.12745766,0.04994188,0.9988376,-29.031635,-144.18579,1969.2181,359.44460582733154,[-0.42   1.77  -2.437 -2.607 -0.917],0.5672003,1100,43.732143
10.0,0.7983845,9.933643,0.039919224,171494,0.006253494,1.3076614,19.424599,19.689478,6.3152523,3050.8429907094405,0.50623053,306.1,10.0,83.444885,-162.9011,56,1.0296223,20,2.746582e-05,0.06538307,0.049796008,0.9959202,-159.06631,-613.3548,17991.693,371.237370967865,[-0.411  1.766 -2.456 -2.623 -0.912],0.12506989,1120,145.56117
10.0,0.62534994,9.928808,0.031267498,177119,0.014308827,1.779835,18.568365,18.626871,18.99822,2802.487290407392,0.504517,281.25,10.0,106.55444,-199.4949,57,1.0771008,20,1.5258789e-05,0.088991754,0.052700967,1.0540192,-188.25317,-746.9373,23744.83,382.1976170539856,[-0.41   1.763 -2.463 -2.631 -0.913],0.2861765,1140,182.06102
9.999999,0.53963757,9.926837,0.026981879,182633,0.026879078,2.604088,16.880642,15.611013,28.46043,2746.913234855042,0.49420205,275.7,10.0,115.42529,-132.31763,58,1.1847891,20,-9.155274e-06,0.13020441,0.050692946,1.013859,-116.11423,-501.578,14688.997,392.9741449356079,[-0.406  1.756 -2.476 -2.642 -0.914],0.53758156,1160,168.46379
10.0,0.1374278,9.933453,0.0068713906,188985,0.04917399,4.0710974,12.2789955,9.371261,13.246703,3165.430838038889,0.509052,317.6,10.0,51.503418,-19.898914,59,1.6287978,20,-6.1035157e-06,0.20355487,0.046173584,0.9234716,-13.365851,-90.70624,3502.2664,405.2012894153595,[-0.408  1.744 -2.482 -2.649 -0.925],0.98347974,1180,42.573517
10.0,0.642907,9.93174,0.03214535,195215,0.029652707,2.9777222,17.142391,15.970771,13.073848,3104.3663896883463,0.49493414,311.5,10.0,56.71765,-65.89124,60,1.1666983,20,9.1552734e-05,0.14888611,0.059035916,1.1807183,-58.647022,-259.1891,4521.9316,417.25789761543274,[-0.401  1.764 -2.472 -2.646 -0.91 ],0.5930541,1200,67.65851
10.0,0.6143648,9.940813,0.03071824,201733,0.010860065,1.3941534,19.437603,19.1101,6.494927,3249.3544113917824,0.4888066,325.9,10.0,74.967896,-198.99478,61,1.0289334,20,-1.5258789e-05,0.06970767,0.050326146,1.0065228,-195.49048,-744.69855,26498.693,429.5834290981293,[-0.401  1.777 -2.486 -2.666 -0.924],0.2172013,1220,172.74806
9.999999,0.045010902,9.937936,0.0022505452,207869,0.72544074,56.18334,1.6574107,2.457452,223.6155,3058.4775183871343,0.5393251,306.8,10.0,56.412903,-37.894115,62,12.067015,20,-3.0517578e-05,2.809167,0.27151772,5.430354,80.39378,-156.21832,580336.75,441.3906898498535,[-0.402  1.782 -2.494 -2.668 -0.93 ],14.508815,1240,46.744186
10.0,0.49045035,9.929844,0.024522519,213942,0.02906773,2.7208505,15.856099,15.57977,4.3557644,3025.847148245596,0.55429876,303.65,10.0,47.75879,-7.6860447,63,1.2613443,20,-1.2207031e-05,0.13604252,0.054571945,1.0914389,-4.790537,-37.61743,785.6133,453.4108965396881,[-0.423  1.826 -2.532 -2.674 -0.88 ],0.58135456,1260,27.053116
9.999999,0.6717585,9.928647,0.033587925,219901,0.009485103,1.4230565,19.535519,19.356127,7.930741,2968.868305415317,0.55140996,297.95,10.0,59.391052,-63.793003,64,1.0237763,20,-4.272461e-05,0.07115283,0.052005827,1.0401165,-56.71054,-253.17908,3574.3755,464.92641973495483,[-0.421  1.825 -2.545 -2.653 -0.865],0.18970203,1280,70.19822
10.0,0.089988135,9.937559,0.004499407,226386,0.16950053,15.237096,5.307024,4.567012,26.961206,3232.375684799974,0.55275244,324.25,10.0,40.969177,-9.688311,65,3.7685905,20,3.3569337e-05,0.7618548,0.09220661,1.8441322,2.9764419,-55.511475,11486.344,477.3579590320587,[-0.425  1.837 -2.581 -2.668 -0.868],3.3900106,1300,26.676573
10.0,0.19031933,9.919453,0.009515966,231647,0.1067472,8.82507,10.340624,8.481279,147.04631,2619.905568368714,0.5485444,263.05,10.0,179.74799,-214.31232,66,1.9341192,20,1.5258789e-05,0.4412535,0.09159778,1.8319557,-153.20528,-802.74164,220222.61,487.6370623111725,[-0.422  1.88  -2.591 -2.64  -0.866],2.1349437,1320,278.51535
10.0,0.8610693,9.930624,0.043053467,237531,0.0030596757,1.106649,19.901785,19.928541,2.2162018,2931.793150510137,0.54778594,294.2,10.0,129.96124,-230.92441,67,1.004935,20,1.5258789e-05,0.055332452,0.05109518,1.0219036,-229.29842,-863.24677,73924.06,499.17199063301086,[-0.41   1.872 -2.607 -2.682 -0.87 ],0.061193515,1340,266.5944
9.999999,0.71792793,9.934537,0.035896398,243777,0.009554837,1.4713715,19.262901,19.296923,7.927948,3112.77720417696,0.54590285,312.3,10.0,84.53339,-172.12373,68,1.0382652,20,5.7983398e-05,0.073568575,0.050057262,1.0011451,-167.58076,-648.5095,21365.12,511.41829776763916,[-0.411  1.867 -2.606 -2.676 -0.871],0.19109675,1360,162.05684
10.0,0.82155263,9.937929,0.041077632,250331,0.006040391,1.2119715,19.715935,19.71022,2.3808498,3266.8289645019822,0.54166526,327.7,10.0,57.303406,-116.75231,69,1.0144079,20,8.392334e-05,0.06059858,0.049816884,0.9963377,-115.29118,-446.25302,9877.766,524.05246758461,[-0.409  1.857 -2.612 -2.678 -0.873],0.12080782,1380,105.0039
10.0,0.13442236,9.934895,0.006721118,256901,0.093353145,8.992384,8.687786,5.778438,10.920827,3274.3055504705903,0.5061446,328.5,10.0,26.49878,-4.1386166,70,2.3020825,20,-2.746582e-05,0.4496192,0.05950597,1.1901194,1.4844728,-34.89081,1126.5354,536.5751838684082,[-0.411  1.862 -2.619 -2.679 -0.877],1.8670629,1400,18.52258
9.999999,0.37998337,9.93711,0.018999169,262999,0.016958969,1.6472529,17.661976,17.560184,10.2866745,3039.410676883254,0.4991517,304.9,10.0,62.859924,-38.446583,71,1.1323762,20,1.2207031e-05,0.082362644,0.045497276,0.9099456,-31.020092,-158.8689,2537.325,548.2911112308502,[-0.413  1.847 -2.606 -2.661 -0.913],0.33917937,1420,55.618214
9.999999,0.38686353,9.926509,0.019343177,268448,0.020378847,2.0517776,17.381474,17.479612,36.932045,2714.4872522101573,0.4991468,272.45,10.0,157.40936,-185.64459,72,1.1506504,20,3.3569337e-05,0.102588885,0.053667545,1.0733509,-162.56877,-696.10474,58525.547,558.9082672595978,[-0.408  1.856 -2.624 -2.661 -0.92 ],0.4075769,1440,275.74643
