InitialReturnMin,MaxD2w0t,InitialReturnStd,InitialReturnMean,EpThisIter,ReturnStepMax,StdD2w0t,J_sample_variance,EpRewMean,MinD2w0t,InitialReturnMax,StdIW,TimestepsSoFar,MaxIW,EpLenMean,Bound,EpisodesSoFar,InitialBound,TimeElapsed,ReturnMeanIW,MeanEntropy,MeanIW,Iteration,ReturnStepMaxmin,EmpiricalD2,MinIW,MeanD2w0t,Weights
-437.65298,35.10028,167.81596,-1.9836425e-05,100,9.841599,1.0534239,115026.41,637.046509827003,,372.85495,1.0981095,31737,42.247433,64.73,-567.98083,1100,-648.01697,67.1069164276123,-375.68478,0.8842407,0.8383442,11,9.6832,6.5542493,0.009046299,0.2868117,[-0.556  0.679 -1.199 -1.573 -0.498]
-465.266,11.992613,202.40544,6.713867e-06,100,9.854249,0.8584427,121061.29,694.8229871996269,,368.94092,0.7622104,38788,5.825857,70.51,-558.9536,1200,-632.0692,78.42267179489136,-385.51688,0.7996075,0.7981716,12,9.708499,3.1962159,0.01867614,0.2915796,[-0.506  0.716 -1.297 -1.754 -0.535]
-530.82916,56.245712,144.91447,1.9226074e-05,100,9.877468,2.249651,153632.4,829.8055096686535,,335.3485,0.86728525,47189,17.574045,84.01,-463.06543,1300,-559.8062,89.64056539535522,-254.6438,0.7572716,0.64427465,13,9.754936,19.415236,0.0013264571,0.54291016,[-0.458  0.681 -1.385 -1.749 -0.619]
-503.37686,116.63089,174.57741,2.8686523e-05,100,9.86686,1.9933733,220487.95,759.7477244023801,,381.27762,1.0419412,54889,18.252518,77.0,-492.8034,1400,-596.17096,102.7959201335907,-300.20514,0.734051,0.6884427,14,9.733721,15.710269,0.0052128797,0.40985405,[-0.507  0.606 -1.368 -1.758 -0.662]
-568.0099,7.990997,161.19559,4.272461e-06,100,9.891295,0.809596,99009.96,938.4853042137676,,313.1518,0.87002605,64377,16.385881,94.88,-494.04688,1500,-524.3623,119.6202654838562,-338.1364,0.66400534,0.94689673,15,9.782591,2.6745923,0.01128553,0.34753343,[-0.406  0.589 -1.373 -1.85  -0.685]
-554.62256,8.735741,138.07802,3.4484863e-05,100,9.888112,0.7970709,84388.82,908.5186204239886,,320.0719,0.70445496,73565,5.5515757,91.88,-468.53992,1600,-527.5559,136.52004599571228,-312.16992,0.6899851,0.82742065,16,9.776224,2.9894576,0.007563373,0.32748505,[-0.407  0.608 -1.399 -1.895 -0.755]
-581.4666,23.446886,175.44104,-1.2207031e-06,100,9.892208,1.260965,140883.7,941.8360993407773,,315.2193,0.87343603,83086,9.167834,95.21,-470.2572,1700,-521.05457,149.33128261566162,-301.7289,0.7262523,0.7774239,17,9.784416,9.84633,0.012561351,0.41968876,[-0.459  0.709 -1.442 -1.906 -0.729]
-609.5007,4.99113,166.85233,-1.2207031e-05,100,9.9007015,0.64443415,79812.8,1031.5529099857672,,306.65363,0.8986843,93505,8.182384,104.19,-452.07996,1800,-494.17157,161.0162262916565,-311.33133,0.6777899,0.93845797,18,9.801403,2.0887923,0.018988838,0.31161574,[-0.405  0.73  -1.456 -1.873 -0.693]
-636.4901,46.81357,135.64592,1.5258789e-05,100,9.907617,1.6973864,54407.133,1109.0576021127788,,286.245,0.77315205,104699,7.8518753,111.94,-353.1685,1900,-458.1094,180.02115607261658,-171.7763,0.61346424,0.6209495,19,9.815233,9.792785,0.002333732,0.6129991,[-0.376  0.707 -1.501 -1.898 -0.741]
-659.7179,94.51558,177.55899,4.2114258e-05,100,9.914126,2.086827,43754.074,1194.5515832869562,,263.87524,0.59538925,116748,5.171824,120.49,-362.17365,2000,-445.5144,200.13363075256348,-187.598,0.5586114,0.6542845,20,9.828253,6.483194,0.004772082,0.6741925,[-0.319  0.698 -1.515 -1.944 -0.806]
-682.9249,38.499474,175.12157,2.746582e-05,100,9.919765,2.2232673,76056.59,1274.2906645300723,,230.83862,1.3398615,129594,27.43031,128.46,-357.7501,2100,-422.8484,221.43707466125488,-181.24068,0.50994974,0.8040064,21,9.839531,16.457134,0.0017560188,0.80113703,[-0.378  0.78  -1.628 -1.97  -0.86 ]
-719.04346,21.589668,189.51526,-5.9204103e-05,100,9.92774,1.4504609,126684.766,1421.153156712781,,232.56726,0.9779536,143909,9.943866,143.15,-342.05646,2200,-387.8952,245.6705665588379,-194.3999,0.52595407,0.7255741,22,9.85548,10.866237,0.0063935025,0.60485035,[-0.346  0.829 -1.641 -1.96  -0.909]
-669.2823,42.505272,178.88417,3.4179688e-05,100,9.919192,2.233762,87554.586,1265.191526559923,,262.92755,1.1087047,156664,16.047815,127.55,-354.3407,2300,-426.6698,268.0509555339813,-177.27101,0.4646693,0.72963524,23,9.838385,15.13365,0.0017623933,0.8023357,[-0.37   0.765 -1.653 -1.918 -0.893]
-552.1067,95.54369,112.08401,-3.90625e-05,100,9.930032,2.9153192,44532.746,1463.0873387299864,,218.34937,0.93057245,171398,15.2239065,147.34,-302.68433,2400,-365.0194,293.0185036659241,-131.77634,0.4161685,0.6751995,24,9.860064,20.512213,0.0010936512,0.95584226,[-0.325  0.777 -1.679 -1.901 -0.954]
-795.4906,56.693207,134.57968,2.5024414e-05,100,9.942139,2.9468632,32706.713,1780.4321021344686,,184.45148,1.0828311,189306,16.091415,179.08,-252.90747,2500,-313.14606,322.8064215183258,-98.79399,0.41308624,0.78782225,25,9.884277,24.55609,0.00265431,1.0575951,[-0.267  0.757 -1.685 -1.912 -1.003]
-832.42584,95.1408,113.933105,1.15966795e-05,100,9.951243,3.3338,26325.844,2142.293873096297,,135.22528,1.4587401,210834,33.613953,215.28,-222.41367,2600,-257.37436,355.9999508857727,-81.887215,0.39665258,0.96459097,26,9.902487,22.797688,0.003459317,1.1735103,[-0.233  0.799 -1.69  -1.922 -1.006]
-817.4554,21.745586,206.84775,-3.4179688e-05,100,9.953715,1.5437094,22598.242,2221.2609437264455,,165.88495,1.0823512,233150,13.03085,223.16,-234.88562,2700,-282.50293,391.91053533554077,-93.968025,0.39248097,0.8746686,27,9.907431,5.856729,0.012420325,1.0183356,[-0.188  0.793 -1.7   -1.932 -1.022]
-885.40656,63.643333,180.65611,1.0375977e-05,100,9.964777,3.9767175,33177.395,2774.774047002674,,107.965454,1.3170668,260996,25.785513,278.46,-209.60059,2800,-225.76501,437.02138090133667,-70.7396,0.3635043,0.9484199,28,9.929554,24.845098,0.0031373908,1.8703907,[-0.184  0.856 -1.939 -2.038 -1.026]
-898.2098,263.18417,224.14342,-3.6621093e-06,100,9.975766,9.056763,27258.61,3426.336254599599,,95.10962,1.4903209,295343,25.74971,343.47,-181.02016,2900,-214.18723,490.9090371131897,-46.117054,0.3364254,1.0160048,29,9.951532,51.15351,0.00014486388,3.16092,[-0.15   0.864 -1.967 -2.014 -1.055]
-932.5309,56.59497,136.9798,-1.7089844e-05,100,9.980091,2.5295994,18318.35,3882.7953715879758,,40.974792,0.9760313,334249,16.00871,389.06,-151.71738,3000,-160.48793,551.1326098442078,-27.056824,0.3277526,1.026162,30,9.960182,11.491117,0.0147617785,1.5969081,[-0.114  0.866 -2.063 -2.05  -1.083]
-953.07947,3.0407395,162.80682,3.7841797e-05,100,9.986723,0.46866873,19716.533,4380.404421336853,,40.28534,0.5071312,378112,7.415221,438.63,-152.502,3100,-160.53928,618.1161406040192,-29.506918,0.31580186,0.95644814,31,9.973446,1.896327,0.06469891,1.0663905,[-0.087  0.86  -2.099 -2.055 -1.091]
-961.78687,3.841248,116.178604,-4.1503907e-05,100,9.991901,0.4363094,9542.439,4653.741126741363,,21.592468,0.4710434,424688,5.953554,465.76,-139.59605,3200,-142.42838,689.1165826320648,-16.728762,0.31033343,0.95768154,32,9.983803,1.9845749,0.07174214,1.1360116,[-0.075  0.86  -2.18  -2.056 -1.103]
-767.3348,54.017464,119.936005,5.3710937e-05,100,9.986262,4.133807,3324.79,4360.615614018444,,27.814636,0.8224074,468355,17.510715,436.67,-140.22559,3300,-148.01054,755.8991599082947,-13.7569275,0.30774727,0.922103,33,9.972525,18.452644,0.004932028,2.3754513,[-0.089  0.858 -2.225 -2.043 -1.109]
-558.52167,13.205768,62.552063,2.0141602e-05,100,9.981698,0.90024483,3194.5076,3921.843850468395,,28.061584,2.8729086,507646,110.70913,392.91,-139.59557,3400,-147.75058,811.438446521759,-16.277792,0.3061543,1.0757846,34,9.963396,4.0183363,0.034892812,1.1028241,[-0.112  0.837 -2.241 -2.044 -1.111]
-965.7172,31.568653,97.8029,-5.065918e-05,100,9.986865,2.2137787,9870.155,4425.38839887882,,17.691833,0.7127092,551959,24.15466,443.13,-135.15817,3500,-137.93721,866.4920039176941,-11.847385,0.30408537,1.0176117,35,9.97373,9.74892,0.015367705,1.6755043,[-0.092  0.837 -2.262 -2.058 -1.113]
-338.77997,2.2575288,35.076427,-2.4414063e-05,100,9.99354,0.2754851,454.8482,4755.426022634839,,6.491699,0.3706347,599545,3.667944,475.86,-125.13212,3600,-127.50322,936.4438540935516,-2.7574897,0.2944331,1.0526638,36,9.98708,1.4040228,0.116237625,1.0595518,[-0.068  0.834 -2.264 -2.055 -1.115]
-967.06665,34.447357,137.49081,-5.3100586e-05,100,9.995189,1.9094946,11272.408,4739.019331441319,,26.317078,0.63820916,646959,12.241316,474.14,-142.17082,3700,-147.4962,987.6307325363159,-18.11472,0.2848164,0.95131385,37,9.990377,5.771369,0.020666998,1.621384,[-0.058  0.828 -2.292 -2.049 -1.125]
-977.58923,10.261756,98.99288,-2.9296874e-05,100,9.990014,0.84522605,9267.655,4566.839150494305,,15.782532,0.56885374,692674,8.712109,457.15,-132.72919,3800,-136.39656,1034.3117928504944,-10.102414,0.280002,1.0296354,38,9.980028,3.5017252,0.030793656,1.2599187,[-0.078  0.819 -2.337 -2.039 -1.134]
-961.5116,2.9479947,96.92429,-3.173828e-05,100,9.994671,0.28754652,8998.748,4802.44251913775,,11.9953,0.28878185,740725,2.7526267,480.51,-131.70753,3900,-133.13284,1072.4536089897156,-9.721689,0.27682117,0.99718505,39,9.989342,1.5107956,0.09729933,1.065131,[-0.06   0.812 -2.344 -2.03  -1.139]
-6.730652,1.0,0.9208084,1.8310546e-06,100,9.997563,0.0663339,0.8563267,4976.579553392388,,0.2946167,2.8563754e-05,790504,1.0001434,497.79,-121.74854,4000,-121.74855,1110.47017288208,-0.108410224,0.27682117,1.000002,40,9.995127,1.0,0.9998734,0.99558,[-0.048  0.812 -2.365 -2.034 -1.142]
-972.8213,1.4386423,97.80108,-3.540039e-05,100,9.996061,0.16026796,9691.765,4885.571046163499,,10.571533,0.15693508,839380,1.7562519,488.76,-131.59047,4100,-131.85825,1147.7923774719238,-9.869883,0.27709103,0.9845259,41,9.992123,1.1118985,0.22816885,1.0046836,[-0.048  0.812 -2.365 -2.034 -1.142]
-7.0473022,1.0691047,0.8754376,2.9907227e-05,100,9.998513,0.051340356,0.2918735,4986.350950825484,,0.23919678,0.059581943,889252,1.1806955,498.72,-121.76264,4200,-121.79146,1210.0181636810303,-0.09211773,0.2773436,0.99960667,42,9.997026,1.0167229,0.5711854,1.0019782,[-0.042  0.81  -2.366 -2.034 -1.142]
-63.09668,1.5707637,6.411405,1.4038086e-05,100,9.998306,0.10077416,2.4505694,4964.45188236903,,0.86291504,0.14076947,938906,1.478003,496.54,-121.96784,4300,-122.391365,1278.114514350891,-0.19275491,0.27707028,0.982704,43,9.996613,1.1061935,0.177706,1.0224172,[-0.039  0.81  -2.366 -2.034 -1.142]
-0.59765625,1.0,0.10727039,-9.765625e-06,100,9.998687,0.012648058,0.011621393,4998.430741428915,,0.116760254,,988898,1.0,499.92,-121.692314,4400,-121.692314,1349.8438742160797,-0.038516376,0.27707028,1.0,44,9.997374,1.0,1.0,0.99984,[-0.032  0.81  -2.366 -2.035 -1.142]
-973.3867,1.0030235,97.83173,2.5634765e-05,100,9.998483,0.106260784,9620.959,4942.143383628785,,10.008789,0.026643913,1038328,1.1254196,494.3,-131.55069,4500,-131.56253,1419.7025334835052,-9.885962,0.27700686,0.9993411,45,9.996965,1.001811,0.8830565,0.9895164,[-0.032  0.81  -2.366 -2.035 -1.142]
-975.701,11.760511,124.04406,7.385254e-05,100,9.9982395,0.47807533,10064.846,4900.834451984949,,17.66742,0.4396124,1087346,8.909627,490.18,-135.94714,4600,-139.20193,1489.1325981616974,-13.029514,0.270543,0.945082,46,9.996479,1.8703401,0.14906444,1.2042931,[-0.032  0.809 -2.367 -2.035 -1.142]
-747.8812,1.7724332,104.73183,7.3242186e-06,100,9.997095,0.2618657,1999.6699,4853.686577444284,,15.635376,0.43435153,1135898,3.1720288,485.52,-131.1691,4700,-137.03539,1550.2061450481415,-6.6951456,0.25289756,0.95773435,47,9.99419,1.5419194,0.103411496,1.2112257,[-0.048  0.799 -2.397 -2.021 -1.148]
-963.1838,1.4526052,168.23618,-2.9296874e-05,100,9.996805,0.21191047,26035.336,4802.958385708281,,30.191833,0.259905,1183944,2.9477932,480.46,-150.56143,4800,-151.5593,1589.7448437213898,-28.28762,0.2508869,0.9931175,48,9.99361,1.1560984,0.2703517,1.021924,[-0.054  0.813 -2.446 -2.025 -1.166]
-16.767395,1.5888532,2.806759,9.765625e-06,100,9.996972,0.13905884,1.02135,4928.198741546928,,0.88409424,0.19311312,1233242,2.205354,492.98,-121.91714,4900,-122.26024,1630.6077075004578,-0.14030227,0.25096676,1.0118637,49,9.993944,1.1426332,0.1961,1.0223906,[-0.047  0.796 -2.434 -1.996 -1.168]
-2.9129639,1.0,0.41309732,-6.286621e-05,100,9.99852,0.0407103,0.1723804,4990.843640838966,,0.16052246,,1283159,1.0,499.17,-121.711296,5000,-121.711296,1672.1718554496765,-0.05952333,0.25096676,1.0,50,9.99704,1.0,1.0,0.99834,[-0.04   0.796 -2.435 -1.997 -1.168]
-2.9429321,1.0,0.3045988,-6.1035155e-07,100,9.998905,0.026822751,0.09371524,4995.740656219509,,0.12567139,,1333123,1.0,499.64,-121.7196,5100,-121.7196,1709.7535650730133,-0.06313824,0.25096676,1.0,51,9.99781,1.0,1.0,0.99928,[-0.04   0.796 -2.435 -1.997 -1.168]
-973.06836,1.1936698,97.83518,1.15966795e-05,100,9.997967,0.13006186,9305.519,4918.694107333671,,10.32666,0.12688828,1382321,1.4493182,491.98,-131.55858,5200,-131.82411,1744.338708639145,-9.751638,0.24792476,0.9939981,52,9.995934,1.0565943,0.30001667,1.0039892,[-0.04   0.796 -2.435 -1.997 -1.168]
-979.7739,1.0838449,104.06435,-8.178711e-05,100,9.998245,0.15092878,9283.232,4892.12907367812,,13.612183,0.17645398,1431252,1.8773887,489.31,-133.40848,5300,-135.12978,1779.1886885166168,-11.303266,0.24332705,0.98585236,53,9.9964905,1.0667188,0.45454976,1.0124336,[-0.035  0.793 -2.436 -1.999 -1.171]
-973.3429,1.0951442,138.3411,-4.3945314e-05,100,9.997832,0.15826494,17922.348,4880.231802149775,,20.036682,0.16637371,1480066,1.8417326,488.14,-141.10931,5400,-141.51474,1814.6512982845306,-19.078934,0.24085316,0.9973514,54,9.995665,1.0654305,0.46523732,1.0076609,[-0.035  0.78  -2.467 -1.979 -1.176]
-963.70917,1.0451617,136.96883,-3.234863e-05,100,9.998438,0.14454679,17874.55,4897.224107886458,,19.690002,0.12782787,1529047,1.5734601,489.81,-140.91565,5500,-141.23544,1851.1040875911713,-19.022123,0.23949948,0.99745095,55,9.996876,1.0388978,0.5467231,0.9990481,[-0.032  0.767 -2.452 -1.958 -1.178]
-1.5612793,1.0,0.19221394,-1.7089844e-05,100,9.998652,0.025291052,0.0373192,4996.015496357658,,0.12286377,,1579015,1.0,499.68,-121.68929,5600,-121.68929,1887.4040479660034,-0.035913337,0.23949948,1.0,56,9.997305,1.0,1.0,0.99936,[-0.032  0.758 -2.455 -1.94  -1.179]
-2.5863037,1.0,0.26680496,-5.859375e-05,100,9.998919,0.025682524,0.07190833,4996.042354176803,,0.11480713,,1628982,1.0,499.67,-121.716515,5700,-121.716515,1923.1117236614227,-0.059889905,0.23949948,1.0,57,9.997837,1.0,1.0,0.99934,[-0.032  0.758 -2.455 -1.94  -1.179]
-2.812439,1.0,0.2925157,-5.6152345e-05,100,9.998905,0.026068069,0.08642946,4995.939325176649,,0.13061523,,1678948,1.0,499.66,-121.722885,5800,-121.722885,1958.1298027038574,-0.06643183,0.23949948,1.0,58,9.99781,1.0,1.0,0.99932,[-0.032  0.758 -2.455 -1.94  -1.179]
-12.344971,1.1733664,1.598679,-2.0141602e-05,100,9.998296,0.07101147,0.7753288,4975.837544328149,,0.34729004,0.10326522,1728716,1.3478721,497.68,-121.80724,5900,-121.881454,1998.130342721939,-0.115189426,0.23961566,0.991,59,9.996592,1.0362458,0.4459712,1.0055445,[-0.032  0.758 -2.455 -1.94  -1.179]
-983.35077,1.0585294,98.8305,1.0986329e-05,100,9.998875,0.101471774,9094.908,4949.429189931867,,10.0251465,0.12204512,1778217,1.6440623,495.01,-131.40248,6000,-131.62303,2063.692153930664,-9.56973,0.2348631,0.9993968,60,9.997749,1.0332462,0.49036664,1.0055727,[-0.028  0.759 -2.455 -1.941 -1.179]
-1.0307617,1.0,0.119748175,-6.1035155e-07,100,9.998939,0.016730973,0.014484463,4997.954439110136,,0.097351074,,1828203,1.0,499.86,-121.69,6100,-121.69,2099.2222905158997,-0.03313726,0.2348631,1.0,61,9.997877,1.0,1.0,0.99972,[-0.029  0.755 -2.455 -1.934 -1.184]
-973.6039,1.143965,137.67479,3.967285e-05,100,9.998399,0.15043606,15844.943,4898.608649448368,,19.775879,0.21802036,1877198,1.9846745,489.95,-140.11336,6200,-141.31682,2133.9268341064453,-17.834602,0.23051156,0.9948111,62,9.996798,1.1005054,0.28617424,1.0295216,[-0.029  0.755 -2.455 -1.934 -1.184]
-983.18896,1.0076753,98.826164,9.460449e-05,100,9.998678,0.11091595,9709.796,4937.436267807574,,10.185181,0.0621841,1926580,1.3261323,493.82,-131.71681,6300,-131.76285,2170.6345398426056,-10.017617,0.2279058,0.9959338,63,9.997356,1.0072961,0.810838,0.9913,[-0.031  0.763 -2.498 -1.953 -1.188]
-983.3479,1.0039412,98.83026,4.272461e-06,100,9.998569,0.101250514,9818.887,4947.473449900717,,10.033752,0.03056136,1976063,1.142069,494.83,-131.57835,6400,-131.59178,2205.437764644623,-9.915808,0.22669545,1.0006069,64,9.997137,1.0018957,0.87658155,0.9905394,[-0.031  0.763 -2.498 -1.952 -1.191]
-0.246521,1.0,0.07155676,1.7700195e-05,100,0.01717186,,0.0051709954,4999.459856814085,1.0,0.08868408,,2026063,1.0,500.0,-0.26123235,6500,-0.26123235,2241.1263840198517,-0.0523027,0.22669545,1.0,65,0.016326904,1.0,1.0,1.0,[-0.031  0.763 -2.498 -1.952 -1.192]
-973.5231,1.0936931,138.36366,-6.530762e-05,100,9.998518,0.1426546,18529.148,4899.363078127835,,19.864563,0.12362859,2075065,1.7000823,490.02,-141.18556,6600,-141.41104,2275.2595553398132,-19.34029,0.22232644,0.97775877,66,9.997036,1.0358248,0.5224242,0.9962636,[-0.031  0.763 -2.498 -1.952 -1.192]
-973.4329,1.02135,97.8347,-5.126953e-05,100,9.998761,0.10483678,9237.222,4944.57373805506,,9.972595,0.07838118,2124518,1.4650931,494.53,-131.40259,6700,-131.54752,2311.6172699928284,-9.664255,0.22264782,0.98549193,67,9.997522,1.0144033,0.75747824,0.99601173,[-0.033  0.756 -2.501 -1.945 -1.197]
-973.2722,1.0599234,97.83638,3.3569337e-05,100,9.998466,0.11319666,9577.683,4935.131884815274,,10.125549,0.072196074,2173878,1.2721896,493.6,-131.61676,6800,-131.67651,2347.4252846240997,-9.915763,0.22025168,0.9971012,68,9.996931,1.0146999,0.5974119,0.9928256,[-0.032  0.751 -2.496 -1.935 -1.196]
-8.341431,1.0,0.8412529,-2.8686523e-05,100,9.9989805,0.040217727,0.71483004,4991.275425139693,,0.17218018,2.4251406e-06,2223797,1.0000149,499.19,-121.77673,6900,-121.77673,2406.443202495575,-0.11936053,0.22025168,1.0,69,9.997961,1.0,0.9999852,0.99838,[-0.03   0.75  -2.496 -1.935 -1.199]
-0.22143555,1.0,0.069119595,-6.347656e-05,100,0.0175848,,0.0048253573,4999.463790237886,1.0,0.08874512,,2273797,1.0,500.0,-0.2670961,7000,-0.2670961,2476.6219153404236,-0.053142224,0.22025168,1.0,70,0.016742706,1.0,1.0,1.0,[-0.03   0.75  -2.496 -1.935 -1.199]
-965.6524,1.2595603,123.71948,5.1879884e-05,100,9.998113,0.16531539,8248.072,4889.965423935378,,17.749023,0.25956714,2322707,2.0368478,489.1,-134.47057,7100,-139.25537,2545.0126960277557,-11.615287,0.21496308,0.96506923,71,9.996225,1.1547574,0.25976264,1.0579497,[-0.03   0.75  -2.496 -1.935 -1.199]
-973.526,1.0090193,138.3641,4.272461e-05,100,9.998785,0.1401095,19208.752,4899.591889846713,,19.858887,0.045953874,2371710,1.2344944,490.03,-141.40036,7200,-141.43779,2617.0093517303467,-19.716085,0.21611057,1.0001683,72,9.99757,1.0045342,0.8341814,0.9822205,[-0.031  0.771 -2.559 -1.961 -1.204]
-975.44037,1.8030165,125.47198,7.873535e-05,100,9.998382,0.18238051,9706.599,4895.991425296865,,17.937988,0.3578358,2420679,4.528659,489.69,-136.05661,7300,-139.4784,2686.475295305252,-13.015803,0.20796879,0.98637366,73,9.996763,1.2583318,0.27154598,1.0897689,[-0.032  0.77  -2.56  -1.962 -1.203]
-983.2449,1.0155212,98.82369,-9.460449e-05,100,9.998479,0.11205568,9597.758,4936.43112910582,,10.134155,0.076184854,2470052,1.3909699,493.73,-131.60512,7400,-131.6849,2757.9447071552277,-9.875654,0.20462707,0.99416375,74,9.996958,1.0129374,0.73628426,0.99381185,[-0.037  0.747 -2.58  -1.939 -1.211]
-983.0817,1.1829653,98.82044,-6.347656e-05,100,9.998095,0.12496987,9855.154,4923.141016013316,,10.296814,0.10265141,2519294,1.3382741,492.42,-131.71243,7500,-131.80518,2828.2968084812164,-10.014511,0.20533158,0.99599046,75,9.996189,1.0366106,0.3318243,0.99502194,[-0.036  0.746 -2.58  -1.939 -1.214]
-983.3378,1.0,98.829605,-5.7373047e-05,100,9.9988165,0.10279128,9865.951,4945.896600608355,,10.045105,4.77929e-07,2568760,1.0000019,494.66,-131.62956,7600,-131.62956,2899.2263956069946,-9.974183,0.20533158,1.0,76,9.997633,1.0,0.9999979,0.98932,[-0.032  0.746 -2.58  -1.939 -1.214]
-9.322388,1.0935277,1.1723466,-3.234863e-05,100,9.998449,0.062289584,0.60426116,4980.106397888678,,0.27612305,0.069795236,2618570,1.2221206,498.1,-121.7823,7700,-121.82021,2970.59548163414,-0.10853475,0.20484334,0.99781,77,9.996899,1.0144163,0.60078084,1.0005882,[-0.032  0.746 -2.58  -1.939 -1.214]
-0.72576904,1.0,0.09775063,1.7089844e-05,100,9.999013,0.012647998,0.009649689,4998.587579867831,,0.092285156,,2668562,1.0,499.92,-121.701744,7800,-121.701744,3042.1872551441193,-0.043977004,0.20484334,1.0,78,9.998026,1.0,1.0,0.99984,[-0.03   0.747 -2.58  -1.939 -1.214]
-983.37415,1.0,98.83283,-3.7841797e-05,100,9.999081,0.09939943,9866.595,4949.523860283037,,10.015137,1.8732977e-06,2718063,1.0000093,495.01,-131.62268,7900,-131.62268,3113.3460664749146,-9.964086,0.20484334,1.0,79,9.998161,1.0,0.9999905,0.99002,[-0.03   0.747 -2.58  -1.939 -1.214]
-973.46716,1.0631931,97.837425,-1.0986329e-05,100,9.998865,0.105947986,8357.66,4946.622305327223,,9.942322,0.15813783,2767536,1.7786155,494.73,-131.14557,8000,-131.52599,3183.8462221622467,-9.174026,0.20092759,1.0076376,80,9.99773,1.0531121,0.4959749,1.0155536,[-0.03   0.747 -2.58  -1.939 -1.214]
-1.3875122,1.0,0.16089967,3.6621093e-06,100,9.998927,0.02190374,0.026147919,4996.939632475814,,0.09289551,,2817512,1.0,499.76,-121.687004,8100,-121.687004,3256.5945489406586,-0.03027883,0.20092759,1.0,81,9.997854,1.0,1.0,0.99952,[-0.031  0.751 -2.596 -1.952 -1.218]
