EpLenMean,MeanEntropy,MeanIWNorm,MaxIWNorm,Bound,ReturnStepMax,MeanIW,TimeElapsed,EmpiricalD2,InitialReturnMax,InitialReturnMin,StdIWNorm,StdIW,MinIWNorm,MinIW,MaxIW,ReturnMeanIW,InitialReturnStd,ESSClassic,EpThisIter,InitialBound,Weights,EpisodesSoFar,EpRewMean,Iteration,TimestepsSoFar,J_sample_variance,ReturnStepMaxmin,ESSRenyi,InitialReturnMean
139.74,-0.63061917,0.010016444,0.014923846,-78.837006,10.0,1.0016445,4545.42134475708,1.0270934,168.50366,-654.5156,0.0018508786,0.18508786,0.0063740825,0.63740826,1.4923847,2.403126,86.28769,96.698235,100,-80.16146,[-1.708  2.054 -3.615 -1.803 -2.04 ],22100,1387.109399356591,221,2635778,6149.7637,9.852772,97.36213,1.0375977e-05
140.98,-0.6373916,0.010472365,0.019785983,-39.40703,10.0,1.0472364,4567.902895927429,1.1013514,170.53333,-345.9261,0.0032508266,0.32508266,0.002236284,0.22362842,1.9785984,5.0552692,64.06645,91.21089,100,-42.36712,[-1.708  2.054 -3.616 -1.803 -2.05 ],22200,1399.5272212812838,222,2649876,3950.5117,9.854322,90.79755,6.1035157e-06
142.38,-0.643114,0.00997959,0.014092008,-70.81538,10.0,0.9979591,4590.194155216217,1.0259473,146.18884,-589.4722,0.0015792529,0.1579253,0.006782964,0.6782964,1.4092008,2.310573,92.34078,97.556946,100,-72.19529,[-1.709  2.052 -3.618 -1.808 -2.056],22300,1413.541571374051,223,2664114,8204.305,9.855965,97.470894,2.4719238e-05
153.32,-0.64872867,0.010194454,0.015936557,-82.6704,10.0,1.0194454,4613.706958293915,1.0222692,155.56824,-682.3879,0.001677002,0.1677002,0.0066084024,0.6608403,1.5936558,1.8301516,93.45434,97.36522,100,-83.57513,[-1.707  2.052 -3.618 -1.809 -2.062],22400,1522.9403228059198,224,2679446,9224.224,9.866253,97.82159,-1.6479493e-05
143.72,-0.6493642,0.009980856,0.010817132,-81.16207,10.0,0.9980858,4635.9019820690155,1.0009305,145.79993,-664.5412,0.0002850624,0.028506238,0.009396644,0.9396645,1.0817132,0.26512647,86.64904,99.9185,100,-81.38928,[-1.706  2.052 -3.615 -1.806 -2.068],22500,1426.9329546775489,225,2693818,7480.779,9.857191,99.90703,6.1035156e-05
144.29,-0.6696949,0.009617362,0.03891375,-11.836079,10.0,0.9617364,4658.098176002502,1.4693829,148.94415,-117.49066,0.006178408,0.61784077,0.0015042445,0.15042445,3.8913748,10.276358,59.170887,70.786125,100,-18.241905,[-1.705  2.051 -3.613 -1.805 -2.068],22600,1432.6237411586333,226,2708247,4695.536,9.85762,68.05578,-4.5776367e-05
139.89,-0.6701494,0.009875347,0.0148474,-69.59897,10.0,0.9875347,4679.713703632355,1.0396111,221.6311,-586.3239,0.0019349725,0.19349726,0.0055996613,0.55996615,1.48474,3.619174,105.91585,96.302704,100,-71.80968,[-1.713  2.056 -3.621 -1.796 -2.089],22700,1388.5868163702314,227,2722236,8071.097,9.852608,96.18981,4.9438477e-05
139.99,-0.6752818,0.010000519,0.012763217,-79.36611,10.0,1.000052,4701.440772294998,1.0129962,182.63428,-655.9612,0.001166763,0.1166763,0.006671383,0.66713834,1.2763218,1.4927578,84.79855,98.65709,100,-80.338486,[-1.711  2.056 -3.626 -1.799 -2.089],22800,1389.5973257571602,228,2736235,6718.88,9.852865,98.71706,2.0141602e-05
146.95,-0.6809622,0.009879075,0.018354166,-19.181377,10.0,0.98790765,4724.710611581802,1.0722386,162.29004,-124.03729,0.0030579395,0.30579397,0.004497203,0.44972032,1.8354167,1.400418,56.15391,91.256454,100,-19.87638,[-1.711  2.054 -3.627 -1.8   -2.094],22900,1459.2256892453356,229,2750930,3366.731,9.8602295,93.262825,8.544922e-06
142.73,-0.6798648,0.010059246,0.01641803,-80.46193,10.0,1.0059246,4746.471118688583,1.0099739,165.9798,-660.54456,0.0010822713,0.10822714,0.008270904,0.8270905,1.641803,0.8403683,89.59637,98.85569,100,-80.89989,[-1.713  2.053 -3.624 -1.8   -2.1  ],23000,1417.028371013143,230,2765203,9049.102,9.856131,99.01246,-2.8076172e-05
137.46,-0.68723017,0.009702983,0.022245223,-71.32029,10.0,0.9702983,4767.668892383575,1.1673354,202.60059,-646.8599,0.0037082417,0.37082416,0.0024955142,0.24955143,2.2245224,14.27576,141.69777,87.25562,100,-79.223816,[-1.713  2.054 -3.626 -1.798 -2.099],23100,1364.3138391812834,231,2778949,13258.563,9.850393,85.665184,2.8076172e-05
145.14,-0.68699735,0.009823987,0.0126888845,-91.62027,10.0,0.98239875,4790.485496520996,1.0109504,136.26111,-752.98596,0.0008811026,0.08811025,0.008248364,0.8248364,1.2688885,1.1048595,94.72774,99.20202,100,-92.221565,[-1.709  2.051 -3.628 -1.805 -2.106],23200,1441.1515370152383,232,2793463,8997.619,9.8588505,98.91682,1.0986329e-05
140.65,-0.68945587,0.010197494,0.01563189,-77.31073,10.0,1.0197494,4811.5398490428925,1.0637746,173.24414,-660.7943,0.002094131,0.20941308,0.0036564823,0.36564824,1.563189,6.160483,112.13761,95.953476,100,-80.93049,[-1.71   2.052 -3.629 -1.803 -2.106],23300,1396.2319269558395,233,2807528,8641.541,9.8540535,94.004875,-4.0283205e-05
139.02,-0.6992329,0.009601279,0.026456665,-15.283051,10.0,0.9601279,4832.941588163376,1.3030576,150.44934,-102.22705,0.0049576913,0.49576917,0.0023554945,0.23554945,2.6456666,5.75075,55.74261,78.94997,100,-18.426245,[-1.708  2.049 -3.631 -1.808 -2.108],23400,1379.928738051046,234,2821430,4914.393,9.852291,76.742584,-3.8452148e-05
147.46,-0.70046663,0.010715694,0.11353568,-8.699312,10.0,1.0715696,4856.33004784584,2.4092977,140.45337,-106.22064,0.0146199195,1.461992,0.0008494003,0.08494003,11.353568,18.001411,61.56267,34.947433,100,-17.201916,[-1.703  2.049 -3.632 -1.814 -2.118],23500,1464.35027463446,235,2836176,17431.4,9.861052,41.50587,4.0283205e-05
147.93,-0.7146338,0.010015355,0.01998903,-43.182636,10.0,1.0015355,4879.069760322571,1.0882076,138.71735,-379.698,0.0031299551,0.31299552,0.0034162092,0.34162092,1.9989032,5.3283195,68.27498,91.10241,100,-46.503304,[-1.712  2.062 -3.63  -1.797 -2.119],23600,1469.0036456994064,236,2850969,3952.5225,9.860859,91.89423,1.5258789e-05
144.24,-0.7180502,0.010064644,0.013562157,-88.51481,10.0,1.0064644,4900.958351135254,1.0262072,156.27734,-738.45544,0.0015958892,0.15958895,0.005630815,0.5630815,1.3562157,3.104601,114.01852,97.54743,100,-90.442,[-1.709  2.061 -3.629 -1.799 -2.134],23700,1432.1350789771602,237,2865393,11256.983,9.8577385,97.446205,-4.272461e-05
144.98,-0.7221543,0.010110526,0.015072589,-71.21322,10.0,1.0110526,4924.0332798957825,1.0456114,192.52039,-596.2636,0.0018986933,0.18986933,0.0060898275,0.60898274,1.5072589,3.460727,82.171234,96.59348,100,-73.02714,[-1.707  2.06  -3.631 -1.802 -2.137],23800,1439.522932795915,238,2879891,6027.86,9.858284,95.637825,-5.3710937e-05
142.94,-0.72212577,0.010043126,0.013530116,-71.63945,10.0,1.0043125,4946.112709283829,1.0147126,212.46216,-588.8094,0.0012080761,0.1208076,0.0075278888,0.7527889,1.3530116,1.0032382,85.869125,98.57369,100,-72.11412,[-1.705  2.06  -3.632 -1.805 -2.141],23900,1419.114496015058,239,2894185,6471.094,9.8561325,98.55007,7.93457e-06
145.15,-0.72603023,0.009995958,0.011791175,-90.897766,10.0,0.9995958,4968.413793325424,1.0087808,187.13928,-749.7039,0.0009143175,0.09143175,0.0071433913,0.71433914,1.1791176,1.3240885,105.09942,99.17028,100,-91.819565,[-1.705  2.058 -3.632 -1.807 -2.141],24000,1441.224031432961,240,2908700,10235.568,9.858469,99.12956,4.1503907e-05
142.93,-0.7218987,0.010056488,0.011882899,-80.88034,10.0,1.0056489,4990.401900291443,1.0065167,174.74768,-666.1322,0.000648049,0.0648049,0.008745164,0.87451637,1.18829,0.9692624,113.26198,99.58646,100,-81.584145,[-1.704  2.057 -3.632 -1.808 -2.145],24100,1419.0233844760803,241,2922993,12220.483,9.85626,99.35255,6.1035156e-05
147.58,-0.73469734,0.010124352,0.020489348,-18.643505,10.0,1.0124352,5013.59650850296,1.1033773,177.71503,-129.75885,0.003153643,0.3153643,0.004621223,0.46212232,2.048935,4.2194214,64.86189,91.155495,100,-21.765518,[-1.704  2.057 -3.636 -1.808 -2.141],24200,1465.5363666729036,242,2937751,5579.785,9.860973,90.63083,3.967285e-05
145.01,-0.72430056,0.010056827,0.029913725,-18.540844,10.0,1.0056827,5035.905092716217,1.178365,170.31647,-122.04651,0.004096246,0.4096246,0.0027850308,0.2785031,2.9913726,4.102585,61.09652,85.770546,100,-20.859455,[-1.704  2.06  -3.635 -1.806 -2.154],24300,1439.815864695492,243,2952252,4278.419,9.858225,84.86335,-3.2958986e-05
149.02,-0.69824314,0.010242956,0.11920951,-13.264303,10.0,1.0242956,5059.006101369858,2.5950315,152.91962,-104.039185,0.016858162,1.685816,0.00088589615,0.088589616,11.920952,16.906033,57.505493,26.963223,100,-18.728767,[-1.7    2.059 -3.637 -1.81  -2.143],24400,1479.9416520104894,244,2967154,21581.795,9.862394,38.53518,-1.5258789e-05
144.46,-0.6831638,0.010627709,0.038014334,-21.573532,10.0,1.0627708,5081.364721059799,1.2897023,212.83698,-97.46161,0.006193339,0.61933386,0.0023982998,0.23982999,3.8014333,8.029583,62.563488,74.649025,100,-26.067064,[-1.693  2.064 -3.646 -1.81  -2.117],24500,1434.321945857375,245,2981600,6411.662,9.857759,77.53728,3.6621095e-05
144.63,-0.6903717,0.010025128,0.01888877,-20.629637,10.0,1.0025129,5103.542828798294,1.091784,154.99054,-177.8382,0.0027820047,0.27820048,0.0038228573,0.38228574,1.888877,2.12862,56.648994,92.84984,100,-21.780636,[-1.689  2.066 -3.648 -1.814 -2.102],24600,1436.0253943885025,246,2996063,3804.8857,9.857981,91.59321,6.713867e-06
143.02,-0.69389164,0.009858111,0.013541336,-80.17824,10.0,0.98581105,5125.873188257217,1.0222722,201.3078,-666.68494,0.001575475,0.1575475,0.0052815154,0.5281516,1.3541336,2.3779411,110.07157,97.50952,100,-81.65193,[-1.687  2.068 -3.648 -1.814 -2.109],24700,1419.9234296042778,247,3010365,10088.924,9.856348,97.821304,-3.234863e-05
151.05,-0.6843393,0.010222641,0.01568033,-18.997509,10.0,1.0222641,5149.116950035095,1.0409961,168.15277,-132.0144,0.0017197096,0.17197096,0.0064020096,0.640201,1.568033,2.0148206,59.39541,97.2479,100,-20.594387,[-1.688  2.068 -3.651 -1.817 -2.113],24800,1500.2336244911533,248,3025470,3978.6877,9.864138,96.061844,3.8452148e-05
141.06,-0.6830469,0.010141039,0.0110676475,-71.936134,10.0,1.0141039,5171.185540437698,1.0020636,119.2265,-589.79956,0.00041803735,0.041803733,0.009192102,0.9192102,1.1067648,0.37375957,78.078896,99.830345,100,-72.235344,[-1.688  2.069 -3.653 -1.82  -2.103],24900,1400.3410045318292,249,3039576,5729.517,9.854601,99.79406,5.7373047e-05
142.95,-0.68085134,0.010056361,0.013396661,-88.869965,10.0,1.0056361,5193.319542884827,1.0165004,146.2608,-735.21594,0.0013360262,0.13360262,0.0070935413,0.70935416,1.3396661,1.9150804,110.53042,98.265594,100,-90.04519,[-1.688  2.07  -3.655 -1.821 -2.102],25000,1419.2299789418082,250,3053871,11813.276,9.856375,98.37675,7.93457e-06
148.37,-0.68377006,0.010578101,0.06318606,-16.308292,10.0,1.0578102,5215.906100511551,1.2002764,148.18347,-133.7544,0.007939293,0.7939293,0.0033258195,0.33258197,6.318606,3.5748956,58.534603,63.966805,100,-18.148705,[-1.681  2.062 -3.641 -1.816 -2.1  ],25100,1473.4279479806094,251,3068708,4807.7266,9.861601,83.31415,-8.544922e-06
141.92,-0.6689425,0.010133239,0.029541573,-14.493206,10.0,1.013324,5237.626143693924,1.2679138,159.12927,-115.75708,0.004926535,0.49265352,0.0029229,0.29229,2.9541574,7.452045,56.746365,80.88213,100,-19.489307,[-1.683  2.067 -3.638 -1.808 -2.103],25200,1408.9113004589112,252,3082900,5377.0005,9.855057,78.86971,-3.173828e-05
143.61,-0.6640768,0.010169871,0.013430609,-80.31744,10.0,1.016987,5259.643971681595,1.012258,141.3902,-663.6575,0.0011761594,0.117615946,0.0074620913,0.74620914,1.343061,1.4603293,87.97439,98.68012,100,-81.281166,[-1.68   2.07  -3.643 -1.816 -2.088],25300,1425.8052417101476,253,3097261,7673.4917,9.85668,98.78904,-5.6762696e-05
145.53,-0.6484838,0.009651431,0.024452342,-17.60381,10.0,0.96514314,5282.165701150894,1.1636443,168.26117,-124.69275,0.0035545274,0.35545275,0.0039377124,0.39377123,2.4452343,4.6262007,55.317337,88.05626,100,-20.607758,[-1.683  2.072 -3.647 -1.817 -2.083],25400,1445.01750618756,254,3111814,4276.237,9.85874,85.93691,-5.6762696e-05
145.45,-0.6484412,0.010036054,0.012176769,-21.159126,10.0,1.0036054,5305.4767389297485,1.0037788,177.67413,-124.59381,0.0006491236,0.06491237,0.008668791,0.8668791,1.2176769,0.64249533,64.64596,99.583405,100,-21.760607,[-1.682  2.075 -3.651 -1.819 -2.067],25500,1444.2153170800095,255,3126359,4373.6733,9.858633,99.62354,-5.6762696e-05
145.42,-0.6555207,0.009084262,0.02652763,-19.381773,10.0,0.9084263,5327.799133062363,1.1529561,155.2508,-182.79877,0.0040511205,0.40511206,0.0036847882,0.36847883,2.6527631,4.657719,60.317284,83.41183,100,-22.388111,[-1.681  2.074 -3.644 -1.819 -2.067],25600,1443.9177137222287,256,3140901,5499.155,9.858646,86.73357,7.446289e-05
147.25,-0.6562042,0.010360889,0.01420902,-81.65412,10.0,1.036089,5350.2726039886475,1.0284412,197.43317,-677.74445,0.0014836481,0.14836483,0.0068019056,0.68019056,1.420902,2.524404,93.14835,97.990654,100,-83.00641,[-1.686  2.079 -3.648 -1.814 -2.074],25700,1462.219832642465,257,3155626,7648.6553,9.860437,97.234535,
143.62,-0.6530264,0.009812607,0.020120801,-71.90098,10.0,0.98126066,5372.436833381653,1.1550093,175.05383,-665.8554,0.0037647337,0.37647337,0.0025603133,0.25603133,2.0120802,15.742238,124.53526,87.16896,100,-81.55023,[-1.685  2.078 -3.648 -1.818 -2.075],25800,1425.9119485347424,258,3169988,8307.312,9.856794,86.57939,7.202148e-05
148.6,-0.60796255,0.014318865,0.42433134,-1.1018715,10.0,1.4318864,5395.178911209106,6.484386,152.07782,-98.06085,0.046733595,4.6733594,0.00013444906,0.013444906,42.433136,46.327343,61.607613,8.582036,100,-18.625713,[-1.681  2.075 -3.648 -1.825 -2.072],25900,1475.7225233466359,259,3184848,84950.97,9.86174,15.42166,-5.9814454e-05
138.63,-0.6105834,0.009540177,0.016501874,-76.477135,10.0,0.9540177,5416.956345319748,1.0488032,189.60046,-654.4745,0.0021722014,0.21722014,0.003756728,0.37567282,1.6501874,5.611934,120.4615,95.07126,100,-80.156456,[-1.691  2.071 -3.629 -1.815 -2.027],26000,1375.995700719098,260,3198711,9308.23,9.851395,95.34677,-2.6245118e-05
149.92,-0.61298734,0.010009732,0.011692598,-72.987236,10.0,1.0009732,5440.243971586227,1.0073307,200.34375,-603.71674,0.00074530207,0.074530214,0.0071950583,0.71950585,1.1692599,1.22318,88.728645,99.44865,100,-73.93989,[-1.69   2.069 -3.631 -1.819 -2.03 ],26100,1488.913849663589,261,3213703,6886.0547,9.862852,99.27227,1.3427734e-05
152.59,-0.6139615,0.010400475,0.03226837,-20.395866,10.0,1.0400474,5463.207076787949,1.2383924,188.52838,-120.466675,0.0048539047,0.48539048,0.004647297,0.4647297,3.2268372,5.2993054,66.30678,82.114655,100,-23.089872,[-1.691  2.069 -3.635 -1.821 -2.032],26200,1515.612769092074,262,3228962,7732.9653,9.865234,80.749855,4.5166016e-05
142.91,-0.61566097,0.009598451,0.015055734,-76.56271,10.0,0.9598452,5485.42693901062,1.0789292,158.34265,-662.28107,0.0025355564,0.25355566,0.0035113203,0.35113204,1.5055734,7.690108,135.17845,93.47698,100,-81.11263,[-1.697  2.077 -3.64  -1.814 -2.033],26300,1418.8036779897513,263,3243253,10922.526,9.855963,92.68449,-9.58252e-05
143.34,-0.61846906,0.009954283,0.012789387,-71.175674,10.0,0.99542826,5507.365399360657,1.0185682,178.24335,-590.7355,0.0013049486,0.13049486,0.006542437,0.6542437,1.2789388,1.8429606,93.32437,98.31044,100,-72.35007,[-1.694  2.074 -3.643 -1.819 -2.035],26400,1423.1238008789398,264,3257587,6798.4595,9.856672,98.17703,-3.967285e-05
142.28,-0.61622417,0.010107133,0.012025763,-81.33165,10.0,1.0107132,5529.55334687233,1.0038234,160.15332,-666.44196,0.00063844846,0.06384485,0.008368419,0.8368419,1.2025764,0.44637513,109.452934,99.60257,100,-81.62214,[-1.693  2.073 -3.646 -1.822 -2.037],26500,1412.5287189523494,265,3271815,11837.567,9.855673,99.61912,1.2207031e-06
145.14,-0.61964124,0.009961121,0.012365944,-18.634892,10.0,0.9961121,5552.118911743164,1.0091448,153.232,-120.72595,0.0009373394,0.09373394,0.007930998,0.7930998,1.2365944,0.21773282,54.38931,99.12229,100,-18.766998,[-1.693  2.073 -3.646 -1.823 -2.035],26600,1441.1341099881981,266,3286329,2942.2888,9.858597,99.09381,1.15966795e-05
144.02,-0.62280244,0.010023265,0.014989177,-71.457054,10.0,1.0023266,5574.0750641822815,1.0330929,143.53198,-593.1921,0.0015707955,0.15707956,0.006905804,0.6905804,1.4989177,2.3861694,86.57265,97.60293,100,-72.65096,[-1.692  2.074 -3.649 -1.824 -2.039],26700,1429.921799119031,267,3300731,6617.457,9.857325,96.79672,-6.164551e-05
140.7,-0.62231046,0.0100652035,0.012554285,-89.0839,10.0,1.0065203,5596.043134689331,1.0053859,179.6532,-730.0488,0.00078611803,0.078611806,0.008268757,0.8268757,1.2554286,0.56891394,108.5531,99.39367,100,-89.41241,[-1.689  2.073 -3.649 -1.827 -2.042],26800,1396.7366577149871,268,3314801,11105.375,9.854172,99.464294,-4.0283205e-05
150.84,-0.6601555,0.026433947,1.0492436,59.20671,10.0,2.6433945,5619.466321229935,24.752283,152.26202,-127.3819,0.13012454,13.012454,1.4060434e-05,0.0014060434,104.92436,151.98468,62.56455,3.963174,100,-18.648172,[-1.688  2.072 -3.648 -1.828 -2.041],26900,1498.116483688798,269,3329885,1047680.6,9.863724,4.0400314,4.0283205e-05
146.65,-0.656678,0.010181313,0.023925437,-30.353123,10.0,1.0181314,5642.974902391434,1.1053708,177.2561,-268.0542,0.0034023956,0.34023955,0.0031061966,0.31061968,2.3925438,4.163018,70.279785,89.95423,100,-32.829853,[-1.684  2.093 -3.662 -1.814 -2.079],27000,1456.189059676514,270,3344550,5033.048,9.859436,90.467384,-4.760742e-05
146.45,-0.6531257,0.00999242,0.013567302,-92.076454,10.0,0.999242,5665.748606204987,1.0105507,136.66461,-757.99725,0.0010527327,0.10527328,0.007990059,0.7990059,1.3567302,1.2473323,90.72915,98.902245,100,-92.83535,[-1.687  2.092 -3.666 -1.819 -2.076],27100,1454.207150078783,271,3359195,8329.579,9.859499,98.95594,-1.953125e-05
147.31,-0.6591828,0.010214128,0.022081368,-29.844099,10.0,1.0214127,5688.441724538803,1.1217979,153.76282,-281.6078,0.003735565,0.37355652,0.0031795187,0.3179519,2.2081368,6.685728,67.3436,88.20248,100,-34.489807,[-1.688  2.093 -3.667 -1.817 -2.072],27200,1462.7863449877314,272,3373926,3660.4832,9.860041,89.14262,-3.90625e-05
150.68,-0.6596558,0.009939253,0.014737496,-73.44122,10.0,0.99392545,5711.612078666687,1.0417572,158.66864,-618.04553,0.0018540897,0.18540898,0.0045382017,0.4538202,1.4737496,3.8178174,83.556076,96.63725,100,-75.69479,[-1.685  2.092 -3.671 -1.824 -2.078],27300,1496.5117888575319,273,3388994,4815.4473,9.863508,95.99165,1.8310548e-05
153.96,-0.6623703,0.010081027,0.014744043,-81.750595,10.0,1.0081028,5735.217148065567,1.0347818,179.9104,-683.6373,0.0018714389,0.18714389,0.0051455693,0.51455694,1.4744043,3.421197,94.45956,96.668594,100,-83.728165,[-1.684  2.09  -3.671 -1.827 -2.079],27400,1529.3268941670985,274,3404390,8233.156,9.866621,96.63873,-2.8076172e-05
148.29,-0.6571693,0.010173234,0.014530857,-17.84222,10.0,1.0173235,5758.109751224518,1.0110499,149.82709,-92.9613,0.0011115579,0.11115579,0.0079819495,0.798195,1.4530858,0.6088801,54.038853,98.82024,100,-18.350006,[-1.683  2.089 -3.676 -1.831 -2.081],27500,1472.6341162121805,275,3419219,3254.97,9.861612,98.90709,-1.0375977e-05
144.44,-0.6579749,0.009924485,0.016465085,-63.120823,10.0,0.99244857,5780.2027451992035,1.0445496,149.88116,-530.9568,0.002069577,0.2069577,0.004753665,0.47536653,1.6465085,3.34055,77.83331,95.83264,100,-65.02865,[-1.686  2.093 -3.682 -1.835 -2.076],27600,1434.1341479431474,276,3433663,4847.3955,9.85792,95.73505,1.5258789e-05
144.87,-0.6372061,0.0102381,0.042521544,-14.848343,10.0,1.0238101,5803.027709245682,1.2725295,157.849,-99.94055,0.0066718436,0.66718435,0.002622616,0.2622616,4.2521544,6.959936,59.61826,70.19164,100,-19.33246,[-1.683  2.092 -3.681 -1.839 -2.077],27700,1438.4372720698082,277,3448150,4570.0063,9.858377,78.58364,1.6479493e-05
147.73,-0.6364127,0.010136318,0.011474661,-92.51188,10.0,1.0136319,5825.881051540375,1.0034034,164.29486,-757.76935,0.0005892244,0.058922436,0.008620162,0.8620162,1.1474661,0.4533304,96.424255,99.66325,100,-92.80745,[-1.687  2.101 -3.703 -1.849 -2.056],27800,1467.0290138406906,278,3462923,9581.333,9.861013,99.66081,-2.8076172e-05
147.32,-0.64550805,0.009829969,0.01932542,-31.970274,10.0,0.98299706,5848.213431119919,1.1058624,162.2406,-276.92383,0.0032505137,0.3250514,0.0035066265,0.35066265,1.9325421,3.695898,63.112465,90.14327,100,-33.91601,[-1.688  2.101 -3.704 -1.848 -2.055],27900,1462.9319889370238,279,3477655,3865.3975,9.860664,90.42716,9.2163085e-05
145.61,-0.644043,0.010080359,0.012805785,-91.453125,10.0,1.0080359,5871.440427064896,1.0098424,146.79364,-749.9615,0.0009820146,0.09820146,0.0076559256,0.7655926,1.2805785,0.8489361,116.59555,99.059875,100,-91.85119,[-1.685  2.102 -3.709 -1.85  -2.064],28000,1445.8567778632162,280,3492216,13605.573,9.859373,99.02535,-3.90625e-05
145.91,-0.66327846,0.01020262,0.056553744,-10.371452,10.0,1.0202621,5894.372035980225,1.6749262,139.9154,-115.24829,0.009345549,0.9345549,0.0011483368,0.11483368,5.6553745,11.805864,53.487114,54.376,100,-17.13607,[-1.684  2.1   -3.708 -1.85  -2.063],28100,1448.8565673120875,281,3506807,5859.898,9.859665,59.704124,-1.8310546e-06
145.95,-0.6696584,0.009962794,0.014104345,-85.46175,10.0,0.99627954,5916.83091211319,1.0572846,202.28156,-741.1205,0.00210602,0.21060199,0.0040227217,0.40227216,1.4104345,7.87022,149.70438,95.72264,100,-90.76834,[-1.683  2.108 -3.707 -1.842 -2.082],28200,1449.23175459548,282,3521402,16411.273,9.85935,94.58192,1.3427734e-05
151.51,-0.663101,0.010073777,0.015409343,-16.494455,10.0,1.0073779,5939.791828155518,1.0452409,140.89532,-93.49481,0.0020841043,0.20841044,0.0064569544,0.64569545,1.5409343,1.1476505,52.90673,95.89558,100,-17.256153,[-1.681  2.106 -3.708 -1.846 -2.089],28300,1504.8356191200749,283,3536553,2957.5505,9.864578,95.67173,-7.141113e-05
145.21,-0.6621236,0.01032534,0.02016726,-17.538013,10.0,1.032534,5961.998874425888,1.1005274,147.19537,-94.048645,0.0033411747,0.3341175,0.0036980256,0.36980256,2.016726,1.3741071,48.236225,90.52148,100,-18.027735,[-1.685  2.111 -3.718 -1.845 -2.082],28400,1441.833415056126,284,3551074,2704.4592,9.858662,90.865524,-5.6152345e-05
144.01,-0.6653355,0.009864527,0.014217513,-77.76714,10.0,0.98645264,5984.876895427704,1.0573117,153.2583,-666.30884,0.0021729143,0.21729143,0.0049641216,0.49641216,1.4217513,6.144592,129.37398,95.37239,100,-81.60574,[-1.685  2.105 -3.718 -1.845 -2.081],28500,1429.8442997860714,285,3565475,9788.36,9.857639,94.57949,9.399414e-05
145.01,-0.6611472,0.01004571,0.01673538,-80.942604,10.0,1.004571,6007.427953720093,1.0222193,182.9925,-673.4032,0.0014471692,0.14471692,0.0077258795,0.77258795,1.6735381,2.443339,91.54303,97.966896,100,-82.47475,[-1.682  2.102 -3.719 -1.85  -2.084],28600,1439.8219141422492,286,3579976,9975.426,9.858311,97.82637,-3.112793e-05
144.8,-0.758314,0.038198978,3.495888,94.108154,10.0,3.8198981,6030.080733060837,145.57895,178.68884,-101.76404,0.34759688,34.759693,2.091858e-07,2.091858e-05,349.5888,358.16193,53.658913,1.1932688,100,-21.884773,[-1.68   2.102 -3.714 -1.847 -2.08 ],28700,1437.7467179949847,287,3594456,12387333.0,9.858444,0.6869125,5.0048828e-05
153.69,-0.7563974,0.010275296,0.01539543,-82.91174,10.0,1.0275295,6053.839209318161,1.0377645,188.70966,-689.9901,0.001981753,0.1981753,0.0059311735,0.59311736,1.539543,3.1753237,100.781784,96.41367,100,-84.50617,[-1.696  2.126 -3.73  -1.821 -2.177],28800,1526.5545309046659,288,3609825,9790.9795,9.865435,96.36097,1.2207031e-05
149.56,-0.7538565,0.009864023,0.014287116,-80.51771,10.0,0.9864023,6077.1338810920715,1.0467757,174.41003,-677.2164,0.0019779175,0.19779176,0.0048977006,0.48977005,1.4287117,4.341678,126.98238,96.13464,100,-82.94165,[-1.695  2.123 -3.729 -1.822 -2.175],28900,1485.2895399302954,289,3624781,12037.211,9.862188,95.53145,7.995605e-05
146.61,-0.7605715,0.009792589,0.016461087,-76.86684,10.0,0.9792589,6099.869790554047,1.0774078,206.05121,-671.4845,0.0026893988,0.2689399,0.004624617,0.46246168,1.6461087,8.496555,121.89543,92.98649,100,-82.23975,[-1.693  2.122 -3.73  -1.826 -2.173],29000,1455.7628359509938,290,3639442,12021.723,9.8590355,92.81536,-2.9296874e-05
143.48,-0.76445156,0.010014879,0.014551356,-77.50131,10.0,1.0014879,6121.986086845398,1.0377549,159.36041,-656.0829,0.0021149255,0.21149255,0.0037402194,0.37402195,1.4551357,4.3549137,125.87914,95.73076,100,-80.35339,[-1.692  2.121 -3.731 -1.83  -2.18 ],29100,1424.5096017208396,291,3653790,13373.226,9.856613,96.36187,2.1362304e-05
154.81,-0.7668912,0.009844337,0.014840638,-82.19476,10.0,0.98443377,6145.5608541965485,1.040903,169.26324,-691.0836,0.0020188913,0.20188914,0.006215607,0.6215607,1.4840639,4.15902,112.304306,95.963905,100,-84.64,[-1.692  2.119 -3.735 -1.833 -2.183],29200,1537.8092377728033,292,3669271,10108.758,9.867121,96.070435,0.000115356444
147.02,-0.7716789,0.009783737,0.016173316,-86.363144,10.0,0.9783737,6168.167258739471,1.0476863,174.40356,-742.272,0.0022186826,0.22186826,0.00409532,0.40953204,1.6173317,6.6885653,120.600685,95.108955,100,-90.90944,[-1.689  2.118 -3.734 -1.835 -2.186],29300,1459.9153217571354,293,3683973,11098.053,9.860155,95.44842,-5.2490235e-05
153.24,-0.7685677,0.009933544,0.029843297,-20.60458,10.0,0.9933545,6191.7683618068695,1.28542,189.38788,-88.7923,0.0049853995,0.49853992,0.0040295618,0.4029562,2.9843297,5.693278,57.17033,79.87996,100,-23.195217,[-1.689  2.116 -3.734 -1.838 -2.191],29400,1522.1230193348686,294,3699297,4444.363,9.865938,77.795586,-3.234863e-05
