MinIWNorm,StdIWNorm,ReturnMeanIW,InitialReturnMax,MeanIWNorm,TimeElapsed,Bound,Weights,MeanIW,StdIW,MeanEntropy,EpRewMean,EpThisIter,Iteration,EntropyCoefficient,ESSRenyi,EpisodesSoFar,TimestepsSoFar,ReturnStepMaxmin,EpLenMean,InitialReturnStd,InitialReturnMean,EmpiricalD2,ESSClassic,J_sample_variance,ReturnStepMax,MaxIWNorm,MaxIW,MinIW,InitialReturnMin,InitialBound
6.561666e-05,0.043972522,142.20328,306.292,0.015247456,99.04284286499023,38.52214,[-1.253  0.713 -2.269 -1.497 -0.506],1.5247456,4.3972526,0.94547325,500.79685357283347,100,11,10.0,15.623392,1100,29076,9.600662,51.1,109.13507,-8.544922e-06,6.4006586,10.733037,1304147.1,10.0,0.428362,42.8362,0.0065616663,-365.12564,-35.59121
0.0023898447,0.004730496,18.112322,298.09988,0.009548244,113.17735481262207,-26.30897,[-1.225  0.73  -2.343 -1.727 -0.473],0.9548245,0.47304964,0.95657486,527.7885607938952,100,12,10.0,82.05243,1200,34456,9.620399,53.8,119.16038,-5.7373047e-05,1.218733,80.292145,20888.934,10.0,0.034407638,3.4407637,0.23898448,-399.2911,-39.448303
0.0011613813,0.005942476,24.751472,277.78784,0.009861631,126.83088278770447,-22.07187,[-1.247  0.788 -2.43  -1.794 -0.462],0.9861632,0.59424764,0.937628,530.4799300995113,100,13,10.0,73.75926,1300,39863,9.621971,54.07,102.79765,-2.746582e-05,1.355762,73.361694,17915.436,10.0,0.029960388,2.996039,0.11613812,-394.09058,-38.700325
0.0021498608,0.0072686435,27.506699,325.64313,0.009800341,140.77033710479736,-27.944508,[-1.269  0.86  -2.468 -1.787 -0.481],0.98003405,0.72686434,0.8917363,621.6601837168389,100,14,10.0,73.46844,1400,46182,9.675909,63.19,116.805565,6.713867e-06,1.3611287,64.51287,22467.295,10.0,0.04687774,4.687774,0.21498609,-450.48322,-45.796417
0.003100837,0.003949186,13.729822,274.3882,0.010263805,154.96557450294495,-32.94233,[-1.34   0.934 -2.532 -1.839 -0.527],1.0263807,0.39491862,0.8769525,608.4645981053663,100,15,10.0,88.7776,1500,52369,9.669142,61.87,109.71535,-1.1901855e-05,1.1264102,87.10448,13640.03,10.0,0.02193863,2.193863,0.31008372,-426.523,-43.320843
0.0006022331,0.03019214,75.49193,377.55457,0.01140508,168.18764090538025,-16.196556,[-1.388  0.982 -2.582 -1.923 -0.542],1.1405079,3.019214,0.8738495,611.4634079837251,100,16,10.0,29.417166,1600,58586,9.670699,62.17,124.193115,-1.0986329e-05,3.3993757,12.487587,436844.78,9.999999,0.29167268,29.167267,0.060223315,-444.73895,-45.69966
8.034359e-07,6.938579,9681.314,310.6113,0.7000937,184.9021692276001,6420.1924,[-1.399  1.061 -2.561 -1.814 -0.545],70.00937,693.858,0.84540117,666.250946575411,100,17,10.0,0.029975558,1700,65351,9.697006,67.65,127.52519,1.0375977e-05,3336.0513,1.007795,9384265000.0,10.0,69.73806,6973.806,8.034359e-05,-462.19946,-47.869137
0.003844539,0.0038608923,8.181825,371.958,0.010406329,206.72263646125793,-52.945225,[-1.204  1.071 -2.597 -2.033 -0.574],1.0406328,0.3860892,0.82944226,804.1186807108071,100,18,10.0,89.26344,1800,73495,9.747519,81.44,128.28236,2.1972657e-05,1.1202794,87.90038,18205.588,10.0,0.023566194,2.3566194,0.3844539,-535.5315,-57.13492
0.0047583138,0.0026531827,10.047436,299.1278,0.010368181,222.83881759643555,-49.42356,[-1.216  1.098 -2.616 -2.017 -0.589],1.0368183,0.26531827,0.8286593,795.13066794597,100,19,10.0,92.411964,1900,81549,9.745003,80.54,136.9646,-6.80542e-05,1.082111,93.85416,20260.615,10.0,0.018279541,1.8279542,0.4758314,-531.83435,-56.841785
0.0040099616,0.002786056,7.435275,310.32532,0.010148263,238.76475262641907,-54.39669,[-1.247  1.151 -2.641 -2.043 -0.59 ],1.0148263,0.27860555,0.8129413,845.9169886780473,100,20,10.0,93.159355,2000,90111,9.759821,85.62,140.50627,2.746582e-05,1.0734295,92.99129,21873.873,10.0,0.019403066,1.9403067,0.40099618,-551.3482,-59.23947
2.842883e-08,0.2582965,527.7697,315.37402,0.042217746,255.4681453704834,120.181,[-1.269  1.185 -2.642 -2.054 -0.606],4.221776,25.829653,0.6637665,767.9369965081705,100,21,10.0,2.35536,2100,97893,9.73625,77.82,141.44861,-3.6621093e-06,42.456352,2.6019762,21452282.0,10.0,2.4856753,248.56755,2.842883e-06,-519.06384,-55.44267
0.0040583233,0.0023628725,5.4705763,238.05176,0.010320531,273.7579400539398,-61.070145,[-1.287  1.268 -2.644 -2.07  -0.755],1.0320531,0.23628727,0.6547241,895.6212321342556,100,22,10.0,94.700615,2200,106952,9.773085,90.59,104.81451,-5.3710937e-05,1.0559593,95.01933,12390.7295,10.0,0.016612915,1.6612916,0.40583235,-580.73315,-64.48739
0.0045404118,0.0043619326,10.990501,181.29846,0.010876793,293.66898465156555,-59.745365,[-1.291  1.282 -2.661 -2.096 -0.764],1.0876794,0.4361933,0.6584636,908.1278162499136,100,23,10.0,86.06589,2300,116136,9.776323,91.84,114.01837,2.4108887e-05,1.1619005,86.14555,17490.543,10.0,0.024195297,2.4195297,0.45404118,-585.6856,-65.18428
0.0005963375,0.02070613,28.66985,207.5556,0.012241397,312.6921112537384,-7.206478,[-1.293  1.308 -2.661 -2.093 -0.76 ],1.2241398,2.0706131,0.65648156,963.5148078974743,100,24,10.0,35.874516,2400,125874,9.788782,97.38,79.25674,-7.720947e-05,2.7874942,25.899235,32377.027,10.0,0.15106204,15.106204,0.05963375,-137.05829,-18.835709
0.0055222353,0.002716363,5.217434,218.39984,0.010077409,332.1551489830017,-67.43341,[-1.295  1.363 -2.673 -2.04  -0.762],1.007741,0.27163628,0.65648204,1017.3132780164239,100,25,10.0,93.546364,2500,136150,9.79981,102.76,108.915726,-5.7373047e-05,1.0689887,93.226456,12219.181,10.0,0.017653883,1.7653884,0.55222356,-625.5742,-70.052124
0.008191681,0.000664624,1.5319567,293.3216,0.009982999,350.7661654949188,-66.97047,[-1.295  1.373 -2.674 -2.018 -0.762],0.9983,0.06646241,0.65307975,984.5291086769587,100,26,10.0,99.55578,2600,146098,9.793533,99.48,113.22295,-3.3874512e-05,1.004462,99.55873,12461.022,10.0,0.011702554,1.1702554,0.81916803,-611.28143,-68.3016
0.0033584486,0.0037775696,8.965564,223.26337,0.010400509,369.0515570640564,-63.06179,[-1.307  1.386 -2.688 -2.027 -0.766],1.040051,0.37775695,0.6350097,974.6227599758968,100,27,10.0,88.24574,2700,155947,9.791325,98.49,104.25809,1.586914e-05,1.1331991,88.34534,13904.699,10.0,0.022139553,2.2139554,0.33584487,-601.1632,-67.096344
0.0057177832,0.0022294836,3.9585857,240.1352,0.009877228,386.49149799346924,-66.55342,[-1.304  1.399 -2.695 -2.051 -0.784],0.9877229,0.22294834,0.6313509,980.0204312099814,100,28,10.0,95.987946,2800,165850,9.792421,99.03,100.230995,4.3945314e-05,1.0417975,95.152084,10855.401,10.0,0.01746216,1.746216,0.57177836,-614.5656,-68.918465
2.3748896e-06,0.7067941,1966.4783,287.63818,0.07980649,404.06721663475037,1283.7908,[-1.302  1.408 -2.708 -2.06  -0.788],7.9806495,70.679405,0.5830593,977.6263815048738,100,29,10.0,1.1616545,2900,175729,9.792044,98.79,134.11229,1.7089844e-05,86.084114,1.2588925,392510700.0,10.0,7.1085486,710.85486,0.00023748897,-605.91016,-67.89502
0.002166781,0.00409354,15.783448,212.9447,0.009864319,423.8406538963318,-59.34544,[-1.409  1.5   -2.69  -1.933 -0.836],0.9864319,0.40935397,0.5734166,947.6084444855363,100,30,10.0,83.158005,3000,185308,9.785139,95.79,103.990105,-6.408691e-06,1.20253,85.30877,14304.831,10.0,0.02408473,2.408473,0.21667811,-602.08325,-67.909256
2.6561116e-05,0.14823678,126.49317,267.3369,0.0276414,443.00529885292053,26.37743,[-1.394  1.509 -2.704 -1.938 -0.846],2.7641404,14.823678,0.48632938,1024.7065733200127,100,31,10.0,9.727561,3100,195658,9.801109,103.5,88.68946,6.713867e-06,10.280069,3.360193,771153.4,10.0,1.4735626,147.35626,0.0026561117,-229.4794,-27.007778
0.008031298,0.0009302653,0.73936844,299.6223,0.009892105,466.53952050209045,-31.237587,[-1.394  1.568 -2.746 -1.937 -0.933],0.9892106,0.09302653,0.49237064,1142.5949073086483,100,32,10.0,98.894295,3200,207187,9.82126,115.29,87.04045,-4.272461e-06,1.0111806,99.12338,7733.0947,10.0,0.013310089,1.3310089,0.80312985,-152.0379,-31.832802
0.0041539147,0.0029340896,8.924037,322.30597,0.009956881,485.23305773735046,-66.76865,[-1.395  1.571 -2.756 -1.941 -0.927],0.9956881,0.293409,0.48167384,1106.4200663092217,100,33,10.0,93.0577,3300,218354,9.815916,111.67,132.49586,3.0517578e-05,1.0746021,92.010185,15363.452,10.0,0.01968064,1.968064,0.4153915,-634.12836,-72.740814
0.0077447193,0.0010204256,1.206394,199.48761,0.010075953,505.17005133628845,-72.98094,[-1.382  1.561 -2.774 -1.95  -0.937],1.0075953,0.10204256,0.47730008,1082.8153506444867,100,34,10.0,98.767334,3400,229285,9.811848,109.31,99.12302,-9.155274e-06,1.0124805,98.98478,10158.736,10.0,0.012474818,1.2474818,0.77447194,-640.7226,-73.65544
0.0043191863,0.0026862095,5.724376,194.13269,0.009687462,523.29794049263,-25.805634,[-1.386  1.561 -2.78  -1.945 -0.942],0.9687462,0.26862097,0.4780284,1036.0268946095323,100,35,10.0,90.08373,3500,239748,9.803663,104.63,75.63509,-3.0517577e-07,1.1100783,92.86014,5984.0586,10.0,0.01839009,1.8390089,0.43191865,-281.38913,-29.68999
3.4866562e-06,0.044205636,71.47329,191.58685,0.014150869,542.706166267395,7.979499,[-1.384  1.575 -2.796 -1.963 -0.941],1.4150869,4.4205637,0.38625023,1081.7219579029627,100,36,10.0,16.112537,3600,250668,9.811785,109.2,87.0573,8.544922e-06,6.2063475,9.294858,632740.3,10.0,0.39738008,39.73801,0.00034866564,-220.75702,-22.256813
0.0026405528,0.003977272,8.744816,280.19135,0.009677558,565.4395117759705,-25.299284,[-1.391  1.575 -2.818 -2.007 -1.033],0.9677558,0.39772722,0.3595083,1113.536218431898,100,37,10.0,83.12284,3700,261906,9.817366,112.38,82.14284,-6.469726e-05,1.2030388,85.550255,8337.404,10.0,0.025001492,2.5001493,0.26405528,-160.41321,-30.453854
0.0008474794,0.016192114,44.312603,272.56738,0.010923302,586.9159965515137,-7.2232237,[-1.394  1.586 -2.819 -2.002 -1.059],1.0923302,1.6192114,0.3952432,1116.9333041106613,100,38,10.0,36.194023,3800,273178,9.817873,112.72,77.678856,-7.93457e-06,2.762887,31.275904,154228.2,10.0,0.13959655,13.959655,0.08474794,-137.93237,-29.787477
0.0038919377,0.0046116402,14.975552,290.39856,0.010667172,609.3692378997803,-69.4523,[-1.392  1.617 -2.824 -1.977 -1.024],1.0667173,0.4611641,0.41403836,1153.229997156265,100,39,10.0,84.47787,3900,284813,9.823498,116.35,121.31824,-4.760742e-05,1.183742,84.253,20869.295,10.0,0.03344218,3.3442183,0.38919377,-664.6665,-77.45231
0.003738818,0.0035892883,6.38383,263.8589,0.009908286,629.4640018939972,-23.923424,[-1.38   1.613 -2.829 -1.989 -1.005],0.99082863,0.35892883,0.41357392,1141.1206942932643,100,40,10.0,88.03045,4000,296327,9.821476,115.14,75.2018,-4.272461e-05,1.1359706,88.3997,5570.5166,10.0,0.021604128,2.1604128,0.37388182,-141.81274,-28.17564
0.006009334,0.002604218,1.1855638,180.28168,0.010368414,649.8403840065002,-17.337471,[-1.389  1.637 -2.835 -1.982 -1.005],1.0368414,0.26042178,0.4117122,1126.0283933511305,100,41,10.0,95.112076,4100,307690,9.8192425,113.63,66.39937,-5.4931643e-06,1.0513912,94.0658,5305.0684,10.0,0.024466006,2.4466007,0.60093343,-131.26068,-17.944172
0.0079415785,0.0010131355,1.3879433,277.6662,0.009911634,670.7838506698608,-77.66438,[-1.395  1.647 -2.834 -1.969 -1.007],0.9911633,0.101313554,0.4151125,1171.9270373347385,100,42,10.0,98.613945,4200,319512,9.826237,118.22,104.31233,-1.7089844e-05,1.0140554,98.96597,11831.422,10.0,0.014666762,1.4666762,0.79415786,-674.62885,-78.50772
0.0034137417,0.003919189,8.163667,195.6499,0.010488298,692.502815246582,-36.39454,[-1.405  1.661 -2.824 -1.972 -1.004],1.0488299,0.3919189,0.39103055,1171.8276257569041,100,43,10.0,87.47997,4300,331333,9.826233,118.21,83.828514,-3.967285e-06,1.1431187,87.7477,7077.2896,10.0,0.024667615,2.4667616,0.3413742,-370.14197,-41.18183
4.76496e-05,0.02037529,41.36053,248.69135,0.011153641,714.0237498283386,-12.210175,[-1.415  1.672 -2.832 -1.978 -1.028],1.1153641,2.0375292,0.32309645,1171.533562255257,100,44,10.0,28.753479,4400,343151,9.826286,118.18,79.94763,-1.0986329e-05,3.47784,23.056671,112478.805,10.0,0.18941833,18.941833,0.00476496,-140.6701,-26.54805
0.002889161,0.006300599,8.619442,191.40753,0.010187298,736.7710998058319,-15.60185,[-1.431  1.716 -2.867 -1.991 -1.096],1.0187298,0.6300599,0.33007824,1164.726796813417,100,45,10.0,72.55161,4500,354901,9.8251705,117.5,69.14686,-1.8310546e-06,1.378329,72.33209,6951.929,10.0,0.034115966,3.4115968,0.2889161,-142.42017,-20.211576
0.008181576,0.0008114788,0.9965972,268.51013,0.009912368,756.1612627506256,-77.99259,[-1.432  1.736 -2.863 -1.968 -1.089],0.9912368,0.08114789,0.32996437,1176.1411093631732,100,46,10.0,99.29059,4600,366765,9.827089,118.64,152.92438,4.8828126e-05,1.0071448,99.334274,24125.596,10.0,0.012406715,1.2406715,0.81815755,-669.49805,-78.6956
0.0026831753,0.005345618,5.5800686,199.79468,0.011239881,777.318553686142,-17.569014,[-1.437  1.745 -2.863 -1.969 -1.089],1.123988,0.5345618,0.33118558,1227.712851119706,100,47,10.0,85.516235,4700,379145,9.833845,123.8,75.10429,3.6621095e-05,1.1693686,81.55345,8976.17,10.0,0.03447197,3.447197,0.26831752,-141.11572,-21.17007
2.2415267e-10,16.30811,17608.396,193.09119,1.642261,798.8094129562378,10605.638,[-1.435  1.762 -2.868 -1.979 -1.088],164.22612,1630.8108,0.2545554,1259.9098490051886,100,48,10.0,0.0011396254,4800,391847,9.838015,127.02,78.02523,-3.2958986e-05,87748.13,1.0039115,31093400000.0,10.0,163.90579,16390.58,2.2415268e-08,-135.76465,-20.336922
0.004162872,0.0022785855,2.6245956,208.99304,0.010167496,824.2108182907104,-23.029774,[-1.557  1.774 -2.861 -1.881 -1.164],1.0167496,0.22785856,0.25231144,1168.3071913668218,100,49,10.0,94.05709,4900,403633,9.825371,117.86,74.24059,1.1291504e-05,1.063184,95.21787,5778.168,10.0,0.0151667185,1.5166719,0.41628724,-223.1271,-24.781815
0.0033595352,0.0045323274,6.0236454,202.90955,0.0096481955,844.5059776306152,-18.84266,[-1.554  1.768 -2.853 -1.894 -1.167],0.9648195,0.45323277,0.247193,1214.6052635197177,100,50,10.0,82.63333,5000,415882,9.831951,122.49,83.62031,-5.6762696e-05,1.2101654,81.92197,9120.223,10.0,0.02636325,2.6363251,0.33595353,-162.53973,-22.328184
0.008274281,0.0009392533,1.6477981,226.70349,0.010029224,862.6750206947327,-77.04104,[-1.56   1.788 -2.861 -1.885 -1.172],1.0029224,0.093925335,0.25009018,1153.799167575369,100,51,10.0,99.11862,5100,427523,9.823059,116.41,120.1248,3.7231446e-05,1.0088922,99.13055,14972.501,10.0,0.013534468,1.3534468,0.82742816,-659.9835,-78.35918
0.0059175715,0.0021506047,5.6147585,203.6792,0.009980155,883.7214710712433,-78.20116,[-1.568  1.795 -2.88  -1.891 -1.169],0.9980156,0.21506047,0.24356298,1210.9033851973936,100,52,10.0,95.370415,5200,439735,9.831404,122.12,105.415504,-3.173828e-05,1.0485432,95.56256,11878.849,10.0,0.016556833,1.6556834,0.5917572,-687.74603,-81.73048
0.0017904727,0.004080002,6.5251946,263.23572,0.010666171,903.9146823883057,-26.035902,[-1.568  1.8   -2.897 -1.904 -1.175],1.0666173,0.40800023,0.24397774,1182.3177003986932,100,53,10.0,84.84438,5300,451661,9.827595,119.26,79.63556,1.953125e-05,1.1786284,87.23569,11306.172,10.0,0.024997346,2.4997346,0.17904727,-152.0534,-29.804012
0.004980614,0.002631268,4.151372,281.3219,0.010078148,928.1310570240021,-77.45664,[-1.57   1.802 -2.906 -1.938 -1.175],1.0078148,0.2631268,0.2370269,1178.92576557281,100,54,10.0,95.389565,5400,463553,9.82725,118.92,97.610886,2.8686523e-05,1.0483327,93.61839,11124.016,10.0,0.021273922,2.1273923,0.4980614,-669.68695,-79.57976
0.002520334,0.004987079,10.241941,202.37317,0.0089865,949.1100363731384,-15.591036,[-1.58   1.819 -2.893 -1.938 -1.182],0.8986501,0.49870795,0.22583233,1153.0243724131294,100,55,10.0,77.84907,5500,475186,9.823364,116.33,74.74097,-1.5258789e-06,1.2845368,76.454254,6334.8887,10.0,0.027992291,2.7992291,0.2520334,-196.84799,-22.415283
0.0071528,0.0009918481,1.7431847,220.46033,0.009922317,972.8004944324493,-78.74916,[-1.583  1.841 -2.906 -1.933 -1.193],0.99223185,0.09918481,0.22354707,1191.515917586087,100,56,10.0,99.060074,5600,487204,9.828882,120.18,103.57104,8.4838866e-05,1.0094885,99.01066,10506.123,10.0,0.011949268,1.1949269,0.71528,-672.2879,-80.07971
0.0079136,0.0008314848,0.75297457,204.81891,0.010021717,994.7659976482391,-80.47522,[-1.587  1.849 -2.916 -1.942 -1.195],1.0021718,0.08314849,0.2207827,1208.1145830027326,100,57,10.0,99.25185,5700,499388,9.8312,121.84,101.343506,-7.3242186e-06,1.007538,99.31633,10308.561,10.0,0.012306932,1.2306932,0.79136,-678.6991,-80.88786
0.006674609,0.0019389334,3.4953074,230.50421,0.009947265,1017.9728300571442,-68.19383,[-1.586  1.847 -2.939 -1.935 -1.198],0.99472654,0.19389334,0.22550607,1168.0191867335282,100,58,10.0,95.983864,5800,511171,9.825529,117.83,94.365074,-2.1972657e-05,1.0418417,96.33966,8294.723,10.0,0.015965963,1.5965962,0.6674609,-591.5039,-70.236336
0.0040329,0.0031503467,2.1400707,165.9826,0.009645987,1037.102093219757,-16.900639,[-1.583  1.848 -2.946 -1.946 -1.193],0.96459883,0.31503466,0.2415869,1218.324013795481,100,59,10.0,89.76264,5900,523457,9.83276,122.86,68.36002,-0.00011413574,1.1140492,90.36157,5641.8564,10.0,0.021211062,2.1211061,0.40329003,-140.39075,-18.073689
0.003096677,0.0070570773,12.383757,225.6427,0.010652806,1058.0006742477417,-58.350292,[-1.579  1.847 -2.964 -1.956 -1.177],1.0652807,0.70570767,0.26846057,1267.6032779279408,100,60,10.0,78.59466,6000,536236,9.838886,127.79,93.57945,1.4038086e-05,1.2723511,69.49968,27230.379,10.0,0.049680214,4.9680214,0.3096677,-531.4437,-62.672417
0.00510684,0.0027036986,6.436861,190.23999,0.010086279,1079.03790640831,-74.497314,[-1.575  1.851 -2.971 -1.959 -1.15 ],1.008628,0.27036986,0.2504583,1125.5198206930586,100,61,10.0,92.991325,6100,547594,9.81901,113.58,145.13516,1.3427734e-05,1.0753691,93.29625,19951.861,10.0,0.018342787,1.8342787,0.510684,-656.9668,-77.777054
0.007104108,0.0014849135,0.9511419,226.65356,0.0099818185,1100.5089337825775,-24.715668,[-1.577  1.853 -2.976 -1.958 -1.168],0.99818194,0.14849135,0.2424341,1264.5091801593035,100,62,10.0,97.65114,6200,560342,9.838585,127.48,74.89968,3.3569337e-05,1.0240536,97.834915,5958.9995,10.0,0.013167566,1.3167566,0.71041083,-119.49548,-25.254663
0.0051705083,0.0035199632,7.825825,198.20374,0.010200109,1123.3418464660645,-78.72411,[-1.572  1.85  -2.965 -1.953 -1.176],1.020011,0.35199636,0.24173076,1256.813949901481,100,63,10.0,92.74889,6300,573013,9.837683,126.71,108.612625,-5.7983398e-05,1.07818,89.358505,13032.128,10.0,0.026602477,2.6602478,0.51705086,-699.5824,-83.25672
0.005880279,0.0019124146,4.4751005,222.91144,0.010053046,1145.9937450885773,-66.75105,[-1.569  1.859 -2.977 -1.96  -1.177],1.0053047,0.19124147,0.24100827,1204.7256932360033,100,64,10.0,95.999016,6400,585163,9.830906,121.5,110.26487,-1.2207031e-05,1.0416774,96.50757,10557.8125,10.0,0.016351927,1.6351928,0.5880279,-589.08685,-69.73082
0.0063360133,0.0021086019,3.8520217,191.81061,0.0101732155,1168.0607635974884,-79.84756,[-1.57   1.858 -2.991 -1.975 -1.178],1.0173218,0.21086018,0.2461852,1213.9175116243669,100,65,10.0,96.01519,6500,597405,9.83205,122.42,104.50385,1.8310546e-06,1.0415019,95.88088,12168.019,10.0,0.01738734,1.738734,0.63360137,-689.346,-82.01722
0.00080951967,0.02571553,39.29915,219.24304,0.011998679,1191.4451591968536,-29.860392,[-1.563  1.856 -3.    -1.977 -1.173],1.199868,2.5715532,0.27279267,1272.217240481526,100,66,10.0,27.76788,6600,610230,9.839687,128.25,76.51129,-5.584717e-05,3.6012833,17.878553,173944.7,10.0,0.2458177,24.581772,0.08095197,-309.2993,-35.419476
0.0034499865,0.003205688,7.1903534,217.01923,0.010047108,1214.1969258785248,-76.31425,[-1.525  1.853 -3.02  -1.983 -1.146],1.0047108,0.32056877,0.25597945,1202.0384486864846,100,67,10.0,91.11888,6700,622353,9.830738,121.23,134.62096,8.544922e-05,1.0974674,90.760315,19755.865,10.0,0.024083337,2.4083338,0.34499866,-670.7831,-79.425804
0.0073072105,0.0012909302,1.2036264,208.1748,0.009923157,1238.0296342372894,-81.78239,[-1.524  1.86  -3.025 -1.988 -1.163],0.99231577,0.12909302,0.24963132,1254.4262968969906,100,68,10.0,98.57522,6800,635000,9.837564,126.47,102.300514,3.90625e-05,1.0144538,98.33574,10253.451,10.0,0.01400278,1.4002781,0.73072106,-692.9702,-82.31135
0.006307213,0.0016567686,2.7011304,292.97742,0.010177267,1260.8956305980682,-80.835464,[-1.528  1.866 -3.029 -1.99  -1.169],1.0177268,0.16567686,0.24425262,1246.6210254831099,100,69,10.0,97.38058,6900,647569,9.836473,125.69,122.14068,3.0517578e-05,1.0268989,97.41833,15736.967,10.0,0.014053807,1.4053807,0.63072133,-692.7612,-82.349236
0.0002538792,0.051698655,69.63419,167.53705,0.015598357,1282.8218278884888,12.951746,[-1.531  1.87  -3.022 -1.982 -1.175],1.5598358,5.1698656,0.27599245,1242.1350406516083,100,70,10.0,11.915731,7000,660093,9.836113,125.24,64.25025,1.953125e-05,8.392267,8.343751,248746.5,10.0,0.47257563,47.257565,0.025387922,-126.42413,-18.07647
6.428346e-05,0.037926238,39.841293,179.60852,0.016974622,1304.617220878601,-5.9244537,[-1.512  1.9   -3.026 -1.954 -1.143],1.6974623,3.7926242,0.2133694,1263.479604614336,100,71,10.0,24.176388,7100,672831,9.837996,127.38,77.7503,3.234863e-05,4.136267,16.688768,138981.1,10.0,0.2640949,26.409489,0.0064283456,-192.30054,-20.791954
0.007996525,0.0009823275,1.133726,209.24341,0.009972174,1326.4713385105133,-84.01228,[-1.489  1.906 -3.034 -1.948 -1.206],0.9972175,0.09823276,0.21545479,1325.2086315463066,100,72,10.0,98.882935,7200,686186,9.845924,133.55,102.93969,-4.5166016e-05,1.0112969,99.03899,10851.288,10.0,0.012835854,1.2835854,0.79965246,-708.81366,-84.67794
