InitialReturnMax,MaxIW,ReturnMeanIW,MaxD2w0t,MinIW,EpisodesSoFar,MeanD2w0t,InitialReturnMin,EpThisIter,TimeElapsed,EpLenMean,Iteration,ReturnStepMax,ReturnStepMaxmin,J_sample_variance,TimestepsSoFar,StdIW,MinD2w0t,EmpiricalD2,StdD2w0t,InitialReturnStd,MeanIW,Bound,EpRewMean,MeanEntropy,Weights,InitialBound,InitialReturnMean
29.762146,1.296639,-29.579163,1.0474378,0.79747987,16400,0.97407234,-963.6018,100,7711.153579711914,485.04,164,9.998585,9.9971695,28600.281,6161612,0.05515065,,1.0115715,0.1711365,168.87889,1.0028335,-151.26907,4849.587396812333,0.5693359,[-0.102  1.611 -4.265 -3.212 -0.851],-151.33958,8.3618164e-05
10.084412,1.3634875,-9.771854,1.0199355,0.6836871,16500,0.9978455,-983.2787,100,7783.985176563263,494.04,165,9.998583,9.997166,9410.323,6211016,0.09505647,,1.019592,0.10974589,98.82507,1.0131276,-131.54324,4939.56998020356,0.564937,[-0.105  1.606 -4.267 -3.21  -0.85 ],-131.66263,-3.7231446e-05
0.061950684,1.0,-0.05090286,1.0,1.0,16600,1.0,-0.1965332,100,7860.653198480606,500.0,166,0.01753521,0.016723633,0.0023360387,6261016,,1.0,1.0,,0.048090562,1.0,-0.26425338,4999.457331609479,0.564937,[-0.105  1.606 -4.267 -3.21  -0.854],-0.26425338,-4.2114258e-05
0.2401123,1.0001534,-0.16629642,1.0,0.99983335,16700,0.9968,-11.059692,100,7936.7554585933685,498.4,167,9.998603,9.997206,1.566271,6310856,2.4168481e-05,,1.0,0.056476664,1.2453661,0.99999815,-121.81908,4983.172030119972,0.56493694,[-0.105  1.606 -4.267 -3.21  -0.854],-121.81909,2.746582e-05
19.907593,1.395345,-19.353054,1.030577,0.5947091,16800,0.9877909,-973.4503,100,8007.63313293457,489.2,168,9.998164,9.996328,18542.066,6359776,0.09256653,,1.0195533,0.14688095,138.35486,1.0024881,-141.12016,4890.973043085056,0.5657312,[-0.105  1.606 -4.267 -3.21  -0.854],-141.44429,-4.272461e-06
19.898193,1.4928747,-19.134111,1.0462146,0.5469295,16900,0.99563885,-973.46063,100,8048.60607624054,489.17,169,9.998205,9.99641,18068.047,6408693,0.13198105,,1.0337673,0.14847223,138.35588,0.9958042,-141.03577,4890.688893832103,0.56219894,[-0.103  1.609 -4.298 -3.219 -0.853],-141.43849,3.3569337e-05
18.1568,6.3470373,-14.666572,8.710711,0.045670476,17000,1.206304,-975.20294,100,8093.619673967361,489.53,170,9.998416,9.996832,11540.508,6457646,0.381696,,2.0081267,0.48163548,126.97101,0.9598314,-137.4216,4894.393533624317,0.55321896,[-0.103  1.597 -4.31  -3.218 -0.857],-139.71965,6.652832e-05
10.491089,2.0012803,-10.119035,1.1382345,0.47755185,17100,0.9902303,-982.8686,100,8166.269108057022,489.88,171,9.996809,9.993618,9833.467,6506634,0.111684255,,1.0429114,0.1433495,98.79993,1.0028753,-131.79768,4897.103674601559,0.5549995,[-0.126  1.605 -4.336 -3.233 -0.866],-131.87492,-3.479004e-05
10.446106,2.4958613,-9.912508,1.6939604,0.19573626,17200,1.02035,-982.91187,100,8237.217755794525,491.21,172,9.9978285,9.995657,9690.236,6555755,0.19142382,,1.1628689,0.15187013,98.82659,1.0010158,-131.69124,4910.901596414007,0.5532947,[-0.12   1.606 -4.336 -3.233 -0.864],-131.94527,9.155274e-06
29.854675,1.2931378,-29.422348,1.0116831,0.7676693,17300,0.97002375,-963.5096,100,8309.674563646317,482.9,173,9.997151,9.994303,28201.55,6604045,0.06065625,,1.007776,0.18255496,168.28043,0.996548,-151.13223,4827.497095573977,0.5519839,[-0.108  1.592 -4.341 -3.221 -0.866],-151.27205,1.5258789e-05
19.897156,1.4037317,-19.518349,1.0162169,0.7195154,17400,0.98435766,-973.4628,100,8375.948006391525,489.29,174,9.997764,9.995527,18899.54,6652974,0.081899986,,1.0118448,0.14567511,138.35555,1.0014738,-141.23346,4891.677228892496,0.55181223,[-0.108  1.582 -4.349 -3.215 -0.867],-141.38716,-5.2490235e-05
10.1171875,1.0,-10.028397,1.0,1.0,17500,0.98726,-983.24805,100,8412.684657335281,493.63,175,9.998459,9.996918,9864.736,6702337,,,1.0,0.112146154,98.82353,1.0,-131.67943,4935.406392352502,0.55181223,[-0.108  1.574 -4.343 -3.204 -0.867],-131.67943,-2.8686523e-05
0.800354,2.051492,-0.030647656,1.9721286,0.13593245,17600,1.0318291,-26.524292,100,8461.250142335892,493.94,176,9.997413,9.994825,0.3991945,6751731,0.19791563,,1.2037079,0.14695592,3.3640325,0.9685679,-121.79428,4937.988576997353,0.55156815,[-0.108  1.574 -4.343 -3.204 -0.867],-122.246284,-2.0141602e-05
29.562012,1.9042155,-29.236895,1.1920241,0.6688151,17700,0.9824638,-953.82556,100,8496.534924983978,485.06,177,9.998643,9.997286,27939.426,6800237,0.097335786,,1.0413735,0.17338449,167.74266,0.997331,-150.97488,4849.813173703764,0.5507769,[-0.096  1.574 -4.343 -3.204 -0.867],-151.14291,8.544922e-06
19.825256,1.5470084,-19.575592,1.0965531,0.67227113,17800,0.9891585,-973.53845,100,8544.639718294144,490.03,178,9.998882,9.997765,18943.385,6849240,0.09064594,,1.0261194,0.14142588,138.3658,1.0089428,-141.31918,4899.618794484244,0.54924786,[-0.102  1.565 -4.342 -3.194 -0.868],-141.43626,-5.1879884e-05
10.0911255,1.0,-9.998259,1.0,1.0,17900,0.9882,-983.27625,100,8581.000766515732,494.1,179,9.998439,9.996878,9865.181,6898650,,,1.0,0.107984275,98.825745,1.0,-131.64905,4940.093215581502,0.54924786,[-0.106  1.562 -4.344 -3.196 -0.87 ],-131.64905,-7.6904296e-05
29.935791,1.4905605,-29.588242,1.0224377,0.6541599,18000,0.97787595,-963.4321,100,8615.932307958603,484.24,180,9.998217,9.996433,28581.828,6947074,0.10707113,,1.0191207,0.17650159,169.43347,1.0118862,-151.35156,4841.407578714743,0.5448631,[-0.106  1.562 -4.344 -3.196 -0.87 ],-151.4683,6.713867e-06
20.117859,1.7288032,-19.513899,1.0954828,0.5505337,18100,0.9915586,-973.247,100,8651.471839666367,487.89,181,9.997834,9.995668,18763.559,6995863,0.124383144,,1.0395844,0.15673639,139.03926,0.9937966,-141.33763,4877.710718067362,0.5414344,[-0.107  1.561 -4.344 -3.196 -0.874],-141.61072,5.2490235e-05
9.96875,1.1825018,-9.846501,1.0045229,0.7490225,18200,0.9904355,-973.41956,100,8724.030642271042,494.16,182,9.998704,9.997408,9562.498,7045279,0.048175152,,1.0042598,0.10767813,97.8339,0.99783343,-131.52623,4940.820863780903,0.5393113,[-0.102  1.544 -4.345 -3.181 -0.878],-131.55432,6.286621e-05
0.20123291,1.0,-0.09786416,1.0,1.0,18300,0.99666,-5.8945312,100,8794.594079256058,498.33,183,9.998298,9.996595,0.6003647,7095112,,,1.0,0.0576972,0.77094847,1.0,-121.746925,4982.313699241438,0.5393113,[-0.102  1.543 -4.345 -3.18  -0.88 ],-121.746925,-4.5166016e-05
49.891052,1.4001743,-49.511333,1.0756805,0.54508334,18400,0.9536874,-943.47534,100,8862.68717622757,473.76,184,9.997334,9.994667,47122.562,7142488,0.07609668,,1.0192511,0.22458132,216.45334,0.9985639,-171.20067,4736.212572174059,0.5377675,[-0.102  1.543 -4.345 -3.18  -0.88 ],-171.32666,-3.4179688e-05
10.122681,1.0004033,-10.014694,0.9999999,0.99904996,18500,0.9867951,-983.2452,100,8933.550830841064,493.4,185,9.998293,9.996586,9864.464,7191828,0.000116646086,,0.99994135,0.11412782,98.82233,0.9999771,-131.66333,4933.021581542777,0.5377677,[-0.097  1.535 -4.346 -3.172 -0.881],-131.66379,-1.0375977e-05
19.854004,1.672345,-18.971106,1.060432,0.46553737,18600,1.0042143,-973.5111,100,9004.330823898315,489.7,186,9.99844,9.99688,17839.023,7240798,0.14206366,,1.05072,0.14638314,138.36203,0.9810564,-140.9249,4896.107517718527,0.53418326,[-0.097  1.535 -4.346 -3.172 -0.881],-141.41426,-5.9204103e-05
0.23773193,1.3633618,-0.047258344,1.0910823,0.47907445,18700,1.0016948,-8.262268,100,9077.724212169647,498.23,187,9.998065,9.99613,0.4290633,7290621,0.067900196,,1.0208067,0.06048285,1.0104215,0.99697375,-121.71115,4981.199483039596,0.5341645,[-0.099  1.531 -4.333 -3.158 -0.885],-121.75204,7.019043e-05
0.0592041,1.0,-0.05114414,1.0,1.0,18800,1.0,-0.15631104,100,9150.2299284935,500.0,188,0.019696236,0.01897335,0.0022658352,7340621,,1.0,1.0,,0.04735601,1.0,-0.29078782,4999.497921282424,0.5341645,[-0.095  1.531 -4.333 -3.158 -0.885],-0.29078782,-2.8686523e-05
19.957886,1.1474055,-19.799673,1.0021923,0.9003928,18900,0.98044205,-973.4129,100,9220.778995752335,489.75,189,9.998041,9.996082,19489.084,7389596,0.030100249,,1.0019132,0.14184041,139.05908,0.9958756,-141.45717,4896.409276663224,0.5354705,[-0.095  1.531 -4.333 -3.158 -0.885],-141.46799,-2.1972657e-05
0.064453125,1.0,-0.034297865,1.0,1.0,19000,0.99986,-0.6158447,100,9293.239317893982,499.93,190,9.9990635,9.998127,0.005812433,7439589,,,1.0,0.0118308095,0.07585564,1.0,-121.69268,4998.694844936847,0.5354705,[-0.095  1.531 -4.333 -3.158 -0.883],-121.69268,-7.93457e-06
19.740356,1.6171018,-19.115812,1.0647011,0.6162705,19100,0.995052,-963.64154,100,9361.635617733002,489.84,191,9.998656,9.997313,18062.598,7488573,0.110393144,,1.0324683,0.14362703,137.66307,0.99843466,-140.97527,4897.609022106323,0.5360626,[-0.095  1.531 -4.333 -3.158 -0.883],-141.32764,-1.0986329e-05
10.077515,1.2243985,-9.896959,1.0077709,0.8299847,19200,0.9918447,-983.2898,100,9434.907159805298,494.07,192,9.998482,9.9969635,9688.281,7537980,0.05922553,,1.0073702,0.10868266,98.82588,0.9957764,-131.59506,4939.814039040326,0.5334323,[-0.097  1.526 -4.356 -3.163 -0.883],-131.64034,-0.00012390137
39.606018,3.1779933,-37.3947,1.6694379,0.35863718,19300,1.0379949,-953.7628,100,9504.932091236115,479.97,193,9.998228,9.996456,34018.35,7585977,0.24832995,,1.2075921,0.22373949,193.66997,0.98373455,-159.88565,4798.718722081279,0.52471656,[-0.097  1.524 -4.356 -3.162 -0.886],-161.13889,1.3427734e-05
10.262939,1.7416112,-9.710497,1.5426674,0.17849194,19400,1.0178943,-973.1235,100,9577.613493204117,492.22,194,9.998276,9.9965515,9320.04,7635199,0.1704895,,1.1353099,0.14104354,97.83932,0.99416083,-131.51,4921.215470312378,0.52434254,[-0.105  1.498 -4.358 -3.139 -0.894],-131.80319,2.1362304e-05
0.14703369,1.0,-0.08356766,1.0,1.0,19500,0.998,-4.486206,100,9651.809870481491,499.0,195,9.998701,9.997402,0.29351544,7685099,,,1.0,0.044676248,0.5390519,1.0,-121.73754,4989.213901394625,0.52434254,[-0.094  1.49  -4.351 -3.127 -0.895],-121.73754,-6.530762e-05
29.841187,1.8264325,-28.518808,1.076281,0.4894396,19600,0.9984894,-963.52734,100,9719.921657562256,484.22,196,9.998491,9.996983,26521.734,7733521,0.18126251,,1.0608506,0.18111658,168.86803,0.99779326,-150.55898,4841.3387354979695,0.5205657,[-0.094  1.49  -4.351 -3.127 -0.895],-151.40373,-1.3427734e-05
10.1154175,1.0930018,-9.995376,1.0047727,0.83522755,19700,0.9877547,-983.25055,100,9792.910114765167,493.51,197,9.998313,9.996626,9850.99,7782872,0.027843088,,1.0019636,0.11327471,98.8228,0.999624,-131.6515,4934.1308522463605,0.52154285,[-0.094  1.472 -4.34  -3.102 -0.898],-131.66063,7.93457e-06
20.274048,2.2087724,-19.835806,1.4990603,0.24467012,19800,0.99582547,-973.09155,100,9844.17124915123,486.89,198,9.998313,9.996626,19298.242,7831561,0.1472863,,1.0903947,0.16919436,138.3423,0.9952676,-141.56792,4867.9427759202745,0.52240354,[-0.093  1.472 -4.34  -3.101 -0.897],-141.81956,6.225586e-05
10.039001,1.0582689,-9.970861,1.0009041,0.9365562,19900,0.9890821,-983.32086,100,9883.395392894745,494.4,199,9.998696,9.997393,9852.443,7881001,0.016193673,,1.0006056,0.10526667,98.82828,1.0013009,-131.62816,4943.21792816808,0.5216707,[-0.084  1.465 -4.346 -3.098 -0.897],-131.63304,2.9296874e-05
19.933105,2.253019,-18.767075,1.2218223,0.41364765,20000,1.0285624,-973.43164,100,9920.384645462036,489.97,200,9.99867,9.997339,17428.87,7929998,0.2127851,,1.1081998,0.15065461,139.06169,0.98020375,-140.96762,4898.915202063183,0.51247066,[-0.083  1.465 -4.346 -3.098 -0.897],-141.51929,3.540039e-05
10.070129,1.1210356,-9.981554,1.002484,0.8831269,20100,0.9893031,-983.2969,100,9994.740337133408,494.24,201,9.998707,9.997414,9833.763,7979422,0.030294195,,1.0017405,0.10680153,98.8276,0.9991265,-131.64526,4941.621694942164,0.5112344,[-0.088  1.461 -4.347 -3.097 -0.906],-131.65826,-4.5776367e-05
19.90094,1.3965529,-19.552332,1.0248985,0.6816276,20200,0.986886,-973.4691,100,10067.567168474197,489.26,202,9.99825,9.9965,18870.408,8028348,0.092340976,,1.0168731,0.14629969,138.35663,0.9950976,-141.31778,4891.612549260665,0.5105128,[-0.087  1.461 -4.347 -3.097 -0.908],-141.43503,1.2207031e-05
10.045776,1.6069577,-9.755109,1.1581297,0.43972594,20300,0.9978656,-973.3445,100,10143.93273305893,493.39,203,9.998478,9.996956,9410.563,8077687,0.11105036,,1.0375283,0.116677456,97.828865,0.9911968,-131.47679,4933.015054963748,0.5105717,[-0.088  1.449 -4.342 -3.082 -0.908],-131.60568,-2.4414062e-06
19.872314,1.6891115,-19.179436,1.0697678,0.54292697,20400,1.0016629,-973.49774,100,10213.145601034164,489.49,204,9.998489,9.996979,18191.951,8126636,0.14781706,,1.0470017,0.14740779,138.36049,0.98313284,-141.11063,4894.027416160658,0.50465447,[-0.082  1.445 -4.336 -3.074 -0.908],-141.4331,6.1035157e-06
19.826416,1.3953154,-19.304388,1.0477445,0.60844773,20500,0.99193424,-973.53784,100,10249.277085781097,490.03,205,9.99889,9.99778,18417.701,8175639,0.10879698,,1.0254493,0.14169547,138.36575,0.9953472,-141.10843,4899.622670462546,0.504075,[-0.084  1.441 -4.337 -3.077 -0.914],-141.43767,9.765625e-06
0.256958,1.4212539,-0.02686299,1.2091025,0.3434434,20600,1.0065311,-14.571655,100,10314.053022384644,498.16,206,9.998365,9.996731,0.28518218,8225455,0.1034064,,1.0426403,0.06475138,1.4979286,0.984607,-121.70784,4980.641811268123,0.5039063,[-0.086  1.429 -4.332 -3.06  -0.915],-121.79961,-9.765625e-06
19.839722,1.5280406,-19.572561,1.017769,0.7152134,20700,0.98637664,-973.5281,100,10376.333108186722,489.74,207,9.998745,9.99749,18945.74,8274429,0.08999842,,1.0138587,0.14282559,138.36452,1.009019,-141.31937,4896.648825033842,0.5046434,[-0.08   1.429 -4.332 -3.06  -0.915],-141.43129,-1.7089844e-05
10.034912,1.0,-9.983392,1.0,1.0,20800,0.98918,-983.34174,100,10446.902840614319,494.59,208,9.998949,9.997898,9866.074,8323888,,,1.0,0.10344769,98.83023,1.0,-131.64038,4945.241667763695,0.5046434,[-0.079  1.418 -4.324 -3.045 -0.914],-131.64038,-1.586914e-05
19.85962,1.719024,-19.291716,1.0593516,0.4794774,20900,0.9939393,-973.511,100,10518.195662260056,489.64,209,9.998504,9.997007,18394.744,8372852,0.12393125,,1.031354,0.14487961,138.36208,0.98536986,-141.11876,4895.530047882255,0.50074863,[-0.079  1.418 -4.324 -3.045 -0.914],-141.42143,2.5634765e-05
9.994751,1.00032,-9.970132,1.0,0.99979675,21000,0.99002,-983.373,100,10592.540832042694,495.01,210,9.99913,9.9982605,9866.517,8422353,5.6669614e-05,,1.0,0.099398285,98.83271,0.99999905,-131.62933,4949.5329333918835,0.5007486,[-0.08   1.408 -4.317 -3.033 -0.918],-131.62935,-2.5024414e-05
0.06652832,1.0,-0.03398541,1.0,1.0,21100,0.99992,-0.39263916,100,10667.301187038422,499.96,211,9.999134,9.998268,0.0039272173,8472349,,,1.0,0.008943739,0.062354017,1.0,-121.69323,4999.023296441394,0.5007486,[-0.08   1.408 -4.317 -3.033 -0.918],-121.69323,1.15966795e-05
19.979248,1.5381031,-19.651472,1.0353026,0.6291929,21200,0.9889497,-973.3911,100,10739.639275550842,489.32,212,9.998531,9.997063,19025.12,8521281,0.104824685,,1.0221866,0.1462472,139.0566,1.0066336,-141.42606,4892.342794820696,0.4965823,[-0.08   1.408 -4.317 -3.033 -0.918],-141.54448,-6.347656e-05
0.16619873,1.0,-0.07796349,1.0,1.0,21300,0.99762,-4.3218994,100,10816.898219347,498.81,213,9.998549,9.997099,0.29421747,8571162,,,1.0,0.04872763,0.53969806,1.0,-121.730095,4987.233189994041,0.4965823,[-0.082  1.405 -4.317 -3.032 -0.922],-121.730095,6.591797e-05
19.985168,1.0000408,-19.881544,1.0,0.99990904,21400,0.97846,-973.3834,100,10888.618562221527,489.23,214,9.998343,9.996687,19531.727,8620085,1.4196314e-05,,1.0,0.14517371,139.05547,0.99999905,-141.53116,4891.354657089204,0.4965823,[-0.082  1.405 -4.317 -3.032 -0.922],-141.53117,-2.1972657e-05
19.844604,1.4869871,-19.626905,1.0190135,0.7818978,21500,0.9831956,-973.5313,100,10951.127438306808,489.84,215,9.998724,9.997448,19042.48,8669069,0.059739053,,1.0079247,0.14162084,138.3649,1.0066762,-141.32507,4897.642563733425,0.49585062,[-0.082  1.405 -4.317 -3.032 -0.922],-141.4257,-6.713867e-06
0.20599365,1.0,-0.064608976,1.0,1.0,21600,0.99634,-4.222107,100,10988.70824098587,498.17,216,9.997953,9.995907,0.4532648,8718886,,,1.0,0.060386796,0.6698759,1.0,-121.70948,4980.538130610162,0.49585062,[-0.083  1.397 -4.316 -3.023 -0.923],-121.70948,-3.540039e-05
29.864563,1.5874517,-29.49881,1.1161137,0.6885636,21700,0.979515,-963.5069,100,11024.82580447197,484.98,217,9.9985075,9.997015,28466.432,8767384,0.09650805,,1.0273486,0.17276351,169.44534,0.9989973,-151.24362,4848.944631648057,0.49485403,[-0.083  1.397 -4.316 -3.023 -0.923],-151.42596,4.8828124e-06
10.039246,1.1434625,-9.918344,1.005393,0.82800174,21800,0.99073297,-983.3324,100,11063.040010213852,494.51,218,9.998936,9.997871,9727.779,8816835,0.04334097,,1.0034827,0.104394004,98.82964,0.9972031,-131.59955,4944.435090537555,0.49358657,[-0.087  1.387 -4.316 -3.012 -0.924],-131.64815,7.141113e-05
10.050598,1.3346467,-9.647779,1.0193055,0.63559306,21900,0.9947581,-973.3435,100,11102.247146606445,493.27,219,9.997729,9.995459,9157.843,8866162,0.088274635,,1.0168557,0.11629541,97.82851,0.9939507,-131.38937,4931.4405221803645,0.49064237,[-0.086  1.381 -4.316 -3.006 -0.925],-131.52272,1.0375977e-05
19.84967,1.2696413,-19.714108,1.008924,0.75959504,22000,0.98223937,-973.52264,100,11140.519705057144,489.7,220,9.998753,9.997505,19210.195,8915132,0.057781253,,1.0060086,0.14246373,138.36382,1.0031419,-141.40222,4896.254546443014,0.48828512,[-0.086  1.377 -4.312 -2.998 -0.928],-141.43759,-3.7841797e-05
10.0633545,1.5617368,-9.284706,1.0596426,0.43174133,22100,1.0097623,-983.2997,100,11176.997730731964,494.03,221,9.998353,9.996706,8593.958,8964535,0.14700125,,1.04424,0.11173514,98.82674,0.97934306,-131.21387,4939.348707933026,0.48297355,[-0.087  1.377 -4.312 -2.998 -0.931],-131.61598,-2.8686523e-05
10.356262,1.4996483,-9.869897,1.7313983,0.16665854,22200,1.0058758,-973.02954,100,11223.765568494797,490.64,222,9.99774,9.99548,9555.949,9013599,0.14862712,,1.0997818,0.147618,97.818146,0.99562633,-131.61638,4905.153140075109,0.48162585,[-0.084  1.361 -4.313 -2.982 -0.936],-131.83813,-9.1552734e-05
0.22058105,1.0,-0.13947774,1.0,1.0,22300,0.99688,-12.750305,100,11299.34685587883,498.44,223,9.998596,9.997192,1.7290803,9063443,,,1.0,0.055768605,1.308357,1.0,-121.79218,4983.558680592586,0.48162585,[-0.075  1.352 -4.319 -2.974 -0.937],-121.79218,-4.333496e-05
0.15698242,1.1610184,-0.07814245,1.0870929,0.46851498,22400,1.0019517,-10.944092,100,11372.306215763092,499.03,224,9.999188,9.998377,0.27116048,9113346,0.06526389,,1.0142447,0.04486391,1.1004496,0.9982477,-121.756004,4989.753864391533,0.4815234,[-0.075  1.352 -4.319 -2.974 -0.937],-121.796455,5.4931643e-06
9.983337,1.0,-9.969052,1.0,1.0,22500,0.99002,-983.37946,100,11443.538598060608,495.01,225,9.999185,9.998369,9866.701,9162847,,,1.0,0.099399395,98.83337,1.0,-131.6289,4949.55537795796,0.4815234,[-0.071  1.353 -4.319 -2.974 -0.937],-131.6289,1.4648437e-05
39.631836,2.0573242,-37.67203,1.1142268,0.30758154,22600,1.0079638,-953.7402,100,11512.61486363411,479.62,226,9.998287,9.996574,34550.062,9210809,0.21686421,,1.0992405,0.20983091,193.66571,0.9870461,-159.92361,4795.250716522876,0.47778448,[-0.071  1.353 -4.319 -2.974 -0.937],-161.16818,-5.859375e-05
19.737,3.689852,-18.823542,1.2319527,0.37060606,22700,1.0146114,-963.65936,100,11581.492521762848,489.89,227,9.998565,9.997129,17567.395,9259798,0.22885863,,1.0811979,0.1480992,137.6656,1.0176368,-140.87254,4898.059074483389,0.47120738,[-0.07   1.337 -4.301 -2.946 -0.941],-141.30055,-4.0893556e-05
9.989685,1.3488233,-9.811486,1.014822,0.7389215,22800,0.99643016,-983.3847,100,11652.449264764786,495.01,228,9.999209,9.998419,9562.588,9309299,0.075584725,,1.0129906,0.10011451,98.83389,1.0069344,-131.5488,4949.565198355695,0.46769223,[-0.074  1.324 -4.306 -2.931 -0.948],-131.6264,3.2958986e-05
0.048828125,1.0,-0.050288122,1.0,1.0,22900,1.0,-0.16027832,100,11693.360119581223,500.0,229,0.019704819,0.019138336,0.0016156457,9359299,,1.0,1.0,,0.039992668,1.0,-0.2900362,4999.573097911501,0.46769223,[-0.075  1.323 -4.306 -2.931 -0.951],-0.2900362,-3.3569337e-05
10.016296,1.0000418,-9.9783325,1.0,0.99999523,23000,0.98918,-983.3537,100,11729.66163277626,494.59,230,9.999018,9.998035,9866.307,9408758,1.2382645e-05,,1.0,0.10345564,98.831406,1.0000008,-131.63617,4945.2704201513625,0.46769223,[-0.075  1.323 -4.306 -2.931 -0.951],-131.63617,-8.544922e-05
9.888245,1.0,-9.861716,1.0,1.0,23100,0.99004,-973.5085,100,11765.79817533493,495.02,231,9.999202,9.998404,9669.613,9458260,,,1.0,0.09930154,97.84129,1.0,-131.52177,4949.665783565713,0.46769223,[-0.075  1.323 -4.306 -2.931 -0.951],-131.52177,-7.6904296e-05
9.9383545,1.0,-9.876357,1.0,1.0,23200,0.98892,-973.45245,100,11801.93179011345,494.46,232,9.998788,9.997576,9668.65,9507706,,,1.0,0.10467571,97.83641,1.0,-131.53139,4943.8588218878485,0.46769223,[-0.075  1.323 -4.306 -2.931 -0.951],-131.53139,-4.6386718e-05
9.998108,1.3155925,-9.807438,1.023889,0.7378739,23300,0.9933064,-973.3918,100,11838.125489473343,493.99,233,9.998811,9.997622,9421.059,9557105,0.06764504,,1.0115606,0.10961642,97.835175,0.9970238,-131.52742,4939.172767620597,0.4652624,[-0.075  1.323 -4.306 -2.931 -0.951],-131.59525,5.3100586e-05
9.916931,1.2789425,-9.720436,1.0120981,0.7492724,23400,0.9929067,-973.4792,100,11874.598029136658,494.66,234,9.999009,9.998018,9391.712,9606571,0.06497527,,1.0074167,0.10318669,97.8388,1.0035632,-131.42725,4945.967298261086,0.46517384,[-0.073  1.32  -4.308 -2.932 -0.954],-131.52785,3.173828e-05
29.553162,2.1671371,-28.754768,1.1480867,0.63082916,23500,0.9911121,-953.8406,100,11911.266804933548,485.06,235,9.998377,9.996754,27120.55,9655077,0.14987192,,1.0492816,0.17472966,167.74524,1.0292691,-150.68146,4849.677981319156,0.46444133,[-0.072  1.316 -4.321 -2.933 -0.954],-151.09825,-1.4038086e-05
9.99646,1.664362,-9.504179,1.0342268,0.6768914,23600,0.99954164,-973.3941,100,11948.529630184174,493.83,236,9.998611,9.997223,8893.246,9704460,0.11304278,,1.0247326,0.11195322,97.833496,1.0076017,-131.30579,4937.475448877038,0.46258128,[-0.076  1.306 -4.34  -2.934 -0.954],-131.56993,-0.00010131836
19.8797,1.5900389,-19.442783,1.0473323,0.63918054,23700,0.9890826,-973.4924,100,11985.426194667816,489.36,237,9.998585,9.9971695,18683.059,9753396,0.10073028,,1.0227952,0.14600027,138.35982,0.9971825,-141.22563,4892.768248410974,0.46305352,[-0.074  1.304 -4.353 -2.941 -0.956],-141.44913,-3.0517579e-06
10.000305,1.2703791,-9.867846,1.0059732,0.810506,23800,0.99233735,-983.3756,100,12022.409432411194,494.8,238,9.998817,9.997635,9728.62,9802876,0.059516188,,1.0055224,0.10174203,98.83306,1.0008161,-131.55635,4947.275350039072,0.4606931,[-0.072  1.291 -4.349 -2.924 -0.956],-131.59186,-3.112793e-05
19.817749,1.5487571,-19.362318,1.0821674,0.6919944,23900,0.99109834,-973.55554,100,12058.577180147171,490.03,239,9.99902,9.998039,18538.002,9851879,0.09334846,,1.0256679,0.14164893,138.36823,0.99680656,-141.16649,4899.681494842773,0.45900083,[-0.072  1.291 -4.349 -2.925 -0.958],-141.43446,-1.586914e-05
10.08667,1.0,-9.998368,1.0,1.0,24000,0.98798,-983.29193,100,12095.80040216446,493.99,240,9.998599,9.997198,9865.292,9901278,,,1.0,0.10897542,98.82631,1.0,-131.65111,4939.068849525025,0.45900083,[-0.074  1.277 -4.348 -2.91  -0.96 ],-131.65111,5.5541994e-05
0.17687988,1.0,-0.074663416,1.0,1.0,24100,0.9971,-6.264038,100,12132.277363061905,498.55,241,9.998401,9.996801,0.52278906,9951133,,,1.0,0.053772908,0.71942395,1.0,-121.72498,4984.5645638331425,0.45900083,[-0.074  1.277 -4.348 -2.91  -0.96 ],-121.72498,6.1035156e-05
29.759338,2.7527268,-27.433823,1.5114646,0.35942036,24200,1.0525866,-963.61206,100,12167.751653194427,485.04,242,9.998563,9.997126,24775.225,9999637,0.25123858,,1.1947377,0.19479829,168.88066,0.9606368,-150.04433,4849.570438550466,0.45019957,[-0.074  1.277 -4.348 -2.91  -0.96 ],-151.32697,-1.2207031e-06
19.909424,1.3598483,-19.655478,1.0412115,0.71538854,24300,0.9796769,-963.4916,100,12204.829132318497,487.95,243,9.998011,9.996021,18985.426,10048432,0.06886357,,1.0119467,0.15402877,137.64508,1.0115353,-141.33163,4878.394582790847,0.45019495,[-0.08   1.267 -4.363 -2.915 -0.969],-141.40648,3.0517578e-05
10.038452,1.0,-9.981221,1.0,1.0,24400,0.98858,-983.33307,100,12242.59421658516,494.29,244,9.99884,9.997681,9865.97,10097861,,,1.0,0.10625036,98.8297,1.0,-131.63689,4942.184539230431,0.45019495,[-0.077  1.26  -4.367 -2.909 -0.969],-131.63689,1.6479493e-05
20.01587,1.1497103,-19.91522,1.0033947,0.87672234,24500,0.97895104,-973.355,100,12278.373905658722,489.03,245,9.998609,9.997217,19490.697,10146764,0.032830283,,1.001936,0.14662263,139.0538,1.005865,-141.57843,4889.481711435894,0.45143288,[-0.077  1.26  -4.367 -2.909 -0.969],-141.58917,-1.5258789e-05
