InitialReturnMax,MaxIW,ReturnMeanIW,MaxD2w0t,MinIW,EpisodesSoFar,MeanD2w0t,InitialReturnMin,EpThisIter,TimeElapsed,EpLenMean,Iteration,ReturnStepMax,ReturnStepMaxmin,J_sample_variance,TimestepsSoFar,StdIW,MinD2w0t,EmpiricalD2,StdD2w0t,InitialReturnStd,MeanIW,Bound,EpRewMean,MeanEntropy,Weights,InitialBound,InitialReturnMean
549.64606,6.724815,-570.91833,21.913124,0.08184102,1100,0.11299331,-276.18738,100,68.39098596572876,35.92,11,9.7166,9.433204,250692.84,25047,0.86365557,,2.7157352,0.50281453,157.41829,0.8805582,-729.2768,349.02019488042953,1.53222,[-1.006  0.494 -1.798 -2.714  0.108],-805.6544,-1.586914e-05
314.89825,4.699653,-551.58954,2.3449712,0.20383194,1200,0.1100361,-326.8339,100,78.8429446220398,44.48,12,9.770277,9.540555,88948.49,29495,0.51638836,,1.5368423,0.35828975,149.67696,0.8968586,-678.9994,434.58183035658993,1.5660026,[-1.122  0.774 -1.884 -2.765  0.113],-745.5758,3.112793e-05
425.68448,9.372005,-458.6173,14.016417,0.022115018,1300,0.16164936,-352.69485,100,89.91788959503174,46.97,13,9.782493,9.564986,278675.94,34192,0.93547404,,2.9111488,0.5739879,149.85863,0.8016916,-633.6464,459.4836047119685,1.4804482,[-1.214  0.921 -1.989 -2.978  0.147],-735.391,-4.058838e-05
464.52582,19.573635,-336.8339,124.695984,0.0012417085,1400,0.3248527,-377.70642,100,101.72301912307739,53.44,14,9.808476,9.616954,131855.73,39536,0.7030678,,14.569942,2.0033233,194.71513,0.61262757,-566.79926,524.1648179194818,1.400478,[-1.147  1.001 -2.001 -3.049  0.061],-714.6824,-3.8757324e-05
335.89624,5.342629,-406.0773,6.4695144,0.006361168,1500,0.22611992,-434.68222,100,115.41475033760071,63.74,15,9.838915,9.677833,207694.81,45910,0.72883046,,2.6277704,0.65000033,163.82921,0.74793655,-568.2222,627.1321936603529,1.3783655,[-0.939  1.037 -2.006 -3.099 -0.018],-649.7554,6.408691e-06
368.83957,5.4824595,-427.17145,10.836585,0.019188698,1600,0.19565223,-428.5933,100,128.60841965675354,61.29,16,9.832714,9.66543,128898.04,52039,0.62231326,,3.7099628,0.6127004,177.23763,0.78681415,-581.55096,602.6468443940829,1.399044,[-1.009  1.147 -2.    -2.957 -0.041],-665.55566,-1.8920899e-05
344.35715,9.047852,-383.2885,12.48593,0.007516096,1700,0.3012101,-500.97263,100,143.89374041557312,75.46,17,9.863604,9.727208,122069.2,59585,0.8284338,,2.9428952,0.8449659,157.55573,0.84545326,-556.08765,744.3069494290262,1.3192434,[-0.987  1.267 -2.156 -3.181 -0.02 ],-597.61206,-1.800537e-05
439.1208,7.701754,-302.1224,48.75896,0.0070932866,1800,0.34875765,-514.4112,100,162.8844494819641,80.23,18,9.871357,9.742714,138831.05,67608,0.6787221,,15.165496,1.5922264,176.26816,0.68591607,-473.6023,791.9787830890232,1.3121265,[-1.029  1.319 -2.191 -3.135 -0.1  ],-586.2498,5.3100586e-05
256.932,10.970227,-388.6946,8.869556,0.01633902,1900,0.2372222,-518.06824,100,179.1945436000824,82.67,19,9.875368,9.750736,175500.77,75875,0.9616753,,4.0095425,0.6415624,186.4253,0.88218313,-526.6891,816.3963908694149,1.3033391,[-0.878  1.36  -2.264 -3.168 -0.107],-570.5384,1.9836425e-05
365.6407,6.863116,-291.84396,46.27744,0.0011953996,2000,0.40264067,-522.36444,100,194.8603479862213,85.57,20,9.879356,9.758713,100284.56,84432,0.6146692,,9.520943,1.5705714,215.87384,0.6627576,-463.74634,845.3758161810008,1.2603495,[-0.803  1.434 -2.317 -3.201 -0.116],-578.62,-7.5683594e-05
422.49335,16.209305,-257.97577,54.94902,0.0043259035,2100,0.42379925,-537.5181,100,211.03569388389587,86.95,21,9.88151,9.7630205,95671.07,93127,0.83146864,,4.424912,1.5468484,196.20447,0.6319883,-438.8758,859.1965427965396,1.1806561,[-0.903  1.359 -2.386 -3.188 -0.159],-564.30304,-4.8828124e-06
291.81366,4.223383,-301.34296,7.1489472,0.030104514,2200,0.35582355,-545.70996,100,227.47129845619202,89.1,22,9.884406,9.768814,89312.95,102037,0.55562,,3.0493488,0.86517173,215.3154,0.69938046,-461.8846,880.6997872409698,1.175427,[-0.859  1.386 -2.404 -3.19  -0.238],-555.0461,4.333496e-05
365.20538,15.042562,-267.14655,52.173393,0.0047279783,2300,0.4990746,-613.1344,100,247.57460403442383,108.59,23,9.904726,9.809452,152380.27,112896,1.0626553,,11.854485,1.5758379,193.59897,0.8259811,-429.40448,1075.5532450551823,1.1328053,[-0.915  1.494 -2.577 -3.464 -0.243],-491.3276,2.6245118e-05
236.3833,5.7234135,-280.09296,7.0749803,0.049768806,2400,0.4205311,-651.6919,100,268.0776057243347,117.28,24,9.911775,9.823549,73944.47,124624,0.71194243,,2.9142616,0.8404813,180.91353,0.85672593,-427.82193,1162.4509473833878,1.1683477,[-0.787  1.471 -2.652 -3.477 -0.286],-452.9052,-1.586914e-05
281.40662,5.214974,-261.1378,6.828477,0.11154662,2500,0.39231196,-656.1214,100,289.3402087688446,121.81,25,9.914838,9.829676,86647.07,136805,0.60696566,,2.217177,0.7624421,175.4755,0.8151465,-404.16556,1207.7251893649484,1.2007838,[-0.848  1.542 -2.677 -3.427 -0.251],-439.37662,7.3242186e-06
297.7655,23.544374,-251.05887,25.353386,0.0015456061,2600,0.5833983,-644.4221,100,310.13554883003235,117.99,26,9.912061,9.824121,120382.555,148604,0.9333861,,6.130983,1.4301782,192.45036,0.7766611,-416.18677,1169.5226185957915,1.1341364,[-0.887  1.634 -2.715 -3.414 -0.218],-460.71542,3.4484863e-05
335.82184,9.482544,-260.8069,11.8399105,0.010470699,2700,0.39246196,-637.4412,100,330.1407780647278,113.81,27,9.909365,9.818729,123641.516,159985,0.956235,,6.2338448,0.9149053,187.73405,0.8189333,-406.68958,1127.783295939557,1.1508441,[-0.951  1.618 -2.746 -3.442 -0.285],-467.52753,2.9907227e-05
310.62262,45.173584,-152.5326,162.58157,0.0016054611,2800,0.8066884,-677.54767,100,352.2633047103882,129.14,28,9.919517,9.839033,62295.11,172899,1.0394087,,21.783154,3.119207,180.42061,0.6326787,-323.28937,1281.0049443096386,1.1028844,[-0.924  1.732 -2.878 -3.473 -0.268],-428.5754,2.5634765e-05
253.35376,5.246566,-218.90105,11.813073,0.0004964402,2900,0.51627004,-716.4695,100,376.41517663002014,142.42,29,9.926937,9.853874,67978.375,187141,0.7651609,,4.3037305,1.0083668,173.04916,0.80769783,-361.8482,1413.7932926839037,1.0786132,[-0.807  1.726 -2.912 -3.521 -0.316],-390.44992,-3.4179688e-05
251.3111,11.986895,-187.00456,47.04384,0.00066980324,3000,0.62269706,-694.6181,100,400.1626355648041,135.21,30,9.92323,9.84646,74439.72,200662,0.75569177,,17.712734,1.9764856,177.09763,0.6757817,-339.72968,1341.7183084439405,1.0913017,[-0.912  1.841 -2.944 -3.543 -0.34 ],-401.855,-2.3193359e-05
210.98578,4.84217,-226.2473,6.347001,0.015287098,3100,0.45907503,-687.1126,100,422.386691570282,129.41,31,9.92006,9.84012,54141.97,213603,0.7863444,,2.733533,0.8477739,108.60755,0.85929376,-374.56595,1283.753088906733,1.0332025,[-1.001  1.797 -2.966 -3.509 -0.328],-398.867,8.4838866e-05
199.92297,9.4014845,-115.470856,36.06156,0.008416604,3200,0.6962194,-707.9888,100,445.121755361557,133.63,32,9.922578,9.845156,40836.59,226966,0.7636892,,24.712019,2.350511,112.04276,0.54893404,-278.93506,1325.952187472643,1.0424497,[-1.037  1.846 -2.96  -3.49  -0.386],-388.15717,-5.432129e-05
261.23004,36.94469,-183.13841,33.117893,0.0002766357,3300,0.5609122,-645.23224,100,464.98494148254395,111.87,33,9.907952,9.815905,92787.625,238153,1.1183118,,18.653221,1.8651603,157.28702,0.6887667,-353.33478,1108.401056267553,1.0086402,[-1.106  1.762 -2.954 -3.46  -0.377],-459.1524,-5.9814454e-05
286.64624,10.916402,-175.15514,50.299698,0.0042913505,3400,0.67102635,-662.5775,100,486.1247229576111,120.87,34,9.914752,9.829504,69582.68,250240,0.5795059,,15.503662,1.998796,188.05423,0.5878951,-347.5768,1198.3945521809414,1.0011284,[-1.019  1.814 -2.966 -3.481 -0.41 ],-442.90027,-2.3193359e-05
277.78333,9.437574,-216.04314,26.276909,0.016733445,3500,0.641334,-705.87537,100,510.31171226501465,139.58,35,9.925943,9.851887,71644.67,264198,0.79668695,,4.427649,1.4254705,182.53722,0.78503084,-370.51688,1385.461798577463,0.97427565,[-0.905  1.764 -2.988 -3.563 -0.418],-400.96045,4.4555665e-05
230.42273,9.924318,-193.96848,12.518328,0.004734548,3600,0.528606,-700.4199,100,532.7422416210175,129.81,36,9.920729,9.841457,130678.14,277179,1.0117412,,6.6678467,1.1115367,142.12277,0.7341517,-347.74716,1287.807464347528,0.9497072,[-0.916  1.711 -3.02  -3.649 -0.445],-405.60638,9.765625e-06
215.89093,16.617458,-199.5114,7.114801,0.01884404,3700,0.46759865,-731.8681,100,557.0944676399231,142.82,37,9.927538,9.855076,111187.625,291461,1.0702286,,4.002116,0.83772737,138.11394,0.8703611,-339.9436,1417.8493280307623,0.9659858,[-0.891  1.794 -3.033 -3.614 -0.469],-375.02704,-4.0283205e-05
220.38367,12.282467,-194.09657,10.072222,0.06840555,3800,0.52723104,-739.3325,100,582.1065900325775,146.6,38,9.929494,9.858989,84071.87,306121,0.8569985,,4.796988,0.9583569,138.77295,0.80746347,-337.55856,1455.662262876876,1.0024016,[-0.89   1.896 -3.105 -3.626 -0.453],-367.8375,-8.605957e-05
208.00476,37.4711,-118.54068,81.71147,0.0038401405,3900,1.0207443,-763.93744,100,608.8311710357666,161.32,39,9.9356785,9.871357,55907.4,322253,1.1965659,,35.74332,3.7023942,150.28409,0.7269369,-278.02313,1602.8227049701673,0.9798575,[-0.85   1.923 -3.157 -3.59  -0.417],-343.96216,-5.5541994e-05
163.89532,9.536381,-142.71567,29.511827,0.006575247,4000,0.8053028,-802.4291,100,639.6865952014923,184.37,40,9.94338,9.886761,95698.24,340690,1.0320224,,16.713224,1.9890258,165.61441,0.8071717,-281.63272,1833.2608705584103,0.973142,[-0.749  1.934 -3.175 -3.596 -0.439],-306.31323,1.7700195e-05
171.41321,16.853361,-104.386734,58.095654,0.001398621,4100,1.2545254,-821.78394,100,671.689813375473,196.9,41,9.947177,9.894354,37573.637,360380,1.3145225,,23.789246,3.2070456,146.92023,0.8208686,-255.07173,1958.600179129874,0.940928,[-0.675  1.968 -3.199 -3.59  -0.446],-287.42505,1.0986329e-05
151.4364,14.917153,-113.989395,15.70909,0.008262058,4200,0.91140956,-841.8137,100,690.3072326183319,224.58,42,9.953587,9.907173,57274.055,382838,1.2503209,,8.284965,1.4348853,193.14522,0.91268367,-248.75294,2235.378268263771,0.9071851,[-0.607  2.002 -3.228 -3.561 -0.478],-268.11,3.0517578e-05
142.89777,12.712116,-88.97677,56.625717,0.00072865345,4300,1.7023447,-840.4063,100,709.5940973758698,244.79,43,9.957689,9.915379,28574.197,407317,1.1330278,,16.778854,3.366738,201.52583,0.85871047,-233.38794,2437.5440730152404,0.85640955,[-0.559  2.032 -3.254 -3.566 -0.512],-259.99567,5.2490235e-05
144.55145,26.623419,-118.09292,13.848698,0.010311738,4400,0.74311703,-848.6955,100,727.7359974384308,220.12,44,9.953893,9.907785,53680.01,429329,1.4863783,,8.235353,1.248239,166.74957,0.97224486,-247.28033,2191.05078644712,0.84308374,[-0.61   2.022 -3.267 -3.556 -0.563],-261.26236,2.0751953e-05
124.78516,51.647995,-82.32882,71.40189,0.004776455,4500,1.4290509,-868.4802,100,747.9224600791931,250.73,45,9.958556,9.917112,42054.773,454402,1.3523618,,30.391375,3.8551538,187.05806,0.92093885,-215.59296,2496.9097310560296,0.8327092,[-0.556  2.04  -3.328 -3.584 -0.576],-241.99763,4.4555665e-05
95.412415,9.129572,-79.267654,3.0132222,0.075300634,4600,0.7329803,-887.8828,100,774.3153393268585,271.45,46,9.961415,9.922831,17956.443,481547,0.76105976,,2.204184,0.7106312,145.12276,0.9968916,-206.03772,2704.0221474814566,0.8165539,[-0.487  2.041 -3.355 -3.609 -0.586],-212.93393,-1.15966795e-05
86.57605,8.587234,-46.115356,150.37405,0.0038395217,4700,1.9098421,-906.7107,100,799.6979947090149,274.77,47,9.9623575,9.924715,20790.738,509024,0.8297203,,41.82968,5.5879326,134.90013,0.79769737,-179.80011,2737.3525801804017,0.8164437,[-0.47   2.066 -3.398 -3.586 -0.602],-204.19104,6.0424805e-05
68.48877,3.8909335,-58.69751,1.3754301,0.27154282,4800,0.7162845,-924.84344,100,830.1815533638,337.64,48,9.972336,9.944672,22461.799,542788,0.35085887,,1.2439891,0.49919108,152.70055,0.9950664,-180.84973,3367.0270163523796,0.81246,[-0.403  2.059 -3.407 -3.606 -0.602],-187.171,6.1035157e-06
82.779785,28.394182,-62.87849,69.70764,0.00211535,4900,1.8347855,-910.4825,100,858.3905289173126,334.24,49,9.970861,9.941723,40039.035,576212,1.6443726,,26.256645,4.068846,203.85397,1.036856,-189.50838,3332.6309810356433,0.7969228,[-0.395  2.084 -3.487 -3.615 -0.607],-201.36752,5.5541994e-05
20.853027,1.9741615,-17.75785,1.119977,0.47490966,5000,0.7912761,-107.982605,100,916.1827166080475,386.91,50,9.976864,9.953728,611.9296,614903,0.19263013,,1.0825851,0.4281983,20.922405,0.97256523,-139.40038,3860.096218960416,0.7987876,[-0.338  2.08  -3.578 -3.612 -0.622],-140.06427,3.7231446e-05
60.029663,29.226528,-34.74938,58.77175,0.0040129162,5100,1.7171158,-923.31573,100,973.9676334857941,365.57,51,9.975471,9.950941,24639.94,651460,0.9630662,,15.725319,2.8873,176.73512,0.86925936,-161.24416,3646.690392155715,0.7828808,[-0.348  2.097 -3.585 -3.618 -0.62 ],-179.06752,-1.2817382e-05
36.68213,13.42163,-26.46581,74.843956,0.0003328714,5200,1.9993944,-956.6425,100,1007.829300403595,407.59,52,9.979903,9.959806,21195.67,692219,0.7324597,,20.453651,3.6928794,143.2935,0.935887,-150.1819,4067.6449890974404,0.7753937,[-0.295  2.062 -3.616 -3.615 -0.636],-156.21582,-2.9907227e-05
15.368347,7.5562396,-13.1891575,3.2701447,0.06510144,5300,1.0402739,-967.986,100,1043.1146483421326,453.56,53,9.987561,9.975122,9856.04,737575,0.49616,,1.9788305,0.426286,97.67399,1.0432296,-135.06274,4529.877574129543,0.77445525,[-0.245  2.048 -3.647 -3.598 -0.644],-135.74501,-4.8217775e-05
30.606384,4.0443525,-23.550932,1.9755663,0.09305905,5400,1.1006234,-952.7657,100,1081.2462275028229,458.94,54,9.9902,9.9804,16033.006,783469,0.41708305,,1.5538081,0.3617128,149.57565,0.96634245,-147.01695,4584.823754008157,0.7571228,[-0.222  2.05  -3.647 -3.597 -0.644],-151.2615,6.469726e-05
28.081055,3.3466258,-24.283085,1.2338086,0.2487892,5500,1.0487934,-965.2518,100,1127.362301826477,473.48,55,9.993703,9.987406,20600.102,830817,0.36086354,,1.2159384,0.2560705,153.37732,1.0056206,-147.13268,4731.732736230549,0.742727,[-0.208  2.039 -3.689 -3.584 -0.662],-149.14532,4.272461e-06
29.3349,5.842527,-26.465675,3.395191,0.06441451,5600,1.0333419,-954.03723,100,1171.3908205032349,464.57,56,9.992267,9.984533,22929.334,877274,0.33007595,,1.6695138,0.36645275,151.72247,0.9964844,-148.37576,4642.0208987664155,0.74018115,[-0.208  2.031 -3.708 -3.576 -0.676],-150.21968,-9.765625e-06
18.471252,6.306815,-14.949194,2.6479187,0.06721232,5700,1.0902742,-974.8736,100,1247.1813287734985,486.43,57,9.996053,9.9921055,11923.512,925917,0.36740878,,1.4692855,0.24425177,126.420944,0.95923173,-137.41895,4862.2834792556105,0.7351748,[-0.186  2.029 -3.765 -3.58  -0.679],-139.78552,2.8076172e-05
41.038757,4.491214,-39.245403,4.7532454,0.062443804,5800,1.0572586,-952.3008,100,1316.9792194366455,465.76,58,9.992938,9.985876,37082.617,972493,0.29924718,,1.8582602,0.41374132,191.92606,1.0287247,-161.09076,4654.220278279798,0.7348198,[-0.204  2.02  -3.795 -3.587 -0.684],-162.01099,2.746582e-05
11.109802,4.09064,-10.442559,1.7582657,0.1755512,5900,1.0048989,-982.2265,100,1388.52392911911,486.32,59,9.995655,9.99131,9899.788,1021125,0.20138574,,1.1662098,0.18261206,98.803604,1.0151947,-132.14923,4860.98723638217,0.73469675,[-0.18   2.02  -3.822 -3.585 -0.684],-132.3883,-1.5258789e-05
20.653564,2.6976502,-19.912945,1.5064797,0.2183379,6000,0.9915925,-962.71136,100,1460.3520929813385,482.77,60,9.995197,9.990395,18970.123,1069402,0.16233072,,1.1207206,0.19410034,137.58452,1.0027375,-141.61307,4825.282495424314,0.7345512,[-0.167  2.02  -3.823 -3.585 -0.684],-141.8724,-1.586914e-05
12.930847,1.6258789,-11.956635,1.0689664,0.54964596,6100,0.9956366,-980.4154,100,1533.2815811634064,488.13,61,9.996417,9.992834,9685.978,1118215,0.14136344,,1.041518,0.15572362,101.71854,1.0067521,-133.82173,4879.45643669047,0.729534,[-0.155  2.012 -3.825 -3.575 -0.684],-134.2844,-3.8452148e-05
20.189514,2.3134692,-19.773272,1.3160081,0.40556288,6200,0.9895872,-973.149,100,1608.9429082870483,487.12,62,9.996814,9.993628,19285.379,1166927,0.118005246,,1.0659329,0.16371028,138.322,1.0074952,-141.45988,4869.550520323683,0.72931474,[-0.151  1.996 -3.847 -3.558 -0.689],-141.59492,8.3618164e-05
27.957336,9.757967,-25.655724,6.855249,0.086767524,6300,1.1481493,-965.3924,100,1682.8068571090698,483.63,63,9.996877,9.993753,21704.232,1215290,0.35057023,,1.8114313,0.42873007,158.16266,0.9729939,-148.28043,4834.692709810414,0.7189718,[-0.141  1.992 -3.847 -3.552 -0.69 ],-149.35855,5.9204103e-05
16.716797,5.905044,-13.227427,6.819871,0.07254901,6400,1.1867875,-794.6547,100,1757.6552641391754,485.22,64,9.996147,9.992294,8088.198,1263812,0.42005673,,2.1260564,0.48861605,112.39732,1.0036625,-136.0248,4850.228469498929,0.71902686,[-0.167  1.993 -3.861 -3.549 -0.7  ],-138.05363,-1.2817382e-05
41.596375,6.439286,-39.60786,3.639176,0.046888985,6500,1.0613048,-951.73737,100,1829.1332423686981,461.77,65,9.991078,9.982157,37772.883,1309989,0.31896985,,1.862356,0.41170862,193.30133,0.9667815,-161.51952,4613.486568502351,0.72039443,[-0.193  2.01  -3.918 -3.546 -0.7  ],-162.3671,-2.746582e-05
20.360535,3.1474252,-18.90429,1.5176909,0.22232269,6600,1.0213379,-963.0013,100,1904.0004465579987,484.0,66,9.9957075,9.991415,17456.938,1358389,0.23168848,,1.1806258,0.19550405,137.58504,1.0152162,-140.9479,4837.819395100355,0.7140884,[-0.171  2.002 -3.928 -3.546 -0.699],-141.64,-9.155274e-06
10.242859,1.518302,-9.950406,1.0329957,0.7320093,6700,0.9863357,-973.12445,100,1980.7193760871887,491.87,67,9.996806,9.993612,9644.755,1407576,0.051049173,,1.0099428,0.12687124,97.81358,1.0025561,-131.59492,4917.021189195428,0.7138249,[-0.159  1.993 -3.92  -3.531 -0.705],-131.63835,7.263184e-05
29.889221,2.004314,-28.195885,1.0841991,0.38587308,6800,1.0030338,-963.4519,100,2053.5527741909027,482.9,68,9.997411,9.994822,25813.973,1455866,0.19674769,,1.075872,0.19005232,168.27205,1.0058736,-150.29173,4827.649085636556,0.7096446,[-0.156  1.992 -3.92  -3.532 -0.705],-151.35876,-0.00010192871
0.631897,2.0673003,-0.08374201,1.4187531,0.2582565,6900,1.0132939,-14.588806,100,2130.2602739334106,495.1,69,9.996803,9.993607,0.66923463,1505376,0.15436533,,1.1072414,0.11129072,2.3595307,0.9943675,-121.7784,4949.313334212039,0.70948416,[-0.156  1.976 -3.908 -3.504 -0.709],-122.03269,-9.155274e-06
10.17218,1.9800686,-9.621453,1.4109211,0.40568653,7000,1.008309,-973.2018,100,2204.7104966640472,492.68,70,9.997252,9.994505,9144.271,1554644,0.14360282,,1.0820657,0.12765367,97.822334,1.0044959,-131.39723,4925.340602887078,0.7101299,[-0.145  1.976 -3.909 -3.504 -0.709],-131.61075,-7.5683594e-05
8.487244,4.2524476,-6.234387,2.1824253,0.2136183,7100,1.0878687,-827.94415,100,2281.344274997711,494.78,71,9.998073,9.996145,3769.266,1604122,0.3165863,,1.3160119,0.16244152,83.212036,0.99202484,-128.65938,4946.737268742188,0.70144296,[-0.135  1.972 -3.899 -3.494 -0.709],-130.02213,1.0986329e-05
39.772034,2.3429017,-37.870594,1.540833,0.21916394,7200,1.0397434,-953.5779,100,2355.7764167785645,478.5,72,9.996999,9.993998,34651.348,1651972,0.2701308,,1.2133822,0.23043449,193.63432,0.9941009,-160.35425,4783.460232414757,0.68998563,[-0.15   1.96  -3.913 -3.491 -0.717],-161.18669,7.019043e-05
10.338501,1.195685,-10.009863,1.0038791,0.8812246,7300,0.9835573,-973.035,100,2430.191309452057,490.98,73,9.9964485,9.992897,9560.074,1701070,0.03963677,,1.0032052,0.13331583,97.80968,0.9995553,-131.6575,4907.949987412708,0.6909323,[-0.16   1.955 -3.914 -3.489 -0.729],-131.68869,5.7373047e-05
20.297241,1.8765538,-19.81109,1.2991086,0.36174768,7400,0.9912572,-973.0443,100,2503.6658556461334,485.48,74,9.996443,9.992886,19055.57,1749618,0.13134846,,1.0869828,0.17468515,138.30647,1.0060611,-141.52231,4852.9685192847455,0.6919515,[-0.159  1.954 -3.915 -3.491 -0.728],-141.65822,9.82666e-05
10.327087,1.3274516,-9.920882,1.101398,0.43997294,7500,0.99076736,-983.03174,100,2580.325600385666,491.82,75,9.996454,9.9929085,9821.962,1798800,0.0841298,,1.0262855,0.12823343,98.80695,0.9973278,-131.58768,4916.350545677137,0.6899964,[-0.15   1.952 -3.912 -3.485 -0.727],-131.67213,3.7231446e-05
20.095825,1.4178066,-19.822289,1.0446178,0.6142862,7600,0.9811533,-973.2576,100,2654.35627245903,487.93,76,9.997684,9.995367,19224.633,1847593,0.067887925,,1.0144873,0.15440077,138.33397,1.0023189,-141.51413,4878.062779799658,0.6880428,[-0.145  1.951 -3.912 -3.486 -0.729],-141.58322,0.00012695312
0.17303467,1.0,-0.0719878,1.0,1.0,7700,0.99794,-3.4682007,100,2730.554272413254,498.97,77,9.998142,9.9962845,0.25752512,1897490,,,1.0,0.045339096,0.5049376,1.0,-121.71917,4988.657914829136,0.6880428,[-0.141  1.95  -3.914 -3.488 -0.731],-121.71917,-6.530762e-05
10.2595215,1.0000287,-10.075153,1.0,0.9999541,7800,0.98534,-983.0876,100,2804.549412250519,492.67,78,9.997315,9.994631,9862.682,1946757,7.565456e-06,,1.0,0.12018737,98.81323,0.9999998,-131.71227,4925.264776906403,0.6880428,[-0.141  1.95  -3.914 -3.488 -0.731],-131.71228,8.117676e-05
20.163147,2.1709323,-19.685068,1.3135984,0.25662434,7900,0.9911991,-973.1869,100,2878.046647310257,487.4,79,9.997704,9.995407,19047.227,1995497,0.13499478,,1.0626224,0.16162273,138.3289,0.9985825,-141.41266,4872.775890620111,0.687811,[-0.141  1.95  -3.914 -3.488 -0.731],-141.65634,-1.4038086e-05
39.786987,5.310994,-38.75302,1.8215172,0.45292097,8000,0.9984014,-953.5748,100,2952.478333234787,479.49,80,9.997652,9.995304,36393.484,2043446,0.24782129,,1.1282873,0.2133152,194.14091,0.99867344,-160.70523,4793.673379805146,0.6843949,[-0.132  1.943 -3.91  -3.478 -0.731],-161.2627,-5.3710937e-05
21.39569,8.004659,-17.731668,1.2877257,0.25719428,8100,1.0359083,-971.9481,100,3027.3305757045746,484.37,81,9.997047,9.994095,13022.878,2091883,0.35365286,,1.1497598,0.19146343,131.14061,0.99890417,-140.26793,4842.167551929361,0.6763148,[-0.143  1.922 -3.909 -3.458 -0.734],-142.82193,-9.765625e-06
