Bound,J_sample_variance,MinD2w0t,InitialReturnMin,Weights,ReturnMeanIW,Iteration,ReturnStepMax,ReturnStepMaxmin,InitialReturnMean,InitialBound,MeanD2w0t,EpThisIter,MeanEntropy,EpisodesSoFar,TimeElapsed,StdIW,InitialReturnMax,MaxD2w0t,MaxIW,EpLenMean,InitialReturnStd,StdD2w0t,MeanIW,EmpiricalD2,TimestepsSoFar,EpRewMean,MinIW
-640.42365,90625.27,,-362.64233,[-0.111  0.257 -1.531 -1.842 -0.479],-268.53287,15,9.999996,9.68671,5.0354003e-05,-783.16656,0.27119932,20,0.9337292,300,50.74078130722046,0.42352214,284.23218,11.322571,3.2824795,65.45,136.1618,0.86147594,0.53460395,5.83834,15936,644.2473958412114,0.033466533
-645.8727,98260.4,,-432.33533,[-0.132  0.166 -1.53  -1.804 -0.485],-275.39093,16,9.999999,9.690722,-1.6784668e-05,-788.7339,0.27354312,20,0.89146876,320,54.57337236404419,0.7641122,282.23694,11.351299,8.423973,66.2,169.98154,0.87861466,0.67027235,6.644409,17260,651.7628735770049,0.020488838
-685.64154,61226.344,,-390.62802,[-0.116  0.258 -1.522 -1.889 -0.527],-329.0684,17,9.999998,9.641682,1.2207031e-05,-846.4105,0.21066387,20,0.8236682,340,57.928767919540405,0.38369998,324.44498,8.101117,3.6329076,56.85,218.95703,0.67950404,0.58681005,3.2596455,18397,558.3148261892252,0.018809183
-682.2784,96005.36,,-486.79916,[-0.088  0.299 -1.56  -1.934 -0.595],-365.79965,18,9.999999,9.814307,-1.2207031e-05,-769.46857,0.4873652,20,0.77922004,360,62.887922048568726,0.52881926,506.31534,11.812201,4.9304905,105.95,303.80377,1.3125699,0.83733517,2.5582528,20516,1049.6628499301578,0.13235755
-461.71387,40544.75,,-713.819,[-0.077  0.336 -1.647 -1.979 -0.64 ],-142.01228,19,10.0,9.870779,3.967285e-05,-545.23474,0.69980913,20,0.727705,380,70.19702124595642,0.8322428,267.45764,9.015435,7.812754,162.9,225.96373,1.2635089,0.732409,3.023399,23774,1618.4747863823995,0.0920275
-535.25854,80157.48,,-645.48645,[-0.083  0.361 -1.632 -1.976 -0.691],-233.47623,20,9.999999,9.834008,-2.746582e-05,-611.3841,0.3628013,20,0.73101914,400,75.77540993690491,0.31587213,294.8911,7.1014876,2.6843278,125.0,245.89178,0.7493121,0.6625622,2.137146,26274,1239.6251672712874,0.1541476
-501.28943,29247.152,,-337.6266,[-0.051  0.295 -1.654 -1.942 -0.688],-184.96178,21,9.999999,9.859725,-5.1879884e-05,-590.1186,0.6069935,20,0.71447337,420,82.16335463523865,0.49314287,324.85382,16.759228,3.2461367,141.8,203.5675,1.4440799,0.6786503,3.135729,29110,1408.0542697296958,0.044267632
-503.85107,40498.15,,-590.27374,[-0.073  0.342 -1.671 -1.918 -0.704],-162.43265,22,9.999999,9.8391905,-6.408691e-05,-637.4569,0.6132751,20,0.66998404,440,88.21658492088318,0.5173263,344.02905,13.706859,3.5942523,128.55,269.01523,1.3978252,0.60317636,4.810942,31681,1275.1635803743725,0.083736315
-431.73563,39638.004,,-730.4602,[-0.059  0.393 -1.699 -1.926 -0.749],-123.898796,23,9.999998,9.898664,4.8828126e-05,-510.1297,0.9543234,20,0.6328322,460,96.58957147598267,0.4595021,242.8678,15.517837,3.921095,198.5,232.67714,1.7167287,0.57863253,3.6500862,35651,1974.9418869904644,0.015984388
-360.82184,12528.089,,-550.6543,[-0.041  0.363 -1.718 -1.946 -0.786],-66.73595,24,10.0,9.930712,-2.746582e-05,-407.9974,1.1025397,20,0.62392044,480,108.16722178459167,2.0336587,139.14716,8.943528,25.350056,284.3,191.20483,1.3466152,1.3109257,3.8932106,41337,2833.150239737036,0.11240584
-425.0176,71588.984,,-793.17267,[-0.019  0.383 -1.772 -2.015 -0.795],-133.9761,25,10.0,9.959526,-1.2207031e-05,-470.30835,1.1740147,20,0.60066384,500,120.93596148490906,0.54337305,200.14435,7.173701,2.7818313,313.2,312.6792,1.1832497,0.83563435,2.7783692,47601,3125.660913273741,0.007980713
-369.84473,47706.57,,-854.90656,[-0.02   0.422 -1.789 -2.03  -0.818],-85.60364,26,10.0,9.943163,1.2207031e-05,-407.76166,0.94538397,20,0.59385103,520,132.60834574699402,0.49744838,138.349,8.206053,3.5841641,294.25,221.25441,1.0987798,0.81030315,2.8668003,53486,2934.1365636799646,0.07196687
-452.13574,40912.168,,-713.8066,[ 1.953e-03  4.345e-01 -1.796e+00 -2.028e+00 -8.251e-01],-146.06871,27,9.999999,9.915769,,-517.85126,1.0371965,20,0.55206156,540,141.6687421798706,0.437657,249.7909,8.245972,2.9884467,218.85,267.08975,1.5705822,0.6183505,3.2468486,57863,2179.2823115701285,0.092721954
-340.62198,38571.895,,-870.0954,[ 1.257e-03  4.157e-01 -1.829e+00 -2.043e+00 -8.669e-01],-64.023705,28,9.999999,9.966565,2.1362304e-05,-354.3952,0.9429166,20,0.53881794,560,157.62837958335876,0.38222525,83.80878,1.4110878,2.8942583,403.55,224.57785,0.47120377,1.0807806,1.3155243,65934,4028.7511115350376,0.41691706
-352.76166,19114.254,,-584.7324,[-1.013e-03  4.200e-01 -1.869e+00 -2.068e+00 -8.801e-01],-65.373314,29,10.0,9.9711,4.8828126e-05,-382.99448,1.6886473,20,0.52870566,580,172.35328078269958,0.5590742,112.27179,15.765962,3.8351324,380.15,227.00172,1.6732079,0.9606463,4.2059126,73537,3796.0035760987075,0.0667087
-349.96545,12728.64,,-598.24567,[-0.022  0.445 -1.916 -2.05  -0.89 ],-61.2974,30,10.0,9.96755,5.1879884e-05,-383.61996,1.5864915,20,0.5262393,600,186.48035645484924,0.97341806,113.072815,13.94994,7.6994925,366.65,207.86359,1.7892591,0.87336427,4.55435,80870,3660.5490017683687,0.1152911
-331.52606,13143.586,,-585.02136,[-0.04   0.417 -1.965 -2.039 -0.893],-51.664886,31,10.0,9.950237,-1.5258789e-05,-347.17477,0.8455176,20,0.509009,620,199.5673589706421,0.34499207,77.445496,1.9598129,2.1654706,333.4,143.22426,0.6236836,0.8190503,1.5221475,87538,3325.7028668535704,0.10000861
-316.69748,7212.296,,-624.4873,[-0.032  0.392 -2.016 -2.012 -0.91 ],-33.778378,32,10.0,9.952845,-4.5776367e-05,-342.31018,1.1199462,20,0.519226,640,212.97403144836426,1.8209591,72.51898,5.4545674,12.49381,344.8,150.36246,0.98139095,1.1641889,2.5043416,94434,3439.868328012171,0.15218975
-294.7344,882.2769,,-280.12878,[-0.016  0.347 -2.05  -1.971 -0.9  ],-15.247449,33,9.999999,9.96807,-2.4414063e-05,-311.7995,1.1539812,20,0.51600945,660,227.91516256332397,0.4939731,41.221313,6.9517126,3.1402352,395.05,79.98356,0.83951163,0.90815246,2.5103612,102335,3944.189997875774,0.07022409
-280.355,229.50447,,-185.57751,[ 1.661e-03  3.279e-01 -2.063e+00 -1.975e+00 -9.029e-01],-4.788715,34,10.0,9.981913,3.0517578e-05,-289.8288,1.1619,20,0.5147701,680,244.79251623153687,0.5209837,18.549072,6.4162207,3.1373496,450.05,49.264435,0.61508524,1.0431906,1.9362322,111336,4496.424824026073,0.11748409
-309.54944,5369.4585,,-669.20123,[ 0.017  0.326 -2.073 -1.981 -0.904],-26.958576,35,10.0,9.985964,-3.0517579e-06,-335.5275,1.4518032,20,0.4938713,700,260.91652059555054,0.47405297,64.06964,5.8927107,2.694881,430.0,171.34377,0.84573495,0.7966093,2.5426502,119936,4296.979398106832,0.050285555
-308.19327,4193.921,,-560.7356,[ 0.03   0.307 -2.093 -1.979 -0.925],-25.13703,36,9.999999,9.983321,-4.272461e-05,-334.0241,1.4236264,20,0.48110375,720,277.11310482025146,0.5848794,62.69745,6.5704308,5.7468286,428.2,158.45901,0.9992098,0.8955578,2.6223168,128500,4278.4267256204175,0.0721423
-274.633,90.401375,,-66.924805,[ 0.008  0.309 -2.109 -1.981 -0.938],-2.033998,37,10.0,9.993946,3.3569337e-05,-275.49207,0.9945468,20,0.47680172,740,295.51936292648315,0.13025692,3.644287,1.0504959,1.3558594,487.8,15.353847,0.15771762,1.0087848,1.0392077,138256,4876.516501846883,0.57480747
-291.31494,2088.7954,,-352.26367,[ 0.01   0.312 -2.11  -1.979 -0.942],-16.802454,38,10.0,9.981848,2.1362304e-05,-305.4351,0.9936822,20,0.47772202,760,311.25342440605164,0.2809477,34.162964,1.9833193,2.2734005,427.4,86.49965,0.44467384,0.86869377,1.3754078,146804,4270.118321238967,0.32041806
-281.98932,295.6788,,-85.65485,[ 0.021  0.296 -2.203 -1.965 -0.941],-6.993947,39,10.0,9.987175,4.8828126e-05,-287.7983,1.0024221,20,0.47729447,780,328.32817673683167,0.26656798,16.29303,1.5149024,1.7064272,449.2,33.58677,0.35076728,0.9170502,1.2786281,155788,4489.114650974301,0.25375688
-336.74826,49811.207,,-920.9658,[ 0.029  0.308 -2.219 -1.981 -0.942],-61.428127,40,9.999999,9.988872,4.272461e-05,-343.97272,0.99810684,20,0.47735468,800,344.8630805015564,0.19024137,72.37439,1.483527,1.7943132,444.0,228.73978,0.36553895,0.89313203,1.2331008,164668,4437.5233944614465,0.3088179
-282.4225,701.2034,,-152.4065,[ 0.021  0.298 -2.233 -1.96  -0.942],-8.825865,41,10.0,9.989666,2.746582e-05,-284.9859,0.98201555,20,0.47081864,820,362.2323124408722,0.24504699,13.326599,1.1495757,2.046202,466.45,40.036194,0.26530662,0.938976,1.1056923,173997,4662.0861313740525,0.39201632
-327.55225,48258.473,,-935.2546,[ 0.025  0.301 -2.237 -1.957 -0.948],-54.084713,42,10.0,9.991463,,-329.81277,0.9659422,20,0.46405074,840,379.09740447998047,0.24076302,58.093567,1.178247,1.9443676,458.85,217.5681,0.29114962,0.99020076,1.0973184,183174,4586.537794742126,0.39345402
-280.50302,472.25797,,-198.97101,[ 0.022  0.295 -2.242 -1.95  -0.955],-6.163096,43,10.0,9.985201,6.1035157e-06,-285.3361,1.0128542,20,0.45331368,860,396.3443830013275,0.3043081,13.898376,1.1864868,1.9614258,467.1,47.223927,0.27329683,1.0082006,1.1678996,192516,4667.539402165393,0.39719856
-272.215,0.925561,,-4.5082397,[ 0.022  0.296 -2.249 -1.938 -0.966],-0.14283195,44,10.0,9.994564,2.746582e-05,-272.22803,0.9952094,20,0.4532539,880,414.80257534980774,0.020395376,0.35614014,1.002276,1.051768,497.35,1.0419755,0.072647154,0.99596506,1.0011545,202463,4972.1409861259435,0.89417726
-291.55014,3769.901,,-352.50824,[ 0.023  0.296 -2.249 -1.938 -0.966],-17.290014,45,10.0,9.991648,,-297.88388,1.0024209,20,0.44690108,900,431.5383400917053,0.2653017,26.124084,1.2169576,1.7697741,464.35,86.53765,0.28184867,0.9467359,1.1519415,211750,4641.555773937013,0.3521374
-297.58136,4279.063,,-586.5148,[ 0.021  0.304 -2.287 -1.958 -0.972],-18.818106,46,10.0,9.989273,4.8828126e-05,-314.9402,1.152248,20,0.43227264,920,448.2109673023224,0.29444072,43.3125,1.8233888,2.2046714,449.05,139.887,0.42882127,0.7945731,1.5669664,220731,4488.087780484811,0.22813384
-274.61914,26.987331,,-79.70056,[ 0.014  0.318 -2.326 -1.982 -0.987],-1.3547958,47,10.0,9.992674,6.1035156e-05,-277.89777,1.0265546,20,0.43121192,940,465.8147852420807,0.24262713,6.126343,1.353003,1.6409855,477.8,19.78603,0.23476502,0.98242986,1.1745672,230287,4776.241964819449,0.24799694
-272.09033,0.0067687943,1.0,-0.13848877,[ 0.023  0.316 -2.332 -1.982 -0.988],-0.028443927,48,10.0,0.012300491,1.8310548e-05,-272.09033,1.0,20,0.43121192,960,484.1104316711426,,0.10424805,1.0,1.0,500.0,0.080170795,,1.0,1.0,240287,4999.119466457394,1.0
-279.4237,105.77057,,-312.64526,[ 0.023  0.316 -2.332 -1.982 -0.988],-3.5902638,49,10.0,9.989979,4.272461e-05,-300.60263,1.0389656,20,0.42948258,980,500.3756699562073,0.434984,28.975586,1.7315805,3.0174334,452.8,82.59856,0.3615172,0.9730885,1.3675268,249343,4525.725833690941,0.08124453
-273.1332,19.476599,,-25.310852,[ 0.037  0.318 -2.337 -1.988 -0.989],-0.91087055,50,10.0,9.994099,-3.0517578e-05,-273.32202,0.9898913,20,0.42630684,1000,518.5509533882141,0.079444475,1.4882202,1.0152411,1.2540752,492.0,5.8083096,0.12627508,1.0220599,1.0120797,259183,4918.54003539821,0.7374536
-320.46506,39378.023,,-931.7273,[ 0.036  0.319 -2.338 -1.987 -0.993],-46.120586,51,10.0,9.991869,4.5776367e-05,-323.37802,1.0111959,20,0.4162213,1020,535.2693116664886,0.23907922,51.626404,1.2069076,1.8746564,464.7,213.99771,0.28338444,0.92857146,1.1704694,268477,4645.104862067585,0.34967706
-272.10965,0.013606713,1.0,-0.34899902,[ 0.033  0.319 -2.35  -2.002 -1.003],-0.047761124,52,10.0,0.013395309,7.6293945e-05,-272.10965,1.0,20,0.4162213,1040,553.5234529972076,,0.13824463,1.0,1.0,500.0,0.11369261,,1.0,1.0,278477,4999.043020920761,1.0
-272.09232,0.010779452,1.0,-0.22583008,[ 0.033  0.319 -2.35  -2.002 -1.003],-0.030417433,53,10.0,0.014479637,-5.1879884e-05,-272.09232,1.0,20,0.4162213,1060,570.9519050121307,,0.09692383,1.0,1.0,500.0,0.10119816,,1.0,1.0,288477,4999.2300174530765,1.0
-321.19012,47544.555,,-933.71783,[ 0.033  0.319 -2.35  -2.002 -1.003],-48.93565,54,10.0,9.992189,2.1362304e-05,-321.40503,0.94992304,20,0.41454467,1080,587.5399148464203,0.08305577,49.656128,1.0226123,1.2606515,471.3,214.21626,0.23446654,0.99248093,1.01511,297903,4711.152644609071,0.73355186
-272.5107,6.4586864,,-11.245422,[ 0.034  0.315 -2.349 -1.994 -1.004],-0.4382587,55,10.0,9.992409,3.3569337e-05,-272.52612,0.9890981,20,0.41446108,1100,605.3143882751465,0.017096207,0.76849365,1.0012416,1.0458002,494.35,2.5893888,0.105742075,0.99690735,1.0007931,307790,4941.618155125833,0.9393622
-273.20334,27.51269,,-24.561829,[ 0.035  0.315 -2.35  -1.994 -1.004],-1.0828327,56,10.0,9.994911,-3.6621095e-05,-273.26602,0.98708165,20,0.41323775,1120,623.0138812065125,0.07072465,1.3778687,1.0144023,1.4032798,492.1,5.6353545,0.1250885,1.0148166,1.0064375,317632,4919.74282546833,0.8498796
-272.0828,0.004320539,1.0,-0.1506958,[ 0.033  0.315 -2.35  -1.994 -1.006],-0.020912051,57,10.0,0.011369705,1.5258789e-05,-272.0828,1.0,20,0.41323775,1140,640.7516870498657,,0.082092285,1.0,1.0,500.0,0.06405865,,1.0,1.0,327632,4999.1935431544425,1.0
-289.7499,3036.7,,-598.21454,[ 0.033  0.315 -2.35  -1.994 -1.006],-12.239912,58,10.0,9.994562,7.019043e-05,-303.46243,1.1185385,20,0.4078083,1160,656.9865107536316,0.4814268,31.598022,1.6149384,2.6929522,477.3,137.23985,0.27216548,1.0440205,1.3427385,337178,4771.697029752013,0.19658834
-272.0701,0.007170744,1.0,-0.21496582,[ 0.038  0.334 -2.364 -1.999 -1.011],-0.008216943,59,10.0,0.014760017,-3.967285e-05,-272.0701,1.0,20,0.4078083,1180,673.4034180641174,,0.09033203,1.0,1.0,500.0,0.082542606,,1.0,1.0,347178,4999.190539570145,1.0
-274.6144,79.1564,,-84.30603,[ 0.038  0.334 -2.364 -1.999 -1.011],-1.7854885,60,10.0,9.992437,-2.746582e-05,-276.3105,1.0163355,20,0.4081955,1200,688.7624778747559,0.24099818,4.5634766,1.1713783,2.3013651,486.65,19.341322,0.17270128,1.0221944,1.0870265,356911,4864.65473885376,0.44732326
-272.17474,0.68388397,,-3.762146,[ 0.032  0.34  -2.371 -2.002 -1.011],-0.10597821,61,10.0,9.994446,2.1362304e-05,-272.1821,0.99555194,20,0.4081115,1220,704.84184217453,0.016435644,0.33538818,1.0011144,1.0393622,497.65,0.8692143,0.06841298,0.99828124,1.0004989,366864,4975.108278394825,0.91584367
-281.14224,465.5035,,-381.22144,[ 0.032  0.34  -2.371 -2.002 -1.011],-5.2378116,62,10.0,9.991806,1.8310548e-05,-293.12036,1.1759932,20,0.40484616,1240,719.6584498882294,1.1405941,21.375977,2.5811508,18.477856,472.1,87.59827,0.3922053,1.045819,1.5567268,376306,4719.060889168265,0.12480251
-272.08667,0.0041061915,1.0,-0.14257812,[ 0.02   0.355 -2.377 -2.012 -1.014],-0.024784314,63,10.0,0.013894081,2.746582e-05,-272.08667,1.0,20,0.40484616,1260,735.9346153736115,,0.093688965,1.0,1.0,500.0,0.06246796,,1.0,1.0,386306,4999.289954595244,1.0
-272.093,0.0074088746,1.0,-0.24279785,[ 0.02   0.355 -2.377 -2.012 -1.014],-0.03109101,64,10.0,0.015091896,3.3569337e-05,-272.093,1.0,20,0.40484616,1280,751.6927871704102,,0.10015869,1.0,1.0,500.0,0.08388027,,1.0,1.0,396306,4999.244447301682,1.0
-272.0907,0.0099422615,1.0,-0.26171875,[ 0.02   0.355 -2.377 -2.012 -1.014],-0.028814608,65,10.0,0.01348114,-1.5258789e-05,-272.0907,1.0,20,0.40484616,1300,767.4855189323425,,0.11505127,1.0,1.0,500.0,0.09718269,,1.0,1.0,406306,4999.264669762813,1.0
-272.00473,0.019332398,,-0.44250488,[ 0.02   0.355 -2.377 -2.012 -1.014],0.057163,66,10.0,9.994736,-3.6621095e-05,-272.00473,0.9995,20,0.40484616,1320,783.0478811264038,,0.115112305,1.0,1.0,499.75,0.13553844,0.02235504,1.0,1.0,416301,4996.178127985976,1.0
-272.08606,0.011929111,1.0,-0.32183838,[ 0.02   0.355 -2.377 -2.012 -1.014],-0.0241746,67,10.0,0.013727188,9.155274e-06,-272.08606,1.0,20,0.40484616,1340,798.5711939334869,,0.08508301,1.0,1.0,500.0,0.10647914,,1.0,1.0,426301,4999.2264848013565,1.0
-339.17487,49432.754,,-907.93604,[ 0.02   0.355 -2.377 -2.012 -1.014],-62.012054,68,10.0,9.98966,1.2207031e-05,-357.04175,1.0710078,20,0.4017024,1360,812.061949968338,0.39680478,85.42078,2.2980263,4.228962,435.35,234.62073,0.46221596,0.84842,1.4666563,435008,4351.244243890528,0.19401295
-272.1082,0.014120294,1.0,-0.31658936,[ 0.006  0.357 -2.409 -2.015 -1.017],-0.046280038,69,10.0,0.010721207,,-272.1082,1.0,20,0.4017024,1380,828.2991094589233,,0.13018799,1.0,1.0,500.0,0.11581708,,1.0,1.0,445008,4999.188071956152,1.0
-272.90643,8.301453,,-26.292847,[ 0.006  0.357 -2.409 -2.015 -1.017],-0.562908,70,10.0,9.995153,-4.5776367e-05,-273.365,1.0013381,20,0.4024979,1400,843.4882690906525,0.13396147,1.4783325,1.1321293,1.3382407,491.85,6.0323977,0.13093059,1.0054674,1.0486417,454845,4917.30118494327,0.42875412
-272.10886,0.010748749,1.0,-0.24523926,[ 0.011  0.356 -2.418 -2.014 -1.016],-0.04695983,71,10.0,0.011519432,5.7983398e-05,-272.10886,1.0,20,0.4024979,1420,859.6785759925842,,0.105163574,1.0,1.0,500.0,0.10103706,,1.0,1.0,464845,4999.241285212558,1.0
-315.45822,35872.848,,-915.4192,[ 0.011  0.356 -2.418 -2.014 -1.016],-42.28559,72,10.0,9.995071,2.4414063e-05,-320.17957,0.98620605,20,0.39789596,1440,874.6056482791901,0.19225046,48.289856,1.1015469,1.5342737,475.2,210.01158,0.22635694,0.94875205,1.071038,474349,4750.819728857541,0.4099744
-272.12192,0.00887966,1.0,-0.2454834,[ 0.012  0.36  -2.464 -2.027 -1.021],-0.060023267,73,10.0,0.014450073,-6.408691e-05,-272.12192,1.0,20,0.39789596,1460,890.4908056259155,,0.13116455,1.0,1.0,500.0,0.09184149,,1.0,1.0,484349,4999.248231622779,1.0
-291.8404,4852.026,,-616.6943,[ 0.012  0.36  -2.464 -2.027 -1.021],-15.478436,74,10.0,9.995056,-5.7983398e-05,-304.43326,1.2170453,20,0.38954926,1480,905.3952310085297,0.54863155,32.534424,4.2344065,8.077972,477.15,141.47937,0.4289041,0.94633144,1.6481092,493892,4770.313626287928,0.118307166
-274.0863,54.348736,,-52.486755,[-1.248e-03  3.691e-01 -2.489e+00 -2.038e+00 -1.029e+00],-1.5996317,75,10.0,9.99543,3.6621095e-05,-274.77335,1.0081961,20,0.38793895,1500,920.8755159378052,0.14949544,2.8583374,1.2174474,1.3873601,488.9,12.041703,0.1567033,0.9809293,1.079201,503670,4887.874951953856,0.54114115
-274.54678,30.919401,,-142.92505,[ 0.003  0.368 -2.49  -2.039 -1.031],-1.225839,76,10.0,9.993208,-6.408691e-05,-279.74786,1.0567298,20,0.3879379,1520,935.7827315330505,0.29920954,7.95697,1.8184638,1.7202456,481.0,32.816692,0.25281915,0.98357373,1.3002632,513290,4808.356989170491,0.15124214
-272.09204,0.004511213,1.0,-0.11657715,[ 0.013  0.367 -2.493 -2.038 -1.031],-0.030163199,77,10.0,0.010863304,-1.5258789e-05,-272.09204,1.0,20,0.3879379,1540,951.7419514656067,,0.08215332,1.0,1.0,500.0,0.06547042,,1.0,1.0,523290,4999.314293348056,1.0
-272.0968,0.0063700024,1.0,-0.1875,[ 0.013  0.367 -2.493 -2.038 -1.031],-0.03492574,78,10.0,0.013550758,-7.6293945e-05,-272.0968,1.0,20,0.3879379,1560,967.281813621521,,0.12176514,1.0,1.0,500.0,0.07779517,,1.0,1.0,533290,4999.263711131397,1.0
-272.0967,0.0044900523,1.0,-0.1505127,[ 0.013  0.367 -2.493 -2.038 -1.031],-0.034808263,79,10.0,0.013545036,-5.1879884e-05,-272.0967,1.0,20,0.3879379,1580,982.4406728744507,,0.099243164,1.0,1.0,500.0,0.06532805,,1.0,1.0,543290,4999.375906138504,1.0
-272.1187,0.009070901,1.0,-0.25372314,[ 0.013  0.367 -2.493 -2.038 -1.031],-0.05683438,80,10.0,0.016548157,,-272.1187,1.0,20,0.3879379,1600,997.8481094837189,,0.11236572,1.0,1.0,500.0,0.092812106,,1.0,1.0,553290,4999.240491233981,1.0
-272.74405,6.3091702,,-21.046997,[ 0.013  0.367 -2.493 -2.038 -1.031],-0.49118564,81,10.0,9.995119,-9.1552734e-05,-273.09787,0.9959081,20,0.38723752,1620,1013.1933650970459,0.1187412,1.21698,1.1021299,1.2208345,492.7,4.8292527,0.12202837,0.98506993,1.0266097,563144,4925.792826989777,0.50646377
-272.11774,0.009648972,1.0,-0.21679688,[ 0.016  0.367 -2.493 -2.038 -1.032],-0.05584712,82,10.0,0.014139175,5.493164e-05,-272.11774,1.0,20,0.38723752,1640,1028.8831939697266,,0.12799072,1.0,1.0,500.0,0.09573027,,1.0,1.0,573144,4999.300010767269,1.0
