Iteration,TimestepsSoFar,MaxIW,EmpiricalD2,J_sample_variance,EpLenMean,MeanIW,MaxD2w0t,EpThisIter,ReturnMeanIW,ReturnStepMax,InitialReturnStd,EpRewMean,Weights,MeanD2w0t,InitialReturnMean,InitialBound,StdD2w0t,MeanEntropy,MinIW,MinD2w0t,Bound,ReturnStepMaxmin,EpisodesSoFar,StdIW,InitialReturnMax,TimeElapsed,InitialReturnMin
83,2469633,1.2067983,1.0116231,0.6846585,498.86,1.000812,1.0576593,100,-0.1346225,9.999117,1.4279522,4988.046184832876,[-0.03   0.697 -2.104 -1.866 -1.503],1.0012819,-4.8828124e-06,-121.853874,0.048224427,-0.08419673,0.5158824,,-121.815834,9.998234,8300,0.06352247,0.24816895,3817.1719374656677,-14.183105
84,2519633,1.0,1.0,0.0081927935,500.0,1.0,1.0,100,-0.06989482,0.016396523,0.09006948,4999.565893995688,[-0.028  0.697 -2.104 -1.866 -1.503],1.0,2.9296874e-05,-0.26939094,,-0.08419673,1.0,1.0,-0.26939094,0.015759468,8400,,0.10601807,3892.095921278,-0.34014893
85,2569633,1.0,1.0,0.005652335,500.0,1.0,1.0,100,-0.070023365,0.018490791,0.07480517,4999.566490093802,[-0.028  0.697 -2.104 -1.866 -1.503],1.0,1.2207031e-06,-0.2950004,,-0.08419673,1.0,1.0,-0.2950004,0.017858505,8500,,0.10076904,3967.3639574050903,-0.2218628
86,2619633,1.0,1.0,0.0067413906,500.0,1.0,1.0,100,-0.06332534,0.0164814,0.08170017,4999.582548609595,[-0.028  0.697 -2.104 -1.866 -1.503],1.0,,-0.26385418,,-0.08419673,1.0,1.0,-0.26385418,0.015870094,8600,,0.10003662,4042.162252187729,-0.24407959
87,2669633,1.0,1.0,0.006394658,500.0,1.0,1.0,100,-0.07853587,0.016721725,0.07955894,4999.5347927331595,[-0.028  0.697 -2.104 -1.866 -1.503],1.0,4.8217775e-05,-0.28198874,,-0.08419673,1.0,1.0,-0.28198874,0.016020775,8700,,0.117004395,4117.2799599170685,-0.19140625
88,2719633,1.0,1.0,0.008050828,500.0,1.0,1.0,100,-0.06891497,0.0167799,0.08928516,4999.540324586447,[-0.028  0.697 -2.104 -1.866 -1.503],1.0,4.2114258e-05,-0.27307564,,-0.08419673,1.0,1.0,-0.27307564,0.016088486,8800,,0.10473633,4192.102075338364,-0.3204956
89,2768635,1.4959093,1.0275283,18791.52,490.02,0.98462063,1.0451947,100,-19.5051,9.998967,139.06274,4899.584075123803,[-0.028  0.697 -2.104 -1.866 -1.503],0.993625,-2.8686523e-05,-141.5452,0.14204042,-0.08719639,0.5925318,,-141.34996,9.997934,8900,0.12024816,19.962952,4265.281058073044,-973.43896
90,2817638,1.2832775,1.0139261,18801.02,490.03,1.0015364,1.024393,100,-19.500984,9.998939,138.36653,4899.670112246204,[-0.029  0.69  -2.104 -1.855 -1.506],0.9876187,4.9438477e-05,-141.43811,0.14097485,-0.08831821,0.65134037,,-141.28415,9.997877,9000,0.088112794,19.862244,4340.61802649498,-973.5428
91,2867638,1.0,1.0,0.0063527743,500.0,1.0,1.0,100,-0.056731414,0.016243935,0.07931055,4999.577801415154,[-0.028  0.685 -2.126 -1.85  -1.507],1.0,-7.507324e-05,-0.25437102,,-0.08831821,1.0,1.0,-0.25437102,0.015641212,9100,,0.09124756,4416.801307678223,-0.2557373
92,2917638,1.0,1.0,0.006857249,500.0,1.0,1.0,100,-0.066986516,0.019511223,0.08239412,4999.567379503144,[-0.028  0.685 -2.126 -1.85  -1.507],1.0,3.234863e-05,-0.30437914,,-0.08831821,1.0,1.0,-0.30437914,0.018875122,9200,,0.103881836,4491.872930049896,-0.2803955
93,2967638,1.0,1.0,0.00530847,500.0,1.0,1.0,100,-0.068270884,0.018681526,0.0724934,4999.573352674296,[-0.028  0.685 -2.126 -1.85  -1.507],1.0,-4.5776367e-05,-0.29556862,,-0.08831821,1.0,1.0,-0.29556862,0.018060684,9300,,0.09185791,4566.442348241806,-0.2487793
94,3017551,1.0000207,1.0,0.22035745,499.13,0.9999997,1.0,100,-0.07013256,9.998767,0.4671023,4990.568998162628,[-0.028  0.685 -2.126 -1.85  -1.507],0.99826,9.155274e-06,-121.724915,0.041676365,-0.08831821,0.9998946,,-121.72491,9.997534,9400,1.083456e-05,0.15820312,4640.763636827469,-3.354187
95,3067551,1.0,1.0,0.007302042,500.0,1.0,1.0,100,-0.06894084,0.01713276,0.085030705,4999.5600884659625,[-0.028  0.685 -2.126 -1.85  -1.507],1.0,-7.019043e-05,-0.27739474,,-0.08831821,1.0,1.0,-0.27739474,0.016493797,9500,,0.10687256,4711.910966157913,-0.25152588
96,3117551,1.0,1.0,0.005209725,500.0,1.0,1.0,100,-0.057100162,0.017931938,0.07180938,4999.586990385281,[-0.028  0.685 -2.126 -1.85  -1.507],1.0,-2.746582e-05,-0.27527767,,-0.08831821,1.0,1.0,-0.27527767,0.017333984,9600,,0.09051514,4784.888957977295,-0.26397705
97,3167434,1.2774289,1.0101249,0.216852,498.83,1.0025249,1.075059,100,-0.07910095,9.998923,0.94154966,4987.65513734947,[-0.028  0.685 -2.126 -1.85  -1.507],1.0009434,6.1035156e-05,-121.79186,0.04889216,-0.088256866,0.45683068,,-121.753746,9.997847,9700,0.06370918,0.20855713,4856.742565155029,-8.958069
98,3217434,1.0,1.0,0.0061421883,500.0,1.0,1.0,100,-0.06394759,0.01999855,0.07798536,4999.556166531599,[-0.026  0.685 -2.126 -1.85  -1.507],1.0,-6.1035155e-07,-0.3072695,,-0.088256866,1.0,1.0,-0.3072695,0.019341469,9800,,0.10119629,4928.97891998291,-0.25561523
99,3267434,1.0,1.0,0.00723823,500.0,1.0,1.0,100,-0.061008338,0.0175848,0.084654406,4999.568971659941,[-0.026  0.685 -2.126 -1.85  -1.507],1.0,-1.8310548e-05,-0.27496222,,-0.088256866,1.0,1.0,-0.27496222,0.016952515,9900,,0.097473145,5002.485646486282,-0.33099365
100,3317434,1.0,1.0,0.004214731,500.0,1.0,1.0,100,-0.056940608,0.015015602,0.06458611,4999.588467291138,[-0.026  0.685 -2.126 -1.85  -1.507],1.0,-4.5776367e-05,-0.23963511,,-0.088256866,1.0,1.0,-0.23963511,0.014419556,10000,,0.08642578,5051.82261633873,-0.28222656
101,3367412,1.0,1.0,0.0357231,499.78,1.0,1.0,100,-0.060944956,9.999181,0.18806194,4997.273264998817,[-0.026  0.685 -2.126 -1.85  -1.507],0.99956,-9.82666e-05,-121.72076,0.02097261,-0.088256866,1.0,,-121.72076,9.998362,10100,,0.10858154,5121.977760076523,-1.7120361
102,3417412,1.0,1.0,0.00718967,500.0,1.0,1.0,100,-0.06906894,0.018842697,0.08436926,4999.565993727845,[-0.026  0.685 -2.126 -1.85  -1.507],1.0,2.8076172e-05,-0.29832762,,-0.088256866,1.0,1.0,-0.29832762,0.018208504,10200,,0.0982666,5161.95295715332,-0.328125
103,3467412,1.0,1.0,0.006260297,500.0,1.0,1.0,100,-0.058703754,0.017087936,0.07872419,4999.595917952758,[-0.026  0.685 -2.126 -1.85  -1.507],1.0,-0.000107421874,-0.2666123,,-0.088256866,1.0,1.0,-0.2666123,0.016515732,10300,,0.08892822,5199.206443786621,-0.22540283
104,3516938,7.279504,1.3149621,2410.3022,495.26,0.9782589,3.8385098,100,-4.954427,9.999142,76.743805,4952.059182798436,[-0.026  0.685 -2.126 -1.85  -1.507],1.0931593,1.7700195e-05,-129.42184,0.18976042,-0.0890717,0.3318561,,-127.47617,9.998283,10400,0.3843556,7.8186035,5235.949410676956,-763.5908
105,3566743,1.3253002,1.0289004,0.36463723,498.05,0.992677,1.130682,100,-0.07801453,9.99864,1.1826254,4979.707713997421,[-0.035  0.683 -2.145 -1.855 -1.508],1.0041269,-2.1972657e-05,-121.82513,0.06430028,-0.08911703,0.4533306,,-121.768745,9.99728,10500,0.08715104,0.2779541,5273.716538667679,-9.044189
106,3616688,1.0,1.0,0.26897627,499.45,1.0,1.0,100,-0.10295047,9.999169,0.51603,4993.972936812609,[-0.032  0.684 -2.145 -1.855 -1.508],0.9989,-1.4648437e-05,-121.76263,0.033151228,-0.08911703,1.0,,-121.76263,9.998339,10600,,0.1564331,5310.9306671619415,-5.07843
107,3665698,6.90673,1.4660894,10753.267,490.1,0.9875406,3.7176092,100,-13.319189,9.998715,122.24615,4900.2599473639075,[-0.032  0.684 -2.145 -1.855 -1.508],1.1132115,3.6621093e-06,-138.94104,0.27175283,-0.09464417,0.15736926,,-135.93886,9.997431,10700,0.39387682,17.380127,5347.3106570243835,-976.015
108,3715204,1.7785068,1.0783137,0.42629677,495.06,0.9873919,1.2924277,100,-0.05350315,9.997184,1.43249,4949.092106054625,[-0.041  0.681 -2.17  -1.851 -1.514],1.0099418,-2.4414063e-05,-121.92702,0.106619835,-0.09484698,0.30282092,,-121.77035,9.994368,10800,0.13613923,0.5429077,5385.2947335243225,-7.73645
109,3765189,1.0,1.0,0.02216362,499.85,1.0,1.0,100,-0.058749054,9.999237,0.14812092,4998.004223338879,[-0.037  0.68  -2.17  -1.851 -1.514],0.9997,5.7373047e-05,-121.719246,0.01731807,-0.09484698,1.0,,-121.719246,9.998474,10900,,0.10491943,5422.4760110378265,-1.2313232
110,3815189,1.0,1.0,0.0048488663,500.0,1.0,1.0,100,-0.06199679,0.017427444,0.06928867,4999.59627808284,[-0.037  0.68  -2.17  -1.851 -1.514],1.0,9.460449e-05,-0.27403614,,-0.09484698,1.0,1.0,-0.27403614,0.016852379,11000,,0.08947754,5459.381639003754,-0.23034668
111,3864988,1.3948662,1.0320082,0.93782234,497.99,0.99272233,1.1367671,100,-0.10470453,9.99866,1.8535732,4979.116331884333,[-0.037  0.68  -2.17  -1.851 -1.514],1.0046031,3.112793e-05,-121.87479,0.06570085,-0.09460986,0.45903337,,-121.80134,9.99732,11100,0.09212322,0.32592773,5496.425854206085,-17.816284
112,3914964,1.0,1.0,0.037996076,499.76,1.0,1.0,100,-0.05931353,9.999269,0.1939429,4997.121910013847,[-0.034  0.681 -2.17  -1.851 -1.514],0.99952,-5.9814454e-05,-121.72019,0.021903753,-0.09460986,1.0,,-121.72019,9.998537,11200,,0.10644531,5533.595466136932,-1.7680664
113,3964465,1.0004541,0.99988204,9866.483,495.01,0.9999903,0.99999976,100,-9.979188,9.999211,98.83263,4949.594980282475,[-0.034  0.681 -2.17  -1.851 -1.514],0.9900005,5.9204103e-05,-131.6394,0.09939473,-0.09461069,0.99973875,,-131.63866,9.998423,11300,6.272491e-05,10.031006,5570.448122024536,-983.3719
114,4014465,1.0,1.0,0.00719181,500.0,1.0,1.0,100,-0.06628609,0.019985199,0.0843849,4999.600062017282,[-0.034  0.681 -2.17  -1.851 -1.514],1.0,3.234863e-05,-0.30944556,,-0.09461069,1.0,1.0,-0.30944556,0.019413948,11400,,0.095581055,5642.710511684418,-0.33099365
115,4064465,1.0,1.0,0.0041786777,500.0,1.0,1.0,100,-0.06145175,0.017418861,0.06431867,4999.618385019572,[-0.034  0.681 -2.17  -1.851 -1.514],1.0,-4.0283205e-05,-0.27338666,,-0.09461069,1.0,1.0,-0.27338666,0.016895294,11500,,0.08300781,5685.958369970322,-0.17034912
116,4114314,1.2870436,1.0154437,0.12488628,498.49,0.99520284,1.0788443,100,-0.035677552,9.998694,0.670728,4984.132464758215,[-0.034  0.681 -2.17  -1.851 -1.514],1.0014347,5.9814454e-05,-121.75078,0.05575811,-0.09452331,0.43492797,,-121.70936,9.997389,11600,0.06930587,0.19897461,5722.304878234863,-4.3199463
117,4164183,1.2685726,1.0133514,0.36497867,498.69,0.9976739,1.070852,100,-0.082449965,9.998853,0.9831814,4986.211189623176,[-0.032  0.681 -2.17  -1.851 -1.513],1.0012878,1.4648437e-05,-121.78849,0.05183674,-0.09444156,0.49364877,,-121.758125,9.997705,11700,0.06710125,0.21838379,5794.353294849396,-9.116028
118,4214073,1.2156256,1.0094177,0.30381536,498.9,0.99857146,1.0530522,100,-0.10069042,9.999009,0.89602,4988.388862233319,[-0.03   0.681 -2.17  -1.851 -1.513],1.0006602,7.5683594e-05,-121.79813,0.047296982,-0.09456958,0.58128434,,-121.7738,9.998018,11800,0.05514914,0.20587158,5836.344299793243,-8.593445
119,4264073,1.0,1.0,0.005025701,500.0,1.0,1.0,100,-0.06455263,0.018122673,0.07054043,4999.601686701656,[-0.029  0.682 -2.17  -1.851 -1.514],1.0,-1.6479493e-05,-0.28505078,,-0.09456958,1.0,1.0,-0.28505078,0.01757145,11900,,0.09246826,5872.850358247757,-0.18652344
120,4312578,2.884822,1.219299,22827.982,485.05,0.967812,1.2957177,100,-26.367592,9.998793,168.31279,4849.805741196232,[-0.029  0.682 -2.17  -1.851 -1.514],1.0759743,1.4038086e-05,-151.25519,0.19947013,-0.10202664,0.26643756,,-149.34818,9.997585,12000,0.31550878,29.690369,5936.058232307434,-963.7095
121,4362447,1.2853614,1.018126,0.65590197,498.69,0.99737597,1.0981619,100,-0.12083236,9.99924,1.8269749,4986.405957140807,[-0.029  0.665 -2.158 -1.818 -1.521],1.0027975,-7.6904296e-05,-121.88358,0.05216128,-0.10214876,0.4190934,,-121.812035,9.99848,12100,0.07468546,0.26885986,6009.155862569809,-18.166199
122,4411949,1.4973342,1.0353998,8145.1274,495.02,1.0025536,1.045868,100,-9.058582,9.999254,97.841,4949.7165803789285,[-0.027  0.665 -2.158 -1.817 -1.521],1.0078427,,-131.52945,0.101614855,-0.104802184,0.6568714,,-130.95244,9.998508,12200,0.12449865,9.913818,6076.312476396561,-973.5055
123,4461868,1.000003,1.0,0.53052706,499.19,1.0,1.0,100,-0.10226046,9.999025,0.72472113,4991.296894348197,[-0.027  0.67  -2.179 -1.829 -1.524],0.99838,2.1362304e-05,-121.76018,0.040217213,-0.104802184,0.99999595,,-121.76018,9.998051,12300,7.1694296e-07,0.1685791,6152.474568128586,-7.1332397
124,4511849,1.0,1.0,0.029965846,499.81,1.0,1.0,100,-0.06629453,9.999195,0.17224135,4997.581100234194,[-0.027  0.67  -2.179 -1.829 -1.524],0.99962,-0.00010253906,-121.72628,0.019490074,-0.104802184,1.0,,-121.72628,9.99839,12400,,0.1159668,6232.924444913864,-1.5249634
125,4561849,1.0,1.0,0.005145579,500.0,1.0,1.0,100,-0.056267235,0.016978264,0.07137229,4999.626373197196,[-0.027  0.67  -2.179 -1.829 -1.524],1.0,6.591797e-05,-0.2628414,,-0.104802184,1.0,1.0,-0.2628414,0.016468048,12500,,0.07672119,6303.143178701401,-0.34423828
126,4611350,1.3642889,1.0102332,9599.342,495.01,1.0067234,1.0194432,100,-9.8353615,9.999235,98.83365,4949.610078400288,[-0.027  0.67  -2.179 -1.829 -1.524],0.99479455,-7.202148e-05,-131.6319,0.099926464,-0.10740412,0.7620274,,-131.55223,9.99847,12600,0.07088879,10.019531,6374.583341360092,-983.3822
127,4661224,1.2127258,1.0202423,0.4502821,498.74,0.9919071,1.1490779,100,-0.10996094,9.999266,1.6914831,4986.919106496733,[-0.028  0.668 -2.179 -1.826 -1.526],1.0035189,-6.1035157e-06,-121.87326,0.05182843,-0.107464276,0.38618395,,-121.80208,9.998531,12700,0.08216464,0.2562256,6446.960010290146,-16.816528
128,4711224,1.0,1.0,0.0051941774,500.0,1.0,1.0,100,-0.06907907,0.018759727,0.07170368,4999.587024716129,[-0.025  0.668 -2.179 -1.826 -1.526],1.0,-3.540039e-05,-0.29732826,,-0.107464276,1.0,1.0,-0.29732826,0.018155098,12800,,0.09741211,6519.479605913162,-0.26330566
129,4760698,1.7177027,1.0808518,1433.3743,494.74,1.0039492,1.1736846,100,-3.852022,9.998822,73.69355,4946.705524674891,[-0.025  0.668 -2.179 -1.826 -1.526],1.0316627,3.112793e-05,-129.11308,0.110155806,-0.10929143,0.38266048,,-126.27345,9.997644,12900,0.19846934,7.5422363,6591.259176969528,-733.2339
130,4810698,1.0,1.0,0.0045066006,500.0,1.0,1.0,100,-0.06612762,0.01962471,0.06679572,4999.6279260043375,[-0.028  0.678 -2.226 -1.839 -1.528],1.0,4.8828124e-06,-0.30490103,,-0.10929143,1.0,1.0,-0.30490103,0.019117355,13000,,0.08874512,6665.463962316513,-0.20098877
131,4860200,1.2698486,1.0097353,9195.469,495.02,0.99812686,1.0141746,100,-9.624664,9.99927,97.8412,4949.722341589402,[-0.028  0.678 -2.226 -1.839 -1.528],0.9950132,2.1972657e-05,-131.53069,0.09984277,-0.1091297,0.66730523,,-131.35577,9.998541,13100,0.07028611,9.9140625,6736.074228048325,-973.50745
132,4910200,1.0,1.0,0.004763855,500.0,1.0,1.0,100,-0.059665035,0.018196106,0.068670146,4999.6373758655545,[-0.027  0.679 -2.241 -1.845 -1.528],1.0,-8.239746e-05,-0.28105664,,-0.1091297,1.0,1.0,-0.28105664,0.017702103,13200,,0.0814209,6809.188845157623,-0.22833252
133,4959230,4.025664,1.3200843,5785.2437,490.3,0.95491815,2.2733529,100,-10.230421,9.999084,122.494446,4902.433854306468,[-0.027  0.679 -2.241 -1.845 -1.528],1.1107287,2.4414062e-06,-139.04567,0.1983461,-0.1148848,0.18861766,,-133.32835,9.998169,13300,0.34329736,17.455322,6880.530958175659,-956.0881
134,5009023,1.2832537,1.0238221,0.2606954,497.93,0.9964402,1.1400465,100,-0.0886793,9.998938,1.1924818,4978.656986102823,[-0.034  0.689 -2.294 -1.866 -1.534],1.002765,-2.1972657e-05,-121.86313,0.06590786,-0.115006566,0.30189097,,-121.78107,9.997875,13400,0.08760621,0.28082275,6950.801982164383,-8.514099
135,5058858,1.3356246,1.0183402,0.25506684,498.35,1.0011207,1.13398,100,-0.09453142,9.999136,1.2385464,4982.951458739783,[-0.031  0.689 -2.294 -1.866 -1.534],1.0020895,4.272461e-06,-121.85678,0.05856512,-0.114930496,0.35859287,,-121.78159,9.998272,13500,0.08478495,0.25665283,6988.534748792648,-9.882507
136,5108323,1.2849555,1.0050187,9473.044,494.65,0.9996861,1.0061263,100,-9.780189,9.999141,97.8392,4945.962694395619,[-0.029  0.689 -2.294 -1.866 -1.534],0.99183905,-3.90625e-05,-131.5412,0.10316043,-0.11553821,0.8318268,,-131.47343,9.9982815,13600,0.049184766,9.939331,7057.081163883209,-973.48254
137,5158323,1.0,1.0,0.005801777,500.0,1.0,1.0,100,-0.06547863,0.020280838,0.075786315,4999.635253976456,[-0.029  0.686 -2.293 -1.86  -1.534],1.0,1.2817382e-05,-0.31223515,,-0.11553821,1.0,1.0,-0.31223515,0.019781113,13700,,0.091552734,7129.019248485565,-0.2453003
138,5207824,1.6824678,1.0247165,9229.252,495.01,1.0050563,1.0526717,100,-9.64539,9.999337,98.834564,4949.660342966612,[-0.029  0.686 -2.293 -1.86  -1.534],1.0019569,1.6479493e-05,-131.634,0.10086915,-0.11979214,0.6232554,,-131.45523,9.998674,13800,0.12327583,10.009949,7194.720472335815,-983.39136
139,5257793,1.0,1.0,0.07316418,499.69,1.0,1.0,100,-0.07673748,9.999293,0.2691376,4996.43209574375,[-0.03   0.682 -2.293 -1.854 -1.539],0.99938,1.2207031e-06,-121.737915,0.024893545,-0.11979214,1.0,,-121.737915,9.998587,13900,,0.11566162,7268.872052669525,-2.5957031
140,5307784,1.0,1.0,0.0077979853,499.91,1.0,1.0,100,-0.050572347,9.999343,0.08786287,4998.655037304411,[-0.03   0.682 -2.293 -1.854 -1.539],0.99982,2.1362304e-05,-121.71236,0.013415414,-0.11979214,1.0,,-121.71236,9.998686,14000,,0.085876465,7340.412919282913,-0.65509033
141,5357246,1.2833738,1.0103935,9592.027,494.62,1.0055555,1.0136669,100,-9.847197,9.999185,98.83274,4945.679792318406,[-0.03   0.682 -2.293 -1.854 -1.539],0.99440515,1.4038086e-05,-131.6404,0.103752784,-0.12272258,0.78588986,,-131.57295,9.998369,14100,0.06996814,10.034912,7410.132604837418,-983.368
142,5407246,1.0,1.0,0.0046556997,500.0,1.0,1.0,100,-0.062390897,0.019503593,0.06789515,4999.657608709904,[-0.03   0.681 -2.293 -1.855 -1.542],1.0,1.953125e-05,-0.2996907,,-0.12272258,1.0,1.0,-0.2996907,0.019049644,14200,,0.0826416,7483.383936166763,-0.2454834
143,5457246,1.0,1.0,0.0045175594,500.0,1.0,1.0,100,-0.059858985,0.017652512,0.066885136,4999.643618532671,[-0.03   0.681 -2.293 -1.855 -1.542],1.0,0.00012145996,-0.27463672,,-0.12272258,1.0,1.0,-0.27463672,0.017176628,14300,,0.08074951,7550.905645132065,-0.24359131
144,5507220,1.0,1.0,0.05156083,499.74,1.0,1.0,100,-0.06830532,9.999329,0.22592679,4996.945999735689,[-0.03   0.681 -2.293 -1.855 -1.542],0.99948,-8.972168e-05,-121.72992,0.022797156,-0.12272258,1.0,,-121.72992,9.998657,14400,,0.10272217,7624.668215274811,-2.1663208
145,5557220,1.0,1.0,0.0057399725,500.0,1.0,1.0,100,-0.06690368,0.018113136,0.075390875,4999.66767933282,[-0.03   0.681 -2.293 -1.855 -1.542],1.0,7.995605e-05,-0.2872858,,-0.12272258,1.0,1.0,-0.2872858,0.01768303,14500,,0.080566406,7696.120119333267,-0.20092773
146,5607190,1.0,1.0,0.042244766,499.7,1.0,1.0,100,-0.04431846,9.999145,0.20449714,4996.455451335406,[-0.03   0.681 -2.293 -1.855 -1.542],0.9994,5.4931643e-06,-121.70369,0.024488714,-0.12272258,1.0,,-121.70369,9.998289,14600,,0.09967041,7768.399332046509,-1.8318481
147,5657161,1.0,1.0,0.061401762,499.71,1.0,1.0,100,-0.06189638,9.999328,0.24653848,4996.646888399315,[-0.03   0.681 -2.293 -1.855 -1.542],0.99942,-0.00012084961,-121.723495,0.02407431,-0.12272258,1.0,,-121.723495,9.998655,14700,,0.09777832,7841.071901321411,-2.3884888
148,5706663,1.2378242,1.0039078,9535.64,495.02,0.9993616,1.0130916,100,-9.798637,9.999389,97.84247,4949.781530992632,[-0.03   0.681 -2.293 -1.855 -1.542],0.9918689,-2.6855469e-05,-131.53006,0.09949957,-0.122539386,0.7836036,,-131.49048,9.998777,14800,0.045164756,9.89624,7913.194399833679,-973.52
149,5756663,1.0,1.0,0.004927498,500.0,1.0,1.0,100,-0.061714336,0.01926136,0.0698446,4999.662751829492,[-0.031  0.679 -2.295 -1.854 -1.541],1.0,7.3242186e-06,-0.29606688,,-0.122539386,1.0,1.0,-0.29606688,0.01881218,14900,,0.0814209,7987.981251239777,-0.21783447
150,5806663,1.0,1.0,0.004441118,500.0,1.0,1.0,100,-0.06096946,0.017906189,0.06630321,4999.6627109379715,[-0.031  0.679 -2.295 -1.854 -1.541],1.0,1.2207031e-05,-0.27883366,,-0.122539386,1.0,1.0,-0.27883366,0.017472267,15000,,0.082092285,8061.749451160431,-0.15625
151,5856079,1.1054667,1.0019723,9786.083,494.16,1.0025338,1.0051895,100,-9.948195,9.998719,98.82824,4940.854183245904,[-0.031  0.679 -2.295 -1.854 -1.541],0.9891806,5.5541994e-05,-131.65169,0.10753703,-0.12329577,0.86657083,,-131.61253,9.997438,15100,0.02972889,10.098877,8133.65961432457,-983.30475
152,5905581,1.225606,1.0065912,9385.797,495.02,1.0054253,1.0089554,100,-9.727692,9.999352,97.84154,4949.764466828294,[-0.03   0.677 -2.296 -1.852 -1.542],0.9935081,-2.746582e-05,-131.53568,0.099668875,-0.123168856,0.78600794,,-131.44353,9.998705,15200,0.058990806,9.915588,8206.26436471939,-973.5108
153,5955581,1.0,1.0,0.00376645,500.0,1.0,1.0,100,-0.06357407,0.01858902,0.061068933,4999.66095346216,[-0.03   0.676 -2.304 -1.855 -1.542],1.0,9.155274e-06,-0.28974625,,-0.123168856,1.0,1.0,-0.28974625,0.018145561,15300,,0.08154297,8279.953943490982,-0.23242188
154,6005556,1.0,1.0,0.045916963,499.75,1.0,1.0,100,-0.059249803,9.9993305,0.21321215,4997.047680168216,[-0.03   0.676 -2.304 -1.855 -1.542],0.9995,7.3242186e-06,-121.72089,0.022354968,-0.123168856,1.0,,-121.72089,9.998661,15400,,0.09881592,8352.670246362686,-2.0309448
155,6054999,1.0,1.0,9866.139,494.43,1.0,1.0,100,-9.978302,9.998935,98.83057,4943.660626015192,[-0.03   0.676 -2.304 -1.855 -1.542],0.98886,-6.1035155e-07,-131.63512,0.10495755,-0.123168856,1.0,,-131.63512,9.9978695,15500,,10.056335,8423.212360620499,-983.3454
156,6104999,1.0,1.0,0.003441253,500.0,1.0,1.0,100,-0.059856996,0.018972397,0.058363203,4999.656269969751,[-0.03   0.676 -2.304 -1.855 -1.542],1.0,-2.4414062e-06,-0.29069373,,-0.123168856,1.0,1.0,-0.29069373,0.018522263,15600,,0.078125,8490.057903289795,-0.17401123
157,6154911,1.0000263,1.0,0.9212849,499.12,0.9999998,1.0,100,-0.12505068,9.9993925,0.9551023,4990.7752256221975,[-0.03   0.676 -2.304 -1.855 -1.542],0.99824,4.6386718e-05,-121.787445,0.04191364,-0.123168856,0.9999185,,-121.78744,9.998785,15700,9.957017e-06,0.15997314,8529.944790124893,-9.490295
158,6204819,1.3862587,1.0095172,0.2776895,499.08,1.0012109,1.061385,100,-0.10210842,9.999303,1.0269054,4990.337262117188,[-0.03   0.676 -2.304 -1.855 -1.542],1.0010996,4.4555665e-05,-121.81375,0.043330032,-0.12320999,0.49394193,,-121.77904,9.998606,15800,0.056148764,0.1928711,8568.612299442291,-10.188843
159,6254759,1.0,1.0,0.32285273,499.4,1.0,1.0,100,-0.10318059,9.999346,0.56535596,4993.556634299905,[-0.029  0.676 -2.304 -1.855 -1.542],0.9988,-5.7983398e-05,-121.765,0.034620114,-0.12320999,1.0,,-121.765,9.998692,15900,,0.14776611,8606.47711277008,-5.5825195
160,6304759,1.0,1.0,0.004749082,500.0,1.0,1.0,100,-0.055719122,0.01753807,0.06856598,4999.671297054247,[-0.029  0.676 -2.304 -1.855 -1.542],1.0,3.479004e-05,-0.26910442,,-0.12320999,1.0,1.0,-0.26910442,0.017111778,16000,,0.07244873,8652.251463651657,-0.23742676
161,6354235,1.2765054,1.0063971,9441.606,494.76,1.0031997,1.0138967,100,-9.758791,9.999136,97.839455,4947.05764562914,[-0.029  0.676 -2.304 -1.855 -1.542],0.9926967,-2.6855469e-05,-131.53502,0.10218065,-0.124996,0.8380439,,-131.4641,9.998272,16100,0.055642985,9.935913,8724.69865989685,-973.48773
162,6403234,1.8906814,1.0696015,18121.527,489.99,1.0285102,1.1340855,100,-19.123125,9.998958,139.06464,4899.27567712384,[-0.029  0.673 -2.305 -1.851 -1.544],1.0119663,3.3569337e-05,-141.53078,0.14612658,-0.13252611,0.52915996,,-141.14261,9.997915,16200,0.18458755,19.95105,8797.868889093399,-973.4523
163,6452707,1.2441883,1.0079764,9628.236,494.73,1.0008895,1.0097729,100,-9.857941,9.9991665,98.83223,4946.772125822542,[-0.031  0.673 -2.305 -1.851 -1.551],0.99341935,1.0375977e-05,-131.64075,0.102556504,-0.13391228,0.7528981,,-131.56784,9.998333,16300,0.06625203,10.03833,8870.271623373032,-983.3656
164,6502707,1.0,1.0,0.0032576665,500.0,1.0,1.0,100,-0.059217002,0.019460678,0.056793295,4999.675999357793,[-0.03   0.669 -2.306 -1.844 -1.553],1.0,7.3242186e-06,-0.29599464,,-0.13391228,1.0,1.0,-0.29599464,0.019047737,16400,,0.07861328,8945.301374673843,-0.18218994
165,6552531,1.5027906,1.0425942,0.34394872,498.24,0.9983204,1.2838178,100,-0.09744438,9.999374,3.2299037,4981.973560359865,[-0.03   0.669 -2.306 -1.844 -1.553],1.0092092,3.0517579e-06,-122.02509,0.06384692,-0.1340802,0.1750645,,-121.82853,9.998749,16500,0.106926724,0.39556885,9017.858570575714,-32.130554
