Iteration,TimestepsSoFar,MaxIW,EmpiricalD2,J_sample_variance,EpLenMean,MeanIW,MaxD2w0t,EpThisIter,ReturnMeanIW,ReturnStepMax,InitialReturnStd,EpRewMean,Weights,MeanD2w0t,InitialReturnMean,InitialBound,StdD2w0t,MeanEntropy,MinIW,MinD2w0t,Bound,ReturnStepMaxmin,EpisodesSoFar,StdIW,InitialReturnMax,TimeElapsed,InitialReturnMin
1,1187,8.949165,3.875003,397725.47,11.87,0.70262265,30.19205,100,-549.8607,9.151809,69.11874,108.63198042247897,[-0.266 -0.32   0.399 -0.856  0.   ],0.059710737,-4.4250487e-06,-891.54877,0.53285164,1.2215564,0.0021954486,,-744.7751,8.303618,100,0.8194076,223.57849,3.0558362007141113,-100.6026
2,2871,6.460398,2.5153847,98910.65,16.84,0.78319705,45.78802,100,-607.26355,9.400493,96.697685,158.3043038153117,[-0.22  -0.084  0.18  -1.329 -0.197],0.049524292,6.1035157e-06,-890.3151,0.47237098,1.1573384,0.17782879,,-763.4512,8.800989,200,0.41127273,327.89532,9.886175870895386,-141.08144
3,5427,4.6245384,1.4122138,89738.555,25.56,0.9585813,5.0747457,100,-707.49384,9.603196,161.29565,245.45771586152924,[-0.159  0.154  0.035 -1.555 -0.262],0.05952219,-2.5787354e-05,-863.7539,0.27541614,1.1656646,0.19743118,,-832.6471,9.206394,300,0.4350102,430.85114,18.079877614974976,-189.20058
4,7910,6.8160524,1.9393828,189568.77,24.83,0.80463594,8.521368,100,-597.7568,9.591772,153.46158,238.1637106634761,[-0.114  0.226 -0.012 -1.605 -0.253],0.086079665,-6.713867e-06,-863.6174,0.43197435,1.0590814,0.0079798605,,-760.674,9.183546,400,0.62223536,390.91565,25.651079893112183,-195.9657
5,11059,6.5834084,2.3868666,153281.62,31.49,0.8426391,14.273693,100,-581.24786,9.67712,158.46391,304.7325205575291,[-0.192  0.271 -0.094 -1.593 -0.36 ],0.105608135,-1.4801026e-05,-823.32745,0.50284857,1.0060089,0.018795716,,-746.6981,9.35424,500,0.64640564,356.64728,34.274486780166626,-246.50908
6,14845,4.439399,3.048853,124804.555,37.86,0.76159173,20.233593,100,-524.9753,9.731032,201.80388,368.4167718914969,[-0.313  0.419 -0.201 -1.584 -0.413],0.13583633,-1.953125e-05,-805.83044,0.6459769,0.9409266,0.006822458,,-698.9379,9.462066,600,0.50479245,528.3597,44.39284586906433,-277.18677
7,18935,8.98691,1.6698356,177177.05,40.9,0.9208092,3.4497733,100,-556.39777,9.750855,191.81946,398.8099357167861,[-0.427  0.469 -0.275 -1.579 -0.478],0.11779191,-1.5258789e-06,-778.65753,0.4101155,0.8701264,0.07804009,,-697.35803,9.501712,700,0.95938194,375.93735,54.157551765441895,-302.67966
8,24023,7.1490154,6.194196,245000.14,50.88,0.67768985,22.366913,100,-401.2866,9.799077,174.1499,498.5768937619177,[-0.439  0.503 -0.312 -1.671 -0.549],0.20228109,1.6479493e-05,-720.04736,0.85700774,0.81987226,0.008041189,,-572.1859,9.598154,800,0.80620146,414.84024,65.22402882575989,-370.0516
9,28661,8.457871,14.913713,312052.38,46.38,0.67855805,45.834373,100,-402.5815,9.780057,171.98557,453.5988943367579,[-0.528  0.478 -0.341 -1.695 -0.599],0.24099025,1.8920899e-05,-747.13324,1.4559184,0.818701,0.015479058,,-598.89996,9.560116,900,0.9252648,492.38162,75.69601082801819,-331.9599
10,34242,6.741624,5.289383,268462.66,55.81,0.7172492,17.368465,100,-419.443,9.816786,174.33714,547.8747467278355,[-0.468  0.538 -0.4   -1.848 -0.6  ],0.224845,2.166748e-05,-696.2687,0.8154109,0.7479961,0.0006202113,,-600.4865,9.633574,1000,0.8368499,489.1369,87.44075179100037,-387.74808
11,39628,8.88979,13.612018,268307.56,53.86,0.6499312,66.69675,100,-386.44562,9.810359,166.8683,528.3857466444571,[-0.549  0.537 -0.404 -1.827 -0.671],0.3086521,-1.3427734e-05,-697.77594,1.5897863,0.6872,0.00016741034,,-588.08655,9.620719,1100,0.8524111,309.4549,98.63602328300476,-390.9842
12,43981,17.670424,8.908599,245234.69,43.53,0.7553522,38.680935,100,-473.7456,9.765836,162.50824,425.1066788485145,[-0.564  0.434 -0.413 -1.713 -0.732],0.19265842,1.5258789e-05,-753.61835,1.1056429,0.7206582,0.045680277,,-650.8836,9.531672,1200,0.89432627,330.10034,109.24700164794922,-328.57202
13,49328,4.290092,8.97214,216154.5,53.47,0.6746647,34.97962,100,-412.9552,9.8088255,171.75491,524.4778200866137,[-0.511  0.486 -0.463 -1.69  -0.698],0.23480824,3.234863e-05,-703.7722,1.0395927,0.6646109,0.00038750086,,-595.8084,9.617652,1300,0.67304415,358.5369,121.14484453201294,-386.29868
14,53991,29.541113,16.332079,471709.5,46.63,0.7271401,52.468597,100,-415.0696,9.780829,140.20497,456.07998238909016,[-0.562  0.433 -0.471 -1.627 -0.754],0.29963112,8.850097e-06,-732.27374,1.7024289,0.56989026,0.007740123,,-653.9269,9.561659,1400,1.2052056,350.1057,131.91131854057312,-353.31683
15,59956,5.103868,3.3066056,133234.25,59.65,0.698518,13.241646,100,-374.82266,9.828522,155.1817,586.2710963415102,[-0.481  0.466 -0.478 -1.644 -0.849],0.26227108,1.8310548e-05,-669.1075,0.86168385,0.46996543,0.006491371,,-563.3975,9.657043,1500,0.66102344,340.93375,145.05656599998474,-423.7264
16,65983,6.7525787,3.945755,151247.25,60.27,0.71095693,14.203391,100,-381.25143,9.830564,154.9729,592.4878659538485,[-0.5    0.485 -0.478 -1.706 -0.949],0.27853286,-4.8828124e-06,-665.5096,0.9171135,0.37484246,0.0087133795,,-573.32764,9.661127,1600,0.674183,337.1416,157.2148232460022,-427.5514
17,72418,20.967548,17.202415,382709.06,64.35,0.6400944,52.98864,100,-300.55612,9.841159,122.75492,633.2783043103709,[-0.493  0.505 -0.554 -1.656 -1.044],0.38361812,9.155274e-06,-638.74884,1.6931101,0.30578566,0.000821252,,-515.606,9.682319,1700,1.2068453,331.07898,170.46932125091553,-436.21457
18,79260,9.643269,13.269266,111123.93,68.42,0.51794636,53.785168,100,-245.8348,9.85037,158.1871,673.9621184604707,[-0.444  0.532 -0.571 -1.669 -1.113],0.3750432,6.1035157e-06,-631.5013,1.6096356,0.24069136,0.002075803,,-450.81158,9.700742,1800,0.6256452,459.19864,184.50479936599731,-456.6608
19,87206,5.545334,2.2144408,121032.875,79.46,0.83927304,5.3795958,100,-365.39865,9.871055,160.01,784.3533052866005,[-0.378  0.518 -0.583 -1.688 -1.178],0.25132337,1.8310546e-06,-580.64655,0.6158195,0.1889754,0.019477725,,-516.0926,9.742109,1900,0.7461472,364.15857,200.27844786643982,-499.48846
20,95712,2.7687109,1.4232632,66676.57,85.06,0.9067677,2.2158315,100,-401.292,9.879403,149.73279,840.3412325505531,[-0.401  0.563 -0.595 -1.677 -1.23 ],0.20691478,4.272461e-06,-557.51526,0.46252647,0.22012912,0.26682737,,-532.47217,9.758806,2000,0.43320265,350.01556,217.09008932113647,-533.5601
21,104399,27.861565,20.233824,148315.78,86.87,0.68440783,76.91211,100,-238.36699,9.881836,111.80133,858.4343540369532,[-0.411  0.57  -0.647 -1.642 -1.199],0.46013483,-1.373291e-05,-538.4228,2.0464718,0.19413103,0.0059620827,,-428.87292,9.763672,2100,1.0034827,300.65967,233.91453528404236,-504.07162
22,114057,7.678951,15.47113,51570.83,96.58,0.59596366,57.891903,100,-197.09346,9.893385,130.18646,955.5020907215641,[-0.348  0.562 -0.662 -1.637 -1.225],0.47590172,2.380371e-05,-508.13,1.8246531,0.22855881,0.013220737,,-373.60706,9.78677,2200,0.59885454,307.17706,251.99879789352417,-574.71295
23,124370,28.924028,9.369184,192084.3,103.13,0.8570497,50.579052,100,-288.59573,9.8999,155.50847,1020.9753637325043,[-0.301  0.56  -0.667 -1.647 -1.19 ],0.4095742,-4.6081543e-05,-495.7616,1.3655341,0.24173994,0.010790059,,-444.79706,9.799801,2300,1.2569921,324.20935,270.9216604232788,-588.08405
24,135553,13.67572,4.945648,116963.18,111.83,0.84745187,45.558212,100,-275.86816,9.9074335,162.33598,1107.9471056653597,[-0.246  0.535 -0.675 -1.638 -1.177],0.4894092,-2.2277833e-05,-472.94922,1.560651,0.23434283,0.010920555,,-435.81015,9.814867,2400,0.8712243,347.81195,290.98582458496094,-573.3902
25,146227,12.575554,12.139643,143468.02,106.74,0.7181381,50.480026,100,-241.7649,9.902747,170.27037,1057.0180617016722,[-0.262  0.598 -0.724 -1.636 -1.185],0.527819,-4.8828124e-06,-487.5842,1.8967128,0.23746035,0.0016812144,,-412.38425,9.805494,2500,0.9504979,309.27466,310.3468132019043,-596.52924
26,157450,13.699641,21.81569,119430.73,112.23,0.80400205,117.669685,100,-224.43076,9.907963,156.41096,1111.9690232353132,[-0.3    0.584 -0.756 -1.666 -1.181],0.6606592,4.8828126e-05,-466.4178,2.597922,0.19486345,0.0006902332,,-404.45837,9.815926,2600,1.2328638,272.1079,330.47428035736084,-618.14496
27,170307,6.8980904,3.3965654,70945.44,128.57,0.91181904,42.71424,100,-264.19824,9.919154,159.50853,1275.30384193539,[-0.26   0.6   -0.839 -1.696 -1.224],0.4317054,7.324219e-05,-425.79984,1.0116993,0.1634979,0.001957075,,-405.35672,9.838308,2700,0.7839221,278.19586,353.1231327056885,-680.2121
28,183759,9.499043,17.204855,82283.695,134.52,0.6588332,44.921524,100,-158.90929,9.922983,136.76147,1334.837465790836,[-0.295  0.638 -0.878 -1.715 -1.255],0.62768835,7.93457e-06,-398.60443,1.9898065,0.15922582,0.0037455,,-314.44165,9.845966,2800,0.72147524,224.38318,376.2765643596649,-697.70215
29,197428,6.42193,6.8330703,43715.59,136.69,0.7122947,35.331207,100,-187.34167,9.92352,148.41505,1356.4436231552186,[-0.259  0.652 -0.884 -1.724 -1.26 ],0.77880615,7.873535e-05,-399.65308,1.9392972,0.18505877,0.013240016,,-355.99622,9.84704,2900,0.6556618,253.65399,399.53932523727417,-484.89713
30,210285,10.683912,5.897128,84941.42,128.57,0.8413186,24.891838,100,-232.90468,9.919203,190.84077,1275.3097185022423,[-0.273  0.643 -0.996 -1.622 -1.234],0.55741876,6.225586e-05,-433.3495,1.3076899,0.1510463,0.0067227604,,-386.32843,9.838406,3000,0.96115685,268.45038,422.3707854747772,-662.5962
31,223214,71.3472,14.596319,96176.93,129.29,0.67424625,85.82125,100,-176.13594,9.919728,178.74193,1282.5197377465024,[-0.311  0.677 -1.026 -1.604 -1.268],0.62563115,-2.1972657e-05,-428.29422,2.1420417,0.12187054,0.0027899994,,-333.85098,9.839457,3100,1.2354827,312.75592,444.9905643463135,-667.87286
32,237430,3.0503833,1.5335202,42182.547,142.16,0.9225606,2.6587336,100,-238.23656,9.926926,127.83019,1411.2082846494854,[-0.266  0.659 -1.059 -1.62  -1.297],0.34250727,1.9836425e-05,-377.16055,0.555399,0.11336297,0.06981018,,-366.05347,9.853851,3200,0.49630898,234.52753,469.4364061355591,-719.75775
33,251685,9.8607855,11.623078,66710.63,142.55,0.7527472,67.28528,100,-155.50073,9.926955,190.65355,1415.0849275615299,[-0.283  0.687 -1.068 -1.616 -1.306],0.7014728,4.760742e-05,-395.91638,1.8528589,0.07965688,0.00031580587,,-310.88083,9.85391,3300,1.189812,254.81342,493.2787561416626,-701.01215
34,269382,42.460915,25.235527,35534.188,176.97,0.7872562,130.51848,100,-112.99277,9.941535,131.46057,1759.3465073046357,[-0.255  0.689 -1.194 -1.671 -1.339],1.1162068,6.347656e-05,-323.52435,3.6859548,0.100687854,0.0037834577,,-270.4048,9.88307,3400,1.0944477,208.25616,522.9712193012238,-586.8427
35,287224,18.16317,12.488313,48212.812,178.42,0.84110063,28.628412,100,-127.86091,9.941457,145.84602,1773.749165296171,[-0.217  0.672 -1.229 -1.692 -1.318],0.8295717,4.0283205e-05,-314.20654,1.7977159,0.09413646,0.007972778,,-274.66315,9.882914,3500,1.1211681,189.47998,552.93212890625,-794.3592
36,307795,18.333885,3.6523056,27390.762,205.71,0.92941445,9.709182,100,-116.67021,9.9492235,115.527626,2046.6438375401383,[-0.202  0.71  -1.31  -1.703 -1.325],0.72500736,-6.8969726e-05,-270.5443,1.0166606,0.06459831,0.012993388,,-252.28696,9.898447,3600,1.2237086,149.70184,586.6187162399292,-640.7313
37,331053,12.770901,21.977806,19283.365,232.58,0.69382745,110.83368,100,-66.263336,9.955579,101.877365,2315.4562000921,[-0.181  0.684 -1.312 -1.711 -1.354],1.4825643,6.1035157e-06,-236.19667,3.8108704,0.026951373,0.0009851223,,-209.42258,9.911158,3700,0.8476683,119.40234,623.9968390464783,-644.1725
38,350093,32.446274,52.68508,43822.418,190.4,0.7995461,301.2262,100,-101.20291,9.94551,168.79962,1893.615440237423,[-0.211  0.695 -1.321 -1.728 -1.392],1.5823447,-6.195068e-05,-305.3053,6.914567,0.02150808,0.0025982934,,-260.17075,9.89102,3800,1.1648351,173.58069,655.1564657688141,-803.7025
39,375238,51.598934,24.392145,6098.0747,251.45,0.9753348,67.32385,100,-38.701878,9.959042,64.57508,2504.1824802335104,[-0.175  0.681 -1.509 -1.73  -1.397],1.3572186,-2.0141602e-05,-215.80853,3.4601495,0.015978243,0.0033207587,,-173.65253,9.918083,3900,1.8598478,98.49243,676.3600993156433,-174.30566
40,400870,58.681217,29.643652,15991.338,256.32,0.8185598,110.37311,100,-54.471176,9.960256,118.2634,2552.9964039170795,[-0.144  0.672 -1.514 -1.731 -1.403],1.8506813,-1.15966795e-05,-222.10718,4.6893077,-0.007289802,0.00091401377,,-196.03336,9.920511,4000,1.6958493,104.795105,696.902378320694,-651.0764
41,432716,3.8626823,1.2581849,5869.721,318.46,1.0260756,1.3680079,100,-51.31349,9.969978,93.24256,3175.0017981552837,[-0.117  0.668 -1.575 -1.759 -1.426],0.6715364,2.0751953e-05,-177.68735,0.50965667,-0.011226315,0.29874444,,-173.24925,9.939957,4100,0.4141353,59.31604,732.5939545631409,-689.01117
42,466289,20.64102,14.014312,12485.094,335.73,0.9201819,39.60866,100,-30.951595,9.972593,103.84225,3348.05745181182,[-0.112  0.675 -1.598 -1.764 -1.43 ],1.4680752,-4.272461e-05,-171.79291,2.4267905,-0.008335388,0.004107856,,-159.01363,9.945187,4200,0.98256433,53.1261,781.490138053894,-930.2697
43,505859,10.426781,4.7243724,3440.322,395.7,0.97083235,8.369076,100,-14.952898,9.978971,90.058716,3948.619276529482,[-0.095  0.696 -1.612 -1.784 -1.427],1.1859857,1.8310548e-05,-150.99292,0.97431797,-0.012018925,0.021004893,,-139.45737,9.957941,4300,0.6872404,31.609192,841.8981192111969,-724.3105
44,548501,17.357334,9.592663,240.88457,426.42,0.9851745,37.44221,100,-3.0629842,9.984427,18.634335,4257.489964962277,[-0.083  0.714 -1.667 -1.798 -1.431],1.5891817,6.286621e-05,-133.3664,2.0634227,-0.008730741,0.0085449405,,-126.83051,9.968855,4400,0.80061704,13.386353,907.937682390213,-72.51013
45,594109,4.87494,1.833927,3956.3074,456.08,0.9630741,3.0912256,100,-10.25712,9.989377,87.92206,4555.879537537032,[-0.065  0.714 -1.681 -1.801 -1.428],1.1176804,-6.1035157e-06,-137.93091,0.4256414,-0.019882204,0.09644252,,-133.46692,9.978754,4500,0.47135186,17.391113,979.2079935073853,-754.0128
46,642225,2.3763444,1.1532693,410.9273,481.16,0.99554956,1.4290199,100,-2.6213152,9.9941025,19.183132,4808.6787109125125,[-0.056  0.703 -1.718 -1.796 -1.439],0.9945678,2.8076172e-05,-124.97844,0.20423897,-0.020873582,0.316682,,-124.33498,9.988205,4600,0.18355688,3.91156,1054.5256345272064,-184.20709
47,689317,2.7778401,1.2932177,5833.416,470.92,0.9487802,1.7921426,100,-12.416174,9.993857,108.29473,4706.222604370733,[-0.051  0.703 -1.732 -1.798 -1.44 ],1.0279815,3.7841797e-05,-141.0343,0.27404168,-0.024153354,0.12763108,,-134.83174,9.987715,4700,0.2749215,20.006592,1127.9823279380798,-743.62616
48,737462,29.357529,7.903667,3915.5615,481.45,1.0305763,97.28871,100,-11.967792,9.996581,117.51243,4812.764259311955,[-0.045  0.706 -1.795 -1.806 -1.443],1.8694769,3.7841797e-05,-142.66217,3.1836658,-0.025471525,0.00918655,,-136.10194,9.993162,4800,1.1389331,21.338318,1204.6672399044037,-734.5857
49,783566,3.2830377,1.6181085,7585.395,461.04,0.98723984,2.707124,100,-14.59853,9.991978,112.01834,4606.6139059819925,[-0.062  0.709 -1.835 -1.813 -1.444],1.0673486,2.5024414e-05,-143.3083,0.36448157,-0.028702058,0.072700776,,-137.25453,9.983955,4900,0.3617673,22.493713,1268.3691437244415,-772.7167
50,832160,4.1150665,1.414438,2.4514625,485.94,0.98876315,2.7180884,100,-0.2587631,9.9953,5.3447347,4857.019819160177,[-0.054  0.708 -1.872 -1.828 -1.448],1.0558983,1.2207031e-05,-123.0361,0.23965777,-0.029017167,0.10612586,,-122.15876,9.990601,5000,0.27451083,1.8562012,1343.6671245098114,-34.256836
51,880981,3.2036934,1.2413198,7130.6816,488.21,1.000714,1.6640425,100,-8.670661,9.997069,97.81761,4880.571639347921,[-0.046  0.708 -1.874 -1.828 -1.448],1.0584167,-6.8359375e-05,-132.19678,0.18407935,-0.037002563,0.15491067,,-131.013,9.994139,5100,0.28726655,10.810913,1418.3022439479828,-972.59503
52,930424,1.906272,1.0468926,189.08397,494.43,1.0240542,1.1875366,100,-1.4425416,9.998038,20.758049,4943.22627702652,[-0.041  0.711 -1.887 -1.841 -1.456],1.0041168,3.8452148e-05,-123.9042,0.10873151,-0.038150042,0.42948738,,-123.20542,9.996077,5200,0.13796486,2.420105,1494.9724006652832,-206.10297
53,980215,1.0001123,1.0,1.2536452,497.91,0.9999998,1.0,100,-0.19563313,9.998095,1.1141224,4978.055248340499,[-0.037  0.707 -1.909 -1.838 -1.457],0.99582,-2.746582e-05,-121.84225,0.064516194,-0.038147997,0.9998731,,-121.84223,9.996189,5300,2.155193e-05,0.3451538,1572.1565299034119,-8.580505
54,1029565,1.9388831,1.0917765,173.04613,493.5,0.98339885,1.1556203,100,-1.500964,9.997959,35.417397,4933.893549674732,[-0.037  0.707 -1.909 -1.838 -1.457],1.0342042,-7.995605e-05,-125.414604,0.12199108,-0.045429505,0.3435346,,-123.80464,9.995918,5400,0.2223752,3.9418335,1646.110624074936,-352.1817
55,1079353,1.2826556,1.0313482,0.3626663,497.88,0.9859236,1.1244915,100,-0.058949113,9.998087,1.2427163,4977.741115695432,[-0.037  0.701 -1.921 -1.839 -1.464],1.0043895,-7.5683594e-05,-121.80505,0.06717752,-0.045186102,0.4402198,,-121.740715,9.996174,5500,0.09362531,0.30633545,1722.6079139709473,-11.224426
56,1128856,1.5352051,1.016549,8938.988,495.03,0.9951076,1.0220008,100,-9.493752,9.998843,96.85361,4949.625769315994,[-0.034  0.701 -1.921 -1.838 -1.464],0.9983097,-2.5634765e-05,-131.42938,0.100145265,-0.04644519,0.71909106,,-131.25375,9.997686,5600,0.08912403,9.849182,1796.9664721488953,-963.6807
57,1177776,2.0716991,1.1409187,7182.4917,489.2,1.0191902,1.3144217,100,-11.831235,9.998058,122.194664,4890.950240772696,[-0.035  0.697 -1.925 -1.828 -1.465],1.0476683,2.1362304e-05,-139.03285,0.16315208,-0.050335273,0.14748107,,-134.48117,9.996117,5700,0.24401782,17.546387,1871.9319608211517,-946.20355
58,1226307,4.8241158,1.5324024,13620.53,485.31,0.9681861,3.5732248,100,-19.56446,9.998519,156.27583,4852.276507954983,[-0.037  0.703 -1.989 -1.84  -1.469],1.1645266,6.713867e-06,-148.94958,0.2868807,-0.057650406,0.07620066,,-143.1239,9.997038,5800,0.40442115,27.407227,1946.1919376850128,-956.0032
59,1275798,1.685846,1.0863686,2.482329,494.91,1.0016016,1.3779808,100,-0.23647262,9.997798,3.5983078,4947.898620546827,[-0.045  0.706 -2.032 -1.859 -1.477],1.011227,-4.272461e-05,-122.22497,0.11081408,-0.057484258,0.32877088,,-121.95777,9.995596,5900,0.13311757,0.76464844,2021.687041759491,-32.376526
60,1324679,2.101812,1.1010817,15575.749,488.81,0.97678155,1.1899409,100,-17.812138,9.998609,136.959,4887.312360389461,[-0.04   0.705 -2.037 -1.859 -1.476],1.0249301,6.1035156e-05,-141.39355,0.15799746,-0.065193325,0.32867745,,-140.07367,9.997217,6000,0.2128466,19.843506,2095.4599084854126,-963.5704
61,1374093,2.2737653,1.132051,5723.1147,494.14,0.97194266,1.1709558,100,-7.586562,9.998469,97.832245,4940.531236382045,[-0.038  0.7   -2.074 -1.851 -1.484],1.051544,-1.586914e-05,-131.54019,0.120715186,-0.07336636,0.3021608,,-129.99196,9.996939,6100,0.25452185,10.008423,2170.97593998909,-973.40436
62,1424093,1.0,1.0,0.008779009,500.0,1.0,1.0,100,-0.07710321,0.017801285,0.093229614,4999.540539885359,[-0.037  0.706 -2.097 -1.869 -1.492],1.0,3.90625e-05,-0.29369104,,-0.07336636,1.0,1.0,-0.29369104,0.017107964,6200,,0.11553955,2247.260511636734,-0.2654419
63,1473472,1.3279592,1.0126774,9502.185,493.79,0.99665177,1.036367,100,-9.8405,9.998676,97.8335,4937.135870890641,[-0.037  0.706 -2.097 -1.869 -1.492],0.99269843,-4.0893556e-05,-131.63559,0.11142014,-0.07437173,0.5896747,,-131.55179,9.997353,6300,0.07016523,10.083801,2320.8382217884064,-973.3366
64,1523362,1.3291816,1.0151873,0.6892503,498.9,1.0024213,1.0791814,100,-0.12393959,9.999121,1.3544458,4988.449790511218,[-0.035  0.704 -2.099 -1.87  -1.493],1.0021907,-4.9438477e-05,-121.83554,0.047772676,-0.07434723,0.5443387,,-121.804565,9.998241,6400,0.06957741,0.23815918,2396.2532122135162,-13.453491
65,1573351,1.0,1.0,0.014105685,499.89,1.0,1.0,100,-0.045505513,9.999122,0.118176125,4998.34708829363,[-0.033  0.705 -2.099 -1.87  -1.493],0.99978,7.019043e-05,-121.7046,0.014830702,-0.07434723,1.0,,-121.7046,9.998243,6500,,0.10131836,2471.505134344101,-0.8604126
66,1622354,1.3222487,1.015577,18914.846,490.03,0.990298,1.0328212,100,-19.575033,9.998922,138.364,4899.659495746733,[-0.033  0.705 -2.099 -1.87  -1.493],0.9875403,-1.5258789e-05,-141.45346,0.14093907,-0.07605609,0.6418163,,-141.33353,9.997845,6600,0.09308112,19.876404,2544.8833389282227,-973.5257
67,1671817,1.1016974,1.000842,9819.358,494.63,1.0008672,1.001844,100,-9.963372,9.99895,98.82978,4945.668411208784,[-0.034  0.704 -2.103 -1.875 -1.495],0.9897092,1.4648437e-05,-131.64383,0.10312358,-0.076055974,0.9366341,,-131.62845,9.9979,6700,0.022758272,10.058533,2621.0627324581146,-983.3384
68,1721788,1.0,1.0,0.056228966,499.71,1.0,1.0,100,-0.06169431,9.999197,0.23593286,4996.58257899172,[-0.034  0.703 -2.104 -1.873 -1.495],0.99942,-9.58252e-05,-121.7217,0.024074903,-0.076055974,1.0,,-121.7217,9.998394,6800,,0.10614014,2696.6391582489014,-2.2510986
69,1771257,1.0833821,1.0008848,9838.687,494.69,1.0023011,1.00212,100,-9.938501,9.998787,98.831085,4946.183936140485,[-0.034  0.703 -2.104 -1.873 -1.495],0.9897579,-5.9204103e-05,-131.60979,0.102544755,-0.07608033,0.8866997,,-131.5977,9.997574,6900,0.01858855,10.050354,2770.893738269806,-983.3543
70,1821182,1.0,1.0,0.25734824,499.25,1.0,1.0,100,-0.04290649,9.998588,0.50475097,4991.680476434247,[-0.033  0.701 -2.104 -1.871 -1.495],0.9985,3.0517578e-05,-121.6955,0.03870104,-0.07608033,1.0,,-121.6955,9.997175,7000,,0.14886475,2846.0431711673737,-4.855591
71,1871182,1.0,1.0,0.007393229,500.0,1.0,1.0,100,-0.0719213,0.01712799,0.085566275,4999.567314498357,[-0.033  0.701 -2.104 -1.871 -1.495],1.0,6.713867e-06,-0.2803172,,-0.07608033,1.0,1.0,-0.2803172,0.016490936,7100,,0.101989746,2921.1263477802277,-0.25097656
72,1921172,1.0,1.0,0.012575569,499.9,1.0,1.0,100,-0.053621802,9.999125,0.111573495,4998.447596040075,[-0.033  0.701 -2.104 -1.871 -1.495],0.9998,-6.652832e-05,-121.712746,0.014140859,-0.07608033,1.0,,-121.712746,9.998249,7200,,0.11047363,2995.591811656952,-0.730896
73,1970673,1.5564008,1.028748,9214.385,495.01,0.99473095,1.0506562,100,-9.6424055,9.999168,98.83236,4949.575240335357,[-0.033  0.701 -2.104 -1.871 -1.495],1.0036021,6.408691e-05,-131.63737,0.10111757,-0.08060311,0.6483095,,-131.46758,9.998337,7300,0.10905918,10.029968,3069.48894739151,-983.36914
74,2020174,1.5857109,1.018359,9474.213,495.01,1.0105329,1.0337572,100,-9.771939,9.999153,98.832726,4949.568216966641,[-0.035  0.698 -2.104 -1.866 -1.5  ],0.99852335,-3.2958986e-05,-131.63193,0.10040271,-0.08434908,0.72364175,,-131.53099,9.998306,7400,0.09909019,10.032898,3145.526091337204,-983.373
75,2070057,1.5139111,1.0187622,0.5269623,498.83,1.0063163,1.1192228,100,-0.10954636,9.999193,1.4906057,4987.781336659857,[-0.036  0.697 -2.104 -1.866 -1.503],1.0032399,-4.8217775e-05,-121.846245,0.049628403,-0.0843802,0.43335736,,-121.79856,9.998386,7500,0.07537128,0.23858643,3220.133553981781,-14.813171
76,2120028,1.0,1.0,0.0671227,499.71,1.0,1.0,100,-0.061261363,9.999167,0.25779328,4996.572318921983,[-0.033  0.697 -2.104 -1.866 -1.503],0.99942,2.6245118e-05,-121.72092,0.024075331,-0.0843802,1.0,,-121.72092,9.998335,7600,,0.115600586,3294.661543369293,-2.4465332
77,2170028,1.0,1.0,0.004813045,500.0,1.0,1.0,100,-0.06967396,0.014223099,0.069033846,4999.553384120069,[-0.033  0.697 -2.104 -1.866 -1.503],1.0,-1.8920899e-05,-0.24272609,,-0.0843802,1.0,1.0,-0.24272609,0.013552666,7700,,0.1081543,3369.085531234741,-0.20513916
78,2220028,1.0,1.0,0.00605277,500.0,1.0,1.0,100,-0.06692867,0.016129494,0.07741758,4999.543938111335,[-0.033  0.697 -2.104 -1.866 -1.503],1.0,-6.1035157e-06,-0.26317585,,-0.0843802,1.0,1.0,-0.26317585,0.015437126,7800,,0.10687256,3443.8685059547424,-0.23266602
79,2269807,1.4056582,1.0353487,0.81173044,497.79,0.99441344,1.1791198,100,-0.15147185,9.998972,2.0027292,4977.27576820582,[-0.033  0.697 -2.104 -1.866 -1.503],1.0058012,-1.3427734e-05,-121.962105,0.06917826,-0.084165975,0.34990263,,-121.86127,9.997944,7900,0.101643644,0.37426758,3518.4399151802063,-16.910278
80,2319807,1.0,1.0,0.005738034,500.0,1.0,1.0,100,-0.059702642,0.016098022,0.07536686,4999.552687856803,[-0.03   0.697 -2.104 -1.866 -1.503],1.0,7.3242186e-06,-0.25556692,,-0.084165975,1.0,1.0,-0.25556692,0.015431404,8000,,0.09246826,3593.500737428665,-0.24060059
81,2369747,1.0,1.0,0.32655764,499.4,1.0,1.0,100,-0.096861064,9.999186,0.5685883,4993.475691153656,[-0.03   0.697 -2.104 -1.866 -1.503],0.9988,-0.00013000489,-121.75673,0.03462014,-0.084165975,1.0,,-121.75673,9.998371,8100,,0.15185547,3668.2886724472046,-5.5949097
82,2419747,1.0,1.0,0.003680556,500.0,1.0,1.0,100,-0.06290584,0.01620102,0.060360577,4999.579825184165,[-0.03   0.697 -2.104 -1.866 -1.503],1.0,-4.3945314e-05,-0.2600233,,-0.084165975,1.0,1.0,-0.2600233,0.015597343,8200,,0.09124756,3742.5285184383392,-0.15356445
