Weights,TimestepsSoFar,MeanD2w0t,EpLenMean,InitialReturnStd,StdIW,MaxIW,TimeElapsed,MeanIW,Iteration,MinIW,ReturnMeanIW,ReturnStepMaxmin,MeanEntropy,EntropyCoefficient,MaxD2w0t,StdD2w0t,J_sample_variance,EpRewMean,EpThisIter,Bound,EpisodesSoFar,InitialBound,InitialReturnMin,InitialReturnMean,ReturnStepMax,EmpiricalD2,InitialReturnMax,MinD2w0t
[ 0.012  0.285 -2.019 -1.558 -1.466],1937761,1.0,500.0,0.085244976,,1.0,2681.6441304683685,1.0,247,1.0,-0.020717109,0.01014328,-0.04663849,,1.0,,0.0076479763,4999.479206477122,20,-272.0826,4940,-272.0826,-0.20098877,-3.0517579e-06,10.0,1.0,0.08880615,1.0
[ 0.012  0.285 -2.019 -1.558 -1.466],1947761,1.0,500.0,0.097682446,,1.0,2694.921275615692,1.0,248,1.0,-0.04852178,0.016187668,-0.04663849,,1.0,,0.0100437,4999.514783768069,20,-272.1104,4960,-272.1104,-0.33233643,-2.1362304e-05,10.0,1.0,0.09112549,1.0
[ 0.012  0.285 -2.019 -1.558 -1.466],1957761,1.0,500.0,0.10981669,,1.0,2708.1907997131348,1.0,249,1.0,-0.046698555,0.015607834,-0.04663849,,1.0,,0.012696232,4999.510284264128,20,-272.10858,4980,-272.10858,-0.25268555,0.00010375977,10.0,1.0,0.112854004,1.0
[ 0.012  0.285 -2.019 -1.558 -1.466],1967761,1.0,500.0,0.07267647,,1.0,2720.358056306839,1.0,250,1.0,-0.038025547,0.015786171,-0.04663849,,1.0,,0.0055587394,4999.532708373154,20,-272.0999,5000,-272.0999,-0.17297363,-7.93457e-05,10.0,1.0,0.084472656,1.0
[ 0.012  0.285 -2.019 -1.558 -1.466],1977262,0.95289093,475.05,216.48094,0.053627208,1.1665138,2733.127338886261,1.0039744,251,0.8320794,-49.364613,9.995985,-0.046947487,,1.0067468,0.21838391,48841.25,4749.5368021583945,20,-321.51422,5020,-321.67352,-943.61847,6.1035157e-06,10.0,1.0053368,49.76544,
[ 0.012  0.283 -2.019 -1.552 -1.466],1987262,1.0,500.0,0.05719615,,1.0,2747.3693058490753,1.0,252,1.0,-0.030612085,0.010695457,-0.046947487,,1.0,,0.0034430954,4999.569271275344,20,-272.0925,5040,-272.0925,-0.13568115,0.00014038086,10.0,1.0,0.076538086,1.0
[ 0.012  0.283 -2.019 -1.552 -1.466],1997262,1.0,500.0,0.07579216,,1.0,2761.0720887184143,1.0,253,1.0,-0.04507863,0.012620926,-0.046947487,,1.0,,0.0060448092,4999.491314419567,20,-272.10696,5060,-272.10696,-0.1876831,1.8310548e-05,10.0,1.0,0.1048584,1.0
[ 0.012  0.283 -2.019 -1.552 -1.466],2007262,1.0,500.0,0.07275218,,1.0,2773.915889978409,1.0,254,1.0,-0.038513087,0.01274395,-0.046947487,,1.0,,0.005569302,4999.52426207013,20,-272.1004,5080,-272.1004,-0.16223145,1.5258789e-05,10.0,1.0,0.09246826,1.0
[ 0.012  0.283 -2.019 -1.552 -1.466],2017262,1.0,500.0,0.09193464,,1.0,2786.0660223960876,1.0,255,1.0,-0.039719466,0.011234283,-0.046947487,,1.0,,0.008894473,4999.50117369669,20,-272.10162,5100,-272.10162,-0.23242188,-1.2207031e-05,10.0,1.0,0.09466553,1.0
[ 0.012  0.283 -2.019 -1.552 -1.466],2027262,1.0,500.0,0.079659134,,1.0,2799.0311291217804,1.0,256,1.0,-0.022126472,0.010951042,-0.046947487,,1.0,,0.0066757957,4999.5215269868,20,-272.084,5120,-272.084,-0.1940918,-2.4414063e-05,10.0,1.0,0.080200195,1.0
[ 0.012  0.283 -2.019 -1.552 -1.466],2037262,1.0,500.0,0.062617645,,1.0,2810.6341032981873,1.0,257,1.0,-0.05147201,0.013236046,-0.046947487,,1.0,,0.0041243546,4999.5354204332125,20,-272.11337,5140,-272.11337,-0.11260986,1.5258789e-05,10.0,1.0,0.09350586,1.0
[ 0.012  0.283 -2.019 -1.552 -1.466],2047262,1.0,500.0,0.077844866,,1.0,2824.850805044174,1.0,258,1.0,-0.020546664,0.014987946,-0.046947487,,1.0,,0.006377231,4999.487702661175,20,-272.08243,5160,-272.08243,-0.23077393,-4.8828126e-05,10.0,1.0,0.07531738,1.0
[ 0.012  0.283 -2.019 -1.552 -1.466],2057262,1.0,500.0,0.06255272,,1.0,2837.4700677394867,1.0,259,1.0,-0.049836908,0.011672974,-0.046947487,,1.0,,0.004118774,4999.546310269336,20,-272.11172,5180,-272.11172,-0.11621094,-3.0517578e-05,10.0,1.0,0.087646484,1.0
[ 0.012  0.283 -2.019 -1.552 -1.466],2067262,1.0,500.0,0.095608,,1.0,2852.3770139217377,1.0,260,1.0,-0.049090985,0.014740944,-0.046947487,,1.0,,0.009627534,4999.505289210911,20,-272.111,5200,-272.111,-0.20568848,-3.967285e-05,10.0,1.0,0.10961914,1.0
[ 0.012  0.283 -2.019 -1.552 -1.466],2077262,1.0,500.0,0.07539243,,1.0,2866.382978916168,1.0,261,1.0,-0.03167416,0.014241219,-0.046947487,,1.0,,0.005981859,4999.577052413712,20,-272.09357,5220,-272.09357,-0.21734619,-1.5258789e-05,10.0,1.0,0.07232666,1.0
[ 0.012  0.283 -2.019 -1.552 -1.466],2087262,1.0,500.0,0.07744865,,1.0,2878.1013000011444,1.0,262,1.0,-0.04314661,0.014195442,-0.046947487,,1.0,,0.0063157817,4999.5095550800115,20,-272.10504,5240,-272.10504,-0.1776123,6.1035156e-05,10.0,1.0,0.083496094,1.0
[ 0.012  0.283 -2.019 -1.552 -1.466],2097262,1.0,500.0,0.07441735,,1.0,2892.3639945983887,1.0,263,1.0,-0.02126572,0.013306618,-0.046947487,,1.0,,0.0058326,4999.555844573305,20,-272.08316,5260,-272.08316,-0.27398682,-4.272461e-05,10.0,1.0,0.0725708,1.0
[ 0.012  0.283 -2.019 -1.552 -1.466],2107262,1.0,500.0,0.057434298,,1.0,2906.4989116191864,1.0,264,1.0,-0.019310018,0.010175705,-0.046947487,,1.0,,0.0034699205,4999.543317975995,20,-272.0812,5280,-272.0812,-0.17138672,7.6293945e-05,10.0,1.0,0.057373047,1.0
[ 0.012  0.283 -2.019 -1.552 -1.466],2117262,1.0,500.0,0.09731354,,1.0,2920.142388343811,1.0,265,1.0,-0.063509166,0.015396118,-0.046947487,,1.0,,0.009966297,4999.426120711585,20,-272.1254,5300,-272.1254,-0.21807861,9.155274e-06,10.0,1.0,0.12164307,1.0
[ 0.012  0.283 -2.019 -1.552 -1.466],2127262,1.0,500.0,0.07854581,,1.0,2932.440703868866,1.0,266,1.0,-0.0685998,0.012167931,-0.046947487,,1.0,,0.0064950525,4999.4339010572685,20,-272.1305,5320,-272.1305,-0.13549805,-1.5258789e-05,10.0,1.0,0.13201904,1.0
[ 0.012  0.283 -2.019 -1.552 -1.466],2137262,1.0,500.0,0.07763178,,1.0,2942.8565349578857,1.0,267,1.0,-0.04366706,0.0096035,-0.046947487,,1.0,,0.006341438,4999.554390246526,20,-272.10556,5340,-272.10556,-0.18255615,7.324219e-05,10.0,1.0,0.086364746,1.0
[ 0.012  0.283 -2.019 -1.552 -1.466],2147262,1.0,500.0,0.06947816,,1.0,2955.169135570526,1.0,268,1.0,-0.038175654,0.012507439,-0.046947487,,1.0,,0.0050811362,4999.550913032611,20,-272.10007,5360,-272.10007,-0.12817383,3.0517579e-06,10.0,1.0,0.087402344,1.0
[ 0.012  0.283 -2.019 -1.552 -1.466],2157262,1.0,500.0,0.08016064,,1.0,2968.3719339370728,1.0,269,1.0,-0.033198446,0.01271534,-0.046947487,,1.0,,0.006763605,4999.574001459764,20,-272.0951,5380,-272.0951,-0.2678833,2.4414063e-05,10.0,1.0,0.07733154,1.0
[ 0.012  0.283 -2.019 -1.552 -1.466],2167262,1.0,500.0,0.07798203,,1.0,2980.610774755478,1.0,270,1.0,-0.04566306,0.011054039,-0.046947487,,1.0,,0.0064034387,4999.499084858623,20,-272.10754,5400,-272.10754,-0.17028809,2.4414063e-05,10.0,1.0,0.0904541,1.0
[ 0.012  0.283 -2.019 -1.552 -1.466],2177262,1.0,500.0,0.059036084,,1.0,2994.0705530643463,1.0,271,1.0,-0.03407095,0.01427269,-0.046947487,,1.0,,0.0036693541,4999.520676608323,20,-272.09595,5420,-272.09595,-0.117126465,1.5258789e-05,10.0,1.0,0.08850098,1.0
[ 0.012  0.283 -2.019 -1.552 -1.466],2187262,1.0,500.0,0.121358484,,1.0,3006.1138303279877,1.0,272,1.0,-0.062476315,0.01613617,-0.046947487,,1.0,,0.015498716,4999.51632532588,20,-272.12436,5440,-272.12436,-0.22454834,2.746582e-05,10.0,1.0,0.12786865,1.0
[ 0.012  0.283 -2.019 -1.552 -1.466],2197262,1.0,500.0,0.07457474,,1.0,3019.2201681137085,1.0,273,1.0,-0.026616797,0.011194229,-0.046947487,,1.0,,0.0058521675,4999.528283017342,20,-272.0885,5460,-272.0885,-0.24493408,2.1362304e-05,10.0,1.0,0.076293945,1.0
[ 0.012  0.283 -2.019 -1.552 -1.466],2207262,1.0,500.0,0.05859657,,1.0,3030.5884215831757,1.0,274,1.0,-0.0307998,0.009782791,-0.046947487,,1.0,,0.003615577,4999.55000655171,20,-272.09268,5480,-272.09268,-0.16271973,-6.713867e-05,10.0,1.0,0.06573486,1.0
[ 0.012  0.283 -2.019 -1.552 -1.466],2217262,1.0,500.0,0.086867996,,1.0,3044.494763612747,1.0,275,1.0,-0.05447739,0.014554024,-0.046947487,,1.0,,0.007947036,4999.522328106371,20,-272.11636,5500,-272.11636,-0.17645264,9.155274e-06,10.0,1.0,0.107055664,1.0
[ 0.012  0.283 -2.019 -1.552 -1.466],2227262,1.0,500.0,0.09462997,,1.0,3058.480954647064,1.0,276,1.0,-0.058205258,0.016633034,-0.046947487,,1.0,,0.009427034,4999.482341078195,20,-272.1201,5520,-272.1201,-0.24908447,-9.155274e-06,10.0,1.0,0.11029053,1.0
[ 0.012  0.283 -2.019 -1.552 -1.466],2237262,1.0,500.0,0.079202235,,1.0,3073.176446199417,1.0,277,1.0,-0.028750254,0.016062737,-0.046947487,,1.0,,0.006600028,4999.454395539678,20,-272.09064,5540,-272.09064,-0.1696167,3.3569337e-05,10.0,1.0,0.0914917,1.0
[ 0.012  0.283 -2.019 -1.552 -1.466],2247262,1.0,500.0,0.06715791,,1.0,3084.2012298107147,1.0,278,1.0,-0.023167018,0.012496948,-0.046947487,,1.0,,0.0047479956,4999.505024914444,20,-272.08505,5560,-272.08505,-0.20617676,6.408691e-05,10.0,1.0,0.08441162,1.0
[ 0.012  0.283 -2.019 -1.552 -1.466],2257262,1.0,500.0,0.07710609,,1.0,3097.869034051895,1.0,279,1.0,-0.038275108,0.013181686,-0.046947487,,1.0,,0.0062594824,4999.540771341714,20,-272.10016,5580,-272.10016,-0.2255249,6.1035156e-05,10.0,1.0,0.059570312,1.0
[ 0.012  0.283 -2.019 -1.552 -1.466],2267262,1.0,500.0,0.083796166,,1.0,3113.0005292892456,1.0,280,1.0,-0.04954435,0.012298584,-0.046947487,,1.0,,0.0073948135,4999.484851345144,20,-272.11142,5600,-272.11142,-0.25073242,7.019043e-05,10.0,1.0,0.103881836,1.0
[ 0.012  0.283 -2.019 -1.552 -1.466],2277262,1.0,500.0,0.0971225,,1.0,3127.8090307712555,1.0,281,1.0,-0.04045473,0.013837814,-0.046947487,,1.0,,0.009931231,4999.4961780728445,20,-272.10236,5620,-272.10236,-0.27563477,3.0517579e-06,10.0,1.0,0.10559082,1.0
[ 0.012  0.283 -2.019 -1.552 -1.466],2287262,1.0,500.0,0.07558339,,1.0,3140.453545331955,1.0,282,1.0,-0.056244105,0.013849258,-0.046947487,,1.0,,0.0060134754,4999.509982400724,20,-272.11813,5640,-272.11813,-0.16491699,2.4414063e-05,10.0,1.0,0.107910156,1.0
[ 0.012  0.283 -2.019 -1.552 -1.466],2297262,1.0,500.0,0.03313881,,1.0,3155.769994735718,1.0,283,1.0,-0.013432358,0.009874344,-0.046947487,,1.0,,0.0011562788,4999.576296794845,20,-272.07532,5660,-272.07532,-0.059936523,-3.3569337e-05,10.0,1.0,0.042541504,1.0
[ 0.012  0.283 -2.019 -1.552 -1.466],2307262,1.0,500.0,0.089187406,,1.0,3175.770320892334,1.0,284,1.0,-0.045100484,0.013061523,-0.046947487,,1.0,,0.008372042,4999.523275315679,20,-272.107,5680,-272.107,-0.2850952,5.1879884e-05,10.0,1.0,0.09307861,1.0
[ 0.012  0.283 -2.019 -1.552 -1.466],2317262,1.0,500.0,0.08173753,,1.0,3192.502294063568,1.0,285,1.0,-0.044490606,0.013363838,-0.046947487,,1.0,,0.0070341732,4999.541831763041,20,-272.10638,5700,-272.10638,-0.16973877,-2.746582e-05,10.0,1.0,0.08929443,1.0
[ 0.012  0.283 -2.019 -1.552 -1.466],2327262,1.0,500.0,0.06320743,,1.0,3208.109399795532,1.0,286,1.0,-0.033787034,0.009283066,-0.046947487,,1.0,,0.0042014755,4999.530464258362,20,-272.09567,5720,-272.09567,-0.099121094,6.1035157e-06,10.0,1.0,0.08514404,1.0
[ 0.012  0.283 -2.019 -1.552 -1.466],2336308,1.1638467,452.3,250.85374,0.45356375,4.262938,3220.196887731552,0.9447422,287,0.23342966,-58.916565,9.993576,-0.05848758,,3.1484714,0.46849874,48869.73,4521.536679279694,20,-337.03622,5740,-353.3657,-911.80664,9.155274e-06,10.0,1.6527624,81.57257,
[ 0.003  0.285 -2.031 -1.556 -1.477],2346308,1.0,500.0,0.07780902,,1.0,3236.083317041397,1.0,288,1.0,-0.033720598,0.012563705,-0.05848758,,1.0,,0.0063714017,4999.53001588905,20,-272.0956,5760,-272.0956,-0.16827393,4.8828126e-05,10.0,1.0,0.09655762,1.0
[ 0.003  0.285 -2.031 -1.556 -1.477],2356045,1.0067134,486.85,14.233128,0.20629881,1.6566417,3251.9453513622284,0.9804438,289,0.30128142,-0.90845484,9.9940815,-0.05809527,,1.288251,0.17115192,21.47513,4867.049346302325,20,-273.6025,5780,-275.2677,-62.01001,5.1879884e-05,10.0,1.0873736,3.4402466,
[ 0.007  0.285 -2.032 -1.557 -1.477],2366045,1.0,500.0,0.06610137,,1.0,3266.5270805358887,1.0,290,1.0,-0.032665484,0.013616562,-0.05809527,,1.0,,0.0046002804,4999.580800535631,20,-272.09454,5800,-272.09454,-0.21716309,-8.544922e-05,10.0,1.0,0.07885742,1.0
[ 0.007  0.285 -2.032 -1.557 -1.477],2376045,1.0,500.0,0.06380611,,1.0,3286.09135055542,1.0,291,1.0,-0.03397463,0.013812065,-0.05809527,,1.0,,0.0042855632,4999.5120050232845,20,-272.09586,5820,-272.09586,-0.1352539,-6.1035157e-06,10.0,1.0,0.08129883,1.0
[ 0.007  0.285 -2.032 -1.557 -1.477],2386045,1.0,500.0,0.071413234,,1.0,3299.0733737945557,1.0,292,1.0,-0.050820716,0.012028694,-0.05809527,,1.0,,0.005369396,4999.536943115397,20,-272.1127,5840,-272.1127,-0.14019775,3.0517578e-05,10.0,1.0,0.09234619,1.0
[ 0.007  0.285 -2.032 -1.557 -1.477],2396045,1.0,500.0,0.06565236,,1.0,3315.6057476997375,1.0,293,1.0,-0.042216133,0.0162611,-0.05809527,,1.0,,0.0045354827,4999.595242157326,20,-272.1041,5860,-272.1041,-0.15362549,8.239746e-05,10.0,1.0,0.08746338,1.0
[ 0.007  0.285 -2.032 -1.557 -1.477],2405546,0.9509784,475.05,216.4824,0.025590291,1.0692927,3329.8307886123657,0.98719007,294,0.91660357,-49.548763,9.996096,-0.056777105,,1.0019433,0.21794035,49207.164,4749.563751727443,20,-321.6368,5880,-321.67258,-943.6249,2.746582e-05,10.0,1.0017313,49.771423,
[ 0.007  0.284 -2.032 -1.556 -1.476],2415535,0.9989,499.45,0.21081892,,1.0,3344.6096477508545,1.0,295,1.0,-0.00079718383,9.996231,-0.056777105,,1.0,0.033147894,0.0467803,4993.547512537736,20,-272.06268,5900,-272.06268,-0.847229,,10.0,1.0,0.14019775,
[ 0.007  0.284 -2.032 -1.556 -1.476],2425535,1.0,500.0,0.08476045,,1.0,3360.049653530121,1.0,296,1.0,-0.021735717,0.0152692795,-0.056777105,,1.0,,0.0075589577,4999.600465386361,20,-272.08362,5920,-272.08362,-0.24884033,-3.3569337e-05,10.0,1.0,0.06542969,1.0
[ 0.007  0.284 -2.032 -1.556 -1.476],2435036,0.95061755,475.05,216.48654,0.016522976,1.0590019,3372.549947977066,1.0000952,297,0.95833254,-49.536385,9.996159,-0.057116218,,1.0017513,0.21785729,49214.723,4749.574794475974,20,-321.61655,5940,-321.6577,-943.6429,1.5258789e-05,10.0,1.000967,49.75299,
[ 0.007  0.283 -2.032 -1.554 -1.476],2444404,1.0214345,468.4,142.74129,0.3058882,2.0944912,3391.106060028076,1.0001627,298,0.39925343,-22.04958,9.993938,-0.06817134,,1.2639093,0.27096364,7277.612,4682.56918108547,20,-296.391,5960,-306.2738,-621.4756,3.0517579e-06,10.0,1.1778656,34.468018,
[ 0.003  0.283 -2.042 -1.552 -1.487],2454404,1.0,500.0,0.08958619,,1.0,3411.8982224464417,1.0,299,1.0,-0.040827293,0.01696682,-0.06817134,,1.0,,0.008447503,4999.5659538472055,20,-272.10272,5980,-272.10272,-0.22979736,5.7983398e-05,10.0,1.0,0.09436035,1.0
[ 0.003  0.283 -2.042 -1.552 -1.487],2464194,1.0026908,489.5,10.500778,0.15355092,1.4002855,3426.258201122284,0.9685584,300,0.40358812,-1.0554765,9.996128,-0.068102136,,1.2209258,0.14999679,24.970201,4894.0404719544285,20,-273.54874,6000,-274.4072,-45.770813,9.765625e-05,10.0,1.0626359,2.508484,
[ 0.007  0.283 -2.042 -1.552 -1.487],2474194,1.0,500.0,0.0653455,,1.0,3440.7390174865723,1.0,301,1.0,-0.03816387,0.017294884,-0.068102136,,1.0,,0.0044967905,4999.6117943557965,20,-272.10007,6020,-272.10007,-0.1494751,-4.8828126e-05,10.0,1.0,0.08721924,1.0
[ 0.007  0.283 -2.042 -1.552 -1.487],2484194,1.0,500.0,0.09086355,,1.0,3454.6634526252747,1.0,302,1.0,-0.041425183,0.017087936,-0.068102136,,1.0,,0.00869018,4999.527649074827,20,-272.1033,6040,-272.1033,-0.20404053,7.6293945e-05,10.0,1.0,0.10321045,1.0
[ 0.007  0.283 -2.042 -1.552 -1.487],2494194,1.0,500.0,0.06786472,,1.0,3465.591526031494,1.0,303,1.0,-0.04481129,0.014055252,-0.068102136,,1.0,,0.0048447778,4999.573961193272,20,-272.1067,6060,-272.1067,-0.175354,1.5258789e-05,10.0,1.0,0.068237305,1.0
[ 0.007  0.283 -2.042 -1.552 -1.487],2504194,1.0,500.0,0.082855426,,1.0,3476.561655521393,1.0,304,1.0,-0.055320572,0.016490936,-0.068102136,,1.0,,0.007226084,4999.551293154098,20,-272.11722,6080,-272.11722,-0.17089844,1.2207031e-05,10.0,1.0,0.105651855,1.0
[ 0.007  0.283 -2.042 -1.552 -1.487],2514011,1.0007969,490.85,7.6646748,0.1495831,1.2859844,3489.9139773845673,0.9708983,305,0.37752324,-0.6200323,9.996319,-0.06800079,,1.1968875,0.13903043,9.367553,4907.583669311888,20,-272.99295,6100,-273.7543,-33.408936,-7.324219e-05,10.0,1.0500234,1.828125,
[ 0.01   0.282 -2.042 -1.552 -1.487],2524011,1.0,500.0,0.04548649,,1.0,3504.3040471076965,1.0,306,1.0,-0.015046544,0.008444786,-0.06800079,,1.0,,0.0021763358,4999.567575330154,20,-272.07693,6120,-272.07693,-0.09466553,5.7983398e-05,10.0,1.0,0.054260254,1.0
[ 0.01   0.282 -2.042 -1.552 -1.487],2534011,1.0,500.0,0.08437362,,1.0,3519.6345551013947,1.0,307,1.0,-0.03127588,0.014580727,-0.06800079,,1.0,,0.0074933674,4999.558875543771,20,-272.09317,6140,-272.09317,-0.19006348,-2.1362304e-05,10.0,1.0,0.07702637,1.0
[ 0.01   0.282 -2.042 -1.552 -1.487],2544011,1.0,500.0,0.06310676,,1.0,3535.985265016556,1.0,308,1.0,-0.027659535,0.01465416,-0.06800079,,1.0,,0.0041910107,4999.604896718163,20,-272.08954,6160,-272.08954,-0.16442871,3.3569337e-05,10.0,1.0,0.061340332,1.0
[ 0.01   0.282 -2.042 -1.552 -1.487],2554011,1.0,500.0,0.09404287,,1.0,3550.379348039627,1.0,309,1.0,-0.031592734,0.015452385,-0.06800079,,1.0,,0.009305308,4999.562509108007,20,-272.09348,6180,-272.09348,-0.3128662,3.0517578e-05,10.0,1.0,0.078552246,1.0
[ 0.01   0.282 -2.042 -1.552 -1.487],2564011,1.0,500.0,0.08119349,,1.0,3562.753357410431,1.0,310,1.0,-0.07066756,0.0126953125,-0.06800079,,1.0,,0.0069374912,4999.512413968439,20,-272.13257,6200,-272.13257,-0.1583252,5.493164e-05,10.0,1.0,0.113098145,1.0
[ 0.01   0.282 -2.042 -1.552 -1.487],2574011,1.0,500.0,0.06106508,,1.0,3577.113070011139,1.0,311,1.0,-0.028136596,0.01080513,-0.06800079,,1.0,,0.0039226627,4999.5590974093375,20,-272.09003,6220,-272.09003,-0.1616211,2.4414063e-05,10.0,1.0,0.08111572,1.0
[ 0.01   0.282 -2.042 -1.552 -1.487],2584011,1.0,500.0,0.061468832,,1.0,3589.864232301712,1.0,312,1.0,-0.022805324,0.014502525,-0.06800079,,1.0,,0.003976581,4999.6014561702395,20,-272.0847,6240,-272.0847,-0.20343018,6.1035157e-06,10.0,1.0,0.056640625,1.0
[ 0.01   0.282 -2.042 -1.552 -1.487],2594011,1.0,500.0,0.095770724,,1.0,3606.109001159668,1.0,313,1.0,-0.062794425,0.013051987,-0.06800079,,1.0,,0.009657965,4999.499005339282,20,-272.1247,6260,-272.1247,-0.24176025,,10.0,1.0,0.10821533,1.0
[ 0.01   0.282 -2.042 -1.552 -1.487],2604011,1.0,500.0,0.07629249,,1.0,3620.3991334438324,1.0,314,1.0,-0.035974767,0.013303757,-0.06800079,,1.0,,0.0061283535,4999.603216307943,20,-272.09787,6280,-272.09787,-0.20629883,2.1362304e-05,10.0,1.0,0.07293701,1.0
[ 0.01   0.282 -2.042 -1.552 -1.487],2614011,1.0,500.0,0.06264084,,1.0,3638.32447886467,1.0,315,1.0,-0.030553568,0.012269974,-0.06800079,,1.0,,0.004129177,4999.583720317115,20,-272.09244,6300,-272.09244,-0.1749878,6.1035157e-06,10.0,1.0,0.0725708,1.0
[ 0.01   0.282 -2.042 -1.552 -1.487],2624011,1.0,500.0,0.12427907,,1.0,3654.9603459835052,1.0,316,1.0,-0.061955463,0.017472267,-0.06800079,,1.0,,0.016265577,4999.494635593438,20,-272.12384,6320,-272.12384,-0.27868652,5.493164e-05,10.0,1.0,0.12554932,1.0
[ 0.01   0.282 -2.042 -1.552 -1.487],2634011,1.0,500.0,0.05332856,,1.0,3672.1948182582855,1.0,317,1.0,-0.032358028,0.014241219,-0.06800079,,1.0,,0.0029911823,4999.619666662436,20,-272.09424,6340,-272.09424,-0.11584473,-3.0517578e-05,10.0,1.0,0.06384277,1.0
[ 0.01   0.282 -2.042 -1.552 -1.487],2644011,1.0,500.0,0.07054808,,1.0,3687.1670014858246,1.0,318,1.0,-0.0381136,0.01829052,-0.06800079,,1.0,,0.005241741,4999.5623041737645,20,-272.1,6360,-272.1,-0.19763184,-3.967285e-05,10.0,1.0,0.0713501,1.0
[ 0.01   0.282 -2.042 -1.552 -1.487],2654011,1.0,500.0,0.08126058,,1.0,3702.772449493408,1.0,319,1.0,-0.040007383,0.014625549,-0.06800079,,1.0,,0.0069501284,4999.536246100088,20,-272.1019,6380,-272.1019,-0.24371338,-1.8310548e-05,10.0,1.0,0.08532715,1.0
[ 0.01   0.282 -2.042 -1.552 -1.487],2664011,1.0,500.0,0.09391101,,1.0,3714.8319339752197,1.0,320,1.0,-0.039026894,0.012888908,-0.06800079,,1.0,,0.009285523,4999.5387806472945,20,-272.10092,6400,-272.10092,-0.28338623,-5.493164e-05,10.0,1.0,0.08416748,1.0
[ 0.01   0.282 -2.042 -1.552 -1.487],2674011,1.0,500.0,0.096358,,1.0,3733.60626745224,1.0,321,1.0,-0.04962204,0.01667118,-0.06800079,,1.0,,0.009768825,4999.542431581862,20,-272.1115,6420,-272.1115,-0.24554443,3.0517578e-05,10.0,1.0,0.108947754,1.0
[ 0.01   0.282 -2.042 -1.552 -1.487],2684011,1.0,500.0,0.092586435,,1.0,3752.2008953094482,1.0,322,1.0,-0.05036732,0.013957977,-0.06800079,,1.0,,0.009027023,4999.5488253494605,20,-272.11224,6440,-272.11224,-0.26953125,2.1362304e-05,10.0,1.0,0.09527588,1.0
[ 0.01   0.282 -2.042 -1.552 -1.487],2694011,1.0,500.0,0.09355862,,1.0,3767.8929674625397,1.0,323,1.0,-0.044185307,0.018484116,-0.06800079,,1.0,,0.009211288,4999.555094480066,20,-272.10608,6460,-272.10608,-0.30889893,-2.746582e-05,10.0,1.0,0.08648682,1.0
[ 0.01   0.282 -2.042 -1.552 -1.487],2704011,1.0,500.0,0.07861427,,1.0,3780.7339606285095,1.0,324,1.0,-0.035723895,0.015244484,-0.06800079,,1.0,,0.0065065622,4999.543211604713,20,-272.09763,6480,-272.09763,-0.14758301,3.3569337e-05,10.0,1.0,0.08294678,1.0
[ 0.01   0.282 -2.042 -1.552 -1.487],2714011,1.0,500.0,0.06777804,,1.0,3799.7328476905823,1.0,325,1.0,-0.03430235,0.016018867,-0.06800079,,1.0,,0.004835201,4999.579579904124,20,-272.0962,6500,-272.0962,-0.25634766,-6.1035156e-05,10.0,1.0,0.057556152,1.0
[ 0.01   0.282 -2.042 -1.552 -1.487],2723653,1.0685916,482.1,51.438457,0.32320786,1.575364,3811.208566904068,0.9165521,326,0.11458853,-2.1056087,9.996119,-0.06742024,,2.2075965,0.2672144,94.30842,4820.052779191879,20,-276.26358,6520,-283.79062,-224.21478,1.8310548e-05,10.0,1.2623221,11.890686,
[ 0.016  0.283 -2.046 -1.554 -1.486],2733653,1.0,500.0,0.060587563,,1.0,3826.4750967025757,1.0,327,1.0,-0.023433683,0.010448456,-0.06742024,,1.0,,0.0038654266,4999.541633054028,20,-272.08533,6540,-272.08533,-0.14453125,3.3569337e-05,10.0,1.0,0.06982422,1.0
[ 0.016  0.283 -2.046 -1.554 -1.486],2743653,1.0,500.0,0.0816103,,1.0,3846.489885568619,1.0,328,1.0,-0.054825384,0.012928009,-0.06742024,,1.0,,0.0070081237,4999.562994107989,20,-272.11673,6560,-272.11673,-0.17089844,3.0517578e-05,10.0,1.0,0.09979248,1.0
[ 0.016  0.283 -2.046 -1.554 -1.486],2753653,1.0,500.0,0.07723654,,1.0,3866.7713747024536,1.0,329,1.0,-0.05234276,0.012537003,-0.06742024,,1.0,,0.006278683,4999.445242316216,20,-272.11423,6580,-272.11423,-0.13537598,1.2207031e-05,10.0,1.0,0.09869385,1.0
[ 0.016  0.283 -2.046 -1.554 -1.486],2763653,1.0,500.0,0.07820122,,1.0,3887.1598308086395,1.0,330,1.0,-0.046700235,0.01692772,-0.06742024,,1.0,,0.006438598,4999.53823962866,20,-272.10858,6600,-272.10858,-0.21099854,-8.239746e-05,10.0,1.0,0.09527588,1.0
[ 0.016  0.283 -2.046 -1.554 -1.486],2773653,1.0,500.0,0.06849871,,1.0,3908.050934314728,1.0,331,1.0,-0.04933839,0.0147743225,-0.06742024,,1.0,,0.00493772,4999.527155100515,20,-272.11124,6620,-272.11124,-0.12957764,-1.8310548e-05,10.0,1.0,0.09399414,1.0
