InitialReturnMin,Iteration,ESSRenyi,MaxIW,TimestepsSoFar,InitialReturnMax,Bound,MeanEntropy,EpisodesSoFar,EpLenMean,MaxIWNorm,ReturnStepMaxmin,ReturnMeanIW,TimeElapsed,InitialReturnStd,ESSClassic,MinIW,EpRewMean,EpThisIter,StdIW,Weights,ReturnStepMax,StdIWNorm,InitialReturnMean,MeanIW,MinIWNorm,MeanIWNorm,J_sample_variance,InitialBound,EmpiricalD2
-662.19836,11,84.82915,2.3349886,62635,247.16223,-70.76871,0.3388432,1100,118.01,0.023349885,9.825058,17.287754,155.70225071907043,144.16272,84.43251,0.36175185,1169.775720494943,100,0.42471635,[-0.384  0.689 -1.593 -1.356 -1.064],10.0,0.0042471634,-9.765625e-06,0.9891098,0.0036175183,0.009891098,21284.447,-81.10242,1.17884
-661.99194,12,89.6138,2.2501185,74857,245.89044,-72.28789,0.33145237,1200,122.22,0.022501184,9.830883,13.35886,180.14275527000427,159.69933,89.259895,0.30700016,1211.8637392378994,100,0.35631377,[-0.375  0.679 -1.626 -1.372 -1.08 ],10.0,0.0035631377,-1.6479493e-05,1.0272033,0.0030700015,0.0102720335,23007.244,-81.07714,1.1158996
-669.97205,13,97.21321,1.4915246,87041,258.77777,-76.71295,0.33118522,1300,121.84,0.014915246,9.830801,6.5093474,205.50858402252197,158.53734,97.602554,0.65013707,1208.0907624316005,100,0.1564402,[-0.369  0.679 -1.647 -1.396 -1.087],10.0,0.0015644019,3.0517577e-07,0.9981717,0.0065013706,0.009981717,25033.512,-82.05449,1.0286667
-520.7752,14,97.07908,1.4520324,100256,256.94208,-58.428993,0.3269062,1400,132.15,0.014520324,9.843792,6.305105,232.47283792495728,127.14971,97.12417,0.66239583,1311.176768381546,100,0.17693025,[-0.375  0.696 -1.67  -1.418 -1.088],10.0,0.0017693024,-1.2207031e-06,1.028218,0.0066239582,0.010282181,15502.951,-63.781677,1.0300881
-697.4032,15,91.726585,1.8970633,113835,240.13525,-77.71257,0.31628576,1500,135.79,0.018970633,9.848162,11.470413,259.89515471458435,160.65916,91.08029,0.47250134,1347.5881714370873,100,0.3236546,[-0.38   0.71  -1.697 -1.428 -1.092],10.0,0.0032365457,-1.5258789e-05,1.0342343,0.0047250134,0.010342342,24990.088,-85.414116,1.0901965
-717.8571,16,94.907616,1.6295499,127596,245.35535,-82.09237,0.31470472,1600,137.61,0.016295498,9.850147,8.154699,288.6366319656372,130.27463,95.5835,0.5530998,1365.786817353926,100,0.21353862,[-0.378  0.716 -1.71  -1.45  -1.103],10.0,0.0021353862,-6.8359375e-05,0.99340993,0.005530998,0.009934098,18312.854,-87.91925,1.0536562
-685.82404,17,50.960777,8.5996685,140375,209.80286,-56.30142,0.27536327,1700,127.79,0.08599668,9.838898,61.361683,313.873850107193,147.2215,38.49753,0.051774435,1267.604274786937,100,1.6500431,[-0.374  0.722 -1.732 -1.46  -1.104],10.0,0.01650043,-7.446289e-05,1.3054657,0.00051774434,0.013054656,53464.574,-83.996025,1.9622935
-719.20087,18,97.03511,1.4924924,154675,250.88702,-83.99569,0.273352,1800,143.0,0.014924924,9.855827,5.423638,342.5777323246002,126.918976,96.68748,0.55517906,1419.6887427383929,100,0.18639323,[-0.361  0.729 -1.749 -1.477 -1.144],10.0,0.0018639325,-1.2207031e-05,1.0070125,0.0055517904,0.010070124,16840.71,-88.08378,1.0305548
-409.5006,19,88.85573,2.2970202,169270,230.7378,-43.759796,0.2609773,1900,145.95,0.022970201,9.859039,9.445816,370.9324686527252,107.08869,88.94113,0.3218302,1449.2087388296852,100,0.33750483,[-0.367  0.748 -1.761 -1.495 -1.146],10.0,0.0033750485,-3.90625e-05,0.95714104,0.003218302,0.009571409,13602.518,-50.153416,1.1254199
-423.6633,20,57.186535,5.6547155,184969,232.59625,-33.261536,0.25729457,2000,156.99,0.056547154,9.8686695,35.353546,401.31695532798767,113.55286,58.07297,0.19159089,1559.5863388439598,100,0.9187446,[-0.367  0.761 -1.787 -1.496 -1.158],10.0,0.009187446,-2.0141602e-05,1.0812715,0.0019159089,0.010812713,38359.977,-51.88797,1.7486634
-395.0562,21,76.15718,3.807653,200465,185.71503,-37.766304,0.23559506,2100,154.96,0.038076527,9.867077,17.677,431.8787114620209,99.34176,72.97324,0.22385126,1539.2958758649233,100,0.6204944,[-0.348  0.761 -1.801 -1.516 -1.162],10.0,0.006204944,-6.1035157e-06,1.0195836,0.0022385125,0.0101958355,15720.504,-48.384315,1.3130738
-445.88214,22,94.01774,1.664103,216596,176.67511,-52.384773,0.23766088,2200,161.31,0.01664103,9.872406,3.9349852,463.48639011383057,86.369225,94.824005,0.42940298,1602.8029419919308,100,0.23665969,[-0.348  0.781 -1.824 -1.522 -1.183],10.0,0.0023665968,5.9814454e-05,1.0129473,0.00429403,0.010129474,7806.452,-54.609127,1.063629
-769.14984,23,98.01305,1.6038829,232803,207.20715,-92.31736,0.24170904,2300,162.07,0.01603883,9.873182,2.8339233,493.4746208190918,143.36159,98.1901,0.7127697,1610.418075404105,100,0.13470276,[-0.343  0.781 -1.826 -1.532 -1.181],10.0,0.0013470276,5.9814454e-05,0.9921629,0.0071276966,0.009921628,21128.656,-94.20117,1.0202724
-747.6433,24,97.121475,1.3654411,249094,223.09485,-85.158,0.23645283,2400,162.91,0.013654411,9.873411,7.7562804,524.4349920749664,134.06567,96.89683,0.5577554,1618.7826487529924,100,0.17500912,[-0.344  0.789 -1.839 -1.535 -1.177],10.0,0.0017500911,5.9204103e-05,0.97794324,0.005577554,0.009779433,16481.945,-91.56718,1.0296384
-757.16925,25,94.18561,1.6191494,265601,213.547,-88.83794,0.22497557,2500,165.07,0.016191494,9.875265,6.715511,555.7163631916046,117.81851,94.10124,0.46316338,1640.3982769580828,100,0.2554119,[-0.346  0.801 -1.859 -1.546 -1.182],10.0,0.0025541189,-2.9907227e-05,1.0201377,0.004631634,0.010201377,14720.578,-92.73395,1.0617334
-768.2187,26,87.25515,3.1050487,281950,196.35858,-85.79122,0.22859617,2600,163.49,0.031050486,9.874062,14.9332485,586.9193165302277,120.47036,82.89018,0.30557266,1624.5990436104164,100,0.45861495,[-0.346  0.807 -1.866 -1.549 -1.194],10.0,0.0045861495,-4.9438477e-05,1.0094321,0.0030557264,0.01009432,17257.797,-94.08724,1.1460642
-756.41345,27,94.03911,1.5806886,298771,196.48895,-85.59132,0.22200154,2700,168.21,0.015806885,9.87735,9.9410715,619.5570328235626,151.29747,93.87798,0.4097051,1671.777893185025,100,0.25385344,[-0.339  0.809 -1.871 -1.567 -1.19 ],10.0,0.0025385343,5.065918e-05,0.99407196,0.004097051,0.009940719,22032.691,-92.641304,1.0633874
-778.5521,28,97.98346,1.3132623,315484,211.23535,-92.371956,0.21944821,2800,167.13,0.013132623,9.876646,3.957016,651.2595202922821,140.0274,98.22634,0.6753769,1660.9847293704847,100,0.13317686,[-0.337  0.817 -1.881 -1.58  -1.197],10.0,0.0013317685,-2.6855469e-05,0.9910788,0.006753769,0.009910787,18731.033,-95.3528,1.0205804
-144.03693,29,23.688915,15.953993,332547,141.27869,21.062634,0.22008209,2900,170.63,0.15953992,9.879501,57.30753,683.4378855228424,81.78558,24.161552,0.042939328,1696.013316403328,100,2.2758188,[-0.339  0.828 -1.896 -1.594 -1.199],10.0,0.022758188,3.0517578e-05,1.2845628,0.00042939326,0.012845626,67545.48,-17.64082,4.2213836
-804.17206,30,98.78294,1.2545836,351130,157.47534,-97.270386,0.22460882,3000,185.83,0.012545835,9.889019,1.8250408,718.6622908115387,133.81934,98.95326,0.7954875,1847.978414929083,100,0.10343205,[-0.334  0.887 -1.917 -1.653 -1.199],10.0,0.0010343206,-6.1035157e-06,1.005659,0.007954875,0.01005659,17752.822,-98.49057,1.0123205
-819.2454,31,94.74409,2.065099,370240,145.39557,-96.973145,0.21370767,3100,191.1,0.02065099,9.892426,6.1090393,753.6926159858704,107.5362,94.72603,0.611075,1900.7112709715946,100,0.23709345,[-0.334  0.887 -1.923 -1.657 -1.194],10.0,0.0023709345,-8.544922e-06,1.0048134,0.0061107497,0.010048134,10640.581,-100.33668,1.0554749
-130.75903,32,57.20044,6.2304263,389713,144.89899,-10.520719,0.18615654,3200,194.73,0.062304262,9.89435,12.943782,789.3193480968475,65.24543,57.33873,0.054045025,1937.0029145804333,100,0.9105977,[-0.332  0.887 -1.925 -1.663 -1.205],10.0,0.009105977,-5.5541994e-05,1.0556835,0.0005404502,0.010556835,11518.26,-17.746485,1.7482383
-470.9761,33,95.77847,1.6281328,409670,158.65906,-55.35204,0.17787051,3300,199.57,0.016281327,9.897818,3.5880115,826.0336437225342,91.94745,95.48362,0.43243223,1985.4926013780455,100,0.2120639,[-0.319  0.866 -1.932 -1.678 -1.233],10.0,0.0021206392,-2.166748e-05,0.9750694,0.004324322,0.009750693,6847.9136,-57.682583,1.044076
-840.33795,34,95.4771,1.607762,429906,152.16931,-100.190094,0.18371917,3400,202.36,0.016077619,9.898151,5.139406,862.7879593372345,108.41861,95.12536,0.5159446,2013.2837386380218,100,0.21869601,[-0.322  0.875 -1.935 -1.678 -1.241],10.0,0.00218696,2.0751953e-05,0.96608835,0.005159446,0.009660882,11907.28,-102.91994,1.0473716
-812.6321,35,94.10428,1.8533171,449841,160.72949,-96.36096,0.1827829,3500,199.35,0.01853317,9.896473,6.2360983,899.2669031620026,126.39396,93.89637,0.4621623,1983.1697371820646,100,0.25738925,[-0.319  0.877 -1.934 -1.68  -1.235],10.0,0.0025738927,-3.0517579e-06,1.009533,0.0046216226,0.010095331,17063.762,-99.52671,1.0626509
-829.2835,36,96.76213,1.5017507,469944,157.38104,-98.795715,0.17735423,3600,201.03,0.015017507,9.897604,4.455682,936.9385344982147,152.34128,97.22409,0.59795463,1999.9955350812745,100,0.17150068,[-0.315  0.882 -1.937 -1.678 -1.236],10.0,0.0017150069,-1.6479493e-05,1.0149618,0.0059795463,0.010149619,22366.318,-101.56609,1.0334622
-824.07495,37,96.43706,1.8620332,489665,146.30737,-99.505875,0.17366269,3700,197.21,0.018620333,9.895287,3.2698069,972.6620733737946,111.859276,96.06604,0.56527174,1961.764014706639,100,0.20991321,[-0.316  0.89  -1.941 -1.679 -1.242],10.0,0.0020991322,1.3427734e-05,1.0373151,0.0056527173,0.010373151,13462.889,-100.92815,1.0369458
-526.70056,38,99.3901,1.1784668,510638,138.05853,-63.39456,0.1716192,3800,209.73,0.011784668,9.901705,1.3104408,1011.3352937698364,88.20842,99.40654,0.83031535,2086.980147704967,100,0.07728466,[-0.316  0.898 -1.943 -1.678 -1.245],10.0,0.0007728465,-3.601074e-05,1.0002427,0.008303153,0.010002426,7353.4253,-64.50742,1.0061364
-837.78235,39,99.11835,1.2507635,531189,137.37054,-102.20027,0.17161903,3900,205.51,0.012507635,9.8997135,0.86201936,1048.3041110038757,151.18953,99.24508,0.83123547,2044.7822325223158,100,0.0866273,[-0.315  0.897 -1.956 -1.673 -1.247],10.0,0.00086627295,4.5166016e-05,0.99326164,0.008312355,0.009932617,22765.533,-102.60692,1.0088949
-526.54126,40,89.66561,2.407371,551183,139.25745,-58.73561,0.16748329,4000,199.94,0.02407371,9.896906,9.3672085,1084.1859052181244,95.267136,87.094505,0.34028095,1989.0827390282277,100,0.3993441,[-0.315  0.9   -1.959 -1.67  -1.247],10.0,0.003993441,-0.0001361084,1.037422,0.0034028094,0.010374218,11091.758,-64.488014,1.1152548
-854.6525,41,99.4795,1.2617846,572608,134.23572,-103.63065,0.16832381,4100,214.25,0.012617845,9.903769,1.3159506,1122.9484713077545,110.04392,99.42158,0.83441836,2132.177865808033,100,0.07662677,[-0.311  0.906 -1.981 -1.667 -1.251],10.0,0.00076626765,5.7983398e-05,1.0046127,0.008344184,0.010046127,12332.411,-104.67307,1.0052322
-190.82635,42,88.636,2.024137,594453,125.32678,-21.105778,0.15449615,4200,218.45,0.02024137,9.9054985,3.7186322,1162.6947479248047,66.29713,88.87764,0.33383068,2174.1649093175356,100,0.34502384,[-0.312  0.913 -1.986 -1.676 -1.251],10.0,0.0034502384,9.2163085e-05,0.97531945,0.0033383067,0.009753194,5407.7656,-23.37127,1.1282097
-810.5096,43,93.7353,1.9822179,614048,163.00122,-92.95225,0.15741271,4300,195.95,0.019822178,9.895859,9.578043,1199.0640568733215,111.117325,92.435875,0.41197217,1949.285207203765,100,0.2788265,[-0.313  0.92  -1.992 -1.671 -1.264],10.0,0.0027882648,1.953125e-05,0.974708,0.0041197217,0.00974708,12972.693,-99.26672,1.066834
-841.5404,44,98.62939,1.2719055,636064,141.41998,-100.10981,0.15577753,4400,220.16,0.012719055,9.906134,3.671091,1239.1861758232117,145.25172,98.963066,0.7272294,2191.2536494824903,100,0.103217155,[-0.315  0.936 -2.003 -1.677 -1.262],10.0,0.0010321715,-5.4931643e-06,1.0083516,0.007272294,0.010083514,20431.033,-103.06724,1.0138966
-158.57574,45,42.66943,9.2045765,657530,128.44446,-7.1677876,0.17529571,4500,214.66,0.09204576,9.904514,22.564203,1277.6632628440857,63.598457,40.84117,0.15620936,2136.3405064774324,100,1.3256222,[-0.318  0.947 -2.014 -1.684 -1.263],10.0,0.013256223,-1.2207031e-05,1.1014353,0.0015620936,0.011014352,17686.607,-19.421495,2.3435981
-855.1548,46,97.422935,1.6269897,680435,138.02234,-101.74093,0.17280793,4600,229.05,0.016269896,9.910347,4.369918,1319.1747150421143,152.54341,97.17495,0.5274597,2280.2183185196086,100,0.1714575,[-0.305  0.957 -2.01  -1.674 -1.244],10.0,0.0017145748,7.93457e-06,1.0055908,0.0052745966,0.010055908,21826.318,-104.73464,1.0264523
-701.767,47,98.39471,1.3138111,702377,122.36572,-84.76552,0.17028883,4700,219.42,0.013138111,9.90576,1.8813194,1359.133865594864,90.16792,98.216805,0.70975906,2183.8469830623253,100,0.13365096,[-0.303  0.958 -2.02  -1.682 -1.246],10.0,0.0013365094,-4.9438477e-05,0.99189323,0.0070975902,0.009918932,7817.03,-85.948616,1.0163149
-705.35596,48,92.05721,2.1980872,726447,112.20276,-81.84037,0.16301316,4800,240.7,0.021980872,9.913958,8.197473,1402.8007113933563,116.72216,91.19098,0.5574314,2396.6288307470104,100,0.32022387,[-0.301  0.959 -2.04  -1.68  -1.249],10.0,0.0032022386,-7.507324e-05,1.0303041,0.005574314,0.010303041,12382.351,-86.38819,1.086281
-139.23895,49,35.378353,13.43623,748570,116.969055,-4.859392,0.15399149,4900,221.23,0.1343623,9.907358,23.81126,1443.0493848323822,52.60173,29.187704,0.036080502,2202.03905943349,100,1.678974,[-0.301  0.969 -2.046 -1.679 -1.256],10.0,0.016789738,1.2207031e-06,1.0779276,0.00036080502,0.010779276,13473.754,-17.053219,2.8265872
-679.73193,50,96.50993,1.5054525,772201,100.84735,-81.348854,0.15209988,5000,236.31,0.015054525,9.911957,3.3928657,1486.4861981868744,90.45976,97.192856,0.62985957,2352.682219442062,100,0.17396024,[-0.282  0.974 -2.034 -1.682 -1.265],10.0,0.0017396023,1.4038086e-05,1.0236074,0.0062985956,0.010236072,7550.873,-83.24981,1.0361627
-208.96112,51,84.73795,2.0922282,797134,91.61871,-21.283321,0.15503025,5100,249.33,0.02092228,9.916618,6.5184298,1531.5663168430328,56.19817,87.868286,0.26630032,2482.8875728069634,100,0.37741882,[-0.282  0.98  -2.039 -1.678 -1.267],10.0,0.003774188,7.6293945e-05,1.0157309,0.002663003,0.010157308,3325.3528,-25.59233,1.1801088
-889.80817,52,99.197845,1.2312012,823343,93.55939,-108.12538,0.15386942,5200,262.09,0.012312012,9.923094,1.2931498,1578.4460997581482,104.756874,99.2193,0.7838329,2610.8021857869653,100,0.088579446,[-0.278  0.991 -2.049 -1.689 -1.264],10.0,0.0008857944,-2.9296874e-05,0.9986008,0.007838329,0.009986008,10944.256,-108.978836,1.0080864
-893.76575,53,98.74542,1.4078549,850098,87.71106,-107.443634,0.1525309,5300,267.55,0.014078549,9.922171,2.713048,1625.9002175331116,105.714516,98.530014,0.7702437,2665.0672738051026,100,0.122028306,[-0.277  0.991 -2.053 -1.694 -1.265],10.0,0.0012202831,4.1503907e-05,0.99905205,0.0077024368,0.00999052,10913.669,-109.46347,1.0127052
-883.25806,54,98.45441,1.4224489,875445,107.46777,-105.702126,0.15038726,5400,253.47,0.014224488,9.917843,3.3202624,1672.010214805603,147.42941,98.17505,0.7086549,2524.27292938108,100,0.13741957,[-0.278  1.001 -2.057 -1.705 -1.266],10.0,0.0013741958,5.126953e-05,1.0079167,0.0070865485,0.010079167,18343.498,-108.17653,1.0156986
-885.73584,55,99.55565,1.1352484,901117,97.588806,-107.97995,0.15002467,5500,256.72,0.011352484,9.921211,0.74191475,1718.1214306354523,103.46972,99.59981,0.7750166,2557.0695178667943,100,0.06316701,[-0.279  1.002 -2.066 -1.712 -1.269],10.0,0.0006316702,,0.9965242,0.007750166,0.009965242,10761.764,-108.48005,1.0044633
-198.77112,56,76.13649,3.2587345,927312,85.15924,-19.480623,0.14593479,5600,261.95,0.032587346,9.922283,8.419266,1764.838922739029,54.671345,79.06501,0.32015035,2609.302530608618,100,0.5499153,[-0.279  1.005 -2.071 -1.713 -1.269],10.0,0.005499153,-5.493164e-05,1.0686902,0.0032015033,0.010686901,3707.9119,-24.344446,1.3134307
-875.6337,57,96.3608,1.7376884,954129,107.76538,-104.526344,0.14484072,5700,268.17,0.017376883,9.925243,4.7227664,1813.4728569984436,175.96634,94.9732,0.67693835,2671.654908897835,100,0.23673533,[-0.273  1.013 -2.078 -1.706 -1.273],10.0,0.0023673533,-1.8310546e-06,1.0290053,0.0067693833,0.010290052,31026.408,-107.2428,1.0377663
-913.7199,58,98.98031,1.2462615,981899,79.63721,-111.241066,0.1446523,5800,277.7,0.012462614,9.927921,1.2412722,1860.2370810508728,101.46259,99.01167,0.70991975,2766.9673343334794,100,0.09896891,[-0.273  1.022 -2.083 -1.706 -1.274],10.0,0.0009896891,8.544922e-06,0.9905873,0.0070991972,0.009905873,10383.569,-111.90737,1.010302
-210.7193,59,70.62596,5.1624875,1010500,64.700745,-20.678596,0.14556563,5900,286.01,0.051624876,9.928495,10.030551,1903.1140627861023,46.279507,61.236526,0.22870992,2849.8476376109297,100,0.8113055,[-0.271  1.023 -2.083 -1.706 -1.274],10.0,0.008113055,5.2490235e-05,1.019714,0.0022870991,0.01019714,3070.0215,-25.807686,1.41591
-480.373,60,88.29177,3.2959647,1038130,82.77356,-54.20218,0.13599071,6000,276.3,0.032959647,9.928118,8.410765,1945.13014793396,76.027885,87.21891,0.39210045,2753.046755538102,100,0.3965886,[-0.262  1.028 -2.1   -1.715 -1.273],10.0,0.003965886,-4.272461e-06,1.0360045,0.0039210045,0.010360045,5267.2676,-58.833443,1.1326084
-122.79797,61,49.82294,7.716057,1067019,67.311646,-9.353817,0.1140748,6100,288.89,0.07716057,9.93191,11.9531765,1988.1975429058075,46.709225,45.945946,0.041931022,2879.038035303855,100,1.0562099,[-0.257  1.03  -2.111 -1.72  -1.283],10.0,0.0105620995,-0.000100097655,0.9737775,0.0004193102,0.009737776,5499.519,-15.039719,2.0071075
-781.8421,62,97.77088,1.5561119,1097404,63.13159,-94.461266,0.113055065,6200,303.85,0.015561119,9.93441,2.379884,2034.1219878196716,88.59407,97.47819,0.6163893,3028.505630355475,100,0.16051231,[-0.246  1.033 -2.117 -1.723 -1.305],10.0,0.0016051229,4.333496e-05,0.9979446,0.006163893,0.0099794455,7540.8364,-95.75567,1.0227994
-179.59503,63,74.98653,3.2972424,1127782,58.69171,-17.596207,0.118058205,6300,303.78,0.03297242,9.934341,7.8046465,2078.91379404068,44.271805,71.2871,0.23507875,3027.7951110964264,100,0.67277735,[-0.243  1.032 -2.119 -1.725 -1.306],10.0,0.0067277737,5.493164e-05,1.0600793,0.0023507874,0.010600792,2451.6396,-21.995754,1.3335729
-769.60205,64,99.016014,1.2258286,1160795,58.364746,-92.863144,0.11651612,6400,330.13,0.012258287,9.941238,1.8606532,2129.1543991565704,122.24427,99.064606,0.71183777,3291.562282755433,100,0.09735499,[-0.237  1.04  -2.124 -1.718 -1.301],10.0,0.0009735499,-3.6621093e-06,1.0019028,0.0071183774,0.0100190295,13340.37,-94.25662,1.0099376
-748.5148,65,99.18778,1.29037,1191635,62.878113,-90.02306,0.11549474,6500,308.4,0.0129037,9.934156,2.0254726,2175.3408813476562,104.24633,99.10469,0.7728251,3073.812945037193,100,0.09517964,[-0.236  1.038 -2.131 -1.721 -1.302],10.0,0.0009517963,7.6904296e-05,1.0013883,0.007728251,0.010013883,9156.889,-91.67389,1.0081887
-100.93176,66,69.52155,3.7831688,1223248,50.187256,-7.3246307,0.09899752,6600,316.13,0.037831686,9.937101,7.5010195,2222.819965362549,38.13817,70.51876,0.22831646,3151.321559758716,100,0.6412083,[-0.236  1.043 -2.141 -1.723 -1.303],10.0,0.0064120824,-7.3242186e-06,0.99169624,0.0022831645,0.009916962,1237.885,-12.361574,1.4384029
-929.33453,67,99.20188,1.2041926,1254461,64.008484,-113.147095,0.09631501,6700,312.13,0.012041926,9.937506,1.1296288,2270.274079322815,119.06845,99.40349,0.8341488,3111.5114185782527,100,0.07749213,[-0.233  1.056 -2.138 -1.722 -1.32 ],10.0,0.0007749213,3.173828e-05,1.000354,0.008341488,0.010003541,13573.922,-113.81974,1.0080454
-782.29944,68,95.91205,1.6131618,1286262,62.61737,-93.22029,0.08982284,6800,318.01,0.016131617,9.937462,4.611967,2317.981725215912,117.82163,95.56505,0.60229594,3170.1186240879206,100,0.21821485,[-0.232  1.054 -2.141 -1.723 -1.323],10.0,0.0021821486,-3.4179688e-05,1.012953,0.006022959,0.01012953,10098.057,-95.81177,1.0426219
-616.20184,69,96.72565,1.7538011,1317469,59.95099,-73.517845,0.08928753,6900,312.07,0.017538011,9.936956,3.2179148,2364.493457555771,94.11396,96.54942,0.6580709,3110.8284317267435,100,0.19459581,[-0.23   1.052 -2.143 -1.723 -1.329],10.0,0.0019459582,-5.9204103e-05,1.0293489,0.006580709,0.010293487,8971.466,-75.46907,1.033852
-104.4624,70,70.80514,3.1204972,1349787,43.440247,-9.643833,0.09282942,7000,323.18,0.031204972,9.937807,5.5607066,2413.2861239910126,31.301086,78.27058,0.12839419,3221.7126308952006,100,0.52767795,[-0.229  1.057 -2.152 -1.719 -1.33 ],10.0,0.0052767796,6.8359375e-05,1.0014843,0.0012839418,0.010014841,990.7088,-12.793911,1.4123269
-924.9701,71,99.26768,1.2152514,1383262,68.37109,-111.484566,0.09121361,7100,334.75,0.012152514,9.94276,2.2177656,2463.034302711487,172.9065,99.35271,0.8331539,3337.8771328779485,100,0.082062416,[-0.221  1.063 -2.157 -1.717 -1.326],10.0,0.0008206241,3.540039e-05,1.0166745,0.008331539,0.010166746,28519.072,-113.28521,1.0073773
-769.4835,72,98.4619,1.3877468,1415263,58.52301,-92.717674,0.08977586,7200,320.01,0.013877468,9.939606,2.2576594,2510.545980453491,104.72503,98.253006,0.66733474,3190.3986068284635,100,0.13616803,[-0.222  1.068 -2.166 -1.723 -1.328],10.0,0.0013616804,1.586914e-05,1.0211766,0.006673347,0.010211765,9942.754,-94.24209,1.0156213
-932.41174,73,99.13536,1.3936459,1448415,60.953613,-112.911,0.086515345,7300,331.52,0.013936458,9.9424095,1.7825699,2559.983065843582,132.30405,99.06769,0.7585467,3305.612751750325,100,0.09721126,[-0.22   1.07  -2.18  -1.727 -1.329],10.0,0.00097211247,-2.380371e-05,1.0020921,0.007585467,0.010020921,15899.453,-114.19668,1.0087218
