EmpiricalD2,EpisodesSoFar,ReturnStepMaxmin,MinIWNorm,EpRewMean,MeanIWNorm,EntropyCoefficient,MinIW,MeanIW,TimestepsSoFar,Weights,EpLenMean,MaxIW,InitialBound,Bound,StdIWNorm,ReturnMeanIW,InitialReturnMax,ESSClassic,MeanEntropy,Iteration,StdIW,TimeElapsed,InitialReturnStd,InitialReturnMean,MaxIWNorm,ESSRenyi,J_sample_variance,ReturnStepMax,InitialReturnMin,EpThisIter
1.1356921,2400,9.796518,0.0040163533,999.8218379454531,0.010384335,10.0,0.40163532,1.0384336,146480,[-1.234  1.45  -2.226 -2.557 -0.693],101.01,3.3952212,-68.22989,-60.840076,0.0042592427,12.198733,226.19043,85.59948,0.74088466,24,0.42592427,328.83182978630066,124.24389,2.6855469e-05,0.03395221,88.05203,20358.787,10.0,-616.36426,100
1.0124469,2500,9.792345,0.006954641,978.8292490882901,0.010051085,10.0,0.69546413,1.0051084,156371,[-1.238  1.475 -2.232 -2.561 -0.678],98.91,1.2154285,-66.122604,-63.721073,0.0010637315,2.898326,338.9256,98.89235,0.7368268,25,0.10637315,344.88023591041565,156.26108,2.4719238e-05,0.012154285,98.770615,24384.469,10.0,-600.3819,100
2.7977674,2600,9.798254,0.0007454043,1009.7098405402049,0.013281745,10.0,0.07454043,1.3281745,166571,[-1.258  1.501 -2.254 -2.577 -0.682],102.0,24.883734,-23.09383,-14.456081,0.026320722,28.586658,248.72186,20.295416,0.79097515,26,2.6320722,361.12400817871094,80.64794,-1.4343262e-05,0.24883734,35.742786,97510.125,10.0,-146.85083,100
1.970788,2700,9.793089,0.000160624,982.7257590728367,0.010586956,10.0,0.0160624,1.0586956,176501,[-1.266  1.483 -2.253 -2.618 -0.628],99.3,16.223152,-66.09132,-44.303207,0.019354034,52.078266,269.47534,23.03109,0.750475,27,1.9354035,378.4445357322693,144.92316,3.3569336e-06,0.16223152,50.741123,146030.23,10.0,-604.2162,100
1.8233571,2800,9.800951,0.001455982,1022.3219845828845,0.0096886195,10.0,0.1455982,0.96886194,186827,[-1.306  1.543 -2.244 -2.582 -0.669],103.26,6.0219154,-20.490286,-9.713808,0.0085571995,20.490747,228.57867,56.177242,0.75976557,28,0.85571986,398.114483833313,88.404976,2.1057129e-05,0.060219154,54.84389,31226.592,10.0,-165.6087,100
321.22858,2900,9.804917,8.609233e-07,1043.817061642489,0.0661962,10.0,8.609233e-05,6.6196203,197368,[-1.269  1.537 -2.27  -2.641 -0.659],105.41,602.1296,-25.257732,728.03577,0.5989154,1309.7261,268.2633,1.2068741,0.71723026,29,59.891537,416.5685393810272,96.59831,2.1972657e-05,6.0212955,0.3113048,165563100.0,9.999999,-164.7201,100
1.1459163,3000,9.812822,0.004576445,1086.1374829618092,0.01005834,10.0,0.45764452,1.005834,208332,[-1.163  1.562 -2.317 -2.788 -0.702],109.64,2.786667,-71.04621,-64.13238,0.0042303195,12.306425,259.09717,84.969986,0.72921216,30,0.42303196,439.8366458415985,155.82019,-2.380371e-05,0.02786667,87.2664,29951.783,10.0,-638.6513,100
1.047195,3100,9.817234,0.0055292356,1113.3306437010956,0.00983166,10.0,0.55292356,0.98316604,219568,[-1.175  1.594 -2.321 -2.78  -0.69 ],112.36,1.6455433,-71.623314,-65.40907,0.002055315,8.04725,241.35266,95.81276,0.72998023,31,0.20553152,458.2893738746643,114.44563,-4.333496e-05,0.016455432,95.4932,14213.324,10.0,-644.34143,100
1.0307474,3200,9.817083,0.005775654,1111.6377471786595,0.010284795,10.0,0.57756543,1.0284796,230787,[-1.2    1.643 -2.328 -2.814 -0.689],112.19,1.6140251,-72.3699,-70.81602,0.0018800573,2.7893198,231.8139,96.766495,0.72798526,32,0.18800573,477.5373635292053,144.0042,-6.469726e-05,0.01614025,97.016975,22006.121,10.0,-650.49994,100
1.2396008,3300,9.82901,0.0038747601,1192.7133150788673,0.010785915,10.0,0.38747603,1.0785913,242817,[-1.204  1.659 -2.341 -2.814 -0.691],120.3,3.274109,-56.755714,-50.198456,0.005685575,13.830945,280.42157,78.25548,0.7266149,33,0.56855756,495.93651819229126,101.51921,3.90625e-05,0.03274109,80.671135,17698.88,10.0,-522.8485,100
1.2030879,3400,9.826098,0.0025752499,1170.3328132157058,0.010999152,10.0,0.257525,1.0999153,254623,[-1.188  1.671 -2.355 -2.819 -0.692],118.06,3.5185115,-74.88548,-67.97063,0.0058232746,15.087442,229.9248,78.106964,0.70502156,34,0.5823275,517.900693655014,127.04975,-2.8076172e-05,0.035185114,83.119446,26679.621,9.999999,-670.765,100
1.041019,3500,9.83379,0.0059217233,1224.536676081535,0.010021765,10.0,0.5921723,1.0021765,266971,[-1.2    1.692 -2.362 -2.801 -0.714],123.48,1.7123008,-76.08298,-74.05118,0.0021745544,3.7287865,261.1344,95.50354,0.7041123,35,0.21745545,534.9966661930084,150.44302,1.5258789e-05,0.017123008,96.05973,23799.982,10.0,-678.7798,100
1.0723655,3600,9.830168,0.0039409893,1198.5332702126443,0.0096677905,10.0,0.39409894,0.9667791,279059,[-1.199  1.705 -2.368 -2.815 -0.715],120.88,1.7548735,-76.04494,-71.649994,0.002810578,7.4074545,225.2738,92.20707,0.69824225,36,0.28105783,554.4069573879242,131.09822,3.7231446e-05,0.017548734,93.251785,17687.365,10.0,-678.39514,100
1.0199366,3700,9.817709,0.006986105,1115.3395293012577,0.009996922,10.0,0.6986105,0.9996922,290315,[-1.203  1.721 -2.377 -2.802 -0.721],112.56,1.284412,-72.32587,-70.030334,0.001352353,3.0670357,218.71002,98.2029,0.69975275,37,0.13523531,573.0405015945435,120.494385,-5.065918e-05,0.01284412,98.04531,13874.656,10.0,-647.549,100
1.1794317,3800,9.827942,0.0036239468,1183.8255911217564,0.010367467,10.0,0.3623947,1.0367466,302256,[-1.207  1.734 -2.387 -2.826 -0.719],119.41,3.3275096,-74.91448,-66.96522,0.0048572724,14.834854,291.68274,82.00064,0.7157751,38,0.48572725,593.5072343349457,145.20364,2.6245118e-05,0.033275094,84.7866,29129.14,10.0,-668.80896,100
1.0432805,3900,9.832075,0.006170491,1213.7209981960402,0.010158632,10.0,0.61704916,1.0158633,314496,[-1.189  1.73  -2.369 -2.832 -0.703],122.4,1.6958857,-75.28424,-72.99507,0.0019240502,4.146481,233.12054,96.536995,0.7065571,39,0.19240502,615.4114582538605,115.90123,-2.6550293e-05,0.016958857,95.8515,14318.221,10.0,-673.1358,100
10.846997,4000,9.833511,3.502672e-06,1223.032252987095,0.015947215,10.0,0.0003502672,1.5947216,326829,[-1.183  1.734 -2.358 -2.827 -0.712],123.33,75.028015,-19.855873,93.461464,0.076167025,175.64468,219.81256,4.199556,0.64819264,40,7.6167026,636.7647817134857,88.70754,-1.15966795e-05,0.75028014,9.219141,2727381.0,10.0,-143.51392,100
1.0117882,4100,9.832981,0.007090182,1217.247432746425,0.009954185,10.0,0.70901823,0.9954185,339104,[-1.205  1.862 -2.354 -2.992 -0.771],122.75,1.4331037,-78.242256,-77.77432,0.001204064,0.96037495,200.719,98.55794,0.64873964,41,0.12040639,656.5367724895477,101.27111,-3.6621093e-06,0.014331036,98.83491,10428.9,10.0,-691.77,100
1.0751753,4200,9.84458,0.0055171526,1296.3446950680436,0.009862654,10.0,0.55171525,0.98626536,352169,[-1.206  1.871 -2.357 -2.993 -0.77 ],130.65,2.3694665,-78.67965,-75.96276,0.0029945127,6.0115666,297.9383,91.55951,0.633593,42,0.29945126,675.8734607696533,134.71321,-1.5258789e-05,0.023694664,93.00809,22390.342,10.0,-695.38586,100
1.0070024,4300,9.835194,0.0082018385,1231.7635272725863,0.010077928,10.0,0.8201839,1.0077928,364589,[-1.214  1.875 -2.367 -3.005 -0.785],124.2,1.2837315,-78.130005,-76.804054,0.0009588569,1.6654953,220.62616,99.10289,0.6291536,43,0.09588569,695.9048283100128,119.53071,-6.469726e-05,0.012837314,99.304634,14057.851,10.0,-689.66095,100
1.2155995,4400,9.837461,0.0029182415,1249.064117915625,0.010377178,10.0,0.29182416,1.0377178,377182,[-1.22   1.884 -2.381 -3.015 -0.79 ],125.93,3.3202567,-20.94948,-14.03349,0.0049251323,9.747845,222.42206,81.61556,0.62530506,44,0.49251324,717.6734852790833,77.17919,1.0375977e-05,0.033202566,82.26393,8724.971,10.0,-137.07141,100
1.0342475,4500,9.8358135,0.0041561765,1236.562874286007,0.010002954,10.0,0.41561767,1.0002954,389650,[-1.218  1.907 -2.388 -3.063 -0.794],124.68,1.4952238,-77.25748,-75.58825,0.0019407589,3.1488466,266.72205,96.37224,0.6191403,45,0.19407588,739.3688156604767,105.9283,-1.2207031e-06,0.014952238,96.68865,11634.753,10.0,-681.8606,100
1.0250875,4600,9.838234,0.006810229,1255.8575931161529,0.009892052,10.0,0.6810229,0.98920524,402311,[-1.228  1.922 -2.388 -3.058 -0.8  ],126.61,1.6469985,-77.998955,-75.67619,0.0015754832,3.3862996,292.0487,97.526146,0.61773646,46,0.15754831,757.9213054180145,145.91342,-1.586914e-05,0.016469985,97.55265,22158.545,10.0,-687.41125,100
1.0111581,4700,9.8413925,0.007830778,1280.7597016782067,0.009929303,10.0,0.78307784,0.99293035,415221,[-1.237  1.945 -2.388 -3.064 -0.801],129.1,1.3392842,-17.468185,-16.540112,0.0011684498,1.0157268,193.06476,98.63415,0.6221223,47,0.11684498,779.0974705219269,83.22676,-4.272461e-05,0.013392841,98.8965,7447.4546,10.0,-131.18127,100
2.0533628,4800,9.848061,0.0008320631,1338.4518575294371,0.011170131,10.0,0.08320631,1.117013,428708,[-1.246  1.96  -2.377 -3.085 -0.797],134.87,8.9018135,-20.190071,-4.1405725,0.014767616,27.331291,215.64746,36.392082,0.6374385,48,1.4767617,802.6953549385071,88.47426,2.0751953e-05,0.089018136,48.7006,42299.098,10.0,-165.11664,100
2.2476952,4900,9.846697,0.0009622736,1326.6502381367006,0.009860091,10.0,0.09622736,0.98600906,442077,[-1.214  1.951 -2.386 -3.14  -0.782],133.69,11.088268,-18.88966,-7.571043,0.014559656,24.16531,206.27985,31.44237,0.61402607,49,1.4559658,823.9615030288696,84.484535,-2.6245118e-05,0.11088268,44.490017,28249.518,10.0,-163.53955,100
1.0261158,5000,9.848234,0.0069586914,1340.050980136454,0.00996804,10.0,0.69586915,0.9968039,455580,[-1.178  1.954 -2.372 -3.136 -0.805],135.03,1.5923876,-82.15926,-80.71,0.0015956478,2.6906726,226.85706,97.501564,0.6044385,50,0.1595648,847.1661417484283,107.11959,-3.234863e-05,0.015923874,97.45489,12257.775,10.0,-720.9623,100
1.1015812,5100,9.843563,0.003720604,1298.659949273183,0.01048317,10.0,0.37206042,1.0483171,468669,[-1.183  1.962 -2.38  -3.141 -0.815],130.89,2.1677947,-79.79653,-75.13354,0.0033238044,8.93475,196.64978,90.86552,0.60271704,51,0.33238044,867.1279654502869,107.31161,4.333496e-05,0.021677947,90.7786,13714.006,10.0,-700.88855,100
1.0081187,5200,9.850151,0.007897201,1357.05256339211,0.010006103,10.0,0.7897201,1.0006102,482342,[-1.174  1.97  -2.381 -3.138 -0.816],136.73,1.2287064,-81.75206,-80.95456,0.00082122907,1.1738194,234.16254,99.33091,0.60064006,52,0.0821229,892.2098429203033,132.45114,-5.6152345e-05,0.0122870635,99.194664,17823.607,10.0,-716.7139,100
1.5508915,5300,9.850489,0.0022060329,1360.0542598177383,0.01260328,10.0,0.22060329,1.2603282,496045,[-1.175  1.977 -2.396 -3.141 -0.818],137.03,7.068799,-63.867554,-54.616623,0.011622098,26.365574,206.16687,54.043594,0.6035153,53,1.1622099,913.8732278347015,97.99459,-2.6855469e-05,0.07068799,64.47904,25575.463,10.0,-570.5182,100
1.1420068,5400,9.847435,0.0028180613,1334.0431943766107,0.010424686,10.0,0.28180614,1.0424685,509488,[-1.179  2.006 -2.409 -3.098 -0.815],134.43,3.1487875,-81.73043,-77.97926,0.0042103836,9.785718,209.25214,85.975365,0.6025432,54,0.42103836,935.6623523235321,128.08977,-3.112793e-05,0.031487875,87.565155,20482.91,10.0,-716.6027,100
1.0565875,5500,9.857845,0.006040659,1431.4499971735981,0.010225552,10.0,0.6040659,1.0225552,523905,[-1.16   1.999 -2.414 -3.107 -0.816],144.17,1.7330956,-84.35576,-81.83919,0.0021684156,4.9817996,210.90936,95.69663,0.60821986,55,0.21684155,959.345269203186,131.24014,-3.8452148e-05,0.017330956,94.64432,19270.67,10.0,-737.959,100
1.1457711,5600,9.857281,0.0036997837,1426.544415277755,0.010146473,10.0,0.36997837,1.0146474,538273,[-1.161  2.015 -2.412 -3.114 -0.811],143.68,2.646913,-84.30823,-77.646545,0.0041447096,13.0905075,192.86017,85.699936,0.6017433,56,0.41447097,982.1905224323273,131.99745,-6.225586e-05,0.02646913,87.277466,19892.459,10.0,-738.03424,100
1.038918,5700,9.852854,0.0061976616,1382.4505572006967,0.010189214,10.0,0.6197662,1.0189215,552200,[-1.152  2.027 -2.42  -3.121 -0.817],139.27,1.8399128,-83.94514,-80.859116,0.0022958927,4.77594,181.85706,95.16816,0.6061352,57,0.22958928,1006.1780068874359,103.63293,-3.3569337e-05,0.018399127,96.25398,11272.044,10.0,-734.541,100
1.015799,5800,9.858732,0.007152704,1440.0530206496771,0.010054673,10.0,0.7152704,1.0054674,566703,[-1.15   2.037 -2.424 -3.134 -0.813],145.03,1.2663622,-83.31766,-81.947815,0.0011931112,2.0774374,243.02081,98.61148,0.6056995,58,0.11931112,1026.4233973026276,167.02962,-4.9438477e-05,0.012663621,98.44467,28042.916,10.0,-729.7761,100
1.0703111,5900,9.856928,0.0051724194,1423.6396307027835,0.010514148,10.0,0.51724195,1.0514147,581042,[-1.152  2.041 -2.437 -3.151 -0.813],143.39,1.7565668,-84.46498,-80.277084,0.0026688569,7.2427397,208.68213,93.94679,0.61304116,59,0.2668857,1049.2507755756378,126.91172,-3.967285e-05,0.017565668,93.43078,19032.285,10.0,-739.10846,100
1.0340648,6000,9.858696,0.006293883,1440.7457097288236,0.010180562,10.0,0.62938833,1.0180562,595552,[-1.148  2.052 -2.436 -3.16  -0.806],145.1,1.6126628,-84.4834,-82.81136,0.0018805607,3.23487,228.20056,96.70039,0.60980177,60,0.18805607,1073.941377878189,130.39273,,0.016126627,96.70574,18204.543,10.0,-739.85864,100
1.0346531,6100,9.855398,0.006642555,1408.0434134027685,0.010120217,10.0,0.6642555,1.0120217,609735,[-1.147  2.064 -2.435 -3.165 -0.809],141.83,1.5365648,-84.25549,-82.53733,0.001919056,3.194076,238.41107,96.52903,0.61743087,61,0.1919056,1096.1992046833038,105.028435,3.90625e-05,0.015365648,96.65076,12342.155,10.0,-737.7336,100
1.0186222,6200,9.86046,0.007245841,1459.6417642701988,0.010066719,10.0,0.7245841,1.006672,624434,[-1.149  2.073 -2.462 -3.181 -0.802],146.99,1.4118643,-84.36129,-82.40782,0.0014272234,2.736306,186.35382,98.02955,0.6230509,62,0.14272235,1119.0695464611053,109.04023,-5.3710937e-05,0.014118643,98.17183,12194.247,10.0,-739.2196,100
1.0297685,6300,9.85907,0.0063985237,1446.0353451862002,0.010009788,10.0,0.6398524,1.000979,638997,[-1.156  2.088 -2.462 -3.185 -0.796],145.63,1.7026161,-85.09033,-83.613914,0.0019285613,2.79887,198.90424,96.420784,0.62573147,63,0.19285613,1146.0910975933075,107.67869,-1.0375977e-05,0.01702616,97.10921,12011.04,10.0,-745.6314,100
1.3108954,6400,9.857124,0.0028613138,1426.9308703144964,0.009430989,10.0,0.28613138,0.9430989,653369,[-1.149  2.085 -2.463 -3.194 -0.793],143.72,2.6049578,-12.150072,-7.5774565,0.0049057957,7.2795877,150.29517,78.70388,0.62183,64,0.49057963,1167.6702921390533,72.696655,-6.225586e-05,0.026049577,76.28374,5136.6567,10.0,-142.42871,100
1.1989872,6500,9.86857,0.0025059772,1538.4197763565908,0.009429651,10.0,0.25059772,0.94296515,668855,[-1.142  2.108 -2.467 -3.184 -0.797],154.86,2.2832294,-21.45008,-17.615568,0.0036328516,6.4620047,225.91174,87.07584,0.62188745,65,0.36328515,1193.1156899929047,78.382935,4.3945314e-05,0.022832293,83.403725,6506.0757,10.0,-164.48315,100
1.0412155,6600,9.863831,0.006205859,1496.8358174866203,0.009959098,10.0,0.6205859,0.9959098,683926,[-1.127  2.114 -2.473 -3.182 -0.797],150.71,1.70768,-85.64579,-83.32684,0.0021182117,4.2302685,223.19678,95.67204,0.61815095,66,0.21182117,1223.0077188014984,133.01625,-4.5776367e-05,0.0170768,96.041595,18774.893,10.0,-750.0714,100
1.0294862,6700,9.86442,0.005121827,1501.9453760760898,0.010086084,10.0,0.5121827,1.0086083,699048,[-1.132  2.131 -2.476 -3.18  -0.801],151.22,1.4548428,-85.66739,-84.16905,0.0018545289,2.9297895,225.85083,96.72976,0.6094397,67,0.1854529,1250.7135252952576,139.03769,3.967285e-05,0.014548427,97.13583,18875.16,10.0,-749.9434,100
1.0128981,6800,9.867512,0.007339182,1538.8346742494841,0.010210212,10.0,0.7339182,1.0210212,714539,[-1.128  2.13  -2.48  -3.179 -0.809],154.91,1.4803762,-85.78775,-85.273224,0.0012509201,1.1056833,231.70148,98.52116,0.6093905,68,0.12509201,1274.997933626175,130.44012,7.93457e-06,0.014803763,98.726616,17104.506,10.0,-750.21466,100
1.0074096,6900,9.862543,0.007819838,1481.444498896165,0.010039802,10.0,0.78198385,1.0039803,729456,[-1.128  2.137 -2.482 -3.176 -0.81 ],149.17,1.2708435,-84.876465,-82.89262,0.0009148355,2.3332212,185.34058,99.17655,0.6080885,69,0.091483556,1298.7651863098145,126.18424,-3.8452148e-05,0.012708435,99.264496,15835.837,10.0,-742.7696,100
1.1995604,7000,9.864216,0.0028645445,1499.9436106666167,0.010544011,10.0,0.28645447,1.0544013,744558,[-1.138  2.151 -2.502 -3.183 -0.811],151.02,3.117435,-84.49521,-76.832,0.005353893,16.465292,195.59851,79.50223,0.5905595,70,0.5353893,1324.5837931632996,149.39851,-6.469726e-05,0.031174349,83.36387,30479.783,10.0,-739.5501,100
1.001344,7100,9.869728,0.0089228125,1565.4325801527664,0.009997464,10.0,0.8922813,0.9997464,760315,[-1.135  2.165 -2.501 -3.175 -0.828],157.57,1.1059843,-87.21784,-86.58183,0.00039080344,0.6952858,207.1903,99.84743,0.59088403,71,0.039080348,1350.0738549232483,120.38525,-2.5634765e-05,0.011059843,99.86578,14292.267,10.0,-760.3494,100
1.0456806,7200,9.87085,0.0056394977,1578.3379280377005,0.010255035,10.0,0.56394976,1.0255035,776201,[-1.139  2.173 -2.514 -3.182 -0.828],158.86,1.7255123,-86.95235,-84.280975,0.0021148243,4.867448,172.37299,95.920685,0.58100307,72,0.21148245,1372.6279425621033,145.1696,-4.2114258e-05,0.017255122,95.63149,21033.916,10.0,-758.2081,100
