EpLenMean,MeanD2w0t,MinIW,InitialReturnStd,MaxD2w0t,EpisodesSoFar,EmpiricalD2,InitialReturnMean,EpRewMean,Iteration,InitialReturnMax,InitialReturnMin,MeanIW,MaxIW,MinD2w0t,Weights,TimeElapsed,Bound,InitialBound,ReturnStepMax,MeanEntropy,ReturnStepMaxmin,StdIW,ReturnMeanIW,TimestepsSoFar,EpThisIter,StdD2w0t,J_sample_variance
500.0,1.0,1.0,0.04204566,1.0,24900,1.0,-4.0283205e-05,4999.621545265045,249,0.062805176,-0.10772705,1.0,1.0,1.0,[ 0.024  0.344 -3.015 -1.582 -1.227],12352.819032430649,-0.24379851,-0.24379851,0.016018867,0.19194414,0.0155181885,,-0.048897292,11853889,100,,0.0017865147
500.0,1.0,1.0,0.040219594,1.0,25000,1.0,-5.7373047e-05,4999.620774219188,250,0.05517578,-0.14685059,1.0,1.0,1.0,[ 0.024  0.344 -3.015 -1.582 -1.227],12426.15171456337,-0.26482674,-0.26482674,0.018004417,0.19194414,0.017502785,,-0.045767397,11903889,100,,0.0016335393
500.0,1.0,1.0,0.043798514,1.0,25100,1.0,-6.7749024e-05,4999.603168169767,251,0.060058594,-0.13793945,1.0,1.0,1.0,[ 0.024  0.344 -3.015 -1.582 -1.227],12499.631033420563,-0.25636002,-0.25636002,0.017010689,0.19194414,0.01646614,,-0.049391337,11953889,100,,0.0019378237
500.0,1.0,1.0,0.041704,1.0,25200,1.0,2.746582e-05,4999.614661642088,252,0.06072998,-0.14349365,1.0,1.0,1.0,[ 0.024  0.344 -3.015 -1.582 -1.227],12573.049221277237,-0.25073206,-0.25073206,0.016516685,0.19194414,0.015997887,,-0.049773913,12003889,100,,0.0017563304
500.0,1.0,1.0,0.037465148,1.0,25300,1.0,9.765625e-05,4999.625865122788,253,0.054748535,-0.12017822,1.0,1.0,1.0,[ 0.024  0.344 -3.015 -1.582 -1.227],12646.58515906334,-0.2899406,-0.2899406,0.019973755,0.19194414,0.019483566,,-0.046920367,12053889,100,,0.0014176503
495.01,0.9910603,0.87923247,98.8349,1.0052226,25400,1.0021366,0.00011291504,4949.623929082589,254,9.991638,-983.3946,0.9976981,1.1642222,,[ 0.024  0.344 -3.015 -1.582 -1.227],12712.662141799927,-131.61317,-131.62537,9.9992895,0.1910819,9.998579,0.030733401,-9.93937,12103390,100,0.09950778,9818.189
500.0,1.0,1.0,0.045448877,1.0,25500,1.0,-3.112793e-05,4999.620359831476,255,0.06573486,-0.16442871,1.0,1.0,1.0,[ 0.024  0.343 -3.015 -1.581 -1.228],12782.239682674408,-0.2782902,-0.2782902,0.018723488,0.1910819,0.018220901,,-0.05048195,12153390,100,,0.0020868818
500.0,1.0,1.0,0.05007911,1.0,25600,1.0,5.126953e-05,4999.618520364935,256,0.064331055,-0.24749756,1.0,1.0,1.0,[ 0.024  0.343 -3.015 -1.581 -1.228],12851.585736513138,-0.2839176,-0.2839176,0.018966675,0.1910819,0.018467903,,-0.0531505,12203390,100,,0.00253253
500.0,1.0,1.0,0.043615233,1.0,25700,1.0,7.446289e-05,4999.617082529956,257,0.058166504,-0.12750244,1.0,1.0,1.0,[ 0.024  0.343 -3.015 -1.581 -1.228],12921.20163321495,-0.29079574,-0.29079574,0.019722939,0.1910819,0.019212723,,-0.05082719,12253390,100,,0.0019222684
500.0,1.0,1.0,0.043840196,1.0,25800,1.0,2.9907227e-05,4999.615111862708,258,0.060668945,-0.15466309,1.0,1.0,1.0,[ 0.024  0.343 -3.015 -1.581 -1.228],12991.247459888458,-0.29463026,-0.29463026,0.019939423,0.1910819,0.019429207,,-0.05202776,12303390,100,,0.001940608
500.0,1.0,1.0,0.04694188,1.0,25900,1.0,-4.9438477e-05,4999.614654569432,259,0.06774902,-0.16442871,1.0,1.0,1.0,[ 0.024  0.343 -3.015 -1.581 -1.228],13062.270185709,-0.2690339,-0.2690339,0.017942429,0.1910819,0.017429352,,-0.050728798,12353390,100,,0.0022253145
495.01,0.993084,0.7908896,98.83553,1.0068703,26000,1.0060709,-7.141113e-05,4949.632800965906,260,9.985718,-983.4011,1.0048406,1.2409499,,[ 0.024  0.343 -3.015 -1.581 -1.228],13133.703409671783,-131.5832,-131.62265,9.999322,0.18903404,9.998644,0.053463858,-9.883331,12402891,100,0.099723525,9713.717
500.0,1.0,1.0,0.04733328,1.0,26100,1.0,1.2207031e-05,4999.617061223581,261,0.060058594,-0.15386963,1.0,1.0,1.0,[ 0.023  0.341 -3.015 -1.577 -1.23 ],13209.591842412949,-0.28325167,-0.28325167,0.018904686,0.18903404,0.018404007,,-0.05323877,12452891,100,,0.002263187
495.02,0.9944489,0.78684866,97.84175,1.0145496,26200,1.0087547,-1.0375977e-05,4949.71517497859,262,9.89386,-973.513,1.007775,1.2754942,,[ 0.023  0.341 -3.015 -1.577 -1.23 ],13270.913367271423,-131.33057,-131.52467,9.99927,0.18852691,9.998541,0.06306036,-9.613673,12502393,100,0.099778585,9185.267
500.0,1.0,1.0,0.038666088,1.0,26300,1.0,-6.652832e-05,4999.626157180898,263,0.05065918,-0.13830566,1.0,1.0,1.0,[ 0.024  0.342 -3.032 -1.583 -1.23 ],13309.655852556229,-0.24795403,-0.24795403,0.016729355,0.18852691,0.016241074,,-0.04440834,12552393,100,,0.0015093212
500.0,1.0,1.0,0.043064766,1.0,26400,1.0,8.117676e-05,4999.628434953321,264,0.054504395,-0.1593628,1.0,1.0,1.0,[ 0.024  0.342 -3.032 -1.583 -1.23 ],13347.49994301796,-0.251389,-0.251389,0.016716003,0.18852691,0.016227722,,-0.048005756,12602393,100,,0.0018741204
500.0,1.0,1.0,0.040799256,1.0,26500,1.0,-4.760742e-05,4999.6046268568925,265,0.05596924,-0.14202881,1.0,1.0,1.0,[ 0.024  0.342 -3.032 -1.583 -1.23 ],13385.079775333405,-0.28308535,-0.28308535,0.019385338,0.18852691,0.018847466,,-0.04722437,12652393,100,,0.001681424
500.0,1.0,1.0,0.04806911,1.0,26600,1.0,9.338379e-05,4999.61344197957,266,0.06414795,-0.14666748,1.0,1.0,1.0,[ 0.024  0.342 -3.032 -1.583 -1.23 ],13423.275465488434,-0.28700584,-0.28700584,0.019299507,0.18852691,0.01878357,,-0.052189182,12702393,100,,0.0023336085
500.0,1.0,1.0,0.04066759,1.0,26700,1.0,8.178711e-05,4999.617099135739,267,0.055664062,-0.1138916,1.0,1.0,1.0,[ 0.024  0.342 -3.032 -1.583 -1.23 ],13461.082870483398,-0.26430696,-0.26430696,0.017329216,0.18852691,0.016822815,,-0.053462785,12752393,100,,0.0016697359
495.03,0.99169755,0.81138223,96.85945,1.0055965,26800,1.0030271,7.93457e-05,4949.8397127105645,268,9.796143,-963.7392,1.0035436,1.1484623,,[ 0.024  0.342 -3.032 -1.583 -1.23 ],13499.182461738586,-131.19003,-131.42499,9.999329,0.18758188,9.998657,0.037308786,-9.498302,12801896,100,0.09937147,8968.652
490.03,1.0096374,0.4111813,138.36848,1.0642686,26900,1.0592538,-1.0986329e-05,4899.719984579961,269,19.827332,-973.55725,0.9952099,1.8206671,,[ 0.025  0.343 -3.051 -1.582 -1.231],13537.420367956161,-140.98143,-141.43796,9.999066,0.18090555,9.998133,0.16636065,-18.954994,12850899,100,0.14503948,17768.926
490.05,1.0259483,0.42537668,137.00714,1.108929,27000,1.0908484,-9.033203e-05,4899.938374482795,270,19.62799,-973.7619,0.9933411,2.1622517,,[ 0.024  0.341 -3.065 -1.587 -1.238],13576.189549922943,-139.14503,-141.23837,9.999111,0.17286514,9.998222,0.199433,-16.83485,12899904,100,0.14854191,14350.591
500.0,1.0,1.0,0.04946167,1.0,27100,1.0,-1.8920899e-05,4999.640255040973,271,0.06121826,-0.18103027,1.0,1.0,1.0,[ 0.026  0.342 -3.128 -1.588 -1.246],13615.186701536179,-0.26469547,-0.26469547,0.017349243,0.17286514,0.016885757,,-0.05360761,12949904,100,,0.0024716794
500.0,1.0,1.0,0.03899709,1.0,27200,1.0,-1.586914e-05,4999.648794016129,272,0.053588867,-0.12884521,1.0,1.0,1.0,[ 0.026  0.342 -3.128 -1.588 -1.246],13653.094286680222,-0.24804808,-0.24804808,0.016554832,0.17286514,0.016115189,,-0.046625804,12999904,100,,0.0015359119
500.0,1.0,1.0,0.041396,1.0,27300,1.0,5.7983398e-05,4999.645258317896,273,0.062561035,-0.12200928,1.0,1.0,1.0,[ 0.026  0.342 -3.128 -1.588 -1.246],13691.034672021866,-0.26741695,-0.26741695,0.017686844,0.17286514,0.017234802,,-0.052221518,13049904,100,,0.0017314942
495.01,0.99026173,0.95411646,98.8355,1.0005149,27400,1.0004808,-1.0375977e-05,4949.641286058452,274,9.989258,-983.40076,1.000624,1.0605632,,[ 0.026  0.342 -3.128 -1.588 -1.246],13728.748243570328,-131.62045,-131.62433,9.999334,0.1735804,9.998669,0.014370384,-9.95583,13099405,100,0.09942445,9853.433
500.0,1.0,1.0,0.037247695,1.0,27500,1.0,8.850098e-05,4999.646281620019,275,0.046203613,-0.10809326,1.0,1.0,1.0,[ 0.026  0.342 -3.128 -1.588 -1.245],13766.559822320938,-0.2529064,-0.2529064,0.017235756,0.1735804,0.016786575,,-0.043199353,13149405,100,,0.0014016925
500.0,1.0,1.0,0.03691158,1.0,27600,1.0,5.065918e-05,4999.648246124438,276,0.055358887,-0.13269043,1.0,1.0,1.0,[ 0.026  0.342 -3.128 -1.588 -1.245],13804.323217391968,-0.24267606,-0.24267606,0.016253471,0.1735804,0.015815735,,-0.044920444,13199405,100,,0.0013759289
495.02,0.99922955,0.6993401,97.84244,1.0280702,27700,1.0176939,3.540039e-05,4949.747472171541,277,9.894653,-973.5198,1.0006149,1.3504356,,[ 0.026  0.342 -3.128 -1.588 -1.245],13841.970877885818,-131.12488,-131.52603,9.999341,0.17170562,9.998682,0.09342505,-9.325113,13248907,100,0.1003671,8641.103
500.0,1.0,1.0,0.040331684,1.0,27800,1.0,4.6386718e-05,4999.65455834709,278,0.0513916,-0.14727783,1.0,1.0,1.0,[ 0.027  0.342 -3.168 -1.591 -1.247],13880.988951206207,-0.29201314,-0.29201314,0.020201683,0.17170562,0.01977253,,-0.046219714,13298907,100,,0.0016430995
495.02,1.0194367,0.45241395,97.842606,1.0694007,27900,1.0588688,1.7089844e-05,4949.759530313454,279,9.889832,-973.52155,0.99788874,1.6451169,,[ 0.027  0.342 -3.168 -1.591 -1.247],13919.551860332489,-131.13083,-131.52654,9.999367,0.16619697,9.9987335,0.14858198,-9.105289,13348409,100,0.10367217,8235.924
500.0,1.0,1.0,0.042108893,1.0,28000,1.0,-3.967285e-05,4999.655628425265,280,0.0491333,-0.15948486,1.0,1.0,1.0,[ 0.027  0.335 -3.161 -1.577 -1.253],13958.139474153519,-0.26090717,-0.26090717,0.017663956,0.16619697,0.017232895,,-0.0459902,13398409,100,,0.0017912864
485.04,1.0043628,0.39233035,168.88446,1.0769162,28100,1.0686882,-6.652832e-05,4849.759078562252,281,29.757996,-963.63354,1.0151672,2.105284,,[ 0.027  0.335 -3.161 -1.577 -1.253],13994.984755277634,-150.87332,-151.34715,9.998936,0.15861554,9.997871,0.18714245,-28.779718,13446913,100,0.17752165,27091.535
500.0,1.0,1.0,0.03986861,1.0,28200,1.0,1.8310546e-06,4999.662524120462,282,0.04699707,-0.15106201,1.0,1.0,1.0,[ 0.027  0.332 -3.163 -1.58  -1.26 ],14033.184201002121,-0.2840581,-0.2840581,0.019678116,0.15861554,0.019263268,,-0.044634886,13496913,100,,0.0016049392
495.02,1.0127691,0.511416,97.842545,1.0535201,28300,1.0455737,-2.0141602e-05,4949.752284825234,283,9.889709,-973.521,1.0041118,1.7572393,,[ 0.027  0.332 -3.163 -1.58  -1.26 ],14070.649324178696,-131.1304,-131.52553,9.999349,0.15534754,9.998697,0.16119255,-9.184808,13546415,100,0.102441154,8380.982
500.0,1.0,1.0,0.03790134,1.0,28400,1.0,6.1035155e-07,4999.664651452686,284,0.053222656,-0.18328857,1.0,1.0,1.0,[ 0.026  0.327 -3.151 -1.566 -1.264],14109.75264120102,-0.23759936,-0.23759936,0.015893936,0.15534754,0.015478134,,-0.044218183,13596415,100,,0.0014512971
500.0,1.0,1.0,0.042462558,1.0,28500,1.0,4.9438477e-05,4999.651545270653,285,0.055847168,-0.13861084,1.0,1.0,1.0,[ 0.026  0.327 -3.151 -1.566 -1.264],14147.288556575775,-0.26343048,-0.26343048,0.017342567,0.15534754,0.016901016,,-0.052423824,13646415,100,,0.0018207051
500.0,1.0,1.0,0.044517737,1.0,28600,1.0,-7.93457e-06,4999.65158946774,286,0.057434082,-0.11968994,1.0,1.0,1.0,[ 0.026  0.327 -3.151 -1.566 -1.264],14185.064140081406,-0.29356813,-0.29356813,0.01971054,0.15534754,0.01927185,,-0.05375043,13696415,100,,0.0020018725
500.0,1.0,1.0,0.036908384,1.0,28700,1.0,-2.5024414e-05,4999.66515662089,287,0.050048828,-0.0993042,1.0,1.0,1.0,[ 0.026  0.327 -3.151 -1.566 -1.264],14222.900307178497,-0.26924795,-0.26924795,0.018357277,0.15534754,0.01794815,,-0.045895375,13746415,100,,0.0013754696
500.0,1.0,1.0,0.037731484,1.0,28800,1.0,-3.234863e-05,4999.658839663841,288,0.058044434,-0.1515503,1.0,1.0,1.0,[ 0.026  0.327 -3.151 -1.566 -1.264],14260.622181415558,-0.29244417,-0.29244417,0.019860268,0.15534754,0.01943779,,-0.050804738,13796415,100,,0.0014386553
495.02,1.0196506,0.5163554,97.84256,1.075315,28900,1.0593219,-5.3100586e-05,4949.7556439807595,289,9.889832,-973.5211,0.99475837,1.9147917,,[ 0.026  0.327 -3.151 -1.566 -1.264],14297.814018964767,-130.56534,-131.5246,9.99936,0.1500688,9.99872,0.17368825,-8.520436,13845917,100,0.10370671,7212.731
500.0,1.0,1.0,0.036068108,1.0,29000,1.0,1.8920899e-05,4999.678814923042,290,0.0513916,-0.10040283,1.0,1.0,1.0,[ 0.028  0.331 -3.189 -1.577 -1.269],14336.692978143692,-0.2600857,-0.2600857,0.017551422,0.1500688,0.017165184,,-0.046537936,13895917,100,,0.0013139229
500.0,1.0,1.0,0.048898295,1.0,29100,1.0,-2.3193359e-05,4999.655630422583,291,0.066223145,-0.18780518,1.0,1.0,1.0,[ 0.028  0.331 -3.189 -1.577 -1.269],14374.23138999939,-0.29053354,-0.29053354,0.019460678,0.1500688,0.019030571,,-0.05375592,13945917,100,,0.0024156019
500.0,1.0,1.0,0.040852793,1.0,29200,1.0,-8.728027e-05,4999.659789952536,292,0.06335449,-0.109069824,1.0,1.0,1.0,[ 0.028  0.331 -3.189 -1.577 -1.269],14412.203469514847,-0.24425891,-0.24425891,0.015693665,0.1500688,0.0152750015,,-0.053314447,13995917,100,,0.0016863168
500.0,1.0,1.0,0.0410126,1.0,29300,1.0,-1.8310548e-05,4999.6635556190495,293,0.053100586,-0.12359619,1.0,1.0,1.0,[ 0.028  0.331 -3.189 -1.577 -1.269],14449.893585920334,-0.29195273,-0.29195273,0.019838333,0.1500688,0.019425392,,-0.05058016,14045917,100,,0.0016989708
500.0,1.0,1.0,0.037400834,1.0,29400,1.0,-7.385254e-05,4999.666251698293,294,0.05218506,-0.0970459,1.0,1.0,1.0,[ 0.028  0.331 -3.189 -1.577 -1.269],14487.704974412918,-0.27472636,-0.27472636,0.018709183,0.1500688,0.018300056,,-0.047092166,14095917,100,,0.0014127704
500.0,1.0,1.0,0.03994516,1.0,29500,1.0,2.380371e-05,4999.662672992901,295,0.052001953,-0.11462402,1.0,1.0,1.0,[ 0.028  0.331 -3.189 -1.577 -1.269],14525.308493852615,-0.2343951,-0.2343951,0.015332222,0.1500688,0.014919281,,-0.047848295,14145917,100,,0.0016111099
500.0,1.0,1.0,0.03913095,1.0,29600,1.0,6.286621e-05,4999.668768096669,296,0.05078125,-0.1517334,1.0,1.0,1.0,[ 0.028  0.331 -3.189 -1.577 -1.269],14562.852975606918,-0.25564128,-0.25564128,0.017012596,0.1500688,0.0166111,,-0.04864941,14195917,100,,0.0015460387
500.0,1.0,1.0,0.03525532,1.0,29700,1.0,-1.6479493e-05,4999.6705698856085,297,0.051635742,-0.0949707,1.0,1.0,1.0,[ 0.028  0.331 -3.189 -1.577 -1.269],14600.467898130417,-0.24924105,-0.24924105,0.016444206,0.1500688,0.016048431,,-0.049164757,14245917,100,,0.001255805
500.0,1.0,1.0,0.04296819,1.0,29800,1.0,9.155274e-06,4999.664113543898,298,0.053833008,-0.16668701,1.0,1.0,1.0,[ 0.028  0.331 -3.189 -1.577 -1.269],14638.182072401047,-0.2681341,-0.2681341,0.017615318,0.1500688,0.017198563,,-0.053808887,14295917,100,,0.0018645592
500.0,1.0,1.0,0.039171774,1.0,29900,1.0,-2.8686523e-05,4999.66201089834,299,0.04699707,-0.125,1.0,1.0,1.0,[ 0.028  0.331 -3.189 -1.577 -1.269],14675.850137710571,-0.26123995,-0.26123995,0.017645836,0.1500688,0.017230988,,-0.046543445,14345917,100,,0.0015498856
500.0,1.0,1.0,0.04040343,1.0,30000,1.0,3.173828e-05,4999.659452385512,300,0.05834961,-0.14025879,1.0,1.0,1.0,[ 0.028  0.331 -3.189 -1.577 -1.269],14713.657399177551,-0.2689485,-0.2689485,0.017907143,0.1500688,0.017487526,,-0.051072687,14395917,100,,0.0016479508
500.0,1.0,1.0,0.04143564,1.0,30100,1.0,-2.5024414e-05,4999.662261193847,301,0.057250977,-0.12408447,1.0,1.0,1.0,[ 0.028  0.331 -3.189 -1.577 -1.269],14751.40217256546,-0.26908356,-0.26908356,0.01794815,0.1500688,0.017528534,,-0.05070879,14445917,100,,0.0017342896
495.02,0.99124765,0.88035446,97.84306,1.0040541,30200,1.0023011,-5.493164e-05,4949.766471858196,302,9.8862915,-973.5261,0.9928219,1.1826994,,[ 0.028  0.331 -3.189 -1.577 -1.269],14788.587290287018,-131.49341,-131.52449,9.999384,0.15045165,9.998768,0.0356809,-9.812778,14495419,100,0.09942544,9573.266
495.02,1.0099355,0.5633335,97.84251,1.0459349,30300,1.0395659,-9.82666e-05,4949.764030842777,303,9.890625,-973.5207,0.9922931,1.769478,,[ 0.027  0.328 -3.189 -1.573 -1.268],14826.3699426651,-131.1652,-131.52907,9.999376,0.1481194,9.998753,0.15569757,-9.256338,14544921,100,0.101951726,8506.678
500.0,1.0,1.0,0.038187087,1.0,30400,1.0,3.112793e-05,4999.674747025682,304,0.049804688,-0.14135742,1.0,1.0,1.0,[ 0.027  0.324 -3.179 -1.559 -1.271],14865.707000494003,-0.29774508,-0.29774508,0.020532608,0.1481194,0.020139694,,-0.047925282,14594921,100,,0.0014730039
495.01,0.9984222,0.7266573,98.836235,1.0232499,30500,1.0168297,3.6621095e-05,4949.67229863917,305,9.986267,-983.408,1.0016367,1.5117931,,[ 0.027  0.324 -3.179 -1.559 -1.271],14902.875488996506,-131.52307,-131.62372,9.999394,0.14412127,9.998789,0.095399946,-9.760527,14644422,100,0.10036566,9473.408
500.0,1.0,1.0,0.03880623,1.0,30600,1.0,1.3427734e-05,4999.664819004488,306,0.059509277,-0.12536621,1.0,1.0,1.0,[ 0.026  0.323 -3.179 -1.559 -1.275],14940.639323234558,-0.27046052,-0.27046052,0.018053055,0.14412127,0.017637253,,-0.0508094,14694422,100,,0.0015214282
500.0,1.0,1.0,0.044618342,1.0,30700,1.0,-5.3100586e-05,4999.662263000367,307,0.063964844,-0.13317871,1.0,1.0,1.0,[ 0.026  0.323 -3.179 -1.559 -1.275],14978.268242120743,-0.28220266,-0.28220266,0.01874733,0.14412127,0.01832962,,-0.05410432,14744422,100,,0.0020112423
500.0,1.0,1.0,0.03780495,1.0,30800,1.0,-3.6621095e-05,4999.676141228012,308,0.044677734,-0.11242676,1.0,1.0,1.0,[ 0.026  0.323 -3.179 -1.559 -1.275],15015.946475982666,-0.28406924,-0.28406924,0.019488335,0.14412127,0.019102097,,-0.046955112,14794422,100,,0.0014437016
495.02,0.99168515,0.8265163,97.8432,1.0044457,30900,1.0031337,-2.9296874e-05,4949.771072389237,309,9.888306,-973.5274,0.99667627,1.1744269,,[ 0.026  0.323 -3.179 -1.559 -1.275],15053.406007051468,-131.47849,-131.52391,9.999392,0.1432506,9.998783,0.03906362,-9.791028,14843924,100,0.09947129,9532.126
500.0,1.0,1.0,0.035315014,1.0,31000,1.0,4.5776367e-05,4999.6662003038155,310,0.05419922,-0.11047363,1.0,1.0,1.0,[ 0.026  0.321 -3.18  -1.556 -1.276],15091.403631448746,-0.26474902,-0.26474902,0.017827034,0.1432506,0.017419815,,-0.047847886,14893924,100,,0.0012604505
500.0,1.0,1.0,0.04400793,1.0,31100,1.0,1.6479493e-05,4999.665492919408,311,0.056030273,-0.16699219,1.0,1.0,1.0,[ 0.026  0.321 -3.18  -1.556 -1.276],15129.206647872925,-0.26382443,-0.26382443,0.017739296,0.1432506,0.017323494,,-0.047990814,14943924,100,,0.001956106
500.0,1.0,1.0,0.041755337,1.0,31200,1.0,2.5024414e-05,4999.666023429008,312,0.05621338,-0.14508057,1.0,1.0,1.0,[ 0.026  0.321 -3.18  -1.556 -1.276],15167.018706798553,-0.23834349,-0.23834349,0.0153951645,0.1432506,0.014984131,,-0.051030863,14993924,100,,0.0017612457
500.0,1.0,1.0,0.038353935,1.0,31300,1.0,1.7089844e-05,4999.667978933105,313,0.05834961,-0.10656738,1.0,1.0,1.0,[ 0.026  0.321 -3.18  -1.556 -1.276],15204.707826137543,-0.26000646,-0.26000646,0.016841888,0.1432506,0.016438484,,-0.05509157,15043924,100,,0.0014863994
500.0,1.0,1.0,0.036744468,1.0,31400,1.0,-5.432129e-05,4999.671526456257,314,0.049743652,-0.11254883,1.0,1.0,1.0,[ 0.026  0.321 -3.18  -1.556 -1.276],15242.69172334671,-0.23778777,-0.23778777,0.015767097,0.1432506,0.015367508,,-0.04594985,15093924,100,,0.0013639245
495.01,0.996365,0.7818985,98.836205,1.0165133,31500,1.0125731,-5.9814454e-05,4949.675452328943,315,9.987183,-983.40784,0.9980124,1.3051434,,[ 0.026  0.321 -3.18  -1.556 -1.276],15279.945808172226,-131.52577,-131.62424,9.999396,0.14019664,9.998793,0.077482134,-9.783224,15143425,100,0.10010432,9516.454
500.0,1.0,1.0,0.040643502,1.0,31600,1.0,-1.7089844e-05,4999.661696196766,316,0.05871582,-0.14263916,1.0,1.0,1.0,[ 0.025  0.318 -3.18  -1.551 -1.279],15318.126379013062,-0.2791048,-0.2791048,0.018667221,0.14019664,0.018245697,,-0.051981136,15193425,100,,0.0016691383
500.0,1.0,1.0,0.037497632,1.0,31700,1.0,-2.380371e-05,4999.673482111807,317,0.05126953,-0.12512207,1.0,1.0,1.0,[ 0.025  0.318 -3.18  -1.551 -1.279],15355.86084985733,-0.23910312,-0.23910312,0.015975952,0.14019664,0.01557827,,-0.044724062,15243425,100,,0.0014198567
500.0,1.0,1.0,0.036743358,1.0,31800,1.0,1.0375977e-05,4999.667050948729,318,0.050720215,-0.1274414,1.0,1.0,1.0,[ 0.025  0.318 -3.18  -1.551 -1.279],15393.652358531952,-0.27695924,-0.27695924,0.01865387,0.14019664,0.018242836,,-0.04999801,15293425,100,,0.0013640723
500.0,1.0,1.0,0.035361227,1.0,31900,1.0,2.380371e-05,4999.680830559312,319,0.04901123,-0.12207031,1.0,1.0,1.0,[ 0.025  0.318 -3.18  -1.551 -1.279],15431.416665554047,-0.2482618,-0.2482618,0.016647339,0.14019664,0.016263962,,-0.045713987,15343425,100,,0.0012630471
490.04,0.99156946,0.6397206,137.67117,1.0324947,32000,1.0229889,3.540039e-05,4899.885073009764,320,19.718811,-963.69904,1.0038704,1.3900468,,[ 0.025  0.318 -3.18  -1.551 -1.279],15468.657370567322,-140.65132,-141.33197,9.999207,0.13774244,9.998413,0.102874,-18.84641,15392429,100,0.14153685,17585.914
500.0,1.0,1.0,0.03597931,1.0,32100,1.0,3.0517579e-06,4999.675173862711,321,0.052124023,-0.11273193,1.0,1.0,1.0,[ 0.027  0.317 -3.214 -1.555 -1.281],15507.66053366661,-0.27974895,-0.27974895,0.018969536,0.13774244,0.018576622,,-0.04894703,15442429,100,,0.0013077569
500.0,1.0,1.0,0.038147718,1.0,32200,1.0,6.347656e-05,4999.684563817905,322,0.04736328,-0.11468506,1.0,1.0,1.0,[ 0.027  0.317 -3.214 -1.555 -1.281],15545.196807861328,-0.28110686,-0.28110686,0.019200325,0.13774244,0.018823624,,-0.04749694,15492429,100,,0.0014706549
500.0,1.0,1.0,0.035952017,1.0,32300,1.0,9.2163085e-05,4999.68028366783,323,0.05493164,-0.090148926,1.0,1.0,1.0,[ 0.027  0.317 -3.214 -1.555 -1.281],15583.044763326645,-0.2740345,-0.2740345,0.018410683,0.13774244,0.018032074,,-0.050032113,15542429,100,,0.0013055685
500.0,1.0,1.0,0.04052252,1.0,32400,1.0,-2.3193359e-05,4999.674362570905,324,0.056884766,-0.16589355,1.0,1.0,1.0,[ 0.027  0.317 -3.214 -1.555 -1.281],15620.71392941475,-0.2955395,-0.2955395,0.02020073,0.13774244,0.019805908,,-0.049757686,15592429,100,,0.0016586487
495.01,0.99002,0.99999684,98.83602,1.0,32500,1.0,-3.0517579e-06,4949.678613334318,325,9.986084,-983.40594,1.0,1.0000039,,[ 0.027  0.317 -3.214 -1.555 -1.281],15658.099301815033,-131.62701,-131.62701,9.999405,0.13774244,9.99881,9.16545e-07,-9.964473,15641930,100,0.099399686,9867.23
500.0,1.0,1.0,0.036611076,1.0,32600,1.0,7.141113e-05,4999.68072015745,326,0.047790527,-0.15228271,1.0,1.0,1.0,[ 0.027  0.317 -3.214 -1.555 -1.281],15695.506476640701,-0.25085682,-0.25085682,0.016801834,0.13774244,0.01642418,,-0.04642927,15691930,100,,0.0013535762
500.0,1.0,1.0,0.036466263,1.0,32700,1.0,2.9296874e-05,4999.673983059246,327,0.053100586,-0.11682129,1.0,1.0,1.0,[ 0.027  0.317 -3.214 -1.555 -1.281],15733.516627788544,-0.23065117,-0.23065117,0.015151978,0.13774244,0.014760971,,-0.046297397,15741930,100,,0.0013433021
500.0,1.0,1.0,0.03913173,1.0,32800,1.0,-6.164551e-05,4999.67863075609,328,0.05419922,-0.14202881,1.0,1.0,1.0,[ 0.027  0.317 -3.214 -1.555 -1.281],15771.495342969894,-0.24999577,-0.24999577,0.016508102,0.13774244,0.016119003,,-0.04914205,15791930,100,,0.0015463362
500.0,1.0,1.0,0.040421966,1.0,32900,1.0,7.93457e-06,4999.679335480375,329,0.051940918,-0.14990234,1.0,1.0,1.0,[ 0.027  0.317 -3.214 -1.555 -1.281],15809.204570055008,-0.28152287,-0.28152287,0.01894188,0.13774244,0.018562317,,-0.051057458,15841930,100,,0.00165018
495.01,1.0100105,0.5755484,98.83748,1.0548385,33000,1.0403547,-7.93457e-06,4949.697365905948,330,9.975952,-983.4205,0.9892803,1.6517793,,[ 0.027  0.317 -3.214 -1.555 -1.281],15846.682049751282,-131.34315,-131.61673,9.999443,0.13193998,9.998886,0.14411016,-9.44389,15891431,100,0.10210222,8882.113
500.0,1.0,1.0,0.037944466,1.0,33100,1.0,-2.9296874e-05,4999.687891490679,331,0.051086426,-0.13684082,1.0,1.0,1.0,[ 0.025  0.316 -3.215 -1.551 -1.287],15884.934094429016,-0.2685789,-0.2685789,0.018051147,0.13193998,0.017682076,,-0.048950978,15941431,100,,0.0014543802
500.0,1.0,1.0,0.04230767,1.0,33200,1.0,-1.7700195e-05,4999.667481385127,332,0.06616211,-0.11773682,1.0,1.0,1.0,[ 0.025  0.316 -3.215 -1.551 -1.287],15922.597100019455,-0.2625968,-0.2625968,0.016872406,0.13193998,0.016460419,,-0.057310604,15991431,100,,0.0018084439
