Iteration,J_sample_variance,Bound,StdD2w0t,MinD2w0t,ReturnMeanIW,MaxD2w0t,MinIW,EmpiricalD2,Weights,InitialReturnMax,ReturnStepMax,InitialReturnMin,InitialReturnMean,MeanIW,EpisodesSoFar,EpRewMean,StdIW,EpLenMean,InitialBound,MeanD2w0t,TimeElapsed,ReturnStepMaxmin,InitialReturnStd,MeanEntropy,TimestepsSoFar,MaxIW,EpThisIter
332,0.0049666543,-0.29421052,,1.0,-0.07018494,1.0,1.0,1.0,[-0.009  0.554 -2.235 -2.261 -1.462],0.087402344,0.01841259,-0.17218018,-1.8310548e-05,1.0,33200,4999.646288332616,,500.0,-0.29421052,1.0,17384.225462675095,0.017960548,0.07011227,-0.042583887,15300792,1.0,100
333,0.006007165,-0.27490917,,1.0,-0.07595839,1.0,1.0,1.0,[-0.009  0.554 -2.235 -2.261 -1.462],0.09466553,0.0163517,-0.20947266,6.8969726e-05,1.0,33300,4999.6296115337145,,500.0,-0.27490917,1.0,17454.485271692276,0.015863419,0.07711495,-0.042583887,15350792,1.0,100
334,9348.172,-131.44037,0.099844635,,-9.714666,1.0166181,0.79306704,1.0101317,[-0.009  0.554 -2.235 -2.261 -1.462],9.914978,9.999344,-973.5036,-5.0048828e-05,0.99809873,33400,4949.74679435884,0.06850336,495.02,-131.54156,0.99500436,17524.97491335869,9.998688,97.84081,-0.043308053,15400294,1.2800952,100
335,0.006882983,-0.2977933,,1.0,-0.07674979,1.0,1.0,1.0,[-0.01   0.551 -2.233 -2.254 -1.462],0.10357666,0.018167496,-0.22937012,2.5634765e-05,1.0,33500,4999.610357670499,,500.0,-0.2977933,1.0,17592.100752592087,0.0176363,0.08255164,-0.043308053,15450294,1.0,100
336,0.006849131,-0.29168788,,1.0,-0.07203676,1.0,1.0,1.0,[-0.01   0.551 -2.233 -2.254 -1.462],0.09777832,0.018053055,-0.2748413,0.000133667,1.0,33600,4999.616795981042,,500.0,-0.29168788,1.0,17659.025216817856,0.01753521,0.08235175,-0.043308053,15500294,1.0,100
337,0.0044464343,-0.25294706,,1.0,-0.06332537,1.0,1.0,1.0,[-0.01   0.551 -2.233 -2.254 -1.462],0.08081055,0.015584946,-0.17340088,2.9296874e-05,1.0,33700,4999.636906647468,,500.0,-0.25294706,1.0,17725.744077205658,0.015112877,0.06635558,-0.043308053,15550294,1.0,100
338,0.005902123,-0.30185294,,1.0,-0.07825669,1.0,1.0,1.0,[-0.01   0.551 -2.233 -2.254 -1.462],0.09967041,0.018377304,-0.17901611,3.234863e-05,1.0,33800,4999.617942232392,,500.0,-0.30185294,1.0,17765.659022331238,0.017861366,0.07643487,-0.043308053,15600294,1.0,100
339,0.006433384,-0.30787522,,1.0,-0.07547204,1.0,1.0,1.0,[-0.01   0.551 -2.233 -2.254 -1.462],0.08929443,0.019101143,-0.2763672,2.1972657e-05,1.0,33900,4999.627592149443,,500.0,-0.30787522,1.0,17802.664393424988,0.01861,0.07981021,-0.043308053,15650294,1.0,100
340,0.0070863897,-0.30373898,,1.0,-0.07668494,1.0,1.0,1.0,[-0.01   0.551 -2.233 -2.254 -1.462],0.093322754,0.018661499,-0.28674316,2.0141602e-05,1.0,34000,4999.634804229018,,500.0,-0.30373898,1.0,17840.28895831108,0.018185616,0.08375634,-0.043308053,15700294,1.0,100
341,0.0057668006,-0.28784326,,1.0,-0.06961934,1.0,1.0,1.0,[-0.01   0.551 -2.233 -2.254 -1.462],0.089416504,0.017935753,-0.20544434,5.6762696e-05,1.0,34100,4999.613081171603,,500.0,-0.28784326,1.0,17881.711436271667,0.017417908,0.07555695,-0.043308053,15750294,1.0,100
342,0.0055809184,-0.30512968,,1.0,-0.070347816,1.0,1.0,1.0,[-0.01   0.551 -2.233 -2.254 -1.462],0.0881958,0.019296646,-0.24206543,2.0141602e-05,1.0,34200,4999.628560448701,,500.0,-0.30512968,1.0,17955.130064487457,0.018805504,0.0743265,-0.043308053,15800294,1.0,100
343,0.005695654,-0.27435124,,1.0,-0.069262296,1.0,1.0,1.0,[-0.01   0.551 -2.233 -2.254 -1.462],0.08605957,0.016856194,-0.19189453,3.601074e-05,1.0,34300,4999.641286821517,,500.0,-0.27435124,1.0,18028.246628046036,0.01639843,0.07509485,-0.043308053,15850294,1.0,100
344,0.005155075,-0.2595422,,1.0,-0.0706167,1.0,1.0,1.0,[-0.01   0.551 -2.233 -2.254 -1.462],0.09112549,0.015527725,-0.2119751,-3.601074e-05,1.0,34400,4999.645624491596,,500.0,-0.2595422,1.0,18096.79729628563,0.015080452,0.071433485,-0.043308053,15900294,1.0,100
345,0.004437717,-0.27038276,,1.0,-0.065433055,1.0,1.0,1.0,[-0.01   0.551 -2.233 -2.254 -1.462],0.08508301,0.01684475,-0.23132324,3.479004e-05,1.0,34500,4999.632952361998,,500.0,-0.27038276,1.0,18170.28117609024,0.016365051,0.06628684,-0.043308053,15950294,1.0,100
346,0.0063110953,-0.27920893,,1.0,-0.07587209,1.0,1.0,1.0,[-0.01   0.551 -2.233 -2.254 -1.462],0.10284424,0.016712189,-0.21124268,2.8686523e-05,1.0,34600,4999.613131016226,,500.0,-0.27920893,1.0,18244.43188548088,0.01618576,0.079044215,-0.043308053,16000294,1.0,100
347,0.0066655204,-0.28368068,,1.0,-0.075725704,1.0,1.0,1.0,[-0.01   0.551 -2.233 -2.254 -1.462],0.10168457,0.017091751,-0.2861328,-3.7231446e-05,1.0,34700,4999.6066661879395,,500.0,-0.28368068,1.0,18317.69113588333,0.016553879,0.08123261,-0.043308053,16050294,1.0,100
348,9632.389,-131.51993,0.099567674,,-9.852209,1.0075717,0.9087807,1.0014448,[-0.01   0.551 -2.233 -2.254 -1.462],9.930603,9.999109,-973.4904,4.699707e-05,0.99880373,34800,4949.431529868341,0.026542587,495.0,-131.53003,0.99065644,18390.323590040207,9.998219,97.839516,-0.043742407,16099794,1.1739976,100
349,0.0070117987,-0.3082764,,1.0,-0.075397484,1.0,1.0,1.0,[-0.011  0.551 -2.233 -2.254 -1.463],0.087402344,0.019140244,-0.23736572,1.2207031e-06,1.0,34900,4999.648864813148,,500.0,-0.3082764,1.0,18463.336540460587,0.018697739,0.08332478,-0.043742407,16149794,1.0,100
350,0.0050514108,-0.2791944,,1.0,-0.069092825,1.0,1.0,1.0,[-0.011  0.551 -2.233 -2.254 -1.463],0.08758545,0.01726818,-0.26672363,2.3193359e-05,1.0,35000,4999.639744803934,,500.0,-0.2791944,1.0,18535.384878396988,0.016803741,0.0707235,-0.043742407,16199794,1.0,100
351,0.07660992,-121.74035,0.02529103,,-0.07884393,1.0,1.0,1.0,[-0.011  0.551 -2.233 -2.254 -1.463],0.11694336,9.99932,-2.6433105,0.00012329101,1.0,35100,4996.3317772658,,499.68,-121.74035,0.99936,18606.796441555023,9.99864,0.2754024,-0.043742407,16249762,1.0,100
352,0.4853609,-121.80341,0.05410503,,-0.1156027,1.0540011,0.46783257,1.0112232,[-0.011  0.551 -2.233 -2.254 -1.463],0.26141357,9.999096,-14.326294,-4.1503907e-05,0.9923522,35200,4985.023404330089,0.071585774,498.56,-121.86121,1.0012234,18679.16178035736,9.998192,1.4608078,-0.043867286,16299618,1.2114996,100
353,0.006046226,-0.29431713,,1.0,-0.076975085,1.0,1.0,1.0,[-0.009  0.551 -2.233 -2.254 -1.463],0.09893799,0.017863274,-0.25720215,-3.6621093e-06,1.0,35300,4999.62489646937,,500.0,-0.29431713,1.0,18751.455210208893,0.017356873,0.07736829,-0.043867286,16349618,1.0,100
354,0.0053982404,-0.29141548,,1.0,-0.06744793,1.0,1.0,1.0,[-0.009  0.551 -2.233 -2.254 -1.463],0.07928467,0.018407822,-0.1921997,-7.080078e-05,1.0,35400,4999.644799029003,,500.0,-0.29141548,1.0,18821.353413581848,0.017949104,0.07310367,-0.043867286,16399618,1.0,100
355,0.0046986323,-0.30478877,,1.0,-0.0713877,1.0,1.0,1.0,[-0.009  0.551 -2.233 -2.254 -1.463],0.086364746,0.019183159,-0.23114014,7.507324e-05,1.0,35500,4999.638431813885,,500.0,-0.30478877,1.0,18892.920167446136,0.018705368,0.068202704,-0.043867286,16449618,1.0,100
356,9865.207,-131.71898,0.106898904,,-10.060964,1.0,0.99937296,1.0,[-0.009  0.551 -2.233 -2.254 -1.463],10.125977,9.999033,-983.2725,-7.446289e-05,0.9999922,35600,4941.599908795365,8.4035804e-05,494.22,-131.71902,0.98844,18963.817013025284,9.998066,98.82594,-0.04386779,16499040,1.0002242,100
357,0.0049659368,-0.27057463,,1.0,-0.07023147,1.0,1.0,1.0,[-0.009  0.551 -2.233 -2.254 -1.463],0.08416748,0.01646614,-0.21936035,-2.4414062e-06,1.0,35700,4999.63286227061,,500.0,-0.27057463,1.0,19034.7994992733,0.015995026,0.07011057,-0.04386779,16549040,1.0,100
358,0.0065924935,-0.30127117,,1.0,-0.07949663,1.0,1.0,1.0,[-0.009  0.551 -2.233 -2.254 -1.463],0.10095215,0.018227577,-0.30792236,9.155274e-06,1.0,35800,4999.614554102549,,500.0,-0.30127117,1.0,19080.729382038116,0.017709732,0.08078131,-0.04386779,16599040,1.0,100
359,9767.53,-131.60931,0.09951989,,-9.928862,1.0058492,0.89164656,1.0022149,[-0.009  0.551 -2.233 -2.254 -1.463],10.013794,9.999342,-983.385,-6.530762e-05,0.9960396,35900,4949.646200014942,0.03224552,495.01,-131.64099,0.991176,19151.701487779617,9.998684,98.83393,-0.044474654,16648541,1.1458517,100
360,0.0051177638,-0.2669336,,1.0,-0.06743746,1.0,1.0,1.0,[-0.009  0.549 -2.234 -2.252 -1.463],0.0803833,0.016396523,-0.2772827,3.6621095e-05,1.0,36000,4999.642148460441,,500.0,-0.2669336,1.0,19224.741916179657,0.015940666,0.0711811,-0.044474654,16698541,1.0,100
361,18408.137,-141.14267,0.14190821,,-19.30993,1.0331155,0.64302737,1.0264417,[-0.009  0.549 -2.234 -2.252 -1.463],19.853271,9.9991045,-973.5463,2.6855469e-05,0.9933589,36100,4899.741283576559,0.1063151,490.03,-141.4531,0.9933989,19294.728608846664,9.998209,138.36691,-0.04516946,16747544,1.4161057,100
362,0.006411057,-0.31576487,,1.0,-0.08072775,1.0,1.0,1.0,[-0.01   0.544 -2.231 -2.24  -1.464],0.103271484,0.019317627,-0.23803711,-3.6621095e-05,1.0,36200,4999.596579022314,,500.0,-0.31576487,1.0,19367.946873903275,0.018762589,0.07967649,-0.04516946,16797544,1.0,100
363,0.0054994468,-0.30551565,,1.0,-0.073228486,1.0,1.0,1.0,[-0.01   0.544 -2.231 -2.24  -1.464],0.08679199,0.019091606,-0.23669434,7.5683594e-05,1.0,36300,4999.639163718843,,500.0,-0.30551565,1.0,19440.4204454422,0.018621445,0.07379287,-0.04516946,16847544,1.0,100
364,0.005095936,-0.28972083,,1.0,-0.07220474,1.0,1.0,1.0,[-0.01   0.544 -2.231 -2.24  -1.464],0.09088135,0.017877579,-0.21582031,-2.9296874e-05,1.0,36400,4999.621305097678,,500.0,-0.28972083,1.0,19512.347744226456,0.017374992,0.0710243,-0.04516946,16897544,1.0,100
365,0.012089155,-121.72026,0.014140776,,-0.05855815,1.0,1.0,1.0,[-0.01   0.544 -2.231 -2.24  -1.464],0.099365234,9.999336,-0.81329346,-1.6479493e-05,1.0,36500,4998.53963035005,,499.9,-121.72026,0.9998,19586.55596113205,9.9986725,0.10940078,-0.04516946,16947534,1.0,100
366,9866.589,-131.6464,0.09939973,,-9.985253,1.0,1.0,1.0,[-0.01   0.544 -2.231 -2.24  -1.464],10.030518,9.9992895,-983.37366,3.7231446e-05,1.0,36600,4949.625052242628,,495.01,-131.6464,0.99002,19659.796962976456,9.998579,98.83281,-0.04516946,16997035,1.0,100
367,0.0055874665,-0.29366267,,1.0,-0.069602266,1.0,1.0,1.0,[-0.01   0.544 -2.231 -2.24  -1.464],0.08569336,0.018415451,-0.22735596,-3.967285e-05,1.0,36700,4999.636562087058,,500.0,-0.29366267,1.0,19734.013961553574,0.01794815,0.07438181,-0.04516946,17047035,1.0,100
368,0.016348911,-121.728035,0.0154898325,,-0.067264386,1.0,1.0,1.0,[-0.01   0.544 -2.231 -2.24  -1.464],0.10888672,9.99926,-0.9657593,-5.4931643e-06,1.0,36800,4998.307077145405,,499.88,-121.728035,0.99976,19807.69797348976,9.99852,0.12722825,-0.04516946,17097023,1.0,100
369,0.0061217584,-0.2681338,,1.0,-0.0729193,1.0,1.0,1.0,[-0.01   0.544 -2.231 -2.24  -1.464],0.089416504,0.016044617,-0.27825928,6.0424805e-05,1.0,36900,4999.620547037714,,500.0,-0.2681338,1.0,19856.424057483673,0.015539169,0.0778508,-0.04516946,17147023,1.0,100
370,18721.55,-141.2757,0.14135039,,-19.487473,1.0218759,0.6995521,1.0200287,[-0.01   0.544 -2.231 -2.24  -1.464],19.86676,9.999084,-973.53235,2.6855469e-05,1.0073651,37000,4899.732019938527,0.0889282,490.03,-141.46484,0.99013686,19892.87788796425,9.998169,138.365,-0.048838478,17196026,1.3383415,100
371,0.4905094,-121.79895,0.04487807,,-0.12073185,1.0264264,0.57104915,1.0054379,[-0.01   0.542 -2.23  -2.234 -1.468],0.20501709,9.99932,-11.552307,6.1035155e-07,0.99981236,37100,4989.533387553998,0.048621193,499.0,-121.828964,1.000093,19930.779539108276,9.99864,1.16336,-0.048907544,17245926,1.1517899,100
372,0.0051278127,-0.3072136,,1.0,-0.0744159,1.0,1.0,1.0,[-0.009  0.542 -2.23  -2.234 -1.468],0.09729004,0.019133568,-0.21435547,-9.338379e-05,1.0,37200,4999.619175092527,,500.0,-0.3072136,1.0,19968.082391262054,0.018630028,0.0712405,-0.048907544,17295926,1.0,100
373,0.008132388,-0.31731284,,1.0,-0.07936324,1.0,1.0,1.0,[-0.009  0.542 -2.23  -2.234 -1.468],0.10461426,0.019557,-0.25378418,0.00011352539,1.0,37300,4999.607918447544,,500.0,-0.31731284,1.0,20022.430990457535,0.019014359,0.08972158,-0.048907544,17345926,1.0,100
374,0.005148997,-0.29045928,,1.0,-0.06659614,1.0,1.0,1.0,[-0.009  0.542 -2.23  -2.234 -1.468],0.08294678,0.018399239,-0.26776123,-4.699707e-05,1.0,37400,4999.6341470776715,,500.0,-0.29045928,1.0,20093.837436676025,0.017922401,0.07138324,-0.048907544,17395926,1.0,100
375,19218.49,-141.4213,0.1400714,,-19.734392,1.0172997,0.8567397,1.0038636,[-0.009  0.542 -2.23  -2.234 -1.468],19.857422,9.999109,-973.54443,4.9438477e-05,1.0032381,37500,4899.740040381687,0.047339443,490.03,-141.4555,0.9819338,20160.478448152542,9.998219,138.36676,-0.049700756,17444929,1.2473081,100
376,0.009634089,-121.71748,0.01264732,,-0.05554993,1.0,1.0,1.0,[-0.009  0.541 -2.23  -2.234 -1.469],0.090270996,9.999355,-0.6569824,-5.9204103e-05,1.0,37600,4998.746361229403,,499.92,-121.71748,0.99984,20230.585339546204,9.998711,0.097660705,-0.049700756,17494921,1.0,100
377,0.00467491,-0.30012533,,1.0,-0.0741736,1.0,1.0,1.0,[-0.009  0.541 -2.23  -2.234 -1.469],0.09313965,0.0185709,-0.20599365,-2.4414062e-06,1.0,37700,4999.628642157459,,500.0,-0.30012533,1.0,20299.03276848793,0.018083572,0.06802971,-0.049700756,17544921,1.0,100
378,9854.84,-131.83302,0.11805815,,-10.105017,1.1317798,0.3660236,1.0234487,[-0.009  0.541 -2.23  -2.234 -1.469],10.377014,9.999178,-983.0239,-1.7700195e-05,0.9962127,37800,4930.867984925543,0.09198311,493.14,-131.98373,0.9947358,20364.50741171837,9.998356,98.866196,-0.04991442,17594235,1.212126,100
379,9428.835,-131.53519,0.100394696,,-9.763273,1.031739,0.6952085,1.0172231,[-0.006  0.541 -2.23  -2.234 -1.469],10.029541,9.999309,-983.37415,3.173828e-05,1.0018438,37900,4949.631799002114,0.09170507,495.01,-131.64803,0.9985722,20412.047248601913,9.998617,98.832855,-0.05344564,17643736,1.4389062,100
380,0.0055778925,-0.282827,,1.0,-0.06862944,1.0,1.0,1.0,[-0.007  0.54  -2.23  -2.234 -1.472],0.08917236,0.017604828,-0.26550293,-2.4414063e-05,1.0,38000,4999.637742904829,,500.0,-0.282827,1.0,20475.611456871033,0.01714325,0.07431586,-0.05344564,17693736,1.0,100
381,9866.432,-131.65123,0.0993991,,-9.990419,1.0,1.0,1.0,[-0.007  0.54  -2.23  -2.234 -1.472],10.030518,9.999263,-983.36584,3.967285e-05,1.0,38100,4949.612902780608,,495.01,-131.65123,0.99002,20541.367217063904,9.998526,98.83202,-0.05344564,17743237,1.0,100
382,0.005485837,-0.25910884,,1.0,-0.07082154,1.0,1.0,1.0,[-0.007  0.54  -2.23  -2.234 -1.472],0.08935547,0.015475273,-0.20031738,2.2583008e-05,1.0,38200,4999.63565117493,,500.0,-0.25910884,1.0,20613.48437476158,0.01499939,0.0737032,-0.05344564,17793237,1.0,100
383,0.004887893,-0.2862827,,1.0,-0.07032142,1.0,1.0,1.0,[-0.007  0.54  -2.23  -2.234 -1.472],0.08673096,0.017749786,-0.2755127,-3.0517578e-05,1.0,38300,4999.6356946745755,,500.0,-0.2862827,1.0,20686.41056704521,0.017270088,0.06956653,-0.05344564,17843237,1.0,100
384,9649.592,-131.61966,0.1062606,,-9.8974085,1.0272188,0.64378417,1.0115862,[-0.007  0.54  -2.23  -2.234 -1.472],10.08606,9.999112,-983.3153,-3.0517578e-05,0.99722594,38400,4943.035504203693,0.075623795,494.36,-131.68501,0.99425846,20746.836338043213,9.998224,98.82884,-0.05646582,17892673,1.2469612,100
385,0.0067333584,-0.30132166,,1.0,-0.07291003,1.0,1.0,1.0,[-0.006  0.539 -2.23  -2.234 -1.475],0.10015869,0.018773079,-0.23413086,-6.652832e-05,1.0,38500,4999.6113378650425,,500.0,-0.30132166,1.0,20783.3817653656,0.01824665,0.08164397,-0.05646582,17942673,1.0,100
386,0.0052872035,-0.27082437,,1.0,-0.073300794,1.0,1.0,1.0,[-0.006  0.539 -2.23  -2.234 -1.475],0.09649658,0.016234398,-0.19232178,7.3242186e-06,1.0,38600,4999.62722637976,,500.0,-0.27082437,1.0,20828.754465579987,0.015743256,0.072347276,-0.05646582,17992673,1.0,100
387,16902.17,-140.70511,0.1483358,,-18.497046,1.1012758,0.43323857,1.0886396,[-0.006  0.539 -2.23  -2.234 -1.475],19.84607,9.999143,-973.55554,1.0375977e-05,0.9769973,38700,4899.756538207932,0.19724682,490.03,-141.44815,1.0240023,20887.147103071213,9.998285,138.3683,-0.061004683,18041676,1.9072331,100
388,0.0051102582,-0.2954058,,1.0,-0.071241006,1.0,1.0,1.0,[-0.007  0.533 -2.221 -2.215 -1.48 ],0.08935547,0.018424034,-0.20446777,-3.0517579e-06,1.0,38800,4999.629333713636,,500.0,-0.2954058,1.0,20925.780249595642,0.017926216,0.07112263,-0.061004683,18091676,1.0,100
389,9315.463,-131.4192,0.09977576,,-9.696485,1.0121099,0.79743487,1.0085624,[-0.007  0.533 -2.221 -2.215 -1.48 ],9.916382,9.999321,-973.50275,-5.493164e-05,0.9976733,38900,4949.739260334257,0.061848667,495.02,-131.54036,0.99444014,21001.798957824707,9.998642,97.84073,-0.061686035,18141178,1.24116,100
390,0.0050653582,-0.28239402,,1.0,-0.07416059,1.0,1.0,1.0,[-0.007  0.53  -2.22  -2.209 -1.481],0.0925293,0.01711464,-0.18884277,5.126953e-05,1.0,39000,4999.638040672956,,500.0,-0.28239402,1.0,21063.064393997192,0.016649246,0.07081634,-0.061686035,18191178,1.0,100
391,9126.457,-131.45924,0.1013263,,-9.607944,1.036148,0.594496,1.0306708,[-0.007  0.53  -2.22  -2.209 -1.481],10.029236,9.999321,-983.37384,-0.00010437012,0.9988014,39100,4949.6395217714835,0.12063938,495.01,-131.64986,1.0053154,21098.942192792892,9.998642,98.83281,-0.06704667,18240679,1.4919322,100
392,0.0057211807,-0.27847254,,1.0,-0.0747296,1.0,1.0,1.0,[-0.008  0.528 -2.22  -2.207 -1.486],0.09661865,0.016745567,-0.23077393,-3.601074e-05,1.0,39200,4999.627574330678,,500.0,-0.27847254,1.0,21175.94020295143,0.016248703,0.07526111,-0.06704667,18290679,1.0,100
393,0.0071383975,-0.3141902,,1.0,-0.08474586,1.0,1.0,1.0,[-0.008  0.528 -2.22  -2.207 -1.486],0.10876465,0.018857956,-0.21685791,4.4555665e-05,1.0,39300,4999.622094278343,,500.0,-0.3141902,1.0,21248.264134168625,0.018351555,0.0840637,-0.06704667,18340679,1.0,100
394,0.0068154894,-0.3083322,,1.0,-0.07879504,1.0,1.0,1.0,[-0.008  0.528 -2.22  -2.207 -1.486],0.097229004,0.018865585,-0.25634766,-0.000100708006,1.0,39400,4999.627292679847,,500.0,-0.3083322,1.0,21326.008852243423,0.018369675,0.08213817,-0.06704667,18390679,1.0,100
395,0.0061446144,-0.26509047,,1.0,-0.069214575,1.0,1.0,1.0,[-0.008  0.528 -2.22  -2.207 -1.486],0.08746338,0.016098976,-0.2376709,2.9907227e-05,1.0,39500,4999.643868692362,,500.0,-0.26509047,1.0,21397.427330970764,0.015645027,0.07799094,-0.06704667,18440679,1.0,100
396,0.004519355,-0.27572238,,1.0,-0.06623578,1.0,1.0,1.0,[-0.008  0.528 -2.22  -2.207 -1.486],0.08258057,0.017217636,-0.18133545,5.3710937e-05,1.0,39600,4999.647056490382,,500.0,-0.27572238,1.0,21467.596413373947,0.016766548,0.06688984,-0.06704667,18490679,1.0,100
397,0.009502555,-121.717,0.010953666,,-0.055250756,1.0,1.0,1.0,[-0.008  0.528 -2.22  -2.207 -1.486],0.09063721,9.99934,-0.5293579,6.1035156e-05,1.0,39700,4998.944637413547,,499.94,-121.717,0.99988,21537.709975242615,9.99868,0.0969972,-0.06704667,18540673,1.0,100
398,0.0051148497,-0.29304764,,1.0,-0.066051595,1.0,1.0,1.0,[-0.008  0.528 -2.22  -2.207 -1.486],0.08123779,0.01865673,-0.24633789,1.0375977e-05,1.0,39800,4999.644209941834,,500.0,-0.29304764,1.0,21607.55330467224,0.018195152,0.07116381,-0.06704667,18590673,1.0,100
399,0.011283619,-121.728,0.011831034,,-0.067020655,1.0,1.0,1.0,[-0.008  0.528 -2.22  -2.207 -1.486],0.107177734,9.999276,-0.6677246,-5.6152345e-05,1.0,39900,4998.812687010356,,499.93,-121.728,0.99986,21676.50568509102,9.998552,0.105689734,-0.06704667,18640666,1.0,100
400,0.3233962,-121.76618,0.034906503,,-0.10453628,1.0,0.9999587,1.0,[-0.008  0.528 -2.22  -2.207 -1.486],0.14935303,9.999331,-5.5909424,-2.1972657e-05,0.99999994,40000,4993.441247288289,4.0387185e-06,499.39,-121.76618,0.99878,21736.458163499832,9.998663,0.5658492,-0.06704667,18690605,1.0000087,100
401,9452.147,-131.48634,0.09966126,,-9.775535,1.0082588,0.8153997,1.0064836,[-0.008  0.528 -2.22  -2.207 -1.486],9.930054,9.999299,-973.49286,3.0517579e-06,0.9983737,40100,4949.727895174785,0.05968295,495.02,-131.54811,0.99344784,21772.85062646866,9.998598,97.839745,-0.06906075,18740107,1.2346219,100
402,0.0056242333,-0.27201062,,1.0,-0.07124975,1.0,1.0,1.0,[-0.008  0.527 -2.221 -2.208 -1.488],0.087524414,0.016500473,-0.25195312,-9.521484e-05,1.0,40200,4999.643350066701,,500.0,-0.27201062,1.0,21810.225955486298,0.01603508,0.074616276,-0.06906075,18790107,1.0,100
403,9867.017,-131.63489,0.09939965,,-9.972666,1.0,0.9999983,1.0,[-0.008  0.527 -2.221 -2.208 -1.488],10.005127,9.999378,-983.3951,2.1972657e-05,1.0,40300,4949.670097298332,5.41979e-07,495.01,-131.63489,0.99002,21846.97232055664,9.998756,98.834946,-0.06906075,18839608,1.000003,100
404,16265.97,-140.51228,0.15167521,,-18.146284,1.1328499,0.390555,1.1150503,[-0.008  0.527 -2.221 -2.208 -1.488],19.85962,9.999108,-973.54407,5.7983398e-05,1.0194926,40400,4899.741145854052,0.2456022,490.03,-141.45575,1.0369465,21883.311681985855,9.998217,138.36664,-0.07415126,18888611,2.056455,100
405,0.0058181537,-0.29879886,,1.0,-0.074831314,1.0,1.0,1.0,[-0.007  0.52  -2.214 -2.187 -1.493],0.09362793,0.018407822,-0.22973633,-2.6245118e-05,1.0,40500,4999.634051420334,,500.0,-0.29879886,1.0,21921.628155469894,0.017926216,0.07589041,-0.07415126,18938611,1.0,100
406,0.005657646,-0.27170736,,1.0,-0.06982093,1.0,1.0,1.0,[-0.007  0.52  -2.214 -2.187 -1.493],0.08911133,0.01659298,-0.24920654,-8.3618164e-05,1.0,40600,4999.640113101015,,500.0,-0.27170736,1.0,21958.673489809036,0.016113281,0.07483186,-0.07415126,18988611,1.0,100
407,0.005519778,-0.2846977,,1.0,-0.07843682,1.0,1.0,1.0,[-0.007  0.52  -2.214 -2.187 -1.493],0.101135254,0.016952515,-0.27142334,-3.234863e-05,1.0,40700,4999.633448692917,,500.0,-0.2846977,1.0,21995.649760246277,0.016462326,0.07392303,-0.07415126,19038611,1.0,100
408,0.0060331286,-0.29833442,,1.0,-0.07519071,1.0,1.0,1.0,[-0.007  0.52  -2.214 -2.187 -1.493],0.089660645,0.01834011,-0.2616577,3.112793e-05,1.0,40800,4999.628229697869,,500.0,-0.29833442,1.0,22032.70758652687,0.017846107,0.077286914,-0.07415126,19088611,1.0,100
409,9100.331,-131.42413,0.10100688,,-9.588404,1.0341692,0.65250957,1.0260578,[-0.007  0.52  -2.214 -2.187 -1.493],10.023376,9.999318,-983.3791,3.0517579e-06,1.0028557,40900,4949.640946301056,0.11572596,495.01,-131.64418,1.0032078,22069.30555653572,9.998636,98.83334,-0.07861517,19138112,1.5760794,100
410,1.6787359,-121.88754,0.05666744,,-0.18332401,1.0734138,0.49028295,1.0123693,[-0.008  0.517 -2.214 -2.182 -1.498],0.34448242,9.999324,-25.377014,,0.99814194,41000,4983.840454112114,0.07203436,498.43,-121.97154,1.0018084,22107.859337568283,9.998648,2.5515397,-0.0784061,19187955,1.2571704,100
411,0.10980301,-121.7294,0.02998749,,-0.070364214,1.0,1.0,1.0,[-0.006  0.517 -2.214 -2.182 -1.497],0.13391113,9.999117,-3.1327515,-0.00010131836,1.0,41100,4994.934745387658,,499.55,-121.7294,0.9991,22164.073852539062,9.998234,0.3297031,-0.0784061,19237910,1.0,100
412,0.004658853,-0.24322112,,1.0,-0.06651394,1.0,1.0,1.0,[-0.006  0.517 -2.214 -2.182 -1.497],0.082458496,0.014523506,-0.1975708,-8.4228515e-05,1.0,41200,4999.651785171355,,500.0,-0.24322112,1.0,22245.842371702194,0.014076233,0.0679095,-0.0784061,19287910,1.0,100
413,9831.168,-131.64949,0.104598634,,-9.976108,1.0176134,0.6651435,1.004118,[-0.006  0.517 -2.214 -2.182 -1.497],10.070251,9.999153,-983.3365,4.0283205e-05,0.99612343,41300,4944.35813981731,0.04621832,494.49,-131.66835,0.9906822,22327.36739563942,9.998306,98.83014,-0.079352096,19337359,1.1217664,100
414,9866.56,-131.65012,0.09939861,,-9.988696,1.0,0.9999567,1.0,[-0.005  0.516 -2.214 -2.181 -1.498],10.02948,9.999313,-983.37256,5.859375e-05,1.0000006,41400,4949.637635954818,1.1521779e-05,495.01,-131.65012,0.99002,22410.033234119415,9.998627,98.832695,-0.07935207,19386860,1.0000614,100
415,9612.588,-131.52917,0.09942785,,-9.85328,1.0047234,0.9024026,1.0025632,[-0.005  0.516 -2.214 -2.181 -1.498],9.921265,9.999339,-973.5016,-1.6479493e-05,1.0040916,41500,4949.75022301096,0.0345868,495.02,-131.544,0.99126655,22491.484585762024,9.998678,97.84062,-0.077996425,19436362,1.1778709,100
