MeanD2w0t,ReturnStepMaxmin,InitialReturnMax,MeanIW,InitialReturnMean,TimeElapsed,MeanEntropy,StdD2w0t,StdIW,MaxD2w0t,Iteration,InitialReturnStd,Weights,EpRewMean,EpThisIter,EpisodesSoFar,EmpiricalD2,EpLenMean,J_sample_variance,MaxIW,MinIW,InitialBound,Bound,TimestepsSoFar,ReturnMeanIW,MinD2w0t,InitialReturnMin,ReturnStepMax
0.2259625,9.609289,471.35855,0.667422,2.2888184e-05,27.80535125732422,1.1009414,0.9113593,0.4570615,14.249364,11,221.46767,[-0.411  0.45  -1.583 -1.923 -0.273],513.7631625116355,20,220,6.122447,52.4,79550.15,4.761648,0.03790887,-884.7159,-761.52856,8024,-371.70108,,-347.72928,9.999994
0.283387,9.724698,341.7071,0.50132525,1.2207031e-05,31.970755338668823,1.0708762,0.8682581,0.3875461,9.82411,12,251.3245,[-0.35   0.542 -1.624 -1.963 -0.318],738.6898043986373,20,240,4.731949,74.9,96947.71,2.505343,0.0076751225,-781.4716,-608.97656,9522,-265.55988,,-465.64337,9.999999
0.15431494,9.569613,298.25995,0.72256297,1.4495849e-05,34.93799924850464,0.996901,0.50427437,0.4202377,3.9362097,13,199.88602,[-0.392  0.453 -1.613 -1.937 -0.348],462.82121310192787,20,260,2.0408907,47.3,109962.95,2.4020634,0.042589806,-883.96783,-778.77136,10468,-446.95532,,-322.97833,9.999997
0.26103154,9.685266,153.64508,0.60603446,-3.0517579e-06,38.6472110748291,0.95250154,0.7848514,0.6961916,7.2983847,14,120.69777,[-0.373  0.417 -1.673 -2.014 -0.422],638.2945833593293,20,280,4.767673,64.85,80414.87,4.0289326,0.038314726,-768.5534,-617.09644,11765,-264.65344,,-356.65942,9.999999
0.18653293,9.690538,278.82864,0.7434999,1.2207031e-05,42.54627227783203,0.9684665,0.5530788,0.41500613,9.694269,15,202.5678,[-0.361  0.503 -1.664 -1.946 -0.466],651.2645828093471,20,300,3.2027333,66.15,90844.125,3.5646672,0.12203034,-792.9737,-695.22626,13088,-380.74448,,-427.48425,10.0
0.35513476,9.7719755,340.68774,0.4953838,1.373291e-05,47.25094127655029,0.92503536,0.96383387,0.47009784,12.651104,16,191.14252,[-0.298  0.522 -1.756 -2.011 -0.45 ],893.6931006226403,20,320,5.6398277,90.4,30634.1,3.6178708,0.0050398638,-702.1402,-531.4866,14896,-176.67273,,-482.79285,9.999997
0.3066118,9.787245,267.15125,0.7938166,5.0354003e-05,52.036669969558716,0.9534903,0.70687145,0.5203975,6.072991,17,185.15192,[-0.231  0.542 -1.773 -1.978 -0.494],960.6706898031325,20,340,3.1090226,97.1,65548.32,2.7157934,0.122398354,-670.5537,-623.91626,16838,-303.9365,,-523.0841,10.0
0.4033124,9.802954,285.0144,0.5254048,6.1035157e-06,57.21640872955322,0.9473176,1.029315,0.37782887,11.081845,18,158.94902,[-0.274  0.524 -1.807 -2.014 -0.465],1038.169609601893,20,360,7.039752,104.85,22076.988,3.6819544,0.08266626,-641.8158,-503.66452,18935,-157.78314,,-398.48303,10.0
0.28025943,9.76176,200.5437,0.5432167,-3.0517578e-05,61.58673644065857,0.9262588,0.7617221,0.41572878,9.388235,19,179.42677,[-0.331  0.48  -1.819 -2.052 -0.472],847.7794659824924,20,380,4.1249137,85.8,76073.84,2.3909488,0.019191422,-700.77905,-562.736,20651,-238.10857,,-524.5577,9.999999
0.29044342,9.739144,156.0199,0.63091534,-6.1035157e-06,65.80284881591797,0.9328647,0.90409636,0.60021687,11.705228,20,111.109406,[-0.446  0.561 -1.862 -2.045 -0.493],778.2155856857245,20,400,8.019249,78.85,40551.797,2.9887033,0.045016106,-710.43555,-555.96124,22228,-219.61763,,-171.7273,9.999993
0.2359937,9.75624,218.54333,0.71096885,4.272461e-05,70.0608377456665,0.9828624,0.53884035,0.40197855,2.4928415,21,163.66313,[-0.376  0.602 -1.862 -2.034 -0.486],831.2437669733481,20,420,1.7830515,84.15,83683.67,2.3817792,0.15418541,-704.5954,-620.6726,23911,-314.13522,,-531.34656,9.999999
0.31576997,9.782744,161.86029,0.5309282,2.5939942e-05,74.93856501579285,0.98121154,0.83802426,0.4600138,10.901585,22,101.69132,[-0.396  0.643 -1.879 -2.036 -0.436],941.163931034334,20,440,6.0137205,95.15,35289.645,3.4748821,0.026542772,-649.2689,-490.17593,25814,-165.87146,,-167.75552,9.999997
0.31439188,9.777925,350.6078,0.6722617,2.8991699e-05,79.42112112045288,0.95952463,0.7949641,0.40119672,10.084813,23,268.15475,[-0.329  0.681 -1.89  -2.035 -0.438],919.1789259145874,20,460,3.6484878,92.95,121088.75,2.4519613,0.02044705,-721.1979,-658.4609,27673,-335.13474,,-521.61475,9.999997
0.32892892,9.770254,254.60675,0.6594035,3.967285e-05,83.82642269134521,0.90050983,0.79624647,0.546893,8.085074,24,132.17299,[-0.414  0.739 -1.881 -2.017 -0.459],888.6728356335864,20,480,3.4857597,89.9,40559.61,3.4485955,0.0744345,-680.74,-588.0654,29471,-236.1359,,-287.32617,9.999998
0.24816875,9.73028,268.89105,0.66334826,-4.272461e-05,87.86347532272339,0.86621076,0.6673307,0.5485741,6.311093,25,228.93561,[-0.474  0.775 -1.905 -1.968 -0.518],752.2166929751777,20,500,3.1526945,76.25,83248.64,2.292992,0.030006709,-755.93896,-634.3873,30996,-306.99258,,-478.55667,9.999994
0.34523264,9.779346,329.71643,0.64624786,-3.0517579e-06,92.5488588809967,0.8522805,0.90291214,0.5091453,14.265269,26,165.51924,[-0.544  0.778 -2.    -2.04  -0.553],920.7284086540209,20,520,5.6592164,93.1,51791.242,3.2865956,0.059338965,-681.3838,-577.46,32858,-230.67984,,-562.0333,9.999996
0.22093056,9.765183,245.83258,0.7117828,2.1362304e-05,96.85658979415894,0.8804798,0.4873997,0.24114351,2.0780168,27,204.4931,[-0.489  0.797 -2.047 -2.168 -0.567],863.2443158916415,20,540,1.5660362,87.35,56494.953,2.0441463,0.19391559,-702.73145,-613.8289,34605,-319.7053,,-535.55396,9.999999
0.37805504,9.802024,220.79895,0.5949022,-3.0517579e-06,102.1140730381012,0.82334983,0.80129945,0.50420743,4.7185802,28,220.09222,[-0.5    0.839 -2.131 -2.271 -0.538],1031.1901436794915,20,560,2.7955365,104.15,58585.223,3.9084945,0.032516792,-650.20087,-539.6088,36688,-206.26665,,-591.5019,9.999997
0.37496924,9.813308,223.32086,0.5770213,-1.2207031e-05,107.41277432441711,0.83546394,0.9994223,0.47149616,13.966862,29,170.69064,[-0.46   0.798 -2.157 -2.307 -0.596],1088.2459345181765,20,580,7.5840745,109.85,64592.93,4.625352,0.055090763,-619.51184,-504.70508,38885,-182.71202,,-634.2082,9.999999
0.4002685,9.839498,244.02576,0.80442894,2.8991699e-05,112.99275994300842,0.8618129,0.74382496,0.51700723,6.156524,30,128.4321,[-0.382  0.791 -2.159 -2.314 -0.583],1278.1594942498386,20,600,2.6225286,128.85,26521.174,2.9727588,0.12785242,-568.2976,-518.2921,41462,-205.33745,,-241.6224,9.999999
0.3261588,9.835935,183.44,0.7825605,,118.84920048713684,0.84363973,0.5798872,0.4414069,2.4090424,31,108.68648,[-0.38   0.852 -2.175 -2.306 -0.557],1248.672065344505,20,620,1.5753157,125.9,18475.383,2.755494,0.18022618,-561.68896,-504.56958,43980,-209.62427,,-235.66168,9.999999
0.43720555,9.822255,271.76532,0.6250165,-1.0681152e-05,124.25304913520813,0.79894924,0.9784435,0.55273014,9.429354,32,149.93176,[-0.405  0.925 -1.931 -2.318 -0.575],1158.6106641563929,20,640,4.892623,116.9,34986.65,2.7466416,0.04356461,-600.0194,-515.8858,46318,-180.04784,,-441.95425,9.999999
0.5194196,9.861609,172.13947,0.5767265,-3.5095214e-05,130.571781873703,0.81110793,1.1793487,0.56387365,14.258988,33,109.63196,[-0.459  0.93  -1.974 -2.284 -0.62 ],1487.13766529144,20,660,9.127382,149.75,26420.996,3.443688,0.009917737,-507.3031,-427.65665,49313,-117.41622,,-303.47964,9.999999
0.32731006,9.795933,173.75183,0.66618073,-1.9836425e-05,135.35219526290894,0.8252103,0.817585,0.6337239,9.084879,34,99.921455,[-0.519  0.905 -1.978 -2.262 -0.608],998.704554285546,20,680,5.7709937,100.9,77670.75,9.189587,0.02405731,-630.25305,-549.16956,51331,-229.76091,,-231.06885,9.999998
0.4025566,9.811263,330.4607,0.4092007,4.5776367e-05,140.304621219635,0.7915652,1.0348895,0.5018664,13.251734,35,187.12172,[-0.576  0.885 -1.972 -2.252 -0.594],1079.2182959500292,20,700,8.229614,108.95,26918.766,4.9304547,0.009918252,-646.87683,-435.3026,53510,-100.56104,,-569.4962,9.999997
0.40724283,9.829305,274.51617,0.5414491,-3.967285e-05,145.6978681087494,0.80455303,1.0053234,0.43237478,16.121914,36,183.87318,[-0.514  0.912 -1.981 -2.29  -0.627],1200.6641845134989,20,720,7.6331153,121.1,55277.49,2.7777596,0.019508144,-596.79926,-482.7749,55932,-164.79669,,-659.7428,9.999999
0.33727744,9.793061,263.30914,0.5578693,6.2561034e-05,150.41369223594666,0.81347674,0.92991203,0.43549854,10.9382,37,181.58583,[-0.581  0.904 -1.992 -2.298 -0.614],980.2514184409265,20,740,7.610504,99.05,62164.45,2.4937325,0.038739815,-661.22925,-522.8058,57913,-194.6138,,-591.3769,9.999999
0.3672923,9.798054,179.90485,0.563619,-5.340576e-05,155.17964839935303,0.7915522,0.80809283,0.43202412,7.2279077,38,98.05514,[-0.524  0.942 -1.999 -2.304 -0.605],1008.2157266775948,20,760,3.1770194,101.85,14837.514,5.9093285,0.054998912,-626.8551,-509.90924,59950,-171.14615,,-235.07019,9.999998
0.4851088,9.847445,290.46698,0.6559337,6.1035157e-06,161.2633078098297,0.8139031,1.1273278,0.5223956,19.169313,39,205.39659,[-0.585  1.036 -2.023 -2.265 -0.627],1342.1830522424768,20,780,7.883277,135.25,60407.453,5.7729025,0.061447553,-580.5909,-490.6662,62655,-174.59386,,-667.2528,10.0
0.48650068,9.865449,292.35437,0.7667945,1.8310548e-05,168.0114622116089,0.7869724,0.813558,0.66818726,5.012121,40,227.48067,[-0.522  1.038 -2.071 -2.317 -0.605],1537.0889347615598,20,800,2.0954823,154.75,63475.633,4.4814467,0.12564111,-565.5675,-508.34894,65750,-208.84525,,-683.2502,9.999999
0.40694726,9.854265,184.81494,0.7232538,3.6621095e-05,174.05944514274597,0.8115729,0.7109372,0.63785094,4.532747,41,85.12695,[-0.517  1.07  -2.076 -2.281 -0.632],1411.1418708430724,20,820,3.4811387,142.15,39825.566,3.6954954,0.050056655,-517.4564,-472.41458,68593,-171.51733,,-153.36401,9.999998
0.38469467,9.801776,207.77924,0.50931025,-3.0517578e-05,179.00820803642273,0.7646035,0.84212536,0.4204847,6.817525,42,179.59198,[-0.538  1.016 -2.027 -2.247 -0.607],1030.6825327274341,20,840,3.4935613,104.1,21121.643,4.88693,0.039840233,-638.9247,-486.80286,70675,-147.76984,,-573.31134,9.999999
0.49464923,9.850587,254.73645,0.6663362,1.6784668e-05,184.97431063652039,0.7978023,1.0569861,0.64024043,14.578701,43,116.964714,[-0.486  0.981 -2.041 -2.304 -0.654],1373.1641524325998,20,860,6.5939116,138.35,22461.686,5.166055,0.054115944,-543.60864,-451.79498,73442,-131.99333,,-278.44626,9.999999
0.47842017,9.862655,295.33154,1.2260951,-1.5258789e-05,191.5627646446228,0.78614795,1.0761513,3.4343212,22.44199,44,265.14755,[-0.426  0.975 -2.036 -2.291 -0.621],1500.6229790149087,20,880,6.4959707,151.1,78454.54,78.589066,0.01812288,-573.52136,-496.2478,76464,-200.47127,,-675.14496,9.999999
0.61843944,9.883311,197.39502,0.5011884,4.272461e-05,199.00163650512695,0.7678963,1.1835028,0.4351361,17.384464,45,101.45338,[-0.363  0.977 -2.072 -2.31  -0.633],1797.4512004298485,20,900,7.305841,180.8,7267.3584,3.9531455,0.0051616104,-468.7862,-364.44778,80080,-60.74026,,-220.98987,9.999999
0.51915216,9.863336,186.49915,0.6277643,5.7983398e-05,205.47854089736938,0.79821855,0.9397528,0.45146635,8.509138,46,81.8541,[-0.421  0.979 -2.081 -2.318 -0.651],1504.1507365925124,20,920,5.25257,151.45,17961.379,2.679636,0.062378004,-498.29352,-435.46344,83109,-120.907814,,-149.12354,9.999999
0.429145,9.8338,203.61157,0.5099743,1.8310548e-05,211.10839200019836,0.7689201,0.9509862,0.44916487,12.374845,47,176.74854,[-0.451  0.936 -2.065 -2.312 -0.621],1236.1414419351581,20,940,6.0551705,124.65,50671.24,3.3992736,0.011823662,-579.2047,-459.1988,85602,-139.95584,,-646.6425,9.999999
0.35795364,9.854824,248.31104,0.9544748,9.155274e-06,217.18367195129395,0.7816763,0.60534,0.8413321,3.6121058,48,239.13588,[-0.389  0.936 -2.093 -2.351 -0.65 ],1412.6705758748847,20,960,2.6064234,142.3,81054.65,6.4956694,0.12696786,-565.2953,-525.95306,88448,-238.6783,,-653.28796,10.0
0.6120161,9.878643,239.58228,0.76126766,9.155274e-06,224.53604745864868,0.80768204,1.1287618,0.6732081,13.40106,49,213.44516,[-0.353  0.953 -2.129 -2.361 -0.637],1714.0354948329873,20,980,6.5046325,172.45,75838.43,7.2493997,0.038877524,-515.1049,-461.91815,91897,-156.44638,,-734.36127,10.0
0.6399506,9.880309,162.9325,0.5915564,1.8310548e-05,231.9257071018219,0.8012725,1.2868,0.59729177,17.477612,50,107.292786,[-0.305  0.962 -2.164 -2.357 -0.611],1750.9581614911556,20,1000,7.2536607,176.15,13692.413,9.144119,0.025900181,-461.107,-379.16266,95420,-73.22118,,-278.7489,9.999999
0.5703913,9.896018,136.85901,0.76489806,5.950928e-05,240.47150373458862,0.800416,0.72589004,0.40998638,2.6639793,51,146.859,[-0.24   0.919 -2.195 -2.364 -0.618],2023.4244446825585,20,1020,1.8192543,203.4,16529.686,2.279069,0.09045836,-433.54224,-411.80542,99488,-120.30474,,-413.89597,9.999999
0.6220542,9.869262,222.72449,0.63139695,3.0517579e-06,246.92833018302917,0.78544563,1.4284799,0.45403445,16.2043,52,233.524,[-0.257  0.958 -2.178 -2.333 -0.619],1595.5014698219318,20,1040,7.5526376,160.6,50078.895,5.6359816,0.015974758,-531.8042,-468.8003,102700,-162.41219,,-707.07623,9.999999
0.679729,9.88319,181.8305,0.46508935,-2.4414063e-05,254.3060941696167,0.76312244,1.2198726,0.41181624,10.441721,53,164.08002,[-0.308  0.938 -2.214 -2.328 -0.634],1781.533387813345,20,1060,6.171209,179.2,3801.3328,2.7656693,0.018659925,-476.13574,-364.78714,106284,-57.980465,,-439.30716,10.0
0.62646824,9.859418,205.987,0.63976634,,260.49824714660645,0.74365205,1.5444812,0.56882936,20.173016,54,106.87568,[-0.344  0.896 -2.22  -2.337 -0.656],1463.1423448345613,20,1080,11.3089695,147.35,32941.01,4.0457873,0.026489768,-520.2434,-473.18738,109231,-141.7646,,-163.65753,9.999999
0.50416803,9.850813,265.42938,0.54653203,-4.5776367e-05,266.379643201828,0.7281363,1.2089549,0.51626986,17.66247,55,197.36482,[-0.4    0.879 -2.203 -2.34  -0.675],1376.1575072683927,20,1100,9.288532,138.65,51256.336,6.4403486,0.01510446,-566.48083,-442.82516,112004,-123.59362,,-691.4212,10.0
0.62011296,9.871921,181.44708,0.6149101,3.0517578e-05,273.160475730896,0.71545386,1.4437637,0.65849525,26.704395,56,93.681076,[-0.337  0.889 -2.205 -2.362 -0.691],1610.1219729122627,20,1120,10.160927,162.05,3191.1436,10.987881,0.050577782,-484.1773,-381.84918,115245,-66.07816,,-148.46423,9.999999
0.6899319,9.890793,209.01917,0.6686051,-3.3569337e-05,280.922394990921,0.7017655,1.246341,0.6376162,15.794419,57,153.21504,[-0.278  0.894 -2.211 -2.366 -0.703],1811.056671968173,20,1140,6.797278,182.1,22856.965,6.1862173,0.029763166,-475.80096,-406.4201,118887,-97.17504,,-578.05115,10.0
0.8343703,9.904228,138.91748,0.8246258,-3.0517578e-05,289.76166129112244,0.6826209,1.2938403,0.9457162,12.833861,58,117.63307,[-0.228  0.879 -2.239 -2.408 -0.717],2203.3969978321807,20,1160,6.176009,221.4,4829.745,7.701923,0.08258994,-416.03314,-357.81143,123315,-56.354237,,-330.1073,10.0
0.8961793,9.915091,167.58972,0.66561997,-1.2207031e-05,299.6202800273895,0.6738707,1.3895816,0.4289586,18.359348,59,289.93976,[-0.18   0.844 -2.26  -2.413 -0.736],2470.4663306998054,20,1180,6.783058,248.1,80328.516,3.1518068,0.0016819601,-443.9686,-414.9851,128277,-128.4373,,-817.296,9.999998
0.891185,9.91378,151.82965,0.88226503,3.0517579e-06,309.0185704231262,0.6582651,1.5528965,0.8464149,17.125776,60,197.08124,[-0.218  0.834 -2.286 -2.427 -0.745],2303.525935992276,20,1200,9.24745,231.35,45550.95,9.66618,0.01878912,-419.87244,-388.58484,132904,-92.24017,,-802.0067,10.0
0.96930057,9.924385,97.05029,0.8275807,5.1879884e-05,319.43032145500183,0.6546449,1.5506488,0.6261546,16.817068,61,66.13673,[-0.175  0.844 -2.288 -2.451 -0.761],2638.9837552643876,20,1220,8.49925,264.9,3794.8577,3.8815064,0.05636684,-365.48788,-331.93842,138202,-39.894318,,-113.5968,10.0
1.0113658,9.947967,82.11713,0.7861713,7.93457e-05,331.7347819805145,0.6392972,1.1689451,0.64088744,12.439441,62,116.19436,[-0.137  0.85  -2.29  -2.452 -0.764],3125.346331195447,20,1240,5.226845,313.35,12417.699,4.5166445,0.044567384,-351.773,-320.55475,144469,-36.58955,,-431.55328,9.999999
1.5517986,9.94723,84.697266,0.7586075,2.1362304e-05,344.6052191257477,0.63341886,2.5923233,0.5673058,29.74635,63,178.60948,[-0.102  0.849 -2.314 -2.468 -0.78 ],3346.1469090874198,20,1260,10.912599,335.5,11891.851,4.97813,0.007607094,-354.27054,-327.604,151179,-41.50255,,-678.8353,9.999999
0.9010112,9.9355545,64.29022,0.7406788,2.1362304e-05,356.4527516365051,0.62386006,0.94973797,0.59782314,6.2448087,64,52.192905,[-0.135  0.832 -2.346 -2.469 -0.786],3022.727046478696,20,1280,4.446501,303.25,107.14321,4.658604,0.03894597,-333.4937,-293.66293,157244,-10.46377,,-104.84808,10.0
0.7677484,9.951344,145.69403,1.0742754,-3.0517578e-05,369.33112359046936,0.61005056,0.54491806,0.5239741,1.5360811,65,296.8857,[-0.104  0.831 -2.355 -2.472 -0.795],3350.8266901164243,20,1300,1.3519827,335.9,87479.85,4.8471217,0.28971833,-415.43286,-399.76978,163962,-124.07381,,-847.6417,10.0
1.3434002,9.956173,35.81848,0.9663533,-9.155274e-06,383.77467346191406,0.6098186,1.865349,0.758654,27.758911,66,52.162678,[-0.092  0.814 -2.423 -2.462 -0.809],3753.753326041004,20,1320,6.357758,376.2,154.29355,11.091171,0.06092233,-305.80243,-287.62936,171486,-8.871036,,-179.06714,10.0
1.0258995,9.97756,39.080627,1.0031469,1.2207031e-05,400.1204605102539,0.5955798,0.45341,0.40664747,2.1998277,67,128.0401,[-0.065  0.813 -2.427 -2.464 -0.809],4260.210048829719,20,1340,1.478853,426.5,8948.905,3.2219975,0.30304593,-310.10577,-301.51904,180016,-25.013647,,-553.3977,10.0
0.9792652,9.974675,18.776672,0.96469617,-3.967285e-05,416.0680019855499,0.595602,0.46418524,0.3247792,3.021525,68,33.38351,[-0.055  0.795 -2.457 -2.465 -0.823],4260.59459764013,20,1360,1.6692555,426.6,694.8396,2.1490855,0.122442424,-289.75104,-283.44653,188548,-9.746379,,-98.30127,9.999999
1.0005933,9.9853115,50.586304,1.077546,-2.1362304e-05,433.45947098731995,0.59063756,0.2929744,0.3404582,1.3584393,69,211.79243,[-0.039  0.793 -2.479 -2.461 -0.823],4614.104334521769,20,1380,1.1797264,461.75,34961.03,2.5951543,0.29041114,-322.01883,-316.50876,197783,-42.412785,,-922.8789,10.0
0.9986366,9.992365,0.6480713,0.9912955,3.0517579e-06,451.9482538700104,0.5908642,0.10979551,0.088383995,1.1099459,70,1.8277649,[-0.033  0.797 -2.524 -2.485 -0.828],4939.606051707739,20,1400,1.0371654,494.15,1.4314792,1.2011322,0.5882172,-272.43854,-272.32285,207666,-0.17338768,,-7.338745,10.0
1.3679384,9.989194,86.39319,0.89144784,-1.2207031e-05,468.35275387763977,0.58128166,1.1674211,0.76264054,17.649485,71,260.31616,[-0.028  0.797 -2.524 -2.486 -0.828],4471.578435924758,20,1420,3.0115626,447.4,41937.152,10.856052,0.17587788,-358.03094,-341.18243,216614,-61.84086,,-896.9426,9.999999
0.9827278,9.977634,3.7998047,0.95885,-9.460449e-05,485.6592049598694,0.5814981,0.27158648,0.19337282,1.5684927,72,5.5189567,[-0.051  0.797 -2.589 -2.502 -0.838],4666.270465610723,20,1440,1.2098144,467.15,16.687647,1.8049734,0.33701563,-274.8419,-274.25354,225957,-1.7524073,,-14.661865,10.0
1.08167,9.985359,47.76837,0.942558,6.1035156e-05,502.1874268054962,0.56573474,0.40578476,0.33457655,1.8162172,73,170.38982,[-0.042  0.796 -2.59  -2.504 -0.837],4464.223846030482,20,1460,1.5145333,446.75,12459.567,2.0730498,0.18403864,-319.18628,-305.9836,234892,-29.611485,,-731.4315,10.0
0.9921619,9.992195,0.536499,0.99361444,8.239746e-05,520.8069849014282,0.5653644,0.091867335,0.020867491,1.0046227,74,1.3687618,[-0.031  0.782 -2.642 -2.496 -0.853],4955.559486708438,20,1480,1.0018679,495.75,1.7471052,1.0581694,0.9146407,-272.28784,-272.27594,244807,-0.20372303,,-5.7402344,10.0
1.000166,9.989994,1.7680664,0.983115,-6.408691e-05,538.4926898479462,0.5647541,0.16717255,0.14932369,1.2503839,75,5.1538825,[-0.032  0.781 -2.642 -2.496 -0.854],4868.057403185416,20,1500,1.0920407,487.05,5.7819605,1.3273146,0.38155064,-273.43,-272.87784,254548,-0.54213625,,-21.323364,10.0
1.0,0.016904831,0.107055664,1.0,-2.1362304e-05,556.7693068981171,0.5647541,,,1.0,76,0.067221165,[-0.026  0.782 -2.642 -2.497 -0.854],4999.190487612461,20,1520,1.0,500.0,0.004757516,1.0,1.0,-272.09134,-272.09134,264548,-0.029447837,1.0,-0.12774658,10.0
0.9989,9.994455,0.16052246,1.0,2.746582e-05,574.7320306301117,0.5647541,0.033147786,,1.0,77,0.17585765,[-0.026  0.782 -2.642 -2.497 -0.854],4993.108741240465,20,1540,1.0,499.45,0.03255252,1.0,1.0,-272.02817,-272.02817,274537,0.033721488,,-0.69714355,10.0
1.0,0.012293816,0.11645508,1.0,-7.93457e-05,592.694167137146,0.5647541,,,1.0,78,0.07811069,[-0.026  0.782 -2.642 -2.497 -0.854],4999.143784907748,20,1560,1.0,500.0,0.00642467,1.0,1.0,-272.097,-272.097,284537,-0.035098027,1.0,-0.16992188,10.0
1.1450342,9.992,87.1803,0.85044277,-0.00011291504,608.8736536502838,0.56166744,0.53107864,0.33469212,6.2121115,79,264.06845,[-0.026  0.782 -2.642 -2.497 -0.854],4513.189685697967,20,1580,1.6899364,451.5,54422.91,2.6567698,0.15100557,-358.9328,-345.96118,293567,-69.251854,,-906.16125,9.999999
1.0602612,9.982124,4.8129883,0.95194775,4.5776367e-05,626.6472644805908,0.56074786,0.29605323,0.256798,2.153823,80,15.122592,[-0.043  0.81  -2.706 -2.518 -0.857],4753.74024089987,20,1600,1.4561903,475.8,23.69513,2.2770298,0.24574204,-276.06305,-274.05746,303083,-1.0420878,,-64.21576,10.0
0.9998273,9.9924755,1.3416138,0.9933649,1.8310548e-05,644.7899570465088,0.56081223,0.1486905,0.1584657,1.2989951,81,3.9410002,[-0.032  0.81  -2.711 -2.515 -0.858],4896.1515261475015,20,1620,1.0703982,489.8,3.627227,1.4997709,0.41946405,-273.1339,-272.71304,312879,-0.42786255,,-15.226135,10.0
0.95411056,9.987648,50.64038,0.97099257,-3.0517579e-06,660.8033399581909,0.5618886,0.27357092,0.16130425,1.2208536,82,214.00885,[-0.025  0.81  -2.711 -2.515 -0.858],4623.13603713405,20,1640,1.0879225,462.6,47363.973,1.4652139,0.40395194,-322.16583,-321.51697,322131,-49.0662,,-932.73035,10.0
