MeanEntropy,MeanIW,ReturnMeanIW,MaxIW,EpLenMean,InitialReturnMax,EpThisIter,InitialReturnMean,EpRewMean,EpisodesSoFar,Weights,EmpiricalD2,ESSClassic,StdIW,InitialReturnStd,InitialReturnMin,ESSRenyi,MeanIWNorm,InitialBound,TimestepsSoFar,Iteration,ReturnStepMaxmin,Bound,ReturnStepMax,J_sample_variance,StdIWNorm,MinIW,MinIWNorm,TimeElapsed,MaxIWNorm
0.91053283,0.98607266,85.88034,3.3136854,65.2,430.40097,20,2.2888184e-05,641.662513051351,220,[ 0.068  0.394 -1.368 -2.704 -0.472],1.4739697,13.701794,0.668542,207.7287,-362.07806,13.5688,0.04930363,-117.87014,9577,11,9.682913,-57.222473,9.999987,132660.2,0.0334271,0.29241163,0.014620582,38.920015811920166,0.16568427
0.9709344,2.0137763,292.69803,25.068869,76.35,449.4604,20,2.5939942e-05,753.1469624786909,240,[ 0.03   0.422 -1.399 -2.757 -0.508],4.427909,2.516007,5.308547,239.33195,-446.0475,4.5168047,0.100688815,-123.08977,11104,12,9.728804,33.68512,9.999998,2323710.0,0.26542738,0.12622054,0.006311027,42.649452209472656,1.2534435
0.8790935,9.190864,1834.1462,172.41843,118.75,295.48993,20,-9.155274e-06,1177.0500675282367,260,[-0.018  0.447 -1.418 -2.729 -0.448],70.10924,1.1359493,37.453667,237.55707,-432.80014,0.2852691,0.45954317,-118.527214,13479,13,9.824004,841.703,9.999999,65138056.0,1.8726832,0.0011127875,5.5639375e-05,47.76207423210144,8.620921
0.8671884,1.1991057,60.864475,5.0039487,158.1,297.7339,20,-2.1362304e-05,1570.3834871970073,280,[-0.079  0.453 -1.45  -2.781 -0.54 ],1.4479649,11.062045,1.0778514,298.2276,-633.24023,13.8124895,0.05995528,-173.42001,16641,14,9.865697,-147.81424,9.999999,156359.94,0.05389257,0.34179807,0.017089903,54.39111113548279,0.25019744
0.86528116,1.2749459,90.879906,4.6736712,146.35,245.15002,20,-1.2207031e-05,1452.92733274209,300,[-0.077  0.481 -1.467 -2.762 -0.552],1.5581479,11.978977,1.04327,195.17319,-379.12808,12.835752,0.063747294,-103.82852,19568,15,9.85552,-38.724846,9.999996,139308.05,0.052163504,0.2671733,0.013358665,60.44577884674072,0.23368357
0.81182885,2.1089692,315.90057,16.74992,176.4,262.0515,20,-3.0517579e-06,1753.2905261382998,320,[-0.078  0.529 -1.5   -2.804 -0.554],3.429216,5.061919,3.6229312,250.11874,-610.90015,5.8322372,0.10544847,-167.3019,23096,16,9.878579,6.0885315,9.999999,1031597.5,0.18114656,0.15787566,0.007893783,67.60848951339722,0.837496
0.8013188,1.8055372,305.20538,20.712543,154.8,320.09106,20,-2.1362304e-05,1537.9669944856655,340,[-0.078  0.51  -1.528 -2.748 -0.607],3.2188637,2.9052713,4.379698,247.83473,-624.1662,6.2133727,0.09027686,-170.935,26192,17,9.870375,-1.47229,10.0,2266086.0,0.21898492,0.043124914,0.0021562458,74.2403678894043,1.0356272
0.8308734,3.0018475,320.9175,38.66811,179.8,203.93109,20,-3.6621095e-05,1787.3352896037886,360,[-0.056  0.546 -1.621 -2.706 -0.618],4.765414,2.2555313,8.419682,225.12277,-735.00635,4.196907,0.1500924,-201.28981,29788,18,9.881374,-118.49463,10.0,1767300.9,0.42098412,0.05272262,0.0026361311,81.43998408317566,1.9334055
0.8144532,1.0265604,40.92285,1.7714665,170.7,292.84058,20,3.0517579e-06,1696.9624866826466,380,[-0.066  0.506 -1.644 -2.743 -0.588],1.1344824,17.567022,0.38203618,270.34958,-700.37915,17.629185,0.051328022,-191.80673,33202,19,9.882399,-163.3745,10.0,77052.74,0.01910181,0.4846365,0.024231825,87.9216320514679,0.08857333
0.8147001,0.9685551,21.698877,1.5031705,178.35,180.32501,20,-2.4414063e-05,1772.9451767251107,400,[-0.072  0.519 -1.668 -2.757 -0.604],1.0726098,18.512972,0.27450216,147.34647,-407.42633,18.64611,0.048427753,-111.57833,36769,20,9.881643,-93.859276,9.999998,15828.311,0.01372511,0.500185,0.02500925,93.62421369552612,0.07515853
0.81031805,1.1480571,25.517902,2.2614334,168.35,269.76685,20,-4.5776367e-05,1672.9889385174447,420,[-0.078  0.533 -1.703 -2.789 -0.604],1.0626944,18.504993,0.3263177,247.72272,-682.35547,18.820086,0.057402857,-186.87079,40136,21,9.875136,-167.12169,9.999999,73105.625,0.016315887,0.7328653,0.036643263,100.61682343482971,0.11307167
0.8188936,1.0823753,24.07547,2.0854132,163.6,261.3255,20,9.155274e-06,1625.4171185122505,440,[-0.077  0.514 -1.726 -2.761 -0.609],1.0934234,17.884335,0.3722758,207.68727,-676.15857,18.291176,0.054118764,-185.17365,43408,22,9.870629,-169.55486,9.999997,60173.027,0.01861379,0.48229304,0.024114652,106.38177990913391,0.10427066
0.78997886,1.2171285,102.788895,5.8855867,159.9,341.20874,20,2.1362304e-05,1588.4546784763272,460,[-0.07   0.52  -1.737 -2.777 -0.6  ],1.6974306,9.922527,1.2265947,278.05844,-651.14124,11.782514,0.060856424,-178.32236,46606,23,9.868105,-129.53926,9.999998,292730.06,0.061329737,0.20173116,0.010086558,111.71020936965942,0.29427934
0.72581375,38.89608,8374.941,749.23334,230.35,221.27625,20,3.0517579e-06,2294.1179560599585,480,[-0.052  0.492 -1.76  -2.773 -0.629],392.6906,1.0775641,162.99446,227.52394,-461.64264,0.05093068,1.9448038,-126.42604,51213,24,9.918548,5869.6294,9.999999,1372762500.0,8.149722,0.00013647485,6.8237423e-06,119.52854108810425,37.461666
0.6986685,1.6441864,136.61966,6.2237744,224.2,211.30133,20,1.8310548e-05,2232.636842613615,500,[-0.015  0.515 -1.889 -2.684 -0.693],2.032917,10.645338,1.5412937,204.89546,-464.8216,9.838079,0.08220932,-127.29662,55697,25,9.916477,-44.880386,10.0,164345.47,0.07706469,0.1321206,0.00660603,129.40311431884766,0.31118873
0.6796264,1.1082433,44.85431,2.6279962,267.35,170.04645,20,,2664.1280293097134,520,[-0.03   0.535 -1.91  -2.668 -0.72 ],1.2375559,15.625597,0.5863759,212.22449,-548.411,16.160887,0.055412173,-150.18855,61044,26,9.929897,-122.22366,10.0,54849.016,0.029318793,0.47839785,0.023919893,138.78687858581543,0.13139981
0.6675451,1.0589669,29.66372,1.7905599,288.4,204.3313,20,6.408691e-05,2874.488936959211,540,[-0.032  0.527 -1.923 -2.655 -0.739],1.1098816,18.124413,0.3406584,321.34106,-788.91376,18.01994,0.052948344,-216.05287,66812,27,9.934045,-197.95004,9.999999,110630.52,0.01703292,0.62183875,0.031091938,148.34785509109497,0.089527994
0.65128696,1.3488141,69.700745,3.0791168,333.5,136.20874,20,-2.1362304e-05,3327.5509143945374,560,[-0.031  0.522 -1.935 -2.658 -0.751],1.2857981,15.612046,0.7150776,224.61592,-779.97534,15.554542,0.06744071,-213.60507,73482,28,9.955332,-172.51251,10.0,55602.06,0.035753883,0.38408387,0.019204194,158.70425701141357,0.15395585
0.6770008,2.0789092,133.43912,13.489593,337.45,98.26874,20,4.8828126e-05,3367.439580282433,580,[-0.026  0.518 -1.958 -2.67  -0.768],2.9745429,5.8734727,3.2240798,132.94975,-347.15448,6.7237225,0.10394546,-95.07213,80231,29,9.958158,-30.530548,9.999999,130750.195,0.16120401,0.09094403,0.0045472016,169.26705861091614,0.67447966
0.68682975,1.1719643,45.714462,2.4222844,329.6,146.682,20,-4.272461e-05,3288.959449492994,600,[-0.016  0.538 -1.989 -2.656 -0.742],1.2052686,17.518282,0.4411076,247.99443,-594.0495,16.593811,0.058598213,-162.68721,86823,30,9.957285,-132.89119,10.0,60647.797,0.02205538,0.54067516,0.02703376,181.68907070159912,0.12111422
0.6804242,1.2454993,30.61745,3.684032,308.2,135.31555,20,3.0517579e-06,3073.990804545662,620,[-0.02   0.529 -2.007 -2.666 -0.732],1.1804416,14.004673,0.81491697,193.98717,-554.5868,16.942812,0.062274963,-151.87984,92987,31,9.948031,-134.39717,9.999999,67002.68,0.04074585,0.48199028,0.024099514,191.58649349212646,0.1842016
0.6975853,1.4313495,91.23711,7.297429,268.35,194.66742,20,1.8310548e-05,2674.0469117104776,640,[-0.012  0.51  -2.041 -2.643 -0.739],1.3993458,9.53466,1.4995806,265.8569,-740.233,14.292394,0.071567476,-202.72115,98354,32,9.929548,-148.56975,10.0,174419.22,0.07497904,0.50185084,0.025092542,201.13163256645203,0.36487147
0.6912186,1.0113847,15.918114,1.8367428,317.85,107.4588,20,5.493164e-05,3170.101667878305,660,[-0.019  0.527 -2.055 -2.678 -0.721],1.0685703,18.150265,0.32287148,176.08278,-625.679,18.716599,0.050569244,-171.3492,104711,33,9.947165,-161.20847,10.0,22686.783,0.016143573,0.5580989,0.027904946,212.0059745311737,0.09183714
0.6903677,1.170057,42.66553,3.1455708,296.75,159.53564,20,5.645752e-05,2959.437356010583,680,[-0.023  0.52  -2.064 -2.665 -0.728],1.298207,15.838642,0.5997433,184.48035,-427.06375,15.405863,0.058502853,-116.95618,110646,34,9.945669,-90.593094,10.0,46108.223,0.029987166,0.20917077,0.010458539,221.13565802574158,0.15727854
0.698058,1.1163929,23.553396,1.7075803,282.1,207.41321,20,-1.2207031e-05,2812.1540580684896,700,[-0.031  0.534 -2.078 -2.652 -0.729],1.0665264,18.923746,0.26623836,302.7337,-746.5464,18.752466,0.05581965,-204.45016,116288,35,9.93729,-187.58792,10.0,111613.27,0.013311919,0.7094918,0.03547459,229.81720232963562,0.08537902
0.6903858,1.0509653,22.90861,2.6315186,289.45,152.6377,20,-1.2207031e-05,2886.170146320038,720,[-0.033  0.528 -2.105 -2.636 -0.721],1.092487,16.495844,0.48438758,197.43321,-483.56323,18.306854,0.052548267,-132.42926,122077,36,9.942449,-115.509224,9.999999,37998.836,0.024219379,0.53783256,0.026891628,238.662832736969,0.13157593
0.69628936,1.1545373,40.624176,3.6035938,281.25,170.43463,20,3.6621095e-05,2802.2145112722574,740,[-0.033  0.529 -2.129 -2.656 -0.729],1.2169483,13.313302,0.81822187,270.63345,-793.1324,16.434553,0.057726867,-217.20822,127702,37,9.9268675,-198.98991,9.999999,95903.67,0.040911093,0.49166465,0.024583234,249.215350151062,0.1801797
0.7014149,1.0674641,9.556474,1.7135097,332.4,88.71533,20,1.5258789e-05,3316.119072750366,760,[-0.039  0.514 -2.14  -2.659 -0.723],1.0478158,18.859667,0.26248363,141.44884,-534.7444,19.087324,0.0533732,-146.44577,134350,38,9.952595,-140.34966,10.0,24250.602,0.013124181,0.7246175,0.036230873,260.7565915584564,0.085675485
0.7070887,1.0782003,12.317674,2.037984,320.5,93.70648,20,3.0517578e-05,3195.558939640582,780,[-0.034  0.51  -2.15  -2.653 -0.718],1.0608442,18.491817,0.3079192,161.74965,-589.25867,18.852911,0.053910017,-161.3751,140760,39,9.94109,-153.89433,10.0,27706.977,0.015395961,0.6525366,0.03262683,270.29768991470337,0.1018992
0.70642084,0.9224757,51.182495,2.2800221,224.25,246.49902,20,9.155274e-06,2233.8137737864467,800,[-0.038  0.516 -2.164 -2.65  -0.712],1.34707,14.199093,0.5896206,240.01329,-471.93555,14.847038,0.046123784,-129.24486,145245,40,9.922529,-98.823425,10.0,48979.523,0.029481031,0.2839135,0.014195675,277.6410093307495,0.11400111
0.7049597,1.0026643,19.935799,1.7906921,270.0,180.42377,20,-1.2207031e-05,2691.27939974206,820,[-0.054  0.504 -2.183 -2.654 -0.713],1.0997131,18.305273,0.30508268,221.76823,-516.629,18.186562,0.050133217,-141.48471,150645,41,9.935408,-128.43524,10.0,54393.98,0.015254134,0.47400784,0.023700392,287.7699065208435,0.0895346
0.72489834,2.477832,155.373,28.426437,296.3,113.8053,20,3.0517578e-05,2954.263528621058,840,[-0.054  0.523 -2.194 -2.666 -0.714],3.3079515,2.8630726,6.0620866,162.91731,-576.1032,6.046038,0.123891614,-157.77234,156571,42,9.94104,-131.57982,10.0,496087.78,0.30310434,0.074089244,0.0037044622,297.2324843406677,1.4213219
0.7199749,1.4406577,105.32068,9.955724,249.0,142.98853,20,3.6621095e-05,2479.8221554468346,860,[-0.08   0.543 -2.206 -2.662 -0.694],1.940807,6.3573627,2.1104324,159.97401,-526.255,10.304992,0.07203289,-144.12083,161551,43,9.918255,-95.458206,10.0,115110.44,0.10552163,0.15112449,0.0075562247,306.5343384742737,0.4977862
0.71739304,1.0961103,17.94207,2.1787114,218.85,219.60553,20,2.1362304e-05,2178.830848349359,880,[-0.074  0.587 -2.218 -2.683 -0.699],1.080658,18.206787,0.3439959,252.83105,-763.60785,18.507244,0.054805525,-209.12262,165928,44,9.91164,-199.45071,10.0,84852.48,0.017199796,0.5418704,0.02709352,314.27512860298157,0.10893557
0.7107368,1.0266174,21.421787,2.450039,233.9,183.2846,20,-1.5258789e-05,2329.337730282646,900,[-0.066  0.585 -2.223 -2.669 -0.702],1.1153524,17.22078,0.4124239,202.85939,-479.21735,17.931553,0.051330872,-131.23909,170606,45,9.917392,-117.18013,9.999999,41798.098,0.020621195,0.55960137,0.027980069,321.73732471466064,0.12250195
0.71001846,0.8990102,27.536943,2.7032833,317.2,77.07245,20,2.746582e-05,3162.8017904358117,920,[-0.065  0.588 -2.242 -2.642 -0.708],1.4225512,12.742307,0.67848444,85.331116,-176.44525,14.059248,0.044950508,-48.3215,176950,46,9.942018,-30.096498,9.999999,5958.5405,0.033924226,0.20541996,0.010270998,331.60686802864075,0.13516417
0.7103893,1.0200064,1.5666542,1.1990644,326.75,97.50806,20,-3.3569337e-05,3258.62827960031,940,[-0.05   0.59  -2.241 -2.636 -0.709],1.0063982,19.884254,0.07782302,210.25003,-875.941,19.87285,0.051000316,-239.88635,183485,47,9.945704,-239.08586,9.999999,47575.344,0.003891151,0.8942549,0.04471275,342.4979386329651,0.05995322
0.70592844,1.0428861,7.635126,1.4302049,346.95,86.017456,20,-4.272461e-05,3460.526481033975,960,[-0.049  0.589 -2.242 -2.639 -0.709],1.027541,19.449371,0.17547427,204.80629,-867.96344,19.463943,0.052144308,-237.70163,190424,48,9.948278,-233.31749,10.0,42266.65,0.008773714,0.76736224,0.038368113,354.30375814437866,0.07151025
0.69793695,0.98660356,9.265612,1.5484145,311.75,94.21991,20,-2.4414063e-05,3107.722521072493,980,[-0.046  0.591 -2.248 -2.644 -0.713],1.051563,18.893377,0.2387743,163.73853,-588.6858,19.019306,0.04933018,-161.21828,196659,49,9.937283,-156.05684,10.0,24000.527,0.011938716,0.60908073,0.030454038,363.9070498943329,0.07742073
0.70570266,1.1450493,26.059372,3.5021222,325.2,138.78918,20,-5.493164e-05,3244.1550944797473,1000,[-0.045  0.588 -2.254 -2.633 -0.721],1.1216002,15.386605,0.6269936,242.341,-834.6066,17.831667,0.057252467,-228.56651,203163,50,9.951764,-216.00534,9.999999,76211.42,0.031349678,0.5015303,0.025076514,374.15072655677795,0.17510611
0.7058719,1.0245771,10.780033,1.2963653,375.25,72.704895,20,-3.967285e-05,3745.518277507798,1020,[-0.044  0.594 -2.27  -2.619 -0.713],1.0471492,19.544764,0.15636806,158.26836,-576.5314,19.099476,0.05122886,-157.88965,210668,51,9.962805,-150.78891,10.0,21436.035,0.007818404,0.77842116,0.03892106,385.67764616012573,0.06481826
0.7088764,1.1362597,19.592827,2.5303144,367.0,88.189575,20,3.0517578e-05,3663.5320078463565,1040,[-0.042  0.605 -2.278 -2.626 -0.713],1.1116247,17.702343,0.40935943,151.86156,-380.6576,17.991684,0.05681299,-104.247345,218008,52,9.964767,-90.31894,10.0,21521.82,0.020467974,0.5573031,0.027865155,397.18941855430603,0.12651573
0.70666516,0.9797945,9.721057,2.2753167,330.5,68.00983,20,5.1879884e-05,3296.063847430043,1060,[-0.045  0.618 -2.304 -2.622 -0.71 ],1.104286,17.384956,0.38000366,85.23572,-259.83807,18.111252,0.048989724,-71.15954,224618,53,9.945935,-65.057,9.999999,6225.053,0.019000182,0.46041253,0.023020627,408.34958362579346,0.113765836
0.70536894,1.005729,2.7641296,1.1418948,362.7,84.75873,20,3.0517578e-05,3618.3212359567856,1080,[-0.038  0.621 -2.312 -2.633 -0.712],1.0067867,19.890448,0.07463947,213.5248,-898.5206,19.865181,0.05028645,-246.06999,231872,54,9.952153,-244.13947,9.999999,44861.93,0.0037319735,0.8556198,0.04278099,419.61672282218933,0.05709474
0.705509,1.0298182,5.574684,1.3029826,383.35,91.60162,20,9.155274e-06,3826.83233267256,1100,[-0.038  0.617 -2.306 -2.627 -0.714],1.01441,19.749414,0.11600144,202.32957,-619.709,19.715893,0.051490903,-169.71428,239539,55,9.965231,-165.35803,10.0,40989.117,0.005800072,0.7414669,0.037073344,430.74815487861633,0.06514913
0.7069536,0.93990695,7.3941855,1.2778022,356.25,49.60254,20,3.967285e-05,3554.651120877811,1120,[-0.038  0.624 -2.319 -2.635 -0.713],1.0639977,19.187063,0.19346814,76.36868,-288.64337,18.797031,0.04699535,-79.04821,246664,56,9.955946,-74.14429,10.0,3463.1802,0.009673407,0.668302,0.0334151,441.14031624794006,0.063890114
0.68811375,1.2258127,35.76467,6.6884956,338.0,79.00482,20,3.967285e-05,3372.530861666894,1140,[-0.032  0.623 -2.327 -2.632 -0.712],1.4545972,9.0403805,1.3496726,108.69976,-380.49603,13.749511,0.06129064,-104.203094,253424,57,9.955812,-89.91126,10.0,24528.898,0.067483634,0.22834487,0.011417244,453.0716760158539,0.3344248
0.6809036,1.0594825,20.825085,1.7191089,393.25,60.15399,20,7.324219e-05,3926.9325264095887,1160,[-0.027  0.628 -2.336 -2.613 -0.731],1.1282479,18.092974,0.34396753,120.062325,-408.85852,17.7266,0.052974124,-111.97044,261289,58,9.971697,-98.1089,10.0,8248.227,0.017198376,0.43130553,0.021565277,465.6400339603424,0.08595545
0.6734804,2.1002266,195.13614,10.640241,347.5,173.83673,20,-3.3569337e-05,3468.629948776766,1180,[-0.027  0.635 -2.35  -2.601 -0.738],2.3580031,6.695792,2.9604628,301.1087,-780.13983,8.481753,0.10501132,-213.65013,268239,59,9.963345,-132.94046,10.0,279278.78,0.14802314,0.31502727,0.015751364,478.0581433773041,0.53201205
0.6575469,1.0002496,15.000801,2.6346815,367.8,43.942505,20,-3.0517579e-06,3668.128274262289,1200,[-0.05   0.635 -2.367 -2.588 -0.745],1.3071597,13.957639,0.6581208,61.03312,-149.93616,15.30035,0.050012488,-41.061714,275595,60,9.946336,-31.945496,9.999999,2563.0037,0.03290604,0.33526096,0.016763048,488.0049033164978,0.13173407
0.6565096,1.0153575,9.634224,1.4034516,371.1,87.479004,20,-3.0517578e-05,3705.150374463922,1220,[-0.044  0.624 -2.372 -2.584 -0.761],1.028176,19.347971,0.18639515,213.49423,-895.8644,19.451923,0.050767876,-245.3426,283017,61,9.96849,-239.14072,9.999999,47640.72,0.009319757,0.7458339,0.037291694,500.4736580848694,0.07017258
0.657345,0.991508,4.609062,1.1872644,377.4,77.74567,20,3.6621095e-05,3767.218896182147,1240,[-0.04   0.622 -2.382 -2.583 -0.762],1.0092809,19.774351,0.105915934,171.72935,-598.3907,19.816088,0.0495754,-163.876,290565,62,9.964081,-160.0257,10.0,26654.006,0.0052957963,0.82835066,0.041417535,510.7462179660797,0.059363224
0.65415955,1.0235859,3.6760244,1.3263539,408.65,66.010925,20,1.5258789e-05,4081.580262944991,1260,[-0.041  0.628 -2.394 -2.587 -0.762],1.015063,19.579037,0.15008977,214.40446,-927.2879,19.703209,0.051179297,-253.94824,298738,63,9.975946,-252.17769,10.0,48305.445,0.0075044893,0.6724504,0.033622522,523.1491756439209,0.0663177
0.6488647,1.0362102,7.320385,1.4222455,425.8,43.8244,20,7.6293945e-05,4252.530661379069,1280,[-0.039  0.629 -2.396 -2.589 -0.765],1.0314667,19.285414,0.19946186,155.21004,-674.6601,19.389864,0.05181051,-184.76321,307254,64,9.974325,-180.32732,10.0,18727.686,0.009973093,0.7698977,0.038494885,534.6097576618195,0.071112275
0.64514256,1.0007429,5.6583304,1.9859669,436.95,20.715088,20,-9.155274e-06,4364.450968653299,1300,[-0.038  0.626 -2.402 -2.581 -0.77 ],1.0915163,17.585346,0.3708295,42.137356,-129.01471,18.323135,0.050037153,-35.33214,315993,65,9.97691,-31.255148,10.0,1182.5348,0.018541474,0.5742723,0.028713614,546.04820728302,0.09929835
0.64178103,0.9500295,5.080633,1.7348171,426.8,13.891663,20,-9.155274e-06,4261.074958137024,1320,[-0.039  0.625 -2.433 -2.597 -0.774],1.1984795,17.129238,0.3889256,20.981129,-68.23981,16.68781,0.047501475,-18.688251,324529,66,9.967567,-15.378334,10.0,183.66257,0.019446282,0.34390485,0.017195243,559.3976967334747,0.08674086
0.6399954,1.0229422,4.4957166,1.1584688,421.95,44.09088,20,-2.1362304e-05,4215.6075174517855,1340,[-0.03   0.618 -2.434 -2.596 -0.777],1.0102191,19.855404,0.08729587,110.52137,-429.72748,19.797686,0.051147103,-117.685745,332968,67,9.981571,-113.78979,10.0,10914.359,0.0043647937,0.88653564,0.044326782,571.3770184516907,0.057923444
0.6379199,1.0588187,2.2879717,1.7760181,463.2,8.724182,20,-2.746582e-05,4628.101017126004,1360,[-0.031  0.614 -2.452 -2.593 -0.779],1.0686692,18.586138,0.29203176,24.762987,-102.31116,18.714865,0.052940942,-28.019094,342232,68,9.983177,-26.677145,10.0,450.43884,0.014601588,0.50065595,0.025032798,585.2760527133942,0.08880091
0.63926363,1.0512152,3.784151,1.2453386,444.45,55.03186,20,2.1362304e-05,4441.519131714463,1380,[-0.029  0.599 -2.46  -2.588 -0.781],1.0086257,19.859583,0.08839373,205.09586,-889.33026,19.82896,0.052560758,-243.55312,351121,69,9.986604,-240.81714,9.999999,44042.37,0.0044196867,0.8522252,0.04261126,599.5527629852295,0.062266927
0.6388967,1.0169055,8.042849,1.358362,414.0,81.251465,20,3.3569337e-05,4135.695023055081,1400,[-0.027  0.602 -2.468 -2.591 -0.78 ],1.0189959,19.629622,0.1396847,222.02832,-882.4385,19.627165,0.050845277,-241.66571,359401,70,9.979223,-235.90741,10.0,48856.465,0.0069842353,0.8077809,0.040389046,610.0872263908386,0.0679181
0.6424743,1.1006606,20.57758,1.9132779,389.0,110.18341,20,1.2207031e-05,3884.6357911456666,1420,[-0.026  0.61  -2.478 -2.594 -0.78 ],1.0730569,18.317272,0.33360335,260.35352,-883.1346,18.63834,0.05503302,-241.85635,367181,71,9.972431,-229.95772,10.0,67064.87,0.016680168,0.64782816,0.03239141,621.5107107162476,0.0956639
0.64300054,1.0081658,2.9398918,1.1256706,420.5,88.08026,20,-6.1035156e-05,4200.063868609927,1440,[-0.029  0.599 -2.481 -2.589 -0.776],1.0060279,19.936197,0.057032716,251.23846,-885.3948,19.880163,0.050408296,-242.47542,375591,72,9.97654,-240.26517,10.0,63991.16,0.0028516361,0.9384572,0.04692286,632.9004466533661,0.05628353
0.6423532,1.01846,7.8471746,1.5325917,421.65,50.98883,20,-1.2207031e-05,4211.585544301281,1460,[-0.03   0.603 -2.486 -2.592 -0.776],1.0559275,19.075232,0.22424586,121.10448,-422.85663,18.940695,0.050923,-115.80408,384024,73,9.976711,-111.151146,10.0,12276.209,0.011212293,0.68112767,0.034056384,644.7198190689087,0.07662959
0.64274544,0.99984896,3.6920185,1.1361926,428.1,43.92749,20,-2.4414063e-05,4276.076360823439,1480,[-0.028  0.607 -2.494 -2.581 -0.777],1.0122812,19.855133,0.08540524,150.74515,-653.13715,19.757357,0.049992442,-178.86902,392586,74,9.977015,-176.27197,10.0,19148.611,0.004270262,0.79238737,0.039619368,656.3215911388397,0.05680963
