InitialReturnMin,ReturnStepMaxmin,InitialBound,MinIWNorm,Iteration,ESSClassic,TimestepsSoFar,InitialReturnMax,TimeElapsed,MeanIW,J_sample_variance,Weights,ESSRenyi,EpRewMean,MaxIW,EpThisIter,MinIW,MeanIWNorm,InitialReturnStd,Bound,MeanEntropy,ReturnMeanIW,ReturnStepMax,EpLenMean,EpisodesSoFar,InitialReturnMean,StdIW,MaxIWNorm,StdIWNorm,EmpiricalD2
-516.22363,9.769318,-63.22425,0.0003456512,11,75.99357,41179,427.86847,117.11962556838989,1.0522696,86373.625,[-0.111  0.302 -1.418 -1.916 -0.609],73.152596,884.2807974042116,3.494997,100,0.03456512,0.010522696,223.61894,-31.515755,0.8178832,42.40538,10.0,89.46,1100,-2.3193359e-05,0.59142864,0.03494997,0.005914286,1.3670055
-575.1679,9.795637,-70.44344,0.00139604,12,61.003536,51296,368.7143,138.66880059242249,0.98769265,97696.69,[-0.132  0.351 -1.472 -1.939 -0.601],62.637306,1001.3614281585244,4.367964,100,0.139604,0.009876926,210.49869,-23.153069,0.7921539,65.85385,10.0,101.17,1200,-4.91333e-05,0.7896905,0.043679636,0.007896904,1.5964926
-636.18207,9.82505,-77.91602,0.0022653341,13,75.83741,63175,348.97095,163.46894717216492,1.0417368,53494.99,[-0.136  0.401 -1.532 -2.01  -0.627],74.63299,1177.5076140062504,3.408429,100,0.22653341,0.010417367,205.66261,-55.73359,0.78060734,34.457092,10.0,118.79,1300,5.3710937e-05,0.5880147,0.034084287,0.005880147,1.3398901
-653.2954,9.844725,-80.01202,0.00041084026,14,10.765191,76598,326.66553,191.09485602378845,1.542657,2204439.0,[-0.134  0.438 -1.602 -2.071 -0.638],26.701527,1331.8771525086186,43.8566,100,0.04108403,0.015426571,216.64421,29.523804,0.74092835,184.36525,10.0,134.23,1400,7.3242186e-06,4.4414587,0.438566,0.044414584,3.7451043
-652.58813,9.842865,-79.92545,0.0012707484,15,76.29386,89830,285.95532,218.41946959495544,1.0558095,62563.535,[-0.104  0.404 -1.639 -2.12  -0.678],79.08502,1312.8025461550778,5.0642858,100,0.12707485,0.010558095,214.70134,-60.477837,0.7431742,29.396912,10.0,132.32,1500,-5.065918e-05,0.58853346,0.050642855,0.005885334,1.264462
-695.65717,9.852358,-85.20023,0.0017225755,16,47.57181,103944,266.99103,246.15352177619934,1.0300956,102980.9,[-0.118  0.446 -1.666 -2.144 -0.676],66.51771,1400.978779477918,9.2484,100,0.17225756,0.010300955,191.4461,-62.61166,0.75196624,41.85368,10.0,141.14,1600,2.4414063e-05,1.081397,0.092484,0.01081397,1.5033591
-733.7083,9.871859,-89.86055,0.0003667254,17,25.320726,120399,242.37958,278.9987208843231,1.035772,195155.52,[-0.113  0.477 -1.702 -2.133 -0.667],48.21248,1634.9556814733296,16.358944,100,0.03667254,0.010357721,182.76785,-56.585915,0.71115124,72.8305,10.0,164.55,1700,2.4414062e-06,1.7787958,0.16358943,0.017787958,2.0741518
-721.1664,9.882219,-88.3245,7.6920056e-05,18,3.5145133,137863,272.18152,313.89076566696167,2.8557105,10895425.0,[-0.097  0.475 -1.721 -2.14  -0.708],6.891204,1736.1130634072238,136.7102,100,0.0076920055,0.02855711,258.97916,113.40613,0.67700976,449.8662,10.0,174.64,1800,-1.15966795e-05,14.96279,1.367102,0.14962791,14.511252
-536.95935,9.912054,-65.763824,0.0012730723,19,46.68723,161005,188.8457,358.78452134132385,1.0996763,87531.28,[-0.056  0.405 -1.77  -2.156 -0.742],63.76267,2304.01970700628,9.264149,100,0.12730724,0.010996764,199.27214,-45.1405,0.67058927,37.21712,10.0,231.42,1900,,1.1751176,0.09264149,0.011751177,1.5683157
-780.1505,9.915842,-95.54854,0.0032472918,20,83.27073,184277,203.1275,402.80117535591125,1.0217061,64456.758,[-0.043  0.379 -1.797 -2.167 -0.748],86.28552,2317.403943019657,3.0938087,100,0.32472917,0.010217059,232.02324,-80.38861,0.6671833,22.473408,10.0,232.72,2000,1.8310546e-06,0.45795047,0.030938085,0.004579505,1.1589429
-780.9348,9.922686,-95.64453,1.1069543e-07,21,1.0386599,209214,212.34937,449.02296447753906,26.73832,3100085200.0,[-0.033  0.383 -1.826 -2.176 -0.752],0.118897,2484.055569077441,2623.5708,100,1.1069544e-05,0.26738322,268.45993,2764.0078,0.5774584,5537.8066,10.0,249.37,2100,6.225586e-05,260.99384,26.235708,2.6099384,841.06415
-595.4225,9.956266,-72.92411,0.005223794,22,91.5001,243125,108.74469,512.5082893371582,0.99114823,26203.227,[-0.005  0.388 -1.848 -2.136 -0.841],91.319176,3383.65826706807,1.866116,100,0.5223794,0.009911482,177.22139,-63.47451,0.56855077,12.836966,10.0,339.11,2200,-4.1503907e-05,0.30208892,0.01866116,0.0030208894,1.0950602
-882.2671,9.961025,-108.05513,0.005674111,23,95.818,277782,111.06293,576.1250789165497,0.99365026,39903.707,[-0.008  0.39  -1.87  -2.144 -0.85 ],96.28407,3458.9191633608866,2.0031087,100,0.5674111,0.009936502,206.40088,-102.43389,0.5615412,7.6866827,10.0,346.57,2300,8.911133e-05,0.20758797,0.020031087,0.0020758798,1.0385934
-582.99756,9.959669,-71.40227,0.005735457,24,94.73593,312836,99.95416,639.5974538326263,1.0147148,28295.035,[-0.007  0.39  -1.884 -2.146 -0.857],95.00064,3498.2978185761317,1.9163091,100,0.5735457,0.010147147,178.07455,-62.303635,0.556383,10.953362,10.0,350.54,2400,6.286621e-05,0.23919228,0.01916309,0.002391923,1.0526245
-627.5627,9.967306,-76.86036,0.0045004315,25,93.78983,351336,62.429626,709.1738967895508,0.99218893,13244.861,[-0.007  0.388 -1.914 -2.131 -0.863],94.02493,3843.664691515926,1.9722129,100,0.45004314,0.00992189,127.461655,-71.650444,0.55249476,7.6145167,10.0,385.0,2500,6.469726e-05,0.25530988,0.019722128,0.0025530986,1.0635477
-894.4295,9.962812,-109.5448,0.0054901033,26,95.07542,388277,88.91199,773.8361744880676,0.98469335,28612.89,[-0.006  0.396 -1.93  -2.133 -0.866],96.13226,3687.1918186664157,1.5691878,100,0.54901034,0.009846933,180.38217,-104.827415,0.54547894,6.89934,10.0,369.41,2600,-1.2207031e-06,0.22410484,0.015691876,0.0022410485,1.0402335
-893.0937,9.965744,-109.381256,0.0072976216,27,98.236916,425496,100.244385,838.4089906215668,0.98933166,43399.477,[-0.005  0.398 -1.945 -2.134 -0.873],97.62284,3715.488133288864,1.3974994,100,0.7297622,0.009893317,215.18713,-104.82278,0.5413299,5.88215,10.0,372.19,2700,-6.530762e-05,0.13253784,0.013974994,0.0013253783,1.0243504
-599.2228,9.96921,-73.38964,0.004720355,28,89.5499,463621,76.93945,904.7018060684204,1.0667247,23287.121,[-0.005  0.401 -1.962 -2.134 -0.878],90.25259,3806.588179850147,2.3335886,100,0.4720355,0.010667247,158.57857,-66.20313,0.53027815,11.047868,10.0,381.25,2800,-0.00013916015,0.36440122,0.023335885,0.003644012,1.1080015
-882.6565,9.9780655,-108.102905,0.0062877857,29,94.13309,502733,100.71527,972.0814599990845,1.0665946,46593.84,[-0.006  0.402 -1.976 -2.14  -0.889],94.700264,3906.8617085962865,2.1042812,100,0.6287786,0.010665945,213.83238,-98.8572,0.5351376,12.229417,10.0,391.12,2900,4.8828124e-06,0.26627684,0.02104281,0.0026627684,1.0559633
-422.15924,9.98131,-51.703743,0.008590325,30,99.48398,546860,23.587402,1048.384354352951,1.0031401,3939.678,[-0.005  0.41  -2.002 -2.144 -0.884],99.53798,4408.513499676702,1.1904813,100,0.8590325,0.010031401,65.59213,-50.315964,0.5354751,1.5076313,10.0,441.27,3000,-4.8828124e-06,0.07224662,0.011904812,0.00072246615,1.0046417
-581.5207,9.980772,-71.221535,0.0064786104,31,97.502365,589457,41.996338,1120.7350103855133,0.9914422,9582.51,[-0.005  0.412 -2.016 -2.148 -0.883],97.64303,4255.5464712451785,1.4408395,100,0.64786106,0.009914421,106.55012,-68.19735,0.5311783,3.8785734,10.0,425.97,3100,-8.239746e-05,0.15868135,0.014408395,0.0015868134,1.0241387
-936.0359,9.977652,-114.64057,0.005058908,32,96.06623,630937,57.318542,1191.7194786071777,0.996602,21718.549,[-0.005  0.414 -2.032 -2.146 -0.888],96.03951,4143.304898620702,1.8126185,100,0.5058908,0.00996602,160.70404,-110.70484,0.52931195,6.2755713,10.0,414.8,3200,-5.432129e-05,0.20166965,0.018126184,0.0020166964,1.0412381
-926.11835,9.980207,-113.42591,0.0062253997,33,96.80637,674457,37.567444,1265.788326740265,1.0219631,13815.637,[-0.003  0.406 -2.042 -2.144 -0.89 ],97.02945,4347.628180902571,1.4891841,100,0.62254,0.01021963,127.055145,-111.28117,0.5244322,3.867876,10.0,435.2,3300,-4.1503907e-05,0.18561994,0.014891841,0.0018561993,1.030615
-688.3508,9.984081,-84.30541,0.006321016,34,98.628784,719961,22.99591,1343.0957210063934,1.0031562,6770.103,[-0.002  0.409 -2.046 -2.144 -0.894],98.69897,4546.711159201203,1.2436363,100,0.6321016,0.01003156,89.44204,-83.10971,0.5212594,1.7495332,10.0,455.04,3400,7.93457e-06,0.11828291,0.012436362,0.001182829,1.0131818
-634.7134,9.980228,-77.73621,0.0040673665,35,93.04551,762102,62.28479,1415.4341044425964,1.0174317,22257.412,[-0.003  0.407 -2.053 -2.145 -0.898],93.65004,4209.879722512282,1.926056,100,0.40673664,0.010174317,160.35594,-72.51552,0.51433045,7.8129144,10.0,421.41,3500,-1.3427734e-05,0.27815747,0.01926056,0.0027815746,1.0678052
-915.0736,9.979237,-112.073166,0.0057130456,36,97.95109,803721,68.282715,1486.0286436080933,0.9757382,30686.545,[-0.003  0.413 -2.067 -2.144 -0.905],98.1166,4157.521762734519,1.3954226,100,0.57130456,0.009757383,186.03201,-108.54107,0.5109873,4.6026354,10.0,416.19,3600,1.0375977e-05,0.14111969,0.013954226,0.0014111968,1.0191956
-924.9623,9.981348,-113.2843,0.007569251,37,98.74707,846598,48.52307,1559.4747574329376,1.0045799,23064.473,[-0.002  0.411 -2.081 -2.147 -0.908],98.18048,4283.639855138263,1.252684,100,0.7569251,0.010045799,159.18167,-110.22902,0.5090182,4.100161,10.0,428.77,3700,-1.953125e-05,0.113157764,0.01252684,0.0011315777,1.0185324
-901.02075,9.986351,-110.35211,0.005702596,38,94.53671,891331,52.989197,1635.3788614273071,1.030267,25058.89,[-0.002  0.416 -2.092 -2.153 -0.91 ],95.19446,4470.175389648399,2.2043688,100,0.57025963,0.01030267,170.58412,-105.76636,0.5029144,7.336772,10.0,447.33,3800,-5.7983398e-05,0.24767192,0.022043688,0.002476719,1.0504813
-660.354,9.982027,-80.876595,0.0057556503,39,95.07998,934756,36.628357,1709.1119101047516,1.011576,10523.386,[-0.003  0.413 -2.101 -2.154 -0.916],95.614105,4338.532781997642,1.8335209,100,0.57556504,0.01011576,110.468704,-78.03221,0.49601695,4.678445,10.0,434.25,3900,-7.6904296e-05,0.23011103,0.018335208,0.0023011102,1.0458708
-914.0236,9.98366,-111.94454,0.0049502114,40,94.17645,976837,79.33215,1781.034528017044,1.0368246,46007.016,[-0.004  0.415 -2.109 -2.157 -0.923],94.188385,4204.59816826313,1.8112544,100,0.49502113,0.010368246,219.50537,-106.198616,0.48895207,9.147872,10.0,420.81,4000,3.601074e-05,0.2578266,0.018112544,0.0025782657,1.061702
-628.19244,9.984089,-76.937645,0.0067782826,41,98.43575,1021497,27.633972,1854.1947073936462,0.9951933,7842.088,[-0.002  0.42  -2.122 -2.167 -0.93 ],98.59816,4462.371447465547,1.3009423,100,0.67782825,0.009951932,96.04314,-75.1176,0.48924223,2.364956,10.0,446.6,4100,-8.911133e-05,0.12545414,0.013009422,0.0012545415,1.0142177
-923.1494,9.986515,-113.0623,0.0068187043,42,98.87233,1066088,40.546204,1919.6627187728882,1.0055603,18154.016,[-1.764e-03  4.251e-01 -2.132e+00 -2.174e+00 -9.297e-01],98.66384,4456.023597249188,1.2502301,100,0.68187046,0.0100556025,139.69414,-111.27439,0.486572,2.5508542,10.0,445.91,4200,-4.3945314e-05,0.10738905,0.012502301,0.0010738905,1.0135425
-698.07825,9.989147,-85.49668,0.0072747553,43,98.21022,1112519,20.50238,1987.1603174209595,0.9930052,6502.763,[-1.536e-03  4.285e-01 -2.140e+00 -2.175e+00 -9.324e-01],98.41246,4640.497533823287,1.3465371,100,0.7274755,0.009930052,90.41,-83.90453,0.48541847,2.2790818,10.0,464.31,4300,9.58252e-05,0.13405168,0.013465371,0.0013405167,1.0161315
-399.27618,9.9896755,-48.90109,0.0060749534,44,98.45675,1159542,15.774841,2055.2868757247925,1.0088837,3460.4631,[-8.593e-04  4.235e-01 -2.150e+00 -2.174e+00 -9.335e-01],98.16899,4699.798327707921,1.2660215,100,0.60749537,0.010088836,63.614254,-47.446804,0.48396903,1.9082758,10.0,470.23,4400,5.6152345e-05,0.12631029,0.012660215,0.0012631027,1.0186516
-317.67834,9.990496,-38.907566,0.0080770245,45,99.40245,1206977,10.285706,2124.5832884311676,0.9990676,1817.3556,[ 1.345e-03  4.270e-01 -2.161e+00 -2.176e+00 -9.349e-01],99.38427,4741.163991748529,1.2084947,100,0.8077024,0.009990676,44.27414,-38.394207,0.4824889,0.63362324,10.0,474.35,4500,-7.141113e-05,0.07746153,0.012084946,0.0007746153,1.0061954
-956.50006,9.989265,-117.14683,0.008791404,46,99.7436,1252984,36.853027,2192.095415830612,1.0013627,24341.99,[ 0.002  0.428 -2.17  -2.174 -0.936],99.75943,4598.153704338058,1.1324708,100,0.8791404,0.010013627,157.30086,-116.49291,0.48144117,0.7951038,10.0,460.07,4600,3.0517578e-05,0.05076927,0.011324708,0.00050769263,1.0024115
-920.8582,9.987818,-112.781715,0.006199049,47,97.641136,1298206,42.854065,2257.9897797107697,1.0242395,23152.744,[ 1.867e-03  4.279e-01 -2.177e+00 -2.173e+00 -9.375e-01],98.060844,4519.365271440714,1.6747184,100,0.6199049,0.010242395,157.58305,-110.2131,0.48248503,3.6782064,10.0,452.22,4700,-7.6293945e-05,0.15919772,0.016747184,0.0015919771,1.019775
-665.7874,9.988462,-81.54191,0.0062995413,48,99.37421,1344660,24.19812,2325.2705409526825,1.0129067,10431.974,[ 1.794e-03  4.346e-01 -2.186e+00 -2.180e+00 -9.364e-01],99.30072,4642.641766538253,1.2103829,100,0.62995416,0.010129067,105.26152,-80.65999,0.48217782,1.1685948,10.0,464.54,4800,6.591797e-05,0.08038101,0.0121038295,0.00080381014,1.007042
-936.4486,9.990774,-114.69109,0.00713018,49,98.43637,1391056,46.92572,2392.5946090221405,1.02188,34893.184,[ 1.246e-03  4.378e-01 -2.193e+00 -2.181e+00 -9.368e-01],98.33138,4637.380937991676,1.358326,100,0.713018,0.0102188,189.57253,-112.707306,0.47966883,2.9527855,10.0,463.96,4900,-2.1362304e-05,0.12879191,0.01358326,0.0012879191,1.0169693
-263.16815,9.99181,-32.231354,0.005251487,50,97.27842,1439913,3.9502563,2463.860256433487,0.98280877,269.80853,[ 1.733e-03  4.419e-01 -2.201e+00 -2.189e+00 -9.393e-01],96.76966,4883.612029622318,1.2674505,100,0.5251487,0.009828087,26.939753,-31.323187,0.47918025,1.4417518,10.0,488.57,5000,2.9907227e-05,0.1643887,0.012674504,0.001643887,1.0333817
-956.25995,9.990646,-117.11749,0.007458219,51,98.30433,1486615,27.112854,2531.2658383846283,1.0115563,14764.141,[ 0.005  0.446 -2.204 -2.191 -0.94 ],98.562706,4667.936174648994,1.4955745,100,0.7458219,0.010115561,127.382225,-115.3884,0.47902352,2.5798974,10.0,467.02,5100,-4.1503907e-05,0.1328535,0.014955744,0.0013285348,1.0145825
-970.878,9.992857,-118.90781,0.009802469,52,99.996376,1534556,22.47528,2600.2730655670166,0.9997833,19419.33,[ 0.005  0.442 -2.219 -2.191 -0.94 ],99.99633,4792.3033495683485,1.0143569,100,0.9802469,0.009997833,138.66263,-118.90301,0.4790036,0.006959915,10.0,479.41,5200,-1.5258789e-05,0.0060084793,0.010143569,6.0084814e-05,1.0000367
-964.50195,9.991945,-118.12691,0.008962345,53,99.8088,1581848,28.859314,2668.7391769886017,1.0013865,18238.973,[ 0.005  0.442 -2.219 -2.191 -0.94 ],99.72965,4727.214302733655,1.1203264,100,0.8962345,0.010013864,137.00493,-117.47341,0.47844794,0.8134787,10.0,472.92,5300,-2.1362304e-05,0.043830212,0.011203264,0.0004383021,1.0027108
-974.46423,9.991617,-119.34695,0.006009673,54,98.335365,1629376,18.888428,2737.3980638980865,1.003506,11022.505,[ 0.005  0.444 -2.226 -2.194 -0.941],98.53719,4750.7298155488625,1.2454052,100,0.6009673,0.0100350585,108.334435,-117.978935,0.47859424,2.2506704,10.0,475.28,5400,5.9204103e-05,0.1305651,0.0124540515,0.0013056512,1.0148453
-948.3623,9.993706,-116.15026,0.007599847,55,98.9358,1677251,25.138245,2807.0146884918213,1.0177325,16439.42,[ 0.008  0.446 -2.228 -2.198 -0.94 ],98.80375,4785.913563013568,1.3222426,100,0.75998473,0.010177324,131.51126,-115.07914,0.4775339,1.7720718,10.0,478.75,5500,-6.530762e-05,0.10555311,0.013222426,0.0010555311,1.0121074
-949.7222,9.993622,-116.316795,0.008161845,56,99.686066,1725633,14.001282,2877.536472082138,1.0028838,9499.091,[ 0.008  0.451 -2.235 -2.2   -0.941],99.6518,4836.567587976697,1.1645991,100,0.81618446,0.010028836,98.02,-115.97394,0.4763973,0.54583716,10.0,483.82,5600,-4.9438477e-05,0.05628165,0.01164599,0.00056281645,1.0034941
-919.95044,9.993143,-112.67041,0.008238903,57,99.733185,1773655,14.978943,2947.192919254303,0.99231035,8967.829,[ 0.009  0.451 -2.243 -2.201 -0.943],99.76827,4800.464343716076,1.1179382,100,0.8238903,0.009923104,96.998245,-112.327965,0.47532472,0.47326124,10.0,480.22,5700,5.126953e-05,0.051322807,0.011179381,0.00051322806,1.0023227
-706.81744,9.994953,-86.56709,0.007917851,58,99.05877,1822467,11.8029175,3018.3812725543976,0.99445415,4711.645,[ 0.009  0.452 -2.247 -2.202 -0.944],99.03038,4879.874301978831,1.3428758,100,0.7917852,0.009944541,77.98239,-85.619804,0.4748588,1.370067,10.0,488.12,5800,1.4038086e-05,0.09693533,0.013428758,0.00096935336,1.0097911
-937.68195,9.991587,-114.84213,0.008472818,59,99.26923,1868911,55.664124,3085.9172315597534,1.0161633,47291.844,[ 0.008  0.449 -2.254 -2.203 -0.944],99.07424,4642.367438398095,1.3034534,100,0.8472818,0.010161635,216.2238,-114.011055,0.47380936,1.3663614,10.0,464.44,5900,-1.2207031e-05,0.08718522,0.013034534,0.0008718523,1.0093441
-670.50476,9.990723,-82.1197,0.007880728,60,98.74664,1915328,26.578247,3153.332852125168,0.9951698,10448.796,[ 0.007  0.449 -2.257 -2.208 -0.945],99.024185,4639.4677517192395,1.3883452,100,0.7880728,0.009951698,107.100815,-80.658554,0.4708795,1.8647996,10.0,464.17,6000,2.6855469e-05,0.11211808,0.013883452,0.0011211807,1.0098543
-965.90356,9.993399,-118.29847,0.0073446715,61,98.968735,1963289,27.455078,3222.5962080955505,1.0222882,22281.475,[ 0.007  0.448 -2.269 -2.208 -0.948],99.03765,4794.430563902384,1.2748781,100,0.73446715,0.010222882,152.28333,-117.4883,0.46843773,1.3836052,10.0,479.61,6100,7.873535e-05,0.104353786,0.012748782,0.0010435379,1.009717
-27.699585,9.995163,-3.39252,0.0051398347,62,97.16957,2012846,0.7260132,3293.8268117904663,0.99654,5.8016443,[ 0.006  0.447 -2.273 -2.208 -0.951],97.02581,4954.403008759445,1.4622644,100,0.5139835,0.0099654,3.3000727,-3.2927365,0.46508253,0.15135929,10.0,495.57,6200,-2.746582e-05,0.17008096,0.014622644,0.0017008096,1.0306536
-674.3583,9.993633,-82.59168,0.008350535,63,99.66771,2061477,8.678711,3363.6461911201477,1.0011048,4088.9807,[ 0.009  0.444 -2.275 -2.208 -0.954],99.736946,4861.463664065092,1.1633548,100,0.8350535,0.010011047,68.21622,-82.18262,0.46535343,0.5179172,10.0,486.31,6300,6.1035157e-06,0.057805315,0.011633547,0.0005780532,1.0026375
-670.5452,9.9936695,-82.12477,0.0071265507,64,98.56203,2109556,19.443481,3433.328469514847,0.9887598,8002.558,[ 0.009  0.442 -2.282 -2.205 -0.954],98.78485,4806.288124005198,1.3409094,100,0.71265507,0.0098875975,101.10421,-80.273254,0.4629727,2.354986,10.0,480.79,6400,-8.666992e-05,0.11943061,0.013409093,0.0011943062,1.012301
-944.0286,9.992987,-115.61943,0.008276504,65,99.33509,2157048,29.461792,3501.8238854408264,1.004736,17373.865,[ 0.008  0.443 -2.297 -2.207 -0.956],99.31139,4747.442893736927,1.2435659,100,0.8276505,0.010047358,137.3633,-114.28198,0.46168748,1.7375844,10.0,474.92,6500,-6.713867e-06,0.08220307,0.012435659,0.00082203065,1.0069338
-953.9702,9.993397,-116.83708,0.00615504,66,97.92062,2204887,19.53534,3570.723917722702,1.0310782,10887.874,[ 0.006  0.442 -2.306 -2.204 -0.957],97.98647,4782.232029637766,1.4226626,100,0.615504,0.010310781,114.24121,-114.57089,0.46012223,3.4604578,10.0,478.39,6600,-5.7373047e-05,0.15025245,0.014226626,0.0015025244,1.020549
-963.9011,9.99358,-118.05324,0.008224759,67,99.12699,2252354,29.475159,3639.617130279541,1.0054843,20616.354,[ 0.008  0.448 -2.31  -2.207 -0.959],99.03011,4745.082713357804,1.2367353,100,0.8224759,0.010054844,147.46585,-116.94754,0.45774618,1.6824427,10.0,474.67,6700,6.0424805e-05,0.09435931,0.012367353,0.00094359304,1.0097939
-982.76483,9.9956665,-120.36359,0.009236262,68,99.91781,2301538,10.591309,3710.7768049240112,1.0056331,9859.91,[ 0.008  0.445 -2.316 -2.206 -0.961],99.92405,4917.235817677075,1.0588955,100,0.92362624,0.010056331,98.839355,-120.30641,0.45686918,0.10294366,10.0,491.84,6800,3.7231446e-05,0.028840065,0.010588954,0.00028840065,1.0007601
-964.7863,9.994322,-118.16168,0.008870099,69,99.754654,2349889,18.595215,3779.7590568065643,1.0085173,13638.796,[ 0.008  0.445 -2.316 -2.206 -0.962],99.74228,4833.636277350743,1.1309795,100,0.8870099,0.010085173,118.194466,-117.80202,0.4557406,0.5122551,10.0,483.51,6900,2.8686523e-05,0.050016,0.011309795,0.00050016004,1.0025839
-978.8476,9.99382,-119.88384,0.009127478,70,99.8329,2398323,14.51947,3849.7912645339966,1.0020413,10381.995,[ 0.008  0.443 -2.32  -2.203 -0.963],99.83834,4841.807530560201,1.0968693,100,0.91274786,0.010020413,101.49883,-119.76458,0.4546066,0.2162975,10.0,484.34,7000,2.1972657e-05,0.04099317,0.0109686935,0.00040993173,1.0016192
-70.91992,9.995501,-8.685913,0.005953744,71,97.954124,2447724,1.4388428,3920.8797121047974,0.9974204,40.757313,[ 0.009  0.444 -2.32  -2.204 -0.964],97.85887,4938.885712771403,1.4894893,100,0.5953744,0.009974204,8.438467,-8.486248,0.45230836,0.2941419,10.0,494.01,7100,-3.112793e-05,0.1441477,0.014894892,0.0014414769,1.0218798
-970.22235,9.993822,-118.82746,0.007867002,72,99.35055,2495844,23.14569,3989.633542537689,1.0034765,15432.039,[ 0.011  0.448 -2.321 -2.204 -0.967],99.28831,4810.421019581595,1.272413,100,0.78670025,0.010034766,128.16504,-118.22507,0.45067915,1.0275276,10.0,481.2,7200,2.9296874e-05,0.08113117,0.0127241295,0.00081131165,1.0071679
