Weights,InitialReturnMin,EmpiricalD2,MeanEntropy,EpRewMean,MaxD2w0t,StdIW,MaxIW,InitialReturnStd,InitialReturnMean,MinIW,ReturnMeanIW,MeanIW,J_sample_variance,InitialBound,MeanD2w0t,MinD2w0t,ReturnStepMaxmin,EpThisIter,StdD2w0t,ReturnStepMax,Iteration,Bound,EpisodesSoFar,EntropyCoefficient,TimestepsSoFar,TimeElapsed,InitialReturnMax,EpLenMean
[ 0.004  0.541 -3.142 -2.03  -1.07 ],-943.6481,1.0044386,0.35089126,4749.576037602512,1.0071739,0.041648403,1.1627418,216.4877,-4.5776367e-05,0.88589746,-49.47979,0.99030226,49112.812,-321.6522,0.9521911,,9.996151,20,0.21822241,10.0,245,-321.59918,4900,,2119149,2871.892122745514,49.729797,475.05
[ 0.004  0.538 -3.142 -2.027 -1.068],-0.14910889,1.0,0.35089126,4999.55310249263,1.0,,1.0,0.053080413,5.1879884e-05,1.0,-0.0275526,1.0,0.0029655814,-272.08945,1.0,1.0,0.0141325,20,,10.0,246,-272.08945,4920,,2129149,2884.8744220733643,0.056030273,500.0
[ 0.004  0.538 -3.142 -2.027 -1.068],-0.09350586,1.0,0.35089126,4999.509390536313,1.0,,1.0,0.039575692,-8.850098e-05,1.0,-0.032445796,1.0,0.0016470207,-272.09433,1.0,1.0,0.013101578,20,,10.0,247,-272.09433,4940,,2139149,2897.884564638138,0.06732178,500.0
[ 0.004  0.538 -3.142 -2.027 -1.068],-0.08569336,1.0,0.35089126,4999.564178871418,1.0,,1.0,0.045951664,4.8828126e-05,1.0,-0.026815785,1.0,0.0022228737,-272.0887,1.0,1.0,0.010741234,20,,10.0,248,-272.0887,4960,,2149149,2910.1371743679047,0.05847168,500.0
[ 0.004  0.538 -3.142 -2.027 -1.068],-934.1712,1.0626819,0.34963107,4750.077382765965,1.071495,0.20442805,1.7793779,214.31357,,0.5521483,-46.812096,1.0175191,43975.67,-321.14954,0.9816085,,9.996155,20,0.2254841,10.0,249,-319.79358,4980,,2158651,2922.687164783478,49.20923,475.1
[ 0.004  0.529 -3.129 -2.006 -1.069],-25.900574,1.0360785,0.34924486,4917.980290867839,1.1663675,0.14167717,1.2675625,5.9423194,1.2207031e-05,0.28852007,-0.39536294,0.99111193,4.064457,-273.36935,0.9981396,,9.995884,20,0.1301868,10.0,250,-272.70657,5000,,2168489,2936.370439529419,1.4605713,491.9
[ 0.009  0.528 -3.129 -2.006 -1.07 ],-0.13519287,1.0,0.34924486,4999.543018449864,1.0,,1.0,0.05814766,-4.272461e-05,1.0,-0.0425928,1.0,0.003556538,-272.1045,1.0,1.0,0.017635345,20,,10.0,251,-272.1045,5020,,2178489,2948.1318163871765,0.07733154,500.0
[ 0.009  0.528 -3.129 -2.006 -1.07 ],-0.12487793,1.0,0.34924486,4999.51890918195,1.0,,1.0,0.060425308,1.5258789e-05,1.0,-0.04547816,1.0,0.0038425284,-272.10736,1.0,1.0,0.013554573,20,,10.0,252,-272.10736,5040,,2188489,2961.206000328064,0.07904053,500.0
[ 0.009  0.528 -3.129 -2.006 -1.07 ],-943.6379,1.004101,0.34874633,4749.556945641668,1.0069809,0.049201503,1.1916891,216.48538,,0.87405276,-49.386574,0.9894813,48915.465,-321.65817,0.9523452,,9.996067,20,0.21825758,10.0,253,-321.53976,5060,,2197990,2973.918856859207,49.739563,475.05
[ 0.008  0.523 -3.129 -2.001 -1.07 ],-0.067993164,1.0,0.34874633,4999.5491462719565,1.0,,1.0,0.046378773,-7.019043e-05,1.0,-0.0397061,1.0,0.0022626265,-272.1016,1.0,1.0,0.012763977,20,,10.0,254,-272.1016,5080,,2207990,2988.692292690277,0.081604004,500.0
[ 0.008  0.523 -3.129 -2.001 -1.07 ],-0.084350586,1.0,0.34874633,4999.552897913067,1.0,,1.0,0.034329116,-3.6621095e-05,1.0,-0.025308494,1.0,0.0012423764,-272.0872,1.0,1.0,0.013408661,20,,10.0,255,-272.0872,5100,,2217990,3000.868362426758,0.0513916,500.0
[ 0.008  0.523 -3.129 -2.001 -1.07 ],-0.15356445,1.0,0.34874633,4999.547678219208,1.0,,1.0,0.048150536,-9.155274e-06,1.0,-0.028844893,1.0,0.0024389797,-272.09073,1.0,1.0,0.014500618,20,,10.0,256,-272.09073,5120,,2227990,3012.0729389190674,0.061462402,500.0
[ 0.008  0.523 -3.129 -2.001 -1.07 ],-0.1496582,1.0,0.34874633,4999.536920362232,1.0,,1.0,0.051423553,-3.3569337e-05,1.0,-0.028919483,1.0,0.0027820566,-272.09082,1.0,1.0,0.014063835,20,,10.0,257,-272.09082,5140,,2237990,3024.5350840091705,0.06488037,500.0
[ 0.008  0.523 -3.129 -2.001 -1.07 ],-0.12261963,1.0,0.34874633,4999.513034742118,1.0,,1.0,0.049231786,0.00011291504,1.0,-0.03928571,1.0,0.0025497782,-272.10117,1.0,1.0,0.014684677,20,,10.0,258,-272.10117,5160,,2247990,3037.472113609314,0.062683105,500.0
[ 0.008  0.523 -3.129 -2.001 -1.07 ],-0.13604736,1.0,0.34874633,4999.547109301828,1.0,,1.0,0.058126748,4.8828126e-05,1.0,-0.031699482,1.0,0.0035571237,-272.0936,1.0,1.0,0.013287544,20,,10.0,259,-272.0936,5180,,2257990,3050.646124124527,0.064575195,500.0
[ 0.008  0.523 -3.129 -2.001 -1.07 ],-0.17510986,1.0,0.34874633,4999.537248351285,1.0,,1.0,0.058339592,5.7983398e-05,1.0,-0.024777623,1.0,0.0035856785,-272.08667,1.0,1.0,0.012649536,20,,10.0,260,-272.08667,5200,,2267990,3063.339309692383,0.057739258,500.0
[ 0.008  0.523 -3.129 -2.001 -1.07 ],-0.14099121,1.0,0.34874633,4999.527930235792,1.0,,1.0,0.068131216,-9.155274e-06,1.0,-0.04262997,1.0,0.0048848973,-272.10452,1.0,1.0,0.017709732,20,,10.0,261,-272.10452,5220,,2277990,3073.8012704849243,0.07385254,500.0
[ 0.008  0.523 -3.129 -2.001 -1.07 ],-0.072265625,1.0,0.34874633,4999.569811494719,1.0,,1.0,0.027982112,-5.493164e-05,1.0,-0.012202452,1.0,0.0008253634,-272.0741,1.0,1.0,0.01241684,20,,10.0,262,-272.0741,5240,,2287990,3085.625639438629,0.037719727,500.0
[ 0.008  0.523 -3.129 -2.001 -1.07 ],-0.087402344,1.0,0.34874633,4999.496255664835,1.0,,1.0,0.050288882,-2.1362304e-05,1.0,-0.044188004,1.0,0.0026609134,-272.10608,1.0,1.0,0.01429081,20,,10.0,263,-272.10608,5260,,2297990,3096.8094956874847,0.07928467,500.0
[ 0.008  0.523 -3.129 -2.001 -1.07 ],-0.1071167,1.0,0.34874633,4999.546603557678,1.0,,1.0,0.04372215,-4.8828126e-05,1.0,-0.034353632,1.0,0.0020125874,-272.09625,1.0,1.0,0.01816082,20,,10.0,264,-272.09625,5280,,2307990,3110.1412060260773,0.070129395,500.0
[ 0.008  0.523 -3.129 -2.001 -1.07 ],-0.19110107,1.0,0.34874633,4999.523014766183,1.0,,1.0,0.06198787,-3.967285e-05,1.0,-0.025958082,1.0,0.004044308,-272.08786,1.0,1.0,0.01406765,20,,10.0,265,-272.08786,5300,,2317990,3126.06623506546,0.06109619,500.0
[ 0.008  0.523 -3.129 -2.001 -1.07 ],-0.11767578,1.0,0.34874633,4999.555568593811,1.0,,1.0,0.04511088,-5.1879884e-05,1.0,-0.021988107,1.0,0.0021430212,-272.0839,1.0,1.0,0.015094757,20,,10.0,266,-272.0839,5320,,2327990,3139.6498641967773,0.057006836,500.0
[ 0.008  0.523 -3.129 -2.001 -1.07 ],-0.10107422,1.0,0.34874633,4999.569617287062,1.0,,1.0,0.038269937,2.4414063e-05,1.0,-0.0075874776,1.0,0.0015422205,-272.0695,1.0,1.0,0.011451721,20,,10.0,267,-272.0695,5340,,2337990,3151.7157826423645,0.044433594,500.0
[ 0.008  0.523 -3.129 -2.001 -1.07 ],-0.1741333,1.0,0.34874633,4999.507151391909,1.0,,1.0,0.0747885,5.493164e-05,1.0,-0.04045498,1.0,0.005885731,-272.10236,1.0,1.0,0.014854431,20,,10.0,268,-272.10236,5360,,2347990,3169.326062440872,0.07739258,500.0
[ 0.008  0.523 -3.129 -2.001 -1.07 ],-0.13952637,1.0,0.34874633,4999.539116068096,1.0,,1.0,0.060555752,-4.8828126e-05,1.0,-0.038961764,1.0,0.0038606466,-272.10086,1.0,1.0,0.013550758,20,,10.0,269,-272.10086,5380,,2357990,3186.817658662796,0.0736084,500.0
[ 0.008  0.523 -3.129 -2.001 -1.07 ],-0.16235352,1.0,0.34874633,4999.481405131354,1.0,,1.0,0.06593847,-2.1362304e-05,1.0,-0.037479613,1.0,0.0045754565,-272.09937,1.0,1.0,0.013479233,20,,10.0,270,-272.09937,5400,,2367990,3200.4084570407867,0.08496094,500.0
[ 0.008  0.523 -3.129 -2.001 -1.07 ],-0.10845947,1.0,0.34874633,4999.531890280801,1.0,,1.0,0.046711154,-1.2207031e-05,1.0,-0.03175531,1.0,0.0022982415,-272.09366,1.0,1.0,0.009985924,20,,10.0,271,-272.09366,5420,,2377990,3214.217051267624,0.061706543,500.0
[ 0.008  0.523 -3.129 -2.001 -1.07 ],-0.14404297,1.0,0.34874633,4999.528799588017,1.0,,1.0,0.06700717,-1.8310548e-05,1.0,-0.04328649,1.0,0.0047274833,-272.10516,1.0,1.0,0.015574455,20,,10.0,272,-272.10516,5440,,2387990,3225.947809934616,0.085632324,500.0
[ 0.008  0.523 -3.129 -2.001 -1.07 ],-0.19384766,1.0,0.34874633,4999.539228801739,1.0,,1.0,0.06702578,-3.3569337e-05,1.0,-0.041123316,1.0,0.0047288826,-272.10303,1.0,1.0,0.015510559,20,,10.0,273,-272.10303,5460,,2397990,3238.352601289749,0.07373047,500.0
[ 0.008  0.523 -3.129 -2.001 -1.07 ],-0.107299805,1.0,0.34874633,4999.572628833447,1.0,,1.0,0.0320614,6.1035157e-06,1.0,-0.02299717,1.0,0.0010816088,-272.0849,1.0,1.0,0.009158134,20,,10.0,274,-272.0849,5480,,2407990,3255.229671239853,0.04711914,500.0
[ 0.008  0.523 -3.129 -2.001 -1.07 ],-0.10131836,1.0,0.34874633,4999.571361991958,1.0,,1.0,0.047433216,6.1035157e-06,1.0,-0.024659488,1.0,0.0023676336,-272.08655,1.0,1.0,0.012890816,20,,10.0,275,-272.08655,5500,,2417990,3270.59041762352,0.051879883,500.0
[ 0.008  0.523 -3.129 -2.001 -1.07 ],-0.11773682,1.0,0.34874633,4999.552510482676,1.0,,1.0,0.051586993,,1.0,-0.023629634,1.0,0.0028022474,-272.0855,1.0,1.0,0.014097214,20,,10.0,276,-272.0855,5520,,2427990,3288.9588508605957,0.05670166,500.0
[ 0.008  0.523 -3.129 -2.001 -1.07 ],-943.65216,1.0250598,0.34454352,4749.578548289175,1.0423661,0.109459646,1.2914397,216.48865,-3.0517578e-05,0.7042927,-48.925095,0.9794191,48031.305,-321.64865,0.9621008,,9.996162,20,0.22062488,10.0,277,-321.30493,5540,,2437491,3302.635989189148,49.722595,475.05
[ 0.005  0.522 -3.129 -1.997 -1.074],-0.16455078,1.0,0.34454352,4999.54182191023,1.0,,1.0,0.054806717,2.4414063e-05,1.0,-0.030653035,1.0,0.003162019,-272.09253,1.0,1.0,0.01525116,20,,10.0,278,-272.09253,5560,,2447491,3321.4031586647034,0.059692383,500.0
[ 0.005  0.522 -3.129 -1.997 -1.074],-0.105285645,1.0,0.34454352,4999.564713160765,1.0,,1.0,0.038071677,-3.3569337e-05,1.0,-0.016083075,1.0,0.0015252952,-272.07797,1.0,1.0,0.0122795105,20,,10.0,279,-272.07797,5580,,2457491,3333.92430973053,0.045837402,500.0
[ 0.005  0.522 -3.129 -1.997 -1.074],-0.15820312,1.0,0.34454352,4999.549919560003,1.0,,1.0,0.051278617,-2.746582e-05,1.0,-0.022961572,1.0,0.0027685028,-272.08484,1.0,1.0,0.016757965,20,,10.0,280,-272.08484,5600,,2467491,3349.4002482891083,0.04852295,500.0
[ 0.005  0.522 -3.129 -1.997 -1.074],-0.11779785,1.0,0.34454352,4999.538883471597,1.0,,1.0,0.038373146,-4.272461e-05,1.0,-0.022049075,1.0,0.0015509792,-272.08395,1.0,1.0,0.00869751,20,,10.0,281,-272.08395,5620,,2477491,3363.3167736530304,0.039001465,500.0
[ 0.005  0.522 -3.129 -1.997 -1.074],-0.12561035,1.0,0.34454352,4999.513686254743,1.0,,1.0,0.05658949,-1.5258789e-05,1.0,-0.03283423,1.0,0.0033696413,-272.09473,1.0,1.0,0.013790131,20,,10.0,282,-272.09473,5640,,2487491,3377.2515251636505,0.078308105,500.0
[ 0.005  0.522 -3.129 -1.997 -1.074],-943.6439,1.0121741,0.34179458,4749.546002922559,1.0233094,0.08565725,1.2033045,216.48677,3.967285e-05,0.705533,-49.184307,0.98346484,48533.617,-321.64972,0.9561639,,9.996019,20,0.21916278,10.0,283,-321.43286,5660,,2496992,3392.8123259544373,49.727356,475.05
[ 0.004  0.518 -3.129 -1.993 -1.077],-0.09039307,1.0,0.34179458,4999.543457283073,1.0,,1.0,0.045450296,-7.93457e-05,1.0,-0.029269427,1.0,0.002174559,-272.09116,1.0,1.0,0.013736725,20,,10.0,284,-272.09116,5680,,2506992,3412.431927204132,0.057006836,500.0
[ 0.004  0.518 -3.129 -1.993 -1.077],-0.12976074,1.0,0.34179458,4999.540353319537,1.0,,1.0,0.049396057,-9.155274e-06,1.0,-0.0177381,1.0,0.002570047,-272.07962,1.0,1.0,0.014993668,20,,10.0,285,-272.07962,5700,,2516992,3426.181164741516,0.04724121,500.0
[ 0.004  0.518 -3.129 -1.993 -1.077],-934.15326,1.1563556,0.33865586,4750.054491926639,1.1772287,0.24715431,2.1420841,214.30946,-1.2207031e-05,0.43149135,-44.0136,0.9924693,38857.805,-321.16153,1.0263748,,9.996059,20,0.23946746,10.0,286,-318.2031,5720,,2526494,3441.5657563209534,49.238403,475.1
[ 0.004  0.504 -3.114 -1.962 -1.08 ],-0.075805664,1.0,0.33865586,4999.555507506222,1.0,,1.0,0.03745664,-4.272461e-05,1.0,-0.034672767,1.0,0.0014771969,-272.09656,1.0,1.0,0.010363579,20,,10.0,287,-272.09656,5740,,2536494,3455.61624956131,0.07043457,500.0
[ 0.004  0.504 -3.114 -1.962 -1.08 ],-943.65106,1.010271,0.33575675,4749.571613963699,1.0175092,0.061985627,1.2065701,216.48839,-3.3569337e-05,0.80034745,-49.308147,0.9898293,48783.76,-321.64847,0.95516866,,9.996136,20,0.2189227,10.0,288,-321.51175,5760,,2545995,3469.3909096717834,49.721252,475.05
[ 3.046e-03  5.033e-01 -3.114e+00 -1.962e+00 -1.083e+00],-942.78284,1.2321501,0.3233319,4683.585366046186,1.3747399,0.27839854,2.1355646,216.32169,6.1035157e-06,0.33300918,-43.719387,0.9576069,38052.484,-322.3046,1.0410155,,9.991867,20,0.2785164,10.0,289,-318.4418,5780,,2555366,3481.8616704940796,50.6015,468.55
[ 0.007  0.489 -3.116 -1.945 -1.096],-943.6364,1.0090339,0.32154277,4749.564946734259,1.0114053,0.075971305,1.2320951,216.48505,-1.8310548e-05,0.7649756,-49.266376,1.0077933,48675.67,-321.66153,0.9548051,,9.996105,20,0.21883315,10.0,290,-321.4816,5800,,2564867,3494.9399065971375,49.72461,475.05
[ 0.007  0.485 -3.117 -1.938 -1.097],-943.66974,1.0481415,0.31820446,4749.612780234526,1.0691997,0.21740659,1.9344699,216.49266,-8.850098e-05,0.57355833,-47.99261,1.0162923,46243.805,-321.63852,0.97404015,,9.996311,20,0.22369216,10.0,291,-320.79126,5820,,2574368,3510.249824285507,49.692444,475.05
[ 0.008  0.471 -3.117 -1.92  -1.101],-0.08935547,1.0,0.31820446,4999.580861652989,1.0,,1.0,0.04269778,4.5776367e-05,1.0,-0.029731294,1.0,0.0019170295,-272.0916,1.0,1.0,0.016459465,20,,10.0,292,-272.0916,5840,,2584368,3525.0878715515137,0.054992676,500.0
[ 0.008  0.471 -3.117 -1.92  -1.101],-0.09692383,1.0,0.31820446,4999.527345663714,1.0,,1.0,0.060689118,3.0517578e-05,1.0,-0.054039057,1.0,0.0038774605,-272.11594,1.0,1.0,0.016202927,20,,10.0,293,-272.11594,5860,,2594368,3537.340508699417,0.09283447,500.0
[ 0.008  0.471 -3.117 -1.92  -1.101],-0.13500977,1.0,0.31820446,4999.54933255404,1.0,,1.0,0.05354118,3.967285e-05,1.0,-0.044391952,1.0,0.0030161652,-272.1063,1.0,1.0,0.014410973,20,,10.0,294,-272.1063,5880,,2604368,3552.16246008873,0.07647705,500.0
[ 0.008  0.471 -3.117 -1.92  -1.101],-0.10736084,1.0,0.31820446,4999.582073171807,1.0,,1.0,0.03937372,4.5776367e-05,1.0,-0.024485042,1.0,0.0016323369,-272.08636,1.0,1.0,0.014857292,20,,10.0,295,-272.08636,5900,,2614368,3564.9445276260376,0.054138184,500.0
[ 0.008  0.471 -3.117 -1.92  -1.101],-0.07110596,1.0,0.31820446,4999.554457175891,1.0,,1.0,0.034616265,7.019043e-05,1.0,-0.023251016,1.0,0.0012627353,-272.08514,1.0,1.0,0.009716034,20,,10.0,296,-272.08514,5920,,2624368,3581.28652882576,0.054260254,500.0
[ 0.008  0.471 -3.117 -1.92  -1.101],-0.11053467,1.0,0.31820446,4999.567043846696,1.0,,1.0,0.041728053,4.8828126e-05,1.0,-0.022245785,1.0,0.001833091,-272.08414,1.0,1.0,0.011879921,20,,10.0,297,-272.08414,5940,,2634368,3593.7280094623566,0.052124023,500.0
[ 0.008  0.471 -3.117 -1.92  -1.101],-0.079589844,1.0,0.31820446,4999.573794280741,1.0,,1.0,0.033577673,3.0517579e-06,1.0,-0.034035813,1.0,0.0011876328,-272.09592,1.0,1.0,0.010365486,20,,10.0,298,-272.09592,5960,,2644368,3610.4815442562103,0.04321289,500.0
[ 0.008  0.471 -3.117 -1.92  -1.101],-0.10522461,1.0,0.31820446,4999.5456864659955,1.0,,1.0,0.045407612,2.4414063e-05,1.0,-0.03356519,1.0,0.0021693625,-272.09546,1.0,1.0,0.016441345,20,,10.0,299,-272.09546,5980,,2654368,3622.3679432868958,0.06286621,500.0
[ 0.008  0.471 -3.117 -1.92  -1.101],-0.10876465,1.0,0.31820446,4999.5523534844715,1.0,,1.0,0.043905124,-1.2207031e-05,1.0,-0.027917078,1.0,0.0020295633,-272.0898,1.0,1.0,0.013825417,20,,10.0,300,-272.0898,6000,,2664368,3638.954869747162,0.05517578,500.0
[ 0.008  0.471 -3.117 -1.92  -1.101],-0.18511963,1.0,0.31820446,4999.544641192263,1.0,,1.0,0.05730733,-4.8828126e-05,1.0,-0.021729093,1.0,0.0034565078,-272.08362,1.0,1.0,0.017756462,20,,10.0,301,-272.08362,6020,,2674368,3656.7134189605713,0.047424316,500.0
[ 0.008  0.471 -3.117 -1.92  -1.101],-0.124816895,1.0,0.31820446,4999.586431437908,1.0,,1.0,0.050280534,-2.1362304e-05,1.0,-0.02621663,1.0,0.0026614799,-272.0881,1.0,1.0,0.018136978,20,,10.0,302,-272.0881,6040,,2684368,3672.717588186264,0.05847168,500.0
[ 0.008  0.471 -3.117 -1.92  -1.101],-0.10626221,1.0,0.31820446,4999.54493893712,1.0,,1.0,0.04656543,8.544922e-05,1.0,-0.03557405,1.0,0.002283561,-272.09747,1.0,1.0,0.012764931,20,,10.0,303,-272.09747,6060,,2694368,3688.80526471138,0.06744385,500.0
[ 0.008  0.471 -3.117 -1.92  -1.101],-0.074645996,1.0,0.31820446,4999.562198355266,1.0,,1.0,0.038179565,6.713867e-05,1.0,-0.023910204,1.0,0.0015344823,-272.0858,1.0,1.0,0.01176548,20,,10.0,304,-272.0858,6080,,2704368,3701.924679040909,0.05419922,500.0
[ 0.008  0.471 -3.117 -1.92  -1.101],-0.105773926,1.0,0.31820446,4999.586332326112,1.0,,1.0,0.042656247,-6.1035157e-06,1.0,-0.024031652,1.0,0.0019143126,-272.0859,1.0,1.0,0.015051842,20,,10.0,305,-272.0859,6100,,2714368,3713.204485177994,0.05340576,500.0
[ 0.008  0.471 -3.117 -1.92  -1.101],-17.74054,1.040036,0.318247,4932.594365379819,1.1729258,0.13570067,1.2040174,4.0701914,-0.00010681152,0.332112,-0.26164103,0.96718264,2.285495,-272.91794,1.0010867,,9.996368,20,0.11840205,10.0,306,-272.51,6120,,2724235,3732.3177947998047,0.98669434,493.35
[ 0.012  0.472 -3.117 -1.92  -1.101],-0.13043213,1.0,0.318247,4999.54116537442,1.0,,1.0,0.053262953,5.1879884e-05,1.0,-0.03405997,1.0,0.0029852835,-272.09595,1.0,1.0,0.013262749,20,,10.0,307,-272.09595,6140,,2734235,3751.7886078357697,0.057739258,500.0
[ 0.012  0.472 -3.117 -1.92  -1.101],-934.1586,1.1010959,0.31319207,4750.058939159067,1.1221142,0.20858377,1.7822495,214.3107,5.493164e-05,0.5176365,-45.94726,1.0019895,42353.773,-321.1569,1.0004109,,9.996071,20,0.2309749,10.0,308,-319.458,6160,,2743737,3766.8912377357483,49.209778,475.1
[ 0.012  0.459 -3.109 -1.896 -1.106],-0.12738037,1.0,0.31319207,4999.5347902635185,1.0,,1.0,0.054096535,-9.155274e-06,1.0,-0.029198363,1.0,0.0030799024,-272.0911,1.0,1.0,0.012388229,20,,10.0,309,-272.0911,6180,,2753737,3780.8409955501556,0.06695557,500.0
[ 0.012  0.459 -3.109 -1.896 -1.106],-0.13250732,1.0,0.31319207,4999.570386177703,1.0,,1.0,0.050086886,-2.1362304e-05,1.0,-0.02974994,1.0,0.0026432418,-272.09164,1.0,1.0,0.016134262,20,,10.0,310,-272.09164,6200,,2763737,3797.9698152542114,0.06201172,500.0
[ 0.012  0.459 -3.109 -1.896 -1.106],-0.12579346,1.0,0.31319207,4999.5180986572395,1.0,,1.0,0.06075781,4.8828126e-05,1.0,-0.039611436,1.0,0.003888016,-272.1015,1.0,1.0,0.015722275,20,,10.0,311,-272.1015,6220,,2773737,3809.8256385326385,0.076293945,500.0
[ 0.012  0.459 -3.109 -1.896 -1.106],-0.10650635,1.0,0.31319207,4999.538662813206,1.0,,1.0,0.0550974,6.1035156e-05,1.0,-0.03566562,1.0,0.003195525,-272.09756,1.0,1.0,0.013216019,20,,10.0,312,-272.09756,6240,,2783737,3825.363126516342,0.072265625,500.0
[ 0.012  0.459 -3.109 -1.896 -1.106],-0.12109375,1.0,0.31319207,4999.5268466994075,1.0,,1.0,0.04776722,-3.0517578e-05,1.0,-0.017352242,1.0,0.002400299,-272.07925,1.0,1.0,0.011004448,20,,10.0,313,-272.07925,6260,,2793737,3843.522919654846,0.04486084,500.0
[ 0.012  0.459 -3.109 -1.896 -1.106],-0.15484619,1.0,0.31319207,4999.5405689430345,1.0,,1.0,0.06243115,-1.8310548e-05,1.0,-0.039857432,1.0,0.004102852,-272.10175,1.0,1.0,0.018966675,20,,10.0,314,-272.10175,6280,,2803737,3863.9229567050934,0.07244873,500.0
[ 0.012  0.459 -3.109 -1.896 -1.106],-0.14630127,1.0,0.31319207,4999.546595083224,1.0,,1.0,0.05206663,1.2207031e-05,1.0,-0.032519866,1.0,0.0028526632,-272.09442,1.0,1.0,0.017354965,20,,10.0,315,-272.09442,6300,,2813737,3883.9775693416595,0.04925537,500.0
[ 0.012  0.459 -3.109 -1.896 -1.106],-0.15039062,1.0,0.31319207,4999.564853332262,1.0,,1.0,0.06416017,-1.8310548e-05,1.0,-0.031072592,1.0,0.0043349466,-272.09296,1.0,1.0,0.015104294,20,,10.0,316,-272.09296,6320,,2823737,3904.227523803711,0.068115234,500.0
[ 0.012  0.459 -3.109 -1.896 -1.106],-0.14422607,1.0,0.31319207,4999.565829447951,1.0,,1.0,0.05452063,-3.0517579e-06,1.0,-0.031500317,1.0,0.003126697,-272.09338,1.0,1.0,0.01125145,20,,10.0,317,-272.09338,6340,,2833737,3922.447384119034,0.057739258,500.0
[ 0.012  0.459 -3.109 -1.896 -1.106],-0.06738281,1.0,0.31319207,4999.52315667663,1.0,,1.0,0.045844976,1.2207031e-05,1.0,-0.036352217,1.0,0.0022122888,-272.09824,1.0,1.0,0.013658524,20,,10.0,318,-272.09824,6360,,2843737,3942.956310033798,0.054260254,500.0
[ 0.012  0.459 -3.109 -1.896 -1.106],-0.14453125,1.0,0.31319207,4999.543419414358,1.0,,1.0,0.04554112,-2.746582e-05,1.0,-0.025529344,1.0,0.002182405,-272.08743,1.0,1.0,0.009947777,20,,10.0,319,-272.08743,6380,,2853737,3961.0180163383484,0.05255127,500.0
[ 0.012  0.459 -3.109 -1.896 -1.106],-0.11999512,1.0,0.31319207,4999.547159447371,1.0,,1.0,0.056180414,-6.1035157e-06,1.0,-0.0476586,1.0,0.0033180886,-272.10956,1.0,1.0,0.0142297745,20,,10.0,320,-272.10956,6400,,2863737,3981.1733391284943,0.08135986,500.0
[ 0.012  0.459 -3.109 -1.896 -1.106],-0.119140625,1.0,0.31319207,4999.5387745750995,1.0,,1.0,0.056092177,-2.746582e-05,1.0,-0.0358435,1.0,0.0033120222,-272.09775,1.0,1.0,0.017279625,20,,10.0,321,-272.09775,6420,,2873737,3995.3812000751495,0.06744385,500.0
[ 0.012  0.459 -3.109 -1.896 -1.106],-934.1766,1.2534121,0.30142197,4750.086503249704,1.343925,0.29814762,2.0583029,214.3148,1.2207031e-05,0.37211812,-42.1181,1.009386,35621.188,-321.1463,1.0694879,,9.996201,20,0.25647393,10.0,322,-317.24146,6440,,2883239,4014.497548341751,49.22046,475.1
[ 0.008  0.467 -3.12  -1.919 -1.118],-0.0914917,1.0,0.30142197,4999.6028787402565,1.0,,1.0,0.0341059,-1.5258789e-05,1.0,-0.025669236,1.0,0.0012242803,-272.08755,1.0,1.0,0.013077736,20,,10.0,323,-272.08755,6460,,2893239,4032.637469768524,0.0491333,500.0
[ 0.008  0.467 -3.12  -1.919 -1.118],-0.11352539,1.0,0.30142197,4999.573800252385,1.0,,1.0,0.04812126,-9.155274e-06,1.0,-0.030491773,1.0,0.002436552,-272.09238,1.0,1.0,0.01391983,20,,10.0,324,-272.09238,6480,,2903239,4051.4733052253723,0.06677246,500.0
[ 0.008  0.467 -3.12  -1.919 -1.118],-0.08380127,1.0,0.30142197,4999.578474080542,1.0,,1.0,0.03330918,2.4414063e-05,1.0,-0.021867672,1.0,0.0011674582,-272.08377,1.0,1.0,0.013599396,20,,10.0,325,-272.08377,6500,,2913239,4070.9856040477753,0.03515625,500.0
[ 0.008  0.467 -3.12  -1.919 -1.118],-0.091918945,1.0,0.30142197,4999.57148945558,1.0,,1.0,0.050312083,-4.5776367e-05,1.0,-0.044108875,1.0,0.0026630582,-272.106,1.0,1.0,0.019034386,20,,10.0,326,-272.106,6520,,2923239,4089.4701042175293,0.07623291,500.0
[ 0.008  0.467 -3.12  -1.919 -1.118],-0.09509277,1.0,0.30142197,4999.593696547769,1.0,,1.0,0.030447248,-4.272461e-05,1.0,-0.015907383,1.0,0.00097494974,-272.0778,1.0,1.0,0.009635925,20,,10.0,327,-272.0778,6540,,2933239,4109.625130414963,0.044921875,500.0
[ 0.008  0.467 -3.12  -1.919 -1.118],-0.08538818,1.0,0.30142197,4999.5847955459085,1.0,,1.0,0.04451988,-1.2207031e-05,1.0,-0.027430952,1.0,0.00208554,-272.08932,1.0,1.0,0.014200211,20,,10.0,328,-272.08932,6560,,2943239,4129.399218559265,0.05505371,500.0
[ 0.008  0.467 -3.12  -1.919 -1.118],-0.11273193,1.0,0.30142197,4999.56524286722,1.0,,1.0,0.046103533,5.7983398e-05,1.0,-0.03051047,1.0,0.0022404315,-272.0924,1.0,1.0,0.01257515,20,,10.0,329,-272.0924,6580,,2953239,4149.53325009346,0.04827881,500.0
