IterType,Bound,ESSClassic,VarJ,VanillaAvgRet,Delta,MinNormIw,J,AvgRet,VarVanillaIw,MaxVanillaIw,VarRet,MaxNormIw,ESSRenyi,eRenyi2,VarNormIw,AvgDiscRet,VarDiscRet,AvgEpLen,EpsThisIter,BatchSize,MinVanillaIw,AvgVanillaIw,AvgNormIw
1,-1519.16,99.4248329559,55.7333,-1143.44370845,0.2,0.00711795,-1140.72,-1143.44370845,0.00593713,1.13469,6073.09614844,0.0112571,99.3385841915,1.00666,5.84354e-07,-1143.44370845,6073.09614844,500.0,100,100,0.717472,1.00798,0.01
1,-1530.45,99.7518918288,91.5071,-1136.69809718,0.2,0.00833935,-1135.38,-1136.69809718,0.00251535,1.08481,9993.13005929,0.0108418,99.670817851,1.0033,2.51244e-07,-1136.69809718,9993.13005929,500.0,100,100,0.834417,1.00058,0.01
1,-1406.63,99.016445001,65.8286,-1132.30193961,0.2,0.00841593,-1130.5,-1132.30193961,0.0101043,1.41503,2603.24531104,0.0141006,99.2813394672,1.00724,1.00335e-06,-1132.30193961,2603.24531104,500.0,100,100,0.844558,1.00352,0.01
1,-1359.41,94.7463444526,120.758,-1126.26411145,0.2,0.00456082,-1118.31,-1126.26411145,0.0541038,2.21133,4067.01041152,0.0224994,96.0469052307,1.04116,5.60098e-06,-1126.26411145,4067.01041152,500.0,100,100,0.448254,0.982838,0.01
1,-1470.07,98.8260951982,31.9183,-1139.61049651,0.2,0.00483695,-1137.2,-1139.61049651,0.0116776,1.09582,2865.55421572,0.0111077,99.3855908684,1.00618,1.19983e-06,-1139.61049651,2865.55421572,500.0,100,100,0.477185,0.986542,0.01
1,-1541.45,95.8431619567,66.5754,-1156.53283293,0.2,0.00300345,-1139.75,-1156.53283293,0.0428022,1.40179,20162.209866,0.0141819,97.2063091453,1.02874,4.38096e-06,-1156.53283293,20162.209866,500.0,100,100,0.296872,0.988436,0.01
1,-1377.99,99.8659223621,29.0698,-1132.40676611,0.2,0.00905489,-1132.06,-1132.40676611,0.00134709,1.13857,722.117646228,0.0114247,99.8523867788,1.00148,1.35633e-07,-1132.40676611,722.117646228,500.0,100,100,0.9024,0.996588,0.01
1,-1372.38,98.7602298445,51.9573,-1129.14898574,0.2,0.00863982,-1126.86,-1129.14898574,0.0125563,1.55205,1215.07160733,0.0155968,98.9763276356,1.01034,1.26801e-06,-1129.14898574,1215.07160733,500.0,100,100,0.859752,0.995105,0.01
1,-1388.11,99.968163448,18.6087,-1135.33802899,0.2,0.0093865,-1135.23,-1135.33802899,0.000322469,1.04086,378.775815404,0.0103971,99.9583537047,1.00042,3.21756e-08,-1135.33802899,378.775815404,500.0,100,100,0.93969,1.00111,0.01
1,-1398.98,99.6830252928,33.3309,-1136.90609247,0.2,0.00865456,-1136.23,-1136.90609247,0.00321825,1.19594,1152.24927019,0.0119475,99.7411649918,1.0026,3.21185e-07,-1136.90609247,1152.24927019,500.0,100,100,0.866318,1.001,0.01
1,-1390.55,99.9223975172,26.9113,-1134.7328323,0.2,0.0094064,-1134.58,-1134.7328323,0.00078229,1.07564,683.306869053,0.0107738,99.9363589252,1.00064,7.84823e-08,-1134.7328323,683.306869053,500.0,100,100,0.939121,0.998385,0.01
1,-1349.6,97.1290883479,69.2589,-1124.49781569,0.2,0.00769825,-1119.28,-1124.49781569,0.0289547,1.96386,1777.83003163,0.0199421,97.5161910714,1.02547,2.98565e-06,-1124.49781569,1777.83003163,500.0,100,100,0.75811,0.984782,0.01
1,-1357.11,94.1621977752,121.348,-1119.94955311,0.2,0.00581762,-1109.93,-1119.94955311,0.0602837,2.25428,4329.1628751,0.0229761,95.2288340365,1.0501,6.26236e-06,-1119.94955311,4329.1628751,500.0,100,100,0.570791,0.98114,0.01
1,-1272.2,3.57164240343,1047.41,-1124.99142569,0.2,0.000382525,-894.469,-1124.99142569,111.176,106.133,4905.1385429,0.525646,46.7875178522,2.13732,0.0027271,-1124.99142569,4905.1385429,500.0,100,100,0.0772351,2.01909,0.01
1,-1502.8,99.0734227604,162.528,-1113.34717749,0.2,0.00714544,-1108.53,-1113.34717749,0.00910364,1.24115,21556.3594385,0.0126434,98.6739850449,1.01344,9.44696e-07,-1113.34717749,21556.3594385,500.0,100,100,0.70144,0.981661,0.01
1,-1494.66,87.8817194268,222.931,-1119.39982925,0.2,0.00229786,-1083.88,-1119.39982925,0.125792,1.99952,47046.6991425,0.0210404,91.2955143936,1.09534,1.39286e-05,-1119.39982925,47046.6991425,500.0,100,100,0.218372,0.950325,0.01
1,-1473.03,95.44071386,201.641,-1088.95718801,0.2,0.00535423,-1072.2,-1088.95718801,0.0484463,1.46907,27683.7888142,0.0146614,95.3218413009,1.04908,4.82531e-06,-1088.95718801,27683.7888142,500.0,100,100,0.536493,1.002,0.01
1,-1466.73,90.3335021765,256.85,-1085.15666326,0.2,0.00529726,-1057.78,-1085.15666326,0.109335,2.76939,38216.7196486,0.0275358,92.6599486077,1.07921,1.0809e-05,-1085.15666326,38216.7196486,500.0,100,100,0.532768,1.00574,0.01
1,-1439.14,79.4478491782,325.249,-1066.41936896,0.2,0.0037005,-1014.63,-1066.41936896,0.277805,3.6953,61036.8589949,0.0358385,86.0902574711,1.16157,2.613e-05,-1066.41936896,61036.8589949,500.0,100,100,0.381558,1.0311,0.01
1,-1456.34,93.1350182812,300.974,-1075.19088452,0.2,0.00191991,-1051.84,-1075.19088452,0.0767061,1.57821,73282.3419448,0.0155488,93.9559288133,1.06433,7.44546e-06,-1075.19088452,73282.3419448,500.0,100,100,0.194872,1.01501,0.01
1,-1419.87,87.9670798957,324.69,-1045.18280663,0.2,0.000612642,-1001.99,-1045.18280663,0.13716,1.68789,90694.9000716,0.016941,88.5116735038,1.12979,1.3817e-05,-1045.18280663,90694.9000716,500.0,100,100,0.0610399,0.996338,0.01
1,-1347.0,73.9087486036,297.51,-987.87265013,0.2,0.000532933,-909.935,-987.87265013,0.418425,4.17722,81989.8723018,0.0385621,80.5405774402,1.24161,3.56585e-05,-987.87265013,81989.8723018,500.0,100,100,0.0577298,1.08325,0.01
1,-1316.05,69.1094920827,295.402,-986.173030996,0.2,0.000760129,-856.175,-986.173030996,0.463291,2.97921,131330.758746,0.0294103,73.090267431,1.36817,4.51494e-05,-986.173030996,131330.758746,500.0,100,100,0.0769995,1.01298,0.01
1,-1227.72,86.4640371177,260.186,-860.624783643,0.2,0.00184993,-803.202,-860.624783643,0.155383,1.8091,74335.227593,0.0182503,85.3152902742,1.17212,1.58131e-05,-860.624783643,74335.227593,500.0,100,100,0.183378,0.991271,0.01
1,-1154.49,87.4700698304,185.774,-791.373539881,0.2,0.00114578,-740.37,-791.373539881,0.144763,1.79056,52652.7215229,0.0179015,89.5597817325,1.11657,1.44695e-05,-791.373539881,52652.7215229,500.0,100,100,0.114605,1.00023,0.01
1,-1099.92,87.7112334529,126.092,-736.889493125,0.2,0.00170953,-686.465,-736.889493125,0.134901,1.91264,39869.7751716,0.01959,89.6977113237,1.11486,1.4152e-05,-736.889493125,39869.7751716,500.0,100,100,0.166907,0.976334,0.01
1,-1085.12,83.001033973,111.581,-728.020647335,0.2,0.000886384,-667.481,-728.020647335,0.175593,1.75233,39558.9649898,0.0190201,88.0163991584,1.13615,2.06873e-05,-728.020647335,39558.9649898,500.0,100,100,0.0816628,0.921302,0.01
1,-1075.97,92.9590273142,183.168,-697.065542792,0.2,0.00181112,-673.849,-697.065542792,0.06916,1.4914,34005.7066021,0.0156863,94.9789251063,1.05287,7.65079e-06,-697.065542792,34005.7066021,500.0,100,100,0.172195,0.950768,0.01
1,-1067.95,94.2778134069,169.585,-691.002019487,0.2,0.00313724,-661.999,-691.002019487,0.0634467,1.54554,58790.8103841,0.0151927,93.2735912656,1.07211,6.13081e-06,-691.002019487,58790.8103841,500.0,100,100,0.319149,1.01729,0.01
1,-1030.51,96.327136545,90.1817,-646.406005995,0.2,0.00437854,-632.084,-646.406005995,0.0377626,1.27428,23046.0510409,0.0128689,96.7962062514,1.0331,3.85143e-06,-646.406005995,23046.0510409,500.0,100,100,0.43356,0.990194,0.01
1,-1048.44,96.0186762851,122.544,-663.066960525,0.2,0.00355987,-650.45,-663.066960525,0.0397405,1.30424,25965.0897469,0.0133893,96.9811991732,1.03113,4.18829e-06,-663.066960525,25965.0897469,500.0,100,100,0.346763,0.974088,0.01
1,-1036.6,97.3796273045,148.454,-648.700935319,0.2,0.00579021,-640.001,-648.700935319,0.0263822,1.32635,25087.4443064,0.0134627,97.7261900837,1.02327,2.71807e-06,-648.700935319,25087.4443064,500.0,100,100,0.570453,0.985203,0.01
1,-1035.41,96.5716920786,145.929,-649.846786129,0.2,0.00332802,-637.584,-649.846786129,0.0368384,1.45101,39387.6815691,0.0143158,97.0581861455,1.03031,3.58586e-06,-649.846786129,39387.6815691,500.0,100,100,0.337318,1.01357,0.01
1,-1018.35,97.3831871972,108.765,-632.869043756,0.2,0.00584549,-620.815,-632.869043756,0.0268275,1.35978,24919.4448268,0.0136774,97.1780668272,1.02904,2.71426e-06,-632.869043756,24919.4448268,500.0,100,100,0.581145,0.994177,0.01
1,-1025.44,95.5641113607,107.335,-639.755158729,0.2,0.00376587,-627.499,-639.755158729,0.0450818,1.52337,22624.7251448,0.0155357,97.0590733127,1.0303,4.68869e-06,-639.755158729,22624.7251448,500.0,100,100,0.369267,0.980561,0.01
1,-770.161,88.1605161355,69.6932,-613.54231304,0.2,0.0025674,-595.309,-613.54231304,0.129079,1.88823,4884.50137652,0.019357,90.0205869071,1.11086,1.35651e-05,-613.54231304,4884.50137652,500.0,100,100,0.250444,0.975477,0.01
1,-753.626,88.513785374,62.4025,-595.013557023,0.2,0.000751079,-581.043,-595.013557023,0.119119,2.08043,4599.05635625,0.0218236,92.2373816686,1.08416,1.31078e-05,-595.013557023,4599.05635625,500.0,100,100,0.0715998,0.953292,0.01
1,-1007.11,95.8559143687,126.851,-626.213247182,0.2,0.00304757,-607.005,-626.213247182,0.0422657,1.30518,42641.4062321,0.0132667,95.976103362,1.04193,4.36693e-06,-626.213247182,42641.4062321,500.0,100,100,0.299819,0.983798,0.01
1,-1004.75,94.582793275,123.003,-622.773669652,0.2,0.00370601,-604.587,-622.773669652,0.054488,1.30674,41826.2798706,0.0134648,96.0204096116,1.04145,5.78531e-06,-622.773669652,41826.2798706,500.0,100,100,0.359662,0.970482,0.01
1,-752.186,94.2506690704,48.8928,-595.13545001,0.2,0.00427453,-588.877,-595.13545001,0.0577815,1.79226,2579.41238966,0.0185079,96.0900440954,1.04069,6.16167e-06,-595.13545001,2579.41238966,500.0,100,100,0.413936,0.968379,0.01
1,-988.258,98.4687167304,104.498,-601.148418377,0.2,0.00596505,-591.909,-601.148418377,0.016709,1.39813,23311.8695686,0.013556,97.8319798052,1.02216,1.57078e-06,-601.148418377,23311.8695686,500.0,100,100,0.615222,1.03138,0.01
1,-749.418,92.2608923693,59.844,-587.070340529,0.2,0.0035578,-577.764,-587.070340529,0.0813861,1.52432,3769.67514452,0.0155532,94.5434955341,1.05771,8.47301e-06,-587.070340529,3769.67514452,500.0,100,100,0.348688,0.980068,0.01
1,-736.242,96.0427898279,54.4186,-579.908418674,0.2,0.00525672,-574.756,-579.908418674,0.0399016,1.47914,3242.99181875,0.0151063,96.7591829494,1.03349,4.16188e-06,-579.908418674,3242.99181875,500.0,100,100,0.514713,0.979152,0.01
1,-979.227,98.0723535325,83.1378,-592.916667264,0.2,0.00497152,-583.411,-592.916667264,0.0203224,1.3583,21334.965201,0.0134255,98.0088975067,1.02032,1.98537e-06,-592.916667264,21334.965201,500.0,100,100,0.502986,1.01173,0.01
1,-710.228,93.3106328854,49.3581,-564.385691052,0.2,0.00434381,-556.769,-564.385691052,0.071754,1.8729,3122.82627787,0.0188149,95.6157955238,1.04585,7.24133e-06,-564.385691052,3122.82627787,500.0,100,100,0.432399,0.995437,0.01
1,-702.24,93.595465037,50.0149,-568.041745454,0.2,0.00439951,-561.911,-568.041745454,0.070987,2.39678,2083.84227347,0.0236504,95.4395533006,1.04778,6.91191e-06,-568.041745454,2083.84227347,500.0,100,100,0.445855,1.01342,0.01
1,-971.014,98.6495853996,126.387,-581.669221167,0.2,0.00555059,-576.482,-581.669221167,0.0139096,1.2632,22683.4561804,0.0125946,98.7192958816,1.01297,1.38274e-06,-581.669221167,22683.4561804,500.0,100,100,0.556706,1.00297,0.01
1,-709.943,90.1111214823,63.5987,-563.850012363,0.2,0.00226851,-553.299,-563.850012363,0.114198,2.36294,3426.12272221,0.0232804,92.6506867229,1.07932,1.1085e-05,-563.850012363,3426.12272221,500.0,100,100,0.230251,1.01499,0.01
1,-719.948,94.00981438,54.2564,-571.750050564,0.2,0.00337051,-565.076,-571.750050564,0.0622683,1.46934,3111.11599522,0.0149385,95.6104991138,1.04591,6.43623e-06,-571.750050564,3111.11599522,500.0,100,100,0.331523,0.983599,0.01
1,-711.03,97.5681428651,46.2545,-571.158440447,0.2,0.00622575,-568.591,-571.158440447,0.0262421,1.80182,2193.45362001,0.0176485,98.1989041572,1.01834,2.51764e-06,-571.158440447,2193.45362001,500.0,100,100,0.635615,1.02095,0.01
1,-711.307,97.7034632111,50.581,-567.378056607,0.2,0.00661943,-564.269,-567.378056607,0.0235594,1.38427,2679.86885103,0.0138964,97.858217593,1.02189,2.37424e-06,-567.378056607,2679.86885103,500.0,100,100,0.659386,0.996138,0.01
1,-698.255,91.0080162515,52.9227,-558.672638199,0.2,0.00278508,-549.274,-558.672638199,0.101806,2.23656,2720.67659958,0.0221445,93.9411456809,1.0645,9.98024e-06,-558.672638199,2720.67659958,500.0,100,100,0.28129,1.00999,0.01
1,-684.714,96.4907989464,46.1966,-551.398877865,0.2,0.00550726,-548.027,-551.398877865,0.0350924,1.52455,1998.30139393,0.0155983,97.3899685154,1.0268,3.67354e-06,-551.398877865,1998.30139393,500.0,100,100,0.53827,0.977382,0.01
1,-688.994,98.6999227836,48.1553,-553.365091157,0.2,0.00718578,-551.464,-553.365091157,0.0135734,1.38732,2443.20555745,0.0137355,98.5897446596,1.0143,1.33053e-06,-553.365091157,2443.20555745,500.0,100,100,0.725781,1.01002,0.01
1,-680.989,97.7469616713,38.9598,-549.462542303,0.2,0.00577854,-547.235,-549.462542303,0.0242488,1.78469,1555.08029069,0.0174878,98.3164470158,1.01712,2.32829e-06,-549.462542303,1555.08029069,500.0,100,100,0.589719,1.02053,0.01
1,-684.473,94.2398363593,58.1647,-546.388492521,0.2,0.00420721,-539.561,-546.388492521,0.0596057,1.60513,2823.44321677,0.0163361,95.0030521539,1.0526,6.17394e-06,-546.388492521,2823.44321677,500.0,100,100,0.413387,0.982568,0.01
1,-682.991,98.3713989701,41.463,-537.123594872,0.2,0.00506313,-534.938,-537.123594872,0.0168364,1.41863,1881.95143823,0.0141385,98.6537235965,1.01365,1.67231e-06,-537.123594872,1881.95143823,500.0,100,100,0.508025,1.00338,0.01
1,-675.735,98.7719135978,48.0321,-542.169969137,0.2,0.00619517,-540.837,-542.169969137,0.0123727,1.18703,2340.77399631,0.0119595,99.041803403,1.00967,1.25592e-06,-542.169969137,2340.77399631,500.0,100,100,0.6149,0.992548,0.01
1,-675.162,94.3491922296,50.4924,-543.550211448,0.2,0.00367082,-536.709,-543.550211448,0.0590409,1.74254,2596.52672114,0.017639,94.9504789003,1.05318,6.04974e-06,-543.550211448,2596.52672114,500.0,100,100,0.362637,0.987889,0.01
1,-659.664,96.9081906895,45.95,-531.581337877,0.2,0.00354716,-528.098,-531.581337877,0.0317245,1.51934,2096.8973702,0.0153132,97.4532596903,1.02613,3.22268e-06,-531.581337877,2096.8973702,500.0,100,100,0.351941,0.992177,0.01
1,-683.157,94.5968187571,56.6328,-534.530529071,0.2,0.00368997,-527.613,-534.530529071,0.0592461,1.9347,2897.56780268,0.0190922,95.5558583069,1.04651,5.76955e-06,-534.530529071,2897.56780268,500.0,100,100,0.373923,1.01335,0.01
1,-659.327,95.8337789104,47.8047,-531.219287209,0.2,0.00436511,-526.739,-531.219287209,0.0442341,1.42187,2262.27679413,0.0141669,96.5763472333,1.03545,4.39124e-06,-531.219287209,2262.27679413,500.0,100,100,0.438107,1.00366,0.01
1,-656.283,94.2354337479,46.7129,-531.169679388,0.2,0.0038187,-525.051,-531.169679388,0.0657399,1.70096,2286.21057214,0.0164907,95.4171576233,1.04803,6.17897e-06,-531.169679388,2286.21057214,500.0,100,100,0.393887,1.03147,0.01
1,-655.41,99.082194795,43.9273,-525.222887306,0.2,0.00687289,-523.848,-525.222887306,0.00929106,1.31419,1920.91638263,0.013188,98.9414340538,1.0107,9.35646e-07,-525.222887306,1920.91638263,500.0,100,100,0.684884,0.996499,0.01
1,-662.664,96.8433547036,40.7822,-532.681250566,0.2,0.00502006,-529.445,-532.681250566,0.0334275,1.42049,1750.31207837,0.0140977,97.561363662,1.025,3.29249e-06,-532.681250566,1750.31207837,500.0,100,100,0.505823,1.0076,0.01
1,-643.086,93.308150298,49.8296,-518.186823826,0.2,0.00405255,-511.33,-518.186823826,0.0740611,1.70795,2446.95268882,0.0168917,94.7306881356,1.05562,7.2442e-06,-518.186823826,2446.95268882,500.0,100,100,0.409759,1.01111,0.01
1,-645.627,95.1757938847,49.3406,-522.863930132,0.2,0.0037297,-518.178,-522.863930132,0.0489022,1.51586,2268.52175434,0.0155105,96.1191552807,1.04038,5.11992e-06,-522.863930132,2268.52175434,500.0,100,100,0.364508,0.97731,0.01
1,-644.318,4.46939367279,324.58,-518.966207566,0.2,0.00134465,-454.963,-518.966207566,74.2802,86.9618,2405.67424306,0.468836,61.6645819256,1.62168,0.00215903,-518.966207566,2405.67424306,500.0,100,100,0.249411,1.85484,0.01
1,-638.414,97.278598745,45.8118,-516.745620177,0.2,0.00445034,-513.246,-516.745620177,0.0298118,1.37586,2033.15526913,0.0133953,97.2208533583,1.02859,2.82579e-06,-516.745620177,2033.15526913,500.0,100,100,0.457107,1.02713,0.01
1,-645.952,97.0525613207,49.0514,-513.178240342,0.2,0.00659888,-510.328,-513.178240342,0.0313882,1.7227,2417.32888984,0.0170305,97.7547177683,1.02297,3.06762e-06,-513.178240342,2417.32888984,500.0,100,100,0.667503,1.01154,0.01
1,-636.21,96.4138756307,42.5077,-511.534722517,0.2,0.00408134,-506.997,-511.534722517,0.0365932,1.45407,1956.25086524,0.0147337,96.7852280541,1.03322,3.7571e-06,-511.534722517,1956.25086524,500.0,100,100,0.402788,0.986901,0.01
1,-636.638,97.025900647,40.866,-508.896584385,0.2,0.00608322,-506.046,-508.896584385,0.0303975,1.61019,1725.59973892,0.0162508,97.8360418043,1.02212,3.09622e-06,-508.896584385,1725.59973892,500.0,100,100,0.602749,0.990838,0.01
1,-632.044,97.8247362919,49.1825,-506.209876109,0.2,0.00525645,-504.237,-506.209876109,0.0221563,1.33983,2435.00154144,0.0134901,98.5177141695,1.01505,2.24609e-06,-506.209876109,2435.00154144,500.0,100,100,0.522068,0.993194,0.01
1,-622.587,98.0066240235,40.6381,-499.9395626,0.2,0.0064822,-497.152,-499.9395626,0.0202958,1.38987,1637.33402738,0.0139836,97.799222303,1.0225,2.05446e-06,-499.9395626,1637.33402738,500.0,100,100,0.644283,0.993927,0.01
1,-630.555,97.5740364385,40.4772,-506.229440848,0.2,0.00617905,-503.059,-506.229440848,0.0252358,1.34173,1672.19606555,0.013385,97.4627366826,1.02603,2.51143e-06,-506.229440848,1672.19606555,500.0,100,100,0.619398,1.00242,0.01
1,-640.347,95.7301918078,42.656,-510.219037849,0.2,0.00525369,-505.674,-510.219037849,0.0423688,1.34106,1990.28363995,0.0138288,96.7115387365,1.034,4.50529e-06,-510.219037849,1990.28363995,500.0,100,100,0.509478,0.969754,0.01
1,-622.657,97.5898047995,44.828,-497.980153286,0.2,0.00376836,-495.097,-497.980153286,0.0250174,1.48734,2044.93157931,0.0148524,97.8665403874,1.0218,2.49467e-06,-497.980153286,2044.93157931,500.0,100,100,0.377369,1.00142,0.01
1,-628.718,96.1219841395,44.1823,-508.721013605,0.2,0.00443096,-504.097,-508.721013605,0.0414284,1.44029,2007.3640163,0.0142848,96.4690161173,1.0366,4.07521e-06,-508.721013605,2007.3640163,500.0,100,100,0.446758,1.00826,0.01
1,-622.886,96.8247222361,44.9246,-496.657342052,0.2,0.00378195,-492.377,-496.657342052,0.0341805,1.38851,2184.83619407,0.0136692,97.0160475441,1.03076,3.31257e-06,-496.657342052,2184.83619407,500.0,100,100,0.38417,1.0158,0.01
1,-610.287,95.6208318934,44.2371,-492.8117754,0.2,0.00519795,-489.044,-492.8117754,0.045731,1.94224,1632.75307005,0.0195344,96.8011433431,1.03305,4.62596e-06,-492.8117754,1632.75307005,500.0,100,100,0.516817,0.994271,0.01
1,-620.572,95.4256034717,44.3864,-501.576814177,0.2,0.00565406,-496.897,-501.576814177,0.0499056,1.63602,2074.07153455,0.016115,96.3635505212,1.03774,4.84211e-06,-501.576814177,2074.07153455,500.0,100,100,0.574007,1.01521,0.01
1,-610.795,98.7738996836,39.148,-492.15211205,0.2,0.0077236,-490.312,-492.15211205,0.0128666,1.32458,1612.90417448,0.0130757,98.4372170854,1.01588,1.25384e-06,-492.15211205,1612.90417448,500.0,100,100,0.782405,1.01301,0.01
1,-604.32,96.5856187154,37.9601,-488.63355998,0.2,0.00413569,-484.505,-488.63355998,0.036655,1.44564,1522.19695073,0.0142684,96.7563928352,1.03352,3.57081e-06,-488.63355998,1522.19695073,500.0,100,100,0.419017,1.01317,0.01
1,-601.987,94.0366198382,46.0418,-482.64070185,0.2,0.0047726,-476.097,-482.64070185,0.06383,1.61407,2262.98805947,0.0161692,94.860082473,1.05418,6.40559e-06,-482.64070185,2262.98805947,500.0,100,100,0.476417,0.998234,0.01
1,-608.237,96.1794844838,43.1747,-485.83057817,0.2,0.00392292,-481.477,-485.83057817,0.0417913,1.61679,1874.37288555,0.015842,96.8317489077,1.03272,4.01238e-06,-485.83057817,1874.37288555,500.0,100,100,0.40036,1.02057,0.01
1,-606.117,96.0549094516,47.618,-488.093433335,0.2,0.00418971,-484.223,-488.093433335,0.0404043,1.60661,2128.00781014,0.0162798,96.8668702479,1.03234,4.14862e-06,-488.093433335,2128.00781014,500.0,100,100,0.413472,0.986876,0.01
1,-607.569,98.2223713713,43.1554,-481.228421611,0.2,0.00466692,-479.084,-481.228421611,0.0184511,1.23771,1902.70739193,0.0123199,98.4071814674,1.01619,1.82809e-06,-481.228421611,1902.70739193,500.0,100,100,0.46886,1.00465,0.01
1,-601.162,97.2705899957,46.7155,-482.889954573,0.2,0.00448433,-480.214,-482.889954573,0.0284477,1.92948,2046.27607214,0.0192593,97.7270895049,1.02326,2.83433e-06,-482.889954573,2046.27607214,500.0,100,100,0.449259,1.00184,0.01
1,-594.763,94.3020331795,44.7756,-480.526124321,0.2,0.00448654,-475.394,-480.526124321,0.0602201,1.6388,1876.9560116,0.0164983,95.7342350963,1.04456,6.10329e-06,-480.526124321,1876.9560116,500.0,100,100,0.445657,0.993319,0.01
1,-583.445,95.1891852465,39.7258,-473.729674688,0.2,0.00377517,-469.46,-473.729674688,0.0511829,1.47189,1595.13552049,0.0146998,96.1994344507,1.03951,5.10502e-06,-473.729674688,1595.13552049,500.0,100,100,0.378008,1.0013,0.01
1,-604.929,97.0738332265,41.7371,-485.392826167,0.2,0.00508368,-482.359,-485.392826167,0.0309075,1.32183,1803.40715299,0.0131197,97.5662429449,1.02494,3.04484e-06,-485.392826167,1803.40715299,500.0,100,100,0.512186,1.00751,0.01
1,-591.009,93.4728217573,39.9202,-480.673318815,0.2,0.00257992,-475.277,-480.673318815,0.0720285,1.42999,1571.82922062,0.0141509,95.7129895522,1.04479,7.05349e-06,-480.673318815,1571.82922062,500.0,100,100,0.26071,1.01053,0.01
1,-587.318,98.1324032387,40.1516,-474.232340087,0.2,0.00659758,-471.729,-474.232340087,0.0199734,1.40658,1572.21825184,0.0137994,97.8334859004,1.02214,1.92241e-06,-474.232340087,1572.21825184,500.0,100,100,0.672493,1.0193,0.01
1,-591.671,97.5875866791,43.2953,-476.118408531,0.2,0.00580514,-473.799,-476.118408531,0.0245713,1.34776,1835.943927,0.0135866,97.9770513451,1.02065,2.49703e-06,-476.118408531,1835.943927,500.0,100,100,0.575857,0.991978,0.01
1,-598.085,96.9818150749,39.7921,-478.596624459,0.2,0.00664831,-475.592,-478.596624459,0.0315343,1.64437,1556.09623298,0.016418,97.4644239391,1.02602,3.14358e-06,-478.596624459,1556.09623298,500.0,100,100,0.665872,1.00157,0.01
1,-579.432,98.1945197343,39.7518,-465.053274182,0.2,0.00617008,-463.361,-465.053274182,0.0186645,1.42987,1549.77521239,0.0142632,98.5243674514,1.01498,1.85721e-06,-465.053274182,1549.77521239,500.0,100,100,0.618541,1.00248,0.01
