AvgVanillaIw,ESSClassic,BatchSize,Bound,Delta,ESSRenyi,VanillaAvgRet,VarRet,J,VarJ,eRenyi2,EpsThisIter,MinNormIw,VarNormIw,IterType,VarDiscRet,MaxVanillaIw,AvgNormIw,MinVanillaIw,VarVanillaIw,MaxNormIw,AvgEpLen,AvgDiscRet,AvgRet
1.0,299.999969474,500,4522.47,0.8,500.0,4657.69870992,71.9925511083,4657.34,8.65706,1.0,100,0.00333333,5.43914e-20,2,71.9925511083,1.0,0.00333333,1.0,,0.00333333,500.0,4657.69870992,4657.69870992
1.0,400.0,500,4540.5,0.8,500.0,4657.15244404,90.0689222216,4657.29,8.86041,1.0,100,0.0025,5.4346e-20,2,90.0689222216,1.0,0.0025,1.0,,0.0025,500.0,4657.15244404,4657.15244404
1.00117,499.274038452,500,4552.53,0.8,499.295453991,4655.48000719,132.914908099,4657.07,9.2226,1.00141,100,0.00169178,5.82989e-09,1,132.914908099,1.09015,0.002,0.846879,0.00146088,0.00217775,500.0,4655.48000719,4655.48000719
1.0,100.0,500,4424.22,0.8,500.0,4657.78001475,57.1989521054,4657.78,7.52508,1.0,100,0.01,3.50449e-18,2,57.1989521054,1.0,0.01,1.0,,0.01,500.0,4657.78001475,4657.78001475
1.0,200.000000102,500,4491.18,0.8,500.0,4654.87838554,125.131193109,4656.33,9.61033,1.0,100,0.005,2.1793e-19,2,125.131193109,1.0,0.005,1.0,,0.005,500.0,4654.87838554,4654.87838554
1.0,299.999969474,500,4521.28,0.8,500.0,4655.71190399,84.5188196788,4656.12,9.46299,1.0,100,0.00333333,5.43914e-20,2,84.5188196788,1.0,0.00333333,1.0,,0.00333333,500.0,4655.71190399,4655.71190399
1.0,400.0,500,4539.65,0.8,500.0,4657.363811,70.4745484944,4656.43,9.21369,1.0,100,0.0025,5.4346e-20,2,70.4745484944,1.0,0.0025,1.0,,0.0025,500.0,4657.363811,4657.363811
0.996295,499.314243457,500,4552.18,0.8,499.439094578,4657.06241696,62.8705916481,4656.69,8.72214,1.00112,100,0.00164146,5.50423e-09,1,62.8705916481,1.07447,0.002,0.817691,0.00136588,0.00215693,500.0,4657.06241696,4657.06241696
1.0,100.0,500,4421.54,0.8,500.0,4655.02953278,97.1185900928,4655.03,9.80547,1.0,100,0.01,3.50449e-18,2,97.1185900928,1.0,0.01,1.0,,0.01,500.0,4655.02953278,4655.02953278
1.0,200.000000102,500,4490.9,0.8,500.0,4657.06103535,80.8837062156,4656.04,9.44154,1.0,100,0.005,2.1793e-19,2,80.8837062156,1.0,0.005,1.0,,0.005,500.0,4657.06103535,4657.06103535
1.0,299.999969474,500,4521.47,0.8,500.0,4656.86308421,97.0068420256,4656.32,9.57023,1.0,100,0.00333333,5.43914e-20,2,97.0068420256,1.0,0.00333333,1.0,,0.00333333,500.0,4656.86308421,4656.86308421
1.0,400.0,500,4540.04,0.8,500.0,4658.34717192,56.0142168491,4656.82,9.12839,1.0,100,0.0025,5.4346e-20,2,56.0142168491,1.0,0.0025,1.0,,0.0025,500.0,4658.34717192,4658.34717192
0.998082,499.490812023,500,4552.34,0.8,499.517727604,4656.3513859,70.6203153299,4656.84,8.8688,1.00097,100,0.00166346,4.08674e-09,1,70.6203153299,1.08455,0.002,0.830132,0.00101777,0.00217328,500.0,4656.3513859,4656.3513859
1.0,100.0,500,4424.11,0.8,500.0,4657.65604853,70.4979036663,4657.66,8.35419,1.0,100,0.01,3.50449e-18,2,70.4979036663,1.0,0.01,1.0,,0.01,500.0,4657.65604853,4657.65604853
1.0,200.000000102,500,4491.43,0.8,500.0,4655.48895552,146.852714603,4656.57,10.4289,1.0,100,0.005,2.1793e-19,2,146.852714603,1.0,0.005,1.0,,0.005,500.0,4655.48895552,4655.48895552
1.0,299.999969474,500,4521.78,0.8,500.0,4656.69984189,93.2154857553,4656.62,10.1623,1.0,100,0.00333333,5.43914e-20,2,93.2154857553,1.0,0.00333333,1.0,,0.00333333,500.0,4656.69984189,4656.69984189
1.0,400.0,500,4539.64,0.8,500.0,4655.82984654,88.1869118349,4656.42,9.96978,1.0,100,0.0025,5.4346e-20,2,88.1869118349,1.0,0.0025,1.0,,0.0025,500.0,4655.82984654,4655.82984654
0.999647,499.301601896,500,4552.25,0.8,499.332426409,4657.52402033,69.4078087397,4656.77,9.447,1.00134,100,0.00163713,5.60433e-09,1,69.4078087397,1.09797,0.002,0.818274,0.00140009,0.00219671,500.0,4657.52402033,4657.52402033
1.0,100.0,500,4422.69,0.8,500.0,4656.20053219,104.940347852,4656.2,10.1927,1.0,100,0.01,3.50449e-18,2,104.940347852,1.0,0.01,1.0,,0.01,500.0,4656.20053219,4656.20053219
1.0,200.000000102,500,4491.83,0.8,500.0,4657.77661601,86.0799073949,4656.99,9.75582,1.0,100,0.005,2.1793e-19,2,86.0799073949,1.0,0.005,1.0,,0.005,500.0,4657.77661601,4657.77661601
1.0,299.999969474,500,4521.77,0.8,500.0,4655.89731705,125.584794494,4656.62,10.2547,1.0,100,0.00333333,5.43914e-20,2,125.584794494,1.0,0.00333333,1.0,,0.00333333,500.0,4655.89731705,4655.89731705
1.0,400.0,500,4539.94,0.8,500.0,4657.02578097,77.9556675055,4656.72,9.90923,1.0,100,0.0025,5.4346e-20,2,77.9556675055,1.0,0.0025,1.0,,0.0025,500.0,4657.02578097,4657.02578097
0.997019,498.835189226,500,4552.53,0.8,499.21528664,4657.53674212,83.7995426833,4657.07,9.34143,1.00157,100,0.00136629,9.35796e-09,1,83.7995426833,1.09689,0.002,0.681106,0.00232556,0.00220035,500.0,4657.53674212,4657.53674212
1.0,100.0,500,4399.65,0.8,500.0,4633.22008715,48108.6335163,4633.22,218.237,1.0,100,0.01,3.50449e-18,2,48108.6335163,1.0,0.01,1.0,,0.01,497.69,4633.22008715,4633.22008715
1.0,200.000000102,500,4479.63,0.8,500.0,4656.35545592,59.817959254,4644.79,154.846,1.0,100,0.005,2.1793e-19,2,59.817959254,1.0,0.005,1.0,,0.005,500.0,4656.35545592,4656.35545592
1.0,299.999969474,500,4514.08,0.8,500.0,4657.22218633,89.924970944,4648.93,126.684,1.0,100,0.00333333,5.43914e-20,2,89.924970944,1.0,0.00333333,1.0,,0.00333333,500.0,4657.22218633,4657.22218633
1.0,400.0,500,4533.98,0.8,500.0,4656.424604,111.983749166,4650.81,109.886,1.0,100,0.0025,5.4346e-20,2,111.983749166,1.0,0.0025,1.0,,0.0025,500.0,4656.424604,4656.424604
0.988354,489.665166408,500,4549.97,0.8,490.750595083,4657.34117494,69.8700634394,4655.44,29.6361,1.01885,100,0.000576909,8.45916e-08,1,69.8700634394,1.31142,0.002,0.285095,0.0206582,0.00265375,500.0,4657.34117494,4657.34117494
1.0,100.0,500,4423.5,0.8,500.0,4657.03765203,63.7226402377,4657.04,7.94265,1.0,100,0.01,3.50449e-18,2,63.7226402377,1.0,0.01,1.0,,0.01,500.0,4657.03765203,4657.03765203
1.0,200.000000102,500,4492.4,0.8,500.0,4658.02991205,51.7983992855,4657.53,7.57821,1.0,100,0.005,2.1793e-19,2,51.7983992855,1.0,0.005,1.0,,0.005,500.0,4658.02991205,4658.02991205
1.0,299.999969474,500,4519.59,0.8,500.0,4648.28129154,10512.8950108,4654.45,59.3849,1.0,100,0.00333333,5.43914e-20,2,10512.8950108,1.0,0.00333333,1.0,,0.00333333,498.96,4648.28129154,4648.28129154
1.0,400.0,500,4537.9,0.8,500.0,4655.41656026,109.720276149,4654.69,51.6939,1.0,100,0.0025,5.4346e-20,2,109.720276149,1.0,0.0025,1.0,,0.0025,500.0,4655.41656026,4655.41656026
0.989813,494.992871962,500,4551.32,0.8,495.710008208,4656.5564289,79.4421804456,4656.23,22.6071,1.00865,100,0.000917514,4.05431e-08,1,79.4421804456,1.18003,0.002,0.454084,0.00993032,0.00238435,500.0,4656.5564289,4656.5564289
1.0,100.0,500,4423.23,0.8,500.0,4656.73359428,95.8192234726,4656.73,9.73966,1.0,100,0.01,3.50449e-18,2,95.8192234726,1.0,0.01,1.0,,0.01,500.0,4656.73359428,4656.73359428
1.0,200.000000102,500,4491.96,0.8,500.0,4657.5479925,94.0548345057,4657.14,9.70326,1.0,100,0.005,2.1793e-19,2,94.0548345057,1.0,0.005,1.0,,0.005,500.0,4657.5479925,4657.5479925
1.0,299.999969474,500,4522.32,0.8,500.0,4657.27451827,56.4506371874,4657.18,9.02228,1.0,100,0.00333333,5.43914e-20,2,56.4506371874,1.0,0.00333333,1.0,,0.00333333,500.0,4657.27451827,4657.27451827
1.0,400.0,500,4540.34,0.8,500.0,4656.99707297,69.7816268086,4657.14,8.85035,1.0,100,0.0025,5.4346e-20,2,69.7816268086,1.0,0.0025,1.0,,0.0025,500.0,4656.99707297,4656.99707297
0.998419,499.463572799,500,4553.02,0.8,499.487746586,4658.69046639,74.3622505644,4657.54,8.71485,1.00103,100,0.00180071,4.30361e-09,1,74.3622505644,1.09635,0.002,0.898933,0.0010725,0.00219618,500.0,4658.69046639,4658.69046639
1.0,100.0,500,4424.09,0.8,500.0,4657.67490382,77.7900079519,4657.67,8.77567,1.0,100,0.01,3.50449e-18,2,77.7900079519,1.0,0.01,1.0,,0.01,500.0,4657.67490382,4657.67490382
1.0,200.000000102,500,4492.5,0.8,500.0,4657.66975648,81.735061276,4657.67,8.88623,1.0,100,0.005,2.1793e-19,2,81.735061276,1.0,0.005,1.0,,0.005,500.0,4657.66975648,4657.66975648
1.0,299.999969474,500,4523.28,0.8,500.0,4659.08638384,70.1743281937,4658.14,8.73186,1.0,100,0.00333333,5.43914e-20,2,70.1743281937,1.0,0.00333333,1.0,,0.00333333,500.0,4659.08638384,4659.08638384
1.0,400.0,500,4541.49,0.8,500.0,4658.6962539,51.2594201691,4658.28,8.36229,1.0,100,0.0025,5.4346e-20,2,51.2594201691,1.0,0.0025,1.0,,0.0025,500.0,4658.6962539,4658.6962539
1.00092,499.519484991,500,4553.82,0.8,499.5382524,4658.07484605,66.1838773597,4658.33,8.19341,1.00092,100,0.00164952,3.85548e-09,1,66.1838773597,1.08515,0.002,0.825513,0.000965637,0.00216831,500.0,4658.07484605,4658.07484605
1.0,100.0,500,4424.67,0.8,500.0,4658.19996774,60.6567858214,4658.2,7.74923,1.0,100,0.01,3.50449e-18,2,60.6567858214,1.0,0.01,1.0,,0.01,500.0,4658.19996774,4658.19996774
1.0,200.000000102,500,4492.54,0.8,500.0,4657.14081984,65.5969947365,4657.67,7.92314,1.0,100,0.005,2.1793e-19,2,65.5969947365,1.0,0.005,1.0,,0.005,500.0,4657.14081984,4657.14081984
1.0,299.999969474,500,4522.58,0.8,500.0,4657.00037211,75.0658072033,4657.45,8.16837,1.0,100,0.00333333,5.43914e-20,2,75.0658072033,1.0,0.00333333,1.0,,0.00333333,500.0,4657.00037211,4657.00037211
1.0,400.0,500,4540.85,0.8,500.0,4658.25859214,73.4559641845,4657.65,8.26714,1.0,100,0.0025,5.4346e-20,2,73.4559641845,1.0,0.0025,1.0,,0.0025,500.0,4658.25859214,4658.25859214
1.00109,499.72551583,500,4553.46,0.8,499.738174763,4658.84601864,64.2988526126,4657.95,8.15862,1.00052,100,0.00182663,2.2029e-09,1,64.2988526126,1.05211,0.002,0.914309,0.000551922,0.00210194,500.0,4658.84601864,4658.84601864
1.0,100.0,500,4424.13,0.8,500.0,4657.64118464,72.7662391991,4657.64,8.48757,1.0,100,0.01,3.50449e-18,2,72.7662391991,1.0,0.01,1.0,,0.01,500.0,4657.64118464,4657.64118464
1.0,200.000000102,500,4492.14,0.8,500.0,4656.86837473,78.4619295495,4657.25,8.6607,1.0,100,0.005,2.1793e-19,2,78.4619295495,1.0,0.005,1.0,,0.005,500.0,4656.86837473,4656.86837473
1.0,299.999969474,500,4522.65,0.8,500.0,4657.93746167,77.8328005403,4657.48,8.70594,1.0,100,0.00333333,5.43914e-20,2,77.8328005403,1.0,0.00333333,1.0,,0.00333333,500.0,4657.93746167,4657.93746167
1.0,400.0,500,4540.8,0.8,500.0,4657.82457225,61.5813557209,4657.57,8.49166,1.0,100,0.0025,5.4346e-20,2,61.5813557209,1.0,0.0025,1.0,,0.0025,500.0,4657.82457225,4657.82457225
1.00136,499.812618754,500,4553.25,0.8,499.801118835,4658.03467519,52.9074804585,4657.71,8.19478,1.0004,100,0.00182234,1.50007e-09,1,52.9074804585,1.04538,0.002,0.91241,0.000376037,0.00208793,500.0,4658.03467519,4658.03467519
1.0,100.0,500,4423.8,0.8,500.0,4657.39022691,59.4914517045,4657.39,7.6744,1.0,100,0.01,3.50449e-18,2,59.4914517045,1.0,0.01,1.0,,0.01,500.0,4657.39022691,4657.39022691
1.0,200.000000102,500,4492.1,0.8,500.0,4657.23623448,73.3303241709,4657.31,8.10879,1.0,100,0.005,2.1793e-19,2,73.3303241709,1.0,0.005,1.0,,0.005,500.0,4657.23623448,4657.23623448
1.0,299.999969474,500,4522.42,0.8,500.0,4657.32031865,83.7266197589,4657.32,8.45368,1.0,100,0.00333333,5.43914e-20,2,83.7266197589,1.0,0.00333333,1.0,,0.00333333,500.0,4657.32031865,4657.32031865
1.0,400.0,500,4540.48,0.8,500.0,4657.26405981,62.8992440084,4657.3,8.31664,1.0,100,0.0025,5.4346e-20,2,62.8992440084,1.0,0.0025,1.0,,0.0025,500.0,4657.26405981,4657.26405981
0.999352,499.545605038,500,4553.1,0.8,499.640425533,4658.50582125,64.1324806398,4657.63,8.23326,1.00072,100,0.00174492,3.64582e-09,1,64.1324806398,1.10462,0.002,0.871896,0.000910275,0.00221066,500.0,4658.50582125,4658.50582125
1.0,100.0,500,4422.14,0.8,500.0,4655.60659835,104.890805853,4655.61,10.1903,1.0,100,0.01,3.50449e-18,2,104.890805853,1.0,0.01,1.0,,0.01,500.0,4655.60659835,4655.60659835
1.0,200.000000102,500,4490.94,0.8,500.0,4656.47116757,80.2327824725,4656.04,9.58243,1.0,100,0.005,2.1793e-19,2,80.2327824725,1.0,0.005,1.0,,0.005,500.0,4656.47116757,4656.47116757
1.0,299.999969474,500,4521.72,0.8,500.0,4657.68750824,58.7599273834,4656.59,9.01166,1.0,100,0.00333333,5.43914e-20,2,58.7599273834,1.0,0.00333333,1.0,,0.00333333,500.0,4657.68750824,4657.68750824
1.0,400.0,500,4539.86,0.8,500.0,4656.84234742,87.4853164373,4656.65,9.08692,1.0,100,0.0025,5.4346e-20,2,87.4853164373,1.0,0.0025,1.0,,0.0025,500.0,4656.84234742,4656.84234742
0.998276,499.227569873,500,4552.47,0.8,499.261874465,4657.7173422,64.6683531836,4657.01,8.64604,1.00148,100,0.00168542,6.19898e-09,1,64.6683531836,1.07091,0.002,0.841256,0.0015444,0.00214552,500.0,4657.7173422,4657.7173422
1.0,100.0,500,4422.95,0.8,500.0,4656.50367704,66.6068836428,4656.5,8.12038,1.0,100,0.01,3.50449e-18,2,66.6068836428,1.0,0.01,1.0,,0.01,500.0,4656.50367704,4656.50367704
1.0,200.000000102,500,4492.44,0.8,500.0,4658.686856,46.5150605393,4657.6,7.56219,1.0,100,0.005,2.1793e-19,2,46.5150605393,1.0,0.005,1.0,,0.005,500.0,4658.686856,4658.686856
1.0,299.999969474,500,4523.22,0.8,500.0,4659.0218345,54.2658188743,4658.07,7.51561,1.0,100,0.00333333,5.43914e-20,2,54.2658188743,1.0,0.00333333,1.0,,0.00333333,500.0,4659.0218345,4659.0218345
1.0,400.0,500,4541.4,0.8,500.0,4658.52389416,46.7542050344,4658.18,7.34667,1.0,100,0.0025,5.4346e-20,2,46.7542050344,1.0,0.0025,1.0,,0.0025,500.0,4658.52389416,4658.52389416
0.999734,499.799982795,500,4553.6,0.8,499.805109201,4657.3998164,76.8430552669,4658.07,7.62587,1.00039,100,0.00185997,1.60336e-09,1,76.8430552669,1.07026,0.002,0.929739,0.000400627,0.00214109,500.0,4657.3998164,4657.3998164
1.0,100.0,500,4417.94,0.8,500.0,4651.42045825,4142.61736475,4651.42,64.0405,1.0,100,0.01,3.50449e-18,2,4142.61736475,1.0,0.01,1.0,,0.01,499.33,4651.42045825,4651.42045825
1.0,200.000000102,500,4489.45,0.8,500.0,4657.76459846,69.4322879727,4654.59,45.7715,1.0,100,0.005,2.1793e-19,2,69.4322879727,1.0,0.005,1.0,,0.005,500.0,4657.76459846,4657.76459846
1.0,299.999969474,500,4521.11,0.8,500.0,4658.65220754,75.0348385686,4655.95,37.7506,1.0,100,0.00333333,5.43914e-20,2,75.0348385686,1.0,0.00333333,1.0,,0.00333333,500.0,4658.65220754,4658.65220754
1.0,400.0,500,4539.7,0.8,500.0,4658.19240816,89.0473492709,4656.51,33.0427,1.0,100,0.0025,5.4346e-20,2,89.0473492709,1.0,0.0025,1.0,,0.0025,500.0,4658.19240816,4658.19240816
0.993971,493.219046451,500,4551.66,0.8,494.337336618,4649.29907716,5942.08141072,4656.74,21.2183,1.01146,100,0.000712301,5.51042e-08,1,5942.08141072,1.24325,0.002,0.354003,0.0136105,0.00250159,499.19,4649.29907716,4649.29907716
1.0,100.0,500,4424.88,0.8,500.0,4658.45238633,51.1663322497,4658.45,7.11719,1.0,100,0.01,3.50449e-18,2,51.1663322497,1.0,0.01,1.0,,0.01,500.0,4658.45238633,4658.45238633
1.0,200.000000102,500,4493.01,0.8,500.0,4657.91405653,66.0727797565,4658.18,7.62272,1.0,100,0.005,2.1793e-19,2,66.0727797565,1.0,0.005,1.0,,0.005,500.0,4657.91405653,4657.91405653
1.0,299.999969474,500,4523.22,0.8,500.0,4657.89831604,74.0440765794,4658.09,7.9492,1.0,100,0.00333333,5.43914e-20,2,74.0440765794,1.0,0.00333333,1.0,,0.00333333,500.0,4657.89831604,4657.89831604
1.0,400.0,500,4540.4,0.8,500.0,4654.60356052,158.736432438,4657.22,9.43167,1.0,100,0.0025,5.4346e-20,2,158.736432438,1.0,0.0025,1.0,,0.0025,500.0,4654.60356052,4654.60356052
1.00021,499.303829807,500,4552.65,0.8,499.377728058,4656.50265049,74.9765698429,4657.2,9.14629,1.00125,100,0.00169963,5.58811e-09,1,74.9765698429,1.08804,0.002,0.849991,0.00139761,0.00217562,500.0,4656.50265049,4656.50265049
1.0,100.0,500,4424.44,0.8,500.0,4657.95386226,48.9936704985,4657.95,6.96444,1.0,100,0.01,3.50449e-18,2,48.9936704985,1.0,0.01,1.0,,0.01,500.0,4657.95386226,4657.95386226
1.0,200.000000102,500,4492.18,0.8,500.0,4656.65512052,54.1158930669,4657.3,7.17361,1.0,100,0.005,2.1793e-19,2,54.1158930669,1.0,0.005,1.0,,0.005,500.0,4656.65512052,4656.65512052
1.0,299.999969474,500,4522.48,0.8,500.0,4657.40142713,103.55930262,4657.34,8.27551,1.0,100,0.00333333,5.43914e-20,2,103.55930262,1.0,0.00333333,1.0,,0.00333333,500.0,4657.40142713,4657.40142713
1.0,400.0,500,4540.29,0.8,500.0,4656.32440156,79.1672958229,4657.08,8.43499,1.0,100,0.0025,5.4346e-20,2,79.1672958229,1.0,0.0025,1.0,,0.0025,500.0,4656.32440156,4656.32440156
0.999124,499.696626449,500,4553.36,0.8,499.721503493,4660.63476213,38.1554434857,4657.85,8.07284,1.00056,100,0.00179296,2.43508e-09,1,38.1554434857,1.05547,0.002,0.895694,0.000607705,0.00211279,500.0,4660.63476213,4660.63476213
1.0,100.0,500,4424.47,0.8,500.0,4658.01524109,69.5165106718,4658.01,8.29587,1.0,100,0.01,3.50449e-18,2,69.5165106718,1.0,0.01,1.0,,0.01,500.0,4658.01524109,4658.01524109
1.0,200.000000102,500,4493.3,0.8,500.0,4658.97782097,59.9381597358,4658.5,8.01946,1.0,100,0.005,2.1793e-19,2,59.9381597358,1.0,0.005,1.0,,0.005,500.0,4658.97782097,4658.97782097
1.0,299.999969474,500,4523.31,0.8,500.0,4657.59448382,62.2750179151,4658.2,7.97534,1.0,100,0.00333333,5.43914e-20,2,62.2750179151,1.0,0.00333333,1.0,,0.00333333,500.0,4657.59448382,4657.59448382
1.0,400.0,500,4541.45,0.8,500.0,4658.52448467,58.1439443415,4658.28,7.88133,1.0,100,0.0025,5.4346e-20,2,58.1439443415,1.0,0.0025,1.0,,0.0025,500.0,4658.52448467,4658.52448467
0.99955,499.792105949,500,4553.43,0.8,499.819046206,4656.40355324,71.6241628788,4657.95,8.00281,1.00036,100,0.00184369,1.66547e-09,1,71.6241628788,1.04672,0.002,0.921431,0.000415993,0.00209438,500.0,4656.40355324,4656.40355324
1.0,100.0,500,4424.93,0.8,500.0,4658.53130311,66.2184946748,4658.53,8.09668,1.0,100,0.01,3.50449e-18,2,66.2184946748,1.0,0.01,1.0,,0.01,500.0,4658.53130311,4658.53130311
1.0,200.000000102,500,4492.41,0.8,500.0,4656.63796259,70.2788264476,4657.58,8.27419,1.0,100,0.005,2.1793e-19,2,70.2788264476,1.0,0.005,1.0,,0.005,500.0,4656.63796259,4656.63796259
1.0,299.999969474,500,4522.84,0.8,500.0,4657.95223328,72.5560650049,4657.71,8.34356,1.0,100,0.00333333,5.43914e-20,2,72.5560650049,1.0,0.00333333,1.0,,0.00333333,500.0,4657.95223328,4657.95223328
1.0,400.0,500,4540.84,0.8,500.0,4657.4535039,93.4405102411,4657.64,8.68043,1.0,100,0.0025,5.4346e-20,2,93.4405102411,1.0,0.0025,1.0,,0.0025,500.0,4657.4535039,4657.4535039
1.00167,499.653528825,500,4553.31,0.8,499.666377142,4658.13005703,66.9025781069,4657.81,8.50022,1.00067,100,0.00173884,2.77926e-09,1,66.9025781069,1.06529,0.002,0.870874,0.000697144,0.00212702,500.0,4658.13005703,4658.13005703
1.0,100.0,500,4425.57,0.8,500.0,4659.12329406,55.2683205463,4659.12,7.39702,1.0,100,0.01,3.50449e-18,2,55.2683205463,1.0,0.01,1.0,,0.01,500.0,4659.12329406,4659.12329406
1.0,200.000000102,500,4492.96,0.8,500.0,4657.08606639,79.0627366373,4658.1,8.21776,1.0,100,0.005,2.1793e-19,2,79.0627366373,1.0,0.005,1.0,,0.005,500.0,4657.08606639,4657.08606639
1.0,299.999969474,500,4523.43,0.8,500.0,4658.67685992,56.9283503449,4658.29,7.99251,1.0,100,0.00333333,5.43914e-20,2,56.9283503449,1.0,0.00333333,1.0,,0.00333333,500.0,4658.67685992,4658.67685992
1.0,400.0,500,4541.43,0.8,500.0,4658.01650829,51.6140430898,4658.23,7.79096,1.0,100,0.0025,5.4346e-20,2,51.6140430898,1.0,0.0025,1.0,,0.0025,500.0,4658.01650829,4658.01650829
0.998438,499.743953826,500,4553.89,0.8,499.758658132,4658.7606335,72.6095441583,4658.39,7.88049,1.00048,100,0.00175239,2.05357e-09,1,72.6095441583,1.07385,0.002,0.874826,0.000511791,0.00215106,500.0,4658.7606335,4658.7606335
1.0,100.0,500,4424.74,0.8,500.0,4658.32934029,63.9111224109,4658.33,7.95438,1.0,100,0.01,3.50449e-18,2,63.9111224109,1.0,0.01,1.0,,0.01,500.0,4658.32934029,4658.32934029
1.0,200.000000102,500,4492.86,0.8,500.0,4657.7192182,62.0991910884,4658.02,7.90368,1.0,100,0.005,2.1793e-19,2,62.0991910884,1.0,0.005,1.0,,0.005,500.0,4657.7192182,4657.7192182
1.0,299.999969474,500,4523.4,0.8,500.0,4658.743789,45.3775765048,4658.26,7.53227,1.0,100,0.00333333,5.43914e-20,2,45.3775765048,1.0,0.00333333,1.0,,0.00333333,500.0,4658.743789,4658.743789
1.0,400.0,500,4541.72,0.8,500.0,4659.2691588,68.2077199009,4658.52,7.72154,1.0,100,0.0025,5.4346e-20,2,68.2077199009,1.0,0.0025,1.0,,0.0025,500.0,4659.2691588,4659.2691588
0.999533,499.414104218,500,4554.16,0.8,499.444982275,4658.84096283,56.5500459482,4658.69,7.63174,1.00111,100,0.00169522,4.70229e-09,1,56.5500459482,1.1277,0.002,0.847214,0.00117447,0.00225645,500.0,4658.84096283,4658.84096283
1.0,100.0,500,4408.72,0.8,500.0,4642.27383207,24145.1091328,4642.27,154.608,1.0,100,0.01,3.50449e-18,2,24145.1091328,1.0,0.01,1.0,,0.01,498.35,4642.27383207,4642.27383207
1.0,200.000000102,500,4484.84,0.8,500.0,4657.88130856,70.3401343497,4650.08,109.761,1.0,100,0.005,2.1793e-19,2,70.3401343497,1.0,0.005,1.0,,0.005,500.0,4657.88130856,4657.88130856
1.0,299.999969474,500,4517.9,0.8,500.0,4658.28415271,66.2030370605,4652.81,89.8249,1.0,100,0.00333333,5.43914e-20,2,66.2030370605,1.0,0.00333333,1.0,,0.00333333,500.0,4658.28415271,4658.28415271
1.0,400.0,500,4536.98,0.8,500.0,4656.85321343,73.6534235902,4653.82,77.9273,1.0,100,0.0025,5.4346e-20,2,73.6534235902,1.0,0.0025,1.0,,0.0025,500.0,4656.85321343,4656.85321343
0.99043,492.610663572,500,4551.28,0.8,493.763479949,4656.79880215,61.1375364433,4656.45,26.8961,1.01263,100,0.000559458,6.01194e-08,1,61.1375364433,1.20006,0.002,0.277052,0.0147436,0.00242332,500.0,4656.79880215,4656.79880215
1.0,100.0,500,4424.06,0.8,500.0,4657.5894022,66.1986914771,4657.59,8.09546,1.0,100,0.01,3.50449e-18,2,66.1986914771,1.0,0.01,1.0,,0.01,500.0,4657.5894022,4657.5894022
1.0,200.000000102,500,4492.48,0.8,500.0,4657.62897929,65.8497897481,4657.61,8.08482,1.0,100,0.005,2.1793e-19,2,65.8497897481,1.0,0.005,1.0,,0.005,500.0,4657.62897929,4657.62897929
1.0,299.999969474,500,4522.97,0.8,500.0,4658.36972383,59.8763511993,4657.86,7.96643,1.0,100,0.00333333,5.43914e-20,2,59.8763511993,1.0,0.00333333,1.0,,0.00333333,500.0,4658.36972383,4658.36972383
1.0,400.0,500,4540.9,0.8,500.0,4657.29632902,42.7202704549,4657.72,7.63095,1.0,100,0.0025,5.4346e-20,2,42.7202704549,1.0,0.0025,1.0,,0.0025,500.0,4657.29632902,4657.29632902
0.998185,499.766682726,500,4553.11,0.8,499.791947188,4656.93393191,87.8482097435,4657.62,7.95334,1.00042,100,0.0018135,1.87184e-09,1,87.8482097435,1.04895,0.002,0.905106,0.000466263,0.00210172,500.0,4656.93393191,4656.93393191
1.0,100.0,500,4423.21,0.8,500.0,4656.75080397,77.6612952597,4656.75,8.76839,1.0,100,0.01,3.50449e-18,2,77.6612952597,1.0,0.01,1.0,,0.01,500.0,4656.75080397,4656.75080397
1.0,200.000000102,500,4492.46,0.8,500.0,4658.48234963,61.9332579533,4657.62,8.35755,1.0,100,0.005,2.1793e-19,2,61.9332579533,1.0,0.005,1.0,,0.005,500.0,4658.48234963,4658.48234963
1.0,299.999969474,500,4523.11,0.8,500.0,4658.65542827,53.7081310876,4657.96,8.03302,1.0,100,0.00333333,5.43914e-20,2,53.7081310876,1.0,0.00333333,1.0,,0.00333333,500.0,4658.65542827,4658.65542827
1.0,400.0,500,4541.18,0.8,500.0,4657.97915892,51.3723301133,4657.97,7.8174,1.0,100,0.0025,5.4346e-20,2,51.3723301133,1.0,0.0025,1.0,,0.0025,500.0,4657.97915892,4657.97915892
0.999514,499.577837138,500,4553.41,0.8,499.659472322,4657.27915846,69.337747448,4657.9,7.87282,1.00068,100,0.00180417,3.38603e-09,1,69.337747448,1.08385,0.002,0.901646,0.000845685,0.00216875,500.0,4657.27915846,4657.27915846
1.0,100.0,500,4424.46,0.8,500.0,4657.96908242,65.3082703704,4657.97,8.04088,1.0,100,0.01,3.50449e-18,2,65.3082703704,1.0,0.01,1.0,,0.01,500.0,4657.96908242,4657.96908242
1.0,200.000000102,500,4493.45,0.8,500.0,4659.27186311,55.0354395752,4658.62,7.74563,1.0,100,0.005,2.1793e-19,2,55.0354395752,1.0,0.005,1.0,,0.005,500.0,4659.27186311,4659.27186311
