entloss,EpRewMean,EpisodesSoFar,SampleRenyi2,TimeElapsed,EpLenMean,entropy,Step_size,J_hat,optimgain,surrgain,DiscEpRewMean,TimestepsSoFar,Var_J,ev_tdlam_before,EpThisIter,meankl
,679.650263606,33255,3.04351,5573.673489332199,68.7285223368,-0.25324,1.0,492.98828125,0.00312138,0.00312138,548.411252585,3000000,768.0598754882812,0.73608571291,291,0.00915431
,665.685361807,33552,1.28562,5626.764106988907,67.3400673401,-0.255676,1.0,569.9619140625,0.00421637,0.00421637,543.386698573,3020000,507.12713623046875,0.660102128983,297,0.00839212
,686.730639895,33840,3.20763,5680.804047584534,69.4444444444,-0.284833,1.0,538.9389038085938,0.00483548,0.00483548,555.721776257,3040000,527.0492553710938,0.725479751825,288,0.00690984
,665.791980247,34137,1.49045,5736.576026201248,67.3400673401,-0.312923,1.0,567.7740478515625,0.00542254,0.00542254,543.647962638,3060000,608.9163208007812,0.670860677958,297,0.00870437
,677.302850168,34429,1.34161,5790.9048709869385,68.4931506849,-0.31665,1.0,533.97314453125,0.00421302,0.00421302,548.068893355,3080000,780.1395874023438,0.719543993473,292,0.00722175
,682.070477098,34719,2.34102,5846.507426261902,68.9655172414,-0.36061,1.0,577.4640502929688,0.00339922,0.00339922,549.116828965,3100000,727.1123657226562,0.748448371887,290,0.00827846
,684.429608692,35008,1.94742,5901.280544281006,69.2041522491,-0.323624,1.0,520.5914916992188,0.00313935,0.00313935,552.530214825,3120000,872.5751342773438,0.734074860811,289,0.00934112
,672.643471938,35302,1.75984,5956.536799907684,68.0272108844,-0.357164,1.0,576.6537475585938,0.00612096,0.00612096,545.531710714,3140000,554.29443359375,0.668363124132,294,0.00814879
,672.64281786,35596,1.42027,6011.346586465836,68.0272108844,-0.323125,1.0,510.6157531738281,0.00504439,0.00504439,543.489772316,3160000,609.2670288085938,0.764086037874,294,0.00682299
,659.023830508,35896,1.05881,6067.770046710968,66.6666666667,-0.338375,1.0,590.7289428710938,0.00568397,0.00568397,539.888110743,3180000,474.966796875,0.683300375938,300,0.0100821
,684.248940043,36185,1.47587,6124.134305715561,69.2041522491,-0.359789,1.0,571.7193603515625,0.00568471,0.00568471,552.383394458,3200000,635.2566528320312,0.757432371378,289,0.00698105
,672.614043026,36479,1.60372,6180.701739788055,68.0272108844,-0.407104,1.0,571.5850830078125,0.0022923,0.0022923,548.058878897,3220000,543.0030517578125,0.726859182119,294,0.00845237
,667.999764043,36775,1.28967,6236.483925104141,67.5675675676,-0.447144,1.0,564.7877197265625,0.0029524,0.0029524,541.170214752,3240000,707.7974853515625,0.743469595909,296,0.00897599
,677.220706186,37067,1.25886,6294.690675497055,68.4931506849,-0.45996,1.0,509.7211608886719,0.00335104,0.00335104,546.973328353,3260000,588.1206665039062,0.784740373492,292,0.00683956
,672.572217356,37361,2.66436,6352.538329362869,68.0272108844,-0.44398,1.0,570.6140747070312,0.00439252,0.00439252,544.989675432,3280000,1016.2931518554688,0.7514192909,294,0.00756204
,663.467829658,37659,1.41547,6410.209015846252,67.1140939597,-0.460338,1.0,496.747314453125,0.00385807,0.00385807,538.76761238,3300000,657.3018188476562,0.784945815802,298,0.00737386
,650.210130752,37963,1.02435,6466.380934000015,65.7894736842,-0.462283,1.0,594.240966796875,0.00610809,0.00610809,533.504651642,3320000,654.7903442382812,0.686338722706,304,0.00987469
,663.479759991,38261,1.23064,6524.579436302185,67.1140939597,-0.47462,1.0,484.6142578125,0.00254718,0.00254718,538.063844654,3340000,932.942138671875,0.756949529052,298,0.00944355
,663.481505138,38559,1.07702,6580.917163133621,67.1140939597,-0.483155,1.0,544.4473876953125,0.00205081,0.00205081,538.562795202,3360000,615.7591552734375,0.73409819603,298,0.010079
,659.026596923,38859,2.34229,6641.859492778778,66.6666666667,-0.49724,1.0,503.9333190917969,0.00352935,0.00352935,534.998344035,3380000,625.5447998046875,0.786873906851,300,0.00739574
,661.218801902,39158,3.11363,6700.185546398163,66.889632107,-0.511966,1.0,512.4747314453125,0.0061214,0.0061214,537.25494977,3400000,507.9946594238281,0.79438918829,299,0.00640339
,659.012317941,39458,1.69186,6757.392211437225,66.6666666667,-0.575309,1.0,555.5042114257812,0.00262539,0.00262539,537.773219761,3420000,485.91693115234375,0.738400012255,300,0.010115
,659.013963983,39758,1.86061,6820.129964828491,66.6666666667,-0.578448,1.0,550.5609130859375,0.00632684,0.00632684,535.318740686,3440000,904.5049438476562,0.798588037491,300,0.00685745
,659.003302141,40058,3.19974,6881.157012701035,66.6666666667,-0.605233,1.0,480.1439208984375,0.00213878,0.00213878,536.172757698,3460000,841.160888671875,0.774165704846,300,0.0102881
,658.996917033,40358,1.90687,6942.68718791008,66.6666666667,-0.578898,1.0,533.8272094726562,0.00351916,0.00351916,539.877639142,3480000,1159.550048828125,0.754916280508,300,0.00946052
,656.763225356,40659,1.36304,7004.117034196854,66.4451827243,-0.590934,1.0,476.7206115722656,0.00494054,0.00494054,536.666853841,3500000,1484.115478515625,0.748064160347,301,0.0101309
,654.539684488,40961,2.1921,7062.661303281784,66.2251655629,-0.592898,1.0,544.0293579101562,0.00544397,0.00544397,538.71179807,3520000,461.7606201171875,0.725041657686,302,0.00673662
,656.755262579,41262,1.15259,7125.359415769577,66.4451827243,-0.642944,1.0,584.88134765625,0.00486848,0.00486848,541.016968389,3540000,360.1549072265625,0.663349628448,301,0.0106104
,658.98624056,41562,2.09003,7185.640772104263,66.6666666667,-0.660276,1.0,513.16015625,0.00304668,0.00304668,539.60384273,3560000,666.008056640625,0.749183028936,300,0.00789147
,654.543172703,41864,2.01881,7246.843744754791,66.2251655629,-0.667727,1.0,555.7328491210938,0.00591423,0.00591423,537.764757598,3580000,671.1975708007812,0.658765375614,302,0.00724234
,654.549433347,42166,1.11234,7309.255905389786,66.2251655629,-0.663094,1.0,568.1754760742188,0.00395791,0.00395791,538.097148671,3600000,426.0403137207031,0.56316396594,302,0.00965171
,658.991914945,42466,1.41904,7369.810798168182,66.6666666667,-0.711825,1.0,507.4263916015625,0.00270509,0.00270509,539.64447973,3620000,518.2681884765625,0.689761936665,300,0.0098968
,654.515795471,42768,1.40692,7434.761956453323,66.2251655629,-0.729708,1.0,561.85791015625,0.00273153,0.00273153,537.277376318,3640000,501.4759521484375,0.637294739485,302,0.00952766
,658.989448462,43068,3.08472,7495.06739115715,66.6666666667,-0.713595,1.0,527.3155517578125,0.00496203,0.00496203,539.56307797,3660000,1075.346923828125,0.691495776176,300,0.00926114
,652.352848644,43371,1.52319,7556.419478178024,66.0066006601,-0.733058,1.0,550.5477294921875,0.00243572,0.00243572,537.238296983,3680000,441.5096435546875,0.545130729675,303,0.0102253
,656.7661931,43672,2.14143,7618.27446603775,66.4451827243,-0.754631,1.0,526.4329223632812,0.00219314,0.00219314,537.729221938,3700000,708.31396484375,0.643887162209,301,0.010178
,648.000174675,43977,2.52268,7679.075819015503,65.5737704918,-0.793214,1.0,534.629638671875,0.00485851,0.00485851,533.996853418,3720000,480.28155517578125,0.48530369997,305,0.00945821
,658.967761768,44277,2.43428,7741.322906255722,66.6666666667,-0.843238,1.0,540.4517822265625,0.00370636,0.00370636,541.370075356,3740000,588.6284790039062,0.665449917316,300,0.00978619
,650.154244665,44581,3.55926,7804.027906417847,65.7894736842,-0.848655,1.0,533.31689453125,0.00705954,0.00705954,535.475275508,3760000,1233.206787109375,0.591012388468,304,0.00805604
,639.446211519,44890,2.98401,7866.98495221138,64.7249190939,-0.85873,1.0,592.5199584960938,0.00849237,0.00849237,527.023084917,3780000,329.4774169921875,0.413818538189,309,0.00890172
,654.533703857,45192,1.55185,7930.244735479355,66.2251655629,-0.933376,1.0,556.8225708007812,0.00159607,0.00159607,536.603872604,3800000,495.7679443359375,0.664170265198,302,0.0107415
,658.969567529,45492,1.73852,7992.854662895203,66.6666666667,-0.921982,1.0,535.57373046875,0.00281684,0.00281684,539.367798784,3820000,558.5172119140625,0.722997486591,300,0.0088563
,658.948056695,45792,4.22845,8057.438679933548,66.6666666667,-0.925869,1.0,536.3677368164062,0.00714497,0.00714497,541.596134773,3840000,472.3515319824219,0.691371738911,300,0.00761018
,656.730131107,46093,2.26463,8119.813439130783,66.4451827243,-0.976294,1.0,556.6571044921875,0.00290798,0.00290798,540.875185628,3860000,576.7208862304688,0.676453202963,301,0.00955884
,645.842541074,46399,2.49081,8184.9423797130585,65.3594771242,-0.996437,1.0,567.929931640625,0.00344398,0.00344398,532.072905781,3880000,420.4820251464844,0.595538675785,306,0.00998605
,658.966087634,46699,1.85565,8249.197450399399,66.6666666667,-0.989015,1.0,550.8040161132812,0.00542133,0.00542133,540.100412273,3900000,638.1793212890625,0.71872445941,300,0.0084755
,658.95721321,46999,1.58294,8312.767680168152,66.6666666667,-1.02498,1.0,494.74176025390625,0.000865232,0.000865232,540.35790507,3920000,535.5847778320312,0.749858886003,300,0.0102196
,658.948708956,47299,2.04873,8378.048254013062,66.6666666667,-1.04532,1.0,554.0719604492188,0.00480295,0.00480295,542.635349769,3940000,410.2943420410156,0.730908185244,300,0.00823075
,658.945272911,47599,2.12222,8443.496302843094,66.6666666667,-1.05242,1.0,549.7451171875,0.00465744,0.00465744,540.596180288,3960000,640.7221069335938,0.764842361212,300,0.00720687
,658.942760878,47899,1.64928,8509.567825317383,66.6666666667,-1.07815,1.0,549.213134765625,0.00415907,0.00415907,541.934808637,3980000,429.185546875,0.752588242292,300,0.00803547
,656.686404261,48200,3.75879,8574.907474517822,66.4451827243,-1.0886,1.0,504.3785400390625,0.00230873,0.00230873,540.229235879,4000000,616.548828125,0.705095022917,301,0.0098455
