LearnableVariance,InitialReturnMean,MeanIWNorm,InitialBound,MeanIW,TimeElapsed,ESSClassic,OptimizationReturnMean,EpLenMean,MinIWNorm,ESSRenyi,OptimizationReturnMax,Iteration,EpRewMean,InitialReturnStd,StdIW,OptimizationReturnMin,VarianceInit,MaxIWNorm,MaxIW,StdIWNorm,EmpiricalD2,ReturnMeanIW,EpisodesSoFar,MeanEntropy,MinIW,TimestepsSoFar,Weights,EpThisIter,InitialReturnMin,ReturnStepMaxmin,Bound,ReturnStepMax,InitialReturnMax,J_sample_variance
,239.2528,0.01145522,117.119286,1.1455221,44.120468854904175,73.4041,94.28993,25.97,0.0042316946,77.14815,262.149,21,239.25283445522433,51.05008,0.689526,,-1.0,0.04185442,4.185442,0.00689526,1.2962074,276.86264,2100,0.4189424,0.4231695,47317,[-0.032  0.047  0.004 -0.017  0.006 -0.062  0.039 -0.09   0.     0.  0.   ],100,144.9629,9.359865,137.81224,9.359865,407.11188,38501.055
,249.61943,0.010208589,101.89702,1.020859,47.15433740615845,97.51038,113.74572,27.06,0.007568563,98.46453,356.53442,22,249.61943211243528,65.64134,0.1631201,,-1.0,0.021003561,2.100356,0.001631201,1.0155941,252.98637,2200,0.4189424,0.7568563,50023,[-0.034  0.049  0.008  0.001  0.013 -0.08   0.048 -0.083  0.     0.  0.   ],100,135.8737,9.359963,104.11659,9.359963,492.40814,24083.62
,247.09349,0.011225955,93.79054,1.1225955,50.19395613670349,81.636246,92.88452,26.8,0.0034511357,84.25135,356.80093,23,247.09350352932185,60.114418,0.5324304,,-1.0,0.033609338,3.3609338,0.005324304,1.1869246,275.89206,2300,0.4189424,0.34511358,52703,[-0.033  0.055  0.009  0.01   0.01  -0.076  0.048 -0.08   0.     0.  0.   ],100,154.20898,9.359715,108.8745,9.359715,511.00992,37836.316
,235.72803,0.011197581,110.325325,1.1197581,53.12139558792114,85.59315,90.15284,25.58,0.0020217914,84.21561,272.43384,24,235.72803583027115,53.138763,0.45939767,,-1.0,0.028128842,2.8128843,0.004593977,1.1874284,265.66806,2400,0.4189424,0.20217915,55261,[-0.037  0.052  0.015  0.025  0.015 -0.091  0.049 -0.076  0.     0.  0.   ],100,145.5752,9.359891,129.01775,9.359891,418.00903,33798.85
,247.60559,0.010663929,65.905136,1.066393,56.4790244102478,87.32199,110.80029,26.86,0.004763201,88.983894,468.863,25,247.6056109428919,68.97547,0.40633208,,-1.0,0.032122564,3.2122564,0.0040633203,1.1237988,272.55093,2500,0.4189424,0.4763201,57947,[-0.032  0.062  0.019  0.038  0.029 -0.08   0.064 -0.075  0.     0.  0.   ],100,136.80533,9.35982,79.931366,9.35982,605.66833,33080.793
,247.27832,0.16792896,104.882034,16.792896,59.56979417800903,1.1881903,92.784805,26.83,2.9076633e-05,0.44384533,320.16083,26,247.27832506288516,59.78434,153.13942,,-1.0,15.393581,1539.3582,1.5313942,225.30371,4511.989,2600,0.4189424,0.0029076634,60630,[-0.022  0.058  0.022  0.046  0.022 -0.072  0.071 -0.082  0.     0.  0.   ],100,154.49353,9.359831,2374.603,9.359831,474.65436,318486720.0
,268.1496,0.01032658,114.587875,1.0326581,62.99535584449768,93.71119,94.35892,29.03,0.00396819,92.238,338.08185,27,268.14962496534645,66.05977,0.26751322,,-1.0,0.017817944,1.7817945,0.0026751321,1.0841519,282.667,2700,0.4189424,0.39681903,63533,[-0.034  0.048  0.004  0.033  0.012 -0.049  0.001 -0.137  0.     0.  0.   ],100,173.79071,9.359935,122.774475,9.359935,511.87256,39960.633
,263.68848,0.012484356,125.55676,1.2484355,66.41837191581726,52.904526,90.29175,28.56,0.001022362,58.232132,287.04236,28,263.68847719392693,54.167522,1.1779025,,-1.0,0.088954225,8.895423,0.011779024,1.717265,345.25015,2800,0.4189424,0.102236204,66389,[-0.031  0.048  0.006  0.028  0.008 -0.054  0.008 -0.143  0.     0.  0.   ],100,173.39673,9.359934,164.23618,9.359934,460.4391,114912.79
,258.84033,0.010226494,74.32057,1.0226493,69.65538907051086,95.21345,113.679276,28.03,0.0053407294,95.544716,469.90475,29,258.8403191645083,65.287865,0.22929163,,-1.0,0.016676463,1.6676463,0.0022929162,1.0466304,267.6546,2900,0.4189424,0.53407294,69192,[-0.038  0.053  0.001  0.027 -0.    -0.038  0.018 -0.156  0.     0.  0.   ],100,145.16104,9.35964,78.88176,9.35964,615.0658,29205.238
,298.3894,0.011284546,90.04921,1.1284546,72.98098015785217,64.39578,124.88174,32.25,0.0011985714,68.09942,520.9598,30,298.38943324960945,88.587395,0.83908516,,-1.0,0.07152513,7.1525126,0.008390852,1.4684414,370.8084,3000,0.4189424,0.11985714,72417,[-0.041  0.051  0.002  0.019 -0.007 -0.041  0.019 -0.157  0.     0.  0.   ],100,173.50769,9.359752,118.34326,9.359752,694.46747,184618.61
,295.64133,0.009973029,144.89967,0.99730283,77.0872209072113,91.383644,122.65061,31.96,0.003119557,92.27996,329.48157,31,295.6413358220482,65.76221,0.30623493,,-1.0,0.023007907,2.3007908,0.0030623493,1.0836589,305.99948,3100,0.4189424,0.3119557,75613,[-0.046  0.053 -0.002  0.024 -0.003 -0.055  0.038 -0.17   0.     0.  0.   ],100,172.99072,9.359988,149.079,9.359988,502.4723,41549.293
,316.89938,0.010510708,131.31345,1.0510708,80.72810554504395,88.71821,125.89602,34.24,0.000893238,86.86956,427.61646,32,316.8993827942316,88.051735,0.37481314,,-1.0,0.020521529,2.0521529,0.0037481312,1.1511512,347.6511,3200,0.4189424,0.089323804,79037,[-0.046  0.061 -0.003  0.028 -0.003 -0.056  0.05  -0.177  0.     0.  0.   ],100,191.00337,9.359885,148.53276,9.359885,618.6198,62137.797
,312.90817,0.011710197,67.14584,1.1710197,84.8481752872467,52.242283,110.72395,33.81,0.0019355377,70.62772,617.0235,33,312.90817575614824,97.38054,1.119631,,-1.0,0.06489852,6.489852,0.011196311,1.4158746,394.7023,3300,0.4189424,0.19355378,82418,[-0.054  0.065 -0.004  0.032 -0.003 -0.064  0.059 -0.19   0.     0.  0.   ],100,202.18422,9.359918,102.26843,9.359918,819.2077,135179.27
,303.455,0.010501171,102.15558,1.0501171,89.52315616607666,93.3907,101.51382,32.79,0.0043016574,94.824684,469.05695,34,303.4550294939755,78.10286,0.27935973,,-1.0,0.023930456,2.3930457,0.0027935975,1.0545777,315.66333,3400,0.4189424,0.43016577,85697,[-4.935e-02  7.002e-02 -5.499e-03  3.254e-02  1.384e-04 -4.278e-02  5.749e-02 -1.876e-01  0.000e+00  0.000e+00  0.000e+00],100,201.94121,9.359773,108.94362,9.359773,670.99817,52435.09
,299.84006,0.010411664,114.27437,1.0411664,93.57194542884827,92.57144,117.854454,32.43,0.005069808,94.411446,436.56665,35,299.8400557898882,77.05399,0.29494047,,-1.0,0.021112867,2.1112866,0.0029494048,1.0591936,313.04752,3500,0.4189424,0.50698084,88940,[-0.034  0.051 -0.002  0.044 -0.002 -0.05   0.044 -0.196  0.     0.  0.   ],100,181.9856,9.359785,122.068634,9.359785,618.55225,49732.637
,302.30676,0.010101717,123.48677,1.0101715,98.5548768043518,99.12983,101.56992,32.67,0.008292909,99.11276,395.32983,36,302.30676632142575,69.77063,0.09464441,,-1.0,0.013289445,1.3289446,0.0009464441,1.0089518,305.23514,3600,0.4189424,0.82929087,92207,[-0.034  0.057 -0.002  0.037 -0.002 -0.033  0.055 -0.179  0.     0.  0.   ],100,200.73683,9.359878,125.61655,9.359878,596.06665,46518.074
,304.33624,0.01027308,91.75125,1.027308,103.22642946243286,93.290535,122.240654,32.89,0.0053112516,94.1354,526.5211,37,304.3362381396523,82.29067,0.2755027,,-1.0,0.026239006,2.6239007,0.002755027,1.0622996,323.02475,3700,0.4189424,0.5311252,95496,[-0.027  0.058 -0.002  0.032 -0.002 -0.03   0.059 -0.175  0.     0.  0.   ],100,182.09558,9.359969,103.917786,9.359969,708.6167,57123.727
,308.37814,0.010340818,134.51285,1.0340818,107.55104398727417,95.46322,98.09244,33.33,0.0036439514,94.59998,369.26532,38,308.3781442021774,74.11039,0.22542939,,-1.0,0.015311049,1.5311049,0.0022542938,1.0570827,322.88574,3800,0.4189424,0.36439514,98829,[-0.03   0.068 -0.003  0.034 -0.013 -0.024  0.074 -0.173  0.     0.  0.   ],100,210.2857,9.359657,144.12695,9.359657,579.551,55998.293
,301.81906,0.010654582,83.54651,1.0654583,111.72381210327148,90.1742,110.38666,32.62,0.0051450985,92.21475,536.1428,39,301.819062269576,85.506775,0.35170555,,-1.0,0.023282243,2.3282244,0.0035170554,1.0844252,321.4421,3900,0.4189424,0.51450986,102091,[-0.032  0.06  -0.006  0.042 -0.007 -0.037  0.064 -0.186  0.     0.  0.   ],100,191.4324,9.359943,94.14238,9.359943,727.5752,53602.46
,316.10263,0.010350116,162.42746,1.0350116,116.02515602111816,90.038475,124.57946,34.15,0.0039162613,91.07071,320.72742,40,316.1026471557136,70.27227,0.34426618,,-1.0,0.02541511,2.541511,0.0034426618,1.0980479,333.86636,4000,0.4189424,0.39162615,105506,[-0.034  0.07  -0.006  0.05   0.001 -0.029  0.076 -0.183  0.     0.  0.   ],100,191.52318,9.359959,172.83356,9.359959,512.2506,52161.574
,313.66037,0.010459469,129.58876,1.0459468,120.3680145740509,92.560616,120.68928,33.86,0.0031671615,91.96562,420.6009,41,313.6603569621255,82.54171,0.2965274,,-1.0,0.020615432,2.0615432,0.0029652738,1.0873629,335.03607,4100,0.4189424,0.31671616,108892,[-0.023  0.074 -0.002  0.06  -0.002 -0.02   0.096 -0.184  0.     0.  0.   ],100,192.97107,9.359797,143.09232,9.359797,613.57196,52600.938
,334.05188,0.010206112,150.41328,1.0206112,125.42935466766357,97.78273,133.2528,36.05,0.006758049,97.539276,411.32956,42,334.05185296858855,89.82781,0.15368725,,-1.0,0.014172184,1.4172184,0.0015368725,1.025228,341.9967,4200,0.4189424,0.6758049,112497,[-0.01   0.075  0.002  0.049 -0.006 -0.011  0.105 -0.185  0.     0.  0.   ],100,200.79904,9.359982,156.05614,9.359982,612.1286,51295.81
,317.24155,0.011139222,133.0409,1.1139222,130.92219519615173,83.52985,116.1395,34.27,0.003490659,84.202614,412.90015,43,317.24155538958485,76.54987,0.494633,,-1.0,0.028728217,2.8728218,0.0049463296,1.1876116,354.9759,4300,0.4189424,0.3490659,115924,[-0.014  0.09   0.001  0.048 -0.002 -0.004  0.117 -0.183  0.     0.  0.   ],100,201.10205,9.359284,154.23843,9.359284,614.0022,62418.203
,330.28238,0.012967731,137.6187,1.2967731,136.09241437911987,56.238663,118.37973,35.64,0.0011094151,60.05783,430.30948,44,330.28234391113045,83.023224,1.1439096,,-1.0,0.07075391,7.0753913,0.011439094,1.6650618,433.45844,4400,0.4189424,0.11094151,119488,[-0.02   0.095 -0.005  0.039 -0.013 -0.005  0.101 -0.179  0.     0.  0.   ],100,211.90262,9.3599415,184.85054,9.3599415,642.2121,130180.97
,324.71634,0.011059179,81.89174,1.1059179,141.34831142425537,87.7322,141.89183,35.07,0.004571707,88.88442,626.59094,45,324.7163231497437,98.42492,0.41354865,,-1.0,0.028011799,2.80118,0.0041354857,1.1250565,368.2743,4500,0.4189424,0.4571707,122995,[-0.039  0.114  0.002  0.041 -0.02  -0.003  0.13  -0.161  0.     0.  0.   ],100,182.8245,9.359883,110.71341,9.359883,809.4154,82260.48
,317.59552,0.011629905,161.43285,1.1629905,146.43210458755493,77.41749,116.93164,34.32,0.0014819258,75.01014,319.87842,46,317.5955155286998,69.52722,0.62812024,,-1.0,0.04833752,4.833752,0.006281202,1.3331531,372.06784,4600,0.4189424,0.14819258,126427,[-0.056  0.115 -0.001  0.04  -0.021 -0.017  0.114 -0.159  0.     0.  0.   ],100,200.66388,9.359938,191.7589,9.359938,520.5423,68493.77
,341.90085,0.011052494,171.39615,1.1052493,152.3533637523651,75.177315,130.98537,36.92,0.0009335783,78.60182,357.43362,47,341.90086895568487,90.320564,0.63509834,,-1.0,0.050409775,5.0409775,0.006350984,1.2722352,390.467,4700,0.4189424,0.09335783,130119,[-0.064  0.12  -0.006  0.037 -0.029 -0.012  0.106 -0.173  0.     0.  0.   ],100,210.9155,9.359957,198.14893,9.359957,568.3491,94093.82
,332.83435,0.010136076,75.60162,1.0136076,159.0138132572174,96.0582,139.7272,35.95,0.005009983,96.33698,664.3352,48,332.8343498668963,97.70929,0.20532863,,-1.0,0.015021033,1.5021033,0.0020532862,1.038023,342.9899,4800,0.4189424,0.5009983,133714,[-0.065  0.136 -0.003  0.045 -0.021  0.006  0.121 -0.171  0.     0.  0.   ],100,193.10715,9.359947,80.912445,9.359947,857.4424,52230.19
,322.00842,0.011074855,159.29158,1.1074857,165.7598958015442,85.1754,111.40081,34.8,0.0029451007,82.75963,331.7818,49,322.00841708929414,74.79756,0.46203253,,-1.0,0.03184452,3.184452,0.004620325,1.2083186,359.3865,4900,0.4189424,0.29451007,137194,[-0.071  0.14  -0.003  0.041 -0.026  0.006  0.12  -0.176  0.     0.  0.   ],100,210.6076,9.359796,180.52242,9.359796,542.3894,64802.875
,342.05566,0.0106195,149.17722,1.06195,172.10214853286743,92.00767,111.50799,36.91,0.0031488687,89.007225,412.38055,50,342.0557004060549,82.5323,0.31298882,,-1.0,0.017823668,1.7823669,0.003129888,1.1235043,371.78683,5000,0.4189424,0.31488687,140885,[-0.078  0.142 -0.002  0.044 -0.024 -0.009  0.117 -0.2    0.     0.  0.   ],100,230.54771,9.359899,167.34435,9.359899,642.9283,72920.72
,363.1939,0.010111737,139.79274,1.0111738,180.33710646629333,98.7407,140.86613,39.19,0.0075710216,98.48732,522.3429,51,363.19391910878915,88.07283,0.11419439,,-1.0,0.01409587,1.409587,0.0011419439,1.0153592,370.11157,5100,0.4189424,0.7571022,144804,[-0.077  0.151 -0.005  0.042 -0.026 -0.005  0.132 -0.209  0.     0.  0.   ],100,222.32779,9.3599825,145.00127,9.3599825,744.6707,60361.98
,332.6476,0.010424335,165.799,1.0424335,186.37629508972168,92.98164,103.36577,35.9,0.005980786,94.32678,326.88025,52,332.6476312301241,65.68963,0.28639624,,-1.0,0.024710728,2.471073,0.0028639622,1.0601443,348.43652,5200,0.4189424,0.5980786,148394,[-0.086  0.156 -0.005  0.044 -0.025 -0.007  0.134 -0.214  0.     0.  0.   ],100,229.28186,9.359967,176.64365,9.359967,556.1621,66678.984
,361.54825,0.010712833,171.50256,1.0712835,193.40117645263672,91.61593,157.8397,39.01,0.0036879587,89.021835,429.77698,53,361.54821792889214,100.85396,0.3240755,,-1.0,0.020951571,2.0951571,0.0032407548,1.1233199,395.6877,5300,0.4189424,0.36879587,152295,[-0.106  0.168 -0.01   0.043 -0.02  -0.003  0.123 -0.21   0.     0.  0.   ],100,203.70851,9.359979,194.26445,9.359979,633.4855,67468.44
,356.97223,0.01234768,165.30408,1.2347679,199.55136227607727,25.217634,127.4783,38.5,0.00038043488,50.965466,409.3999,54,356.97226583897486,79.29998,2.12634,,-1.0,0.20457819,20.457819,0.021263398,1.9621129,469.87704,5400,0.4189424,0.038043488,156145,[-0.107  0.164 -0.015  0.04  -0.016 -0.011  0.113 -0.229  0.     0.  0.   ],100,229.49396,9.359939,201.39703,9.359939,638.89386,245734.1
,356.38766,0.011241367,122.85959,1.1241367,207.0005657672882,82.80347,135.91638,38.47,0.0035552431,83.17184,557.95575,55,356.3876914164326,89.24826,0.5122895,,-1.0,0.028693106,2.8693106,0.0051228954,1.2023301,408.54904,5500,0.4189424,0.35552433,159992,[-0.087  0.169 -0.018  0.03  -0.026  0.001  0.131 -0.249  0.     0.  0.   ],100,220.47131,9.359828,152.48358,9.359828,778.42706,89940.336
,384.98645,0.010112123,155.70724,1.0112123,213.63359475135803,99.60854,173.70262,41.52,0.008030563,99.47578,552.9803,56,384.98648270571385,106.49239,0.063391685,,-1.0,0.0132857775,1.3285778,0.0006339169,1.0052699,391.81763,5600,0.4189424,0.8030563,164144,[-0.096  0.17  -0.024  0.035 -0.023 -0.002  0.105 -0.252  0.     0.  0.   ],100,211.28387,9.359893,161.93503,9.359893,764.26416,59827.395
,370.4085,0.010362439,110.9068,1.0362438,219.43820977210999,95.27614,130.29054,39.97,0.0033939956,94.764046,624.88776,57,370.4085302307765,100.78148,0.23073755,,-1.0,0.016958967,1.6958967,0.0023073754,1.0552526,387.58893,5700,0.4189424,0.33939958,168141,[-0.106  0.181 -0.028  0.035 -0.025  0.001  0.107 -0.252  0.     0.  0.   ],100,240.118,9.359674,121.01453,9.359674,865.00574,78081.18
,383.7755,0.010128017,124.74063,1.0128016,226.0772042274475,98.626366,153.9319,41.41,0.00691406,98.24623,633.60583,58,383.7754930831121,106.19289,0.11952624,,-1.0,0.014301879,1.430188,0.0011952624,1.0178508,394.45087,5800,0.4189424,0.691406,172282,[-0.113  0.178 -0.03   0.036 -0.022 -0.006  0.105 -0.265  0.     0.  0.   ],100,229.8436,9.3598,133.11426,9.3598,863.44946,71782.06
,359.02158,0.10968357,121.97624,10.968358,232.5467300415039,1.2979394,129.6519,38.75,0.00010688804,2.5857642,560.78156,59,359.02158535658305,88.76445,95.64836,,-1.0,9.619314,961.93146,0.95648354,38.673286,3396.24,5900,0.4189424,0.010688804,176157,[-0.123  0.185 -0.035  0.036 -0.02  -0.012  0.097 -0.273  0.     0.  0.   ],100,229.36969,9.3599825,1922.1058,9.3599825,790.15125,58242416.0
,314.31036,0.019706959,129.49533,1.970696,242.0626790523529,6.019492,101.89691,33.95,3.1658387e-06,17.780243,403.6366,60,314.31035108868366,65.60711,7.7867928,,-1.0,0.7614095,76.14095,0.077867925,5.6242204,862.8616,6000,0.4189424,0.00031658387,179552,[-0.109  0.199 -0.02   0.073  0.015  0.013  0.123 -0.215  0.     0.  0.   ],100,212.41344,9.359965,424.56467,9.359965,616.05005,9618640.0
,322.19318,0.011713212,151.68185,1.1713212,250.64959836006165,75.341644,111.61425,34.79,0.0023686788,71.06334,357.79214,61,322.19319398834944,73.33745,0.6701014,,-1.0,0.030697716,3.0697718,0.006701014,1.4071953,398.50204,6100,0.4189424,0.23686787,183031,[-0.156  0.213 -0.012  0.054  0.018  0.018  0.178 -0.207  0.     0.  0.   ],100,210.57895,9.359967,196.23253,9.359967,568.3711,89558.336
