LearnableVariance,Iteration,OptimizationReturnMax,InitialReturnStd,MinIW,ESSClassic,ESSRenyi,J_sample_variance,MeanEntropy,MaxIWNorm,VarianceInit,InitialReturnMax,Bound,ReturnStepMaxmin,TimestepsSoFar,MeanIWNorm,ReturnMeanIW,MeanIW,OptimizationReturnMin,ReturnStepMax,InitialReturnMean,EmpiricalD2,MinIWNorm,InitialReturnMin,EpLenMean,StdIWNorm,MaxIW,TimeElapsed,EpRewMean,OptimizationReturnMean,EpThisIter,StdIW,EpisodesSoFar,InitialBound,Weights
,245,797.0167,177.31726,0.18005721,68.22038,80.110214,240016.36,0.4189424,0.07094617,-1.0,1093.6497,279.68887,9.359973,1120635,0.010967008,646.2577,1.0967008,,9.359973,578.993,1.2482803,0.001800572,296.63297,62.44,0.007485234,7.0946174,1505.325722694397,578.992914967704,282.35995,100,0.7485235,24500,250.89804,[ 0.258  0.301 -0.174  0.007 -0.022 -0.002  0.022 -0.85   0.     0.  0.   ]
,246,1023.56824,179.01653,0.48532644,90.8472,93.02848,173567.4,0.4189424,0.024801087,-1.0,1348.4158,209.49698,9.359967,1127026,0.010490507,628.9054,1.0490507,,9.359967,592.64404,1.0749396,0.0048532644,324.8475,63.91,0.0033297965,2.4801087,1513.0697643756866,592.6440469239188,267.7965,100,0.33297968,24600,188.11938,[ 0.254  0.294 -0.175  0.004 -0.028  0.005  0.011 -0.865  0.     0.  0.   ]
,247,796.1542,153.99275,0.022199731,5.8615894,23.257946,11319679.0,0.4189424,0.76331365,-1.0,1083.2184,508.1787,9.359761,1133166,0.018790925,1182.0106,1.8790928,,9.359761,569.3999,4.299606,0.00022199731,287.06424,61.4,0.07530502,76.33137,1519.8075156211853,569.3998650898233,282.33563,100,7.5305014,24700,244.43436,[ 2.678e-01  2.934e-01 -1.743e-01  7.977e-03 -2.629e-02  3.300e-04  1.223e-02 -8.650e-01  0.000e+00  0.000e+00  0.000e+00]
,248,803.38794,170.22115,0.521004,95.778336,95.32542,156950.84,0.4189424,0.01795038,-1.0,1126.4902,253.12302,9.359986,1139369,0.010236726,599.2571,1.0236726,,9.359986,575.3097,1.0490382,0.00521004,323.10226,62.03,0.0021491668,1.7950381,1527.0510184764862,575.3096858696448,252.20743,100,0.21491668,24800,237.36258,[ 0.234  0.302 -0.179  0.004 -0.03   0.016  0.005 -0.893  0.     0.  0.   ]
,249,734.06055,157.02394,0.018345786,14.361684,38.349636,3499300.8,0.4189424,0.3186529,-1.0,1067.0098,324.104,9.359925,1145386,0.01298039,841.00696,1.2980391,,9.359925,557.8443,2.6075866,0.00018345786,332.94922,60.17,0.031697076,31.86529,1534.0784497261047,557.8442862397758,224.89508,100,3.1697075,24900,237.7414,[ 0.237  0.296 -0.18   0.007 -0.026  0.012 -0.002 -0.9    0.     0.  0.   ]
,250,874.49756,172.22745,0.39889413,95.02014,94.10312,143335.86,0.4189424,0.01768365,-1.0,1177.9423,248.0535,9.359823,1151694,0.010489,612.34015,1.0489,,9.359823,584.9814,1.062664,0.003988941,303.4447,63.08,0.0024012409,1.7683649,1540.9225144386292,584.9813144478536,281.5366,100,0.24012406,25000,231.5986,[ 0.221  0.29  -0.184  0.02  -0.011  0.024 -0.016 -0.913  0.     0.  0.   ]
,251,915.76984,175.43825,0.6513263,96.439804,95.817406,142852.83,0.4189424,0.018255338,-1.0,1221.6282,222.15341,9.359978,1157901,0.010286696,596.55536,1.0286697,,9.359978,575.4896,1.0436517,0.0065132626,305.85834,62.07,0.0019764442,1.8255339,1548.282704114914,575.4896531821753,269.63132,100,0.1976444,25100,209.00119,[ 0.23   0.293 -0.184  0.02  -0.01   0.022 -0.012 -0.903  0.     0.  0.   ]
,252,813.03674,186.56944,0.6796779,97.62602,97.259155,144308.0,0.4189424,0.015136917,-1.0,1126.6891,280.6768,9.359942,1164488,0.01009481,623.4131,1.0094812,,9.359942,611.081,1.0281808,0.006796779,313.65237,65.87,0.0015741801,1.5136918,1555.2527303695679,611.080986666922,297.42862,100,0.15741803,25200,273.07422,[ 0.229  0.292 -0.185  0.019 -0.013  0.017 -0.015 -0.898  0.     0.  0.   ]
,253,860.2157,190.78516,0.15225591,20.125103,52.445843,1654317.2,0.4189424,0.2624455,-1.0,1135.8718,309.65714,9.359942,1170677,0.012922487,780.1955,1.2922488,,9.359942,573.6914,1.9067289,0.0015225591,275.65616,61.89,0.025744367,26.244553,1562.32679271698,573.6913810387473,298.03525,100,2.5744367,25300,232.92981,[ 0.232  0.293 -0.187  0.017 -0.014  0.016 -0.02  -0.898  0.     0.  0.   ]
,254,747.9115,158.53581,0.5062368,89.54959,91.08292,173600.64,0.4189424,0.03349813,-1.0,1053.7332,315.58032,9.359886,1177224,0.010407325,646.8132,1.0407325,,9.359886,606.7665,1.0979007,0.0050623678,305.82166,65.47,0.003555282,3.349813,1569.8337671756744,606.7664795122146,300.9448,100,0.3555282,25400,290.64655,[ 0.223  0.293 -0.188  0.017 -0.016  0.005 -0.041 -0.925  0.     0.  0.   ]
,255,820.4498,192.35487,0.31359175,75.1866,78.92537,333444.88,0.4189424,0.052292354,-1.0,1116.3889,320.59836,9.359753,1183789,0.011168854,697.58716,1.1168854,,9.359753,608.4507,1.2670197,0.0031359175,295.9391,65.65,0.006416255,5.2292356,1576.9224133491516,608.4506560817945,312.51157,100,0.6416255,25500,273.5339,[ 0.218  0.295 -0.191  0.019 -0.015  0.004 -0.049 -0.938  0.     0.  0.   ]
,256,706.95386,164.48418,0.4133072,88.87947,91.14074,148898.33,0.4189424,0.023048924,-1.0,1003.9052,281.278,9.359848,1189916,0.010409922,596.74774,1.0409924,,9.359848,567.8094,1.0972042,0.0041330718,296.95135,61.27,0.0036822192,2.3048925,1584.0599143505096,567.8093555144928,270.858,100,0.3682219,25600,266.63773,[ 0.212  0.295 -0.192  0.024 -0.01  -0.003 -0.057 -0.926  0.     0.  0.   ]
,257,751.8337,178.5967,0.03242174,11.595143,23.927197,9138477.0,0.4189424,0.36170745,-1.0,1066.539,637.48254,9.359982,1196472,0.017199222,1291.5945,1.7199222,,9.359982,607.79956,4.1793447,0.0003242174,314.70526,65.56,0.047490723,36.170746,1590.9937663078308,607.7995645697313,293.0943,100,4.7490726,25700,287.83795,[ 0.223  0.298 -0.192  0.023 -0.013 -0.008 -0.057 -0.936  0.     0.  0.   ]
,258,806.3148,187.81587,0.4440373,88.89014,88.13323,184147.5,0.4189424,0.026215335,-1.0,1100.8679,330.3997,9.359986,1203241,0.010681688,682.1922,1.0681686,,9.359986,627.59076,1.1346458,0.004440373,294.5531,67.69,0.003776308,2.6215336,1599.3338809013367,627.5907316323477,333.03763,100,0.37763077,25800,297.3303,[ 0.224  0.298 -0.193  0.024 -0.015  0.002 -0.076 -0.922  0.     0.  0.   ]
,259,809.4645,169.69821,0.47762483,93.38672,93.62364,147973.56,0.4189424,0.019190026,-1.0,1106.2393,318.184,9.359854,1210095,0.010278579,661.1709,1.027858,,9.359854,635.28326,1.0681063,0.0047762482,296.77478,68.54,0.0027352613,1.9190028,1606.692216873169,635.2832747396809,338.5085,100,0.27352613,25900,303.41144,[ 0.216  0.3   -0.195  0.02  -0.02   0.007 -0.077 -0.934  0.     0.  0.   ]
,260,966.6952,193.20094,0.7332524,98.141785,97.73305,145898.05,0.4189424,0.014234922,-1.0,1272.2377,247.76968,9.359836,1216772,0.010200579,633.8421,1.020058,,9.359836,618.89276,1.0231954,0.007332524,305.5425,66.77,0.0014036099,1.4234922,1614.3080019950867,618.8927195172358,313.35022,100,0.14036098,26000,237.22144,[ 0.209  0.302 -0.197  0.02  -0.02   0.005 -0.084 -0.938  0.     0.  0.   ]
,261,976.9506,183.38121,0.003980763,3.6155422,10.220167,144343580.0,0.4189424,1.2291229,-1.0,1301.5322,1057.6068,9.359992,1223657,0.023741478,2278.9766,2.3741477,,9.359992,638.62366,9.784575,3.9807626e-05,324.5816,68.85,0.12258138,122.912285,1622.1985812187195,638.6236440051688,314.04205,100,12.258138,26100,248.16394,[ 0.212  0.298 -0.198  0.021 -0.02   0.005 -0.09  -0.943  0.     0.  0.   ]
,262,805.59326,176.79706,0.16868061,66.29975,71.97037,306590.44,0.4189424,0.05922267,-1.0,1091.866,314.88068,9.359644,1230034,0.011350746,700.99304,1.1350745,,9.359644,590.764,1.3894608,0.0016868061,286.27274,63.77,0.008092541,5.922267,1629.9278435707092,590.7639892697161,304.49124,100,0.80925417,26200,263.2042,[ 0.207  0.29  -0.197  0.006 -0.036 -0.011 -0.115 -0.907  0.     0.  0.   ]
,263,805.46857,176.27165,0.14671654,60.781418,64.81585,298719.75,0.4189424,0.07308999,-1.0,1090.206,381.42197,9.35991,1236883,0.012508983,787.6681,1.2508982,,9.35991,634.68994,1.5428325,0.0014671653,284.7375,68.49,0.010048066,7.3089986,1637.7810642719269,634.6899525434321,349.95245,100,1.0048066,26300,307.6282,[ 0.207  0.287 -0.198  0.017 -0.027 -0.017 -0.122 -0.924  0.     0.  0.   ]
,264,782.63965,160.99878,0.20252723,88.32077,90.08271,159944.34,0.4189424,0.02641539,-1.0,1049.124,308.8092,9.359609,1243331,0.010612315,640.419,1.0612317,,9.359609,597.55365,1.110091,0.0020252722,266.48438,64.48,0.0038590992,2.641539,1644.50949883461,597.5536286802363,331.0692,100,0.38590991,26400,282.8164,[ 0.21   0.28  -0.198  0.016 -0.026 -0.021 -0.142 -0.915  0.     0.  0.   ]
,265,1003.3712,200.27469,0.57640547,96.921165,97.36249,184584.34,0.4189424,0.019767093,-1.0,1360.9344,271.02438,9.359826,1250560,0.010131154,684.79785,1.0131155,,9.359826,670.37146,1.0270896,0.0057640546,357.5632,72.29,0.0018056906,1.9767092,1653.0373046398163,670.3714764776199,312.80826,100,0.18056907,26500,262.09116,[ 0.194  0.283 -0.2    0.012 -0.031 -0.019 -0.143 -0.913  0.     0.  0.   ]
,266,1104.0662,211.38667,0.19066495,71.90321,77.384636,607628.75,0.4189424,0.060398802,-1.0,1399.7897,282.80225,9.359826,1257472,0.011125502,760.17395,1.1125503,,9.359826,640.7159,1.2922462,0.0019066494,295.72357,69.12,0.006954627,6.0398803,1660.0976498126984,640.7158629656809,344.9923,100,0.69546276,26600,220.77893,[ 0.192  0.278 -0.2    0.011 -0.031 -0.02  -0.148 -0.918  0.     0.  0.   ]
,267,726.18146,189.47032,0.14132012,60.997066,73.380646,360542.34,0.4189424,0.065689124,-1.0,1057.6818,376.7042,9.35994,1264395,0.011061247,747.1166,1.1061249,,9.35994,641.7223,1.3627572,0.0014132012,331.5003,69.23,0.008845009,6.5689125,1668.1763818264008,641.7223279236612,310.22205,100,0.8845009,26700,324.41785,[ 0.18   0.286 -0.203  0.01  -0.03  -0.008 -0.145 -0.938  0.     0.  0.   ]
,268,936.1559,194.38966,0.114640586,56.70908,69.18115,689204.9,0.4189424,0.08997237,-1.0,1239.7263,332.92795,9.359943,1271618,0.011104042,780.0779,1.1104041,,9.359943,669.41064,1.4454803,0.0011464058,303.57047,72.23,0.009701819,8.997237,1676.1392014026642,669.4106401638471,365.8402,100,0.97018194,26800,297.4927,[ 0.163  0.294 -0.206  0.019 -0.02   0.007 -0.141 -0.94   0.     0.  0.   ]
,269,1040.5107,166.7974,0.6436852,98.352844,98.31043,170524.84,0.4189424,0.015740423,-1.0,1402.4508,247.27264,9.359951,1278748,0.010133361,671.60785,1.0133362,,9.359951,661.19366,1.017186,0.0064368523,361.94012,71.3,0.0013113744,1.5740423,1684.1941356658936,661.1936515530043,299.25354,100,0.13113745,26900,240.45837,[ 0.17   0.286 -0.204  0.024 -0.013  0.013 -0.151 -0.948  0.     0.  0.   ]
,270,803.76666,185.64206,0.25603783,72.124275,77.39186,365388.6,0.4189424,0.03889907,-1.0,1174.1611,382.3228,9.359907,1285922,0.011346988,782.7295,1.134699,,9.359907,664.7514,1.2921256,0.0025603783,370.39447,71.74,0.007054285,3.8899074,1692.2269678115845,664.7513695404107,294.3569,100,0.70542854,27000,312.50308,[ 0.175  0.281 -0.206  0.025 -0.013  0.013 -0.152 -0.954  0.     0.  0.   ]
,271,849.5226,195.09608,0.11208992,64.40324,68.5125,678797.2,0.4189424,0.064751364,-1.0,1170.8943,465.3608,9.359885,1293219,0.012424106,889.7399,1.2424108,,9.359885,676.1357,1.4595878,0.0011208991,321.37173,72.97,0.009236693,6.4751368,1700.2431240081787,676.1357195827954,354.76398,100,0.9236694,27100,324.8674,[ 0.157  0.283 -0.208  0.03  -0.007  0.018 -0.153 -0.96   0.     0.  0.   ]
,272,756.53687,175.64626,0.5515464,94.51203,93.58761,165971.75,0.4189424,0.019639146,-1.0,1069.9141,350.66418,9.359863,1300145,0.0104247285,682.4524,1.0424728,,9.359863,641.88513,1.0685176,0.0055154637,313.3772,69.26,0.0025120403,1.9639145,1708.3611176013947,641.8851867822552,328.508,100,0.25120404,27200,320.91092,[ 0.148  0.293 -0.211  0.032 -0.005  0.035 -0.151 -0.97   0.     0.  0.   ]
,273,1000.28815,192.19464,0.09290529,86.24584,85.03119,270904.84,0.4189424,0.03406485,-1.0,1342.693,324.9099,9.359989,1307475,0.010781687,761.73627,1.0781685,,9.359989,679.8601,1.1760391,0.0009290529,342.40485,73.3,0.0043056076,3.4064853,1716.356980085373,679.8600911861857,337.45523,100,0.43056077,27300,277.05225,[ 0.16   0.289 -0.212  0.029 -0.007  0.026 -0.16  -0.971  0.     0.  0.   ]
,274,944.5326,203.072,0.2724425,52.25213,69.30589,397671.03,0.4189424,0.08080336,-1.0,1247.4978,373.25882,9.35989,1315050,0.011699742,822.8067,1.1699741,,9.35989,702.2276,1.4428787,0.002724425,302.9652,75.75,0.011184106,8.080336,1725.1856653690338,702.2275383607657,399.2623,100,1.1184105,27400,327.9782,[ 0.152  0.282 -0.213  0.028 -0.01   0.023 -0.165 -0.983  0.     0.  0.   ]
,275,1161.9982,199.31606,0.109482154,69.445786,76.10531,394816.16,0.4189424,0.045800857,-1.0,1496.235,297.1458,9.359871,1322362,0.011473429,811.6792,1.1473428,,9.359871,677.42975,1.3139688,0.0010948215,334.23682,73.12,0.0076103723,4.5800858,1733.1898095607758,677.4297491761437,343.19293,100,0.76103723,27500,228.55927,[ 0.158  0.285 -0.215  0.022 -0.016  0.016 -0.154 -0.982  0.     0.  0.   ]
,276,899.6982,164.88048,0.039308056,46.606224,54.176327,658929.06,0.4189424,0.09525835,-1.0,1249.2338,365.3329,9.359947,1329481,0.01273994,874.4998,1.273994,,9.359947,660.2311,1.8458247,0.00039308055,349.53558,71.19,0.01363612,9.525835,1741.5783545970917,660.2310632760959,310.6955,100,1.363612,27600,285.46097,[ 0.142  0.287 -0.218  0.027 -0.011  0.022 -0.163 -0.996  0.     0.  0.   ]
,277,911.5213,171.60556,0.33202738,88.67196,90.81231,192534.28,0.4189424,0.035788108,-1.0,1245.8152,296.753,9.359619,1336487,0.010563883,688.94836,1.0563885,,9.359619,650.1558,1.1011723,0.0033202737,334.29388,70.06,0.0037757908,3.578811,1748.9311654567719,650.1558066549997,315.86194,100,0.37757906,27700,276.41122,[ 0.139  0.299 -0.218  0.025 -0.012  0.023 -0.134 -0.987  0.     0.  0.   ]
,278,951.185,181.57974,0.23039971,23.911043,52.993942,493923.9,0.4189424,0.24843992,-1.0,1266.4316,375.6587,9.3599415,1343629,0.014247102,897.56177,1.4247103,,9.3599415,662.4007,1.8870081,0.002303997,315.24664,71.42,0.025414882,24.843992,1757.3584938049316,662.4007148087512,347.15405,100,2.5414882,27800,282.47128,[ 0.141  0.305 -0.22   0.022 -0.014  0.03  -0.124 -0.987  0.     0.  0.   ]
,279,978.6247,196.2727,0.068195425,11.896084,33.728977,4822644.5,0.4189424,0.4033475,-1.0,1272.2827,441.72546,9.359884,1350705,0.015536684,1098.9341,1.5536685,,9.359884,656.22296,2.9648097,0.00068195426,293.65802,70.76,0.042281847,40.33475,1765.1617541313171,656.2229540395617,362.56497,100,4.2281847,27900,274.53818,[ 0.141  0.312 -0.22   0.011 -0.026  0.039 -0.104 -0.995  0.     0.  0.   ]
,280,1078.2083,248.97432,0.13685372,42.689205,62.904884,930355.6,0.4189424,0.13452096,-1.0,1380.7275,382.90472,9.359924,1358253,0.0123887025,905.16504,1.2388703,,9.359924,700.0868,1.5897017,0.0013685372,302.51935,75.48,0.014354399,13.452096,1774.0358726978302,700.0867973851423,397.56747,100,1.4354398,28000,285.86856,[ 0.13   0.307 -0.218  0.025 -0.008  0.053 -0.111 -1.001  0.     0.  0.   ]
,281,837.67285,171.80164,0.07638823,36.7813,54.26111,751967.7,0.4189424,0.15941802,-1.0,1178.0577,408.35504,9.359969,1365179,0.013629122,888.13654,1.3629123,,9.359969,642.5839,1.8429406,0.0007638823,340.3849,69.26,0.017868051,15.941802,1781.6213541030884,642.5839478267404,302.19907,100,1.7868052,28100,289.16663,[ 0.149  0.305 -0.216  0.017 -0.015  0.047 -0.102 -0.984  0.     0.  0.   ]
,282,930.79663,211.17096,0.0006010623,1.1937803,1.1706398,2535166200.0,0.4189424,9.399567,-1.0,1255.6962,5157.247,9.359777,1372240,0.102710254,8638.97,10.271026,,9.359777,654.58124,85.42338,6.010623e-06,324.89954,70.61,0.93442345,939.95667,1790.078512430191,654.5811966795303,329.68164,100,93.44235,28200,277.87228,[ 0.131  0.304 -0.22   0.023 -0.01   0.06  -0.1   -1.018  0.     0.  0.   ]
,283,896.5022,186.5738,0.14231776,83.88286,85.404076,249425.56,0.4189424,0.028567513,-1.0,1236.3291,305.89362,9.359969,1379107,0.010804896,707.23694,1.0804898,,9.359969,636.8914,1.1709043,0.0014231775,339.82687,68.67,0.0047361758,2.8567514,1797.921582698822,636.8914766718945,297.06458,100,0.47361755,28300,265.99277,[ 0.131  0.301 -0.221  0.01  -0.024  0.089 -0.113 -1.035  0.     0.  0.   ]
,284,984.0364,213.08862,0.26270422,88.23775,86.66254,232384.0,0.4189424,0.028999912,-1.0,1261.0122,311.51184,9.359923,1385968,0.01088961,717.8848,1.088961,,9.359923,636.46576,1.1539011,0.0026270421,276.9758,68.61,0.0039758524,2.8999913,1805.7783901691437,636.4657576592122,359.48996,100,0.39758524,28400,258.1621,[ 0.12   0.295 -0.221  0.006 -0.028  0.086 -0.122 -1.043  0.     0.  0.   ]
,285,932.8004,197.31458,0.5918,95.12032,93.71672,160488.02,0.4189424,0.020676384,-1.0,1226.6836,293.17023,9.359921,1392864,0.010394844,673.3117,1.0394844,,9.359921,639.70154,1.0670455,0.0059179994,293.8832,68.96,0.0023543737,2.0676384,1813.6210544109344,639.7014973431193,345.81827,100,0.2354374,28500,271.6964,[ 0.124  0.286 -0.22   0.005 -0.025  0.073 -0.128 -1.041  0.     0.  0.   ]
,286,867.2709,186.15309,0.012333092,8.2173605,16.498312,14571022.0,0.4189424,0.5383679,-1.0,1135.8811,596.2253,9.359855,1399523,0.020728111,1435.172,2.0728114,,9.359855,616.8655,6.0612264,0.00012333092,268.6102,66.59,0.06927457,53.836796,1820.8234193325043,616.8654819084932,348.25528,100,6.9274573,28600,276.10117,[ 0.118  0.292 -0.223  0.004 -0.026  0.075 -0.136 -1.054  0.     0.  0.   ]
,287,1068.4117,222.46661,0.39018765,92.76078,94.47554,171761.52,0.4189424,0.023078179,-1.0,1362.0955,234.73227,9.359947,1406344,0.010176813,655.1384,1.0176815,,9.359947,632.60974,1.058475,0.0039018765,293.6837,68.21,0.0028429923,2.307818,1828.8995325565338,632.6097441304408,338.92606,100,0.28429925,28700,223.98114,[ 0.111  0.285 -0.224 -0.007 -0.04   0.071 -0.166 -1.032  0.     0.  0.   ]
,288,1039.1606,196.16927,0.120859735,22.772766,58.407047,4478198.5,0.4189424,0.19881307,-1.0,1378.9807,322.22742,9.359993,1412998,0.011369229,863.5383,1.136923,,9.359993,616.5086,1.7121222,0.0012085973,339.82004,66.54,0.020936707,19.881308,1835.5202345848083,616.5086255714098,276.68857,100,2.0936708,28800,202.81442,[ 0.116  0.284 -0.227 -0.006 -0.04   0.063 -0.166 -1.034  0.     0.  0.   ]
,289,1223.1279,245.81253,0.088033155,52.77536,67.146576,1724069.0,0.4189424,0.097537026,-1.0,1536.3113,326.62598,9.359962,1420477,0.011703785,889.082,1.1703784,,9.359962,693.46783,1.4892792,0.0008803315,313.1834,74.79,0.011071207,9.753703,1844.7031662464142,693.4678436661849,380.28442,100,1.1071206,28900,232.57443,[ 0.108  0.294 -0.229  0.004 -0.031  0.053 -0.16  -1.031  0.     0.  0.   ]
,290,825.5156,194.41194,0.42417604,81.726685,85.59163,274994.38,0.4189424,0.047610473,-1.0,1175.0071,374.55847,9.359927,1427799,0.010754508,755.57697,1.0754509,,9.359927,678.718,1.1683385,0.0042417604,349.49146,73.22,0.005085311,4.7610474,1852.5519380569458,678.7180639426867,329.2266,100,0.5085311,29000,326.2159,[ 8.301e-02  3.006e-01 -2.338e-01 -9.832e-04 -3.610e-02  6.154e-02 -1.549e-01 -1.043e+00  0.000e+00  0.000e+00  0.000e+00]
,291,924.3462,180.40338,0.024691202,10.165645,28.938648,10515419.0,0.4189424,0.45407957,-1.0,1227.1885,547.15356,9.359875,1435321,0.015330415,1231.5273,1.5330415,,9.359875,697.45276,3.4555864,0.000246912,302.8423,75.22,0.045573007,45.40796,1861.5133996009827,697.4527298752228,394.61044,100,4.557301,29100,329.29617,[ 0.07   0.3   -0.237  0.003 -0.035  0.061 -0.163 -1.048  0.     0.  0.   ]
,292,955.02856,214.6183,0.019337723,4.247863,33.034245,21532426.0,0.4189424,0.83133304,-1.0,1297.0305,686.1596,9.35995,1442710,0.0172977,1363.1605,1.72977,,9.35995,684.90826,3.0271618,0.00019337723,342.00195,73.89,0.08212537,83.13331,1869.469441652298,684.9082606598774,342.90628,100,8.212538,29200,295.79907,[ 0.053  0.299 -0.238  0.009 -0.031  0.059 -0.157 -1.08   0.     0.  0.   ]
,293,948.29614,198.84401,0.1683323,61.780106,76.8761,496240.6,0.4189424,0.07624313,-1.0,1233.6979,382.60254,9.359947,1450391,0.010829496,804.721,1.0829496,,9.359947,711.5988,1.3007945,0.001683323,285.40173,76.81,0.008517822,7.6243134,1878.6941695213318,711.5988036881125,426.1971,100,0.8517823,29300,341.48947,[ 0.042  0.312 -0.243  0.016 -0.019  0.05  -0.162 -1.097  0.     0.  0.   ]
,294,1102.3127,247.46402,0.10833745,79.19981,81.10652,359169.06,0.4189424,0.029730536,-1.0,1446.006,365.81998,9.359907,1458626,0.010922487,847.5054,1.0922486,,9.359907,762.62103,1.2329465,0.0010833745,343.6932,82.35,0.005597485,2.9730537,1887.2045538425446,762.6209195323149,418.9277,100,0.55974853,29400,328.8192,[ 0.039  0.311 -0.244  0.014 -0.017  0.043 -0.168 -1.109  0.     0.  0.   ]
,295,1487.7345,251.77937,0.22302927,73.61591,76.65644,653882.94,0.4189424,0.056189,-1.0,1794.1796,342.87256,9.359934,1466860,0.011789606,957.64276,1.1789606,,9.359934,763.2799,1.3045218,0.0022302927,306.44507,82.34,0.007058047,5.6189003,1896.5360860824585,763.279813934894,456.83472,100,0.70580477,29500,225.02594,[ 0.04   0.309 -0.245  0.014 -0.019  0.036 -0.178 -1.099  0.     0.  0.   ]
,296,1335.3877,254.97711,0.17679748,83.912056,85.27861,312082.44,0.4189424,0.028634174,-1.0,1632.6222,308.20026,9.359888,1475062,0.010864288,838.57996,1.0864289,,9.359888,759.90564,1.172627,0.0017679748,297.23453,82.02,0.0047570677,2.8634174,1905.1729366779327,759.9056621521153,462.67114,100,0.4757068,29600,270.11902,[ 0.031  0.31  -0.247  0.018 -0.016  0.031 -0.184 -1.103  0.     0.  0.   ]
,297,1022.8647,225.25743,0.5151976,96.75794,96.00072,191040.88,0.4189424,0.017039016,-1.0,1352.8323,339.90692,9.359933,1482934,0.010205979,754.12396,1.020598,,9.359933,729.1574,1.0416589,0.0051519754,329.9676,78.72,0.0018681925,1.7039016,1914.2572164535522,729.1574290755045,399.18985,100,0.18681924,29700,323.3078,[ 0.031  0.312 -0.249  0.021 -0.014  0.028 -0.181 -1.112  0.     0.  0.   ]
,298,1326.6631,252.99428,0.49633268,89.98553,91.44423,285232.22,0.4189424,0.026778622,-1.0,1604.1519,328.53693,9.35986,1491239,0.0105180275,831.7925,1.0518029,,9.35986,768.3946,1.0935627,0.0049633267,277.48883,83.05,0.0035088256,2.6778622,1922.7461807727814,768.3945852947353,490.9058,100,0.3508826,29800,287.14908,[ 0.03   0.315 -0.25   0.019 -0.015  0.025 -0.181 -1.105  0.     0.  0.   ]
,299,1110.5942,242.78944,0.25270623,69.169586,73.76552,448580.1,0.4189424,0.043759845,-1.0,1463.2236,410.46423,9.359952,1499573,0.011620052,921.5635,1.1620052,,9.359952,771.23444,1.355647,0.0025270623,352.62933,83.34,0.0077578262,4.3759847,1932.4014587402344,771.2343936335595,418.60507,100,0.77578264,29900,332.26724,[ 0.023  0.321 -0.252  0.015 -0.019  0.032 -0.178 -1.101  0.     0.  0.   ]
,300,1213.8003,292.3742,0.49056435,90.79126,90.079796,320791.06,0.4189424,0.02458643,-1.0,1545.2126,346.47302,9.359852,1507933,0.010623065,834.8957,1.0623065,,9.359852,773.7248,1.1101269,0.0049056434,331.41235,83.6,0.0033832013,2.458643,1941.3118896484375,773.7248540250952,442.3125,100,0.33832014,30000,310.1611,[ 0.028  0.321 -0.252  0.017 -0.017  0.02  -0.177 -1.099  0.     0.  0.   ]
,301,1031.5979,251.09581,0.4445998,91.86359,90.41959,268225.88,0.4189424,0.021716058,-1.0,1392.5632,350.25488,9.359951,1515802,0.01074487,789.59906,1.074487,,9.359951,728.2463,1.105955,0.004445998,360.96533,78.69,0.0031977622,2.1716058,1950.3733837604523,728.2463019160055,367.28094,100,0.31977624,30100,310.47733,[ 0.032  0.327 -0.255  0.016 -0.019  0.014 -0.175 -1.101  0.     0.  0.   ]
,302,1260.6753,303.9386,0.4291925,93.72441,94.08933,318655.0,0.4189424,0.023451205,-1.0,1612.7705,336.2956,9.359849,1524427,0.010210619,835.09235,1.0210619,,9.359849,798.8475,1.0628197,0.004291925,352.09528,86.25,0.002642122,2.3451207,1959.4187378883362,798.8474797750897,446.75223,100,0.26421222,30200,315.0163,[ 0.031  0.328 -0.255  0.019 -0.016  0.018 -0.176 -1.094  0.     0.  0.   ]
,303,1915.1575,273.60123,0.43928066,94.74253,95.39384,313666.75,0.4189424,0.023484085,-1.0,2190.7488,119.976074,9.359856,1532570,0.010295071,792.8809,1.029507,,9.359856,753.6761,1.0482857,0.0043928064,275.59137,81.43,0.0024251863,2.3484085,1968.57439494133,753.676109452593,478.08478,100,0.24251863,30300,96.45154,[ 0.027  0.332 -0.258  0.017 -0.019  0.019 -0.182 -1.099  0.     0.  0.   ]
,304,1033.263,229.6509,0.5268894,92.76325,92.617584,271255.34,0.4189424,0.023361282,-1.0,1403.8707,409.72906,9.359896,1541254,0.010361689,847.3536,1.0361689,,9.359896,803.3142,1.0797086,0.0052688937,370.60782,86.84,0.0028941021,2.3361282,1977.586750984192,803.3141837483219,432.70636,100,0.2894102,30400,382.15295,[ 0.028  0.329 -0.259  0.019 -0.015  0.015 -0.186 -1.101 -0.005  0.  0.   ]
,305,1163.2405,273.74023,0.42866278,89.34613,89.46194,320357.6,0.4189424,0.022524595,-1.0,1516.1937,396.44287,9.359938,1550050,0.010528433,877.3451,1.0528435,,9.359938,812.52905,1.1177938,0.0042866278,352.95322,87.96,0.003635633,2.2524595,1987.5367224216461,812.5290997004859,459.5759,100,0.3635633,30500,357.67102,[ 0.022  0.331 -0.26   0.023 -0.012  0.018 -0.188 -1.106 -0.01   0.  0.   ]
