OptimizationReturnMean,InitialReturnMax,ReturnStepMaxmin,ReturnStepMax,StdIWNorm,OptimizationReturnMin,ESSRenyi,EpLenMean,MaxIWNorm,Bound,OptimizationReturnMax,Weights,InitialBound,ReturnMeanIW,MeanIW,EpThisIter,MeanEntropy,EmpiricalD2,EpRewMean,InitialReturnStd,MeanIWNorm,J_sample_variance,EpisodesSoFar,InitialReturnMean,MinIWNorm,TimeElapsed,Iteration,InitialReturnMin,StdIW,TimestepsSoFar,ESSClassic,MinIW,MaxIW,VarianceInit,LearnableVariance
84.40427,340.84973,9.359646,9.359646,0.014270281,,76.73272,18.09,0.14829947,77.40865,259.20142,[-0.008  0.029  0.019  0.021 -0.021 -0.023 -0.045 -0.014  0.     0.  0.   ],63.7977,194.14172,1.0986531,100,0.4189424,1.303225,166.05259698903927,44.610683,0.010986531,56851.96,1100,166.0526,0.004231397,34.44502830505371,11,81.64833,1.4270283,20877,37.214672,0.42313972,14.829947,-1.0,
80.70108,341.10663,9.359715,9.359715,0.0029676687,,90.32737,18.68,0.018069325,80.42653,250.35384,[-0.008  0.034  0.021  0.012 -0.03  -0.004 -0.058 -0.036  0.     0.  0.   ],69.12189,188.09827,1.0773774,100,0.4189424,1.1070842,171.45387565705303,51.515034,0.010773775,14802.004,1200,171.45389,0.0034829627,36.947121143341064,12,90.75279,0.29676688,22745,92.94766,0.34829628,1.8069324,-1.0,
100.99709,434.9581,9.359905,9.359905,0.0018199261,,96.24727,18.89,0.016207302,48.16133,362.57727,[-0.009  0.036  0.025  0.024 -0.019 -0.015 -0.047 -0.028  0.     0.  0.   ],42.890488,181.16832,1.0296524,100,0.4189424,1.0389905,173.3779159163997,59.608013,0.010296524,10453.394,1300,173.37793,0.004038462,40.09549283981323,13,72.38083,0.1819926,24634,96.97054,0.4038462,1.6207302,-1.0,
83.844376,333.01172,9.359963,9.359963,0.0012810307,,96.80511,18.01,0.012670613,69.36157,251.58884,[-0.011  0.037  0.034  0.028 -0.019 -0.028 -0.034 -0.019  0.     0.  0.   ],65.36375,170.90028,1.0198694,100,0.4189424,1.0330033,165.26726347964347,47.368805,0.010198694,10082.574,1400,165.26727,0.0062452992,42.677814960479736,14,81.42289,0.12810306,26435,98.4468,0.62452996,1.2670614,-1.0,
98.840294,380.40015,9.359888,9.359888,0.0040836404,,90.866554,18.66,0.035260636,63.243935,307.92084,[-0.013  0.034  0.036  0.029 -0.021 -0.048 -0.034 -0.018  0.     0.  0.   ],57.19957,182.96205,1.0465131,100,0.4189424,1.1005149,171.31961593789322,48.557285,0.010465131,12149.28,1500,171.31961,0.0054509705,45.2841637134552,15,72.47931,0.40836406,28301,86.785446,0.54509705,3.5260637,-1.0,
93.245674,361.39545,9.359619,9.359619,0.0019726832,,94.55378,19.06,0.014681553,71.81302,279.66736,[-0.008  0.039  0.036  0.027 -0.016 -0.032 -0.034 -0.029  0.     0.  0.   ],66.555145,183.31035,1.0319594,100,0.4189424,1.0575992,174.97376759167972,50.330544,0.010319593,10819.751,1600,174.97377,0.0059585697,48.32798886299133,16,81.72809,0.19726834,30207,96.47467,0.59585696,1.4681553,-1.0,
92.90087,361.6991,9.359844,9.359844,0.0032372533,,91.24602,19.99,0.025944805,84.215935,270.98294,[-0.009  0.042  0.034  0.028 -0.015 -0.038 -0.03  -0.031  0.     0.  0.   ],75.1073,197.81158,1.0430351,100,0.4189424,1.0959382,183.61702315827418,53.792904,0.010430352,16493.648,1700,183.617,0.004157606,51.18185615539551,17,90.716156,0.3237253,32206,91.21352,0.41576064,2.5944805,-1.0,
85.41871,398.80347,9.359616,9.359616,0.00427701,,84.51034,20.24,0.033434737,79.43004,298.3352,[-0.009  0.052  0.034  0.035 -0.005 -0.028 -0.023 -0.034  0.     0.  0.   ],66.24593,209.57437,1.0847834,100,0.4189424,1.1832871,185.88696775166915,52.01747,0.010847834,19486.115,1800,185.88695,0.0028817833,53.93940186500549,18,100.46826,0.427701,34230,86.54627,0.28817832,3.3434737,-1.0,
100.88774,342.65866,9.359573,9.359573,0.002498629,,93.81286,19.85,0.018660536,84.99939,261.26105,[-0.009  0.055  0.034  0.027 -0.015 -0.027 -0.021 -0.041  0.     0.  0.   ],79.48775,191.13272,1.026739,100,0.4189424,1.065952,182.2853474601511,49.724163,0.01026739,11776.561,1900,182.28534,0.0047063087,56.94639873504639,19,81.3976,0.2498629,36215,94.40888,0.47063088,1.8660536,-1.0,
105.05166,306.48312,9.359972,9.359972,0.0042934665,,88.64131,20.28,0.03235795,102.655624,225.30412,[-0.007  0.057  0.036  0.017 -0.025 -0.029 -0.012 -0.037  0.     0.  0.   ],94.285736,200.31406,1.0399148,100,0.4189424,1.1281421,186.2306678792547,43.96416,0.010399147,15958.953,2000,186.23068,0.004424335,60.917168855667114,20,81.179,0.42934668,38243,85.43655,0.4424335,3.235795,-1.0,
88.07372,314.97897,9.359903,9.359903,0.0024040798,,93.86191,20.44,0.016321046,97.98663,215.31055,[-0.011  0.056  0.031  0.022 -0.022 -0.033 -0.028 -0.053  0.     0.  0.   ],93.24846,195.5211,1.0398602,100,0.4189424,1.0653949,187.74214414468122,50.64792,0.010398602,14374.308,2100,187.74214,0.0020277412,64.94689226150513,21,99.66843,0.24040799,40287,94.926186,0.20277412,1.6321048,-1.0,
93.10436,388.98175,9.359854,9.359854,0.0025463596,,92.76922,20.98,0.017398475,84.50585,289.3051,[-0.014  0.054  0.03   0.026 -0.016 -0.046 -0.024 -0.046  0.     0.  0.   ],76.08647,205.66286,1.0386295,100,0.4189424,1.0779438,192.78099737349214,48.262627,0.010386296,15610.09,2200,192.78098,0.0024475108,68.4272141456604,22,99.676636,0.25463596,42385,94.33019,0.2447511,1.7398474,-1.0,
109.6225,427.26218,9.359701,9.359701,0.0023345381,,94.158035,22.74,0.015910322,87.33319,327.57816,[-0.014  0.05   0.033  0.023 -0.02  -0.063 -0.014 -0.044  0.     0.  0.   ],81.127884,219.42838,1.016459,100,0.4189424,1.0620443,209.30653583686228,61.97446,0.01016459,17329.863,2300,209.30655,0.003830326,72.00710415840149,23,99.68403,0.23345383,44659,94.98931,0.38303262,1.5910321,-1.0,
93.79113,500.88446,9.359949,9.359949,0.000886014,,99.21064,22.03,0.013065147,55.777084,392.01074,[-0.015  0.046  0.035  0.024 -0.018 -0.079 -0.01  -0.047  0.     0.  0.   ],52.39952,206.63902,1.0200286,100,0.4189424,1.0079564,202.66486622128394,56.023125,0.010200284,15700.447,2400,202.66486,0.00867705,75.1575255393982,24,108.87373,0.0886014,46862,99.25115,0.867705,1.3065147,-1.0,
99.952286,380.63416,9.359519,9.359519,1.3104085,,0.89742565,22.72,13.176362,1609.1276,271.43808,[-0.023  0.055  0.029  0.024 -0.022 -0.086 -0.021 -0.051  0.     0.  0.   ],94.95809,2814.5237,13.93591,100,0.4189424,111.42984,209.1483569802319,54.348396,0.13935912,154238830.0,2500,209.14835,3.999395e-05,78.31236910820007,25,109.19608,131.04085,49134,1.1183379,0.003999395,1317.6362,-1.0,
93.12818,351.32928,9.359647,9.359647,0.0037618275,,92.38958,19.0,0.034689877,76.04172,270.0028,[-0.019  0.061  0.037 -0.006 -0.056 -0.068 -0.034 -0.018  0.     0.  0.   ],69.055855,185.69562,1.0635818,100,0.4189424,1.0823731,174.4546432278305,49.484634,0.010635819,11831.308,2600,174.45464,0.0040045977,81.9709300994873,26,81.32646,0.3761827,51034,88.88102,0.4004598,3.468988,-1.0,
87.59005,389.8179,9.359931,9.359931,0.065526195,,32.949078,19.44,0.6223933,127.22507,298.87244,[ 0.008  0.03   0.1   -0.018 -0.043 -0.036 -0.011 -0.014  0.     0.  0.   ],61.59014,330.95807,1.8029976,100,0.4189424,3.0349865,178.53550591634476,56.786526,0.018029975,324004.72,2700,178.5355,0.0013344492,84.52721309661865,27,90.94546,6.5526204,52978,7.038248,0.13344492,62.239334,-1.0,
89.62259,296.34528,9.35986,9.35986,0.002111201,,95.1519,18.64,0.01598649,86.64832,214.8291,[ 0.003  0.036  0.106  0.024 -0.006 -0.021 -0.025 -0.01   0.     0.  0.   ],82.23518,177.78864,1.034779,100,0.4189424,1.0509511,171.1387733016795,44.491604,0.010347789,10068.703,2800,171.13876,0.0061761257,88.27647590637207,28,81.51618,0.21112011,54842,96.003746,0.6176126,1.598649,-1.0,
71.70458,323.30984,9.359839,9.359839,0.004038037,,86.15975,17.7,0.027401993,73.84241,232.65314,[ 0.003  0.04   0.11   0.032  0.006 -0.024 -0.017 -0.004  0.     0.  0.   ],65.36835,178.33559,1.0416207,100,0.4189424,1.1606348,162.3612960073137,45.71734,0.010416207,14520.345,2900,162.3613,0.0018523087,91.40158700942993,29,90.656715,0.40380368,56612,86.93484,0.18523088,2.7401993,-1.0,
100.939514,372.07968,9.359867,9.359867,0.0015676605,,97.14317,18.84,0.013766542,66.27001,300.05054,[ 0.002  0.041  0.111  0.04   0.011 -0.026 -0.012 -0.011  0.     0.  0.   ],61.344727,179.52336,1.0300169,100,0.4189424,1.0294085,172.96863993109724,51.640896,0.010300169,8679.291,3000,172.96863,0.0046342397,94.1196346282959,30,72.02913,0.15676604,58496,97.73603,0.463424,1.3766543,-1.0,
97.79863,333.82004,9.359544,9.359544,0.003752507,,87.94596,19.52,0.024031408,87.90374,252.33667,[ 0.003  0.042  0.114  0.046  0.017 -0.035 -0.001 -0.004  0.     0.  0.   ],79.135994,194.69254,1.0345594,100,0.4189424,1.1370618,179.28200080582235,58.047523,0.010345594,14819.312,3100,179.282,0.0033045541,97.64229798316956,31,81.48337,0.37525073,60448,88.37336,0.33045542,2.4031408,-1.0,
96.084045,305.67877,9.359803,9.359803,0.0017642708,,95.54766,19.33,0.013931177,92.63996,224.32379,[ 0.003  0.048  0.117  0.043  0.011 -0.034  0.008 -0.006  0.     0.  0.   ],85.7354,186.45587,1.0301112,100,0.4189424,1.0465981,177.43902765170358,47.45038,0.010301113,10604.141,3200,177.43903,0.005689596,100.88595795631409,32,81.35498,0.1764271,62381,97.150246,0.5689596,1.3931177,-1.0,
87.50918,324.51038,9.359991,9.359991,0.07633699,,15.997657,19.45,0.76284575,182.6296,233.47192,[ 0.     0.049  0.12   0.041  0.009 -0.05   0.019  0.002  0.     0.  0.   ],81.19452,426.03018,1.7577292,100,0.4189424,6.2509155,178.54763894997004,44.716778,0.017577292,2676671.8,3300,178.54762,0.0002540876,104.36926913261414,33,91.03846,7.6336994,64326,5.034978,0.02540876,76.28458,-1.0,
111.9428,371.28964,9.359767,9.359767,0.0063931877,,79.146034,22.04,0.040742315,103.33722,280.5813,[ 0.017  0.044  0.127  0.047  0.011 -0.025  0.018 -0.038  0.     0.  0.   ],91.26427,228.5416,1.0996736,100,0.4189424,1.2634872,202.65115155392587,52.983677,0.010996737,24698.248,3400,202.65114,0.0040289317,107.95171928405762,34,90.708336,0.63931876,66530,74.738815,0.4028932,4.0742316,-1.0,
92.32504,315.82642,9.35998,9.35998,0.03473408,,39.18985,21.9,0.3219805,153.25145,206.79297,[ 0.015  0.055  0.126  0.04   0.001 -0.014  0.017 -0.049  0.     0.  0.   ],106.61056,304.60162,1.4277228,100,0.4189424,2.551681,201.35848050050154,45.729385,0.014277225,246253.25,3500,201.35847,0.0007102347,111.19574022293091,35,109.03345,3.473408,68720,14.453654,0.07102347,32.19805,-1.0,
97.419014,416.61957,9.359918,9.359918,0.005965774,,78.6451,23.43,0.042152796,106.6552,298.3408,[ 0.02   0.05   0.125  0.021 -0.02   0.004 -0.007 -0.073  0.     0.  0.   ],90.71192,247.59221,1.0970855,100,0.4189424,1.271535,215.69779669937648,56.424286,0.010970853,28789.773,3600,215.69777,0.0022155284,114.80957341194153,36,118.27878,0.5965774,71063,77.17831,0.22155285,4.2152796,-1.0,
103.347206,464.4856,9.359668,9.359668,0.002146435,,94.453094,24.04,0.014050407,88.33801,346.4956,[ 0.021  0.058  0.125  0.025 -0.012  0.014 -0.003 -0.083  0.     0.  0.   ],81.99153,231.71696,1.0326174,100,0.4189424,1.0587265,221.33720215176317,60.757004,0.010326173,21031.877,3700,221.33719,0.002635125,118.6446328163147,37,117.98999,0.21464351,73467,95.858215,0.26351252,1.4050407,-1.0,
104.19643,452.3,9.3595,9.3595,0.0020275093,,94.89143,24.16,0.015114989,91.80792,333.96246,[ 0.024  0.057  0.124  0.03  -0.006  0.005 -0.006 -0.091  0.     0.  0.   ],86.84398,231.10252,1.0087456,100,0.4189424,1.0538359,222.5339648039496,65.134995,0.010087456,21739.904,3800,222.53397,0.0033218407,123.63025999069214,38,118.33754,0.20275092,75883,96.11704,0.33218408,1.5114989,-1.0,
119.615685,501.93,9.359777,9.359777,0.004109634,,87.561134,25.8,0.02410938,96.41423,383.6073,[ 0.022  0.059  0.126  0.03  -0.001  0.001 -0.003 -0.097  0.     0.  0.   ],87.359406,257.33374,1.0390251,100,0.4189424,1.1420592,237.9383973004781,65.98662,0.010390251,25543.414,3900,237.9384,0.0032152508,128.794930934906,39,118.32271,0.4109634,78463,86.47209,0.3215251,2.410938,-1.0,
121.34376,418.51788,9.359782,9.359782,0.003636428,,84.311844,26.0,0.022217307,135.34277,300.12665,[ 0.029  0.06   0.126  0.034 -0.004  0.006  0.001 -0.106  0.     0.  0.   ],114.17963,272.08133,1.0853738,100,0.4189424,1.186073,239.73499119900399,62.782978,0.010853738,28600.434,4000,239.73499,0.0019828766,133.46062636375427,40,118.391235,0.3636428,81063,89.907745,0.19828765,2.2217307,-1.0,
103.48263,464.55515,9.359935,9.359935,0.0012795356,,97.95592,26.04,0.013396154,103.75374,328.01178,[ 0.022  0.061  0.124  0.024 -0.011 -0.013  0.    -0.115  0.     0.  0.   ],100.65947,244.56688,1.006377,100,0.4189424,1.0208673,240.0259959612315,64.77102,0.01006377,24414.43,4100,240.026,0.007081872,138.26315307617188,41,136.54337,0.12795357,83667,98.409195,0.7081872,1.3396155,-1.0,
135.88286,652.36334,9.359838,9.359838,0.0027102395,,92.92892,27.5,0.01817303,68.879166,534.39996,[ 0.013  0.066  0.121  0.02  -0.008 -0.019 -0.006 -0.121  0.     0.  0.   ],58.137238,271.89755,1.041159,100,0.4189424,1.0760913,253.84623449370736,75.8851,0.01041159,25914.977,4200,253.84624,0.0038080772,143.14655232429504,42,117.96337,0.27102393,86417,93.6539,0.38080773,1.8173031,-1.0,
107.10104,611.75977,9.359966,9.359966,0.0034847402,,89.5337,29.32,0.020282071,104.27435,448.02124,[ 0.018  0.067  0.124  0.027 -0.008 -0.017  0.009 -0.121  0.     0.  0.   ],87.311646,298.23288,1.0639789,100,0.4189424,1.116898,270.8395711787535,75.303986,0.010639788,43928.297,4300,270.8396,0.0033094024,148.22339844703674,43,163.73853,0.34847403,89349,90.31228,0.33094025,2.028207,-1.0,
112.035576,489.8165,9.359914,9.359914,0.0012302275,,98.79773,29.06,0.012963428,123.58383,333.6269,[ 0.023  0.08   0.124  0.026 -0.007 -0.005  0.031 -0.12   0.     0.  0.   ],121.28021,271.42017,1.0004361,100,0.4189424,1.012169,268.2251776547317,69.34343,0.01000436,30576.402,4400,268.2252,0.0060345978,152.74865245819092,44,156.1896,0.12302276,92255,98.5104,0.6034598,1.2963428,-1.0,
119.864105,483.38562,9.359925,9.359925,0.004169035,,84.74601,28.81,0.029194629,134.31973,337.16333,[ 0.014  0.09   0.122  0.026 -0.01  -0.01   0.03  -0.122  0.     0.  0.   ],121.070694,291.84686,1.0670457,100,0.4189424,1.1799966,266.08638606708195,67.29249,0.010670457,36956.188,4500,266.0864,0.0031704437,157.51375007629395,45,146.22229,0.41690347,95136,86.75639,0.31704438,2.919463,-1.0,
105.55637,585.6923,9.359653,9.359653,0.020724023,,35.90572,30.34,0.17065465,166.57343,410.87762,[ 0.012  0.093  0.12   0.03  -0.005 -0.008  0.028 -0.134  0.     0.  0.   ],104.66341,459.8038,1.2669091,100,0.4189424,2.7850716,280.37108181174136,90.12963,0.012669091,651961.0,4600,280.3711,0.00024469517,162.39703345298767,46,174.8147,2.0724022,98170,27.204802,0.024469517,17.065466,-1.0,
124.06651,766.1502,9.359952,9.359952,0.0034929595,,91.754364,35.22,0.033138793,113.12605,564.4222,[ 0.024  0.09   0.133  0.021 -0.014 -0.003  0.066 -0.153  0.     0.  0.   ],95.94948,353.07663,1.0293609,100,0.4189424,1.0898664,325.794529857048,107.125984,0.0102936085,90760.49,4700,325.79453,0.0029092731,167.87543201446533,47,201.72801,0.34929597,101692,89.674286,0.29092732,3.3138795,-1.0,
110.65624,725.61993,9.359898,9.359898,0.0070524574,,76.38912,32.59,0.048882697,114.36705,534.6688,[ 0.036  0.101  0.131  0.025 -0.018  0.004  0.085 -0.151  0.     0.  0.   ],83.92136,363.4332,1.1880901,100,0.4189424,1.3090869,301.607324560633,82.577515,0.011880901,72559.02,4800,301.60733,0.0012966162,173.11973762512207,48,190.95108,0.70524573,104951,73.94499,0.12966162,4.88827,-1.0,
119.9693,576.08124,9.359841,9.359841,0.005751595,,76.46689,33.65,0.03282596,175.92369,384.56992,[ 0.027  0.102  0.134  0.032 -0.015 -0.013  0.092 -0.153  0.     0.  0.   ],138.65623,373.5607,1.1691495,100,0.4189424,1.3077556,311.4806177902546,78.66447,0.011691495,70773.79,4900,311.48062,0.0025634586,178.54164171218872,49,191.51132,0.57515955,108316,80.51454,0.25634587,3.282596,-1.0,
111.0154,573.3626,9.359866,9.359866,0.002812409,,93.91286,32.71,0.024135083,136.75111,381.75568,[ 0.026  0.107  0.131  0.023 -0.029 -0.002  0.089 -0.156  0.     0.  0.   ],130.61351,314.24692,1.0446239,100,0.4189424,1.064817,302.6223209830049,78.10045,0.010446237,47278.055,5000,302.6223,0.005918407,184.12253332138062,50,191.60693,0.28124094,111587,93.24157,0.5918407,2.4135084,-1.0,
137.3266,565.6819,9.359729,9.359729,0.0061986656,,87.65795,32.48,0.06009777,159.25032,402.67987,[ 0.027  0.104  0.131  0.028 -0.023 -0.007  0.088 -0.153  0.     0.  0.   ],130.62402,340.5086,1.0445116,100,0.4189424,1.1407979,300.3286075746096,81.00929,0.010445115,102317.38,5100,300.3286,0.0037921157,188.44645619392395,51,163.00203,0.6198666,114835,73.95442,0.37921157,6.009777,-1.0,
123.67858,714.5918,9.359956,9.359956,0.0039588376,,87.15957,33.08,0.027377557,108.72897,532.21924,[ 0.047  0.113  0.135  0.026 -0.019  0.007  0.113 -0.15   0.     0.  0.   ],91.673615,338.35535,1.0618253,100,0.4189424,1.147321,306.05114537967836,94.82633,0.010618253,65680.055,5200,306.05118,0.0031029736,193.5580656528473,52,182.37256,0.3958838,118143,87.795944,0.31029737,2.7377558,-1.0,
100.4366,642.4297,9.359993,9.359993,0.005400635,,83.3853,32.67,0.041994557,131.86914,440.3162,[ 0.034  0.108  0.135  0.016 -0.027  0.005  0.099 -0.159  0.     0.  0.   ],109.82118,342.92728,1.1046213,100,0.4189424,1.1992521,302.5500969737192,68.62231,0.011046213,69115.91,5300,302.5501,0.002116177,198.25440096855164,53,202.1135,0.5400635,121410,80.707924,0.2116177,4.1994557,-1.0,
106.925476,605.2732,9.359518,9.359518,0.011333349,,68.713715,34.39,0.07533811,182.53128,393.7577,[ 0.044  0.113  0.138  0.021 -0.027  0.029  0.12  -0.159  0.     0.  0.   ],136.85904,401.58517,1.2843518,100,0.4189424,1.4553136,318.440990872253,73.125916,0.012843517,94423.98,5400,318.441,0.0022653353,203.09375596046448,54,211.51552,1.133335,124849,56.22207,0.22653353,7.5338116,-1.0,
124.260544,951.2255,9.359738,9.359738,0.010723843,,75.828224,34.15,0.072652146,53.51248,759.33813,[ 0.055  0.127  0.145  0.037 -0.017  0.05   0.155 -0.142  0.     0.  0.   ],30.780243,381.22217,1.253325,100,0.4189424,1.3187702,316.1479199197159,101.19485,0.012533251,86312.01,5500,316.14792,0.0025868602,208.5975534915924,55,191.88737,1.0723844,128264,57.73322,0.25868604,7.2652144,-1.0,
136.59782,633.10876,9.359976,9.359976,0.0020309067,,95.96205,33.47,0.015743405,125.72153,459.98602,[ 0.056  0.129  0.144  0.036 -0.019  0.038  0.155 -0.128  0.     0.  0.   ],119.787994,319.609,1.0072179,100,0.4189424,1.0420786,309.7205837378081,84.32607,0.010072179,41774.44,5600,309.72058,0.0035880108,213.45629048347473,56,173.12276,0.20309067,131611,96.09315,0.3588011,1.5743405,-1.0,
132.76974,540.6399,9.359732,9.359732,0.00615263,,79.62709,34.06,0.05673778,171.39548,358.1339,[ 0.047  0.137  0.138  0.034 -0.02   0.037  0.159 -0.133  0.     0.  0.   ],153.08377,353.15573,1.0723964,100,0.4189424,1.255854,315.275740252727,75.286644,0.010723964,71010.42,5700,315.27576,0.00037416603,218.61991262435913,57,182.50598,0.61526304,135017,75.23531,0.037416603,5.673778,-1.0,
113.59717,548.3939,9.359843,9.359843,0.0044147978,,85.14978,35.1,0.024421606,173.18546,336.9935,[ 0.036  0.138  0.135  0.031 -0.02   0.022  0.16  -0.153  0.     0.  0.   ],160.47942,351.47345,1.0538082,100,0.4189424,1.1744012,324.99758584580565,75.04256,0.0105380835,64841.844,5800,324.9976,0.0019720928,223.25408816337585,58,211.40042,0.44147977,138527,85.06954,0.19720928,2.4421606,-1.0,
111.54432,860.4138,9.3598,9.3598,0.0049230447,,84.90591,35.77,0.046190776,105.966064,640.4738,[ 0.037  0.129  0.138  0.037 -0.026  0.007  0.158 -0.173  0.     0.  0.   ],73.3602,386.09607,1.0882254,100,0.4189424,1.1777743,331.48430005956465,95.81524,0.010882254,148479.88,5900,331.48428,0.0030544247,228.45526337623596,59,219.93999,0.4923045,142104,83.01108,0.30544248,4.6190777,-1.0,
142.58292,601.1875,9.359958,9.359958,0.014136186,,72.98591,36.18,0.14522396,203.50233,408.52112,[ 0.011  0.141  0.135  0.027 -0.031  0.008  0.16  -0.186  0.     0.  0.   ],154.89304,414.61374,1.1232113,100,0.4189424,1.3701276,335.24929882419724,71.56277,0.011232113,398481.1,6000,335.2493,0.00368859,233.42988109588623,60,192.66638,1.4136186,145722,38.70043,0.368859,14.522397,-1.0,
119.63658,652.15234,9.3599615,9.3599615,0.004102699,,88.25177,35.87,0.032881625,161.24194,439.5252,[ 0.029  0.15   0.138  0.026 -0.03   0.033  0.177 -0.175  0.     0.  0.   ],136.61804,369.50327,1.0952998,100,0.4189424,1.1331217,332.2637282088391,80.309654,0.010952998,69172.39,6100,332.2637,0.0048873676,237.96954202651978,61,212.62715,0.41026992,149309,87.69585,0.48873675,3.2881627,-1.0,
109.15839,638.9701,9.359789,9.359789,0.0034406297,,90.44655,35.61,0.026862375,150.84406,418.18872,[ 0.021  0.174  0.137  0.028 -0.031  0.054  0.203 -0.171  0.     0.  0.   ],138.24872,352.40472,1.0554116,100,0.4189424,1.1056254,329.93976431999,72.65101,0.010554117,63880.84,6200,329.93976,0.0045015235,243.0361328125,62,220.78137,0.34406295,152870,90.393394,0.45015237,2.6862376,-1.0,
