MeanEntropy,ReturnStepMaxmin,InitialReturnMax,VarianceInit,J_sample_variance,LearnableVariance,MaxIW,ESSRenyi,MinIW,TimeElapsed,EpLenMean,OptimizationReturnMax,MaxIWNorm,EmpiricalD2,Weights,Iteration,ReturnStepMax,Bound,MinIWNorm,InitialBound,InitialReturnMean,ReturnMeanIW,OptimizationReturnMin,InitialReturnStd,EpThisIter,MeanIWNorm,MeanIW,ESSClassic,EpisodesSoFar,StdIWNorm,TimestepsSoFar,EpRewMean,OptimizationReturnMean,StdIW,InitialReturnMin
0.4189424,0.8516533,-380.80002,-1.0,155437.86,,3.4004502,83.001396,0.36492112,1313.0559287071228,500.0,35.47467,0.034004502,1.204799,[-0.049  0.392],20,0.8516533,-389.39325,0.0036492113,-411.7526,-397.87683,-374.1627,,7.031157,100,0.00941774,0.941774,85.374954,2000,0.0038978967,1000000,-397.87681017592547,18.39788,0.38978967,-416.2747
0.4189424,0.8514438,-386.4837,-1.0,139025.34,,5.986418,33.191746,0.03701329,1386.7929558753967,500.0,29.905426,0.059864175,3.0127974,[-0.012  0.394],21,0.8514438,-381.26834,0.00037013288,-412.1942,-398.31458,-357.17688,,7.2647696,100,0.008902971,0.8902971,44.00293,2100,0.010043309,1050000,-398.3145798845589,18.074554,1.004331,-416.38913
0.4189424,0.8499368,-386.54538,-1.0,102307.72,,4.707724,10.240966,0.0005065199,1446.6585443019867,500.0,29.403015,0.04707724,9.764704,[-0.067  0.378],22,0.8499368,-352.88654,5.0651993e-06,-414.2685,-400.40347,-309.5606,,6.9018774,100,0.0076454347,0.7645435,36.190727,2200,0.010151855,1100000,-400.40350860759617,15.544886,1.0151854,-415.9484
0.4189424,0.85000575,-390.58765,-1.0,70531.68,,15.849777,6.052618,0.0056767836,1513.703624010086,500.0,25.7034,0.15849777,16.521776,[0.015 0.35 ],23,0.85000575,-309.22842,5.6767836e-05,-418.58688,-404.71048,-252.82516,,5.460213,100,0.0062944377,0.6294437,11.685892,2300,0.01730378,1150000,-404.7104873144627,11.580554,1.730378,-416.29105
0.4189424,0.8499983,-386.0817,-1.0,157478.58,,4.2368326,57.11337,0.036333915,1582.8024716377258,500.0,29.736542,0.042368326,1.7509035,[0.005 0.389],24,0.8499983,-397.87927,0.00036333915,-413.25394,-399.3933,-379.53867,,6.3959913,100,0.009488628,0.9488628,63.959373,2400,0.0071227453,1200000,-399.3933369706571,16.424902,0.71227455,-415.81824
0.4189424,0.8498906,-387.9636,-1.0,167532.9,,2.6177502,89.780685,0.23374456,1657.7477774620056,500.0,28.21231,0.026177501,1.1138253,[-0.059  0.384],25,0.8498906,-405.61472,0.0023374455,-412.50214,-398.62964,-390.97394,,6.3367844,100,0.009784128,0.9784128,88.05141,2500,0.0036042284,1250000,-398.62960322633387,17.546295,0.36042285,-416.1759
0.4189424,0.8499445,-388.44418,-1.0,56551.773,,7.794762,3.5158763,0.006521478,1730.1658673286438,500.0,27.812592,0.07794762,28.442411,[-0.08  0.38],26,0.8499445,-300.29507,6.521478e-05,-413.8562,-399.981,-226.29651,,5.8783636,100,0.005667461,0.5667461,22.559422,2600,0.010500473,1300000,-399.98097824558613,16.275799,1.0500474,-416.25677
0.4189424,0.8575103,-373.13638,-1.0,126263.24,,6.0230236,12.09446,0.008575399,1797.1542482376099,500.0,42.064117,0.060230237,8.268249,[-0.089  0.417],27,0.8575103,-377.33722,8.575399e-05,-407.69684,-393.85684,-337.54086,,7.990191,100,0.00849449,0.849449,32.869194,2700,0.012139582,1350000,-393.85682504191993,21.343678,1.2139581,-415.2005
0.4189424,0.85261565,-384.90668,-1.0,167136.98,,2.2654586,82.28159,0.22282296,1866.0379376411438,500.0,30.614136,0.022654586,1.2153386,[-0.058  0.391],28,0.85261565,-406.3758,0.0022282295,-412.18338,-398.3327,-391.10645,,6.4683576,100,0.009787779,0.97877795,83.63162,2800,0.0043301363,1400000,-398.33269256591797,17.188122,0.43301362,-415.5208
0.4189424,0.84987515,-380.7936,-1.0,117033.414,,8.833654,16.553186,0.003924507,1934.0048370361328,500.0,35.77539,0.08833654,6.041133,[-0.041  0.382],29,0.84987515,-361.60516,3.924507e-05,-414.10706,-400.2214,-327.47604,,7.007559,100,0.008159414,0.81594145,33.701138,2900,0.011444313,1450000,-400.2214187115431,16.347582,1.1444314,-416.569
0.4189424,0.8498028,-388.49875,-1.0,87251.266,,6.3159676,7.5791726,0.0032583824,2005.57257771492,500.0,27.600098,0.063159674,13.194053,[0.083 0.375],30,0.8498028,-336.02292,3.2583823e-05,-414.61108,-400.74112,-285.6422,,5.6493816,100,0.0070580654,0.70580655,30.84233,3000,0.010568961,1500000,-400.74112461343407,15.357721,1.0568962,-416.09885
0.4189424,0.8499378,-392.00568,-1.0,49658.402,,9.940054,5.7994895,0.013456585,2075.466833591461,500.0,24.32193,0.099400535,17.242897,[0.084 0.341],31,0.8499378,-270.5329,0.00013456585,-419.86563,-405.98804,-212.90683,,5.6156764,100,0.00528881,0.5288811,17.24287,3100,0.011586598,1550000,-405.9880505332351,10.339558,1.1586599,-416.3276
0.4189424,0.8499347,-388.27383,-1.0,83710.75,,5.8066034,7.331614,0.0011661286,2144.408626794815,500.0,27.146515,0.058066033,13.639562,[0.186 0.371],32,0.8499347,-331.32858,1.16612855e-05,-414.20895,-400.3616,-280.18787,,5.750732,100,0.006924766,0.6924766,30.928036,3200,0.0103485575,1600000,-400.361592464149,15.058755,1.0348557,-415.42035
0.4189424,0.84974205,-393.4126,-1.0,114966.09,,5.054924,8.325359,0.002835379,2215.724496126175,500.0,22.92044,0.05054924,12.011494,[0.188 0.336],33,0.84974205,-378.01248,2.8353788e-05,-418.58276,-404.70496,-329.91547,,4.6861205,100,0.00809974,0.80997396,37.93142,3300,0.010361138,1650000,-404.7049841699004,11.628051,1.0361137,-416.33304
0.4189424,0.8496717,-398.9142,-1.0,107490.54,,4.6483097,19.858582,0.014797622,2290.2338378429413,500.0,17.514069,0.046483096,5.0356064,[0.233 0.299],34,0.8496717,-353.7443,0.00014797621,-423.29575,-409.41476,-322.59525,,4.2634687,100,0.0078329025,0.7832903,47.2751,3400,0.008272073,1700000,-409.4147939503193,7.0134926,0.8272073,-416.42828
0.4189424,0.849751,-401.00302,-1.0,44197.445,,3.6081674,3.7890658,0.01639547,2360.402352809906,500.0,15.308044,0.03608167,26.39173,[0.092 0.284],35,0.849751,-276.96008,0.0001639547,-425.3087,-411.43164,-205.66977,,3.3856254,100,0.005021432,0.50214314,36.07595,3500,0.006684221,1750000,-411.4316593568027,4.879407,0.66842216,-416.31107
0.4189424,0.84953874,-392.95728,-1.0,169735.31,,1.8056126,94.949585,0.5365166,2435.0261487960815,500.0,23.382141,0.018056124,1.0531905,[-0.003  0.337],36,0.84953874,-413.72723,0.005365166,-420.29092,-406.41296,-399.48495,,5.022807,100,0.00984437,0.98443705,94.08138,3600,0.0024691469,1800000,-406.41294360503554,9.926471,0.2469147,-416.33942
0.4189424,0.8495686,-397.64752,-1.0,154466.64,,5.036728,54.602512,0.0832382,2505.863591194153,500.0,18.2677,0.050367277,1.8314176,[-0.022  0.341],37,0.8495686,-401.3589,0.00083238195,-419.38904,-405.52524,-382.597,,4.672915,100,0.009400174,0.9400174,57.5518,3700,0.008073023,1850000,-405.5252232554555,10.390001,0.80730224,-415.91522
0.4189424,0.8497415,-395.6997,-1.0,32258.588,,4.2350388,3.55109,0.005668874,2557.119175672531,500.0,20.551819,0.042350385,28.160368,[-0.068  0.326],38,0.8497415,-247.05667,5.668874e-05,-421.26416,-407.38907,-173.42685,,4.746646,100,0.004284096,0.42840967,27.0951,3800,0.007027359,1900000,-407.3891037249565,8.862428,0.70273596,-416.25153
0.4189424,0.84990096,-389.64313,-1.0,53509.312,,6.237134,4.055455,0.0007904681,2614.743476867676,500.0,26.734955,0.06237134,24.658144,[-0.098  0.371],39,0.84990096,-289.7084,7.904681e-06,-415.56613,-401.6869,-220.78816,,6.124871,100,0.005512725,0.55127245,28.672535,3900,0.0086948415,1950000,-401.68689026609064,14.691193,0.8694842,-416.37808
0.4189424,0.85289794,-384.4614,-1.0,77882.2,,6.761251,9.203092,0.0058294805,2688.234055042267,500.0,30.700317,0.06761251,10.865913,[-0.189  0.406],40,0.85289794,-313.7112,5.8294805e-05,-409.2107,-395.37195,-268.09396,,6.45683,100,0.0066809896,0.66809905,28.684196,4000,0.010534463,2000000,-395.3719567555189,19.789757,1.0534464,-415.1617
0.4189424,0.8496499,-388.90158,-1.0,133625.38,,13.514973,36.684967,0.0745305,2755.7587716579437,500.0,27.10794,0.13514972,2.725912,[-0.21   0.377],41,0.8496499,-369.4564,0.000745305,-415.07968,-401.21274,-346.56152,,6.4177384,100,0.008699295,0.86992955,25.105392,4100,0.015025392,2050000,-401.21271823614836,14.796802,1.5025394,-416.00952
0.4189424,0.8502314,-376.20657,-1.0,50444.965,,5.9703455,2.6952653,0.0045209522,2814.9246957302094,500.0,37.59091,0.059703454,37.1021,[-0.188  0.398],42,0.8502314,-296.03152,4.5209523e-05,-411.15173,-397.3585,-212.01479,,6.673446,100,0.005372172,0.5372172,20.342834,4200,0.01063057,2100000,-397.35847089275717,16.43901,1.0630571,-413.7975
0.4189424,0.85012114,-368.23114,-1.0,110526.86,,13.384462,11.726416,0.00873382,2889.5112776756287,500.0,42.735535,0.13384461,8.527755,[-0.078  0.422],43,0.85012114,-357.94412,8.73382e-05,-405.47357,-391.77472,-317.9402,,6.919165,100,0.008027293,0.8027294,21.937988,4300,0.015142259,2150000,-391.7747054851055,19.19197,1.514226,-410.96667
0.4189424,0.85065556,-387.37634,-1.0,55355.074,,7.1945534,3.398481,0.0023864426,2959.604185819626,500.0,28.51117,0.07194553,29.424911,[-0.078  0.396],44,0.85065556,-297.06204,2.3864426e-05,-412.45157,-398.58868,-221.86302,,6.306964,100,0.005599369,0.55993706,21.162193,4400,0.010807523,2200000,-398.5886661104858,17.298843,1.0807524,-415.8875
0.4189424,0.8555453,-368.9876,-1.0,75992.17,,7.0145116,8.316622,0.00058374275,3038.6989419460297,500.0,41.237427,0.070145115,12.024114,[-0.117  0.432],45,0.8555453,-311.58325,5.837427e-06,-403.652,-389.97784,-264.16696,,8.484847,100,0.006675526,0.6675525,25.805576,4500,0.01131916,2250000,-389.9778370924294,20.247198,1.1319162,-410.22504
0.4189424,0.8498813,-373.02005,-1.0,46649.195,,6.826724,4.0657434,0.0013489967,3105.245425462723,500.0,41.437683,0.06826724,24.595749,[-0.169  0.409],46,0.8498813,-273.62332,1.34899665e-05,-409.5565,-395.7413,-205.10779,,7.1657405,100,0.005167757,0.5167757,26.435762,4600,0.00862064,2300000,-395.74130510255696,18.71643,0.862064,-414.45773
0.4189424,0.8517153,-375.85846,-1.0,90748.82,,11.773184,3.3557758,0.0055299182,3174.4733939170837,500.0,36.007416,0.11773183,29.799368,[-0.316  0.41 ],47,0.8517153,-356.96252,5.529918e-05,-409.22897,-395.50012,-282.0183,,6.277793,100,0.0072039473,0.72039473,15.724278,4700,0.01667771,2350000,-395.5001331450045,16.365738,1.667771,-411.86588
0.4189424,0.85211456,-368.8372,-1.0,167429.16,,2.4591458,93.864624,0.490904,3249.6517622470856,500.0,46.94397,0.024591457,1.0653641,[-0.332  0.445],48,0.85211456,-393.4866,0.00490904,-402.39362,-388.5342,-379.18146,,8.346932,100,0.009784813,0.97848135,91.78833,4800,0.0029266768,2400000,-388.53424819394945,27.246906,0.2926677,-415.78116
0.4189424,0.856404,-365.91663,-1.0,70246.29,,8.2901,4.485225,0.0009275994,3315.407018661499,500.0,43.871735,0.082901,22.295425,[-0.319  0.448],49,0.856404,-312.30835,9.275994e-06,-402.1942,-388.5346,-247.81033,,8.414216,100,0.0063821543,0.6382154,21.532423,4900,0.012183329,2450000,-388.5346021701396,21.25376,1.2183329,-409.78836
0.4189424,0.8559704,-353.8115,-1.0,163522.84,,1.4176254,96.55022,0.5165318,3388.753932952881,500.0,51.28357,0.014176254,1.0357305,[-0.448  0.45 ],50,0.8559704,-398.7309,0.005165318,-401.7856,-388.28247,-384.98862,,8.729609,100,0.009928473,0.9928474,96.66913,5000,0.0018429637,2500000,-388.28245464190843,16.81261,0.18429638,-405.09506
0.4189424,0.8566284,-350.69482,-1.0,142901.36,,3.3661573,76.25404,0.1778443,3462.0813670158386,500.0,54.86505,0.03366157,1.3114059,[-0.434  0.451],51,0.8566284,-374.86377,0.001778443,-398.91013,-385.39145,-359.38266,,9.591082,100,0.009270306,0.9270306,69.47634,5100,0.006144605,2550000,-385.39145301535723,20.168425,0.6144605,-405.55988
0.4189424,0.8568008,-368.91537,-1.0,116336.164,,5.1974635,24.691982,0.0269662,3517.2627687454224,500.0,42.980865,0.051974636,4.0498977,[-0.408  0.444],52,0.8568008,-350.81396,0.00026966198,-403.28818,-389.55832,-323.18347,,8.74285,100,0.008225959,0.8225959,40.73721,5200,0.009921606,2600000,-389.5582955078781,22.337944,0.9921605,-411.89624
0.4189424,0.8519002,-376.11914,-1.0,85251.17,,6.229187,6.5401855,0.0062701097,3578.2376341819763,500.0,38.28659,0.062291868,15.290087,[-0.449  0.427],53,0.8519002,-331.5932,6.2701096e-05,-405.87436,-392.06085,-277.57883,,6.83606,100,0.006994058,0.69940585,28.385412,5300,0.01110919,2650000,-392.06085243955255,22.344877,1.1109189,-414.40573
0.4189424,0.8510666,-382.27594,-1.0,72024.234,,11.597626,3.2453315,0.0038704565,3636.5836942195892,500.0,33.33954,0.11597625,30.813494,[-0.517  0.403],54,0.8510666,-329.5055,3.8704566e-05,-411.13727,-397.28345,-252.60292,,6.7600803,100,0.0063945856,0.6394586,18.572693,5400,0.013389365,2700000,-397.2834326373041,18.332047,1.3389366,-415.61548
0.4189424,0.85387653,-368.64938,-1.0,57238.125,,11.872854,4.049102,0.0045428085,3689.6310505867004,500.0,42.647095,0.11872854,24.696836,[-0.506  0.438],55,0.85387653,-284.6201,4.5428085e-05,-403.9827,-390.2729,-216.48758,,7.230988,100,0.0056352294,0.56352293,13.812346,5500,0.0140766855,2750000,-390.27283927500247,21.023638,1.4076686,-411.29648
0.4189424,0.8525391,-354.4249,-1.0,61300.727,,7.9140563,3.5064073,0.0010581063,3758.6350979804993,500.0,61.654785,0.07914056,28.51922,[-0.565  0.467],56,0.8525391,-297.389,1.0581063e-05,-399.09564,-385.22632,-223.32213,,9.984474,100,0.0058471872,0.58471876,21.703726,5600,0.011105815,2800000,-385.2263255256414,30.853355,1.1105815,-416.07968
0.4189424,0.8603287,-188.98615,-1.0,114619.87,,7.822875,3.5483603,0.0017457232,3828.7225708961487,489.53,210.84189,0.07822875,28.18203,[-0.553  0.496],57,0.8603287,-314.18066,1.7457232e-05,-379.92,-366.59247,-243.42874,,32.770164,100,0.007405074,0.7405074,24.142128,5700,0.0131262895,2848953,-366.59243258550765,33.235603,1.3126291,-399.82803
0.4189424,0.8578587,-188.63205,-1.0,83976.234,,6.914197,3.769569,0.0006078413,3876.758972644806,455.02,212.71677,0.06914197,26.528233,[-0.554  0.524],58,0.8578587,-283.75928,6.0784128e-06,-344.39304,-331.01477,-214.8536,,51.510662,100,0.006722125,0.67221254,25.46111,5800,0.01150163,2894455,-331.0147429406643,70.334076,1.1501629,-401.34882
0.4189424,0.86000705,-201.36377,-1.0,87174.266,,14.254509,5.725352,0.0031192012,3932.918081521988,425.68,210.2363,0.14254509,17.466175,[-0.628  0.544],59,0.86000705,-270.63147,3.1192012e-05,-320.82758,-307.10757,-213.29207,,53.00302,100,0.00648314,0.64831406,15.359708,5900,0.015218876,2937023,-307.10756397470834,104.4925,1.5218875,-411.60007
0.4189424,0.86592144,-178.02324,-1.0,86256.58,,10.908144,6.6631474,0.009068992,3991.1830801963806,456.01,224.52922,0.10908144,15.007922,[-0.707  0.531],60,0.86592144,-271.12015,9.0689915e-05,-346.50406,-333.08566,-219.13712,,52.805244,100,0.006807193,0.6807194,21.286644,6000,0.013089971,2982624,-333.08564693540336,69.46681,1.3089972,-402.55246
0.4189424,0.86169773,-166.92651,-1.0,83651.72,,5.3830914,4.9704423,0.0042879307,4039.6883206367493,395.09,229.13803,0.053830914,20.118935,[-0.638  0.546],61,0.86169773,-219.64478,4.2879306e-05,-295.80405,-282.6019,-160.42766,,57.337555,100,0.006310192,0.63101923,35.856586,6100,0.008439839,3022133,-282.60189332529905,113.462654,0.8439839,-396.06454
0.4189424,0.8654512,-134.95462,-1.0,240494.89,,12.886672,23.35202,0.021307025,4097.234407663345,368.09,269.30676,0.12886672,4.2822847,[-0.617  0.571],62,0.8654512,-237.3254,0.00021307025,-277.30344,-263.82806,-209.43987,,54.363457,100,0.008931054,0.89310545,27.473164,6200,0.014511014,3058942,-263.8280719947815,140.4333,1.4511015,-404.26138
0.4189424,0.8627997,-123.29483,-1.0,131929.08,,3.4583654,84.49685,0.3352868,4144.654045820236,319.93,242.40125,0.034583654,1.1834761,[-0.569  0.584],63,0.8627997,-238.83334,0.003352868,-241.36618,-229.17632,-225.57227,,51.60125,100,0.009676952,0.9676954,81.51487,6300,0.004608203,3090935,-229.1763169080019,136.51976,0.46082035,-365.69608
0.4189424,0.8680755,-134.76668,-1.0,126640.68,,5.2554445,7.0672994,0.0026129032,4193.801978588104,343.91,236.98036,0.052554443,14.149676,[-0.59  0.58],64,0.8680755,-220.70587,2.6129032e-05,-257.88712,-245.49559,-174.09369,,53.688015,100,0.007952431,0.79524314,38.08227,6400,0.010140189,3125326,-245.495563788116,126.25149,1.0140189,-371.74704
0.4189424,0.86253977,-124.993706,-1.0,83064.82,,5.3856006,17.288942,0.00986406,4232.8655397892,302.15,229.88962,0.053856004,5.784044,[-0.595  0.605],65,0.86253977,-171.0339,9.86406e-05,-228.92471,-217.09528,-142.58405,,48.502293,100,0.00696999,0.69699895,37.30333,6500,0.00903609,3155541,-217.09528124719859,137.78806,0.90360904,-354.88333
0.4189424,0.8661567,-123.624084,-1.0,148935.5,,5.462491,12.513083,0.0026561446,4275.138058423996,275.84,267.56015,0.054624908,7.9916353,[-0.52   0.616],66,0.8661567,-162.28549,2.6561445e-05,-211.49734,-198.45787,-125.42358,,49.717037,100,0.007352854,0.7352855,32.337852,6600,0.010635877,3183125,-198.45788224712015,192.72636,1.0635878,-391.18423
0.4189424,0.86340034,-112.161026,-1.0,103337.85,,4.911059,10.880041,0.013931784,4314.087050199509,250.89,286.5885,0.049110588,9.191142,[-0.529  0.642],67,0.86340034,-166.84537,0.00013931784,-193.68091,-180.38924,-126.54921,,49.96182,100,0.0065309163,0.6530916,32.554768,6700,0.009400313,3208214,-180.3892443701625,218.36029,0.94003135,-398.74954
0.4189424,0.864491,-114.61351,-1.0,33816.59,,3.8298984,7.139108,0.018837504,4352.015194416046,264.13,223.78053,0.038298983,14.007352,[-0.475  0.616],68,0.864491,-135.43243,0.00018837504,-201.34148,-190.0617,-93.2162,,45.457577,100,0.0046838727,0.46838734,34.97094,6800,0.006387122,3234627,-190.0616841675341,148.33235,0.6387122,-338.39404
0.4189424,0.8618124,-127.84362,-1.0,148745.03,,5.4782143,14.455674,0.010989404,4394.592943191528,298.43,227.91403,0.05478214,6.917699,[-0.559  0.597],69,0.8618124,-209.79892,0.00010989404,-225.53555,-213.67699,-178.60902,,52.293,100,0.009181423,0.9181424,41.49513,6900,0.010902033,3264470,-213.67698891192674,142.08066,1.0902034,-355.75766
0.4189424,0.86359817,-124.387955,-1.0,89061.625,,6.0994434,9.210694,0.0028581324,4435.293187618256,281.93,227.66759,0.06099443,10.856945,[-0.596  0.62 ],70,0.86359817,-173.42984,2.8581322e-05,-215.27919,-203.544,-134.76254,,47.435715,100,0.0068606865,0.68606865,32.60103,7000,0.009864578,3292663,-203.5440121243894,148.51154,0.98645794,-352.05554
0.4189424,0.8630382,-110.93365,-1.0,119061.02,,4.687039,9.269176,0.0035882087,4479.778469324112,280.88,266.53793,0.046870388,10.788446,[-0.701  0.631],71,0.8630382,-175.64192,3.5882087e-05,-214.37074,-201.78838,-134.3141,,50.96127,100,0.0073078717,0.7307872,35.760075,7100,0.00979477,3320751,-201.78837251529097,175.68323,0.979477,-377.4716
