Bound,ReturnStepMaxmin,EpRewMean,StdIW,EmpiricalD2,MaxIWNorm,EpThisIter,TimeElapsed,MinIW,MeanIWNorm,MeanIW,Iteration,OptimizationReturnMean,Weights,MeanEntropy,StdIWNorm,EpLenMean,InitialReturnStd,MaxIW,OptimizationReturnMax,InitialReturnMin,TimestepsSoFar,InitialReturnMax,J_sample_variance,ESSRenyi,VarianceInit,InitialBound,ReturnStepMax,EpisodesSoFar,InitialReturnMean,ESSClassic,OptimizationReturnMin,ReturnMeanIW,LearnableVariance,MinIWNorm
-231.91373,0.85210097,-398.0685770475864,0.6776917,38.14799,0.03450548,100,395.0581843852997,0.00018880772,0.0036697385,0.36697385,11,15.128899,[ 0.017  0.518 -0.042],1.3223225,0.0067769163,500.0,5.992408,3.450548,30.61856,-413.19748,549881,-382.57892,23303.588,2.62137,-1,-411.84186,0.85210097,1100,-398.0686,22.674133,,-146.84454,True,1.8880772e-06
-363.92825,0.84975576,-400.51039213627575,1.6677928,26.51901,0.11012378,100,434.0033302307129,0.0016644602,0.007275664,0.7275665,12,12.068005,[-0.002  0.463 -0.097],1.2681758,0.01667793,500.0,5.9456167,11.012379,25.924042,-412.5784,599881,-386.65436,91269.13,3.7708797,-1,-414.26303,0.84975576,1200,-400.51038,15.988257,,-293.10696,True,1.66446e-05
-382.2987,0.8501782,-403.62107656672595,1.2002239,6.217644,0.07648486,100,479.07520866394043,0.0016859863,0.008542894,0.8542895,13,10.825483,[-0.031  0.419 -0.151],1.2519523,0.012002239,500.0,4.919169,7.648486,22.446198,-414.44656,649881,-392.00037,126692.04,16.083261,-1,-417.43597,0.8501782,1300,-403.62106,33.626427,,-347.851,True,1.6859862e-05
-257.35242,0.8501697,-407.11677922576666,0.8649138,21.327007,0.055689648,100,520.3937089443207,0.0008913233,0.0047256793,0.47256798,14,8.161941,[-0.054  0.35  -0.167],1.2976036,0.008649138,500.0,3.7873752,5.568965,21.561005,-415.27872,699881,-393.7177,38931.266,4.6888905,-1,-420.9594,0.8501697,1400,-407.11676,22.989637,,-193.42554,True,8.913233e-06
-321.30457,0.85009587,-410.29572594717143,1.1391628,29.813889,0.06963443,100,564.9920909404755,0.01906648,0.006029555,0.6029556,15,5.0029774,[-0.063  0.299 -0.121],1.3187907,0.0113916285,500.0,3.0898852,6.9634433,16.368988,-415.2987,749881,-398.92972,63460.72,3.3541415,-1,-424.139,0.85009587,1500,-410.29572,21.884481,,-245.7173,True,0.00019066481
-289.00513,0.8501246,-405.1832504944503,1.0906509,41.453022,0.069554575,100,608.5174660682678,0.0005394888,0.0049844612,0.4984461,16,10.0510025,[-0.035  0.415 -0.1  ],1.2649664,0.01090651,500.0,4.9493737,6.9554577,29.084991,-415.23425,799881,-386.14926,43730.01,2.4123693,-1,-419.0244,0.8501246,1600,-405.18323,17.277752,,-199.89027,True,5.394888e-06
-346.875,0.8526321,-397.6693240536749,1.129558,5.895481,0.06703075,100,653.1321566104889,0.0066812607,0.0077789556,0.77789557,17,15.677206,[-0.039  0.483 -0.154],1.2544065,0.011295579,500.0,6.2822785,6.7030754,36.5878,-413.34653,849881,-376.75873,104510.38,16.962145,-1,-411.44754,0.8526321,1700,-397.66934,32.16981,,-313.42065,True,6.681261e-05
-330.28986,0.85172266,-403.4236795787513,1.1712312,43.051624,0.065884165,100,694.8975822925568,0.00022004037,0.005908323,0.5908323,18,11.46124,[-0.007  0.421 -0.165],1.1941686,0.011712312,500.0,4.756012,6.5884166,23.158295,-414.88492,899881,-391.72662,60865.145,2.3227928,-1,-417.25314,0.85172266,1800,-403.42368,20.285305,,-239.54936,True,2.2004037e-06
-393.81287,0.85011715,-405.25112489908935,1.026385,3.995677,0.070660405,100,737.8764138221741,0.0112649705,0.00896389,0.89638907,19,9.528993,[-0.025  0.38  -0.225],1.2104459,0.010263848,500.0,4.733644,7.066041,22.86972,-414.78012,949881,-391.9104,139666.14,25.027048,-1,-419.07715,0.85011715,1900,-405.25113,43.269913,,-366.1758,True,0.0001126497
-255.68784,0.8497519,-409.40727346986534,0.7422617,34.88098,0.047329832,100,778.4724383354187,0.025359906,0.0042749513,0.42749515,20,6.513108,[-0.014  0.324 -0.208],1.2170248,0.0074226167,500.0,3.1955914,4.732983,14.74942,-415.92038,999881,-401.17096,32008.77,2.8668919,-1,-423.27127,0.8497519,2000,-409.40723,24.908133,,-173.80681,True,0.00025359905
-327.90714,0.85011184,-400.9138086822629,1.4295537,15.783392,0.10099365,100,820.4708557128906,0.00059069187,0.006756348,0.67563486,21,12.606365,[-0.049  0.44  -0.202],1.1773031,0.014295535,500.0,5.763535,10.099365,26.191986,-413.52017,1049881,-387.3282,78979.766,6.335774,-1,-414.69778,0.85011184,2100,-400.9138,18.258522,,-273.1456,True,5.9069184e-06
-374.26654,0.84990615,-404.894214939028,1.7206424,6.795419,0.14184065,100,861.8183598518372,0.006036125,0.008316943,0.83169436,22,8.676005,[-0.099  0.385 -0.242],1.1378009,0.017206423,500.0,4.8675246,14.184065,22.349213,-413.57022,1099881,-391.221,119615.664,14.7157955,-1,-418.67987,0.84990615,2200,-404.89417,18.939041,,-338.33002,True,6.036125e-05
-309.0798,0.8512067,-406.5791394922137,1.1096953,15.75933,0.07429153,100,902.483992099762,0.002258148,0.0062443777,0.62443775,23,8.425986,[-0.038  0.348 -0.281],1.1017027,0.0110969525,500.0,4.362458,7.429153,19.16098,-415.00513,1149881,-395.84415,67966.28,6.3454475,-1,-420.41263,0.8512067,2300,-406.5791,24.049309,,-254.16351,True,2.258148e-05
-314.34286,0.84988457,-407.8847171397507,1.3522503,10.093909,0.11825838,100,945.9427807331085,0.010487518,0.006672016,0.66720164,24,7.632561,[-0.324  0.335 -0.317],1.1304928,0.013522505,500.0,4.2198296,11.825838,21.11261,-415.51727,1199881,-394.40466,78104.664,9.906964,-1,-421.7353,0.84988457,2400,-407.88467,19.578238,,-270.33832,True,0.00010487518
-231.34567,0.85006,-405.3405540882051,0.73563045,36.67215,0.044882182,100,992.0638320446014,9.9524856e-05,0.003636648,0.3636648,25,9.495227,[-0.252  0.392 -0.288],1.0712236,0.0073563047,500.0,4.696543,4.4882183,20.883545,-414.8358,1249881,-393.95224,23036.992,2.726865,-1,-419.16837,0.85006,2500,-405.34055,19.63933,,-147.60757,True,9.952486e-07
-278.36108,0.8500832,-406.5191727697849,1.1092446,36.774086,0.09403866,100,1035.935387134552,0.0010427092,0.0047974926,0.4797493,26,9.247092,[-0.257  0.355 -0.348],1.0076306,0.011092447,500.0,4.4450326,9.403866,22.071075,-415.76627,1299881,-393.6952,40443.53,2.7193062,-1,-420.37805,0.8500832,2600,-406.51917,15.758048,,-194.3186,True,1.0427092e-05
-310.48145,0.8520856,-405.23032626837494,0.9407397,21.71985,0.055119235,100,1076.6672132015228,0.0018379934,0.0060371454,0.60371447,27,10.03405,[-0.269  0.362 -0.411],1.0537153,0.0094073955,500.0,5.039866,5.511924,24.783417,-415.26437,1349881,-390.48096,63543.71,4.604083,-1,-419.07245,0.8520856,2700,-405.23032,29.17024,,-245.97075,True,1.8379933e-05
-355.50204,0.8500768,-407.9341501353681,1.2744797,13.954674,0.073340125,100,1117.9805612564087,0.013477802,0.007404226,0.74042267,28,7.354452,[-0.22   0.326 -0.365],1.0885439,0.012744796,500.0,3.7377203,7.334013,18.27774,-415.2886,1399881,-397.01086,95548.14,7.166058,-1,-421.77707,0.8500768,2800,-407.93414,25.234499,,-303.79037,True,0.00013477802
-313.0889,0.85006595,-411.0053897054493,0.97815734,27.639761,0.060315676,100,1163.2649109363556,0.026734525,0.0058745835,0.58745843,29,4.8263345,[-0.179  0.268 -0.33 ],1.1116344,0.009781574,500.0,2.8901823,6.0315676,13.697357,-415.83173,1449881,-402.13437,60363.21,3.6179762,-1,-424.86646,0.85006595,2900,-411.00534,26.508001,,-240.21642,True,0.00026734525
-226.73929,0.8500272,-406.484323849529,0.665413,30.581764,0.05232518,100,1204.9151237010956,0.021691654,0.0037341327,0.37341326,30,9.070059,[-0.115  0.363 -0.307],1.1123827,0.0066541303,500.0,4.209347,5.232518,22.697052,-415.55438,1499881,-392.85733,24514.43,3.2699225,-1,-420.33612,0.8500272,3000,-406.48434,23.949604,,-150.13768,True,0.00021691654
-303.4989,0.852184,-398.2677597261965,1.245564,48.741386,0.09676835,100,1248.45059800148,0.0073992484,0.0053029144,0.53029144,31,12.970767,[-0.119  0.454 -0.307],1.1110195,0.012455641,500.0,5.4907846,9.676835,28.149353,-411.23853,1549881,-383.08917,48907.566,2.0516446,-1,-411.97568,0.852184,3100,-398.26776,15.344486,,-207.79678,True,7.399248e-05
-298.97156,0.85346663,-387.85010203003884,1.3176452,39.002533,0.091048256,100,1292.478363275528,0.00010043543,0.0055493177,0.55493176,32,21.830105,[-0.025  0.527 -0.308],1.0565642,0.013176452,500.0,8.204308,9.104826,39.133087,-409.6802,1599881,-370.54712,53147.797,2.563936,-1,-401.5061,0.85346663,3200,-387.85007,15.06499,,-213.68704,True,1.0043542e-06
-354.69638,0.8569025,-374.9190710130334,1.616623,4.1616626,0.111996874,100,1336.0941305160522,0.034137152,0.0096698385,0.9669838,33,26.448853,[ 0.052  0.557 -0.362],1.039936,0.01616623,493.02,28.844927,11.199688,192.5325,-401.36792,1649183,-208.83542,209580.83,24.028858,-1,-388.29797,0.8569025,3300,-374.9191,26.350574,,-327.40317,True,0.00034137152
-251.23094,0.86203206,-349.12115674421193,1.2682638,18.333765,0.10018905,100,1378.0736877918243,0.017908633,0.006658443,0.66584426,34,48.13333,[ 0.079  0.589 -0.379],1.0793607,0.012682638,471.46,55.580368,10.018906,292.02963,-397.2545,1696329,-105.22485,166151.89,5.454417,-1,-362.36298,0.86203206,3400,-349.1212,21.607351,,-194.53221,True,0.00017908632
-177.60425,0.8589647,-339.69595669731495,0.6641836,26.661318,0.04145403,100,1419.1872169971466,0.0009482149,0.003890361,0.38903606,35,52.68203,[ 0.069  0.62  -0.34 ],1.0290066,0.0066418364,462.12,53.784325,4.145403,254.0279,-392.378,1742541,-138.3501,36146.633,3.7507524,-1,-352.7752,0.8589647,3500,-339.69598,25.54462,,-110.06998,True,9.482149e-06
-205.45233,0.865139,-280.60806452810766,1.4604255,14.842468,0.108663574,100,1451.5118539333344,0.0046499236,0.007024633,0.70246345,36,102.12085,[ 0.052  0.653 -0.39 ],1.0003052,0.014604255,393.11,67.65093,10.866358,265.07007,-382.7289,1781852,-117.65886,140481.19,6.737424,-1,-293.3657,0.865139,3600,-280.60806,18.788996,,-156.30237,True,4.6499237e-05
-201.98714,0.8639954,-229.91315054237842,1.2618954,3.417894,0.083118714,100,1481.1423316001892,0.02611816,0.009515244,0.9515244,37,149.00418,[ 0.134  0.686 -0.419],0.9892579,0.012618954,321.0,61.672493,8.311872,260.51526,-378.91733,1813952,-118.402084,223684.19,29.257784,-1,-242.54375,0.8639954,3700,-229.91315,36.248154,,-178.63629,True,0.0002611816
-166.56084,0.8664738,-194.35612064391375,1.7008086,11.159104,0.16055669,100,1504.1080951690674,0.004287174,0.006363298,0.63632977,38,159.99098,[ 0.171  0.717 -0.43 ],0.9521886,0.017008085,271.95,49.924644,16.05567,236.80145,-354.3471,1841147,-117.545654,151417.33,8.961292,-1,-206.1677,0.8664738,3800,-194.35614,12.278855,,-127.104,True,4.287174e-05
-154.90738,0.865166,-210.21340947970748,0.96027064,7.373163,0.042450182,100,1531.0426337718964,0.0027181325,0.007021977,0.70219773,39,166.0643,[ 0.112  0.679 -0.467],0.95127326,0.009602707,294.97,61.112576,4.2450185,259.49716,-376.2777,1870644,-116.78055,120518.305,13.5627,-1,-222.756,0.865166,3900,-210.21342,34.841805,,-120.84976,True,2.7181324e-05
-186.44295,0.8658271,-194.1395436191559,1.0625011,5.576967,0.05647101,100,1555.643045425415,0.03571104,0.008614471,0.8614472,40,129.84496,[ 0.207  0.71  -0.468],1.002181,0.010625011,271.87,45.44111,5.647101,217.96667,-323.9845,1897831,-106.01782,103991.08,17.930895,-1,-204.93903,0.8658271,4000,-194.13953,39.662815,,-160.93932,True,0.00035711037
-181.23352,0.85864794,-200.1896708868444,1.076763,11.7284155,0.07194984,100,1578.1775314807892,0.022699615,0.0066527035,0.6652704,41,126.612305,[ 0.237  0.712 -0.417],1.0485696,0.01076763,279.88,50.157803,7.1949844,219.401,-326.80197,1925819,-107.40096,58827.47,8.526301,-1,-211.08308,0.85864794,4100,-200.18968,27.626951,,-143.92714,True,0.00022699614
-196.95459,0.8632209,-244.53490004494788,1.1384028,13.628109,0.064864345,100,1607.5939815044403,0.002497624,0.0071272473,0.71272475,42,123.051346,[ 0.209  0.681 -0.37 ],0.98938096,0.011384026,342.76,66.305824,6.486435,262.88757,-367.58624,1960095,-104.69867,107567.95,7.337775,-1,-256.78778,0.8632209,4200,-244.5349,28.159327,,-151.72154,True,2.4976238e-05
-167.67096,0.8578066,-222.69454001769424,0.9241904,11.1613655,0.044706516,100,1635.7483823299408,0.0011637283,0.006483533,0.64835334,43,135.90219,[ 0.186  0.698 -0.43 ],0.92948794,0.009241904,312.5,55.547447,4.4706516,229.826,-358.59674,1991345,-128.77074,81501.37,8.959477,-1,-234.64777,0.8578066,4300,-222.69453,32.982765,,-127.73686,True,1.1637283e-05
-154.96391,0.8659503,-190.66343740284444,0.8936953,6.052201,0.039421894,100,1659.172263622284,0.0045205127,0.007564185,0.7564186,44,162.2546,[ 0.237  0.705 -0.489],0.9116822,0.008936953,268.0,48.3748,3.9421895,248.72635,-352.91803,2018145,-104.19169,107769.91,16.522915,-1,-202.42737,0.8659503,4400,-190.66344,41.737957,,-126.0232,True,4.5205124e-05
-157.78452,0.8626813,-171.7239851219952,1.2637259,5.764019,0.09827537,100,1680.0490720272064,0.0341415,0.008458246,0.8458246,45,130.38068,[ 0.134  0.738 -0.507],0.9606727,0.012637258,241.81,37.74737,9.827538,219.6929,-302.10468,2042326,-82.41178,111555.25,17.349007,-1,-181.79414,0.8626813,4500,-171.724,30.938086,,-133.60771,True,0.000341415
-127.96403,0.8585001,-169.81254464045168,0.88310826,9.51181,0.044295054,100,1700.1308891773224,0.00060054805,0.005986826,0.59868264,46,186.88387,[ 0.108  0.757 -0.458],0.9138228,0.008831082,237.11,44.284397,4.4295053,251.71852,-356.6964,2066037,-104.97789,83335.33,10.513246,-1,-181.70242,0.8585001,4600,-169.81256,31.487356,,-91.29418,True,6.0054804e-06
-114.28795,0.85851175,-146.75349871590734,0.65622807,16.529125,0.03542083,100,1717.5352575778961,0.005425456,0.0056071808,0.56071806,47,103.37691,[ 0.087  0.797 -0.505],0.944393,0.0065622805,205.93,32.19082,3.542083,157.31665,-250.1304,2086630,-92.81374,26330.828,6.0499268,-1,-155.09119,0.85851175,4700,-146.75351,42.19972,,-80.39025,True,5.425456e-05
-113.29882,0.86343104,-149.88922644913197,0.9813893,10.2045555,0.061367843,100,1737.4497265815735,0.024739724,0.006248374,0.62483734,48,92.90688,[-0.112  0.801 -0.475],0.98059595,0.009813893,211.23,32.934135,6.1367846,148.55927,-242.79611,2107753,-94.23685,36295.805,9.799545,-1,-157.98242,0.86343104,4800,-149.88922,28.844345,,-87.44543,True,0.00024739723
-119.98379,0.86518615,-142.44833135008813,1.1944351,8.411568,0.09689561,100,1754.1217286586761,0.0028393094,0.007233577,0.7233576,49,105.23968,[-0.11   0.845 -0.438],0.97666436,0.011944352,199.46,32.292465,9.689562,165.86497,-247.68802,2127699,-81.823044,51647.746,11.888391,-1,-150.70459,0.86518615,4900,-142.44833,26.834217,,-96.03838,True,2.8393093e-05
-105.592606,0.86157686,-127.56879824891686,1.0241933,3.634349,0.073130704,100,1768.870775461197,0.023863528,0.007895552,0.78955513,50,75.45327,[-0.153  0.9   -0.442],0.94634986,0.010241931,179.5,26.951834,7.313071,121.040504,-203.02206,2145649,-81.98156,37733.64,27.515244,-1,-134.3362,0.86157686,5000,-127.5688,37.276302,,-92.69125,True,0.00023863527
-119.02,0.8597824,-117.98640878960491,1.3188982,5.3737144,0.07944236,100,1782.8940179347992,0.028571473,0.009379216,0.9379215,51,77.50264,[-0.046  0.926 -0.473],0.9743031,0.013188984,165.67,24.041899,7.944236,124.31279,-195.48904,2162216,-71.176254,49735.082,18.609102,-1,-124.50271,0.8597824,5100,-117.986404,33.586613,,-103.91438,True,0.00028571472
-109.03642,0.86806655,-117.24712135493755,1.3810749,17.88891,0.07756678,100,1796.9400029182434,0.0021032062,0.00762769,0.7627691,52,61.442207,[-0.037  0.972 -0.445],0.9097469,0.013810748,164.7,20.766935,7.756678,105.72017,-178.68933,2178686,-72.96916,31024.637,5.5900555,-1,-123.20344,0.86806655,5200,-117.247116,23.373789,,-83.84403,True,2.1032061e-05
-112.61365,0.8673693,-119.06306349396705,1.1278794,10.774941,0.08329091,100,1811.605171918869,0.0015074103,0.0072825397,0.72825384,53,144.19551,[-0.014  0.916 -0.509],0.86012524,0.011278792,167.29,27.667797,8.329091,191.55711,-263.25858,2195415,-71.70146,60961.59,9.280793,-1,-127.83835,0.8673693,5300,-119.063065,29.42379,,-83.80859,True,1.50741025e-05
-75.89307,0.86297184,-111.4108256469667,0.65247965,16.784615,0.037670538,100,1824.9855177402496,0.0011510636,0.004604335,0.4604335,54,73.20102,[ 0.002  0.966 -0.559],0.7767961,0.0065247966,157.17,25.210642,3.7670538,124.21035,-184.61185,2211132,-60.401497,9580.339,5.957837,-1,-117.564545,0.86297184,5400,-111.41083,33.242817,,-50.68184,True,1.1510636e-05
-97.131256,0.86627984,-105.68841234698891,0.8476161,2.9186928,0.052626528,100,1837.5926761627197,0.024995983,0.008391623,0.83916247,55,75.6492,[-0.139  0.972 -0.642],0.7735244,0.0084761605,148.51,22.805456,5.262653,110.91283,-181.33762,2225983,-70.42479,29547.244,34.261913,-1,-111.732994,0.86627984,5500,-105.68841,49.49884,,-86.80457,True,0.00024995982
-76.25887,0.8651166,-100.99132306337357,1.2032467,15.526412,0.09128681,100,1851.2434091567993,0.0005211749,0.005890782,0.5890781,56,68.522995,[-0.256  0.998 -0.645],0.6919488,0.012032466,142.27,20.906027,9.128681,99.227036,-169.51431,2240210,-70.28728,21505.885,6.440638,-1,-106.6418,0.8651166,5600,-100.991325,19.33419,,-53.993977,True,5.2117493e-06
-71.825676,0.8635215,-96.54303375452757,1.2806373,11.112031,0.107611805,100,1863.5077676773071,0.0030389775,0.0063175648,0.63175654,57,57.69357,[-0.226  1.035 -0.727],0.6507268,0.012806372,136.51,18.51121,10.761181,93.633896,-154.2366,2253861,-60.602707,19532.137,8.999255,-1,-101.68425,0.8635215,5700,-96.54304,19.5727,,-54.687565,True,3.0389774e-05
-77.258095,0.8632575,-91.49888598546386,1.0898856,15.230774,0.057481308,100,1875.043078660965,0.0022461044,0.006323644,0.6323644,58,64.840744,[-0.187  1.082 -0.768],0.61883533,0.0108988555,129.78,19.70496,5.748131,95.8273,-156.33963,2266839,-60.51233,15557.454,6.5656548,-1,-96.7102,0.8632575,5800,-91.498886,25.185858,,-56.92007,True,2.2461043e-05
-83.55642,0.8609269,-97.01853320613503,1.0331725,8.904108,0.064346254,100,1888.8966128826141,0.0014699011,0.0068088975,0.68088984,59,133.4962,[-0.169  1.028 -0.8  ],0.54156435,0.010331724,136.05,26.387926,6.4346256,169.61847,-230.51474,2280444,-60.896263,48156.152,11.230771,-1,-104.70236,0.8609269,5900,-97.01853,30.280468,,-60.62808,True,1.46990105e-05
-62.327827,0.8616288,-94.03738283395768,0.84453773,19.206911,0.0583739,100,1899.676219701767,0.0006506301,0.004520075,0.45200753,60,62.158325,[-0.145  1.054 -0.877],0.43910816,0.0084453765,132.92,19.131355,5.83739,95.14482,-156.19571,2293736,-61.050888,8857.096,5.206459,-1,-99.2439,0.8616288,6000,-94.037384,22.266882,,-39.509876,True,6.506301e-06
-72.68533,0.8546268,-89.03498801648617,0.9798348,11.488413,0.06841462,100,1912.8548662662506,0.0021391474,0.0065505235,0.6550524,61,49.152725,[-0.114  1.031 -0.98 ],0.4891942,0.009798348,126.32,18.086369,6.8414626,78.040474,-138.18771,2306368,-60.14724,12142.435,8.704423,-1,-93.64124,0.8546268,6100,-89.03498,30.888493,,-57.072628,True,2.1391474e-05
-91.77441,0.8632921,-91.51334962055087,0.4323518,1.261,0.022495942,100,1923.7271175384521,0.19834974,0.009542396,0.95423967,62,71.3206,[-0.177  1.063 -0.93 ],0.48780316,0.004323518,129.35,20.670927,2.2495942,103.441925,-162.83395,2319303,-59.39203,26003.176,79.30214,-1,-96.94115,0.8632921,6200,-91.51336,82.96786,,-85.6793,True,0.0019834973
-59.46415,0.85917115,-90.71802766904234,0.81789756,11.638493,0.050048277,100,1935.3987052440643,0.000848631,0.004916537,0.49165374,63,69.68868,[-0.22   1.073 -0.931],0.4136777,0.008178975,128.13,22.334307,5.004828,99.70349,-160.40671,2332116,-60.703217,10598.187,8.592178,-1,-96.064926,0.85917115,6300,-90.71804,26.543184,,-41.22311,True,8.48631e-06
-75.69022,0.86160105,-85.30270233616233,1.4110247,10.204091,0.09191721,100,1947.5754268169403,0.000691553,0.0073770476,0.7377049,64,62.267776,[-0.174  1.102 -1.005],0.34482968,0.014110247,121.11,17.512732,9.191721,97.51204,-147.57048,2344227,-50.058445,21316.662,9.799991,-1,-90.22172,0.86160105,6400,-85.302704,21.4661,,-59.976994,True,6.91553e-06
-85.83711,0.86867535,-90.34105454340578,1.3219252,5.8003545,0.09035512,100,1958.0163931846619,0.035351958,0.008740392,0.87403905,65,68.712105,[-0.209  1.072 -1.074],0.3900355,0.013219253,126.97,22.415136,9.035512,107.795074,-159.05316,2356924,-51.258087,31940.975,17.240326,-1,-95.64282,0.86867535,6500,-90.34106,30.41869,,-73.06837,True,0.00035351957
-76.280594,0.86194146,-87.82979460671544,1.0333825,10.350045,0.063939266,100,1968.984296321869,0.00093321735,0.006778074,0.67780745,66,78.33581,[-0.156  1.092 -1.029],0.39011827,0.010333826,123.89,19.723755,6.3939266,114.87576,-166.1656,2369313,-51.28984,20170.688,9.661794,-1,-93.36865,0.86194146,6600,-87.829796,30.080677,,-58.461277,True,9.332173e-06
-71.23389,0.85791355,-89.636946195364,1.051961,10.227307,0.07759329,100,1979.2047717571259,0.007275404,0.005685347,0.56853473,67,73.42169,[-0.193  1.054 -1.029],0.37893757,0.01051961,126.69,18.637041,7.759329,111.95222,-163.05864,2381982,-51.106422,14073.641,9.777744,-1,-95.072235,0.85791355,6700,-89.63694,22.605928,,-53.851746,True,7.275404e-05
-81.888245,0.86555403,-97.32630932912231,1.0266935,16.815786,0.05986223,100,1990.800978422165,0.006489282,0.006282459,0.62824595,68,43.564713,[-0.172  1.014 -1.04 ],0.38250798,0.0102669345,137.3,20.381384,5.986223,80.76199,-140.89102,2395712,-60.129025,10059.319,5.946793,-1,-102.022675,0.86555403,6800,-97.32632,27.242891,,-62.62983,True,6.489282e-05
-74.60463,0.86273146,-94.47736311167479,0.71816885,10.696161,0.0590328,100,2002.5646495819092,0.043112397,0.0058313417,0.5831343,69,90.046234,[-0.214  1.055 -1.036],0.46410865,0.007181688,132.54,21.909815,5.9032803,124.29105,-184.52359,2408966,-60.232536,16100.633,9.349149,-1,-100.62814,0.86273146,6900,-94.47736,39.733685,,-54.48849,True,0.00043112398
