EpisodesSoFar,StdIW,ESSRenyi,J_sample_variance,ESSClassic,LearnableVariance,OptimizationReturnMin,MaxIWNorm,InitialBound,OptimizationReturnMean,MinIWNorm,Iteration,ReturnStepMaxmin,EmpiricalD2,TimestepsSoFar,InitialReturnMin,InitialReturnMax,MeanEntropy,MaxIW,TimeElapsed,MeanIWNorm,Weights,EpLenMean,ReturnStepMax,InitialReturnMean,StdIWNorm,OptimizationReturnMax,InitialReturnStd,ReturnMeanIW,MeanIW,EpRewMean,Bound,VarianceInit,EpThisIter,MinIW
28000,0.710704,21.464907,133728.52,45.67523,True,,0.038551636,-114.82495,315.93063,0.0002465382,280,0.85602623,4.658767,5108059,-416.86026,-57.7548,-0.67217875,3.8551638,4319.420259714127,0.006516737,[-1.276  1.136 -2.094],140.79,0.85602623,-100.92961,0.00710704,359.10547,52.44849,-62.81904,0.6516737,-100.92961368829012,-92.81099,-1,100,0.02465382
28100,0.8177301,15.868664,67558.05,43.56972,True,,0.043512326,-101.49109,190.86302,0.00022081207,281,0.85908556,6.301728,5121038,-282.92334,-67.30177,-0.62613064,4.3512325,4331.602642774582,0.007185323,[-1.289  1.146 -2.091],129.79,0.85908556,-92.0603,0.008177301,215.62157,30.10862,-64.50501,0.7185323,-92.06030984148383,-88.17932,-1,100,0.022081207
28200,0.9451254,29.027029,164527.81,38.621357,True,,0.07400431,-112.093445,292.54,0.00061656686,282,0.8669361,3.445065,5134833,-391.58075,-57.365147,-0.6194378,7.400431,4344.453341960907,0.007497121,[-1.266  1.138 -2.045],137.95,0.8669361,-99.040764,0.009451253,334.2156,44.297993,-70.997025,0.74971217,-99.04076286301017,-95.223976,-1,100,0.061656687
28300,0.9493892,28.214981,78220.42,42.64968,True,,0.06752009,-102.40974,171.03761,0.0001318333,283,0.85886645,3.5442164,5148030,-264.62646,-58.38726,-0.627289,6.752009,4356.791344165802,0.0081871785,[-1.259  1.148 -2.038],131.97,0.85886645,-93.58886,0.009493891,206.2392,29.920029,-73.764786,0.8187178,-93.58885151445865,-90.371056,-1,100,0.01318333
28400,0.54509807,10.47915,17393.764,46.064594,True,,0.03123442,-94.92283,127.38323,1.6510789e-05,284,0.8654307,9.542759,5160490,-215.13489,-57.587456,-0.6397401,3.1234422,4368.269471645355,0.005037573,[-1.269  1.158 -2.046],124.6,0.8654307,-87.75167,0.0054509807,157.54742,28.003916,-43.291843,0.50375724,-87.75166045427322,-65.44454,-1,100,0.0016510789
28500,0.9073613,39.300426,214806.7,45.996864,True,,0.051689044,-116.62598,310.31995,0.0005735582,285,0.86359465,2.5445015,5174760,-413.17346,-57.17645,-0.6528552,5.1689043,4379.959868192673,0.008374038,[-1.307  1.169 -2.059],142.7,0.86359465,-102.85352,0.009073613,355.997,53.827168,-84.56989,0.8374037,-102.85352117717267,-106.539,-1,100,0.05735582
28600,0.762875,21.185549,105516.0,47.55185,True,,0.037262276,-102.91397,252.6608,5.391136e-05,286,0.8636508,4.7201986,5187689,-344.1046,-58.448677,-0.6527953,3.7262278,4389.204656839371,0.0072639366,[-1.338  1.174 -2.072],129.29,0.8636508,-91.44382,0.0076287505,285.65594,37.33546,-60.75064,0.72639364,-91.44381818637252,-85.670715,-1,100,0.0053911363
28700,0.95678777,36.499386,132410.47,42.631,True,,0.05493948,-106.784966,240.92343,0.00029987984,287,0.85928893,2.739772,5201067,-336.492,-48.915054,-0.6696227,5.493948,4401.167018890381,0.00824783,[-1.304  1.18  -2.072],133.78,0.85928893,-95.56856,0.009567876,287.57697,48.902016,-77.34591,0.824783,-95.56856238111854,-95.91158,-1,100,0.029987985
28800,0.7779519,28.767578,85714.18,48.270443,True,,0.04354545,-103.1519,218.93443,9.62007e-05,288,0.86343247,3.4761355,5214084,-311.69644,-57.42015,-0.66355014,4.354545,4412.245130062103,0.0075149136,[-1.321  1.173 -2.089],130.17,0.86343247,-92.76201,0.0077795186,254.27629,42.43899,-68.66236,0.75149137,-92.76201840519906,-88.03367,-1,100,0.00962007
28900,0.73662174,65.525406,167134.22,58.199665,True,,0.04875078,-110.68872,296.1681,0.0017786708,289,0.85855937,1.5261257,5227667,-393.7324,-57.274593,-0.67217416,4.875078,4423.822345018387,0.008691903,[-1.294  1.179 -2.082],135.83,0.85855937,-97.56431,0.0073662167,336.4578,51.641666,-86.01618,0.8691904,-97.5643101349473,-102.229614,-1,100,0.17786708
29000,0.9016503,42.933056,106885.98,52.470608,True,,0.059532784,-102.665,191.39168,0.00023994563,290,0.86123556,2.3292077,5240825,-284.57098,-58.54868,-0.6610475,5.9532785,4433.084137916565,0.0094735995,[-1.306  1.174 -2.091],131.58,0.86123556,-93.1793,0.009016503,226.02231,31.774895,-85.35873,0.94736,-93.1793027625978,-99.835556,-1,100,0.023994563
29100,0.8132634,30.749157,106324.35,47.690956,True,,0.0470209,-104.09305,231.56586,0.0005231848,291,0.8692684,3.2521217,5253933,-324.8312,-57.78424,-0.6354292,4.7020903,4442.846436738968,0.007765348,[-1.303  1.166 -2.08 ],131.08,0.8692684,-93.265335,0.008132634,267.04697,40.92243,-65.5955,0.77653474,-93.2653385078907,-85.121796,-1,100,0.05231848
29200,0.8910732,23.017748,162478.73,36.37572,True,,0.07066523,-122.45097,303.12512,0.00022414343,292,0.8623836,4.344474,5268946,-411.84784,-58.29702,-0.7017836,7.0665236,4452.538955450058,0.006737639,[-1.274  1.17  -2.054],150.13,0.8623836,-108.7227,0.008910732,353.5508,50.64465,-67.149734,0.673764,-108.72270967260003,-95.7641,-1,100,0.022414343
29300,0.8788746,23.1927,88698.234,40.337757,True,,0.07088609,-103.25725,216.85117,8.9896115e-05,293,0.8668214,4.311702,5282012,-309.78235,-58.24633,-0.7112163,7.088609,4462.614248037338,0.0072265808,[-1.265  1.168 -2.121],130.66,0.8668214,-92.93118,0.008788745,251.53601,34.464867,-64.144196,0.7226582,-92.9311740449071,-85.58592,-1,100,0.008989612
29400,0.76402235,49.7788,176602.1,54.140182,True,,0.05502065,-109.99772,309.23584,0.0008004303,294,0.8552457,2.0088873,5295435,-405.7099,-57.4306,-0.7296973,5.502065,4473.3404269218445,0.008301371,[-1.229  1.161 -2.13 ],134.23,0.8552457,-96.47405,0.0076402235,348.2793,48.256123,-76.48799,0.830137,-96.47404707804323,-95.655785,-1,100,0.08004303
29500,0.3769319,90.17203,149250.33,86.77714,True,,0.02909023,-104.59971,288.81232,0.0045189983,295,0.865307,1.1089914,5308346,-380.7213,-57.819656,-0.7237938,2.909023,4483.541533708572,0.009656119,[-1.256  1.161 -2.149],129.11,0.865307,-91.909004,0.003769319,322.90167,39.974125,-88.02955,0.96561205,-91.90899703741074,-101.39397,-1,100,0.45189983
29600,0.89084876,29.220375,184467.3,45.73435,True,,0.05015011,-107.26285,296.2836,0.00023328564,296,0.8699454,3.4222696,5321562,-390.52884,-58.304928,-0.72272295,5.0150113,4493.174211025238,0.008178294,[-1.248  1.16  -2.143],132.16,0.8699454,-94.245224,0.008908487,332.2239,44.291935,-70.95546,0.8178294,-94.24522363245487,-95.03726,-1,100,0.023328565
29700,0.44123533,83.02433,179994.62,82.146645,True,,0.02861866,-119.26294,310.793,0.0034478838,297,0.8540269,1.2044662,5336077,-416.18317,-58.02865,-0.7244597,2.861866,4505.329842329025,0.009464665,[-1.273  1.154 -2.142],145.15,0.8540269,-105.39016,0.0044123535,358.1545,56.006317,-100.22257,0.9464667,-105.39016611471772,-115.447685,-1,100,0.34478837
29800,0.72274935,54.247135,169055.62,62.506298,True,,0.04051909,-108.934296,275.42523,0.0009542726,298,0.8632489,1.8434154,5349644,-371.96082,-57.845375,-0.7135954,4.051909,4517.212990999222,0.00933191,[-1.287  1.154 -2.143],135.67,0.8632489,-96.5356,0.007227494,314.11545,44.863037,-85.09702,0.933191,-96.53559560209513,-101.93103,-1,100,0.09542726
29900,0.9529994,31.155163,204240.4,43.60391,True,,0.050664622,-116.95656,299.38007,0.00016443049,299,0.85916305,3.2097409,5364101,-402.90643,-58.032806,-0.752253,5.0664625,4528.126462697983,0.008379746,[-1.272  1.149 -2.133],144.57,0.85916305,-103.526344,0.009529993,344.87363,53.11752,-83.81916,0.83797455,-103.52634977042675,-107.8804,-1,100,0.01644305
30000,0.41531897,77.64023,116307.27,84.12133,True,,0.026112618,-107.76932,239.8658,0.002650706,300,0.86866105,1.2879921,5377554,-336.42108,-57.403843,-0.73681813,2.6112618,4539.626149654388,0.009559341,[-1.253  1.154 -2.171],134.53,0.86866105,-96.55528,0.0041531892,279.01724,44.83296,-91.36368,0.95593405,-96.55527984201908,-104.090454,-1,100,0.26507062
30100,0.9113673,17.157124,92755.875,36.68385,True,,0.0476227,-113.894394,213.71352,7.27007e-05,301,0.8562661,5.828483,5391876,-317.03992,-58.48537,-0.73596704,4.76227,4550.534635066986,0.00693703,[-1.247  1.15  -2.156],143.22,0.8562661,-103.32639,0.009113672,258.55453,50.928204,-68.1955,0.693703,-103.32639297634363,-93.70903,-1,100,0.0072700703
30200,0.82494104,40.7482,192021.25,49.240475,True,,0.051520962,-111.666504,318.91443,0.00040003506,302,0.85956603,2.454096,5405541,-416.69122,-58.01822,-0.7455647,5.1520963,4562.0459015369415,0.008125034,[-1.237  1.139 -2.155],136.65,0.85956603,-97.77679,0.00824941,358.673,48.20697,-77.53042,0.8125035,-97.77679136902094,-99.28941,-1,100,0.04000351
30300,0.6083022,25.323315,125809.234,56.458157,True,,0.026160143,-109.96474,320.55634,0.00021528288,303,0.86391044,3.94893,5418987,-416.6333,-57.764748,-0.74353534,2.6160145,4573.299074888229,0.006926747,[-1.246  1.132 -2.164],134.46,0.86391044,-96.076965,0.0060830214,358.86856,52.384964,-65.49625,0.6926747,-96.07696278110147,-93.09392,-1,100,0.021528289
30400,0.695948,47.32602,162321.39,58.436047,True,,0.038628675,-113.16629,300.9657,0.00045004213,304,0.863041,2.1130025,5432906,-400.7729,-58.192078,-0.77889514,3.8628676,4584.627554178238,0.008251992,[-1.232  1.123 -2.162],139.19,0.863041,-99.80719,0.0069594802,342.5808,54.22895,-75.297775,0.8251992,-99.80718424186111,-94.71678,-1,100,0.045004215
30500,0.8212829,36.220913,198925.23,51.603477,True,,0.050473053,-113.26633,312.05453,0.00038837528,305,0.86543924,2.760836,5446784,-411.60083,-58.114487,-0.781901,5.0473056,4595.196989297867,0.008480572,[-1.221  1.127 -2.198],138.78,0.86543924,-99.546295,0.008212829,353.48633,56.826885,-82.18018,0.84805727,-99.54629607692361,-104.97706,-1,100,0.03883753
30600,0.7751024,24.141928,176095.81,51.77085,True,,0.039647985,-117.67864,312.30984,0.00025704017,306,0.8619882,4.1421714,5461221,-416.1179,-57.433403,-0.7712452,3.9647985,4606.829664468765,0.0080305785,[-1.231  1.12  -2.201],144.37,0.8619882,-103.80806,0.007751024,358.68448,54.123524,-85.46465,0.8030579,-103.80804943203925,-113.69454,-1,100,0.025704017
30700,0.6053582,22.988478,112620.85,54.991734,True,,0.034790624,-114.37562,308.8099,0.0003806149,307,0.86260235,4.350005,5475118,-409.53436,-57.83387,-0.7453668,3.4790626,4617.9729018211365,0.0066913688,[-1.239  1.129 -2.19 ],138.97,0.86260235,-100.724464,0.006053582,351.7005,62.850616,-64.659515,0.6691369,-100.72447514608503,-93.131256,-1,100,0.03806149
30800,0.3322478,89.25767,145595.02,88.912445,True,,0.021929165,-106.618805,293.48785,0.004176804,308,0.8665234,1.1203519,5488327,-387.19998,-57.804573,-0.7308128,2.1929166,4628.416530132294,0.0094086,[-1.266  1.136 -2.164],132.09,0.8665234,-93.71213,0.0033224777,329.39542,44.894352,-88.12575,0.94086003,-93.71213289454579,-101.787025,-1,100,0.41768038
30900,0.907403,29.828829,199004.53,44.261276,True,,0.05236335,-116.71913,306.9295,9.928932e-05,309,0.86352015,3.3524616,5502681,-409.98254,-67.17409,-0.7763928,5.2363353,4640.79226398468,0.008085999,[-1.271  1.135 -2.15 ],143.54,0.86352015,-103.05305,0.0090740295,342.80847,54.960667,-76.35521,0.8085998,-103.05305068403483,-101.37744,-1,100,0.009928932
31000,0.84717125,58.40888,215530.36,54.13474,True,,0.066138685,-116.13821,302.92407,0.0013780047,310,0.8545487,1.7120684,5516945,-405.54413,-57.69598,-0.7871653,6.6138687,4652.7698447704315,0.009203804,[-1.295  1.138 -2.195],142.64,0.8545487,-102.62008,0.0084717125,347.84814,60.076813,-86.21609,0.9203804,-102.62007653981448,-103.90404,-1,100,0.13780047
31100,0.74904394,22.044615,160977.22,50.688248,True,,0.03177528,-130.96281,299.85358,0.0007988293,311,0.8644459,4.5362554,5532895,-416.91907,-58.715042,-0.7527665,3.1775281,4664.439672708511,0.0075942655,[-1.274  1.14  -2.206],159.5,0.8644459,-117.06552,0.00749044,358.20404,76.68848,-80.597855,0.7594265,-117.06551335260272,-110.19701,-1,100,0.079882935
31200,0.98214483,29.613943,68855.49,39.06854,True,,0.061216276,-99.761444,157.68512,0.0006408107,312,0.8680271,3.3767877,5545850,-249.14185,-58.45691,-0.7344714,6.121628,4674.847833871841,0.007864451,[-1.272  1.147 -2.172],129.55,0.8680271,-91.45672,0.009821448,190.68494,32.05722,-68.958336,0.786445,-91.45671990633011,-84.21914,-1,100,0.06408107
31300,0.5068034,69.226204,166725.1,76.82121,True,,0.026161347,-108.00392,305.7723,0.0016413524,313,0.86191654,1.4445397,5559105,-400.42862,-58.58168,-0.7052883,2.6161346,4685.296646118164,0.009226457,[-1.241  1.149 -2.153],132.55,0.86191654,-94.656296,0.0050680344,341.84692,48.84307,-83.63826,0.92264575,-94.65630428045988,-99.68063,-1,100,0.16413525
31400,1.0570663,21.486156,147643.5,36.679573,True,,0.07757061,-112.425385,238.97498,0.00026796144,314,0.8636091,4.6541595,5573144,-340.06485,-57.885033,-0.7404381,7.757061,4697.275221347809,0.008045305,[-1.246  1.147 -2.124],140.39,0.8636091,-101.08988,0.010570664,282.1798,49.518806,-76.000694,0.80453056,-101.08988422363997,-100.45532,-1,100,0.026796144
31500,0.8726132,16.514791,145149.53,37.14246,True,,0.04614048,-121.594765,285.95364,0.00013670816,315,0.8611289,6.055178,5588227,-394.40167,-57.764313,-0.7818189,4.614048,4708.891658782959,0.006707774,[-1.284  1.15  -2.159],150.83,0.8611289,-108.44804,0.008726132,336.63736,62.02258,-67.989876,0.6707774,-108.44804224714636,-100.34038,-1,100,0.013670816
31600,0.904627,40.08433,150098.98,51.129635,True,,0.052299622,-108.35012,237.95404,0.00052733824,316,0.8646157,2.4947405,5601796,-335.13306,-57.440147,-0.77298564,5.2299623,4720.968871831894,0.009253013,[-1.27   1.141 -2.201],135.69,0.8646157,-97.179016,0.0090462705,277.6929,45.262783,-86.71652,0.9253013,-97.17902007982134,-104.36099,-1,100,0.052733824
31700,0.28287554,92.822624,106064.836,92.270035,True,,0.02233994,-115.4124,218.1684,0.004642776,317,0.8634576,1.0773236,5616387,-322.82013,-58.081886,-0.77720237,2.233994,4733.637968301773,0.009773214,[-1.273  1.148 -2.192],145.91,0.8634576,-104.65172,0.0028287552,264.73825,44.18676,-101.28951,0.9773214,-104.65172450155019,-112.458466,-1,100,0.46427763
31800,0.74286824,47.102676,187544.12,56.77737,True,,0.031957842,-115.55876,315.1658,0.00024616177,318,0.8646928,2.1230216,5630576,-416.83023,-58.11021,-0.7954962,3.1957843,4745.085133075714,0.0085141985,[-1.265  1.148 -2.196],141.89,0.8646928,-101.66442,0.0074286824,358.72003,56.202644,-82.284386,0.8514199,-101.66442807719112,-102.52927,-1,100,0.024616178
31900,0.6976405,23.512264,170102.34,56.785965,True,,0.035966154,-127.585724,303.31165,0.00024410024,319,0.862841,4.2530994,5646015,-416.99747,-58.52604,-0.7598614,3.5966156,4756.793159246445,0.007997235,[-1.253  1.153 -2.214],154.39,0.862841,-113.68582,0.0069764047,358.47144,83.582695,-81.731544,0.79972345,-113.68581987947226,-110.3974,-1,100,0.024410024
32000,0.95688057,31.25058,136470.98,46.192253,True,,0.04607015,-109.28955,226.84802,0.00044521032,320,0.86654234,3.1999407,5659801,-325.29443,-67.04704,-0.7810909,4.607015,4767.557871103287,0.008865841,[-1.267  1.161 -2.179],137.86,0.86654234,-98.4464,0.009568805,258.24738,48.71272,-83.05403,0.8865841,-98.44640142306686,-102.45067,-1,100,0.044521034
32100,1.2391344,15.422551,42699.74,26.132711,True,,0.08676802,-98.56562,107.35854,9.353722e-05,321,0.8624941,6.4840117,5672765,-199.28145,-57.25418,-0.7946541,8.676803,4778.472126960754,0.0073702903,[-1.298  1.165 -2.2  ],129.64,0.8624941,-91.92291,0.012391344,142.02727,26.5068,-67.9462,0.737029,-91.92290679827333,-84.86102,-1,100,0.009353722
32200,0.63503647,68.07518,199774.77,68.028076,True,,0.039956097,-118.62503,311.91562,0.0020830196,322,0.8665899,1.4689642,5687229,-416.65222,-48.148556,-0.80432624,3.9956098,4790.320578336716,0.009263145,[-1.327  1.158 -2.214],144.64,0.8665899,-104.73662,0.0063503645,368.50366,71.8189,-95.84402,0.92631453,-104.73662213012577,-112.67688,-1,100,0.20830196
32300,0.53495085,67.56273,182290.0,74.87514,True,,0.029039964,-104.57914,326.21014,0.0010885852,323,0.86350924,1.480106,5700066,-416.89285,-57.74649,-0.7903443,2.9039965,4800.300406455994,0.009234869,[-1.308  1.158 -2.223],128.37,0.86350924,-90.68271,0.005349508,359.14636,36.564735,-82.955086,0.92348695,-90.68270799219609,-99.86143,-1,100,0.108858526
32400,0.9649881,25.891453,119569.305,39.56694,True,,0.049179778,-106.48362,226.87186,0.000108360575,324,0.8616631,3.8622785,5713519,-322.60205,-47.978317,-0.79083127,4.917978,4811.297524690628,0.0078082015,[-1.296  1.155 -2.209],134.53,0.8616631,-95.7302,0.009649881,274.62372,41.551785,-70.104034,0.7808201,-95.73021646827459,-91.23735,-1,100,0.010836057
32500,0.78159857,31.128672,191864.47,52.712307,True,,0.053323936,-108.616745,322.04236,0.00041659074,325,0.8581575,3.2124724,5726730,-416.76685,-48.692467,-0.76294446,5.3323936,4822.541110992432,0.008252122,[-1.29   1.163 -2.21 ],132.11,0.8581575,-94.72452,0.007815986,368.07437,55.942696,-70.15448,0.82521224,-94.7245193168521,-95.05403,-1,100,0.041659076
32600,0.6413908,57.66002,171535.98,63.822586,True,,0.03681899,-109.693085,316.10016,0.0011081218,326,0.8586893,1.734304,5740219,-412.05798,-57.57389,-0.7401731,3.681899,4833.531351566315,0.008519047,[-1.305  1.157 -2.182],134.89,0.8586893,-95.957825,0.0064139077,354.4841,43.25303,-78.899216,0.85190475,-95.9578206487,-96.987595,-1,100,0.11081219
32700,1.0803406,29.007011,84384.62,40.203835,True,,0.06988322,-101.741684,160.5289,0.0005462059,327,0.8669205,3.4474423,5753359,-253.81024,-57.718796,-0.7362047,6.988322,4845.562213897705,0.008858452,[-1.295  1.161 -2.159],131.4,0.8669205,-93.28134,0.010803406,196.09145,34.734394,-81.94058,0.8858451,-93.28134283363819,-97.64914,-1,100,0.05462059
32800,0.85439026,19.3594,167476.94,40.75356,True,,0.04931144,-121.84797,308.9203,0.00013362974,328,0.86039925,5.1654496,5768190,-416.8725,-57.765038,-0.7871509,4.931144,4858.627595663071,0.0070861117,[-1.293  1.152 -2.155],148.31,0.86039925,-107.952225,0.008543902,359.10745,57.98016,-70.987495,0.70861113,-107.9522254833579,-102.56923,-1,100,0.013362974
32900,1.2351705,24.017086,46188.07,30.498148,True,,0.09328786,-95.80905,104.65154,0.0003104803,329,0.86267465,4.1637025,5780854,-193.99414,-57.39637,-0.7721311,9.328787,4868.814544677734,0.008182113,[-1.314  1.159 -2.206],126.64,0.86267465,-89.34259,0.012351704,136.59778,26.100815,-70.76703,0.8182113,-89.34258994057774,-83.96196,-1,100,0.03104803
33000,0.7231065,22.644287,140555.8,47.545494,True,,0.04096045,-113.64811,316.27362,0.00016329324,330,0.8574842,4.416125,5794687,-416.05328,-57.771633,-0.7828625,4.096045,4882.140851259232,0.0068843933,[-1.307  1.167 -2.191],138.33,0.8574842,-99.77968,0.007231065,358.28165,53.980076,-69.44648,0.68843925,-99.77966834247113,-98.59042,-1,100,0.016329324
33100,0.5170785,77.45492,188130.4,77.9194,True,,0.03194234,-119.95079,301.00797,0.0020843118,331,0.86043274,1.2910736,5809297,-407.37946,-57.601585,-0.7809641,3.1942344,4894.058312654495,0.00971346,[-1.311  1.158 -2.202],146.1,0.86043274,-106.37147,0.005170785,349.77786,66.558525,-103.30395,0.97134596,-106.37147373840213,-118.733505,-1,100,0.20843118
33200,0.79628164,60.27688,83535.336,56.596466,True,,0.04294626,-100.57352,177.4348,0.001445011,332,0.8622794,1.6590109,5822196,-269.0403,-58.113834,-0.77063626,4.294626,4903.716590642929,0.009092822,[-1.312  1.154 -2.2  ],128.99,0.8622794,-91.60551,0.007962816,210.92648,32.27135,-81.30465,0.9092824,-91.6055106882751,-92.85568,-1,100,0.1445011
33300,0.87917393,27.399284,133994.58,47.857452,True,,0.039932016,-112.417336,241.78018,0.00017301146,333,0.85707766,3.6497304,5836255,-342.7718,-57.84799,-0.7533161,3.9932017,4914.0155663490295,0.008422741,[-1.326  1.15  -2.19 ],140.59,0.85707766,-100.99161,0.008791739,284.9238,51.67549,-79.47671,0.84227407,-100.9916075065732,-101.30472,-1,100,0.017301146
33400,0.8521031,53.132763,152337.92,55.912704,True,,0.039706666,-105.102196,239.98422,0.0004970021,334,0.86707425,1.8820779,5849491,-333.9546,-56.740936,-0.7618422,3.9706666,4924.1369416713715,0.0095960125,[-1.324  1.159 -2.172],132.36,0.86707425,-93.97037,0.008521032,277.21365,45.822308,-87.43214,0.9596012,-93.97037670522928,-102.70375,-1,100,0.049700208
33500,0.72095126,27.348736,157526.39,51.834736,True,,0.037476044,-119.90994,310.8572,0.00022546315,335,0.8638733,3.656476,5864213,-416.87143,-58.371204,-0.75078714,3.7476044,4935.726356267929,0.007479102,[-1.317  1.152 -2.181],147.22,0.8638733,-106.01423,0.007209512,358.5002,64.94802,-75.49217,0.74791014,-106.01422969356179,-102.06344,-1,100,0.022546316
33600,0.7978225,39.449215,173105.94,53.107136,True,,0.060627688,-111.33948,295.93912,0.0012844418,336,0.8595074,2.5349047,5877901,-394.1406,-57.502712,-0.7550053,6.062769,4947.022331237793,0.008490421,[-1.326  1.161 -2.17 ],136.88,0.8595074,-98.20146,0.007978224,336.63788,47.006496,-79.353676,0.8490422,-98.20145847618579,-100.271225,-1,100,0.12844418
33700,0.24775258,94.7212,184893.25,94.16473,True,,0.019179858,-113.63714,317.12747,0.004153399,337,0.8608141,1.0557299,5891814,-416.86896,-58.293068,-0.75921595,1.9179859,4959.249958992004,0.009952495,[-1.354  1.166 -2.174],139.13,0.8608141,-99.7415,0.0024775257,358.5759,62.22025,-98.344505,0.99524933,-99.74150674059987,-112.622086,-1,100,0.4153399
33800,0.74868643,53.150543,92348.27,58.23348,True,,0.046619304,-109.423805,199.40547,0.00062153913,338,0.86363906,1.8814483,5905684,-298.86703,-57.66101,-0.7751112,4.6619306,4971.888569355011,0.008840405,[-1.35   1.167 -2.178],138.7,0.86363906,-99.46156,0.0074868645,241.20602,45.21469,-88.55127,0.88404053,-99.46157323718072,-102.21606,-1,100,0.062153913
33900,0.88576335,43.548206,179076.16,48.765137,True,,0.058335073,-111.63433,285.29718,0.00042073472,339,0.8637909,2.296306,5919462,-384.1273,-57.791058,-0.7741093,5.8335075,4983.0543830394745,0.00864151,[-1.375  1.167 -2.194],137.78,0.8637909,-98.8301,0.008857633,326.33624,56.48757,-81.09856,0.864151,-98.83009002655744,-100.50155,-1,100,0.042073473
34000,0.83429354,37.512104,184277.47,45.515846,True,,0.045071762,-109.28278,321.4713,0.00058634166,340,0.86648464,2.6658063,5932841,-416.8588,-57.502216,-0.7746947,4.5071764,4994.098040103912,0.007625444,[-1.356  1.161 -2.193],133.79,0.86648464,-95.3875,0.008342935,359.35657,49.34663,-69.52236,0.76254433,-95.38749666973949,-92.209625,-1,100,0.058634166
34100,0.9756073,32.653553,155588.1,45.356426,True,,0.060492344,-111.85068,238.69983,0.00056134665,341,0.8697339,3.062454,5946839,-339.24243,-57.863216,-0.7732298,6.0492344,5005.6688685417175,0.008888427,[-1.325  1.161 -2.194],139.98,0.8697339,-100.542595,0.009756072,281.3792,46.197517,-84.309746,0.88884276,-100.54260250866413,-104.09874,-1,100,0.056134664
34200,0.6597009,20.913801,75522.29,44.791924,True,,0.039209824,-107.2671,255.8537,9.453058e-05,342,0.85929877,4.7815313,5960264,-351.40723,-58.356083,-0.8148753,3.9209826,5017.097262382507,0.005942177,[-1.335  1.17  -2.192],134.25,0.85929877,-95.55351,0.0065970086,293.05115,44.280693,-54.268356,0.5942177,-95.55352513477206,-79.882095,-1,100,0.009453058
34300,0.92607564,29.13874,156260.22,43.93162,True,,0.06235201,-106.69069,266.08896,0.00040427316,343,0.8699924,3.4318573,5973538,-360.75452,-57.640087,-0.8253557,6.235201,5029.677299499512,0.0081974,[-1.306  1.164 -2.234],132.74,0.8699924,-94.66555,0.009260756,303.11444,42.80948,-73.817,0.81974,-94.665546746552,-96.09392,-1,100,0.040427316
34400,0.75004375,25.884096,149887.44,46.43549,True,,0.039626084,-114.42328,316.3945,0.0005071753,344,0.8558996,3.8633761,5987492,-416.9204,-59.18866,-0.83638376,3.9626083,5042.134333372116,0.0069834967,[-1.285  1.157 -2.244],139.54,0.8558996,-100.525925,0.007500437,357.73175,58.543194,-70.45687,0.6983497,-100.52592568904161,-97.772766,-1,100,0.05071753
34500,0.66620827,73.75846,200057.11,66.09617,True,,0.04724255,-118.12215,312.6907,0.0028006914,345,0.8613471,1.3557767,6001898,-416.91565,-67.12557,-0.8185422,4.724255,5052.118555545807,0.009301946,[-1.271  1.148 -2.255],144.06,0.8613471,-104.22496,0.0066620824,349.79007,62.80459,-91.41067,0.93019456,-104.22495613455773,-107.592255,-1,100,0.28006914
34600,0.7666587,37.202526,193617.8,56.02759,True,,0.042551417,-116.042534,314.68015,0.0009423678,346,0.8633262,2.6879895,6016049,-416.82837,-57.95926,-0.815045,4.2551417,5065.226738214493,0.008653923,[-1.276  1.152 -2.237],141.51,0.8633262,-102.14826,0.0076665874,358.8691,64.33107,-87.74166,0.8653923,-102.14826476112007,-110.521454,-1,100,0.09423678
34700,0.56553423,64.05886,182501.12,72.63184,True,,0.033609614,-107.45727,318.64392,0.0012345673,347,0.8613578,1.5610642,6029158,-412.35596,-57.96492,-0.8170579,3.3609614,5075.451458454132,0.009212969,[-1.281  1.144 -2.234],131.09,0.8613578,-93.71207,0.0056553427,354.39105,47.313225,-85.334145,0.921297,-93.71206646189094,-102.50775,-1,100,0.123456724
34800,0.6811926,28.97074,137701.05,52.522522,True,,0.046584003,-117.19519,313.56876,0.0002400824,348,0.8618433,3.4517586,6043409,-416.86832,-57.892555,-0.7871653,4.6584005,5086.806380033493,0.0071647153,[-1.296  1.141 -2.236],142.51,0.8618433,-103.29958,0.0068119257,358.97577,64.625984,-73.21102,0.71647155,-103.29957988753915,-99.02755,-1,100,0.02400824
34900,0.7859769,17.391977,104584.99,41.38213,True,,0.04449892,-108.78738,261.62375,0.00014824339,349,0.86327755,5.749778,6056959,-358.46237,-57.46701,-0.7906558,4.449892,5097.5083701610565,0.006603909,[-1.267  1.14  -2.206],135.5,0.86327755,-96.83863,0.007859768,300.99536,43.941082,-62.48033,0.66039103,-96.83863511741161,-91.13187,-1,100,0.014824339
35000,0.71894574,46.397327,166122.23,55.16777,True,,0.04872394,-117.386444,313.36505,0.0007504608,350,0.86151826,2.1552966,6071291,-416.85626,-57.302635,-0.780599,4.872394,5108.9238567352295,0.007975238,[-1.267  1.151 -2.21 ],143.32,0.86151826,-103.49124,0.0071894573,359.55362,63.30595,-83.26471,0.7975238,-103.49123908892274,-103.66417,-1,100,0.07504608
