EpLenMean,Bound,MeanEntropy,LearnableVariance,OptimizationReturnMean,OptimizationReturnMax,StdWReturnMean,DivergenceHarmonic,MeanD2-0,InitialReturnMin,MinBehavPdf,WReturnMean,MinIW,EmpiricalD2Arithmetic,ReturnStepMaxmin,InitialReturnMax,ESSRenyiHarmonic,InitialBound,EpisodesSoFar,MaxIW,OptimizationReturnMin,Weights,InitialReturnStd,MeanIW,Inner Iteration,Iteration,ReturnMeanIW,Penalization,EpThisIter,StdIW,EmpiricalD2Harmonic,ReturnStepMax,InitialReturnMean,Epsilon,TimeElapsed,EpRewMean,MinTargetPdf,VarianceInitializer,TimestepsSoFar,ESSRenyiArithmetic
101.08,-879880200000000.0,0.4189424,,39.175785,61.5329,,4.8602624e+25,1.0,-109.64505,-71.09078,1679.7244,0.27518234,1.0,0.8571147,-48.11215,100.0,-1805.9332,13500,106614056.0,,[-1.206  1.659],12.040859,1167398.4,1,135,257763630.0,True,100,10608138.0,1.0,0.8571147,-70.46927,2.0,615.7225472927094,-70.46926743075251,-71.09078,-1.0,1740112,100.0
101.98,-1.1677359e+19,0.4189424,,33.89313,56.330513,,1.2188687e+34,1.0,-104.81292,-71.61798,1312.7125,0.047702555,1.0,0.8619131,-48.482407,100.0,-1418.4819,13600,26791758000.0,,[-1.13   1.758],12.805018,271387840.0,1,136,185728570000.0,True,100,2665430500.0,1.0,0.8619131,-70.91979,2.0,619.7810659408569,-70.91979129403829,-71.61798,-1.0,1750310,100.0
102.19,-2597957000000000.0,0.4189424,,33.80431,56.20069,,6.0888352e+26,1.0,-104.684,-71.343735,1292.2963,0.13114543,1.0,0.86310536,-48.483307,100.0,-1397.579,13700,1368268400.0,,[-1.14   1.883],12.229662,15089896.0,1,137,16614736000.0,True,100,136238400.0,1.0,0.86310536,-70.879684,2.0,623.7396245002747,-70.87968510255217,-71.343735,-1.0,1760529,100.0
99.56,-3.631176e+19,0.4189424,,46.5187,66.728195,,5.985489e+34,1.0,-115.61723,-76.53795,2354.042,0.05111493,1.0,0.8562039,-48.889038,100.0,-2502.461,13800,190343090.0,,[-1.197  1.994],13.785961,3235250.2,1,138,6160471000.0,True,100,19416558.0,1.0,0.8562039,-69.09853,2.0,627.783627986908,-69.0985351267457,-76.53795,-1.0,1770485,100.0
101.58,-5252272600000.0,0.4189424,,40.981064,63.69862,,1.5079898e+21,1.0,-111.75183,-78.79886,1871.3136,0.005228855,1.0,0.8594088,-48.05321,100.0,-2006.5627,13900,2173502.2,,[-1.223  1.872],13.851578,80893.375,1,139,111948470.0,True,100,350352.03,1.0,0.8594088,-70.770775,2.0,631.5319564342499,-70.77076958447695,-78.79886,-1.0,1780643,100.0
94.69,-2509021600000.0,0.4189424,,35.318153,52.818863,,7.277132e+20,1.0,-101.33021,-65.05647,1382.824,0.021312265,1.0,0.86741287,-48.511345,100.0,-1475.8167,14000,32788982.0,,[-1.139  1.964],11.63838,363791.97,1,140,389660670.0,True,100,3263092.5,1.0,0.86741287,-66.012054,2.0,635.5671699047089,-66.01205230131745,-65.05647,-1.0,1790112,100.0
97.14,-1.1378049e+18,0.4189424,,28.321262,47.83587,,2.225171e+32,1.0,-96.07765,-78.73956,935.78186,0.31357232,1.0,0.8610055,-48.241783,100.0,-1012.0563,14100,973176000.0,,[-1.221  1.87 ],11.562356,14406917.0,1,141,5933208600.0,True,100,99277110.0,1.0,0.8610055,-67.75639,2.0,639.5100519657135,-67.75639062464238,-78.73956,-1.0,1799826,100.0
102.85,-1.41005505e+20,0.4189424,,37.107094,59.487,,1.4289808e+36,1.0,-108.693985,-66.030014,1525.4231,0.04988364,1.0,0.86324835,-49.206985,100.0,-1643.3783,14200,1584799100.0,,[-1.252  1.749],12.185509,26558416.0,1,142,34518910000.0,True,100,168784350.0,1.0,0.86324835,-71.58689,2.0,644.1473524570465,-71.58689050719141,-66.030014,-1.0,1810111,100.0
101.53,-2.1564757e+19,0.4189424,,47.01533,68.885254,,1.8587735e+34,1.0,-117.5604,-77.02102,2363.4424,0.06638526,1.0,0.86106837,-48.675148,100.0,-2521.613,14300,273228600.0,,[-1.271  1.873],12.369364,5959819.5,1,143,12151524000.0,True,100,33967796.0,1.0,0.86106837,-70.54507,2.0,648.1915645599365,-70.54507187440991,-77.02102,-1.0,1820264,100.0
102.61,-122686630.0,0.4189424,,37.13658,60.256096,,1021540600000.0,1.0,-108.443695,-64.96654,1530.9548,0.2128928,1.0,0.8670652,-48.1876,100.0,-1651.9801,14400,300711.56,,[-1.299  1.751],12.321891,3121.4226,1,144,363500.22,True,100,29911.117,1.0,0.8670652,-71.30712,2.0,652.1176154613495,-71.30711192145944,-64.96654,-1.0,1830525,100.0
102.19,-2.4270185e+18,0.4189424,,55.36458,77.17409,,1.4945234e+32,1.0,-126.16812,-69.53466,3236.7793,0.04507746,1.0,0.8628915,-48.994038,100.0,-3435.3044,14500,3987377400.0,,[-1.409  1.692],13.097433,62979388.0,1,145,94158410000.0,True,100,449555840.0,1.0,0.8628915,-70.80354,2.0,655.5926451683044,-70.80354281201959,-69.53466,-1.0,1840744,100.0
109.02,-721276200000.0,0.4189424,,43.722065,70.93353,,1.8493913e+19,1.0,-119.996346,-83.02179,2126.835,0.006884484,1.0,0.8645954,-49.06281,100.0,-2294.5522,14600,342160.22,,[-1.361  1.577],14.67024,9557.809,1,146,8799969.0,True,100,41570.527,1.0,0.8645954,-76.274284,2.0,659.6757740974426,-76.27427891403437,-83.02179,-1.0,1851646,100.0
104.27,-1.1488012e+20,0.4189424,,36.815132,60.60965,,8.801674e+35,1.0,-109.50574,-67.99461,1524.6576,0.71182454,1.0,0.8639194,-48.896088,100.0,-1647.1073,14700,49030450000.0,,[-1.447  1.667],13.01168,526096000.0,1,147,195098600000.0,True,100,4886372000.0,1.0,0.8639194,-72.69061,2.0,663.7773623466492,-72.69060688987375,-67.99461,-1.0,1862073,100.0
110.34,-90745290.0,0.4189424,,45.661694,73.615105,,251780600000.0,1.0,-122.641205,-88.09218,2329.2302,0.092765026,1.0,0.8656973,-49.0261,100.0,-2509.8677,14800,45703.707,,[-1.459  1.542],15.6281805,504.16882,1,148,104485.73,True,100,4545.394,1.0,0.8656973,-76.979515,2.0,668.0117564201355,-76.97951321572066,-88.09218,-1.0,1873107,100.0
115.68,-7616858.5,0.4189424,,73.45556,106.086075,,353157380.0,1.0,-154.40451,-86.57147,5676.6074,0.022221692,1.0,0.858484,-48.318436,100.0,-6051.7466,14900,2604.6042,,[-1.451  1.48 ],16.759708,97.549736,1,149,567012.7,True,100,306.8575,1.0,0.858484,-80.94895,2.0,672.6128830909729,-80.94894642367959,-86.57147,-1.0,1884675,100.0
117.11,-5928318.0,0.4189424,,62.926346,87.61832,,441644450.0,1.0,-145.25162,-94.2683,4262.0156,0.0647545,1.0,0.8603626,-57.6333,100.0,-4517.913,15000,2012.6207,,[-1.463  1.419],17.386501,143.9893,1,150,550514.75,True,100,325.94193,1.0,0.8603626,-82.32527,2.0,676.8196980953217,-82.32527202516795,-94.2683,-1.0,1896386,100.0
121.78,-10182104.0,0.4189424,,49.935265,76.36668,,2521075000.0,1.0,-135.301,-84.47514,2746.0813,0.058048658,1.0,0.86358225,-58.93432,100.0,-2940.4756,15100,17860.727,,[-1.475  1.358],15.89185,347.16925,1,151,421439.03,True,100,1811.486,1.0,0.86358225,-85.36573,2.0,681.2881710529327,-85.36573207437992,-84.47514,-1.0,1908564,100.0
117.07,-563974700000000.0,0.4189424,,46.96824,80.83642,,6.703977e+24,1.0,-129.2719,-78.35314,2476.3074,0.0222507,1.0,0.85654247,-48.43548,100.0,-2694.1233,15200,6809527.5,,[-1.465  1.419],16.440548,401465.25,1,152,679983940.0,True,100,1290865.1,1.0,0.85654247,-82.30365,2.0,685.9567940235138,-82.30365254119039,-78.35314,-1.0,1920271,100.0
109.85,-6975318.5,0.4189424,,51.52836,79.785774,,988949000.0,1.0,-128.01837,-77.415504,2876.675,0.031929366,1.0,0.8562507,-48.232597,100.0,-3088.8652,15300,3436.0127,,[-1.387  1.517],14.882975,131.80785,1,153,302387.88,True,100,496.8873,1.0,0.8562507,-76.49001,2.0,690.49218916893,-76.49000867009163,-77.415504,-1.0,1931256,100.0
112.5,-3.6292227e+19,0.4189424,,43.861378,74.049065,,3.9426788e+34,1.0,-122.46521,-81.12428,2135.3296,0.4568738,1.0,0.86106354,-48.416145,100.0,-2318.1038,15400,28478866.0,,[-1.393  1.455],14.543349,550743.8,1,154,636200300.0,True,100,2948001.5,1.0,0.86106354,-78.603836,2.0,694.7845034599304,-78.60383326858282,-81.12428,-1.0,1942506,100.0
121.91,-6.9404284e+16,0.4189424,,65.70696,93.82978,,5.593096e+28,1.0,-151.58751,-102.04115,4635.6855,0.103824556,1.0,0.8580415,-57.75773,100.0,-4929.1514,15500,68704040.0,,[-1.331  1.346],17.840418,999868.94,1,155,1856325900.0,True,100,6920191.5,1.0,0.8580415,-85.88055,2.0,699.0244846343994,-85.88054885610939,-102.04115,-1.0,1954697,100.0
110.92,-2.3167197e+20,0.4189424,,42.245228,71.37476,,1.8612757e+36,1.0,-119.85148,-67.25325,1976.38,0.074975684,1.0,0.85685146,-48.476715,100.0,-2146.1914,15600,89134240000.0,,[-1.398  1.452],13.84632,1217069300.0,1,156,1271331600000.0,True,100,9219774000.0,1.0,0.85685146,-77.60625,2.0,702.9023520946503,-77.60624805927277,-67.25325,-1.0,1965789,100.0
108.47,-65247172.0,0.4189424,,47.376778,75.22898,,118522405000.0,1.0,-123.16939,-84.973495,2474.47,0.057392944,1.0,0.8592976,-47.940407,100.0,-2663.1143,15700,6763.049,,[-1.397  1.577],15.1628065,137.12767,1,157,301637.72,True,100,694.6081,1.0,0.8592976,-75.79261,2.0,706.8942682743073,-75.79260723531246,-84.973495,-1.0,1976636,100.0
105.49,-3945727.0,0.4189424,,53.972275,78.369415,,269243360.0,1.0,-127.52708,-70.75708,3110.0867,0.055237226,1.0,0.86485386,-49.157665,100.0,-3314.81,15800,13439.467,,[-1.393  1.639],14.038512,303.81677,1,158,586460.75,True,100,1670.2767,1.0,0.86485386,-73.5548,2.0,710.8121116161346,-73.55479978144169,-70.75708,-1.0,1987185,100.0
104.44,-2285585.8,0.4189424,,32.38807,56.658882,,420638820.0,1.0,-105.19301,-77.867294,1218.2196,0.026071522,1.0,0.86308134,-48.534126,100.0,-1325.2262,15900,2506.5056,,[-1.388  1.701],13.008945,100.119354,1,159,90914.86,True,100,336.35196,1.0,0.86308134,-72.80494,2.0,715.1211085319519,-72.80494066178798,-77.867294,-1.0,1997629,100.0
106.09,-2.221519e+19,0.4189424,,40.49139,66.25656,,2.3047666e+34,1.0,-114.71881,-72.03943,1817.4619,0.31332004,1.0,0.8607688,-48.46225,100.0,-1963.7917,16000,2861829400.0,,[-1.383  1.639],13.338261,33127188.0,1,160,20888805000.0,True,100,285713440.0,1.0,0.8607688,-74.22742,2.0,719.0753400325775,-74.22742163553833,-72.03943,-1.0,2008238,100.0
111.75,-9601688.0,0.4189424,,53.689907,83.11913,,1696566900.0,1.0,-131.95737,-77.041725,3135.927,0.027573597,1.0,0.85964894,-48.838234,100.0,-3366.218,16100,476.36823,,[-1.37   1.515],15.916053,38.798374,1,161,116057.2,True,100,82.39853,1.0,0.85964894,-78.26746,2.0,723.3107674121857,-78.26745794951916,-77.041725,-1.0,2019413,100.0
117.32,-138875460.0,0.4189424,,52.221104,86.617325,,305301620000.0,1.0,-134.85828,-89.606155,3048.124,0.040025793,1.0,0.8687342,-48.24095,100.0,-3298.2087,16200,11617.764,,[-1.382  1.453],17.918724,440.28073,1,162,693027.7,True,100,1490.2557,1.0,0.8687342,-82.63717,2.0,727.743935585022,-82.63717684119939,-89.606155,-1.0,2031145,100.0
110.15,-8549039.0,0.4189424,,68.679955,97.445305,,592258750.0,1.0,-146.01443,-84.19208,4957.035,0.09000223,1.0,0.8692176,-48.56913,100.0,-5273.5527,16300,11090.992,,[-1.27   1.509],15.495173,286.82373,1,163,846101.56,True,100,1415.9121,1.0,0.8692176,-77.334496,2.0,731.964768409729,-77.33448790252208,-84.19208,-1.0,2042160,100.0
109.21,-56320630.0,0.4189424,,62.201614,89.38518,,43907710000.0,1.0,-138.23892,-84.9897,4088.1794,0.02887319,1.0,0.8700552,-48.85374,100.0,-4354.5005,16400,2746.2292,,[-1.252  1.569],14.8033085,141.75165,1,164,514725.28,True,100,415.741,1.0,0.8700552,-76.0373,2.0,736.0837540626526,-76.03730181694031,-84.9897,-1.0,2053081,100.0
112.41,-16340133.0,0.4189424,,54.33793,83.2652,,4764960300.0,1.0,-133.1492,-75.12806,3222.2234,0.055248607,1.0,0.8672919,-49.884,100.0,-3453.3252,16500,3311.3464,,[-1.252  1.506],16.419882,123.5947,1,165,387386.72,True,100,419.74377,1.0,0.8672919,-78.81127,2.0,740.0836198329926,-78.81126701787115,-75.12806,-1.0,2064322,100.0
111.43,-6227133.0,0.4189424,,45.78682,74.34298,,895338300.0,1.0,-123.74829,-75.19323,2358.8735,0.1335526,1.0,0.8613999,-49.40531,100.0,-2543.1018,16600,38730.863,,[-1.269  1.446],16.200033,835.7635,1,166,714586.94,True,100,5316.765,1.0,0.8613999,-77.96147,2.0,744.1022245883942,-77.961470811069,-75.19323,-1.0,2075465,100.0
109.7,-17046314.0,0.4189424,,58.259903,86.11485,,4652756500.0,1.0,-135.41748,-85.80978,3631.8682,0.018954217,1.0,0.8636813,-49.302624,100.0,-3879.0588,16700,1477.9911,,[-1.26   1.508],15.415981,78.82099,1,167,185053.58,True,100,192.21545,1.0,0.8636813,-77.15757,2.0,747.8292455673218,-77.15758213058115,-85.80978,-1.0,2086435,100.0
108.62,-22627886000000.0,0.4189424,,68.469795,96.247955,,5.368962e+21,1.0,-144.52805,-73.03862,4977.6533,0.0017054406,1.0,0.86369413,-48.28009,100.0,-5286.44,16800,35589110.0,,[-1.255  1.57 ],17.015911,516183.6,1,168,1928673400.0,True,100,3602596.5,1.0,0.86369413,-76.05825,2.0,751.8339376449585,-76.0582538484037,-73.03862,-1.0,2097297,100.0
103.8,-1.3851078e+17,0.4189424,,53.89465,78.13645,,4.6322804e+29,1.0,-126.52917,-73.751526,3080.5432,0.5117954,1.0,0.86647266,-48.392715,100.0,-3284.0513,16900,298511900.0,,[-1.33   1.671],13.26312,4030470.8,1,169,11675661000.0,True,100,29956482.0,1.0,0.86647266,-72.63452,2.0,755.6841285228729,-72.63452158942819,-73.751526,-1.0,2107677,100.0
101.83,-1673184.5,0.4189424,,31.505516,53.30284,,294850980.0,1.0,-102.45256,-66.01977,1130.7332,0.0404229,1.0,0.86053205,-49.14972,100.0,-1225.4386,17000,709.3481,,[-1.374  1.787],11.753106,50.811977,1,170,46959.062,True,100,123.43379,1.0,0.86053205,-70.947044,2.0,759.7346880435944,-70.94704396262765,-66.01977,-1.0,2117860,100.0
100.36,-1.9786887e+18,0.4189424,,42.88464,65.01497,,1.9721683e+32,1.0,-113.02412,-68.771225,1997.438,0.22226875,1.0,0.85418844,-48.009148,100.0,-2138.3345,17100,151258850.0,,[-1.366  1.849],12.583562,2291397.2,1,171,1810199900.0,True,100,15322696.0,1.0,0.85418844,-70.13948,2.0,763.3361732959747,-70.13948053479194,-68.771225,-1.0,2127896,100.0
96.13,-26567948.0,0.4189424,,33.178394,51.754017,,85202520000.0,1.0,-100.049225,-68.71103,1240.3593,0.45326474,1.0,0.85891914,-48.295208,100.0,-1329.6407,17200,16393.55,,[-1.328  1.968],11.813277,541.9063,1,172,506828.72,True,100,2176.8066,1.0,0.85891914,-66.87083,2.0,766.5699381828308,-66.87083317190408,-68.71103,-1.0,2137509,100.0
95.1,-3.2587985e+18,0.4189424,,28.27813,45.5906,,2.2123627e+33,1.0,-94.48838,-60.910126,952.336,0.078352645,1.0,0.8580086,-48.89778,100.0,-1021.61835,17300,4375770600.0,,[-1.083  1.921],12.35651,60654464.0,1,173,60135390000.0,True,100,446245380.0,1.0,0.8580086,-66.21025,2.0,770.5313923358917,-66.21025046065449,-60.910126,-1.0,2147019,100.0
97.9,-1.194042e+17,0.4189424,,30.34542,49.42064,,2.1510384e+30,1.0,-98.50155,-64.27164,1012.8861,0.20402129,1.0,0.8639319,-49.08091,100.0,-1094.2986,17400,131348810.0,,[-1.068  1.797],9.593837,1540860.0,1,174,1165135500.0,True,100,13073500.0,1.0,0.8639319,-68.156136,2.0,774.6133041381836,-68.15613049611449,-64.27164,-1.0,2156809,100.0
98.68,-4967220.5,0.4189424,,42.228756,61.906715,,1455641700.0,1.0,-110.871826,-75.17856,1974.2083,0.062050417,1.0,0.85694087,-48.96511,100.0,-2101.9543,17500,1421.0122,,[-1.023  1.913],13.818127,66.808586,1,175,93265.69,True,100,170.05325,1.0,0.85694087,-68.643074,2.0,778.7816264629364,-68.6430717587471,-75.17856,-1.0,2166677,100.0
102.3,-8.792841e+18,0.4189424,,54.242348,76.19963,,2.063904e+33,1.0,-125.443474,-75.92171,3173.3408,0.20353311,1.0,0.8609278,-49.24384,100.0,-3366.884,17600,1581236200.0,,[-0.773  1.926],15.202267,16484686.0,1,176,20363389000.0,True,100,157294350.0,1.0,0.8609278,-71.201126,2.0,782.8172011375427,-71.20112770587205,-75.92171,-1.0,2176907,100.0
100.34,-1.7150868e+16,0.4189424,,47.751343,68.42194,,1.2079054e+28,1.0,-117.728035,-79.10996,2476.1482,0.13958548,1.0,0.86535794,-49.30609,100.0,-2632.1978,17700,66676664.0,,[-0.725  1.811],13.998492,1408152.8,1,177,3400341000.0,True,100,7752994.0,1.0,0.86535794,-69.97669,2.0,786.5883631706238,-69.97669393122196,-79.10996,-1.0,2186941,100.0
97.01,-6017455.0,0.4189424,,43.915993,72.059456,,1153443300.0,1.0,-111.25377,-77.62846,2101.711,0.07085245,1.0,0.86213034,-39.194313,100.0,-2274.7944,17800,5246.3735,,[-0.761  1.93 ],13.156634,122.85194,1,178,139059.73,True,100,565.97595,1.0,0.86213034,-67.337776,2.0,790.7618007659912,-67.33778069421649,-77.62846,-1.0,2196642,100.0
97.18,-2.5423793e+17,0.4189424,,59.17213,78.0249,,1.5696046e+30,1.0,-126.876495,-76.94446,3653.7258,0.034375377,1.0,0.86851156,-48.851593,100.0,-3856.6528,17900,120371620.0,,[-0.772  1.869],12.344462,2384383.0,1,179,6744607000.0,True,100,13028010.0,1.0,0.86851156,-67.70438,2.0,794.5229458808899,-67.70437140539289,-76.94446,-1.0,2206360,100.0
97.13,-1440660.2,0.4189424,,40.91571,58.755867,,76959280.0,1.0,-108.46734,-61.654396,1818.5117,0.05388073,1.0,0.86048186,-49.71147,100.0,-1933.585,18000,21271.23,,[-0.755  1.993],12.017329,289.12363,1,180,431147.62,True,100,2143.6067,1.0,0.86048186,-67.55162,2.0,798.4907910823822,-67.55162578389049,-61.654396,-1.0,2216073,100.0
95.67,-14331649.0,0.4189424,,58.38437,75.56702,,5473421300.0,1.0,-124.82054,-82.52551,3621.1143,0.018798396,1.0,0.86804223,-49.25352,100.0,-3811.458,18100,5307.123,,[-0.761  2.055],14.5732565,101.276924,1,181,249376.17,True,100,556.20013,1.0,0.86804223,-66.43618,2.0,802.4672572612762,-66.43617295056582,-82.52551,-1.0,2225640,100.0
94.17,-2.909504e+16,0.4189424,,44.983,61.115025,,5.461204e+28,1.0,-110.287285,-76.17317,2141.3713,0.068251036,1.0,0.8635007,-49.17226,100.0,-2265.871,18200,57893456.0,,[-0.747  2.116],10.858206,1127483.4,1,182,1281506600.0,True,100,6182668.0,1.0,0.8635007,-65.304276,2.0,806.2820103168488,-65.30428098887205,-76.17317,-1.0,2235057,100.0
97.09,-873292950000000.0,0.4189424,,41.51533,59.03277,,5.6518384e+25,1.0,-108.73368,-72.19548,1867.5338,0.10457222,1.0,0.86352426,-49.700912,100.0,-1983.6925,18300,2219433.2,,[-0.701  2.232],12.000457,61716.11,1,183,92952960.0,True,100,240260.73,1.0,0.86352426,-67.21835,2.0,810.1704967021942,-67.21834886521101,-72.19548,-1.0,2244766,100.0
93.78,-1.4724311e+17,0.4189424,,21.700613,37.486694,,9.8810694e+30,1.0,-86.21542,-62.020424,569.5765,0.00820596,1.0,0.85731924,-48.72873,100.0,-616.41736,18400,216555920.0,,[-0.76   2.121],9.932772,3483331.0,1,184,822150200.0,True,100,22466612.0,1.0,0.85731924,-64.51481,2.0,814.1998288631439,-64.51481101334095,-62.020424,-1.0,2254144,100.0
93.1,-245927500000.0,0.4189424,,48.556923,64.05759,,3.2325768e+18,1.0,-112.89746,-72.530785,2512.2913,0.035362545,1.0,0.8566167,-48.839874,100.0,-2649.0679,18500,5188841.0,,[-0.776  2.245],12.430475,55314.37,1,185,7231002.0,True,100,516124.0,1.0,0.8566167,-64.34054,2.0,818.0250091552734,-64.34053981482982,-72.530785,-1.0,2263454,100.0
94.29,-9.8053883e+17,0.4189424,,29.50801,45.83033,,1.9613729e+32,1.0,-94.56854,-69.98699,987.6758,0.08605782,1.0,0.8629432,-48.738213,100.0,-1057.6875,18600,176337000.0,,[-0.856  2.342],10.81449,3363219.5,1,186,1720276100.0,True,100,18830956.0,1.0,0.8629432,-65.06054,2.0,821.784416437149,-65.06053286656737,-69.98699,-1.0,2272883,100.0
96.3,-3.8495644e+19,0.4189424,,27.851768,45.16382,,3.2055538e+35,1.0,-94.179825,-70.99305,896.7451,0.44886163,1.0,0.8595899,-49.016006,100.0,-964.7362,18700,270965860.0,,[-0.873  2.218],11.001097,6132231.5,1,187,1784243300.0,True,100,32661640.0,1.0,0.8595899,-66.32806,2.0,825.7724907398224,-66.32805737778544,-70.99305,-1.0,2282513,100.0
90.77,-245461370000.0,0.4189424,,23.22802,36.74741,,2.9735846e+19,1.0,-86.05502,-59.397976,630.3581,0.33076784,1.0,0.8616497,-49.307613,100.0,-675.3695,18800,754323.75,,[-0.864  2.343],9.529808,17991.953,1,188,6087192.0,True,100,89767.734,1.0,0.8616497,-62.827003,2.0,829.8191256523132,-62.8270029617846,-59.397976,-1.0,2291590,100.0
94.63,-3.6372626e+16,0.4189424,,30.343777,47.01869,,2.4361824e+29,1.0,-95.39232,-71.35295,1009.4092,0.22665086,1.0,0.8619682,-48.37363,100.0,-1083.0989,18900,56661190.0,,[-0.942  2.44 ],9.416181,1204320.5,1,189,782477100.0,True,100,6024486.5,1.0,0.8619682,-65.04854,2.0,833.6087782382965,-65.04854256108403,-71.35295,-1.0,2301053,100.0
92.53,-1.9524305e+17,0.4189424,,23.761969,37.49975,,1.7349228e+31,1.0,-87.35921,-59.385666,671.9187,0.25919715,1.0,0.85858893,-49.85946,100.0,-718.7911,19000,5637665300.0,,[-0.969  2.562],10.357974,57169524.0,1,190,17179858000.0,True,100,560873540.0,1.0,0.85858893,-63.59724,2.0,837.2219388484955,-63.597239768207075,-59.385666,-1.0,2310306,100.0
92.22,-4.6355273e+17,0.4189424,,30.185745,44.68434,,4.850863e+31,1.0,-93.82659,-68.78534,1015.94696,0.32350522,1.0,0.8600775,-49.14225,100.0,-1082.5013,19100,30690902000.0,,[-0.956  2.438],10.23561,307786980.0,1,191,146456040000.0,True,100,3053619700.0,1.0,0.8600775,-63.640846,2.0,841.0253655910492,-63.64084615334868,-68.78534,-1.0,2319528,100.0
95.77,-1.5083555e+19,0.4189424,,34.797314,50.898266,,3.0509693e+34,1.0,-100.5742,-64.2421,1332.343,0.044522393,1.0,0.86246717,-49.675938,100.0,-1418.6951,19200,466126940.0,,[-0.968  2.313],11.0222435,10332153.0,1,192,13497132000.0,True,100,58534172.0,1.0,0.86246717,-65.776886,2.0,845.074294090271,-65.7768870215118,-64.2421,-1.0,2329105,100.0
95.79,-6.860701e+18,0.4189424,,45.46118,62.794907,,2.7244683e+33,1.0,-111.70417,-68.886246,2205.4016,0.121443406,1.0,0.856301,-48.909264,100.0,-2336.8384,19300,4123848700.0,,[-0.961  2.188],11.776357,60981210.0,1,193,109394575000.0,True,100,425436130.0,1.0,0.856301,-66.243,2.0,848.69020652771,-66.2429905757308,-68.886246,-1.0,2338684,100.0
91.45,-9.993426e+16,0.4189424,,25.053982,39.691933,,3.6212814e+30,1.0,-88.38861,-63.441227,742.212,1.0952978,1.0,0.86335313,-48.69668,100.0,-794.72577,19400,1147933200.0,,[-0.952  2.313],10.700936,19659422.0,1,194,5632418300.0,True,100,124578520.0,1.0,0.86335313,-63.33463,2.0,852.6167223453522,-63.3346306681633,-63.441227,-1.0,2347829,100.0
92.93,-21407510.0,0.4189424,,50.209595,65.514984,,20611834000.0,1.0,-114.440285,-76.750595,2689.2212,0.050911773,1.0,0.86436737,-48.9253,100.0,-2832.2927,19500,22977.059,,[-0.947  2.438],12.969882,519.1588,1,195,866662.8,True,100,2415.382,1.0,0.86436737,-64.23069,2.0,856.387791633606,-64.23069224610924,-76.750595,-1.0,2357122,100.0
91.16,-9487169000000000.0,0.4189424,,25.88578,39.47481,,3.3360733e+28,1.0,-88.702324,-67.03678,757.783,0.10632155,1.0,0.8636671,-49.227512,100.0,-809.72394,19600,11753158.0,,[-1.054  2.373],9.365327,327706.38,1,196,216888200.0,True,100,1466763.8,1.0,0.8636671,-62.816544,2.0,859.894758939743,-62.81654203057289,-67.03678,-1.0,2366238,100.0
94.67,-871495700000000.0,0.4189424,,34.179012,51.26305,,9.898161e+25,1.0,-100.137474,-68.34192,1329.5597,0.046107735,1.0,0.86570287,-48.874424,100.0,-1417.1544,19700,70210000.0,,[-1.104  2.258],12.702553,813383.75,1,197,669958900.0,True,100,7024573.0,1.0,0.86570287,-65.958466,2.0,863.6319034099579,-65.95846207097173,-68.34192,-1.0,2375705,100.0
94.55,-1034392.44,0.4189424,,37.806404,54.623993,,99036050.0,1.0,-103.4721,-73.35913,1561.6807,0.04850813,1.0,0.86336046,-48.848106,100.0,-1661.1381,19800,1265.1672,,[-1.046  2.147],11.504636,37.044834,1,198,44604.215,True,100,132.96733,1.0,0.86336046,-65.665695,2.0,867.5936512947083,-65.66569613188506,-73.35913,-1.0,2385160,100.0
97.43,-109665090.0,0.4189424,,36.186035,54.081722,,1237488800000.0,1.0,-103.3764,-86.70926,1442.6682,0.030650467,1.0,0.86183965,-49.29468,100.0,-1540.1609,19900,50423.312,,[-1.036  2.209],11.542929,1213.448,1,199,1209880.8,True,100,6458.924,1.0,0.86183965,-67.19037,2.0,871.8866174221039,-67.19036772698163,-86.70926,-1.0,2394903,100.0
94.93,-1.5842341e+19,0.4189424,,36.53169,52.850784,,2.8951793e+34,1.0,-102.1124,-66.77429,1465.6226,0.1242987,1.0,0.8552341,-49.261612,100.0,-1558.7273,20000,2641313000.0,,[-0.93   2.276],11.448064,27043246.0,1,200,48516640000.0,True,100,262753180.0,1.0,0.8552341,-65.5807,2.0,875.5109403133392,-65.58070562511682,-66.77429,-1.0,2404396,100.0
92.84,-1.0240974e+20,0.4189424,,27.194517,51.871872,,1.3037588e+36,1.0,-91.12554,-63.83503,830.7271,0.107482955,1.0,0.86699414,-39.25367,100.0,-920.4146,20100,401986020.0,,[-0.893  2.395],9.54911,9687551.0,1,201,5317319700.0,True,100,53271224.0,1.0,0.86699414,-63.931026,2.0,879.0269868373871,-63.93102567017078,-63.83503,-1.0,2413680,100.0
93.06,-3959958000000000.0,0.4189424,,24.868319,39.921368,,5.556508e+27,1.0,-89.220146,-58.200577,724.8958,0.2992756,1.0,0.863071,-49.29878,100.0,-778.01855,20200,31032852.0,,[-0.906  2.271],10.318071,864510.2,1,202,265792700.0,True,100,4608296.5,1.0,0.863071,-64.35183,2.0,882.7009537220001,-64.35182846009731,-58.200577,-1.0,2422986,100.0
