Weights,MinIW,LearnableVariance,InitialReturnMax,InitialBound,ReturnStepMaxmin,MaxIW,EpRewMean,MeanEntropy,ESSRenyi,StdIW,ReturnMeanIW,Iteration,MaxIWNorm,InitialReturnMean,StdIWNorm,MeanIW,Bound,MeanIWNorm,J_sample_variance,MinIWNorm,ESSClassic,TimestepsSoFar,InitialReturnStd,TimeElapsed,InitialReturnMin,OptimizationReturnMean,VarianceInit,EpThisIter,EpLenMean,ReturnStepMax,OptimizationReturnMax,EpisodesSoFar,OptimizationReturnMin,EmpiricalD2
[0.735 1.444],0.0027292916,,-51.295853,-79.491035,0.86258775,8.02219,-75.88792723342776,0.4189424,13.293481,1.2747476,-61.611927,362,0.0802219,-75.887924,0.012747476,0.83321464,-71.4942,0.008332146,10972.475,2.7292916e-05,29.934378,6705426,14.148877,7955.15615272522,-108.093,32.205074,-1.0,100,109.64,0.86258775,56.79715,36200,,7.5224843
[0.836 1.469],0.017292922,,-51.3217,-83.72123,0.8662573,6.2651405,-78.95951044932008,0.4189424,26.733353,1.1594634,-68.91337,363,0.0626514,-78.9595,0.0115946345,0.9066648,-78.12289,0.009066648,24102.275,0.00017292921,37.945095,6716716,17.877522,7964.203974246979,-142.85156,63.892056,-1.0,100,112.9,0.8662573,91.52986,36300,,3.7406456
[0.828 1.502],0.008198271,,-51.8704,-83.31416,0.86391157,7.8349404,-78.73192036107183,0.4189424,15.822937,1.3559176,-59.192963,364,0.078349404,-78.73191,0.013559177,0.8029182,-70.71249,0.0080291815,20889.11,8.1982704e-05,25.961666,6727966,16.81375,7972.579447031021,-137.46729,58.735367,-1.0,100,112.5,0.86391157,85.596886,36400,,6.319939
[0.841 1.463],0.00103674,,-51.72779,-78.282936,0.8645233,7.1901107,-74.52546883180737,0.4189424,6.2203584,1.070226,-47.254795,365,0.071901105,-74.52547,0.010702259,0.65335184,-62.320442,0.0065335184,7605.2437,1.03674e-05,27.15014,6738696,12.461288,7980.160037517548,-112.7241,38.198627,-1.0,100,107.3,0.8645233,60.996307,36500,,16.076244
[0.764 1.423],0.0039034942,,-51.93399,-80.18678,0.8553842,3.9834116,-76.40110708162189,0.4189424,4.828503,0.87444794,-47.414444,366,0.039834116,-76.4011,0.008744479,0.62169105,-64.64256,0.006216911,6211.6396,3.903494e-05,33.574837,6749645,13.325014,7988.06898856163,-113.570435,37.169327,-1.0,100,109.49,0.8553842,61.636444,36600,,20.710352
[0.919 1.443],0.0045798314,,-52.18785,-81.765884,0.86161995,6.67335,-76.87074516221881,0.4189424,10.137428,1.1025732,-55.455433,367,0.066733494,-76.87075,0.0110257305,0.7435081,-70.82995,0.0074350806,18865.51,4.579831e-05,31.258867,6760769,15.331964,7996.654812097549,-146.85428,69.98353,-1.0,100,111.24,0.86161995,94.66643,36700,,9.864435
[0.934 1.485],0.005507758,,-51.82097,-82.748116,0.86484635,3.8010626,-77.86443783059717,0.4189424,6.521058,0.712122,-44.26583,368,0.038010623,-77.86444,0.00712122,0.57537353,-63.39026,0.005753734,9510.445,5.5077577e-05,39.497204,6771975,15.782733,8003.011820316315,-146.5105,68.64606,-1.0,100,112.06,0.86484635,94.68953,36800,,15.334934
[1.094 1.496],0.09056697,,-52.32885,-83.68536,0.86456037,3.5361788,-79.28294829308987,0.4189424,64.03674,0.6836204,-74.66462,369,0.03536179,-79.28295,0.006836205,0.9376938,-80.16605,0.0093769375,16870.352,0.0009056697,65.29521,6783433,14.91129,8010.753786802292,-132.07239,52.78944,-1.0,100,114.58,0.86456037,79.74354,36900,,1.5616034
[1.053 1.482],0.013169469,,-52.864952,-81.882904,0.8622193,6.8639107,-77.26361570581794,0.4189424,8.07866,1.1475328,-56.33028,370,0.06863911,-77.26362,0.011475329,0.74248713,-72.582214,0.0074248705,15470.101,0.00013169469,29.510279,6794601,14.704112,8018.636231660843,-138.5785,61.31489,-1.0,100,111.68,0.8622193,85.713554,37000,,12.37829
[0.96  1.449],0.01580371,,-51.601097,-81.77196,0.8573406,5.523058,-77.35483793258668,0.4189424,25.510015,1.1206727,-71.86178,371,0.055230577,-77.354836,0.011206727,0.9382845,-80.60726,0.009382846,19406.113,0.00015803709,41.210686,6805698,16.308846,8026.510219812393,-132.5136,55.158756,-1.0,100,110.97,0.8573406,80.9125,37100,,3.920029
[0.879 1.478],0.00844518,,-52.088066,-80.23891,0.857026,9.170527,-75.63245745629072,0.4189424,16.989769,1.2226719,-58.98017,372,0.09170527,-75.63246,0.0122267185,0.8304331,-70.155815,0.0083043305,21343.877,8.44518e-05,31.568079,6816574,15.453607,8034.054678440094,-138.1935,62.56104,-1.0,100,108.76,0.857026,86.10543,37200,,5.8858953
[0.797 1.513],0.001771154,,-51.63068,-78.25275,0.8690688,11.061319,-74.68111049488186,0.4189424,7.94363,1.4820695,-55.145805,373,0.11061319,-74.68111,0.014820694,0.7618055,-67.818184,0.0076180543,9619.257,1.771154e-05,20.899288,6827352,12.948257,8041.53040599823,-107.14919,32.468082,-1.0,100,107.78,0.8690688,55.518513,37300,,12.588703
[0.657 1.493],0.0058930945,,-51.961235,-81.15464,0.8624518,9.359814,-76.69494281724096,0.4189424,10.007121,1.1294478,-47.051506,374,0.093598135,-76.69494,0.011294478,0.6353807,-61.14927,0.0063538076,13428.953,5.8930942e-05,24.039421,6838375,15.4074545,8049.870900630951,-133.79071,57.095768,-1.0,100,110.23,0.8624518,81.829475,37400,,9.992884
[0.651 1.537],0.02088141,,-51.480343,-80.65366,0.8586076,9.580071,-76.92861304819584,0.4189424,40.78204,1.1816646,-71.9567,375,0.09580071,-76.92862,0.011816645,0.9417261,-77.78978,0.009417261,13365.135,0.0002088141,38.84268,6849472,13.251544,8057.621670484543,-111.75148,34.822865,-1.0,100,110.97,0.8586076,60.271137,37500,,2.4520597
[0.683 1.561],0.0013069832,,-51.00802,-75.25723,0.8577874,6.08661,-71.66815340384841,0.4189424,5.844051,0.8272273,-38.66462,376,0.0608661,-71.66815,0.008272273,0.5717712,-53.511223,0.005717712,5574.6035,1.3069832e-05,32.32926,6859825,13.07793,8064.984125614166,-107.67262,36.004467,-1.0,100,103.53,0.8577874,56.664604,37600,,17.111418
[0.862 1.551],0.013593009,,-51.641148,-81.50645,0.8635595,7.9021554,-76.91971941143274,0.4189424,10.261031,1.1795244,-51.267895,377,0.07902155,-76.91972,0.011795244,0.69079095,-65.58672,0.00690791,16623.043,0.00013593008,25.539188,6870928,16.470608,8072.909744024277,-137.60187,60.682144,-1.0,100,111.03,0.8635595,85.960724,37700,,9.745609
[0.754 1.525],0.03741785,,-51.094704,-77.03482,0.8634684,7.1030416,-73.1052652271092,0.4189424,20.29084,1.1899434,-62.89703,378,0.071030416,-73.10526,0.011899433,0.8775952,-71.620575,0.008775952,13924.995,0.00037417852,35.229847,6881509,14.811519,8080.401175737381,-117.88652,44.781254,-1.0,100,105.81,0.8634684,66.79182,37800,,4.9283323
[0.745 1.562],0.0070533725,,-52.19993,-78.85755,0.8570362,4.8488755,-74.51379354521632,0.4189424,7.8893647,0.9286645,-47.661453,379,0.048488755,-74.513794,0.009286645,0.67063856,-63.12629,0.0067063863,11401.307,7.053372e-05,34.275646,6892230,14.862081,8086.969831466675,-130.31296,55.79916,-1.0,100,107.21,0.8570362,78.11303,37900,,12.675292
[0.867 1.588],0.005639817,,-52.677876,-81.01638,0.869754,6.5031986,-76.74715135723352,0.4189424,7.9846754,1.0070344,-50.73409,380,0.06503198,-76.747154,0.010070344,0.6843441,-65.842575,0.0068434407,11207.163,5.639817e-05,31.59151,6903338,15.451707,8095.020036935806,-128.0769,51.329758,-1.0,100,111.08,0.869754,75.39903,38000,,12.523991
[0.751 1.625],0.0016669193,,-50.758846,-79.141365,0.8657428,9.253433,-75.22677507743239,0.4189424,5.936879,1.1690466,-45.16313,381,0.09253433,-75.226776,0.011690466,0.6210846,-61.22911,0.006210846,8425.122,1.6669193e-05,22.012241,6914207,13.911597,8101.542965173721,-117.4377,42.210922,-1.0,100,108.69,0.8657428,66.67885,38100,,16.843866
[0.722 1.673],0.0047444827,,-51.292152,-77.83292,0.8640502,6.4498935,-74.16040653601289,0.4189424,7.108993,1.0835339,-45.977367,382,0.06449893,-74.16041,0.010835338,0.6529299,-59.751316,0.006529299,7727.3965,4.7444824e-05,26.638802,6924917,13.114706,8109.005248308182,-110.175186,36.014782,-1.0,100,107.1,0.8640502,58.883034,38200,,14.0666895
[0.765 1.626],0.01060182,,-51.406128,-76.48939,0.86577725,5.169381,-71.6794441652298,0.4189424,16.482044,1.0262569,-55.292503,383,0.051693812,-71.67944,0.010262569,0.8287937,-67.14021,0.008287937,21803.463,0.000106018204,39.474636,6935285,14.321189,8115.863463163376,-144.29831,72.618866,-1.0,100,103.68,0.86577725,92.89218,38300,,6.0672083
[0.819 1.66 ],0.4759569,,-51.641266,-78.245,0.8636023,2.159065,-74.14795973107219,0.4189424,91.39631,0.3151578,-73.53038,384,0.02159065,-74.14796,0.0031515777,0.99423844,-77.81592,0.009942384,15549.619,0.0047595687,90.86952,6945927,15.212898,8123.361540794373,-122.91111,48.763153,-1.0,100,106.42,0.8636023,71.269844,38400,,1.0941361
[0.82  1.669],0.0022404564,,-50.885788,-76.4946,0.8640271,5.269514,-72.8955754776299,0.4189424,6.789906,0.777814,-38.76896,385,0.05269514,-72.89558,0.0077781403,0.54353833,-52.580856,0.0054353834,4343.2363,2.2404563e-05,32.81037,6956428,13.82223,8130.053972482681,-107.97084,35.075268,-1.0,100,105.01,0.8640271,57.085052,38500,,14.727744
[0.693 1.707],0.2133041,,-51.087685,-74.75803,0.85860145,6.753429,-70.82389684677123,0.4189424,72.43015,0.75938153,-64.73116,386,0.06753429,-70.8239,0.007593816,0.91566384,-69.353806,0.009156639,13089.323,0.002133041,59.249516,6966708,12.718068,8137.772067070007,-118.02432,47.200424,-1.0,100,102.8,0.85860145,66.93664,38600,,1.3806405
[0.658 1.722],0.0045743203,,-51.840004,-77.057785,0.86497176,9.706131,-73.54440731331707,0.4189424,17.802961,1.2913845,-60.309296,387,0.097061306,-73.54441,0.012913844,0.820473,-68.63611,0.008204729,9352.144,4.5743203e-05,28.75776,6977294,13.490829,8145.241082906723,-105.401375,31.856968,-1.0,100,105.86,0.86497176,53.56137,38700,,5.617043
[0.688 1.684],0.0042842007,,-51.37652,-76.37902,0.8610084,5.5243263,-72.62913259252906,0.4189424,7.4660153,1.1012315,-54.482117,388,0.05524326,-72.629135,0.011012315,0.78256106,-68.205956,0.007825609,10463.875,4.2842006e-05,33.55419,6987720,13.949478,8153.357897520065,-112.497116,39.867985,-1.0,100,104.26,0.8610084,61.120598,38800,,13.394026
[0.736 1.727],0.38031453,,-50.97101,-77.579506,0.85605013,2.7054415,-74.04719543591142,0.4189424,91.61015,0.33840558,-73.16533,389,0.027054414,-74.047195,0.0033840563,0.99213547,-76.85584,0.009921354,11452.701,0.0038031451,89.578354,6998352,11.994288,8161.108976125717,-105.969284,31.92209,-1.0,100,106.32,0.85605013,54.998276,38900,,1.0915821
[0.745 1.735],0.015878461,,-51.593697,-74.487686,0.8661817,10.395411,-71.12955755397678,0.4189424,9.069016,1.3785151,-52.428257,390,0.10395411,-71.129555,0.013785151,0.72385347,-63.579353,0.0072385343,6617.688,0.0001587846,21.613283,7008624,13.147885,8169.050814628601,-100.74391,29.614355,-1.0,100,102.72,0.8661817,49.150215,39000,,11.026554
[0.703 1.693],0.5669512,,-51.42034,-75.20687,0.8573282,1.8295032,-71.69772157385945,0.4189424,94.099106,0.26890752,-71.15155,391,0.018295031,-71.69772,0.0026890752,1.0049119,-74.76905,0.010049118,11628.159,0.005669512,93.31789,7019005,12.662543,8177.452147722244,-105.274345,33.576622,-1.0,100,103.81,0.8573282,53.854004,39100,,1.0627093
[0.688 1.7  ],0.011933385,,-51.023373,-78.24143,0.8648651,9.43755,-74.50297292038799,0.4189424,13.596788,1.3476759,-57.69765,392,0.09437549,-74.502975,0.013476759,0.81457293,-67.836174,0.008145729,12170.608,0.000119333854,26.757797,7029766,13.230789,8184.510152339935,-112.15382,37.650845,-1.0,100,107.61,0.8648651,61.130444,39200,,7.354678
[0.622 1.666],0.0049022017,,-50.85482,-77.74178,0.8646618,4.82651,-74.0130461665988,0.4189424,7.0266933,1.0013629,-46.470066,393,0.0482651,-74.01304,0.010013629,0.67492455,-60.536564,0.006749245,8296.812,4.9022015e-05,31.237638,7040529,13.576702,8190.771657943726,-111.86202,37.848976,-1.0,100,107.63,0.8646618,61.007202,39300,,14.231445
[0.515 1.635],0.019576812,,-50.11499,-75.22917,0.86609566,7.163675,-71.56998649835586,0.4189424,10.450131,1.285024,-51.156734,394,0.071636744,-71.569984,0.01285024,0.77254045,-62.476135,0.0077254046,11221.879,0.00019576812,26.547628,7050829,14.508377,8197.137080669403,-109.775536,38.205547,-1.0,100,103.0,0.86609566,59.660545,39400,,9.569258
[0.551 1.676],0.006100996,,-51.10579,-76.94719,0.85951966,8.191433,-72.83811255931855,0.4189424,8.072109,1.0447356,-43.283882,395,0.08191433,-72.83811,0.010447356,0.60607576,-57.74661,0.0060607577,9200.755,6.100996e-05,25.180134,7061372,13.680811,8204.053440093994,-123.27214,50.434025,-1.0,100,105.43,0.85951966,72.16635,39500,,12.388335
[0.422 1.71 ],0.008455568,,-50.88768,-76.15544,0.85674167,5.807076,-72.41837495312095,0.4189424,11.993966,0.90823734,-50.09311,396,0.05807076,-72.41837,0.009082373,0.70855474,-60.88382,0.0070855482,7872.073,8.455568e-05,37.835022,7071843,12.193472,8210.95145559311,-112.11215,39.693775,-1.0,100,104.71,0.85674167,61.224472,39600,,8.337525
[0.337 1.748],0.032628067,,-50.350903,-75.1764,0.8567735,7.199039,-71.78675719663501,0.4189424,32.008644,1.0991181,-66.20942,397,0.071990386,-71.78676,0.010991181,0.9312468,-72.200714,0.009312469,10336.463,0.00032628066,41.788105,7082160,12.795765,8217.631830453873,-101.68942,29.902666,-1.0,100,103.17,0.8567735,51.33852,39700,,3.124156
[0.372 1.777],0.07853893,,-50.603622,-72.17759,0.85491323,10.772781,-68.76273223742842,0.4189424,39.204865,1.2368317,-54.00872,398,0.10772781,-68.76273,0.012368316,0.7766222,-59.46256,0.007766221,7992.9004,0.0007853893,28.278097,7092054,12.734801,8223.0498650074,-102.44563,33.6829,-1.0,100,98.94,0.85491323,51.84201,39800,,2.5507038
[0.4   1.748],0.02577701,,-50.71854,-71.40163,0.8629181,3.6861603,-67.78144768625498,0.4189424,23.093721,0.768932,-47.640007,399,0.036861602,-67.78145,0.00768932,0.7133778,-55.173264,0.007133778,7247.3306,0.0002577701,46.25744,7101905,11.228617,8228.564793348312,-108.605316,40.823868,-1.0,100,98.51,0.8629181,57.886776,39900,,4.330181
[0.499 1.767],0.004737118,,-51.514275,-73.68483,0.85914046,4.11515,-69.92449921876192,0.4189424,7.359793,0.7632947,-36.36885,400,0.041151498,-69.9245,0.007632947,0.5200699,-50.229805,0.005200699,4618.3545,4.7371177e-05,31.705006,7112040,12.7054825,8234.756342411041,-112.809875,42.88538,-1.0,100,101.35,0.85914046,61.2956,40000,,13.587338
[0.588 1.724],0.0051007434,,-50.109035,-77.648125,0.86317873,6.6027308,-73.92018762126565,0.4189424,6.912896,1.1374435,-45.54988,401,0.066027306,-73.92019,0.011374435,0.6562715,-59.728653,0.0065627154,8543.126,5.100743e-05,24.97534,7122697,14.274727,8241.785440206528,-111.838104,37.91792,-1.0,100,106.57,0.86317873,61.72907,40100,,14.465717
[0.664 1.763],0.0012314441,,-50.65423,-76.68559,0.8588336,2.8176725,-72.82993490681052,0.4189424,5.1553135,0.5700439,-32.136097,402,0.028176725,-72.829926,0.0057004397,0.463572,-49.117447,0.00463572,3786.903,1.231444e-05,39.80724,7133217,13.592878,8247.819825172424,-115.67007,42.840134,-1.0,100,105.2,0.8588336,65.01584,40200,,19.397463
[0.685 1.811],0.0071518216,,-50.902397,-72.96309,0.86531043,5.4122477,-69.34374474406242,0.4189424,13.997957,0.9770037,-54.17849,403,0.054122474,-69.34374,0.009770037,0.78811324,-63.852303,0.007881131,8928.858,7.151822e-05,39.419865,7143247,13.212566,8253.26222038269,-108.58033,39.236584,-1.0,100,100.3,0.86531043,57.677933,40300,,7.1438994
[0.56  1.792],0.006360261,,-50.478012,-75.51445,0.8642061,7.1426034,-71.96107532054185,0.4189424,9.26515,1.0519068,-42.243393,404,0.071426034,-71.961075,0.010519069,0.6230629,-53.917282,0.006230629,6550.259,6.360261e-05,25.971989,7153698,12.836209,8259.96366429329,-106.60144,34.640366,-1.0,100,104.51,0.8642061,56.12343,40400,,10.793133
[0.715 1.799],0.0025954614,,-51.617035,-74.08196,0.86286855,6.972601,-70.4944856248796,0.4189424,7.8447895,1.1493032,-51.68693,405,0.069726005,-70.494484,0.011493032,0.7274182,-64.49542,0.007274181,8274.481,2.5954614e-05,28.601473,7163966,12.563389,8265.77057313919,-107.62421,37.129723,-1.0,100,102.68,0.86286855,56.00717,40500,,12.747314
[0.686 1.756],0.018231666,,-50.794163,-73.96183,0.8568213,5.992384,-70.26528093740345,0.4189424,23.66413,1.2265027,-60.40184,406,0.05992384,-70.26528,0.012265027,0.8975247,-68.00075,0.008975248,13202.055,0.00018231665,34.874443,7174161,12.830556,8272.193373918533,-110.89647,40.631187,-1.0,100,101.95,0.8568213,60.102306,40600,,4.2258053
[0.574 1.778],0.00438098,,-51.154766,-74.673874,0.8538243,5.8105497,-71.30176461070776,0.4189424,7.9311333,0.97688234,-43.17998,407,0.058105495,-71.301765,0.009768823,0.60249925,-55.153816,0.0060249926,4701.3047,4.38098e-05,27.55668,7184480,12.391291,8278.33501458168,-101.16312,29.861351,-1.0,100,103.19,0.8538243,50.00835,40700,,12.608539
[0.743 1.776],0.005255787,,-50.743492,-78.601295,0.86340904,6.1137047,-74.09629808932543,0.4189424,6.9452133,0.91570014,-42.1422,408,0.061137047,-74.09629,0.009157001,0.5676698,-59.23648,0.005676698,9377.947,5.255787e-05,27.762001,7195203,14.552831,8285.00355219841,-135.14963,61.053326,-1.0,100,107.23,0.86340904,84.406136,40800,,14.398406
[0.705 1.823],0.02162354,,-51.69335,-76.345604,0.8689964,9.628313,-72.51437973678112,0.4189424,17.194883,1.4204935,-58.01626,409,0.09628313,-72.51438,0.014204934,0.82274276,-67.25552,0.008227428,14234.09,0.0002162354,25.119822,7205661,12.605791,8291.471660852432,-114.93664,42.422256,-1.0,100,104.58,0.8689964,63.243286,40900,,5.8156834
[0.692 1.785],0.0040845717,,-40.85671,-75.19113,0.8590232,5.636606,-71.54049555674196,0.4189424,6.0195274,0.847509,-38.51478,410,0.05636606,-71.5405,0.008475089,0.53858495,-53.39422,0.0053858487,4580.256,4.0845716e-05,28.767313,7216013,13.946166,8297.187732458115,-109.518906,37.97841,-1.0,100,103.52,0.8590232,68.6622,41000,,16.6126
[0.695 1.737],0.15759495,,-50.495903,-77.78099,0.8684161,2.918352,-73.46796400010585,0.4189424,75.46588,0.53783077,-68.846924,411,0.029183518,-73.467964,0.0053783073,0.9682315,-73.811775,0.009682315,17175.094,0.0015759495,76.42016,7226693,13.348647,8303.453654050827,-129.39072,55.922752,-1.0,100,106.8,0.8684161,78.89481,41100,,1.3251021
[0.642 1.734],0.32446218,,-50.96271,-75.16834,0.8653036,1.9788438,-71.33363030582666,0.4189424,89.94255,0.3137507,-70.227615,412,0.019788438,-71.333626,0.003137507,0.98994684,-74.27104,0.009899468,13528.174,0.0032446217,90.87199,7236967,14.155392,8310.063326835632,-115.04122,43.70759,-1.0,100,102.74,0.8653036,64.07851,41200,,1.1118208
[0.677 1.735],0.014792796,,-50.98732,-75.749435,0.86686224,7.204676,-71.84597316756845,0.4189424,11.759747,1.126071,-47.933132,413,0.07204676,-71.84597,0.01126071,0.7009193,-59.315998,0.007009192,10432.629,0.00014792796,27.924812,7247455,13.709844,8316.121815681458,-117.10403,45.258053,-1.0,100,104.88,0.86686224,66.11671,41300,,8.503585
[0.558 1.764],0.43993157,,-50.86589,-75.25318,0.8637086,1.7889782,-71.57266006439924,0.4189424,90.020386,0.3045261,-70.34845,414,0.01788978,-71.57266,0.003045261,0.9818635,-74.22762,0.009818634,12207.457,0.0043993155,91.224754,7257802,14.014712,8322.273038625717,-110.4158,38.84314,-1.0,100,103.47,0.8637086,59.54991,41400,,1.1108595
[0.594 1.763],0.009056779,,-51.018932,-77.904686,0.86529016,10.192308,-73.78221158191562,0.4189424,14.325114,1.3937416,-61.61322,415,0.10192308,-73.78221,0.0139374165,0.86112094,-72.50526,0.008611208,17402.316,9.056778e-05,27.627304,7268433,15.370192,8328.455627202988,-123.67424,49.892025,-1.0,100,106.31,0.86529016,72.655304,41500,,6.980747
[0.602 1.803],0.0073480867,,-51.570335,-78.21159,0.8689113,6.5613213,-74.10502665027975,0.4189424,6.6531153,1.0178272,-51.6776,416,0.06561321,-74.10503,0.010178271,0.6878071,-67.59844,0.006878071,9553.096,7.3480864e-05,31.349413,7279135,15.644239,8334.45682835579,-123.196915,49.09189,-1.0,100,107.02,0.8689113,71.62658,41600,,15.030553
[0.632 1.756],0.53080064,,-40.023956,-76.19357,0.8601334,1.5876054,-72.48521721065045,0.4189424,96.9039,0.19050734,-72.1444,417,0.015876053,-72.48522,0.0019050733,0.99538016,-75.91153,0.009953802,12639.954,0.0053080064,96.466354,7289649,13.922472,8341.240929365158,-111.25067,38.765457,-1.0,100,105.14,0.8601334,71.226715,41700,,1.0319502
[0.629 1.761],0.004534645,,-51.237213,-76.84401,0.8563148,7.857205,-73.01802954390645,0.4189424,6.7216053,1.0988849,-46.885033,418,0.07857205,-73.01803,0.010988849,0.68789244,-61.642323,0.0068789246,10073.683,4.534645e-05,28.15396,7300181,13.260378,8347.887241601944,-114.77951,41.76148,-1.0,100,105.32,0.8563148,63.542297,41800,,14.8773985
[0.666 1.806],0.09920707,,-50.689964,-74.946945,0.86260676,3.2830095,-70.63599978789688,0.4189424,52.172546,0.7284356,-65.943054,419,0.032830093,-70.636,0.007284355,0.94897926,-71.91137,0.009489792,17553.072,0.0009920708,62.9244,7310463,14.028811,8354.358054637909,-129.3284,58.692398,-1.0,100,102.82,0.86260676,78.638435,41900,,1.9167168
[0.588 1.798],0.005965896,,-50.658142,-74.42082,0.8584651,6.053856,-70.12201466470957,0.4189424,9.05266,0.92803633,-42.631897,420,0.060538556,-70.12201,0.009280362,0.590318,-56.919533,0.0059031798,7990.2393,5.965896e-05,28.806126,7320591,14.465132,8360.747396469116,-128.96436,58.842342,-1.0,100,101.28,0.8584651,78.30621,42000,,11.046477
[0.651 1.754],0.006467041,,-51.53857,-73.994415,0.8625864,8.384545,-70.35541564121843,0.4189424,7.5476127,0.994279,-38.141556,421,0.08384545,-70.35542,0.0099427905,0.5333781,-51.387314,0.0053337812,4657.2363,6.467041e-05,22.346718,7330753,13.476706,8367.352179288864,-109.16991,38.81449,-1.0,100,101.62,0.8625864,57.631336,42100,,13.249223
[0.503 1.784],0.02499926,,-50.547432,-74.96434,0.8588191,9.134132,-71.043537581563,0.4189424,28.059446,1.3070868,-57.122997,422,0.091341324,-71.04353,0.013070867,0.8261188,-64.52475,0.008261188,14682.288,0.0002499926,28.544008,7340922,15.059398,8374.243749380112,-117.623856,46.58031,-1.0,100,101.69,0.8588191,67.07642,42200,,3.563862
[0.539 1.75 ],0.07022448,,-51.635452,-75.74631,0.8615385,3.4160116,-71.77838268831373,0.4189424,40.043446,0.80276114,-61.796642,423,0.034160115,-71.77838,0.008027611,0.8606861,-68.06708,0.008606861,12185.414,0.00070224475,53.478,7351328,14.13907,8380.620740175247,-119.03775,47.25937,-1.0,100,104.06,0.8615385,67.4023,42300,,2.4972875
[0.436 1.756],0.00055789185,,-51.5427,-76.11985,0.8627212,5.4199266,-72.27431106910109,0.4189424,6.495408,0.93416184,-48.536083,424,0.054199263,-72.27431,0.009341618,0.6940287,-63.624836,0.006940288,8752.737,5.5789183e-06,35.565506,7361775,13.532438,8387.28714966774,-115.36599,43.09168,-1.0,100,104.47,0.8627212,63.823288,42400,,15.395492
[0.273 1.781],0.0032380305,,-50.792736,-73.691345,0.8604647,8.278437,-70.23138605475425,0.4189424,15.101773,1.2408237,-62.852306,425,0.08278436,-70.231384,0.012408237,0.90404725,-71.75574,0.009040472,11179.292,3.2380303e-05,34.676304,7371898,12.170645,8393.687460899353,-103.79888,33.567497,-1.0,100,101.23,0.8604647,53.006145,42500,,6.621739
[0.185 1.752],0.0011125488,,-50.668484,-72.28677,0.8623093,7.5917993,-68.8670728982985,0.4189424,7.6535516,1.1364905,-47.288063,426,0.07591799,-68.86707,0.011364904,0.6844394,-59.649128,0.0068443934,6635.5474,1.1125488e-05,26.615868,7381925,10.990256,8399.895097732544,-102.59084,33.72377,-1.0,100,100.27,0.8623093,51.92236,42600,,13.065829
[0.343 1.729],0.020943284,,-49.71752,-73.29657,0.86744213,5.9316998,-69.65300947532057,0.4189424,10.458718,0.86920905,-41.204163,427,0.059316996,-69.65301,0.00869209,0.5779953,-52.47064,0.0057799537,4866.9336,0.00020943284,30.660578,7391957,13.252819,8407.091868162155,-109.30716,39.654152,-1.0,100,100.32,0.86744213,59.589638,42700,,9.561401
[0.272 1.692],0.0013891617,,-41.10354,-74.832405,0.859131,5.049744,-71.21670248150825,0.4189424,6.2554274,0.97094595,-43.748543,428,0.05049744,-71.2167,0.00970946,0.610342,-58.20511,0.00610342,5665.4863,1.3891617e-05,28.322863,7402227,13.876432,8414.016040802002,-108.47129,37.25459,-1.0,100,102.7,0.859131,67.36775,42800,,15.986118
[0.267 1.74 ],0.005238211,,-50.830185,-74.249176,0.8623049,5.0200768,-70.21393861323595,0.4189424,6.4980283,0.7565966,-38.267776,429,0.050200768,-70.213936,0.0075659663,0.5406949,-54.0977,0.0054069487,5721.9985,5.2382107e-05,33.80603,7412353,13.854924,8420.075550317764,-121.05725,50.84331,-1.0,100,101.26,0.8623049,70.227066,42900,,15.389283
[0.09 1.74],0.0038217362,,-49.789673,-74.85441,0.86960775,8.25327,-71.41576341390609,0.4189424,6.6597047,1.0598775,-48.345444,430,0.0825327,-71.41576,0.010598774,0.6699624,-61.670216,0.0066996235,5672.452,3.821736e-05,28.549328,7422657,12.28888,8426.86849308014,-103.15933,31.743568,-1.0,100,103.04,0.86960775,53.36966,43000,,15.015681
[-0.042  1.777],0.0017064833,,-50.338295,-72.99756,0.8579213,9.843765,-69.5175782443583,0.4189424,8.986771,1.2743337,-48.619774,431,0.09843765,-69.51758,0.012743336,0.7127023,-60.22826,0.0071270224,8020.7627,1.7064833e-05,23.826233,7432798,12.250392,8433.902554273605,-104.39956,34.88198,-1.0,100,101.41,0.8579213,54.061264,43100,,11.127468
[0.023 1.814],0.2641174,,-50.239815,-74.53865,0.8636557,3.3976579,-70.9385465157032,0.4189424,78.558876,0.57763654,-68.39649,432,0.033976577,-70.938545,0.005776365,0.9863978,-72.45829,0.009863978,12253.012,0.0026411738,74.46406,7443068,13.249621,8440.43431019783,-108.003334,37.06479,-1.0,100,102.7,0.8636557,57.76352,43200,,1.2729306
[-0.003  1.803],0.005594359,,-50.264145,-73.23565,0.8586774,8.517605,-69.72716731876135,0.4189424,5.8252473,1.2124592,-48.517494,433,0.08517604,-69.72717,0.012124592,0.67357725,-63.05408,0.0067357733,7407.407,5.5943587e-05,23.584305,7453153,11.791179,8446.849813222885,-105.25456,35.527393,-1.0,100,100.85,0.8586774,54.990417,43300,,17.166653
[0.042 1.754],0.018562505,,-49.907925,-74.79442,0.8660029,5.8593655,-70.95507745221258,0.4189424,23.369165,0.97366965,-53.577244,434,0.058593653,-70.95508,0.009736696,0.7895364,-61.519352,0.007895364,11295.833,0.00018562505,39.669567,7463399,12.635488,8453.28336763382,-115.18042,44.22534,-1.0,100,102.46,0.8660029,65.27249,43400,,4.279143
