MeanD2-0,Epsilon,MaxIW,MinBehavPdf,StdIW,TimestepsSoFar,WReturnMean,LearnableVariance,Inner Iteration,Iteration,OptimizationReturnMin,EpThisIter,MeanEntropy,Weights,DivergenceHarmonic,StdWReturnMean,Penalization,EpisodesSoFar,OptimizationReturnMean,EmpiricalD2Arithmetic,ReturnStepMaxmin,ESSRenyiHarmonic,InitialReturnMean,InitialReturnMin,EpRewMean,MeanIW,ESSRenyiArithmetic,ReturnStepMax,MinTargetPdf,InitialReturnMax,InitialBound,TimeElapsed,EpLenMean,EmpiricalD2Harmonic,ReturnMeanIW,OptimizationReturnMax,InitialReturnStd,Bound,MinIW,VarianceInitializer
1.0,2.0,62008.016,-79.40559,6914.3438,547997,3979.5237,,1,22,,100,0.4189424,[0.223 1.333],54430787000000.0,,True,2200,61.087032,1.0,0.85910046,100.0,-77.53018,-138.61722,-77.53018822610379,1516.4435,100.0,0.85910046,-79.40559,-51.034115,-4235.2163,188.7984836101532,110.81,1.0,3378810.2,87.5831,15.744803,-1889813100.0,0.054551225,-1.0
1.0,2.0,11272.528,-92.15444,1128.55,559470,4180.6187,,1,23,,100,0.4189424,[0.122 1.259],111173976.0,,True,2300,62.579247,1.0,0.8633006,100.0,-80.58719,-143.16644,-80.58719811201095,174.73935,100.0,0.8633006,-92.15444,-50.026047,-4469.7896,193.64091515541077,114.73,1.0,808154.1,93.140396,16.262135,-3857148.0,0.15932775,-1.0
1.0,2.0,50388857000.0,-82.3972,5042777600.0,571080,2419.0142,,1,24,,100,0.4189424,[0.13  1.197],3.550696e+31,,True,2400,46.692734,1.0,0.86222667,100.0,-81.51547,-128.2082,-81.5154708904028,575714050.0,100.0,0.86222667,-82.3972,-51.57781,-2614.754,197.74540972709656,116.1,1.0,166230080000.0,76.6304,15.453238,-1.1663738e+18,0.088956386,-1.0
1.0,2.0,6061405700.0,-81.21364,674681300.0,582288,1783.7762,,1,25,,100,0.4189424,[0.152 1.32 ],4.4979036e+34,,True,2500,40.032536,1.0,0.85928243,100.0,-78.089226,-118.121765,-78.08922823891044,117293680.0,100.0,0.85928243,-81.21364,-51.472233,-1931.8478,202.53597116470337,112.08,1.0,155244860000.0,66.649536,13.460029,-3.1403501e+19,0.010976391,-1.0
1.0,2.0,1606639600.0,-86.976,173685740.0,593033,2353.9258,,1,26,,100,0.4189424,[0.142 1.444],2.2168944e+34,,True,2600,45.769886,1.0,0.86655486,100.0,-74.64959,-120.41947,-74.6495853921771,28568112.0,100.0,0.86655486,-86.976,-49.64106,-2520.911,207.2685627937317,107.45,1.0,31450067000.0,70.77841,16.09482,-2.4862962e+19,0.18031278,-1.0
1.0,2.0,1466404200.0,-90.167816,172729980.0,604022,4018.5212,,1,27,,100,0.4189424,[0.127 1.32 ],3.3587464e+35,,True,2700,60.866722,1.0,0.85831857,100.0,-77.35005,-138.21677,-77.35004646033049,25466430.0,100.0,0.85831857,-90.167816,-50.614716,-4274.324,211.53107714653015,109.89,1.0,110152745000.0,87.60205,17.713377,-1.482504e+20,0.53197193,-1.0
1.0,2.0,1392947000.0,-80.75467,147303380.0,614607,2089.3645,,1,28,,100,0.4189424,[0.132 1.445],1.1334332e+33,,True,2800,43.58473,1.0,0.8602228,100.0,-73.695015,-117.27974,-73.69501587167382,22484104.0,100.0,0.8602228,-80.75467,-49.736893,-2241.432,215.41854047775269,105.85,1.0,37768760000.0,67.54285,13.774488,-5.1195933e+18,0.45214054,-1.0
1.0,2.0,3203899000.0,-109.41487,341150400.0,625219,5432.8257,,1,29,,100,0.4189424,[0.136 1.57 ],1.0004697e+31,,True,2900,71.63852,1.0,0.8553699,100.0,-73.91624,-145.55475,-73.91623569309712,53923530.0,100.0,0.8553699,-109.41487,-50.023655,-5737.03,218.87941789627075,106.12,1.0,286703030000.0,95.5311,17.342113,-9.622111e+17,0.22153905,-1.0
1.0,2.0,5760449500.0,-90.41019,573120400.0,636098,6152.618,,1,30,,100,0.4189424,[0.17 1.45],7.628999e+33,,True,3000,76.70647,1.0,0.8580444,100.0,-75.79146,-152.49792,-75.79145830497146,60849716.0,100.0,0.8580444,-90.41019,-50.404583,-6500.051,222.55493450164795,108.79,1.0,183783960000.0,102.09334,16.393171,-3.0346413e+19,0.29140317,-1.0
1.0,2.0,954.0735,-85.417145,111.14695,646358,3776.8513,,1,31,,100,0.4189424,[0.159 1.575],987717570.0,,True,3100,59.56662,1.0,0.86187947,100.0,-71.46048,-131.0271,-71.46048582032323,34.364914,100.0,0.86187947,-85.417145,-49.52507,-3998.2698,225.82965683937073,102.6,1.0,116134.98,81.50203,15.121836,-7074896.5,0.08934135,-1.0
1.0,2.0,325970620.0,-66.60467,36235410.0,656564,1999.9498,,1,32,,100,0.4189424,[0.171 1.636],1.0748609e+32,,True,3200,42.733543,1.0,0.8587485,100.0,-70.95497,-113.688515,-70.95496888622641,5865042.0,100.0,0.8587485,-66.60467,-49.776268,-2136.108,229.25794672966003,102.06,1.0,9715135000.0,63.912247,13.183092,-1.411637e+18,0.07329142,-1.0
1.0,2.0,1525505700.0,-83.12104,157802450.0,666629,3160.9758,,1,33,,100,0.4189424,[0.181 1.76 ],1.3565492e+33,,True,3300,54.368664,1.0,0.8654202,100.0,-69.56018,-123.92885,-69.56017953678966,20153040.0,100.0,0.8654202,-83.12104,-50.48274,-3340.7842,232.80045199394226,100.65,1.0,26592293000.0,73.446106,14.318647,-6.622685e+18,0.5810917,-1.0
1.0,2.0,5562301000.0,-80.16678,553727170.0,677120,1775.1833,,1,34,,100,0.4189424,[0.217 1.641],2.1616852e+34,,True,3400,39.27304,1.0,0.8590373,100.0,-73.098526,-112.37157,-73.09852361962199,59840964.0,100.0,0.8590373,-80.16678,-49.809586,-1905.6489,236.68124961853027,104.91,1.0,9120678000.0,62.56198,15.2581625,-1.918209e+19,0.6305742,-1.0
1.0,2.0,1738026800.0,-71.86176,173255220.0,687413,1752.5184,,1,35,,100,0.4189424,[0.221 1.766],4.2969854e+30,,True,3500,39.62906,1.0,0.8553549,100.0,-71.178345,-110.8074,-71.17834152475,21015142.0,100.0,0.8553549,-71.86176,-50.58387,-1873.4131,240.38405346870422,102.93,1.0,16598007000.0,60.223534,13.492809,-2.5060701e+17,0.068939745,-1.0
1.0,2.0,679013200.0,-66.71364,74255150.0,697632,1092.9733,,1,36,,100,0.4189424,[0.243 1.889],1.0747458e+32,,True,3600,30.860777,1.0,0.8634722,100.0,-70.38167,-101.24245,-70.38167116701602,10469505.0,100.0,0.8634722,-66.71364,-50.80428,-1177.7726,244.53293681144714,102.19,1.0,5998875000.0,50.438168,11.856889,-8.791242e+17,0.008042025,-1.0
1.0,2.0,15644673000.0,-64.31176,1556491000.0,707400,1655.8169,,1,37,,100,0.4189424,[0.268 2.011],1.7867015e+32,,True,3700,38.799026,1.0,0.860828,100.0,-67.01404,-105.813065,-67.01403743520379,158122660.0,100.0,0.860828,-64.31176,-49.931236,-1759.9073,248.31266927719116,97.68,1.0,73528830000.0,55.88183,12.265909,-1.3913808e+18,0.083933555,-1.0
1.0,2.0,198147600.0,-67.075676,20072040.0,717245,1524.6437,,1,38,,100,0.4189424,[0.273 2.136],4.610975e+21,,True,3800,37.35847,1.0,0.85377926,100.0,-67.834236,-105.19271,-67.83423813015223,2788716.2,100.0,0.85377926,-67.075676,-50.478374,-1624.4309,251.9937822818756,98.45,1.0,2837202000.0,54.714336,11.357292,-6778900700000.0,0.063754946,-1.0
1.0,2.0,201853860.0,-73.06969,20453166.0,726954,1343.6111,,1,39,,100,0.4189424,[0.206 2.242],1.3161878e+29,,True,3900,34.79727,1.0,0.852106,100.0,-66.81927,-101.61654,-66.81926981508732,2808766.8,100.0,0.852106,-73.06969,-49.97937,-1432.489,255.9102909564972,97.09,1.0,1754106200.0,51.63717,11.522204,-3.2245012e+16,0.46677253,-1.0
1.0,2.0,3485688800.0,-71.408554,346764670.0,736328,682.5036,,1,40,,100,0.4189424,[0.182 2.365],1.8967307e+31,,True,4000,23.64862,1.0,0.8667668,100.0,-64.34388,-87.9925,-64.3438824275136,35797836.0,100.0,0.8667668,-71.408554,-49.293594,-732.42285,260.1149227619171,93.74,1.0,1118951300.0,38.698906,11.101644,-2.1740972e+17,0.01919067,-1.0
1.0,2.0,56727804.0,-73.97064,6076570.0,745774,984.8552,,1,41,,100,0.4189424,[0.157 2.487],4.930222e+31,,True,4100,29.095375,1.0,0.86230576,100.0,-64.974724,-94.07011,-64.97472759321332,1035267.4,100.0,0.86230576,-73.97064,-40.447624,-1080.6985,264.52307653427124,94.46,1.0,742412700.0,53.622482,11.760706,-6.7298564e+17,0.0077555664,-1.0
1.0,2.0,962.5546,-72.18492,137.76503,755260,2056.7615,,1,42,,100,0.4189424,[0.141 2.363],225270020.0,,True,4200,43.999702,1.0,0.8640386,100.0,-65.044075,-109.04377,-65.04406855076552,44.82534,100.0,0.8640386,-72.18492,-49.440006,-2175.179,268.29159665107727,94.86,1.0,76502.41,59.603764,10.990344,-1853872.2,0.04801657,-1.0
1.0,2.0,53987344.0,-69.30307,7332698.5,764778,1190.5604,,1,43,,100,0.4189424,[0.149 2.425],4.876329e+28,,True,4300,32.808605,1.0,0.8613831,100.0,-65.12376,-97.932365,-65.12376015305519,1360714.1,100.0,0.8613831,-69.30307,-50.554085,-1265.3816,271.8934676647186,95.18,1.0,1010130000.0,47.37828,10.6843815,-1.6522808e+16,0.00517575,-1.0
1.0,2.0,18377.703,-68.18407,1837.3749,774210,1446.9846,,1,44,,100,0.4189424,[0.1  2.31],147625360.0,,True,4400,35.725563,1.0,0.86618334,100.0,-65.236305,-100.961876,-65.23631211355328,239.53851,100.0,0.86618334,-68.18407,-40.39347,-1569.2666,275.3753123283386,94.32,1.0,131635.62,60.568405,13.064026,-1617405.4,0.048842356,-1.0
1.0,2.0,24017132.0,-65.672745,2500483.0,783655,714.27954,,1,45,,100,0.4189424,[0.099 2.373],3.6407868e+30,,True,4500,24.417517,1.0,0.8663208,100.0,-64.69915,-89.11667,-64.69915249943733,491990.1,100.0,0.8663208,-65.672745,-40.353764,-793.53876,278.236732006073,94.45,1.0,284541250.0,48.762905,10.865748,-1.512361e+17,0.79338914,-1.0
1.0,2.0,438314.56,-69.19263,48364.523,793024,1749.3209,,1,46,,100,0.4189424,[0.104 2.248],7.26152e+26,,True,4600,40.05765,1.0,0.861129,100.0,-64.61828,-104.675934,-64.6182810421288,12692.318,100.0,0.861129,-69.19263,-50.260895,-1848.0186,282.57407426834106,93.69,1.0,12759698.0,54.41504,12.029356,-2659686400000000.0,0.12621278,-1.0
1.0,2.0,222816.14,-68.04122,24325.13,802824,1918.8358,,1,47,,100,0.4189424,[0.029 2.148],2887346800000000.0,,True,4700,42.06173,1.0,0.8665364,100.0,-67.581154,-109.64288,-67.58115506321192,4054.9668,100.0,0.8665364,-68.04122,-49.89114,-2037.8419,286.8147666454315,98.0,1.0,6151741.0,59.751743,12.233029,-6400987000.0,0.019887961,-1.0
1.0,2.0,542895100.0,-73.5065,54264824.0,812453,1420.0748,,1,48,,100,0.4189424,[-0.062  2.234],9.909385e+30,,True,4800,36.13228,1.0,0.8625345,100.0,-66.22085,-102.353134,-66.22085190474986,7020693.0,100.0,0.8625345,-73.5065,-50.077003,-1511.1672,291.17223715782166,96.29,1.0,7212783000.0,52.27613,10.702007,-2.8675366e+17,0.020123929,-1.0
1.0,2.0,61404340.0,-72.72809,6242232.0,822450,883.89856,,1,49,,100,0.4189424,[-0.076  2.109],4.979186e+23,,True,4900,27.618391,1.0,0.86306155,100.0,-68.85297,-96.47136,-68.85296552345157,805955.44,100.0,0.86306155,-72.72809,-49.251858,-958.22,295.0221450328827,99.97,1.0,455590300.0,47.2195,11.005584,-52445053000000.0,0.015991097,-1.0
1.0,2.0,1229693600.0,-63.68485,172298700.0,832018,1214.2278,,1,50,,100,0.4189424,[-0.018  1.999],2.0782398e+32,,True,5000,33.205387,1.0,0.86298096,100.0,-66.01756,-99.222946,-66.01755952998995,31326986.0,100.0,0.86298096,-63.68485,-50.170254,-1294.4321,297.88771867752075,95.68,1.0,24806582000.0,49.052692,10.565521,-1.1562515e+18,0.36466587,-1.0
1.0,2.0,1583421300.0,-66.61418,157640420.0,841782,1375.6018,,1,51,,100,0.4189424,[-0.024  1.874],9.916717e+29,,True,5100,35.075974,1.0,0.86253595,100.0,-67.637215,-102.713196,-67.6372211098671,18635244.0,100.0,0.86253595,-66.61418,-49.830795,-1468.819,301.7078890800476,97.64,1.0,7201512400.0,52.8824,12.053126,-9.28293e+16,0.028363273,-1.0
1.0,2.0,66011570.0,-97.12584,7200077.0,851849,2842.6697,,1,52,,100,0.4189424,[-0.046  1.751],3.201059e+27,,True,5200,51.739697,1.0,0.85898507,100.0,-70.06078,-121.800476,-70.06077908605337,1132883.2,100.0,0.85898507,-97.12584,-49.459976,-3017.106,305.12774300575256,100.67,1.0,2404332300.0,72.3405,12.871424,-9869354000000000.0,0.10693494,-1.0
1.0,2.0,11674487000.0,-77.06734,1180876500.0,862019,4101.897,,1,53,,100,0.4189424,[-0.095  1.636],4.619248e+31,,True,5300,62.5876,1.0,0.86351216,100.0,-70.93369,-133.5213,-70.93369769752026,140866900.0,100.0,0.86351216,-77.06734,-49.979797,-4334.535,309.23007369041443,101.7,1.0,519956230000.0,83.541504,13.590047,-1.5811357e+18,0.061978027,-1.0
1.0,2.0,599149300.0,-69.77899,83660510.0,872581,1500.1575,,1,54,,100,0.4189424,[-0.113  1.512],6.891751e+32,,True,5400,36.70198,1.0,0.86268926,100.0,-73.33792,-110.0399,-73.33792031213642,17196374.0,100.0,0.86268926,-69.77899,-50.57344,-1618.0322,313.2932274341583,105.62,1.0,14621875000.0,59.46646,12.374249,-3.0944804e+18,1.7338138,-1.0
1.0,2.0,19636.984,-79.50869,1965.264,883476,3741.0366,,1,55,,100,0.4189424,[-0.094  1.389],311537280.0,,True,5500,58.43042,1.0,0.8622031,100.0,-76.326996,-134.75742,-76.32699394837022,279.05823,100.0,0.8622031,-79.50869,-50.200394,-3979.3655,317.1695189476013,108.95,1.0,1284085.1,84.55702,18.080996,-5490703.5,0.013532335,-1.0
1.0,2.0,65018.062,-77.287415,7535.53,894233,921.453,,1,56,,100,0.4189424,[-0.098  1.451],74173020000000.0,,True,5600,27.420809,1.0,0.85676366,100.0,-75.08654,-102.50735,-75.08653840869665,1446.5721,100.0,0.85676366,-77.287415,-50.28895,-1012.3445,321.4230306148529,107.57,1.0,894796.4,52.218395,13.021225,-783691140.0,0.022267515,-1.0
1.0,2.0,1233.2224,-78.90887,159.0561,905147,3017.7532,,1,57,,100,0.4189424,[-0.345  1.409],259027250.0,,True,5700,52.65667,1.0,0.856612,100.0,-76.56362,-129.22029,-76.56361871823668,52.47233,100.0,0.856612,-78.90887,-49.55436,-3229.3071,326.10046339035034,109.14,1.0,129358.766,79.66593,15.653374,-3534199.2,0.07411859,-1.0
1.0,2.0,7632695000.0,-86.429565,848412540.0,916571,5575.697,,1,58,,100,0.4189424,[-0.35   1.347],7.5001033e+34,,True,5800,72.80175,1.0,0.8631997,100.0,-79.9221,-152.72385,-79.9220934459567,136983520.0,100.0,0.8631997,-86.429565,-50.01744,-5927.316,330.67329692840576,114.24,1.0,485480660000.0,102.706406,16.601252,-9.629582e+19,0.11988669,-1.0
1.0,2.0,52136.766,-79.52731,8405.741,927021,3898.0967,,1,59,,100,0.4189424,[-0.362  1.471],891716200000000.0,,True,5900,60.497772,1.0,0.8624928,100.0,-72.694084,-133.19186,-72.69408392652869,2188.8613,100.0,0.8624928,-79.52731,-49.802917,-4129.8857,334.7582960128784,104.5,1.0,8755781.0,83.38895,15.430991,-6930396000.0,0.054241627,-1.0
1.0,2.0,3096.6804,-88.85602,336.40988,938079,2965.0913,,1,60,,100,0.4189424,[-0.46   1.393],379516380.0,,True,6000,51.694828,1.0,0.866047,100.0,-77.52176,-129.2166,-77.52176455929876,83.53635,100.0,0.866047,-88.85602,-49.458603,-3177.1343,338.9671950340271,110.58,1.0,197358.08,79.757996,17.109507,-4328237.0,0.013048816,-1.0
1.0,2.0,7886665.0,-81.73576,873550.1,948660,2690.3257,,1,61,,100,0.4189424,[-0.471  1.455],6.1188948e+25,,True,6100,49.574566,1.0,0.86237407,100.0,-74.30771,-123.88228,-74.30771099746227,165069.45,100.0,0.86237407,-81.73576,-49.699974,-2873.7588,343.13295340538025,105.81,1.0,317173220.0,74.182304,15.254118,-1434881300000000.0,0.29440206,-1.0
1.0,2.0,12157221000000.0,-88.10748,1209623100000.0,960238,7412.588,,1,62,,100,0.4189424,[-0.542  1.352],1.0244863e+36,,True,6200,83.948616,1.0,0.8615638,100.0,-81.28283,-165.23145,-81.28282970219851,121624670000.0,100.0,0.8615638,-88.10748,-48.476944,-7866.974,347.6924159526825,115.78,1.0,662773200000000.0,116.7545,19.11068,-4.5991727e+20,2.0669503,-1.0
1.0,2.0,36498184.0,-73.24186,4921451.0,971089,1841.1691,,1,63,,100,0.4189424,[-0.507  1.472],3.0873445e+27,,True,6300,40.952682,1.0,0.86091477,100.0,-75.54257,-116.495255,-75.54257642909884,843662.2,100.0,0.86091477,-73.24186,-49.630905,-1990.1967,352.3715925216675,108.51,1.0,1181117600.0,66.86435,12.808095,-8280577000000000.0,0.07206986,-1.0
1.0,2.0,2328.3306,-84.20869,237.77885,981839,3226.98,,1,64,,100,0.4189424,[-0.429  1.569],1926494300.0,,True,6400,54.596455,1.0,0.8635544,100.0,-75.02533,-129.62178,-75.02532678842545,53.387367,100.0,0.8635544,-84.20869,-49.42421,-3441.3672,356.3971884250641,107.5,1.0,219072.3,80.19757,15.6909895,-9628973.0,0.059730235,-1.0
1.0,2.0,2047.4054,-75.58254,257.07495,992354,3741.8242,,1,65,,100,0.4189424,[-0.435  1.507],1075501800.0,,True,6500,59.089516,1.0,0.86370456,100.0,-73.17624,-132.26576,-73.1762422004342,83.09539,100.0,0.86370456,-75.58254,-49.30591,-3971.2346,360.18104100227356,105.15,1.0,208545.97,82.959854,15.8193865,-7732052.5,0.033096585,-1.0
1.0,2.0,78767170.0,-68.11563,8650058.0,1003069,1849.3196,,1,66,,100,0.4189424,[-0.436  1.444],2.5120456e+24,,True,6600,40.73994,1.0,0.86143297,100.0,-74.792175,-115.53212,-74.79217882797121,1280904.9,100.0,0.86143297,-68.11563,-48.431316,-1999.4026,364.1465392112732,107.15,1.0,2003070800.0,67.1008,13.768691,-237876500000000.0,0.054001313,-1.0
1.0,2.0,3967.2468,-83.48883,585.17,1014318,2156.746,,1,67,,100,0.4189424,[-0.504  1.339],137506860.0,,True,6700,43.56959,1.0,0.8608756,100.0,-78.92272,-122.49232,-78.92272792488336,133.61732,100.0,0.8608756,-83.48883,-48.68029,-2338.3528,368.4008536338806,112.49,1.0,235246.47,73.81203,16.075975,-2364832.8,0.1286167,-1.0
