InitialReturnMin,MaxIWNorm,InitialReturnStd,EpLenMean,TimestepsSoFar,J_sample_variance,MeanIW,StdIW,EpThisIter,ESSRenyi,Bound,OptimizationReturnMin,ESSClassic,ReturnMeanIW,EmpiricalD2,EpRewMean,InitialReturnMean,Iteration,InitialReturnMax,MeanIWNorm,TimeElapsed,MinIW,LearnableVariance,MaxIW,Weights,InitialBound,OptimizationReturnMean,VarianceInit,EpisodesSoFar,StdIWNorm,OptimizationReturnMax,ReturnStepMax,ReturnStepMaxmin,MeanEntropy,MinIWNorm
-416.09006,0.080760375,6.5293436,500.0,550000,86252.484,0.6979269,1.3528005,100,3.666728,-348.0574,,21.021402,-275.62604,27.27227,-399.0566404634714,-399.05664,11,-384.39206,0.006979268,681.6024744510651,0.003082754,,8.076037,[0.152 0.396],-412.9263,17.033422,-1.0,1100,0.013528005,31.697998,0.84993744,0.84993744,0.4189424,3.082754e-05
-415.13815,0.053960837,8.5035095,500.0,600000,49110.523,0.52435654,0.93258685,100,3.3495438,-276.93805,,24.020039,-201.32816,29.854813,-390.57986176997423,-390.5798,12,-369.4497,0.0052435654,752.0590665340424,0.0047307587,,5.396084,[0.126 0.433],-404.41782,24.558287,-1.0,1200,0.009325868,45.688446,0.8517076,0.8517076,0.4189424,4.7307585e-05
-402.24582,0.013427615,26.559187,494.17,649417,164435.7,1.000104,0.122469164,100,98.62256,-386.50568,,98.5226,-373.00418,1.0139668,-374.09441901147363,-374.09442,13,-228.84239,0.010001039,820.3025965690613,0.7582972,,1.3427615,[0.103 0.466],-387.50262,28.151402,-1.0,1300,0.0012246916,173.40343,0.8552201,0.8552201,0.4189424,0.007582972
-402.44977,0.052804098,21.82229,496.56,699073,57580.332,0.5915905,0.93061227,100,5.1898875,-285.3595,,28.780762,-226.47359,19.26824,-374.5108677728474,-374.5109,14,-241.66031,0.0059159053,889.8340549468994,0.006765551,,5.28041,[0.096 0.467],-387.92584,27.938902,-1.0,1400,0.009306123,160.78946,0.85945016,0.85945016,0.4189424,6.765551e-05
-415.96786,0.051136956,9.531854,500.0,749073,40931.13,0.48129255,0.76397747,100,5.297599,-248.4405,,28.411795,-188.19856,18.876476,-388.48826806604865,-388.48828,15,-356.09058,0.0048129256,956.8234755992889,0.0030656457,,5.1136956,[0.161 0.444],-402.35385,27.479599,-1.0,1500,0.007639774,59.87729,0.8500079,0.8500079,0.4189424,3.0656458e-05
-413.06564,0.029925937,8.931643,500.0,799073,161853.16,0.9675487,0.54162806,100,81.15599,-388.5255,,76.140045,-373.2415,1.2321949,-387.06539378613235,-387.0654,16,-358.31696,0.009675487,1030.1517119407654,0.3305679,,2.9925938,[0.284 0.445],-400.83423,26.000252,-1.0,1600,0.00541628,54.748688,0.8545272,0.8545272,0.4189424,0.003305679
-408.64304,0.07839834,8.390428,500.0,849073,58442.324,0.5799538,1.1953856,100,3.0272362,-299.32764,,19.05329,-221.03883,33.033432,-386.99749827578665,-386.99753,17,-361.54236,0.005799538,1097.239682674408,0.0036635853,,7.839834,[0.255 0.451],-400.6189,21.645536,-1.0,1700,0.011953855,47.100677,0.85376585,0.85376585,0.4189424,3.663585e-05
-412.82104,0.1028631,40.718773,480.37,897110,96604.06,0.7420141,1.3965242,100,8.606595,-328.4833,,22.015783,-281.5777,11.618997,-359.1744182734191,-359.17444,18,-199.47,0.0074201403,1158.1977643966675,0.005555558,,10.28631,[0.265 0.482],-372.93512,53.64662,-1.0,1800,0.013965242,213.35104,0.86503756,0.86503756,0.4189424,5.5555578e-05
-414.89838,0.017387465,18.315765,498.17,946927,175595.86,1.0029866,0.19694695,100,96.67215,-394.7195,,96.28742,-380.65353,1.0344241,-381.4569478225708,-381.45694,19,-264.42126,0.0100298645,1229.6643719673157,0.6209353,,1.7387465,[0.26  0.458],-395.2869,33.441425,-1.0,1900,0.0019694695,150.47711,0.8509466,0.8509466,0.4189424,0.006209353
-416.0424,0.036970783,10.133816,500.0,996927,26436.352,0.38305473,0.6093971,100,3.4779062,-219.15988,,28.321198,-144.7968,28.752932,-382.4726127873361,-382.47263,20,-348.40167,0.0038305474,1295.3015775680542,0.004784356,,3.6970782,[0.26  0.461],-396.34067,33.56978,-1.0,2000,0.0060939705,67.64072,0.85555875,0.85555875,0.4189424,4.7843558e-05
-394.2078,0.20308223,38.992195,482.35,1045162,237128.02,0.87473184,2.171088,100,9.858769,-311.95282,,13.965809,-270.1031,10.143253,-355.37652413606645,-355.37653,21,-177.83842,0.008747319,1360.2136318683624,0.01948755,,20.308224,[0.264 0.491],-368.5168,38.83127,-1.0,2100,0.021710878,216.36937,0.86352193,0.86352193,0.4189424,0.0001948755
-416.54282,0.10788265,52.59031,448.53,1090015,139060.33,0.689137,1.2853038,100,7.060452,-255.28586,,22.328571,-203.03154,14.163399,-329.1415194757283,-329.1415,22,-151.95413,0.0068913684,1426.1150414943695,0.010813397,,10.788265,[0.268 0.514],-343.02628,87.4013,-1.0,2200,0.012853037,264.58868,0.8584223,0.8584223,0.4189424,0.00010813397
-396.4944,0.09501766,64.00116,391.02,1129117,185799.75,0.8533962,1.3810936,100,9.512984,-254.46672,,27.63151,-211.61607,10.511949,-283.2108671148121,-283.21085,23,-163.14935,0.00853396,1480.410383939743,0.0011081046,,9.501766,[0.296 0.537],-296.42734,113.283516,-1.0,2300,0.013810936,233.34503,0.8643718,0.8643718,0.4189424,1.1081046e-05
-380.77966,0.061486065,59.47708,336.35,1162752,152340.1,0.8388307,1.1468697,100,15.258893,-212.03981,,34.85168,-179.54672,6.5535555,-243.0327828553319,-243.03279,24,-107.75923,0.008388307,1526.5646061897278,0.0037913027,,6.148607,[0.306 0.562],-255.72542,137.74687,-1.0,2400,0.0114686955,273.02045,0.86118937,0.86118937,0.4189424,3.7913025e-05
-353.84747,0.03091076,50.471462,284.4,1191192,139134.66,1.0107129,0.47279373,100,81.331566,-212.92908,,82.046555,-199.85036,1.2295349,-204.83250690206884,-204.8325,25,-118.73395,0.010107129,1563.334572315216,0.21553716,,3.0910761,[0.3   0.586],-216.62743,149.01495,-1.0,2500,0.0047279373,235.11353,0.8542701,0.8542701,0.4189424,0.0021553715
-350.5973,0.038693152,49.899353,294.84,1220676,62794.953,0.5666865,0.8305198,100,7.7265525,-150.2704,,31.767206,-108.227325,12.942383,-212.78642015069724,-212.78642,26,-107.6019,0.0056668646,1609.4583990573883,0.008757766,,3.8693151,[0.29  0.594],-224.47299,137.81087,-1.0,2600,0.008305198,242.99539,0.86058974,0.86058974,0.4189424,8.757766e-05
-342.6383,0.0850919,48.77798,254.22,1246098,117995.99,0.7471818,1.1628588,100,12.261376,-154.88582,,29.221376,-122.26874,8.155691,-183.54189907819034,-183.5419,27,-106.63498,0.0074718166,1651.082769870758,0.0017055047,,8.50919,[0.311 0.623],-194.96317,159.0964,-1.0,2700,0.01162859,236.00333,0.8613643,0.8613643,0.4189424,1.7055047e-05
-322.15714,0.0210806,40.893078,223.7,1268468,112162.82,1.0055333,0.3507596,100,88.58776,-170.51663,,89.151825,-159.10732,1.1288241,-160.65741322800517,-160.65741,28,-85.33461,0.010055332,1686.9166741371155,0.37622118,,2.1080601,[0.33  0.651],-171.39598,161.49973,-1.0,2800,0.003507596,236.82253,0.8625326,0.8625326,0.4189424,0.0037622117
-285.99457,0.14445056,38.479633,226.51,1291119,105274.75,0.7213724,1.5428563,100,13.203806,-133.52452,,17.939228,-107.28917,7.573574,-162.2673034544289,-162.26729,29,-96.17781,0.0072137243,1722.374846458435,0.012238855,,14.445056,[0.35  0.656],-171.80045,123.72726,-1.0,2900,0.015428563,189.81676,0.86081636,0.86081636,0.4189424,0.00012238855
-281.79486,0.046795186,38.43364,225.45,1313664,59639.99,0.6838883,0.95080906,100,8.99192,-129.33284,,34.09559,-98.00823,11.121095,-161.99642680332065,-161.9964,30,-85.735565,0.0068388823,1756.3296597003937,0.0004085764,,4.6795187,[0.445 0.668],-171.38957,119.79843,-1.0,3000,0.00950809,196.0593,0.8631959,0.8631959,0.4189424,4.085764e-06
-240.39642,0.1635132,38.731865,207.3,1334394,95817.97,0.81908876,1.7815735,100,9.757002,-135.34605,,17.44921,-109.692444,10.24905,-149.1806756427884,-149.18068,31,-94.877045,0.008190886,1785.6168444156647,0.0022857722,,16.35132,[0.455 0.701],-157.1939,91.21575,-1.0,3100,0.017815735,145.51938,0.8628009,0.8628009,0.4189424,2.2857721e-05
-258.97824,0.046088018,35.63798,198.88,1354282,30025.55,0.5506656,0.7251005,100,10.074496,-101.38044,,36.57797,-74.18285,9.926055,-143.48497747689487,-143.48495,32,-85.40959,0.0055066557,1813.5580515861511,0.0088846125,,4.608802,[0.433 0.736],-152.11758,115.49326,-1.0,3200,0.0072510047,173.56865,0.8570833,0.8570833,0.4189424,8.884612e-05
-314.17737,0.032568004,35.43512,178.66,1372148,116261.94,1.0010718,0.5681484,100,77.4412,-135.17557,,75.63712,-123.27501,1.2913023,-128.37672372192145,-128.37672,33,-73.311584,0.010010719,1839.6382122039795,0.2603642,,3.2568007,[0.459 0.769],-138.8493,185.80064,-1.0,3300,0.0056814835,240.86578,0.86466175,0.86466175,0.4189424,0.002603642
-254.31863,0.05622684,33.178104,177.39,1389887,44919.83,0.6609868,0.9420141,100,7.362152,-116.669136,,32.991425,-85.426,13.582985,-127.14238209679723,-127.14238,34,-73.18309,0.0066098673,1864.9126422405243,0.0034977917,,5.622684,[0.465 0.781],-135.61967,127.17625,-1.0,3400,0.009420142,181.13554,0.8626835,0.8626835,0.4189424,3.4977915e-05
-247.76904,0.083487436,34.784462,189.78,1408865,60152.04,0.7041579,1.237888,100,11.04158,-117.678604,,24.447155,-92.82381,9.056675,-136.5726061566174,-136.5726,35,-74.45243,0.007041578,1888.0390529632568,0.00816356,,8.348743,[0.548 0.747],-144.83156,111.196434,-1.0,3500,0.012378879,173.31662,0.860533,0.860533,0.4189424,8.16356e-05
-217.52284,0.045800738,28.29766,171.79,1426044,37032.742,0.77890086,0.9675775,100,27.26918,-110.74944,,39.32136,-96.86439,3.6671436,-121.95484440371393,-121.95484,36,-63.707657,0.007789009,1910.6056959629059,0.017405208,,4.580074,[0.582 0.78 ],-129.2056,95.568,-1.0,3600,0.009675776,153.81519,0.86410546,0.86410546,0.4189424,0.00017405208
-227.00119,0.028305583,33.79746,178.05,1443849,52315.062,0.9680739,0.45138937,100,80.05419,-130.8941,,82.1414,-122.437126,1.2491539,-128.06694800347088,-128.06694,37,-63.072933,0.009680739,1937.1708829402924,0.2596662,,2.8305583,[0.684 0.772],-135.63365,98.934235,-1.0,3700,0.0045138937,163.92825,0.8614222,0.8614222,0.4189424,0.002596662
-229.05179,0.05593837,32.53529,174.34,1461283,37072.14,0.7033784,0.9145687,100,12.007461,-103.46381,,37.165684,-81.430145,8.3281555,-124.49928090915084,-124.49929,38,-74.033745,0.007033784,1962.0087673664093,0.005549479,,5.5938373,[0.64  0.772],-132.13434,104.55251,-1.0,3800,0.009145686,155.01804,0.86488223,0.86488223,0.4189424,5.5494787e-05
-230.63226,0.13731684,29.557606,168.34,1478117,78077.61,0.888921,1.538133,100,19.727764,-119.7564,,25.037144,-102.44788,5.0689983,-120.28434359788895,-120.28435,39,-73.69347,0.0088892095,1985.532232761383,0.035131183,,13.731685,[0.659 0.806],-127.972084,110.34792,-1.0,3900,0.015381329,156.9388,0.8616727,0.8616727,0.4189424,0.0003513118
-218.46428,0.032708347,32.50171,161.41,1494258,49153.723,0.9502102,0.5667048,100,69.32278,-115.58935,,73.76305,-106.84311,1.4425273,-114.68398088186979,-114.68398,40,-73.667404,0.009502102,2007.8071887493134,0.20290339,,3.270835,[0.642 0.838],-121.96612,103.780304,-1.0,4000,0.0056670485,144.79688,0.86062866,0.86062866,0.4189424,0.0020290338
-186.71548,0.048198897,24.123943,154.58,1509716,17848.826,0.6150538,0.94056547,100,6.5318255,-94.28396,,29.952879,-69.93156,15.309656,-109.89615325897933,-109.89615,41,-72.87829,0.0061505376,2029.5448017120361,0.0032694982,,4.81989,[0.585 0.84 ],-116.119995,76.81933,-1.0,4100,0.009405653,113.8372,0.86031914,0.86031914,0.4189424,3.269498e-05
-169.92522,0.039412413,22.44364,149.71,1524687,29563.871,0.96600693,0.65902925,100,66.94937,-109.16655,,68.23963,-102.24404,1.493666,-106.02704439684749,-106.027054,42,-73.51735,0.009660069,2050.727466583252,0.13437715,,3.9412413,[0.56  0.883],-111.691216,63.898174,-1.0,4200,0.006590293,96.40787,0.85951614,0.85951614,0.4189424,0.0013437715
-196.76506,0.055326976,27.401543,153.5,1540037,37576.246,0.78051156,1.1431463,100,8.675231,-105.126945,,31.795624,-82.85869,11.52707,-109.54670677810907,-109.54671,43,-72.23277,0.007805115,2074.1386063098907,0.003251682,,5.5326977,[0.505 0.877],-116.105545,87.21835,-1.0,4300,0.011431463,124.53229,0.8570229,0.8570229,0.4189424,3.251682e-05
-191.53241,0.081297085,24.118832,151.08,1555145,33307.797,0.8383615,1.0457978,100,42.28277,-104.5987,,39.12235,-94.780334,2.3650296,-108.01146714061498,-108.01147,44,-62.458107,0.008383616,2099.809074640274,0.046045005,,8.129708,[0.356 0.885],-114.39588,83.520935,-1.0,4400,0.0104579795,129.07431,0.8617861,0.8617861,0.4189424,0.00046045004
-204.69115,0.050949596,28.74583,153.94,1570539,24967.592,0.60015285,0.89305484,100,8.167314,-88.96692,,31.111166,-65.0922,12.243928,-110.3253921803832,-110.32539,45,-61.97957,0.006001528,2127.171359062195,0.0059092743,,5.0949597,[0.306 0.867],-117.14843,94.36576,-1.0,4500,0.008930548,142.71158,0.8592588,0.8592588,0.4189424,5.909274e-05
-194.58418,0.06945552,26.362864,154.94,1586033,37399.426,0.7960015,1.1403899,100,11.495908,-101.32721,,32.76025,-82.19723,8.698748,-110.78905980527401,-110.78906,46,-61.735664,0.007960015,2151.174644470215,0.005513925,,6.945552,[0.165 0.857],-117.2752,83.79512,-1.0,4600,0.011403899,132.84851,0.8623779,0.8623779,0.4189424,5.513925e-05
-235.11581,0.03474581,29.762112,149.72,1601005,61073.84,0.968974,0.6259796,100,71.02913,-107.54351,,70.55442,-98.24438,1.407873,-106.5757613760233,-106.57576,47,-61.61329,0.009689739,2171.879413127899,0.078661695,,3.4745808,[0.196 0.892],-114.41295,128.54005,-1.0,4700,0.006259796,173.50253,0.86901695,0.86901695,0.4189424,0.00078661693
-194.08685,0.090465136,23.854933,146.96,1615701,44224.62,0.8793286,1.222915,100,29.389526,-102.192055,,34.081417,-90.25826,3.4025726,-104.60240649148822,-104.60241,48,-72.02939,0.008793287,2192.5259652137756,0.028654229,,9.046514,[0.144 0.9  ],-111.07196,89.48444,-1.0,4800,0.012229151,122.057465,0.86491966,0.86491966,0.4189424,0.0002865423
-180.51962,0.07801173,25.232407,145.22,1630223,35035.977,0.77376556,1.2580813,100,9.956272,-90.82208,,27.445253,-71.7519,10.04392,-103.6678393574059,-103.66783,49,-61.95544,0.0077376557,2216.2439608573914,0.005577177,,7.8011727,[0.192 0.924],-109.68515,76.851776,-1.0,4900,0.012580813,118.56418,0.86084586,0.86084586,0.4189424,5.577177e-05
-169.67227,0.05844362,20.589695,134.34,1643657,18479.342,0.6534571,0.90479326,100,14.555686,-74.561165,,34.2796,-59.736897,6.8701673,-94.92104833096266,-94.92105,50,-60.806633,0.0065345704,2234.7861042022705,0.02512828,,5.8443623,[0.185 0.963],-100.57678,74.75123,-1.0,5000,0.009047932,108.86564,0.859022,0.859022,0.4189424,0.0002512828
-201.81715,0.08063122,24.452974,137.84,1657441,44454.484,0.8117782,1.1968355,100,24.146992,-91.71399,,31.509241,-78.02393,4.1413026,-97.58171928316355,-97.58172,51,-62.165825,0.008117781,2251.590550661087,0.013578945,,8.063122,[0.312 0.973],-104.30896,104.23544,-1.0,5100,0.011968354,139.65134,0.86185795,0.86185795,0.4189424,0.00013578945
-176.99896,0.069736086,20.668602,133.73,1670814,28896.629,0.8043159,1.0200723,100,19.049866,-89.78869,,38.336887,-76.270966,5.249381,-94.57352596148849,-94.573524,52,-61.855553,0.008043159,2268.0658581256866,0.018038174,,6.9736085,[0.331 1.004],-100.47349,82.42544,-1.0,5200,0.010200724,115.14341,0.85789144,0.85789144,0.4189424,0.00018038174
-166.32439,0.055519063,20.545458,128.74,1683688,13692.668,0.5926791,0.83056915,100,5.6222854,-79.10622,,33.739693,-55.7244,17.786362,-90.89074852213264,-90.890755,53,-61.214798,0.0059267916,2286.6002140045166,0.0070108813,,5.5519066,[0.21  0.996],-96.43489,75.43364,-1.0,5300,0.008305691,105.10959,0.8568244,0.8568244,0.4189424,7.0108814e-05
-169.87265,0.061760686,22.407719,136.17,1697305,27464.492,0.8277298,1.1312672,100,18.483227,-92.60424,,34.86874,-79.4334,5.4103107,-96.69518530264497,-96.69518,54,-61.080925,0.008277298,2306.617718219757,0.009498509,,6.176069,[0.144 0.957],-102.357605,73.17747,-1.0,5400,0.011312672,108.791725,0.86119235,0.86119235,0.4189424,9.498509e-05
-185.38715,0.08181379,22.791496,139.62,1711267,31453.809,0.78133255,1.09539,100,17.439436,-89.31116,,33.721508,-74.51353,5.7341304,-98.68786181852221,-98.68786,55,-60.744026,0.007813325,2324.849084854126,0.013756958,,8.181379,[0.017 0.97 ],-104.867424,86.69929,-1.0,5500,0.0109538995,124.64312,0.86241937,0.86241937,0.4189424,0.00013756957
-155.00195,0.052089866,21.349327,132.28,1724495,18472.562,0.79309416,0.9140388,100,35.728813,-85.79654,,42.95072,-77.1527,2.7988615,-94.10475072428584,-94.10476,56,-61.42622,0.007930942,2344.8246309757233,0.047734942,,5.2089868,[-0.112  0.976],-99.27148,60.897205,-1.0,5600,0.009140387,93.57573,0.8635689,0.8635689,0.4189424,0.00047734941
-174.34703,0.096033625,24.851837,135.48,1738043,17399.451,0.65304375,1.1302106,100,14.653231,-83.11925,,25.029675,-67.93733,6.824434,-96.30357348635793,-96.30357,57,-61.103756,0.0065304376,2366.1205928325653,0.034803104,,9.603363,[-0.016  0.96 ],-102.115135,78.04346,-1.0,5700,0.011302105,113.24327,0.8592715,0.8592715,0.4189424,0.00034803103
-153.3061,0.09822206,21.99199,141.46,1752189,15485.026,0.5833895,1.143417,100,8.282576,-73.27557,,20.655088,-55.519154,12.07354,-100.35428634226322,-100.35429,58,-70.57171,0.0058338954,2385.5164330005646,0.0014437903,,9.8222065,[-0.091  0.932],-105.4645,52.95182,-1.0,5800,0.0114341695,82.7344,0.8631633,0.8631633,0.4189424,1.4437903e-05
-194.53674,0.060368206,24.055042,139.73,1766162,42302.484,0.95311064,0.8565982,100,53.464714,-101.29373,,55.317917,-92.4253,1.8703926,-99.6607874006033,-99.66079,59,-60.353287,0.009531108,2402.5410969257355,0.050665837,,6.036821,[-0.2    0.964],-106.14535,94.875946,-1.0,5900,0.008565982,134.18346,0.8569169,0.8569169,0.4189424,0.00050665834
-153.14102,0.09997555,21.994083,135.79,1779741,24123.043,0.8133458,1.4194622,100,12.362937,-91.12719,,24.717169,-76.6091,8.088693,-96.40075994282961,-96.400764,60,-61.12924,0.008133458,2425.362692594528,0.01100903,,9.997555,[-0.137  0.975],-101.50546,56.740265,-1.0,6000,0.014194623,92.01178,0.8666297,0.8666297,0.4189424,0.000110090295
-199.89922,0.07251668,28.563042,145.15,1794256,42832.4,0.81989133,1.2955397,100,11.281877,-106.59252,,28.597338,-86.75446,8.863773,-104.32860946431757,-104.32861,61,-60.7135,0.008198914,2447.5926043987274,0.008991657,,7.2516685,[-0.05   0.941],-110.99192,95.57062,-1.0,6100,0.012955396,139.18571,0.86528045,0.86528045,0.4189424,8.991657e-05
-173.43571,0.0150763625,22.764194,143.72,1808628,31342.164,1.003944,0.16329348,100,97.959236,-108.040955,,97.42262,-102.19985,1.0208328,-102.61377216950059,-102.61377,62,-60.82541,0.010039439,2469.8896927833557,0.7047366,,1.5076363,[-0.033  0.902],-108.39496,70.821945,-1.0,6200,0.0016329349,112.610306,0.8572684,0.8572684,0.4189424,0.007047366
-180.61032,0.0726124,23.214127,143.98,1823026,15919.4,0.57482266,0.90326744,100,6.4462066,-83.410095,,28.824684,-59.698036,15.513,-102.4719930024445,-102.471985,63,-62.352245,0.005748227,2487.814604282379,0.00956415,,7.26124,[-0.033  0.906],-108.49235,78.13833,-1.0,6300,0.009032675,118.25807,0.8557973,0.8557973,0.4189424,9.56415e-05
-213.58272,0.058809184,25.852413,153.71,1838397,31658.174,0.6474174,1.0468782,100,9.178744,-98.042114,,27.664732,-74.54291,10.894736,-109.9827965708077,-109.982796,64,-72.36873,0.0064741736,2509.37979722023,0.006529739,,5.8809185,[0.012 0.864],-117.10222,103.59992,-1.0,6400,0.010468783,141.21399,0.86286163,0.86286163,0.4189424,6.529739e-05
-188.91214,0.04138995,24.46231,161.71,1854568,14603.97,0.5677656,0.73794746,100,5.0951986,-94.9285,,37.18408,-67.03146,19.62632,-115.3597239355743,-115.359726,65,-73.20739,0.005677656,2529.5764393806458,0.0013845714,,4.138995,[-0.015  0.826],-121.6568,73.55242,-1.0,6500,0.0073794746,115.70475,0.8673485,0.8673485,0.4189424,1.38457135e-05
-228.76286,0.085558966,29.556044,169.36,1871504,55051.016,0.79217035,1.1726376,100,15.392334,-112.62969,,31.335756,-93.19346,6.4967403,-121.27918924823403,-121.27918,66,-72.3475,0.007921703,2550.2692215442657,0.013810551,,8.555897,[-0.093  0.793],-128.90462,107.48367,-1.0,6600,0.011726375,156.41536,0.8595402,0.8595402,0.4189424,0.0001381055
-221.21037,0.0911174,35.099564,181.52,1889656,67678.29,0.9146025,1.3504139,100,14.742231,-126.394646,,31.44592,-107.19016,6.7832336,-130.43725753977895,-130.43724,67,-72.137596,0.0091460245,2576.2865467071533,0.007836584,,9.11174,[-0.067  0.76 ],-137.81093,90.77312,-1.0,6700,0.013504138,149.07278,0.85583097,0.85583097,0.4189424,7.836584e-05
-186.92783,0.050016932,26.05078,162.73,1905929,15883.625,0.5419828,0.8180869,100,5.88874,-85.68071,,30.50279,-60.003872,16.981562,-116.42711454629898,-116.42712,68,-73.246376,0.0054198285,2598.891972064972,0.0006970005,,5.0016932,[-0.05   0.791],-122.65804,70.50071,-1.0,6800,0.008180869,113.68145,0.8656844,0.8656844,0.4189424,6.9700045e-06
-224.09601,0.077853866,26.379492,170.44,1922973,48197.727,0.75646484,1.2704866,100,12.506136,-114.82112,,26.172958,-93.69833,7.9960747,-121.77340128839016,-121.77339,69,-81.75579,0.0075646476,2622.49724149704,0.0085241,,7.7853866,[-0.204  0.79 ],-129.24327,102.3226,-1.0,6900,0.012704864,142.34021,0.8660406,0.8660406,0.4189424,8.5241e-05
-202.318,0.05266391,26.603846,160.79,1939052,33664.516,0.7457376,1.0562918,100,12.309913,-103.45995,,33.263485,-84.23852,8.123534,-115.11588786020874,-115.11589,70,-71.02696,0.007457377,2644.456920146942,0.0054341992,,5.2663913,[-0.173  0.822],-121.85982,87.2021,-1.0,7000,0.010562918,131.29103,0.86619914,0.86619914,0.4189424,5.4341992e-05
-197.44096,0.08372995,27.797092,158.7,1954922,37164.695,0.85755557,1.1269723,100,36.77403,-111.83067,,36.66982,-100.97778,2.7193105,-113.75662307918071,-113.75662,71,-62.284058,0.008575555,2667.950373649597,0.051494308,,8.372995,[-0.137  0.855],-120.33799,83.68435,-1.0,7100,0.011269722,135.1569,0.8642361,0.8642361,0.4189424,0.0005149431
