InitialReturnMin,MaxIWNorm,InitialReturnStd,EpLenMean,TimestepsSoFar,J_sample_variance,MeanIW,StdIW,EpThisIter,ESSRenyi,Bound,OptimizationReturnMin,ESSClassic,ReturnMeanIW,EmpiricalD2,EpRewMean,InitialReturnMean,Iteration,InitialReturnMax,MeanIWNorm,TimeElapsed,MinIW,LearnableVariance,MaxIW,Weights,InitialBound,OptimizationReturnMean,VarianceInit,EpisodesSoFar,StdIWNorm,OptimizationReturnMax,ReturnStepMax,ReturnStepMaxmin,MeanEntropy,MinIWNorm
-172.63477,0.08211066,23.364588,135.29,2997361,21816.018,0.6874969,1.0770946,100,6.9014087,-85.33427,,28.9476,-63.429523,14.489796,-96.33854869470001,-96.338554,144,-61.656975,0.006874969,4195.875691652298,0.006334063,,8.211066,[-0.364  0.994],-102.09304,76.29622,-1.0,14400,0.010770944,110.97779,0.85641074,0.85641074,0.4189424,6.334063e-05
-166.862,0.07638359,22.211617,147.32,3012093,25338.89,0.7514907,1.2237976,100,8.121892,-93.56958,,27.382332,-74.052826,12.312403,-105.19680240347981,-105.1968,145,-60.41296,0.0075149075,4217.732986450195,0.001763629,,7.6383595,[-0.387  0.952],-110.758865,61.6652,-1.0,14500,0.012237974,106.449036,0.86960554,0.86960554,0.4189424,1.763629e-05
-172.18259,0.051884267,24.240208,137.47,3025840,21429.877,0.6978186,0.9623885,100,9.990688,-83.45053,,34.458717,-65.292435,10.00932,-97.24173370301723,-97.24173,146,-58.935905,0.0069781863,4233.442090034485,0.0021110333,,5.188427,[-0.397  0.992],-102.981155,74.94086,-1.0,14600,0.009623885,113.24668,0.86902606,0.86902606,0.4189424,2.1110332e-05
-183.4938,0.048729777,21.79595,135.48,3039388,23136.895,0.6911791,0.91653395,100,9.072192,-85.860435,,36.252995,-65.55351,11.022694,-96.64087619870901,-96.64088,147,-58.821266,0.006911791,4250.923269033432,0.0046405653,,4.8729777,[-0.43  1.03],-102.75733,86.85293,-1.0,14700,0.00916534,124.67254,0.86374295,0.86374295,0.4189424,4.640565e-05
-141.56174,0.0782853,19.538431,132.27,3052615,8464.165,0.55349404,0.96099883,100,4.290281,-73.467735,,24.90951,-50.68626,23.308496,-94.41563087493181,-94.41562,148,-60.490837,0.00553494,4265.816371202469,0.0017829553,,7.8285303,[-0.454  1.071],-99.13435,47.146103,-1.0,14800,0.009609987,81.0709,0.8590182,0.8590182,0.4189424,1.7829552e-05
-164.81384,0.03786131,19.530432,129.38,3065553,11392.479,0.50300425,0.7170194,100,7.385639,-63.026043,,32.981792,-42.810825,13.539789,-91.78907822623849,-91.78907,149,-60.08349,0.005030042,4280.937476158142,0.0022581848,,3.786131,[-0.468  1.119],-97.282875,73.024765,-1.0,14900,0.007170194,104.730354,0.8658687,0.8658687,0.4189424,2.2581848e-05
-158.92598,0.063681535,20.032068,125.71,3078124,23094.371,0.8188285,1.0962899,100,19.331615,-83.91465,,35.809902,-71.86597,5.1728735,-88.89110440507531,-88.89111,150,-59.667576,0.008188286,4298.093944787979,0.0072727297,,6.3681536,[-0.303  1.109],-94.18863,70.034874,-1.0,15000,0.010962899,99.25841,0.8575616,0.8575616,0.4189424,7.272729e-05
-163.22656,0.07581312,20.538054,123.97,3090521,19417.541,0.6915822,1.0976342,100,11.124974,-79.88529,,28.417189,-63.572807,8.988785,-87.38422415524721,-87.38422,151,-49.6973,0.006915821,4316.460332155228,0.008268573,,7.581312,[-0.249  1.138],-92.8251,75.84234,-1.0,15100,0.0109763425,113.52927,0.8696846,0.8696846,0.4189424,8.268573e-05
-142.4028,0.09598308,17.040468,124.94,3103015,19378.1,0.8215416,1.337919,100,14.0439825,-83.08089,,27.381021,-70.41452,7.120487,-88.29007781118155,-88.29008,152,-60.483707,0.008215415,4332.712958574295,0.024492022,,9.598309,[-0.264  1.099],-93.036835,54.112724,-1.0,15200,0.01337919,81.9191,0.865065,0.865065,0.4189424,0.0002449202
-165.295,0.119034074,20.634262,126.29,3115644,42160.418,0.8896435,1.4722632,100,26.848553,-83.34262,,26.747517,-72.709076,3.7245955,-89.4126923392713,-89.4127,153,-60.006283,0.008896435,4349.523933887482,0.010227794,,11.903408,[-0.281  1.137],-94.92252,75.88231,-1.0,15300,0.014722631,105.28871,0.86644393,0.86644393,0.4189424,0.00010227793
-145.29417,0.014171993,20.54387,123.05,3127949,21994.18,1.0005625,0.17800602,100,97.23721,-91.92656,,96.93206,-87.0151,1.0284128,-87.26451275289058,-87.26451,154,-49.832138,0.010005626,4368.348273277283,0.6691127,,1.4171994,[-0.313  1.168],-92.10765,58.02966,-1.0,15400,0.0017800604,95.462036,0.85635966,0.85635966,0.4189424,0.0066911266
-150.11853,0.13639024,17.033155,125.99,3140548,33511.203,0.9390983,1.5038289,100,27.149391,-88.681206,,28.055723,-79.07763,3.6833239,-88.85553402602673,-88.85553,155,-59.533707,0.009390983,4386.908116340637,0.04302144,,13.639024,[-0.312  1.173],-93.85948,61.262997,-1.0,15500,0.015038289,90.58482,0.8630082,0.8630082,0.4189424,0.0004302144
-145.3649,0.06324588,19.92189,117.66,3152314,24293.73,0.8661682,1.2315289,100,16.002066,-80.395836,,33.095577,-68.282875,6.249193,-83.04484493821859,-83.044846,156,-50.482506,0.008661682,4404.8258497715,0.017180642,,6.324588,[-0.353  1.203],-87.890335,62.320057,-1.0,15600,0.012315289,94.88239,0.8539498,0.8539498,0.4189424,0.00017180642
-143.55423,0.07128043,19.173094,117.81,3164095,19128.527,0.77624625,1.1797702,100,11.279462,-75.279434,,30.212263,-61.03154,8.865671,-82.66814671084285,-82.668144,157,-59.507835,0.0077624624,4422.234221458435,0.010314069,,7.1280427,[-0.411  1.24 ],-87.453285,60.886086,-1.0,15700,0.011797704,84.046394,0.8585714,0.8585714,0.4189424,0.00010314069
-141.4609,0.050822962,18.305658,118.29,3175924,11541.32,0.6207652,0.9485439,100,8.59326,-66.51929,,29.986298,-50.433727,11.637027,-83.186676877141,-83.186676,158,-59.661827,0.006207652,4442.564218997955,0.00659601,,5.0822964,[-0.347  1.273],-87.90203,58.274227,-1.0,15800,0.009485439,81.79908,0.866109,0.866109,0.4189424,6.59601e-05
-125.24393,0.12709947,16.297333,113.86,3187310,15185.453,0.68298453,1.4294156,100,9.555741,-64.58741,,18.586622,-51.08214,10.464913,-80.05031295090913,-80.05031,159,-59.782238,0.0068298453,4459.2722001075745,0.007601202,,12.709947,[-0.481  1.303],-84.225105,45.193615,-1.0,15900,0.014294155,65.461685,0.8577554,0.8577554,0.4189424,7.601202e-05
-137.51025,0.048352767,15.961153,110.88,3198398,19142.24,0.9157891,0.9193558,100,42.99579,-79.99594,,49.80565,-73.00556,2.3258092,-77.67784084171056,-77.67784,160,-50.20747,0.009157891,4474.978129863739,0.03766968,,4.8352766,[-0.46   1.344],-82.26152,59.832413,-1.0,16000,0.009193557,87.30278,0.86361915,0.86361915,0.4189424,0.00037669681
-127.632034,0.0508297,15.600143,112.84,3209682,4615.069,0.47436103,0.73044145,100,6.5635324,-56.035965,,29.663767,-39.42979,15.235699,-79.46576927915216,-79.465775,161,-57.90683,0.00474361,4494.606384515762,0.0015041735,,5.08297,[-0.56   1.348],-83.72016,48.166264,-1.0,16100,0.0073044146,69.725204,0.86918056,0.86918056,0.4189424,1.50417345e-05
-132.40903,0.13411279,16.041998,112.55,3220937,20663.426,0.8089349,1.5287102,100,15.183108,-73.40434,,21.875742,-62.077316,6.5862665,-79.27861178815365,-79.27861,162,-49.715153,0.00808935,4511.355064153671,0.015854213,,13.411279,[-0.546  1.302],-83.692245,53.13042,-1.0,16200,0.015287102,82.69388,0.8561105,0.8561105,0.4189424,0.00015854213
-131.96764,0.08267229,18.95013,116.62,3232599,10131.945,0.6383136,1.0166819,100,7.925362,-67.21547,,28.273407,-51.58987,12.61772,-82.74179612249137,-82.7418,163,-49.913715,0.0063831354,4530.868508338928,0.0021755886,,8.267229,[-0.594  1.34 ],-87.14071,49.225845,-1.0,16300,0.010166819,82.053925,0.86407375,0.86407375,0.4189424,2.1755886e-05
-137.58052,0.05279368,16.09031,112.03,3243802,16893.646,0.7807364,1.067913,100,11.366166,-70.28377,,34.83163,-56.680954,8.798041,-78.68278335914016,-78.682785,164,-49.250088,0.0078073647,4548.067225217819,0.0065262467,,5.2793684,[-0.758  1.359],-83.2688,58.89774,-1.0,16400,0.01067913,88.33043,0.8636292,0.8636292,0.4189424,6.5262466e-05
-161.7956,0.06614182,18.593912,115.4,3255342,26332.37,0.84146667,1.1395878,100,23.915592,-79.60684,,35.284637,-68.578636,4.1813726,-81.20603766679764,-81.20604,165,-58.47912,0.008414667,4564.125206232071,0.036282558,,6.6141825,[-0.885  1.388],-86.59923,80.589554,-1.0,16500,0.011395878,103.316475,0.8654705,0.8654705,0.4189424,0.00036282558
-155.3176,0.071647316,18.230106,109.87,3266329,20010.648,0.75556016,1.0796431,100,10.920779,-76.66578,,32.874805,-60.99926,9.156856,-77.24690776690841,-77.24691,166,-50.288906,0.0075556017,4579.3259019851685,0.0009028187,,7.1647315,[-0.855  1.419],-82.42416,78.07069,-1.0,16600,0.010796431,105.02869,0.8635924,0.8635924,0.4189424,9.0281865e-06
-115.00781,0.09152167,14.682859,108.51,3277180,10089.338,0.69021815,1.2106569,100,8.334246,-63.44119,,24.530313,-50.161957,11.998687,-76.47625917539,-76.47626,167,-48.89125,0.006902181,4595.788654088974,0.0048190504,,9.152167,[-0.972  1.395],-80.309845,38.531555,-1.0,16700,0.0121065695,66.11656,0.85781884,0.85781884,0.4189424,4.8190504e-05
-152.64764,0.08016716,18.731579,114.87,3288667,33719.16,0.95007515,1.2241186,100,32.04793,-81.67577,,37.59274,-72.68765,3.1203263,-80.82671128675342,-80.82672,168,-48.340202,0.009500751,4613.505903482437,0.05773245,,8.016716,[-0.8    1.382],-85.91497,71.82093,-1.0,16800,0.012241186,104.30744,0.86864823,0.86864823,0.4189424,0.0005773245
-148.68466,0.10730281,16.483288,109.88,3299655,12989.323,0.5964477,1.2571548,100,8.469657,-65.64636,,18.373722,-48.616467,11.806853,-77.55148785874248,-77.55148,169,-49.275337,0.0059644766,4629.017315149307,0.006859246,,10.730281,[-0.901  1.4  ],-82.50764,71.13317,-1.0,16900,0.012571549,99.409325,0.8561606,0.8561606,0.4189424,6.859246e-05
-130.94336,0.09322134,15.721184,110.93,3310748,13125.984,0.69412965,1.203165,100,11.786679,-66.24258,,24.972033,-53.529037,8.484154,-78.063793695122,-78.0638,170,-49.163425,0.0069412966,4644.275500535965,0.005245897,,9.322134,[-0.872  1.355],-82.42857,52.879566,-1.0,17000,0.012031651,81.77994,0.8619833,0.8619833,0.4189424,5.245897e-05
-127.99556,0.020916598,15.759312,113.65,3322113,16522.416,0.98238623,0.342827,100,90.312004,-82.23768,,89.143814,-77.748146,1.1072725,-79.30665780603886,-79.306656,171,-49.919666,0.009823863,4658.8143746852875,0.33597007,,2.0916598,[-0.796  1.388],-83.573166,48.6889,-1.0,17100,0.00342827,78.0759,0.86519027,0.86519027,0.4189424,0.0033597006
-124.85131,0.08194853,15.326574,109.65,3333078,18511.145,0.9701708,0.93839777,100,58.381924,-78.17498,,51.664295,-72.72829,1.7128589,-77.11636814817786,-77.11636,172,-49.392517,0.009701708,4672.501358270645,0.115342185,,8.194854,[-0.771  1.393],-81.27808,47.73494,-1.0,17200,0.009383977,75.45879,0.85971487,0.85971487,0.4189424,0.0011534218
-116.90146,0.06219487,14.077178,111.82,3344260,7698.387,0.6087932,1.0587815,100,6.4315443,-60.83026,,24.846964,-45.46496,15.548366,-78.15178393810987,-78.15179,173,-57.992683,0.006087932,4687.032198905945,0.002764979,,6.219487,[-0.726  1.408],-82.0485,38.749676,-1.0,17300,0.010587815,58.908775,0.8630035,0.8630035,0.4189424,2.7649789e-05
-111.48385,0.081528254,13.433291,108.27,3355087,9242.133,0.72764724,1.2750825,100,8.613983,-67.561966,,24.565912,-54.90036,11.609031,-75.66595393702387,-75.665955,174,-48.67191,0.0072764712,4700.459222793579,0.003558827,,8.152825,[-0.757  1.453],-79.38207,35.81789,-1.0,17400,0.012750826,62.81194,0.86848646,0.86848646,0.4189424,3.558827e-05
-149.46002,0.061088838,15.77413,113.92,3366479,23831.791,0.78513616,1.2425731,100,10.592829,-74.148926,,28.5332,-58.841656,9.440349,-79.7563309636712,-79.756325,175,-49.266342,0.00785136,4716.140167951584,0.00602706,,6.108884,[-0.845  1.42 ],-84.738335,69.70369,-1.0,17500,0.012425731,100.19368,0.8628912,0.8628912,0.4189424,6.02706e-05
-124.1091,0.09617929,16.363329,114.06,3377885,14997.797,0.8732031,1.1100876,100,43.10754,-75.50179,,38.223988,-69.20084,2.3197799,-79.78979842826725,-79.789795,176,-49.049408,0.008732032,4732.423041343689,0.08580443,,9.617929,[-0.813  1.458],-83.92677,44.319305,-1.0,17600,0.011100875,75.05969,0.85940397,0.85940397,0.4189424,0.0008580443
-132.3325,0.123373315,15.598777,111.14,3388999,16693.656,0.7162292,1.4150326,100,15.544803,-64.60516,,20.394537,-53.41716,6.433018,-77.7955213573575,-77.795525,177,-48.910908,0.007162292,4746.399250745773,0.025253577,,12.337332,[-0.862  1.438],-82.206604,54.536983,-1.0,17700,0.014150327,83.4216,0.8569074,0.8569074,0.4189424,0.00025253577
-125.62242,0.14309262,15.334742,113.66,3400365,20632.86,0.8083253,1.6092968,100,15.470345,-72.52864,,20.146292,-61.882412,6.46398,-78.83463052362204,-78.834625,178,-49.92596,0.008083251,4760.74907040596,0.008816892,,14.309262,[-0.858  1.476],-83.02204,46.787792,-1.0,17800,0.01609297,75.69646,0.8696181,0.8696181,0.4189424,8.816892e-05
-135.48918,0.062093277,15.887485,107.1,3411075,19204.988,0.87471724,1.1149833,100,32.113102,-73.59867,,38.09806,-65.62897,3.113994,-75.33613410070538,-75.336136,179,-49.77633,0.008747173,4775.598258256912,0.038329776,,6.2093277,[-0.907  1.444],-79.85243,60.153053,-1.0,17900,0.011149834,85.71285,0.85901237,0.85901237,0.4189424,0.00038329777
-131.05492,0.04887722,16.179722,108.78,3421953,9591.879,0.62021023,0.9042268,100,8.434151,-59.975754,,31.994091,-44.93355,11.856559,-76.54809911713004,-76.548096,180,-48.234287,0.006202102,4787.561546087265,0.0015545296,,4.887722,[-0.919  1.414],-80.916595,54.50682,-1.0,18000,0.009042268,82.82063,0.8681368,0.8681368,0.4189424,1.5545296e-05
-121.529724,0.037808374,15.488178,111.09,3433062,6322.104,0.5624258,0.74622095,100,7.5658627,-57.824196,,36.226997,-43.096596,13.217263,-77.73768805056811,-77.737686,181,-49.659904,0.005624258,4800.719122886658,0.00721679,,3.7808375,[-0.912  1.457],-81.78868,43.792038,-1.0,18100,0.0074622096,71.86982,0.8613262,0.8613262,0.4189424,7.21679e-05
-121.1637,0.05020477,15.613966,110.82,3444144,15391.552,0.9707844,0.6869058,100,69.748566,-79.88942,,66.63705,-75.05345,1.4337213,-77.79441048547625,-77.79441,182,-49.360687,0.009707843,4815.93870306015,0.16185102,,5.020477,[-1.081  1.46 ],-81.8332,43.369286,-1.0,18200,0.006869058,71.80301,0.86384827,0.86384827,0.4189424,0.0016185101
-130.73221,0.059063986,17.0772,112.94,3455438,10601.19,0.6554153,1.0590125,100,5.625996,-72.6029,,27.6949,-54.230675,17.77463,-79.28708804428578,-79.287094,183,-48.450962,0.006554153,4833.114098548889,0.0030405605,,5.906399,[-1.097  1.477],-83.64483,51.445118,-1.0,18300,0.010590125,82.28125,0.8594828,0.8594828,0.4189424,3.0405605e-05
-150.29803,0.07881312,15.773425,108.02,3466240,18618.037,0.70384216,1.106039,100,10.725968,-68.37069,,28.82348,-53.07342,9.323168,-75.76535262346268,-75.76535,184,-48.49308,0.0070384215,4849.49685049057,0.004971758,,7.881312,[-1.04   1.431],-80.77528,74.532684,-1.0,18400,0.011060392,101.804955,0.86177635,0.86177635,0.4189424,4.971758e-05
-127.55909,0.06098863,15.510822,113.45,3477585,8844.565,0.637294,0.9766803,100,7.1979527,-66.90838,,29.862446,-51.05997,13.892839,-79.14597513884306,-79.14598,185,-50.822323,0.0063729393,4864.303352832794,0.0059181144,,6.098863,[-1.173  1.46 ],-83.397934,48.41311,-1.0,18500,0.009766803,76.73677,0.86015505,0.86015505,0.4189424,5.9181144e-05
-123.23499,0.058749426,15.131968,108.7,3488455,10346.647,0.66893464,1.004268,100,9.360838,-61.930763,,30.732485,-48.50449,10.682804,-76.09901696637273,-76.099014,186,-50.057407,0.0066893464,4881.41597032547,0.011519713,,5.874943,[-1.127  1.5  ],-80.20685,47.135983,-1.0,18600,0.01004268,73.17758,0.8646823,0.8646823,0.4189424,0.00011519713
-145.03432,0.049702592,14.863375,108.31,3499286,13186.305,0.6212835,0.87774307,100,8.313021,-61.827515,,33.37811,-45.059944,12.029322,-76.05239158138633,-76.05239,187,-48.33235,0.0062128347,4897.840067625046,0.012404948,,4.970259,[-1.208  1.54 ],-80.88686,68.981926,-1.0,18700,0.00877743,96.701965,0.8568294,0.8568294,0.4189424,0.00012404947
-132.45642,0.038789798,14.318642,109.1,3510196,5009.993,0.4704372,0.64988023,100,5.390143,-56.399536,,34.383484,-37.382114,18.552383,-76.52082721114158,-76.52083,188,-48.030098,0.004704372,4913.475849151611,0.003380684,,3.87898,[-1.171  1.581],-80.93604,55.935593,-1.0,18800,0.0064988025,84.42632,0.869208,0.869208,0.4189424,3.380684e-05
-136.88718,0.051141772,15.257853,111.89,3521385,8218.168,0.5633767,0.79482603,100,7.5716643,-61.232903,,33.440033,-44.650562,13.207136,-78.30782928571105,-78.30783,189,-48.77344,0.005633767,4929.612228870392,0.012404374,,5.114177,[-1.275  1.546],-82.870735,58.57935,-1.0,18900,0.00794826,88.11374,0.8566289,0.8566289,0.4189424,0.00012404374
-119.31252,0.0941737,13.721651,109.44,3532329,14729.22,0.8233162,1.4247243,100,11.018438,-73.62724,,25.034248,-61.645924,9.075696,-76.72086943939328,-76.72086,190,-57.342537,0.008233163,4946.407125711441,0.0075637517,,9.41737,[-1.109  1.548],-80.697945,42.591656,-1.0,19000,0.014247242,61.969986,0.85944664,0.85944664,0.4189424,7.5637516e-05
-137.76828,0.07696724,15.08144,107.34,3543063,15415.381,0.6993939,1.1055584,100,11.533119,-64.86571,,28.581785,-51.343285,8.670681,-75.46832648709416,-75.46833,191,-48.992897,0.0069939387,4962.38846039772,0.015048349,,7.6967244,[-1.152  1.589],-80.0606,62.29996,-1.0,19100,0.011055582,88.77538,0.8628058,0.8628058,0.4189424,0.0001504835
-114.52725,0.087894954,14.492134,107.89,3553852,12916.327,0.83091766,1.3479633,100,22.947426,-68.47916,,27.53514,-60.50985,4.357787,-75.15234896093607,-75.15235,192,-48.876358,0.008309176,4978.001123428345,0.02330983,,8.789495,[-1.132  1.629],-78.96992,39.3749,-1.0,19200,0.013479633,65.650894,0.8537425,0.8537425,0.4189424,0.0002330983
-125.54776,0.035423458,14.464558,103.88,3564240,15515.13,0.9278254,0.73991406,100,47.32869,-72.46991,,61.12616,-66.3868,2.1128833,-72.17915130123497,-72.17915,193,-48.133606,0.009278255,4992.829886198044,0.09319829,,3.542346,[-1.086  1.658],-76.36408,53.368607,-1.0,19300,0.00739914,77.414154,0.86446357,0.86446357,0.4189424,0.0009319829
-120.23273,0.06562583,15.150129,108.62,3575102,11005.548,0.7116416,1.1474853,100,12.931746,-63.14917,,27.777863,-52.004356,7.7329082,-75.72200930401682,-75.72201,194,-48.574844,0.0071164155,5010.106558084488,0.019186348,,6.5625834,[-1.002  1.643],-79.72977,44.51072,-1.0,19400,0.011474853,71.65788,0.86979115,0.86979115,0.4189424,0.00019186347
-140.01894,0.03140291,16.560768,107.38,3585840,6447.353,0.48857555,0.6333412,100,6.697188,-55.456326,,37.307903,-37.421196,14.931641,-75.29814409092069,-75.29814,195,-48.76977,0.004885755,5026.763865947723,0.0077200863,,3.140291,[-1.111  1.674],-79.96544,64.720795,-1.0,19500,0.006333411,91.24916,0.85857284,0.85857284,0.4189424,7.7200864e-05
-113.68376,0.032789957,14.460414,108.4,3596680,2338.6353,0.37559798,0.49270013,100,7.026762,-41.591576,,36.754513,-27.29607,14.231306,-75.54796567738056,-75.547966,196,-49.18354,0.00375598,5043.647134304047,0.010540425,,3.2789958,[-1.287  1.672],-79.337425,38.13579,-1.0,19600,0.004927001,64.50022,0.86532944,0.86532944,0.4189424,0.000105404244
-147.78992,0.033722375,14.327637,105.01,3607181,22867.781,0.9804299,0.49637973,100,81.12387,-76.503624,,79.59706,-71.0341,1.2326828,-73.25577422171831,-73.25577,197,-49.146206,0.0098043,5058.351393938065,0.17677054,,3.3722377,[-1.395  1.71 ],-78.1821,74.53415,-1.0,19700,0.0049637975,98.64371,0.85696757,0.85696757,0.4189424,0.0017677053
-106.56375,0.061494377,12.890937,104.95,3617676,6334.1616,0.62339187,1.0868069,100,6.827229,-57.89051,,24.756384,-44.295925,14.647231,-73.35613103628158,-73.35613,198,-48.529327,0.0062339175,5075.779043674469,0.0025545086,,6.149438,[-1.403  1.723],-76.90825,33.207623,-1.0,19800,0.010868069,58.034424,0.8681967,0.8681967,0.4189424,2.5545085e-05
-116.26552,0.15586495,13.964834,109.67,3628643,21097.205,0.77296233,1.7666833,100,15.389865,-62.411087,,16.066912,-52.532104,6.4977827,-76.60265041455627,-76.60265,199,-48.420593,0.0077296235,5093.442168474197,0.014492076,,15.586495,[-1.381  1.678],-80.47817,39.66287,-1.0,19900,0.017666835,67.844925,0.8603531,0.8603531,0.4189424,0.00014492075
-125.22928,0.061224956,13.789111,102.22,3638865,8201.507,0.56462616,0.95562714,100,7.4453845,-54.9682,,25.876303,-39.669975,13.43114,-71.67404715806246,-71.67405,200,-48.944614,0.0056462614,5109.988893508911,0.010825966,,6.1224957,[-1.313  1.708],-75.84836,53.555233,-1.0,20000,0.00955627,76.28467,0.86375004,0.86375004,0.4189424,0.00010825965
-118.63889,0.07734014,15.290752,105.5,3649415,11264.952,0.7252805,1.2069238,100,10.521001,-64.20061,,26.531128,-52.00854,9.504799,-74.1847563162446,-74.18475,201,-49.25148,0.0072528054,5128.514270782471,0.00417099,,7.7340145,[-1.289  1.752],-78.13939,44.45414,-1.0,20100,0.012069237,69.38741,0.8618556,0.8618556,0.4189424,4.17099e-05
-117.40319,0.07422997,11.640855,101.44,3659559,6534.3726,0.5404048,1.0218039,100,9.231531,-50.53983,,21.857115,-37.659653,10.832439,-70.84484861820937,-70.84484,202,-48.53635,0.0054040486,5146.88530087471,0.0051826946,,7.422997,[-1.293  1.795],-74.75828,46.558346,-1.0,20200,0.010218037,68.86684,0.8623353,0.8623353,0.4189424,5.1826944e-05
-108.63384,0.08155915,14.607985,104.45,3670004,9388.057,0.6876716,1.2925044,100,7.6119685,-60.056107,,22.062094,-46.931225,13.137206,-72.86745614796877,-72.867455,203,-48.127213,0.006876715,5164.720739126205,0.0007030985,,8.155915,[-1.415  1.769],-76.48859,35.766388,-1.0,20300,0.012925045,60.50663,0.86556274,0.86556274,0.4189424,7.0309848e-06
-106.038246,0.059048254,13.193725,102.63,3680267,5281.0874,0.56746936,0.82317907,100,6.506385,-51.317127,,32.213577,-37.460056,15.369518,-71.5229195022583,-71.52293,204,-48.464127,0.0056746937,5180.688652515411,0.00745662,,5.9048257,[-1.276  1.79 ],-75.057526,34.515324,-1.0,20400,0.00823179,57.57412,0.8667981,0.8667981,0.4189424,7.4566204e-05
-115.31066,0.13466096,12.789447,101.23,3690390,10613.375,0.7207715,1.4919561,100,14.364433,-61.262924,,18.922674,-51.121384,6.961639,-70.10355880528688,-70.10356,205,-49.01587,0.007207715,5198.11577796936,0.022357283,,13.466097,[-1.151  1.818],-73.94724,45.2071,-1.0,20500,0.01491956,66.29479,0.862023,0.862023,0.4189424,0.00022357283
-109.71868,0.07824979,12.994437,101.06,3700496,7482.4673,0.6650257,1.150637,100,7.5716796,-60.00821,,25.0398,-46.71704,13.207109,-70.48725789442659,-70.48726,206,-48.579002,0.0066502565,5216.18785071373,0.0008099177,,7.8249793,[-1.035  1.789],-74.14454,39.231422,-1.0,20600,0.011506369,61.13968,0.86081994,0.86081994,0.4189424,8.099177e-06
-112.22008,0.092924744,13.605029,103.5,3710846,14099.997,0.89828604,1.3449285,100,33.02259,-69.77589,,30.848421,-63.26644,3.02823,-71.85490447849035,-71.854904,207,-48.68362,0.00898286,5235.456171989441,0.07428803,,9.292475,[-1.     1.743],-75.595566,40.365177,-1.0,20700,0.013449284,63.536457,0.8612631,0.8612631,0.4189424,0.00074288034
-109.78592,0.025295297,12.589888,101.21,3720967,11884.427,0.9718269,0.40529263,100,86.16253,-71.939064,,85.18439,-67.99661,1.1605973,-70.04428199946881,-70.04429,208,-48.745487,0.009718269,5251.49809885025,0.29975355,,2.5295298,[-0.992  1.772],-73.70381,39.74164,-1.0,20800,0.0040529263,61.040432,0.8643844,0.8643844,0.4189424,0.0029975355
-120.023796,0.06773301,13.082314,101.22,3731089,13883.024,0.7792048,1.1975043,100,14.778923,-62.109936,,29.745592,-51.702957,6.7663927,-70.87040805369615,-70.87041,209,-48.77116,0.0077920477,5268.467243432999,0.0034672965,,6.7733016,[-1.019  1.782],-74.8712,49.15339,-1.0,20900,0.0119750425,71.25264,0.8606113,0.8606113,0.4189424,3.4672965e-05
-112.497986,0.061489925,13.827724,103.78,3741467,5739.8584,0.5642862,0.8501755,100,9.694825,-53.300888,,30.581404,-41.257366,10.314781,-72.77745500907302,-72.77746,210,-48.854958,0.0056428616,5286.931558847427,0.006162525,,6.1489925,[-0.964  1.817],-76.52739,39.72053,-1.0,21000,0.008501755,63.64303,0.86871153,0.86871153,0.4189424,6.162525e-05
-122.92093,0.07057423,12.960473,99.87,3751454,15077.221,0.8199022,1.2191004,100,14.586092,-65.90005,,31.14462,-55.171646,6.855846,-69.23321317195892,-69.233215,211,-49.17644,0.008199022,5303.002502202988,0.00684193,,7.057423,[-1.108  1.845],-73.33058,53.687714,-1.0,21100,0.012191004,73.74449,0.86175275,0.86175275,0.4189424,6.84193e-05
-115.58853,0.1119169,13.135308,99.29,3761383,14565.488,0.76132727,1.3233185,100,15.56767,-59.19982,,24.867914,-49.43461,6.4235687,-68.89918738931418,-68.899185,212,-48.588238,0.0076132733,5319.960026979446,0.009383224,,11.19169,[-1.258  1.845],-72.75214,46.689346,-1.0,21200,0.013233186,67.00029,0.85750973,0.85750973,0.4189424,9.383224e-05
-122.397865,0.048180282,14.6498165,102.16,3771599,13089.009,0.7978262,1.0674975,100,15.1048155,-66.627335,,35.838894,-56.129616,6.620405,-71.00079872831702,-71.0008,213,-48.59247,0.007978261,5338.0177936553955,0.01125645,,4.8180285,[-1.233  1.881],-75.08073,51.39707,-1.0,21300,0.010674974,73.8054,0.86443853,0.86443853,0.4189424,0.0001125645
-103.96985,0.1127858,11.789339,98.92,3781491,13343.932,0.87041503,1.3959379,100,22.819057,-62.575073,,27.995134,-55.320076,4.382302,-68.25862740769982,-68.25863,214,-49.033405,0.008704149,5355.373389959335,0.022362359,,11.278581,[-1.125  1.85 ],-71.72429,35.71122,-1.0,21400,0.013959379,54.936443,0.8688553,0.8688553,0.4189424,0.00022362359
-105.66328,0.015509433,12.949935,101.92,3791683,11216.073,0.9881717,0.18758963,100,97.01237,-73.86087,,96.52163,-70.284935,1.0307964,-70.67141628295184,-70.67142,215,-48.749992,0.009881717,5372.627274274826,0.5542576,,1.5509434,[-1.17   1.884],-74.19353,34.99186,-1.0,21500,0.0018758962,56.913284,0.85940325,0.85940325,0.4189424,0.0055425754
