EpRewMean,Epsilon,Weights,StdIW,MaxIW,Inner Iteration,OptimizationReturnMin,InitialBound,InitialReturnMax,MeanEntropy,MinIW,ESSRenyiArithmetic,MinTargetPdf,MinBehavPdf,EmpiricalD2Harmonic,EpThisIter,TimeElapsed,OptimizationReturnMax,EpisodesSoFar,InitialReturnStd,ESSRenyiHarmonic,StdWReturnMean,ReturnStepMax,Bound,DivergenceHarmonic,EpLenMean,MeanD2-0,Iteration,MeanIW,InitialReturnMean,WReturnMean,InitialReturnMin,TimestepsSoFar,OptimizationReturnMean,Penalization,VarianceInitializer,ReturnMeanIW,ReturnStepMaxmin,LearnableVariance,EmpiricalD2Arithmetic
-114.72527524530888,2.0,[-0.009  0.83 ],14252.461,126743.89,1,,-8061.5146,-72.26451,0.4189424,0.010249246,100.0,-133.81999,-133.81999,1.0,100,512.0007317066193,125.515,2600,25.266045,100.0,,0.8632417,-52967530.0,6932597000.0,160.64,1.0,26,2513.5916,-114.72527,7536.379,-197.77951,648061,83.05424,True,-1.0,9243721.0,0.8632417,,1.0
-104.33392064929008,2.0,[-0.017  0.892],313996.38,3106920.0,1,,-4981.8306,-61.149902,0.4189424,0.024288727,100.0,-100.27768,-100.27768,1.0,100,524.4141511917114,106.535965,2700,24.290535,100.0,,0.86558187,-752534360000.0,3.9557072e+18,146.93,1.0,27,44661.586,-104.33392,4603.499,-167.68587,662754,63.351948,True,-1.0,74523330.0,0.86558187,,1.0
-96.23886686190963,2.0,[-0.114  0.971],478.08945,2524.9697,1,,-8883.612,-60.779617,0.4189424,0.05973115,100.0,-107.10692,-107.10692,1.0,100,537.2200276851654,124.13829,2800,22.493616,100.0,,0.86139363,-6695744.0,126642150.0,135.25,1.0,28,160.40117,-96.23886,8369.935,-184.91791,676279,88.67905,True,-1.0,915056.75,0.86139363,,1.0
-94.09762616127729,2.0,[-0.09   1.029],340.7245,3104.9841,1,,-4095.3428,-59.5839,0.4189424,0.021517307,100.0,-95.63284,-95.63284,1.0,100,548.8510427474976,92.32224,2900,21.665737,100.0,,0.8660573,-7359319.5,606206300.0,132.75,1.0,29,103.558914,-94.097626,3811.229,-151.90614,689554,57.808517,True,-1.0,364094.84,0.8660573,,1.0
-101.54673865765334,2.0,[-0.08   0.968],670.0387,4061.8853,1,,-6933.051,-61.182182,0.4189424,0.043143693,100.0,-115.474014,-115.474014,1.0,100,561.6837332248688,117.51667,3000,22.809269,100.0,,0.85857475,-27868104.0,3363421200.0,142.49,1.0,30,224.96661,-101.54674,6472.712,-178.69885,703803,77.152115,True,-1.0,1170744.5,0.85857475,,1.0
-93.55375368654728,2.0,[-0.07   1.029],136916.78,1121771.8,1,,-2822.159,-61.013958,0.4189424,0.17367586,100.0,-89.1048,-89.1048,1.0,100,573.5089540481567,80.28194,3100,18.110966,100.0,,0.86808634,-52381425000000.0,5.944623e+22,132.41,1.0,31,34100.38,-93.55376,2607.319,-141.2959,717044,47.74215,True,-1.0,88283016.0,0.86808634,,1.0
-104.2188058707118,2.0,[-0.312  0.964],823.06396,7680.0444,1,,-7959.365,-61.274254,0.4189424,0.07580971,100.0,-109.94578,-109.94578,1.0,100,587.141443490982,124.951,3200,26.71858,100.0,,0.8628547,-11880711.0,408690000.0,144.44,1.0,32,169.40184,-104.218796,7438.939,-186.22525,731488,82.00645,True,-1.0,1359754.8,0.8628547,,1.0
-93.19782693907618,2.0,[-0.292  1.023],191505800.0,1542440100.0,1,,-3953.771,-60.843945,0.4189424,0.010125589,100.0,-89.46264,-89.46264,1.0,100,597.9233231544495,90.58205,3300,17.021967,100.0,,0.8652259,-6.143482e+19,5.0454876e+34,132.06,1.0,33,37935120.0,-93.19782,3680.2668,-151.426,744694,58.22817,True,-1.0,74777160000.0,0.8652259,,1.0
-89.57305693253875,2.0,[-0.239  1.137],1460.5093,14474.212,1,,-12433.657,-59.531082,0.4189424,0.014970931,100.0,-118.55815,-118.55815,1.0,100,608.9821534156799,136.4185,3400,22.30153,100.0,,0.86206484,-57424292.0,7890947000.0,126.05,1.0,34,220.37425,-89.57307,11813.323,-195.94958,757299,106.37653,True,-1.0,2319436.5,0.86206484,,1.0
-87.78104795232416,2.0,[0.01  1.122],2344750.8,20941724.0,1,,-3944.8115,-51.122395,0.4189424,0.00051387417,100.0,-84.66189,-84.66189,1.0,100,619.4456827640533,93.69591,3500,19.973299,100.0,,0.86071503,-1101640100000000.0,1.4172245e+25,123.81,1.0,35,439220.53,-87.781044,3652.1807,-144.8183,769680,57.03725,True,-1.0,1041765570.0,0.86071503,,1.0
-80.91069610640406,2.0,[0.087 1.221],98766.555,678771.3,1,,-3369.1116,-50.219185,0.4189424,0.026212431,100.0,-83.79577,-83.79577,1.0,100,629.2580873966217,84.21578,3600,16.366266,100.0,,0.86064446,-3476800000000.0,2.1627862e+20,115.36,1.0,36,22430.346,-80.91069,3132.702,-134.43497,781216,53.524273,True,-1.0,57762976.0,0.86064446,,1.0
-79.62387966915965,2.0,[-0.15   1.301],14434132.0,131292700.0,1,,-4363.392,-49.189117,0.4189424,0.12152312,100.0,-79.27721,-79.27721,1.0,100,638.9248700141907,91.75105,3700,17.974895,100.0,,0.8621553,-5.8964027e+18,4.4154257e+32,112.98,1.0,37,2736954.2,-79.62388,4082.7842,-140.94017,792514,61.316296,True,-1.0,6925604000.0,0.8621553,,1.0
-73.50959880158305,2.0,[-0.157  1.426],5271.5083,43282.625,1,,-1671.0785,-49.882385,0.4189424,0.106032364,100.0,-84.6608,-84.6608,1.0,100,647.2911412715912,60.530426,3800,13.678496,100.0,,0.8627572,-53635136.0,185569890000.0,105.81,1.0,38,1225.8916,-73.5096,1548.9482,-110.41281,803095,36.903214,True,-1.0,1023725.25,0.8627572,,1.0
-75.526515648067,2.0,[-0.259  1.498],57612.363,572381.3,1,,-2806.124,-49.90825,0.4189424,0.007707257,100.0,-82.633194,-82.633194,1.0,100,656.3982050418854,74.22326,3900,16.125906,100.0,,0.8702879,-483074050000.0,6.919761e+18,108.02,1.0,39,6979.252,-75.52652,2622.49,-124.13151,813897,48.604992,True,-1.0,10462866.0,0.8702879,,1.0
-76.80962937384844,2.0,[-0.016  1.436],11386589.0,112735820.0,1,,-9072.135,-50.4376,0.4189424,0.0057897144,100.0,-111.636894,-111.636894,1.0,100,665.0019097328186,117.45696,4000,17.770864,100.0,,0.8600074,-1.0341283e+20,5.056807e+34,109.16,1.0,40,1734540.4,-76.80963,8612.268,-167.89456,824813,91.08494,True,-1.0,11106643000.0,0.8600074,,1.0
-77.65692375034094,2.0,[-0.037  1.312],685.5177,6536.3945,1,,-4544.208,-49.77672,0.4189424,0.008939073,100.0,-85.12427,-85.12427,1.0,100,673.7585904598236,90.83046,4100,17.506252,100.0,,0.86682653,-4761459.5,239151950.0,111.2,1.0,41,138.49687,-77.65692,4269.203,-140.60718,835933,62.95026,True,-1.0,508622.44,0.86682653,,1.0
-82.20595323115587,2.0,[-0.047  1.251],527421.44,3772561.5,1,,-5263.3496,-50.547935,0.4189424,0.0419883,100.0,-93.59119,-93.59119,1.0,100,683.1174495220184,99.31931,4200,18.880928,100.0,,0.8639225,-4985094000000000.0,2.2985517e+26,117.32,1.0,42,135301.12,-82.20595,4934.54,-149.86725,847665,67.66129,True,-1.0,587905600.0,0.8639225,,1.0
-78.18734898597002,2.0,[-0.112  1.357],52229516.0,497592220.0,1,,-2013.3864,-49.470024,0.4189424,0.03288365,100.0,-86.17113,-86.17113,1.0,100,692.8682911396027,69.67068,4300,13.206448,100.0,,0.86266434,-2.6482106e+18,2.678844e+32,111.59,1.0,43,7831676.0,-78.187355,1851.5873,-119.1407,858824,40.953354,True,-1.0,15989827000.0,0.86266434,,1.0
-74.80946845859289,2.0,[-0.139  1.48 ],23051220.0,231696900.0,1,,-2650.7097,-50.04798,0.4189424,0.024396073,100.0,-78.5376,-78.5376,1.0,100,702.3364973068237,71.82906,4400,16.22878,100.0,,0.863203,-4755816000000000.0,7.6469915e+26,106.62,1.0,44,2343864.2,-74.80947,2478.7302,-121.877045,869486,47.067574,True,-1.0,6524900000.0,0.863203,,1.0
-76.48457573443652,2.0,[-0.072  1.374],4201215.5,25994678.0,1,,-2938.5076,-49.828827,0.4189424,0.06630832,100.0,-76.24762,-76.24762,1.0,100,711.6213409900665,77.3949,4500,12.821141,100.0,,0.8644731,-1.1152478e+19,3.1198658e+33,109.2,1.0,45,1156509.5,-76.48457,2738.8428,-127.223724,880406,50.73915,True,-1.0,2312233200.0,0.8644731,,1.0
-74.85780011639,2.0,[-0.032  1.493],389.02554,2789.1567,1,,-1759.797,-49.32183,0.4189424,0.02728377,100.0,-69.978966,-69.978966,1.0,100,722.1825730800629,63.479797,4600,13.628676,100.0,,0.8662726,-14147919.0,10762791000.0,107.43,1.0,46,148.44879,-74.857796,1625.475,-112.80163,891149,37.943832,True,-1.0,212748.84,0.8662726,,1.0
-72.9126362465322,2.0,[-0.136  1.562],2347379.2,15178766.0,1,,-2176.2144,-49.424263,0.4189424,0.5340703,100.0,-70.74869,-70.74869,1.0,100,731.5722324848175,66.38332,4700,13.760344,100.0,,0.8589226,-1.242318e+18,7.1527344e+31,104.97,1.0,47,711636.4,-72.912636,2029.3237,-115.80759,901646,42.89495,True,-1.0,1131469000.0,0.8589226,,1.0
-69.93976492747665,2.0,[-0.093  1.68 ],6990465000.0,70256460000.0,1,,-2901.4187,-49.086227,0.4189424,0.2791663,100.0,-76.72969,-76.72969,1.0,100,740.6463849544525,71.46759,4800,13.014782,100.0,,0.8591223,-1.824631e+19,1.148566e+34,100.8,1.0,48,734564740.0,-69.939766,2731.1667,-120.55382,911726,50.61405,True,-1.0,76906000000.0,0.8591223,,1.0
-66.95541647717357,2.0,[-0.078  1.804],633.58923,4800.076,1,,-1468.7645,-49.77703,0.4189424,0.0784307,100.0,-67.40351,-67.40351,1.0,100,749.5089228153229,52.39296,4900,11.713158,100.0,,0.85978335,-1420731.8,212978080.0,96.03,1.0,49,143.56062,-66.95542,1377.2642,-102.16999,921329,35.214577,True,-1.0,85391.13,0.85978335,,1.0
-68.714575638175,2.0,[-0.184  1.869],11511202.0,83013380.0,1,,-1203.8416,-49.52896,0.4189424,0.03543357,100.0,-82.48894,-82.48894,1.0,100,759.7415118217468,50.573433,5000,11.549534,100.0,,0.8616523,-3.5429615e+18,1.7269732e+33,98.93,1.0,50,2126789.5,-68.71458,1118.5869,-100.102394,931222,31.387817,True,-1.0,2198100000.0,0.8616523,,1.0
-70.55202362909912,2.0,[-0.167  1.745],1282646400.0,12778263000.0,1,,-1651.829,-49.642365,0.4189424,0.32440734,100.0,-68.50755,-68.50755,1.0,100,768.480099439621,58.269043,5100,11.955358,100.0,,0.85629284,-7.605494e+17,4.515914e+31,101.75,1.0,51,155145540.0,-70.552025,1538.654,-107.91141,941397,37.359386,True,-1.0,136180244000.0,0.85629284,,1.0
-73.47318418473006,2.0,[-0.195  1.623],75093624.0,667471940.0,1,,-1698.1539,-49.935352,0.4189424,0.051151995,100.0,-87.76506,-87.76506,1.0,100,778.6448848247528,60.52905,5200,14.411081,100.0,,0.8547704,-1.2911375e+18,1.1177178e+32,104.91,1.0,52,11728081.0,-73.47318,1576.0295,-110.4644,951888,36.991215,True,-1.0,15149055000.0,0.8547704,,1.0
-69.25733906790614,2.0,[-0.174  1.746],8445747.0,84252490.0,1,,-1497.978,-50.280636,0.4189424,0.0456036,100.0,-78.39891,-78.39891,1.0,100,787.9998557567596,54.00291,5300,13.1884,100.0,,0.8642666,-3.58632e+17,1.361043e+31,100.01,1.0,53,1061582.0,-69.25733,1400.769,-104.28355,961889,35.02621,True,-1.0,257621250.0,0.8642666,,1.0
-71.79912401139737,2.0,[-0.128  1.63 ],98657210.0,854250300.0,1,,-1292.3181,-50.191498,0.4189424,0.30685225,100.0,-72.00929,-72.00929,1.0,100,796.1267266273499,53.576447,5400,13.21485,100.0,,0.8669422,-9.744305e+17,1.0371669e+32,103.33,1.0,54,19120524.0,-71.799126,1196.6377,-103.767944,972222,31.968819,True,-1.0,13672314000.0,0.8669422,,1.0
-70.30698152974247,2.0,[-0.118  1.755],271905100.0,2728048600.0,1,,-2473.4478,-49.975002,0.4189424,0.06606543,100.0,-71.34752,-71.34752,1.0,100,805.7537181377411,66.53044,5500,13.842274,100.0,,0.8520049,-4.054427e+16,7.551257e+28,101.57,1.0,55,31082598.0,-70.306984,2325.9062,-116.50544,982379,46.198456,True,-1.0,26591216000.0,0.8520049,,1.0
-70.89940174221992,2.0,[-0.149  1.634],901773800.0,9059141000.0,1,,-1820.8207,-50.269367,0.4189424,0.19569707,100.0,-78.318665,-78.318665,1.0,100,815.3364119529724,59.508175,5600,13.830084,100.0,,0.8636682,-7.2408943e+18,3.7628803e+33,101.73,1.0,56,96338616.0,-70.89941,1702.781,-109.77754,992552,38.87814,True,-1.0,2420578000.0,0.8636682,,1.0
-67.43874981150032,2.0,[-0.129  1.757],1403.8854,12742.981,1,,-1127.1086,-49.779964,0.4189424,0.029175341,100.0,-65.55964,-65.55964,1.0,100,824.0848667621613,47.895657,5700,11.677948,100.0,,0.85815346,-5804404.0,5459978000.0,97.39,1.0,57,310.69214,-67.43875,1050.6428,-97.67562,1002291,30.236876,True,-1.0,154170.1,0.85815346,,1.0
-72.84006757691503,2.0,[0.118 1.718],216.1029,1820.3889,1,,-2445.8625,-50.639416,0.4189424,0.039554045,100.0,-70.39933,-70.39933,1.0,100,833.9455635547638,67.767075,5800,14.713455,100.0,,0.86110824,-1298917.1,56203708.0,105.05,1.0,58,66.30543,-72.840065,2292.785,-118.406494,1012796,45.566425,True,-1.0,151295.53,0.86110824,,1.0
-70.33339581459761,2.0,[0.129 1.78 ],209619440.0,1977603200.0,1,,-2510.416,-49.852478,0.4189424,0.0008668836,100.0,-75.59123,-75.59123,1.0,100,842.8806428909302,67.40082,5900,12.550402,100.0,,0.8580446,-3.5407027e+17,5.4671446e+30,101.49,1.0,59,32182252.0,-70.3334,2358.9895,-117.253296,1022945,46.9199,True,-1.0,61257370000.0,0.8580446,,1.0
-67.68152426630259,2.0,[0.141 1.904],10133137.0,73088776.0,1,,-1516.2118,-50.415028,0.4189424,0.034689423,100.0,-73.721855,-73.721855,1.0,100,852.0757412910461,53.00462,6000,12.056134,100.0,,0.8623408,-8.344397e+16,7.939214e+29,98.38,1.0,60,2064304.1,-67.681526,1422.5637,-103.41965,1032783,35.73812,True,-1.0,2412703000.0,0.8623408,,1.0
-68.19824374377727,2.0,[0.114 2.026],10623705.0,80355040.0,1,,-2258.001,-50.342915,0.4189424,0.007045245,100.0,-68.1676,-68.1676,1.0,100,860.2066252231598,62.206806,6100,12.7263155,100.0,,0.85579884,-4203334200000000.0,1.06188675e+27,99.29,1.0,61,1840720.5,-68.19824,2129.0127,-112.54972,1042712,44.351475,True,-1.0,2285030100.0,0.85579884,,1.0
-67.75379432022572,2.0,[0.166 2.14 ],194.71664,1800.4989,1,,-1121.6785,-39.95365,0.4189424,0.010879303,100.0,-67.11253,-67.11253,1.0,100,867.9639520645142,57.117928,6200,12.38547,100.0,,0.8686378,-1849869.0,275625280.0,98.52,1.0,62,61.67323,-67.7538,1012.9324,-97.07158,1052564,29.317783,True,-1.0,44428.426,0.8686378,,1.0
-65.62935516834258,2.0,[0.168 2.202],2098743700.0,21094332000.0,1,,-1402.6241,-50.22134,0.4189424,0.11045239,100.0,-89.609215,-89.609215,1.0,100,875.079197883606,49.95458,6300,11.224023,100.0,,0.8668912,-5.7703585e+18,4.8122356e+33,95.23,1.0,63,212227580.0,-65.62936,1319.4437,-100.17592,1062087,34.546562,True,-1.0,128197220000.0,0.8668912,,1.0
-62.768124294131994,2.0,[0.146 2.325],65369396.0,615551700.0,1,,-893.47424,-50.35069,0.4189424,0.07077465,100.0,-72.5435,-72.5435,1.0,100,881.6688947677612,39.840977,6400,9.408211,100.0,,0.85582364,-1739459100000000.0,1.08080285e+27,90.91,1.0,64,10790939.0,-62.768124,840.56506,-90.191666,1071178,27.42354,True,-1.0,8958522000.0,0.85582364,,1.0
-64.40085068061948,2.0,[0.126 2.449],668.30334,4500.0776,1,,-1390.3411,-40.71125,0.4189424,0.030968022,100.0,-61.795914,-61.795914,1.0,100,889.5691170692444,57.63475,6500,11.284784,100.0,,0.86342084,-6226520.0,2997225700.0,94.32,1.0,65,219.71733,-64.40085,1279.6196,-98.346,1080610,33.94515,True,-1.0,164640.23,0.86342084,,1.0
-63.63316283613443,2.0,[0.017 2.388],109319170.0,1098872700.0,1,,-1495.8842,-49.63147,0.4189424,0.18517627,100.0,-64.21434,-64.21434,1.0,100,897.7830097675323,49.964157,6600,10.925792,100.0,,0.8559931,-6489067000000000.0,6.0809636e+27,91.89,1.0,66,11346248.0,-63.633163,1412.6716,-99.59563,1089799,35.962467,True,-1.0,1883324900.0,0.8559931,,1.0
-63.90063397735357,2.0,[0.053 2.268],5644362.5,47738268.0,1,,-2647.8413,-41.169754,0.4189424,0.119833656,100.0,-62.955658,-62.955658,1.0,100,907.1806809902191,71.06719,6700,11.96224,100.0,,0.86292446,-1.1834431e+16,4.9415203e+27,92.25,1.0,67,1128608.6,-63.900635,2479.4941,-112.236946,1099024,48.336308,True,-1.0,1542386600.0,0.86292446,,1.0
