MeanIW,MinIW,LearnableVariance,StdIW,ESSClassic,MeanEntropy,EpThisIter,OptimizationReturnMean,StdIWNorm,EpisodesSoFar,ESSRenyi,InitialReturnMax,OptimizationReturnMin,MaxIWNorm,InitialReturnMin,InitialReturnMean,Iteration,InitialReturnStd,ReturnStepMax,MinIWNorm,OptimizationReturnMax,Weights,TimestepsSoFar,J_sample_variance,TimeElapsed,Bound,ReturnStepMaxmin,ReturnMeanIW,InitialBound,MeanIWNorm,EpRewMean,MaxIW,EmpiricalD2,VarianceInit,EpLenMean
0.550316,0.017383832,True,0.69227207,38.722954,1.3619272,100,122.31871,0.00692272,2300,6.9275236,-128.34756,,0.036809023,-382.6247,-260.30597,23,70.52275,0.86307514,0.00017383831,254.27713,[-0.026  0.777 -0.101],1127810,64431.707,959.9110651016235,-173.88853,0.86307514,-125.43085,-273.06015,0.00550316,-260.3059938570857,3.6809025,14.435173,-1,363.65
0.5952684,0.0072637363,True,0.85931283,32.426476,1.417046,100,132.816,0.008593128,2400,7.0077133,-117.15338,,0.06603979,-377.8949,-245.07892,24,71.527176,0.86235505,7.263736e-05,260.74152,[-0.029  0.813 -0.057],1162294,66115.69,989.6511654853821,-196.57716,0.86235505,-148.99309,-257.6754,0.005952684,-245.07890657290815,6.6039796,14.26999,-1,344.84
0.68265665,0.014498151,True,1.0422481,30.02124,1.4499068,100,118.88012,0.01042248,2500,8.449417,-94.29471,,0.07444857,-393.03134,-274.1512,25,78.68267,0.85773706,0.0001449815,298.73663,[-0.061  0.82  -0.002],1200339,109734.86,1022.5303568840027,-209.99687,0.85773706,-164.92635,-287.25226,0.006826566,-274.1512293815613,7.4448576,11.835135,-1,380.45
0.45638055,0.00089727424,True,0.78418165,25.30091,1.4082464,100,138.48703,0.007841816,2600,6.0162125,-106.06125,,0.054296806,-375.187,-236.69998,26,67.45292,0.8635829,8.972742e-06,269.12576,[-0.046  0.87   0.031],1233540,51754.88,1051.729501247406,-155.87927,0.8635829,-104.89162,-249.2062,0.0045638056,-236.69998163223266,5.429681,16.621754,-1,332.01
0.7911515,0.0021047543,True,1.2252874,29.42394,1.3579221,100,121.09046,0.012252874,2700,8.84014,-95.65059,,0.07555897,-396.3142,-275.22375,27,75.56103,0.8582624,2.1047543e-05,300.66364,[-0.057  0.811 -0.011],1271696,176711.11,1083.8983852863312,-214.79454,0.8582624,-170.36327,-288.43423,0.007911515,-275.22375336676834,7.555897,11.312037,-1,381.56
0.7530476,0.012472623,True,0.93625224,39.281055,1.4067347,100,151.15157,0.009362522,2800,9.916463,-107.85375,,0.060556054,-372.42206,-221.2705,28,63.780666,0.85915995,0.00012472623,264.5683,[-0.023  0.842 -0.061],1302799,102038.13,1112.2600202560425,-197.96469,0.85915995,-158.54295,-233.68454,0.007530476,-221.2704864451289,6.0556054,10.084241,-1,311.03
0.48427993,0.0002975511,True,0.7398162,29.996233,1.37287,100,162.66245,0.0073981616,2900,6.200374,-114.809616,,0.037070207,-377.7887,-215.12627,29,60.792667,0.85819095,2.975511e-06,262.97906,[-0.028  0.871 -0.012],1333006,49193.598,1138.8927924633026,-159.84485,0.85819095,-109.271835,-227.71922,0.004842799,-215.1262624771893,3.707021,16.12806,-1,302.07
0.6442032,0.00012439622,True,1.1086742,25.240776,1.3218341,100,108.31626,0.011086741,3000,5.147665,-114.12649,,0.074235246,-377.21887,-268.90265,30,70.79143,0.85980326,1.2439622e-06,263.09238,[ 0.003  0.803 -0.046],1370692,103691.32,1174.4599916934967,-214.95045,0.85980326,-159.5304,-281.4766,0.006442032,-268.9026023606956,7.4235244,19.426283,-1,376.86
0.84258974,0.0001481511,True,1.2795316,30.247526,1.277768,100,103.54614,0.012795314,3100,7.5185323,-130.63632,,0.07427736,-388.18887,-284.64273,31,73.62701,0.85749686,1.4815109e-06,257.55255,[ 0.029  0.761 -0.097],1410305,160554.08,1206.6384482383728,-247.78954,0.85749686,-200.59895,-297.58237,0.008425898,-284.64273069396614,7.4277363,13.300468,-1,396.13
0.8438295,0.001308436,True,1.0797168,37.91854,1.2349253,100,148.62361,0.010797168,3200,13.280756,-116.072784,,0.05775621,-377.8059,-229.18231,32,68.123474,0.8582696,1.308436e-05,261.73312,[-0.056  0.798 -0.141],1442374,157142.16,1235.5727727413177,-192.07187,0.8582696,-157.51486,-241.77582,0.008438295,-229.18230034723877,5.7756214,7.5296917,-1,320.69
0.48284295,0.01617961,True,0.590215,40.09301,1.2852297,100,99.292,0.00590215,3300,5.1754727,-94.42454,,0.044613473,-280.4034,-181.1114,33,41.98715,0.8653706,0.0001617961,185.97888,[-0.106  0.835 -0.184],1467786,20251.488,1256.919780254364,-136.67688,0.8653706,-95.59152,-190.45818,0.00482843,-181.11140586912632,4.4613476,19.321907,-1,254.12
1.018719,0.055823013,True,0.69307274,68.359276,1.2747191,100,141.95319,0.006930727,3400,62.34612,-92.67136,,0.03851123,-382.33322,-240.38002,34,66.9169,0.8615492,0.0005582301,289.66187,[-0.117  0.788 -0.134],1501471,180804.47,1289.1121916770935,-231.97672,0.8615492,-215.83624,-253.12447,0.010187188,-240.38002415150405,3.851123,1.6039491,-1,336.85
0.92775553,0.02145571,True,1.1853231,37.98924,1.2386343,100,159.48442,0.01185323,3500,33.351772,-94.74838,,0.08450103,-380.7627,-221.27827,35,64.34891,0.86464447,0.0002145571,286.0143,[-0.069  0.809 -0.144],1532571,194904.77,1315.6671028137207,-195.45184,0.86464447,-173.47458,-233.97037,0.009277555,-221.2782776068151,8.450103,2.9983413,-1,311.0
0.84147584,0.0022644873,True,1.0058131,41.17373,1.2380991,100,144.51683,0.010058131,3600,14.93368,-104.959435,,0.06307455,-333.31488,-188.79803,36,52.878,0.8634263,2.2644872e-05,228.35544,[-0.048  0.831 -0.18 ],1559058,120213.586,1338.2091588974,-159.2172,0.8634263,-130.46638,-199.90854,0.008414757,-188.7980423259735,6.307455,6.6962733,-1,264.87
0.8393372,3.824228e-05,True,1.3082712,29.1585,1.1939096,100,140.31966,0.013082711,3700,10.204967,-84.94165,,0.102580294,-305.25555,-164.93588,37,39.722504,0.86581093,3.824228e-07,220.3139,[-0.058  0.888 -0.181],1582080,123784.55,1357.4868149757385,-149.48123,0.86581093,-117.62925,-175.11107,0.008393372,-164.9358874179423,10.25803,9.79915,-1,230.22
0.78188425,0.0017131116,True,1.4202119,23.259617,1.1078638,100,86.827286,0.01420212,3800,6.125647,-81.27048,,0.075310156,-226.40433,-139.57704,38,28.374838,0.861615,1.7131117e-05,145.13385,[-0.054  0.945 -0.225],1601638,57417.297,1375.0760161876678,-130.16232,0.861615,-99.67021,-147.12386,0.007818841,-139.57704675227404,7.5310154,16.324806,-1,195.58
0.8732158,0.047859076,True,0.97300774,44.610565,1.1273761,100,107.128204,0.009730077,3900,27.298986,-81.59242,,0.061442785,-238.53806,-131.40987,39,29.999836,0.8628034,0.00047859075,156.94563,[-0.119  0.933 -0.311],1620061,59730.41,1391.7902488708496,-124.39253,0.8628034,-109.17433,-139.36111,0.008732158,-131.40986011505126,6.1442785,3.6631396,-1,184.23
0.88435197,0.0049503017,True,1.482122,26.25513,1.0691952,100,76.50894,0.014821219,4000,14.088778,-69.64511,,0.1143198,-199.12933,-122.6204,40,24.696585,0.85900503,4.9503014e-05,129.48422,[-0.226  0.975 -0.292],1637348,48432.625,1406.3900384902954,-117.72482,0.85900503,-100.040955,-129.25804,0.008843519,-122.62039715364575,11.43198,7.097848,-1,172.87
0.87220925,0.00037019077,True,1.5026444,25.201298,0.9790661,100,61.621338,0.015026445,4100,9.601732,-69.426056,,0.07163083,-174.21312,-112.59179,41,24.010561,0.8581705,3.7019076e-06,104.78706,[-0.228  1.021 -0.35 ],1653137,36826.42,1420.9628660678864,-110.48169,0.8581705,-91.74103,-118.398895,0.008722093,-112.59178470090032,7.163083,10.414787,-1,157.89
0.65596044,0.00064659584,True,0.9783144,31.014078,0.9904826,100,142.27908,0.009783143,4200,13.767352,-69.12124,,0.07807078,-251.13948,-108.8604,42,26.173733,0.8619883,6.4659584e-06,182.01825,[-0.272  1.027 -0.44 ],1668428,54064.816,1435.0068335533142,-90.12807,0.8619883,-67.566536,-117.23171,0.006559605,-108.86040337130427,7.8070784,7.263561,-1,152.91
0.49105164,0.0016310879,True,0.74174356,30.472263,0.93195117,100,85.67208,0.007417436,4300,5.062112,-60.998558,,0.04500038,-197.15176,-111.47969,43,25.929045,0.8637604,1.6310878e-05,136.1532,[-0.502  1.032 -0.428],1684113,14446.107,1449.5532286167145,-82.600685,0.8637604,-53.3919,-118.0514,0.0049105166,-111.47968244567514,4.500038,19.7546,-1,156.85
0.6900026,0.02366616,True,1.0196275,31.410563,0.965511,100,79.23855,0.010196274,4400,11.553578,-70.71132,,0.04822224,-189.60495,-110.36639,44,24.261406,0.85690904,0.0002366616,118.89363,[-0.44   0.97  -0.487],1699655,26702.51,1463.5264883041382,-90.36606,0.85690904,-71.77217,-116.686554,0.006900026,-110.36639887630939,4.822224,8.655327,-1,155.42
0.7222472,0.026472237,True,1.1164056,29.504538,1.028828,100,68.90014,0.011164055,4500,11.773006,-69.82089,,0.094451286,-178.7019,-109.801765,45,24.444077,0.8627291,0.00026472236,108.88101,[-0.502  1.021 -0.453],1715127,23099.115,1476.0533475875854,-97.920715,0.8627291,-80.560135,-115.75849,0.0072224713,-109.80176015883684,9.445128,8.494007,-1,154.72
0.74630404,0.029885262,True,0.9520106,38.06274,1.073665,100,83.67047,0.009520105,4600,14.739743,-71.969765,,0.06611771,-197.55753,-113.887054,46,21.263239,0.8549713,0.00029885262,125.58776,[-0.623  1.024 -0.39 ],1731130,28004.914,1489.5814611911774,-100.789314,0.8549713,-83.63682,-120.4723,0.00746304,-113.88705058276653,6.6117716,6.7843785,-1,160.03
0.7089008,0.0039628954,True,1.287273,23.269938,1.0455132,100,70.40667,0.012872729,4700,10.398361,-70.14126,,0.11462001,-175.18204,-104.77536,47,21.44948,0.85838515,3.9628954e-05,105.04078,[-0.536  1.06  -0.345],1745907,26347.498,1501.6785280704498,-90.435074,0.85838515,-72.32643,-110.61476,0.007089008,-104.77536173328757,11.462001,9.6169,-1,147.77
0.6507125,0.016901849,True,1.0358481,28.2962,1.0979614,100,99.18733,0.010358483,4800,11.66549,-70.99992,,0.08579057,-214.30746,-115.12014,48,26.031141,0.86158043,0.00016901849,143.30754,[-0.497  0.992 -0.373],1762102,37458.484,1517.7862751483917,-89.8507,0.86158043,-68.93538,-122.26372,0.0065071248,-115.12013208165764,8.579057,8.572293,-1,161.95
0.5124007,0.00285218,True,1.00769,20.544266,1.0390061,100,83.588585,0.010076901,4900,6.8945694,-60.598633,,0.075128034,-198.15977,-114.5712,49,26.02318,0.86293226,2.85218e-05,137.56114,[-0.495  1.035 -0.321],1778294,23688.305,1531.939370393753,-77.80992,0.86293226,-52.65397,-121.17651,0.005124007,-114.57119633957744,7.5128036,14.504169,-1,161.92
0.711202,0.00036484722,True,1.1702224,26.973148,0.9517252,100,82.12752,0.011702224,5000,7.0310993,-72.142166,,0.077137575,-204.284,-122.15649,50,25.658442,0.863166,3.648472e-06,132.14183,[-0.457  0.974 -0.38 ],1795530,34290.996,1548.819947719574,-106.17927,0.863166,-80.498886,-128.96594,0.00711202,-122.15647375971079,7.713758,14.222527,-1,172.36
0.50219804,0.022015646,True,0.5638292,44.237873,1.0078547,100,55.775402,0.005638291,5100,6.398445,-60.38623,,0.029395636,-166.21318,-110.437775,51,22.144638,0.86425745,0.00022015645,105.82695,[-0.535  0.992 -0.467],1811090,8821.456,1562.1371302604675,-74.327576,0.86425745,-52.4244,-115.97821,0.005021981,-110.43778109788894,2.9395638,15.628798,-1,155.6
0.7651808,0.010327337,True,1.0809089,33.3835,1.0628484,100,54.608498,0.010809087,5200,8.020101,-69.820404,,0.06158089,-168.00099,-113.3925,52,22.677584,0.86631584,0.00010327337,98.18059,[-0.54   1.04  -0.411],1827049,23820.652,1576.2806000709534,-101.48016,0.86631584,-81.70589,-118.99253,0.0076518077,-113.39249659329653,6.158089,12.468672,-1,159.59
0.57817084,0.0063817455,True,0.6898981,41.25706,1.0602275,100,88.149704,0.00689898,5300,7.725791,-69.580505,,0.03534572,-195.65244,-107.50272,53,24.11824,0.8683163,6.381745e-05,126.07193,[-0.581  1.088 -0.356],1842244,18509.6,1588.947144985199,-80.111115,0.8683163,-56.647633,-114.024475,0.005781708,-107.50272502303123,3.534572,12.943659,-1,151.95
0.40755937,7.7449076e-05,True,0.87833446,17.71639,0.9596142,100,44.01509,0.008783345,5400,3.7686703,-60.85606,,0.06339408,-146.20729,-102.19221,54,20.237473,0.86280537,7.7449073e-07,85.35123,[-0.576  1.16  -0.359],1856696,6635.143,1603.2728416919708,-64.91272,0.86280537,-39.808094,-107.065765,0.004075594,-102.19219871252776,6.339408,26.534557,-1,144.52
0.44134375,0.00018569802,True,0.70990354,27.876223,0.87359655,100,61.17363,0.0070990347,5500,5.0463223,-69.61097,,0.0418358,-161.50542,-100.331795,55,19.567505,0.8665559,1.8569802e-06,91.89445,[-0.475  1.123 -0.459],1870917,7789.2744,1616.6652882099152,-65.51024,0.8665559,-41.54519,-105.7153,0.0044134376,-100.33179240137339,4.18358,19.816412,-1,142.21
0.67755264,0.007469513,True,0.83274114,39.83197,0.8518111,100,71.14309,0.0083274115,5600,17.127047,-59.869534,,0.061583173,-167.86734,-96.724236,56,22.335745,0.8570924,7.469513e-05,107.9978,[-0.642  1.15  -0.545],1884538,17558.115,1628.9471917152405,-75.835014,0.8570924,-62.31417,-102.31983,0.0067755263,-96.7242471806705,6.1583176,5.8387184,-1,136.21
0.50795054,0.009479545,True,0.7128712,33.674503,0.87933373,100,66.899475,0.007128712,5700,8.501262,-50.410984,,0.041274093,-154.84561,-87.946144,57,17.589067,0.86683655,9.479545e-05,104.43463,[-0.476  1.175 -0.567],1897019,8951.144,1640.6946568489075,-60.135452,0.86683655,-42.4329,-93.10766,0.005079505,-87.94614041417837,4.1274095,11.76296,-1,124.81
0.760227,0.0061993664,True,1.2692503,26.402952,0.86285436,100,50.601715,0.012692503,5800,8.071163,-59.20629,,0.07897554,-143.36357,-92.76186,58,18.573679,0.8624018,6.199366e-05,84.15728,[-0.474  1.234 -0.54 ],1910108,19055.291,1651.8776695728302,-80.66176,0.8624018,-63.84085,-97.54064,0.00760227,-92.76185646504163,7.8975544,12.389789,-1,130.89
0.57001513,0.0002796167,True,1.0351901,23.265947,0.8433839,100,45.27319,0.0103519,5900,5.928384,-48.59134,,0.056203913,-130.43173,-85.15855,59,16.503092,0.86142635,2.796167e-06,81.84039,[-0.47   1.3   -0.556],1922238,8951.38,1662.3958311080933,-65.66612,0.86142635,-47.809727,-89.50626,0.0057001514,-85.15854360625148,5.6203914,16.868004,-1,121.3
0.70432067,0.0016893541,True,1.4077183,20.020983,0.8019456,100,51.29674,0.014077183,6000,7.8875675,-60.909325,,0.12161199,-136.05455,-84.75781,60,18.391298,0.8661529,1.689354e-05,75.145226,[-0.341  1.356 -0.576],1934349,19221.822,1673.70042014122,-71.65612,0.8661529,-55.508064,-89.29296,0.0070432085,-84.7578109537065,12.1612,12.67818,-1,121.11
0.623084,0.0007123701,True,0.99755424,28.064789,0.69808626,100,93.83989,0.009975542,6100,6.4592447,-49.848305,,0.049621444,-175.03445,-81.19456,61,18.90973,0.85447943,7.123701e-06,125.18615,[-0.339  1.416 -0.617],1945967,21458.738,1683.4841153621674,-72.51277,0.85447943,-49.55597,-87.02903,0.0062308395,-81.19455554246902,4.9621444,15.481687,-1,116.18
0.6708736,0.00032503673,True,1.4418246,17.796911,0.64328593,100,37.026493,0.014418245,6200,6.8063,-50.147095,,0.09306174,-114.094406,-77.06792,62,14.207076,0.86878407,3.2503672e-06,63.94731,[-0.412  1.444 -0.721],1957024,10892.635,1693.2915453910828,-63.797832,0.86878407,-49.22018,-80.871056,0.006708735,-77.06791238561273,9.306174,14.69227,-1,110.57
0.8507216,0.024003193,True,1.2473346,31.748402,0.68360096,100,36.599274,0.012473345,6300,11.332057,-49.57427,,0.08211221,-109.1982,-72.59892,63,13.552586,0.85924786,0.00024003192,59.623928,[-0.299  1.485 -0.776],1967418,12408.078,1703.9747457504272,-68.22795,0.85924786,-57.415108,-76.23887,0.0085072145,-72.59892111867666,8.211221,8.824523,-1,103.94
0.7064199,0.00017744035,True,1.5356722,17.464949,0.6220381,100,37.867516,0.015356722,6400,8.326326,-49.94543,,0.13513047,-113.74423,-75.87672,64,14.045674,0.8586111,1.7744035e-06,63.7988,[-0.328  1.532 -0.735],1978241,12487.422,1714.4166414737701,-66.15539,0.8586111,-53.015812,-79.66819,0.0070641977,-75.8767164157331,13.513046,12.010098,-1,108.23
0.46634814,0.00059061474,True,0.7778324,26.441286,0.56906295,100,42.950104,0.007778324,6500,5.1640644,-49.380875,,0.047630023,-118.9956,-76.0455,65,13.765401,0.85482615,5.906147e-06,69.61472,[-0.334  1.48  -0.797],1989131,4512.273,1724.799975156784,-52.330086,0.85482615,-34.875328,-80.012024,0.004663481,-76.04549961268901,4.7630024,19.364592,-1,108.9
0.53063697,0.005377457,True,0.73302615,34.38449,0.5884089,100,35.750748,0.007330261,6600,6.651853,-50.024765,,0.039184444,-113.69805,-77.9473,66,13.961846,0.86406344,5.377457e-05,63.673286,[-0.222  1.429 -0.85 ],2000306,4515.864,1735.622317314148,-55.250668,0.86406344,-40.555977,-81.737236,0.005306369,-77.9473064108193,3.9184444,15.033404,-1,111.75
0.5524279,0.0036441118,True,0.8634412,29.04487,0.5798576,100,62.56929,0.008634412,6700,5.7119555,-50.555496,,0.050772533,-138.47327,-75.90398,67,15.038351,0.8643209,3.6441117e-05,87.91777,[-0.223  1.48  -0.831],2011172,8398.656,1745.206135749817,-62.25537,0.8643209,-42.942257,-80.51975,0.005524279,-75.90397354617716,5.0772533,17.50714,-1,108.66
0.5830824,0.0038779771,True,0.7761613,36.07607,0.56225365,100,45.812794,0.007761613,6800,6.4914193,-50.299072,,0.041436467,-121.28632,-75.473526,68,13.582754,0.857962,3.877977e-05,70.98725,[-0.235  1.424 -0.839],2021968,6504.4087,1754.634904384613,-59.685143,0.857962,-43.817196,-79.5164,0.005830824,-75.47352662965655,4.1436467,15.404951,-1,107.96
0.61854583,0.012020009,True,1.2309372,20.16007,0.5507526,100,50.008404,0.012309372,6900,9.947429,-51.021656,,0.10292599,-127.706955,-77.69855,69,15.635453,0.85498,0.000120200086,76.6853,[-0.42   1.456 -0.857],2033011,11227.728,1764.279464006424,-59.31308,0.85498,-45.81606,-81.95545,0.0061854576,-77.69855366677047,10.2926,10.052849,-1,110.43
